ENSORLP00000011382	ENSTNIP00000006282
ENSORLP00000012231	ENSTNIP00000019660
ENSORLP00000005786	ENSTNIP00000020742
ENSORLP00000020560	ENSTNIP00000018322
ENSORLP00000020710	ENSTNIP00000009401
ENSORLP00000003594	ENSTNIP00000016352
ENSORLP00000016080	ENSTNIP00000014804
ENSORLP00000025509	ENSTNIP00000016004
ENSORLP00000003808	ENSTNIP00000010296
ENSORLP00000011238	ENSTNIP00000016132
ENSORLP00000012371	ENSTNIP00000019667
ENSORLP00000013080	ENSTNIP00000016793
ENSORLP00000025293	ENSTNIP00000021218
ENSORLP00000007726	ENSTNIP00000013475
ENSORLP00000001534	ENSTNIP00000016586
ENSORLP00000020084	ENSTNIP00000022055
ENSORLP00000011957	ENSTNIP00000019653
ENSORLP00000017887	ENSTNIP00000014436
ENSORLP00000000335	ENSTNIP00000000126
ENSORLP00000008303	ENSTNIP00000000731
ENSORLP00000011124	ENSTNIP00000011955
ENSORLP00000008965	ENSTNIP00000010583
ENSORLP00000015592	ENSTNIP00000006638
ENSORLP00000002900	ENSTNIP00000005572
ENSORLP00000013040	ENSTNIP00000009753
ENSORLP00000017893	ENSTNIP00000022750
ENSORLP00000021356	ENSTNIP00000018546
ENSORLP00000015090	ENSTNIP00000007743
ENSORLP00000025146	ENSTNIP00000012773
ENSORLP00000001980	ENSTNIP00000004858
ENSORLP00000015111	ENSTNIP00000014320
ENSORLP00000001176	ENSTNIP00000012477
ENSORLP00000010877	ENSTNIP00000009778
ENSORLP00000010879	ENSTNIP00000001298
ENSORLP00000016893	ENSTNIP00000017030
ENSORLP00000024280	ENSTNIP00000008665
ENSORLP00000011538	ENSTNIP00000018761
ENSORLP00000011544	ENSTNIP00000018762
ENSORLP00000011550	ENSTNIP00000018763
ENSORLP00000014811	ENSTNIP00000016863
ENSORLP00000005928	ENSTNIP00000017570
ENSORLP00000016362	ENSTNIP00000008990
ENSORLP00000022227	ENSTNIP00000021804
ENSORLP00000005606	ENSTNIP00000008283
ENSORLP00000014962	ENSTNIP00000010747
ENSORLP00000011730	ENSTNIP00000015708
ENSORLP00000022250	ENSTNIP00000003549
ENSORLP00000016315	ENSTNIP00000000807
ENSORLP00000023740	ENSTNIP00000011554
ENSORLP00000007394	ENSTNIP00000010806
ENSORLP00000020808	ENSTNIP00000009410
ENSORLP00000008889	ENSTNIP00000013346
ENSORLP00000009481	ENSTNIP00000015795
ENSORLP00000022048	ENSTNIP00000001323
ENSORLP00000016165	ENSTNIP00000014808
ENSORLP00000022689	ENSTNIP00000010375
ENSORLP00000022040	ENSTNIP00000003438
ENSORLP00000007099	ENSTNIP00000022116
ENSORLP00000005202	ENSTNIP00000020920
ENSORLP00000018105	ENSTNIP00000011722
ENSORLP00000000113	ENSTNIP00000013523
ENSORLP00000001291	ENSTNIP00000008413
ENSORLP00000007912	ENSTNIP00000022889
ENSORLP00000021387	ENSTNIP00000007103
ENSORLP00000000033	ENSTNIP00000013534
ENSORLP00000012480	ENSTNIP00000015728
ENSORLP00000014489	ENSTNIP00000005215
ENSORLP00000016980	ENSTNIP00000009653
ENSORLP00000019763	ENSTNIP00000020487
ENSORLP00000015580	ENSTNIP00000015562
ENSORLP00000003270	ENSTNIP00000006895
ENSORLP00000007365	ENSTNIP00000001932
ENSORLP00000011992	ENSTNIP00000011091
ENSORLP00000017221	ENSTNIP00000009956
ENSORLP00000005206	ENSTNIP00000014653
ENSORLP00000021027	ENSTNIP00000018285
ENSORLP00000018936	ENSTNIP00000001211
ENSORLP00000025630	ENSTNIP00000009682
ENSORLP00000009990	ENSTNIP00000007336
ENSORLP00000021364	ENSTNIP00000015165
ENSORLP00000011316	ENSTNIP00000010633
ENSORLP00000014678	ENSTNIP00000009444
ENSORLP00000020901	ENSTNIP00000014082
ENSORLP00000003604	ENSTNIP00000022230
ENSORLP00000020751	ENSTNIP00000004211
ENSORLP00000015139	ENSTNIP00000002107
ENSORLP00000023359	ENSTNIP00000013834
ENSORLP00000003003	ENSTNIP00000005322
ENSORLP00000001571	ENSTNIP00000013157
ENSORLP00000009959	ENSTNIP00000002578
ENSORLP00000016248	ENSTNIP00000003471
ENSORLP00000023752	ENSTNIP00000000989
ENSORLP00000021317	ENSTNIP00000012989
ENSORLP00000015504	ENSTNIP00000004134
ENSORLP00000009951	ENSTNIP00000004122
ENSORLP00000009961	ENSTNIP00000004121
ENSORLP00000015495	ENSTNIP00000004133
ENSORLP00000021319	ENSTNIP00000013749
ENSORLP00000021953	ENSTNIP00000004126
ENSORLP00000001659	ENSTNIP00000004142
ENSORLP00000006332	ENSTNIP00000004113
ENSORLP00000009978	ENSTNIP00000004120
ENSORLP00000021329	ENSTNIP00000004116
ENSORLP00000006427	ENSTNIP00000011583
ENSORLP00000009780	ENSTNIP00000012216
ENSORLP00000004620	ENSTNIP00000009201
ENSORLP00000020109	ENSTNIP00000010064
ENSORLP00000008005	ENSTNIP00000018176
ENSORLP00000023766	ENSTNIP00000013397
ENSORLP00000001160	ENSTNIP00000002792
ENSORLP00000008620	ENSTNIP00000021925
ENSORLP00000011640	ENSTNIP00000009700
ENSORLP00000017566	ENSTNIP00000003816
ENSORLP00000018042	ENSTNIP00000010397
ENSORLP00000013590	ENSTNIP00000015096
ENSORLP00000007643	ENSTNIP00000013046
ENSORLP00000018061	ENSTNIP00000015005
ENSORLP00000010259	ENSTNIP00000008264
ENSORLP00000021652	ENSTNIP00000021900
ENSORLP00000016134	ENSTNIP00000020384
ENSORLP00000016060	ENSTNIP00000020386
ENSORLP00000009937	ENSTNIP00000018985
ENSORLP00000016070	ENSTNIP00000016423
ENSORLP00000005932	ENSTNIP00000014526
ENSORLP00000010023	ENSTNIP00000006932
ENSORLP00000012021	ENSTNIP00000022617
ENSORLP00000001738	ENSTNIP00000016591
ENSORLP00000015984	ENSTNIP00000007587
ENSORLP00000022737	ENSTNIP00000013449
ENSORLP00000013912	ENSTNIP00000016060
ENSORLP00000004621	ENSTNIP00000016447
ENSORLP00000022034	ENSTNIP00000005026
ENSORLP00000009212	ENSTNIP00000004757
ENSORLP00000003988	ENSTNIP00000012023
ENSORLP00000020321	ENSTNIP00000013208
ENSORLP00000002264	ENSTNIP00000005869
ENSORLP00000012485	ENSTNIP00000018507
ENSORLP00000016456	ENSTNIP00000007585
ENSORLP00000011021	ENSTNIP00000021547
ENSORLP00000015726	ENSTNIP00000016665
ENSORLP00000009633	ENSTNIP00000005647
ENSORLP00000009119	ENSTNIP00000010971
ENSORLP00000001825	ENSTNIP00000013295
ENSORLP00000001917	ENSTNIP00000007273
ENSORLP00000002111	ENSTNIP00000017147
ENSORLP00000005399	ENSTNIP00000000771
ENSORLP00000010749	ENSTNIP00000008137
ENSORLP00000012388	ENSTNIP00000021113
ENSORLP00000005651	ENSTNIP00000012842
ENSORLP00000017768	ENSTNIP00000015221
ENSORLP00000021124	ENSTNIP00000014049
ENSORLP00000001669	ENSTNIP00000017632
ENSORLP00000008046	ENSTNIP00000011829
ENSORLP00000022283	ENSTNIP00000001570
ENSORLP00000008319	ENSTNIP00000004351
ENSORLP00000007641	ENSTNIP00000012898
ENSORLP00000015952	ENSTNIP00000010475
ENSORLP00000012386	ENSTNIP00000001359
ENSORLP00000007134	ENSTNIP00000012111
ENSORLP00000001196	ENSTNIP00000007735
ENSORLP00000002584	ENSTNIP00000021861
ENSORLP00000001511	ENSTNIP00000001792
ENSORLP00000001456	ENSTNIP00000017277
ENSORLP00000017631	ENSTNIP00000015214
ENSORLP00000016931	ENSTNIP00000017031
ENSORLP00000018570	ENSTNIP00000013964
ENSORLP00000011027	ENSTNIP00000011736
ENSORLP00000022637	ENSTNIP00000011737
ENSORLP00000020206	ENSTNIP00000011211
ENSORLP00000011501	ENSTNIP00000009710
ENSORLP00000015663	ENSTNIP00000000036
ENSORLP00000011768	ENSTNIP00000019643
ENSORLP00000017571	ENSTNIP00000014821
ENSORLP00000002926	ENSTNIP00000019002
ENSORLP00000007597	ENSTNIP00000004394
ENSORLP00000016471	ENSTNIP00000016411
ENSORLP00000019010	ENSTNIP00000013953
ENSORLP00000012036	ENSTNIP00000022393
ENSORLP00000025439	ENSTNIP00000003911
ENSORLP00000011460	ENSTNIP00000022626
ENSORLP00000019980	ENSTNIP00000014399
ENSORLP00000007209	ENSTNIP00000002869
ENSORLP00000002696	ENSTNIP00000017973
ENSORLP00000020800	ENSTNIP00000021893
ENSORLP00000014283	ENSTNIP00000020257
ENSORLP00000022335	ENSTNIP00000021820
ENSORLP00000013466	ENSTNIP00000006495
ENSORLP00000000449	ENSTNIP00000013119
ENSORLP00000009434	ENSTNIP00000011233
ENSORLP00000015967	ENSTNIP00000000145
ENSORLP00000015622	ENSTNIP00000002557
ENSORLP00000020449	ENSTNIP00000019559
ENSORLP00000008359	ENSTNIP00000018250
ENSORLP00000001370	ENSTNIP00000012470
ENSORLP00000012585	ENSTNIP00000015730
ENSORLP00000006588	ENSTNIP00000017547
ENSORLP00000005123	ENSTNIP00000013257
ENSORLP00000010427	ENSTNIP00000013008
ENSORLP00000012160	ENSTNIP00000008062
ENSORLP00000006743	ENSTNIP00000001525
ENSORLP00000003276	ENSTNIP00000003762
ENSORLP00000003776	ENSTNIP00000019068
ENSORLP00000022282	ENSTNIP00000016966
ENSORLP00000008355	ENSTNIP00000002351
ENSORLP00000007828	ENSTNIP00000016308
ENSORLP00000025651	ENSTNIP00000008724
ENSORLP00000005864	ENSTNIP00000012851
ENSORLP00000012508	ENSTNIP00000021274
ENSORLP00000001720	ENSTNIP00000019052
ENSORLP00000020622	ENSTNIP00000009993
ENSORLP00000003246	ENSTNIP00000017161
ENSORLP00000018532	ENSTNIP00000011715
ENSORLP00000002850	ENSTNIP00000011172
ENSORLP00000016169	ENSTNIP00000009219
ENSORLP00000021444	ENSTNIP00000001469
ENSORLP00000002859	ENSTNIP00000005405
ENSORLP00000025312	ENSTNIP00000010925
ENSORLP00000009674	ENSTNIP00000022245
ENSORLP00000013515	ENSTNIP00000008764
ENSORLP00000001586	ENSTNIP00000005672
ENSORLP00000019450	ENSTNIP00000017338
ENSORLP00000006834	ENSTNIP00000018220
ENSORLP00000014606	ENSTNIP00000009567
ENSORLP00000011211	ENSTNIP00000010637
ENSORLP00000011853	ENSTNIP00000009686
ENSORLP00000002186	ENSTNIP00000003526
ENSORLP00000010784	ENSTNIP00000019620
ENSORLP00000025205	ENSTNIP00000007352
ENSORLP00000009513	ENSTNIP00000010987
ENSORLP00000008132	ENSTNIP00000000815
ENSORLP00000007665	ENSTNIP00000011807
ENSORLP00000002897	ENSTNIP00000019918
ENSORLP00000011426	ENSTNIP00000019447
ENSORLP00000020742	ENSTNIP00000020550
ENSORLP00000001565	ENSTNIP00000022199
ENSORLP00000018602	ENSTNIP00000021419
ENSORLP00000018869	ENSTNIP00000018789
ENSORLP00000004148	ENSTNIP00000014177
ENSORLP00000005395	ENSTNIP00000009246
ENSORLP00000014739	ENSTNIP00000007314
ENSORLP00000006471	ENSTNIP00000009990
ENSORLP00000001655	ENSTNIP00000013151
ENSORLP00000010145	ENSTNIP00000022893
ENSORLP00000004486	ENSTNIP00000016542
ENSORLP00000006874	ENSTNIP00000000562
ENSORLP00000017545	ENSTNIP00000010451
ENSORLP00000022604	ENSTNIP00000016925
ENSORLP00000021754	ENSTNIP00000002508
ENSORLP00000004847	ENSTNIP00000014662
ENSORLP00000020608	ENSTNIP00000014612
ENSORLP00000015339	ENSTNIP00000012056
ENSORLP00000005100	ENSTNIP00000017908
ENSORLP00000008478	ENSTNIP00000021433
ENSORLP00000019381	ENSTNIP00000010406
ENSORLP00000013832	ENSTNIP00000010716
ENSORLP00000024284	ENSTNIP00000005629
ENSORLP00000005419	ENSTNIP00000019332
ENSORLP00000011390	ENSTNIP00000014758
ENSORLP00000025105	ENSTNIP00000009630
ENSORLP00000019421	ENSTNIP00000010446
ENSORLP00000013755	ENSTNIP00000008284
ENSORLP00000022665	ENSTNIP00000001603
ENSORLP00000005013	ENSTNIP00000000869
ENSORLP00000009097	ENSTNIP00000021610
ENSORLP00000005338	ENSTNIP00000011614
ENSORLP00000003027	ENSTNIP00000001628
ENSORLP00000006638	ENSTNIP00000022102
ENSORLP00000003530	ENSTNIP00000017995
ENSORLP00000007592	ENSTNIP00000022281
ENSORLP00000018902	ENSTNIP00000015441
ENSORLP00000004703	ENSTNIP00000008878
ENSORLP00000020081	ENSTNIP00000000153
ENSORLP00000006546	ENSTNIP00000009768
ENSORLP00000015457	ENSTNIP00000007931
ENSORLP00000022043	ENSTNIP00000005025
ENSORLP00000012031	ENSTNIP00000015715
ENSORLP00000018731	ENSTNIP00000021418
ENSORLP00000009218	ENSTNIP00000001566
ENSORLP00000015602	ENSTNIP00000021869
ENSORLP00000005240	ENSTNIP00000013261
ENSORLP00000010302	ENSTNIP00000021575
ENSORLP00000004820	ENSTNIP00000012812
ENSORLP00000013159	ENSTNIP00000022026
ENSORLP00000016767	ENSTNIP00000014449
ENSORLP00000015483	ENSTNIP00000020648
ENSORLP00000002187	ENSTNIP00000000768
ENSORLP00000013815	ENSTNIP00000003474
ENSORLP00000011868	ENSTNIP00000014914
ENSORLP00000021126	ENSTNIP00000018429
ENSORLP00000011308	ENSTNIP00000008533
ENSORLP00000015782	ENSTNIP00000002427
ENSORLP00000002127	ENSTNIP00000005078
ENSORLP00000000448	ENSTNIP00000016750
ENSORLP00000020951	ENSTNIP00000015655
ENSORLP00000011220	ENSTNIP00000016914
ENSORLP00000003442	ENSTNIP00000005590
ENSORLP00000012897	ENSTNIP00000005524
ENSORLP00000013867	ENSTNIP00000010717
ENSORLP00000022248	ENSTNIP00000016972
ENSORLP00000009301	ENSTNIP00000002116
ENSORLP00000003753	ENSTNIP00000014190
ENSORLP00000000610	ENSTNIP00000013314
ENSORLP00000021144	ENSTNIP00000018283
ENSORLP00000024500	ENSTNIP00000008680
ENSORLP00000022539	ENSTNIP00000007943
ENSORLP00000004770	ENSTNIP00000010302
ENSORLP00000004709	ENSTNIP00000019791
ENSORLP00000009774	ENSTNIP00000008830
ENSORLP00000004870	ENSTNIP00000013250
ENSORLP00000008602	ENSTNIP00000002373
ENSORLP00000011416	ENSTNIP00000013062
ENSORLP00000012150	ENSTNIP00000000200
ENSORLP00000016566	ENSTNIP00000016630
ENSORLP00000007683	ENSTNIP00000013043
ENSORLP00000018195	ENSTNIP00000015020
ENSORLP00000009973	ENSTNIP00000013406
ENSORLP00000008540	ENSTNIP00000012971
ENSORLP00000009628	ENSTNIP00000018114
ENSORLP00000001883	ENSTNIP00000017624
ENSORLP00000020055	ENSTNIP00000019534
ENSORLP00000002975	ENSTNIP00000011153
ENSORLP00000022141	ENSTNIP00000017881
ENSORLP00000007170	ENSTNIP00000022119
ENSORLP00000005978	ENSTNIP00000012512
ENSORLP00000007406	ENSTNIP00000017531
ENSORLP00000011281	ENSTNIP00000019443
ENSORLP00000012623	ENSTNIP00000021272
ENSORLP00000006952	ENSTNIP00000021743
ENSORLP00000008273	ENSTNIP00000012963
ENSORLP00000001864	ENSTNIP00000004409
ENSORLP00000012552	ENSTNIP00000007608
ENSORLP00000000426	ENSTNIP00000014586
ENSORLP00000005921	ENSTNIP00000010363
ENSORLP00000006506	ENSTNIP00000001450
ENSORLP00000018031	ENSTNIP00000006135
ENSORLP00000012417	ENSTNIP00000021046
ENSORLP00000000068	ENSTNIP00000013528
ENSORLP00000016124	ENSTNIP00000015556
ENSORLP00000009823	ENSTNIP00000005835
ENSORLP00000015605	ENSTNIP00000010775
ENSORLP00000017349	ENSTNIP00000006628
ENSORLP00000025722	ENSTNIP00000003039
ENSORLP00000013779	ENSTNIP00000018025
ENSORLP00000005872	ENSTNIP00000011569
ENSORLP00000002462	ENSTNIP00000010795
ENSORLP00000007821	ENSTNIP00000009872
ENSORLP00000005073	ENSTNIP00000012348
ENSORLP00000004985	ENSTNIP00000022741
ENSORLP00000004215	ENSTNIP00000001754
ENSORLP00000005903	ENSTNIP00000009728
ENSORLP00000025837	ENSTNIP00000014490
ENSORLP00000006139	ENSTNIP00000020730
ENSORLP00000017210	ENSTNIP00000016074
ENSORLP00000004225	ENSTNIP00000015863
ENSORLP00000009500	ENSTNIP00000010605
ENSORLP00000016970	ENSTNIP00000011025
ENSORLP00000015033	ENSTNIP00000008969
ENSORLP00000004803	ENSTNIP00000019095
ENSORLP00000021762	ENSTNIP00000020646
ENSORLP00000010806	ENSTNIP00000018068
ENSORLP00000025438	ENSTNIP00000009122
ENSORLP00000013241	ENSTNIP00000006121
ENSORLP00000010416	ENSTNIP00000002628
ENSORLP00000004276	ENSTNIP00000014669
ENSORLP00000022266	ENSTNIP00000021808
ENSORLP00000009361	ENSTNIP00000004969
ENSORLP00000024676	ENSTNIP00000003656
ENSORLP00000018321	ENSTNIP00000014873
ENSORLP00000024154	ENSTNIP00000008837
ENSORLP00000022506	ENSTNIP00000002679
ENSORLP00000002575	ENSTNIP00000018452
ENSORLP00000007275	ENSTNIP00000001767
ENSORLP00000007749	ENSTNIP00000012274
ENSORLP00000010014	ENSTNIP00000015813
ENSORLP00000014153	ENSTNIP00000000600
ENSORLP00000014053	ENSTNIP00000015107
ENSORLP00000012256	ENSTNIP00000021039
ENSORLP00000018387	ENSTNIP00000015459
ENSORLP00000009613	ENSTNIP00000008440
ENSORLP00000002780	ENSTNIP00000003964
ENSORLP00000020652	ENSTNIP00000007085
ENSORLP00000022704	ENSTNIP00000010373
ENSORLP00000005423	ENSTNIP00000013270
ENSORLP00000021199	ENSTNIP00000019392
ENSORLP00000015654	ENSTNIP00000009975
ENSORLP00000002561	ENSTNIP00000009283
ENSORLP00000011152	ENSTNIP00000016135
ENSORLP00000008393	ENSTNIP00000011479
ENSORLP00000021843	ENSTNIP00000020019
ENSORLP00000024543	ENSTNIP00000004207
ENSORLP00000019105	ENSTNIP00000005701
ENSORLP00000005691	ENSTNIP00000013552
ENSORLP00000021039	ENSTNIP00000007110
ENSORLP00000010961	ENSTNIP00000006678
ENSORLP00000011971	ENSTNIP00000021029
ENSORLP00000008381	ENSTNIP00000012926
ENSORLP00000025387	ENSTNIP00000009120
ENSORLP00000005099	ENSTNIP00000017827
ENSORLP00000023924	ENSTNIP00000015423
ENSORLP00000006169	ENSTNIP00000012502
ENSORLP00000006184	ENSTNIP00000001929
ENSORLP00000019568	ENSTNIP00000022377
ENSORLP00000013131	ENSTNIP00000016223
ENSORLP00000008041	ENSTNIP00000011828
ENSORLP00000008053	ENSTNIP00000010540
ENSORLP00000020366	ENSTNIP00000019439
ENSORLP00000006669	ENSTNIP00000013421
ENSORLP00000020619	ENSTNIP00000002769
ENSORLP00000018429	ENSTNIP00000005730
ENSORLP00000014699	ENSTNIP00000014528
ENSORLP00000014089	ENSTNIP00000022136
ENSORLP00000019661	ENSTNIP00000016780
ENSORLP00000025799	ENSTNIP00000006869
ENSORLP00000016454	ENSTNIP00000020377
ENSORLP00000002997	ENSTNIP00000012717
ENSORLP00000010718	ENSTNIP00000022865
ENSORLP00000020794	ENSTNIP00000021892
ENSORLP00000012963	ENSTNIP00000015746
ENSORLP00000009324	ENSTNIP00000011239
ENSORLP00000022574	ENSTNIP00000017938
ENSORLP00000014731	ENSTNIP00000015126
ENSORLP00000011997	ENSTNIP00000022556
ENSORLP00000020275	ENSTNIP00000011201
ENSORLP00000019199	ENSTNIP00000008872
ENSORLP00000010452	ENSTNIP00000009917
ENSORLP00000005324	ENSTNIP00000012830
ENSORLP00000004286	ENSTNIP00000019370
ENSORLP00000004980	ENSTNIP00000003633
ENSORLP00000004972	ENSTNIP00000019349
ENSORLP00000010219	ENSTNIP00000009928
ENSORLP00000014138	ENSTNIP00000009076
ENSORLP00000012817	ENSTNIP00000008291
ENSORLP00000005771	ENSTNIP00000012846
ENSORLP00000025459	ENSTNIP00000016051
ENSORLP00000004447	ENSTNIP00000001275
ENSORLP00000002459	ENSTNIP00000004938
ENSORLP00000023627	ENSTNIP00000011520
ENSORLP00000000946	ENSTNIP00000016181
ENSORLP00000019372	ENSTNIP00000018369
ENSORLP00000024944	ENSTNIP00000007472
ENSORLP00000024944	ENSTNIP00000005417
ENSORLP00000012643	ENSTNIP00000007602
ENSORLP00000001602	ENSTNIP00000007283
ENSORLP00000021277	ENSTNIP00000008003
ENSORLP00000003520	ENSTNIP00000019061
ENSORLP00000013758	ENSTNIP00000021085
ENSORLP00000022937	ENSTNIP00000004676
ENSORLP00000016840	ENSTNIP00000016088
ENSORLP00000006603	ENSTNIP00000022099
ENSORLP00000014207	ENSTNIP00000005901
ENSORLP00000022226	ENSTNIP00000019830
ENSORLP00000001393	ENSTNIP00000008646
ENSORLP00000023051	ENSTNIP00000006766
ENSORLP00000004813	ENSTNIP00000004283
ENSORLP00000000920	ENSTNIP00000008064
ENSORLP00000015127	ENSTNIP00000019500
ENSORLP00000001042	ENSTNIP00000019196
ENSORLP00000021252	ENSTNIP00000001533
ENSORLP00000001119	ENSTNIP00000014216
ENSORLP00000005502	ENSTNIP00000017282
ENSORLP00000012810	ENSTNIP00000012567
ENSORLP00000008565	ENSTNIP00000010566
ENSORLP00000022307	ENSTNIP00000022387
ENSORLP00000015768	ENSTNIP00000011415
ENSORLP00000021167	ENSTNIP00000020591
ENSORLP00000013646	ENSTNIP00000020837
ENSORLP00000000167	ENSTNIP00000020373
ENSORLP00000024193	ENSTNIP00000005331
ENSORLP00000010150	ENSTNIP00000014731
ENSORLP00000015787	ENSTNIP00000011414
ENSORLP00000017151	ENSTNIP00000009801
ENSORLP00000011676	ENSTNIP00000011099
ENSORLP00000013961	ENSTNIP00000000354
ENSORLP00000015677	ENSTNIP00000012981
ENSORLP00000017987	ENSTNIP00000015227
ENSORLP00000025070	ENSTNIP00000022505
ENSORLP00000019565	ENSTNIP00000006605
ENSORLP00000007951	ENSTNIP00000010535
ENSORLP00000013945	ENSTNIP00000006868
ENSORLP00000017259	ENSTNIP00000006610
ENSORLP00000016948	ENSTNIP00000010495
ENSORLP00000018185	ENSTNIP00000016158
ENSORLP00000007388	ENSTNIP00000006889
ENSORLP00000014759	ENSTNIP00000011385
ENSORLP00000015082	ENSTNIP00000011375
ENSORLP00000019712	ENSTNIP00000014385
ENSORLP00000006612	ENSTNIP00000019271
ENSORLP00000009829	ENSTNIP00000018982
ENSORLP00000004380	ENSTNIP00000016115
ENSORLP00000018121	ENSTNIP00000014430
ENSORLP00000015596	ENSTNIP00000007066
ENSORLP00000006435	ENSTNIP00000011429
ENSORLP00000016794	ENSTNIP00000014691
ENSORLP00000015924	ENSTNIP00000016899
ENSORLP00000025065	ENSTNIP00000000103
ENSORLP00000004940	ENSTNIP00000017903
ENSORLP00000021866	ENSTNIP00000019458
ENSORLP00000024819	ENSTNIP00000014796
ENSORLP00000002694	ENSTNIP00000008060
ENSORLP00000025279	ENSTNIP00000016010
ENSORLP00000010521	ENSTNIP00000018858
ENSORLP00000011566	ENSTNIP00000009714
ENSORLP00000011944	ENSTNIP00000006244
ENSORLP00000000573	ENSTNIP00000020811
ENSORLP00000010469	ENSTNIP00000022434
ENSORLP00000004585	ENSTNIP00000017619
ENSORLP00000001422	ENSTNIP00000016744
ENSORLP00000021198	ENSTNIP00000019605
ENSORLP00000019692	ENSTNIP00000020479
ENSORLP00000004602	ENSTNIP00000015842
ENSORLP00000012284	ENSTNIP00000008489
ENSORLP00000004283	ENSTNIP00000001112
ENSORLP00000001323	ENSTNIP00000017643
ENSORLP00000017689	ENSTNIP00000000867
ENSORLP00000023943	ENSTNIP00000005860
ENSORLP00000014977	ENSTNIP00000014294
ENSORLP00000011258	ENSTNIP00000021536
ENSORLP00000013161	ENSTNIP00000016790
ENSORLP00000024720	ENSTNIP00000002444
ENSORLP00000008709	ENSTNIP00000011851
ENSORLP00000019797	ENSTNIP00000008917
ENSORLP00000003805	ENSTNIP00000012389
ENSORLP00000016632	ENSTNIP00000002785
ENSORLP00000007260	ENSTNIP00000009842
ENSORLP00000016913	ENSTNIP00000015531
ENSORLP00000013321	ENSTNIP00000009743
ENSORLP00000012137	ENSTNIP00000021285
ENSORLP00000014726	ENSTNIP00000010173
ENSORLP00000014976	ENSTNIP00000008100
ENSORLP00000011132	ENSTNIP00000007301
ENSORLP00000006516	ENSTNIP00000017544
ENSORLP00000014807	ENSTNIP00000011386
ENSORLP00000011861	ENSTNIP00000021022
ENSORLP00000012282	ENSTNIP00000013274
ENSORLP00000007197	ENSTNIP00000016331
ENSORLP00000017901	ENSTNIP00000008200
ENSORLP00000020005	ENSTNIP00000014593
ENSORLP00000008896	ENSTNIP00000003338
ENSORLP00000020858	ENSTNIP00000015376
ENSORLP00000002643	ENSTNIP00000009511
ENSORLP00000021578	ENSTNIP00000021903
ENSORLP00000000885	ENSTNIP00000017653
ENSORLP00000004098	ENSTNIP00000017773
ENSORLP00000010466	ENSTNIP00000022435
ENSORLP00000015859	ENSTNIP00000013127
ENSORLP00000023950	ENSTNIP00000014858
ENSORLP00000024552	ENSTNIP00000007167
ENSORLP00000015109	ENSTNIP00000017067
ENSORLP00000009426	ENSTNIP00000018128
ENSORLP00000014291	ENSTNIP00000016210
ENSORLP00000003731	ENSTNIP00000014988
ENSORLP00000002390	ENSTNIP00000017738
ENSORLP00000011505	ENSTNIP00000008886
ENSORLP00000023044	ENSTNIP00000007778
ENSORLP00000014281	ENSTNIP00000000603
ENSORLP00000004349	ENSTNIP00000014622
ENSORLP00000010123	ENSTNIP00000015814
ENSORLP00000014107	ENSTNIP00000022134
ENSORLP00000024820	ENSTNIP00000016726
ENSORLP00000000519	ENSTNIP00000017667
ENSORLP00000007776	ENSTNIP00000018186
ENSORLP00000017430	ENSTNIP00000012100
ENSORLP00000017348	ENSTNIP00000012099
ENSORLP00000008043	ENSTNIP00000006711
ENSORLP00000015882	ENSTNIP00000010848
ENSORLP00000016014	ENSTNIP00000013130
ENSORLP00000008617	ENSTNIP00000012975
ENSORLP00000019621	ENSTNIP00000018358
ENSORLP00000009914	ENSTNIP00000014723
ENSORLP00000007289	ENSTNIP00000018619
ENSORLP00000004503	ENSTNIP00000017796
ENSORLP00000011403	ENSTNIP00000008544
ENSORLP00000018818	ENSTNIP00000004630
ENSORLP00000012381	ENSTNIP00000009091
ENSORLP00000005805	ENSTNIP00000020911
ENSORLP00000017131	ENSTNIP00000019859
ENSORLP00000008950	ENSTNIP00000011255
ENSORLP00000015681	ENSTNIP00000012036
ENSORLP00000003576	ENSTNIP00000014993
ENSORLP00000009228	ENSTNIP00000008683
ENSORLP00000020431	ENSTNIP00000019434
ENSORLP00000003494	ENSTNIP00000012006
ENSORLP00000003376	ENSTNIP00000016296
ENSORLP00000018813	ENSTNIP00000020445
ENSORLP00000003941	ENSTNIP00000007990
ENSORLP00000001542	ENSTNIP00000022200
ENSORLP00000011406	ENSTNIP00000022539
ENSORLP00000009077	ENSTNIP00000011250
ENSORLP00000018525	ENSTNIP00000006967
ENSORLP00000009696	ENSTNIP00000010993
ENSORLP00000011090	ENSTNIP00000018475
ENSORLP00000021217	ENSTNIP00000022756
ENSORLP00000004483	ENSTNIP00000012375
ENSORLP00000020490	ENSTNIP00000009136
ENSORLP00000019836	ENSTNIP00000000590
ENSORLP00000001499	ENSTNIP00000002920
ENSORLP00000003529	ENSTNIP00000012396
ENSORLP00000004282	ENSTNIP00000019805
ENSORLP00000020555	ENSTNIP00000013604
ENSORLP00000018643	ENSTNIP00000018402
ENSORLP00000025196	ENSTNIP00000009482
ENSORLP00000015430	ENSTNIP00000000827
ENSORLP00000017045	ENSTNIP00000007910
ENSORLP00000015332	ENSTNIP00000017056
ENSORLP00000009783	ENSTNIP00000012651
ENSORLP00000016590	ENSTNIP00000015036
ENSORLP00000015352	ENSTNIP00000017055
ENSORLP00000014069	ENSTNIP00000010911
