ENSGACP00000024945	ENSLOCP00000011371
ENSGACP00000013628	ENSLOCP00000018118
ENSGACP00000003708	ENSLOCP00000008958
ENSGACP00000015241	ENSLOCP00000015389
ENSGACP00000003746	ENSLOCP00000015389
ENSGACP00000022302	ENSLOCP00000015913
ENSGACP00000010288	ENSLOCP00000015913
ENSGACP00000003906	ENSLOCP00000020474
ENSGACP00000027062	ENSLOCP00000018610
ENSGACP00000021638	ENSLOCP00000008486
ENSGACP00000007113	ENSLOCP00000008486
ENSGACP00000004017	ENSLOCP00000010741
ENSGACP00000002101	ENSLOCP00000017452
ENSGACP00000009383	ENSLOCP00000014505
ENSGACP00000007437	ENSLOCP00000016561
ENSGACP00000005168	ENSLOCP00000016561
ENSGACP00000012432	ENSLOCP00000007759
ENSGACP00000010989	ENSLOCP00000008509
ENSGACP00000006001	ENSLOCP00000008544
ENSGACP00000004052	ENSLOCP00000005095
ENSGACP00000027352	ENSLOCP00000005087
ENSGACP00000018822	ENSLOCP00000017426
ENSGACP00000004881	ENSLOCP00000014919
ENSGACP00000016838	ENSLOCP00000013854
ENSGACP00000009465	ENSLOCP00000014581
ENSGACP00000006040	ENSLOCP00000008686
ENSGACP00000002581	ENSLOCP00000001451
ENSGACP00000019950	ENSLOCP00000004162
ENSGACP00000002999	ENSLOCP00000016307
ENSGACP00000008281	ENSLOCP00000020913
ENSGACP00000017543	ENSLOCP00000018878
ENSGACP00000022261	ENSLOCP00000018878
ENSGACP00000023812	ENSLOCP00000004678
ENSGACP00000022244	ENSLOCP00000003904
ENSGACP00000007503	ENSLOCP00000004963
ENSGACP00000002765	ENSLOCP00000020309
ENSGACP00000006984	ENSLOCP00000003456
ENSGACP00000003014	ENSLOCP00000003456
ENSGACP00000012690	ENSLOCP00000018301
ENSGACP00000013699	ENSLOCP00000014922
ENSGACP00000016506	ENSLOCP00000020307
ENSGACP00000019486	ENSLOCP00000003664
ENSGACP00000006702	ENSLOCP00000014201
ENSGACP00000017554	ENSLOCP00000014201
ENSGACP00000025607	ENSLOCP00000017721
ENSGACP00000024999	ENSLOCP00000002770
ENSGACP00000004141	ENSLOCP00000015868
ENSGACP00000026267	ENSLOCP00000011494
ENSGACP00000004108	ENSLOCP00000008418
ENSGACP00000004565	ENSLOCP00000001745
ENSGACP00000006625	ENSLOCP00000012076
ENSGACP00000004397	ENSLOCP00000012076
ENSGACP00000026445	ENSLOCP00000020091
ENSGACP00000010986	ENSLOCP00000002652
ENSGACP00000026464	ENSLOCP00000018748
ENSGACP00000014807	ENSLOCP00000012863
ENSGACP00000004401	ENSLOCP00000005168
ENSGACP00000021097	ENSLOCP00000005168
ENSGACP00000025818	ENSLOCP00000018733
ENSGACP00000022893	ENSLOCP00000002354
ENSGACP00000018110	ENSLOCP00000012040
ENSGACP00000006209	ENSLOCP00000019739
ENSGACP00000006718	ENSLOCP00000009176
ENSGACP00000009527	ENSLOCP00000021019
ENSGACP00000001820	ENSLOCP00000013399
ENSGACP00000017892	ENSLOCP00000001836
ENSGACP00000011409	ENSLOCP00000001836
ENSGACP00000020295	ENSLOCP00000015230
ENSGACP00000027630	ENSLOCP00000022124
ENSGACP00000003377	ENSLOCP00000020165
ENSGACP00000021365	ENSLOCP00000022027
ENSGACP00000017157	ENSLOCP00000015172
ENSGACP00000007830	ENSLOCP00000015172
ENSGACP00000021293	ENSLOCP00000019047
ENSGACP00000026071	ENSLOCP00000019047
ENSGACP00000012639	ENSLOCP00000018331
ENSGACP00000014313	ENSLOCP00000018392
ENSGACP00000013590	ENSLOCP00000006160
ENSGACP00000007410	ENSLOCP00000006380
ENSGACP00000013437	ENSLOCP00000021345
ENSGACP00000004532	ENSLOCP00000003393
ENSGACP00000015625	ENSLOCP00000007757
ENSGACP00000004317	ENSLOCP00000007757
ENSGACP00000023513	ENSLOCP00000015466
ENSGACP00000025749	ENSLOCP00000015466
ENSGACP00000007417	ENSLOCP00000005201
ENSGACP00000013368	ENSLOCP00000009278
ENSGACP00000019886	ENSLOCP00000013215
ENSGACP00000000045	ENSLOCP00000005098
ENSGACP00000026992	ENSLOCP00000005098
ENSGACP00000012306	ENSLOCP00000012591
ENSGACP00000005356	ENSLOCP00000001802
ENSGACP00000019882	ENSLOCP00000013240
ENSGACP00000018936	ENSLOCP00000006355
ENSGACP00000008677	ENSLOCP00000010729
ENSGACP00000020731	ENSLOCP00000013005
ENSGACP00000010156	ENSLOCP00000001249
ENSGACP00000019109	ENSLOCP00000014148
ENSGACP00000027650	ENSLOCP00000012376
ENSGACP00000003026	ENSLOCP00000006076
ENSGACP00000016575	ENSLOCP00000015699
ENSGACP00000008270	ENSLOCP00000020930
ENSGACP00000001132	ENSLOCP00000012309
ENSGACP00000009746	ENSLOCP00000001661
ENSGACP00000011767	ENSLOCP00000004573
ENSGACP00000007878	ENSLOCP00000021101
ENSGACP00000023910	ENSLOCP00000012263
ENSGACP00000007855	ENSLOCP00000021119
ENSGACP00000011725	ENSLOCP00000004519
ENSGACP00000020048	ENSLOCP00000004648
ENSGACP00000009724	ENSLOCP00000001774
ENSGACP00000014580	ENSLOCP00000013529
ENSGACP00000025977	ENSLOCP00000019707
ENSGACP00000006377	ENSLOCP00000008903
ENSGACP00000020552	ENSLOCP00000009301
ENSGACP00000015646	ENSLOCP00000002681
ENSGACP00000004812	ENSLOCP00000011749
ENSGACP00000004845	ENSLOCP00000011749
ENSGACP00000023199	ENSLOCP00000015293
ENSGACP00000020538	ENSLOCP00000013039
ENSGACP00000008467	ENSLOCP00000013039
ENSGACP00000021246	ENSLOCP00000015724
ENSGACP00000009875	ENSLOCP00000018536
ENSGACP00000013364	ENSLOCP00000020637
ENSGACP00000013947	ENSLOCP00000010252
ENSGACP00000002652	ENSLOCP00000009718
ENSGACP00000022086	ENSLOCP00000009718
ENSGACP00000013079	ENSLOCP00000008714
ENSGACP00000021859	ENSLOCP00000008714
ENSGACP00000008849	ENSLOCP00000006464
ENSGACP00000018527	ENSLOCP00000003792
ENSGACP00000021201	ENSLOCP00000003792
ENSGACP00000023877	ENSLOCP00000001799
ENSGACP00000020995	ENSLOCP00000005613
ENSGACP00000009069	ENSLOCP00000006172
ENSGACP00000004090	ENSLOCP00000006172
ENSGACP00000006903	ENSLOCP00000016069
ENSGACP00000004433	ENSLOCP00000016069
ENSGACP00000008672	ENSLOCP00000013346
ENSGACP00000003252	ENSLOCP00000007522
ENSGACP00000019695	ENSLOCP00000007522
ENSGACP00000024824	ENSLOCP00000017688
ENSGACP00000018398	ENSLOCP00000011609
ENSGACP00000005866	ENSLOCP00000011609
ENSGACP00000004638	ENSLOCP00000010986
ENSGACP00000001081	ENSLOCP00000017937
ENSGACP00000024821	ENSLOCP00000017727
ENSGACP00000004661	ENSLOCP00000010939
ENSGACP00000010129	ENSLOCP00000020729
ENSGACP00000022533	ENSLOCP00000013466
ENSGACP00000005387	ENSLOCP00000013466
ENSGACP00000010736	ENSLOCP00000007372
ENSGACP00000009342	ENSLOCP00000007372
ENSGACP00000021507	ENSLOCP00000014669
ENSGACP00000012341	ENSLOCP00000014669
ENSGACP00000016617	ENSLOCP00000011851
ENSGACP00000008107	ENSLOCP00000011851
ENSGACP00000016665	ENSLOCP00000011817
ENSGACP00000002111	ENSLOCP00000005889
ENSGACP00000017079	ENSLOCP00000013617
ENSGACP00000000111	ENSLOCP00000013617
ENSGACP00000006898	ENSLOCP00000009810
ENSGACP00000018442	ENSLOCP00000009810
ENSGACP00000019848	ENSLOCP00000007304
ENSGACP00000005019	ENSLOCP00000007381
ENSGACP00000006788	ENSLOCP00000009662
ENSGACP00000013800	ENSLOCP00000021736
ENSGACP00000020964	ENSLOCP00000021648
ENSGACP00000002621	ENSLOCP00000017860
ENSGACP00000015269	ENSLOCP00000009878
ENSGACP00000014800	ENSLOCP00000003270
ENSGACP00000004810	ENSLOCP00000006643
ENSGACP00000010832	ENSLOCP00000008235
ENSGACP00000008191	ENSLOCP00000012239
ENSGACP00000006790	ENSLOCP00000012239
ENSGACP00000016393	ENSLOCP00000020521
ENSGACP00000012361	ENSLOCP00000012480
ENSGACP00000007347	ENSLOCP00000015867
ENSGACP00000002253	ENSLOCP00000007189
ENSGACP00000001969	ENSLOCP00000016107
ENSGACP00000004425	ENSLOCP00000011802
ENSGACP00000016953	ENSLOCP00000011802
ENSGACP00000006849	ENSLOCP00000009763
ENSGACP00000018448	ENSLOCP00000009763
ENSGACP00000004424	ENSLOCP00000013889
ENSGACP00000023287	ENSLOCP00000006395
ENSGACP00000023289	ENSLOCP00000006395
ENSGACP00000026404	ENSLOCP00000019042
ENSGACP00000027631	ENSLOCP00000011305
ENSGACP00000015874	ENSLOCP00000011305
ENSGACP00000023624	ENSLOCP00000011809
ENSGACP00000026845	ENSLOCP00000011809
ENSGACP00000025829	ENSLOCP00000015409
ENSGACP00000024236	ENSLOCP00000015697
ENSGACP00000007549	ENSLOCP00000019250
ENSGACP00000022594	ENSLOCP00000019250
ENSGACP00000012230	ENSLOCP00000002351
ENSGACP00000012218	ENSLOCP00000002301
ENSGACP00000004816	ENSLOCP00000011787
ENSGACP00000004843	ENSLOCP00000011787
ENSGACP00000019115	ENSLOCP00000000918
ENSGACP00000001421	ENSLOCP00000018946
ENSGACP00000003255	ENSLOCP00000010013
ENSGACP00000012696	ENSLOCP00000009480
ENSGACP00000003447	ENSLOCP00000009480
ENSGACP00000024384	ENSLOCP00000011279
ENSGACP00000001118	ENSLOCP00000002107
ENSGACP00000001138	ENSLOCP00000009525
ENSGACP00000008955	ENSLOCP00000005247
ENSGACP00000005491	ENSLOCP00000005247
ENSGACP00000025665	ENSLOCP00000022139
ENSGACP00000024280	ENSLOCP00000022139
ENSGACP00000024697	ENSLOCP00000022355
ENSGACP00000012544	ENSLOCP00000022355
ENSGACP00000022783	ENSLOCP00000013391
ENSGACP00000023832	ENSLOCP00000013391
ENSGACP00000023966	ENSLOCP00000011558
ENSGACP00000023770	ENSLOCP00000002949
ENSGACP00000015047	ENSLOCP00000019834
ENSGACP00000024011	ENSLOCP00000019834
ENSGACP00000014549	ENSLOCP00000000029
ENSGACP00000016986	ENSLOCP00000018956
ENSGACP00000008893	ENSLOCP00000021523
ENSGACP00000016238	ENSLOCP00000022112
ENSGACP00000015503	ENSLOCP00000022111
ENSGACP00000011992	ENSLOCP00000022111
ENSGACP00000012369	ENSLOCP00000022382
ENSGACP00000009189	ENSLOCP00000021639
ENSGACP00000005068	ENSLOCP00000015404
ENSGACP00000000665	ENSLOCP00000022162
ENSGACP00000015721	ENSLOCP00000022259
ENSGACP00000022610	ENSLOCP00000022259
ENSGACP00000020194	ENSLOCP00000021741
ENSGACP00000016985	ENSLOCP00000021741
ENSGACP00000021500	ENSLOCP00000021654
ENSGACP00000005152	ENSLOCP00000021787
ENSGACP00000013991	ENSLOCP00000021801
ENSGACP00000024507	ENSLOCP00000021576
ENSGACP00000004815	ENSLOCP00000021511
ENSGACP00000003012	ENSLOCP00000010062
ENSGACP00000026736	ENSLOCP00000003449
ENSGACP00000003798	ENSLOCP00000015841
ENSGACP00000003234	ENSLOCP00000015841
ENSGACP00000023808	ENSLOCP00000003983
ENSGACP00000022693	ENSLOCP00000010666
ENSGACP00000021846	ENSLOCP00000017564
ENSGACP00000022341	ENSLOCP00000004766
ENSGACP00000007199	ENSLOCP00000019017
ENSGACP00000011150	ENSLOCP00000019017
ENSGACP00000010131	ENSLOCP00000010913
ENSGACP00000006475	ENSLOCP00000002482
ENSGACP00000010699	ENSLOCP00000015984
ENSGACP00000018052	ENSLOCP00000015984
ENSGACP00000005614	ENSLOCP00000002675
ENSGACP00000002471	ENSLOCP00000007695
ENSGACP00000014384	ENSLOCP00000007668
ENSGACP00000023851	ENSLOCP00000008395
ENSGACP00000011599	ENSLOCP00000018153
ENSGACP00000014698	ENSLOCP00000017286
ENSGACP00000025548	ENSLOCP00000017735
ENSGACP00000003284	ENSLOCP00000009977
ENSGACP00000019494	ENSLOCP00000005611
ENSGACP00000008227	ENSLOCP00000013252
ENSGACP00000014076	ENSLOCP00000006083
ENSGACP00000021809	ENSLOCP00000004158
ENSGACP00000021009	ENSLOCP00000007724
ENSGACP00000024704	ENSLOCP00000010201
ENSGACP00000022264	ENSLOCP00000010170
ENSGACP00000021458	ENSLOCP00000012902
ENSGACP00000019262	ENSLOCP00000012902
ENSGACP00000012998	ENSLOCP00000008933
ENSGACP00000024917	ENSLOCP00000019697
ENSGACP00000006476	ENSLOCP00000007765
ENSGACP00000012556	ENSLOCP00000020613
ENSGACP00000013453	ENSLOCP00000020613
ENSGACP00000003984	ENSLOCP00000003727
ENSGACP00000009768	ENSLOCP00000001915
ENSGACP00000008664	ENSLOCP00000020852
ENSGACP00000010250	ENSLOCP00000012301
ENSGACP00000020003	ENSLOCP00000012301
ENSGACP00000027286	ENSLOCP00000006753
ENSGACP00000020525	ENSLOCP00000003093
ENSGACP00000018168	ENSLOCP00000002812
ENSGACP00000006994	ENSLOCP00000001651
ENSGACP00000020871	ENSLOCP00000001651
ENSGACP00000018162	ENSLOCP00000002783
ENSGACP00000024713	ENSLOCP00000010185
ENSGACP00000020635	ENSLOCP00000003801
ENSGACP00000015443	ENSLOCP00000018866
ENSGACP00000020291	ENSLOCP00000005956
ENSGACP00000018833	ENSLOCP00000000163
ENSGACP00000012038	ENSLOCP00000012378
ENSGACP00000005625	ENSLOCP00000007945
ENSGACP00000009945	ENSLOCP00000002323
ENSGACP00000005476	ENSLOCP00000009635
ENSGACP00000018544	ENSLOCP00000015675
ENSGACP00000020889	ENSLOCP00000016744
ENSGACP00000025552	ENSLOCP00000018525
ENSGACP00000014952	ENSLOCP00000016926
ENSGACP00000014589	ENSLOCP00000020005
ENSGACP00000005160	ENSLOCP00000007306
ENSGACP00000013120	ENSLOCP00000010430
ENSGACP00000022580	ENSLOCP00000005960
ENSGACP00000019073	ENSLOCP00000003185
ENSGACP00000011974	ENSLOCP00000004936
ENSGACP00000021974	ENSLOCP00000008528
ENSGACP00000008751	ENSLOCP00000010849
ENSGACP00000026936	ENSLOCP00000009689
ENSGACP00000008309	ENSLOCP00000018077
ENSGACP00000001896	ENSLOCP00000015393
ENSGACP00000009605	ENSLOCP00000017150
ENSGACP00000009664	ENSLOCP00000017158
ENSGACP00000020006	ENSLOCP00000017158
ENSGACP00000026099	ENSLOCP00000020842
ENSGACP00000003585	ENSLOCP00000016712
ENSGACP00000000655	ENSLOCP00000015258
ENSGACP00000021030	ENSLOCP00000001814
ENSGACP00000020829	ENSLOCP00000005115
ENSGACP00000003567	ENSLOCP00000004267
ENSGACP00000003558	ENSLOCP00000004251
ENSGACP00000019145	ENSLOCP00000004251
ENSGACP00000009995	ENSLOCP00000002492
ENSGACP00000014400	ENSLOCP00000018027
ENSGACP00000021711	ENSLOCP00000018027
ENSGACP00000017376	ENSLOCP00000021369
ENSGACP00000001866	ENSLOCP00000004928
ENSGACP00000010451	ENSLOCP00000004928
ENSGACP00000015510	ENSLOCP00000001676
ENSGACP00000009232	ENSLOCP00000001676
ENSGACP00000024718	ENSLOCP00000017558
ENSGACP00000018772	ENSLOCP00000004190
ENSGACP00000005563	ENSLOCP00000004190
ENSGACP00000006124	ENSLOCP00000007666
ENSGACP00000010327	ENSLOCP00000002280
ENSGACP00000012115	ENSLOCP00000006229
ENSGACP00000010344	ENSLOCP00000002224
ENSGACP00000012137	ENSLOCP00000006176
ENSGACP00000019370	ENSLOCP00000003704
ENSGACP00000018942	ENSLOCP00000009093
ENSGACP00000022812	ENSLOCP00000011072
ENSGACP00000026947	ENSLOCP00000016810
ENSGACP00000022020	ENSLOCP00000003341
ENSGACP00000017876	ENSLOCP00000022016
ENSGACP00000001389	ENSLOCP00000012595
ENSGACP00000017787	ENSLOCP00000000419
ENSGACP00000007515	ENSLOCP00000004868
ENSGACP00000009308	ENSLOCP00000004868
ENSGACP00000024488	ENSLOCP00000002983
ENSGACP00000005109	ENSLOCP00000014346
ENSGACP00000006186	ENSLOCP00000010317
ENSGACP00000010745	ENSLOCP00000012846
ENSGACP00000027381	ENSLOCP00000016795
ENSGACP00000001123	ENSLOCP00000016481
ENSGACP00000005920	ENSLOCP00000003920
ENSGACP00000016781	ENSLOCP00000003920
ENSGACP00000026022	ENSLOCP00000020557
ENSGACP00000011223	ENSLOCP00000020557
ENSGACP00000013398	ENSLOCP00000017477
ENSGACP00000019065	ENSLOCP00000010177
ENSGACP00000002601	ENSLOCP00000010177
ENSGACP00000006183	ENSLOCP00000022062
ENSGACP00000022548	ENSLOCP00000022062
ENSGACP00000021373	ENSLOCP00000003951
ENSGACP00000021673	ENSLOCP00000015060
ENSGACP00000009898	ENSLOCP00000015772
ENSGACP00000019822	ENSLOCP00000021886
ENSGACP00000005347	ENSLOCP00000021886
ENSGACP00000019818	ENSLOCP00000021882
ENSGACP00000019413	ENSLOCP00000010703
ENSGACP00000024800	ENSLOCP00000021603
ENSGACP00000019820	ENSLOCP00000021881
ENSGACP00000025847	ENSLOCP00000021604
ENSGACP00000009566	ENSLOCP00000021489
ENSGACP00000013104	ENSLOCP00000021489
ENSGACP00000014502	ENSLOCP00000005230
ENSGACP00000017599	ENSLOCP00000020904
ENSGACP00000002360	ENSLOCP00000022271
ENSGACP00000014134	ENSLOCP00000000428
ENSGACP00000021001	ENSLOCP00000000428
ENSGACP00000002633	ENSLOCP00000009734
ENSGACP00000022070	ENSLOCP00000009734
ENSGACP00000013059	ENSLOCP00000008746
ENSGACP00000021492	ENSLOCP00000012754
ENSGACP00000004418	ENSLOCP00000005147
ENSGACP00000000691	ENSLOCP00000012874
ENSGACP00000014815	ENSLOCP00000012874
ENSGACP00000015497	ENSLOCP00000001415
ENSGACP00000019603	ENSLOCP00000001415
ENSGACP00000004674	ENSLOCP00000006150
ENSGACP00000022106	ENSLOCP00000016390
ENSGACP00000012008	ENSLOCP00000002520
ENSGACP00000001880	ENSLOCP00000004738
ENSGACP00000002039	ENSLOCP00000002530
ENSGACP00000014641	ENSLOCP00000019989
ENSGACP00000003898	ENSLOCP00000005799
ENSGACP00000020798	ENSLOCP00000006911
ENSGACP00000019838	ENSLOCP00000015983
ENSGACP00000010793	ENSLOCP00000007976
ENSGACP00000022683	ENSLOCP00000015910
ENSGACP00000009240	ENSLOCP00000006056
ENSGACP00000018256	ENSLOCP00000009203
ENSGACP00000009620	ENSLOCP00000008378
ENSGACP00000021419	ENSLOCP00000008378
ENSGACP00000020467	ENSLOCP00000002298
ENSGACP00000010833	ENSLOCP00000002298
ENSGACP00000009526	ENSLOCP00000009308
ENSGACP00000025986	ENSLOCP00000022022
ENSGACP00000011769	ENSLOCP00000015727
ENSGACP00000007244	ENSLOCP00000003183
ENSGACP00000006574	ENSLOCP00000021131
ENSGACP00000018288	ENSLOCP00000007533
ENSGACP00000008988	ENSLOCP00000011178
ENSGACP00000000647	ENSLOCP00000008167
ENSGACP00000003170	ENSLOCP00000006588
ENSGACP00000027362	ENSLOCP00000003202
ENSGACP00000021902	ENSLOCP00000004642
ENSGACP00000017893	ENSLOCP00000000256
ENSGACP00000022948	ENSLOCP00000021973
ENSGACP00000017643	ENSLOCP00000003419
ENSGACP00000008661	ENSLOCP00000014876
ENSGACP00000022402	ENSLOCP00000016950
ENSGACP00000016983	ENSLOCP00000013204
ENSGACP00000016969	ENSLOCP00000013183
ENSGACP00000005791	ENSLOCP00000013195
ENSGACP00000023055	ENSLOCP00000015092
ENSGACP00000013740	ENSLOCP00000010183
ENSGACP00000007379	ENSLOCP00000002171
ENSGACP00000018066	ENSLOCP00000022392
ENSGACP00000002893	ENSLOCP00000022392
ENSGACP00000005367	ENSLOCP00000021983
ENSGACP00000004809	ENSLOCP00000021893
ENSGACP00000015466	ENSLOCP00000021893
ENSGACP00000004806	ENSLOCP00000021894
ENSGACP00000003511	ENSLOCP00000016796
ENSGACP00000019150	ENSLOCP00000016796
ENSGACP00000019665	ENSLOCP00000006471
ENSGACP00000016563	ENSLOCP00000006471
ENSGACP00000014435	ENSLOCP00000018371
ENSGACP00000022571	ENSLOCP00000018371
ENSGACP00000022409	ENSLOCP00000004163
ENSGACP00000024209	ENSLOCP00000018124
ENSGACP00000026865	ENSLOCP00000018124
ENSGACP00000001774	ENSLOCP00000021909
ENSGACP00000012198	ENSLOCP00000021615
ENSGACP00000018867	ENSLOCP00000011306
ENSGACP00000003107	ENSLOCP00000011306
ENSGACP00000007875	ENSLOCP00000007826
ENSGACP00000000149	ENSLOCP00000012925
ENSGACP00000026820	ENSLOCP00000016470
ENSGACP00000025525	ENSLOCP00000016470
ENSGACP00000004933	ENSLOCP00000009548
ENSGACP00000022204	ENSLOCP00000003831
ENSGACP00000018953	ENSLOCP00000022047
ENSGACP00000000541	ENSLOCP00000021542
ENSGACP00000007456	ENSLOCP00000014970
ENSGACP00000013760	ENSLOCP00000014970
ENSGACP00000026907	ENSLOCP00000017470
ENSGACP00000007602	ENSLOCP00000017470
ENSGACP00000011228	ENSLOCP00000021625
ENSGACP00000016225	ENSLOCP00000022113
ENSGACP00000009470	ENSLOCP00000022375
ENSGACP00000012186	ENSLOCP00000022374
ENSGACP00000009821	ENSLOCP00000022372
ENSGACP00000007616	ENSLOCP00000022372
ENSGACP00000018664	ENSLOCP00000020438
ENSGACP00000012495	ENSLOCP00000020438
ENSGACP00000015585	ENSLOCP00000011090
ENSGACP00000027219	ENSLOCP00000011090
ENSGACP00000018295	ENSLOCP00000003798
ENSGACP00000012440	ENSLOCP00000005577
ENSGACP00000013027	ENSLOCP00000005577
ENSGACP00000011973	ENSLOCP00000002350
ENSGACP00000017195	ENSLOCP00000006874
ENSGACP00000001606	ENSLOCP00000006874
ENSGACP00000009772	ENSLOCP00000015889
ENSGACP00000021877	ENSLOCP00000009928
ENSGACP00000024435	ENSLOCP00000011996
ENSGACP00000010770	ENSLOCP00000008463
ENSGACP00000027480	ENSLOCP00000008463
ENSGACP00000024200	ENSLOCP00000017895
ENSGACP00000026920	ENSLOCP00000017895
ENSGACP00000015806	ENSLOCP00000022148
ENSGACP00000026938	ENSLOCP00000022148
ENSGACP00000024554	ENSLOCP00000021593
ENSGACP00000026536	ENSLOCP00000021661
ENSGACP00000003378	ENSLOCP00000016835
ENSGACP00000024559	ENSLOCP00000021592
ENSGACP00000004999	ENSLOCP00000021502
ENSGACP00000005028	ENSLOCP00000014291
ENSGACP00000002454	ENSLOCP00000021877
ENSGACP00000002451	ENSLOCP00000021878
ENSGACP00000014878	ENSLOCP00000022182
ENSGACP00000007402	ENSLOCP00000020045
ENSGACP00000016797	ENSLOCP00000002928
ENSGACP00000024551	ENSLOCP00000018452
ENSGACP00000024549	ENSLOCP00000021594
ENSGACP00000012761	ENSLOCP00000022383
ENSGACP00000017265	ENSLOCP00000002786
ENSGACP00000010151	ENSLOCP00000004587
ENSGACP00000006962	ENSLOCP00000020413
ENSGACP00000022689	ENSLOCP00000021599
ENSGACP00000010846	ENSLOCP00000022076
ENSGACP00000013482	ENSLOCP00000021492
ENSGACP00000000942	ENSLOCP00000021662
ENSGACP00000002502	ENSLOCP00000021662
ENSGACP00000013543	ENSLOCP00000002346
ENSGACP00000018449	ENSLOCP00000021888
ENSGACP00000015144	ENSLOCP00000022457
ENSGACP00000013551	ENSLOCP00000021482
ENSGACP00000016474	ENSLOCP00000007916
ENSGACP00000017934	ENSLOCP00000006098
ENSGACP00000022166	ENSLOCP00000009237
ENSGACP00000017953	ENSLOCP00000006114
ENSGACP00000022159	ENSLOCP00000009221
ENSGACP00000021012	ENSLOCP00000018576
ENSGACP00000020422	ENSLOCP00000012810
ENSGACP00000012933	ENSLOCP00000017996
ENSGACP00000019367	ENSLOCP00000017996
ENSGACP00000014158	ENSLOCP00000004688
ENSGACP00000001372	ENSLOCP00000015633
ENSGACP00000024568	ENSLOCP00000014716
ENSGACP00000024570	ENSLOCP00000014725
ENSGACP00000023098	ENSLOCP00000018856
ENSGACP00000024442	ENSLOCP00000012035
ENSGACP00000007242	ENSLOCP00000007345
ENSGACP00000016120	ENSLOCP00000020942
ENSGACP00000027332	ENSLOCP00000004625
ENSGACP00000002155	ENSLOCP00000004625
ENSGACP00000003728	ENSLOCP00000008899
ENSGACP00000027425	ENSLOCP00000013134
ENSGACP00000024006	ENSLOCP00000013134
ENSGACP00000017392	ENSLOCP00000014310
ENSGACP00000026814	ENSLOCP00000016966
ENSGACP00000021429	ENSLOCP00000009940
ENSGACP00000021861	ENSLOCP00000009940
ENSGACP00000023089	ENSLOCP00000018870
ENSGACP00000026855	ENSLOCP00000018870
ENSGACP00000005153	ENSLOCP00000012318
ENSGACP00000021438	ENSLOCP00000016779
ENSGACP00000022259	ENSLOCP00000014304
ENSGACP00000006239	ENSLOCP00000022028
ENSGACP00000001915	ENSLOCP00000008119
ENSGACP00000007472	ENSLOCP00000008119
ENSGACP00000012062	ENSLOCP00000012153
ENSGACP00000009963	ENSLOCP00000008615
ENSGACP00000012474	ENSLOCP00000004554
ENSGACP00000001922	ENSLOCP00000008140
ENSGACP00000013859	ENSLOCP00000009933
ENSGACP00000002597	ENSLOCP00000009933
ENSGACP00000006419	ENSLOCP00000004443
ENSGACP00000016691	ENSLOCP00000004443
ENSGACP00000025625	ENSLOCP00000017051
ENSGACP00000014542	ENSLOCP00000008884
ENSGACP00000016416	ENSLOCP00000016269
ENSGACP00000003860	ENSLOCP00000010711
ENSGACP00000025971	ENSLOCP00000013673
ENSGACP00000022841	ENSLOCP00000017053
ENSGACP00000006444	ENSLOCP00000017053
ENSGACP00000025524	ENSLOCP00000018580
ENSGACP00000015890	ENSLOCP00000018580
ENSGACP00000020681	ENSLOCP00000004233
ENSGACP00000008533	ENSLOCP00000000990
ENSGACP00000022687	ENSLOCP00000022265
ENSGACP00000015532	ENSLOCP00000022265
ENSGACP00000024195	ENSLOCP00000006354
ENSGACP00000010484	ENSLOCP00000009171
ENSGACP00000024937	ENSLOCP00000011029
ENSGACP00000020657	ENSLOCP00000003989
ENSGACP00000005878	ENSLOCP00000012818
ENSGACP00000016232	ENSLOCP00000000881
ENSGACP00000003103	ENSLOCP00000021939
ENSGACP00000002998	ENSLOCP00000011201
ENSGACP00000019128	ENSLOCP00000011201
ENSGACP00000009641	ENSLOCP00000001045
ENSGACP00000016367	ENSLOCP00000001045
ENSGACP00000018230	ENSLOCP00000021980
ENSGACP00000017510	ENSLOCP00000021980
ENSGACP00000003192	ENSLOCP00000014753
ENSGACP00000006372	ENSLOCP00000014753
ENSGACP00000023930	ENSLOCP00000022074
ENSGACP00000005003	ENSLOCP00000022235
ENSGACP00000022476	ENSLOCP00000022235
ENSGACP00000003218	ENSLOCP00000015815
ENSGACP00000023815	ENSLOCP00000013486
ENSGACP00000023811	ENSLOCP00000004030
ENSGACP00000003765	ENSLOCP00000022337
ENSGACP00000023214	ENSLOCP00000012106
ENSGACP00000008371	ENSLOCP00000020983
ENSGACP00000015715	ENSLOCP00000006077
ENSGACP00000003119	ENSLOCP00000013247
ENSGACP00000018508	ENSLOCP00000004676
ENSGACP00000010858	ENSLOCP00000004676
ENSGACP00000014903	ENSLOCP00000002768
ENSGACP00000000407	ENSLOCP00000002785
ENSGACP00000003360	ENSLOCP00000014424
ENSGACP00000015246	ENSLOCP00000011780
ENSGACP00000019391	ENSLOCP00000018011
ENSGACP00000008166	ENSLOCP00000021815
ENSGACP00000008169	ENSLOCP00000021815
ENSGACP00000003935	ENSLOCP00000020460
ENSGACP00000027419	ENSLOCP00000013097
ENSGACP00000026611	ENSLOCP00000015255
ENSGACP00000018192	ENSLOCP00000010102
ENSGACP00000019742	ENSLOCP00000010102
ENSGACP00000026813	ENSLOCP00000016975
ENSGACP00000024729	ENSLOCP00000015248
ENSGACP00000027424	ENSLOCP00000013119
ENSGACP00000024732	ENSLOCP00000015235
