ENSP00000262384	ENSACAP00000005936
ENSP00000362778	ENSACAP00000016413
ENSP00000262424	ENSACAP00000014251
ENSP00000217043	ENSACAP00000016521
ENSP00000260113	ENSACAP00000012916
ENSP00000303508	ENSACAP00000002035
ENSP00000403067	ENSACAP00000015285
ENSP00000338481	ENSACAP00000014152
ENSP00000345259	ENSACAP00000003862
ENSP00000343158	ENSACAP00000009678
ENSP00000298542	ENSACAP00000014473
ENSP00000322926	ENSACAP00000016163
ENSP00000264042	ENSACAP00000001291
ENSP00000263713	ENSACAP00000003929
ENSP00000363694	ENSACAP00000006816
ENSP00000263708	ENSACAP00000017857
ENSP00000463069	ENSACAP00000000546
ENSP00000425840	ENSACAP00000002566
ENSP00000295317	ENSACAP00000007546
ENSP00000222033	ENSACAP00000016614
ENSP00000337797	ENSACAP00000021446
ENSP00000372959	ENSACAP00000009793
ENSP00000367315	ENSACAP00000017449
ENSP00000355166	ENSACAP00000004477
ENSP00000379241	ENSACAP00000012491
ENSP00000363275	ENSACAP00000011356
ENSP00000322937	ENSACAP00000020153
ENSP00000326817	ENSACAP00000015457
ENSP00000325091	ENSACAP00000004360
ENSP00000309689	ENSACAP00000002114
ENSP00000419542	ENSACAP00000007425
ENSP00000446278	ENSACAP00000010840
ENSP00000273286	ENSACAP00000017188
ENSP00000434849	ENSACAP00000010479
ENSP00000360597	ENSACAP00000001573
ENSP00000422591	ENSACAP00000001879
ENSP00000430333	ENSACAP00000018620
ENSP00000266058	ENSACAP00000012582
ENSP00000366283	ENSACAP00000009698
ENSP00000366288	ENSACAP00000000290
ENSP00000344242	ENSACAP00000006292
ENSP00000371198	ENSACAP00000009263
ENSP00000383143	ENSACAP00000004303
ENSP00000420091	ENSACAP00000017337
ENSP00000389414	ENSACAP00000016660
ENSP00000368079	ENSACAP00000001477
ENSP00000346348	ENSACAP00000023192
ENSP00000252854	ENSACAP00000007044
ENSP00000359121	ENSACAP00000002977
ENSP00000332511	ENSACAP00000005812
ENSP00000322273	ENSACAP00000002404
ENSP00000294794	ENSACAP00000001216
ENSP00000362682	ENSACAP00000000011
ENSP00000219022	ENSACAP00000000334
ENSP00000291539	ENSACAP00000002822
ENSP00000310661	ENSACAP00000016812
ENSP00000264917	ENSACAP00000007668
ENSP00000410309	ENSACAP00000003185
ENSP00000379496	ENSACAP00000009476
ENSP00000243052	ENSACAP00000014614
ENSP00000332116	ENSACAP00000010881
ENSP00000345502	ENSACAP00000009075
ENSP00000321927	ENSACAP00000006268
ENSP00000344855	ENSACAP00000019616
ENSP00000264658	ENSACAP00000017241
ENSP00000358247	ENSACAP00000010328
ENSP00000423630	ENSACAP00000000271
ENSP00000380746	ENSACAP00000011513
ENSP00000224862	ENSACAP00000013851
ENSP00000292431	ENSACAP00000003710
ENSP00000419153	ENSACAP00000009647
ENSP00000469089	ENSACAP00000010457
ENSP00000356674	ENSACAP00000015143
ENSP00000362551	ENSACAP00000004594
ENSP00000407545	ENSACAP00000008390
ENSP00000378503	ENSACAP00000011042
ENSP00000362563	ENSACAP00000004597
ENSP00000358327	ENSACAP00000009923
ENSP00000286186	ENSACAP00000001629
ENSP00000265164	ENSACAP00000012644
ENSP00000312664	ENSACAP00000006831
ENSP00000330237	ENSACAP00000015721
ENSP00000358358	ENSACAP00000014098
ENSP00000271348	ENSACAP00000013664
ENSP00000240986	ENSACAP00000013667
ENSP00000305714	ENSACAP00000010364
ENSP00000363134	ENSACAP00000014907
ENSP00000348521	ENSACAP00000002124
ENSP00000355675	ENSACAP00000006719
ENSP00000295992	ENSACAP00000004565
ENSP00000290374	ENSACAP00000001067
ENSP00000463752	ENSACAP00000002291
ENSP00000362464	ENSACAP00000013208
ENSP00000340811	ENSACAP00000013210
ENSP00000397026	ENSACAP00000019494
ENSP00000382791	ENSACAP00000002113
ENSP00000362183	ENSACAP00000017100
ENSP00000435648	ENSACAP00000003088
ENSP00000330148	ENSACAP00000002069
ENSP00000296526	ENSACAP00000016503
ENSP00000282499	ENSACAP00000011596
ENSP00000264357	ENSACAP00000002429
ENSP00000274773	ENSACAP00000011706
ENSP00000367691	ENSACAP00000017915
ENSP00000408205	ENSACAP00000000793
ENSP00000327875	ENSACAP00000006074
ENSP00000362401	ENSACAP00000015228
ENSP00000442982	ENSACAP00000005293
ENSP00000365596	ENSACAP00000017821
ENSP00000207157	ENSACAP00000007997
ENSP00000358677	ENSACAP00000003811
ENSP00000362390	ENSACAP00000001008
ENSP00000386170	ENSACAP00000007326
ENSP00000276077	ENSACAP00000000832
ENSP00000362965	ENSACAP00000017357
ENSP00000335191	ENSACAP00000008397
ENSP00000356795	ENSACAP00000010513
ENSP00000377215	ENSACAP00000010059
ENSP00000355156	ENSACAP00000021919
ENSP00000304767	ENSACAP00000011020
ENSP00000378650	ENSACAP00000014766
ENSP00000240335	ENSACAP00000000944
ENSP00000309913	ENSACAP00000005017
ENSP00000257566	ENSACAP00000000615
ENSP00000331504	ENSACAP00000004424
ENSP00000220003	ENSACAP00000014343
ENSP00000356130	ENSACAP00000014136
ENSP00000370912	ENSACAP00000006418
ENSP00000308176	ENSACAP00000008312
ENSP00000350224	ENSACAP00000012091
ENSP00000398655	ENSACAP00000003742
ENSP00000430100	ENSACAP00000015075
ENSP00000412673	ENSACAP00000014406
ENSP00000386029	ENSACAP00000019030
ENSP00000420790	ENSACAP00000009108
ENSP00000274547	ENSACAP00000014981
ENSP00000295454	ENSACAP00000006681
ENSP00000308725	ENSACAP00000011536
ENSP00000264428	ENSACAP00000016547
ENSP00000361700	ENSACAP00000014298
ENSP00000218075	ENSACAP00000010415
ENSP00000274093	ENSACAP00000005543
ENSP00000411593	ENSACAP00000009578
ENSP00000264784	ENSACAP00000010656
ENSP00000366641	ENSACAP00000007587
ENSP00000320935	ENSACAP00000022462
ENSP00000323568	ENSACAP00000015859
ENSP00000354597	ENSACAP00000008805
ENSP00000332659	ENSACAP00000013761
ENSP00000310405	ENSACAP00000013839
ENSP00000356366	ENSACAP00000009412
ENSP00000370889	ENSACAP00000015059
ENSP00000351059	ENSACAP00000013766
ENSP00000433528	ENSACAP00000009771
ENSP00000275884	ENSACAP00000010923
ENSP00000350266	ENSACAP00000004570
ENSP00000362795	ENSACAP00000020224
ENSP00000292174	ENSACAP00000016849
ENSP00000386884	ENSACAP00000000687
ENSP00000395704	ENSACAP00000013878
ENSP00000343952	ENSACAP00000010252
ENSP00000350256	ENSACAP00000019440
ENSP00000246657	ENSACAP00000015840
ENSP00000332504	ENSACAP00000013578
ENSP00000249887	ENSACAP00000000733
ENSP00000264363	ENSACAP00000011904
ENSP00000296499	ENSACAP00000013762
ENSP00000002596	ENSACAP00000005436
ENSP00000427888	ENSACAP00000012053
ENSP00000261374	ENSACAP00000006311
ENSP00000408860	ENSACAP00000013728
ENSP00000358903	ENSACAP00000004347
ENSP00000260630	ENSACAP00000008281
ENSP00000410732	ENSACAP00000014608
ENSP00000295452	ENSACAP00000019228
ENSP00000359337	ENSACAP00000013709
ENSP00000335592	ENSACAP00000011346
ENSP00000421828	ENSACAP00000006858
ENSP00000393097	ENSACAP00000014753
ENSP00000274545	ENSACAP00000014844
ENSP00000264318	ENSACAP00000006739
ENSP00000367888	ENSACAP00000003462
ENSP00000261349	ENSACAP00000004540
ENSP00000263816	ENSACAP00000016930
ENSP00000371532	ENSACAP00000003019
ENSP00000303634	ENSACAP00000008690
ENSP00000264187	ENSACAP00000002222
ENSP00000216286	ENSACAP00000017607
ENSP00000265171	ENSACAP00000010024
ENSP00000370270	ENSACAP00000016805
ENSP00000355904	ENSACAP00000005512
ENSP00000384851	ENSACAP00000007671
ENSP00000343925	ENSACAP00000015597
ENSP00000344479	ENSACAP00000007843
ENSP00000333122	ENSACAP00000008845
ENSP00000353427	ENSACAP00000016537
ENSP00000325120	ENSACAP00000013470
ENSP00000363822	ENSACAP00000009410
ENSP00000247153	ENSACAP00000010758
ENSP00000359630	ENSACAP00000007924
ENSP00000334329	ENSACAP00000015703
ENSP00000385143	ENSACAP00000000667
ENSP00000332737	ENSACAP00000006829
ENSP00000365759	ENSACAP00000018534
ENSP00000356899	ENSACAP00000012295
ENSP00000373700	ENSACAP00000008904
ENSP00000263800	ENSACAP00000013707
ENSP00000360120	ENSACAP00000008167
ENSP00000364860	ENSACAP00000000932
ENSP00000363571	ENSACAP00000001049
ENSP00000431418	ENSACAP00000014799
ENSP00000380227	ENSACAP00000008942
ENSP00000261023	ENSACAP00000001799
ENSP00000293379	ENSACAP00000011386
ENSP00000367316	ENSACAP00000016340
ENSP00000262407	ENSACAP00000012257
ENSP00000349252	ENSACAP00000011082
ENSP00000452120	ENSACAP00000010091
ENSP00000386896	ENSACAP00000015875
ENSP00000007722	ENSACAP00000005550
ENSP00000327290	ENSACAP00000010924
ENSP00000358310	ENSACAP00000014759
ENSP00000296585	ENSACAP00000003950
ENSP00000359045	ENSACAP00000011954
ENSP00000347198	ENSACAP00000002995
ENSP00000350018	ENSACAP00000015428
ENSP00000289968	ENSACAP00000002090
ENSP00000378611	ENSACAP00000011521
ENSP00000217133	ENSACAP00000001036
ENSP00000357651	ENSACAP00000011599
ENSP00000339001	ENSACAP00000022106
ENSP00000260126	ENSACAP00000014948
ENSP00000217159	ENSACAP00000005012
ENSP00000370964	ENSACAP00000017234
ENSP00000289575	ENSACAP00000013432
ENSP00000311291	ENSACAP00000009620
ENSP00000410257	ENSACAP00000009154
ENSP00000390600	ENSACAP00000009196
ENSP00000396320	ENSACAP00000012689
ENSP00000349973	ENSACAP00000002449
ENSP00000303540	ENSACAP00000003307
ENSP00000283254	ENSACAP00000001906
ENSP00000386306	ENSACAP00000001152
ENSP00000346534	ENSACAP00000017080
ENSP00000355192	ENSACAP00000009750
ENSP00000385019	ENSACAP00000007397
ENSP00000352011	ENSACAP00000004908
ENSP00000365441	ENSACAP00000013193
ENSP00000266376	ENSACAP00000011927
ENSP00000276198	ENSACAP00000004212
ENSP00000367959	ENSACAP00000014313
ENSP00000258400	ENSACAP00000002564
ENSP00000354859	ENSACAP00000008639
ENSP00000373169	ENSACAP00000009700
ENSP00000176183	ENSACAP00000014816
ENSP00000255380	ENSACAP00000003526
ENSP00000306490	ENSACAP00000010027
ENSP00000372750	ENSACAP00000020202
ENSP00000399745	ENSACAP00000011833
ENSP00000409378	ENSACAP00000004003
ENSP00000380247	ENSACAP00000010016
ENSP00000342560	ENSACAP00000004520
ENSP00000407193	ENSACAP00000013101
ENSP00000216124	ENSACAP00000000682
ENSP00000217961	ENSACAP00000000344
ENSP00000333395	ENSACAP00000014745
ENSP00000264914	ENSACAP00000016606
ENSP00000264638	ENSACAP00000013954
ENSP00000242786	ENSACAP00000010615
ENSP00000422533	ENSACAP00000014203
ENSP00000322270	ENSACAP00000006570
ENSP00000359778	ENSACAP00000006403
ENSP00000373464	ENSACAP00000015103
ENSP00000335156	ENSACAP00000019294
ENSP00000377699	ENSACAP00000009099
ENSP00000356581	ENSACAP00000008228
ENSP00000369198	ENSACAP00000011923
ENSP00000296795	ENSACAP00000001660
ENSP00000363089	ENSACAP00000013654
ENSP00000256447	ENSACAP00000015996
ENSP00000440643	ENSACAP00000002366
ENSP00000370034	ENSACAP00000001544
ENSP00000438284	ENSACAP00000003347
ENSP00000360502	ENSACAP00000007118
ENSP00000420295	ENSACAP00000001148
ENSP00000347046	ENSACAP00000013103
ENSP00000253055	ENSACAP00000012866
ENSP00000364361	ENSACAP00000006168
ENSP00000379975	ENSACAP00000007707
ENSP00000309597	ENSACAP00000003725
ENSP00000451263	ENSACAP00000004812
ENSP00000355583	ENSACAP00000000985
ENSP00000288602	ENSACAP00000011088
ENSP00000381958	ENSACAP00000020001
ENSP00000448689	ENSACAP00000000929
ENSP00000265026	ENSACAP00000007723
ENSP00000310722	ENSACAP00000017716
ENSP00000358335	ENSACAP00000021034
ENSP00000286614	ENSACAP00000010029
ENSP00000246186	ENSACAP00000005344
ENSP00000219271	ENSACAP00000013819
ENSP00000308208	ENSACAP00000001363
ENSP00000260228	ENSACAP00000017871
ENSP00000260302	ENSACAP00000012362
ENSP00000337816	ENSACAP00000010297
ENSP00000353767	ENSACAP00000007183
ENSP00000260229	ENSACAP00000020451
ENSP00000288135	ENSACAP00000010084
ENSP00000257290	ENSACAP00000010286
ENSP00000241453	ENSACAP00000009065
ENSP00000292408	ENSACAP00000005421
ENSP00000393312	ENSACAP00000017732
ENSP00000410294	ENSACAP00000022870
ENSP00000282397	ENSACAP00000009452
ENSP00000263923	ENSACAP00000009690
ENSP00000261937	ENSACAP00000015679
ENSP00000303887	ENSACAP00000003492
ENSP00000337697	ENSACAP00000013078
ENSP00000339740	ENSACAP00000011591
ENSP00000381412	ENSACAP00000011742
ENSP00000379098	ENSACAP00000012090
ENSP00000319060	ENSACAP00000009119
ENSP00000419195	ENSACAP00000008220
ENSP00000282356	ENSACAP00000007156
ENSP00000291041	ENSACAP00000001619
ENSP00000394484	ENSACAP00000009974
ENSP00000368124	ENSACAP00000008809
ENSP00000256460	ENSACAP00000009781
ENSP00000405950	ENSACAP00000008964
ENSP00000009105	ENSACAP00000005613
ENSP00000411565	ENSACAP00000011728
ENSP00000370648	ENSACAP00000006930
ENSP00000368173	ENSACAP00000015958
ENSP00000457230	ENSACAP00000010134
ENSP00000334113	ENSACAP00000005789
ENSP00000155926	ENSACAP00000000342
ENSP00000312150	ENSACAP00000010143
ENSP00000217233	ENSACAP00000008011
ENSP00000270112	ENSACAP00000002698
ENSP00000362221	ENSACAP00000001245
ENSP00000283426	ENSACAP00000009355
ENSP00000353646	ENSACAP00000002472
ENSP00000279024	ENSACAP00000004373
ENSP00000261402	ENSACAP00000020892
ENSP00000356125	ENSACAP00000014276
ENSP00000360290	ENSACAP00000006688
ENSP00000346148	ENSACAP00000010079
ENSP00000430276	ENSACAP00000014586
ENSP00000328118	ENSACAP00000007459
ENSP00000315371	ENSACAP00000015027
ENSP00000409126	ENSACAP00000002403
ENSP00000376705	ENSACAP00000012019
ENSP00000256737	ENSACAP00000004530
ENSP00000332788	ENSACAP00000020418
ENSP00000274979	ENSACAP00000001790
ENSP00000325929	ENSACAP00000003177
ENSP00000263925	ENSACAP00000010348
ENSP00000302935	ENSACAP00000011108
ENSP00000363921	ENSACAP00000001090
ENSP00000439807	ENSACAP00000011047
ENSP00000323816	ENSACAP00000019693
ENSP00000348460	ENSACAP00000002506
ENSP00000290399	ENSACAP00000020811
ENSP00000358210	ENSACAP00000010124
ENSP00000263734	ENSACAP00000004025
ENSP00000437955	ENSACAP00000015923
ENSP00000366898	ENSACAP00000016495
ENSP00000266503	ENSACAP00000012243
ENSP00000351407	ENSACAP00000011720
ENSP00000307479	ENSACAP00000011475
ENSP00000320430	ENSACAP00000007796
ENSP00000261590	ENSACAP00000017577
ENSP00000339390	ENSACAP00000003834
ENSP00000289746	ENSACAP00000016723
ENSP00000353656	ENSACAP00000015991
ENSP00000269141	ENSACAP00000010934
ENSP00000360718	ENSACAP00000021775
ENSP00000222120	ENSACAP00000016540
ENSP00000282878	ENSACAP00000009115
ENSP00000331748	ENSACAP00000003270
ENSP00000264710	ENSACAP00000013442
ENSP00000210187	ENSACAP00000000474
ENSP00000376390	ENSACAP00000005304
ENSP00000368332	ENSACAP00000008091
ENSP00000226382	ENSACAP00000011810
ENSP00000370990	ENSACAP00000005933
ENSP00000374240	ENSACAP00000006643
ENSP00000401653	ENSACAP00000011412
ENSP00000315417	ENSACAP00000010899
ENSP00000311492	ENSACAP00000011006
ENSP00000302814	ENSACAP00000007544
ENSP00000398106	ENSACAP00000021441
ENSP00000376436	ENSACAP00000016092
ENSP00000357175	ENSACAP00000015262
ENSP00000430271	ENSACAP00000015264
ENSP00000433488	ENSACAP00000016038
ENSP00000414150	ENSACAP00000009056
ENSP00000306894	ENSACAP00000007986
ENSP00000321835	ENSACAP00000004735
ENSP00000405327	ENSACAP00000012970
ENSP00000425658	ENSACAP00000011477
ENSP00000262457	ENSACAP00000008707
ENSP00000382379	ENSACAP00000002599
ENSP00000267116	ENSACAP00000007363
ENSP00000265709	ENSACAP00000012133
ENSP00000280772	ENSACAP00000001474
ENSP00000349588	ENSACAP00000011203
ENSP00000445688	ENSACAP00000008944
ENSP00000360689	ENSACAP00000007709
ENSP00000311579	ENSACAP00000002746
ENSP00000295101	ENSACAP00000012161
ENSP00000357067	ENSACAP00000015853
ENSP00000433295	ENSACAP00000019964
ENSP00000477437	ENSACAP00000008972
ENSP00000243457	ENSACAP00000011864
ENSP00000375756	ENSACAP00000016493
ENSP00000306497	ENSACAP00000008083
ENSP00000463778	ENSACAP00000001733
ENSP00000427015	ENSACAP00000015284
ENSP00000376432	ENSACAP00000015978
ENSP00000331698	ENSACAP00000008983
ENSP00000376438	ENSACAP00000011872
ENSP00000345708	ENSACAP00000000046
ENSP00000240662	ENSACAP00000016855
ENSP00000361014	ENSACAP00000001815
ENSP00000250896	ENSACAP00000000324
ENSP00000356070	ENSACAP00000007702
ENSP00000396467	ENSACAP00000007073
ENSP00000449381	ENSACAP00000009150
ENSP00000308770	ENSACAP00000009164
ENSP00000319622	ENSACAP00000006793
ENSP00000332565	ENSACAP00000015962
ENSP00000337907	ENSACAP00000007606
ENSP00000381425	ENSACAP00000004635
ENSP00000261681	ENSACAP00000006056
ENSP00000269095	ENSACAP00000004890
ENSP00000222644	ENSACAP00000013139
ENSP00000367408	ENSACAP00000022545
ENSP00000358547	ENSACAP00000015312
ENSP00000362442	ENSACAP00000013867
ENSP00000392660	ENSACAP00000009741
ENSP00000357131	ENSACAP00000013852
ENSP00000356671	ENSACAP00000015125
ENSP00000372221	ENSACAP00000017343
ENSP00000295777	ENSACAP00000017618
ENSP00000338967	ENSACAP00000001299
ENSP00000223095	ENSACAP00000001243
ENSP00000415786	ENSACAP00000004313
ENSP00000428316	ENSACAP00000021633
ENSP00000338785	ENSACAP00000004136
ENSP00000276297	ENSACAP00000008634
ENSP00000363727	ENSACAP00000007756
ENSP00000238508	ENSACAP00000000913
ENSP00000401645	ENSACAP00000020293
ENSP00000380869	ENSACAP00000003020
ENSP00000261890	ENSACAP00000004393
ENSP00000355651	ENSACAP00000000704
ENSP00000362946	ENSACAP00000008147
ENSP00000322594	ENSACAP00000006110
ENSP00000319781	ENSACAP00000012886
ENSP00000285199	ENSACAP00000017377
ENSP00000334808	ENSACAP00000001669
ENSP00000333376	ENSACAP00000010211
ENSP00000265560	ENSACAP00000008111
ENSP00000218348	ENSACAP00000004936
ENSP00000401197	ENSACAP00000013100
ENSP00000394390	ENSACAP00000013290
ENSP00000384367	ENSACAP00000002039
ENSP00000316482	ENSACAP00000006963
ENSP00000339340	ENSACAP00000012206
ENSP00000385144	ENSACAP00000006373
ENSP00000347188	ENSACAP00000011403
ENSP00000327675	ENSACAP00000002493
ENSP00000292524	ENSACAP00000010460
ENSP00000343331	ENSACAP00000000396
ENSP00000273371	ENSACAP00000003437
ENSP00000309757	ENSACAP00000013797
ENSP00000261292	ENSACAP00000017721
ENSP00000348425	ENSACAP00000014702
ENSP00000358232	ENSACAP00000009656
ENSP00000425394	ENSACAP00000015265
ENSP00000393511	ENSACAP00000011528
ENSP00000277895	ENSACAP00000009518
ENSP00000324422	ENSACAP00000007045
ENSP00000318089	ENSACAP00000002817
ENSP00000393066	ENSACAP00000014462
ENSP00000295736	ENSACAP00000013918
ENSP00000230993	ENSACAP00000013271
ENSP00000366861	ENSACAP00000006093
ENSP00000393557	ENSACAP00000013029
ENSP00000262418	ENSACAP00000017010
ENSP00000362867	ENSACAP00000014316
ENSP00000419412	ENSACAP00000005492
ENSP00000231188	ENSACAP00000006472
ENSP00000350348	ENSACAP00000009783
ENSP00000355316	ENSACAP00000016187
ENSP00000344173	ENSACAP00000001377
ENSP00000364520	ENSACAP00000008510
ENSP00000331867	ENSACAP00000011243
ENSP00000344411	ENSACAP00000013686
ENSP00000261308	ENSACAP00000015532
ENSP00000390427	ENSACAP00000001278
ENSP00000300026	ENSACAP00000006825
ENSP00000303057	ENSACAP00000003328
ENSP00000340226	ENSACAP00000005819
ENSP00000347684	ENSACAP00000001809
ENSP00000362717	ENSACAP00000014652
ENSP00000356357	ENSACAP00000014320
ENSP00000254457	ENSACAP00000002454
ENSP00000261731	ENSACAP00000004932
ENSP00000360811	ENSACAP00000015386
ENSP00000263726	ENSACAP00000000836
ENSP00000230658	ENSACAP00000022970
ENSP00000294638	ENSACAP00000011113
ENSP00000434241	ENSACAP00000020201
ENSP00000265969	ENSACAP00000000054
ENSP00000358802	ENSACAP00000012473
ENSP00000449253	ENSACAP00000018772
ENSP00000218176	ENSACAP00000007367
ENSP00000358784	ENSACAP00000012900
ENSP00000371985	ENSACAP00000015151
ENSP00000433109	ENSACAP00000017921
ENSP00000252321	ENSACAP00000015148
ENSP00000358786	ENSACAP00000015708
ENSP00000262450	ENSACAP00000002593
ENSP00000382863	ENSACAP00000003074
ENSP00000457466	ENSACAP00000015977
ENSP00000392028	ENSACAP00000005858
ENSP00000362330	ENSACAP00000006684
ENSP00000364694	ENSACAP00000008953
ENSP00000052754	ENSACAP00000012156
ENSP00000327336	ENSACAP00000009551
ENSP00000398003	ENSACAP00000009564
ENSP00000332879	ENSACAP00000007487
ENSP00000367292	ENSACAP00000016623
ENSP00000246841	ENSACAP00000000223
ENSP00000347041	ENSACAP00000002079
ENSP00000266718	ENSACAP00000012105
ENSP00000266719	ENSACAP00000012099
ENSP00000343924	ENSACAP00000002044
ENSP00000364700	ENSACAP00000008958
ENSP00000308315	ENSACAP00000019346
ENSP00000345175	ENSACAP00000015520
ENSP00000378235	ENSACAP00000008187
ENSP00000355109	ENSACAP00000004940
ENSP00000468304	ENSACAP00000002305
ENSP00000216237	ENSACAP00000005013
ENSP00000402107	ENSACAP00000002137
ENSP00000431962	ENSACAP00000013938
ENSP00000251900	ENSACAP00000011431
ENSP00000209884	ENSACAP00000015201
ENSP00000423897	ENSACAP00000007331
ENSP00000362206	ENSACAP00000011273
ENSP00000367075	ENSACAP00000004953
ENSP00000273963	ENSACAP00000012100
ENSP00000312397	ENSACAP00000016907
ENSP00000424198	ENSACAP00000000569
ENSP00000343930	ENSACAP00000001479
ENSP00000232766	ENSACAP00000005467
ENSP00000171111	ENSACAP00000008820
ENSP00000293303	ENSACAP00000011618
ENSP00000355124	ENSACAP00000017591
ENSP00000251643	ENSACAP00000017590
ENSP00000264651	ENSACAP00000022010
ENSP00000301071	ENSACAP00000015405
ENSP00000301072	ENSACAP00000013166
ENSP00000371084	ENSACAP00000007354
ENSP00000445359	ENSACAP00000009666
ENSP00000420387	ENSACAP00000006546
ENSP00000332756	ENSACAP00000005983
ENSP00000296522	ENSACAP00000005508
ENSP00000168216	ENSACAP00000009138
ENSP00000220764	ENSACAP00000010305
ENSP00000265322	ENSACAP00000009613
ENSP00000219481	ENSACAP00000016600
ENSP00000239440	ENSACAP00000011393
ENSP00000377233	ENSACAP00000014764
ENSP00000350297	ENSACAP00000010390
ENSP00000281419	ENSACAP00000002143
ENSP00000338769	ENSACAP00000004898
ENSP00000449241	ENSACAP00000013191
ENSP00000328720	ENSACAP00000017277
ENSP00000323880	ENSACAP00000007954
ENSP00000312663	ENSACAP00000011561
ENSP00000334854	ENSACAP00000007769
ENSP00000265371	ENSACAP00000006623
ENSP00000353582	ENSACAP00000004269
ENSP00000321573	ENSACAP00000010831
ENSP00000296955	ENSACAP00000014003
ENSP00000356771	ENSACAP00000010317
ENSP00000353393	ENSACAP00000000786
ENSP00000369320	ENSACAP00000011483
ENSP00000268150	ENSACAP00000000584
ENSP00000296591	ENSACAP00000011302
ENSP00000360985	ENSACAP00000015868
ENSP00000354398	ENSACAP00000016043
ENSP00000248901	ENSACAP00000015758
ENSP00000437554	ENSACAP00000000036
ENSP00000273221	ENSACAP00000012738
ENSP00000379712	ENSACAP00000009405
ENSP00000304586	ENSACAP00000001109
ENSP00000256707	ENSACAP00000002447
ENSP00000274457	ENSACAP00000007854
ENSP00000307298	ENSACAP00000001259
ENSP00000297837	ENSACAP00000002290
ENSP00000357682	ENSACAP00000000768
ENSP00000387593	ENSACAP00000013093
ENSP00000383199	ENSACAP00000009808
ENSP00000352069	ENSACAP00000003745
ENSP00000262435	ENSACAP00000000604
ENSP00000354621	ENSACAP00000011659
ENSP00000379228	ENSACAP00000017230
ENSP00000260983	ENSACAP00000013937
ENSP00000340648	ENSACAP00000004464
ENSP00000348714	ENSACAP00000016365
ENSP00000351539	ENSACAP00000004155
ENSP00000409107	ENSACAP00000011182
ENSP00000366902	ENSACAP00000006005
ENSP00000338807	ENSACAP00000010772
ENSP00000364895	ENSACAP00000013661
ENSP00000307604	ENSACAP00000011705
ENSP00000433457	ENSACAP00000017429
ENSP00000362609	ENSACAP00000004722
ENSP00000245663	ENSACAP00000003533
ENSP00000360777	ENSACAP00000015955
ENSP00000347792	ENSACAP00000004881
ENSP00000384534	ENSACAP00000009973
ENSP00000362115	ENSACAP00000016898
ENSP00000360154	ENSACAP00000001330
ENSP00000378807	ENSACAP00000003137
ENSP00000380044	ENSACAP00000008166
ENSP00000267890	ENSACAP00000015556
ENSP00000469880	ENSACAP00000015005
ENSP00000343027	ENSACAP00000015866
ENSP00000358867	ENSACAP00000010978
ENSP00000312999	ENSACAP00000009127
ENSP00000248996	ENSACAP00000002136
ENSP00000262494	ENSACAP00000007078
ENSP00000251337	ENSACAP00000011296
ENSP00000232461	ENSACAP00000008933
ENSP00000381339	ENSACAP00000015750
ENSP00000262958	ENSACAP00000017242
ENSP00000286548	ENSACAP00000005917
ENSP00000078429	ENSACAP00000018798
ENSP00000365807	ENSACAP00000018523
ENSP00000400717	ENSACAP00000001821
ENSP00000359478	ENSACAP00000004024
ENSP00000285238	ENSACAP00000001445
ENSP00000374467	ENSACAP00000000047
ENSP00000311030	ENSACAP00000014022
ENSP00000382423	ENSACAP00000014475
ENSP00000354927	ENSACAP00000012477
ENSP00000345629	ENSACAP00000012240
ENSP00000351908	ENSACAP00000016711
ENSP00000360626	ENSACAP00000003826
ENSP00000312129	ENSACAP00000007886
ENSP00000304127	ENSACAP00000014182
ENSP00000435954	ENSACAP00000002463
ENSP00000307694	ENSACAP00000012013
ENSP00000287042	ENSACAP00000015861
ENSP00000385968	ENSACAP00000001489
ENSP00000295082	ENSACAP00000012831
ENSP00000430846	ENSACAP00000020747
ENSP00000371514	ENSACAP00000003056
ENSP00000233969	ENSACAP00000007176
ENSP00000263980	ENSACAP00000016530
ENSP00000264938	ENSACAP00000009305
ENSP00000320246	ENSACAP00000009521
ENSP00000342105	ENSACAP00000003789
ENSP00000356076	ENSACAP00000007630
ENSP00000469863	ENSACAP00000016542
ENSP00000381932	ENSACAP00000008956
ENSP00000385571	ENSACAP00000016703
ENSP00000304226	ENSACAP00000003036
ENSP00000291823	ENSACAP00000019010
ENSP00000271971	ENSACAP00000001987
ENSP00000355837	ENSACAP00000003082
ENSP00000380349	ENSACAP00000015362
ENSP00000295006	ENSACAP00000003532
ENSP00000431984	ENSACAP00000016369
ENSP00000295055	ENSACAP00000007247
ENSP00000375844	ENSACAP00000011043
ENSP00000331636	ENSACAP00000011612
ENSP00000317214	ENSACAP00000013004
ENSP00000334714	ENSACAP00000003390
ENSP00000262113	ENSACAP00000004967
ENSP00000421191	ENSACAP00000019819
ENSP00000442795	ENSACAP00000002655
ENSP00000350332	ENSACAP00000012249
ENSP00000358770	ENSACAP00000004999
ENSP00000310094	ENSACAP00000014355
ENSP00000376317	ENSACAP00000004310
ENSP00000013125	ENSACAP00000002105
ENSP00000465039	ENSACAP00000002303
ENSP00000314363	ENSACAP00000007495
ENSP00000347427	ENSACAP00000003063
ENSP00000399511	ENSACAP00000015941
ENSP00000400010	ENSACAP00000000067
ENSP00000266688	ENSACAP00000014139
ENSP00000283228	ENSACAP00000017883
