ENSTGUP00000008915	ENSMGAP00000004951
ENSTGUP00000010935	ENSMGAP00000015637
ENSTGUP00000006900	ENSMGAP00000010788
ENSTGUP00000001119	ENSMGAP00000003439
ENSTGUP00000005131	ENSMGAP00000015408
ENSTGUP00000011747	ENSMGAP00000013846
ENSTGUP00000005223	ENSMGAP00000000719
ENSTGUP00000001607	ENSMGAP00000005433
ENSTGUP00000010268	ENSMGAP00000012748
ENSTGUP00000002717	ENSMGAP00000008800
ENSTGUP00000011447	ENSMGAP00000012038
ENSTGUP00000008345	ENSMGAP00000011308
ENSTGUP00000004827	ENSMGAP00000005348
ENSTGUP00000004755	ENSMGAP00000005510
ENSTGUP00000010345	ENSMGAP00000009020
ENSTGUP00000013445	ENSMGAP00000016199
ENSTGUP00000001383	ENSMGAP00000001571
ENSTGUP00000001210	ENSMGAP00000005817
ENSTGUP00000013305	ENSMGAP00000014759
ENSTGUP00000010386	ENSMGAP00000009889
ENSTGUP00000009499	ENSMGAP00000009737
ENSTGUP00000010777	ENSMGAP00000011168
ENSTGUP00000001428	ENSMGAP00000005086
ENSTGUP00000011665	ENSMGAP00000013821
ENSTGUP00000010727	ENSMGAP00000010998
ENSTGUP00000000298	ENSMGAP00000003204
ENSTGUP00000006505	ENSMGAP00000005913
ENSTGUP00000009474	ENSMGAP00000009441
ENSTGUP00000013566	ENSMGAP00000014528
ENSTGUP00000010249	ENSMGAP00000015692
ENSTGUP00000003352	ENSMGAP00000008103
ENSTGUP00000001258	ENSMGAP00000000617
ENSTGUP00000009306	ENSMGAP00000007738
ENSTGUP00000007971	ENSMGAP00000011568
ENSTGUP00000001866	ENSMGAP00000019217
ENSTGUP00000007362	ENSMGAP00000011089
ENSTGUP00000001248	ENSMGAP00000000505
ENSTGUP00000007323	ENSMGAP00000011064
ENSTGUP00000012783	ENSMGAP00000014325
ENSTGUP00000010078	ENSMGAP00000009270
ENSTGUP00000001449	ENSMGAP00000009114
ENSTGUP00000003786	ENSMGAP00000002982
ENSTGUP00000001032	ENSMGAP00000006311
ENSTGUP00000014056	ENSMGAP00000013392
ENSTGUP00000003873	ENSMGAP00000011909
ENSTGUP00000003390	ENSMGAP00000011658
ENSTGUP00000006314	ENSMGAP00000000374
ENSTGUP00000006698	ENSMGAP00000007677
ENSTGUP00000001435	ENSMGAP00000009410
ENSTGUP00000004871	ENSMGAP00000008765
ENSTGUP00000002266	ENSMGAP00000007473
ENSTGUP00000003265	ENSMGAP00000001895
ENSTGUP00000016492	ENSMGAP00000005728
ENSTGUP00000001231	ENSMGAP00000000466
ENSTGUP00000002684	ENSMGAP00000001061
ENSTGUP00000003032	ENSMGAP00000006413
ENSTGUP00000002379	ENSMGAP00000004064
ENSTGUP00000006885	ENSMGAP00000015485
ENSTGUP00000006852	ENSMGAP00000001026
ENSTGUP00000005027	ENSMGAP00000012260
ENSTGUP00000008363	ENSMGAP00000008641
ENSTGUP00000003251	ENSMGAP00000006255
ENSTGUP00000012853	ENSMGAP00000014288
ENSTGUP00000012844	ENSMGAP00000014291
ENSTGUP00000012825	ENSMGAP00000014294
ENSTGUP00000012809	ENSMGAP00000014311
ENSTGUP00000012857	ENSMGAP00000014279
ENSTGUP00000012673	ENSMGAP00000013894
ENSTGUP00000008268	ENSMGAP00000010865
ENSTGUP00000007896	ENSMGAP00000007673
ENSTGUP00000007101	ENSMGAP00000003550
ENSTGUP00000009533	ENSMGAP00000005611
ENSTGUP00000013553	ENSMGAP00000014855
ENSTGUP00000012057	ENSMGAP00000012258
ENSTGUP00000001556	ENSMGAP00000002391
ENSTGUP00000018262	ENSMGAP00000012310
ENSTGUP00000010017	ENSMGAP00000006266
ENSTGUP00000008230	ENSMGAP00000007908
ENSTGUP00000009198	ENSMGAP00000007330
ENSTGUP00000011522	ENSMGAP00000011564
ENSTGUP00000003983	ENSMGAP00000003473
ENSTGUP00000001938	ENSMGAP00000002235
ENSTGUP00000002617	ENSMGAP00000006789
ENSTGUP00000003191	ENSMGAP00000001225
ENSTGUP00000012613	ENSMGAP00000019188
ENSTGUP00000012299	ENSMGAP00000013130
ENSTGUP00000012885	ENSMGAP00000014237
ENSTGUP00000012376	ENSMGAP00000013194
ENSTGUP00000007745	ENSMGAP00000002859
ENSTGUP00000004998	ENSMGAP00000001041
ENSTGUP00000007853	ENSMGAP00000007391
ENSTGUP00000013859	ENSMGAP00000017063
ENSTGUP00000003455	ENSMGAP00000001569
ENSTGUP00000006613	ENSMGAP00000005119
ENSTGUP00000011480	ENSMGAP00000016800
ENSTGUP00000009626	ENSMGAP00000007606
ENSTGUP00000017536	ENSMGAP00000006920
ENSTGUP00000017583	ENSMGAP00000001074
ENSTGUP00000006802	ENSMGAP00000006060
ENSTGUP00000006786	ENSMGAP00000018755
ENSTGUP00000006806	ENSMGAP00000006062
ENSTGUP00000013909	ENSMGAP00000015278
ENSTGUP00000003031	ENSMGAP00000001860
ENSTGUP00000008507	ENSMGAP00000016446
ENSTGUP00000005648	ENSMGAP00000000240
ENSTGUP00000013492	ENSMGAP00000019742
ENSTGUP00000002221	ENSMGAP00000004185
ENSTGUP00000004239	ENSMGAP00000007569
ENSTGUP00000006785	ENSMGAP00000007397
ENSTGUP00000000603	ENSMGAP00000010429
ENSTGUP00000000664	ENSMGAP00000002703
ENSTGUP00000005612	ENSMGAP00000007304
ENSTGUP00000005626	ENSMGAP00000007320
ENSTGUP00000000657	ENSMGAP00000003905
ENSTGUP00000001503	ENSMGAP00000004423
ENSTGUP00000006942	ENSMGAP00000010868
ENSTGUP00000011443	ENSMGAP00000015794
ENSTGUP00000017689	ENSMGAP00000000160
ENSTGUP00000000439	ENSMGAP00000016904
ENSTGUP00000011160	ENSMGAP00000013414
ENSTGUP00000007579	ENSMGAP00000004250
ENSTGUP00000007968	ENSMGAP00000016351
ENSTGUP00000004900	ENSMGAP00000003767
ENSTGUP00000004016	ENSMGAP00000007990
ENSTGUP00000006195	ENSMGAP00000002625
ENSTGUP00000002387	ENSMGAP00000004885
ENSTGUP00000005192	ENSMGAP00000004092
ENSTGUP00000011392	ENSMGAP00000013595
ENSTGUP00000011605	ENSMGAP00000016059
ENSTGUP00000002920	ENSMGAP00000000172
ENSTGUP00000016434	ENSMGAP00000000683
ENSTGUP00000002462	ENSMGAP00000004233
ENSTGUP00000012851	ENSMGAP00000016498
ENSTGUP00000012848	ENSMGAP00000015859
ENSTGUP00000015036	ENSMGAP00000000666
ENSTGUP00000001547	ENSMGAP00000002331
ENSTGUP00000002394	ENSMGAP00000004121
ENSTGUP00000012820	ENSMGAP00000015858
ENSTGUP00000012815	ENSMGAP00000015866
ENSTGUP00000001203	ENSMGAP00000007896
ENSTGUP00000002954	ENSMGAP00000008230
ENSTGUP00000002939	ENSMGAP00000008211
ENSTGUP00000001223	ENSMGAP00000008066
ENSTGUP00000009292	ENSMGAP00000009907
ENSTGUP00000000087	ENSMGAP00000015338
ENSTGUP00000005524	ENSMGAP00000002223
ENSTGUP00000002469	ENSMGAP00000006204
ENSTGUP00000016038	ENSMGAP00000001259
ENSTGUP00000007725	ENSMGAP00000001071
ENSTGUP00000005050	ENSMGAP00000010117
ENSTGUP00000012757	ENSMGAP00000015876
ENSTGUP00000010996	ENSMGAP00000018973
ENSTGUP00000011933	ENSMGAP00000014019
ENSTGUP00000009820	ENSMGAP00000008487
ENSTGUP00000006218	ENSMGAP00000003256
ENSTGUP00000000325	ENSMGAP00000003347
ENSTGUP00000011723	ENSMGAP00000012161
ENSTGUP00000011726	ENSMGAP00000012163
ENSTGUP00000012049	ENSMGAP00000016282
ENSTGUP00000005406	ENSMGAP00000003140
ENSTGUP00000010349	ENSMGAP00000010569
ENSTGUP00000006341	ENSMGAP00000008329
ENSTGUP00000006187	ENSMGAP00000000614
ENSTGUP00000002683	ENSMGAP00000010818
ENSTGUP00000012865	ENSMGAP00000013771
ENSTGUP00000007954	ENSMGAP00000003741
ENSTGUP00000009912	ENSMGAP00000008865
ENSTGUP00000000818	ENSMGAP00000006268
ENSTGUP00000005834	ENSMGAP00000017836
ENSTGUP00000017656	ENSMGAP00000000322
ENSTGUP00000000610	ENSMGAP00000006759
ENSTGUP00000000977	ENSMGAP00000001005
ENSTGUP00000010292	ENSMGAP00000011001
ENSTGUP00000000666	ENSMGAP00000003479
ENSTGUP00000000647	ENSMGAP00000003130
ENSTGUP00000002528	ENSMGAP00000003644
ENSTGUP00000000549	ENSMGAP00000000726
ENSTGUP00000009490	ENSMGAP00000008490
ENSTGUP00000008741	ENSMGAP00000009516
ENSTGUP00000002012	ENSMGAP00000001661
ENSTGUP00000015306	ENSMGAP00000010502
ENSTGUP00000001364	ENSMGAP00000016884
ENSTGUP00000006961	ENSMGAP00000015489
ENSTGUP00000002364	ENSMGAP00000004027
ENSTGUP00000011397	ENSMGAP00000013583
ENSTGUP00000013350	ENSMGAP00000016167
ENSTGUP00000004177	ENSMGAP00000006957
ENSTGUP00000007578	ENSMGAP00000007135
ENSTGUP00000007084	ENSMGAP00000005627
ENSTGUP00000005983	ENSMGAP00000007898
ENSTGUP00000000341	ENSMGAP00000007820
ENSTGUP00000002475	ENSMGAP00000000563
ENSTGUP00000016080	ENSMGAP00000006810
ENSTGUP00000004190	ENSMGAP00000006958
ENSTGUP00000000577	ENSMGAP00000011203
ENSTGUP00000006421	ENSMGAP00000010405
ENSTGUP00000017807	ENSMGAP00000005013
ENSTGUP00000009937	ENSMGAP00000009601
ENSTGUP00000004005	ENSMGAP00000005492
ENSTGUP00000005128	ENSMGAP00000005261
ENSTGUP00000004261	ENSMGAP00000007159
ENSTGUP00000009005	ENSMGAP00000009652
ENSTGUP00000008607	ENSMGAP00000008616
ENSTGUP00000005693	ENSMGAP00000002469
ENSTGUP00000008621	ENSMGAP00000006003
ENSTGUP00000000917	ENSMGAP00000001913
ENSTGUP00000004973	ENSMGAP00000001354
ENSTGUP00000000428	ENSMGAP00000006664
ENSTGUP00000002311	ENSMGAP00000003859
ENSTGUP00000004735	ENSMGAP00000006933
ENSTGUP00000002224	ENSMGAP00000004373
ENSTGUP00000007218	ENSMGAP00000008373
ENSTGUP00000013307	ENSMGAP00000014251
ENSTGUP00000006280	ENSMGAP00000006244
ENSTGUP00000008560	ENSMGAP00000005966
ENSTGUP00000009378	ENSMGAP00000011511
ENSTGUP00000013159	ENSMGAP00000014085
ENSTGUP00000004439	ENSMGAP00000005676
ENSTGUP00000010098	ENSMGAP00000012818
ENSTGUP00000011110	ENSMGAP00000011650
ENSTGUP00000003477	ENSMGAP00000002380
ENSTGUP00000017823	ENSMGAP00000009185
ENSTGUP00000004390	ENSMGAP00000011485
ENSTGUP00000009317	ENSMGAP00000008181
ENSTGUP00000007247	ENSMGAP00000003827
ENSTGUP00000010835	ENSMGAP00000013138
ENSTGUP00000010986	ENSMGAP00000013266
ENSTGUP00000012384	ENSMGAP00000013209
ENSTGUP00000011329	ENSMGAP00000011340
ENSTGUP00000011525	ENSMGAP00000013438
ENSTGUP00000007524	ENSMGAP00000006644
ENSTGUP00000007527	ENSMGAP00000016481
ENSTGUP00000009402	ENSMGAP00000001300
ENSTGUP00000003054	ENSMGAP00000011171
ENSTGUP00000017806	ENSMGAP00000004599
ENSTGUP00000006415	ENSMGAP00000010398
ENSTGUP00000009920	ENSMGAP00000009581
ENSTGUP00000012867	ENSMGAP00000014271
ENSTGUP00000001784	ENSMGAP00000018046
ENSTGUP00000018007	ENSMGAP00000016543
ENSTGUP00000011265	ENSMGAP00000016706
ENSTGUP00000004274	ENSMGAP00000016538
ENSTGUP00000003555	ENSMGAP00000016261
ENSTGUP00000010311	ENSMGAP00000012834
ENSTGUP00000009255	ENSMGAP00000009381
ENSTGUP00000002297	ENSMGAP00000004815
ENSTGUP00000006848	ENSMGAP00000006203
ENSTGUP00000010354	ENSMGAP00000008161
ENSTGUP00000009298	ENSMGAP00000009072
ENSTGUP00000010813	ENSMGAP00000013158
ENSTGUP00000011063	ENSMGAP00000018677
ENSTGUP00000008379	ENSMGAP00000002365
ENSTGUP00000013465	ENSMGAP00000014421
ENSTGUP00000010725	ENSMGAP00000012376
ENSTGUP00000002366	ENSMGAP00000004563
ENSTGUP00000011887	ENSMGAP00000012605
ENSTGUP00000012166	ENSMGAP00000018924
ENSTGUP00000003861	ENSMGAP00000005337
ENSTGUP00000012967	ENSMGAP00000014182
ENSTGUP00000007217	ENSMGAP00000006059
ENSTGUP00000004769	ENSMGAP00000008909
ENSTGUP00000005189	ENSMGAP00000009122
ENSTGUP00000017529	ENSMGAP00000006855
ENSTGUP00000002757	ENSMGAP00000000695
ENSTGUP00000005832	ENSMGAP00000011906
ENSTGUP00000002078	ENSMGAP00000018056
ENSTGUP00000000232	ENSMGAP00000017736
ENSTGUP00000006917	ENSMGAP00000015487
ENSTGUP00000003911	ENSMGAP00000001909
ENSTGUP00000012567	ENSMGAP00000015917
ENSTGUP00000012516	ENSMGAP00000015925
ENSTGUP00000012938	ENSMGAP00000014530
ENSTGUP00000003456	ENSMGAP00000001610
ENSTGUP00000006220	ENSMGAP00000008358
ENSTGUP00000008842	ENSMGAP00000018386
ENSTGUP00000012899	ENSMGAP00000015839
ENSTGUP00000009379	ENSMGAP00000013023
ENSTGUP00000010340	ENSMGAP00000010889
ENSTGUP00000010408	ENSMGAP00000010623
ENSTGUP00000000446	ENSMGAP00000006653
ENSTGUP00000005102	ENSMGAP00000002465
ENSTGUP00000002513	ENSMGAP00000005229
ENSTGUP00000006746	ENSMGAP00000004117
ENSTGUP00000006507	ENSMGAP00000003557
ENSTGUP00000002582	ENSMGAP00000005371
ENSTGUP00000006672	ENSMGAP00000004026
ENSTGUP00000002688	ENSMGAP00000005689
ENSTGUP00000002466	ENSMGAP00000010200
ENSTGUP00000001253	ENSMGAP00000007467
ENSTGUP00000001669	ENSMGAP00000000252
ENSTGUP00000008888	ENSMGAP00000008535
ENSTGUP00000003959	ENSMGAP00000007949
ENSTGUP00000010952	ENSMGAP00000015631
ENSTGUP00000015436	ENSMGAP00000004451
ENSTGUP00000003692	ENSMGAP00000011803
ENSTGUP00000004149	ENSMGAP00000012756
ENSTGUP00000006128	ENSMGAP00000008819
ENSTGUP00000007253	ENSMGAP00000018448
ENSTGUP00000007425	ENSMGAP00000003997
ENSTGUP00000011039	ENSMGAP00000006778
ENSTGUP00000008883	ENSMGAP00000007529
ENSTGUP00000010233	ENSMGAP00000008531
ENSTGUP00000006819	ENSMGAP00000009916
ENSTGUP00000007412	ENSMGAP00000006959
ENSTGUP00000006706	ENSMGAP00000000545
ENSTGUP00000007798	ENSMGAP00000004215
ENSTGUP00000011666	ENSMGAP00000013330
ENSTGUP00000005816	ENSMGAP00000011923
ENSTGUP00000005053	ENSMGAP00000012290
ENSTGUP00000011809	ENSMGAP00000016029
ENSTGUP00000005805	ENSMGAP00000005625
ENSTGUP00000009199	ENSMGAP00000004533
ENSTGUP00000013107	ENSMGAP00000014024
ENSTGUP00000016684	ENSMGAP00000002357
ENSTGUP00000013860	ENSMGAP00000015362
ENSTGUP00000002199	ENSMGAP00000003512
ENSTGUP00000009169	ENSMGAP00000015760
ENSTGUP00000010438	ENSMGAP00000008360
ENSTGUP00000004109	ENSMGAP00000012795
ENSTGUP00000003689	ENSMGAP00000011643
ENSTGUP00000012287	ENSMGAP00000013346
ENSTGUP00000000561	ENSMGAP00000004236
ENSTGUP00000012554	ENSMGAP00000013597
ENSTGUP00000003374	ENSMGAP00000009400
ENSTGUP00000006937	ENSMGAP00000001585
ENSTGUP00000003297	ENSMGAP00000018644
ENSTGUP00000013006	ENSMGAP00000013624
ENSTGUP00000005338	ENSMGAP00000003791
ENSTGUP00000017813	ENSMGAP00000004819
ENSTGUP00000013554	ENSMGAP00000016581
ENSTGUP00000006140	ENSMGAP00000010712
ENSTGUP00000006251	ENSMGAP00000017382
ENSTGUP00000007940	ENSMGAP00000010999
ENSTGUP00000013407	ENSMGAP00000014384
ENSTGUP00000007949	ENSMGAP00000011008
ENSTGUP00000012767	ENSMGAP00000016320
ENSTGUP00000002993	ENSMGAP00000009829
ENSTGUP00000012353	ENSMGAP00000013404
ENSTGUP00000002949	ENSMGAP00000003852
ENSTGUP00000015735	ENSMGAP00000006213
ENSTGUP00000005922	ENSMGAP00000001789
ENSTGUP00000011449	ENSMGAP00000013504
ENSTGUP00000001017	ENSMGAP00000000774
ENSTGUP00000007237	ENSMGAP00000019776
ENSTGUP00000008538	ENSMGAP00000001116
ENSTGUP00000005777	ENSMGAP00000001387
ENSTGUP00000001270	ENSMGAP00000000670
ENSTGUP00000004861	ENSMGAP00000001247
ENSTGUP00000012738	ENSMGAP00000013658
ENSTGUP00000005884	ENSMGAP00000005702
ENSTGUP00000005850	ENSMGAP00000005634
ENSTGUP00000002798	ENSMGAP00000010812
ENSTGUP00000005768	ENSMGAP00000015437
ENSTGUP00000000229	ENSMGAP00000003666
ENSTGUP00000002973	ENSMGAP00000007533
ENSTGUP00000001186	ENSMGAP00000007730
ENSTGUP00000005920	ENSMGAP00000001640
ENSTGUP00000011000	ENSMGAP00000013311
ENSTGUP00000000528	ENSMGAP00000000611
ENSTGUP00000013996	ENSMGAP00000015240
ENSTGUP00000006053	ENSMGAP00000006023
ENSTGUP00000011753	ENSMGAP00000012158
ENSTGUP00000002401	ENSMGAP00000017135
ENSTGUP00000007545	ENSMGAP00000007342
ENSTGUP00000010214	ENSMGAP00000016432
ENSTGUP00000004683	ENSMGAP00000003394
ENSTGUP00000005605	ENSMGAP00000004590
ENSTGUP00000002240	ENSMGAP00000003537
ENSTGUP00000009539	ENSMGAP00000007460
ENSTGUP00000005311	ENSMGAP00000003758
ENSTGUP00000012442	ENSMGAP00000012884
ENSTGUP00000013422	ENSMGAP00000019513
ENSTGUP00000018061	ENSMGAP00000016646
ENSTGUP00000001576	ENSMGAP00000007512
ENSTGUP00000012630	ENSMGAP00000014680
ENSTGUP00000010146	ENSMGAP00000019214
ENSTGUP00000001534	ENSMGAP00000004262
ENSTGUP00000001418	ENSMGAP00000009208
ENSTGUP00000006860	ENSMGAP00000006381
ENSTGUP00000006801	ENSMGAP00000006571
ENSTGUP00000002216	ENSMGAP00000004202
ENSTGUP00000004264	ENSMGAP00000007466
ENSTGUP00000001430	ENSMGAP00000004745
ENSTGUP00000012289	ENSMGAP00000014129
ENSTGUP00000012505	ENSMGAP00000015926
ENSTGUP00000011509	ENSMGAP00000010949
ENSTGUP00000012951	ENSMGAP00000014542
ENSTGUP00000005950	ENSMGAP00000003194
ENSTGUP00000013247	ENSMGAP00000014733
ENSTGUP00000001238	ENSMGAP00000007376
ENSTGUP00000004694	ENSMGAP00000007742
ENSTGUP00000007854	ENSMGAP00000003872
ENSTGUP00000007397	ENSMGAP00000010120
ENSTGUP00000004359	ENSMGAP00000011492
ENSTGUP00000004710	ENSMGAP00000019571
ENSTGUP00000001985	ENSMGAP00000011117
ENSTGUP00000013224	ENSMGAP00000014718
ENSTGUP00000017854	ENSMGAP00000016126
ENSTGUP00000018132	ENSMGAP00000019592
ENSTGUP00000003882	ENSMGAP00000006097
ENSTGUP00000015961	ENSMGAP00000003419
ENSTGUP00000001229	ENSMGAP00000008064
ENSTGUP00000005966	ENSMGAP00000001674
ENSTGUP00000008157	ENSMGAP00000016268
ENSTGUP00000005968	ENSMGAP00000018979
ENSTGUP00000001003	ENSMGAP00000016395
ENSTGUP00000005464	ENSMGAP00000017173
ENSTGUP00000011428	ENSMGAP00000016279
ENSTGUP00000007543	ENSMGAP00000016717
ENSTGUP00000016635	ENSMGAP00000000437
ENSTGUP00000009451	ENSMGAP00000011762
ENSTGUP00000000036	ENSMGAP00000000182
ENSTGUP00000002101	ENSMGAP00000002997
ENSTGUP00000005405	ENSMGAP00000005162
ENSTGUP00000007680	ENSMGAP00000010207
ENSTGUP00000013838	ENSMGAP00000015189
ENSTGUP00000000863	ENSMGAP00000000302
ENSTGUP00000012971	ENSMGAP00000013580
ENSTGUP00000008057	ENSMGAP00000003921
ENSTGUP00000008081	ENSMGAP00000003904
ENSTGUP00000006397	ENSMGAP00000000983
ENSTGUP00000010200	ENSMGAP00000017370
ENSTGUP00000018044	ENSMGAP00000015695
ENSTGUP00000010207	ENSMGAP00000015693
ENSTGUP00000003371	ENSMGAP00000008023
ENSTGUP00000007297	ENSMGAP00000015511
ENSTGUP00000010167	ENSMGAP00000015700
ENSTGUP00000000309	ENSMGAP00000018948
ENSTGUP00000000337	ENSMGAP00000001602
ENSTGUP00000007746	ENSMGAP00000001595
ENSTGUP00000007990	ENSMGAP00000011032
ENSTGUP00000000369	ENSMGAP00000002798
ENSTGUP00000003303	ENSMGAP00000000490
ENSTGUP00000000207	ENSMGAP00000002429
ENSTGUP00000001986	ENSMGAP00000001447
ENSTGUP00000011437	ENSMGAP00000004446
ENSTGUP00000007881	ENSMGAP00000010989
ENSTGUP00000006038	ENSMGAP00000001345
ENSTGUP00000006340	ENSMGAP00000006352
ENSTGUP00000009254	ENSMGAP00000007065
ENSTGUP00000009247	ENSMGAP00000007011
ENSTGUP00000007715	ENSMGAP00000004033
ENSTGUP00000003780	ENSMGAP00000010957
ENSTGUP00000006349	ENSMGAP00000011760
ENSTGUP00000002310	ENSMGAP00000005427
ENSTGUP00000002100	ENSMGAP00000004616
ENSTGUP00000006129	ENSMGAP00000006746
ENSTGUP00000013734	ENSMGAP00000014814
ENSTGUP00000004254	ENSMGAP00000002836
ENSTGUP00000005551	ENSMGAP00000001011
ENSTGUP00000005505	ENSMGAP00000003902
ENSTGUP00000012606	ENSMGAP00000013079
ENSTGUP00000010097	ENSMGAP00000008362
ENSTGUP00000000759	ENSMGAP00000005905
ENSTGUP00000011153	ENSMGAP00000010379
ENSTGUP00000012535	ENSMGAP00000015919
ENSTGUP00000013622	ENSMGAP00000015008
ENSTGUP00000007917	ENSMGAP00000005783
ENSTGUP00000012035	ENSMGAP00000016899
ENSTGUP00000005541	ENSMGAP00000004864
ENSTGUP00000008684	ENSMGAP00000015591
ENSTGUP00000006368	ENSMGAP00000002141
ENSTGUP00000004368	ENSMGAP00000009342
ENSTGUP00000002449	ENSMGAP00000006265
ENSTGUP00000003545	ENSMGAP00000002125
ENSTGUP00000015899	ENSMGAP00000017014
ENSTGUP00000003532	ENSMGAP00000002119
ENSTGUP00000009231	ENSMGAP00000011113
ENSTGUP00000012132	ENSMGAP00000012378
ENSTGUP00000005314	ENSMGAP00000002606
ENSTGUP00000004393	ENSMGAP00000011995
ENSTGUP00000003746	ENSMGAP00000007562
ENSTGUP00000007490	ENSMGAP00000008718
ENSTGUP00000011505	ENSMGAP00000013679
ENSTGUP00000001953	ENSMGAP00000002686
ENSTGUP00000007073	ENSMGAP00000010953
ENSTGUP00000013601	ENSMGAP00000014496
ENSTGUP00000013596	ENSMGAP00000014502
ENSTGUP00000001326	ENSMGAP00000000975
ENSTGUP00000005065	ENSMGAP00000003449
ENSTGUP00000009454	ENSMGAP00000009683
ENSTGUP00000006111	ENSMGAP00000001776
ENSTGUP00000011768	ENSMGAP00000012225
ENSTGUP00000003718	ENSMGAP00000001155
ENSTGUP00000006946	ENSMGAP00000008075
ENSTGUP00000001217	ENSMGAP00000008493
ENSTGUP00000009720	ENSMGAP00000019357
ENSTGUP00000015948	ENSMGAP00000005410
ENSTGUP00000009096	ENSMGAP00000007855
ENSTGUP00000009599	ENSMGAP00000008679
ENSTGUP00000001823	ENSMGAP00000000799
ENSTGUP00000010564	ENSMGAP00000010947
ENSTGUP00000003596	ENSMGAP00000005322
ENSTGUP00000009509	ENSMGAP00000012394
ENSTGUP00000009586	ENSMGAP00000010688
ENSTGUP00000016365	ENSMGAP00000010711
ENSTGUP00000013294	ENSMGAP00000016153
ENSTGUP00000011083	ENSMGAP00000013223
ENSTGUP00000008087	ENSMGAP00000007318
ENSTGUP00000008471	ENSMGAP00000015577
ENSTGUP00000005479	ENSMGAP00000007144
ENSTGUP00000013785	ENSMGAP00000015129
ENSTGUP00000001416	ENSMGAP00000009170
ENSTGUP00000011818	ENSMGAP00000013096
ENSTGUP00000011824	ENSMGAP00000013063
ENSTGUP00000012423	ENSMGAP00000014201
ENSTGUP00000004033	ENSMGAP00000012879
ENSTGUP00000004027	ENSMGAP00000012897
ENSTGUP00000011702	ENSMGAP00000013833
ENSTGUP00000012143	ENSMGAP00000014647
ENSTGUP00000012674	ENSMGAP00000013900
ENSTGUP00000017730	ENSMGAP00000011123
ENSTGUP00000006927	ENSMGAP00000006253
ENSTGUP00000005636	ENSMGAP00000002695
ENSTGUP00000010683	ENSMGAP00000013617
ENSTGUP00000005309	ENSMGAP00000002806
ENSTGUP00000011835	ENSMGAP00000013050
ENSTGUP00000006639	ENSMGAP00000005093
ENSTGUP00000004505	ENSMGAP00000003079
ENSTGUP00000016412	ENSMGAP00000009812
ENSTGUP00000000900	ENSMGAP00000005744
ENSTGUP00000005706	ENSMGAP00000004614
ENSTGUP00000007710	ENSMGAP00000007544
ENSTGUP00000000800	ENSMGAP00000006001
ENSTGUP00000006181	ENSMGAP00000003839
ENSTGUP00000003679	ENSMGAP00000002375
ENSTGUP00000009537	ENSMGAP00000008007
ENSTGUP00000009121	ENSMGAP00000006761
ENSTGUP00000012660	ENSMGAP00000015904
ENSTGUP00000010329	ENSMGAP00000008635
ENSTGUP00000011745	ENSMGAP00000011859
ENSTGUP00000008953	ENSMGAP00000000360
ENSTGUP00000005302	ENSMGAP00000000787
ENSTGUP00000000998	ENSMGAP00000018726
ENSTGUP00000006169	ENSMGAP00000019475
ENSTGUP00000006578	ENSMGAP00000004965
ENSTGUP00000005142	ENSMGAP00000001113
ENSTGUP00000010332	ENSMGAP00000012439
ENSTGUP00000000169	ENSMGAP00000007573
ENSTGUP00000007338	ENSMGAP00000000707
ENSTGUP00000002420	ENSMGAP00000002500
ENSTGUP00000001690	ENSMGAP00000009325
ENSTGUP00000017760	ENSMGAP00000002505
ENSTGUP00000008892	ENSMGAP00000006951
ENSTGUP00000012743	ENSMGAP00000014352
ENSTGUP00000003815	ENSMGAP00000017957
ENSTGUP00000011093	ENSMGAP00000010212
ENSTGUP00000003158	ENSMGAP00000014459
ENSTGUP00000011130	ENSMGAP00000011393
ENSTGUP00000011746	ENSMGAP00000016034
ENSTGUP00000002921	ENSMGAP00000009693
ENSTGUP00000012607	ENSMGAP00000013480
ENSTGUP00000016436	ENSMGAP00000017196
ENSTGUP00000011196	ENSMGAP00000006304
ENSTGUP00000004289	ENSMGAP00000007379
ENSTGUP00000004765	ENSMGAP00000018796
ENSTGUP00000001898	ENSMGAP00000012906
ENSTGUP00000016222	ENSMGAP00000004800
ENSTGUP00000003899	ENSMGAP00000002793
ENSTGUP00000009057	ENSMGAP00000015756
ENSTGUP00000007478	ENSMGAP00000011208
ENSTGUP00000002630	ENSMGAP00000003066
ENSTGUP00000003339	ENSMGAP00000011428
ENSTGUP00000010089	ENSMGAP00000009310
ENSTGUP00000008454	ENSMGAP00000009150
ENSTGUP00000012682	ENSMGAP00000015897
ENSTGUP00000003569	ENSMGAP00000015138
ENSTGUP00000003289	ENSMGAP00000001764
ENSTGUP00000003860	ENSMGAP00000009604
ENSTGUP00000007431	ENSMGAP00000004701
ENSTGUP00000001067	ENSMGAP00000006515
ENSTGUP00000006984	ENSMGAP00000008031
ENSTGUP00000008796	ENSMGAP00000011259
ENSTGUP00000013786	ENSMGAP00000017035
ENSTGUP00000006915	ENSMGAP00000008002
ENSTGUP00000000397	ENSMGAP00000003069
ENSTGUP00000005591	ENSMGAP00000012021
ENSTGUP00000016735	ENSMGAP00000009535
ENSTGUP00000011574	ENSMGAP00000011091
ENSTGUP00000011512	ENSMGAP00000011555
ENSTGUP00000000185	ENSMGAP00000002477
ENSTGUP00000010605	ENSMGAP00000014261
ENSTGUP00000008902	ENSMGAP00000001119
