ENSACAP00000005936	ENSCAFP00000014731
ENSACAP00000003386	ENSCAFP00000017686
ENSACAP00000020424	ENSCAFP00000034428
ENSACAP00000022497	ENSCAFP00000007882
ENSACAP00000023323	ENSCAFP00000038953
ENSACAP00000019406	ENSCAFP00000042265
ENSACAP00000021850	ENSCAFP00000031875
ENSACAP00000008870	ENSCAFP00000030722
ENSACAP00000001412	ENSCAFP00000039646
ENSACAP00000000774	ENSCAFP00000038314
ENSACAP00000022843	ENSCAFP00000042055
ENSACAP00000022384	ENSCAFP00000042198
ENSACAP00000008738	ENSCAFP00000028167
ENSACAP00000015863	ENSCAFP00000024823
ENSACAP00000017297	ENSCAFP00000005264
ENSACAP00000006421	ENSCAFP00000000319
ENSACAP00000006782	ENSCAFP00000012053
ENSACAP00000003595	ENSCAFP00000008732
ENSACAP00000003587	ENSCAFP00000008735
ENSACAP00000009664	ENSCAFP00000007926
ENSACAP00000016758	ENSCAFP00000010544
ENSACAP00000011417	ENSCAFP00000028542
ENSACAP00000007052	ENSCAFP00000017718
ENSACAP00000006247	ENSCAFP00000024820
ENSACAP00000021429	ENSCAFP00000030596
ENSACAP00000016738	ENSCAFP00000025160
ENSACAP00000007246	ENSCAFP00000030081
ENSACAP00000005189	ENSCAFP00000019242
ENSACAP00000014538	ENSCAFP00000004587
ENSACAP00000007758	ENSCAFP00000000126
ENSACAP00000012860	ENSCAFP00000000251
ENSACAP00000003012	ENSCAFP00000010166
ENSACAP00000017557	ENSCAFP00000040695
ENSACAP00000020030	ENSCAFP00000005732
ENSACAP00000004732	ENSCAFP00000020893
ENSACAP00000012639	ENSCAFP00000030106
ENSACAP00000017209	ENSCAFP00000028441
ENSACAP00000001087	ENSCAFP00000004418
ENSACAP00000015778	ENSCAFP00000026216
ENSACAP00000002981	ENSCAFP00000029624
ENSACAP00000016247	ENSCAFP00000003210
ENSACAP00000012587	ENSCAFP00000014987
ENSACAP00000001380	ENSCAFP00000019275
ENSACAP00000005779	ENSCAFP00000014920
ENSACAP00000009222	ENSCAFP00000014791
ENSACAP00000012842	ENSCAFP00000029282
ENSACAP00000002758	ENSCAFP00000002332
ENSACAP00000002815	ENSCAFP00000040965
ENSACAP00000008084	ENSCAFP00000012918
ENSACAP00000001219	ENSCAFP00000032857
ENSACAP00000005504	ENSCAFP00000006584
ENSACAP00000003784	ENSCAFP00000024302
ENSACAP00000015551	ENSCAFP00000011074
ENSACAP00000008186	ENSCAFP00000025201
ENSACAP00000001126	ENSCAFP00000007987
ENSACAP00000006250	ENSCAFP00000024284
ENSACAP00000001700	ENSCAFP00000007507
ENSACAP00000007161	ENSCAFP00000023845
ENSACAP00000000124	ENSCAFP00000005062
ENSACAP00000000813	ENSCAFP00000002735
ENSACAP00000003002	ENSCAFP00000032690
ENSACAP00000008991	ENSCAFP00000000902
ENSACAP00000005412	ENSCAFP00000019432
ENSACAP00000006673	ENSCAFP00000024720
ENSACAP00000000495	ENSCAFP00000035694
ENSACAP00000016579	ENSCAFP00000018470
ENSACAP00000013949	ENSCAFP00000003893
ENSACAP00000016793	ENSCAFP00000019415
ENSACAP00000000554	ENSCAFP00000010330
ENSACAP00000006666	ENSCAFP00000024724
ENSACAP00000011158	ENSCAFP00000013259
ENSACAP00000007452	ENSCAFP00000020590
ENSACAP00000015488	ENSCAFP00000012653
ENSACAP00000010597	ENSCAFP00000012176
ENSACAP00000009201	ENSCAFP00000000924
ENSACAP00000015496	ENSCAFP00000002804
ENSACAP00000012274	ENSCAFP00000020828
ENSACAP00000005043	ENSCAFP00000031132
ENSACAP00000001050	ENSCAFP00000005466
ENSACAP00000009583	ENSCAFP00000019956
ENSACAP00000014030	ENSCAFP00000010143
ENSACAP00000002633	ENSCAFP00000006553
ENSACAP00000017399	ENSCAFP00000035350
ENSACAP00000015499	ENSCAFP00000012270
ENSACAP00000003003	ENSCAFP00000013604
ENSACAP00000011744	ENSCAFP00000010325
ENSACAP00000004571	ENSCAFP00000014934
ENSACAP00000004495	ENSCAFP00000007198
ENSACAP00000013810	ENSCAFP00000025787
ENSACAP00000011834	ENSCAFP00000024893
ENSACAP00000005727	ENSCAFP00000005956
ENSACAP00000008737	ENSCAFP00000026942
ENSACAP00000017991	ENSCAFP00000017091
ENSACAP00000014248	ENSCAFP00000042514
ENSACAP00000001866	ENSCAFP00000036356
ENSACAP00000011666	ENSCAFP00000027540
ENSACAP00000013485	ENSCAFP00000000382
ENSACAP00000012708	ENSCAFP00000029295
ENSACAP00000002055	ENSCAFP00000022964
ENSACAP00000006950	ENSCAFP00000018702
ENSACAP00000014774	ENSCAFP00000037819
ENSACAP00000014083	ENSCAFP00000024957
ENSACAP00000007344	ENSCAFP00000020554
ENSACAP00000015450	ENSCAFP00000015029
ENSACAP00000006129	ENSCAFP00000016403
ENSACAP00000013451	ENSCAFP00000030939
ENSACAP00000004788	ENSCAFP00000007330
ENSACAP00000012638	ENSCAFP00000008703
ENSACAP00000016216	ENSCAFP00000039226
ENSACAP00000021700	ENSCAFP00000022852
ENSACAP00000019438	ENSCAFP00000023166
ENSACAP00000021356	ENSCAFP00000027086
ENSACAP00000019737	ENSCAFP00000012075
ENSACAP00000005038	ENSCAFP00000007725
ENSACAP00000008435	ENSCAFP00000012799
ENSACAP00000001251	ENSCAFP00000016686
ENSACAP00000003900	ENSCAFP00000003817
ENSACAP00000006356	ENSCAFP00000023082
ENSACAP00000016669	ENSCAFP00000024045
ENSACAP00000001517	ENSCAFP00000029996
ENSACAP00000011751	ENSCAFP00000017965
ENSACAP00000017840	ENSCAFP00000004448
ENSACAP00000009989	ENSCAFP00000015076
ENSACAP00000009399	ENSCAFP00000018143
ENSACAP00000013999	ENSCAFP00000014604
ENSACAP00000010472	ENSCAFP00000001538
ENSACAP00000011684	ENSCAFP00000006376
ENSACAP00000016693	ENSCAFP00000012587
ENSACAP00000016732	ENSCAFP00000012533
ENSACAP00000010864	ENSCAFP00000039998
ENSACAP00000009768	ENSCAFP00000016046
ENSACAP00000005469	ENSCAFP00000024862
ENSACAP00000010166	ENSCAFP00000019240
ENSACAP00000014200	ENSCAFP00000003251
ENSACAP00000016683	ENSCAFP00000025569
ENSACAP00000017258	ENSCAFP00000002457
ENSACAP00000004410	ENSCAFP00000005850
ENSACAP00000011766	ENSCAFP00000014080
ENSACAP00000004158	ENSCAFP00000026020
ENSACAP00000020028	ENSCAFP00000011549
ENSACAP00000007675	ENSCAFP00000013594
ENSACAP00000013913	ENSCAFP00000007356
ENSACAP00000012259	ENSCAFP00000013487
ENSACAP00000006759	ENSCAFP00000026389
ENSACAP00000001408	ENSCAFP00000017839
ENSACAP00000005171	ENSCAFP00000024360
ENSACAP00000007138	ENSCAFP00000007948
ENSACAP00000011767	ENSCAFP00000011496
ENSACAP00000002579	ENSCAFP00000016497
ENSACAP00000002227	ENSCAFP00000003636
ENSACAP00000007574	ENSCAFP00000008818
ENSACAP00000004866	ENSCAFP00000041741
ENSACAP00000007033	ENSCAFP00000019519
ENSACAP00000008270	ENSCAFP00000015579
ENSACAP00000004096	ENSCAFP00000034580
ENSACAP00000017931	ENSCAFP00000039762
ENSACAP00000017694	ENSCAFP00000010344
ENSACAP00000006197	ENSCAFP00000038171
ENSACAP00000019417	ENSCAFP00000040452
ENSACAP00000004123	ENSCAFP00000015596
ENSACAP00000006222	ENSCAFP00000023602
ENSACAP00000007284	ENSCAFP00000005359
ENSACAP00000009324	ENSCAFP00000010440
ENSACAP00000008010	ENSCAFP00000019282
ENSACAP00000008173	ENSCAFP00000005623
ENSACAP00000003509	ENSCAFP00000005078
ENSACAP00000014651	ENSCAFP00000021576
ENSACAP00000012766	ENSCAFP00000004023
ENSACAP00000005184	ENSCAFP00000023565
ENSACAP00000004816	ENSCAFP00000029441
ENSACAP00000007548	ENSCAFP00000021376
ENSACAP00000014976	ENSCAFP00000025052
ENSACAP00000016274	ENSCAFP00000022837
ENSACAP00000005526	ENSCAFP00000023989
ENSACAP00000003874	ENSCAFP00000001218
ENSACAP00000021397	ENSCAFP00000029498
ENSACAP00000021621	ENSCAFP00000029496
ENSACAP00000022424	ENSCAFP00000019343
ENSACAP00000007290	ENSCAFP00000041322
ENSACAP00000015668	ENSCAFP00000024965
ENSACAP00000009340	ENSCAFP00000005967
ENSACAP00000019721	ENSCAFP00000002391
ENSACAP00000007871	ENSCAFP00000020261
ENSACAP00000001204	ENSCAFP00000020254
ENSACAP00000007694	ENSCAFP00000006480
ENSACAP00000007634	ENSCAFP00000017381
ENSACAP00000007399	ENSCAFP00000005777
ENSACAP00000020289	ENSCAFP00000023135
ENSACAP00000016102	ENSCAFP00000028358
ENSACAP00000011362	ENSCAFP00000018802
ENSACAP00000004309	ENSCAFP00000020823
ENSACAP00000003051	ENSCAFP00000002357
ENSACAP00000015755	ENSCAFP00000015750
ENSACAP00000015121	ENSCAFP00000010076
ENSACAP00000014539	ENSCAFP00000011293
ENSACAP00000006049	ENSCAFP00000023556
ENSACAP00000014876	ENSCAFP00000009558
ENSACAP00000010476	ENSCAFP00000009233
ENSACAP00000013259	ENSCAFP00000005988
ENSACAP00000016093	ENSCAFP00000014533
ENSACAP00000013947	ENSCAFP00000033568
ENSACAP00000008535	ENSCAFP00000000229
ENSACAP00000007305	ENSCAFP00000023442
ENSACAP00000004747	ENSCAFP00000025280
ENSACAP00000004782	ENSCAFP00000025265
ENSACAP00000000006	ENSCAFP00000037299
ENSACAP00000004507	ENSCAFP00000011789
ENSACAP00000000366	ENSCAFP00000016381
ENSACAP00000002023	ENSCAFP00000011732
ENSACAP00000011606	ENSCAFP00000028634
ENSACAP00000001648	ENSCAFP00000009401
ENSACAP00000013579	ENSCAFP00000014626
ENSACAP00000015244	ENSCAFP00000042197
ENSACAP00000009168	ENSCAFP00000022775
ENSACAP00000007017	ENSCAFP00000000667
ENSACAP00000003344	ENSCAFP00000014291
ENSACAP00000002029	ENSCAFP00000022361
ENSACAP00000009764	ENSCAFP00000014870
ENSACAP00000014212	ENSCAFP00000013865
ENSACAP00000021826	ENSCAFP00000036342
ENSACAP00000017199	ENSCAFP00000005527
ENSACAP00000001490	ENSCAFP00000028433
ENSACAP00000002906	ENSCAFP00000023858
ENSACAP00000011258	ENSCAFP00000034379
ENSACAP00000009133	ENSCAFP00000008570
ENSACAP00000006765	ENSCAFP00000010479
ENSACAP00000002380	ENSCAFP00000030948
ENSACAP00000022004	ENSCAFP00000001880
ENSACAP00000002780	ENSCAFP00000023799
ENSACAP00000011193	ENSCAFP00000008613
ENSACAP00000004116	ENSCAFP00000019006
ENSACAP00000015648	ENSCAFP00000024559
ENSACAP00000002908	ENSCAFP00000012970
ENSACAP00000012374	ENSCAFP00000004950
ENSACAP00000001463	ENSCAFP00000013438
ENSACAP00000013307	ENSCAFP00000013418
ENSACAP00000003240	ENSCAFP00000014220
ENSACAP00000012155	ENSCAFP00000010196
ENSACAP00000011118	ENSCAFP00000023255
ENSACAP00000017712	ENSCAFP00000028046
ENSACAP00000022283	ENSCAFP00000023057
ENSACAP00000000877	ENSCAFP00000028151
ENSACAP00000002620	ENSCAFP00000007721
ENSACAP00000005522	ENSCAFP00000006616
ENSACAP00000004853	ENSCAFP00000004053
ENSACAP00000008307	ENSCAFP00000006369
ENSACAP00000016665	ENSCAFP00000031628
ENSACAP00000002922	ENSCAFP00000008792
ENSACAP00000001454	ENSCAFP00000021460
ENSACAP00000014034	ENSCAFP00000013316
ENSACAP00000002534	ENSCAFP00000008698
ENSACAP00000017339	ENSCAFP00000018473
ENSACAP00000011775	ENSCAFP00000028689
ENSACAP00000004224	ENSCAFP00000012868
ENSACAP00000002595	ENSCAFP00000021853
ENSACAP00000007172	ENSCAFP00000020523
ENSACAP00000005163	ENSCAFP00000035600
ENSACAP00000004807	ENSCAFP00000029463
ENSACAP00000004807	ENSCAFP00000029951
ENSACAP00000000602	ENSCAFP00000003249
ENSACAP00000015905	ENSCAFP00000015011
ENSACAP00000004799	ENSCAFP00000017172
ENSACAP00000009072	ENSCAFP00000016153
ENSACAP00000007684	ENSCAFP00000008773
ENSACAP00000010822	ENSCAFP00000023077
ENSACAP00000014746	ENSCAFP00000041488
ENSACAP00000018943	ENSCAFP00000042357
ENSACAP00000010172	ENSCAFP00000017900
ENSACAP00000010981	ENSCAFP00000007681
ENSACAP00000014423	ENSCAFP00000003190
ENSACAP00000004995	ENSCAFP00000037285
ENSACAP00000015892	ENSCAFP00000019056
ENSACAP00000005005	ENSCAFP00000024978
ENSACAP00000015883	ENSCAFP00000031627
ENSACAP00000014450	ENSCAFP00000003194
ENSACAP00000012195	ENSCAFP00000006021
ENSACAP00000019963	ENSCAFP00000019074
ENSACAP00000016682	ENSCAFP00000029535
ENSACAP00000012000	ENSCAFP00000020505
ENSACAP00000008523	ENSCAFP00000027127
ENSACAP00000011762	ENSCAFP00000012903
ENSACAP00000011520	ENSCAFP00000005937
ENSACAP00000008770	ENSCAFP00000032817
ENSACAP00000017713	ENSCAFP00000010452
ENSACAP00000011257	ENSCAFP00000011788
ENSACAP00000007439	ENSCAFP00000011844
ENSACAP00000003680	ENSCAFP00000025403
ENSACAP00000021861	ENSCAFP00000017342
ENSACAP00000002408	ENSCAFP00000037748
ENSACAP00000000514	ENSCAFP00000027015
ENSACAP00000006642	ENSCAFP00000040017
ENSACAP00000014564	ENSCAFP00000015467
ENSACAP00000011710	ENSCAFP00000014485
ENSACAP00000006699	ENSCAFP00000014484
ENSACAP00000008221	ENSCAFP00000003341
ENSACAP00000007241	ENSCAFP00000019741
ENSACAP00000020694	ENSCAFP00000038212
ENSACAP00000016448	ENSCAFP00000019532
ENSACAP00000002343	ENSCAFP00000016144
ENSACAP00000015961	ENSCAFP00000041144
ENSACAP00000012681	ENSCAFP00000027857
ENSACAP00000005100	ENSCAFP00000022085
ENSACAP00000002141	ENSCAFP00000007288
ENSACAP00000008918	ENSCAFP00000019924
ENSACAP00000006003	ENSCAFP00000007033
ENSACAP00000003368	ENSCAFP00000017668
ENSACAP00000007386	ENSCAFP00000007367
ENSACAP00000016645	ENSCAFP00000025654
ENSACAP00000003538	ENSCAFP00000001375
ENSACAP00000019889	ENSCAFP00000041460
ENSACAP00000016031	ENSCAFP00000029435
ENSACAP00000001604	ENSCAFP00000021080
ENSACAP00000010635	ENSCAFP00000036827
ENSACAP00000015378	ENSCAFP00000020729
ENSACAP00000002714	ENSCAFP00000039427
ENSACAP00000001308	ENSCAFP00000019696
ENSACAP00000003978	ENSCAFP00000039091
ENSACAP00000011037	ENSCAFP00000035391
ENSACAP00000009402	ENSCAFP00000040052
ENSACAP00000012242	ENSCAFP00000039411
ENSACAP00000003515	ENSCAFP00000038205
ENSACAP00000010750	ENSCAFP00000035955
ENSACAP00000014660	ENSCAFP00000040393
ENSACAP00000003124	ENSCAFP00000040886
ENSACAP00000007217	ENSCAFP00000003681
ENSACAP00000003101	ENSCAFP00000010560
ENSACAP00000002352	ENSCAFP00000020166
ENSACAP00000011860	ENSCAFP00000037106
ENSACAP00000001850	ENSCAFP00000040974
ENSACAP00000001911	ENSCAFP00000043079
ENSACAP00000023471	ENSCAFP00000008283
ENSACAP00000001833	ENSCAFP00000022935
ENSACAP00000020909	ENSCAFP00000003885
ENSACAP00000012781	ENSCAFP00000001014
ENSACAP00000009488	ENSCAFP00000027065
ENSACAP00000009170	ENSCAFP00000026307
ENSACAP00000006560	ENSCAFP00000014835
ENSACAP00000016697	ENSCAFP00000027371
ENSACAP00000015047	ENSCAFP00000024489
ENSACAP00000008821	ENSCAFP00000028283
ENSACAP00000015080	ENSCAFP00000000227
ENSACAP00000016139	ENSCAFP00000027140
ENSACAP00000008561	ENSCAFP00000004673
ENSACAP00000005559	ENSCAFP00000008152
ENSACAP00000015353	ENSCAFP00000025294
ENSACAP00000002270	ENSCAFP00000012536
ENSACAP00000005723	ENSCAFP00000019023
ENSACAP00000005486	ENSCAFP00000008128
ENSACAP00000010749	ENSCAFP00000016661
ENSACAP00000014570	ENSCAFP00000023282
ENSACAP00000010870	ENSCAFP00000016617
ENSACAP00000005260	ENSCAFP00000019569
ENSACAP00000006920	ENSCAFP00000033083
ENSACAP00000009045	ENSCAFP00000038650
ENSACAP00000008451	ENSCAFP00000006313
ENSACAP00000007321	ENSCAFP00000036233
ENSACAP00000003044	ENSCAFP00000008184
ENSACAP00000013395	ENSCAFP00000009426
ENSACAP00000013658	ENSCAFP00000005925
ENSACAP00000009637	ENSCAFP00000024556
ENSACAP00000010756	ENSCAFP00000024388
ENSACAP00000000639	ENSCAFP00000021435
ENSACAP00000001439	ENSCAFP00000019094
ENSACAP00000009701	ENSCAFP00000001437
ENSACAP00000011838	ENSCAFP00000002591
ENSACAP00000011144	ENSCAFP00000007771
ENSACAP00000000583	ENSCAFP00000028276
ENSACAP00000004002	ENSCAFP00000001415
ENSACAP00000011873	ENSCAFP00000031035
ENSACAP00000012209	ENSCAFP00000012720
ENSACAP00000010469	ENSCAFP00000026508
ENSACAP00000012693	ENSCAFP00000006170
ENSACAP00000010048	ENSCAFP00000030525
ENSACAP00000009624	ENSCAFP00000004907
ENSACAP00000006201	ENSCAFP00000013001
ENSACAP00000000078	ENSCAFP00000022814
ENSACAP00000005853	ENSCAFP00000030572
ENSACAP00000016570	ENSCAFP00000013863
ENSACAP00000013061	ENSCAFP00000012184
ENSACAP00000012023	ENSCAFP00000006818
ENSACAP00000012672	ENSCAFP00000009377
ENSACAP00000021759	ENSCAFP00000001304
ENSACAP00000007838	ENSCAFP00000029376
ENSACAP00000000680	ENSCAFP00000007194
ENSACAP00000004058	ENSCAFP00000015602
ENSACAP00000022602	ENSCAFP00000039218
ENSACAP00000012862	ENSCAFP00000010312
ENSACAP00000013980	ENSCAFP00000014900
ENSACAP00000004617	ENSCAFP00000022360
ENSACAP00000016295	ENSCAFP00000033818
ENSACAP00000004586	ENSCAFP00000019713
ENSACAP00000015510	ENSCAFP00000042935
ENSACAP00000006779	ENSCAFP00000020424
ENSACAP00000020514	ENSCAFP00000009381
ENSACAP00000005628	ENSCAFP00000037192
ENSACAP00000014356	ENSCAFP00000028031
ENSACAP00000003746	ENSCAFP00000013434
ENSACAP00000004048	ENSCAFP00000009983
ENSACAP00000023081	ENSCAFP00000008337
ENSACAP00000009792	ENSCAFP00000020539
ENSACAP00000002423	ENSCAFP00000036885
ENSACAP00000007175	ENSCAFP00000042816
ENSACAP00000005085	ENSCAFP00000004886
ENSACAP00000020123	ENSCAFP00000008934
ENSACAP00000011248	ENSCAFP00000026684
ENSACAP00000010490	ENSCAFP00000036307
ENSACAP00000000690	ENSCAFP00000010101
ENSACAP00000011819	ENSCAFP00000004396
ENSACAP00000018101	ENSCAFP00000028255
ENSACAP00000006477	ENSCAFP00000035274
ENSACAP00000011044	ENSCAFP00000009581
ENSACAP00000009986	ENSCAFP00000036190
ENSACAP00000002573	ENSCAFP00000012585
ENSACAP00000017681	ENSCAFP00000022965
ENSACAP00000000018	ENSCAFP00000008722
ENSACAP00000020223	ENSCAFP00000035370
ENSACAP00000001459	ENSCAFP00000037889
ENSACAP00000015887	ENSCAFP00000036186
ENSACAP00000007016	ENSCAFP00000042974
ENSACAP00000013675	ENSCAFP00000029177
ENSACAP00000011040	ENSCAFP00000027323
ENSACAP00000009856	ENSCAFP00000014141
ENSACAP00000017071	ENSCAFP00000017109
ENSACAP00000012622	ENSCAFP00000012704
ENSACAP00000017700	ENSCAFP00000006514
ENSACAP00000006295	ENSCAFP00000037654
ENSACAP00000021099	ENSCAFP00000009215
ENSACAP00000005969	ENSCAFP00000028989
ENSACAP00000015004	ENSCAFP00000002067
ENSACAP00000008573	ENSCAFP00000006510
ENSACAP00000009270	ENSCAFP00000015987
ENSACAP00000009247	ENSCAFP00000019453
ENSACAP00000003876	ENSCAFP00000004327
ENSACAP00000002050	ENSCAFP00000020141
ENSACAP00000012455	ENSCAFP00000006571
ENSACAP00000014380	ENSCAFP00000001150
ENSACAP00000015557	ENSCAFP00000001290
ENSACAP00000002011	ENSCAFP00000001853
ENSACAP00000009631	ENSCAFP00000010563
ENSACAP00000017481	ENSCAFP00000028804
ENSACAP00000002537	ENSCAFP00000019884
ENSACAP00000016291	ENSCAFP00000024933
ENSACAP00000003792	ENSCAFP00000007657
ENSACAP00000018709	ENSCAFP00000033756
ENSACAP00000012869	ENSCAFP00000032994
ENSACAP00000005590	ENSCAFP00000004599
ENSACAP00000007465	ENSCAFP00000017382
ENSACAP00000008079	ENSCAFP00000015506
ENSACAP00000001478	ENSCAFP00000017207
ENSACAP00000007163	ENSCAFP00000021137
ENSACAP00000013447	ENSCAFP00000011512
ENSACAP00000020332	ENSCAFP00000038966
ENSACAP00000020802	ENSCAFP00000005157
ENSACAP00000012027	ENSCAFP00000011537
ENSACAP00000009425	ENSCAFP00000022885
ENSACAP00000003345	ENSCAFP00000007342
ENSACAP00000003350	ENSCAFP00000041982
ENSACAP00000014778	ENSCAFP00000029273
ENSACAP00000008388	ENSCAFP00000035913
ENSACAP00000001808	ENSCAFP00000017733
ENSACAP00000013930	ENSCAFP00000020856
ENSACAP00000000603	ENSCAFP00000025802
ENSACAP00000013382	ENSCAFP00000006063
ENSACAP00000021533	ENSCAFP00000028235
ENSACAP00000002172	ENSCAFP00000010517
ENSACAP00000006281	ENSCAFP00000010284
ENSACAP00000002657	ENSCAFP00000015199
ENSACAP00000007704	ENSCAFP00000027900
ENSACAP00000020998	ENSCAFP00000017132
ENSACAP00000008996	ENSCAFP00000011162
ENSACAP00000012927	ENSCAFP00000037548
ENSACAP00000001513	ENSCAFP00000033641
ENSACAP00000004820	ENSCAFP00000012846
ENSACAP00000004547	ENSCAFP00000005448
ENSACAP00000004011	ENSCAFP00000001133
ENSACAP00000004916	ENSCAFP00000002116
ENSACAP00000008154	ENSCAFP00000027836
ENSACAP00000013915	ENSCAFP00000007648
ENSACAP00000002212	ENSCAFP00000010662
ENSACAP00000006380	ENSCAFP00000016627
ENSACAP00000003239	ENSCAFP00000027527
ENSACAP00000010467	ENSCAFP00000001549
ENSACAP00000001414	ENSCAFP00000017096
ENSACAP00000010624	ENSCAFP00000009931
ENSACAP00000010103	ENSCAFP00000004401
ENSACAP00000007113	ENSCAFP00000019793
ENSACAP00000010636	ENSCAFP00000009922
ENSACAP00000017636	ENSCAFP00000019805
ENSACAP00000020621	ENSCAFP00000004395
ENSACAP00000017633	ENSCAFP00000043048
ENSACAP00000007125	ENSCAFP00000004393
ENSACAP00000006259	ENSCAFP00000024808
ENSACAP00000010093	ENSCAFP00000004403
ENSACAP00000006249	ENSCAFP00000024813
ENSACAP00000010617	ENSCAFP00000009935
ENSACAP00000006611	ENSCAFP00000024791
ENSACAP00000013429	ENSCAFP00000014814
ENSACAP00000014246	ENSCAFP00000039017
ENSACAP00000003645	ENSCAFP00000015046
ENSACAP00000006006	ENSCAFP00000024859
ENSACAP00000006725	ENSCAFP00000011414
ENSACAP00000006941	ENSCAFP00000024693
ENSACAP00000001998	ENSCAFP00000039473
ENSACAP00000016775	ENSCAFP00000004781
ENSACAP00000005292	ENSCAFP00000006474
ENSACAP00000019249	ENSCAFP00000007564
ENSACAP00000008059	ENSCAFP00000016483
ENSACAP00000012460	ENSCAFP00000012520
ENSACAP00000001630	ENSCAFP00000009185
ENSACAP00000016057	ENSCAFP00000032514
ENSACAP00000016619	ENSCAFP00000025070
ENSACAP00000014639	ENSCAFP00000029997
ENSACAP00000013590	ENSCAFP00000008464
ENSACAP00000015559	ENSCAFP00000011343
ENSACAP00000000520	ENSCAFP00000021545
ENSACAP00000002282	ENSCAFP00000017490
ENSACAP00000007804	ENSCAFP00000000313
ENSACAP00000008379	ENSCAFP00000004089
ENSACAP00000001249	ENSCAFP00000017016
ENSACAP00000017523	ENSCAFP00000018658
ENSACAP00000013549	ENSCAFP00000006395
ENSACAP00000007041	ENSCAFP00000042145
ENSACAP00000010076	ENSCAFP00000010444
ENSACAP00000007808	ENSCAFP00000013643
ENSACAP00000008135	ENSCAFP00000013685
ENSACAP00000018375	ENSCAFP00000016280
ENSACAP00000011583	ENSCAFP00000043168
ENSACAP00000013117	ENSCAFP00000025551
ENSACAP00000009602	ENSCAFP00000025872
ENSACAP00000009228	ENSCAFP00000025727
ENSACAP00000017391	ENSCAFP00000025554
ENSACAP00000007024	ENSCAFP00000027442
ENSACAP00000016238	ENSCAFP00000002455
ENSACAP00000012512	ENSCAFP00000022286
ENSACAP00000007686	ENSCAFP00000015037
ENSACAP00000008053	ENSCAFP00000011657
ENSACAP00000015477	ENSCAFP00000021719
ENSACAP00000008070	ENSCAFP00000027985
ENSACAP00000000345	ENSCAFP00000028006
ENSACAP00000016023	ENSCAFP00000028053
ENSACAP00000015886	ENSCAFP00000028088
ENSACAP00000011286	ENSCAFP00000000122
ENSACAP00000009732	ENSCAFP00000027066
ENSACAP00000001168	ENSCAFP00000029955
ENSACAP00000017850	ENSCAFP00000029954
ENSACAP00000003643	ENSCAFP00000029675
ENSACAP00000021352	ENSCAFP00000029956
ENSACAP00000014960	ENSCAFP00000030296
ENSACAP00000014801	ENSCAFP00000030306
ENSACAP00000015688	ENSCAFP00000028112
ENSACAP00000015857	ENSCAFP00000011198
ENSACAP00000010996	ENSCAFP00000037117
ENSACAP00000007014	ENSCAFP00000016783
ENSACAP00000012848	ENSCAFP00000000060
ENSACAP00000012543	ENSCAFP00000000059
ENSACAP00000000694	ENSCAFP00000030279
ENSACAP00000015374	ENSCAFP00000002858
ENSACAP00000016424	ENSCAFP00000006853
ENSACAP00000016421	ENSCAFP00000003352
ENSACAP00000009784	ENSCAFP00000035025
ENSACAP00000000249	ENSCAFP00000009245
ENSACAP00000015141	ENSCAFP00000027094
ENSACAP00000015524	ENSCAFP00000027104
ENSACAP00000011994	ENSCAFP00000024584
ENSACAP00000008547	ENSCAFP00000030616
ENSACAP00000014728	ENSCAFP00000024596
ENSACAP00000010669	ENSCAFP00000023019
ENSACAP00000010372	ENSCAFP00000000267
ENSACAP00000016747	ENSCAFP00000023983
ENSACAP00000013901	ENSCAFP00000034034
ENSACAP00000006329	ENSCAFP00000008323
ENSACAP00000016435	ENSCAFP00000035410
ENSACAP00000005667	ENSCAFP00000006139
ENSACAP00000013275	ENSCAFP00000022429
ENSACAP00000023452	ENSCAFP00000014729
ENSACAP00000004305	ENSCAFP00000019598
ENSACAP00000011637	ENSCAFP00000009168
ENSACAP00000008975	ENSCAFP00000028377
ENSACAP00000011877	ENSCAFP00000027999
ENSACAP00000014978	ENSCAFP00000040531
ENSACAP00000002500	ENSCAFP00000041218
ENSACAP00000015719	ENSCAFP00000031099
ENSACAP00000010532	ENSCAFP00000027408
ENSACAP00000012107	ENSCAFP00000022164
ENSACAP00000001824	ENSCAFP00000016655
ENSACAP00000022168	ENSCAFP00000026984
ENSACAP00000017534	ENSCAFP00000006762
ENSACAP00000001525	ENSCAFP00000019557
ENSACAP00000006399	ENSCAFP00000020936
ENSACAP00000017572	ENSCAFP00000015607
ENSACAP00000000907	ENSCAFP00000016606
ENSACAP00000012102	ENSCAFP00000014207
ENSACAP00000015761	ENSCAFP00000020407
ENSACAP00000009641	ENSCAFP00000016639
ENSACAP00000014596	ENSCAFP00000018787
ENSACAP00000019287	ENSCAFP00000028414
ENSACAP00000005138	ENSCAFP00000003954
ENSACAP00000005672	ENSCAFP00000018926
ENSACAP00000007973	ENSCAFP00000008888
ENSACAP00000006605	ENSCAFP00000020113
ENSACAP00000006523	ENSCAFP00000024819
ENSACAP00000012327	ENSCAFP00000037927
ENSACAP00000013257	ENSCAFP00000003082
ENSACAP00000015111	ENSCAFP00000023432
ENSACAP00000014023	ENSCAFP00000006912
ENSACAP00000008716	ENSCAFP00000002388
ENSACAP00000012416	ENSCAFP00000028751
ENSACAP00000014195	ENSCAFP00000023514
