ENSORLP00000011382	ENSDARP00000122973
ENSORLP00000021373	ENSDARP00000014386
ENSORLP00000020721	ENSDARP00000082855
ENSORLP00000018787	ENSDARP00000123782
ENSORLP00000005630	ENSDARP00000082752
ENSORLP00000017703	ENSDARP00000073556
ENSORLP00000005737	ENSDARP00000125811
ENSORLP00000022705	ENSDARP00000119307
ENSORLP00000000801	ENSDARP00000085803
ENSORLP00000002927	ENSDARP00000079367
ENSORLP00000017657	ENSDARP00000012804
ENSORLP00000022142	ENSDARP00000046640
ENSORLP00000018285	ENSDARP00000092959
ENSORLP00000017038	ENSDARP00000094423
ENSORLP00000020241	ENSDARP00000092118
ENSORLP00000019789	ENSDARP00000121290
ENSORLP00000024891	ENSDARP00000028545
ENSORLP00000015655	ENSDARP00000044936
ENSORLP00000015911	ENSDARP00000127146
ENSORLP00000006621	ENSDARP00000052064
ENSORLP00000018702	ENSDARP00000115784
ENSORLP00000018669	ENSDARP00000085905
ENSORLP00000015518	ENSDARP00000076157
ENSORLP00000018689	ENSDARP00000088401
ENSORLP00000023205	ENSDARP00000075781
ENSORLP00000011959	ENSDARP00000027230
ENSORLP00000001919	ENSDARP00000014665
ENSORLP00000002224	ENSDARP00000099786
ENSORLP00000020073	ENSDARP00000113673
ENSORLP00000019828	ENSDARP00000094915
ENSORLP00000021696	ENSDARP00000122944
ENSORLP00000019731	ENSDARP00000106736
ENSORLP00000004246	ENSDARP00000030868
ENSORLP00000006824	ENSDARP00000127860
ENSORLP00000020125	ENSDARP00000062342
ENSORLP00000015420	ENSDARP00000117279
ENSORLP00000012217	ENSDARP00000083736
ENSORLP00000020074	ENSDARP00000087493
ENSORLP00000020420	ENSDARP00000087484
ENSORLP00000024513	ENSDARP00000016353
ENSORLP00000022710	ENSDARP00000094244
ENSORLP00000015525	ENSDARP00000121284
ENSORLP00000000601	ENSDARP00000021850
ENSORLP00000000455	ENSDARP00000119693
ENSORLP00000014711	ENSDARP00000046065
ENSORLP00000010389	ENSDARP00000102675
ENSORLP00000019680	ENSDARP00000097691
ENSORLP00000001175	ENSDARP00000104720
ENSORLP00000008351	ENSDARP00000106290
ENSORLP00000018771	ENSDARP00000092508
ENSORLP00000002597	ENSDARP00000103028
ENSORLP00000008674	ENSDARP00000083119
ENSORLP00000009013	ENSDARP00000129866
ENSORLP00000018637	ENSDARP00000078006
ENSORLP00000012554	ENSDARP00000111924
ENSORLP00000000089	ENSDARP00000081539
ENSORLP00000014276	ENSDARP00000081533
ENSORLP00000022349	ENSDARP00000117418
ENSORLP00000008812	ENSDARP00000096449
ENSORLP00000010279	ENSDARP00000125046
ENSORLP00000008954	ENSDARP00000110377
ENSORLP00000019750	ENSDARP00000009148
ENSORLP00000007684	ENSDARP00000082219
ENSORLP00000002963	ENSDARP00000015688
ENSORLP00000007837	ENSDARP00000126661
ENSORLP00000001389	ENSDARP00000080378
ENSORLP00000010232	ENSDARP00000113257
ENSORLP00000011370	ENSDARP00000034684
ENSORLP00000002734	ENSDARP00000128186
ENSORLP00000002478	ENSDARP00000042301
ENSORLP00000010011	ENSDARP00000051235
ENSORLP00000021747	ENSDARP00000110554
ENSORLP00000021743	ENSDARP00000105946
ENSORLP00000018747	ENSDARP00000021661
ENSORLP00000001609	ENSDARP00000127604
ENSORLP00000008141	ENSDARP00000055842
ENSORLP00000019088	ENSDARP00000031764
ENSORLP00000006092	ENSDARP00000032359
ENSORLP00000009991	ENSDARP00000110074
ENSORLP00000015517	ENSDARP00000070082
ENSORLP00000002851	ENSDARP00000104118
ENSORLP00000005443	ENSDARP00000079237
ENSORLP00000006686	ENSDARP00000085067
ENSORLP00000004895	ENSDARP00000102535
ENSORLP00000022293	ENSDARP00000099552
ENSORLP00000013097	ENSDARP00000057640
ENSORLP00000020091	ENSDARP00000051514
ENSORLP00000017961	ENSDARP00000007865
ENSORLP00000020079	ENSDARP00000061847
ENSORLP00000008976	ENSDARP00000091906
ENSORLP00000004257	ENSDARP00000093003
ENSORLP00000021202	ENSDARP00000108705
ENSORLP00000002857	ENSDARP00000105893
ENSORLP00000022070	ENSDARP00000020512
ENSORLP00000016130	ENSDARP00000002502
ENSORLP00000019841	ENSDARP00000104564
ENSORLP00000012953	ENSDARP00000111894
ENSORLP00000016934	ENSDARP00000095869
ENSORLP00000009408	ENSDARP00000106575
ENSORLP00000010802	ENSDARP00000081177
ENSORLP00000001127	ENSDARP00000014740
ENSORLP00000020144	ENSDARP00000087540
ENSORLP00000013237	ENSDARP00000012856
ENSORLP00000009397	ENSDARP00000065804
ENSORLP00000001660	ENSDARP00000018978
ENSORLP00000002000	ENSDARP00000105164
ENSORLP00000019880	ENSDARP00000090639
ENSORLP00000011669	ENSDARP00000041576
ENSORLP00000013090	ENSDARP00000067039
ENSORLP00000017962	ENSDARP00000119785
ENSORLP00000010760	ENSDARP00000051081
ENSORLP00000019298	ENSDARP00000042774
ENSORLP00000009402	ENSDARP00000012295
ENSORLP00000022941	ENSDARP00000067889
ENSORLP00000018870	ENSDARP00000070263
ENSORLP00000015810	ENSDARP00000068085
ENSORLP00000019216	ENSDARP00000124849
ENSORLP00000009096	ENSDARP00000072012
ENSORLP00000016186	ENSDARP00000111087
ENSORLP00000014785	ENSDARP00000128688
ENSORLP00000010477	ENSDARP00000022592
ENSORLP00000015962	ENSDARP00000034327
ENSORLP00000015774	ENSDARP00000102315
ENSORLP00000014109	ENSDARP00000064011
ENSORLP00000003115	ENSDARP00000065361
ENSORLP00000008295	ENSDARP00000106241
ENSORLP00000016815	ENSDARP00000116974
ENSORLP00000012894	ENSDARP00000123924
ENSORLP00000009193	ENSDARP00000094353
ENSORLP00000007106	ENSDARP00000073464
ENSORLP00000004829	ENSDARP00000011795
ENSORLP00000015316	ENSDARP00000085190
ENSORLP00000014498	ENSDARP00000104660
ENSORLP00000005333	ENSDARP00000126215
ENSORLP00000015292	ENSDARP00000076212
ENSORLP00000011326	ENSDARP00000019112
ENSORLP00000019947	ENSDARP00000037761
ENSORLP00000021776	ENSDARP00000023546
ENSORLP00000001037	ENSDARP00000106729
ENSORLP00000012434	ENSDARP00000115545
ENSORLP00000019017	ENSDARP00000013792
ENSORLP00000009059	ENSDARP00000033414
ENSORLP00000006713	ENSDARP00000071454
ENSORLP00000004183	ENSDARP00000070266
ENSORLP00000001637	ENSDARP00000076279
ENSORLP00000002511	ENSDARP00000071321
ENSORLP00000008977	ENSDARP00000062115
ENSORLP00000001336	ENSDARP00000116125
ENSORLP00000003334	ENSDARP00000064196
ENSORLP00000012387	ENSDARP00000032545
ENSORLP00000003640	ENSDARP00000104885
ENSORLP00000003653	ENSDARP00000025766
ENSORLP00000003646	ENSDARP00000025285
ENSORLP00000003638	ENSDARP00000002797
ENSORLP00000019225	ENSDARP00000065182
ENSORLP00000021675	ENSDARP00000104086
ENSORLP00000022796	ENSDARP00000088312
ENSORLP00000004406	ENSDARP00000052843
ENSORLP00000015539	ENSDARP00000065460
ENSORLP00000010795	ENSDARP00000110099
ENSORLP00000011910	ENSDARP00000106948
ENSORLP00000010773	ENSDARP00000112505
ENSORLP00000002028	ENSDARP00000107352
ENSORLP00000021187	ENSDARP00000078867
ENSORLP00000008982	ENSDARP00000098678
ENSORLP00000014836	ENSDARP00000088022
ENSORLP00000005658	ENSDARP00000074788
ENSORLP00000008464	ENSDARP00000077695
ENSORLP00000014880	ENSDARP00000028338
ENSORLP00000024197	ENSDARP00000066449
ENSORLP00000017293	ENSDARP00000059260
ENSORLP00000021570	ENSDARP00000058288
ENSORLP00000023881	ENSDARP00000110874
ENSORLP00000002137	ENSDARP00000078333
ENSORLP00000008484	ENSDARP00000092978
ENSORLP00000006882	ENSDARP00000069895
ENSORLP00000004627	ENSDARP00000048497
ENSORLP00000017856	ENSDARP00000026878
ENSORLP00000021083	ENSDARP00000122861
ENSORLP00000014331	ENSDARP00000011706
ENSORLP00000024081	ENSDARP00000115447
ENSORLP00000014636	ENSDARP00000010229
ENSORLP00000004457	ENSDARP00000065506
ENSORLP00000020680	ENSDARP00000023968
ENSORLP00000002707	ENSDARP00000022612
ENSORLP00000016573	ENSDARP00000025540
ENSORLP00000015652	ENSDARP00000038292
ENSORLP00000024683	ENSDARP00000015776
ENSORLP00000009018	ENSDARP00000113585
ENSORLP00000008291	ENSDARP00000084401
ENSORLP00000002054	ENSDARP00000076561
ENSORLP00000019807	ENSDARP00000129270
ENSORLP00000023355	ENSDARP00000076422
ENSORLP00000016381	ENSDARP00000012386
ENSORLP00000012267	ENSDARP00000087563
ENSORLP00000016906	ENSDARP00000078808
ENSORLP00000008265	ENSDARP00000103134
ENSORLP00000003763	ENSDARP00000112172
ENSORLP00000001097	ENSDARP00000120670
ENSORLP00000015173	ENSDARP00000073352
ENSORLP00000022720	ENSDARP00000108896
ENSORLP00000011969	ENSDARP00000017246
ENSORLP00000010360	ENSDARP00000106981
ENSORLP00000012695	ENSDARP00000110356
ENSORLP00000025368	ENSDARP00000052443
ENSORLP00000003809	ENSDARP00000101477
ENSORLP00000005593	ENSDARP00000086722
ENSORLP00000008091	ENSDARP00000074976
ENSORLP00000005607	ENSDARP00000052911
ENSORLP00000008747	ENSDARP00000080047
ENSORLP00000006189	ENSDARP00000100086
ENSORLP00000014481	ENSDARP00000096365
ENSORLP00000012653	ENSDARP00000085437
ENSORLP00000025345	ENSDARP00000068851
ENSORLP00000014452	ENSDARP00000099198
ENSORLP00000005698	ENSDARP00000111466
ENSORLP00000022241	ENSDARP00000112237
ENSORLP00000019411	ENSDARP00000089179
ENSORLP00000006716	ENSDARP00000124217
ENSORLP00000002282	ENSDARP00000111731
ENSORLP00000021971	ENSDARP00000112646
ENSORLP00000010036	ENSDARP00000053266
ENSORLP00000023464	ENSDARP00000069834
ENSORLP00000005703	ENSDARP00000121164
ENSORLP00000013368	ENSDARP00000014849
ENSORLP00000010560	ENSDARP00000049884
ENSORLP00000024259	ENSDARP00000108228
ENSORLP00000016610	ENSDARP00000003788
ENSORLP00000017862	ENSDARP00000098240
ENSORLP00000021008	ENSDARP00000087437
ENSORLP00000002290	ENSDARP00000077804
ENSORLP00000020877	ENSDARP00000129287
ENSORLP00000019267	ENSDARP00000080077
ENSORLP00000019468	ENSDARP00000016117
ENSORLP00000010821	ENSDARP00000025546
ENSORLP00000021779	ENSDARP00000117693
ENSORLP00000010805	ENSDARP00000068914
ENSORLP00000009208	ENSDARP00000016308
ENSORLP00000009668	ENSDARP00000057093
ENSORLP00000009663	ENSDARP00000107444
ENSORLP00000000729	ENSDARP00000054821
ENSORLP00000013705	ENSDARP00000115852
ENSORLP00000007015	ENSDARP00000095383
ENSORLP00000007026	ENSDARP00000108860
ENSORLP00000018069	ENSDARP00000010904
ENSORLP00000023723	ENSDARP00000035373
ENSORLP00000001137	ENSDARP00000003103
ENSORLP00000004939	ENSDARP00000008694
ENSORLP00000002192	ENSDARP00000123181
ENSORLP00000002239	ENSDARP00000095111
ENSORLP00000024158	ENSDARP00000054663
ENSORLP00000014571	ENSDARP00000025541
ENSORLP00000008598	ENSDARP00000092307
ENSORLP00000022187	ENSDARP00000065391
ENSORLP00000001797	ENSDARP00000010393
ENSORLP00000007860	ENSDARP00000009247
ENSORLP00000013871	ENSDARP00000043800
ENSORLP00000017748	ENSDARP00000068232
ENSORLP00000004795	ENSDARP00000068588
ENSORLP00000007441	ENSDARP00000016061
ENSORLP00000018332	ENSDARP00000016102
ENSORLP00000011075	ENSDARP00000106456
ENSORLP00000002150	ENSDARP00000098981
ENSORLP00000001842	ENSDARP00000062748
ENSORLP00000019681	ENSDARP00000007535
ENSORLP00000025760	ENSDARP00000106602
ENSORLP00000015673	ENSDARP00000021632
ENSORLP00000025289	ENSDARP00000069272
ENSORLP00000012071	ENSDARP00000112297
ENSORLP00000007152	ENSDARP00000017469
ENSORLP00000013575	ENSDARP00000012986
ENSORLP00000004777	ENSDARP00000068678
ENSORLP00000022520	ENSDARP00000057824
ENSORLP00000017047	ENSDARP00000116647
ENSORLP00000011336	ENSDARP00000087010
ENSORLP00000015163	ENSDARP00000122371
ENSORLP00000009745	ENSDARP00000117813
ENSORLP00000023914	ENSDARP00000081582
ENSORLP00000008310	ENSDARP00000106234
ENSORLP00000006019	ENSDARP00000089659
ENSORLP00000015751	ENSDARP00000040707
ENSORLP00000005311	ENSDARP00000126158
ENSORLP00000010629	ENSDARP00000042409
ENSORLP00000024171	ENSDARP00000019910
ENSORLP00000022163	ENSDARP00000041051
ENSORLP00000002057	ENSDARP00000067062
ENSORLP00000009336	ENSDARP00000016790
ENSORLP00000011272	ENSDARP00000083921
ENSORLP00000001595	ENSDARP00000023263
ENSORLP00000015132	ENSDARP00000114735
ENSORLP00000013835	ENSDARP00000093359
ENSORLP00000006845	ENSDARP00000083406
ENSORLP00000006727	ENSDARP00000126784
ENSORLP00000019030	ENSDARP00000111593
ENSORLP00000015043	ENSDARP00000087106
ENSORLP00000000569	ENSDARP00000087116
ENSORLP00000020129	ENSDARP00000120698
ENSORLP00000010226	ENSDARP00000100867
ENSORLP00000024457	ENSDARP00000085193
ENSORLP00000007047	ENSDARP00000123162
ENSORLP00000017692	ENSDARP00000114226
ENSORLP00000016676	ENSDARP00000111554
ENSORLP00000011457	ENSDARP00000106962
ENSORLP00000008214	ENSDARP00000123786
ENSORLP00000020855	ENSDARP00000089986
ENSORLP00000017081	ENSDARP00000017993
ENSORLP00000019814	ENSDARP00000107530
ENSORLP00000001875	ENSDARP00000068382
ENSORLP00000015804	ENSDARP00000127291
ENSORLP00000008388	ENSDARP00000052903
ENSORLP00000007849	ENSDARP00000124983
ENSORLP00000011502	ENSDARP00000001565
ENSORLP00000025083	ENSDARP00000063092
ENSORLP00000018384	ENSDARP00000009555
ENSORLP00000004559	ENSDARP00000126346
ENSORLP00000009659	ENSDARP00000073586
ENSORLP00000001288	ENSDARP00000065254
ENSORLP00000001805	ENSDARP00000108281
ENSORLP00000015845	ENSDARP00000078813
ENSORLP00000020611	ENSDARP00000078740
ENSORLP00000012787	ENSDARP00000098315
ENSORLP00000022381	ENSDARP00000026847
ENSORLP00000022192	ENSDARP00000010799
ENSORLP00000015240	ENSDARP00000008197
ENSORLP00000001188	ENSDARP00000121170
ENSORLP00000005201	ENSDARP00000112112
ENSORLP00000007525	ENSDARP00000068420
ENSORLP00000000793	ENSDARP00000050854
ENSORLP00000006534	ENSDARP00000046632
ENSORLP00000014722	ENSDARP00000081011
ENSORLP00000003972	ENSDARP00000100834
ENSORLP00000010942	ENSDARP00000084207
ENSORLP00000000511	ENSDARP00000018643
ENSORLP00000022569	ENSDARP00000094097
ENSORLP00000000144	ENSDARP00000122475
ENSORLP00000018297	ENSDARP00000108193
ENSORLP00000018414	ENSDARP00000053443
ENSORLP00000024011	ENSDARP00000060195
ENSORLP00000024509	ENSDARP00000127930
ENSORLP00000010938	ENSDARP00000103712
ENSORLP00000011018	ENSDARP00000005344
ENSORLP00000008984	ENSDARP00000052439
ENSORLP00000006004	ENSDARP00000128014
ENSORLP00000002102	ENSDARP00000088021
ENSORLP00000022191	ENSDARP00000107676
ENSORLP00000013096	ENSDARP00000061673
ENSORLP00000001750	ENSDARP00000097945
ENSORLP00000013533	ENSDARP00000107317
ENSORLP00000023168	ENSDARP00000076547
ENSORLP00000010003	ENSDARP00000092663
ENSORLP00000022326	ENSDARP00000022783
ENSORLP00000006195	ENSDARP00000057610
ENSORLP00000010609	ENSDARP00000122239
ENSORLP00000021038	ENSDARP00000044732
ENSORLP00000015917	ENSDARP00000042819
ENSORLP00000009463	ENSDARP00000120738
ENSORLP00000011420	ENSDARP00000099511
ENSORLP00000020290	ENSDARP00000121526
ENSORLP00000006397	ENSDARP00000122885
ENSORLP00000018161	ENSDARP00000077281
ENSORLP00000015176	ENSDARP00000097998
ENSORLP00000018153	ENSDARP00000100212
ENSORLP00000015298	ENSDARP00000101739
ENSORLP00000003124	ENSDARP00000127208
ENSORLP00000017655	ENSDARP00000129006
ENSORLP00000024816	ENSDARP00000066263
ENSORLP00000002475	ENSDARP00000083638
ENSORLP00000014832	ENSDARP00000083644
ENSORLP00000003190	ENSDARP00000064066
ENSORLP00000014918	ENSDARP00000120977
ENSORLP00000005970	ENSDARP00000113499
ENSORLP00000017195	ENSDARP00000098869
ENSORLP00000007868	ENSDARP00000116548
ENSORLP00000011528	ENSDARP00000100661
ENSORLP00000025441	ENSDARP00000053874
ENSORLP00000025087	ENSDARP00000054780
ENSORLP00000003796	ENSDARP00000071857
ENSORLP00000003051	ENSDARP00000072362
ENSORLP00000012213	ENSDARP00000080154
ENSORLP00000002992	ENSDARP00000128646
ENSORLP00000013932	ENSDARP00000011793
ENSORLP00000014113	ENSDARP00000076260
ENSORLP00000017197	ENSDARP00000106303
ENSORLP00000011063	ENSDARP00000106938
ENSORLP00000024350	ENSDARP00000060258
ENSORLP00000010199	ENSDARP00000046003
ENSORLP00000007400	ENSDARP00000094209
ENSORLP00000015060	ENSDARP00000095904
ENSORLP00000015670	ENSDARP00000100047
ENSORLP00000015860	ENSDARP00000090653
ENSORLP00000022852	ENSDARP00000055832
ENSORLP00000009577	ENSDARP00000110057
ENSORLP00000015061	ENSDARP00000105032
ENSORLP00000022015	ENSDARP00000089165
ENSORLP00000011311	ENSDARP00000073550
ENSORLP00000024187	ENSDARP00000004838
ENSORLP00000018996	ENSDARP00000077387
ENSORLP00000024750	ENSDARP00000054025
ENSORLP00000003751	ENSDARP00000108621
ENSORLP00000002401	ENSDARP00000101430
ENSORLP00000007467	ENSDARP00000095430
ENSORLP00000012663	ENSDARP00000004695
ENSORLP00000010894	ENSDARP00000082893
ENSORLP00000017303	ENSDARP00000101769
ENSORLP00000000369	ENSDARP00000069169
ENSORLP00000002560	ENSDARP00000055755
ENSORLP00000013445	ENSDARP00000040945
ENSORLP00000014171	ENSDARP00000114595
ENSORLP00000006807	ENSDARP00000121325
ENSORLP00000021133	ENSDARP00000101162
ENSORLP00000010352	ENSDARP00000116301
ENSORLP00000019165	ENSDARP00000098457
ENSORLP00000009153	ENSDARP00000101537
ENSORLP00000014427	ENSDARP00000111243
ENSORLP00000018749	ENSDARP00000056251
ENSORLP00000019076	ENSDARP00000039074
ENSORLP00000007219	ENSDARP00000088434
ENSORLP00000007435	ENSDARP00000108130
ENSORLP00000003585	ENSDARP00000059964
ENSORLP00000011852	ENSDARP00000111122
ENSORLP00000004070	ENSDARP00000015477
ENSORLP00000018852	ENSDARP00000051791
ENSORLP00000004145	ENSDARP00000046862
ENSORLP00000011924	ENSDARP00000053124
ENSORLP00000018019	ENSDARP00000028248
ENSORLP00000017782	ENSDARP00000119336
ENSORLP00000020123	ENSDARP00000019469
ENSORLP00000003495	ENSDARP00000062514
ENSORLP00000012893	ENSDARP00000082096
ENSORLP00000009078	ENSDARP00000123992
ENSORLP00000000437	ENSDARP00000116871
ENSORLP00000004868	ENSDARP00000094346
ENSORLP00000013974	ENSDARP00000067827
ENSORLP00000014580	ENSDARP00000116486
ENSORLP00000020090	ENSDARP00000120486
ENSORLP00000022489	ENSDARP00000042059
ENSORLP00000001142	ENSDARP00000069915
ENSORLP00000007374	ENSDARP00000052863
ENSORLP00000007669	ENSDARP00000100998
ENSORLP00000023396	ENSDARP00000076900
ENSORLP00000024716	ENSDARP00000106304
ENSORLP00000019967	ENSDARP00000103432
ENSORLP00000008343	ENSDARP00000128585
ENSORLP00000005604	ENSDARP00000083665
ENSORLP00000016177	ENSDARP00000083667
ENSORLP00000016950	ENSDARP00000024612
ENSORLP00000011004	ENSDARP00000035851
ENSORLP00000008320	ENSDARP00000089128
ENSORLP00000011951	ENSDARP00000079780
ENSORLP00000021358	ENSDARP00000108407
ENSORLP00000003346	ENSDARP00000022311
ENSORLP00000000509	ENSDARP00000127693
ENSORLP00000016484	ENSDARP00000087254
ENSORLP00000008394	ENSDARP00000094084
ENSORLP00000012565	ENSDARP00000074330
ENSORLP00000000842	ENSDARP00000099662
ENSORLP00000019012	ENSDARP00000066177
ENSORLP00000005547	ENSDARP00000118349
ENSORLP00000010918	ENSDARP00000085685
ENSORLP00000024271	ENSDARP00000057215
ENSORLP00000000992	ENSDARP00000072486
ENSORLP00000010383	ENSDARP00000096964
ENSORLP00000006985	ENSDARP00000107907
ENSORLP00000003688	ENSDARP00000111604
ENSORLP00000013135	ENSDARP00000061571
ENSORLP00000004235	ENSDARP00000109786
ENSORLP00000005549	ENSDARP00000101604
ENSORLP00000021692	ENSDARP00000108708
ENSORLP00000002163	ENSDARP00000007758
ENSORLP00000007338	ENSDARP00000100870
ENSORLP00000017762	ENSDARP00000071913
ENSORLP00000000122	ENSDARP00000008289
ENSORLP00000004712	ENSDARP00000028046
ENSORLP00000024493	ENSDARP00000060865
ENSORLP00000017343	ENSDARP00000111550
ENSORLP00000009460	ENSDARP00000123002
ENSORLP00000020893	ENSDARP00000107775
ENSORLP00000003236	ENSDARP00000015287
ENSORLP00000009817	ENSDARP00000043929
ENSORLP00000016593	ENSDARP00000087420
ENSORLP00000015116	ENSDARP00000063815
ENSORLP00000022723	ENSDARP00000069324
ENSORLP00000011495	ENSDARP00000119746
ENSORLP00000013458	ENSDARP00000008922
ENSORLP00000013242	ENSDARP00000006324
ENSORLP00000002148	ENSDARP00000025586
ENSORLP00000022265	ENSDARP00000035431
ENSORLP00000008553	ENSDARP00000015031
ENSORLP00000016215	ENSDARP00000067541
ENSORLP00000019254	ENSDARP00000119931
ENSORLP00000013297	ENSDARP00000098499
ENSORLP00000015416	ENSDARP00000044985
ENSORLP00000005355	ENSDARP00000102340
ENSORLP00000005748	ENSDARP00000112911
ENSORLP00000000398	ENSDARP00000102433
ENSORLP00000017556	ENSDARP00000048322
ENSORLP00000001564	ENSDARP00000079770
ENSORLP00000004525	ENSDARP00000104903
ENSORLP00000018931	ENSDARP00000108476
ENSORLP00000004291	ENSDARP00000117313
ENSORLP00000007509	ENSDARP00000079854
ENSORLP00000013408	ENSDARP00000054085
ENSORLP00000012765	ENSDARP00000096529
ENSORLP00000008886	ENSDARP00000100132
ENSORLP00000004879	ENSDARP00000103378
ENSORLP00000018065	ENSDARP00000098635
ENSORLP00000019634	ENSDARP00000098662
ENSORLP00000006453	ENSDARP00000127719
ENSORLP00000009056	ENSDARP00000092075
ENSORLP00000014431	ENSDARP00000064967
ENSORLP00000025047	ENSDARP00000004657
ENSORLP00000001312	ENSDARP00000063713
ENSORLP00000002895	ENSDARP00000081386
ENSORLP00000022917	ENSDARP00000119901
ENSORLP00000008317	ENSDARP00000080377
ENSORLP00000010944	ENSDARP00000085529
ENSORLP00000010937	ENSDARP00000107498
ENSORLP00000007650	ENSDARP00000061927
ENSORLP00000012577	ENSDARP00000106996
ENSORLP00000025766	ENSDARP00000007295
ENSORLP00000002416	ENSDARP00000087991
ENSORLP00000012265	ENSDARP00000048580
ENSORLP00000002929	ENSDARP00000122453
ENSORLP00000000370	ENSDARP00000099184
ENSORLP00000005432	ENSDARP00000096898
ENSORLP00000018614	ENSDARP00000019829
ENSORLP00000004445	ENSDARP00000116092
ENSORLP00000012797	ENSDARP00000124486
ENSORLP00000020041	ENSDARP00000036436
ENSORLP00000013766	ENSDARP00000060050
ENSORLP00000003299	ENSDARP00000058955
ENSORLP00000022259	ENSDARP00000051255
ENSORLP00000019694	ENSDARP00000067389
ENSORLP00000019813	ENSDARP00000010978
ENSORLP00000008416	ENSDARP00000107705
ENSORLP00000024965	ENSDARP00000067163
ENSORLP00000000629	ENSDARP00000061534
ENSORLP00000001396	ENSDARP00000048292
ENSORLP00000010761	ENSDARP00000059229
ENSORLP00000014685	ENSDARP00000070128
ENSORLP00000014719	ENSDARP00000031619
ENSORLP00000021575	ENSDARP00000005897
ENSORLP00000022814	ENSDARP00000073353
ENSORLP00000016713	ENSDARP00000123550
ENSORLP00000011696	ENSDARP00000120790
ENSORLP00000017686	ENSDARP00000066122
ENSORLP00000007825	ENSDARP00000106212
ENSORLP00000021296	ENSDARP00000056327
ENSORLP00000004825	ENSDARP00000123230
ENSORLP00000012231	ENSDARP00000027516
ENSORLP00000009038	ENSDARP00000023131
ENSORLP00000019037	ENSDARP00000111483
ENSORLP00000025770	ENSDARP00000037801
ENSORLP00000005786	ENSDARP00000116745
ENSORLP00000020560	ENSDARP00000004685
ENSORLP00000020710	ENSDARP00000075659
ENSORLP00000003594	ENSDARP00000067536
ENSORLP00000016080	ENSDARP00000016309
ENSORLP00000025509	ENSDARP00000096379
ENSORLP00000003808	ENSDARP00000080256
ENSORLP00000011238	ENSDARP00000089731
ENSORLP00000012371	ENSDARP00000029101
ENSORLP00000013080	ENSDARP00000117211
ENSORLP00000011957	ENSDARP00000063623
ENSORLP00000017887	ENSDARP00000013426
ENSORLP00000000335	ENSDARP00000118364
ENSORLP00000014239	ENSDARP00000065999
ENSORLP00000011124	ENSDARP00000126515
ENSORLP00000008965	ENSDARP00000129825
ENSORLP00000019391	ENSDARP00000071411
ENSORLP00000015592	ENSDARP00000042973
ENSORLP00000002900	ENSDARP00000040104
ENSORLP00000013040	ENSDARP00000105593
ENSORLP00000017900	ENSDARP00000111235
ENSORLP00000017893	ENSDARP00000118756
ENSORLP00000006801	ENSDARP00000008063
ENSORLP00000021356	ENSDARP00000017590
ENSORLP00000015090	ENSDARP00000124867
ENSORLP00000001980	ENSDARP00000071570
ENSORLP00000015111	ENSDARP00000125072
ENSORLP00000001176	ENSDARP00000068422
ENSORLP00000010877	ENSDARP00000110277
ENSORLP00000010879	ENSDARP00000054689
ENSORLP00000009773	ENSDARP00000057045
ENSORLP00000016829	ENSDARP00000104478
ENSORLP00000024280	ENSDARP00000104572
ENSORLP00000011538	ENSDARP00000108832
ENSORLP00000011544	ENSDARP00000105440
ENSORLP00000011206	ENSDARP00000114571
ENSORLP00000014811	ENSDARP00000117551
ENSORLP00000016362	ENSDARP00000070261
ENSORLP00000022227	ENSDARP00000054330
ENSORLP00000014962	ENSDARP00000046126
ENSORLP00000011730	ENSDARP00000116281
ENSORLP00000022250	ENSDARP00000043447
ENSORLP00000016315	ENSDARP00000128526
ENSORLP00000023740	ENSDARP00000110404
ENSORLP00000016491	ENSDARP00000100411
ENSORLP00000008889	ENSDARP00000129115
ENSORLP00000022048	ENSDARP00000055712
ENSORLP00000022040	ENSDARP00000091807
ENSORLP00000007099	ENSDARP00000106432
ENSORLP00000005202	ENSDARP00000116046
ENSORLP00000018105	ENSDARP00000111592
ENSORLP00000000113	ENSDARP00000043907
ENSORLP00000001291	ENSDARP00000062414
ENSORLP00000021376	ENSDARP00000027139
ENSORLP00000007912	ENSDARP00000107807
ENSORLP00000021387	ENSDARP00000003828
ENSORLP00000000394	ENSDARP00000118501
ENSORLP00000000033	ENSDARP00000056885
ENSORLP00000012480	ENSDARP00000119870
ENSORLP00000014489	ENSDARP00000122514
ENSORLP00000016980	ENSDARP00000097447
ENSORLP00000001667	ENSDARP00000057639
ENSORLP00000019763	ENSDARP00000004163
ENSORLP00000015580	ENSDARP00000096318
ENSORLP00000021935	ENSDARP00000050601
ENSORLP00000003454	ENSDARP00000079238
ENSORLP00000007365	ENSDARP00000032715
ENSORLP00000011992	ENSDARP00000023007
ENSORLP00000007540	ENSDARP00000010414
ENSORLP00000005206	ENSDARP00000026566
ENSORLP00000021027	ENSDARP00000009670
ENSORLP00000018936	ENSDARP00000075931
ENSORLP00000025630	ENSDARP00000116935
ENSORLP00000009990	ENSDARP00000052508
ENSORLP00000017580	ENSDARP00000113229
ENSORLP00000021364	ENSDARP00000031354
ENSORLP00000011316	ENSDARP00000015466
ENSORLP00000020901	ENSDARP00000115688
ENSORLP00000003604	ENSDARP00000106018
ENSORLP00000020751	ENSDARP00000084693
ENSORLP00000015139	ENSDARP00000083725
ENSORLP00000007710	ENSDARP00000041093
ENSORLP00000023359	ENSDARP00000030506
