ENSLOCP00000009128	ENSMGAP00000004951
ENSLOCP00000001167	ENSMGAP00000009518
ENSLOCP00000015299	ENSMGAP00000005015
ENSLOCP00000013051	ENSMGAP00000011848
ENSLOCP00000020246	ENSMGAP00000009265
ENSLOCP00000001792	ENSMGAP00000008726
ENSLOCP00000020370	ENSMGAP00000014657
ENSLOCP00000017014	ENSMGAP00000000640
ENSLOCP00000020226	ENSMGAP00000011714
ENSLOCP00000007996	ENSMGAP00000009168
ENSLOCP00000014799	ENSMGAP00000003267
ENSLOCP00000015003	ENSMGAP00000009045
ENSLOCP00000015199	ENSMGAP00000011268
ENSLOCP00000000861	ENSMGAP00000008780
ENSLOCP00000009869	ENSMGAP00000003307
ENSLOCP00000001255	ENSMGAP00000011785
ENSLOCP00000003891	ENSMGAP00000001198
ENSLOCP00000019164	ENSMGAP00000009366
ENSLOCP00000012101	ENSMGAP00000014162
ENSLOCP00000002115	ENSMGAP00000002902
ENSLOCP00000001475	ENSMGAP00000000081
ENSLOCP00000001477	ENSMGAP00000015453
ENSLOCP00000006174	ENSMGAP00000000080
ENSLOCP00000021249	ENSMGAP00000014850
ENSLOCP00000014787	ENSMGAP00000011552
ENSLOCP00000011788	ENSMGAP00000013056
ENSLOCP00000009247	ENSMGAP00000002383
ENSLOCP00000011219	ENSMGAP00000013235
ENSLOCP00000020888	ENSMGAP00000014593
ENSLOCP00000019620	ENSMGAP00000011747
ENSLOCP00000014756	ENSMGAP00000007066
ENSLOCP00000001043	ENSMGAP00000000654
ENSLOCP00000020391	ENSMGAP00000015120
ENSLOCP00000020544	ENSMGAP00000015082
ENSLOCP00000015014	ENSMGAP00000010958
ENSLOCP00000019622	ENSMGAP00000011752
ENSLOCP00000014408	ENSMGAP00000011525
ENSLOCP00000006808	ENSMGAP00000001698
ENSLOCP00000015272	ENSMGAP00000006129
ENSLOCP00000002307	ENSMGAP00000019042
ENSLOCP00000008958	ENSMGAP00000012490
ENSLOCP00000015913	ENSMGAP00000005592
ENSLOCP00000020474	ENSMGAP00000012087
ENSLOCP00000010741	ENSMGAP00000015715
ENSLOCP00000014505	ENSMGAP00000011101
ENSLOCP00000016561	ENSMGAP00000002163
ENSLOCP00000005095	ENSMGAP00000016013
ENSLOCP00000014919	ENSMGAP00000019206
ENSLOCP00000013854	ENSMGAP00000010445
ENSLOCP00000014581	ENSMGAP00000011120
ENSLOCP00000001451	ENSMGAP00000005292
ENSLOCP00000004162	ENSMGAP00000009358
ENSLOCP00000016307	ENSMGAP00000003503
ENSLOCP00000020913	ENSMGAP00000014713
ENSLOCP00000018878	ENSMGAP00000000036
ENSLOCP00000004678	ENSMGAP00000008116
ENSLOCP00000003904	ENSMGAP00000007737
ENSLOCP00000020309	ENSMGAP00000004560
ENSLOCP00000009338	ENSMGAP00000001432
ENSLOCP00000020307	ENSMGAP00000006570
ENSLOCP00000015868	ENSMGAP00000001967
ENSLOCP00000011494	ENSMGAP00000001105
ENSLOCP00000008418	ENSMGAP00000000177
ENSLOCP00000008597	ENSMGAP00000008053
ENSLOCP00000001745	ENSMGAP00000002378
ENSLOCP00000012076	ENSMGAP00000001110
ENSLOCP00000020091	ENSMGAP00000011476
ENSLOCP00000002652	ENSMGAP00000008581
ENSLOCP00000018748	ENSMGAP00000014042
ENSLOCP00000012863	ENSMGAP00000004574
ENSLOCP00000005168	ENSMGAP00000005098
ENSLOCP00000018733	ENSMGAP00000017624
ENSLOCP00000014157	ENSMGAP00000002083
ENSLOCP00000012040	ENSMGAP00000014146
ENSLOCP00000009176	ENSMGAP00000006793
ENSLOCP00000021019	ENSMGAP00000013296
ENSLOCP00000013399	ENSMGAP00000016039
ENSLOCP00000001836	ENSMGAP00000009280
ENSLOCP00000015230	ENSMGAP00000005147
ENSLOCP00000010207	ENSMGAP00000008444
ENSLOCP00000021588	ENSMGAP00000016661
ENSLOCP00000022124	ENSMGAP00000016970
ENSLOCP00000020165	ENSMGAP00000010726
ENSLOCP00000012493	ENSMGAP00000014310
ENSLOCP00000022027	ENSMGAP00000016680
ENSLOCP00000015172	ENSMGAP00000011624
ENSLOCP00000019047	ENSMGAP00000012592
ENSLOCP00000008110	ENSMGAP00000002677
ENSLOCP00000006380	ENSMGAP00000000170
ENSLOCP00000021345	ENSMGAP00000014063
ENSLOCP00000007757	ENSMGAP00000001496
ENSLOCP00000018522	ENSMGAP00000003490
ENSLOCP00000015466	ENSMGAP00000011181
ENSLOCP00000005201	ENSMGAP00000004224
ENSLOCP00000009278	ENSMGAP00000014973
ENSLOCP00000013215	ENSMGAP00000015347
ENSLOCP00000005098	ENSMGAP00000000770
ENSLOCP00000012591	ENSMGAP00000009506
ENSLOCP00000001802	ENSMGAP00000009793
ENSLOCP00000013240	ENSMGAP00000015349
ENSLOCP00000006355	ENSMGAP00000006661
ENSLOCP00000013005	ENSMGAP00000018379
ENSLOCP00000001249	ENSMGAP00000001353
ENSLOCP00000014148	ENSMGAP00000010464
ENSLOCP00000012376	ENSMGAP00000007612
ENSLOCP00000006076	ENSMGAP00000005161
ENSLOCP00000010108	ENSMGAP00000006699
ENSLOCP00000011649	ENSMGAP00000004410
ENSLOCP00000013763	ENSMGAP00000005642
ENSLOCP00000001661	ENSMGAP00000007050
ENSLOCP00000004573	ENSMGAP00000013620
ENSLOCP00000004648	ENSMGAP00000006053
ENSLOCP00000001774	ENSMGAP00000004239
ENSLOCP00000013529	ENSMGAP00000005542
ENSLOCP00000019707	ENSMGAP00000006034
ENSLOCP00000008903	ENSMGAP00000003055
ENSLOCP00000002681	ENSMGAP00000009745
ENSLOCP00000013039	ENSMGAP00000017911
ENSLOCP00000018536	ENSMGAP00000002653
ENSLOCP00000009718	ENSMGAP00000006792
ENSLOCP00000006464	ENSMGAP00000009130
ENSLOCP00000003792	ENSMGAP00000003226
ENSLOCP00000001799	ENSMGAP00000002623
ENSLOCP00000005613	ENSMGAP00000007457
ENSLOCP00000019229	ENSMGAP00000003416
ENSLOCP00000006172	ENSMGAP00000004737
ENSLOCP00000007466	ENSMGAP00000005099
ENSLOCP00000007522	ENSMGAP00000006008
ENSLOCP00000011609	ENSMGAP00000005339
ENSLOCP00000010986	ENSMGAP00000015755
ENSLOCP00000011584	ENSMGAP00000005795
ENSLOCP00000017937	ENSMGAP00000007193
ENSLOCP00000020729	ENSMGAP00000014941
ENSLOCP00000013466	ENSMGAP00000010143
ENSLOCP00000007372	ENSMGAP00000011249
ENSLOCP00000011851	ENSMGAP00000001272
ENSLOCP00000011817	ENSMGAP00000001374
ENSLOCP00000001976	ENSMGAP00000011904
ENSLOCP00000005889	ENSMGAP00000018684
ENSLOCP00000013617	ENSMGAP00000010137
ENSLOCP00000009810	ENSMGAP00000010850
ENSLOCP00000005223	ENSMGAP00000000122
ENSLOCP00000007304	ENSMGAP00000000366
ENSLOCP00000005831	ENSMGAP00000016227
ENSLOCP00000007381	ENSMGAP00000000395
ENSLOCP00000009662	ENSMGAP00000010743
ENSLOCP00000017860	ENSMGAP00000017080
ENSLOCP00000003270	ENSMGAP00000000689
ENSLOCP00000006643	ENSMGAP00000005359
ENSLOCP00000008235	ENSMGAP00000016080
ENSLOCP00000012239	ENSMGAP00000013293
ENSLOCP00000020521	ENSMGAP00000014864
ENSLOCP00000012480	ENSMGAP00000009588
ENSLOCP00000015867	ENSMGAP00000012713
ENSLOCP00000016107	ENSMGAP00000007439
ENSLOCP00000011802	ENSMGAP00000001954
ENSLOCP00000013889	ENSMGAP00000004292
ENSLOCP00000019042	ENSMGAP00000002095
ENSLOCP00000013902	ENSMGAP00000004316
ENSLOCP00000011305	ENSMGAP00000015231
ENSLOCP00000011809	ENSMGAP00000001336
ENSLOCP00000015409	ENSMGAP00000013173
ENSLOCP00000020357	ENSMGAP00000014837
ENSLOCP00000002351	ENSMGAP00000005416
ENSLOCP00000011787	ENSMGAP00000012925
ENSLOCP00000018946	ENSMGAP00000002344
ENSLOCP00000010013	ENSMGAP00000012138
ENSLOCP00000009480	ENSMGAP00000012318
ENSLOCP00000011279	ENSMGAP00000004967
ENSLOCP00000002107	ENSMGAP00000014031
ENSLOCP00000005247	ENSMGAP00000001541
ENSLOCP00000022139	ENSMGAP00000016699
ENSLOCP00000013391	ENSMGAP00000016388
ENSLOCP00000011558	ENSMGAP00000002633
ENSLOCP00000002949	ENSMGAP00000013942
ENSLOCP00000019834	ENSMGAP00000003295
ENSLOCP00000000029	ENSMGAP00000008655
ENSLOCP00000000947	ENSMGAP00000013978
ENSLOCP00000021523	ENSMGAP00000017050
ENSLOCP00000022112	ENSMGAP00000016866
ENSLOCP00000022382	ENSMGAP00000016643
ENSLOCP00000015404	ENSMGAP00000004699
ENSLOCP00000001076	ENSMGAP00000015163
ENSLOCP00000005844	ENSMGAP00000017077
ENSLOCP00000021576	ENSMGAP00000016745
ENSLOCP00000021511	ENSMGAP00000016969
ENSLOCP00000003449	ENSMGAP00000003391
ENSLOCP00000015841	ENSMGAP00000017422
ENSLOCP00000003983	ENSMGAP00000011273
ENSLOCP00000017564	ENSMGAP00000001718
ENSLOCP00000019017	ENSMGAP00000000781
ENSLOCP00000010913	ENSMGAP00000009965
ENSLOCP00000002482	ENSMGAP00000010864
ENSLOCP00000008559	ENSMGAP00000016650
ENSLOCP00000015984	ENSMGAP00000013918
ENSLOCP00000002675	ENSMGAP00000000330
ENSLOCP00000007695	ENSMGAP00000005175
ENSLOCP00000007668	ENSMGAP00000005136
ENSLOCP00000008395	ENSMGAP00000009949
ENSLOCP00000018153	ENSMGAP00000003148
ENSLOCP00000017286	ENSMGAP00000005168
ENSLOCP00000009977	ENSMGAP00000012157
ENSLOCP00000014242	ENSMGAP00000012037
ENSLOCP00000005611	ENSMGAP00000003821
ENSLOCP00000013252	ENSMGAP00000009180
ENSLOCP00000003346	ENSMGAP00000008886
ENSLOCP00000006083	ENSMGAP00000001118
ENSLOCP00000010201	ENSMGAP00000018940
ENSLOCP00000017129	ENSMGAP00000012064
ENSLOCP00000010663	ENSMGAP00000015939
ENSLOCP00000010170	ENSMGAP00000000886
ENSLOCP00000012902	ENSMGAP00000018906
ENSLOCP00000001380	ENSMGAP00000008934
ENSLOCP00000019697	ENSMGAP00000006128
ENSLOCP00000007765	ENSMGAP00000004657
ENSLOCP00000020613	ENSMGAP00000014958
ENSLOCP00000009052	ENSMGAP00000008153
ENSLOCP00000003727	ENSMGAP00000013037
ENSLOCP00000020852	ENSMGAP00000014755
ENSLOCP00000012301	ENSMGAP00000003137
ENSLOCP00000006753	ENSMGAP00000016102
ENSLOCP00000007988	ENSMGAP00000012301
ENSLOCP00000002812	ENSMGAP00000017563
ENSLOCP00000002783	ENSMGAP00000001845
ENSLOCP00000015433	ENSMGAP00000016758
ENSLOCP00000002184	ENSMGAP00000012402
ENSLOCP00000018866	ENSMGAP00000014451
ENSLOCP00000005956	ENSMGAP00000006208
ENSLOCP00000012378	ENSMGAP00000012619
ENSLOCP00000007945	ENSMGAP00000007172
ENSLOCP00000014688	ENSMGAP00000012871
ENSLOCP00000011765	ENSMGAP00000017868
ENSLOCP00000016744	ENSMGAP00000019084
ENSLOCP00000018525	ENSMGAP00000013647
ENSLOCP00000020005	ENSMGAP00000013795
ENSLOCP00000010430	ENSMGAP00000009939
ENSLOCP00000013420	ENSMGAP00000013308
ENSLOCP00000005960	ENSMGAP00000001725
ENSLOCP00000003185	ENSMGAP00000010392
ENSLOCP00000004936	ENSMGAP00000006615
ENSLOCP00000008528	ENSMGAP00000004084
ENSLOCP00000013661	ENSMGAP00000006884
ENSLOCP00000009689	ENSMGAP00000011172
ENSLOCP00000021013	ENSMGAP00000014155
ENSLOCP00000017150	ENSMGAP00000004643
ENSLOCP00000017158	ENSMGAP00000004700
ENSLOCP00000020842	ENSMGAP00000014142
ENSLOCP00000017679	ENSMGAP00000008301
ENSLOCP00000016712	ENSMGAP00000008001
ENSLOCP00000015258	ENSMGAP00000002171
ENSLOCP00000001814	ENSMGAP00000001989
ENSLOCP00000005115	ENSMGAP00000007300
ENSLOCP00000002292	ENSMGAP00000003770
ENSLOCP00000004267	ENSMGAP00000012121
ENSLOCP00000004251	ENSMGAP00000017666
ENSLOCP00000002492	ENSMGAP00000018372
ENSLOCP00000018027	ENSMGAP00000010734
ENSLOCP00000021369	ENSMGAP00000013917
ENSLOCP00000004928	ENSMGAP00000009738
ENSLOCP00000003641	ENSMGAP00000009771
ENSLOCP00000017558	ENSMGAP00000002709
ENSLOCP00000007666	ENSMGAP00000003603
ENSLOCP00000012661	ENSMGAP00000019460
ENSLOCP00000002280	ENSMGAP00000012443
ENSLOCP00000006229	ENSMGAP00000006777
ENSLOCP00000002224	ENSMGAP00000012428
ENSLOCP00000006176	ENSMGAP00000006820
ENSLOCP00000003704	ENSMGAP00000007292
ENSLOCP00000003560	ENSMGAP00000001493
ENSLOCP00000009093	ENSMGAP00000000812
ENSLOCP00000014112	ENSMGAP00000007190
ENSLOCP00000002061	ENSMGAP00000011443
ENSLOCP00000022016	ENSMGAP00000016415
ENSLOCP00000000419	ENSMGAP00000007036
ENSLOCP00000004868	ENSMGAP00000016269
ENSLOCP00000002983	ENSMGAP00000001153
ENSLOCP00000014346	ENSMGAP00000012086
ENSLOCP00000010317	ENSMGAP00000008152
ENSLOCP00000012846	ENSMGAP00000015929
ENSLOCP00000003920	ENSMGAP00000005857
ENSLOCP00000020557	ENSMGAP00000014193
ENSLOCP00000017477	ENSMGAP00000006058
ENSLOCP00000022062	ENSMGAP00000002596
ENSLOCP00000003951	ENSMGAP00000013219
ENSLOCP00000015060	ENSMGAP00000001799
ENSLOCP00000021886	ENSMGAP00000004937
ENSLOCP00000021882	ENSMGAP00000016484
ENSLOCP00000019687	ENSMGAP00000006174
ENSLOCP00000010703	ENSMGAP00000014357
ENSLOCP00000021603	ENSMGAP00000016755
ENSLOCP00000021881	ENSMGAP00000015817
ENSLOCP00000021604	ENSMGAP00000016343
ENSLOCP00000021489	ENSMGAP00000010859
ENSLOCP00000020904	ENSMGAP00000013840
ENSLOCP00000017071	ENSMGAP00000011964
ENSLOCP00000000428	ENSMGAP00000007491
ENSLOCP00000009734	ENSMGAP00000006811
ENSLOCP00000012754	ENSMGAP00000003922
ENSLOCP00000005147	ENSMGAP00000005105
ENSLOCP00000001415	ENSMGAP00000005056
ENSLOCP00000006150	ENSMGAP00000008532
ENSLOCP00000016390	ENSMGAP00000006638
ENSLOCP00000004738	ENSMGAP00000015439
ENSLOCP00000019989	ENSMGAP00000013757
ENSLOCP00000005799	ENSMGAP00000011688
ENSLOCP00000006911	ENSMGAP00000004620
ENSLOCP00000007976	ENSMGAP00000012746
ENSLOCP00000015910	ENSMGAP00000012741
ENSLOCP00000006056	ENSMGAP00000019108
ENSLOCP00000008378	ENSMGAP00000012472
ENSLOCP00000002298	ENSMGAP00000006416
ENSLOCP00000009308	ENSMGAP00000003887
ENSLOCP00000019685	ENSMGAP00000006163
ENSLOCP00000015727	ENSMGAP00000005172
ENSLOCP00000003183	ENSMGAP00000012392
ENSLOCP00000021131	ENSMGAP00000014338
ENSLOCP00000014645	ENSMGAP00000005694
ENSLOCP00000008167	ENSMGAP00000010093
ENSLOCP00000006588	ENSMGAP00000007082
ENSLOCP00000003202	ENSMGAP00000015150
ENSLOCP00000004642	ENSMGAP00000002755
ENSLOCP00000000256	ENSMGAP00000001498
ENSLOCP00000014876	ENSMGAP00000011487
ENSLOCP00000016950	ENSMGAP00000006347
ENSLOCP00000015092	ENSMGAP00000011557
ENSLOCP00000010183	ENSMGAP00000014986
ENSLOCP00000007106	ENSMGAP00000001705
ENSLOCP00000002171	ENSMGAP00000005527
ENSLOCP00000018552	ENSMGAP00000009059
ENSLOCP00000020955	ENSMGAP00000018494
ENSLOCP00000022392	ENSMGAP00000017654
ENSLOCP00000021893	ENSMGAP00000015294
ENSLOCP00000021894	ENSMGAP00000015297
ENSLOCP00000022420	ENSMGAP00000016044
ENSLOCP00000016796	ENSMGAP00000008485
ENSLOCP00000006471	ENSMGAP00000005067
ENSLOCP00000004163	ENSMGAP00000019293
ENSLOCP00000018124	ENSMGAP00000017203
ENSLOCP00000011306	ENSMGAP00000016858
ENSLOCP00000007826	ENSMGAP00000001957
ENSLOCP00000009548	ENSMGAP00000006553
ENSLOCP00000003831	ENSMGAP00000011868
ENSLOCP00000014970	ENSMGAP00000016296
ENSLOCP00000020438	ENSMGAP00000003221
ENSLOCP00000011090	ENSMGAP00000015360
ENSLOCP00000003798	ENSMGAP00000003224
ENSLOCP00000002350	ENSMGAP00000001715
ENSLOCP00000006874	ENSMGAP00000001677
ENSLOCP00000015889	ENSMGAP00000005446
ENSLOCP00000011996	ENSMGAP00000005894
ENSLOCP00000008463	ENSMGAP00000015774
ENSLOCP00000017895	ENSMGAP00000019088
ENSLOCP00000022148	ENSMGAP00000018904
ENSLOCP00000021593	ENSMGAP00000016737
ENSLOCP00000021592	ENSMGAP00000016732
ENSLOCP00000022150	ENSMGAP00000016512
ENSLOCP00000021878	ENSMGAP00000018321
ENSLOCP00000013530	ENSMGAP00000015055
ENSLOCP00000020045	ENSMGAP00000014495
ENSLOCP00000018456	ENSMGAP00000001188
ENSLOCP00000002928	ENSMGAP00000012642
ENSLOCP00000021594	ENSMGAP00000016741
ENSLOCP00000022383	ENSMGAP00000016640
ENSLOCP00000020413	ENSMGAP00000012983
ENSLOCP00000012970	ENSMGAP00000015811
ENSLOCP00000021599	ENSMGAP00000016730
ENSLOCP00000022076	ENSMGAP00000017623
ENSLOCP00000002346	ENSMGAP00000011332
ENSLOCP00000021482	ENSMGAP00000017025
ENSLOCP00000006098	ENSMGAP00000007766
ENSLOCP00000009221	ENSMGAP00000010434
ENSLOCP00000018576	ENSMGAP00000010870
ENSLOCP00000017996	ENSMGAP00000017366
ENSLOCP00000004688	ENSMGAP00000000304
ENSLOCP00000015633	ENSMGAP00000000533
ENSLOCP00000014716	ENSMGAP00000018730
ENSLOCP00000014725	ENSMGAP00000012626
ENSLOCP00000018856	ENSMGAP00000009784
ENSLOCP00000009372	ENSMGAP00000015566
ENSLOCP00000007345	ENSMGAP00000001869
ENSLOCP00000004625	ENSMGAP00000015270
ENSLOCP00000013134	ENSMGAP00000017259
ENSLOCP00000014310	ENSMGAP00000012671
ENSLOCP00000010136	ENSMGAP00000015650
ENSLOCP00000016966	ENSMGAP00000005002
ENSLOCP00000009940	ENSMGAP00000001189
ENSLOCP00000018870	ENSMGAP00000009824
ENSLOCP00000012318	ENSMGAP00000015573
ENSLOCP00000016779	ENSMGAP00000007060
ENSLOCP00000014304	ENSMGAP00000005916
ENSLOCP00000012153	ENSMGAP00000013380
ENSLOCP00000008615	ENSMGAP00000003611
ENSLOCP00000004554	ENSMGAP00000007220
ENSLOCP00000008140	ENSMGAP00000007561
ENSLOCP00000009933	ENSMGAP00000014746
ENSLOCP00000004443	ENSMGAP00000007170
ENSLOCP00000008884	ENSMGAP00000010552
ENSLOCP00000009313	ENSMGAP00000013673
ENSLOCP00000013673	ENSMGAP00000005586
ENSLOCP00000004233	ENSMGAP00000006315
ENSLOCP00000022265	ENSMGAP00000017067
ENSLOCP00000011481	ENSMGAP00000017882
ENSLOCP00000009171	ENSMGAP00000005735
ENSLOCP00000020614	ENSMGAP00000013953
ENSLOCP00000012818	ENSMGAP00000019627
ENSLOCP00000014111	ENSMGAP00000005109
ENSLOCP00000001045	ENSMGAP00000016914
ENSLOCP00000021980	ENSMGAP00000016783
ENSLOCP00000022074	ENSMGAP00000017423
ENSLOCP00000021622	ENSMGAP00000018922
ENSLOCP00000022235	ENSMGAP00000017062
ENSLOCP00000015815	ENSMGAP00000006482
ENSLOCP00000022337	ENSMGAP00000016275
ENSLOCP00000012106	ENSMGAP00000017748
ENSLOCP00000020983	ENSMGAP00000014151
ENSLOCP00000004676	ENSMGAP00000006826
ENSLOCP00000004715	ENSMGAP00000006839
ENSLOCP00000014424	ENSMGAP00000010784
ENSLOCP00000020460	ENSMGAP00000011661
ENSLOCP00000015255	ENSMGAP00000012720
ENSLOCP00000016975	ENSMGAP00000005042
ENSLOCP00000010119	ENSMGAP00000015649
ENSLOCP00000015248	ENSMGAP00000012695
ENSLOCP00000013107	ENSMGAP00000002358
ENSLOCP00000013119	ENSMGAP00000002373
ENSLOCP00000015235	ENSMGAP00000012687
ENSLOCP00000018071	ENSMGAP00000011323
ENSLOCP00000003061	ENSMGAP00000009617
ENSLOCP00000020379	ENSMGAP00000014652
ENSLOCP00000009879	ENSMGAP00000010982
ENSLOCP00000007867	ENSMGAP00000011804
ENSLOCP00000014773	ENSMGAP00000014574
ENSLOCP00000014477	ENSMGAP00000011515
ENSLOCP00000013025	ENSMGAP00000013500
ENSLOCP00000012625	ENSMGAP00000014282
ENSLOCP00000006932	ENSMGAP00000013564
ENSLOCP00000006467	ENSMGAP00000007931
ENSLOCP00000006685	ENSMGAP00000016105
ENSLOCP00000018074	ENSMGAP00000011364
ENSLOCP00000010583	ENSMGAP00000003822
ENSLOCP00000001840	ENSMGAP00000004329
ENSLOCP00000010774	ENSMGAP00000004993
ENSLOCP00000015950	ENSMGAP00000017558
ENSLOCP00000014679	ENSMGAP00000004405
ENSLOCP00000008660	ENSMGAP00000004999
ENSLOCP00000002804	ENSMGAP00000001719
ENSLOCP00000018139	ENSMGAP00000011717
ENSLOCP00000021184	ENSMGAP00000014122
ENSLOCP00000008104	ENSMGAP00000012360
ENSLOCP00000009997	ENSMGAP00000018689
ENSLOCP00000003123	ENSMGAP00000008827
ENSLOCP00000017791	ENSMGAP00000009540
ENSLOCP00000000451	ENSMGAP00000014990
ENSLOCP00000002703	ENSMGAP00000006432
ENSLOCP00000007875	ENSMGAP00000009492
ENSLOCP00000008241	ENSMGAP00000004371
ENSLOCP00000012836	ENSMGAP00000010672
ENSLOCP00000000158	ENSMGAP00000010830
ENSLOCP00000009194	ENSMGAP00000017377
ENSLOCP00000017211	ENSMGAP00000010482
ENSLOCP00000008347	ENSMGAP00000003568
ENSLOCP00000008291	ENSMGAP00000003574
ENSLOCP00000014342	ENSMGAP00000013264
ENSLOCP00000016234	ENSMGAP00000002792
ENSLOCP00000006475	ENSMGAP00000006356
ENSLOCP00000011663	ENSMGAP00000013097
ENSLOCP00000004759	ENSMGAP00000008242
ENSLOCP00000014785	ENSMGAP00000008035
ENSLOCP00000018882	ENSMGAP00000018333
ENSLOCP00000007600	ENSMGAP00000008978
ENSLOCP00000020993	ENSMGAP00000014170
ENSLOCP00000014901	ENSMGAP00000009077
ENSLOCP00000004974	ENSMGAP00000011941
ENSLOCP00000007162	ENSMGAP00000018187
ENSLOCP00000018968	ENSMGAP00000014381
ENSLOCP00000013281	ENSMGAP00000016248
ENSLOCP00000006530	ENSMGAP00000002716
ENSLOCP00000016267	ENSMGAP00000009000
ENSLOCP00000008195	ENSMGAP00000017127
ENSLOCP00000014250	ENSMGAP00000000349
ENSLOCP00000007202	ENSMGAP00000005209
ENSLOCP00000013937	ENSMGAP00000013029
ENSLOCP00000013105	ENSMGAP00000009246
ENSLOCP00000017425	ENSMGAP00000005954
ENSLOCP00000020536	ENSMGAP00000014213
ENSLOCP00000016896	ENSMGAP00000002134
ENSLOCP00000012791	ENSMGAP00000015911
ENSLOCP00000005636	ENSMGAP00000008272
ENSLOCP00000005290	ENSMGAP00000004037
ENSLOCP00000003754	ENSMGAP00000015151
ENSLOCP00000002748	ENSMGAP00000003491
ENSLOCP00000021473	ENSMGAP00000017323
ENSLOCP00000021814	ENSMGAP00000016289
ENSLOCP00000022021	ENSMGAP00000016910
ENSLOCP00000006683	ENSMGAP00000016746
ENSLOCP00000017161	ENSMGAP00000004704
ENSLOCP00000006664	ENSMGAP00000005184
ENSLOCP00000004377	ENSMGAP00000010730
ENSLOCP00000015315	ENSMGAP00000007137
ENSLOCP00000005693	ENSMGAP00000007823
ENSLOCP00000012427	ENSMGAP00000015467
ENSLOCP00000016177	ENSMGAP00000011314
ENSLOCP00000012760	ENSMGAP00000012350
ENSLOCP00000015287	ENSMGAP00000003632
ENSLOCP00000016312	ENSMGAP00000008659
ENSLOCP00000010302	ENSMGAP00000009650
ENSLOCP00000007294	ENSMGAP00000003156
ENSLOCP00000007511	ENSMGAP00000001825
ENSLOCP00000006232	ENSMGAP00000008465
ENSLOCP00000018601	ENSMGAP00000003249
ENSLOCP00000000482	ENSMGAP00000013657
ENSLOCP00000004604	ENSMGAP00000015543
ENSLOCP00000017046	ENSMGAP00000011951
ENSLOCP00000004467	ENSMGAP00000005326
ENSLOCP00000022101	ENSMGAP00000016869
ENSLOCP00000021730	ENSMGAP00000016830
ENSLOCP00000012197	ENSMGAP00000019405
ENSLOCP00000020409	ENSMGAP00000012987
ENSLOCP00000008390	ENSMGAP00000009954
ENSLOCP00000007066	ENSMGAP00000018077
ENSLOCP00000015073	ENSMGAP00000007483
ENSLOCP00000009082	ENSMGAP00000010210
ENSLOCP00000011707	ENSMGAP00000016210
ENSLOCP00000003973	ENSMGAP00000012744
ENSLOCP00000017311	ENSMGAP00000012346
ENSLOCP00000018991	ENSMGAP00000018351
ENSLOCP00000019865	ENSMGAP00000013971
ENSLOCP00000006740	ENSMGAP00000019812
ENSLOCP00000021919	ENSMGAP00000011467
ENSLOCP00000020957	ENSMGAP00000014401
ENSLOCP00000008019	ENSMGAP00000007449
ENSLOCP00000012756	ENSMGAP00000012421
ENSLOCP00000009409	ENSMGAP00000001565
ENSLOCP00000007370	ENSMGAP00000003127
ENSLOCP00000007472	ENSMGAP00000001721
ENSLOCP00000017458	ENSMGAP00000012432
ENSLOCP00000017446	ENSMGAP00000012455
ENSLOCP00000013637	ENSMGAP00000006912
ENSLOCP00000005152	ENSMGAP00000016011
ENSLOCP00000008541	ENSMGAP00000001513
ENSLOCP00000015131	ENSMGAP00000001792
ENSLOCP00000014134	ENSMGAP00000000565
ENSLOCP00000018728	ENSMGAP00000005719
ENSLOCP00000005239	ENSMGAP00000016009
ENSLOCP00000017473	ENSMGAP00000012374
ENSLOCP00000014783	ENSMGAP00000007169
ENSLOCP00000010548	ENSMGAP00000003896
ENSLOCP00000017085	ENSMGAP00000006406
ENSLOCP00000013681	ENSMGAP00000006833
ENSLOCP00000018828	ENSMGAP00000001780
ENSLOCP00000013310	ENSMGAP00000002426
ENSLOCP00000012689	ENSMGAP00000006846
ENSLOCP00000001920	ENSMGAP00000003787
ENSLOCP00000008056	ENSMGAP00000002234
ENSLOCP00000005749	ENSMGAP00000012516
ENSLOCP00000019345	ENSMGAP00000004575
ENSLOCP00000013962	ENSMGAP00000004146
ENSLOCP00000012692	ENSMGAP00000015933
ENSLOCP00000005804	ENSMGAP00000018393
ENSLOCP00000000583	ENSMGAP00000006737
ENSLOCP00000012551	ENSMGAP00000015616
ENSLOCP00000017472	ENSMGAP00000012558
ENSLOCP00000020342	ENSMGAP00000014832
ENSLOCP00000012260	ENSMGAP00000013391
ENSLOCP00000020049	ENSMGAP00000014492
ENSLOCP00000011192	ENSMGAP00000015366
ENSLOCP00000003673	ENSMGAP00000003332
ENSLOCP00000010018	ENSMGAP00000001550
ENSLOCP00000001372	ENSMGAP00000008005
ENSLOCP00000006600	ENSMGAP00000012714
ENSLOCP00000015775	ENSMGAP00000009434
ENSLOCP00000019020	ENSMGAP00000013591
ENSLOCP00000015611	ENSMGAP00000002582
ENSLOCP00000013790	ENSMGAP00000009308
ENSLOCP00000018665	ENSMGAP00000003705
ENSLOCP00000011205	ENSMGAP00000015746
ENSLOCP00000001012	ENSMGAP00000009789
ENSLOCP00000008006	ENSMGAP00000018347
ENSLOCP00000020293	ENSMGAP00000009964
ENSLOCP00000018709	ENSMGAP00000012271
ENSLOCP00000008025	ENSMGAP00000002334
ENSLOCP00000001292	ENSMGAP00000011779
ENSLOCP00000003576	ENSMGAP00000003071
