ENSTNIP00000006282	ENSDARP00000122973
ENSTNIP00000005796	ENSDARP00000062617
ENSTNIP00000021873	ENSDARP00000089071
ENSTNIP00000009557	ENSDARP00000105080
ENSTNIP00000016969	ENSDARP00000112141
ENSTNIP00000020590	ENSDARP00000106792
ENSTNIP00000005261	ENSDARP00000073803
ENSTNIP00000017318	ENSDARP00000041676
ENSTNIP00000018783	ENSDARP00000119846
ENSTNIP00000012811	ENSDARP00000121318
ENSTNIP00000019357	ENSDARP00000129317
ENSTNIP00000009195	ENSDARP00000103088
ENSTNIP00000010435	ENSDARP00000103672
ENSTNIP00000006059	ENSDARP00000003571
ENSTNIP00000007755	ENSDARP00000076180
ENSTNIP00000010571	ENSDARP00000020980
ENSTNIP00000020835	ENSDARP00000012097
ENSTNIP00000011895	ENSDARP00000050970
ENSTNIP00000012695	ENSDARP00000046529
ENSTNIP00000009428	ENSDARP00000080189
ENSTNIP00000005624	ENSDARP00000055219
ENSTNIP00000021766	ENSDARP00000097526
ENSTNIP00000008175	ENSDARP00000080104
ENSTNIP00000022216	ENSDARP00000080080
ENSTNIP00000017289	ENSDARP00000101998
ENSTNIP00000017645	ENSDARP00000039867
ENSTNIP00000000693	ENSDARP00000070106
ENSTNIP00000007622	ENSDARP00000116060
ENSTNIP00000011821	ENSDARP00000108482
ENSTNIP00000018040	ENSDARP00000102846
ENSTNIP00000011801	ENSDARP00000111170
ENSTNIP00000021377	ENSDARP00000009601
ENSTNIP00000022808	ENSDARP00000122355
ENSTNIP00000021060	ENSDARP00000034172
ENSTNIP00000010456	ENSDARP00000116571
ENSTNIP00000012046	ENSDARP00000080475
ENSTNIP00000012914	ENSDARP00000014304
ENSTNIP00000008042	ENSDARP00000014985
ENSTNIP00000018542	ENSDARP00000048762
ENSTNIP00000018541	ENSDARP00000109101
ENSTNIP00000019032	ENSDARP00000089620
ENSTNIP00000012199	ENSDARP00000069990
ENSTNIP00000006505	ENSDARP00000127095
ENSTNIP00000016412	ENSDARP00000078851
ENSTNIP00000015779	ENSDARP00000127435
ENSTNIP00000012523	ENSDARP00000101263
ENSTNIP00000013429	ENSDARP00000087671
ENSTNIP00000016844	ENSDARP00000100146
ENSTNIP00000010870	ENSDARP00000113371
ENSTNIP00000017693	ENSDARP00000112948
ENSTNIP00000005110	ENSDARP00000091571
ENSTNIP00000016774	ENSDARP00000113831
ENSTNIP00000017576	ENSDARP00000047415
ENSTNIP00000000730	ENSDARP00000079241
ENSTNIP00000016267	ENSDARP00000086356
ENSTNIP00000022053	ENSDARP00000042001
ENSTNIP00000003525	ENSDARP00000005272
ENSTNIP00000018412	ENSDARP00000041502
ENSTNIP00000010295	ENSDARP00000048398
ENSTNIP00000022110	ENSDARP00000072959
ENSTNIP00000011718	ENSDARP00000070226
ENSTNIP00000020280	ENSDARP00000111832
ENSTNIP00000000195	ENSDARP00000104490
ENSTNIP00000021478	ENSDARP00000058735
ENSTNIP00000010135	ENSDARP00000101460
ENSTNIP00000004512	ENSDARP00000026900
ENSTNIP00000017649	ENSDARP00000079907
ENSTNIP00000017776	ENSDARP00000011112
ENSTNIP00000022399	ENSDARP00000117786
ENSTNIP00000013312	ENSDARP00000127806
ENSTNIP00000022392	ENSDARP00000023804
ENSTNIP00000001859	ENSDARP00000042766
ENSTNIP00000022509	ENSDARP00000048545
ENSTNIP00000015222	ENSDARP00000123024
ENSTNIP00000014959	ENSDARP00000094989
ENSTNIP00000017833	ENSDARP00000016755
ENSTNIP00000016487	ENSDARP00000064209
ENSTNIP00000016486	ENSDARP00000086480
ENSTNIP00000017742	ENSDARP00000127620
ENSTNIP00000018417	ENSDARP00000051662
ENSTNIP00000005264	ENSDARP00000064389
ENSTNIP00000011280	ENSDARP00000069300
ENSTNIP00000019854	ENSDARP00000055578
ENSTNIP00000014950	ENSDARP00000060879
ENSTNIP00000005792	ENSDARP00000006532
ENSTNIP00000022167	ENSDARP00000104973
ENSTNIP00000021727	ENSDARP00000089596
ENSTNIP00000013503	ENSDARP00000123264
ENSTNIP00000017417	ENSDARP00000021069
ENSTNIP00000013683	ENSDARP00000025458
ENSTNIP00000016484	ENSDARP00000075139
ENSTNIP00000021913	ENSDARP00000087936
ENSTNIP00000018572	ENSDARP00000057643
ENSTNIP00000014302	ENSDARP00000055935
ENSTNIP00000011216	ENSDARP00000020636
ENSTNIP00000003273	ENSDARP00000017657
ENSTNIP00000008418	ENSDARP00000061775
ENSTNIP00000013616	ENSDARP00000028001
ENSTNIP00000006204	ENSDARP00000072711
ENSTNIP00000016677	ENSDARP00000068409
ENSTNIP00000018187	ENSDARP00000081727
ENSTNIP00000005116	ENSDARP00000120299
ENSTNIP00000018074	ENSDARP00000086753
ENSTNIP00000021455	ENSDARP00000129019
ENSTNIP00000019090	ENSDARP00000124631
ENSTNIP00000005043	ENSDARP00000011986
ENSTNIP00000018075	ENSDARP00000109228
ENSTNIP00000021456	ENSDARP00000007629
ENSTNIP00000002532	ENSDARP00000082910
ENSTNIP00000012461	ENSDARP00000103530
ENSTNIP00000018076	ENSDARP00000098262
ENSTNIP00000021457	ENSDARP00000078348
ENSTNIP00000013680	ENSDARP00000108411
ENSTNIP00000009902	ENSDARP00000080162
ENSTNIP00000015977	ENSDARP00000127601
ENSTNIP00000001872	ENSDARP00000014790
ENSTNIP00000010853	ENSDARP00000124629
ENSTNIP00000010752	ENSDARP00000122217
ENSTNIP00000022993	ENSDARP00000014936
ENSTNIP00000004261	ENSDARP00000114372
ENSTNIP00000020631	ENSDARP00000128062
ENSTNIP00000013943	ENSDARP00000112310
ENSTNIP00000006677	ENSDARP00000049835
ENSTNIP00000003774	ENSDARP00000095158
ENSTNIP00000005224	ENSDARP00000116963
ENSTNIP00000012592	ENSDARP00000126632
ENSTNIP00000019744	ENSDARP00000120607
ENSTNIP00000000955	ENSDARP00000098497
ENSTNIP00000001871	ENSDARP00000098930
ENSTNIP00000021068	ENSDARP00000007698
ENSTNIP00000010095	ENSDARP00000065984
ENSTNIP00000002080	ENSDARP00000119600
ENSTNIP00000013942	ENSDARP00000073976
ENSTNIP00000010094	ENSDARP00000094622
ENSTNIP00000021850	ENSDARP00000021410
ENSTNIP00000014056	ENSDARP00000041724
ENSTNIP00000015615	ENSDARP00000114062
ENSTNIP00000005731	ENSDARP00000080522
ENSTNIP00000015923	ENSDARP00000072956
ENSTNIP00000007020	ENSDARP00000113204
ENSTNIP00000014975	ENSDARP00000013376
ENSTNIP00000021533	ENSDARP00000101801
ENSTNIP00000022518	ENSDARP00000115766
ENSTNIP00000008306	ENSDARP00000083875
ENSTNIP00000010344	ENSDARP00000011409
ENSTNIP00000010205	ENSDARP00000073620
ENSTNIP00000006930	ENSDARP00000128705
ENSTNIP00000018214	ENSDARP00000119330
ENSTNIP00000005642	ENSDARP00000106554
ENSTNIP00000000628	ENSDARP00000043814
ENSTNIP00000020610	ENSDARP00000087169
ENSTNIP00000007190	ENSDARP00000124228
ENSTNIP00000020338	ENSDARP00000045762
ENSTNIP00000007527	ENSDARP00000095029
ENSTNIP00000015398	ENSDARP00000105094
ENSTNIP00000015399	ENSDARP00000072006
ENSTNIP00000008098	ENSDARP00000093490
ENSTNIP00000019541	ENSDARP00000009320
ENSTNIP00000007641	ENSDARP00000083323
ENSTNIP00000015693	ENSDARP00000127990
ENSTNIP00000018812	ENSDARP00000086058
ENSTNIP00000018707	ENSDARP00000115577
ENSTNIP00000004722	ENSDARP00000103591
ENSTNIP00000005086	ENSDARP00000118284
ENSTNIP00000009564	ENSDARP00000070629
ENSTNIP00000019949	ENSDARP00000052937
ENSTNIP00000017120	ENSDARP00000015036
ENSTNIP00000021344	ENSDARP00000001459
ENSTNIP00000020822	ENSDARP00000010074
ENSTNIP00000015374	ENSDARP00000017597
ENSTNIP00000004861	ENSDARP00000071579
ENSTNIP00000013474	ENSDARP00000069085
ENSTNIP00000008840	ENSDARP00000120922
ENSTNIP00000010729	ENSDARP00000072849
ENSTNIP00000015790	ENSDARP00000066557
ENSTNIP00000006174	ENSDARP00000019859
ENSTNIP00000018670	ENSDARP00000050862
ENSTNIP00000004278	ENSDARP00000080366
ENSTNIP00000013051	ENSDARP00000112503
ENSTNIP00000005133	ENSDARP00000047528
ENSTNIP00000014119	ENSDARP00000080361
ENSTNIP00000005738	ENSDARP00000042623
ENSTNIP00000003596	ENSDARP00000110614
ENSTNIP00000006242	ENSDARP00000083878
ENSTNIP00000020274	ENSDARP00000028698
ENSTNIP00000000636	ENSDARP00000092330
ENSTNIP00000020403	ENSDARP00000105792
ENSTNIP00000005477	ENSDARP00000081247
ENSTNIP00000015873	ENSDARP00000108269
ENSTNIP00000005422	ENSDARP00000020080
ENSTNIP00000007501	ENSDARP00000094979
ENSTNIP00000002100	ENSDARP00000113187
ENSTNIP00000012150	ENSDARP00000022888
ENSTNIP00000011367	ENSDARP00000015671
ENSTNIP00000010938	ENSDARP00000074846
ENSTNIP00000010974	ENSDARP00000127073
ENSTNIP00000018979	ENSDARP00000020367
ENSTNIP00000013138	ENSDARP00000045070
ENSTNIP00000014213	ENSDARP00000016330
ENSTNIP00000014248	ENSDARP00000077301
ENSTNIP00000015896	ENSDARP00000107064
ENSTNIP00000012584	ENSDARP00000094912
ENSTNIP00000004485	ENSDARP00000112620
ENSTNIP00000021972	ENSDARP00000013603
ENSTNIP00000014997	ENSDARP00000108882
ENSTNIP00000008639	ENSDARP00000047810
ENSTNIP00000002953	ENSDARP00000120963
ENSTNIP00000020697	ENSDARP00000120968
ENSTNIP00000010490	ENSDARP00000007234
ENSTNIP00000019348	ENSDARP00000127070
ENSTNIP00000007849	ENSDARP00000121332
ENSTNIP00000017222	ENSDARP00000076380
ENSTNIP00000009964	ENSDARP00000082892
ENSTNIP00000009517	ENSDARP00000128822
ENSTNIP00000011570	ENSDARP00000105696
ENSTNIP00000010796	ENSDARP00000089039
ENSTNIP00000002173	ENSDARP00000056102
ENSTNIP00000017555	ENSDARP00000094545
ENSTNIP00000005444	ENSDARP00000122427
ENSTNIP00000009138	ENSDARP00000034534
ENSTNIP00000013299	ENSDARP00000067323
ENSTNIP00000012414	ENSDARP00000022108
ENSTNIP00000018505	ENSDARP00000120470
ENSTNIP00000007578	ENSDARP00000101022
ENSTNIP00000000473	ENSDARP00000087215
ENSTNIP00000007479	ENSDARP00000029832
ENSTNIP00000012664	ENSDARP00000109272
ENSTNIP00000002813	ENSDARP00000010190
ENSTNIP00000022004	ENSDARP00000020044
ENSTNIP00000014200	ENSDARP00000055407
ENSTNIP00000010903	ENSDARP00000117649
ENSTNIP00000013968	ENSDARP00000103861
ENSTNIP00000021099	ENSDARP00000086776
ENSTNIP00000010197	ENSDARP00000043090
ENSTNIP00000015473	ENSDARP00000119031
ENSTNIP00000015802	ENSDARP00000123123
ENSTNIP00000001326	ENSDARP00000092376
ENSTNIP00000020447	ENSDARP00000116037
ENSTNIP00000005775	ENSDARP00000007949
ENSTNIP00000005228	ENSDARP00000085236
ENSTNIP00000001836	ENSDARP00000013433
ENSTNIP00000017452	ENSDARP00000104209
ENSTNIP00000019592	ENSDARP00000101215
ENSTNIP00000012342	ENSDARP00000128684
ENSTNIP00000011850	ENSDARP00000121740
ENSTNIP00000020780	ENSDARP00000006025
ENSTNIP00000003613	ENSDARP00000058160
ENSTNIP00000010330	ENSDARP00000078496
ENSTNIP00000021422	ENSDARP00000100164
ENSTNIP00000007717	ENSDARP00000081768
ENSTNIP00000011595	ENSDARP00000128654
ENSTNIP00000001641	ENSDARP00000112571
ENSTNIP00000022143	ENSDARP00000084734
ENSTNIP00000016242	ENSDARP00000084719
ENSTNIP00000020566	ENSDARP00000110059
ENSTNIP00000016282	ENSDARP00000122396
ENSTNIP00000000809	ENSDARP00000118751
ENSTNIP00000003209	ENSDARP00000100704
ENSTNIP00000015419	ENSDARP00000057363
ENSTNIP00000007216	ENSDARP00000016471
ENSTNIP00000013832	ENSDARP00000102422
ENSTNIP00000004328	ENSDARP00000128160
ENSTNIP00000003195	ENSDARP00000067137
ENSTNIP00000001138	ENSDARP00000072319
ENSTNIP00000006417	ENSDARP00000094186
ENSTNIP00000020015	ENSDARP00000112298
ENSTNIP00000021036	ENSDARP00000117285
ENSTNIP00000020936	ENSDARP00000097547
ENSTNIP00000022959	ENSDARP00000121456
ENSTNIP00000003369	ENSDARP00000042828
ENSTNIP00000018924	ENSDARP00000117136
ENSTNIP00000011969	ENSDARP00000101335
ENSTNIP00000003496	ENSDARP00000097592
ENSTNIP00000000416	ENSDARP00000103261
ENSTNIP00000019947	ENSDARP00000096523
ENSTNIP00000008305	ENSDARP00000041896
ENSTNIP00000012447	ENSDARP00000047418
ENSTNIP00000007731	ENSDARP00000008788
ENSTNIP00000006263	ENSDARP00000115574
ENSTNIP00000000896	ENSDARP00000045990
ENSTNIP00000016397	ENSDARP00000038349
ENSTNIP00000012182	ENSDARP00000112831
ENSTNIP00000018195	ENSDARP00000047527
ENSTNIP00000017642	ENSDARP00000106050
ENSTNIP00000012175	ENSDARP00000052345
ENSTNIP00000018196	ENSDARP00000062362
ENSTNIP00000017786	ENSDARP00000064895
ENSTNIP00000017064	ENSDARP00000117834
ENSTNIP00000018892	ENSDARP00000122726
ENSTNIP00000018530	ENSDARP00000123118
ENSTNIP00000020329	ENSDARP00000044410
ENSTNIP00000018891	ENSDARP00000020119
ENSTNIP00000010365	ENSDARP00000123766
ENSTNIP00000011109	ENSDARP00000050331
ENSTNIP00000008458	ENSDARP00000036006
ENSTNIP00000019612	ENSDARP00000025026
ENSTNIP00000009049	ENSDARP00000101288
ENSTNIP00000006792	ENSDARP00000099145
ENSTNIP00000015029	ENSDARP00000065432
ENSTNIP00000014854	ENSDARP00000123782
ENSTNIP00000011561	ENSDARP00000082752
ENSTNIP00000014811	ENSDARP00000073556
ENSTNIP00000014632	ENSDARP00000125811
ENSTNIP00000010372	ENSDARP00000119307
ENSTNIP00000004963	ENSDARP00000085803
ENSTNIP00000017981	ENSDARP00000079367
ENSTNIP00000016627	ENSDARP00000012804
ENSTNIP00000022322	ENSDARP00000046640
ENSTNIP00000017037	ENSDARP00000094423
ENSTNIP00000015433	ENSDARP00000092118
ENSTNIP00000011652	ENSDARP00000121290
ENSTNIP00000007895	ENSDARP00000028545
ENSTNIP00000006261	ENSDARP00000044936
ENSTNIP00000017770	ENSDARP00000078796
ENSTNIP00000021297	ENSDARP00000107363
ENSTNIP00000013996	ENSDARP00000052064
ENSTNIP00000013229	ENSDARP00000115784
ENSTNIP00000003348	ENSDARP00000085905
ENSTNIP00000016881	ENSDARP00000076157
ENSTNIP00000015070	ENSDARP00000088401
ENSTNIP00000013116	ENSDARP00000075781
ENSTNIP00000019964	ENSDARP00000014665
ENSTNIP00000021390	ENSDARP00000099786
ENSTNIP00000013570	ENSDARP00000113673
ENSTNIP00000011651	ENSDARP00000094915
ENSTNIP00000021896	ENSDARP00000122944
ENSTNIP00000010091	ENSDARP00000106736
ENSTNIP00000004650	ENSDARP00000030868
ENSTNIP00000008640	ENSDARP00000127860
ENSTNIP00000022455	ENSDARP00000062342
ENSTNIP00000016814	ENSDARP00000083736
ENSTNIP00000015382	ENSDARP00000087493
ENSTNIP00000005131	ENSDARP00000087484
ENSTNIP00000009062	ENSDARP00000016353
ENSTNIP00000013441	ENSDARP00000094244
ENSTNIP00000001768	ENSDARP00000121284
ENSTNIP00000014107	ENSDARP00000021850
ENSTNIP00000019733	ENSDARP00000046065
ENSTNIP00000010246	ENSDARP00000102675
ENSTNIP00000018356	ENSDARP00000097691
ENSTNIP00000009307	ENSDARP00000104720
ENSTNIP00000006311	ENSDARP00000092508
ENSTNIP00000008771	ENSDARP00000103028
ENSTNIP00000009646	ENSDARP00000083119
ENSTNIP00000022700	ENSDARP00000103347
ENSTNIP00000009585	ENSDARP00000128175
ENSTNIP00000008285	ENSDARP00000078006
ENSTNIP00000022695	ENSDARP00000109857
ENSTNIP00000016802	ENSDARP00000111924
ENSTNIP00000005854	ENSDARP00000081539
ENSTNIP00000020256	ENSDARP00000081533
ENSTNIP00000021821	ENSDARP00000117418
ENSTNIP00000015760	ENSDARP00000096449
ENSTNIP00000018088	ENSDARP00000125046
ENSTNIP00000008409	ENSDARP00000110377
ENSTNIP00000014359	ENSDARP00000009148
ENSTNIP00000016313	ENSDARP00000082219
ENSTNIP00000017171	ENSDARP00000015688
ENSTNIP00000017270	ENSDARP00000103060
ENSTNIP00000018273	ENSDARP00000126661
ENSTNIP00000003270	ENSDARP00000080378
ENSTNIP00000011928	ENSDARP00000113257
ENSTNIP00000022537	ENSDARP00000034684
ENSTNIP00000003994	ENSDARP00000128186
ENSTNIP00000014724	ENSDARP00000051235
ENSTNIP00000005049	ENSDARP00000110554
ENSTNIP00000023037	ENSDARP00000100744
ENSTNIP00000002976	ENSDARP00000105946
ENSTNIP00000013958	ENSDARP00000021661
ENSTNIP00000012460	ENSDARP00000127604
ENSTNIP00000019161	ENSDARP00000055842
ENSTNIP00000015482	ENSDARP00000031764
ENSTNIP00000020734	ENSDARP00000032359
ENSTNIP00000011213	ENSDARP00000110074
ENSTNIP00000014304	ENSDARP00000070082
ENSTNIP00000010790	ENSDARP00000104118
ENSTNIP00000011618	ENSDARP00000079237
ENSTNIP00000009863	ENSDARP00000085067
ENSTNIP00000014963	ENSDARP00000102535
ENSTNIP00000013183	ENSDARP00000099552
ENSTNIP00000016792	ENSDARP00000057640
ENSTNIP00000022054	ENSDARP00000051514
ENSTNIP00000010394	ENSDARP00000007865
ENSTNIP00000022458	ENSDARP00000061847
ENSTNIP00000011860	ENSDARP00000091906
ENSTNIP00000016382	ENSDARP00000093003
ENSTNIP00000022328	ENSDARP00000020512
ENSTNIP00000022489	ENSDARP00000110576
ENSTNIP00000014569	ENSDARP00000002502
ENSTNIP00000014353	ENSDARP00000104564
ENSTNIP00000000846	ENSDARP00000111894
ENSTNIP00000020353	ENSDARP00000095869
ENSTNIP00000006316	ENSDARP00000106575
ENSTNIP00000013398	ENSDARP00000081177
ENSTNIP00000009583	ENSDARP00000014740
ENSTNIP00000010062	ENSDARP00000087540
ENSTNIP00000013710	ENSDARP00000012856
ENSTNIP00000019976	ENSDARP00000018978
ENSTNIP00000004738	ENSDARP00000105164
ENSTNIP00000003937	ENSDARP00000090639
ENSTNIP00000012160	ENSDARP00000041576
ENSTNIP00000002275	ENSDARP00000006884
ENSTNIP00000021690	ENSDARP00000067039
ENSTNIP00000021689	ENSDARP00000018404
ENSTNIP00000013728	ENSDARP00000119785
ENSTNIP00000018464	ENSDARP00000051081
ENSTNIP00000016851	ENSDARP00000012295
ENSTNIP00000010768	ENSDARP00000070995
ENSTNIP00000007142	ENSDARP00000067889
ENSTNIP00000014851	ENSDARP00000070263
ENSTNIP00000005099	ENSDARP00000068085
ENSTNIP00000013029	ENSDARP00000124849
ENSTNIP00000015988	ENSDARP00000072012
ENSTNIP00000020939	ENSDARP00000111087
ENSTNIP00000007317	ENSDARP00000128688
ENSTNIP00000011771	ENSDARP00000108261
ENSTNIP00000008780	ENSDARP00000022592
ENSTNIP00000016652	ENSDARP00000034327
ENSTNIP00000005098	ENSDARP00000102315
ENSTNIP00000012294	ENSDARP00000066379
ENSTNIP00000011398	ENSDARP00000064011
ENSTNIP00000019328	ENSDARP00000062023
ENSTNIP00000002625	ENSDARP00000065361
ENSTNIP00000018255	ENSDARP00000106241
ENSTNIP00000005959	ENSDARP00000116974
ENSTNIP00000010880	ENSDARP00000123924
ENSTNIP00000011246	ENSDARP00000094353
ENSTNIP00000014663	ENSDARP00000011795
ENSTNIP00000012057	ENSDARP00000085190
ENSTNIP00000017197	ENSDARP00000104660
ENSTNIP00000012344	ENSDARP00000126215
ENSTNIP00000015568	ENSDARP00000076212
ENSTNIP00000017329	ENSDARP00000019112
ENSTNIP00000018338	ENSDARP00000037761
ENSTNIP00000020009	ENSDARP00000023546
ENSTNIP00000005021	ENSDARP00000106729
ENSTNIP00000016806	ENSDARP00000115545
ENSTNIP00000013952	ENSDARP00000013792
ENSTNIP00000011885	ENSDARP00000033414
ENSTNIP00000006290	ENSDARP00000071454
ENSTNIP00000002409	ENSDARP00000071460
ENSTNIP00000022212	ENSDARP00000070266
ENSTNIP00000022191	ENSDARP00000076279
ENSTNIP00000022193	ENSDARP00000118625
ENSTNIP00000017963	ENSDARP00000071321
ENSTNIP00000001602	ENSDARP00000062115
ENSTNIP00000016577	ENSDARP00000116125
ENSTNIP00000000605	ENSDARP00000064196
ENSTNIP00000009092	ENSDARP00000032545
ENSTNIP00000019205	ENSDARP00000104885
ENSTNIP00000019203	ENSDARP00000025766
ENSTNIP00000001550	ENSDARP00000091985
ENSTNIP00000007346	ENSDARP00000065182
ENSTNIP00000020000	ENSDARP00000104086
ENSTNIP00000005068	ENSDARP00000088312
ENSTNIP00000008626	ENSDARP00000052843
ENSTNIP00000010190	ENSDARP00000065460
ENSTNIP00000016148	ENSDARP00000110099
ENSTNIP00000016149	ENSDARP00000110095
ENSTNIP00000019648	ENSDARP00000117839
ENSTNIP00000019649	ENSDARP00000106948
ENSTNIP00000016150	ENSDARP00000112505
ENSTNIP00000013160	ENSDARP00000107352
ENSTNIP00000017425	ENSDARP00000081638
ENSTNIP00000003615	ENSDARP00000109134
ENSTNIP00000008892	ENSDARP00000088022
ENSTNIP00000003423	ENSDARP00000074788
ENSTNIP00000005360	ENSDARP00000077695
ENSTNIP00000014291	ENSDARP00000028338
ENSTNIP00000007004	ENSDARP00000066449
ENSTNIP00000014515	ENSDARP00000059260
ENSTNIP00000008054	ENSDARP00000058288
ENSTNIP00000012148	ENSDARP00000073347
ENSTNIP00000014154	ENSDARP00000110874
ENSTNIP00000020767	ENSDARP00000078333
ENSTNIP00000008941	ENSDARP00000092978
ENSTNIP00000019796	ENSDARP00000048497
ENSTNIP00000020328	ENSDARP00000026878
ENSTNIP00000018527	ENSDARP00000122861
ENSTNIP00000007962	ENSDARP00000115447
ENSTNIP00000006551	ENSDARP00000010229
ENSTNIP00000005198	ENSDARP00000065506
ENSTNIP00000019927	ENSDARP00000022612
ENSTNIP00000020321	ENSDARP00000038292
ENSTNIP00000010212	ENSDARP00000015776
ENSTNIP00000013341	ENSDARP00000113585
ENSTNIP00000018936	ENSDARP00000084401
ENSTNIP00000004915	ENSDARP00000076561
ENSTNIP00000018343	ENSDARP00000129270
ENSTNIP00000007752	ENSDARP00000012386
ENSTNIP00000021122	ENSDARP00000087563
ENSTNIP00000010166	ENSDARP00000127557
ENSTNIP00000015532	ENSDARP00000078808
ENSTNIP00000018169	ENSDARP00000103134
ENSTNIP00000009873	ENSDARP00000082173
ENSTNIP00000019244	ENSDARP00000112172
ENSTNIP00000018677	ENSDARP00000120670
ENSTNIP00000019502	ENSDARP00000073352
ENSTNIP00000013445	ENSDARP00000108896
ENSTNIP00000018863	ENSDARP00000106981
ENSTNIP00000013694	ENSDARP00000110356
ENSTNIP00000005199	ENSDARP00000027956
ENSTNIP00000006996	ENSDARP00000101164
ENSTNIP00000019890	ENSDARP00000101477
ENSTNIP00000012337	ENSDARP00000086722
ENSTNIP00000012336	ENSDARP00000052911
ENSTNIP00000009726	ENSDARP00000080047
ENSTNIP00000020954	ENSDARP00000100086
ENSTNIP00000015948	ENSDARP00000096365
ENSTNIP00000013691	ENSDARP00000085437
ENSTNIP00000015341	ENSDARP00000108171
ENSTNIP00000009978	ENSDARP00000068851
ENSTNIP00000015947	ENSDARP00000099198
ENSTNIP00000012332	ENSDARP00000111466
ENSTNIP00000016974	ENSDARP00000112237
ENSTNIP00000010410	ENSDARP00000089179
ENSTNIP00000013422	ENSDARP00000124217
ENSTNIP00000016494	ENSDARP00000111731
ENSTNIP00000020080	ENSDARP00000112646
ENSTNIP00000018098	ENSDARP00000053266
ENSTNIP00000009684	ENSDARP00000064035
ENSTNIP00000009597	ENSDARP00000069834
ENSTNIP00000014934	ENSDARP00000121164
ENSTNIP00000006272	ENSDARP00000049884
ENSTNIP00000005248	ENSDARP00000108228
ENSTNIP00000016756	ENSDARP00000098240
ENSTNIP00000017490	ENSDARP00000087441
ENSTNIP00000015620	ENSDARP00000087437
ENSTNIP00000007259	ENSDARP00000077804
ENSTNIP00000014492	ENSDARP00000085340
ENSTNIP00000015487	ENSDARP00000080077
ENSTNIP00000009883	ENSDARP00000016117
ENSTNIP00000020010	ENSDARP00000117693
ENSTNIP00000020207	ENSDARP00000016308
ENSTNIP00000008548	ENSDARP00000057093
ENSTNIP00000018807	ENSDARP00000054821
ENSTNIP00000015007	ENSDARP00000102248
ENSTNIP00000016341	ENSDARP00000095383
ENSTNIP00000016340	ENSDARP00000108860
ENSTNIP00000015006	ENSDARP00000010904
ENSTNIP00000020220	ENSDARP00000106735
ENSTNIP00000009045	ENSDARP00000107903
ENSTNIP00000011865	ENSDARP00000035373
ENSTNIP00000016093	ENSDARP00000008694
ENSTNIP00000016039	ENSDARP00000009610
ENSTNIP00000022924	ENSDARP00000123181
ENSTNIP00000005038	ENSDARP00000054663
ENSTNIP00000015590	ENSDARP00000025541
ENSTNIP00000010568	ENSDARP00000092307
ENSTNIP00000012587	ENSDARP00000050307
ENSTNIP00000020232	ENSDARP00000010393
ENSTNIP00000018272	ENSDARP00000009247
ENSTNIP00000004934	ENSDARP00000043800
ENSTNIP00000015321	ENSDARP00000068232
ENSTNIP00000016100	ENSDARP00000068588
ENSTNIP00000007929	ENSDARP00000016061
ENSTNIP00000004845	ENSDARP00000016102
ENSTNIP00000011939	ENSDARP00000106456
ENSTNIP00000005345	ENSDARP00000129780
ENSTNIP00000012436	ENSDARP00000098981
ENSTNIP00000012019	ENSDARP00000053637
ENSTNIP00000020399	ENSDARP00000021632
ENSTNIP00000016008	ENSDARP00000069272
ENSTNIP00000002060	ENSDARP00000017469
ENSTNIP00000022751	ENSDARP00000012986
ENSTNIP00000016034	ENSDARP00000063250
ENSTNIP00000009528	ENSDARP00000057824
ENSTNIP00000007644	ENSDARP00000116647
ENSTNIP00000006281	ENSDARP00000087010
ENSTNIP00000002666	ENSDARP00000122371
ENSTNIP00000010997	ENSDARP00000117813
ENSTNIP00000015425	ENSDARP00000081582
ENSTNIP00000012255	ENSDARP00000106234
ENSTNIP00000019132	ENSDARP00000089659
ENSTNIP00000010027	ENSDARP00000040707
ENSTNIP00000014647	ENSDARP00000126158
ENSTNIP00000017884	ENSDARP00000041051
ENSTNIP00000017602	ENSDARP00000067062
ENSTNIP00000018134	ENSDARP00000016790
ENSTNIP00000022882	ENSDARP00000083921
ENSTNIP00000019978	ENSDARP00000023263
ENSTNIP00000019501	ENSDARP00000114735
ENSTNIP00000020112	ENSDARP00000093359
ENSTNIP00000002868	ENSDARP00000083406
ENSTNIP00000019266	ENSDARP00000126784
ENSTNIP00000013174	ENSDARP00000111593
ENSTNIP00000007920	ENSDARP00000113372
ENSTNIP00000008035	ENSDARP00000087106
ENSTNIP00000019538	ENSDARP00000120698
ENSTNIP00000012634	ENSDARP00000100867
ENSTNIP00000017917	ENSDARP00000085193
ENSTNIP00000014255	ENSDARP00000111621
ENSTNIP00000001889	ENSDARP00000114226
ENSTNIP00000014842	ENSDARP00000111554
ENSTNIP00000012722	ENSDARP00000114137
ENSTNIP00000009708	ENSDARP00000106962
ENSTNIP00000021447	ENSDARP00000123786
ENSTNIP00000004779	ENSDARP00000089986
ENSTNIP00000015526	ENSDARP00000017993
ENSTNIP00000014798	ENSDARP00000127291
ENSTNIP00000013050	ENSDARP00000052903
ENSTNIP00000008759	ENSDARP00000124983
ENSTNIP00000011516	ENSDARP00000001565
ENSTNIP00000009904	ENSDARP00000063092
ENSTNIP00000013787	ENSDARP00000009555
ENSTNIP00000016543	ENSDARP00000126346
ENSTNIP00000005648	ENSDARP00000073586
ENSTNIP00000020233	ENSDARP00000108281
