ENSMGAP00000004951	ENSP00000262384
ENSMGAP00000014960	ENSP00000391592
ENSMGAP00000009745	ENSP00000360683
ENSMGAP00000008932	ENSP00000311857
ENSMGAP00000005025	ENSP00000374069
ENSMGAP00000017911	ENSP00000295718
ENSMGAP00000002653	ENSP00000303554
ENSMGAP00000006792	ENSP00000359114
ENSMGAP00000009130	ENSP00000359603
ENSMGAP00000003226	ENSP00000348385
ENSMGAP00000007457	ENSP00000360882
ENSMGAP00000004737	ENSP00000369889
ENSMGAP00000005099	ENSP00000304408
ENSMGAP00000000984	ENSP00000225964
ENSMGAP00000009854	ENSP00000297268
ENSMGAP00000006008	ENSP00000364000
ENSMGAP00000006859	ENSP00000361290
ENSMGAP00000015755	ENSP00000353654
ENSMGAP00000007193	ENSP00000332371
ENSMGAP00000014941	ENSP00000301904
ENSMGAP00000010143	ENSP00000383115
ENSMGAP00000011249	ENSP00000373298
ENSMGAP00000011070	ENSP00000340937
ENSMGAP00000001272	ENSP00000300527
ENSMGAP00000001374	ENSP00000355180
ENSMGAP00000018684	ENSP00000295550
ENSMGAP00000010137	ENSP00000382356
ENSMGAP00000000366	ENSP00000395012
ENSMGAP00000016227	ENSP00000438526
ENSMGAP00000000395	ENSP00000341342
ENSMGAP00000010743	ENSP00000376419
ENSMGAP00000017080	ENSP00000336800
ENSMGAP00000000689	ENSP00000366886
ENSMGAP00000016080	ENSP00000436262
ENSMGAP00000013293	ENSP00000321475
ENSMGAP00000014864	ENSP00000420659
ENSMGAP00000012713	ENSP00000302586
ENSMGAP00000007439	ENSP00000385957
ENSMGAP00000001954	ENSP00000287777
ENSMGAP00000004292	ENSP00000230361
ENSMGAP00000004316	ENSP00000377784
ENSMGAP00000015231	ENSP00000261047
ENSMGAP00000005178	ENSP00000361475
ENSMGAP00000001336	ENSP00000395323
ENSMGAP00000013173	ENSP00000371587
ENSMGAP00000010422	ENSP00000420040
ENSMGAP00000014837	ENSP00000384719
ENSMGAP00000005416	ENSP00000361935
ENSMGAP00000012925	ENSP00000379256
ENSMGAP00000002344	ENSP00000419446
ENSMGAP00000012318	ENSP00000357668
ENSMGAP00000004967	ENSP00000257527
ENSMGAP00000014031	ENSP00000348912
ENSMGAP00000001541	ENSP00000453302
ENSMGAP00000016699	ENSP00000386069
ENSMGAP00000002633	ENSP00000306662
ENSMGAP00000013942	ENSP00000368766
ENSMGAP00000003295	ENSP00000369960
ENSMGAP00000017050	ENSP00000322924
ENSMGAP00000016866	ENSP00000307766
ENSMGAP00000016643	ENSP00000363748
ENSMGAP00000004699	ENSP00000287907
ENSMGAP00000015163	ENSP00000284311
ENSMGAP00000017077	ENSP00000272928
ENSMGAP00000000687	ENSP00000300098
ENSMGAP00000016326	ENSP00000216629
ENSMGAP00000016325	ENSP00000307713
ENSMGAP00000016745	ENSP00000360973
ENSMGAP00000016969	ENSP00000443186
ENSMGAP00000011273	ENSP00000296498
ENSMGAP00000001718	ENSP00000261921
ENSMGAP00000000781	ENSP00000373783
ENSMGAP00000009965	ENSP00000260702
ENSMGAP00000010864	ENSP00000264094
ENSMGAP00000013918	ENSP00000376809
ENSMGAP00000000330	ENSP00000215727
ENSMGAP00000005175	ENSP00000254722
ENSMGAP00000005136	ENSP00000321853
ENSMGAP00000009949	ENSP00000278407
ENSMGAP00000005168	ENSP00000312618
ENSMGAP00000012037	ENSP00000264990
ENSMGAP00000003821	ENSP00000233710
ENSMGAP00000008886	ENSP00000242592
ENSMGAP00000018940	ENSP00000306099
ENSMGAP00000012064	ENSP00000381133
ENSMGAP00000000886	ENSP00000336829
ENSMGAP00000018906	ENSP00000234816
ENSMGAP00000008934	ENSP00000362524
ENSMGAP00000006128	ENSP00000248598
ENSMGAP00000008153	ENSP00000371347
ENSMGAP00000013037	ENSP00000428340
ENSMGAP00000014755	ENSP00000314897
ENSMGAP00000003137	ENSP00000346839
ENSMGAP00000016102	ENSP00000335255
ENSMGAP00000006445	ENSP00000301455
ENSMGAP00000012301	ENSP00000360170
ENSMGAP00000017563	ENSP00000239462
ENSMGAP00000001845	ENSP00000356646
ENSMGAP00000009940	ENSP00000407685
ENSMGAP00000000839	ENSP00000306361
ENSMGAP00000012402	ENSP00000289104
ENSMGAP00000014451	ENSP00000256078
ENSMGAP00000006208	ENSP00000299759
ENSMGAP00000012619	ENSP00000297596
ENSMGAP00000007172	ENSP00000201979
ENSMGAP00000012871	ENSP00000005257
ENSMGAP00000019489	ENSP00000332256
ENSMGAP00000019084	ENSP00000249750
ENSMGAP00000013647	ENSP00000258494
ENSMGAP00000013795	ENSP00000265605
ENSMGAP00000003260	ENSP00000346827
ENSMGAP00000013308	ENSP00000450436
ENSMGAP00000001725	ENSP00000434364
ENSMGAP00000002253	ENSP00000360967
ENSMGAP00000004084	ENSP00000219833
ENSMGAP00000006884	ENSP00000230671
ENSMGAP00000014154	ENSP00000388184
ENSMGAP00000014155	ENSP00000339260
ENSMGAP00000008001	ENSP00000398063
ENSMGAP00000002171	ENSP00000362778
ENSMGAP00000007300	ENSP00000262424
ENSMGAP00000003770	ENSP00000217043
ENSMGAP00000012121	ENSP00000260113
ENSMGAP00000018372	ENSP00000303508
ENSMGAP00000010734	ENSP00000403067
ENSMGAP00000013917	ENSP00000338481
ENSMGAP00000009738	ENSP00000345259
ENSMGAP00000009771	ENSP00000343158
ENSMGAP00000002709	ENSP00000298542
ENSMGAP00000003603	ENSP00000264042
ENSMGAP00000012443	ENSP00000263713
ENSMGAP00000006777	ENSP00000363694
ENSMGAP00000012428	ENSP00000263708
ENSMGAP00000007292	ENSP00000443824
ENSMGAP00000001493	ENSP00000463069
ENSMGAP00000002961	ENSP00000425840
ENSMGAP00000015688	ENSP00000295317
ENSMGAP00000016693	ENSP00000222033
ENSMGAP00000009368	ENSP00000337797
ENSMGAP00000016765	ENSP00000372959
ENSMGAP00000004698	ENSP00000367315
ENSMGAP00000016415	ENSP00000355166
ENSMGAP00000016269	ENSP00000363275
ENSMGAP00000001153	ENSP00000322937
ENSMGAP00000012086	ENSP00000326817
ENSMGAP00000008152	ENSP00000334375
ENSMGAP00000015929	ENSP00000374447
ENSMGAP00000002110	ENSP00000325091
ENSMGAP00000005857	ENSP00000365253
ENSMGAP00000010182	ENSP00000419542
ENSMGAP00000014193	ENSP00000446278
ENSMGAP00000006058	ENSP00000273286
ENSMGAP00000001097	ENSP00000360597
ENSMGAP00000013219	ENSP00000422591
ENSMGAP00000001799	ENSP00000430333
ENSMGAP00000004937	ENSP00000366283
ENSMGAP00000016484	ENSP00000366288
ENSMGAP00000006174	ENSP00000344242
ENSMGAP00000016755	ENSP00000371198
ENSMGAP00000015817	ENSP00000383143
ENSMGAP00000016343	ENSP00000359521
ENSMGAP00000010859	ENSP00000420091
ENSMGAP00000013840	ENSP00000389414
ENSMGAP00000011964	ENSP00000368079
ENSMGAP00000007491	ENSP00000252854
ENSMGAP00000006811	ENSP00000359121
ENSMGAP00000003922	ENSP00000037502
ENSMGAP00000005105	ENSP00000332511
ENSMGAP00000005056	ENSP00000294794
ENSMGAP00000008532	ENSP00000362682
ENSMGAP00000015865	ENSP00000219022
ENSMGAP00000006638	ENSP00000335196
ENSMGAP00000015439	ENSP00000291539
ENSMGAP00000013757	ENSP00000310661
ENSMGAP00000004620	ENSP00000264917
ENSMGAP00000012746	ENSP00000410309
ENSMGAP00000012741	ENSP00000379496
ENSMGAP00000019108	ENSP00000243052
ENSMGAP00000012472	ENSP00000332116
ENSMGAP00000006416	ENSP00000347689
ENSMGAP00000003887	ENSP00000345502
ENSMGAP00000006163	ENSP00000321927
ENSMGAP00000005172	ENSP00000264658
ENSMGAP00000014338	ENSP00000358247
ENSMGAP00000005694	ENSP00000423630
ENSMGAP00000010093	ENSP00000380746
ENSMGAP00000007082	ENSP00000224862
ENSMGAP00000015150	ENSP00000419153
ENSMGAP00000002755	ENSP00000360818
ENSMGAP00000001498	ENSP00000356674
ENSMGAP00000016726	ENSP00000362551
ENSMGAP00000008210	ENSP00000362763
ENSMGAP00000008805	ENSP00000362563
ENSMGAP00000011487	ENSP00000358327
ENSMGAP00000006347	ENSP00000311032
ENSMGAP00000008018	ENSP00000351273
ENSMGAP00000007976	ENSP00000286186
ENSMGAP00000011557	ENSP00000265164
ENSMGAP00000014986	ENSP00000312664
ENSMGAP00000005527	ENSP00000330237
ENSMGAP00000018494	ENSP00000358358
ENSMGAP00000017654	ENSP00000350415
ENSMGAP00000015294	ENSP00000271348
ENSMGAP00000015297	ENSP00000240986
ENSMGAP00000016044	ENSP00000241125
ENSMGAP00000017203	ENSP00000363134
ENSMGAP00000016045	ENSP00000372295
ENSMGAP00000010894	ENSP00000411528
ENSMGAP00000006553	ENSP00000295992
ENSMGAP00000016296	ENSP00000290374
ENSMGAP00000003221	ENSP00000397026
ENSMGAP00000015360	ENSP00000382791
ENSMGAP00000003224	ENSP00000362183
ENSMGAP00000001715	ENSP00000435648
ENSMGAP00000002291	ENSP00000330148
ENSMGAP00000001224	ENSP00000296526
ENSMGAP00000015774	ENSP00000282499
ENSMGAP00000019088	ENSP00000264357
ENSMGAP00000016496	ENSP00000274773
ENSMGAP00000018904	ENSP00000367691
ENSMGAP00000016737	ENSP00000408205
ENSMGAP00000014912	ENSP00000327875
ENSMGAP00000016732	ENSP00000362401
ENSMGAP00000016512	ENSP00000282018
ENSMGAP00000016562	ENSP00000442982
ENSMGAP00000018321	ENSP00000365596
ENSMGAP00000015055	ENSP00000207157
ENSMGAP00000014495	ENSP00000358677
ENSMGAP00000001188	ENSP00000362390
ENSMGAP00000012642	ENSP00000386170
ENSMGAP00000016741	ENSP00000276077
ENSMGAP00000016640	ENSP00000362965
ENSMGAP00000004143	ENSP00000335191
ENSMGAP00000015811	ENSP00000356795
ENSMGAP00000016730	ENSP00000363643
ENSMGAP00000017623	ENSP00000377215
ENSMGAP00000011332	ENSP00000355156
ENSMGAP00000017025	ENSP00000304767
ENSMGAP00000007766	ENSP00000240335
ENSMGAP00000010430	ENSP00000309913
ENSMGAP00000010434	ENSP00000257566
ENSMGAP00000010870	ENSP00000331504
ENSMGAP00000017366	ENSP00000220003
ENSMGAP00000000304	ENSP00000378485
ENSMGAP00000000533	ENSP00000356130
ENSMGAP00000018730	ENSP00000370912
ENSMGAP00000012626	ENSP00000264316
ENSMGAP00000009784	ENSP00000308176
ENSMGAP00000015566	ENSP00000350224
ENSMGAP00000005140	ENSP00000398655
ENSMGAP00000001417	ENSP00000430100
ENSMGAP00000001869	ENSP00000367848
ENSMGAP00000014435	ENSP00000412673
ENSMGAP00000014431	ENSP00000386029
ENSMGAP00000015270	ENSP00000420790
ENSMGAP00000017259	ENSP00000274547
ENSMGAP00000012671	ENSP00000295454
ENSMGAP00000015650	ENSP00000308725
ENSMGAP00000001189	ENSP00000264428
ENSMGAP00000009824	ENSP00000361700
ENSMGAP00000015573	ENSP00000218075
ENSMGAP00000007060	ENSP00000274093
ENSMGAP00000005916	ENSP00000411593
ENSMGAP00000013380	ENSP00000264784
ENSMGAP00000003611	ENSP00000366641
ENSMGAP00000007170	ENSP00000416293
ENSMGAP00000010552	ENSP00000323568
ENSMGAP00000010100	ENSP00000391167
ENSMGAP00000006315	ENSP00000328524
ENSMGAP00000017082	ENSP00000332659
ENSMGAP00000017067	ENSP00000310405
ENSMGAP00000017882	ENSP00000416996
ENSMGAP00000005735	ENSP00000356366
ENSMGAP00000017074	ENSP00000351059
ENSMGAP00000013953	ENSP00000275884
ENSMGAP00000005109	ENSP00000350266
ENSMGAP00000016914	ENSP00000386884
ENSMGAP00000016783	ENSP00000343952
ENSMGAP00000017423	ENSP00000246657
ENSMGAP00000018922	ENSP00000332504
ENSMGAP00000017062	ENSP00000249887
ENSMGAP00000011298	ENSP00000264363
ENSMGAP00000011283	ENSP00000296499
ENSMGAP00000017748	ENSP00000002596
ENSMGAP00000014151	ENSP00000427888
ENSMGAP00000006826	ENSP00000261374
ENSMGAP00000006839	ENSP00000330606
ENSMGAP00000009959	ENSP00000408860
ENSMGAP00000010784	ENSP00000358903
ENSMGAP00000011661	ENSP00000260630
ENSMGAP00000002305	ENSP00000410732
ENSMGAP00000012720	ENSP00000295452
ENSMGAP00000005042	ENSP00000359337
ENSMGAP00000015649	ENSP00000335592
ENSMGAP00000012695	ENSP00000421828
ENSMGAP00000002358	ENSP00000393097
ENSMGAP00000002373	ENSP00000274545
ENSMGAP00000012687	ENSP00000264318
ENSMGAP00000011323	ENSP00000367888
ENSMGAP00000014652	ENSP00000261349
ENSMGAP00000010982	ENSP00000263816
ENSMGAP00000003410	ENSP00000371532
ENSMGAP00000011804	ENSP00000303634
ENSMGAP00000012436	ENSP00000264187
ENSMGAP00000014574	ENSP00000216286
ENSMGAP00000011515	ENSP00000265171
ENSMGAP00000013500	ENSP00000370270
ENSMGAP00000009741	ENSP00000355904
ENSMGAP00000014282	ENSP00000343925
ENSMGAP00000013564	ENSP00000344479
ENSMGAP00000007931	ENSP00000333122
ENSMGAP00000016105	ENSP00000325120
ENSMGAP00000011364	ENSP00000363822
ENSMGAP00000004329	ENSP00000362762
ENSMGAP00000004993	ENSP00000334329
ENSMGAP00000001334	ENSP00000385143
ENSMGAP00000004405	ENSP00000332737
ENSMGAP00000004999	ENSP00000356899
ENSMGAP00000005260	ENSP00000373700
ENSMGAP00000011717	ENSP00000263800
ENSMGAP00000014122	ENSP00000357494
ENSMGAP00000012360	ENSP00000360120
ENSMGAP00000018689	ENSP00000364860
ENSMGAP00000008827	ENSP00000363571
ENSMGAP00000005159	ENSP00000303830
ENSMGAP00000014990	ENSP00000431418
ENSMGAP00000009492	ENSP00000380227
ENSMGAP00000004371	ENSP00000261023
ENSMGAP00000010672	ENSP00000367316
ENSMGAP00000017377	ENSP00000386896
ENSMGAP00000010482	ENSP00000327290
ENSMGAP00000003568	ENSP00000296585
ENSMGAP00000010557	ENSP00000347198
ENSMGAP00000013264	ENSP00000350018
ENSMGAP00000006356	ENSP00000289968
ENSMGAP00000008242	ENSP00000412461
ENSMGAP00000008035	ENSP00000378611
ENSMGAP00000018333	ENSP00000386911
ENSMGAP00000008978	ENSP00000217133
ENSMGAP00000014170	ENSP00000357651
ENSMGAP00000018731	ENSP00000451560
ENSMGAP00000009077	ENSP00000318697
ENSMGAP00000011941	ENSP00000260126
ENSMGAP00000018187	ENSP00000217159
ENSMGAP00000014381	ENSP00000370964
ENSMGAP00000016248	ENSP00000289575
ENSMGAP00000002716	ENSP00000311291
ENSMGAP00000004277	ENSP00000410257
ENSMGAP00000004173	ENSP00000390600
ENSMGAP00000009000	ENSP00000396320
ENSMGAP00000011166	ENSP00000303540
ENSMGAP00000011136	ENSP00000283254
ENSMGAP00000017127	ENSP00000346534
ENSMGAP00000000349	ENSP00000355192
ENSMGAP00000005209	ENSP00000334198
ENSMGAP00000013029	ENSP00000385019
ENSMGAP00000009246	ENSP00000352011
ENSMGAP00000005954	ENSP00000288139
ENSMGAP00000014213	ENSP00000266376
ENSMGAP00000002134	ENSP00000276198
ENSMGAP00000015911	ENSP00000367959
ENSMGAP00000008272	ENSP00000258400
ENSMGAP00000004037	ENSP00000354859
ENSMGAP00000015151	ENSP00000373169
ENSMGAP00000003491	ENSP00000176183
ENSMGAP00000017323	ENSP00000255380
ENSMGAP00000016289	ENSP00000372750
ENSMGAP00000016910	ENSP00000399745
ENSMGAP00000016746	ENSP00000409378
ENSMGAP00000004704	ENSP00000380247
ENSMGAP00000005347	ENSP00000342560
ENSMGAP00000010730	ENSP00000256906
ENSMGAP00000007137	ENSP00000407193
ENSMGAP00000002025	ENSP00000216124
ENSMGAP00000015467	ENSP00000217961
ENSMGAP00000006569	ENSP00000333395
ENSMGAP00000003632	ENSP00000264638
ENSMGAP00000008659	ENSP00000422533
ENSMGAP00000009624	ENSP00000322270
ENSMGAP00000009650	ENSP00000359778
ENSMGAP00000003156	ENSP00000332900
ENSMGAP00000003098	ENSP00000373464
ENSMGAP00000003052	ENSP00000342981
ENSMGAP00000008465	ENSP00000335156
ENSMGAP00000003249	ENSP00000377699
ENSMGAP00000013657	ENSP00000356581
ENSMGAP00000015543	ENSP00000369198
ENSMGAP00000011951	ENSP00000296795
ENSMGAP00000005326	ENSP00000363089
ENSMGAP00000004357	ENSP00000256447
ENSMGAP00000016869	ENSP00000440643
ENSMGAP00000019405	ENSP00000370034
ENSMGAP00000012987	ENSP00000438284
ENSMGAP00000018077	ENSP00000360502
ENSMGAP00000007483	ENSP00000420295
ENSMGAP00000011178	ENSP00000347046
ENSMGAP00000010210	ENSP00000364361
ENSMGAP00000016210	ENSP00000379975
ENSMGAP00000012346	ENSP00000451263
ENSMGAP00000018351	ENSP00000355583
ENSMGAP00000013971	ENSP00000288602
ENSMGAP00000008711	ENSP00000381958
ENSMGAP00000019812	ENSP00000448689
ENSMGAP00000001861	ENSP00000265026
ENSMGAP00000011467	ENSP00000310722
ENSMGAP00000014401	ENSP00000358335
ENSMGAP00000007449	ENSP00000215743
ENSMGAP00000012421	ENSP00000286614
ENSMGAP00000001565	ENSP00000246186
ENSMGAP00000003127	ENSP00000219271
ENSMGAP00000019547	ENSP00000260302
ENSMGAP00000001721	ENSP00000353767
ENSMGAP00000016093	ENSP00000260229
ENSMGAP00000012432	ENSP00000288135
ENSMGAP00000012455	ENSP00000257290
ENSMGAP00000016011	ENSP00000241453
ENSMGAP00000001513	ENSP00000339824
ENSMGAP00000001792	ENSP00000292408
ENSMGAP00000001522	ENSP00000393312
ENSMGAP00000016009	ENSP00000282397
ENSMGAP00000012374	ENSP00000263923
ENSMGAP00000007169	ENSP00000261937
ENSMGAP00000003896	ENSP00000303887
ENSMGAP00000006406	ENSP00000337697
ENSMGAP00000017386	ENSP00000339740
ENSMGAP00000006833	ENSP00000381412
ENSMGAP00000002426	ENSP00000419195
ENSMGAP00000006846	ENSP00000282356
ENSMGAP00000002234	ENSP00000291041
ENSMGAP00000012516	ENSP00000394484
ENSMGAP00000004575	ENSP00000368124
ENSMGAP00000008587	ENSP00000256460
ENSMGAP00000004146	ENSP00000009105
ENSMGAP00000015933	ENSP00000411565
ENSMGAP00000006737	ENSP00000457230
ENSMGAP00000015616	ENSP00000334113
ENSMGAP00000014832	ENSP00000155926
ENSMGAP00000013391	ENSP00000312150
ENSMGAP00000015366	ENSP00000270112
ENSMGAP00000003332	ENSP00000362221
ENSMGAP00000001550	ENSP00000353646
ENSMGAP00000008005	ENSP00000279024
ENSMGAP00000013591	ENSP00000261402
ENSMGAP00000002582	ENSP00000356125
ENSMGAP00000009308	ENSP00000346148
ENSMGAP00000003705	ENSP00000430276
ENSMGAP00000009789	ENSP00000328118
ENSMGAP00000018347	ENSP00000315371
ENSMGAP00000009964	ENSP00000409126
ENSMGAP00000012271	ENSP00000376705
ENSMGAP00000001495	ENSP00000256737
ENSMGAP00000002334	ENSP00000332788
ENSMGAP00000003071	ENSP00000159087
ENSMGAP00000016017	ENSP00000325929
ENSMGAP00000012464	ENSP00000263925
ENSMGAP00000008252	ENSP00000302935
ENSMGAP00000005958	ENSP00000363921
ENSMGAP00000007717	ENSP00000323816
ENSMGAP00000010559	ENSP00000242057
ENSMGAP00000013110	ENSP00000348460
ENSMGAP00000019497	ENSP00000290399
ENSMGAP00000014326	ENSP00000358210
ENSMGAP00000010723	ENSP00000263734
ENSMGAP00000014328	ENSP00000437955
ENSMGAP00000014523	ENSP00000266503
ENSMGAP00000017815	ENSP00000351407
ENSMGAP00000008461	ENSP00000307479
ENSMGAP00000004752	ENSP00000357705
ENSMGAP00000004753	ENSP00000357709
ENSMGAP00000000998	ENSP00000291700
ENSMGAP00000010308	ENSP00000292169
ENSMGAP00000010904	ENSP00000261590
ENSMGAP00000008767	ENSP00000264012
ENSMGAP00000005143	ENSP00000353656
ENSMGAP00000010843	ENSP00000269141
ENSMGAP00000011581	ENSP00000360718
ENSMGAP00000009482	ENSP00000331748
ENSMGAP00000014904	ENSP00000264710
ENSMGAP00000006039	ENSP00000210187
ENSMGAP00000009465	ENSP00000376390
ENSMGAP00000008296	ENSP00000401653
ENSMGAP00000001834	ENSP00000358807
ENSMGAP00000013455	ENSP00000311492
ENSMGAP00000004881	ENSP00000361547
ENSMGAP00000003824	ENSP00000239461
ENSMGAP00000000358	ENSP00000376436
ENSMGAP00000006007	ENSP00000357175
ENSMGAP00000019096	ENSP00000430271
ENSMGAP00000002970	ENSP00000295727
ENSMGAP00000000386	ENSP00000433488
ENSMGAP00000015411	ENSP00000414150
ENSMGAP00000003180	ENSP00000306894
ENSMGAP00000001885	ENSP00000321835
ENSMGAP00000010372	ENSP00000405327
ENSMGAP00000010952	ENSP00000425658
ENSMGAP00000007822	ENSP00000262457
ENSMGAP00000011319	ENSP00000382379
ENSMGAP00000001052	ENSP00000267116
ENSMGAP00000003091	ENSP00000265709
ENSMGAP00000002562	ENSP00000280772
ENSMGAP00000011397	ENSP00000349588
ENSMGAP00000002410	ENSP00000459943
ENSMGAP00000018095	ENSP00000360689
ENSMGAP00000009105	ENSP00000311579
ENSMGAP00000013560	ENSP00000295101
ENSMGAP00000000389	ENSP00000433295
ENSMGAP00000015410	ENSP00000477437
ENSMGAP00000006675	ENSP00000243457
ENSMGAP00000013119	ENSP00000306497
ENSMGAP00000016483	ENSP00000463778
ENSMGAP00000012973	ENSP00000427015
ENSMGAP00000004637	ENSP00000262752
ENSMGAP00000016621	ENSP00000376432
ENSMGAP00000017113	ENSP00000357068
ENSMGAP00000017108	ENSP00000331698
ENSMGAP00000006679	ENSP00000376438
ENSMGAP00000007031	ENSP00000345708
ENSMGAP00000014430	ENSP00000240662
ENSMGAP00000011150	ENSP00000361014
ENSMGAP00000001706	ENSP00000250896
ENSMGAP00000003499	ENSP00000356070
ENSMGAP00000001620	ENSP00000396467
ENSMGAP00000005328	ENSP00000449381
ENSMGAP00000011782	ENSP00000260637
ENSMGAP00000010906	ENSP00000226444
ENSMGAP00000014572	ENSP00000332565
ENSMGAP00000006663	ENSP00000337907
ENSMGAP00000001823	ENSP00000381425
ENSMGAP00000008192	ENSP00000387278
ENSMGAP00000012603	ENSP00000261681
ENSMGAP00000004296	ENSP00000269095
ENSMGAP00000011003	ENSP00000222644
ENSMGAP00000015476	ENSP00000367408
ENSMGAP00000009517	ENSP00000358547
ENSMGAP00000002585	ENSP00000362442
ENSMGAP00000009697	ENSP00000392660
ENSMGAP00000013931	ENSP00000357131
ENSMGAP00000001542	ENSP00000356671
ENSMGAP00000004541	ENSP00000372221
ENSMGAP00000010793	ENSP00000295777
ENSMGAP00000015585	ENSP00000338967
ENSMGAP00000018441	ENSP00000415786
ENSMGAP00000015936	ENSP00000428316
ENSMGAP00000015981	ENSP00000338785
ENSMGAP00000012205	ENSP00000276297
ENSMGAP00000000580	ENSP00000363727
ENSMGAP00000004172	ENSP00000401645
ENSMGAP00000004153	ENSP00000370115
ENSMGAP00000012600	ENSP00000355651
ENSMGAP00000007920	ENSP00000362946
ENSMGAP00000016760	ENSP00000358466
ENSMGAP00000016553	ENSP00000322594
ENSMGAP00000005021	ENSP00000319781
ENSMGAP00000013944	ENSP00000440167
ENSMGAP00000002757	ENSP00000285199
ENSMGAP00000015355	ENSP00000334808
ENSMGAP00000002043	ENSP00000265560
ENSMGAP00000008268	ENSP00000401197
ENSMGAP00000009669	ENSP00000426548
ENSMGAP00000012737	ENSP00000353129
ENSMGAP00000005956	ENSP00000394390
ENSMGAP00000010770	ENSP00000384367
ENSMGAP00000016185	ENSP00000316482
ENSMGAP00000018690	ENSP00000339340
ENSMGAP00000016501	ENSP00000385144
ENSMGAP00000008976	ENSP00000347188
ENSMGAP00000001455	ENSP00000327675
ENSMGAP00000001914	ENSP00000296252
ENSMGAP00000015317	ENSP00000343331
ENSMGAP00000015122	ENSP00000273371
ENSMGAP00000017430	ENSP00000309757
ENSMGAP00000000766	ENSP00000261292
ENSMGAP00000005389	ENSP00000348425
ENSMGAP00000011712	ENSP00000358232
ENSMGAP00000003100	ENSP00000425394
ENSMGAP00000013565	ENSP00000393511
ENSMGAP00000011607	ENSP00000277895
ENSMGAP00000006086	ENSP00000466953
ENSMGAP00000015004	ENSP00000324422
ENSMGAP00000007775	ENSP00000416387
ENSMGAP00000007716	ENSP00000318089
ENSMGAP00000011142	ENSP00000405812
ENSMGAP00000011502	ENSP00000393066
ENSMGAP00000000568	ENSP00000230993
ENSMGAP00000010795	ENSP00000366861
ENSMGAP00000010383	ENSP00000393557
ENSMGAP00000007091	ENSP00000262418
ENSMGAP00000011690	ENSP00000362867
ENSMGAP00000001013	ENSP00000419412
ENSMGAP00000010455	ENSP00000350348
ENSMGAP00000005080	ENSP00000355316
ENSMGAP00000000727	ENSP00000331867
ENSMGAP00000002669	ENSP00000344411
ENSMGAP00000004150	ENSP00000261308
ENSMGAP00000019787	ENSP00000390427
ENSMGAP00000000704	ENSP00000300026
ENSMGAP00000009315	ENSP00000303057
ENSMGAP00000003381	ENSP00000340226
ENSMGAP00000008853	ENSP00000347684
ENSMGAP00000008397	ENSP00000362717
ENSMGAP00000005747	ENSP00000356357
ENSMGAP00000010479	ENSP00000261731
ENSMGAP00000002739	ENSP00000360811
ENSMGAP00000002563	ENSP00000263726
ENSMGAP00000018235	ENSP00000377854
ENSMGAP00000012762	ENSP00000294638
ENSMGAP00000007311	ENSP00000265969
ENSMGAP00000001285	ENSP00000358802
ENSMGAP00000011245	ENSP00000449253
ENSMGAP00000004542	ENSP00000319591
ENSMGAP00000016600	ENSP00000358784
ENSMGAP00000016964	ENSP00000408321
ENSMGAP00000014693	ENSP00000371985
ENSMGAP00000016599	ENSP00000433109
ENSMGAP00000016594	ENSP00000358786
ENSMGAP00000000587	ENSP00000262450
ENSMGAP00000004498	ENSP00000457466
ENSMGAP00000011615	ENSP00000392028
ENSMGAP00000000593	ENSP00000362330
ENSMGAP00000004248	ENSP00000364694
ENSMGAP00000011807	ENSP00000052754
ENSMGAP00000016314	ENSP00000332879
ENSMGAP00000016842	ENSP00000367292
ENSMGAP00000009680	ENSP00000347041
ENSMGAP00000011788	ENSP00000266718
ENSMGAP00000011811	ENSP00000266719
ENSMGAP00000009670	ENSP00000343924
ENSMGAP00000004267	ENSP00000364700
ENSMGAP00000019468	ENSP00000308315
ENSMGAP00000000203	ENSP00000378235
ENSMGAP00000003994	ENSP00000355109
ENSMGAP00000008738	ENSP00000468304
ENSMGAP00000012831	ENSP00000216237
ENSMGAP00000000230	ENSP00000402107
ENSMGAP00000013926	ENSP00000431962
ENSMGAP00000015548	ENSP00000251900
ENSMGAP00000018510	ENSP00000209884
ENSMGAP00000012998	ENSP00000423897
ENSMGAP00000004301	ENSP00000362206
ENSMGAP00000015856	ENSP00000367075
ENSMGAP00000007772	ENSP00000273963
ENSMGAP00000008122	ENSP00000312397
ENSMGAP00000018618	ENSP00000424198
ENSMGAP00000003210	ENSP00000343930
ENSMGAP00000002594	ENSP00000232766
ENSMGAP00000002794	ENSP00000293303
ENSMGAP00000017782	ENSP00000167588
ENSMGAP00000002760	ENSP00000355124
ENSMGAP00000002646	ENSP00000251643
ENSMGAP00000001949	ENSP00000311336
ENSMGAP00000012783	ENSP00000371084
ENSMGAP00000015747	ENSP00000420387
ENSMGAP00000003813	ENSP00000332756
ENSMGAP00000007006	ENSP00000296522
ENSMGAP00000012477	ENSP00000220764
ENSMGAP00000012251	ENSP00000265322
ENSMGAP00000009913	ENSP00000219481
ENSMGAP00000007043	ENSP00000324287
ENSMGAP00000002774	ENSP00000346733
ENSMGAP00000001511	ENSP00000239440
ENSMGAP00000013420	ENSP00000350297
ENSMGAP00000014802	ENSP00000281419
ENSMGAP00000000942	ENSP00000338769
ENSMGAP00000007445	ENSP00000262426
ENSMGAP00000002985	ENSP00000328720
ENSMGAP00000004028	ENSP00000323880
