ENSP00000262384	ENSLOCP00000009128
ENSP00000367888	ENSLOCP00000018071
ENSP00000261349	ENSLOCP00000020379
ENSP00000263816	ENSLOCP00000009879
ENSP00000303634	ENSLOCP00000007867
ENSP00000216286	ENSLOCP00000014773
ENSP00000265171	ENSLOCP00000014477
ENSP00000370270	ENSLOCP00000013025
ENSP00000343925	ENSLOCP00000012625
ENSP00000344479	ENSLOCP00000006932
ENSP00000333122	ENSLOCP00000006467
ENSP00000353427	ENSLOCP00000005384
ENSP00000325120	ENSLOCP00000006685
ENSP00000363822	ENSLOCP00000018074
ENSP00000247153	ENSLOCP00000017633
ENSP00000362762	ENSLOCP00000001840
ENSP00000334329	ENSLOCP00000010774
ENSP00000332737	ENSLOCP00000014679
ENSP00000356899	ENSLOCP00000008660
ENSP00000263800	ENSLOCP00000018139
ENSP00000357494	ENSLOCP00000021184
ENSP00000360120	ENSLOCP00000008104
ENSP00000364860	ENSLOCP00000009997
ENSP00000363571	ENSLOCP00000003123
ENSP00000431418	ENSLOCP00000000451
ENSP00000354207	ENSLOCP00000017879
ENSP00000380227	ENSLOCP00000007875
ENSP00000261023	ENSLOCP00000008241
ENSP00000367316	ENSLOCP00000012836
ENSP00000262407	ENSLOCP00000016352
ENSP00000349252	ENSLOCP00000004151
ENSP00000263087	ENSLOCP00000004063
ENSP00000452120	ENSLOCP00000005983
ENSP00000386896	ENSLOCP00000009194
ENSP00000007722	ENSLOCP00000016426
ENSP00000327290	ENSLOCP00000017211
ENSP00000358310	ENSLOCP00000007679
ENSP00000296585	ENSLOCP00000008347
ENSP00000350018	ENSLOCP00000014342
ENSP00000289968	ENSLOCP00000006475
ENSP00000412461	ENSLOCP00000004759
ENSP00000378611	ENSLOCP00000014785
ENSP00000386911	ENSLOCP00000018882
ENSP00000217133	ENSLOCP00000007600
ENSP00000357651	ENSLOCP00000020993
ENSP00000318697	ENSLOCP00000014901
ENSP00000260126	ENSLOCP00000004974
ENSP00000217159	ENSLOCP00000007162
ENSP00000370964	ENSLOCP00000018968
ENSP00000289575	ENSLOCP00000013281
ENSP00000311291	ENSLOCP00000006530
ENSP00000396320	ENSLOCP00000016267
ENSP00000346534	ENSLOCP00000008195
ENSP00000355192	ENSLOCP00000014250
ENSP00000334198	ENSLOCP00000007202
ENSP00000385019	ENSLOCP00000013937
ENSP00000352011	ENSLOCP00000013105
ENSP00000288139	ENSLOCP00000017425
ENSP00000266376	ENSLOCP00000020536
ENSP00000276198	ENSLOCP00000016896
ENSP00000367959	ENSLOCP00000012791
ENSP00000258400	ENSLOCP00000005636
ENSP00000354859	ENSLOCP00000005290
ENSP00000373169	ENSLOCP00000003754
ENSP00000176183	ENSLOCP00000002748
ENSP00000255380	ENSLOCP00000021473
ENSP00000306490	ENSLOCP00000021718
ENSP00000372750	ENSLOCP00000021814
ENSP00000399745	ENSLOCP00000022021
ENSP00000409378	ENSLOCP00000006683
ENSP00000380247	ENSLOCP00000017161
ENSP00000256906	ENSLOCP00000004377
ENSP00000407193	ENSLOCP00000015315
ENSP00000217961	ENSLOCP00000012427
ENSP00000264914	ENSLOCP00000007054
ENSP00000264638	ENSLOCP00000015287
ENSP00000242786	ENSLOCP00000010488
ENSP00000422533	ENSLOCP00000016312
ENSP00000359778	ENSLOCP00000010302
ENSP00000332900	ENSLOCP00000007294
ENSP00000335156	ENSLOCP00000006232
ENSP00000377699	ENSLOCP00000018601
ENSP00000356581	ENSLOCP00000000482
ENSP00000369198	ENSLOCP00000004604
ENSP00000296795	ENSLOCP00000017046
ENSP00000363089	ENSLOCP00000004467
ENSP00000440643	ENSLOCP00000022101
ENSP00000260010	ENSLOCP00000022321
ENSP00000370034	ENSLOCP00000012197
ENSP00000438284	ENSLOCP00000020409
ENSP00000360502	ENSLOCP00000007066
ENSP00000255266	ENSLOCP00000014990
ENSP00000420295	ENSLOCP00000015073
ENSP00000334910	ENSLOCP00000009290
ENSP00000253055	ENSLOCP00000017997
ENSP00000364361	ENSLOCP00000009082
ENSP00000379975	ENSLOCP00000011707
ENSP00000309597	ENSLOCP00000002939
ENSP00000451263	ENSLOCP00000017311
ENSP00000355583	ENSLOCP00000018991
ENSP00000288602	ENSLOCP00000019865
ENSP00000448689	ENSLOCP00000006740
ENSP00000310722	ENSLOCP00000021919
ENSP00000358335	ENSLOCP00000020957
ENSP00000215743	ENSLOCP00000008019
ENSP00000286614	ENSLOCP00000012756
ENSP00000246186	ENSLOCP00000009409
ENSP00000219271	ENSLOCP00000007370
ENSP00000260227	ENSLOCP00000001468
ENSP00000260228	ENSLOCP00000001357
ENSP00000353767	ENSLOCP00000007472
ENSP00000288135	ENSLOCP00000017458
ENSP00000257290	ENSLOCP00000017446
ENSP00000241453	ENSLOCP00000005152
ENSP00000339824	ENSLOCP00000008541
ENSP00000292408	ENSLOCP00000015131
ENSP00000282397	ENSLOCP00000005239
ENSP00000263923	ENSLOCP00000017473
ENSP00000261937	ENSLOCP00000014783
ENSP00000303887	ENSLOCP00000010548
ENSP00000337697	ENSLOCP00000017085
ENSP00000255448	ENSLOCP00000010215
ENSP00000381412	ENSLOCP00000013681
ENSP00000319060	ENSLOCP00000015478
ENSP00000419195	ENSLOCP00000013310
ENSP00000282356	ENSLOCP00000012689
ENSP00000291041	ENSLOCP00000008056
ENSP00000394484	ENSLOCP00000005749
ENSP00000368124	ENSLOCP00000019345
ENSP00000405950	ENSLOCP00000017979
ENSP00000009105	ENSLOCP00000013962
ENSP00000411565	ENSLOCP00000012692
ENSP00000370648	ENSLOCP00000021243
ENSP00000457230	ENSLOCP00000000583
ENSP00000334113	ENSLOCP00000012551
ENSP00000391121	ENSLOCP00000019403
ENSP00000155926	ENSLOCP00000020342
ENSP00000312150	ENSLOCP00000012260
ENSP00000217233	ENSLOCP00000008005
ENSP00000270112	ENSLOCP00000011192
ENSP00000362221	ENSLOCP00000003673
ENSP00000283426	ENSLOCP00000009901
ENSP00000353646	ENSLOCP00000010018
ENSP00000279024	ENSLOCP00000001372
ENSP00000261402	ENSLOCP00000019020
ENSP00000356125	ENSLOCP00000015611
ENSP00000346148	ENSLOCP00000013790
ENSP00000430276	ENSLOCP00000018665
ENSP00000328118	ENSLOCP00000001012
ENSP00000315371	ENSLOCP00000008006
ENSP00000409126	ENSLOCP00000020293
ENSP00000376705	ENSLOCP00000018709
ENSP00000332788	ENSLOCP00000008025
ENSP00000159087	ENSLOCP00000003576
ENSP00000274979	ENSLOCP00000010982
ENSP00000325929	ENSLOCP00000005046
ENSP00000263925	ENSLOCP00000017417
ENSP00000302935	ENSLOCP00000015799
ENSP00000439807	ENSLOCP00000016324
ENSP00000323816	ENSLOCP00000016358
ENSP00000242057	ENSLOCP00000013952
ENSP00000469142	ENSLOCP00000018348
ENSP00000348460	ENSLOCP00000011632
ENSP00000358210	ENSLOCP00000020452
ENSP00000263734	ENSLOCP00000020188
ENSP00000437955	ENSLOCP00000012421
ENSP00000366898	ENSLOCP00000017675
ENSP00000291700	ENSLOCP00000012786
ENSP00000320430	ENSLOCP00000006827
ENSP00000339390	ENSLOCP00000004283
ENSP00000289746	ENSLOCP00000005549
ENSP00000353656	ENSLOCP00000004575
ENSP00000269141	ENSLOCP00000007557
ENSP00000360718	ENSLOCP00000012043
ENSP00000222120	ENSLOCP00000009866
ENSP00000282878	ENSLOCP00000009266
ENSP00000222256	ENSLOCP00000002265
ENSP00000331748	ENSLOCP00000003144
ENSP00000310226	ENSLOCP00000001971
ENSP00000300935	ENSLOCP00000004131
ENSP00000264710	ENSLOCP00000020154
ENSP00000210187	ENSLOCP00000002071
ENSP00000376390	ENSLOCP00000013665
ENSP00000368332	ENSLOCP00000002210
ENSP00000226382	ENSLOCP00000015906
ENSP00000370990	ENSLOCP00000002965
ENSP00000374240	ENSLOCP00000004586
ENSP00000401653	ENSLOCP00000004948
ENSP00000358807	ENSLOCP00000014360
ENSP00000315417	ENSLOCP00000020176
ENSP00000311492	ENSLOCP00000020524
ENSP00000361547	ENSLOCP00000004770
ENSP00000239461	ENSLOCP00000002196
ENSP00000376436	ENSLOCP00000002992
ENSP00000295727	ENSLOCP00000006518
ENSP00000433488	ENSLOCP00000003058
ENSP00000414150	ENSLOCP00000005919
ENSP00000306894	ENSLOCP00000004172
ENSP00000321835	ENSLOCP00000014928
ENSP00000405327	ENSLOCP00000013811
ENSP00000425658	ENSLOCP00000003214
ENSP00000262457	ENSLOCP00000006548
ENSP00000382379	ENSLOCP00000007317
ENSP00000267116	ENSLOCP00000005528
ENSP00000280772	ENSLOCP00000008047
ENSP00000349588	ENSLOCP00000016139
ENSP00000445688	ENSLOCP00000003937
ENSP00000360689	ENSLOCP00000007247
ENSP00000311579	ENSLOCP00000014994
ENSP00000295101	ENSLOCP00000006909
ENSP00000357067	ENSLOCP00000001029
ENSP00000433295	ENSLOCP00000003076
ENSP00000477437	ENSLOCP00000005940
ENSP00000243457	ENSLOCP00000021864
ENSP00000306497	ENSLOCP00000021952
ENSP00000463778	ENSLOCP00000022191
ENSP00000435412	ENSLOCP00000006596
ENSP00000427015	ENSLOCP00000020793
ENSP00000262752	ENSLOCP00000018514
ENSP00000376432	ENSLOCP00000021963
ENSP00000331698	ENSLOCP00000022294
ENSP00000376438	ENSLOCP00000016090
ENSP00000345708	ENSLOCP00000002338
ENSP00000361014	ENSLOCP00000004784
ENSP00000250896	ENSLOCP00000001333
ENSP00000356070	ENSLOCP00000015062
ENSP00000396467	ENSLOCP00000017792
ENSP00000332565	ENSLOCP00000018562
ENSP00000337907	ENSLOCP00000009014
ENSP00000381425	ENSLOCP00000014320
ENSP00000387278	ENSLOCP00000012611
ENSP00000261681	ENSLOCP00000017435
ENSP00000269095	ENSLOCP00000016163
ENSP00000367408	ENSLOCP00000002407
ENSP00000358547	ENSLOCP00000016943
ENSP00000345731	ENSLOCP00000001680
ENSP00000382428	ENSLOCP00000016858
ENSP00000362442	ENSLOCP00000007714
ENSP00000392660	ENSLOCP00000003526
ENSP00000357131	ENSLOCP00000021373
ENSP00000356671	ENSLOCP00000000289
ENSP00000295777	ENSLOCP00000004028
ENSP00000338967	ENSLOCP00000008792
ENSP00000223095	ENSLOCP00000017319
ENSP00000415786	ENSLOCP00000004791
ENSP00000428316	ENSLOCP00000012633
ENSP00000276297	ENSLOCP00000017241
ENSP00000363727	ENSLOCP00000018085
ENSP00000355651	ENSLOCP00000019044
ENSP00000362946	ENSLOCP00000006653
ENSP00000322594	ENSLOCP00000008155
ENSP00000319781	ENSLOCP00000017259
ENSP00000285199	ENSLOCP00000016387
ENSP00000334808	ENSLOCP00000011007
ENSP00000333376	ENSLOCP00000021117
ENSP00000265560	ENSLOCP00000013174
ENSP00000401197	ENSLOCP00000016161
ENSP00000353129	ENSLOCP00000022167
ENSP00000394390	ENSLOCP00000002284
ENSP00000384367	ENSLOCP00000007631
ENSP00000316482	ENSLOCP00000007763
ENSP00000328352	ENSLOCP00000021663
ENSP00000339340	ENSLOCP00000022300
ENSP00000385144	ENSLOCP00000021889
ENSP00000347188	ENSLOCP00000016243
ENSP00000327675	ENSLOCP00000009929
ENSP00000309757	ENSLOCP00000004209
ENSP00000261292	ENSLOCP00000013891
ENSP00000348425	ENSLOCP00000016772
ENSP00000425394	ENSLOCP00000011445
ENSP00000393511	ENSLOCP00000012544
ENSP00000277895	ENSLOCP00000016010
ENSP00000466953	ENSLOCP00000002451
ENSP00000324422	ENSLOCP00000010239
ENSP00000416387	ENSLOCP00000009573
ENSP00000200457	ENSLOCP00000016375
ENSP00000318089	ENSLOCP00000006258
ENSP00000393066	ENSLOCP00000010418
ENSP00000295736	ENSLOCP00000002890
ENSP00000366861	ENSLOCP00000018919
ENSP00000393557	ENSLOCP00000014194
ENSP00000262418	ENSLOCP00000014872
ENSP00000362867	ENSLOCP00000011275
ENSP00000419412	ENSLOCP00000012566
ENSP00000231188	ENSLOCP00000017925
ENSP00000350348	ENSLOCP00000016503
ENSP00000344411	ENSLOCP00000004765
ENSP00000261308	ENSLOCP00000012984
ENSP00000390427	ENSLOCP00000002320
ENSP00000300026	ENSLOCP00000018469
ENSP00000303057	ENSLOCP00000010549
ENSP00000340226	ENSLOCP00000001553
ENSP00000347684	ENSLOCP00000001420
ENSP00000362717	ENSLOCP00000006329
ENSP00000356357	ENSLOCP00000009232
ENSP00000261731	ENSLOCP00000010116
ENSP00000360811	ENSLOCP00000004624
ENSP00000263726	ENSLOCP00000011274
ENSP00000230658	ENSLOCP00000008259
ENSP00000290759	ENSLOCP00000018107
ENSP00000377854	ENSLOCP00000003521
ENSP00000294638	ENSLOCP00000004088
ENSP00000434241	ENSLOCP00000008262
ENSP00000265969	ENSLOCP00000008098
ENSP00000358802	ENSLOCP00000014376
ENSP00000449253	ENSLOCP00000020044
ENSP00000319591	ENSLOCP00000012687
ENSP00000218176	ENSLOCP00000017877
ENSP00000371985	ENSLOCP00000022012
ENSP00000433109	ENSLOCP00000022170
ENSP00000358786	ENSLOCP00000022168
ENSP00000284049	ENSLOCP00000011035
ENSP00000262450	ENSLOCP00000006007
ENSP00000457466	ENSLOCP00000008754
ENSP00000392028	ENSLOCP00000006095
ENSP00000364694	ENSLOCP00000017084
ENSP00000052754	ENSLOCP00000020241
ENSP00000327336	ENSLOCP00000019097
ENSP00000398003	ENSLOCP00000019102
ENSP00000332879	ENSLOCP00000021804
ENSP00000367292	ENSLOCP00000021465
ENSP00000347041	ENSLOCP00000014918
ENSP00000266718	ENSLOCP00000020240
ENSP00000266719	ENSLOCP00000020238
ENSP00000343924	ENSLOCP00000014933
ENSP00000364700	ENSLOCP00000017089
ENSP00000308315	ENSLOCP00000007468
ENSP00000355109	ENSLOCP00000019286
ENSP00000468304	ENSLOCP00000013546
ENSP00000284898	ENSLOCP00000003548
ENSP00000402107	ENSLOCP00000001614
ENSP00000431962	ENSLOCP00000021370
ENSP00000209884	ENSLOCP00000011204
ENSP00000423897	ENSLOCP00000016077
ENSP00000362206	ENSLOCP00000017128
ENSP00000367075	ENSLOCP00000013847
ENSP00000273963	ENSLOCP00000004943
ENSP00000312397	ENSLOCP00000014923
ENSP00000424198	ENSLOCP00000009594
ENSP00000343930	ENSLOCP00000008776
ENSP00000232766	ENSLOCP00000012481
ENSP00000171111	ENSLOCP00000009375
ENSP00000293303	ENSLOCP00000015579
ENSP00000420387	ENSLOCP00000011141
ENSP00000332756	ENSLOCP00000018679
ENSP00000296522	ENSLOCP00000016767
ENSP00000220764	ENSLOCP00000012574
ENSP00000265322	ENSLOCP00000011915
ENSP00000219481	ENSLOCP00000003865
ENSP00000324287	ENSLOCP00000005664
ENSP00000158762	ENSLOCP00000016413
ENSP00000346733	ENSLOCP00000002682
ENSP00000239440	ENSLOCP00000014176
ENSP00000377233	ENSLOCP00000009316
ENSP00000380413	ENSLOCP00000011438
ENSP00000350297	ENSLOCP00000013807
ENSP00000281419	ENSLOCP00000020791
ENSP00000338769	ENSLOCP00000006564
ENSP00000449241	ENSLOCP00000004753
ENSP00000296839	ENSLOCP00000015997
ENSP00000262426	ENSLOCP00000001171
ENSP00000323880	ENSLOCP00000013772
ENSP00000312663	ENSLOCP00000015973
ENSP00000334854	ENSLOCP00000011567
ENSP00000265371	ENSLOCP00000000887
ENSP00000353582	ENSLOCP00000013564
ENSP00000321573	ENSLOCP00000011526
ENSP00000296955	ENSLOCP00000021186
ENSP00000356771	ENSLOCP00000001972
ENSP00000369320	ENSLOCP00000009148
ENSP00000268150	ENSLOCP00000017524
ENSP00000296591	ENSLOCP00000002279
ENSP00000360985	ENSLOCP00000003631
ENSP00000354398	ENSLOCP00000015661
ENSP00000248901	ENSLOCP00000013975
ENSP00000437554	ENSLOCP00000020847
ENSP00000273221	ENSLOCP00000017292
ENSP00000379712	ENSLOCP00000018034
ENSP00000304586	ENSLOCP00000004198
ENSP00000256707	ENSLOCP00000020781
ENSP00000274457	ENSLOCP00000010897
ENSP00000307298	ENSLOCP00000017194
ENSP00000297837	ENSLOCP00000016367
ENSP00000357682	ENSLOCP00000009491
ENSP00000387593	ENSLOCP00000015209
ENSP00000345530	ENSLOCP00000016641
ENSP00000383199	ENSLOCP00000014577
ENSP00000352069	ENSLOCP00000003647
ENSP00000354621	ENSLOCP00000005553
ENSP00000260983	ENSLOCP00000006266
ENSP00000340648	ENSLOCP00000018265
ENSP00000348714	ENSLOCP00000013160
ENSP00000351539	ENSLOCP00000021454
ENSP00000409107	ENSLOCP00000015698
ENSP00000378286	ENSLOCP00000001508
ENSP00000338807	ENSLOCP00000012193
ENSP00000364895	ENSLOCP00000009625
ENSP00000307604	ENSLOCP00000015823
ENSP00000433457	ENSLOCP00000004977
ENSP00000387757	ENSLOCP00000002521
ENSP00000387462	ENSLOCP00000003290
ENSP00000360777	ENSLOCP00000004133
ENSP00000409667	ENSLOCP00000011266
ENSP00000384534	ENSLOCP00000009537
ENSP00000413937	ENSLOCP00000000949
ENSP00000362115	ENSLOCP00000003894
ENSP00000360154	ENSLOCP00000018796
ENSP00000378807	ENSLOCP00000010473
ENSP00000380044	ENSLOCP00000014380
ENSP00000267890	ENSLOCP00000016688
ENSP00000469880	ENSLOCP00000008388
ENSP00000343027	ENSLOCP00000019729
ENSP00000358867	ENSLOCP00000015193
ENSP00000312999	ENSLOCP00000013235
ENSP00000248996	ENSLOCP00000003310
ENSP00000262494	ENSLOCP00000009642
ENSP00000251337	ENSLOCP00000015200
ENSP00000232461	ENSLOCP00000013414
ENSP00000262958	ENSLOCP00000007750
ENSP00000286548	ENSLOCP00000012058
ENSP00000365807	ENSLOCP00000012047
ENSP00000359478	ENSLOCP00000015739
ENSP00000366084	ENSLOCP00000005982
ENSP00000285238	ENSLOCP00000013417
ENSP00000374467	ENSLOCP00000002380
ENSP00000382423	ENSLOCP00000013427
ENSP00000365005	ENSLOCP00000002020
ENSP00000354927	ENSLOCP00000014419
ENSP00000345629	ENSLOCP00000004195
ENSP00000351908	ENSLOCP00000021036
ENSP00000360626	ENSLOCP00000002759
ENSP00000312129	ENSLOCP00000002678
ENSP00000304127	ENSLOCP00000020335
ENSP00000435954	ENSLOCP00000007173
ENSP00000307694	ENSLOCP00000009198
ENSP00000287042	ENSLOCP00000022442
ENSP00000385968	ENSLOCP00000021244
ENSP00000295082	ENSLOCP00000022105
ENSP00000371514	ENSLOCP00000015425
ENSP00000263980	ENSLOCP00000006733
ENSP00000299798	ENSLOCP00000010042
ENSP00000416418	ENSLOCP00000005682
ENSP00000320246	ENSLOCP00000009474
ENSP00000342105	ENSLOCP00000019930
ENSP00000356076	ENSLOCP00000015054
ENSP00000469863	ENSLOCP00000005635
ENSP00000381932	ENSLOCP00000005955
ENSP00000385571	ENSLOCP00000020917
ENSP00000304226	ENSLOCP00000005238
ENSP00000291823	ENSLOCP00000018238
ENSP00000271971	ENSLOCP00000019012
ENSP00000355837	ENSLOCP00000019274
ENSP00000380349	ENSLOCP00000016596
ENSP00000431984	ENSLOCP00000001700
ENSP00000375844	ENSLOCP00000006984
ENSP00000317214	ENSLOCP00000017080
ENSP00000334714	ENSLOCP00000012102
ENSP00000262113	ENSLOCP00000020826
ENSP00000421191	ENSLOCP00000002250
ENSP00000442795	ENSLOCP00000007606
ENSP00000350332	ENSLOCP00000000857
ENSP00000358770	ENSLOCP00000014689
ENSP00000376317	ENSLOCP00000003902
ENSP00000013125	ENSLOCP00000014598
ENSP00000465039	ENSLOCP00000017663
ENSP00000314363	ENSLOCP00000013094
ENSP00000347427	ENSLOCP00000016635
ENSP00000266688	ENSLOCP00000020116
ENSP00000283228	ENSLOCP00000020009
ENSP00000309116	ENSLOCP00000015358
ENSP00000334928	ENSLOCP00000020002
ENSP00000447730	ENSLOCP00000005285
ENSP00000307078	ENSLOCP00000008695
ENSP00000265148	ENSLOCP00000008253
ENSP00000362387	ENSLOCP00000011254
ENSP00000307701	ENSLOCP00000015663
ENSP00000309036	ENSLOCP00000014542
ENSP00000396270	ENSLOCP00000015911
ENSP00000247986	ENSLOCP00000004353
ENSP00000364864	ENSLOCP00000007005
ENSP00000264712	ENSLOCP00000020149
ENSP00000368020	ENSLOCP00000012753
ENSP00000343535	ENSLOCP00000007541
ENSP00000339957	ENSLOCP00000004946
ENSP00000354878	ENSLOCP00000019830
ENSP00000411831	ENSLOCP00000013760
ENSP00000331620	ENSLOCP00000016037
ENSP00000362111	ENSLOCP00000018816
ENSP00000294383	ENSLOCP00000010667
ENSP00000324020	ENSLOCP00000002550
ENSP00000377934	ENSLOCP00000017900
ENSP00000297814	ENSLOCP00000002591
ENSP00000361140	ENSLOCP00000007233
ENSP00000320378	ENSLOCP00000001523
ENSP00000261622	ENSLOCP00000004234
ENSP00000455064	ENSLOCP00000007255
ENSP00000023064	ENSLOCP00000001981
ENSP00000280612	ENSLOCP00000012975
ENSP00000345659	ENSLOCP00000006021
ENSP00000314407	ENSLOCP00000006207
ENSP00000358107	ENSLOCP00000007779
ENSP00000178638	ENSLOCP00000018327
ENSP00000366654	ENSLOCP00000008630
ENSP00000367608	ENSLOCP00000009036
ENSP00000225916	ENSLOCP00000015484
ENSP00000263754	ENSLOCP00000008022
ENSP00000376534	ENSLOCP00000007276
ENSP00000446880	ENSLOCP00000008820
ENSP00000353458	ENSLOCP00000011546
ENSP00000375921	ENSLOCP00000005002
ENSP00000355245	ENSLOCP00000017249
ENSP00000339906	ENSLOCP00000019121
ENSP00000395498	ENSLOCP00000018780
ENSP00000350844	ENSLOCP00000015787
ENSP00000396259	ENSLOCP00000006627
ENSP00000385477	ENSLOCP00000022240
ENSP00000441283	ENSLOCP00000021591
ENSP00000382090	ENSLOCP00000021521
ENSP00000295522	ENSLOCP00000006154
ENSP00000296387	ENSLOCP00000000997
ENSP00000256261	ENSLOCP00000018639
ENSP00000361785	ENSLOCP00000005460
ENSP00000340609	ENSLOCP00000005443
ENSP00000354483	ENSLOCP00000011840
ENSP00000226004	ENSLOCP00000014904
ENSP00000466299	ENSLOCP00000021544
ENSP00000385885	ENSLOCP00000011146
ENSP00000346160	ENSLOCP00000008013
ENSP00000345281	ENSLOCP00000016029
ENSP00000360296	ENSLOCP00000010697
ENSP00000352962	ENSLOCP00000002049
ENSP00000359204	ENSLOCP00000010084
ENSP00000364008	ENSLOCP00000003289
ENSP00000466898	ENSLOCP00000009951
ENSP00000245304	ENSLOCP00000004287
ENSP00000319096	ENSLOCP00000021483
ENSP00000325836	ENSLOCP00000021731
ENSP00000364919	ENSLOCP00000021640
ENSP00000225688	ENSLOCP00000002157
ENSP00000268864	ENSLOCP00000002010
ENSP00000362608	ENSLOCP00000013554
ENSP00000351475	ENSLOCP00000007259
ENSP00000349298	ENSLOCP00000010096
ENSP00000350032	ENSLOCP00000020676
ENSP00000392105	ENSLOCP00000012538
ENSP00000384136	ENSLOCP00000013162
ENSP00000353408	ENSLOCP00000018025
ENSP00000442186	ENSLOCP00000005543
ENSP00000386653	ENSLOCP00000021885
ENSP00000441802	ENSLOCP00000011828
ENSP00000355082	ENSLOCP00000012982
ENSP00000231484	ENSLOCP00000014022
ENSP00000362125	ENSLOCP00000018885
ENSP00000367151	ENSLOCP00000006309
ENSP00000458537	ENSLOCP00000004878
ENSP00000273814	ENSLOCP00000014903
ENSP00000337572	ENSLOCP00000007018
ENSP00000288490	ENSLOCP00000021147
ENSP00000284061	ENSLOCP00000017073
ENSP00000346879	ENSLOCP00000017254
ENSP00000345147	ENSLOCP00000020858
ENSP00000366347	ENSLOCP00000020856
ENSP00000258829	ENSLOCP00000017252
ENSP00000327758	ENSLOCP00000011169
ENSP00000342828	ENSLOCP00000011023
ENSP00000371875	ENSLOCP00000012087
ENSP00000370253	ENSLOCP00000018485
ENSP00000383516	ENSLOCP00000012688
ENSP00000350549	ENSLOCP00000009957
ENSP00000341108	ENSLOCP00000009942
ENSP00000429553	ENSLOCP00000018502
ENSP00000295886	ENSLOCP00000014936
ENSP00000359215	ENSLOCP00000014302
ENSP00000296921	ENSLOCP00000011819
ENSP00000232975	ENSLOCP00000017010
ENSP00000304643	ENSLOCP00000007406
ENSP00000294288	ENSLOCP00000009669
ENSP00000324960	ENSLOCP00000008311
ENSP00000317310	ENSLOCP00000003424
ENSP00000419081	ENSLOCP00000017186
ENSP00000414904	ENSLOCP00000009992
ENSP00000310832	ENSLOCP00000002211
ENSP00000220166	ENSLOCP00000017618
ENSP00000332139	ENSLOCP00000006168
ENSP00000231009	ENSLOCP00000015197
ENSP00000219197	ENSLOCP00000009113
ENSP00000269503	ENSLOCP00000004128
ENSP00000064571	ENSLOCP00000003027
ENSP00000253407	ENSLOCP00000014698
ENSP00000298943	ENSLOCP00000012849
ENSP00000272520	ENSLOCP00000003810
ENSP00000395220	ENSLOCP00000009561
ENSP00000297239	ENSLOCP00000020218
ENSP00000440704	ENSLOCP00000005734
ENSP00000346576	ENSLOCP00000006436
ENSP00000374036	ENSLOCP00000009269
ENSP00000272895	ENSLOCP00000005326
ENSP00000359245	ENSLOCP00000009769
ENSP00000363868	ENSLOCP00000014155
ENSP00000261187	ENSLOCP00000020437
ENSP00000321735	ENSLOCP00000014325
ENSP00000463978	ENSLOCP00000015140
ENSP00000390564	ENSLOCP00000013194
ENSP00000309751	ENSLOCP00000016393
ENSP00000295190	ENSLOCP00000009912
ENSP00000358794	ENSLOCP00000014388
ENSP00000364883	ENSLOCP00000009963
ENSP00000360577	ENSLOCP00000012944
ENSP00000476295	ENSLOCP00000000670
ENSP00000308893	ENSLOCP00000006587
ENSP00000362734	ENSLOCP00000006385
ENSP00000328169	ENSLOCP00000012677
ENSP00000254958	ENSLOCP00000019657
ENSP00000256646	ENSLOCP00000012524
ENSP00000263388	ENSLOCP00000008636
ENSP00000277541	ENSLOCP00000004070
ENSP00000345229	ENSLOCP00000009989
ENSP00000349893	ENSLOCP00000020658
ENSP00000340292	ENSLOCP00000014224
ENSP00000356370	ENSLOCP00000009133
ENSP00000355718	ENSLOCP00000019067
ENSP00000249749	ENSLOCP00000015123
ENSP00000300060	ENSLOCP00000017834
ENSP00000350541	ENSLOCP00000010844
ENSP00000265162	ENSLOCP00000014450
ENSP00000296754	ENSLOCP00000005234
ENSP00000400376	ENSLOCP00000007669
ENSP00000231368	ENSLOCP00000007632
ENSP00000261180	ENSLOCP00000020043
ENSP00000281806	ENSLOCP00000021111
ENSP00000249016	ENSLOCP00000009754
ENSP00000299727	ENSLOCP00000004638
ENSP00000329684	ENSLOCP00000016094
ENSP00000293897	ENSLOCP00000022194
ENSP00000330138	ENSLOCP00000013985
ENSP00000350198	ENSLOCP00000021859
ENSP00000267377	ENSLOCP00000021806
ENSP00000394624	ENSLOCP00000019001
ENSP00000234961	ENSLOCP00000004379
ENSP00000336764	ENSLOCP00000006388
ENSP00000302621	ENSLOCP00000022106
ENSP00000383931	ENSLOCP00000021499
ENSP00000389128	ENSLOCP00000005980
ENSP00000319464	ENSLOCP00000021500
ENSP00000355396	ENSLOCP00000013476
ENSP00000326759	ENSLOCP00000020432
ENSP00000273261	ENSLOCP00000012507
ENSP00000416015	ENSLOCP00000020805
ENSP00000256194	ENSLOCP00000004909
ENSP00000351664	ENSLOCP00000014313
ENSP00000416683	ENSLOCP00000004174
ENSP00000295057	ENSLOCP00000022277
ENSP00000274711	ENSLOCP00000022413
ENSP00000355187	ENSLOCP00000014278
ENSP00000423812	ENSLOCP00000013243
ENSP00000263991	ENSLOCP00000019809
ENSP00000261503	ENSLOCP00000004220
ENSP00000373964	ENSLOCP00000008120
ENSP00000351593	ENSLOCP00000010398
ENSP00000302100	ENSLOCP00000017580
ENSP00000341032	ENSLOCP00000021042
ENSP00000285018	ENSLOCP00000017313
ENSP00000380379	ENSLOCP00000020564
ENSP00000417310	ENSLOCP00000017481
ENSP00000222462	ENSLOCP00000019449
ENSP00000265441	ENSLOCP00000019194
