ENSP00000262384	ENSGACP00000003450
ENSP00000261978	ENSGACP00000007687
ENSP00000400157	ENSGACP00000018437
ENSP00000305595	ENSGACP00000015837
ENSP00000316173	ENSGACP00000002699
ENSP00000316173	ENSGACP00000021193
ENSP00000356404	ENSGACP00000007771
ENSP00000356404	ENSGACP00000021254
ENSP00000230732	ENSGACP00000027393
ENSP00000366413	ENSGACP00000020121
ENSP00000342931	ENSGACP00000008887
ENSP00000362296	ENSGACP00000024514
ENSP00000329170	ENSGACP00000006561
ENSP00000329170	ENSGACP00000017644
ENSP00000373895	ENSGACP00000014454
ENSP00000384004	ENSGACP00000005842
ENSP00000356840	ENSGACP00000004127
ENSP00000431603	ENSGACP00000012497
ENSP00000431603	ENSGACP00000002556
ENSP00000260264	ENSGACP00000027590
ENSP00000345395	ENSGACP00000007034
ENSP00000345395	ENSGACP00000012159
ENSP00000347484	ENSGACP00000021249
ENSP00000271643	ENSGACP00000015516
ENSP00000422554	ENSGACP00000005958
ENSP00000325285	ENSGACP00000026741
ENSP00000345752	ENSGACP00000026933
ENSP00000440534	ENSGACP00000000969
ENSP00000359423	ENSGACP00000000973
ENSP00000371221	ENSGACP00000003150
ENSP00000180173	ENSGACP00000024591
ENSP00000180173	ENSGACP00000021747
ENSP00000402537	ENSGACP00000020848
ENSP00000391668	ENSGACP00000017423
ENSP00000384917	ENSGACP00000025329
ENSP00000441462	ENSGACP00000021184
ENSP00000241312	ENSGACP00000009810
ENSP00000297405	ENSGACP00000005199
ENSP00000297405	ENSGACP00000008358
ENSP00000205948	ENSGACP00000024478
ENSP00000205948	ENSGACP00000024479
ENSP00000369756	ENSGACP00000011937
ENSP00000254667	ENSGACP00000003485
ENSP00000254667	ENSGACP00000012668
ENSP00000349932	ENSGACP00000011607
ENSP00000349932	ENSGACP00000020265
ENSP00000411355	ENSGACP00000010411
ENSP00000357196	ENSGACP00000010710
ENSP00000334941	ENSGACP00000009809
ENSP00000334941	ENSGACP00000010321
ENSP00000385586	ENSGACP00000006035
ENSP00000243103	ENSGACP00000012376
ENSP00000006015	ENSGACP00000010970
ENSP00000006015	ENSGACP00000009442
ENSP00000249504	ENSGACP00000006030
ENSP00000249501	ENSGACP00000006022
ENSP00000302836	ENSGACP00000012392
ENSP00000249499	ENSGACP00000006017
ENSP00000222753	ENSGACP00000009457
ENSP00000222753	ENSGACP00000010963
ENSP00000243056	ENSGACP00000012375
ENSP00000424360	ENSGACP00000022300
ENSP00000424360	ENSGACP00000010302
ENSP00000348099	ENSGACP00000024255
ENSP00000267257	ENSGACP00000011341
ENSP00000267257	ENSGACP00000016891
ENSP00000378332	ENSGACP00000009578
ENSP00000431284	ENSGACP00000015346
ENSP00000326022	ENSGACP00000013542
ENSP00000333212	ENSGACP00000023102
ENSP00000334592	ENSGACP00000020621
ENSP00000268766	ENSGACP00000014782
ENSP00000355966	ENSGACP00000013100
ENSP00000424757	ENSGACP00000018610
ENSP00000347767	ENSGACP00000010571
ENSP00000383210	ENSGACP00000015803
ENSP00000298355	ENSGACP00000015871
ENSP00000355613	ENSGACP00000009116
ENSP00000282369	ENSGACP00000009793
ENSP00000334657	ENSGACP00000005995
ENSP00000334657	ENSGACP00000015873
ENSP00000221856	ENSGACP00000018989
ENSP00000312678	ENSGACP00000005298
ENSP00000348299	ENSGACP00000003699
ENSP00000311219	ENSGACP00000013388
ENSP00000246553	ENSGACP00000003223
ENSP00000296677	ENSGACP00000020793
ENSP00000321326	ENSGACP00000013383
ENSP00000296641	ENSGACP00000020791
ENSP00000296641	ENSGACP00000013380
ENSP00000370697	ENSGACP00000002567
ENSP00000267549	ENSGACP00000013980
ENSP00000434045	ENSGACP00000002511
ENSP00000319744	ENSGACP00000016705
ENSP00000379616	ENSGACP00000025345
ENSP00000379616	ENSGACP00000019741
ENSP00000216181	ENSGACP00000008034
ENSP00000216181	ENSGACP00000025512
ENSP00000262873	ENSGACP00000000314
ENSP00000371689	ENSGACP00000000760
ENSP00000262717	ENSGACP00000007355
ENSP00000306524	ENSGACP00000025760
ENSP00000359483	ENSGACP00000005742
ENSP00000338887	ENSGACP00000005735
ENSP00000259324	ENSGACP00000018556
ENSP00000259324	ENSGACP00000021165
ENSP00000268603	ENSGACP00000015727
ENSP00000462701	ENSGACP00000018926
ENSP00000425093	ENSGACP00000000756
ENSP00000426632	ENSGACP00000020963
ENSP00000035383	ENSGACP00000008206
ENSP00000361336	ENSGACP00000007980
ENSP00000380517	ENSGACP00000018814
ENSP00000381058	ENSGACP00000006441
ENSP00000262150	ENSGACP00000006435
ENSP00000344115	ENSGACP00000015775
ENSP00000349486	ENSGACP00000006250
ENSP00000359925	ENSGACP00000008398
ENSP00000358301	ENSGACP00000008698
ENSP00000353915	ENSGACP00000022205
ENSP00000366506	ENSGACP00000023630
ENSP00000366506	ENSGACP00000026843
ENSP00000289753	ENSGACP00000006041
ENSP00000377353	ENSGACP00000024349
ENSP00000377353	ENSGACP00000027391
ENSP00000404079	ENSGACP00000012840
ENSP00000344431	ENSGACP00000026904
ENSP00000276570	ENSGACP00000001990
ENSP00000338019	ENSGACP00000008481
ENSP00000279488	ENSGACP00000012313
ENSP00000269033	ENSGACP00000027129
ENSP00000239223	ENSGACP00000024216
ENSP00000240100	ENSGACP00000023438
ENSP00000288943	ENSGACP00000007815
ENSP00000420849	ENSGACP00000009033
ENSP00000420849	ENSGACP00000023694
ENSP00000296088	ENSGACP00000004987
ENSP00000296088	ENSGACP00000010954
ENSP00000385751	ENSGACP00000026216
ENSP00000355884	ENSGACP00000010714
ENSP00000355884	ENSGACP00000025892
ENSP00000411397	ENSGACP00000006259
ENSP00000262891	ENSGACP00000016528
ENSP00000262891	ENSGACP00000026644
ENSP00000292055	ENSGACP00000008104
ENSP00000305976	ENSGACP00000012128
ENSP00000270162	ENSGACP00000004530
ENSP00000362870	ENSGACP00000007577
ENSP00000383894	ENSGACP00000017142
ENSP00000383894	ENSGACP00000012812
ENSP00000473752	ENSGACP00000008726
ENSP00000379862	ENSGACP00000001667
ENSP00000417185	ENSGACP00000006058
ENSP00000417185	ENSGACP00000001401
ENSP00000368544	ENSGACP00000005834
ENSP00000360255	ENSGACP00000005592
ENSP00000314992	ENSGACP00000002544
ENSP00000352427	ENSGACP00000011006
ENSP00000249389	ENSGACP00000000941
ENSP00000355512	ENSGACP00000003906
ENSP00000343246	ENSGACP00000009383
ENSP00000355140	ENSGACP00000007437
ENSP00000355140	ENSGACP00000005168
ENSP00000222718	ENSGACP00000009390
ENSP00000331741	ENSGACP00000007434
ENSP00000379640	ENSGACP00000009399
ENSP00000417207	ENSGACP00000007432
ENSP00000424734	ENSGACP00000006001
ENSP00000370421	ENSGACP00000004052
ENSP00000304331	ENSGACP00000027352
ENSP00000321684	ENSGACP00000004881
ENSP00000262041	ENSGACP00000016838
ENSP00000419266	ENSGACP00000009465
ENSP00000312385	ENSGACP00000006040
ENSP00000379204	ENSGACP00000019950
ENSP00000283147	ENSGACP00000002999
ENSP00000359866	ENSGACP00000008281
ENSP00000295379	ENSGACP00000017543
ENSP00000295379	ENSGACP00000022261
ENSP00000249598	ENSGACP00000023812
ENSP00000287020	ENSGACP00000006984
ENSP00000287020	ENSGACP00000003014
ENSP00000245451	ENSGACP00000013699
ENSP00000368104	ENSGACP00000016506
ENSP00000444201	ENSGACP00000007231
ENSP00000255224	ENSGACP00000026267
ENSP00000357307	ENSGACP00000004108
ENSP00000377520	ENSGACP00000004565
ENSP00000356236	ENSGACP00000006625
ENSP00000356236	ENSGACP00000004397
ENSP00000261205	ENSGACP00000026445
ENSP00000371394	ENSGACP00000010986
ENSP00000228567	ENSGACP00000026464
ENSP00000477344	ENSGACP00000014807
ENSP00000324419	ENSGACP00000004401
ENSP00000324419	ENSGACP00000021097
ENSP00000340914	ENSGACP00000017851
ENSP00000355237	ENSGACP00000018110
ENSP00000365107	ENSGACP00000006718
ENSP00000437550	ENSGACP00000009527
ENSP00000249071	ENSGACP00000002196
ENSP00000339467	ENSGACP00000027630
ENSP00000371219	ENSGACP00000021365
ENSP00000220507	ENSGACP00000017157
ENSP00000220507	ENSGACP00000007830
ENSP00000355652	ENSGACP00000021293
ENSP00000355652	ENSGACP00000026071
ENSP00000357429	ENSGACP00000013437
ENSP00000357205	ENSGACP00000015625
ENSP00000357205	ENSGACP00000004317
ENSP00000274024	ENSGACP00000023513
ENSP00000274024	ENSGACP00000025749
ENSP00000232217	ENSGACP00000007417
ENSP00000266560	ENSGACP00000013368
ENSP00000284984	ENSGACP00000019886
ENSP00000299164	ENSGACP00000000045
ENSP00000299164	ENSGACP00000026992
ENSP00000418735	ENSGACP00000012306
ENSP00000374071	ENSGACP00000005356
ENSP00000284987	ENSGACP00000019882
ENSP00000282849	ENSGACP00000018936
ENSP00000274181	ENSGACP00000008677
ENSP00000370443	ENSGACP00000020731
ENSP00000270328	ENSGACP00000010156
ENSP00000286657	ENSGACP00000019109
ENSP00000251582	ENSGACP00000027650
ENSP00000362304	ENSGACP00000003026
ENSP00000268070	ENSGACP00000016575
ENSP00000361834	ENSGACP00000009746
ENSP00000303153	ENSGACP00000011767
ENSP00000341640	ENSGACP00000020048
ENSP00000362776	ENSGACP00000009724
ENSP00000352833	ENSGACP00000014580
ENSP00000360683	ENSGACP00000015646
ENSP00000295718	ENSGACP00000020538
ENSP00000295718	ENSGACP00000008467
ENSP00000303554	ENSGACP00000009875
ENSP00000355923	ENSGACP00000013364
ENSP00000452414	ENSGACP00000013947
ENSP00000359114	ENSGACP00000002652
ENSP00000359114	ENSGACP00000022086
ENSP00000359603	ENSGACP00000008849
ENSP00000348385	ENSGACP00000018527
ENSP00000348385	ENSGACP00000021201
ENSP00000360882	ENSGACP00000020995
ENSP00000363840	ENSGACP00000000126
ENSP00000369889	ENSGACP00000009069
ENSP00000369889	ENSGACP00000004090
ENSP00000364000	ENSGACP00000003252
ENSP00000364000	ENSGACP00000019695
ENSP00000353654	ENSGACP00000004638
ENSP00000332371	ENSGACP00000001081
ENSP00000331902	ENSGACP00000024821
ENSP00000364979	ENSGACP00000004661
ENSP00000301904	ENSGACP00000010129
ENSP00000383115	ENSGACP00000022533
ENSP00000383115	ENSGACP00000005387
ENSP00000373298	ENSGACP00000010736
ENSP00000373298	ENSGACP00000009342
ENSP00000300527	ENSGACP00000016617
ENSP00000300527	ENSGACP00000008107
ENSP00000355180	ENSGACP00000016665
ENSP00000295550	ENSGACP00000002111
ENSP00000382356	ENSGACP00000017079
ENSP00000382356	ENSGACP00000000111
ENSP00000395012	ENSGACP00000019848
ENSP00000341342	ENSGACP00000005019
ENSP00000376419	ENSGACP00000006788
ENSP00000306356	ENSGACP00000020964
ENSP00000336800	ENSGACP00000002621
ENSP00000366886	ENSGACP00000014800
ENSP00000436262	ENSGACP00000010832
ENSP00000321475	ENSGACP00000008191
ENSP00000321475	ENSGACP00000006790
ENSP00000420659	ENSGACP00000016393
ENSP00000302586	ENSGACP00000007347
ENSP00000385957	ENSGACP00000001969
ENSP00000287777	ENSGACP00000004425
ENSP00000287777	ENSGACP00000016953
ENSP00000284669	ENSGACP00000006849
ENSP00000284669	ENSGACP00000018448
ENSP00000230361	ENSGACP00000004424
ENSP00000261047	ENSGACP00000027631
ENSP00000261047	ENSGACP00000015874
ENSP00000361475	ENSGACP00000015981
ENSP00000395323	ENSGACP00000023624
ENSP00000395323	ENSGACP00000026845
ENSP00000371587	ENSGACP00000025829
ENSP00000295225	ENSGACP00000007549
ENSP00000295225	ENSGACP00000022594
ENSP00000361935	ENSGACP00000012230
ENSP00000362566	ENSGACP00000012218
ENSP00000379256	ENSGACP00000004816
ENSP00000379256	ENSGACP00000004843
ENSP00000226193	ENSGACP00000019115
ENSP00000419446	ENSGACP00000001421
ENSP00000357668	ENSGACP00000012696
ENSP00000357668	ENSGACP00000003447
ENSP00000257527	ENSGACP00000024384
ENSP00000348912	ENSGACP00000001118
ENSP00000349436	ENSGACP00000001138
ENSP00000453302	ENSGACP00000008955
ENSP00000453302	ENSGACP00000005491
ENSP00000386069	ENSGACP00000025665
ENSP00000386069	ENSGACP00000024280
ENSP00000280155	ENSGACP00000024697
ENSP00000280155	ENSGACP00000012544
ENSP00000306662	ENSGACP00000023966
ENSP00000368766	ENSGACP00000023770
ENSP00000369960	ENSGACP00000015047
ENSP00000369960	ENSGACP00000024011
ENSP00000322924	ENSGACP00000008893
ENSP00000307766	ENSGACP00000016238
ENSP00000358963	ENSGACP00000015503
ENSP00000358963	ENSGACP00000011992
ENSP00000363748	ENSGACP00000012369
ENSP00000287907	ENSGACP00000005068
ENSP00000301917	ENSGACP00000000665
ENSP00000328708	ENSGACP00000021500
ENSP00000357301	ENSGACP00000005152
ENSP00000216629	ENSGACP00000013989
ENSP00000360973	ENSGACP00000024507
ENSP00000443186	ENSGACP00000004815
ENSP00000323280	ENSGACP00000003012
ENSP00000296498	ENSGACP00000023808
ENSP00000231004	ENSGACP00000022693
ENSP00000261921	ENSGACP00000021846
ENSP00000373783	ENSGACP00000007199
ENSP00000373783	ENSGACP00000011150
ENSP00000260702	ENSGACP00000010131
ENSP00000264094	ENSGACP00000006475
ENSP00000376809	ENSGACP00000010699
ENSP00000376809	ENSGACP00000018052
ENSP00000215727	ENSGACP00000005614
ENSP00000254722	ENSGACP00000002471
ENSP00000321853	ENSGACP00000014384
ENSP00000278407	ENSGACP00000023851
ENSP00000312618	ENSGACP00000014698
ENSP00000264990	ENSGACP00000004998
ENSP00000233710	ENSGACP00000019494
ENSP00000409612	ENSGACP00000021809
ENSP00000361413	ENSGACP00000021009
ENSP00000306099	ENSGACP00000024704
ENSP00000336829	ENSGACP00000022264
ENSP00000234816	ENSGACP00000021458
ENSP00000234816	ENSGACP00000019262
ENSP00000253109	ENSGACP00000012998
ENSP00000248598	ENSGACP00000024917
ENSP00000428340	ENSGACP00000003984
ENSP00000314897	ENSGACP00000008664
ENSP00000346839	ENSGACP00000010250
ENSP00000346839	ENSGACP00000020003
ENSP00000335255	ENSGACP00000027286
ENSP00000239462	ENSGACP00000018168
ENSP00000356646	ENSGACP00000018162
ENSP00000407685	ENSGACP00000012862
ENSP00000407685	ENSGACP00000010501
ENSP00000246792	ENSGACP00000006406
ENSP00000256078	ENSGACP00000015443
ENSP00000407586	ENSGACP00000014986
ENSP00000299759	ENSGACP00000020291
ENSP00000267396	ENSGACP00000018833
ENSP00000297596	ENSGACP00000012038
ENSP00000201979	ENSGACP00000005625
ENSP00000249750	ENSGACP00000020889
ENSP00000258494	ENSGACP00000025552
ENSP00000265605	ENSGACP00000014589
ENSP00000434364	ENSGACP00000022580
ENSP00000219833	ENSGACP00000021974
ENSP00000270349	ENSGACP00000008751
ENSP00000398063	ENSGACP00000003585
ENSP00000362778	ENSGACP00000000655
ENSP00000262424	ENSGACP00000020829
ENSP00000260113	ENSGACP00000003567
ENSP00000303508	ENSGACP00000009995
ENSP00000403067	ENSGACP00000014400
ENSP00000403067	ENSGACP00000021711
ENSP00000338481	ENSGACP00000017376
ENSP00000345259	ENSGACP00000001866
ENSP00000345259	ENSGACP00000010451
ENSP00000298542	ENSGACP00000024718
ENSP00000322926	ENSGACP00000018772
ENSP00000322926	ENSGACP00000005563
ENSP00000264042	ENSGACP00000006124
ENSP00000263713	ENSGACP00000010327
ENSP00000363694	ENSGACP00000012115
ENSP00000263708	ENSGACP00000010344
ENSP00000443824	ENSGACP00000019370
ENSP00000337797	ENSGACP00000007286
ENSP00000367315	ENSGACP00000007213
ENSP00000355166	ENSGACP00000017876
ENSP00000379241	ENSGACP00000001389
ENSP00000363275	ENSGACP00000007515
ENSP00000363275	ENSGACP00000009308
ENSP00000322937	ENSGACP00000024488
ENSP00000326817	ENSGACP00000005109
ENSP00000334375	ENSGACP00000006186
ENSP00000374447	ENSGACP00000010745
ENSP00000309689	ENSGACP00000001123
ENSP00000365253	ENSGACP00000005920
ENSP00000365253	ENSGACP00000016781
ENSP00000446278	ENSGACP00000026022
ENSP00000446278	ENSGACP00000011223
ENSP00000273286	ENSGACP00000013398
ENSP00000434849	ENSGACP00000019065
ENSP00000434849	ENSGACP00000002601
ENSP00000422591	ENSGACP00000021373
ENSP00000430333	ENSGACP00000021673
ENSP00000366283	ENSGACP00000019822
ENSP00000366283	ENSGACP00000005347
ENSP00000366288	ENSGACP00000019818
ENSP00000371198	ENSGACP00000024800
ENSP00000383143	ENSGACP00000019820
ENSP00000359521	ENSGACP00000025847
ENSP00000420091	ENSGACP00000009566
ENSP00000420091	ENSGACP00000013104
ENSP00000389414	ENSGACP00000017599
ENSP00000252854	ENSGACP00000014134
ENSP00000252854	ENSGACP00000021001
ENSP00000359121	ENSGACP00000002633
ENSP00000359121	ENSGACP00000022070
ENSP00000264833	ENSGACP00000021865
ENSP00000037502	ENSGACP00000021492
ENSP00000332511	ENSGACP00000004418
ENSP00000322273	ENSGACP00000000691
ENSP00000322273	ENSGACP00000014815
ENSP00000294794	ENSGACP00000015497
ENSP00000294794	ENSGACP00000019603
ENSP00000362682	ENSGACP00000004674
ENSP00000335196	ENSGACP00000022106
ENSP00000291539	ENSGACP00000001880
ENSP00000310661	ENSGACP00000014641
ENSP00000264917	ENSGACP00000020798
ENSP00000410309	ENSGACP00000010793
ENSP00000379496	ENSGACP00000022683
ENSP00000243052	ENSGACP00000009240
ENSP00000270474	ENSGACP00000025810
ENSP00000332116	ENSGACP00000009620
ENSP00000332116	ENSGACP00000021419
ENSP00000347689	ENSGACP00000020467
ENSP00000347689	ENSGACP00000010833
ENSP00000345502	ENSGACP00000009526
ENSP00000344855	ENSGACP00000025986
ENSP00000264658	ENSGACP00000011769
ENSP00000358247	ENSGACP00000006574
ENSP00000380746	ENSGACP00000000647
ENSP00000224862	ENSGACP00000003170
ENSP00000292431	ENSGACP00000000291
ENSP00000292431	ENSGACP00000016854
ENSP00000419153	ENSGACP00000027362
ENSP00000360818	ENSGACP00000021902
ENSP00000356674	ENSGACP00000017893
ENSP00000362551	ENSGACP00000015896
ENSP00000362760	ENSGACP00000017643
ENSP00000407545	ENSGACP00000002415
ENSP00000407545	ENSGACP00000003287
ENSP00000358327	ENSGACP00000008661
ENSP00000311032	ENSGACP00000022402
ENSP00000265164	ENSGACP00000023055
ENSP00000312664	ENSGACP00000013740
ENSP00000330237	ENSGACP00000007379
ENSP00000350415	ENSGACP00000018066
ENSP00000350415	ENSGACP00000002893
ENSP00000271348	ENSGACP00000004809
ENSP00000271348	ENSGACP00000015466
ENSP00000240986	ENSGACP00000004806
ENSP00000305714	ENSGACP00000014435
ENSP00000305714	ENSGACP00000022571
ENSP00000363134	ENSGACP00000024209
ENSP00000363134	ENSGACP00000026865
ENSP00000223061	ENSGACP00000026820
ENSP00000223061	ENSGACP00000025525
ENSP00000295992	ENSGACP00000004933
ENSP00000290374	ENSGACP00000007456
ENSP00000290374	ENSGACP00000013760
ENSP00000463752	ENSGACP00000011228
ENSP00000435355	ENSGACP00000016225
ENSP00000397026	ENSGACP00000018664
ENSP00000397026	ENSGACP00000012495
ENSP00000382791	ENSGACP00000015585
ENSP00000382791	ENSGACP00000027219
ENSP00000362183	ENSGACP00000018295
ENSP00000435648	ENSGACP00000011973
ENSP00000282499	ENSGACP00000010770
ENSP00000282499	ENSGACP00000027480
ENSP00000264357	ENSGACP00000024200
ENSP00000264357	ENSGACP00000026920
ENSP00000367691	ENSGACP00000015806
ENSP00000367691	ENSGACP00000026938
ENSP00000408205	ENSGACP00000024554
ENSP00000362401	ENSGACP00000024559
ENSP00000365596	ENSGACP00000002451
ENSP00000358677	ENSGACP00000007402
ENSP00000386170	ENSGACP00000016797
ENSP00000276077	ENSGACP00000024549
ENSP00000362965	ENSGACP00000012761
ENSP00000331791	ENSGACP00000017265
ENSP00000363643	ENSGACP00000022689
ENSP00000377215	ENSGACP00000010846
ENSP00000355156	ENSGACP00000013543
ENSP00000298440	ENSGACP00000018449
ENSP00000304767	ENSGACP00000013551
ENSP00000240335	ENSGACP00000017934
ENSP00000257566	ENSGACP00000022159
ENSP00000331504	ENSGACP00000021012
ENSP00000220003	ENSGACP00000012933
ENSP00000220003	ENSGACP00000019367
ENSP00000378485	ENSGACP00000014158
ENSP00000356130	ENSGACP00000001372
ENSP00000370912	ENSGACP00000024568
ENSP00000264316	ENSGACP00000024570
ENSP00000308176	ENSGACP00000023098
ENSP00000430100	ENSGACP00000024423
ENSP00000367848	ENSGACP00000007242
ENSP00000412673	ENSGACP00000016137
ENSP00000412673	ENSGACP00000012147
ENSP00000420790	ENSGACP00000027332
ENSP00000420790	ENSGACP00000002155
ENSP00000274547	ENSGACP00000027425
ENSP00000274547	ENSGACP00000024006
ENSP00000295454	ENSGACP00000017392
ENSP00000264428	ENSGACP00000021429
ENSP00000264428	ENSGACP00000021861
ENSP00000361700	ENSGACP00000023089
ENSP00000361700	ENSGACP00000026855
ENSP00000218075	ENSGACP00000005153
ENSP00000274093	ENSGACP00000021438
ENSP00000411593	ENSGACP00000022259
ENSP00000264784	ENSGACP00000012062
ENSP00000366641	ENSGACP00000009963
ENSP00000416293	ENSGACP00000006419
ENSP00000416293	ENSGACP00000016691
ENSP00000320935	ENSGACP00000025625
ENSP00000323568	ENSGACP00000014542
ENSP00000354597	ENSGACP00000003860
ENSP00000328524	ENSGACP00000020681
ENSP00000310405	ENSGACP00000022687
ENSP00000310405	ENSGACP00000015532
ENSP00000356366	ENSGACP00000010484
ENSP00000370889	ENSGACP00000024937
ENSP00000433528	ENSGACP00000020657
ENSP00000362795	ENSGACP00000002339
ENSP00000292174	ENSGACP00000016232
ENSP00000386884	ENSGACP00000009641
ENSP00000386884	ENSGACP00000016367
ENSP00000343952	ENSGACP00000018230
ENSP00000343952	ENSGACP00000017510
ENSP00000350256	ENSGACP00000003192
ENSP00000350256	ENSGACP00000006372
ENSP00000246657	ENSGACP00000023930
ENSP00000249887	ENSGACP00000005003
ENSP00000249887	ENSGACP00000022476
ENSP00000002596	ENSGACP00000023214
ENSP00000427888	ENSGACP00000008371
ENSP00000390354	ENSGACP00000015715
ENSP00000261374	ENSGACP00000018508
ENSP00000261374	ENSGACP00000010858
ENSP00000408860	ENSGACP00000010487
ENSP00000358903	ENSGACP00000003360
ENSP00000260630	ENSGACP00000003935
ENSP00000295452	ENSGACP00000026611
ENSP00000359337	ENSGACP00000026813
ENSP00000421828	ENSGACP00000024729
ENSP00000274545	ENSGACP00000027424
ENSP00000264318	ENSGACP00000024732
ENSP00000367888	ENSGACP00000022592
ENSP00000261349	ENSGACP00000000775
ENSP00000263816	ENSGACP00000006952
ENSP00000303634	ENSGACP00000009055
ENSP00000303634	ENSGACP00000021384
ENSP00000216286	ENSGACP00000018617
ENSP00000265171	ENSGACP00000021776
ENSP00000370270	ENSGACP00000013963
ENSP00000370270	ENSGACP00000010001
ENSP00000384851	ENSGACP00000026808
ENSP00000343925	ENSGACP00000000274
ENSP00000343925	ENSGACP00000009971
ENSP00000344479	ENSGACP00000007725
ENSP00000333122	ENSGACP00000011928
ENSP00000353427	ENSGACP00000000578
ENSP00000353427	ENSGACP00000014291
ENSP00000325120	ENSGACP00000016086
ENSP00000363822	ENSGACP00000026869
ENSP00000363822	ENSGACP00000024489
ENSP00000362762	ENSGACP00000009680
ENSP00000334329	ENSGACP00000006719
ENSP00000244565	ENSGACP00000019514
ENSP00000332737	ENSGACP00000024246
ENSP00000365759	ENSGACP00000012882
ENSP00000356899	ENSGACP00000019077
ENSP00000356899	ENSGACP00000021283
ENSP00000373700	ENSGACP00000016962
ENSP00000263800	ENSGACP00000011618
ENSP00000360120	ENSGACP00000009368
ENSP00000364860	ENSGACP00000024672
ENSP00000363571	ENSGACP00000024106
ENSP00000431418	ENSGACP00000017390
ENSP00000354207	ENSGACP00000002644
ENSP00000354207	ENSGACP00000019520
ENSP00000380227	ENSGACP00000002667
ENSP00000261023	ENSGACP00000000330
ENSP00000367316	ENSGACP00000011565
ENSP00000349252	ENSGACP00000024001
ENSP00000452120	ENSGACP00000009259
ENSP00000007722	ENSGACP00000019553
ENSP00000327290	ENSGACP00000022387
ENSP00000327290	ENSGACP00000010642
ENSP00000358310	ENSGACP00000015637
ENSP00000296585	ENSGACP00000006039
ENSP00000350018	ENSGACP00000006078
ENSP00000289968	ENSGACP00000012074
ENSP00000289968	ENSGACP00000015560
ENSP00000412461	ENSGACP00000007521
ENSP00000378611	ENSGACP00000021661
ENSP00000386911	ENSGACP00000017541
ENSP00000217133	ENSGACP00000008372
ENSP00000357651	ENSGACP00000008462
ENSP00000318697	ENSGACP00000002665
ENSP00000217159	ENSGACP00000005867
ENSP00000370964	ENSGACP00000011556
ENSP00000289575	ENSGACP00000002446
ENSP00000311291	ENSGACP00000004882
ENSP00000396320	ENSGACP00000019585
ENSP00000396320	ENSGACP00000004617
ENSP00000346534	ENSGACP00000011193
ENSP00000346534	ENSGACP00000000856
ENSP00000355192	ENSGACP00000011776
ENSP00000355192	ENSGACP00000015426
ENSP00000334198	ENSGACP00000022164
ENSP00000352011	ENSGACP00000007051
ENSP00000386796	ENSGACP00000010019
ENSP00000365441	ENSGACP00000001030
ENSP00000365441	ENSGACP00000016027
ENSP00000288139	ENSGACP00000007920
ENSP00000288139	ENSGACP00000002098
ENSP00000266376	ENSGACP00000026026
ENSP00000367959	ENSGACP00000010704
ENSP00000258400	ENSGACP00000012208
ENSP00000354859	ENSGACP00000012073
ENSP00000373169	ENSGACP00000004268
ENSP00000176183	ENSGACP00000011797
ENSP00000255380	ENSGACP00000013365
ENSP00000372750	ENSGACP00000010506
ENSP00000372750	ENSGACP00000007983
ENSP00000399745	ENSGACP00000026355
ENSP00000399745	ENSGACP00000015757
ENSP00000409378	ENSGACP00000020243
ENSP00000380247	ENSGACP00000009721
ENSP00000407193	ENSGACP00000012834
ENSP00000217961	ENSGACP00000020040
ENSP00000264914	ENSGACP00000020819
ENSP00000264638	ENSGACP00000011219
ENSP00000242786	ENSGACP00000024822
ENSP00000242786	ENSGACP00000013565
ENSP00000422533	ENSGACP00000025768
ENSP00000422533	ENSGACP00000020992
ENSP00000359778	ENSGACP00000012565
ENSP00000377699	ENSGACP00000022793
ENSP00000377699	ENSGACP00000027016
ENSP00000356581	ENSGACP00000017910
ENSP00000369198	ENSGACP00000027331
ENSP00000296795	ENSGACP00000022288
ENSP00000260010	ENSGACP00000024681
ENSP00000218032	ENSGACP00000005236
ENSP00000370034	ENSGACP00000005259
ENSP00000438284	ENSGACP00000006944
ENSP00000360502	ENSGACP00000008914
ENSP00000255266	ENSGACP00000022195
ENSP00000420295	ENSGACP00000022884
ENSP00000334910	ENSGACP00000010240
ENSP00000253055	ENSGACP00000012905
ENSP00000364361	ENSGACP00000006340
ENSP00000364361	ENSGACP00000020317
ENSP00000379975	ENSGACP00000015023
ENSP00000309597	ENSGACP00000026465
ENSP00000451263	ENSGACP00000016043
ENSP00000355583	ENSGACP00000013741
ENSP00000288602	ENSGACP00000025456
ENSP00000448689	ENSGACP00000008918
ENSP00000448689	ENSGACP00000004181
ENSP00000310722	ENSGACP00000000129
ENSP00000358335	ENSGACP00000002608
ENSP00000358335	ENSGACP00000008264
ENSP00000215743	ENSGACP00000024320
ENSP00000286614	ENSGACP00000002779
ENSP00000286614	ENSGACP00000022830
ENSP00000246186	ENSGACP00000002547
ENSP00000219271	ENSGACP00000018847
ENSP00000219271	ENSGACP00000018298
ENSP00000308208	ENSGACP00000018580
ENSP00000308208	ENSGACP00000025382
ENSP00000337816	ENSGACP00000010393
ENSP00000288135	ENSGACP00000021042
ENSP00000257290	ENSGACP00000018837
ENSP00000339824	ENSGACP00000005985
ENSP00000292408	ENSGACP00000027500
ENSP00000282397	ENSGACP00000004028
ENSP00000263923	ENSGACP00000018862
ENSP00000261937	ENSGACP00000024222
ENSP00000303887	ENSGACP00000022702
