ENSMODP00000016222	ENSACAP00000005936
ENSMODP00000040545	ENSACAP00000006643
ENSMODP00000002855	ENSACAP00000011412
ENSMODP00000025643	ENSACAP00000010899
ENSMODP00000001499	ENSACAP00000011006
ENSMODP00000024634	ENSACAP00000007544
ENSMODP00000039692	ENSACAP00000007431
ENSMODP00000032687	ENSACAP00000019894
ENSMODP00000005828	ENSACAP00000016092
ENSMODP00000020796	ENSACAP00000015262
ENSMODP00000033603	ENSACAP00000016038
ENSMODP00000026244	ENSACAP00000009056
ENSMODP00000016600	ENSACAP00000007986
ENSMODP00000018974	ENSACAP00000004735
ENSMODP00000032200	ENSACAP00000012970
ENSMODP00000023562	ENSACAP00000011477
ENSMODP00000015806	ENSACAP00000008707
ENSMODP00000032552	ENSACAP00000002599
ENSMODP00000015327	ENSACAP00000013524
ENSMODP00000013080	ENSACAP00000012133
ENSMODP00000021315	ENSACAP00000001474
ENSMODP00000006984	ENSACAP00000011203
ENSMODP00000004061	ENSACAP00000006890
ENSMODP00000008352	ENSACAP00000007709
ENSMODP00000023736	ENSACAP00000002746
ENSMODP00000005222	ENSACAP00000012161
ENSMODP00000012505	ENSACAP00000015853
ENSMODP00000005889	ENSACAP00000019964
ENSMODP00000026245	ENSACAP00000008972
ENSMODP00000032292	ENSACAP00000011864
ENSMODP00000021264	ENSACAP00000008083
ENSMODP00000001663	ENSACAP00000001733
ENSMODP00000007740	ENSACAP00000015284
ENSMODP00000005872	ENSACAP00000015978
ENSMODP00000038084	ENSACAP00000008983
ENSMODP00000032291	ENSACAP00000011872
ENSMODP00000008683	ENSACAP00000000046
ENSMODP00000022169	ENSACAP00000016855
ENSMODP00000002378	ENSACAP00000001815
ENSMODP00000005624	ENSACAP00000000324
ENSMODP00000002541	ENSACAP00000007702
ENSMODP00000014998	ENSACAP00000007073
ENSMODP00000015223	ENSACAP00000009150
ENSMODP00000006411	ENSACAP00000016887
ENSMODP00000007737	ENSACAP00000015962
ENSMODP00000010188	ENSACAP00000007606
ENSMODP00000019004	ENSACAP00000004635
ENSMODP00000012377	ENSACAP00000006056
ENSMODP00000014867	ENSACAP00000004890
ENSMODP00000032282	ENSACAP00000013139
ENSMODP00000026374	ENSACAP00000022545
ENSMODP00000011577	ENSACAP00000015312
ENSMODP00000006111	ENSACAP00000014731
ENSMODP00000030697	ENSACAP00000013867
ENSMODP00000035312	ENSACAP00000009741
ENSMODP00000021984	ENSACAP00000013852
ENSMODP00000005185	ENSACAP00000015125
ENSMODP00000006530	ENSACAP00000017343
ENSMODP00000020279	ENSACAP00000017618
ENSMODP00000021683	ENSACAP00000001299
ENSMODP00000006045	ENSACAP00000001243
ENSMODP00000026497	ENSACAP00000004313
ENSMODP00000039040	ENSACAP00000021633
ENSMODP00000012118	ENSACAP00000004136
ENSMODP00000023804	ENSACAP00000008634
ENSMODP00000009038	ENSACAP00000004986
ENSMODP00000014633	ENSACAP00000007756
ENSMODP00000006749	ENSACAP00000000913
ENSMODP00000006741	ENSACAP00000020293
ENSMODP00000007584	ENSACAP00000003020
ENSMODP00000010639	ENSACAP00000005617
ENSMODP00000012261	ENSACAP00000004393
ENSMODP00000009869	ENSACAP00000013431
ENSMODP00000038779	ENSACAP00000000704
ENSMODP00000030330	ENSACAP00000008147
ENSMODP00000010446	ENSACAP00000012886
ENSMODP00000005562	ENSACAP00000001017
ENSMODP00000008521	ENSACAP00000014624
ENSMODP00000010378	ENSACAP00000017377
ENSMODP00000022565	ENSACAP00000010211
ENSMODP00000013443	ENSACAP00000004936
ENSMODP00000027866	ENSACAP00000013100
ENSMODP00000013515	ENSACAP00000013546
ENSMODP00000001351	ENSACAP00000020143
ENSMODP00000030141	ENSACAP00000013290
ENSMODP00000026877	ENSACAP00000002039
ENSMODP00000032757	ENSACAP00000006963
ENSMODP00000032762	ENSACAP00000012206
ENSMODP00000036327	ENSACAP00000006373
ENSMODP00000002922	ENSACAP00000011403
ENSMODP00000000716	ENSACAP00000002493
ENSMODP00000022698	ENSACAP00000003437
ENSMODP00000012379	ENSACAP00000013797
ENSMODP00000004353	ENSACAP00000017721
ENSMODP00000010816	ENSACAP00000014702
ENSMODP00000007069	ENSACAP00000015265
ENSMODP00000003727	ENSACAP00000011528
ENSMODP00000012187	ENSACAP00000009518
ENSMODP00000014155	ENSACAP00000001417
ENSMODP00000018816	ENSACAP00000002817
ENSMODP00000035876	ENSACAP00000014462
ENSMODP00000032437	ENSACAP00000013918
ENSMODP00000040128	ENSACAP00000013271
ENSMODP00000027953	ENSACAP00000006093
ENSMODP00000037734	ENSACAP00000013029
ENSMODP00000014534	ENSACAP00000017010
ENSMODP00000018809	ENSACAP00000014316
ENSMODP00000005213	ENSACAP00000005492
ENSMODP00000017465	ENSACAP00000006472
ENSMODP00000005676	ENSACAP00000009783
ENSMODP00000021158	ENSACAP00000016187
ENSMODP00000019042	ENSACAP00000001377
ENSMODP00000022215	ENSACAP00000013900
ENSMODP00000026115	ENSACAP00000008510
ENSMODP00000007404	ENSACAP00000011243
ENSMODP00000007849	ENSACAP00000013686
ENSMODP00000024496	ENSACAP00000015385
ENSMODP00000024511	ENSACAP00000015532
ENSMODP00000018799	ENSACAP00000016755
ENSMODP00000016893	ENSACAP00000010401
ENSMODP00000017942	ENSACAP00000001278
ENSMODP00000021002	ENSACAP00000006818
ENSMODP00000013555	ENSACAP00000006825
ENSMODP00000016791	ENSACAP00000003328
ENSMODP00000001527	ENSACAP00000005819
ENSMODP00000024700	ENSACAP00000001809
ENSMODP00000024639	ENSACAP00000014652
ENSMODP00000015947	ENSACAP00000014320
ENSMODP00000004031	ENSACAP00000002454
ENSMODP00000004363	ENSACAP00000004932
ENSMODP00000021892	ENSACAP00000015386
ENSMODP00000007905	ENSACAP00000000836
ENSMODP00000038070	ENSACAP00000022970
ENSMODP00000023822	ENSACAP00000011113
ENSMODP00000008346	ENSACAP00000000054
ENSMODP00000002108	ENSACAP00000012473
ENSMODP00000025573	ENSACAP00000018772
ENSMODP00000012565	ENSACAP00000007367
ENSMODP00000002003	ENSACAP00000012900
ENSMODP00000035895	ENSACAP00000015151
ENSMODP00000029051	ENSACAP00000017921
ENSMODP00000035893	ENSACAP00000015148
ENSMODP00000011896	ENSACAP00000001834
ENSMODP00000017226	ENSACAP00000013069
ENSMODP00000029052	ENSACAP00000015708
ENSMODP00000007809	ENSACAP00000002593
ENSMODP00000022561	ENSACAP00000006236
ENSMODP00000007713	ENSACAP00000003074
ENSMODP00000010556	ENSACAP00000005858
ENSMODP00000000865	ENSACAP00000006684
ENSMODP00000020268	ENSACAP00000008953
ENSMODP00000012070	ENSACAP00000012156
ENSMODP00000010025	ENSACAP00000009564
ENSMODP00000032688	ENSACAP00000007487
ENSMODP00000006519	ENSACAP00000016623
ENSMODP00000022192	ENSACAP00000014041
ENSMODP00000001303	ENSACAP00000002079
ENSMODP00000012084	ENSACAP00000012105
ENSMODP00000012087	ENSACAP00000012099
ENSMODP00000001313	ENSACAP00000002044
ENSMODP00000015007	ENSACAP00000015520
ENSMODP00000013510	ENSACAP00000008187
ENSMODP00000020816	ENSACAP00000004940
ENSMODP00000015732	ENSACAP00000002305
ENSMODP00000016374	ENSACAP00000005013
ENSMODP00000004493	ENSACAP00000002137
ENSMODP00000021977	ENSACAP00000013938
ENSMODP00000022462	ENSACAP00000005670
ENSMODP00000021638	ENSACAP00000016698
ENSMODP00000021393	ENSACAP00000011431
ENSMODP00000005084	ENSACAP00000015201
ENSMODP00000025693	ENSACAP00000007331
ENSMODP00000026469	ENSACAP00000011273
ENSMODP00000000134	ENSACAP00000004953
ENSMODP00000025940	ENSACAP00000012100
ENSMODP00000018764	ENSACAP00000016907
ENSMODP00000002849	ENSACAP00000000569
ENSMODP00000017603	ENSACAP00000005467
ENSMODP00000009317	ENSACAP00000003858
ENSMODP00000007119	ENSACAP00000008820
ENSMODP00000018369	ENSACAP00000011618
ENSMODP00000018268	ENSACAP00000017591
ENSMODP00000016959	ENSACAP00000017590
ENSMODP00000018994	ENSACAP00000013185
ENSMODP00000025745	ENSACAP00000007354
ENSMODP00000034000	ENSACAP00000011247
ENSMODP00000025580	ENSACAP00000009666
ENSMODP00000017496	ENSACAP00000007237
ENSMODP00000005173	ENSACAP00000006546
ENSMODP00000017494	ENSACAP00000005983
ENSMODP00000004436	ENSACAP00000005508
ENSMODP00000003465	ENSACAP00000015671
ENSMODP00000026118	ENSACAP00000009138
ENSMODP00000009490	ENSACAP00000010305
ENSMODP00000020811	ENSACAP00000016600
ENSMODP00000013200	ENSACAP00000011393
ENSMODP00000025673	ENSACAP00000006824
ENSMODP00000009694	ENSACAP00000014764
ENSMODP00000003553	ENSACAP00000020990
ENSMODP00000001853	ENSACAP00000010390
ENSMODP00000001858	ENSACAP00000002143
ENSMODP00000021887	ENSACAP00000015784
ENSMODP00000022414	ENSACAP00000011070
ENSMODP00000024031	ENSACAP00000011953
ENSMODP00000008970	ENSACAP00000017062
ENSMODP00000001029	ENSACAP00000017277
ENSMODP00000010321	ENSACAP00000007954
ENSMODP00000003646	ENSACAP00000012541
ENSMODP00000001402	ENSACAP00000013970
ENSMODP00000011117	ENSACAP00000008326
ENSMODP00000025719	ENSACAP00000011561
ENSMODP00000017702	ENSACAP00000009051
ENSMODP00000010215	ENSACAP00000007769
ENSMODP00000009242	ENSACAP00000006623
ENSMODP00000020036	ENSACAP00000004269
ENSMODP00000002875	ENSACAP00000010831
ENSMODP00000022197	ENSACAP00000014003
ENSMODP00000036640	ENSACAP00000010317
ENSMODP00000038032	ENSACAP00000000786
ENSMODP00000021383	ENSACAP00000011483
ENSMODP00000035196	ENSACAP00000000584
ENSMODP00000025324	ENSACAP00000011302
ENSMODP00000020335	ENSACAP00000015868
ENSMODP00000002425	ENSACAP00000016043
ENSMODP00000010012	ENSACAP00000012816
ENSMODP00000000744	ENSACAP00000015758
ENSMODP00000004381	ENSACAP00000005422
ENSMODP00000022914	ENSACAP00000000036
ENSMODP00000010587	ENSACAP00000012738
ENSMODP00000012136	ENSACAP00000009405
ENSMODP00000007866	ENSACAP00000001109
ENSMODP00000018321	ENSACAP00000002447
ENSMODP00000019612	ENSACAP00000007854
ENSMODP00000011769	ENSACAP00000001259
ENSMODP00000015978	ENSACAP00000002290
ENSMODP00000013176	ENSACAP00000000768
ENSMODP00000012651	ENSACAP00000013093
ENSMODP00000006061	ENSACAP00000010346
ENSMODP00000014513	ENSACAP00000013092
ENSMODP00000023906	ENSACAP00000011111
ENSMODP00000025569	ENSACAP00000009808
ENSMODP00000039790	ENSACAP00000009558
ENSMODP00000003223	ENSACAP00000003745
ENSMODP00000032216	ENSACAP00000000604
ENSMODP00000001283	ENSACAP00000011659
ENSMODP00000002801	ENSACAP00000017230
ENSMODP00000015243	ENSACAP00000013937
ENSMODP00000026121	ENSACAP00000004464
ENSMODP00000007685	ENSACAP00000016365
ENSMODP00000035053	ENSACAP00000004155
ENSMODP00000017132	ENSACAP00000011182
ENSMODP00000000297	ENSACAP00000006005
ENSMODP00000020132	ENSACAP00000015436
ENSMODP00000001845	ENSACAP00000010772
ENSMODP00000004151	ENSACAP00000013661
ENSMODP00000037391	ENSACAP00000011705
ENSMODP00000028701	ENSACAP00000011510
ENSMODP00000021747	ENSACAP00000004722
ENSMODP00000021235	ENSACAP00000003533
ENSMODP00000021922	ENSACAP00000015955
ENSMODP00000009664	ENSACAP00000004881
ENSMODP00000039041	ENSACAP00000009973
ENSMODP00000029496	ENSACAP00000016898
ENSMODP00000028657	ENSACAP00000006062
ENSMODP00000005583	ENSACAP00000000655
ENSMODP00000013540	ENSACAP00000006909
ENSMODP00000023349	ENSACAP00000008166
ENSMODP00000022275	ENSACAP00000015556
ENSMODP00000031766	ENSACAP00000013437
ENSMODP00000015672	ENSACAP00000015005
ENSMODP00000021359	ENSACAP00000015866
ENSMODP00000002408	ENSACAP00000010978
ENSMODP00000021195	ENSACAP00000009127
ENSMODP00000012568	ENSACAP00000002136
ENSMODP00000016703	ENSACAP00000007078
ENSMODP00000002356	ENSACAP00000011296
ENSMODP00000015374	ENSACAP00000008933
ENSMODP00000021323	ENSACAP00000015750
ENSMODP00000023893	ENSACAP00000017242
ENSMODP00000016195	ENSACAP00000005917
ENSMODP00000023891	ENSACAP00000018798
ENSMODP00000016180	ENSACAP00000018523
ENSMODP00000000226	ENSACAP00000008423
ENSMODP00000005358	ENSACAP00000001821
ENSMODP00000004154	ENSACAP00000004024
ENSMODP00000035712	ENSACAP00000005565
ENSMODP00000036084	ENSACAP00000016958
ENSMODP00000008676	ENSACAP00000000047
ENSMODP00000016162	ENSACAP00000014022
ENSMODP00000009900	ENSACAP00000007404
ENSMODP00000040651	ENSACAP00000016195
ENSMODP00000024354	ENSACAP00000014475
ENSMODP00000012500	ENSACAP00000012477
ENSMODP00000011245	ENSACAP00000012240
ENSMODP00000029397	ENSACAP00000016711
ENSMODP00000015023	ENSACAP00000001150
ENSMODP00000020445	ENSACAP00000003826
ENSMODP00000005974	ENSACAP00000007886
ENSMODP00000000417	ENSACAP00000014182
ENSMODP00000005815	ENSACAP00000002463
ENSMODP00000020238	ENSACAP00000012013
ENSMODP00000008089	ENSACAP00000015861
ENSMODP00000005009	ENSACAP00000001489
ENSMODP00000018533	ENSACAP00000012831
ENSMODP00000040595	ENSACAP00000015605
ENSMODP00000036472	ENSACAP00000020747
ENSMODP00000004445	ENSACAP00000003056
ENSMODP00000002960	ENSACAP00000007176
ENSMODP00000018043	ENSACAP00000016530
ENSMODP00000000812	ENSACAP00000009305
ENSMODP00000026552	ENSACAP00000009521
ENSMODP00000000565	ENSACAP00000011975
ENSMODP00000002533	ENSACAP00000007630
ENSMODP00000017124	ENSACAP00000016542
ENSMODP00000026246	ENSACAP00000008956
ENSMODP00000017168	ENSACAP00000016703
ENSMODP00000012226	ENSACAP00000003036
ENSMODP00000009537	ENSACAP00000019010
ENSMODP00000011537	ENSACAP00000001987
ENSMODP00000006154	ENSACAP00000003082
ENSMODP00000033355	ENSACAP00000015362
ENSMODP00000017727	ENSACAP00000000598
ENSMODP00000006272	ENSACAP00000003532
ENSMODP00000032871	ENSACAP00000016369
ENSMODP00000028933	ENSACAP00000007247
ENSMODP00000003278	ENSACAP00000011043
ENSMODP00000016738	ENSACAP00000011612
ENSMODP00000006456	ENSACAP00000013004
ENSMODP00000017715	ENSACAP00000004967
ENSMODP00000007886	ENSACAP00000019819
ENSMODP00000024836	ENSACAP00000002655
ENSMODP00000013754	ENSACAP00000004999
ENSMODP00000031196	ENSACAP00000015120
ENSMODP00000024124	ENSACAP00000012626
ENSMODP00000019607	ENSACAP00000014355
ENSMODP00000019156	ENSACAP00000004310
ENSMODP00000014756	ENSACAP00000002105
ENSMODP00000016644	ENSACAP00000002303
ENSMODP00000002743	ENSACAP00000007495
ENSMODP00000003497	ENSACAP00000002651
ENSMODP00000006774	ENSACAP00000003063
ENSMODP00000019974	ENSACAP00000015941
ENSMODP00000000735	ENSACAP00000004272
ENSMODP00000034017	ENSACAP00000000067
ENSMODP00000025624	ENSACAP00000014139
ENSMODP00000025509	ENSACAP00000017883
ENSMODP00000007850	ENSACAP00000000066
ENSMODP00000000715	ENSACAP00000004268
ENSMODP00000025507	ENSACAP00000001782
ENSMODP00000022366	ENSACAP00000013923
ENSMODP00000037964	ENSACAP00000019136
ENSMODP00000004646	ENSACAP00000009844
ENSMODP00000015157	ENSACAP00000011410
ENSMODP00000009641	ENSACAP00000007080
ENSMODP00000015324	ENSACAP00000009064
ENSMODP00000018355	ENSACAP00000019087
ENSMODP00000025916	ENSACAP00000013893
ENSMODP00000006261	ENSACAP00000006887
ENSMODP00000001899	ENSACAP00000001440
ENSMODP00000032298	ENSACAP00000003722
ENSMODP00000024278	ENSACAP00000008455
ENSMODP00000017417	ENSACAP00000012609
ENSMODP00000007075	ENSACAP00000005901
ENSMODP00000009619	ENSACAP00000009633
ENSMODP00000010561	ENSACAP00000004927
ENSMODP00000035281	ENSACAP00000007923
ENSMODP00000035924	ENSACAP00000009849
ENSMODP00000003274	ENSACAP00000014832
ENSMODP00000004672	ENSACAP00000000168
ENSMODP00000026378	ENSACAP00000017669
ENSMODP00000003339	ENSACAP00000002718
ENSMODP00000014050	ENSACAP00000004261
ENSMODP00000024385	ENSACAP00000008061
ENSMODP00000035142	ENSACAP00000001719
ENSMODP00000002869	ENSACAP00000014835
ENSMODP00000015275	ENSACAP00000002687
ENSMODP00000006253	ENSACAP00000010253
ENSMODP00000006572	ENSACAP00000001145
ENSMODP00000009569	ENSACAP00000010186
ENSMODP00000015349	ENSACAP00000007255
ENSMODP00000012217	ENSACAP00000010458
ENSMODP00000000052	ENSACAP00000001837
ENSMODP00000007331	ENSACAP00000013908
ENSMODP00000007204	ENSACAP00000020551
ENSMODP00000012572	ENSACAP00000002669
ENSMODP00000010658	ENSACAP00000005549
ENSMODP00000023412	ENSACAP00000007915
ENSMODP00000013813	ENSACAP00000011871
ENSMODP00000009292	ENSACAP00000009353
ENSMODP00000018493	ENSACAP00000017686
ENSMODP00000032522	ENSACAP00000000014
ENSMODP00000004239	ENSACAP00000000277
ENSMODP00000006157	ENSACAP00000010444
ENSMODP00000016198	ENSACAP00000002264
ENSMODP00000023004	ENSACAP00000012062
ENSMODP00000026484	ENSACAP00000004925
ENSMODP00000015865	ENSACAP00000001413
ENSMODP00000007678	ENSACAP00000010375
ENSMODP00000034398	ENSACAP00000002317
ENSMODP00000003304	ENSACAP00000011597
ENSMODP00000036789	ENSACAP00000002278
ENSMODP00000037943	ENSACAP00000017748
ENSMODP00000028480	ENSACAP00000011275
ENSMODP00000002737	ENSACAP00000013863
ENSMODP00000037956	ENSACAP00000012497
ENSMODP00000029250	ENSACAP00000005142
ENSMODP00000018856	ENSACAP00000000619
ENSMODP00000021427	ENSACAP00000007830
ENSMODP00000013839	ENSACAP00000000725
ENSMODP00000000911	ENSACAP00000008485
ENSMODP00000001022	ENSACAP00000021965
ENSMODP00000000896	ENSACAP00000008506
ENSMODP00000003055	ENSACAP00000009455
ENSMODP00000018991	ENSACAP00000004668
ENSMODP00000011861	ENSACAP00000009577
ENSMODP00000034129	ENSACAP00000014105
ENSMODP00000016830	ENSACAP00000021915
ENSMODP00000038977	ENSACAP00000006649
ENSMODP00000013235	ENSACAP00000002518
ENSMODP00000010425	ENSACAP00000017431
ENSMODP00000024304	ENSACAP00000020895
ENSMODP00000011323	ENSACAP00000006724
ENSMODP00000004408	ENSACAP00000000172
ENSMODP00000002507	ENSACAP00000021998
ENSMODP00000008133	ENSACAP00000008750
ENSMODP00000007760	ENSACAP00000005744
ENSMODP00000004774	ENSACAP00000003819
ENSMODP00000004861	ENSACAP00000023423
ENSMODP00000017995	ENSACAP00000017155
ENSMODP00000008072	ENSACAP00000016599
ENSMODP00000010624	ENSACAP00000000849
ENSMODP00000010629	ENSACAP00000011017
ENSMODP00000021194	ENSACAP00000017926
ENSMODP00000037111	ENSACAP00000013837
ENSMODP00000032221	ENSACAP00000008424
ENSMODP00000038168	ENSACAP00000000652
ENSMODP00000001349	ENSACAP00000016320
ENSMODP00000005871	ENSACAP00000004383
ENSMODP00000023870	ENSACAP00000020176
ENSMODP00000019702	ENSACAP00000008806
ENSMODP00000016825	ENSACAP00000016506
ENSMODP00000012569	ENSACAP00000007529
ENSMODP00000019969	ENSACAP00000001908
ENSMODP00000013541	ENSACAP00000003730
ENSMODP00000021106	ENSACAP00000000700
ENSMODP00000000007	ENSACAP00000020756
ENSMODP00000011100	ENSACAP00000008734
ENSMODP00000037871	ENSACAP00000003634
ENSMODP00000025976	ENSACAP00000013606
ENSMODP00000039082	ENSACAP00000013499
ENSMODP00000000009	ENSACAP00000004851
ENSMODP00000007789	ENSACAP00000004839
ENSMODP00000000032	ENSACAP00000002051
ENSMODP00000013125	ENSACAP00000014084
ENSMODP00000000038	ENSACAP00000013123
ENSMODP00000007948	ENSACAP00000000452
ENSMODP00000005194	ENSACAP00000016687
ENSMODP00000014913	ENSACAP00000010205
ENSMODP00000006721	ENSACAP00000001728
ENSMODP00000013946	ENSACAP00000006031
ENSMODP00000005521	ENSACAP00000000263
ENSMODP00000036353	ENSACAP00000001786
ENSMODP00000018807	ENSACAP00000004400
ENSMODP00000017380	ENSACAP00000011820
ENSMODP00000018534	ENSACAP00000008978
ENSMODP00000028524	ENSACAP00000008077
ENSMODP00000039578	ENSACAP00000012802
ENSMODP00000015878	ENSACAP00000001443
ENSMODP00000007650	ENSACAP00000005571
ENSMODP00000007627	ENSACAP00000014860
ENSMODP00000020955	ENSACAP00000018384
ENSMODP00000009369	ENSACAP00000017214
ENSMODP00000009363	ENSACAP00000017215
ENSMODP00000021778	ENSACAP00000020150
ENSMODP00000013086	ENSACAP00000000843
ENSMODP00000025990	ENSACAP00000005646
ENSMODP00000014916	ENSACAP00000010957
ENSMODP00000008076	ENSACAP00000015336
ENSMODP00000014312	ENSACAP00000006774
ENSMODP00000011511	ENSACAP00000008357
ENSMODP00000003270	ENSACAP00000009964
ENSMODP00000026669	ENSACAP00000009976
ENSMODP00000009288	ENSACAP00000008299
ENSMODP00000003705	ENSACAP00000003021
ENSMODP00000011783	ENSACAP00000010061
ENSMODP00000023461	ENSACAP00000008624
ENSMODP00000023458	ENSACAP00000008567
ENSMODP00000002069	ENSACAP00000016601
ENSMODP00000024260	ENSACAP00000015433
ENSMODP00000016242	ENSACAP00000005981
ENSMODP00000015546	ENSACAP00000003727
ENSMODP00000020499	ENSACAP00000015674
ENSMODP00000012349	ENSACAP00000013506
ENSMODP00000012456	ENSACAP00000016402
ENSMODP00000000501	ENSACAP00000006256
ENSMODP00000005170	ENSACAP00000015511
ENSMODP00000026390	ENSACAP00000014552
ENSMODP00000029244	ENSACAP00000004682
ENSMODP00000032245	ENSACAP00000017566
ENSMODP00000005368	ENSACAP00000001885
ENSMODP00000039059	ENSACAP00000011478
ENSMODP00000027731	ENSACAP00000010074
ENSMODP00000031577	ENSACAP00000002828
ENSMODP00000019506	ENSACAP00000015245
ENSMODP00000005823	ENSACAP00000005132
ENSMODP00000006922	ENSACAP00000018125
ENSMODP00000020336	ENSACAP00000014493
ENSMODP00000021580	ENSACAP00000007547
ENSMODP00000017795	ENSACAP00000001398
ENSMODP00000001108	ENSACAP00000017668
ENSMODP00000025737	ENSACAP00000008381
ENSMODP00000004338	ENSACAP00000002481
ENSMODP00000005393	ENSACAP00000001969
ENSMODP00000008889	ENSACAP00000006041
ENSMODP00000030917	ENSACAP00000007373
ENSMODP00000009120	ENSACAP00000008608
ENSMODP00000026531	ENSACAP00000005272
ENSMODP00000002086	ENSACAP00000012561
ENSMODP00000024018	ENSACAP00000022061
ENSMODP00000000651	ENSACAP00000008278
ENSMODP00000016474	ENSACAP00000009737
ENSMODP00000012229	ENSACAP00000002646
ENSMODP00000012255	ENSACAP00000013040
ENSMODP00000010195	ENSACAP00000008652
ENSMODP00000020935	ENSACAP00000016661
ENSMODP00000034659	ENSACAP00000019585
ENSMODP00000018384	ENSACAP00000009394
ENSMODP00000006044	ENSACAP00000001765
ENSMODP00000018163	ENSACAP00000016977
ENSMODP00000021946	ENSACAP00000011064
ENSMODP00000031587	ENSACAP00000012160
ENSMODP00000023672	ENSACAP00000009413
ENSMODP00000016481	ENSACAP00000013322
ENSMODP00000015882	ENSACAP00000009323
ENSMODP00000006944	ENSACAP00000002665
ENSMODP00000000233	ENSACAP00000003406
ENSMODP00000015716	ENSACAP00000007170
ENSMODP00000024368	ENSACAP00000000718
ENSMODP00000007232	ENSACAP00000010382
ENSMODP00000025082	ENSACAP00000012320
ENSMODP00000019400	ENSACAP00000012036
ENSMODP00000016297	ENSACAP00000021598
ENSMODP00000015376	ENSACAP00000022360
ENSMODP00000021090	ENSACAP00000005950
ENSMODP00000032294	ENSACAP00000014278
ENSMODP00000011879	ENSACAP00000017691
ENSMODP00000010416	ENSACAP00000005389
ENSMODP00000013797	ENSACAP00000004993
ENSMODP00000021294	ENSACAP00000006172
ENSMODP00000021296	ENSACAP00000006149
ENSMODP00000011963	ENSACAP00000017688
ENSMODP00000001213	ENSACAP00000016279
ENSMODP00000027026	ENSACAP00000019298
ENSMODP00000001083	ENSACAP00000017670
ENSMODP00000005959	ENSACAP00000001502
ENSMODP00000003985	ENSACAP00000002448
ENSMODP00000023020	ENSACAP00000012363
ENSMODP00000010644	ENSACAP00000004805
ENSMODP00000022405	ENSACAP00000009191
ENSMODP00000020115	ENSACAP00000003586
ENSMODP00000027981	ENSACAP00000007623
ENSMODP00000015105	ENSACAP00000015934
ENSMODP00000020807	ENSACAP00000017794
ENSMODP00000021518	ENSACAP00000010466
ENSMODP00000026135	ENSACAP00000005119
ENSMODP00000003627	ENSACAP00000005673
ENSMODP00000004880	ENSACAP00000003108
ENSMODP00000025120	ENSACAP00000007036
ENSMODP00000023800	ENSACAP00000015087
ENSMODP00000014699	ENSACAP00000022130
ENSMODP00000016763	ENSACAP00000009832
ENSMODP00000034917	ENSACAP00000002356
ENSMODP00000009090	ENSACAP00000014163
ENSMODP00000010773	ENSACAP00000012331
ENSMODP00000022963	ENSACAP00000000021
ENSMODP00000015530	ENSACAP00000017182
ENSMODP00000019318	ENSACAP00000006834
ENSMODP00000001433	ENSACAP00000017652
ENSMODP00000020080	ENSACAP00000012324
ENSMODP00000006849	ENSACAP00000012525
ENSMODP00000019182	ENSACAP00000014112
ENSMODP00000019602	ENSACAP00000008042
ENSMODP00000013832	ENSACAP00000016403
ENSMODP00000017263	ENSACAP00000006798
ENSMODP00000026387	ENSACAP00000014416
ENSMODP00000003221	ENSACAP00000008551
ENSMODP00000013651	ENSACAP00000005031
ENSMODP00000013942	ENSACAP00000003291
ENSMODP00000013600	ENSACAP00000013732
ENSMODP00000022948	ENSACAP00000017060
ENSMODP00000008334	ENSACAP00000022046
ENSMODP00000024627	ENSACAP00000011381
ENSMODP00000005370	ENSACAP00000014987
ENSMODP00000014766	ENSACAP00000004356
ENSMODP00000018729	ENSACAP00000004931
ENSMODP00000025684	ENSACAP00000007150
ENSMODP00000020045	ENSACAP00000006176
ENSMODP00000015026	ENSACAP00000003837
ENSMODP00000016693	ENSACAP00000016373
ENSMODP00000005763	ENSACAP00000001236
ENSMODP00000021179	ENSACAP00000016151
ENSMODP00000015268	ENSACAP00000009267
ENSMODP00000034921	ENSACAP00000016037
ENSMODP00000014345	ENSACAP00000012071
ENSMODP00000021197	ENSACAP00000015935
ENSMODP00000015378	ENSACAP00000008689
ENSMODP00000021304	ENSACAP00000015486
ENSMODP00000032225	ENSACAP00000013062
ENSMODP00000011404	ENSACAP00000008979
ENSMODP00000031361	ENSACAP00000016633
ENSMODP00000006260	ENSACAP00000009930
ENSMODP00000019681	ENSACAP00000009005
ENSMODP00000000531	ENSACAP00000011825
ENSMODP00000025962	ENSACAP00000006214
ENSMODP00000032063	ENSACAP00000001817
ENSMODP00000024838	ENSACAP00000002368
ENSMODP00000012046	ENSACAP00000005382
ENSMODP00000025862	ENSACAP00000012554
ENSMODP00000017332	ENSACAP00000007171
ENSMODP00000028267	ENSACAP00000009429
ENSMODP00000015090	ENSACAP00000012098
ENSMODP00000000564	ENSACAP00000001796
ENSMODP00000038166	ENSACAP00000002491
ENSMODP00000016937	ENSACAP00000000318
ENSMODP00000020937	ENSACAP00000006538
ENSMODP00000019193	ENSACAP00000012577
ENSMODP00000023310	ENSACAP00000009870
ENSMODP00000023234	ENSACAP00000004793
ENSMODP00000026066	ENSACAP00000011814
ENSMODP00000026066	ENSACAP00000000575
ENSMODP00000029097	ENSACAP00000015938
ENSMODP00000009427	ENSACAP00000016007
ENSMODP00000002559	ENSACAP00000018122
ENSMODP00000000024	ENSACAP00000004341
ENSMODP00000037826	ENSACAP00000020061
ENSMODP00000029251	ENSACAP00000005148
