ENSTGUP00000008915	ENSCAFP00000014731
ENSTGUP00000007912	ENSCAFP00000019125
ENSTGUP00000007089	ENSCAFP00000011004
ENSTGUP00000003444	ENSCAFP00000031395
ENSTGUP00000002726	ENSCAFP00000016726
ENSTGUP00000008496	ENSCAFP00000017193
ENSTGUP00000009728	ENSCAFP00000001151
ENSTGUP00000009024	ENSCAFP00000011712
ENSTGUP00000013973	ENSCAFP00000008536
ENSTGUP00000008928	ENSCAFP00000019377
ENSTGUP00000000609	ENSCAFP00000033861
ENSTGUP00000011709	ENSCAFP00000024529
ENSTGUP00000010518	ENSCAFP00000017003
ENSTGUP00000011997	ENSCAFP00000005842
ENSTGUP00000012740	ENSCAFP00000004664
ENSTGUP00000010654	ENSCAFP00000020807
ENSTGUP00000012146	ENSCAFP00000013128
ENSTGUP00000003767	ENSCAFP00000011799
ENSTGUP00000004922	ENSCAFP00000012558
ENSTGUP00000013106	ENSCAFP00000022174
ENSTGUP00000004749	ENSCAFP00000009861
ENSTGUP00000007975	ENSCAFP00000039467
ENSTGUP00000008023	ENSCAFP00000003038
ENSTGUP00000010939	ENSCAFP00000024312
ENSTGUP00000000448	ENSCAFP00000024307
ENSTGUP00000005127	ENSCAFP00000009012
ENSTGUP00000011617	ENSCAFP00000009051
ENSTGUP00000012008	ENSCAFP00000010012
ENSTGUP00000007901	ENSCAFP00000003064
ENSTGUP00000001030	ENSCAFP00000000712
ENSTGUP00000002646	ENSCAFP00000011628
ENSTGUP00000006366	ENSCAFP00000026864
ENSTGUP00000001893	ENSCAFP00000017868
ENSTGUP00000000934	ENSCAFP00000026845
ENSTGUP00000003583	ENSCAFP00000042385
ENSTGUP00000005209	ENSCAFP00000016269
ENSTGUP00000001024	ENSCAFP00000010959
ENSTGUP00000005497	ENSCAFP00000030160
ENSTGUP00000005860	ENSCAFP00000038945
ENSTGUP00000002305	ENSCAFP00000007134
ENSTGUP00000008943	ENSCAFP00000007955
ENSTGUP00000001554	ENSCAFP00000017531
ENSTGUP00000009591	ENSCAFP00000042617
ENSTGUP00000009603	ENSCAFP00000033563
ENSTGUP00000013519	ENSCAFP00000037739
ENSTGUP00000016764	ENSCAFP00000012582
ENSTGUP00000004766	ENSCAFP00000029680
ENSTGUP00000011074	ENSCAFP00000016307
ENSTGUP00000013479	ENSCAFP00000043023
ENSTGUP00000012875	ENSCAFP00000001510
ENSTGUP00000013864	ENSCAFP00000013032
ENSTGUP00000011407	ENSCAFP00000002760
ENSTGUP00000014523	ENSCAFP00000027993
ENSTGUP00000002252	ENSCAFP00000027471
ENSTGUP00000002272	ENSCAFP00000028038
ENSTGUP00000010826	ENSCAFP00000017368
ENSTGUP00000004695	ENSCAFP00000014790
ENSTGUP00000006228	ENSCAFP00000013798
ENSTGUP00000009305	ENSCAFP00000010300
ENSTGUP00000004825	ENSCAFP00000014915
ENSTGUP00000006956	ENSCAFP00000009748
ENSTGUP00000011953	ENSCAFP00000010116
ENSTGUP00000008056	ENSCAFP00000003006
ENSTGUP00000000967	ENSCAFP00000005582
ENSTGUP00000004817	ENSCAFP00000002165
ENSTGUP00000009007	ENSCAFP00000035257
ENSTGUP00000002665	ENSCAFP00000003573
ENSTGUP00000005007	ENSCAFP00000014237
ENSTGUP00000012641	ENSCAFP00000005258
ENSTGUP00000004086	ENSCAFP00000003819
ENSTGUP00000004811	ENSCAFP00000039580
ENSTGUP00000008282	ENSCAFP00000020531
ENSTGUP00000004404	ENSCAFP00000025862
ENSTGUP00000011603	ENSCAFP00000018025
ENSTGUP00000010414	ENSCAFP00000021149
ENSTGUP00000011031	ENSCAFP00000026681
ENSTGUP00000008215	ENSCAFP00000018408
ENSTGUP00000010977	ENSCAFP00000026768
ENSTGUP00000009155	ENSCAFP00000035608
ENSTGUP00000002698	ENSCAFP00000010411
ENSTGUP00000010205	ENSCAFP00000027554
ENSTGUP00000000734	ENSCAFP00000037722
ENSTGUP00000006534	ENSCAFP00000028667
ENSTGUP00000007302	ENSCAFP00000019946
ENSTGUP00000008870	ENSCAFP00000002612
ENSTGUP00000011024	ENSCAFP00000016165
ENSTGUP00000011567	ENSCAFP00000013069
ENSTGUP00000008453	ENSCAFP00000009888
ENSTGUP00000000879	ENSCAFP00000029305
ENSTGUP00000008140	ENSCAFP00000008953
ENSTGUP00000004561	ENSCAFP00000029607
ENSTGUP00000017575	ENSCAFP00000022090
ENSTGUP00000000611	ENSCAFP00000015170
ENSTGUP00000017681	ENSCAFP00000024230
ENSTGUP00000013957	ENSCAFP00000012511
ENSTGUP00000000604	ENSCAFP00000042024
ENSTGUP00000005166	ENSCAFP00000014613
ENSTGUP00000006257	ENSCAFP00000019797
ENSTGUP00000003014	ENSCAFP00000021366
ENSTGUP00000002587	ENSCAFP00000003400
ENSTGUP00000002099	ENSCAFP00000005898
ENSTGUP00000009069	ENSCAFP00000003719
ENSTGUP00000003204	ENSCAFP00000008873
ENSTGUP00000010937	ENSCAFP00000040804
ENSTGUP00000014288	ENSCAFP00000000164
ENSTGUP00000005529	ENSCAFP00000008529
ENSTGUP00000005638	ENSCAFP00000018833
ENSTGUP00000001874	ENSCAFP00000017398
ENSTGUP00000004124	ENSCAFP00000022439
ENSTGUP00000008819	ENSCAFP00000010845
ENSTGUP00000005031	ENSCAFP00000009960
ENSTGUP00000015831	ENSCAFP00000039334
ENSTGUP00000000594	ENSCAFP00000015051
ENSTGUP00000005135	ENSCAFP00000014417
ENSTGUP00000002964	ENSCAFP00000015804
ENSTGUP00000010735	ENSCAFP00000002016
ENSTGUP00000009821	ENSCAFP00000001202
ENSTGUP00000002595	ENSCAFP00000025598
ENSTGUP00000000596	ENSCAFP00000015054
ENSTGUP00000005136	ENSCAFP00000014422
ENSTGUP00000016067	ENSCAFP00000032858
ENSTGUP00000008936	ENSCAFP00000033242
ENSTGUP00000012447	ENSCAFP00000036689
ENSTGUP00000000284	ENSCAFP00000028723
ENSTGUP00000004891	ENSCAFP00000015096
ENSTGUP00000006822	ENSCAFP00000012876
ENSTGUP00000012421	ENSCAFP00000017445
ENSTGUP00000004499	ENSCAFP00000004258
ENSTGUP00000012366	ENSCAFP00000001281
ENSTGUP00000001120	ENSCAFP00000005827
ENSTGUP00000003055	ENSCAFP00000021285
ENSTGUP00000010562	ENSCAFP00000018177
ENSTGUP00000011928	ENSCAFP00000024081
ENSTGUP00000002901	ENSCAFP00000004166
ENSTGUP00000007054	ENSCAFP00000029029
ENSTGUP00000009227	ENSCAFP00000019662
ENSTGUP00000014884	ENSCAFP00000023569
ENSTGUP00000010285	ENSCAFP00000027438
ENSTGUP00000012084	ENSCAFP00000001572
ENSTGUP00000004201	ENSCAFP00000021382
ENSTGUP00000002126	ENSCAFP00000033670
ENSTGUP00000011417	ENSCAFP00000021511
ENSTGUP00000008570	ENSCAFP00000017044
ENSTGUP00000008214	ENSCAFP00000023923
ENSTGUP00000012461	ENSCAFP00000041083
ENSTGUP00000012169	ENSCAFP00000009481
ENSTGUP00000007585	ENSCAFP00000010111
ENSTGUP00000002804	ENSCAFP00000024593
ENSTGUP00000002180	ENSCAFP00000013671
ENSTGUP00000009574	ENSCAFP00000025408
ENSTGUP00000003781	ENSCAFP00000024805
ENSTGUP00000010387	ENSCAFP00000018020
ENSTGUP00000006859	ENSCAFP00000005418
ENSTGUP00000004144	ENSCAFP00000029049
ENSTGUP00000004092	ENSCAFP00000006449
ENSTGUP00000012031	ENSCAFP00000005887
ENSTGUP00000013327	ENSCAFP00000006892
ENSTGUP00000005304	ENSCAFP00000025704
ENSTGUP00000012650	ENSCAFP00000005222
ENSTGUP00000006881	ENSCAFP00000017081
ENSTGUP00000009112	ENSCAFP00000017120
ENSTGUP00000000128	ENSCAFP00000009491
ENSTGUP00000008721	ENSCAFP00000002672
ENSTGUP00000009804	ENSCAFP00000010916
ENSTGUP00000010938	ENSCAFP00000036862
ENSTGUP00000013404	ENSCAFP00000007234
ENSTGUP00000013398	ENSCAFP00000007178
ENSTGUP00000009467	ENSCAFP00000010857
ENSTGUP00000007042	ENSCAFP00000036780
ENSTGUP00000007147	ENSCAFP00000019522
ENSTGUP00000013942	ENSCAFP00000011830
ENSTGUP00000000295	ENSCAFP00000014922
ENSTGUP00000000068	ENSCAFP00000028093
ENSTGUP00000006311	ENSCAFP00000024355
ENSTGUP00000000280	ENSCAFP00000027075
ENSTGUP00000010552	ENSCAFP00000021425
ENSTGUP00000011298	ENSCAFP00000016985
ENSTGUP00000009897	ENSCAFP00000010747
ENSTGUP00000013633	ENSCAFP00000005381
ENSTGUP00000002130	ENSCAFP00000023779
ENSTGUP00000009693	ENSCAFP00000020507
ENSTGUP00000006990	ENSCAFP00000015180
ENSTGUP00000003651	ENSCAFP00000008402
ENSTGUP00000001702	ENSCAFP00000008598
ENSTGUP00000017597	ENSCAFP00000012777
ENSTGUP00000001680	ENSCAFP00000004359
ENSTGUP00000001955	ENSCAFP00000020983
ENSTGUP00000006519	ENSCAFP00000023108
ENSTGUP00000000078	ENSCAFP00000006927
ENSTGUP00000014214	ENSCAFP00000000460
ENSTGUP00000010708	ENSCAFP00000008349
ENSTGUP00000002471	ENSCAFP00000002605
ENSTGUP00000012286	ENSCAFP00000001300
ENSTGUP00000002674	ENSCAFP00000029003
ENSTGUP00000003279	ENSCAFP00000028447
ENSTGUP00000002928	ENSCAFP00000011028
ENSTGUP00000008850	ENSCAFP00000022652
ENSTGUP00000014617	ENSCAFP00000025107
ENSTGUP00000001152	ENSCAFP00000036987
ENSTGUP00000017593	ENSCAFP00000019634
ENSTGUP00000007635	ENSCAFP00000036707
ENSTGUP00000007295	ENSCAFP00000029999
ENSTGUP00000004492	ENSCAFP00000016688
ENSTGUP00000006564	ENSCAFP00000018765
ENSTGUP00000002446	ENSCAFP00000027248
ENSTGUP00000003668	ENSCAFP00000042246
ENSTGUP00000006986	ENSCAFP00000030074
ENSTGUP00000010741	ENSCAFP00000030256
ENSTGUP00000009088	ENSCAFP00000013337
ENSTGUP00000000905	ENSCAFP00000029292
ENSTGUP00000007571	ENSCAFP00000000699
ENSTGUP00000014058	ENSCAFP00000020125
ENSTGUP00000000925	ENSCAFP00000031052
ENSTGUP00000012318	ENSCAFP00000022540
ENSTGUP00000000922	ENSCAFP00000029266
ENSTGUP00000018214	ENSCAFP00000037462
ENSTGUP00000000880	ENSCAFP00000042120
ENSTGUP00000002728	ENSCAFP00000036157
ENSTGUP00000007722	ENSCAFP00000014262
ENSTGUP00000005534	ENSCAFP00000033127
ENSTGUP00000008448	ENSCAFP00000009230
ENSTGUP00000012754	ENSCAFP00000025534
ENSTGUP00000002507	ENSCAFP00000034288
ENSTGUP00000012259	ENSCAFP00000001323
ENSTGUP00000017737	ENSCAFP00000013913
ENSTGUP00000008423	ENSCAFP00000009219
ENSTGUP00000008421	ENSCAFP00000009210
ENSTGUP00000017742	ENSCAFP00000013916
ENSTGUP00000009415	ENSCAFP00000028295
ENSTGUP00000005683	ENSCAFP00000012910
ENSTGUP00000002135	ENSCAFP00000007631
ENSTGUP00000009692	ENSCAFP00000025516
ENSTGUP00000010328	ENSCAFP00000001579
ENSTGUP00000012073	ENSCAFP00000001573
ENSTGUP00000008015	ENSCAFP00000018840
ENSTGUP00000017610	ENSCAFP00000021453
ENSTGUP00000009286	ENSCAFP00000023802
ENSTGUP00000002487	ENSCAFP00000023800
ENSTGUP00000012855	ENSCAFP00000007394
ENSTGUP00000002347	ENSCAFP00000013957
ENSTGUP00000001239	ENSCAFP00000001586
ENSTGUP00000006089	ENSCAFP00000013009
ENSTGUP00000004126	ENSCAFP00000028608
ENSTGUP00000000157	ENSCAFP00000019632
ENSTGUP00000014851	ENSCAFP00000026217
ENSTGUP00000014234	ENSCAFP00000023319
ENSTGUP00000002448	ENSCAFP00000023573
ENSTGUP00000000250	ENSCAFP00000028792
ENSTGUP00000008833	ENSCAFP00000002661
ENSTGUP00000017774	ENSCAFP00000000182
ENSTGUP00000009285	ENSCAFP00000009306
ENSTGUP00000002312	ENSCAFP00000028075
ENSTGUP00000006489	ENSCAFP00000011668
ENSTGUP00000012181	ENSCAFP00000013241
ENSTGUP00000003885	ENSCAFP00000029114
ENSTGUP00000009333	ENSCAFP00000019781
ENSTGUP00000015484	ENSCAFP00000009326
ENSTGUP00000013974	ENSCAFP00000008494
ENSTGUP00000000063	ENSCAFP00000007121
ENSTGUP00000012898	ENSCAFP00000001537
ENSTGUP00000013399	ENSCAFP00000005006
ENSTGUP00000000946	ENSCAFP00000019558
ENSTGUP00000004268	ENSCAFP00000029503
ENSTGUP00000002195	ENSCAFP00000013516
ENSTGUP00000008012	ENSCAFP00000023730
ENSTGUP00000008258	ENSCAFP00000007529
ENSTGUP00000005779	ENSCAFP00000038348
ENSTGUP00000008970	ENSCAFP00000023412
ENSTGUP00000000988	ENSCAFP00000005643
ENSTGUP00000010196	ENSCAFP00000019551
ENSTGUP00000014044	ENSCAFP00000013555
ENSTGUP00000012267	ENSCAFP00000001316
ENSTGUP00000007114	ENSCAFP00000029035
ENSTGUP00000007989	ENSCAFP00000018885
ENSTGUP00000008535	ENSCAFP00000017002
ENSTGUP00000007051	ENSCAFP00000012448
ENSTGUP00000009167	ENSCAFP00000016500
ENSTGUP00000016239	ENSCAFP00000011196
ENSTGUP00000013033	ENSCAFP00000023159
ENSTGUP00000004011	ENSCAFP00000006470
ENSTGUP00000003920	ENSCAFP00000028309
ENSTGUP00000013388	ENSCAFP00000004941
ENSTGUP00000001374	ENSCAFP00000000301
ENSTGUP00000009903	ENSCAFP00000025753
ENSTGUP00000001723	ENSCAFP00000008682
ENSTGUP00000006589	ENSCAFP00000023564
ENSTGUP00000017772	ENSCAFP00000000179
ENSTGUP00000008415	ENSCAFP00000030034
ENSTGUP00000007875	ENSCAFP00000022329
ENSTGUP00000001878	ENSCAFP00000005210
ENSTGUP00000012519	ENSCAFP00000024966
ENSTGUP00000012479	ENSCAFP00000040958
ENSTGUP00000008494	ENSCAFP00000031506
ENSTGUP00000002667	ENSCAFP00000037907
ENSTGUP00000010240	ENSCAFP00000023056
ENSTGUP00000002106	ENSCAFP00000023746
ENSTGUP00000008954	ENSCAFP00000041800
ENSTGUP00000001417	ENSCAFP00000015386
ENSTGUP00000001415	ENSCAFP00000015381
ENSTGUP00000007335	ENSCAFP00000019232
ENSTGUP00000012001	ENSCAFP00000012371
ENSTGUP00000006425	ENSCAFP00000029099
ENSTGUP00000013844	ENSCAFP00000013299
ENSTGUP00000011435	ENSCAFP00000000914
ENSTGUP00000011049	ENSCAFP00000019103
ENSTGUP00000005200	ENSCAFP00000027583
ENSTGUP00000001134	ENSCAFP00000000799
ENSTGUP00000004800	ENSCAFP00000025151
ENSTGUP00000010745	ENSCAFP00000002025
ENSTGUP00000011502	ENSCAFP00000016528
ENSTGUP00000003443	ENSCAFP00000005102
ENSTGUP00000002744	ENSCAFP00000024156
ENSTGUP00000001170	ENSCAFP00000029356
ENSTGUP00000006690	ENSCAFP00000033576
ENSTGUP00000010296	ENSCAFP00000020136
ENSTGUP00000001164	ENSCAFP00000029355
ENSTGUP00000002724	ENSCAFP00000020146
ENSTGUP00000003530	ENSCAFP00000028446
ENSTGUP00000009479	ENSCAFP00000025351
ENSTGUP00000009003	ENSCAFP00000013129
ENSTGUP00000002173	ENSCAFP00000020301
ENSTGUP00000002666	ENSCAFP00000010286
ENSTGUP00000018092	ENSCAFP00000007499
ENSTGUP00000002017	ENSCAFP00000033671
ENSTGUP00000007868	ENSCAFP00000019241
ENSTGUP00000011202	ENSCAFP00000000362
ENSTGUP00000008896	ENSCAFP00000016996
ENSTGUP00000004465	ENSCAFP00000029574
ENSTGUP00000003541	ENSCAFP00000009759
ENSTGUP00000012633	ENSCAFP00000001051
ENSTGUP00000005194	ENSCAFP00000014170
ENSTGUP00000013453	ENSCAFP00000005187
ENSTGUP00000009040	ENSCAFP00000016730
ENSTGUP00000005530	ENSCAFP00000002985
ENSTGUP00000010131	ENSCAFP00000041919
ENSTGUP00000000997	ENSCAFP00000017978
ENSTGUP00000005976	ENSCAFP00000030208
ENSTGUP00000007040	ENSCAFP00000016048
ENSTGUP00000010935	ENSCAFP00000021779
ENSTGUP00000006900	ENSCAFP00000000587
ENSTGUP00000001119	ENSCAFP00000016800
ENSTGUP00000005131	ENSCAFP00000014403
ENSTGUP00000011747	ENSCAFP00000006003
ENSTGUP00000005223	ENSCAFP00000010754
ENSTGUP00000010268	ENSCAFP00000017745
ENSTGUP00000002717	ENSCAFP00000024188
ENSTGUP00000011447	ENSCAFP00000015829
ENSTGUP00000014935	ENSCAFP00000020396
ENSTGUP00000004827	ENSCAFP00000007939
ENSTGUP00000004755	ENSCAFP00000037967
ENSTGUP00000010345	ENSCAFP00000018681
ENSTGUP00000013445	ENSCAFP00000007749
ENSTGUP00000013305	ENSCAFP00000033697
ENSTGUP00000010777	ENSCAFP00000040216
ENSTGUP00000010727	ENSCAFP00000015494
ENSTGUP00000009474	ENSCAFP00000014624
ENSTGUP00000013566	ENSCAFP00000021311
ENSTGUP00000010249	ENSCAFP00000036533
ENSTGUP00000011251	ENSCAFP00000022373
ENSTGUP00000001258	ENSCAFP00000015563
ENSTGUP00000009306	ENSCAFP00000012172
ENSTGUP00000007971	ENSCAFP00000008674
ENSTGUP00000007362	ENSCAFP00000000665
ENSTGUP00000001248	ENSCAFP00000015577
ENSTGUP00000007323	ENSCAFP00000000661
ENSTGUP00000010078	ENSCAFP00000014049
ENSTGUP00000001032	ENSCAFP00000006062
ENSTGUP00000012337	ENSCAFP00000008392
ENSTGUP00000003873	ENSCAFP00000015964
ENSTGUP00000003390	ENSCAFP00000015115
ENSTGUP00000006314	ENSCAFP00000023345
ENSTGUP00000006698	ENSCAFP00000010713
ENSTGUP00000001435	ENSCAFP00000001284
ENSTGUP00000004871	ENSCAFP00000028037
ENSTGUP00000016492	ENSCAFP00000011543
ENSTGUP00000001231	ENSCAFP00000016271
ENSTGUP00000003032	ENSCAFP00000008627
ENSTGUP00000002379	ENSCAFP00000025807
ENSTGUP00000006852	ENSCAFP00000004484
ENSTGUP00000005027	ENSCAFP00000020805
ENSTGUP00000008363	ENSCAFP00000017637
ENSTGUP00000003251	ENSCAFP00000002032
ENSTGUP00000008268	ENSCAFP00000006806
ENSTGUP00000007101	ENSCAFP00000030133
ENSTGUP00000009533	ENSCAFP00000011140
ENSTGUP00000013553	ENSCAFP00000005730
ENSTGUP00000001556	ENSCAFP00000005591
ENSTGUP00000012083	ENSCAFP00000037641
ENSTGUP00000012095	ENSCAFP00000012762
ENSTGUP00000010017	ENSCAFP00000030251
ENSTGUP00000008230	ENSCAFP00000026299
ENSTGUP00000009198	ENSCAFP00000038159
ENSTGUP00000011522	ENSCAFP00000010611
ENSTGUP00000003983	ENSCAFP00000029168
ENSTGUP00000001938	ENSCAFP00000036455
ENSTGUP00000002617	ENSCAFP00000023075
ENSTGUP00000003370	ENSCAFP00000008685
ENSTGUP00000016179	ENSCAFP00000042924
ENSTGUP00000012613	ENSCAFP00000013893
ENSTGUP00000012299	ENSCAFP00000019619
ENSTGUP00000008000	ENSCAFP00000023626
ENSTGUP00000012376	ENSCAFP00000020158
ENSTGUP00000007745	ENSCAFP00000007720
ENSTGUP00000007459	ENSCAFP00000039464
ENSTGUP00000007853	ENSCAFP00000003425
ENSTGUP00000013859	ENSCAFP00000012936
ENSTGUP00000003455	ENSCAFP00000018445
ENSTGUP00000006613	ENSCAFP00000036941
ENSTGUP00000004986	ENSCAFP00000014226
ENSTGUP00000011480	ENSCAFP00000000819
ENSTGUP00000009626	ENSCAFP00000039082
ENSTGUP00000017536	ENSCAFP00000003703
ENSTGUP00000017583	ENSCAFP00000038741
ENSTGUP00000013909	ENSCAFP00000022900
ENSTGUP00000003031	ENSCAFP00000041069
ENSTGUP00000008507	ENSCAFP00000026801
ENSTGUP00000002221	ENSCAFP00000013454
ENSTGUP00000006785	ENSCAFP00000039003
ENSTGUP00000002600	ENSCAFP00000010197
ENSTGUP00000000664	ENSCAFP00000029121
ENSTGUP00000005612	ENSCAFP00000029711
ENSTGUP00000005626	ENSCAFP00000029713
ENSTGUP00000000657	ENSCAFP00000003758
ENSTGUP00000001503	ENSCAFP00000020161
ENSTGUP00000011443	ENSCAFP00000041283
ENSTGUP00000001672	ENSCAFP00000036759
ENSTGUP00000000439	ENSCAFP00000003169
ENSTGUP00000011160	ENSCAFP00000039456
ENSTGUP00000007579	ENSCAFP00000027245
ENSTGUP00000004900	ENSCAFP00000026879
ENSTGUP00000004016	ENSCAFP00000042095
ENSTGUP00000006195	ENSCAFP00000014580
ENSTGUP00000011605	ENSCAFP00000021092
ENSTGUP00000002920	ENSCAFP00000024445
ENSTGUP00000002462	ENSCAFP00000025731
ENSTGUP00000012851	ENSCAFP00000007363
ENSTGUP00000012848	ENSCAFP00000007352
ENSTGUP00000015036	ENSCAFP00000009335
ENSTGUP00000001547	ENSCAFP00000036393
ENSTGUP00000002394	ENSCAFP00000025790
ENSTGUP00000012820	ENSCAFP00000007267
ENSTGUP00000005524	ENSCAFP00000030158
ENSTGUP00000016038	ENSCAFP00000011502
ENSTGUP00000001548	ENSCAFP00000031515
ENSTGUP00000012757	ENSCAFP00000007060
ENSTGUP00000010996	ENSCAFP00000013630
ENSTGUP00000011933	ENSCAFP00000039476
ENSTGUP00000009820	ENSCAFP00000025617
ENSTGUP00000002607	ENSCAFP00000003487
ENSTGUP00000007753	ENSCAFP00000037150
ENSTGUP00000007748	ENSCAFP00000007724
ENSTGUP00000000325	ENSCAFP00000041395
ENSTGUP00000009697	ENSCAFP00000013925
ENSTGUP00000011723	ENSCAFP00000036197
ENSTGUP00000011726	ENSCAFP00000018667
ENSTGUP00000005406	ENSCAFP00000008544
ENSTGUP00000002197	ENSCAFP00000013462
ENSTGUP00000010349	ENSCAFP00000014449
ENSTGUP00000015317	ENSCAFP00000024876
ENSTGUP00000006341	ENSCAFP00000041871
ENSTGUP00000006187	ENSCAFP00000013851
ENSTGUP00000007954	ENSCAFP00000016721
ENSTGUP00000009912	ENSCAFP00000015283
ENSTGUP00000005834	ENSCAFP00000017808
ENSTGUP00000017656	ENSCAFP00000017782
ENSTGUP00000010292	ENSCAFP00000031547
ENSTGUP00000000666	ENSCAFP00000040877
ENSTGUP00000009490	ENSCAFP00000000046
ENSTGUP00000008741	ENSCAFP00000017487
ENSTGUP00000011923	ENSCAFP00000007315
ENSTGUP00000017103	ENSCAFP00000041791
ENSTGUP00000006961	ENSCAFP00000020576
ENSTGUP00000011397	ENSCAFP00000000929
ENSTGUP00000013350	ENSCAFP00000006736
ENSTGUP00000007084	ENSCAFP00000013100
ENSTGUP00000005983	ENSCAFP00000004971
ENSTGUP00000014282	ENSCAFP00000029034
ENSTGUP00000000341	ENSCAFP00000004019
ENSTGUP00000002475	ENSCAFP00000029052
ENSTGUP00000006421	ENSCAFP00000000441
ENSTGUP00000004005	ENSCAFP00000009084
ENSTGUP00000004261	ENSCAFP00000016334
ENSTGUP00000009005	ENSCAFP00000007034
ENSTGUP00000008607	ENSCAFP00000010627
ENSTGUP00000015365	ENSCAFP00000018320
ENSTGUP00000008621	ENSCAFP00000015684
ENSTGUP00000000917	ENSCAFP00000029288
ENSTGUP00000004973	ENSCAFP00000019760
ENSTGUP00000002311	ENSCAFP00000013861
ENSTGUP00000004735	ENSCAFP00000029667
ENSTGUP00000002224	ENSCAFP00000007257
ENSTGUP00000013307	ENSCAFP00000027180
ENSTGUP00000006280	ENSCAFP00000008417
ENSTGUP00000006342	ENSCAFP00000029073
ENSTGUP00000008560	ENSCAFP00000015513
ENSTGUP00000009378	ENSCAFP00000002727
ENSTGUP00000013159	ENSCAFP00000026461
ENSTGUP00000004439	ENSCAFP00000016724
ENSTGUP00000010098	ENSCAFP00000006075
ENSTGUP00000011110	ENSCAFP00000013852
ENSTGUP00000014700	ENSCAFP00000017681
ENSTGUP00000017823	ENSCAFP00000000290
ENSTGUP00000004390	ENSCAFP00000017058
ENSTGUP00000009317	ENSCAFP00000000020
ENSTGUP00000007062	ENSCAFP00000028988
ENSTGUP00000010986	ENSCAFP00000037746
ENSTGUP00000012384	ENSCAFP00000020273
ENSTGUP00000011329	ENSCAFP00000041119
ENSTGUP00000007524	ENSCAFP00000019429
ENSTGUP00000009402	ENSCAFP00000034956
ENSTGUP00000003054	ENSCAFP00000004481
ENSTGUP00000017806	ENSCAFP00000040363
ENSTGUP00000006415	ENSCAFP00000000435
ENSTGUP00000009920	ENSCAFP00000009972
ENSTGUP00000012867	ENSCAFP00000023883
ENSTGUP00000001784	ENSCAFP00000005691
ENSTGUP00000018007	ENSCAFP00000028824
ENSTGUP00000011265	ENSCAFP00000011938
ENSTGUP00000015235	ENSCAFP00000037101
ENSTGUP00000004274	ENSCAFP00000011994
ENSTGUP00000003555	ENSCAFP00000019546
ENSTGUP00000010311	ENSCAFP00000001571
ENSTGUP00000009255	ENSCAFP00000025121
ENSTGUP00000002297	ENSCAFP00000004624
ENSTGUP00000006848	ENSCAFP00000026721
ENSTGUP00000010354	ENSCAFP00000042779
ENSTGUP00000009298	ENSCAFP00000022544
ENSTGUP00000010813	ENSCAFP00000002080
ENSTGUP00000011063	ENSCAFP00000019079
ENSTGUP00000008379	ENSCAFP00000024141
ENSTGUP00000013465	ENSCAFP00000022105
ENSTGUP00000010725	ENSCAFP00000016207
ENSTGUP00000012166	ENSCAFP00000032357
ENSTGUP00000003861	ENSCAFP00000039833
ENSTGUP00000012967	ENSCAFP00000023434
ENSTGUP00000007217	ENSCAFP00000040897
ENSTGUP00000004769	ENSCAFP00000005205
ENSTGUP00000005189	ENSCAFP00000041532
ENSTGUP00000017826	ENSCAFP00000030487
ENSTGUP00000017529	ENSCAFP00000021644
ENSTGUP00000005832	ENSCAFP00000038712
ENSTGUP00000015294	ENSCAFP00000012878
ENSTGUP00000002078	ENSCAFP00000019801
ENSTGUP00000000232	ENSCAFP00000001681
ENSTGUP00000003911	ENSCAFP00000016694
ENSTGUP00000012567	ENSCAFP00000006607
ENSTGUP00000012938	ENSCAFP00000004251
ENSTGUP00000006220	ENSCAFP00000029885
ENSTGUP00000008842	ENSCAFP00000011922
ENSTGUP00000010434	ENSCAFP00000021175
ENSTGUP00000009379	ENSCAFP00000023896
ENSTGUP00000010340	ENSCAFP00000017799
ENSTGUP00000010408	ENSCAFP00000014304
ENSTGUP00000000446	ENSCAFP00000003185
ENSTGUP00000002513	ENSCAFP00000009227
ENSTGUP00000006746	ENSCAFP00000015794
ENSTGUP00000006507	ENSCAFP00000013954
ENSTGUP00000002582	ENSCAFP00000009371
ENSTGUP00000006672	ENSCAFP00000015930
ENSTGUP00000002688	ENSCAFP00000009565
ENSTGUP00000002466	ENSCAFP00000003309
ENSTGUP00000001253	ENSCAFP00000006159
ENSTGUP00000001669	ENSCAFP00000037231
ENSTGUP00000008888	ENSCAFP00000008067
ENSTGUP00000003959	ENSCAFP00000001030
ENSTGUP00000010952	ENSCAFP00000021823
ENSTGUP00000003692	ENSCAFP00000015732
ENSTGUP00000004149	ENSCAFP00000018492
ENSTGUP00000006128	ENSCAFP00000014673
ENSTGUP00000007425	ENSCAFP00000041355
ENSTGUP00000008883	ENSCAFP00000026346
ENSTGUP00000006819	ENSCAFP00000000906
ENSTGUP00000007412	ENSCAFP00000021063
ENSTGUP00000011666	ENSCAFP00000000583
ENSTGUP00000005816	ENSCAFP00000022013
ENSTGUP00000005053	ENSCAFP00000006781
ENSTGUP00000011809	ENSCAFP00000010557
ENSTGUP00000005805	ENSCAFP00000024332
ENSTGUP00000009199	ENSCAFP00000036141
ENSTGUP00000011766	ENSCAFP00000011335
ENSTGUP00000013107	ENSCAFP00000026316
ENSTGUP00000016684	ENSCAFP00000026404
ENSTGUP00000002199	ENSCAFP00000027983
