ENSMGAP00000004951	ENSCAFP00000014731
ENSMGAP00000004314	ENSCAFP00000029703
ENSMGAP00000001831	ENSCAFP00000028644
ENSMGAP00000011311	ENSCAFP00000017965
ENSMGAP00000001903	ENSCAFP00000040171
ENSMGAP00000010846	ENSCAFP00000004234
ENSMGAP00000006306	ENSCAFP00000015076
ENSMGAP00000004808	ENSCAFP00000014604
ENSMGAP00000014967	ENSCAFP00000006064
ENSMGAP00000013468	ENSCAFP00000001538
ENSMGAP00000000990	ENSCAFP00000012587
ENSMGAP00000000946	ENSCAFP00000012533
ENSMGAP00000016075	ENSCAFP00000039998
ENSMGAP00000012537	ENSCAFP00000019240
ENSMGAP00000004651	ENSCAFP00000003251
ENSMGAP00000011404	ENSCAFP00000005850
ENSMGAP00000003564	ENSCAFP00000014080
ENSMGAP00000005726	ENSCAFP00000026020
ENSMGAP00000006802	ENSCAFP00000011549
ENSMGAP00000013631	ENSCAFP00000013594
ENSMGAP00000004516	ENSCAFP00000007356
ENSMGAP00000013556	ENSCAFP00000013487
ENSMGAP00000006703	ENSCAFP00000026389
ENSMGAP00000012453	ENSCAFP00000024360
ENSMGAP00000005367	ENSCAFP00000007948
ENSMGAP00000011144	ENSCAFP00000011496
ENSMGAP00000011222	ENSCAFP00000016497
ENSMGAP00000007369	ENSCAFP00000003636
ENSMGAP00000011354	ENSCAFP00000008818
ENSMGAP00000003062	ENSCAFP00000041741
ENSMGAP00000005144	ENSCAFP00000019519
ENSMGAP00000005285	ENSCAFP00000015579
ENSMGAP00000005246	ENSCAFP00000034580
ENSMGAP00000005239	ENSCAFP00000039762
ENSMGAP00000011363	ENSCAFP00000010344
ENSMGAP00000006654	ENSCAFP00000038171
ENSMGAP00000005259	ENSCAFP00000015596
ENSMGAP00000004046	ENSCAFP00000005359
ENSMGAP00000006439	ENSCAFP00000021569
ENSMGAP00000002139	ENSCAFP00000010440
ENSMGAP00000009495	ENSCAFP00000019282
ENSMGAP00000015033	ENSCAFP00000005623
ENSMGAP00000014394	ENSCAFP00000005078
ENSMGAP00000006715	ENSCAFP00000021576
ENSMGAP00000015258	ENSCAFP00000013394
ENSMGAP00000010673	ENSCAFP00000004023
ENSMGAP00000004448	ENSCAFP00000023565
ENSMGAP00000006194	ENSCAFP00000029441
ENSMGAP00000010857	ENSCAFP00000021376
ENSMGAP00000008958	ENSCAFP00000025052
ENSMGAP00000019625	ENSCAFP00000022837
ENSMGAP00000009915	ENSCAFP00000001218
ENSMGAP00000013915	ENSCAFP00000041322
ENSMGAP00000001534	ENSCAFP00000024965
ENSMGAP00000011224	ENSCAFP00000005967
ENSMGAP00000014801	ENSCAFP00000017381
ENSMGAP00000011498	ENSCAFP00000005777
ENSMGAP00000009647	ENSCAFP00000028358
ENSMGAP00000015556	ENSCAFP00000018802
ENSMGAP00000006309	ENSCAFP00000002357
ENSMGAP00000010262	ENSCAFP00000015750
ENSMGAP00000014686	ENSCAFP00000022654
ENSMGAP00000007572	ENSCAFP00000010076
ENSMGAP00000005310	ENSCAFP00000011293
ENSMGAP00000010132	ENSCAFP00000023556
ENSMGAP00000010081	ENSCAFP00000009558
ENSMGAP00000010248	ENSCAFP00000009233
ENSMGAP00000016109	ENSCAFP00000005988
ENSMGAP00000009701	ENSCAFP00000014533
ENSMGAP00000000431	ENSCAFP00000033568
ENSMGAP00000005891	ENSCAFP00000023442
ENSMGAP00000009958	ENSCAFP00000025280
ENSMGAP00000009930	ENSCAFP00000025265
ENSMGAP00000013730	ENSCAFP00000037299
ENSMGAP00000000184	ENSCAFP00000016381
ENSMGAP00000015311	ENSCAFP00000011732
ENSMGAP00000010145	ENSCAFP00000009401
ENSMGAP00000009221	ENSCAFP00000042197
ENSMGAP00000014715	ENSCAFP00000022775
ENSMGAP00000011108	ENSCAFP00000000667
ENSMGAP00000005814	ENSCAFP00000014291
ENSMGAP00000018640	ENSCAFP00000022361
ENSMGAP00000008045	ENSCAFP00000014870
ENSMGAP00000010954	ENSCAFP00000013865
ENSMGAP00000011041	ENSCAFP00000036342
ENSMGAP00000010943	ENSCAFP00000013900
ENSMGAP00000009778	ENSCAFP00000028433
ENSMGAP00000007242	ENSCAFP00000023858
ENSMGAP00000018160	ENSCAFP00000034379
ENSMGAP00000019561	ENSCAFP00000008570
ENSMGAP00000005575	ENSCAFP00000001880
ENSMGAP00000011504	ENSCAFP00000008613
ENSMGAP00000004299	ENSCAFP00000024559
ENSMGAP00000011186	ENSCAFP00000012970
ENSMGAP00000004709	ENSCAFP00000013418
ENSMGAP00000012255	ENSCAFP00000010196
ENSMGAP00000019402	ENSCAFP00000023255
ENSMGAP00000006337	ENSCAFP00000023057
ENSMGAP00000005626	ENSCAFP00000028151
ENSMGAP00000016197	ENSCAFP00000007721
ENSMGAP00000000925	ENSCAFP00000006616
ENSMGAP00000014575	ENSCAFP00000004053
ENSMGAP00000003678	ENSCAFP00000021675
ENSMGAP00000005251	ENSCAFP00000022862
ENSMGAP00000007093	ENSCAFP00000006369
ENSMGAP00000010667	ENSCAFP00000031628
ENSMGAP00000003311	ENSCAFP00000013316
ENSMGAP00000006483	ENSCAFP00000008698
ENSMGAP00000014359	ENSCAFP00000018473
ENSMGAP00000001713	ENSCAFP00000028689
ENSMGAP00000011986	ENSCAFP00000021853
ENSMGAP00000000101	ENSCAFP00000020523
ENSMGAP00000003113	ENSCAFP00000035600
ENSMGAP00000006743	ENSCAFP00000029951
ENSMGAP00000000412	ENSCAFP00000015011
ENSMGAP00000007259	ENSCAFP00000016153
ENSMGAP00000011383	ENSCAFP00000008773
ENSMGAP00000003440	ENSCAFP00000041488
ENSMGAP00000016280	ENSCAFP00000042357
ENSMGAP00000004931	ENSCAFP00000007681
ENSMGAP00000006273	ENSCAFP00000037285
ENSMGAP00000010353	ENSCAFP00000024978
ENSMGAP00000014145	ENSCAFP00000006021
ENSMGAP00000006490	ENSCAFP00000019074
ENSMGAP00000005430	ENSCAFP00000029535
ENSMGAP00000002179	ENSCAFP00000020505
ENSMGAP00000010110	ENSCAFP00000027127
ENSMGAP00000019056	ENSCAFP00000012903
ENSMGAP00000002321	ENSCAFP00000017792
ENSMGAP00000014175	ENSCAFP00000005937
ENSMGAP00000007465	ENSCAFP00000032817
ENSMGAP00000015024	ENSCAFP00000011788
ENSMGAP00000017883	ENSCAFP00000015667
ENSMGAP00000002492	ENSCAFP00000011932
ENSMGAP00000001246	ENSCAFP00000017342
ENSMGAP00000006848	ENSCAFP00000027015
ENSMGAP00000008833	ENSCAFP00000040017
ENSMGAP00000005901	ENSCAFP00000015467
ENSMGAP00000011741	ENSCAFP00000014485
ENSMGAP00000001123	ENSCAFP00000014484
ENSMGAP00000004831	ENSCAFP00000021638
ENSMGAP00000014725	ENSCAFP00000003341
ENSMGAP00000015520	ENSCAFP00000019741
ENSMGAP00000007863	ENSCAFP00000021970
ENSMGAP00000000254	ENSCAFP00000038212
ENSMGAP00000014670	ENSCAFP00000016144
ENSMGAP00000000078	ENSCAFP00000041144
ENSMGAP00000019312	ENSCAFP00000017007
ENSMGAP00000018260	ENSCAFP00000017026
ENSMGAP00000006914	ENSCAFP00000017343
ENSMGAP00000010740	ENSCAFP00000027857
ENSMGAP00000018836	ENSCAFP00000017377
ENSMGAP00000003235	ENSCAFP00000022085
ENSMGAP00000017720	ENSCAFP00000007288
ENSMGAP00000002236	ENSCAFP00000019924
ENSMGAP00000001917	ENSCAFP00000017668
ENSMGAP00000004434	ENSCAFP00000007367
ENSMGAP00000006296	ENSCAFP00000029435
ENSMGAP00000014509	ENSCAFP00000021080
ENSMGAP00000008523	ENSCAFP00000036827
ENSMGAP00000012908	ENSCAFP00000020729
ENSMGAP00000016416	ENSCAFP00000039427
ENSMGAP00000017100	ENSCAFP00000019696
ENSMGAP00000017163	ENSCAFP00000039091
ENSMGAP00000014445	ENSCAFP00000035391
ENSMGAP00000004242	ENSCAFP00000039411
ENSMGAP00000014025	ENSCAFP00000035955
ENSMGAP00000006454	ENSCAFP00000021580
ENSMGAP00000006448	ENSCAFP00000039386
ENSMGAP00000018876	ENSCAFP00000040393
ENSMGAP00000002553	ENSCAFP00000040886
ENSMGAP00000010895	ENSCAFP00000003681
ENSMGAP00000016027	ENSCAFP00000010560
ENSMGAP00000003857	ENSCAFP00000020166
ENSMGAP00000013339	ENSCAFP00000037106
ENSMGAP00000001964	ENSCAFP00000043079
ENSMGAP00000005364	ENSCAFP00000022935
ENSMGAP00000014615	ENSCAFP00000003885
ENSMGAP00000003326	ENSCAFP00000005350
ENSMGAP00000017954	ENSCAFP00000001014
ENSMGAP00000004567	ENSCAFP00000027065
ENSMGAP00000008000	ENSCAFP00000026307
ENSMGAP00000009752	ENSCAFP00000014835
ENSMGAP00000017244	ENSCAFP00000027371
ENSMGAP00000004906	ENSCAFP00000028283
ENSMGAP00000006214	ENSCAFP00000000227
ENSMGAP00000011353	ENSCAFP00000027140
ENSMGAP00000018138	ENSCAFP00000004673
ENSMGAP00000007624	ENSCAFP00000008152
ENSMGAP00000019774	ENSCAFP00000002539
ENSMGAP00000003282	ENSCAFP00000002484
ENSMGAP00000006665	ENSCAFP00000025294
ENSMGAP00000014922	ENSCAFP00000012536
ENSMGAP00000006317	ENSCAFP00000019023
ENSMGAP00000003317	ENSCAFP00000002496
ENSMGAP00000008678	ENSCAFP00000016661
ENSMGAP00000008608	ENSCAFP00000016617
ENSMGAP00000010105	ENSCAFP00000019569
ENSMGAP00000011187	ENSCAFP00000033083
ENSMGAP00000007171	ENSCAFP00000006313
ENSMGAP00000018952	ENSCAFP00000036233
ENSMGAP00000013294	ENSCAFP00000008184
ENSMGAP00000009615	ENSCAFP00000009426
ENSMGAP00000016108	ENSCAFP00000005925
ENSMGAP00000011348	ENSCAFP00000024556
ENSMGAP00000000792	ENSCAFP00000021435
ENSMGAP00000003505	ENSCAFP00000019094
ENSMGAP00000013309	ENSCAFP00000001437
ENSMGAP00000017373	ENSCAFP00000013189
ENSMGAP00000005882	ENSCAFP00000002591
ENSMGAP00000003635	ENSCAFP00000007771
ENSMGAP00000009943	ENSCAFP00000028276
ENSMGAP00000012715	ENSCAFP00000001415
ENSMGAP00000007924	ENSCAFP00000031035
ENSMGAP00000009734	ENSCAFP00000012720
ENSMGAP00000006465	ENSCAFP00000026508
ENSMGAP00000008014	ENSCAFP00000023831
ENSMGAP00000011100	ENSCAFP00000006170
ENSMGAP00000006720	ENSCAFP00000030525
ENSMGAP00000001277	ENSCAFP00000004907
ENSMGAP00000003740	ENSCAFP00000013863
ENSMGAP00000012143	ENSCAFP00000012184
ENSMGAP00000010782	ENSCAFP00000006818
ENSMGAP00000011916	ENSCAFP00000009377
ENSMGAP00000006925	ENSCAFP00000029376
ENSMGAP00000003502	ENSCAFP00000019666
ENSMGAP00000016880	ENSCAFP00000012133
ENSMGAP00000015869	ENSCAFP00000007194
ENSMGAP00000010662	ENSCAFP00000039218
ENSMGAP00000010646	ENSCAFP00000010312
ENSMGAP00000002642	ENSCAFP00000014900
ENSMGAP00000002052	ENSCAFP00000033818
ENSMGAP00000014648	ENSCAFP00000019713
ENSMGAP00000002335	ENSCAFP00000042935
ENSMGAP00000014970	ENSCAFP00000021199
ENSMGAP00000018370	ENSCAFP00000024620
ENSMGAP00000007781	ENSCAFP00000020424
ENSMGAP00000001002	ENSCAFP00000037192
ENSMGAP00000003595	ENSCAFP00000028031
ENSMGAP00000011396	ENSCAFP00000013434
ENSMGAP00000014619	ENSCAFP00000020539
ENSMGAP00000010933	ENSCAFP00000036885
ENSMGAP00000016602	ENSCAFP00000042816
ENSMGAP00000016627	ENSCAFP00000004886
ENSMGAP00000002833	ENSCAFP00000026684
ENSMGAP00000001418	ENSCAFP00000028693
ENSMGAP00000018357	ENSCAFP00000036307
ENSMGAP00000016740	ENSCAFP00000010101
ENSMGAP00000005060	ENSCAFP00000028255
ENSMGAP00000012638	ENSCAFP00000035274
ENSMGAP00000012383	ENSCAFP00000036190
ENSMGAP00000011403	ENSCAFP00000008722
ENSMGAP00000010242	ENSCAFP00000037889
ENSMGAP00000014316	ENSCAFP00000036186
ENSMGAP00000001587	ENSCAFP00000042974
ENSMGAP00000002858	ENSCAFP00000029177
ENSMGAP00000019067	ENSCAFP00000024961
ENSMGAP00000002306	ENSCAFP00000014141
ENSMGAP00000014422	ENSCAFP00000017109
ENSMGAP00000006857	ENSCAFP00000012704
ENSMGAP00000006647	ENSCAFP00000037654
ENSMGAP00000005235	ENSCAFP00000028989
ENSMGAP00000013174	ENSCAFP00000002067
ENSMGAP00000006672	ENSCAFP00000006510
ENSMGAP00000013831	ENSCAFP00000015987
ENSMGAP00000001458	ENSCAFP00000004327
ENSMGAP00000000692	ENSCAFP00000020141
ENSMGAP00000005306	ENSCAFP00000006571
ENSMGAP00000014627	ENSCAFP00000001150
ENSMGAP00000014567	ENSCAFP00000001290
ENSMGAP00000005707	ENSCAFP00000001853
ENSMGAP00000006367	ENSCAFP00000010563
ENSMGAP00000019558	ENSCAFP00000028804
ENSMGAP00000013379	ENSCAFP00000024933
ENSMGAP00000016404	ENSCAFP00000033756
ENSMGAP00000000294	ENSCAFP00000032994
ENSMGAP00000016856	ENSCAFP00000004599
ENSMGAP00000016987	ENSCAFP00000017382
ENSMGAP00000016295	ENSCAFP00000015506
ENSMGAP00000016853	ENSCAFP00000017207
ENSMGAP00000010919	ENSCAFP00000021137
ENSMGAP00000017109	ENSCAFP00000042836
ENSMGAP00000015302	ENSCAFP00000011512
ENSMGAP00000002381	ENSCAFP00000033065
ENSMGAP00000012863	ENSCAFP00000005309
ENSMGAP00000015277	ENSCAFP00000022885
ENSMGAP00000001889	ENSCAFP00000041982
ENSMGAP00000006599	ENSCAFP00000029268
ENSMGAP00000006674	ENSCAFP00000029273
ENSMGAP00000004984	ENSCAFP00000035913
ENSMGAP00000016354	ENSCAFP00000027799
ENSMGAP00000010766	ENSCAFP00000020856
ENSMGAP00000001540	ENSCAFP00000025802
ENSMGAP00000010124	ENSCAFP00000018332
ENSMGAP00000019668	ENSCAFP00000006063
ENSMGAP00000008284	ENSCAFP00000028235
ENSMGAP00000008320	ENSCAFP00000028221
ENSMGAP00000016025	ENSCAFP00000010517
ENSMGAP00000012128	ENSCAFP00000010284
ENSMGAP00000004648	ENSCAFP00000015199
ENSMGAP00000010284	ENSCAFP00000027900
ENSMGAP00000017487	ENSCAFP00000037548
ENSMGAP00000005217	ENSCAFP00000033641
ENSMGAP00000003585	ENSCAFP00000022350
ENSMGAP00000014756	ENSCAFP00000012846
ENSMGAP00000004118	ENSCAFP00000005448
ENSMGAP00000013103	ENSCAFP00000001133
ENSMGAP00000007411	ENSCAFP00000016597
ENSMGAP00000013954	ENSCAFP00000009714
ENSMGAP00000012397	ENSCAFP00000019505
ENSMGAP00000005419	ENSCAFP00000002116
ENSMGAP00000017737	ENSCAFP00000027836
ENSMGAP00000010189	ENSCAFP00000007648
ENSMGAP00000009120	ENSCAFP00000010662
ENSMGAP00000005840	ENSCAFP00000016627
ENSMGAP00000013988	ENSCAFP00000001549
ENSMGAP00000002130	ENSCAFP00000017096
ENSMGAP00000009991	ENSCAFP00000031334
ENSMGAP00000009981	ENSCAFP00000019793
ENSMGAP00000009986	ENSCAFP00000019805
ENSMGAP00000017027	ENSCAFP00000004395
ENSMGAP00000018652	ENSCAFP00000004393
ENSMGAP00000002098	ENSCAFP00000039017
ENSMGAP00000009133	ENSCAFP00000015046
ENSMGAP00000010062	ENSCAFP00000011414
ENSMGAP00000000099	ENSCAFP00000028669
ENSMGAP00000002494	ENSCAFP00000004781
ENSMGAP00000000763	ENSCAFP00000006474
ENSMGAP00000005803	ENSCAFP00000016483
ENSMGAP00000006805	ENSCAFP00000012520
ENSMGAP00000011962	ENSCAFP00000009185
ENSMGAP00000010165	ENSCAFP00000032514
ENSMGAP00000013440	ENSCAFP00000025070
ENSMGAP00000008433	ENSCAFP00000029997
ENSMGAP00000011597	ENSCAFP00000008464
ENSMGAP00000018241	ENSCAFP00000011343
ENSMGAP00000014559	ENSCAFP00000021545
ENSMGAP00000012770	ENSCAFP00000017490
ENSMGAP00000017207	ENSCAFP00000000313
ENSMGAP00000007907	ENSCAFP00000004089
ENSMGAP00000008464	ENSCAFP00000028175
ENSMGAP00000015589	ENSCAFP00000017016
ENSMGAP00000002216	ENSCAFP00000018658
ENSMGAP00000016521	ENSCAFP00000006395
ENSMGAP00000016972	ENSCAFP00000013636
ENSMGAP00000019057	ENSCAFP00000013643
ENSMGAP00000016688	ENSCAFP00000022941
ENSMGAP00000016967	ENSCAFP00000013685
ENSMGAP00000015619	ENSCAFP00000016280
ENSMGAP00000016331	ENSCAFP00000043168
ENSMGAP00000016317	ENSCAFP00000025551
ENSMGAP00000001367	ENSCAFP00000025727
ENSMGAP00000019509	ENSCAFP00000025554
ENSMGAP00000007255	ENSCAFP00000027442
ENSMGAP00000013407	ENSCAFP00000002455
ENSMGAP00000015224	ENSCAFP00000015037
ENSMGAP00000002359	ENSCAFP00000011657
ENSMGAP00000011305	ENSCAFP00000015945
ENSMGAP00000010653	ENSCAFP00000021719
ENSMGAP00000019417	ENSCAFP00000027985
ENSMGAP00000005145	ENSCAFP00000028006
ENSMGAP00000005197	ENSCAFP00000028053
ENSMGAP00000005362	ENSCAFP00000028088
ENSMGAP00000004917	ENSCAFP00000000122
ENSMGAP00000008721	ENSCAFP00000029955
ENSMGAP00000016302	ENSCAFP00000029954
ENSMGAP00000004482	ENSCAFP00000029675
ENSMGAP00000008724	ENSCAFP00000029956
ENSMGAP00000006546	ENSCAFP00000030296
ENSMGAP00000006628	ENSCAFP00000030306
ENSMGAP00000005489	ENSCAFP00000028112
ENSMGAP00000009159	ENSCAFP00000011198
ENSMGAP00000012654	ENSCAFP00000037117
ENSMGAP00000008432	ENSCAFP00000014980
ENSMGAP00000008792	ENSCAFP00000000060
ENSMGAP00000008785	ENSCAFP00000000059
ENSMGAP00000006512	ENSCAFP00000030279
ENSMGAP00000008008	ENSCAFP00000006853
ENSMGAP00000013778	ENSCAFP00000001992
ENSMGAP00000014723	ENSCAFP00000003352
ENSMGAP00000011521	ENSCAFP00000035025
ENSMGAP00000018191	ENSCAFP00000009245
ENSMGAP00000002761	ENSCAFP00000027104
ENSMGAP00000016389	ENSCAFP00000024584
ENSMGAP00000005379	ENSCAFP00000030616
ENSMGAP00000016383	ENSCAFP00000024596
ENSMGAP00000013381	ENSCAFP00000023019
ENSMGAP00000016809	ENSCAFP00000000267
ENSMGAP00000002070	ENSCAFP00000034034
ENSMGAP00000016241	ENSCAFP00000008323
ENSMGAP00000011699	ENSCAFP00000035410
ENSMGAP00000011848	ENSCAFP00000022429
ENSMGAP00000008726	ENSCAFP00000014729
ENSMGAP00000014657	ENSCAFP00000019598
ENSMGAP00000011714	ENSCAFP00000009168
ENSMGAP00000005458	ENSCAFP00000017141
ENSMGAP00000009168	ENSCAFP00000027999
ENSMGAP00000003267	ENSCAFP00000040531
ENSMGAP00000009045	ENSCAFP00000041218
ENSMGAP00000003307	ENSCAFP00000027408
ENSMGAP00000009366	ENSCAFP00000016655
ENSMGAP00000014162	ENSCAFP00000026984
ENSMGAP00000002902	ENSCAFP00000019557
ENSMGAP00000000081	ENSCAFP00000020936
ENSMGAP00000015453	ENSCAFP00000015607
ENSMGAP00000000080	ENSCAFP00000016606
ENSMGAP00000014850	ENSCAFP00000005694
ENSMGAP00000012771	ENSCAFP00000020407
ENSMGAP00000011552	ENSCAFP00000016639
ENSMGAP00000013056	ENSCAFP00000018787
ENSMGAP00000002383	ENSCAFP00000028414
ENSMGAP00000013235	ENSCAFP00000001338
ENSMGAP00000014593	ENSCAFP00000003954
ENSMGAP00000006246	ENSCAFP00000018926
ENSMGAP00000011747	ENSCAFP00000008888
ENSMGAP00000000654	ENSCAFP00000019329
ENSMGAP00000014956	ENSCAFP00000012798
ENSMGAP00000007119	ENSCAFP00000037927
ENSMGAP00000015120	ENSCAFP00000003082
ENSMGAP00000011525	ENSCAFP00000016914
ENSMGAP00000001698	ENSCAFP00000023432
ENSMGAP00000010697	ENSCAFP00000006912
ENSMGAP00000018896	ENSCAFP00000023514
ENSMGAP00000012087	ENSCAFP00000023112
ENSMGAP00000011101	ENSCAFP00000004350
ENSMGAP00000002163	ENSCAFP00000024764
ENSMGAP00000011107	ENSCAFP00000037493
ENSMGAP00000002147	ENSCAFP00000037349
ENSMGAP00000016013	ENSCAFP00000010069
ENSMGAP00000019206	ENSCAFP00000021358
ENSMGAP00000010445	ENSCAFP00000003518
ENSMGAP00000011120	ENSCAFP00000004404
ENSMGAP00000009358	ENSCAFP00000017683
ENSMGAP00000003503	ENSCAFP00000038289
ENSMGAP00000014713	ENSCAFP00000003394
ENSMGAP00000000036	ENSCAFP00000004850
ENSMGAP00000008116	ENSCAFP00000023860
ENSMGAP00000001432	ENSCAFP00000011851
ENSMGAP00000006570	ENSCAFP00000040280
ENSMGAP00000001967	ENSCAFP00000036761
ENSMGAP00000004694	ENSCAFP00000023752
ENSMGAP00000001105	ENSCAFP00000026091
ENSMGAP00000000177	ENSCAFP00000024873
ENSMGAP00000002378	ENSCAFP00000017421
ENSMGAP00000011476	ENSCAFP00000008632
ENSMGAP00000008581	ENSCAFP00000014795
ENSMGAP00000014042	ENSCAFP00000015392
ENSMGAP00000004574	ENSCAFP00000013776
ENSMGAP00000005098	ENSCAFP00000010035
ENSMGAP00000014827	ENSCAFP00000005284
ENSMGAP00000010240	ENSCAFP00000027021
ENSMGAP00000014146	ENSCAFP00000026841
ENSMGAP00000006793	ENSCAFP00000006520
ENSMGAP00000013296	ENSCAFP00000041999
ENSMGAP00000013269	ENSCAFP00000002174
ENSMGAP00000016661	ENSCAFP00000025159
ENSMGAP00000016970	ENSCAFP00000008817
ENSMGAP00000014310	ENSCAFP00000023197
ENSMGAP00000016680	ENSCAFP00000023421
ENSMGAP00000011624	ENSCAFP00000040118
ENSMGAP00000012592	ENSCAFP00000042165
ENSMGAP00000002677	ENSCAFP00000019062
ENSMGAP00000000170	ENSCAFP00000016373
ENSMGAP00000014063	ENSCAFP00000001416
ENSMGAP00000001496	ENSCAFP00000024635
ENSMGAP00000011181	ENSCAFP00000018351
ENSMGAP00000017890	ENSCAFP00000011294
ENSMGAP00000004224	ENSCAFP00000011287
ENSMGAP00000014973	ENSCAFP00000020781
ENSMGAP00000015347	ENSCAFP00000012605
ENSMGAP00000000696	ENSCAFP00000014677
ENSMGAP00000000770	ENSCAFP00000014666
ENSMGAP00000009506	ENSCAFP00000010123
ENSMGAP00000009793	ENSCAFP00000014324
ENSMGAP00000015349	ENSCAFP00000012608
ENSMGAP00000006661	ENSCAFP00000029691
ENSMGAP00000018379	ENSCAFP00000010949
ENSMGAP00000001353	ENSCAFP00000027390
ENSMGAP00000007612	ENSCAFP00000000462
ENSMGAP00000005161	ENSCAFP00000020766
ENSMGAP00000006699	ENSCAFP00000001033
ENSMGAP00000018562	ENSCAFP00000003401
ENSMGAP00000004410	ENSCAFP00000020609
ENSMGAP00000005642	ENSCAFP00000040823
ENSMGAP00000007865	ENSCAFP00000041451
ENSMGAP00000007050	ENSCAFP00000039089
ENSMGAP00000014645	ENSCAFP00000003773
ENSMGAP00000006053	ENSCAFP00000018717
ENSMGAP00000004239	ENSCAFP00000016122
ENSMGAP00000005542	ENSCAFP00000013603
ENSMGAP00000003055	ENSCAFP00000043186
ENSMGAP00000014960	ENSCAFP00000021345
ENSMGAP00000009745	ENSCAFP00000035390
ENSMGAP00000005025	ENSCAFP00000041915
ENSMGAP00000017911	ENSCAFP00000022480
ENSMGAP00000002653	ENSCAFP00000026647
ENSMGAP00000006792	ENSCAFP00000029616
ENSMGAP00000009130	ENSCAFP00000031041
ENSMGAP00000003226	ENSCAFP00000004923
ENSMGAP00000007457	ENSCAFP00000029402
ENSMGAP00000004737	ENSCAFP00000013330
ENSMGAP00000005099	ENSCAFP00000021825
ENSMGAP00000000984	ENSCAFP00000025056
ENSMGAP00000009854	ENSCAFP00000029400
ENSMGAP00000006008	ENSCAFP00000021860
ENSMGAP00000006859	ENSCAFP00000026615
ENSMGAP00000015755	ENSCAFP00000009112
ENSMGAP00000007193	ENSCAFP00000018349
ENSMGAP00000014941	ENSCAFP00000012344
ENSMGAP00000010143	ENSCAFP00000027079
ENSMGAP00000011070	ENSCAFP00000037321
ENSMGAP00000001374	ENSCAFP00000017530
ENSMGAP00000011904	ENSCAFP00000020605
ENSMGAP00000018684	ENSCAFP00000018017
ENSMGAP00000010137	ENSCAFP00000036998
ENSMGAP00000000366	ENSCAFP00000017471
ENSMGAP00000016227	ENSCAFP00000008050
ENSMGAP00000000395	ENSCAFP00000017408
ENSMGAP00000010743	ENSCAFP00000018141
ENSMGAP00000017080	ENSCAFP00000016765
ENSMGAP00000000689	ENSCAFP00000029015
ENSMGAP00000016080	ENSCAFP00000021797
ENSMGAP00000013293	ENSCAFP00000001430
ENSMGAP00000014864	ENSCAFP00000005831
ENSMGAP00000012713	ENSCAFP00000004694
ENSMGAP00000007439	ENSCAFP00000006077
ENSMGAP00000001954	ENSCAFP00000007974
ENSMGAP00000004292	ENSCAFP00000002389
ENSMGAP00000004316	ENSCAFP00000002385
ENSMGAP00000015231	ENSCAFP00000015128
ENSMGAP00000005178	ENSCAFP00000029561
ENSMGAP00000001336	ENSCAFP00000024935
ENSMGAP00000013173	ENSCAFP00000024323
ENSMGAP00000010422	ENSCAFP00000014652
ENSMGAP00000005416	ENSCAFP00000040751
ENSMGAP00000012925	ENSCAFP00000040740
ENSMGAP00000002344	ENSCAFP00000038872
ENSMGAP00000012318	ENSCAFP00000019145
ENSMGAP00000004967	ENSCAFP00000025579
ENSMGAP00000014031	ENSCAFP00000009355
ENSMGAP00000001541	ENSCAFP00000019795
ENSMGAP00000016699	ENSCAFP00000021531
ENSMGAP00000002633	ENSCAFP00000025460
ENSMGAP00000013942	ENSCAFP00000009109
ENSMGAP00000003295	ENSCAFP00000012820
ENSMGAP00000017050	ENSCAFP00000011506
ENSMGAP00000016643	ENSCAFP00000019638
ENSMGAP00000004699	ENSCAFP00000007567
ENSMGAP00000015163	ENSCAFP00000013501
ENSMGAP00000017077	ENSCAFP00000017975
ENSMGAP00000000687	ENSCAFP00000036512
ENSMGAP00000016326	ENSCAFP00000039552
ENSMGAP00000016325	ENSCAFP00000039055
ENSMGAP00000016745	ENSCAFP00000026975
ENSMGAP00000016969	ENSCAFP00000040421
ENSMGAP00000011273	ENSCAFP00000032748
ENSMGAP00000001718	ENSCAFP00000037328
ENSMGAP00000000781	ENSCAFP00000013518
ENSMGAP00000009965	ENSCAFP00000013735
ENSMGAP00000010864	ENSCAFP00000012314
ENSMGAP00000000330	ENSCAFP00000022517
ENSMGAP00000005175	ENSCAFP00000028380
ENSMGAP00000005136	ENSCAFP00000028375
ENSMGAP00000009949	ENSCAFP00000011583
ENSMGAP00000005168	ENSCAFP00000006464
ENSMGAP00000012037	ENSCAFP00000009541
ENSMGAP00000003821	ENSCAFP00000020422
ENSMGAP00000008886	ENSCAFP00000015398
ENSMGAP00000018940	ENSCAFP00000012386
ENSMGAP00000012064	ENSCAFP00000041864
ENSMGAP00000000886	ENSCAFP00000012417
ENSMGAP00000018906	ENSCAFP00000020634
ENSMGAP00000008934	ENSCAFP00000029907
ENSMGAP00000006128	ENSCAFP00000043006
ENSMGAP00000008153	ENSCAFP00000010234
ENSMGAP00000013037	ENSCAFP00000000993
ENSMGAP00000014755	ENSCAFP00000012670
ENSMGAP00000003137	ENSCAFP00000021176
ENSMGAP00000016102	ENSCAFP00000031996
ENSMGAP00000006445	ENSCAFP00000027322
ENSMGAP00000012301	ENSCAFP00000027734
ENSMGAP00000001845	ENSCAFP00000021113
ENSMGAP00000009940	ENSCAFP00000043117
