ENSLOCP00000009128	ENSGALP00000006197
ENSLOCP00000000233	ENSGALP00000032858
ENSLOCP00000011046	ENSGALP00000043294
ENSLOCP00000005833	ENSGALP00000007350
ENSLOCP00000014105	ENSGALP00000034658
ENSLOCP00000014642	ENSGALP00000041621
ENSLOCP00000011878	ENSGALP00000024859
ENSLOCP00000008552	ENSGALP00000012325
ENSLOCP00000012189	ENSGALP00000038012
ENSLOCP00000001157	ENSGALP00000034517
ENSLOCP00000006029	ENSGALP00000041929
ENSLOCP00000015704	ENSGALP00000041926
ENSLOCP00000012650	ENSGALP00000032946
ENSLOCP00000011324	ENSGALP00000027429
ENSLOCP00000017372	ENSGALP00000036808
ENSLOCP00000014417	ENSGALP00000041847
ENSLOCP00000018128	ENSGALP00000004655
ENSLOCP00000022040	ENSGALP00000039491
ENSLOCP00000012847	ENSGALP00000042005
ENSLOCP00000007382	ENSGALP00000001984
ENSLOCP00000015447	ENSGALP00000037554
ENSLOCP00000002085	ENSGALP00000033190
ENSLOCP00000022298	ENSGALP00000035619
ENSLOCP00000008983	ENSGALP00000002913
ENSLOCP00000021785	ENSGALP00000001130
ENSLOCP00000021437	ENSGALP00000014476
ENSLOCP00000020289	ENSGALP00000041817
ENSLOCP00000015621	ENSGALP00000043007
ENSLOCP00000002677	ENSGALP00000041654
ENSLOCP00000017821	ENSGALP00000035516
ENSLOCP00000022137	ENSGALP00000036446
ENSLOCP00000016871	ENSGALP00000042970
ENSLOCP00000017216	ENSGALP00000040993
ENSLOCP00000016735	ENSGALP00000021203
ENSLOCP00000021880	ENSGALP00000025638
ENSLOCP00000002946	ENSGALP00000041143
ENSLOCP00000021854	ENSGALP00000041210
ENSLOCP00000022283	ENSGALP00000023367
ENSLOCP00000022015	ENSGALP00000043132
ENSLOCP00000001122	ENSGALP00000033566
ENSLOCP00000009200	ENSGALP00000003476
ENSLOCP00000015468	ENSGALP00000040444
ENSLOCP00000017299	ENSGALP00000042722
ENSLOCP00000018537	ENSGALP00000042873
ENSLOCP00000018313	ENSGALP00000012166
ENSLOCP00000003828	ENSGALP00000041097
ENSLOCP00000021694	ENSGALP00000040998
ENSLOCP00000013236	ENSGALP00000032763
ENSLOCP00000015597	ENSGALP00000017148
ENSLOCP00000020656	ENSGALP00000026694
ENSLOCP00000019664	ENSGALP00000017124
ENSLOCP00000004002	ENSGALP00000015398
ENSLOCP00000021425	ENSGALP00000038405
ENSLOCP00000002775	ENSGALP00000000896
ENSLOCP00000000130	ENSGALP00000008422
ENSLOCP00000016263	ENSGALP00000011367
ENSLOCP00000015895	ENSGALP00000004145
ENSLOCP00000010245	ENSGALP00000013032
ENSLOCP00000010400	ENSGALP00000012174
ENSLOCP00000004410	ENSGALP00000038351
ENSLOCP00000006825	ENSGALP00000007137
ENSLOCP00000000512	ENSGALP00000014438
ENSLOCP00000019491	ENSGALP00000041103
ENSLOCP00000012272	ENSGALP00000012536
ENSLOCP00000017852	ENSGALP00000041386
ENSLOCP00000014730	ENSGALP00000019232
ENSLOCP00000013261	ENSGALP00000041844
ENSLOCP00000020170	ENSGALP00000042218
ENSLOCP00000020443	ENSGALP00000041090
ENSLOCP00000004279	ENSGALP00000033554
ENSLOCP00000008389	ENSGALP00000025252
ENSLOCP00000009340	ENSGALP00000030606
ENSLOCP00000010561	ENSGALP00000042391
ENSLOCP00000007042	ENSGALP00000010891
ENSLOCP00000013100	ENSGALP00000014204
ENSLOCP00000006032	ENSGALP00000041011
ENSLOCP00000020053	ENSGALP00000034715
ENSLOCP00000012896	ENSGALP00000015912
ENSLOCP00000011868	ENSGALP00000041520
ENSLOCP00000006658	ENSGALP00000007266
ENSLOCP00000001705	ENSGALP00000006088
ENSLOCP00000010123	ENSGALP00000015068
ENSLOCP00000003939	ENSGALP00000032536
ENSLOCP00000012291	ENSGALP00000012442
ENSLOCP00000015375	ENSGALP00000028203
ENSLOCP00000021545	ENSGALP00000030053
ENSLOCP00000007845	ENSGALP00000004793
ENSLOCP00000016153	ENSGALP00000010960
ENSLOCP00000016564	ENSGALP00000000372
ENSLOCP00000013642	ENSGALP00000030745
ENSLOCP00000007119	ENSGALP00000001162
ENSLOCP00000014213	ENSGALP00000003595
ENSLOCP00000014212	ENSGALP00000030492
ENSLOCP00000009339	ENSGALP00000037999
ENSLOCP00000019462	ENSGALP00000026902
ENSLOCP00000015940	ENSGALP00000003918
ENSLOCP00000018450	ENSGALP00000006560
ENSLOCP00000003682	ENSGALP00000008593
ENSLOCP00000020040	ENSGALP00000025565
ENSLOCP00000008431	ENSGALP00000036381
ENSLOCP00000008029	ENSGALP00000041890
ENSLOCP00000007481	ENSGALP00000034523
ENSLOCP00000017396	ENSGALP00000033151
ENSLOCP00000011593	ENSGALP00000032887
ENSLOCP00000019517	ENSGALP00000037353
ENSLOCP00000003621	ENSGALP00000036154
ENSLOCP00000003150	ENSGALP00000039064
ENSLOCP00000006079	ENSGALP00000009319
ENSLOCP00000022166	ENSGALP00000000679
ENSLOCP00000004229	ENSGALP00000033781
ENSLOCP00000015975	ENSGALP00000016530
ENSLOCP00000003612	ENSGALP00000037384
ENSLOCP00000003913	ENSGALP00000002501
ENSLOCP00000013522	ENSGALP00000016551
ENSLOCP00000004318	ENSGALP00000009283
ENSLOCP00000014322	ENSGALP00000004136
ENSLOCP00000014745	ENSGALP00000036642
ENSLOCP00000007176	ENSGALP00000023546
ENSLOCP00000009366	ENSGALP00000010999
ENSLOCP00000009352	ENSGALP00000039679
ENSLOCP00000003622	ENSGALP00000042489
ENSLOCP00000018650	ENSGALP00000010483
ENSLOCP00000017917	ENSGALP00000041864
ENSLOCP00000003965	ENSGALP00000010418
ENSLOCP00000018620	ENSGALP00000022865
ENSLOCP00000008946	ENSGALP00000041519
ENSLOCP00000018612	ENSGALP00000032931
ENSLOCP00000019377	ENSGALP00000041892
ENSLOCP00000012947	ENSGALP00000036915
ENSLOCP00000013520	ENSGALP00000018519
ENSLOCP00000004706	ENSGALP00000002112
ENSLOCP00000022114	ENSGALP00000036378
ENSLOCP00000022441	ENSGALP00000022480
ENSLOCP00000022458	ENSGALP00000042914
ENSLOCP00000022262	ENSGALP00000021014
ENSLOCP00000001377	ENSGALP00000038021
ENSLOCP00000011650	ENSGALP00000022481
ENSLOCP00000022290	ENSGALP00000027573
ENSLOCP00000006724	ENSGALP00000014197
ENSLOCP00000021735	ENSGALP00000021777
ENSLOCP00000003138	ENSGALP00000025320
ENSLOCP00000021748	ENSGALP00000041717
ENSLOCP00000021651	ENSGALP00000017360
ENSLOCP00000013789	ENSGALP00000041325
ENSLOCP00000013003	ENSGALP00000015802
ENSLOCP00000015658	ENSGALP00000001138
ENSLOCP00000019968	ENSGALP00000016252
ENSLOCP00000007549	ENSGALP00000011801
ENSLOCP00000001667	ENSGALP00000025948
ENSLOCP00000002717	ENSGALP00000010662
ENSLOCP00000014829	ENSGALP00000000756
ENSLOCP00000019041	ENSGALP00000042917
ENSLOCP00000016354	ENSGALP00000009007
ENSLOCP00000013455	ENSGALP00000004944
ENSLOCP00000015619	ENSGALP00000013046
ENSLOCP00000013301	ENSGALP00000013923
ENSLOCP00000003081	ENSGALP00000020407
ENSLOCP00000012971	ENSGALP00000023768
ENSLOCP00000003229	ENSGALP00000032535
ENSLOCP00000004542	ENSGALP00000006265
ENSLOCP00000012186	ENSGALP00000041546
ENSLOCP00000018407	ENSGALP00000012227
ENSLOCP00000013944	ENSGALP00000027313
ENSLOCP00000013954	ENSGALP00000035726
ENSLOCP00000015883	ENSGALP00000000232
ENSLOCP00000020809	ENSGALP00000026472
ENSLOCP00000011617	ENSGALP00000043265
ENSLOCP00000018229	ENSGALP00000042616
ENSLOCP00000016913	ENSGALP00000010084
ENSLOCP00000014126	ENSGALP00000017715
ENSLOCP00000008992	ENSGALP00000015174
ENSLOCP00000016931	ENSGALP00000000311
ENSLOCP00000003640	ENSGALP00000000639
ENSLOCP00000015870	ENSGALP00000009801
ENSLOCP00000019293	ENSGALP00000000422
ENSLOCP00000010186	ENSGALP00000013107
ENSLOCP00000014489	ENSGALP00000041638
ENSLOCP00000019291	ENSGALP00000000419
ENSLOCP00000014536	ENSGALP00000001335
ENSLOCP00000012988	ENSGALP00000018424
ENSLOCP00000019742	ENSGALP00000026786
ENSLOCP00000011642	ENSGALP00000025843
ENSLOCP00000012949	ENSGALP00000014736
ENSLOCP00000014649	ENSGALP00000034947
ENSLOCP00000021943	ENSGALP00000030969
ENSLOCP00000000500	ENSGALP00000040857
ENSLOCP00000022256	ENSGALP00000038896
ENSLOCP00000008600	ENSGALP00000027820
ENSLOCP00000014064	ENSGALP00000019697
ENSLOCP00000017671	ENSGALP00000011238
ENSLOCP00000019069	ENSGALP00000014058
ENSLOCP00000010258	ENSGALP00000015022
ENSLOCP00000010841	ENSGALP00000012135
ENSLOCP00000007853	ENSGALP00000021691
ENSLOCP00000019578	ENSGALP00000041549
ENSLOCP00000006440	ENSGALP00000009534
ENSLOCP00000011814	ENSGALP00000017070
ENSLOCP00000007016	ENSGALP00000008136
ENSLOCP00000022454	ENSGALP00000042586
ENSLOCP00000014418	ENSGALP00000042989
ENSLOCP00000012417	ENSGALP00000009413
ENSLOCP00000011690	ENSGALP00000008994
ENSLOCP00000004801	ENSGALP00000032474
ENSLOCP00000005898	ENSGALP00000037746
ENSLOCP00000010407	ENSGALP00000017857
ENSLOCP00000020752	ENSGALP00000043363
ENSLOCP00000001388	ENSGALP00000040207
ENSLOCP00000016411	ENSGALP00000008823
ENSLOCP00000020556	ENSGALP00000017285
ENSLOCP00000008115	ENSGALP00000004291
ENSLOCP00000015846	ENSGALP00000007161
ENSLOCP00000007710	ENSGALP00000019833
ENSLOCP00000010021	ENSGALP00000020675
ENSLOCP00000019694	ENSGALP00000026812
ENSLOCP00000009329	ENSGALP00000003403
ENSLOCP00000019688	ENSGALP00000014179
ENSLOCP00000018883	ENSGALP00000011055
ENSLOCP00000005670	ENSGALP00000027326
ENSLOCP00000006737	ENSGALP00000036957
ENSLOCP00000014615	ENSGALP00000039954
ENSLOCP00000021226	ENSGALP00000037454
ENSLOCP00000011340	ENSGALP00000019582
ENSLOCP00000015499	ENSGALP00000015810
ENSLOCP00000006390	ENSGALP00000039589
ENSLOCP00000015664	ENSGALP00000018935
ENSLOCP00000010357	ENSGALP00000016417
ENSLOCP00000019285	ENSGALP00000039316
ENSLOCP00000017813	ENSGALP00000035514
ENSLOCP00000006568	ENSGALP00000009662
ENSLOCP00000020199	ENSGALP00000016228
ENSLOCP00000006120	ENSGALP00000010073
ENSLOCP00000007313	ENSGALP00000007458
ENSLOCP00000008763	ENSGALP00000038526
ENSLOCP00000006949	ENSGALP00000001936
ENSLOCP00000004080	ENSGALP00000019585
ENSLOCP00000000680	ENSGALP00000021289
ENSLOCP00000008977	ENSGALP00000006080
ENSLOCP00000019611	ENSGALP00000026753
ENSLOCP00000003156	ENSGALP00000012606
ENSLOCP00000015586	ENSGALP00000026243
ENSLOCP00000004704	ENSGALP00000008123
ENSLOCP00000010026	ENSGALP00000015230
ENSLOCP00000008331	ENSGALP00000027685
ENSLOCP00000001158	ENSGALP00000001168
ENSLOCP00000014315	ENSGALP00000019294
ENSLOCP00000012844	ENSGALP00000041745
ENSLOCP00000016530	ENSGALP00000025359
ENSLOCP00000000313	ENSGALP00000043090
ENSLOCP00000015486	ENSGALP00000040915
ENSLOCP00000011430	ENSGALP00000025429
ENSLOCP00000009127	ENSGALP00000006555
ENSLOCP00000007445	ENSGALP00000042228
ENSLOCP00000010485	ENSGALP00000018124
ENSLOCP00000002729	ENSGALP00000036897
ENSLOCP00000016731	ENSGALP00000017461
ENSLOCP00000015307	ENSGALP00000006412
ENSLOCP00000016713	ENSGALP00000017438
ENSLOCP00000006975	ENSGALP00000020461
ENSLOCP00000015488	ENSGALP00000010060
ENSLOCP00000006859	ENSGALP00000020448
ENSLOCP00000006324	ENSGALP00000021411
ENSLOCP00000019025	ENSGALP00000018070
ENSLOCP00000016438	ENSGALP00000015367
ENSLOCP00000020754	ENSGALP00000014754
ENSLOCP00000009069	ENSGALP00000010768
ENSLOCP00000010092	ENSGALP00000017818
ENSLOCP00000008681	ENSGALP00000021525
ENSLOCP00000007268	ENSGALP00000018302
ENSLOCP00000008748	ENSGALP00000042833
ENSLOCP00000008906	ENSGALP00000003997
ENSLOCP00000008834	ENSGALP00000003996
ENSLOCP00000006930	ENSGALP00000041794
ENSLOCP00000006427	ENSGALP00000033269
ENSLOCP00000018999	ENSGALP00000043022
ENSLOCP00000009704	ENSGALP00000029850
ENSLOCP00000004017	ENSGALP00000007541
ENSLOCP00000006918	ENSGALP00000010654
ENSLOCP00000010510	ENSGALP00000038993
ENSLOCP00000010043	ENSGALP00000023737
ENSLOCP00000007272	ENSGALP00000002952
ENSLOCP00000020964	ENSGALP00000025098
ENSLOCP00000000891	ENSGALP00000007542
ENSLOCP00000012859	ENSGALP00000024798
ENSLOCP00000012811	ENSGALP00000024824
ENSLOCP00000003168	ENSGALP00000037020
ENSLOCP00000005034	ENSGALP00000008426
ENSLOCP00000006987	ENSGALP00000005487
ENSLOCP00000012458	ENSGALP00000026790
ENSLOCP00000001119	ENSGALP00000043141
ENSLOCP00000008780	ENSGALP00000000213
ENSLOCP00000002998	ENSGALP00000036339
ENSLOCP00000021494	ENSGALP00000033127
ENSLOCP00000021852	ENSGALP00000041809
ENSLOCP00000022155	ENSGALP00000042022
ENSLOCP00000022060	ENSGALP00000041925
ENSLOCP00000021644	ENSGALP00000040916
ENSLOCP00000003409	ENSGALP00000023230
ENSLOCP00000008086	ENSGALP00000025741
ENSLOCP00000003104	ENSGALP00000038763
ENSLOCP00000001348	ENSGALP00000031142
ENSLOCP00000009296	ENSGALP00000026645
ENSLOCP00000011942	ENSGALP00000014539
ENSLOCP00000006101	ENSGALP00000012203
ENSLOCP00000002929	ENSGALP00000041991
ENSLOCP00000010290	ENSGALP00000027497
ENSLOCP00000003518	ENSGALP00000019361
ENSLOCP00000007717	ENSGALP00000025714
ENSLOCP00000017631	ENSGALP00000041819
ENSLOCP00000016834	ENSGALP00000006605
ENSLOCP00000012110	ENSGALP00000012746
ENSLOCP00000011667	ENSGALP00000036038
ENSLOCP00000006617	ENSGALP00000027744
ENSLOCP00000001488	ENSGALP00000038042
ENSLOCP00000014731	ENSGALP00000000926
ENSLOCP00000016626	ENSGALP00000006943
ENSLOCP00000017013	ENSGALP00000011972
ENSLOCP00000017001	ENSGALP00000037602
ENSLOCP00000001368	ENSGALP00000015476
ENSLOCP00000006335	ENSGALP00000001377
ENSLOCP00000012089	ENSGALP00000012826
ENSLOCP00000000007	ENSGALP00000011048
ENSLOCP00000020817	ENSGALP00000023131
ENSLOCP00000012972	ENSGALP00000004028
ENSLOCP00000021060	ENSGALP00000029405
ENSLOCP00000008087	ENSGALP00000010560
ENSLOCP00000003282	ENSGALP00000022745
ENSLOCP00000006934	ENSGALP00000016821
ENSLOCP00000003266	ENSGALP00000013037
ENSLOCP00000003955	ENSGALP00000012708
ENSLOCP00000016031	ENSGALP00000000351
ENSLOCP00000008294	ENSGALP00000018401
ENSLOCP00000008335	ENSGALP00000036953
ENSLOCP00000015919	ENSGALP00000009016
ENSLOCP00000021051	ENSGALP00000036515
ENSLOCP00000014290	ENSGALP00000004067
ENSLOCP00000008260	ENSGALP00000030528
ENSLOCP00000007861	ENSGALP00000001531
ENSLOCP00000018200	ENSGALP00000005957
ENSLOCP00000007662	ENSGALP00000013341
ENSLOCP00000006257	ENSGALP00000043420
ENSLOCP00000012738	ENSGALP00000003395
ENSLOCP00000018713	ENSGALP00000018906
ENSLOCP00000016516	ENSGALP00000038276
ENSLOCP00000007333	ENSGALP00000021156
ENSLOCP00000016476	ENSGALP00000007381
ENSLOCP00000011515	ENSGALP00000018192
ENSLOCP00000015576	ENSGALP00000021097
ENSLOCP00000008023	ENSGALP00000001044
ENSLOCP00000006424	ENSGALP00000002990
ENSLOCP00000020907	ENSGALP00000025573
ENSLOCP00000015296	ENSGALP00000039053
ENSLOCP00000018447	ENSGALP00000003229
ENSLOCP00000004932	ENSGALP00000040101
ENSLOCP00000010899	ENSGALP00000027141
ENSLOCP00000020301	ENSGALP00000014404
ENSLOCP00000015843	ENSGALP00000007635
ENSLOCP00000003694	ENSGALP00000016765
ENSLOCP00000010902	ENSGALP00000043203
ENSLOCP00000014163	ENSGALP00000041708
ENSLOCP00000011902	ENSGALP00000009307
ENSLOCP00000017328	ENSGALP00000008226
ENSLOCP00000002868	ENSGALP00000001812
ENSLOCP00000006615	ENSGALP00000010513
ENSLOCP00000004802	ENSGALP00000013154
ENSLOCP00000007818	ENSGALP00000018326
ENSLOCP00000015450	ENSGALP00000005284
ENSLOCP00000012235	ENSGALP00000024163
ENSLOCP00000013291	ENSGALP00000040969
ENSLOCP00000013491	ENSGALP00000043304
ENSLOCP00000009821	ENSGALP00000037865
ENSLOCP00000011405	ENSGALP00000041607
ENSLOCP00000005761	ENSGALP00000021739
ENSLOCP00000015320	ENSGALP00000010375
ENSLOCP00000013421	ENSGALP00000018495
ENSLOCP00000013503	ENSGALP00000041960
ENSLOCP00000016398	ENSGALP00000037211
ENSLOCP00000009229	ENSGALP00000006636
ENSLOCP00000016404	ENSGALP00000043061
ENSLOCP00000013515	ENSGALP00000014846
ENSLOCP00000020982	ENSGALP00000024119
ENSLOCP00000006269	ENSGALP00000009389
ENSLOCP00000006585	ENSGALP00000006154
ENSLOCP00000011953	ENSGALP00000006688
ENSLOCP00000013524	ENSGALP00000023934
ENSLOCP00000020997	ENSGALP00000024180
ENSLOCP00000007096	ENSGALP00000010524
ENSLOCP00000020707	ENSGALP00000026839
ENSLOCP00000002964	ENSGALP00000000634
ENSLOCP00000014226	ENSGALP00000003130
ENSLOCP00000011331	ENSGALP00000002472
ENSLOCP00000006348	ENSGALP00000040424
ENSLOCP00000000933	ENSGALP00000007463
ENSLOCP00000010060	ENSGALP00000004727
ENSLOCP00000020227	ENSGALP00000018266
ENSLOCP00000017020	ENSGALP00000002194
ENSLOCP00000000515	ENSGALP00000024458
ENSLOCP00000020885	ENSGALP00000026260
ENSLOCP00000003246	ENSGALP00000009051
ENSLOCP00000021143	ENSGALP00000024971
ENSLOCP00000004003	ENSGALP00000026313
ENSLOCP00000018970	ENSGALP00000009607
ENSLOCP00000007878	ENSGALP00000010351
ENSLOCP00000003167	ENSGALP00000041292
ENSLOCP00000001723	ENSGALP00000014831
ENSLOCP00000004429	ENSGALP00000026386
ENSLOCP00000021053	ENSGALP00000027898
ENSLOCP00000003671	ENSGALP00000000572
ENSLOCP00000021296	ENSGALP00000036161
ENSLOCP00000022050	ENSGALP00000011855
ENSLOCP00000003516	ENSGALP00000037858
ENSLOCP00000003557	ENSGALP00000037856
ENSLOCP00000010501	ENSGALP00000009017
ENSLOCP00000006694	ENSGALP00000006416
ENSLOCP00000010486	ENSGALP00000009025
ENSLOCP00000006537	ENSGALP00000018502
ENSLOCP00000012220	ENSGALP00000009972
ENSLOCP00000004895	ENSGALP00000032870
ENSLOCP00000012644	ENSGALP00000007518
ENSLOCP00000007010	ENSGALP00000005387
ENSLOCP00000014546	ENSGALP00000020023
ENSLOCP00000019407	ENSGALP00000021567
ENSLOCP00000006368	ENSGALP00000025104
ENSLOCP00000012892	ENSGALP00000006783
ENSLOCP00000021946	ENSGALP00000013967
ENSLOCP00000021671	ENSGALP00000021731
ENSLOCP00000021646	ENSGALP00000021561
ENSLOCP00000020978	ENSGALP00000024087
ENSLOCP00000001867	ENSGALP00000003607
ENSLOCP00000011536	ENSGALP00000024565
ENSLOCP00000007002	ENSGALP00000007597
ENSLOCP00000006962	ENSGALP00000007596
ENSLOCP00000011500	ENSGALP00000043025
ENSLOCP00000004193	ENSGALP00000042580
ENSLOCP00000005376	ENSGALP00000027601
ENSLOCP00000008517	ENSGALP00000008899
ENSLOCP00000012062	ENSGALP00000023383
ENSLOCP00000021428	ENSGALP00000013100
ENSLOCP00000004084	ENSGALP00000010906
ENSLOCP00000013747	ENSGALP00000043283
ENSLOCP00000006904	ENSGALP00000005928
ENSLOCP00000020882	ENSGALP00000025597
ENSLOCP00000006614	ENSGALP00000002377
ENSLOCP00000010476	ENSGALP00000027479
ENSLOCP00000006064	ENSGALP00000007959
ENSLOCP00000003728	ENSGALP00000038375
ENSLOCP00000001219	ENSGALP00000002385
ENSLOCP00000016846	ENSGALP00000006589
ENSLOCP00000008599	ENSGALP00000004265
ENSLOCP00000005272	ENSGALP00000008213
ENSLOCP00000006946	ENSGALP00000009037
ENSLOCP00000015755	ENSGALP00000024774
ENSLOCP00000017601	ENSGALP00000004767
ENSLOCP00000001880	ENSGALP00000009302
ENSLOCP00000017597	ENSGALP00000004750
ENSLOCP00000015760	ENSGALP00000036997
ENSLOCP00000007052	ENSGALP00000012818
ENSLOCP00000007080	ENSGALP00000012809
ENSLOCP00000008815	ENSGALP00000015122
ENSLOCP00000007518	ENSGALP00000018177
ENSLOCP00000015829	ENSGALP00000041273
ENSLOCP00000001445	ENSGALP00000037032
ENSLOCP00000016187	ENSGALP00000041990
ENSLOCP00000008727	ENSGALP00000011728
ENSLOCP00000012900	ENSGALP00000011921
ENSLOCP00000010655	ENSGALP00000016274
ENSLOCP00000006648	ENSGALP00000027741
ENSLOCP00000008473	ENSGALP00000019801
ENSLOCP00000007618	ENSGALP00000009314
ENSLOCP00000004101	ENSGALP00000015584
ENSLOCP00000018210	ENSGALP00000005971
ENSLOCP00000016483	ENSGALP00000002525
ENSLOCP00000008127	ENSGALP00000038670
ENSLOCP00000018747	ENSGALP00000029589
ENSLOCP00000012598	ENSGALP00000027091
ENSLOCP00000014483	ENSGALP00000006939
ENSLOCP00000014206	ENSGALP00000008485
ENSLOCP00000005823	ENSGALP00000004186
ENSLOCP00000018423	ENSGALP00000013359
ENSLOCP00000003403	ENSGALP00000023584
ENSLOCP00000017729	ENSGALP00000011318
ENSLOCP00000001918	ENSGALP00000033285
ENSLOCP00000018437	ENSGALP00000003259
ENSLOCP00000020504	ENSGALP00000036481
ENSLOCP00000002274	ENSGALP00000006799
ENSLOCP00000016605	ENSGALP00000025225
ENSLOCP00000005085	ENSGALP00000038239
ENSLOCP00000013713	ENSGALP00000013860
ENSLOCP00000019398	ENSGALP00000018458
ENSLOCP00000005489	ENSGALP00000004130
ENSLOCP00000001534	ENSGALP00000005377
ENSLOCP00000006468	ENSGALP00000027340
ENSLOCP00000015326	ENSGALP00000000871
ENSLOCP00000001501	ENSGALP00000012673
ENSLOCP00000014529	ENSGALP00000000992
ENSLOCP00000012931	ENSGALP00000000688
ENSLOCP00000020316	ENSGALP00000036503
ENSLOCP00000012202	ENSGALP00000004409
ENSLOCP00000007872	ENSGALP00000004756
ENSLOCP00000009175	ENSGALP00000023583
ENSLOCP00000011511	ENSGALP00000011986
ENSLOCP00000011924	ENSGALP00000027125
ENSLOCP00000011243	ENSGALP00000002742
ENSLOCP00000018660	ENSGALP00000010511
ENSLOCP00000011959	ENSGALP00000042191
ENSLOCP00000017953	ENSGALP00000042757
ENSLOCP00000022044	ENSGALP00000000909
ENSLOCP00000022009	ENSGALP00000015433
ENSLOCP00000022351	ENSGALP00000013457
ENSLOCP00000022051	ENSGALP00000004263
ENSLOCP00000021740	ENSGALP00000001166
ENSLOCP00000014992	ENSGALP00000002898
ENSLOCP00000021421	ENSGALP00000012895
ENSLOCP00000022004	ENSGALP00000042721
ENSLOCP00000018422	ENSGALP00000011783
ENSLOCP00000010223	ENSGALP00000041391
ENSLOCP00000014749	ENSGALP00000022830
ENSLOCP00000007917	ENSGALP00000035597
ENSLOCP00000012720	ENSGALP00000035848
ENSLOCP00000007390	ENSGALP00000001491
ENSLOCP00000007908	ENSGALP00000018358
ENSLOCP00000010621	ENSGALP00000042427
ENSLOCP00000012484	ENSGALP00000019319
ENSLOCP00000017912	ENSGALP00000002705
ENSLOCP00000014714	ENSGALP00000023952
ENSLOCP00000008017	ENSGALP00000038157
ENSLOCP00000003624	ENSGALP00000009790
ENSLOCP00000006510	ENSGALP00000040921
ENSLOCP00000020715	ENSGALP00000042133
ENSLOCP00000021507	ENSGALP00000028003
ENSLOCP00000021451	ENSGALP00000014363
ENSLOCP00000002106	ENSGALP00000008435
ENSLOCP00000014551	ENSGALP00000020056
ENSLOCP00000015384	ENSGALP00000037718
ENSLOCP00000016295	ENSGALP00000017464
ENSLOCP00000018917	ENSGALP00000012820
ENSLOCP00000001978	ENSGALP00000008240
ENSLOCP00000017307	ENSGALP00000008208
ENSLOCP00000018545	ENSGALP00000022891
ENSLOCP00000012299	ENSGALP00000004206
ENSLOCP00000004164	ENSGALP00000009466
ENSLOCP00000005295	ENSGALP00000001542
ENSLOCP00000020617	ENSGALP00000016993
ENSLOCP00000013176	ENSGALP00000016671
ENSLOCP00000022251	ENSGALP00000040779
ENSLOCP00000021704	ENSGALP00000033790
ENSLOCP00000005827	ENSGALP00000012464
ENSLOCP00000003176	ENSGALP00000042348
ENSLOCP00000019817	ENSGALP00000014498
ENSLOCP00000021476	ENSGALP00000014231
ENSLOCP00000021445	ENSGALP00000038121
ENSLOCP00000021846	ENSGALP00000003897
ENSLOCP00000021934	ENSGALP00000017762
ENSLOCP00000004259	ENSGALP00000015509
ENSLOCP00000014217	ENSGALP00000031320
ENSLOCP00000018405	ENSGALP00000041494
ENSLOCP00000002199	ENSGALP00000041055
ENSLOCP00000012911	ENSGALP00000036048
ENSLOCP00000013913	ENSGALP00000036653
ENSLOCP00000011863	ENSGALP00000029768
ENSLOCP00000002453	ENSGALP00000010779
ENSLOCP00000016457	ENSGALP00000015140
ENSLOCP00000001350	ENSGALP00000006411
ENSLOCP00000003112	ENSGALP00000004660
ENSLOCP00000015186	ENSGALP00000005210
ENSLOCP00000017315	ENSGALP00000013251
ENSLOCP00000014245	ENSGALP00000024306
ENSLOCP00000003541	ENSGALP00000001554
ENSLOCP00000009264	ENSGALP00000042583
ENSLOCP00000017833	ENSGALP00000014766
ENSLOCP00000017820	ENSGALP00000014791
ENSLOCP00000017985	ENSGALP00000012257
ENSLOCP00000004803	ENSGALP00000027596
ENSLOCP00000017169	ENSGALP00000022149
ENSLOCP00000016853	ENSGALP00000006169
ENSLOCP00000008148	ENSGALP00000005009
ENSLOCP00000011041	ENSGALP00000021747
ENSLOCP00000020723	ENSGALP00000026824
ENSLOCP00000002895	ENSGALP00000005240
ENSLOCP00000016492	ENSGALP00000025304
ENSLOCP00000020835	ENSGALP00000026309
ENSLOCP00000001974	ENSGALP00000004083
ENSLOCP00000003962	ENSGALP00000025911
ENSLOCP00000016844	ENSGALP00000006298
ENSLOCP00000001183	ENSGALP00000015955
ENSLOCP00000009300	ENSGALP00000015954
ENSLOCP00000000162	ENSGALP00000006433
ENSLOCP00000009279	ENSGALP00000003423
ENSLOCP00000021379	ENSGALP00000023810
ENSLOCP00000004227	ENSGALP00000002193
ENSLOCP00000008651	ENSGALP00000015070
ENSLOCP00000007612	ENSGALP00000042568
ENSLOCP00000014554	ENSGALP00000042845
ENSLOCP00000008632	ENSGALP00000015069
ENSLOCP00000008617	ENSGALP00000037896
ENSLOCP00000016584	ENSGALP00000001945
ENSLOCP00000008603	ENSGALP00000029264
ENSLOCP00000016590	ENSGALP00000002343
ENSLOCP00000008662	ENSGALP00000015076
ENSLOCP00000015932	ENSGALP00000036868
ENSLOCP00000014661	ENSGALP00000042621
ENSLOCP00000001951	ENSGALP00000011713
ENSLOCP00000012440	ENSGALP00000032039
ENSLOCP00000020970	ENSGALP00000025060
ENSLOCP00000005159	ENSGALP00000000619
ENSLOCP00000015125	ENSGALP00000041133
ENSLOCP00000003695	ENSGALP00000009731
ENSLOCP00000001773	ENSGALP00000018912
ENSLOCP00000020196	ENSGALP00000016000
