ENSP00000262384	ENSGALP00000006197
ENSP00000300098	ENSGALP00000043313
ENSP00000328708	ENSGALP00000028046
ENSP00000216629	ENSGALP00000031881
ENSP00000307713	ENSGALP00000018030
ENSP00000360973	ENSGALP00000009540
ENSP00000443186	ENSGALP00000039673
ENSP00000296498	ENSGALP00000019565
ENSP00000231004	ENSGALP00000040869
ENSP00000261921	ENSGALP00000042527
ENSP00000373783	ENSGALP00000000547
ENSP00000260702	ENSGALP00000021337
ENSP00000264094	ENSGALP00000021613
ENSP00000376809	ENSGALP00000017847
ENSP00000342109	ENSGALP00000041266
ENSP00000215727	ENSGALP00000002121
ENSP00000254722	ENSGALP00000004753
ENSP00000321853	ENSGALP00000004719
ENSP00000278407	ENSGALP00000011922
ENSP00000312618	ENSGALP00000008056
ENSP00000264990	ENSGALP00000019106
ENSP00000233710	ENSGALP00000004548
ENSP00000242592	ENSGALP00000011441
ENSP00000306099	ENSGALP00000015057
ENSP00000381133	ENSGALP00000022098
ENSP00000336829	ENSGALP00000015063
ENSP00000234816	ENSGALP00000006813
ENSP00000362524	ENSGALP00000001360
ENSP00000248598	ENSGALP00000013507
ENSP00000371347	ENSGALP00000041591
ENSP00000428340	ENSGALP00000025868
ENSP00000314897	ENSGALP00000026291
ENSP00000346839	ENSGALP00000005653
ENSP00000335255	ENSGALP00000035639
ENSP00000301455	ENSGALP00000000875
ENSP00000360170	ENSGALP00000017863
ENSP00000239462	ENSGALP00000040839
ENSP00000265131	ENSGALP00000011509
ENSP00000356646	ENSGALP00000042383
ENSP00000306361	ENSGALP00000015061
ENSP00000256196	ENSGALP00000009635
ENSP00000289104	ENSGALP00000018902
ENSP00000407586	ENSGALP00000011140
ENSP00000299759	ENSGALP00000008237
ENSP00000297596	ENSGALP00000025664
ENSP00000201979	ENSGALP00000038582
ENSP00000272519	ENSGALP00000018974
ENSP00000005257	ENSGALP00000020091
ENSP00000332256	ENSGALP00000011537
ENSP00000249750	ENSGALP00000033786
ENSP00000265605	ENSGALP00000022601
ENSP00000346827	ENSGALP00000005520
ENSP00000450436	ENSGALP00000016585
ENSP00000434364	ENSGALP00000006201
ENSP00000360967	ENSGALP00000009566
ENSP00000219833	ENSGALP00000005627
ENSP00000230671	ENSGALP00000009080
ENSP00000388184	ENSGALP00000021163
ENSP00000339260	ENSGALP00000021166
ENSP00000398063	ENSGALP00000010357
ENSP00000362778	ENSGALP00000000778
ENSP00000262424	ENSGALP00000009114
ENSP00000217043	ENSGALP00000006839
ENSP00000260113	ENSGALP00000035875
ENSP00000303508	ENSGALP00000020515
ENSP00000403067	ENSGALP00000037394
ENSP00000338481	ENSGALP00000022646
ENSP00000345259	ENSGALP00000002021
ENSP00000343158	ENSGALP00000023784
ENSP00000298542	ENSGALP00000039206
ENSP00000264042	ENSGALP00000009285
ENSP00000263713	ENSGALP00000018929
ENSP00000363694	ENSGALP00000036272
ENSP00000263708	ENSGALP00000018910
ENSP00000443824	ENSGALP00000009304
ENSP00000463069	ENSGALP00000001522
ENSP00000425840	ENSGALP00000031614
ENSP00000295317	ENSGALP00000027039
ENSP00000337797	ENSGALP00000022986
ENSP00000372959	ENSGALP00000030305
ENSP00000367315	ENSGALP00000028881
ENSP00000355166	ENSGALP00000016197
ENSP00000379241	ENSGALP00000022141
ENSP00000363275	ENSGALP00000009944
ENSP00000322937	ENSGALP00000014318
ENSP00000326817	ENSGALP00000031997
ENSP00000334375	ENSGALP00000012267
ENSP00000374447	ENSGALP00000027397
ENSP00000325091	ENSGALP00000009440
ENSP00000365253	ENSGALP00000006510
ENSP00000419542	ENSGALP00000042410
ENSP00000446278	ENSGALP00000041980
ENSP00000273286	ENSGALP00000008665
ENSP00000360597	ENSGALP00000014456
ENSP00000422591	ENSGALP00000036529
ENSP00000430333	ENSGALP00000002963
ENSP00000366283	ENSGALP00000042946
ENSP00000366288	ENSGALP00000027275
ENSP00000344242	ENSGALP00000013497
ENSP00000371198	ENSGALP00000011703
ENSP00000383143	ENSGALP00000027274
ENSP00000359521	ENSGALP00000014955
ENSP00000420091	ENSGALP00000041905
ENSP00000389414	ENSGALP00000020843
ENSP00000368079	ENSGALP00000022001
ENSP00000252854	ENSGALP00000003955
ENSP00000359121	ENSGALP00000008340
ENSP00000037502	ENSGALP00000033262
ENSP00000332511	ENSGALP00000041660
ENSP00000322273	ENSGALP00000003021
ENSP00000294794	ENSGALP00000004192
ENSP00000362682	ENSGALP00000001568
ENSP00000219022	ENSGALP00000027333
ENSP00000335196	ENSGALP00000030701
ENSP00000291539	ENSGALP00000026036
ENSP00000310661	ENSGALP00000022555
ENSP00000264917	ENSGALP00000037794
ENSP00000410309	ENSGALP00000014423
ENSP00000379496	ENSGALP00000019935
ENSP00000243052	ENSGALP00000041167
ENSP00000332116	ENSGALP00000018052
ENSP00000345502	ENSGALP00000023705
ENSP00000321927	ENSGALP00000013494
ENSP00000264658	ENSGALP00000002570
ENSP00000358247	ENSGALP00000024934
ENSP00000423630	ENSGALP00000043021
ENSP00000380746	ENSGALP00000003842
ENSP00000224862	ENSGALP00000009102
ENSP00000419153	ENSGALP00000024300
ENSP00000360818	ENSGALP00000002649
ENSP00000356674	ENSGALP00000007304
ENSP00000362551	ENSGALP00000037868
ENSP00000362760	ENSGALP00000001875
ENSP00000362763	ENSGALP00000001874
ENSP00000362563	ENSGALP00000001370
ENSP00000358327	ENSGALP00000014503
ENSP00000311032	ENSGALP00000042835
ENSP00000351273	ENSGALP00000013591
ENSP00000286186	ENSGALP00000013506
ENSP00000265164	ENSGALP00000019870
ENSP00000312664	ENSGALP00000029853
ENSP00000330237	ENSGALP00000002083
ENSP00000358358	ENSGALP00000025115
ENSP00000350415	ENSGALP00000043215
ENSP00000271348	ENSGALP00000024929
ENSP00000240986	ENSGALP00000036053
ENSP00000241125	ENSGALP00000027629
ENSP00000363134	ENSGALP00000008876
ENSP00000372295	ENSGALP00000027628
ENSP00000411528	ENSGALP00000001471
ENSP00000355675	ENSGALP00000038397
ENSP00000295992	ENSGALP00000004122
ENSP00000290374	ENSGALP00000015989
ENSP00000362464	ENSGALP00000042012
ENSP00000397026	ENSGALP00000024847
ENSP00000382791	ENSGALP00000025484
ENSP00000362183	ENSGALP00000003269
ENSP00000435648	ENSGALP00000041189
ENSP00000330148	ENSGALP00000002910
ENSP00000296526	ENSGALP00000015306
ENSP00000282499	ENSGALP00000027694
ENSP00000264357	ENSGALP00000013849
ENSP00000274773	ENSGALP00000000148
ENSP00000408205	ENSGALP00000006553
ENSP00000327875	ENSGALP00000023296
ENSP00000362401	ENSGALP00000006561
ENSP00000282018	ENSGALP00000027411
ENSP00000442982	ENSGALP00000003121
ENSP00000365596	ENSGALP00000027220
ENSP00000207157	ENSGALP00000023798
ENSP00000358677	ENSGALP00000040988
ENSP00000362390	ENSGALP00000039814
ENSP00000386170	ENSGALP00000019818
ENSP00000276077	ENSGALP00000006528
ENSP00000362965	ENSGALP00000001132
ENSP00000335191	ENSGALP00000005682
ENSP00000356795	ENSGALP00000024551
ENSP00000363643	ENSGALP00000006922
ENSP00000310305	ENSGALP00000027949
ENSP00000377215	ENSGALP00000027948
ENSP00000355156	ENSGALP00000016856
ENSP00000304767	ENSGALP00000016845
ENSP00000240335	ENSGALP00000008462
ENSP00000309913	ENSGALP00000013419
ENSP00000240328	ENSGALP00000038419
ENSP00000257566	ENSGALP00000013415
ENSP00000331504	ENSGALP00000013565
ENSP00000220003	ENSGALP00000002008
ENSP00000378485	ENSGALP00000001050
ENSP00000356130	ENSGALP00000034586
ENSP00000370912	ENSGALP00000022818
ENSP00000264316	ENSGALP00000022821
ENSP00000308176	ENSGALP00000007936
ENSP00000350224	ENSGALP00000026666
ENSP00000398655	ENSGALP00000006120
ENSP00000430100	ENSGALP00000003368
ENSP00000367848	ENSGALP00000001956
ENSP00000412673	ENSGALP00000025399
ENSP00000386029	ENSGALP00000025397
ENSP00000420790	ENSGALP00000023243
ENSP00000274547	ENSGALP00000002581
ENSP00000295454	ENSGALP00000022923
ENSP00000308725	ENSGALP00000026977
ENSP00000264428	ENSGALP00000015289
ENSP00000361700	ENSGALP00000007885
ENSP00000218075	ENSGALP00000026696
ENSP00000274093	ENSGALP00000017513
ENSP00000411593	ENSGALP00000033861
ENSP00000264784	ENSGALP00000031420
ENSP00000366641	ENSGALP00000003884
ENSP00000416293	ENSGALP00000007795
ENSP00000323568	ENSGALP00000015129
ENSP00000391167	ENSGALP00000012108
ENSP00000328524	ENSGALP00000009367
ENSP00000332659	ENSGALP00000019479
ENSP00000310405	ENSGALP00000019144
ENSP00000416996	ENSGALP00000008492
ENSP00000356366	ENSGALP00000003510
ENSP00000351059	ENSGALP00000019474
ENSP00000433528	ENSGALP00000009521
ENSP00000275884	ENSGALP00000020939
ENSP00000350266	ENSGALP00000000209
ENSP00000292174	ENSGALP00000042818
ENSP00000386884	ENSGALP00000020157
ENSP00000343952	ENSGALP00000031194
ENSP00000350256	ENSGALP00000019246
ENSP00000246657	ENSGALP00000042198
ENSP00000332504	ENSGALP00000041415
ENSP00000249887	ENSGALP00000019109
ENSP00000264363	ENSGALP00000019580
ENSP00000296499	ENSGALP00000019573
ENSP00000002596	ENSGALP00000036486
ENSP00000427888	ENSGALP00000042300
ENSP00000261374	ENSGALP00000039457
ENSP00000330606	ENSGALP00000038497
ENSP00000408860	ENSGALP00000016484
ENSP00000358903	ENSGALP00000032532
ENSP00000260630	ENSGALP00000041426
ENSP00000410732	ENSGALP00000034151
ENSP00000295452	ENSGALP00000022934
ENSP00000359337	ENSGALP00000011765
ENSP00000335592	ENSGALP00000026976
ENSP00000421828	ENSGALP00000022932
ENSP00000393097	ENSGALP00000002606
ENSP00000274545	ENSGALP00000002598
ENSP00000264318	ENSGALP00000022926
ENSP00000367888	ENSGALP00000013486
ENSP00000261349	ENSGALP00000018818
ENSP00000263816	ENSGALP00000017630
ENSP00000371532	ENSGALP00000016512
ENSP00000303634	ENSGALP00000017370
ENSP00000264187	ENSGALP00000017869
ENSP00000216286	ENSGALP00000020214
ENSP00000265171	ENSGALP00000019824
ENSP00000370270	ENSGALP00000016869
ENSP00000355904	ENSGALP00000015691
ENSP00000343925	ENSGALP00000019234
ENSP00000344479	ENSGALP00000020451
ENSP00000333122	ENSGALP00000022048
ENSP00000325120	ENSGALP00000027736
ENSP00000363822	ENSGALP00000007301
ENSP00000362762	ENSGALP00000042548
ENSP00000359630	ENSGALP00000026022
ENSP00000430945	ENSGALP00000025992
ENSP00000334329	ENSGALP00000033049
ENSP00000385143	ENSGALP00000002444
ENSP00000332737	ENSGALP00000029335
ENSP00000373700	ENSGALP00000014686
ENSP00000263800	ENSGALP00000014021
ENSP00000357494	ENSGALP00000036566
ENSP00000360120	ENSGALP00000017932
ENSP00000364860	ENSGALP00000024493
ENSP00000363571	ENSGALP00000025318
ENSP00000303830	ENSGALP00000005655
ENSP00000431418	ENSGALP00000021606
ENSP00000380227	ENSGALP00000014591
ENSP00000261023	ENSGALP00000004173
ENSP00000367316	ENSGALP00000014220
ENSP00000262407	ENSGALP00000040950
ENSP00000386896	ENSGALP00000037814
ENSP00000327290	ENSGALP00000012982
ENSP00000296585	ENSGALP00000023991
ENSP00000264072	ENSGALP00000042088
ENSP00000347198	ENSGALP00000015959
ENSP00000289968	ENSGALP00000009572
ENSP00000412461	ENSGALP00000009890
ENSP00000378611	ENSGALP00000018112
ENSP00000386911	ENSGALP00000000183
ENSP00000217133	ENSGALP00000012034
ENSP00000357651	ENSGALP00000024172
ENSP00000451560	ENSGALP00000000073
ENSP00000318697	ENSGALP00000042665
ENSP00000260126	ENSGALP00000025085
ENSP00000217159	ENSGALP00000038918
ENSP00000370964	ENSGALP00000021444
ENSP00000289575	ENSGALP00000027908
ENSP00000311291	ENSGALP00000043329
ENSP00000410257	ENSGALP00000030644
ENSP00000390600	ENSGALP00000038088
ENSP00000307599	ENSGALP00000042115
ENSP00000396320	ENSGALP00000039883
ENSP00000349973	ENSGALP00000017912
ENSP00000283254	ENSGALP00000017960
ENSP00000386306	ENSGALP00000017788
ENSP00000346534	ENSGALP00000017914
ENSP00000355192	ENSGALP00000001033
ENSP00000334198	ENSGALP00000008367
ENSP00000385019	ENSGALP00000019769
ENSP00000352011	ENSGALP00000012318
ENSP00000288139	ENSGALP00000035486
ENSP00000266376	ENSGALP00000021230
ENSP00000276198	ENSGALP00000009390
ENSP00000367959	ENSGALP00000027400
ENSP00000258400	ENSGALP00000012437
ENSP00000354859	ENSGALP00000012625
ENSP00000373169	ENSGALP00000040947
ENSP00000176183	ENSGALP00000008142
ENSP00000255380	ENSGALP00000017509
ENSP00000372750	ENSGALP00000015685
ENSP00000399745	ENSGALP00000020999
ENSP00000409378	ENSGALP00000013605
ENSP00000380247	ENSGALP00000007873
ENSP00000342560	ENSGALP00000008286
ENSP00000407193	ENSGALP00000006654
ENSP00000216124	ENSGALP00000015844
ENSP00000217961	ENSGALP00000026779
ENSP00000333395	ENSGALP00000008997
ENSP00000264914	ENSGALP00000037820
ENSP00000264638	ENSGALP00000004930
ENSP00000422533	ENSGALP00000018445
ENSP00000322270	ENSGALP00000037893
ENSP00000359778	ENSGALP00000014437
ENSP00000332900	ENSGALP00000001622
ENSP00000373464	ENSGALP00000039637
ENSP00000342981	ENSGALP00000001725
ENSP00000335156	ENSGALP00000001637
ENSP00000377699	ENSGALP00000010309
ENSP00000356581	ENSGALP00000036714
ENSP00000369198	ENSGALP00000026589
ENSP00000296795	ENSGALP00000043092
ENSP00000363089	ENSGALP00000011319
ENSP00000256447	ENSGALP00000037878
ENSP00000440643	ENSGALP00000015286
ENSP00000370034	ENSGALP00000035830
ENSP00000438284	ENSGALP00000018787
ENSP00000360502	ENSGALP00000010688
ENSP00000420295	ENSGALP00000032161
ENSP00000347046	ENSGALP00000019524
ENSP00000364361	ENSGALP00000015199
ENSP00000379975	ENSGALP00000027964
ENSP00000451263	ENSGALP00000019976
ENSP00000355583	ENSGALP00000017905
ENSP00000288602	ENSGALP00000020950
ENSP00000339952	ENSGALP00000013281
ENSP00000381958	ENSGALP00000009104
ENSP00000448689	ENSGALP00000041729
ENSP00000265026	ENSGALP00000010750
ENSP00000310722	ENSGALP00000024805
ENSP00000358335	ENSGALP00000025101
ENSP00000215743	ENSGALP00000009583
ENSP00000286614	ENSGALP00000025571
ENSP00000246186	ENSGALP00000002915
ENSP00000219271	ENSGALP00000001487
ENSP00000260302	ENSGALP00000027710
ENSP00000353767	ENSGALP00000003874
ENSP00000260229	ENSGALP00000027709
ENSP00000288135	ENSGALP00000022531
ENSP00000257290	ENSGALP00000009175
ENSP00000241453	ENSGALP00000027559
ENSP00000339824	ENSGALP00000001710
ENSP00000292408	ENSGALP00000025286
ENSP00000393312	ENSGALP00000005237
ENSP00000282397	ENSGALP00000027556
ENSP00000263923	ENSGALP00000022522
ENSP00000261937	ENSGALP00000009174
ENSP00000303887	ENSGALP00000016290
ENSP00000337697	ENSGALP00000012962
ENSP00000339740	ENSGALP00000019616
ENSP00000381412	ENSGALP00000009006
ENSP00000319060	ENSGALP00000008145
ENSP00000419195	ENSGALP00000034774
ENSP00000282356	ENSGALP00000000322
ENSP00000291041	ENSGALP00000002511
ENSP00000394484	ENSGALP00000019665
ENSP00000368124	ENSGALP00000016024
ENSP00000256460	ENSGALP00000010784
ENSP00000009105	ENSGALP00000002009
ENSP00000411565	ENSGALP00000027441
ENSP00000370648	ENSGALP00000030955
ENSP00000368173	ENSGALP00000006376
ENSP00000457230	ENSGALP00000008618
ENSP00000334113	ENSGALP00000026866
ENSP00000155926	ENSGALP00000036105
ENSP00000312150	ENSGALP00000026263
ENSP00000270112	ENSGALP00000025548
ENSP00000362221	ENSGALP00000040176
ENSP00000353646	ENSGALP00000039376
ENSP00000279024	ENSGALP00000038446
ENSP00000261402	ENSGALP00000020639
ENSP00000356125	ENSGALP00000000960
ENSP00000346148	ENSGALP00000023897
ENSP00000430276	ENSGALP00000010580
ENSP00000328118	ENSGALP00000014211
ENSP00000315371	ENSGALP00000005939
ENSP00000409126	ENSGALP00000015678
ENSP00000376705	ENSGALP00000018946
ENSP00000256737	ENSGALP00000041245
ENSP00000332788	ENSGALP00000006793
ENSP00000325929	ENSGALP00000027564
ENSP00000263925	ENSGALP00000022552
ENSP00000302935	ENSGALP00000010303
ENSP00000363921	ENSGALP00000011528
ENSP00000439807	ENSGALP00000041845
ENSP00000323816	ENSGALP00000021819
ENSP00000242057	ENSGALP00000017595
ENSP00000348460	ENSGALP00000043219
ENSP00000290399	ENSGALP00000025802
ENSP00000358210	ENSGALP00000024893
ENSP00000263734	ENSGALP00000016234
ENSP00000437955	ENSGALP00000019338
ENSP00000266503	ENSGALP00000022780
ENSP00000351407	ENSGALP00000028462
ENSP00000307479	ENSGALP00000010386
ENSP00000357705	ENSGALP00000041430
ENSP00000291700	ENSGALP00000033025
ENSP00000320430	ENSGALP00000024131
ENSP00000261590	ENSGALP00000024387
ENSP00000264012	ENSGALP00000000853
ENSP00000353656	ENSGALP00000008166
ENSP00000269141	ENSGALP00000024371
ENSP00000360718	ENSGALP00000017177
ENSP00000282878	ENSGALP00000023703
ENSP00000331748	ENSGALP00000041910
ENSP00000300935	ENSGALP00000041790
ENSP00000264710	ENSGALP00000036002
ENSP00000210187	ENSGALP00000039626
ENSP00000376390	ENSGALP00000042150
ENSP00000368332	ENSGALP00000042064
ENSP00000226382	ENSGALP00000036658
ENSP00000370990	ENSGALP00000026898
ENSP00000374240	ENSGALP00000042765
ENSP00000401653	ENSGALP00000041053
ENSP00000358807	ENSGALP00000041364
ENSP00000315417	ENSGALP00000041112
ENSP00000311492	ENSGALP00000020477
ENSP00000302814	ENSGALP00000041379
ENSP00000361547	ENSGALP00000041949
ENSP00000239461	ENSGALP00000005255
ENSP00000376436	ENSGALP00000001717
ENSP00000357175	ENSGALP00000000943
ENSP00000430271	ENSGALP00000042538
ENSP00000295727	ENSGALP00000042848
ENSP00000433488	ENSGALP00000001745
ENSP00000414150	ENSGALP00000029713
ENSP00000306894	ENSGALP00000009251
ENSP00000321835	ENSGALP00000001801
ENSP00000405327	ENSGALP00000030567
ENSP00000425658	ENSGALP00000019282
ENSP00000262457	ENSGALP00000030342
ENSP00000382379	ENSGALP00000018290
ENSP00000267116	ENSGALP00000023054
ENSP00000265709	ENSGALP00000005673
ENSP00000280772	ENSGALP00000040238
ENSP00000349588	ENSGALP00000019635
ENSP00000459943	ENSGALP00000002221
ENSP00000360689	ENSGALP00000023517
ENSP00000311579	ENSGALP00000018629
ENSP00000295101	ENSGALP00000020449
ENSP00000433295	ENSGALP00000001788
ENSP00000477437	ENSGALP00000025820
ENSP00000243457	ENSGALP00000006967
ENSP00000306497	ENSGALP00000019985
ENSP00000463778	ENSGALP00000007506
ENSP00000427015	ENSGALP00000018680
ENSP00000262752	ENSGALP00000011476
ENSP00000376432	ENSGALP00000001765
ENSP00000331698	ENSGALP00000025821
ENSP00000376438	ENSGALP00000006963
ENSP00000345708	ENSGALP00000032081
ENSP00000240662	ENSGALP00000042246
ENSP00000361014	ENSGALP00000016979
ENSP00000250896	ENSGALP00000006100
ENSP00000356070	ENSGALP00000001295
ENSP00000396467	ENSGALP00000003578
ENSP00000449381	ENSGALP00000007550
ENSP00000260637	ENSGALP00000017229
ENSP00000226444	ENSGALP00000019259
ENSP00000332565	ENSGALP00000022903
ENSP00000337907	ENSGALP00000011969
ENSP00000381425	ENSGALP00000003758
ENSP00000387278	ENSGALP00000013664
ENSP00000261681	ENSGALP00000015593
ENSP00000269095	ENSGALP00000004310
ENSP00000222644	ENSGALP00000017877
ENSP00000367408	ENSGALP00000026115
ENSP00000358547	ENSGALP00000008114
ENSP00000345731	ENSGALP00000011181
ENSP00000362442	ENSGALP00000005606
ENSP00000392660	ENSGALP00000023759
ENSP00000357131	ENSGALP00000022662
ENSP00000356671	ENSGALP00000007292
ENSP00000372221	ENSGALP00000020970
ENSP00000295777	ENSGALP00000015400
ENSP00000338967	ENSGALP00000035828
ENSP00000415786	ENSGALP00000008232
ENSP00000428316	ENSGALP00000027435
ENSP00000338785	ENSGALP00000027514
ENSP00000276297	ENSGALP00000022258
ENSP00000363727	ENSGALP00000007270
ENSP00000401645	ENSGALP00000020952
ENSP00000370115	ENSGALP00000020954
ENSP00000261890	ENSGALP00000012298
ENSP00000354376	ENSGALP00000040834
ENSP00000355651	ENSGALP00000018038
ENSP00000362946	ENSGALP00000002234
ENSP00000322594	ENSGALP00000027673
ENSP00000319781	ENSGALP00000008024
ENSP00000440167	ENSGALP00000020930
ENSP00000285199	ENSGALP00000028052
ENSP00000334808	ENSGALP00000025448
ENSP00000265560	ENSGALP00000006016
ENSP00000401197	ENSGALP00000011018
ENSP00000426548	ENSGALP00000020111
ENSP00000353129	ENSGALP00000022959
ENSP00000394390	ENSGALP00000007835
ENSP00000384367	ENSGALP00000024361
ENSP00000316482	ENSGALP00000027863
ENSP00000339340	ENSGALP00000027865
ENSP00000385144	ENSGALP00000027376
ENSP00000347188	ENSGALP00000011504
ENSP00000327675	ENSGALP00000020422
ENSP00000296252	ENSGALP00000041922
ENSP00000343331	ENSGALP00000025204
ENSP00000273371	ENSGALP00000024139
ENSP00000309757	ENSGALP00000036979
ENSP00000261292	ENSGALP00000004270
ENSP00000348425	ENSGALP00000006724
ENSP00000425394	ENSGALP00000004401
ENSP00000393511	ENSGALP00000025042
ENSP00000277895	ENSGALP00000040897
ENSP00000466953	ENSGALP00000041324
ENSP00000324422	ENSGALP00000023626
ENSP00000416387	ENSGALP00000005750
ENSP00000318089	ENSGALP00000011857
ENSP00000405812	ENSGALP00000013705
ENSP00000393066	ENSGALP00000018095
ENSP00000295736	ENSGALP00000018580
ENSP00000230993	ENSGALP00000001557
ENSP00000366861	ENSGALP00000021968
ENSP00000393557	ENSGALP00000018925
ENSP00000262418	ENSGALP00000041211
ENSP00000362867	ENSGALP00000018280
ENSP00000419412	ENSGALP00000041970
ENSP00000350348	ENSGALP00000013560
ENSP00000355316	ENSGALP00000010610
ENSP00000331867	ENSGALP00000034590
ENSP00000344411	ENSGALP00000002498
ENSP00000261308	ENSGALP00000023753
ENSP00000390427	ENSGALP00000002359
ENSP00000300026	ENSGALP00000003455
ENSP00000303057	ENSGALP00000008558
ENSP00000340226	ENSGALP00000005401
ENSP00000347684	ENSGALP00000001374
ENSP00000362717	ENSGALP00000001691
ENSP00000356357	ENSGALP00000003475
ENSP00000254457	ENSGALP00000008672
ENSP00000261731	ENSGALP00000013502
ENSP00000360811	ENSGALP00000002660
ENSP00000263726	ENSGALP00000035074
ENSP00000230658	ENSGALP00000043151
ENSP00000377854	ENSGALP00000002055
ENSP00000294638	ENSGALP00000018523
ENSP00000265969	ENSGALP00000010023
ENSP00000358802	ENSGALP00000000544
ENSP00000449253	ENSGALP00000016570
ENSP00000319591	ENSGALP00000002295
ENSP00000358784	ENSGALP00000039827
ENSP00000371985	ENSGALP00000027881
ENSP00000433109	ENSGALP00000039829
ENSP00000252321	ENSGALP00000036471
ENSP00000358786	ENSGALP00000000597
ENSP00000262450	ENSGALP00000023295
ENSP00000457466	ENSGALP00000005892
ENSP00000392028	ENSGALP00000024904
ENSP00000362330	ENSGALP00000002028
ENSP00000364694	ENSGALP00000007507
ENSP00000052754	ENSGALP00000018373
ENSP00000332879	ENSGALP00000017210
ENSP00000367292	ENSGALP00000014168
ENSP00000347041	ENSGALP00000005598
ENSP00000266718	ENSGALP00000018370
ENSP00000266719	ENSGALP00000018369
ENSP00000343924	ENSGALP00000005607
ENSP00000364700	ENSGALP00000040631
ENSP00000308315	ENSGALP00000017309
ENSP00000378235	ENSGALP00000002688
ENSP00000355109	ENSGALP00000015080
ENSP00000468304	ENSGALP00000004659
ENSP00000216237	ENSGALP00000019511
ENSP00000402107	ENSGALP00000001451
ENSP00000431962	ENSGALP00000022655
ENSP00000251900	ENSGALP00000026636
ENSP00000209884	ENSGALP00000005545
ENSP00000423897	ENSGALP00000028876
ENSP00000362206	ENSGALP00000011127
ENSP00000367075	ENSGALP00000027277
ENSP00000273963	ENSGALP00000017930
ENSP00000312397	ENSGALP00000010048
ENSP00000424198	ENSGALP00000015537
ENSP00000343930	ENSGALP00000003437
ENSP00000232766	ENSGALP00000008945
ENSP00000293303	ENSGALP00000005725
ENSP00000167588	ENSGALP00000006089
ENSP00000355124	ENSGALP00000006093
ENSP00000251643	ENSGALP00000006097
ENSP00000311336	ENSGALP00000040391
ENSP00000371084	ENSGALP00000022980
ENSP00000445359	ENSGALP00000039013
ENSP00000420387	ENSGALP00000027136
ENSP00000332756	ENSGALP00000010676
ENSP00000296522	ENSGALP00000031565
ENSP00000220764	ENSGALP00000025600
ENSP00000265322	ENSGALP00000018712
ENSP00000219481	ENSGALP00000004219
ENSP00000324287	ENSGALP00000011389
ENSP00000346733	ENSGALP00000002713
ENSP00000239440	ENSGALP00000004038
ENSP00000350297	ENSGALP00000026250
ENSP00000281419	ENSGALP00000026436
ENSP00000338769	ENSGALP00000043245
ENSP00000262426	ENSGALP00000009187
ENSP00000328720	ENSGALP00000007086
ENSP00000312663	ENSGALP00000023037
ENSP00000250699	ENSGALP00000022064
ENSP00000265371	ENSGALP00000011550
ENSP00000353582	ENSGALP00000014032
ENSP00000321573	ENSGALP00000024578
ENSP00000296955	ENSGALP00000023996
ENSP00000356771	ENSGALP00000024492
ENSP00000353393	ENSGALP00000031772
ENSP00000369320	ENSGALP00000026614
ENSP00000268150	ENSGALP00000010820
ENSP00000296591	ENSGALP00000025153
ENSP00000360985	ENSGALP00000007416
ENSP00000354398	ENSGALP00000011471
ENSP00000248901	ENSGALP00000020330
ENSP00000437554	ENSGALP00000021140
ENSP00000273221	ENSGALP00000008067
ENSP00000304586	ENSGALP00000000913
ENSP00000256707	ENSGALP00000026414
ENSP00000274457	ENSGALP00000013346
ENSP00000307298	ENSGALP00000042401
ENSP00000297837	ENSGALP00000021524
ENSP00000387593	ENSGALP00000000647
ENSP00000345530	ENSGALP00000006925
ENSP00000383199	ENSGALP00000004596
ENSP00000352069	ENSGALP00000000989
ENSP00000354621	ENSGALP00000007405
ENSP00000379228	ENSGALP00000020143
ENSP00000260983	ENSGALP00000012889
ENSP00000348714	ENSGALP00000016685
ENSP00000429084	ENSGALP00000025803
ENSP00000351539	ENSGALP00000017393
ENSP00000409107	ENSGALP00000036650
ENSP00000366902	ENSGALP00000000907
ENSP00000338807	ENSGALP00000024158
ENSP00000364895	ENSGALP00000039023
ENSP00000433457	ENSGALP00000002045
ENSP00000387757	ENSGALP00000039243
ENSP00000362609	ENSGALP00000005397
ENSP00000245663	ENSGALP00000009765
ENSP00000387462	ENSGALP00000025350
ENSP00000360777	ENSGALP00000003041
ENSP00000409667	ENSGALP00000025590
ENSP00000347792	ENSGALP00000022272
ENSP00000384534	ENSGALP00000037431
ENSP00000413937	ENSGALP00000004309
ENSP00000362115	ENSGALP00000002441
ENSP00000360154	ENSGALP00000039750
ENSP00000380044	ENSGALP00000029961
ENSP00000267890	ENSGALP00000014934
ENSP00000469880	ENSGALP00000014939
ENSP00000343027	ENSGALP00000013640
ENSP00000358867	ENSGALP00000000054
ENSP00000312999	ENSGALP00000007379
ENSP00000248996	ENSGALP00000010857
ENSP00000262494	ENSGALP00000004997
ENSP00000251337	ENSGALP00000041418
ENSP00000232461	ENSGALP00000043257
ENSP00000381339	ENSGALP00000013713
ENSP00000286548	ENSGALP00000024446
ENSP00000078429	ENSGALP00000005115
ENSP00000365807	ENSGALP00000024445
ENSP00000400717	ENSGALP00000041749
ENSP00000359478	ENSGALP00000011951
ENSP00000366084	ENSGALP00000027258
ENSP00000285238	ENSGALP00000012150
ENSP00000374467	ENSGALP00000009950
ENSP00000382423	ENSGALP00000023686
ENSP00000365005	ENSGALP00000043063
