ENSACAP00000008923	ENSLOCP00000011371
ENSACAP00000005978	ENSLOCP00000007842
ENSACAP00000010390	ENSLOCP00000013807
ENSACAP00000002143	ENSLOCP00000020791
ENSACAP00000004898	ENSLOCP00000006564
ENSACAP00000013191	ENSLOCP00000004753
ENSACAP00000015784	ENSLOCP00000021807
ENSACAP00000011070	ENSLOCP00000009916
ENSACAP00000011953	ENSLOCP00000006623
ENSACAP00000017062	ENSLOCP00000015012
ENSACAP00000007954	ENSLOCP00000013772
ENSACAP00000004740	ENSLOCP00000009271
ENSACAP00000012541	ENSLOCP00000010941
ENSACAP00000013970	ENSLOCP00000020106
ENSACAP00000005368	ENSLOCP00000015749
ENSACAP00000008326	ENSLOCP00000017935
ENSACAP00000008793	ENSLOCP00000008208
ENSACAP00000002226	ENSLOCP00000009777
ENSACAP00000011561	ENSLOCP00000015973
ENSACAP00000009051	ENSLOCP00000005535
ENSACAP00000007769	ENSLOCP00000011567
ENSACAP00000006623	ENSLOCP00000000887
ENSACAP00000004269	ENSLOCP00000013564
ENSACAP00000010831	ENSLOCP00000011526
ENSACAP00000014003	ENSLOCP00000021186
ENSACAP00000010317	ENSLOCP00000001972
ENSACAP00000011483	ENSLOCP00000009148
ENSACAP00000000584	ENSLOCP00000017524
ENSACAP00000011302	ENSLOCP00000002279
ENSACAP00000015868	ENSLOCP00000003631
ENSACAP00000016043	ENSLOCP00000015661
ENSACAP00000012816	ENSLOCP00000010243
ENSACAP00000015758	ENSLOCP00000013975
ENSACAP00000005422	ENSLOCP00000016753
ENSACAP00000000036	ENSLOCP00000020847
ENSACAP00000012738	ENSLOCP00000017292
ENSACAP00000009405	ENSLOCP00000018034
ENSACAP00000001109	ENSLOCP00000004198
ENSACAP00000002447	ENSLOCP00000020781
ENSACAP00000007854	ENSLOCP00000010897
ENSACAP00000001259	ENSLOCP00000017194
ENSACAP00000002290	ENSLOCP00000016367
ENSACAP00000000768	ENSLOCP00000009491
ENSACAP00000013093	ENSLOCP00000015209
ENSACAP00000013092	ENSLOCP00000015381
ENSACAP00000000270	ENSLOCP00000001734
ENSACAP00000009808	ENSLOCP00000014577
ENSACAP00000009140	ENSLOCP00000001036
ENSACAP00000009558	ENSLOCP00000012670
ENSACAP00000003745	ENSLOCP00000003647
ENSACAP00000011659	ENSLOCP00000005553
ENSACAP00000013937	ENSLOCP00000006266
ENSACAP00000004464	ENSLOCP00000018265
ENSACAP00000016365	ENSLOCP00000013160
ENSACAP00000004155	ENSLOCP00000021454
ENSACAP00000011182	ENSLOCP00000015698
ENSACAP00000015436	ENSLOCP00000008621
ENSACAP00000010772	ENSLOCP00000012193
ENSACAP00000013661	ENSLOCP00000009625
ENSACAP00000011705	ENSLOCP00000015823
ENSACAP00000017429	ENSLOCP00000004977
ENSACAP00000011510	ENSLOCP00000007822
ENSACAP00000015955	ENSLOCP00000004133
ENSACAP00000009973	ENSLOCP00000009537
ENSACAP00000016898	ENSLOCP00000003894
ENSACAP00000001330	ENSLOCP00000018796
ENSACAP00000015363	ENSLOCP00000009411
ENSACAP00000003137	ENSLOCP00000010473
ENSACAP00000006909	ENSLOCP00000018468
ENSACAP00000008166	ENSLOCP00000014380
ENSACAP00000002445	ENSLOCP00000015135
ENSACAP00000004544	ENSLOCP00000019208
ENSACAP00000015556	ENSLOCP00000016688
ENSACAP00000013437	ENSLOCP00000010543
ENSACAP00000003901	ENSLOCP00000019886
ENSACAP00000015005	ENSLOCP00000008388
ENSACAP00000015866	ENSLOCP00000019729
ENSACAP00000010978	ENSLOCP00000015193
ENSACAP00000009127	ENSLOCP00000013235
ENSACAP00000002136	ENSLOCP00000003310
ENSACAP00000007078	ENSLOCP00000009642
ENSACAP00000011296	ENSLOCP00000015200
ENSACAP00000008933	ENSLOCP00000013414
ENSACAP00000017242	ENSLOCP00000007750
ENSACAP00000005917	ENSLOCP00000012058
ENSACAP00000018523	ENSLOCP00000012047
ENSACAP00000008423	ENSLOCP00000005126
ENSACAP00000004024	ENSLOCP00000015739
ENSACAP00000000915	ENSLOCP00000011763
ENSACAP00000001445	ENSLOCP00000013417
ENSACAP00000005565	ENSLOCP00000008735
ENSACAP00000016958	ENSLOCP00000018926
ENSACAP00000000047	ENSLOCP00000002380
ENSACAP00000010947	ENSLOCP00000010273
ENSACAP00000007404	ENSLOCP00000008927
ENSACAP00000016195	ENSLOCP00000015083
ENSACAP00000014475	ENSLOCP00000013427
ENSACAP00000009706	ENSLOCP00000013405
ENSACAP00000012477	ENSLOCP00000014419
ENSACAP00000005001	ENSLOCP00000011961
ENSACAP00000012240	ENSLOCP00000004195
ENSACAP00000016711	ENSLOCP00000021036
ENSACAP00000001150	ENSLOCP00000010276
ENSACAP00000003826	ENSLOCP00000002759
ENSACAP00000007886	ENSLOCP00000002678
ENSACAP00000014182	ENSLOCP00000020335
ENSACAP00000002463	ENSLOCP00000007173
ENSACAP00000012013	ENSLOCP00000009198
ENSACAP00000015861	ENSLOCP00000022442
ENSACAP00000001489	ENSLOCP00000021244
ENSACAP00000012831	ENSLOCP00000022105
ENSACAP00000003056	ENSLOCP00000015425
ENSACAP00000014401	ENSLOCP00000018496
ENSACAP00000016530	ENSLOCP00000006733
ENSACAP00000009521	ENSLOCP00000009474
ENSACAP00000011975	ENSLOCP00000009877
ENSACAP00000009366	ENSLOCP00000020581
ENSACAP00000003789	ENSLOCP00000019930
ENSACAP00000007630	ENSLOCP00000015054
ENSACAP00000016542	ENSLOCP00000005635
ENSACAP00000008956	ENSLOCP00000005955
ENSACAP00000016703	ENSLOCP00000020917
ENSACAP00000003036	ENSLOCP00000005238
ENSACAP00000002399	ENSLOCP00000012891
ENSACAP00000019010	ENSLOCP00000018238
ENSACAP00000001987	ENSLOCP00000019012
ENSACAP00000003082	ENSLOCP00000019274
ENSACAP00000015362	ENSLOCP00000016596
ENSACAP00000016369	ENSLOCP00000001700
ENSACAP00000011043	ENSLOCP00000006984
ENSACAP00000013004	ENSLOCP00000017080
ENSACAP00000003390	ENSLOCP00000012102
ENSACAP00000004967	ENSLOCP00000020826
ENSACAP00000019819	ENSLOCP00000002250
ENSACAP00000002655	ENSLOCP00000007606
ENSACAP00000012249	ENSLOCP00000000857
ENSACAP00000004673	ENSLOCP00000011928
ENSACAP00000016527	ENSLOCP00000018692
ENSACAP00000004999	ENSLOCP00000014689
ENSACAP00000015120	ENSLOCP00000013210
ENSACAP00000012626	ENSLOCP00000007866
ENSACAP00000004310	ENSLOCP00000003902
ENSACAP00000002105	ENSLOCP00000014598
ENSACAP00000006489	ENSLOCP00000019401
ENSACAP00000002303	ENSLOCP00000017663
ENSACAP00000007495	ENSLOCP00000013094
ENSACAP00000002651	ENSLOCP00000018207
ENSACAP00000003063	ENSLOCP00000016635
ENSACAP00000014139	ENSLOCP00000020116
ENSACAP00000007491	ENSLOCP00000005625
ENSACAP00000017883	ENSLOCP00000020009
ENSACAP00000000066	ENSLOCP00000001808
ENSACAP00000004268	ENSLOCP00000015358
ENSACAP00000001782	ENSLOCP00000020002
ENSACAP00000013923	ENSLOCP00000020345
ENSACAP00000019136	ENSLOCP00000022003
ENSACAP00000010435	ENSLOCP00000006672
ENSACAP00000009778	ENSLOCP00000005285
ENSACAP00000009844	ENSLOCP00000015798
ENSACAP00000001857	ENSLOCP00000000296
ENSACAP00000011410	ENSLOCP00000018075
ENSACAP00000007080	ENSLOCP00000008695
ENSACAP00000022871	ENSLOCP00000007022
ENSACAP00000009064	ENSLOCP00000011254
ENSACAP00000005380	ENSLOCP00000018914
ENSACAP00000019087	ENSLOCP00000019666
ENSACAP00000013893	ENSLOCP00000015663
ENSACAP00000006887	ENSLOCP00000014542
ENSACAP00000001440	ENSLOCP00000015911
ENSACAP00000003722	ENSLOCP00000004353
ENSACAP00000008455	ENSLOCP00000007005
ENSACAP00000012609	ENSLOCP00000012753
ENSACAP00000005901	ENSLOCP00000007541
ENSACAP00000012151	ENSLOCP00000020459
ENSACAP00000009633	ENSLOCP00000012373
ENSACAP00000004927	ENSLOCP00000004946
ENSACAP00000007923	ENSLOCP00000019830
ENSACAP00000009849	ENSLOCP00000013760
ENSACAP00000014832	ENSLOCP00000016037
ENSACAP00000014324	ENSLOCP00000009643
ENSACAP00000000168	ENSLOCP00000010667
ENSACAP00000017669	ENSLOCP00000002614
ENSACAP00000004261	ENSLOCP00000002550
ENSACAP00000008061	ENSLOCP00000017900
ENSACAP00000001719	ENSLOCP00000002591
ENSACAP00000006498	ENSLOCP00000008576
ENSACAP00000014835	ENSLOCP00000007233
ENSACAP00000000835	ENSLOCP00000003314
ENSACAP00000007204	ENSLOCP00000001523
ENSACAP00000010253	ENSLOCP00000007255
ENSACAP00000010186	ENSLOCP00000012798
ENSACAP00000007255	ENSLOCP00000001981
ENSACAP00000010458	ENSLOCP00000021258
ENSACAP00000001837	ENSLOCP00000012975
ENSACAP00000002669	ENSLOCP00000005981
ENSACAP00000005549	ENSLOCP00000006207
ENSACAP00000007915	ENSLOCP00000007779
ENSACAP00000011871	ENSLOCP00000018327
ENSACAP00000009353	ENSLOCP00000009036
ENSACAP00000017686	ENSLOCP00000015484
ENSACAP00000000014	ENSLOCP00000008022
ENSACAP00000000277	ENSLOCP00000016741
ENSACAP00000010444	ENSLOCP00000007276
ENSACAP00000016468	ENSLOCP00000008820
ENSACAP00000002264	ENSLOCP00000011546
ENSACAP00000012062	ENSLOCP00000020479
ENSACAP00000004925	ENSLOCP00000005002
ENSACAP00000001413	ENSLOCP00000017249
ENSACAP00000011597	ENSLOCP00000015787
ENSACAP00000013863	ENSLOCP00000021591
ENSACAP00000012497	ENSLOCP00000021521
ENSACAP00000000619	ENSLOCP00000006154
ENSACAP00000007830	ENSLOCP00000000997
ENSACAP00000000725	ENSLOCP00000018639
ENSACAP00000008485	ENSLOCP00000005460
ENSACAP00000008506	ENSLOCP00000005443
ENSACAP00000009455	ENSLOCP00000011840
ENSACAP00000004668	ENSLOCP00000014904
ENSACAP00000009577	ENSLOCP00000022257
ENSACAP00000014105	ENSLOCP00000021544
ENSACAP00000021915	ENSLOCP00000011146
ENSACAP00000002518	ENSLOCP00000008013
ENSACAP00000017431	ENSLOCP00000016029
ENSACAP00000005335	ENSLOCP00000001110
ENSACAP00000000172	ENSLOCP00000010697
ENSACAP00000021998	ENSLOCP00000010768
ENSACAP00000005744	ENSLOCP00000002049
ENSACAP00000003819	ENSLOCP00000010084
ENSACAP00000017155	ENSLOCP00000003289
ENSACAP00000016599	ENSLOCP00000009951
ENSACAP00000000849	ENSLOCP00000004287
ENSACAP00000011017	ENSLOCP00000021483
ENSACAP00000008424	ENSLOCP00000021731
ENSACAP00000000652	ENSLOCP00000021640
ENSACAP00000011555	ENSLOCP00000021841
ENSACAP00000004383	ENSLOCP00000002157
ENSACAP00000015904	ENSLOCP00000021865
ENSACAP00000020176	ENSLOCP00000002010
ENSACAP00000016506	ENSLOCP00000013554
ENSACAP00000001908	ENSLOCP00000007259
ENSACAP00000003730	ENSLOCP00000010096
ENSACAP00000000700	ENSLOCP00000020676
ENSACAP00000015194	ENSLOCP00000012322
ENSACAP00000020756	ENSLOCP00000012538
ENSACAP00000001223	ENSLOCP00000013162
ENSACAP00000003634	ENSLOCP00000018025
ENSACAP00000013499	ENSLOCP00000017145
ENSACAP00000004851	ENSLOCP00000005543
ENSACAP00000004839	ENSLOCP00000021885
ENSACAP00000002051	ENSLOCP00000011828
ENSACAP00000013123	ENSLOCP00000012982
ENSACAP00000000452	ENSLOCP00000006309
ENSACAP00000016687	ENSLOCP00000011941
ENSACAP00000010205	ENSLOCP00000013165
ENSACAP00000019739	ENSLOCP00000014913
ENSACAP00000012073	ENSLOCP00000008459
ENSACAP00000006632	ENSLOCP00000009863
ENSACAP00000001728	ENSLOCP00000004878
ENSACAP00000006031	ENSLOCP00000017627
ENSACAP00000000263	ENSLOCP00000014903
ENSACAP00000001786	ENSLOCP00000007018
ENSACAP00000011820	ENSLOCP00000021147
ENSACAP00000008978	ENSLOCP00000017073
ENSACAP00000005569	ENSLOCP00000005429
ENSACAP00000001443	ENSLOCP00000017254
ENSACAP00000005571	ENSLOCP00000020856
ENSACAP00000014860	ENSLOCP00000011169
ENSACAP00000018384	ENSLOCP00000018485
ENSACAP00000017214	ENSLOCP00000009957
ENSACAP00000017215	ENSLOCP00000009942
ENSACAP00000020150	ENSLOCP00000008975
ENSACAP00000000843	ENSLOCP00000018502
ENSACAP00000005646	ENSLOCP00000014936
ENSACAP00000010957	ENSLOCP00000014302
ENSACAP00000015336	ENSLOCP00000011819
ENSACAP00000008357	ENSLOCP00000018315
ENSACAP00000004388	ENSLOCP00000020135
ENSACAP00000009976	ENSLOCP00000009669
ENSACAP00000008299	ENSLOCP00000008311
ENSACAP00000003021	ENSLOCP00000003424
ENSACAP00000010061	ENSLOCP00000017186
ENSACAP00000013982	ENSLOCP00000005119
ENSACAP00000013128	ENSLOCP00000014051
ENSACAP00000016601	ENSLOCP00000009992
ENSACAP00000001022	ENSLOCP00000005779
ENSACAP00000015433	ENSLOCP00000017618
ENSACAP00000014926	ENSLOCP00000008654
ENSACAP00000005981	ENSLOCP00000009113
ENSACAP00000003727	ENSLOCP00000004128
ENSACAP00000015674	ENSLOCP00000003027
ENSACAP00000013506	ENSLOCP00000003388
ENSACAP00000012700	ENSLOCP00000018583
ENSACAP00000016402	ENSLOCP00000012849
ENSACAP00000006256	ENSLOCP00000003810
ENSACAP00000014552	ENSLOCP00000009561
ENSACAP00000004682	ENSLOCP00000020218
ENSACAP00000017566	ENSLOCP00000005734
ENSACAP00000001885	ENSLOCP00000006436
ENSACAP00000008344	ENSLOCP00000002327
ENSACAP00000002828	ENSLOCP00000009269
ENSACAP00000015245	ENSLOCP00000005326
ENSACAP00000005132	ENSLOCP00000009769
ENSACAP00000015356	ENSLOCP00000000485
ENSACAP00000014493	ENSLOCP00000014155
ENSACAP00000001398	ENSLOCP00000020437
ENSACAP00000014855	ENSLOCP00000012459
ENSACAP00000008381	ENSLOCP00000014325
ENSACAP00000002481	ENSLOCP00000015140
ENSACAP00000001969	ENSLOCP00000015323
ENSACAP00000006041	ENSLOCP00000013194
ENSACAP00000007373	ENSLOCP00000016393
ENSACAP00000005272	ENSLOCP00000009912
ENSACAP00000012561	ENSLOCP00000014388
ENSACAP00000022061	ENSLOCP00000009963
ENSACAP00000008278	ENSLOCP00000012944
ENSACAP00000013040	ENSLOCP00000014301
ENSACAP00000008652	ENSLOCP00000000670
ENSACAP00000019585	ENSLOCP00000006587
ENSACAP00000009394	ENSLOCP00000012677
ENSACAP00000000341	ENSLOCP00000018035
ENSACAP00000001765	ENSLOCP00000019657
ENSACAP00000016977	ENSLOCP00000008636
ENSACAP00000011064	ENSLOCP00000004070
ENSACAP00000005583	ENSLOCP00000009989
ENSACAP00000009413	ENSLOCP00000020658
ENSACAP00000013322	ENSLOCP00000014224
ENSACAP00000009323	ENSLOCP00000009133
ENSACAP00000002665	ENSLOCP00000019067
ENSACAP00000003406	ENSLOCP00000015123
ENSACAP00000007170	ENSLOCP00000016980
ENSACAP00000000718	ENSLOCP00000017834
ENSACAP00000007980	ENSLOCP00000010844
ENSACAP00000010382	ENSLOCP00000014450
ENSACAP00000012320	ENSLOCP00000005234
ENSACAP00000012036	ENSLOCP00000007632
ENSACAP00000021598	ENSLOCP00000009754
ENSACAP00000022360	ENSLOCP00000004638
ENSACAP00000009538	ENSLOCP00000009852
ENSACAP00000007755	ENSLOCP00000016094
ENSACAP00000016824	ENSLOCP00000008391
ENSACAP00000005950	ENSLOCP00000022194
ENSACAP00000015821	ENSLOCP00000013985
ENSACAP00000014278	ENSLOCP00000021859
ENSACAP00000005389	ENSLOCP00000019001
ENSACAP00000004993	ENSLOCP00000004379
ENSACAP00000006172	ENSLOCP00000006388
ENSACAP00000016279	ENSLOCP00000022106
ENSACAP00000019298	ENSLOCP00000005980
ENSACAP00000004007	ENSLOCP00000021500
ENSACAP00000006976	ENSLOCP00000022427
ENSACAP00000017670	ENSLOCP00000013476
ENSACAP00000001502	ENSLOCP00000020432
ENSACAP00000002448	ENSLOCP00000012507
ENSACAP00000012363	ENSLOCP00000020805
ENSACAP00000004805	ENSLOCP00000004909
ENSACAP00000009191	ENSLOCP00000014313
ENSACAP00000003586	ENSLOCP00000004174
ENSACAP00000007623	ENSLOCP00000022277
ENSACAP00000015934	ENSLOCP00000022413
ENSACAP00000010466	ENSLOCP00000014278
ENSACAP00000005119	ENSLOCP00000013243
ENSACAP00000005673	ENSLOCP00000019809
ENSACAP00000003108	ENSLOCP00000008562
ENSACAP00000001740	ENSLOCP00000008120
ENSACAP00000009892	ENSLOCP00000010398
ENSACAP00000009832	ENSLOCP00000017580
ENSACAP00000001533	ENSLOCP00000019770
ENSACAP00000023457	ENSLOCP00000017456
ENSACAP00000014163	ENSLOCP00000021042
ENSACAP00000012331	ENSLOCP00000017313
ENSACAP00000000021	ENSLOCP00000020564
ENSACAP00000017182	ENSLOCP00000017481
ENSACAP00000006834	ENSLOCP00000019449
ENSACAP00000017652	ENSLOCP00000012665
ENSACAP00000012324	ENSLOCP00000001288
ENSACAP00000012525	ENSLOCP00000005720
ENSACAP00000008042	ENSLOCP00000009453
ENSACAP00000006798	ENSLOCP00000011229
ENSACAP00000014416	ENSLOCP00000009611
ENSACAP00000005031	ENSLOCP00000004361
ENSACAP00000003291	ENSLOCP00000010853
ENSACAP00000013732	ENSLOCP00000011260
ENSACAP00000011381	ENSLOCP00000003370
ENSACAP00000004356	ENSLOCP00000005633
ENSACAP00000004931	ENSLOCP00000007938
ENSACAP00000007573	ENSLOCP00000007223
ENSACAP00000020113	ENSLOCP00000013978
ENSACAP00000007150	ENSLOCP00000015878
ENSACAP00000006176	ENSLOCP00000019201
ENSACAP00000003837	ENSLOCP00000015563
ENSACAP00000016373	ENSLOCP00000014463
ENSACAP00000001236	ENSLOCP00000001706
ENSACAP00000015594	ENSLOCP00000016629
ENSACAP00000016151	ENSLOCP00000020258
ENSACAP00000009267	ENSLOCP00000017657
ENSACAP00000016037	ENSLOCP00000020255
ENSACAP00000012071	ENSLOCP00000017635
ENSACAP00000015935	ENSLOCP00000020247
ENSACAP00000008689	ENSLOCP00000013395
ENSACAP00000004719	ENSLOCP00000017774
ENSACAP00000015486	ENSLOCP00000019743
ENSACAP00000013062	ENSLOCP00000013720
ENSACAP00000008979	ENSLOCP00000014476
ENSACAP00000016633	ENSLOCP00000013609
ENSACAP00000009930	ENSLOCP00000017876
ENSACAP00000009005	ENSLOCP00000019767
ENSACAP00000011825	ENSLOCP00000009839
ENSACAP00000006214	ENSLOCP00000013043
ENSACAP00000001817	ENSLOCP00000012496
ENSACAP00000002368	ENSLOCP00000007532
ENSACAP00000005382	ENSLOCP00000013356
ENSACAP00000018202	ENSLOCP00000009154
ENSACAP00000010575	ENSLOCP00000018973
ENSACAP00000012554	ENSLOCP00000014887
ENSACAP00000007171	ENSLOCP00000008282
ENSACAP00000012098	ENSLOCP00000006121
ENSACAP00000018576	ENSLOCP00000005497
ENSACAP00000001796	ENSLOCP00000015729
ENSACAP00000001263	ENSLOCP00000016595
ENSACAP00000010992	ENSLOCP00000010823
ENSACAP00000007550	ENSLOCP00000009529
ENSACAP00000000318	ENSLOCP00000018122
ENSACAP00000006538	ENSLOCP00000019969
ENSACAP00000012577	ENSLOCP00000010937
ENSACAP00000012941	ENSLOCP00000004633
ENSACAP00000003203	ENSLOCP00000005355
ENSACAP00000004793	ENSLOCP00000011887
ENSACAP00000011814	ENSLOCP00000017974
ENSACAP00000000575	ENSLOCP00000017974
ENSACAP00000015938	ENSLOCP00000001819
ENSACAP00000016007	ENSLOCP00000005172
ENSACAP00000018122	ENSLOCP00000016402
ENSACAP00000020061	ENSLOCP00000011148
ENSACAP00000009332	ENSLOCP00000018632
ENSACAP00000004815	ENSLOCP00000012450
ENSACAP00000000651	ENSLOCP00000006786
ENSACAP00000009759	ENSLOCP00000003309
ENSACAP00000014029	ENSLOCP00000002712
ENSACAP00000003417	ENSLOCP00000001533
ENSACAP00000008927	ENSLOCP00000012172
ENSACAP00000007502	ENSLOCP00000007079
ENSACAP00000016634	ENSLOCP00000009245
ENSACAP00000007561	ENSLOCP00000007060
ENSACAP00000016598	ENSLOCP00000009265
ENSACAP00000009037	ENSLOCP00000013083
ENSACAP00000014455	ENSLOCP00000015359
ENSACAP00000013548	ENSLOCP00000015945
ENSACAP00000006437	ENSLOCP00000020233
ENSACAP00000014382	ENSLOCP00000010974
ENSACAP00000017665	ENSLOCP00000012596
ENSACAP00000010462	ENSLOCP00000021979
ENSACAP00000010922	ENSLOCP00000006224
ENSACAP00000001015	ENSLOCP00000020001
ENSACAP00000003818	ENSLOCP00000017887
ENSACAP00000001979	ENSLOCP00000021230
ENSACAP00000002006	ENSLOCP00000021229
ENSACAP00000022176	ENSLOCP00000011348
ENSACAP00000013114	ENSLOCP00000010320
ENSACAP00000020819	ENSLOCP00000008942
ENSACAP00000003522	ENSLOCP00000001797
ENSACAP00000013219	ENSLOCP00000014017
ENSACAP00000019467	ENSLOCP00000009956
ENSACAP00000008982	ENSLOCP00000018809
ENSACAP00000007780	ENSLOCP00000003042
ENSACAP00000016315	ENSLOCP00000009862
ENSACAP00000007663	ENSLOCP00000018098
ENSACAP00000007153	ENSLOCP00000020018
ENSACAP00000004432	ENSLOCP00000011808
ENSACAP00000015587	ENSLOCP00000007729
ENSACAP00000017151	ENSLOCP00000010854
ENSACAP00000013845	ENSLOCP00000014186
ENSACAP00000002559	ENSLOCP00000016677
ENSACAP00000006135	ENSLOCP00000009114
ENSACAP00000014792	ENSLOCP00000006342
ENSACAP00000007360	ENSLOCP00000008107
ENSACAP00000008757	ENSLOCP00000005335
ENSACAP00000007291	ENSLOCP00000008164
ENSACAP00000010126	ENSLOCP00000008629
ENSACAP00000016472	ENSLOCP00000012296
ENSACAP00000004704	ENSLOCP00000014108
ENSACAP00000016145	ENSLOCP00000009733
ENSACAP00000011908	ENSLOCP00000012608
ENSACAP00000017554	ENSLOCP00000004099
ENSACAP00000015872	ENSLOCP00000013730
ENSACAP00000017424	ENSLOCP00000001263
ENSACAP00000014927	ENSLOCP00000005292
ENSACAP00000008662	ENSLOCP00000016845
ENSACAP00000005996	ENSLOCP00000017213
ENSACAP00000002861	ENSLOCP00000001996
ENSACAP00000015627	ENSLOCP00000016214
ENSACAP00000018405	ENSLOCP00000006170
ENSACAP00000003230	ENSLOCP00000003428
ENSACAP00000019122	ENSLOCP00000018653
ENSACAP00000003592	ENSLOCP00000016964
ENSACAP00000014724	ENSLOCP00000011428
ENSACAP00000001237	ENSLOCP00000020804
ENSACAP00000009932	ENSLOCP00000008722
ENSACAP00000009260	ENSLOCP00000020593
ENSACAP00000015792	ENSLOCP00000006161
ENSACAP00000014781	ENSLOCP00000000414
ENSACAP00000005847	ENSLOCP00000013885
ENSACAP00000012456	ENSLOCP00000012657
ENSACAP00000002840	ENSLOCP00000016939
ENSACAP00000003913	ENSLOCP00000004180
ENSACAP00000017435	ENSLOCP00000016023
ENSACAP00000005329	ENSLOCP00000001144
ENSACAP00000006427	ENSLOCP00000003877
ENSACAP00000004645	ENSLOCP00000002741
ENSACAP00000013881	ENSLOCP00000021163
ENSACAP00000013697	ENSLOCP00000011281
ENSACAP00000017139	ENSLOCP00000021081
ENSACAP00000008440	ENSLOCP00000016176
ENSACAP00000008355	ENSLOCP00000020873
ENSACAP00000008838	ENSLOCP00000014531
ENSACAP00000019013	ENSLOCP00000005540
ENSACAP00000008785	ENSLOCP00000009401
ENSACAP00000010026	ENSLOCP00000014459
ENSACAP00000013140	ENSLOCP00000014162
ENSACAP00000000259	ENSLOCP00000019807
ENSACAP00000014950	ENSLOCP00000006215
ENSACAP00000016505	ENSLOCP00000020902
ENSACAP00000003256	ENSLOCP00000018051
ENSACAP00000009068	ENSLOCP00000011244
ENSACAP00000005464	ENSLOCP00000018912
ENSACAP00000019106	ENSLOCP00000022416
ENSACAP00000004982	ENSLOCP00000009682
ENSACAP00000007562	ENSLOCP00000022341
ENSACAP00000005929	ENSLOCP00000022081
ENSACAP00000005002	ENSLOCP00000022317
ENSACAP00000015498	ENSLOCP00000022415
ENSACAP00000015310	ENSLOCP00000022319
ENSACAP00000020315	ENSLOCP00000018414
ENSACAP00000018618	ENSLOCP00000022342
ENSACAP00000010218	ENSLOCP00000022343
ENSACAP00000013681	ENSLOCP00000021994
ENSACAP00000001748	ENSLOCP00000019762
ENSACAP00000017119	ENSLOCP00000008314
ENSACAP00000004406	ENSLOCP00000001580
ENSACAP00000000097	ENSLOCP00000003096
ENSACAP00000006529	ENSLOCP00000013378
ENSACAP00000008260	ENSLOCP00000013890
ENSACAP00000002427	ENSLOCP00000009254
ENSACAP00000005749	ENSLOCP00000007812
ENSACAP00000007348	ENSLOCP00000013098
ENSACAP00000000788	ENSLOCP00000011450
ENSACAP00000007042	ENSLOCP00000011402
ENSACAP00000007224	ENSLOCP00000010596
ENSACAP00000006343	ENSLOCP00000011722
ENSACAP00000000908	ENSLOCP00000003886
ENSACAP00000006503	ENSLOCP00000011744
ENSACAP00000006216	ENSLOCP00000011675
ENSACAP00000002174	ENSLOCP00000015204
ENSACAP00000005977	ENSLOCP00000011655
ENSACAP00000016714	ENSLOCP00000014549
ENSACAP00000010491	ENSLOCP00000017159
ENSACAP00000009320	ENSLOCP00000018211
ENSACAP00000005627	ENSLOCP00000011623
ENSACAP00000017643	ENSLOCP00000016325
ENSACAP00000010946	ENSLOCP00000002167
ENSACAP00000004707	ENSLOCP00000011578
ENSACAP00000003878	ENSLOCP00000014456
ENSACAP00000013020	ENSLOCP00000013218
ENSACAP00000001103	ENSLOCP00000007350
ENSACAP00000009802	ENSLOCP00000005926
ENSACAP00000018350	ENSLOCP00000009898
ENSACAP00000011228	ENSLOCP00000002527
ENSACAP00000003563	ENSLOCP00000009941
ENSACAP00000001553	ENSLOCP00000002417
ENSACAP00000016658	ENSLOCP00000013268
ENSACAP00000014881	ENSLOCP00000012308
ENSACAP00000017658	ENSLOCP00000014780
ENSACAP00000011516	ENSLOCP00000008652
ENSACAP00000003274	ENSLOCP00000016708
ENSACAP00000007126	ENSLOCP00000008592
ENSACAP00000005430	ENSLOCP00000005490
ENSACAP00000017322	ENSLOCP00000015528
ENSACAP00000000630	ENSLOCP00000013400
ENSACAP00000017940	ENSLOCP00000002370
ENSACAP00000010228	ENSLOCP00000003627
ENSACAP00000001026	ENSLOCP00000010460
ENSACAP00000016116	ENSLOCP00000009072
ENSACAP00000015069	ENSLOCP00000018444
ENSACAP00000001536	ENSLOCP00000011352
ENSACAP00000006975	ENSLOCP00000010203
ENSACAP00000008663	ENSLOCP00000009660
ENSACAP00000019881	ENSLOCP00000007182
ENSACAP00000006182	ENSLOCP00000017642
ENSACAP00000015542	ENSLOCP00000016127
ENSACAP00000005105	ENSLOCP00000007764
ENSACAP00000008577	ENSLOCP00000006749
ENSACAP00000010695	ENSLOCP00000007664
ENSACAP00000006314	ENSLOCP00000016579
ENSACAP00000010719	ENSLOCP00000007680
ENSACAP00000010179	ENSLOCP00000014530
ENSACAP00000017632	ENSLOCP00000008561
ENSACAP00000010731	ENSLOCP00000007700
ENSACAP00000006175	ENSLOCP00000007892
ENSACAP00000006480	ENSLOCP00000009416
ENSACAP00000010075	ENSLOCP00000016890
ENSACAP00000007703	ENSLOCP00000019818
ENSACAP00000003934	ENSLOCP00000006014
ENSACAP00000015808	ENSLOCP00000018505
ENSACAP00000012208	ENSLOCP00000018156
ENSACAP00000001522	ENSLOCP00000019660
ENSACAP00000004239	ENSLOCP00000019954
ENSACAP00000000640	ENSLOCP00000014038
ENSACAP00000001096	ENSLOCP00000014065
ENSACAP00000005263	ENSLOCP00000004637
