ENSGALP00000006197	ENSMGAP00000004951
ENSGALP00000026809	ENSMGAP00000015607
ENSGALP00000026829	ENSMGAP00000015610
ENSGALP00000008997	ENSMGAP00000006569
ENSGALP00000019587	ENSMGAP00000011314
ENSGALP00000018862	ENSMGAP00000012350
ENSGALP00000004930	ENSMGAP00000003632
ENSGALP00000014816	ENSMGAP00000005821
ENSGALP00000018445	ENSMGAP00000008659
ENSGALP00000037893	ENSMGAP00000009624
ENSGALP00000014437	ENSMGAP00000009650
ENSGALP00000001622	ENSMGAP00000003156
ENSGALP00000039637	ENSMGAP00000003098
ENSGALP00000001725	ENSMGAP00000003052
ENSGALP00000004032	ENSMGAP00000001825
ENSGALP00000001637	ENSMGAP00000008465
ENSGALP00000010309	ENSMGAP00000003249
ENSGALP00000036714	ENSMGAP00000013657
ENSGALP00000026589	ENSMGAP00000015543
ENSGALP00000043092	ENSMGAP00000011951
ENSGALP00000011319	ENSMGAP00000005326
ENSGALP00000037878	ENSMGAP00000004357
ENSGALP00000015286	ENSMGAP00000016869
ENSGALP00000015018	ENSMGAP00000000699
ENSGALP00000013260	ENSMGAP00000016830
ENSGALP00000028126	ENSMGAP00000016683
ENSGALP00000035830	ENSMGAP00000019405
ENSGALP00000001118	ENSMGAP00000016520
ENSGALP00000018787	ENSMGAP00000012987
ENSGALP00000014983	ENSMGAP00000009954
ENSGALP00000010688	ENSMGAP00000018077
ENSGALP00000032161	ENSMGAP00000007483
ENSGALP00000036646	ENSMGAP00000014378
ENSGALP00000038821	ENSMGAP00000006745
ENSGALP00000019524	ENSMGAP00000011178
ENSGALP00000015199	ENSMGAP00000010210
ENSGALP00000027964	ENSMGAP00000016210
ENSGALP00000018501	ENSMGAP00000012744
ENSGALP00000019976	ENSMGAP00000012346
ENSGALP00000017905	ENSMGAP00000018351
ENSGALP00000033314	ENSMGAP00000004996
ENSGALP00000020950	ENSMGAP00000013971
ENSGALP00000009104	ENSMGAP00000008711
ENSGALP00000041729	ENSMGAP00000019812
ENSGALP00000010750	ENSMGAP00000001861
ENSGALP00000024805	ENSMGAP00000011467
ENSGALP00000025101	ENSMGAP00000014401
ENSGALP00000009583	ENSMGAP00000007449
ENSGALP00000025571	ENSMGAP00000012421
ENSGALP00000002915	ENSMGAP00000001565
ENSGALP00000001487	ENSMGAP00000003127
ENSGALP00000027710	ENSMGAP00000019547
ENSGALP00000027717	ENSMGAP00000016094
ENSGALP00000003874	ENSMGAP00000001721
ENSGALP00000027716	ENSMGAP00000016092
ENSGALP00000041145	ENSMGAP00000017921
ENSGALP00000027709	ENSMGAP00000016093
ENSGALP00000009176	ENSMGAP00000007026
ENSGALP00000022531	ENSMGAP00000012432
ENSGALP00000009175	ENSMGAP00000012455
ENSGALP00000009178	ENSMGAP00000006912
ENSGALP00000027559	ENSMGAP00000016011
ENSGALP00000001710	ENSMGAP00000001513
ENSGALP00000025286	ENSMGAP00000001792
ENSGALP00000005237	ENSMGAP00000001522
ENSGALP00000037940	ENSMGAP00000012017
ENSGALP00000040331	ENSMGAP00000000565
ENSGALP00000012356	ENSMGAP00000005719
ENSGALP00000027556	ENSMGAP00000016009
ENSGALP00000022522	ENSMGAP00000012374
ENSGALP00000009174	ENSMGAP00000007169
ENSGALP00000016290	ENSMGAP00000003896
ENSGALP00000012962	ENSMGAP00000006406
ENSGALP00000027501	ENSMGAP00000015973
ENSGALP00000019616	ENSMGAP00000017386
ENSGALP00000009006	ENSMGAP00000006833
ENSGALP00000034774	ENSMGAP00000002426
ENSGALP00000000322	ENSMGAP00000006846
ENSGALP00000024483	ENSMGAP00000003787
ENSGALP00000002511	ENSMGAP00000002234
ENSGALP00000019665	ENSMGAP00000012516
ENSGALP00000016024	ENSMGAP00000004575
ENSGALP00000010784	ENSMGAP00000008587
ENSGALP00000002009	ENSMGAP00000004146
ENSGALP00000027441	ENSMGAP00000015933
ENSGALP00000008618	ENSMGAP00000006737
ENSGALP00000026866	ENSMGAP00000015616
ENSGALP00000015508	ENSMGAP00000012558
ENSGALP00000036105	ENSMGAP00000014832
ENSGALP00000026263	ENSMGAP00000013391
ENSGALP00000043008	ENSMGAP00000014492
ENSGALP00000025548	ENSMGAP00000015366
ENSGALP00000040176	ENSMGAP00000003332
ENSGALP00000039376	ENSMGAP00000001550
ENSGALP00000038446	ENSMGAP00000008005
ENSGALP00000019155	ENSMGAP00000012714
ENSGALP00000021147	ENSMGAP00000005809
ENSGALP00000020639	ENSMGAP00000013591
ENSGALP00000000960	ENSMGAP00000002582
ENSGALP00000017580	ENSMGAP00000012006
ENSGALP00000023897	ENSMGAP00000009308
ENSGALP00000010580	ENSMGAP00000003705
ENSGALP00000027129	ENSMGAP00000015746
ENSGALP00000014211	ENSMGAP00000009789
ENSGALP00000005939	ENSMGAP00000018347
ENSGALP00000015678	ENSMGAP00000009964
ENSGALP00000018946	ENSMGAP00000012271
ENSGALP00000041245	ENSMGAP00000001495
ENSGALP00000006793	ENSMGAP00000002334
ENSGALP00000018747	ENSMGAP00000011779
ENSGALP00000036469	ENSMGAP00000014698
ENSGALP00000012304	ENSMGAP00000010336
ENSGALP00000027564	ENSMGAP00000016017
ENSGALP00000022552	ENSMGAP00000012464
ENSGALP00000012469	ENSMGAP00000005862
ENSGALP00000010303	ENSMGAP00000008252
ENSGALP00000021888	ENSMGAP00000017102
ENSGALP00000011528	ENSMGAP00000005958
ENSGALP00000017768	ENSMGAP00000012234
ENSGALP00000021819	ENSMGAP00000007717
ENSGALP00000006877	ENSMGAP00000001647
ENSGALP00000008817	ENSMGAP00000001665
ENSGALP00000017595	ENSMGAP00000010559
ENSGALP00000043219	ENSMGAP00000013110
ENSGALP00000025802	ENSMGAP00000019497
ENSGALP00000024893	ENSMGAP00000014326
ENSGALP00000016234	ENSMGAP00000010723
ENSGALP00000019338	ENSMGAP00000014328
ENSGALP00000035797	ENSMGAP00000015684
ENSGALP00000014735	ENSMGAP00000008214
ENSGALP00000036747	ENSMGAP00000018472
ENSGALP00000022780	ENSMGAP00000014523
ENSGALP00000008620	ENSMGAP00000005391
ENSGALP00000028462	ENSMGAP00000017815
ENSGALP00000010386	ENSMGAP00000008461
ENSGALP00000022671	ENSMGAP00000010311
ENSGALP00000041430	ENSMGAP00000004752
ENSGALP00000033025	ENSMGAP00000000998
ENSGALP00000041652	ENSMGAP00000013797
ENSGALP00000014912	ENSMGAP00000006099
ENSGALP00000024387	ENSMGAP00000010904
ENSGALP00000036016	ENSMGAP00000010928
ENSGALP00000024384	ENSMGAP00000010885
ENSGALP00000008794	ENSMGAP00000007067
ENSGALP00000000853	ENSMGAP00000008767
ENSGALP00000008166	ENSMGAP00000005143
ENSGALP00000024371	ENSMGAP00000010843
ENSGALP00000017177	ENSMGAP00000011581
ENSGALP00000041910	ENSMGAP00000009482
ENSGALP00000014265	ENSMGAP00000004472
ENSGALP00000005505	ENSMGAP00000003953
ENSGALP00000036002	ENSMGAP00000014904
ENSGALP00000024455	ENSMGAP00000011033
ENSGALP00000039626	ENSMGAP00000006039
ENSGALP00000042150	ENSMGAP00000009465
ENSGALP00000041053	ENSMGAP00000008296
ENSGALP00000041364	ENSMGAP00000001834
ENSGALP00000020477	ENSMGAP00000013455
ENSGALP00000041949	ENSMGAP00000004881
ENSGALP00000005255	ENSMGAP00000003824
ENSGALP00000031663	ENSMGAP00000000308
ENSGALP00000001717	ENSMGAP00000000358
ENSGALP00000025826	ENSMGAP00000015412
ENSGALP00000000943	ENSMGAP00000006007
ENSGALP00000042538	ENSMGAP00000019096
ENSGALP00000025373	ENSMGAP00000015344
ENSGALP00000042848	ENSMGAP00000002970
ENSGALP00000001745	ENSMGAP00000000386
ENSGALP00000029713	ENSMGAP00000015411
ENSGALP00000009251	ENSMGAP00000003180
ENSGALP00000001801	ENSMGAP00000001885
ENSGALP00000030567	ENSMGAP00000010372
ENSGALP00000019282	ENSMGAP00000010952
ENSGALP00000030342	ENSMGAP00000007822
ENSGALP00000018290	ENSMGAP00000011319
ENSGALP00000012967	ENSMGAP00000007090
ENSGALP00000023054	ENSMGAP00000001052
ENSGALP00000005673	ENSMGAP00000003091
ENSGALP00000040238	ENSMGAP00000002562
ENSGALP00000019635	ENSMGAP00000011397
ENSGALP00000002221	ENSMGAP00000002410
ENSGALP00000023517	ENSMGAP00000018095
ENSGALP00000018629	ENSMGAP00000009105
ENSGALP00000020449	ENSMGAP00000013560
ENSGALP00000016136	ENSMGAP00000001708
ENSGALP00000001788	ENSMGAP00000000389
ENSGALP00000025820	ENSMGAP00000015410
ENSGALP00000006967	ENSMGAP00000006675
ENSGALP00000019985	ENSMGAP00000013119
ENSGALP00000007506	ENSMGAP00000016483
ENSGALP00000011203	ENSMGAP00000002503
ENSGALP00000000497	ENSMGAP00000009837
ENSGALP00000018680	ENSMGAP00000012973
ENSGALP00000026406	ENSMGAP00000015535
ENSGALP00000011476	ENSMGAP00000004637
ENSGALP00000017378	ENSMGAP00000018137
ENSGALP00000001765	ENSMGAP00000016621
ENSGALP00000025821	ENSMGAP00000017108
ENSGALP00000006963	ENSMGAP00000006679
ENSGALP00000032081	ENSMGAP00000007031
ENSGALP00000042246	ENSMGAP00000014430
ENSGALP00000016979	ENSMGAP00000011150
ENSGALP00000006100	ENSMGAP00000001706
ENSGALP00000001295	ENSMGAP00000003499
ENSGALP00000003578	ENSMGAP00000001620
ENSGALP00000007550	ENSMGAP00000005328
ENSGALP00000024070	ENSMGAP00000014134
ENSGALP00000021571	ENSMGAP00000014444
ENSGALP00000017229	ENSMGAP00000011782
ENSGALP00000018372	ENSMGAP00000012883
ENSGALP00000041523	ENSMGAP00000012891
ENSGALP00000038056	ENSMGAP00000008247
ENSGALP00000019259	ENSMGAP00000010906
ENSGALP00000019258	ENSMGAP00000010921
ENSGALP00000019254	ENSMGAP00000010876
ENSGALP00000027077	ENSMGAP00000015718
ENSGALP00000022903	ENSMGAP00000014572
ENSGALP00000024880	ENSMGAP00000015284
ENSGALP00000011969	ENSMGAP00000006663
ENSGALP00000003758	ENSMGAP00000001823
ENSGALP00000013664	ENSMGAP00000008192
ENSGALP00000015593	ENSMGAP00000012603
ENSGALP00000004310	ENSMGAP00000004296
ENSGALP00000017877	ENSMGAP00000011003
ENSGALP00000026115	ENSMGAP00000015476
ENSGALP00000008114	ENSMGAP00000009517
ENSGALP00000009329	ENSMGAP00000002009
ENSGALP00000005606	ENSMGAP00000002585
ENSGALP00000023759	ENSMGAP00000009697
ENSGALP00000022662	ENSMGAP00000013931
ENSGALP00000007292	ENSMGAP00000001542
ENSGALP00000020970	ENSMGAP00000004541
ENSGALP00000015400	ENSMGAP00000010793
ENSGALP00000011583	ENSMGAP00000004888
ENSGALP00000035828	ENSMGAP00000015585
ENSGALP00000041861	ENSMGAP00000012870
ENSGALP00000008232	ENSMGAP00000018441
ENSGALP00000027435	ENSMGAP00000015936
ENSGALP00000027514	ENSMGAP00000015981
ENSGALP00000022258	ENSMGAP00000012205
ENSGALP00000002905	ENSMGAP00000001863
ENSGALP00000007270	ENSMGAP00000000580
ENSGALP00000041146	ENSMGAP00000004128
ENSGALP00000020960	ENSMGAP00000004161
ENSGALP00000020952	ENSMGAP00000004172
ENSGALP00000020954	ENSMGAP00000004153
ENSGALP00000020967	ENSMGAP00000004416
ENSGALP00000020965	ENSMGAP00000004038
ENSGALP00000020969	ENSMGAP00000004527
ENSGALP00000024868	ENSMGAP00000011569
ENSGALP00000040668	ENSMGAP00000004544
ENSGALP00000018038	ENSMGAP00000012600
ENSGALP00000002234	ENSMGAP00000007920
ENSGALP00000027673	ENSMGAP00000016553
ENSGALP00000008024	ENSMGAP00000005021
ENSGALP00000020930	ENSMGAP00000013944
ENSGALP00000027829	ENSMGAP00000016160
ENSGALP00000010141	ENSMGAP00000006813
ENSGALP00000028052	ENSMGAP00000002757
ENSGALP00000025448	ENSMGAP00000015355
ENSGALP00000024915	ENSMGAP00000014329
ENSGALP00000006016	ENSMGAP00000002043
ENSGALP00000015877	ENSMGAP00000010476
ENSGALP00000008566	ENSMGAP00000007897
ENSGALP00000011018	ENSMGAP00000008268
ENSGALP00000029498	ENSMGAP00000015928
ENSGALP00000015665	ENSMGAP00000005477
ENSGALP00000020111	ENSMGAP00000009669
ENSGALP00000022959	ENSMGAP00000012737
ENSGALP00000007835	ENSMGAP00000005956
ENSGALP00000024361	ENSMGAP00000010770
ENSGALP00000027863	ENSMGAP00000016185
ENSGALP00000027865	ENSMGAP00000018690
ENSGALP00000027376	ENSMGAP00000016501
ENSGALP00000011504	ENSMGAP00000008976
ENSGALP00000020422	ENSMGAP00000001455
ENSGALP00000041922	ENSMGAP00000001914
ENSGALP00000025204	ENSMGAP00000015317
ENSGALP00000024139	ENSMGAP00000015122
ENSGALP00000036979	ENSMGAP00000017430
ENSGALP00000004270	ENSMGAP00000000766
ENSGALP00000006724	ENSMGAP00000005389
ENSGALP00000015009	ENSMGAP00000011707
ENSGALP00000004401	ENSMGAP00000003100
ENSGALP00000025042	ENSMGAP00000013565
ENSGALP00000040897	ENSMGAP00000011607
ENSGALP00000019306	ENSMGAP00000012165
ENSGALP00000041324	ENSMGAP00000006086
ENSGALP00000023626	ENSMGAP00000015004
ENSGALP00000005750	ENSMGAP00000007775
ENSGALP00000011857	ENSMGAP00000007716
ENSGALP00000013705	ENSMGAP00000011142
ENSGALP00000018095	ENSMGAP00000011502
ENSGALP00000001557	ENSMGAP00000000568
ENSGALP00000021968	ENSMGAP00000010795
ENSGALP00000018925	ENSMGAP00000010383
ENSGALP00000041211	ENSMGAP00000007091
ENSGALP00000018280	ENSMGAP00000011690
ENSGALP00000041970	ENSMGAP00000001013
ENSGALP00000025756	ENSMGAP00000013982
ENSGALP00000004472	ENSMGAP00000006110
ENSGALP00000013560	ENSMGAP00000010455
ENSGALP00000006085	ENSMGAP00000003058
ENSGALP00000010610	ENSMGAP00000005080
ENSGALP00000024029	ENSMGAP00000016822
ENSGALP00000027813	ENSMGAP00000019715
ENSGALP00000034590	ENSMGAP00000000727
ENSGALP00000002498	ENSMGAP00000002669
ENSGALP00000023753	ENSMGAP00000004150
ENSGALP00000013375	ENSMGAP00000007780
ENSGALP00000043114	ENSMGAP00000007401
ENSGALP00000002359	ENSMGAP00000019787
ENSGALP00000020168	ENSMGAP00000013272
ENSGALP00000003455	ENSMGAP00000000704
ENSGALP00000008558	ENSMGAP00000009315
ENSGALP00000005401	ENSMGAP00000003381
ENSGALP00000001374	ENSMGAP00000008853
ENSGALP00000001691	ENSMGAP00000008397
ENSGALP00000003475	ENSMGAP00000005747
ENSGALP00000013502	ENSMGAP00000010479
ENSGALP00000002660	ENSMGAP00000002739
ENSGALP00000035074	ENSMGAP00000002563
ENSGALP00000002055	ENSMGAP00000018235
ENSGALP00000018523	ENSMGAP00000012762
ENSGALP00000010023	ENSMGAP00000007311
ENSGALP00000000544	ENSMGAP00000001285
ENSGALP00000016570	ENSMGAP00000011245
ENSGALP00000014738	ENSMGAP00000016624
ENSGALP00000002295	ENSMGAP00000004542
ENSGALP00000039827	ENSMGAP00000016600
ENSGALP00000027881	ENSMGAP00000014693
ENSGALP00000039829	ENSMGAP00000016599
ENSGALP00000000597	ENSMGAP00000016594
ENSGALP00000011246	ENSMGAP00000009319
ENSGALP00000042742	ENSMGAP00000008568
ENSGALP00000023295	ENSMGAP00000000587
ENSGALP00000023294	ENSMGAP00000014906
ENSGALP00000005892	ENSMGAP00000004498
ENSGALP00000024904	ENSMGAP00000011615
ENSGALP00000002028	ENSMGAP00000000593
ENSGALP00000007507	ENSMGAP00000004248
ENSGALP00000018373	ENSMGAP00000011807
ENSGALP00000007468	ENSMGAP00000004209
ENSGALP00000017210	ENSMGAP00000016314
ENSGALP00000014168	ENSMGAP00000016842
ENSGALP00000023988	ENSMGAP00000014105
ENSGALP00000005598	ENSMGAP00000009680
ENSGALP00000018370	ENSMGAP00000011788
ENSGALP00000018369	ENSMGAP00000011811
ENSGALP00000005607	ENSMGAP00000009670
ENSGALP00000040631	ENSMGAP00000004267
ENSGALP00000017309	ENSMGAP00000019468
ENSGALP00000002688	ENSMGAP00000000203
ENSGALP00000015080	ENSMGAP00000003994
ENSGALP00000004659	ENSMGAP00000008738
ENSGALP00000019511	ENSMGAP00000012831
ENSGALP00000001451	ENSMGAP00000000230
ENSGALP00000002052	ENSMGAP00000001962
ENSGALP00000022655	ENSMGAP00000013926
ENSGALP00000024665	ENSMGAP00000014278
ENSGALP00000000947	ENSMGAP00000000306
ENSGALP00000026636	ENSMGAP00000015548
ENSGALP00000005545	ENSMGAP00000018510
ENSGALP00000028876	ENSMGAP00000012998
ENSGALP00000011127	ENSMGAP00000004301
ENSGALP00000027277	ENSMGAP00000015856
ENSGALP00000017930	ENSMGAP00000007772
ENSGALP00000010048	ENSMGAP00000008122
ENSGALP00000015537	ENSMGAP00000018618
ENSGALP00000003437	ENSMGAP00000003210
ENSGALP00000008945	ENSMGAP00000002594
ENSGALP00000000711	ENSMGAP00000000813
ENSGALP00000020375	ENSMGAP00000014610
ENSGALP00000005725	ENSMGAP00000002794
ENSGALP00000006089	ENSMGAP00000017782
ENSGALP00000006096	ENSMGAP00000002700
ENSGALP00000006093	ENSMGAP00000002760
ENSGALP00000006098	ENSMGAP00000002672
ENSGALP00000006097	ENSMGAP00000002646
ENSGALP00000018454	ENSMGAP00000011836
ENSGALP00000039436	ENSMGAP00000003270
ENSGALP00000036691	ENSMGAP00000017845
ENSGALP00000016978	ENSMGAP00000011529
ENSGALP00000040391	ENSMGAP00000001949
ENSGALP00000027589	ENSMGAP00000016023
ENSGALP00000022980	ENSMGAP00000012783
ENSGALP00000015054	ENSMGAP00000002351
ENSGALP00000004249	ENSMGAP00000004935
ENSGALP00000038847	ENSMGAP00000009895
ENSGALP00000027136	ENSMGAP00000015747
ENSGALP00000010676	ENSMGAP00000003813
ENSGALP00000031565	ENSMGAP00000007006
ENSGALP00000015797	ENSMGAP00000002297
ENSGALP00000012514	ENSMGAP00000009845
ENSGALP00000020134	ENSMGAP00000011902
ENSGALP00000025600	ENSMGAP00000012477
ENSGALP00000018712	ENSMGAP00000012251
ENSGALP00000004219	ENSMGAP00000009913
ENSGALP00000004484	ENSMGAP00000005128
ENSGALP00000011389	ENSMGAP00000007043
ENSGALP00000002713	ENSMGAP00000002774
ENSGALP00000004038	ENSMGAP00000001511
ENSGALP00000021738	ENSMGAP00000000747
ENSGALP00000026250	ENSMGAP00000013420
ENSGALP00000026436	ENSMGAP00000014802
ENSGALP00000043245	ENSMGAP00000000942
ENSGALP00000040250	ENSMGAP00000019752
ENSGALP00000009187	ENSMGAP00000007445
ENSGALP00000023111	ENSMGAP00000014742
ENSGALP00000008103	ENSMGAP00000006109
ENSGALP00000005780	ENSMGAP00000005681
ENSGALP00000002394	ENSMGAP00000003481
ENSGALP00000007086	ENSMGAP00000002985
ENSGALP00000017332	ENSMGAP00000013744
ENSGALP00000014522	ENSMGAP00000004942
ENSGALP00000024705	ENSMGAP00000018666
ENSGALP00000006509	ENSMGAP00000005048
ENSGALP00000023037	ENSMGAP00000012858
ENSGALP00000011324	ENSMGAP00000002592
ENSGALP00000043383	ENSMGAP00000009620
ENSGALP00000011550	ENSMGAP00000006089
ENSGALP00000014032	ENSMGAP00000019818
ENSGALP00000024578	ENSMGAP00000015191
ENSGALP00000023996	ENSMGAP00000014112
ENSGALP00000041026	ENSMGAP00000001210
ENSGALP00000024492	ENSMGAP00000015177
ENSGALP00000031772	ENSMGAP00000009485
ENSGALP00000026614	ENSMGAP00000015546
ENSGALP00000010820	ENSMGAP00000008902
ENSGALP00000025153	ENSMGAP00000018878
ENSGALP00000007416	ENSMGAP00000004662
ENSGALP00000025029	ENSMGAP00000011844
ENSGALP00000011471	ENSMGAP00000018493
ENSGALP00000011564	ENSMGAP00000008502
ENSGALP00000020330	ENSMGAP00000008511
ENSGALP00000017484	ENSMGAP00000006948
ENSGALP00000021140	ENSMGAP00000014133
ENSGALP00000008067	ENSMGAP00000005202
ENSGALP00000000913	ENSMGAP00000009849
ENSGALP00000026414	ENSMGAP00000014795
ENSGALP00000039928	ENSMGAP00000006168
ENSGALP00000042401	ENSMGAP00000010419
ENSGALP00000021524	ENSMGAP00000007333
ENSGALP00000000647	ENSMGAP00000000948
ENSGALP00000020498	ENSMGAP00000013651
ENSGALP00000019000	ENSMGAP00000010544
ENSGALP00000024201	ENSMGAP00000010512
ENSGALP00000006925	ENSMGAP00000005847
ENSGALP00000004596	ENSMGAP00000000465
ENSGALP00000003023	ENSMGAP00000001670
ENSGALP00000035851	ENSMGAP00000012342
ENSGALP00000000989	ENSMGAP00000008975
ENSGALP00000007405	ENSMGAP00000003802
ENSGALP00000020143	ENSMGAP00000012957
ENSGALP00000012889	ENSMGAP00000006887
ENSGALP00000016685	ENSMGAP00000013384
ENSGALP00000017393	ENSMGAP00000012002
ENSGALP00000036650	ENSMGAP00000016330
ENSGALP00000000907	ENSMGAP00000000714
ENSGALP00000015312	ENSMGAP00000010680
ENSGALP00000024158	ENSMGAP00000013389
ENSGALP00000039023	ENSMGAP00000005052
ENSGALP00000008573	ENSMGAP00000017061
ENSGALP00000002045	ENSMGAP00000000620
ENSGALP00000039243	ENSMGAP00000000342
ENSGALP00000040837	ENSMGAP00000005286
ENSGALP00000005380	ENSMGAP00000004802
ENSGALP00000005397	ENSMGAP00000004812
ENSGALP00000009765	ENSMGAP00000006868
ENSGALP00000025350	ENSMGAP00000012186
ENSGALP00000003041	ENSMGAP00000007721
ENSGALP00000025590	ENSMGAP00000015375
ENSGALP00000022272	ENSMGAP00000013550
ENSGALP00000037431	ENSMGAP00000009616
ENSGALP00000004309	ENSMGAP00000004943
ENSGALP00000002441	ENSMGAP00000002698
ENSGALP00000039750	ENSMGAP00000001617
ENSGALP00000006906	ENSMGAP00000000814
ENSGALP00000002409	ENSMGAP00000001121
ENSGALP00000039481	ENSMGAP00000001748
ENSGALP00000003568	ENSMGAP00000000667
ENSGALP00000002080	ENSMGAP00000018800
ENSGALP00000029961	ENSMGAP00000013117
ENSGALP00000038166	ENSMGAP00000005468
ENSGALP00000014039	ENSMGAP00000018903
ENSGALP00000014934	ENSMGAP00000012131
ENSGALP00000018087	ENSMGAP00000013987
ENSGALP00000012794	ENSMGAP00000001420
ENSGALP00000014939	ENSMGAP00000010516
ENSGALP00000013640	ENSMGAP00000005826
ENSGALP00000010857	ENSMGAP00000008251
ENSGALP00000004997	ENSMGAP00000000326
ENSGALP00000043257	ENSMGAP00000004075
ENSGALP00000013713	ENSMGAP00000005886
ENSGALP00000005115	ENSMGAP00000012563
ENSGALP00000006958	ENSMGAP00000002608
ENSGALP00000041749	ENSMGAP00000007165
ENSGALP00000041836	ENSMGAP00000017157
ENSGALP00000011951	ENSMGAP00000009780
ENSGALP00000025231	ENSMGAP00000015318
ENSGALP00000027258	ENSMGAP00000015801
ENSGALP00000012150	ENSMGAP00000009001
ENSGALP00000010735	ENSMGAP00000017777
ENSGALP00000021593	ENSMGAP00000014440
ENSGALP00000009950	ENSMGAP00000007162
ENSGALP00000011883	ENSMGAP00000006548
ENSGALP00000000966	ENSMGAP00000011346
ENSGALP00000023686	ENSMGAP00000010853
ENSGALP00000043063	ENSMGAP00000016902
ENSGALP00000018719	ENSMGAP00000012262
ENSGALP00000039708	ENSMGAP00000001209
ENSGALP00000009443	ENSMGAP00000018761
ENSGALP00000026448	ENSMGAP00000015541
ENSGALP00000022482	ENSMGAP00000013731
ENSGALP00000041183	ENSMGAP00000000836
ENSGALP00000020617	ENSMGAP00000001717
ENSGALP00000012943	ENSMGAP00000009654
ENSGALP00000033115	ENSMGAP00000007085
ENSGALP00000016112	ENSMGAP00000017444
ENSGALP00000025903	ENSMGAP00000013094
ENSGALP00000006470	ENSMGAP00000003237
ENSGALP00000028328	ENSMGAP00000016803
ENSGALP00000026523	ENSMGAP00000016561
ENSGALP00000026488	ENSMGAP00000016901
ENSGALP00000033591	ENSMGAP00000004731
ENSGALP00000040986	ENSMGAP00000017626
ENSGALP00000016520	ENSMGAP00000019551
ENSGALP00000011518	ENSMGAP00000004665
ENSGALP00000027059	ENSMGAP00000015702
ENSGALP00000035784	ENSMGAP00000015703
ENSGALP00000001353	ENSMGAP00000000927
ENSGALP00000020419	ENSMGAP00000001449
ENSGALP00000013041	ENSMGAP00000010615
ENSGALP00000039730	ENSMGAP00000006561
ENSGALP00000009962	ENSMGAP00000003189
ENSGALP00000026953	ENSMGAP00000015637
ENSGALP00000016084	ENSMGAP00000010788
ENSGALP00000001263	ENSMGAP00000003439
ENSGALP00000025819	ENSMGAP00000015408
ENSGALP00000020844	ENSMGAP00000013846
ENSGALP00000019093	ENSMGAP00000000719
ENSGALP00000002998	ENSMGAP00000005433
ENSGALP00000018130	ENSMGAP00000012748
ENSGALP00000015272	ENSMGAP00000008800
ENSGALP00000031999	ENSMGAP00000012038
ENSGALP00000015229	ENSMGAP00000017221
ENSGALP00000016538	ENSMGAP00000011308
ENSGALP00000014743	ENSMGAP00000005348
ENSGALP00000014745	ENSMGAP00000005510
ENSGALP00000012981	ENSMGAP00000006504
ENSGALP00000001091	ENSMGAP00000016199
ENSGALP00000000385	ENSMGAP00000001571
ENSGALP00000006594	ENSMGAP00000005817
ENSGALP00000026310	ENSMGAP00000014759
ENSGALP00000023918	ENSMGAP00000009889
ENSGALP00000032013	ENSMGAP00000011168
ENSGALP00000039903	ENSMGAP00000005086
ENSGALP00000036825	ENSMGAP00000013821
ENSGALP00000013524	ENSMGAP00000010998
ENSGALP00000004442	ENSMGAP00000003204
ENSGALP00000006481	ENSMGAP00000005913
ENSGALP00000011954	ENSMGAP00000009441
ENSGALP00000020106	ENSMGAP00000014528
ENSGALP00000008090	ENSMGAP00000015692
ENSGALP00000014575	ENSMGAP00000008103
ENSGALP00000000814	ENSMGAP00000000617
ENSGALP00000042231	ENSMGAP00000007738
ENSGALP00000017773	ENSMGAP00000011568
ENSGALP00000016479	ENSMGAP00000011089
ENSGALP00000010279	ENSMGAP00000007663
ENSGALP00000000837	ENSMGAP00000000505
ENSGALP00000016311	ENSMGAP00000011064
ENSGALP00000036664	ENSMGAP00000014325
ENSGALP00000038261	ENSMGAP00000009270
ENSGALP00000033985	ENSMGAP00000009114
ENSGALP00000004371	ENSMGAP00000002982
ENSGALP00000011666	ENSMGAP00000006311
ENSGALP00000020339	ENSMGAP00000013392
ENSGALP00000021544	ENSMGAP00000011909
ENSGALP00000006760	ENSMGAP00000004439
ENSGALP00000028686	ENSMGAP00000001248
ENSGALP00000019941	ENSMGAP00000011658
ENSGALP00000003793	ENSMGAP00000000374
ENSGALP00000041170	ENSMGAP00000007677
ENSGALP00000040840	ENSMGAP00000014903
ENSGALP00000011091	ENSMGAP00000009410
ENSGALP00000039011	ENSMGAP00000008765
ENSGALP00000022836	ENSMGAP00000007473
ENSGALP00000006720	ENSMGAP00000001895
ENSGALP00000008918	ENSMGAP00000005728
ENSGALP00000011479	ENSMGAP00000007489
ENSGALP00000000880	ENSMGAP00000000466
ENSGALP00000006656	ENSMGAP00000001061
ENSGALP00000007191	ENSMGAP00000006413
ENSGALP00000010997	ENSMGAP00000004064
ENSGALP00000026159	ENSMGAP00000015485
ENSGALP00000017547	ENSMGAP00000011992
ENSGALP00000026130	ENSMGAP00000015480
ENSGALP00000007080	ENSMGAP00000001026
ENSGALP00000019398	ENSMGAP00000012260
ENSGALP00000010660	ENSMGAP00000008641
ENSGALP00000020526	ENSMGAP00000006255
ENSGALP00000010967	ENSMGAP00000009377
ENSGALP00000021301	ENSMGAP00000014288
ENSGALP00000042368	ENSMGAP00000014294
ENSGALP00000021315	ENSMGAP00000014311
ENSGALP00000021280	ENSMGAP00000014279
ENSGALP00000020904	ENSMGAP00000013894
