ENSTNIP00000004863	ENSGALP00000006197
ENSTNIP00000002550	ENSGALP00000008620
ENSTNIP00000010888	ENSGALP00000028462
ENSTNIP00000016476	ENSGALP00000024131
ENSTNIP00000009011	ENSGALP00000024384
ENSTNIP00000015578	ENSGALP00000008166
ENSTNIP00000009889	ENSGALP00000008166
ENSTNIP00000018274	ENSGALP00000024371
ENSTNIP00000013384	ENSGALP00000024371
ENSTNIP00000008230	ENSGALP00000017177
ENSTNIP00000020740	ENSGALP00000023703
ENSTNIP00000017901	ENSGALP00000041910
ENSTNIP00000017939	ENSGALP00000041790
ENSTNIP00000000266	ENSGALP00000041790
ENSTNIP00000022327	ENSGALP00000036002
ENSTNIP00000012642	ENSGALP00000039626
ENSTNIP00000006068	ENSGALP00000039626
ENSTNIP00000010983	ENSGALP00000042064
ENSTNIP00000016030	ENSGALP00000036658
ENSTNIP00000018020	ENSGALP00000026898
ENSTNIP00000007710	ENSGALP00000026898
ENSTNIP00000019631	ENSGALP00000041053
ENSTNIP00000018185	ENSGALP00000041364
ENSTNIP00000016723	ENSGALP00000041112
ENSTNIP00000008237	ENSGALP00000005255
ENSTNIP00000018576	ENSGALP00000031663
ENSTNIP00000017945	ENSGALP00000031663
ENSTNIP00000010334	ENSGALP00000040726
ENSTNIP00000013225	ENSGALP00000001717
ENSTNIP00000020178	ENSGALP00000042848
ENSTNIP00000013224	ENSGALP00000001745
ENSTNIP00000017482	ENSGALP00000009251
ENSTNIP00000006751	ENSGALP00000001801
ENSTNIP00000014601	ENSGALP00000030567
ENSTNIP00000016048	ENSGALP00000019282
ENSTNIP00000021546	ENSGALP00000030342
ENSTNIP00000021608	ENSGALP00000018290
ENSTNIP00000004254	ENSGALP00000012967
ENSTNIP00000000101	ENSGALP00000023054
ENSTNIP00000015489	ENSGALP00000023054
ENSTNIP00000017432	ENSGALP00000040238
ENSTNIP00000022654	ENSGALP00000040238
ENSTNIP00000007965	ENSGALP00000019635
ENSTNIP00000020964	ENSGALP00000019635
ENSTNIP00000022060	ENSGALP00000018629
ENSTNIP00000016215	ENSGALP00000018629
ENSTNIP00000019582	ENSGALP00000020449
ENSTNIP00000010457	ENSGALP00000025820
ENSTNIP00000012673	ENSGALP00000006967
ENSTNIP00000013758	ENSGALP00000019985
ENSTNIP00000007179	ENSGALP00000019985
ENSTNIP00000015820	ENSGALP00000007506
ENSTNIP00000014574	ENSGALP00000007506
ENSTNIP00000016804	ENSGALP00000018680
ENSTNIP00000003913	ENSGALP00000011476
ENSTNIP00000022487	ENSGALP00000017378
ENSTNIP00000006368	ENSGALP00000001765
ENSTNIP00000013223	ENSGALP00000001765
ENSTNIP00000003800	ENSGALP00000025821
ENSTNIP00000000824	ENSGALP00000006963
ENSTNIP00000009422	ENSGALP00000032081
ENSTNIP00000009249	ENSGALP00000042246
ENSTNIP00000009403	ENSGALP00000016979
ENSTNIP00000013064	ENSGALP00000006100
ENSTNIP00000010092	ENSGALP00000001295
ENSTNIP00000009898	ENSGALP00000003578
ENSTNIP00000019801	ENSGALP00000007550
ENSTNIP00000008471	ENSGALP00000038056
ENSTNIP00000010053	ENSGALP00000022903
ENSTNIP00000011564	ENSGALP00000011969
ENSTNIP00000017992	ENSGALP00000003758
ENSTNIP00000022106	ENSGALP00000003758
ENSTNIP00000002870	ENSGALP00000013664
ENSTNIP00000015191	ENSGALP00000015593
ENSTNIP00000014089	ENSGALP00000004310
ENSTNIP00000013705	ENSGALP00000008114
ENSTNIP00000019941	ENSGALP00000009329
ENSTNIP00000009850	ENSGALP00000005606
ENSTNIP00000004047	ENSGALP00000023759
ENSTNIP00000013886	ENSGALP00000022662
ENSTNIP00000005796	ENSGALP00000007292
ENSTNIP00000021873	ENSGALP00000015400
ENSTNIP00000017574	ENSGALP00000035828
ENSTNIP00000020590	ENSGALP00000041861
ENSTNIP00000017318	ENSGALP00000008232
ENSTNIP00000018783	ENSGALP00000027435
ENSTNIP00000009195	ENSGALP00000022258
ENSTNIP00000010435	ENSGALP00000002905
ENSTNIP00000011059	ENSGALP00000020954
ENSTNIP00000006059	ENSGALP00000024868
ENSTNIP00000020835	ENSGALP00000018038
ENSTNIP00000011895	ENSGALP00000002234
ENSTNIP00000009428	ENSGALP00000020930
ENSTNIP00000021672	ENSGALP00000020930
ENSTNIP00000005624	ENSGALP00000027829
ENSTNIP00000021766	ENSGALP00000010141
ENSTNIP00000015764	ENSGALP00000010141
ENSTNIP00000008175	ENSGALP00000028052
ENSTNIP00000022216	ENSGALP00000025448
ENSTNIP00000017645	ENSGALP00000006016
ENSTNIP00000009626	ENSGALP00000015877
ENSTNIP00000007622	ENSGALP00000011018
ENSTNIP00000011821	ENSGALP00000015665
ENSTNIP00000018276	ENSGALP00000024361
ENSTNIP00000021060	ENSGALP00000011504
ENSTNIP00000010456	ENSGALP00000004111
ENSTNIP00000012046	ENSGALP00000020422
ENSTNIP00000018740	ENSGALP00000024139
ENSTNIP00000018541	ENSGALP00000036979
ENSTNIP00000019032	ENSGALP00000004270
ENSTNIP00000012199	ENSGALP00000006724
ENSTNIP00000020191	ENSGALP00000004401
ENSTNIP00000021401	ENSGALP00000004401
ENSTNIP00000006505	ENSGALP00000025042
ENSTNIP00000016412	ENSGALP00000040897
ENSTNIP00000015779	ENSGALP00000040897
ENSTNIP00000012523	ENSGALP00000019306
ENSTNIP00000013429	ENSGALP00000041324
ENSTNIP00000010870	ENSGALP00000023626
ENSTNIP00000017693	ENSGALP00000005750
ENSTNIP00000016774	ENSGALP00000011857
ENSTNIP00000017576	ENSGALP00000013705
ENSTNIP00000000730	ENSGALP00000018095
ENSTNIP00000016267	ENSGALP00000018095
ENSTNIP00000020726	ENSGALP00000018580
ENSTNIP00000022053	ENSGALP00000021968
ENSTNIP00000003525	ENSGALP00000021968
ENSTNIP00000018412	ENSGALP00000018925
ENSTNIP00000010295	ENSGALP00000018925
ENSTNIP00000022110	ENSGALP00000041211
ENSTNIP00000011718	ENSGALP00000018280
ENSTNIP00000020280	ENSGALP00000041970
ENSTNIP00000000195	ENSGALP00000025756
ENSTNIP00000018818	ENSGALP00000025756
ENSTNIP00000021478	ENSGALP00000004472
ENSTNIP00000021044	ENSGALP00000013560
ENSTNIP00000017649	ENSGALP00000006085
ENSTNIP00000017776	ENSGALP00000006085
ENSTNIP00000022509	ENSGALP00000020068
ENSTNIP00000015222	ENSGALP00000020068
ENSTNIP00000014959	ENSGALP00000034590
ENSTNIP00000017833	ENSGALP00000002498
ENSTNIP00000016487	ENSGALP00000023734
ENSTNIP00000016486	ENSGALP00000023753
ENSTNIP00000018417	ENSGALP00000002359
ENSTNIP00000005264	ENSGALP00000020168
ENSTNIP00000011280	ENSGALP00000003455
ENSTNIP00000019854	ENSGALP00000008558
ENSTNIP00000014950	ENSGALP00000007768
ENSTNIP00000005792	ENSGALP00000005401
ENSTNIP00000022167	ENSGALP00000001374
ENSTNIP00000013503	ENSGALP00000001691
ENSTNIP00000016484	ENSGALP00000013502
ENSTNIP00000021913	ENSGALP00000002660
ENSTNIP00000018572	ENSGALP00000035074
ENSTNIP00000003273	ENSGALP00000002055
ENSTNIP00000013616	ENSGALP00000018523
ENSTNIP00000016677	ENSGALP00000010023
ENSTNIP00000018187	ENSGALP00000000544
ENSTNIP00000019090	ENSGALP00000027881
ENSTNIP00000005043	ENSGALP00000027881
ENSTNIP00000018075	ENSGALP00000039829
ENSTNIP00000021456	ENSGALP00000039829
ENSTNIP00000002532	ENSGALP00000036471
ENSTNIP00000012461	ENSGALP00000019808
ENSTNIP00000018076	ENSGALP00000000597
ENSTNIP00000021457	ENSGALP00000000597
ENSTNIP00000006981	ENSGALP00000023295
ENSTNIP00000022993	ENSGALP00000005892
ENSTNIP00000004261	ENSGALP00000024904
ENSTNIP00000013943	ENSGALP00000018373
ENSTNIP00000005224	ENSGALP00000007468
ENSTNIP00000012592	ENSGALP00000017210
ENSTNIP00000019744	ENSGALP00000014168
ENSTNIP00000021068	ENSGALP00000005598
ENSTNIP00000010095	ENSGALP00000005598
ENSTNIP00000002080	ENSGALP00000018370
ENSTNIP00000013942	ENSGALP00000018369
ENSTNIP00000010094	ENSGALP00000005607
ENSTNIP00000021850	ENSGALP00000017309
ENSTNIP00000014056	ENSGALP00000002688
ENSTNIP00000015615	ENSGALP00000015080
ENSTNIP00000005731	ENSGALP00000004659
ENSTNIP00000015923	ENSGALP00000019511
ENSTNIP00000014975	ENSGALP00000001451
ENSTNIP00000021533	ENSGALP00000002052
ENSTNIP00000022518	ENSGALP00000024665
ENSTNIP00000008306	ENSGALP00000028876
ENSTNIP00000019889	ENSGALP00000011127
ENSTNIP00000010344	ENSGALP00000017930
ENSTNIP00000010205	ENSGALP00000010048
ENSTNIP00000006930	ENSGALP00000015537
ENSTNIP00000018214	ENSGALP00000003437
ENSTNIP00000005642	ENSGALP00000008945
ENSTNIP00000000628	ENSGALP00000000711
ENSTNIP00000020610	ENSGALP00000020375
ENSTNIP00000015693	ENSGALP00000027589
ENSTNIP00000018707	ENSGALP00000015054
ENSTNIP00000004722	ENSGALP00000004249
ENSTNIP00000009564	ENSGALP00000038847
ENSTNIP00000019949	ENSGALP00000010676
ENSTNIP00000017120	ENSGALP00000031565
ENSTNIP00000020822	ENSGALP00000015797
ENSTNIP00000013474	ENSGALP00000020134
ENSTNIP00000008840	ENSGALP00000025600
ENSTNIP00000010729	ENSGALP00000018712
ENSTNIP00000015790	ENSGALP00000004219
ENSTNIP00000006174	ENSGALP00000004484
ENSTNIP00000004278	ENSGALP00000011389
ENSTNIP00000005133	ENSGALP00000002713
ENSTNIP00000005738	ENSGALP00000004038
ENSTNIP00000020274	ENSGALP00000026250
ENSTNIP00000020403	ENSGALP00000043245
ENSTNIP00000015873	ENSGALP00000040250
ENSTNIP00000007501	ENSGALP00000015999
ENSTNIP00000012150	ENSGALP00000009187
ENSTNIP00000010938	ENSGALP00000023111
ENSTNIP00000018979	ENSGALP00000008103
ENSTNIP00000013138	ENSGALP00000002394
ENSTNIP00000014213	ENSGALP00000002394
ENSTNIP00000019705	ENSGALP00000014522
ENSTNIP00000014997	ENSGALP00000024705
ENSTNIP00000008639	ENSGALP00000024705
ENSTNIP00000007849	ENSGALP00000023037
ENSTNIP00000017222	ENSGALP00000023037
ENSTNIP00000009963	ENSGALP00000011324
ENSTNIP00000011570	ENSGALP00000011550
ENSTNIP00000010796	ENSGALP00000011550
ENSTNIP00000002173	ENSGALP00000014032
ENSTNIP00000017555	ENSGALP00000014032
ENSTNIP00000005444	ENSGALP00000024578
ENSTNIP00000009138	ENSGALP00000026614
ENSTNIP00000012374	ENSGALP00000026614
ENSTNIP00000013299	ENSGALP00000010820
ENSTNIP00000012414	ENSGALP00000010820
ENSTNIP00000018505	ENSGALP00000025153
ENSTNIP00000007578	ENSGALP00000007416
ENSTNIP00000007479	ENSGALP00000011471
ENSTNIP00000012664	ENSGALP00000011471
ENSTNIP00000002813	ENSGALP00000011564
ENSTNIP00000022004	ENSGALP00000020330
ENSTNIP00000014200	ENSGALP00000020330
ENSTNIP00000013968	ENSGALP00000021140
ENSTNIP00000015802	ENSGALP00000000913
ENSTNIP00000005775	ENSGALP00000013346
ENSTNIP00000005228	ENSGALP00000042401
ENSTNIP00000011600	ENSGALP00000021524
ENSTNIP00000017452	ENSGALP00000000647
ENSTNIP00000011850	ENSGALP00000042428
ENSTNIP00000020780	ENSGALP00000024201
ENSTNIP00000003613	ENSGALP00000006925
ENSTNIP00000010330	ENSGALP00000004596
ENSTNIP00000021422	ENSGALP00000003023
ENSTNIP00000007717	ENSGALP00000003023
ENSTNIP00000011595	ENSGALP00000035851
ENSTNIP00000001641	ENSGALP00000000989
ENSTNIP00000016242	ENSGALP00000012889
ENSTNIP00000021008	ENSGALP00000012889
ENSTNIP00000020566	ENSGALP00000016685
ENSTNIP00000000809	ENSGALP00000017393
ENSTNIP00000003209	ENSGALP00000036650
ENSTNIP00000015419	ENSGALP00000000907
ENSTNIP00000007216	ENSGALP00000015312
ENSTNIP00000013832	ENSGALP00000039023
ENSTNIP00000004328	ENSGALP00000002045
ENSTNIP00000001138	ENSGALP00000040837
ENSTNIP00000006417	ENSGALP00000005380
ENSTNIP00000020936	ENSGALP00000025350
ENSTNIP00000022959	ENSGALP00000003041
ENSTNIP00000003369	ENSGALP00000025590
ENSTNIP00000018924	ENSGALP00000037431
ENSTNIP00000011969	ENSGALP00000037431
ENSTNIP00000003496	ENSGALP00000004309
ENSTNIP00000000416	ENSGALP00000004309
ENSTNIP00000018848	ENSGALP00000039750
ENSTNIP00000019947	ENSGALP00000006906
ENSTNIP00000012447	ENSGALP00000003568
ENSTNIP00000007731	ENSGALP00000014039
ENSTNIP00000006263	ENSGALP00000014934
ENSTNIP00000000896	ENSGALP00000018087
ENSTNIP00000016397	ENSGALP00000012794
ENSTNIP00000012182	ENSGALP00000014939
ENSTNIP00000018195	ENSGALP00000000054
ENSTNIP00000017642	ENSGALP00000007379
ENSTNIP00000011986	ENSGALP00000010857
ENSTNIP00000018196	ENSGALP00000041418
ENSTNIP00000017786	ENSGALP00000043257
ENSTNIP00000018891	ENSGALP00000024446
ENSTNIP00000011109	ENSGALP00000006958
ENSTNIP00000019612	ENSGALP00000011951
ENSTNIP00000006792	ENSGALP00000012150
ENSTNIP00000011561	ENSGALP00000011883
ENSTNIP00000014811	ENSGALP00000000966
ENSTNIP00000014632	ENSGALP00000000966
ENSTNIP00000010372	ENSGALP00000043063
ENSTNIP00000004963	ENSGALP00000018719
ENSTNIP00000017981	ENSGALP00000039708
ENSTNIP00000000727	ENSGALP00000009443
ENSTNIP00000016627	ENSGALP00000026448
ENSTNIP00000022322	ENSGALP00000022482
ENSTNIP00000017037	ENSGALP00000020617
ENSTNIP00000015433	ENSGALP00000012943
ENSTNIP00000011652	ENSGALP00000033115
ENSTNIP00000007895	ENSGALP00000006470
ENSTNIP00000016289	ENSGALP00000028328
ENSTNIP00000006261	ENSGALP00000026523
ENSTNIP00000013996	ENSGALP00000040986
ENSTNIP00000013229	ENSGALP00000016520
ENSTNIP00000003348	ENSGALP00000016520
ENSTNIP00000015070	ENSGALP00000001353
ENSTNIP00000003685	ENSGALP00000001353
ENSTNIP00000005191	ENSGALP00000020419
ENSTNIP00000019964	ENSGALP00000009962
ENSTNIP00000021390	ENSGALP00000009962
ENSTNIP00000013570	ENSGALP00000026953
ENSTNIP00000021896	ENSGALP00000016084
ENSTNIP00000010091	ENSGALP00000001263
ENSTNIP00000008640	ENSGALP00000025819
ENSTNIP00000022455	ENSGALP00000020844
ENSTNIP00000016814	ENSGALP00000019093
ENSTNIP00000015382	ENSGALP00000002998
ENSTNIP00000005131	ENSGALP00000002998
ENSTNIP00000009062	ENSGALP00000018130
ENSTNIP00000019735	ENSGALP00000015272
ENSTNIP00000013441	ENSGALP00000031999
ENSTNIP00000001768	ENSGALP00000031999
ENSTNIP00000012944	ENSGALP00000012981
ENSTNIP00000008285	ENSGALP00000006594
ENSTNIP00000022695	ENSGALP00000026310
ENSTNIP00000018088	ENSGALP00000039903
ENSTNIP00000008409	ENSGALP00000039903
ENSTNIP00000014359	ENSGALP00000036825
ENSTNIP00000016313	ENSGALP00000013524
ENSTNIP00000017171	ENSGALP00000013524
ENSTNIP00000017270	ENSGALP00000004442
ENSTNIP00000019287	ENSGALP00000006481
ENSTNIP00000003270	ENSGALP00000011954
ENSTNIP00000011928	ENSGALP00000011954
ENSTNIP00000022537	ENSGALP00000020106
ENSTNIP00000003994	ENSGALP00000021572
ENSTNIP00000005049	ENSGALP00000016479
ENSTNIP00000023037	ENSGALP00000010279
ENSTNIP00000012460	ENSGALP00000038261
ENSTNIP00000019161	ENSGALP00000038261
ENSTNIP00000014363	ENSGALP00000008014
ENSTNIP00000011213	ENSGALP00000004371
ENSTNIP00000014304	ENSGALP00000004371
ENSTNIP00000010790	ENSGALP00000011666
ENSTNIP00000011618	ENSGALP00000011666
ENSTNIP00000013183	ENSGALP00000021544
ENSTNIP00000016792	ENSGALP00000006760
ENSTNIP00000022054	ENSGALP00000028686
ENSTNIP00000016382	ENSGALP00000003793
ENSTNIP00000022328	ENSGALP00000040840
ENSTNIP00000022489	ENSGALP00000040840
ENSTNIP00000014569	ENSGALP00000039011
ENSTNIP00000014353	ENSGALP00000021279
ENSTNIP00000020353	ENSGALP00000006720
ENSTNIP00000006316	ENSGALP00000008918
ENSTNIP00000013398	ENSGALP00000011479
ENSTNIP00000009583	ENSGALP00000011479
ENSTNIP00000010062	ENSGALP00000000880
ENSTNIP00000013710	ENSGALP00000006656
ENSTNIP00000019976	ENSGALP00000010997
ENSTNIP00000020769	ENSGALP00000017547
ENSTNIP00000018017	ENSGALP00000026130
ENSTNIP00000003937	ENSGALP00000019398
ENSTNIP00000012160	ENSGALP00000010660
ENSTNIP00000002275	ENSGALP00000010967
ENSTNIP00000013728	ENSGALP00000016630
ENSTNIP00000013029	ENSGALP00000001257
ENSTNIP00000010645	ENSGALP00000025584
ENSTNIP00000007317	ENSGALP00000007521
ENSTNIP00000011771	ENSGALP00000026542
ENSTNIP00000006154	ENSGALP00000015861
ENSTNIP00000005098	ENSGALP00000009394
ENSTNIP00000012294	ENSGALP00000008304
ENSTNIP00000005959	ENSGALP00000024873
ENSTNIP00000010880	ENSGALP00000043137
ENSTNIP00000011246	ENSGALP00000038838
ENSTNIP00000014663	ENSGALP00000005317
ENSTNIP00000012344	ENSGALP00000020513
ENSTNIP00000015568	ENSGALP00000041002
ENSTNIP00000017329	ENSGALP00000008414
ENSTNIP00000018338	ENSGALP00000008414
ENSTNIP00000006290	ENSGALP00000026458
ENSTNIP00000002409	ENSGALP00000009110
ENSTNIP00000016577	ENSGALP00000002474
ENSTNIP00000000605	ENSGALP00000002474
ENSTNIP00000007346	ENSGALP00000011818
ENSTNIP00000020000	ENSGALP00000043237
ENSTNIP00000005068	ENSGALP00000043237
ENSTNIP00000010190	ENSGALP00000038424
ENSTNIP00000019648	ENSGALP00000008020
ENSTNIP00000019649	ENSGALP00000008020
ENSTNIP00000003407	ENSGALP00000008004
ENSTNIP00000019647	ENSGALP00000008022
ENSTNIP00000013160	ENSGALP00000024871
ENSTNIP00000017425	ENSGALP00000043348
ENSTNIP00000008892	ENSGALP00000012577
ENSTNIP00000003423	ENSGALP00000041996
ENSTNIP00000005360	ENSGALP00000000543
ENSTNIP00000007004	ENSGALP00000004244
ENSTNIP00000014515	ENSGALP00000004244
ENSTNIP00000008054	ENSGALP00000043327
ENSTNIP00000012148	ENSGALP00000009226
ENSTNIP00000010692	ENSGALP00000017568
ENSTNIP00000020767	ENSGALP00000017568
ENSTNIP00000019796	ENSGALP00000023676
ENSTNIP00000010355	ENSGALP00000023676
ENSTNIP00000006551	ENSGALP00000025008
ENSTNIP00000020321	ENSGALP00000043130
ENSTNIP00000010212	ENSGALP00000007751
ENSTNIP00000012644	ENSGALP00000007751
ENSTNIP00000004915	ENSGALP00000001057
ENSTNIP00000018343	ENSGALP00000009666
ENSTNIP00000007752	ENSGALP00000020713
ENSTNIP00000021122	ENSGALP00000010751
ENSTNIP00000010166	ENSGALP00000023532
ENSTNIP00000015532	ENSGALP00000023532
ENSTNIP00000018169	ENSGALP00000040725
ENSTNIP00000009873	ENSGALP00000040725
ENSTNIP00000019244	ENSGALP00000003721
ENSTNIP00000017541	ENSGALP00000021028
ENSTNIP00000018863	ENSGALP00000007490
ENSTNIP00000019890	ENSGALP00000011069
ENSTNIP00000012337	ENSGALP00000027278
ENSTNIP00000012336	ENSGALP00000027323
ENSTNIP00000009726	ENSGALP00000023135
ENSTNIP00000015341	ENSGALP00000015825
ENSTNIP00000009978	ENSGALP00000015825
ENSTNIP00000015947	ENSGALP00000004006
ENSTNIP00000018832	ENSGALP00000038966
ENSTNIP00000012332	ENSGALP00000027332
ENSTNIP00000016975	ENSGALP00000027332
ENSTNIP00000010410	ENSGALP00000023188
ENSTNIP00000013422	ENSGALP00000023188
ENSTNIP00000016494	ENSGALP00000018212
ENSTNIP00000020080	ENSGALP00000037924
ENSTNIP00000018098	ENSGALP00000042837
ENSTNIP00000013123	ENSGALP00000000050
ENSTNIP00000014934	ENSGALP00000022241
ENSTNIP00000017252	ENSGALP00000040782
ENSTNIP00000006272	ENSGALP00000006087
ENSTNIP00000005248	ENSGALP00000003352
ENSTNIP00000015620	ENSGALP00000020990
ENSTNIP00000007259	ENSGALP00000004941
ENSTNIP00000014492	ENSGALP00000009166
ENSTNIP00000020207	ENSGALP00000004542
ENSTNIP00000004607	ENSGALP00000011796
ENSTNIP00000016341	ENSGALP00000011796
ENSTNIP00000016340	ENSGALP00000037883
ENSTNIP00000020220	ENSGALP00000018279
ENSTNIP00000009045	ENSGALP00000017079
ENSTNIP00000016093	ENSGALP00000003422
ENSTNIP00000022924	ENSGALP00000011046
ENSTNIP00000015590	ENSGALP00000002212
ENSTNIP00000020232	ENSGALP00000016260
ENSTNIP00000020232	ENSGALP00000042446
ENSTNIP00000015321	ENSGALP00000008374
ENSTNIP00000016100	ENSGALP00000008374
ENSTNIP00000007929	ENSGALP00000041169
ENSTNIP00000009820	ENSGALP00000041169
ENSTNIP00000004845	ENSGALP00000011515
ENSTNIP00000011939	ENSGALP00000011515
ENSTNIP00000012436	ENSGALP00000012941
ENSTNIP00000016008	ENSGALP00000015254
ENSTNIP00000022751	ENSGALP00000027816
ENSTNIP00000009877	ENSGALP00000012053
ENSTNIP00000016034	ENSGALP00000012053
ENSTNIP00000009528	ENSGALP00000042661
ENSTNIP00000007644	ENSGALP00000006181
ENSTNIP00000010997	ENSGALP00000042961
ENSTNIP00000015425	ENSGALP00000012597
ENSTNIP00000012255	ENSGALP00000021996
ENSTNIP00000019132	ENSGALP00000021996
ENSTNIP00000010027	ENSGALP00000021086
ENSTNIP00000014647	ENSGALP00000041394
ENSTNIP00000022882	ENSGALP00000026167
ENSTNIP00000019978	ENSGALP00000010962
ENSTNIP00000019501	ENSGALP00000022291
ENSTNIP00000002868	ENSGALP00000022754
ENSTNIP00000019266	ENSGALP00000022754
ENSTNIP00000013174	ENSGALP00000007850
ENSTNIP00000008035	ENSGALP00000007715
ENSTNIP00000019538	ENSGALP00000005610
ENSTNIP00000017917	ENSGALP00000009224
ENSTNIP00000001889	ENSGALP00000036964
ENSTNIP00000009708	ENSGALP00000015862
ENSTNIP00000015526	ENSGALP00000012273
ENSTNIP00000017000	ENSGALP00000004297
ENSTNIP00000006385	ENSGALP00000004297
ENSTNIP00000014798	ENSGALP00000012905
ENSTNIP00000013050	ENSGALP00000020906
ENSTNIP00000008759	ENSGALP00000000569
ENSTNIP00000009904	ENSGALP00000034660
ENSTNIP00000013787	ENSGALP00000017301
ENSTNIP00000005648	ENSGALP00000020866
ENSTNIP00000012142	ENSGALP00000021146
ENSTNIP00000019679	ENSGALP00000026026
ENSTNIP00000015351	ENSGALP00000021520
ENSTNIP00000006867	ENSGALP00000021520
ENSTNIP00000019751	ENSGALP00000014662
ENSTNIP00000003914	ENSGALP00000039195
ENSTNIP00000018664	ENSGALP00000003746
ENSTNIP00000004105	ENSGALP00000003746
ENSTNIP00000006352	ENSGALP00000004669
ENSTNIP00000016371	ENSGALP00000016898
ENSTNIP00000020420	ENSGALP00000018320
ENSTNIP00000013073	ENSGALP00000003589
ENSTNIP00000013899	ENSGALP00000013851
ENSTNIP00000020573	ENSGALP00000013851
ENSTNIP00000008081	ENSGALP00000019752
ENSTNIP00000002802	ENSGALP00000023617
ENSTNIP00000018471	ENSGALP00000024648
ENSTNIP00000021899	ENSGALP00000016562
ENSTNIP00000022261	ENSGALP00000041025
ENSTNIP00000013120	ENSGALP00000005404
ENSTNIP00000021776	ENSGALP00000002894
ENSTNIP00000017084	ENSGALP00000008428
ENSTNIP00000022007	ENSGALP00000020334
ENSTNIP00000010207	ENSGALP00000037713
ENSTNIP00000000325	ENSGALP00000037713
ENSTNIP00000020134	ENSGALP00000022114
ENSTNIP00000017043	ENSGALP00000040847
ENSTNIP00000012541	ENSGALP00000040847
ENSTNIP00000014277	ENSGALP00000040637
ENSTNIP00000002721	ENSGALP00000041118
ENSTNIP00000018613	ENSGALP00000011493
ENSTNIP00000010656	ENSGALP00000040959
ENSTNIP00000003203	ENSGALP00000037008
ENSTNIP00000021465	ENSGALP00000002658
ENSTNIP00000009707	ENSGALP00000015856
ENSTNIP00000014068	ENSGALP00000035449
ENSTNIP00000000748	ENSGALP00000021257
ENSTNIP00000012227	ENSGALP00000008874
ENSTNIP00000011710	ENSGALP00000008874
ENSTNIP00000022648	ENSGALP00000030734
ENSTNIP00000003634	ENSGALP00000038622
ENSTNIP00000015922	ENSGALP00000019501
ENSTNIP00000007764	ENSGALP00000019501
ENSTNIP00000014795	ENSGALP00000030752
ENSTNIP00000011380	ENSGALP00000007007
ENSTNIP00000014389	ENSGALP00000033238
ENSTNIP00000017298	ENSGALP00000009778
ENSTNIP00000003864	ENSGALP00000009778
ENSTNIP00000018922	ENSGALP00000037432
ENSTNIP00000012721	ENSGALP00000043097
ENSTNIP00000021842	ENSGALP00000015533
ENSTNIP00000022251	ENSGALP00000041983
ENSTNIP00000009574	ENSGALP00000041983
ENSTNIP00000021096	ENSGALP00000008215
ENSTNIP00000021782	ENSGALP00000021197
ENSTNIP00000018060	ENSGALP00000008673
ENSTNIP00000006040	ENSGALP00000043204
ENSTNIP00000018091	ENSGALP00000034485
ENSTNIP00000009835	ENSGALP00000034485
ENSTNIP00000010176	ENSGALP00000007633
ENSTNIP00000005592	ENSGALP00000042987
ENSTNIP00000011324	ENSGALP00000030668
ENSTNIP00000013162	ENSGALP00000026161
ENSTNIP00000013176	ENSGALP00000001777
ENSTNIP00000012542	ENSGALP00000042317
ENSTNIP00000022228	ENSGALP00000027410
ENSTNIP00000007606	ENSGALP00000001856
ENSTNIP00000016765	ENSGALP00000009538
ENSTNIP00000017133	ENSGALP00000023280
ENSTNIP00000018036	ENSGALP00000027310
ENSTNIP00000008357	ENSGALP00000021981
ENSTNIP00000011508	ENSGALP00000041132
ENSTNIP00000017446	ENSGALP00000041132
ENSTNIP00000010322	ENSGALP00000037144
ENSTNIP00000007545	ENSGALP00000005064
ENSTNIP00000022398	ENSGALP00000010582
ENSTNIP00000007746	ENSGALP00000035090
ENSTNIP00000022396	ENSGALP00000013846
ENSTNIP00000010140	ENSGALP00000034996
ENSTNIP00000017785	ENSGALP00000034996
ENSTNIP00000001303	ENSGALP00000013762
ENSTNIP00000005544	ENSGALP00000017413
ENSTNIP00000010969	ENSGALP00000012858
ENSTNIP00000017811	ENSGALP00000001121
ENSTNIP00000021091	ENSGALP00000010712
ENSTNIP00000009563	ENSGALP00000013880
ENSTNIP00000013308	ENSGALP00000013880
ENSTNIP00000013572	ENSGALP00000026941
ENSTNIP00000015370	ENSGALP00000016588
ENSTNIP00000019187	ENSGALP00000010354
ENSTNIP00000012276	ENSGALP00000013168
ENSTNIP00000020247	ENSGALP00000013992
ENSTNIP00000018419	ENSGALP00000041046
ENSTNIP00000013452	ENSGALP00000020070
ENSTNIP00000019529	ENSGALP00000019644
ENSTNIP00000021440	ENSGALP00000011213
ENSTNIP00000017310	ENSGALP00000043034
ENSTNIP00000007435	ENSGALP00000043034
ENSTNIP00000012401	ENSGALP00000007901
ENSTNIP00000007915	ENSGALP00000004663
ENSTNIP00000015259	ENSGALP00000036794
ENSTNIP00000021438	ENSGALP00000038108
ENSTNIP00000018717	ENSGALP00000003890
ENSTNIP00000015677	ENSGALP00000029456
ENSTNIP00000013801	ENSGALP00000007346
ENSTNIP00000013009	ENSGALP00000025048
ENSTNIP00000012577	ENSGALP00000018174
ENSTNIP00000016690	ENSGALP00000038215
ENSTNIP00000012393	ENSGALP00000038215
ENSTNIP00000011253	ENSGALP00000002157
