ENSMODP00000016222	ENSCAFP00000014731
ENSMODP00000024502	ENSCAFP00000010949
ENSMODP00000004312	ENSCAFP00000027390
ENSMODP00000011677	ENSCAFP00000000462
ENSMODP00000038017	ENSCAFP00000020766
ENSMODP00000015905	ENSCAFP00000015777
ENSMODP00000023416	ENSCAFP00000003401
ENSMODP00000015306	ENSCAFP00000020609
ENSMODP00000025759	ENSCAFP00000040823
ENSMODP00000005144	ENSCAFP00000041451
ENSMODP00000021973	ENSCAFP00000039089
ENSMODP00000023184	ENSCAFP00000003739
ENSMODP00000023177	ENSCAFP00000003773
ENSMODP00000020999	ENSCAFP00000018717
ENSMODP00000029412	ENSCAFP00000016122
ENSMODP00000039715	ENSCAFP00000009783
ENSMODP00000000862	ENSCAFP00000013603
ENSMODP00000020528	ENSCAFP00000043186
ENSMODP00000022637	ENSCAFP00000021345
ENSMODP00000020417	ENSCAFP00000035390
ENSMODP00000006491	ENSCAFP00000041915
ENSMODP00000036093	ENSCAFP00000022480
ENSMODP00000011050	ENSCAFP00000026647
ENSMODP00000003992	ENSCAFP00000018488
ENSMODP00000004020	ENSCAFP00000029616
ENSMODP00000006159	ENSCAFP00000026524
ENSMODP00000004868	ENSCAFP00000004923
ENSMODP00000016529	ENSCAFP00000029402
ENSMODP00000017847	ENSCAFP00000001295
ENSMODP00000002148	ENSCAFP00000013330
ENSMODP00000013550	ENSCAFP00000021825
ENSMODP00000014976	ENSCAFP00000025056
ENSMODP00000020892	ENSCAFP00000029400
ENSMODP00000014217	ENSCAFP00000021860
ENSMODP00000005712	ENSCAFP00000009112
ENSMODP00000026508	ENSCAFP00000015319
ENSMODP00000016957	ENSCAFP00000018349
ENSMODP00000014496	ENSCAFP00000026629
ENSMODP00000036819	ENSCAFP00000009106
ENSMODP00000019922	ENSCAFP00000012344
ENSMODP00000026838	ENSCAFP00000027079
ENSMODP00000020641	ENSCAFP00000017530
ENSMODP00000018087	ENSCAFP00000009038
ENSMODP00000009257	ENSCAFP00000018017
ENSMODP00000016801	ENSCAFP00000017471
ENSMODP00000008655	ENSCAFP00000008050
ENSMODP00000028516	ENSCAFP00000017408
ENSMODP00000010174	ENSCAFP00000018141
ENSMODP00000037487	ENSCAFP00000012165
ENSMODP00000035157	ENSCAFP00000016765
ENSMODP00000000306	ENSCAFP00000029015
ENSMODP00000019882	ENSCAFP00000018244
ENSMODP00000018416	ENSCAFP00000021797
ENSMODP00000002370	ENSCAFP00000001430
ENSMODP00000026924	ENSCAFP00000004694
ENSMODP00000009901	ENSCAFP00000006077
ENSMODP00000016994	ENSCAFP00000007974
ENSMODP00000015963	ENSCAFP00000002385
ENSMODP00000022539	ENSCAFP00000015128
ENSMODP00000008765	ENSCAFP00000029561
ENSMODP00000008453	ENSCAFP00000024935
ENSMODP00000008448	ENSCAFP00000024323
ENSMODP00000035539	ENSCAFP00000014652
ENSMODP00000009969	ENSCAFP00000010316
ENSMODP00000020609	ENSCAFP00000040751
ENSMODP00000021703	ENSCAFP00000015339
ENSMODP00000007436	ENSCAFP00000040740
ENSMODP00000001828	ENSCAFP00000025716
ENSMODP00000020047	ENSCAFP00000017878
ENSMODP00000013206	ENSCAFP00000019145
ENSMODP00000010422	ENSCAFP00000025579
ENSMODP00000005730	ENSCAFP00000009355
ENSMODP00000021366	ENSCAFP00000025193
ENSMODP00000003247	ENSCAFP00000019795
ENSMODP00000020933	ENSCAFP00000013383
ENSMODP00000020913	ENSCAFP00000013324
ENSMODP00000010078	ENSCAFP00000030937
ENSMODP00000004021	ENSCAFP00000021531
ENSMODP00000012944	ENSCAFP00000015948
ENSMODP00000009988	ENSCAFP00000025460
ENSMODP00000019285	ENSCAFP00000009109
ENSMODP00000020809	ENSCAFP00000012820
ENSMODP00000032418	ENSCAFP00000019638
ENSMODP00000006117	ENSCAFP00000007567
ENSMODP00000028431	ENSCAFP00000017975
ENSMODP00000027222	ENSCAFP00000036512
ENSMODP00000035733	ENSCAFP00000041333
ENSMODP00000015951	ENSCAFP00000039552
ENSMODP00000015930	ENSCAFP00000039055
ENSMODP00000006033	ENSCAFP00000026975
ENSMODP00000035452	ENSCAFP00000040421
ENSMODP00000025442	ENSCAFP00000024110
ENSMODP00000035998	ENSCAFP00000018537
ENSMODP00000040792	ENSCAFP00000018524
ENSMODP00000039485	ENSCAFP00000018542
ENSMODP00000013380	ENSCAFP00000024202
ENSMODP00000023687	ENSCAFP00000032748
ENSMODP00000016866	ENSCAFP00000038725
ENSMODP00000012290	ENSCAFP00000037328
ENSMODP00000027971	ENSCAFP00000013518
ENSMODP00000004562	ENSCAFP00000013735
ENSMODP00000035156	ENSCAFP00000012314
ENSMODP00000015565	ENSCAFP00000026044
ENSMODP00000031719	ENSCAFP00000026046
ENSMODP00000022010	ENSCAFP00000022517
ENSMODP00000013169	ENSCAFP00000028380
ENSMODP00000012867	ENSCAFP00000028375
ENSMODP00000025122	ENSCAFP00000011583
ENSMODP00000015697	ENSCAFP00000026080
ENSMODP00000015740	ENSCAFP00000026086
ENSMODP00000015524	ENSCAFP00000026040
ENSMODP00000010524	ENSCAFP00000006464
ENSMODP00000008070	ENSCAFP00000023601
ENSMODP00000014387	ENSCAFP00000025196
ENSMODP00000014650	ENSCAFP00000009541
ENSMODP00000019737	ENSCAFP00000020422
ENSMODP00000003655	ENSCAFP00000015398
ENSMODP00000038188	ENSCAFP00000030246
ENSMODP00000015199	ENSCAFP00000029520
ENSMODP00000001485	ENSCAFP00000012386
ENSMODP00000023768	ENSCAFP00000041864
ENSMODP00000001536	ENSCAFP00000012417
ENSMODP00000007488	ENSCAFP00000020634
ENSMODP00000024707	ENSCAFP00000029907
ENSMODP00000006323	ENSCAFP00000026447
ENSMODP00000021429	ENSCAFP00000043006
ENSMODP00000024364	ENSCAFP00000010234
ENSMODP00000006514	ENSCAFP00000000993
ENSMODP00000015140	ENSCAFP00000012670
ENSMODP00000019479	ENSCAFP00000021176
ENSMODP00000000663	ENSCAFP00000031996
ENSMODP00000001833	ENSCAFP00000027734
ENSMODP00000024446	ENSCAFP00000036170
ENSMODP00000006791	ENSCAFP00000021113
ENSMODP00000018678	ENSCAFP00000043117
ENSMODP00000001507	ENSCAFP00000012402
ENSMODP00000006779	ENSCAFP00000000996
ENSMODP00000017025	ENSCAFP00000005370
ENSMODP00000023162	ENSCAFP00000011185
ENSMODP00000037491	ENSCAFP00000009756
ENSMODP00000028231	ENSCAFP00000030247
ENSMODP00000006419	ENSCAFP00000016491
ENSMODP00000009115	ENSCAFP00000041280
ENSMODP00000024329	ENSCAFP00000010379
ENSMODP00000000322	ENSCAFP00000007237
ENSMODP00000015816	ENSCAFP00000037840
ENSMODP00000037350	ENSCAFP00000003484
ENSMODP00000015203	ENSCAFP00000015693
ENSMODP00000010751	ENSCAFP00000024344
ENSMODP00000002524	ENSCAFP00000002821
ENSMODP00000021839	ENSCAFP00000000320
ENSMODP00000036747	ENSCAFP00000019790
ENSMODP00000007978	ENSCAFP00000039766
ENSMODP00000011421	ENSCAFP00000014498
ENSMODP00000005377	ENSCAFP00000026978
ENSMODP00000001631	ENSCAFP00000013848
ENSMODP00000001627	ENSCAFP00000015764
ENSMODP00000012133	ENSCAFP00000026902
ENSMODP00000022919	ENSCAFP00000023174
ENSMODP00000022928	ENSCAFP00000023190
ENSMODP00000010279	ENSCAFP00000028381
ENSMODP00000009009	ENSCAFP00000006683
ENSMODP00000023499	ENSCAFP00000036378
ENSMODP00000016841	ENSCAFP00000002073
ENSMODP00000025586	ENSCAFP00000000751
ENSMODP00000025578	ENSCAFP00000030838
ENSMODP00000037047	ENSCAFP00000039125
ENSMODP00000005801	ENSCAFP00000029542
ENSMODP00000020273	ENSCAFP00000013810
ENSMODP00000008550	ENSCAFP00000012058
ENSMODP00000010729	ENSCAFP00000002095
ENSMODP00000022116	ENSCAFP00000019847
ENSMODP00000029462	ENSCAFP00000001601
ENSMODP00000013825	ENSCAFP00000041578
ENSMODP00000026810	ENSCAFP00000027413
ENSMODP00000019131	ENSCAFP00000027775
ENSMODP00000010535	ENSCAFP00000008365
ENSMODP00000020026	ENSCAFP00000019154
ENSMODP00000040351	ENSCAFP00000007253
ENSMODP00000004034	ENSCAFP00000004213
ENSMODP00000000389	ENSCAFP00000007275
ENSMODP00000003133	ENSCAFP00000004426
ENSMODP00000015556	ENSCAFP00000003299
ENSMODP00000010672	ENSCAFP00000017623
ENSMODP00000018391	ENSCAFP00000040598
ENSMODP00000000256	ENSCAFP00000038311
ENSMODP00000002143	ENSCAFP00000003199
ENSMODP00000002876	ENSCAFP00000026471
ENSMODP00000001365	ENSCAFP00000027758
ENSMODP00000018737	ENSCAFP00000013991
ENSMODP00000035310	ENSCAFP00000033220
ENSMODP00000025478	ENSCAFP00000035308
ENSMODP00000037146	ENSCAFP00000000631
ENSMODP00000000680	ENSCAFP00000020206
ENSMODP00000002821	ENSCAFP00000009870
ENSMODP00000005657	ENSCAFP00000029844
ENSMODP00000022296	ENSCAFP00000016379
ENSMODP00000022934	ENSCAFP00000018733
ENSMODP00000039959	ENSCAFP00000006677
ENSMODP00000006185	ENSCAFP00000026940
ENSMODP00000005606	ENSCAFP00000021150
ENSMODP00000004291	ENSCAFP00000031782
ENSMODP00000033767	ENSCAFP00000038272
ENSMODP00000004489	ENSCAFP00000016857
ENSMODP00000004102	ENSCAFP00000043114
ENSMODP00000001561	ENSCAFP00000019672
ENSMODP00000015501	ENSCAFP00000038904
ENSMODP00000025097	ENSCAFP00000038845
ENSMODP00000022969	ENSCAFP00000023540
ENSMODP00000015552	ENSCAFP00000012094
ENSMODP00000013894	ENSCAFP00000040666
ENSMODP00000012119	ENSCAFP00000026367
ENSMODP00000021438	ENSCAFP00000028847
ENSMODP00000000881	ENSCAFP00000024465
ENSMODP00000008886	ENSCAFP00000025090
ENSMODP00000005546	ENSCAFP00000013226
ENSMODP00000012219	ENSCAFP00000007909
ENSMODP00000036505	ENSCAFP00000038145
ENSMODP00000021468	ENSCAFP00000006354
ENSMODP00000018270	ENSCAFP00000023479
ENSMODP00000037356	ENSCAFP00000028091
ENSMODP00000012432	ENSCAFP00000007899
ENSMODP00000020334	ENSCAFP00000021310
ENSMODP00000017156	ENSCAFP00000005960
ENSMODP00000007271	ENSCAFP00000037944
ENSMODP00000002214	ENSCAFP00000037069
ENSMODP00000024150	ENSCAFP00000018932
ENSMODP00000026203	ENSCAFP00000040208
ENSMODP00000020166	ENSCAFP00000038658
ENSMODP00000016542	ENSCAFP00000040209
ENSMODP00000004096	ENSCAFP00000029623
ENSMODP00000005854	ENSCAFP00000026532
ENSMODP00000004648	ENSCAFP00000021988
ENSMODP00000007537	ENSCAFP00000010055
ENSMODP00000000770	ENSCAFP00000013747
ENSMODP00000001186	ENSCAFP00000019266
ENSMODP00000024653	ENSCAFP00000042081
ENSMODP00000018420	ENSCAFP00000034024
ENSMODP00000014315	ENSCAFP00000009303
ENSMODP00000033851	ENSCAFP00000022625
ENSMODP00000030503	ENSCAFP00000042003
ENSMODP00000007447	ENSCAFP00000038226
ENSMODP00000010618	ENSCAFP00000041632
ENSMODP00000009850	ENSCAFP00000041490
ENSMODP00000006137	ENSCAFP00000015428
ENSMODP00000021793	ENSCAFP00000000344
ENSMODP00000010102	ENSCAFP00000010803
ENSMODP00000024642	ENSCAFP00000013605
ENSMODP00000013092	ENSCAFP00000031635
ENSMODP00000016604	ENSCAFP00000004678
ENSMODP00000007099	ENSCAFP00000026237
ENSMODP00000001277	ENSCAFP00000027434
ENSMODP00000003986	ENSCAFP00000021999
ENSMODP00000024412	ENSCAFP00000010555
ENSMODP00000022961	ENSCAFP00000023406
ENSMODP00000015932	ENSCAFP00000024224
ENSMODP00000022592	ENSCAFP00000005165
ENSMODP00000004206	ENSCAFP00000038630
ENSMODP00000020911	ENSCAFP00000029018
ENSMODP00000014117	ENSCAFP00000042809
ENSMODP00000013279	ENSCAFP00000032931
ENSMODP00000022670	ENSCAFP00000015924
ENSMODP00000021891	ENSCAFP00000041935
ENSMODP00000005211	ENSCAFP00000021401
ENSMODP00000024701	ENSCAFP00000029906
ENSMODP00000030395	ENSCAFP00000039698
ENSMODP00000017693	ENSCAFP00000001388
ENSMODP00000030484	ENSCAFP00000029905
ENSMODP00000012376	ENSCAFP00000016420
ENSMODP00000018969	ENSCAFP00000017899
ENSMODP00000036251	ENSCAFP00000017933
ENSMODP00000007353	ENSCAFP00000037553
ENSMODP00000001598	ENSCAFP00000005420
ENSMODP00000018104	ENSCAFP00000023821
ENSMODP00000034648	ENSCAFP00000038749
ENSMODP00000032734	ENSCAFP00000007585
ENSMODP00000031781	ENSCAFP00000036961
ENSMODP00000022668	ENSCAFP00000031763
ENSMODP00000023364	ENSCAFP00000016302
ENSMODP00000028958	ENSCAFP00000016306
ENSMODP00000010075	ENSCAFP00000035919
ENSMODP00000015541	ENSCAFP00000000045
ENSMODP00000011921	ENSCAFP00000014115
ENSMODP00000005726	ENSCAFP00000012707
ENSMODP00000005404	ENSCAFP00000025061
ENSMODP00000033449	ENSCAFP00000038081
ENSMODP00000033447	ENSCAFP00000010850
ENSMODP00000014206	ENSCAFP00000020776
ENSMODP00000012399	ENSCAFP00000006833
ENSMODP00000005539	ENSCAFP00000021146
ENSMODP00000026549	ENSCAFP00000039515
ENSMODP00000001684	ENSCAFP00000012112
ENSMODP00000029795	ENSCAFP00000033869
ENSMODP00000029573	ENSCAFP00000005371
ENSMODP00000022360	ENSCAFP00000005377
ENSMODP00000022390	ENSCAFP00000005373
ENSMODP00000022522	ENSCAFP00000005338
ENSMODP00000026240	ENSCAFP00000012930
ENSMODP00000022196	ENSCAFP00000004975
ENSMODP00000024134	ENSCAFP00000007350
ENSMODP00000016371	ENSCAFP00000017493
ENSMODP00000013814	ENSCAFP00000023480
ENSMODP00000036431	ENSCAFP00000012709
ENSMODP00000018433	ENSCAFP00000021868
ENSMODP00000018762	ENSCAFP00000027400
ENSMODP00000008308	ENSCAFP00000001637
ENSMODP00000004822	ENSCAFP00000040764
ENSMODP00000030485	ENSCAFP00000001759
ENSMODP00000013985	ENSCAFP00000037189
ENSMODP00000027595	ENSCAFP00000025466
ENSMODP00000022563	ENSCAFP00000021791
ENSMODP00000005186	ENSCAFP00000037233
ENSMODP00000033041	ENSCAFP00000006603
ENSMODP00000036378	ENSCAFP00000039878
ENSMODP00000009790	ENSCAFP00000008673
ENSMODP00000006557	ENSCAFP00000014683
ENSMODP00000022894	ENSCAFP00000004433
ENSMODP00000000091	ENSCAFP00000036063
ENSMODP00000027594	ENSCAFP00000025475
ENSMODP00000027592	ENSCAFP00000025480
ENSMODP00000032054	ENSCAFP00000037334
ENSMODP00000026468	ENSCAFP00000021398
ENSMODP00000026664	ENSCAFP00000016574
ENSMODP00000003559	ENSCAFP00000022507
ENSMODP00000009522	ENSCAFP00000008396
ENSMODP00000032578	ENSCAFP00000008395
ENSMODP00000010666	ENSCAFP00000008247
ENSMODP00000019750	ENSCAFP00000039988
ENSMODP00000019570	ENSCAFP00000025169
ENSMODP00000017777	ENSCAFP00000026178
ENSMODP00000015086	ENSCAFP00000013523
ENSMODP00000017754	ENSCAFP00000026180
ENSMODP00000015108	ENSCAFP00000013573
ENSMODP00000024272	ENSCAFP00000018167
ENSMODP00000011633	ENSCAFP00000026494
ENSMODP00000000763	ENSCAFP00000028300
ENSMODP00000025804	ENSCAFP00000002868
ENSMODP00000025797	ENSCAFP00000002850
ENSMODP00000014600	ENSCAFP00000026084
ENSMODP00000021490	ENSCAFP00000017777
ENSMODP00000010566	ENSCAFP00000025891
ENSMODP00000008379	ENSCAFP00000024918
ENSMODP00000025732	ENSCAFP00000028625
ENSMODP00000022794	ENSCAFP00000039258
ENSMODP00000022793	ENSCAFP00000004611
ENSMODP00000037991	ENSCAFP00000013421
ENSMODP00000009774	ENSCAFP00000025409
ENSMODP00000025784	ENSCAFP00000002776
ENSMODP00000001077	ENSCAFP00000040250
ENSMODP00000002131	ENSCAFP00000012663
ENSMODP00000031431	ENSCAFP00000026269
ENSMODP00000021578	ENSCAFP00000017441
ENSMODP00000004466	ENSCAFP00000011700
ENSMODP00000011170	ENSCAFP00000026303
ENSMODP00000001758	ENSCAFP00000041644
ENSMODP00000011662	ENSCAFP00000029179
ENSMODP00000022418	ENSCAFP00000020500
ENSMODP00000021398	ENSCAFP00000003651
ENSMODP00000008242	ENSCAFP00000023753
ENSMODP00000020004	ENSCAFP00000022091
ENSMODP00000021628	ENSCAFP00000025674
ENSMODP00000012320	ENSCAFP00000025407
ENSMODP00000009681	ENSCAFP00000010732
ENSMODP00000013567	ENSCAFP00000006935
ENSMODP00000032628	ENSCAFP00000020366
ENSMODP00000015917	ENSCAFP00000016716
ENSMODP00000002496	ENSCAFP00000027498
ENSMODP00000013524	ENSCAFP00000042683
ENSMODP00000032621	ENSCAFP00000020344
ENSMODP00000014332	ENSCAFP00000020316
ENSMODP00000009339	ENSCAFP00000010370
ENSMODP00000017096	ENSCAFP00000005871
ENSMODP00000029046	ENSCAFP00000029251
ENSMODP00000016711	ENSCAFP00000018310
ENSMODP00000001310	ENSCAFP00000007600
ENSMODP00000032629	ENSCAFP00000020442
ENSMODP00000007616	ENSCAFP00000040673
ENSMODP00000014255	ENSCAFP00000030641
ENSMODP00000016494	ENSCAFP00000041961
ENSMODP00000018741	ENSCAFP00000034355
ENSMODP00000032599	ENSCAFP00000009573
ENSMODP00000000510	ENSCAFP00000022197
ENSMODP00000006425	ENSCAFP00000018062
ENSMODP00000006279	ENSCAFP00000018146
ENSMODP00000022261	ENSCAFP00000006013
ENSMODP00000008529	ENSCAFP00000037264
ENSMODP00000018696	ENSCAFP00000001018
ENSMODP00000014021	ENSCAFP00000015117
ENSMODP00000010550	ENSCAFP00000042136
ENSMODP00000025760	ENSCAFP00000002762
ENSMODP00000000957	ENSCAFP00000014603
ENSMODP00000007299	ENSCAFP00000028267
ENSMODP00000001000	ENSCAFP00000014768
ENSMODP00000025764	ENSCAFP00000002767
ENSMODP00000009595	ENSCAFP00000025386
ENSMODP00000009659	ENSCAFP00000025398
ENSMODP00000025776	ENSCAFP00000033560
ENSMODP00000024825	ENSCAFP00000013217
ENSMODP00000023728	ENSCAFP00000000266
ENSMODP00000003507	ENSCAFP00000008103
ENSMODP00000022743	ENSCAFP00000019674
ENSMODP00000009960	ENSCAFP00000017993
ENSMODP00000004432	ENSCAFP00000033118
ENSMODP00000000529	ENSCAFP00000028256
ENSMODP00000010091	ENSCAFP00000016492
ENSMODP00000016547	ENSCAFP00000021649
ENSMODP00000036954	ENSCAFP00000016954
ENSMODP00000006916	ENSCAFP00000025247
ENSMODP00000005135	ENSCAFP00000015853
ENSMODP00000011536	ENSCAFP00000023305
ENSMODP00000005293	ENSCAFP00000013553
ENSMODP00000000609	ENSCAFP00000005906
ENSMODP00000015542	ENSCAFP00000024499
ENSMODP00000013517	ENSCAFP00000022343
ENSMODP00000023210	ENSCAFP00000003701
ENSMODP00000000700	ENSCAFP00000001808
ENSMODP00000010893	ENSCAFP00000021140
ENSMODP00000013743	ENSCAFP00000009421
ENSMODP00000016391	ENSCAFP00000002284
ENSMODP00000006219	ENSCAFP00000024468
ENSMODP00000026034	ENSCAFP00000004262
ENSMODP00000026032	ENSCAFP00000004264
ENSMODP00000008050	ENSCAFP00000004293
ENSMODP00000030692	ENSCAFP00000004266
ENSMODP00000014544	ENSCAFP00000013965
ENSMODP00000019788	ENSCAFP00000000658
ENSMODP00000001377	ENSCAFP00000019449
ENSMODP00000019385	ENSCAFP00000007913
ENSMODP00000041218	ENSCAFP00000001313
ENSMODP00000037259	ENSCAFP00000027493
ENSMODP00000024012	ENSCAFP00000003158
ENSMODP00000018879	ENSCAFP00000026853
ENSMODP00000020864	ENSCAFP00000024471
ENSMODP00000020848	ENSCAFP00000024305
ENSMODP00000035165	ENSCAFP00000016839
ENSMODP00000012995	ENSCAFP00000020903
ENSMODP00000013342	ENSCAFP00000021616
ENSMODP00000012596	ENSCAFP00000006951
ENSMODP00000014402	ENSCAFP00000020854
ENSMODP00000036144	ENSCAFP00000024419
ENSMODP00000019597	ENSCAFP00000028612
ENSMODP00000011123	ENSCAFP00000019213
ENSMODP00000032838	ENSCAFP00000025006
ENSMODP00000011761	ENSCAFP00000025770
ENSMODP00000028950	ENSCAFP00000016696
ENSMODP00000024269	ENSCAFP00000027208
ENSMODP00000009099	ENSCAFP00000020525
ENSMODP00000005740	ENSCAFP00000030430
ENSMODP00000040931	ENSCAFP00000027045
ENSMODP00000018740	ENSCAFP00000040278
ENSMODP00000014418	ENSCAFP00000028697
ENSMODP00000026183	ENSCAFP00000042500
ENSMODP00000000583	ENSCAFP00000002145
ENSMODP00000034806	ENSCAFP00000025772
ENSMODP00000021968	ENSCAFP00000019389
ENSMODP00000002765	ENSCAFP00000040583
ENSMODP00000014639	ENSCAFP00000004848
ENSMODP00000020723	ENSCAFP00000041450
ENSMODP00000019796	ENSCAFP00000000649
ENSMODP00000026770	ENSCAFP00000027792
ENSMODP00000009199	ENSCAFP00000011405
ENSMODP00000020952	ENSCAFP00000018690
ENSMODP00000024064	ENSCAFP00000011281
ENSMODP00000024065	ENSCAFP00000011282
ENSMODP00000022219	ENSCAFP00000018210
ENSMODP00000022236	ENSCAFP00000018215
ENSMODP00000008742	ENSCAFP00000008108
ENSMODP00000023067	ENSCAFP00000009991
ENSMODP00000016737	ENSCAFP00000007532
ENSMODP00000032788	ENSCAFP00000011447
ENSMODP00000016774	ENSCAFP00000042808
ENSMODP00000012176	ENSCAFP00000018308
ENSMODP00000007990	ENSCAFP00000016416
ENSMODP00000008114	ENSCAFP00000016908
ENSMODP00000007953	ENSCAFP00000016143
ENSMODP00000008632	ENSCAFP00000016982
ENSMODP00000035907	ENSCAFP00000016109
ENSMODP00000021125	ENSCAFP00000028976
ENSMODP00000011239	ENSCAFP00000001896
ENSMODP00000027428	ENSCAFP00000025229
ENSMODP00000041259	ENSCAFP00000017137
ENSMODP00000012386	ENSCAFP00000023378
ENSMODP00000015703	ENSCAFP00000012596
ENSMODP00000022989	ENSCAFP00000016146
ENSMODP00000006204	ENSCAFP00000043222
ENSMODP00000013435	ENSCAFP00000016154
ENSMODP00000017747	ENSCAFP00000020469
ENSMODP00000022661	ENSCAFP00000015904
ENSMODP00000034980	ENSCAFP00000014669
ENSMODP00000010143	ENSCAFP00000022772
ENSMODP00000033722	ENSCAFP00000032974
ENSMODP00000034137	ENSCAFP00000004995
ENSMODP00000020849	ENSCAFP00000018526
ENSMODP00000038429	ENSCAFP00000026824
ENSMODP00000005427	ENSCAFP00000016319
ENSMODP00000007525	ENSCAFP00000000803
ENSMODP00000000036	ENSCAFP00000016435
ENSMODP00000012012	ENSCAFP00000026778
ENSMODP00000024625	ENSCAFP00000013492
ENSMODP00000018781	ENSCAFP00000021901
ENSMODP00000001571	ENSCAFP00000042004
ENSMODP00000002957	ENSCAFP00000024112
ENSMODP00000032517	ENSCAFP00000027403
ENSMODP00000025921	ENSCAFP00000003450
ENSMODP00000032450	ENSCAFP00000024237
ENSMODP00000000857	ENSCAFP00000030154
ENSMODP00000001087	ENSCAFP00000030168
ENSMODP00000017533	ENSCAFP00000012769
ENSMODP00000017515	ENSCAFP00000012793
ENSMODP00000019453	ENSCAFP00000009954
ENSMODP00000024646	ENSCAFP00000039742
ENSMODP00000017622	ENSCAFP00000016093
ENSMODP00000029356	ENSCAFP00000000416
ENSMODP00000021319	ENSCAFP00000019125
ENSMODP00000005984	ENSCAFP00000011004
ENSMODP00000024473	ENSCAFP00000031395
ENSMODP00000024548	ENSCAFP00000011263
ENSMODP00000035249	ENSCAFP00000016726
ENSMODP00000036364	ENSCAFP00000012269
ENSMODP00000021626	ENSCAFP00000031505
ENSMODP00000004468	ENSCAFP00000006828
ENSMODP00000041347	ENSCAFP00000034143
ENSMODP00000007888	ENSCAFP00000001151
ENSMODP00000007282	ENSCAFP00000011712
ENSMODP00000012371	ENSCAFP00000026963
ENSMODP00000007377	ENSCAFP00000024683
ENSMODP00000009787	ENSCAFP00000008536
ENSMODP00000022267	ENSCAFP00000018259
ENSMODP00000023640	ENSCAFP00000034752
ENSMODP00000009423	ENSCAFP00000008036
ENSMODP00000011395	ENSCAFP00000019377
ENSMODP00000023167	ENSCAFP00000033861
ENSMODP00000012058	ENSCAFP00000019767
ENSMODP00000008866	ENSCAFP00000024529
ENSMODP00000010636	ENSCAFP00000017003
ENSMODP00000034042	ENSCAFP00000005842
ENSMODP00000036274	ENSCAFP00000010472
ENSMODP00000022656	ENSCAFP00000004664
ENSMODP00000024762	ENSCAFP00000020807
ENSMODP00000009883	ENSCAFP00000013128
ENSMODP00000002254	ENSCAFP00000011799
ENSMODP00000017595	ENSCAFP00000012558
ENSMODP00000006509	ENSCAFP00000016472
ENSMODP00000000745	ENSCAFP00000030466
ENSMODP00000000764	ENSCAFP00000022211
ENSMODP00000000948	ENSCAFP00000022174
ENSMODP00000020563	ENSCAFP00000028515
ENSMODP00000019439	ENSCAFP00000009861
ENSMODP00000000831	ENSCAFP00000022184
ENSMODP00000000800	ENSCAFP00000022199
ENSMODP00000035939	ENSCAFP00000039467
ENSMODP00000025859	ENSCAFP00000003038
ENSMODP00000033356	ENSCAFP00000010018
ENSMODP00000005261	ENSCAFP00000024312
ENSMODP00000006035	ENSCAFP00000024307
ENSMODP00000005258	ENSCAFP00000009012
ENSMODP00000010602	ENSCAFP00000009051
ENSMODP00000001452	ENSCAFP00000010508
ENSMODP00000011380	ENSCAFP00000010012
ENSMODP00000025863	ENSCAFP00000003064
ENSMODP00000004800	ENSCAFP00000000712
ENSMODP00000001035	ENSCAFP00000011628
ENSMODP00000015800	ENSCAFP00000026864
ENSMODP00000012455	ENSCAFP00000009346
ENSMODP00000006556	ENSCAFP00000017868
ENSMODP00000012064	ENSCAFP00000026845
ENSMODP00000020201	ENSCAFP00000042385
ENSMODP00000000649	ENSCAFP00000022369
ENSMODP00000015470	ENSCAFP00000016269
ENSMODP00000019548	ENSCAFP00000010959
ENSMODP00000010137	ENSCAFP00000012821
ENSMODP00000006736	ENSCAFP00000030160
ENSMODP00000002711	ENSCAFP00000038945
ENSMODP00000021011	ENSCAFP00000007134
ENSMODP00000006295	ENSCAFP00000007955
ENSMODP00000010184	ENSCAFP00000028378
ENSMODP00000002983	ENSCAFP00000017531
ENSMODP00000037428	ENSCAFP00000035200
ENSMODP00000026145	ENSCAFP00000037739
ENSMODP00000006166	ENSCAFP00000012582
ENSMODP00000010114	ENSCAFP00000029680
ENSMODP00000000069	ENSCAFP00000016307
ENSMODP00000001875	ENSCAFP00000005252
ENSMODP00000012999	ENSCAFP00000043023
ENSMODP00000002132	ENSCAFP00000001510
ENSMODP00000024339	ENSCAFP00000010352
ENSMODP00000026358	ENSCAFP00000013032
ENSMODP00000022225	ENSCAFP00000005029
ENSMODP00000008257	ENSCAFP00000008192
ENSMODP00000038416	ENSCAFP00000016281
ENSMODP00000028259	ENSCAFP00000030204
ENSMODP00000000228	ENSCAFP00000013057
ENSMODP00000002351	ENSCAFP00000002760
ENSMODP00000002163	ENSCAFP00000014767
ENSMODP00000004388	ENSCAFP00000027993
ENSMODP00000025398	ENSCAFP00000027471
ENSMODP00000037382	ENSCAFP00000028038
ENSMODP00000005042	ENSCAFP00000009352
ENSMODP00000026612	ENSCAFP00000017368
ENSMODP00000011594	ENSCAFP00000014790
ENSMODP00000006114	ENSCAFP00000010300
ENSMODP00000011715	ENSCAFP00000014915
ENSMODP00000018868	ENSCAFP00000022703
ENSMODP00000034645	ENSCAFP00000018979
ENSMODP00000011208	ENSCAFP00000010116
ENSMODP00000025847	ENSCAFP00000003006
ENSMODP00000024196	ENSCAFP00000020395
ENSMODP00000008771	ENSCAFP00000005582
