ENSMODP00000016222	ENSP00000262384
ENSMODP00000002070	ENSP00000330633
ENSMODP00000013810	ENSP00000389140
ENSMODP00000010050	ENSP00000373937
ENSMODP00000012837	ENSP00000319623
ENSMODP00000012875	ENSP00000332773
ENSMODP00000020024	ENSP00000368314
ENSMODP00000020991	ENSP00000417335
ENSMODP00000004729	ENSP00000380903
ENSMODP00000027544	ENSP00000359077
ENSMODP00000034052	ENSP00000256509
ENSMODP00000002034	ENSP00000344786
ENSMODP00000001924	ENSP00000271324
ENSMODP00000018768	ENSP00000380553
ENSMODP00000022861	ENSP00000011898
ENSMODP00000005947	ENSP00000358529
ENSMODP00000024797	ENSP00000339820
ENSMODP00000002569	ENSP00000361072
ENSMODP00000017306	ENSP00000325708
ENSMODP00000024793	ENSP00000227155
ENSMODP00000022770	ENSP00000327763
ENSMODP00000015678	ENSP00000319377
ENSMODP00000020506	ENSP00000414415
ENSMODP00000016280	ENSP00000264637
ENSMODP00000018639	ENSP00000379904
ENSMODP00000018662	ENSP00000332296
ENSMODP00000016410	ENSP00000254066
ENSMODP00000007730	ENSP00000287820
ENSMODP00000017227	ENSP00000310928
ENSMODP00000016298	ENSP00000246672
ENSMODP00000018624	ENSP00000310006
ENSMODP00000002493	ENSP00000366093
ENSMODP00000005497	ENSP00000327025
ENSMODP00000014431	ENSP00000261523
ENSMODP00000024834	ENSP00000420656
ENSMODP00000006263	ENSP00000356959
ENSMODP00000022710	ENSP00000336528
ENSMODP00000039221	ENSP00000447173
ENSMODP00000006149	ENSP00000447149
ENSMODP00000033779	ENSP00000382177
ENSMODP00000004596	ENSP00000285039
ENSMODP00000002338	ENSP00000261839
ENSMODP00000004343	ENSP00000421280
ENSMODP00000006367	ENSP00000386331
ENSMODP00000023052	ENSP00000358994
ENSMODP00000018736	ENSP00000468678
ENSMODP00000018798	ENSP00000471457
ENSMODP00000006221	ENSP00000349145
ENSMODP00000010443	ENSP00000386213
ENSMODP00000005444	ENSP00000338185
ENSMODP00000008399	ENSP00000443631
ENSMODP00000000635	ENSP00000260402
ENSMODP00000005788	ENSP00000367762
ENSMODP00000022303	ENSP00000266505
ENSMODP00000031756	ENSP00000397289
ENSMODP00000034864	ENSP00000345988
ENSMODP00000019235	ENSP00000388631
ENSMODP00000032625	ENSP00000313731
ENSMODP00000015700	ENSP00000263610
ENSMODP00000015106	ENSP00000359474
ENSMODP00000006062	ENSP00000417116
ENSMODP00000010854	ENSP00000253968
ENSMODP00000005996	ENSP00000281437
ENSMODP00000016215	ENSP00000344285
ENSMODP00000015447	ENSP00000402861
ENSMODP00000018422	ENSP00000409637
ENSMODP00000001867	ENSP00000372170
ENSMODP00000007337	ENSP00000239243
ENSMODP00000020701	ENSP00000451945
ENSMODP00000033527	ENSP00000297537
ENSMODP00000009342	ENSP00000302251
ENSMODP00000033422	ENSP00000252971
ENSMODP00000020565	ENSP00000428480
ENSMODP00000015160	ENSP00000240306
ENSMODP00000011081	ENSP00000354478
ENSMODP00000015153	ENSP00000389870
ENSMODP00000011090	ENSP00000234198
ENSMODP00000020564	ENSP00000222598
ENSMODP00000022256	ENSP00000476145
ENSMODP00000021068	ENSP00000217185
ENSMODP00000021076	ENSP00000217188
ENSMODP00000015185	ENSP00000361423
ENSMODP00000007549	ENSP00000427562
ENSMODP00000000300	ENSP00000362680
ENSMODP00000022321	ENSP00000346671
ENSMODP00000024291	ENSP00000365012
ENSMODP00000011411	ENSP00000428924
ENSMODP00000015019	ENSP00000259089
ENSMODP00000021795	ENSP00000337825
ENSMODP00000033821	ENSP00000302639
ENSMODP00000024974	ENSP00000301532
ENSMODP00000025023	ENSP00000324111
ENSMODP00000024607	ENSP00000362784
ENSMODP00000001065	ENSP00000330381
ENSMODP00000008402	ENSP00000402653
ENSMODP00000013062	ENSP00000375872
ENSMODP00000009610	ENSP00000326340
ENSMODP00000023886	ENSP00000413572
ENSMODP00000026520	ENSP00000311899
ENSMODP00000024654	ENSP00000362677
ENSMODP00000012370	ENSP00000323302
ENSMODP00000014676	ENSP00000296484
ENSMODP00000004360	ENSP00000300976
ENSMODP00000013543	ENSP00000352314
ENSMODP00000023445	ENSP00000359942
ENSMODP00000005858	ENSP00000456743
ENSMODP00000022600	ENSP00000358265
ENSMODP00000017856	ENSP00000331682
ENSMODP00000008869	ENSP00000341549
ENSMODP00000037426	ENSP00000368813
ENSMODP00000018028	ENSP00000370671
ENSMODP00000037882	ENSP00000379034
ENSMODP00000003091	ENSP00000383505
ENSMODP00000028852	ENSP00000321544
ENSMODP00000034807	ENSP00000388723
ENSMODP00000013025	ENSP00000215855
ENSMODP00000013111	ENSP00000381273
ENSMODP00000013449	ENSP00000215939
ENSMODP00000024119	ENSP00000225387
ENSMODP00000013373	ENSP00000346805
ENSMODP00000005612	ENSP00000338613
ENSMODP00000016629	ENSP00000376287
ENSMODP00000009637	ENSP00000269383
ENSMODP00000040435	ENSP00000343129
ENSMODP00000009614	ENSP00000254816
ENSMODP00000008190	ENSP00000377075
ENSMODP00000009019	ENSP00000303192
ENSMODP00000017733	ENSP00000420211
ENSMODP00000029468	ENSP00000361264
ENSMODP00000015836	ENSP00000361120
ENSMODP00000014811	ENSP00000216373
ENSMODP00000025346	ENSP00000265080
ENSMODP00000024252	ENSP00000405963
ENSMODP00000035789	ENSP00000384345
ENSMODP00000011030	ENSP00000347197
ENSMODP00000003693	ENSP00000380008
ENSMODP00000008987	ENSP00000472620
ENSMODP00000025435	ENSP00000332812
ENSMODP00000009296	ENSP00000310255
ENSMODP00000022253	ENSP00000327368
ENSMODP00000022287	ENSP00000380901
ENSMODP00000002810	ENSP00000261037
ENSMODP00000020111	ENSP00000363770
ENSMODP00000024461	ENSP00000313967
ENSMODP00000032395	ENSP00000363773
ENSMODP00000009934	ENSP00000377545
ENSMODP00000020360	ENSP00000330808
ENSMODP00000016761	ENSP00000405611
ENSMODP00000016536	ENSP00000402389
ENSMODP00000002474	ENSP00000340864
ENSMODP00000018765	ENSP00000402505
ENSMODP00000023094	ENSP00000287097
ENSMODP00000039339	ENSP00000223642
ENSMODP00000032542	ENSP00000245907
ENSMODP00000014366	ENSP00000341581
ENSMODP00000014962	ENSP00000321133
ENSMODP00000027639	ENSP00000326232
ENSMODP00000013805	ENSP00000321426
ENSMODP00000037908	ENSP00000205890
ENSMODP00000009294	ENSP00000463645
ENSMODP00000034180	ENSP00000409936
ENSMODP00000024201	ENSP00000393392
ENSMODP00000014825	ENSP00000376132
ENSMODP00000004417	ENSP00000344871
ENSMODP00000011071	ENSP00000288235
ENSMODP00000012931	ENSP00000352834
ENSMODP00000005694	ENSP00000439182
ENSMODP00000023935	ENSP00000324527
ENSMODP00000027808	ENSP00000258787
ENSMODP00000012629	ENSP00000289957
ENSMODP00000014859	ENSP00000299565
ENSMODP00000014903	ENSP00000261751
ENSMODP00000021419	ENSP00000357461
ENSMODP00000019892	ENSP00000385026
ENSMODP00000021042	ENSP00000359285
ENSMODP00000014893	ENSP00000315602
ENSMODP00000012672	ENSP00000276410
ENSMODP00000008620	ENSP00000304290
ENSMODP00000003235	ENSP00000374145
ENSMODP00000006660	ENSP00000293780
ENSMODP00000003211	ENSP00000258385
ENSMODP00000011766	ENSP00000261007
ENSMODP00000019132	ENSP00000222792
ENSMODP00000010931	ENSP00000379709
ENSMODP00000015731	ENSP00000393539
ENSMODP00000003662	ENSP00000295095
ENSMODP00000031515	ENSP00000274498
ENSMODP00000000576	ENSP00000298815
ENSMODP00000041226	ENSP00000347710
ENSMODP00000018314	ENSP00000402000
ENSMODP00000020021	ENSP00000375834
ENSMODP00000002355	ENSP00000262219
ENSMODP00000003033	ENSP00000352248
ENSMODP00000023479	ENSP00000357943
ENSMODP00000002656	ENSP00000366109
ENSMODP00000002021	ENSP00000391249
ENSMODP00000007679	ENSP00000268231
ENSMODP00000012801	ENSP00000341524
ENSMODP00000014815	ENSP00000264893
ENSMODP00000011623	ENSP00000346550
ENSMODP00000023628	ENSP00000296511
ENSMODP00000000243	ENSP00000362010
ENSMODP00000014852	ENSP00000377833
ENSMODP00000026027	ENSP00000264908
ENSMODP00000016036	ENSP00000377721
ENSMODP00000036031	ENSP00000325819
ENSMODP00000022455	ENSP00000357982
ENSMODP00000020272	ENSP00000312987
ENSMODP00000008424	ENSP00000379701
ENSMODP00000008737	ENSP00000320447
ENSMODP00000010277	ENSP00000333275
ENSMODP00000017807	ENSP00000363817
ENSMODP00000016441	ENSP00000419692
ENSMODP00000001555	ENSP00000352900
ENSMODP00000024884	ENSP00000321447
ENSMODP00000024913	ENSP00000310337
ENSMODP00000018446	ENSP00000239882
ENSMODP00000000660	ENSP00000352673
ENSMODP00000034316	ENSP00000435835
ENSMODP00000034322	ENSP00000311010
ENSMODP00000002217	ENSP00000350681
ENSMODP00000009904	ENSP00000228741
ENSMODP00000013505	ENSP00000247161
ENSMODP00000016965	ENSP00000341843
ENSMODP00000022745	ENSP00000379658
ENSMODP00000017403	ENSP00000363149
ENSMODP00000022650	ENSP00000385035
ENSMODP00000014034	ENSP00000383690
ENSMODP00000035702	ENSP00000266542
ENSMODP00000010610	ENSP00000296280
ENSMODP00000004940	ENSP00000364731
ENSMODP00000017523	ENSP00000218099
ENSMODP00000004881	ENSP00000344458
ENSMODP00000034153	ENSP00000308541
ENSMODP00000017577	ENSP00000466989
ENSMODP00000016838	ENSP00000248668
ENSMODP00000016376	ENSP00000298119
ENSMODP00000016397	ENSP00000345985
ENSMODP00000009748	ENSP00000312535
ENSMODP00000035673	ENSP00000356143
ENSMODP00000019945	ENSP00000397312
ENSMODP00000034019	ENSP00000314901
ENSMODP00000038011	ENSP00000347451
ENSMODP00000005812	ENSP00000467753
ENSMODP00000037178	ENSP00000369328
ENSMODP00000023591	ENSP00000357810
ENSMODP00000034238	ENSP00000278198
ENSMODP00000026953	ENSP00000471502
ENSMODP00000018980	ENSP00000249363
ENSMODP00000037540	ENSP00000328478
ENSMODP00000001195	ENSP00000377140
ENSMODP00000035845	ENSP00000384264
ENSMODP00000023193	ENSP00000369268
ENSMODP00000034721	ENSP00000316605
ENSMODP00000019542	ENSP00000251102
ENSMODP00000018503	ENSP00000264661
ENSMODP00000018492	ENSP00000328813
ENSMODP00000004651	ENSP00000262186
ENSMODP00000032539	ENSP00000463533
ENSMODP00000007062	ENSP00000331727
ENSMODP00000003198	ENSP00000271751
ENSMODP00000011135	ENSP00000321427
ENSMODP00000012372	ENSP00000261917
ENSMODP00000008053	ENSP00000251287
ENSMODP00000021288	ENSP00000357342
ENSMODP00000001429	ENSP00000356172
ENSMODP00000022075	ENSP00000398273
ENSMODP00000008955	ENSP00000379644
ENSMODP00000038910	ENSP00000341815
ENSMODP00000011648	ENSP00000366144
ENSMODP00000036493	ENSP00000305343
ENSMODP00000017420	ENSP00000359567
ENSMODP00000005257	ENSP00000330218
ENSMODP00000026618	ENSP00000323588
ENSMODP00000018203	ENSP00000322568
ENSMODP00000014179	ENSP00000244745
ENSMODP00000021089	ENSP00000293894
ENSMODP00000023796	ENSP00000380093
ENSMODP00000008098	ENSP00000245479
ENSMODP00000011413	ENSP00000309953
ENSMODP00000002445	ENSP00000378058
ENSMODP00000015084	ENSP00000387564
ENSMODP00000014447	ENSP00000271588
ENSMODP00000010761	ENSP00000384169
ENSMODP00000009030	ENSP00000331544
ENSMODP00000008369	ENSP00000354080
ENSMODP00000017288	ENSP00000274938
ENSMODP00000009608	ENSP00000429969
ENSMODP00000026471	ENSP00000348982
ENSMODP00000012149	ENSP00000301873
ENSMODP00000007745	ENSP00000261978
ENSMODP00000009760	ENSP00000311905
ENSMODP00000015258	ENSP00000319636
ENSMODP00000025483	ENSP00000287590
ENSMODP00000023908	ENSP00000321874
ENSMODP00000028484	ENSP00000305595
ENSMODP00000031308	ENSP00000312700
ENSMODP00000035549	ENSP00000316173
ENSMODP00000031471	ENSP00000390784
ENSMODP00000036086	ENSP00000356404
ENSMODP00000035692	ENSP00000376456
ENSMODP00000034947	ENSP00000376532
ENSMODP00000026225	ENSP00000369994
ENSMODP00000012689	ENSP00000230732
ENSMODP00000000671	ENSP00000281321
ENSMODP00000001844	ENSP00000366413
ENSMODP00000021130	ENSP00000342931
ENSMODP00000022086	ENSP00000362103
ENSMODP00000017840	ENSP00000362296
ENSMODP00000029696	ENSP00000329170
ENSMODP00000022595	ENSP00000355001
ENSMODP00000027206	ENSP00000373895
ENSMODP00000032913	ENSP00000384004
ENSMODP00000003129	ENSP00000356840
ENSMODP00000016447	ENSP00000260264
ENSMODP00000008383	ENSP00000345395
ENSMODP00000016233	ENSP00000360997
ENSMODP00000011131	ENSP00000347484
ENSMODP00000023447	ENSP00000271643
ENSMODP00000025523	ENSP00000422554
ENSMODP00000024184	ENSP00000286744
ENSMODP00000018372	ENSP00000325285
ENSMODP00000029482	ENSP00000384651
ENSMODP00000000133	ENSP00000345752
ENSMODP00000007081	ENSP00000440534
ENSMODP00000007026	ENSP00000359423
ENSMODP00000023989	ENSP00000363985
ENSMODP00000010654	ENSP00000371221
ENSMODP00000023785	ENSP00000180173
ENSMODP00000014761	ENSP00000402537
ENSMODP00000025540	ENSP00000371577
ENSMODP00000023399	ENSP00000391668
ENSMODP00000010057	ENSP00000256190
ENSMODP00000007183	ENSP00000370196
ENSMODP00000026983	ENSP00000356024
ENSMODP00000004832	ENSP00000384917
ENSMODP00000003854	ENSP00000263686
ENSMODP00000003968	ENSP00000331736
ENSMODP00000003884	ENSP00000236147
ENSMODP00000017639	ENSP00000441462
ENSMODP00000017650	ENSP00000241312
ENSMODP00000005537	ENSP00000297405
ENSMODP00000002786	ENSP00000316333
ENSMODP00000005139	ENSP00000205948
ENSMODP00000006668	ENSP00000369756
ENSMODP00000038185	ENSP00000254667
ENSMODP00000027783	ENSP00000370593
ENSMODP00000034490	ENSP00000377047
ENSMODP00000003309	ENSP00000418112
ENSMODP00000016029	ENSP00000411355
ENSMODP00000001443	ENSP00000362283
ENSMODP00000022019	ENSP00000357196
ENSMODP00000011939	ENSP00000385586
ENSMODP00000000537	ENSP00000006015
ENSMODP00000011952	ENSP00000249504
ENSMODP00000011973	ENSP00000249501
ENSMODP00000000552	ENSP00000283921
ENSMODP00000015444	ENSP00000309439
ENSMODP00000011982	ENSP00000249499
ENSMODP00000000533	ENSP00000222753
ENSMODP00000015421	ENSP00000290295
ENSMODP00000011934	ENSP00000376322
ENSMODP00000017423	ENSP00000401932
ENSMODP00000020711	ENSP00000306390
ENSMODP00000020708	ENSP00000161006
ENSMODP00000020689	ENSP00000293851
ENSMODP00000002284	ENSP00000319730
ENSMODP00000024047	ENSP00000424360
ENSMODP00000031099	ENSP00000348099
ENSMODP00000037773	ENSP00000401437
ENSMODP00000030375	ENSP00000267257
ENSMODP00000037546	ENSP00000378332
ENSMODP00000025222	ENSP00000431284
ENSMODP00000002209	ENSP00000280606
ENSMODP00000036066	ENSP00000268281
ENSMODP00000022609	ENSP00000326022
ENSMODP00000032224	ENSP00000330264
ENSMODP00000022091	ENSP00000362107
ENSMODP00000023267	ENSP00000326888
ENSMODP00000010468	ENSP00000308032
ENSMODP00000009953	ENSP00000333534
ENSMODP00000012841	ENSP00000440689
ENSMODP00000010837	ENSP00000310149
ENSMODP00000025774	ENSP00000333212
ENSMODP00000009015	ENSP00000334592
ENSMODP00000014927	ENSP00000372857
ENSMODP00000003392	ENSP00000355966
ENSMODP00000007414	ENSP00000238616
ENSMODP00000024643	ENSP00000362702
ENSMODP00000018731	ENSP00000343847
ENSMODP00000003626	ENSP00000424757
ENSMODP00000041275	ENSP00000347767
ENSMODP00000032194	ENSP00000298355
ENSMODP00000011676	ENSP00000355613
ENSMODP00000019595	ENSP00000282369
ENSMODP00000021340	ENSP00000334657
ENSMODP00000018306	ENSP00000417492
ENSMODP00000001052	ENSP00000221856
ENSMODP00000021715	ENSP00000312678
ENSMODP00000014592	ENSP00000262843
ENSMODP00000017626	ENSP00000363390
ENSMODP00000033082	ENSP00000348299
ENSMODP00000017360	ENSP00000246553
ENSMODP00000016988	ENSP00000296677
ENSMODP00000016983	ENSP00000321326
ENSMODP00000016977	ENSP00000296641
ENSMODP00000000090	ENSP00000370697
ENSMODP00000018390	ENSP00000328818
ENSMODP00000032723	ENSP00000267549
ENSMODP00000005449	ENSP00000347507
ENSMODP00000010173	ENSP00000353590
ENSMODP00000035682	ENSP00000379616
ENSMODP00000001289	ENSP00000216181
ENSMODP00000022529	ENSP00000273353
ENSMODP00000003126	ENSP00000262873
ENSMODP00000025220	ENSP00000353537
ENSMODP00000012975	ENSP00000358464
ENSMODP00000020107	ENSP00000342188
ENSMODP00000005833	ENSP00000265071
ENSMODP00000005221	ENSP00000231021
ENSMODP00000004999	ENSP00000264463
ENSMODP00000004606	ENSP00000371689
ENSMODP00000006041	ENSP00000262717
ENSMODP00000018710	ENSP00000306524
ENSMODP00000015126	ENSP00000359483
ENSMODP00000008057	ENSP00000259324
ENSMODP00000015130	ENSP00000332674
ENSMODP00000008672	ENSP00000268603
ENSMODP00000009072	ENSP00000462701
ENSMODP00000004497	ENSP00000425093
ENSMODP00000024530	ENSP00000426632
ENSMODP00000000774	ENSP00000035383
ENSMODP00000029734	ENSP00000361336
ENSMODP00000006340	ENSP00000380517
ENSMODP00000026746	ENSP00000381058
ENSMODP00000026744	ENSP00000262150
ENSMODP00000028225	ENSP00000344115
ENSMODP00000013304	ENSP00000405987
ENSMODP00000011349	ENSP00000349486
ENSMODP00000023439	ENSP00000359925
ENSMODP00000012311	ENSP00000358301
ENSMODP00000013507	ENSP00000343782
ENSMODP00000006999	ENSP00000305372
ENSMODP00000006994	ENSP00000353915
ENSMODP00000006627	ENSP00000366506
ENSMODP00000008546	ENSP00000289753
ENSMODP00000031180	ENSP00000377353
ENSMODP00000001776	ENSP00000306129
ENSMODP00000021867	ENSP00000356908
ENSMODP00000021870	ENSP00000258034
ENSMODP00000029420	ENSP00000275216
ENSMODP00000035222	ENSP00000404079
ENSMODP00000009370	ENSP00000344431
ENSMODP00000019580	ENSP00000296097
ENSMODP00000010018	ENSP00000276570
ENSMODP00000033465	ENSP00000417418
ENSMODP00000019049	ENSP00000338019
ENSMODP00000025670	ENSP00000279488
ENSMODP00000027550	ENSP00000345853
ENSMODP00000039210	ENSP00000312081
ENSMODP00000012099	ENSP00000269033
ENSMODP00000007714	ENSP00000239223
ENSMODP00000023720	ENSP00000240100
ENSMODP00000010294	ENSP00000288943
ENSMODP00000025370	ENSP00000420849
ENSMODP00000019045	ENSP00000296088
ENSMODP00000010960	ENSP00000385751
ENSMODP00000005696	ENSP00000355884
ENSMODP00000016879	ENSP00000411397
ENSMODP00000017236	ENSP00000292055
ENSMODP00000018106	ENSP00000305976
ENSMODP00000026300	ENSP00000270162
ENSMODP00000029292	ENSP00000362870
ENSMODP00000008474	ENSP00000430487
ENSMODP00000012212	ENSP00000473752
ENSMODP00000021913	ENSP00000379862
ENSMODP00000008151	ENSP00000417185
ENSMODP00000004569	ENSP00000297848
ENSMODP00000023082	ENSP00000325146
ENSMODP00000021037	ENSP00000351767
ENSMODP00000019203	ENSP00000368544
ENSMODP00000031792	ENSP00000410446
ENSMODP00000031832	ENSP00000397073
ENSMODP00000019972	ENSP00000365884
ENSMODP00000004876	ENSP00000332152
ENSMODP00000022052	ENSP00000453177
ENSMODP00000003114	ENSP00000312675
ENSMODP00000019859	ENSP00000301924
ENSMODP00000023530	ENSP00000360255
ENSMODP00000036976	ENSP00000314992
ENSMODP00000008054	ENSP00000296271
ENSMODP00000018841	ENSP00000249389
ENSMODP00000013912	ENSP00000361141
ENSMODP00000008608	ENSP00000355512
ENSMODP00000000605	ENSP00000343246
ENSMODP00000015472	ENSP00000355140
ENSMODP00000011998	ENSP00000328598
ENSMODP00000000596	ENSP00000222718
ENSMODP00000015467	ENSP00000331741
ENSMODP00000032315	ENSP00000379640
ENSMODP00000032923	ENSP00000417207
ENSMODP00000011240	ENSP00000370421
ENSMODP00000011233	ENSP00000304331
ENSMODP00000025856	ENSP00000319118
ENSMODP00000018976	ENSP00000321684
ENSMODP00000002025	ENSP00000262041
ENSMODP00000000528	ENSP00000419266
ENSMODP00000011931	ENSP00000312385
ENSMODP00000020542	ENSP00000379204
ENSMODP00000012538	ENSP00000283147
ENSMODP00000023423	ENSP00000359866
ENSMODP00000014647	ENSP00000295379
ENSMODP00000002525	ENSP00000249598
ENSMODP00000004537	ENSP00000247005
ENSMODP00000022454	ENSP00000331745
ENSMODP00000039923	ENSP00000272224
ENSMODP00000008652	ENSP00000287020
ENSMODP00000002190	ENSP00000363492
ENSMODP00000016205	ENSP00000245451
ENSMODP00000004813	ENSP00000368104
ENSMODP00000009752	ENSP00000319217
ENSMODP00000009722	ENSP00000319322
ENSMODP00000009662	ENSP00000298642
ENSMODP00000034429	ENSP00000285600
ENSMODP00000009693	ENSP00000305011
ENSMODP00000020549	ENSP00000219596
ENSMODP00000000216	ENSP00000255224
ENSMODP00000021201	ENSP00000357307
ENSMODP00000007620	ENSP00000347538
ENSMODP00000009678	ENSP00000377520
ENSMODP00000000817	ENSP00000356236
ENSMODP00000025612	ENSP00000261205
ENSMODP00000023137	ENSP00000228567
ENSMODP00000000752	ENSP00000477344
ENSMODP00000007558	ENSP00000324419
ENSMODP00000020766	ENSP00000373684
ENSMODP00000014966	ENSP00000317985
ENSMODP00000026843	ENSP00000382697
ENSMODP00000031040	ENSP00000345997
ENSMODP00000016766	ENSP00000355237
ENSMODP00000000496	ENSP00000345133
ENSMODP00000010473	ENSP00000365107
ENSMODP00000020983	ENSP00000437550
ENSMODP00000000757	ENSP00000249071
ENSMODP00000032518	ENSP00000339467
ENSMODP00000011159	ENSP00000316729
ENSMODP00000035731	ENSP00000371219
ENSMODP00000000242	ENSP00000220507
ENSMODP00000011017	ENSP00000355652
ENSMODP00000028684	ENSP00000427926
ENSMODP00000037134	ENSP00000338671
ENSMODP00000011065	ENSP00000348033
ENSMODP00000025142	ENSP00000307734
ENSMODP00000018550	ENSP00000330384
ENSMODP00000013022	ENSP00000304807
ENSMODP00000033775	ENSP00000386151
ENSMODP00000022108	ENSP00000357429
ENSMODP00000020970	ENSP00000357205
ENSMODP00000014666	ENSP00000299529
ENSMODP00000023642	ENSP00000274024
ENSMODP00000008078	ENSP00000256103
ENSMODP00000008048	ENSP00000368362
ENSMODP00000007867	ENSP00000353650
ENSMODP00000023203	ENSP00000232219
ENSMODP00000003475	ENSP00000294435
ENSMODP00000023202	ENSP00000232217
ENSMODP00000026267	ENSP00000284984
ENSMODP00000006395	ENSP00000356975
ENSMODP00000006289	ENSP00000257359
ENSMODP00000006354	ENSP00000299164
ENSMODP00000003824	ENSP00000418735
ENSMODP00000026265	ENSP00000284987
ENSMODP00000010041	ENSP00000282849
ENSMODP00000001854	ENSP00000274181
ENSMODP00000024502	ENSP00000370443
ENSMODP00000004312	ENSP00000270328
ENSMODP00000023895	ENSP00000286657
ENSMODP00000011677	ENSP00000251582
ENSMODP00000038017	ENSP00000362304
ENSMODP00000015905	ENSP00000268070
ENSMODP00000023416	ENSP00000244728
ENSMODP00000015306	ENSP00000381949
ENSMODP00000025759	ENSP00000382083
ENSMODP00000005144	ENSP00000375069
ENSMODP00000021973	ENSP00000361834
ENSMODP00000001037	ENSP00000303153
ENSMODP00000023184	ENSP00000316030
ENSMODP00000023177	ENSP00000349790
ENSMODP00000020999	ENSP00000341640
ENSMODP00000029412	ENSP00000362776
ENSMODP00000000862	ENSP00000352833
ENSMODP00000022637	ENSP00000391592
ENSMODP00000020417	ENSP00000360683
ENSMODP00000035214	ENSP00000311857
ENSMODP00000006491	ENSP00000374069
ENSMODP00000036093	ENSP00000295718
ENSMODP00000011050	ENSP00000303554
ENSMODP00000003992	ENSP00000355923
ENSMODP00000004020	ENSP00000359114
ENSMODP00000006159	ENSP00000264828
ENSMODP00000004868	ENSP00000348385
ENSMODP00000016529	ENSP00000360882
ENSMODP00000017847	ENSP00000363840
ENSMODP00000002148	ENSP00000369889
ENSMODP00000013550	ENSP00000304408
ENSMODP00000014976	ENSP00000225964
ENSMODP00000020892	ENSP00000297268
ENSMODP00000014217	ENSP00000364000
ENSMODP00000005712	ENSP00000353654
ENSMODP00000026508	ENSP00000379823
ENSMODP00000016957	ENSP00000332371
ENSMODP00000014496	ENSP00000331902
ENSMODP00000036819	ENSP00000364979
ENSMODP00000019922	ENSP00000301904
ENSMODP00000026838	ENSP00000383115
ENSMODP00000018185	ENSP00000373298
ENSMODP00000020641	ENSP00000355180
ENSMODP00000018087	ENSP00000265379
ENSMODP00000009257	ENSP00000295550
ENSMODP00000016801	ENSP00000395012
ENSMODP00000008655	ENSP00000438526
ENSMODP00000028516	ENSP00000341342
ENSMODP00000010174	ENSP00000376419
ENSMODP00000037487	ENSP00000306356
ENSMODP00000035157	ENSP00000336800
ENSMODP00000000306	ENSP00000366886
ENSMODP00000019882	ENSP00000386389
ENSMODP00000018416	ENSP00000436262
ENSMODP00000002370	ENSP00000321475
ENSMODP00000026924	ENSP00000302586
ENSMODP00000009901	ENSP00000385957
ENSMODP00000016994	ENSP00000287777
ENSMODP00000015963	ENSP00000377784
ENSMODP00000022539	ENSP00000261047
ENSMODP00000008765	ENSP00000361475
ENSMODP00000008453	ENSP00000395323
ENSMODP00000008448	ENSP00000371587
ENSMODP00000035539	ENSP00000420040
ENSMODP00000009969	ENSP00000295225
ENSMODP00000004563	ENSP00000384719
ENSMODP00000020609	ENSP00000361935
ENSMODP00000021703	ENSP00000362566
ENSMODP00000007436	ENSP00000379256
ENSMODP00000001828	ENSP00000226193
ENSMODP00000020047	ENSP00000419119
ENSMODP00000013206	ENSP00000357668
ENSMODP00000010422	ENSP00000257527
ENSMODP00000005730	ENSP00000348912
ENSMODP00000021366	ENSP00000349436
ENSMODP00000003247	ENSP00000453302
ENSMODP00000020933	ENSP00000265769
ENSMODP00000020913	ENSP00000175238
ENSMODP00000010078	ENSP00000387281
ENSMODP00000004021	ENSP00000386069
ENSMODP00000012944	ENSP00000280155
ENSMODP00000009988	ENSP00000306662
ENSMODP00000019285	ENSP00000368766
ENSMODP00000020809	ENSP00000369960
ENSMODP00000029800	ENSP00000307766
ENSMODP00000029968	ENSP00000358963
ENSMODP00000032418	ENSP00000363748
ENSMODP00000006117	ENSP00000287907
ENSMODP00000028431	ENSP00000272928
ENSMODP00000027222	ENSP00000300098
ENSMODP00000035733	ENSP00000328708
ENSMODP00000033805	ENSP00000357301
ENSMODP00000015951	ENSP00000216629
ENSMODP00000015930	ENSP00000307713
ENSMODP00000006033	ENSP00000360973
ENSMODP00000035452	ENSP00000443186
ENSMODP00000025442	ENSP00000323280
ENSMODP00000035998	ENSP00000357905
ENSMODP00000013380	ENSP00000357156
ENSMODP00000023687	ENSP00000296498
ENSMODP00000016866	ENSP00000231004
ENSMODP00000012290	ENSP00000261921
ENSMODP00000027971	ENSP00000373783
ENSMODP00000004562	ENSP00000260702
ENSMODP00000035156	ENSP00000264094
ENSMODP00000002895	ENSP00000376809
ENSMODP00000031719	ENSP00000342109
ENSMODP00000022010	ENSP00000215727
ENSMODP00000013169	ENSP00000254722
ENSMODP00000012867	ENSP00000321853
ENSMODP00000025122	ENSP00000278407
ENSMODP00000002935	ENSP00000342850
ENSMODP00000015697	ENSP00000333203
ENSMODP00000015740	ENSP00000450540
ENSMODP00000015524	ENSP00000335024
ENSMODP00000010524	ENSP00000312618
ENSMODP00000008070	ENSP00000438689
ENSMODP00000014387	ENSP00000222214
ENSMODP00000014650	ENSP00000264990
ENSMODP00000015272	ENSP00000389813
ENSMODP00000019737	ENSP00000233710
ENSMODP00000003655	ENSP00000242592
ENSMODP00000038188	ENSP00000409612
ENSMODP00000015199	ENSP00000361413
ENSMODP00000001485	ENSP00000306099
ENSMODP00000023768	ENSP00000381133
