ENSORLP00000011382	ENSGACP00000024945
ENSORLP00000016906	ENSGACP00000004489
ENSORLP00000008265	ENSGACP00000010912
ENSORLP00000003763	ENSGACP00000027115
ENSORLP00000001097	ENSGACP00000018586
ENSORLP00000015173	ENSGACP00000013225
ENSORLP00000022720	ENSGACP00000006838
ENSORLP00000006904	ENSGACP00000019661
ENSORLP00000011969	ENSGACP00000026871
ENSORLP00000010360	ENSGACP00000024491
ENSORLP00000012695	ENSGACP00000026841
ENSORLP00000003809	ENSGACP00000023382
ENSORLP00000005593	ENSGACP00000020122
ENSORLP00000005607	ENSGACP00000020127
ENSORLP00000008747	ENSGACP00000025510
ENSORLP00000006189	ENSGACP00000021172
ENSORLP00000014481	ENSGACP00000021593
ENSORLP00000012653	ENSGACP00000026838
ENSORLP00000025345	ENSGACP00000025920
ENSORLP00000014452	ENSGACP00000021591
ENSORLP00000001080	ENSGACP00000023077
ENSORLP00000005698	ENSGACP00000020141
ENSORLP00000022237	ENSGACP00000005345
ENSORLP00000022241	ENSGACP00000005336
ENSORLP00000013952	ENSGACP00000017007
ENSORLP00000022244	ENSGACP00000005322
ENSORLP00000019411	ENSGACP00000027539
ENSORLP00000006716	ENSGACP00000023937
ENSORLP00000002282	ENSGACP00000020678
ENSORLP00000021971	ENSGACP00000005955
ENSORLP00000010036	ENSGACP00000012442
ENSORLP00000000481	ENSGACP00000023355
ENSORLP00000008068	ENSGACP00000010070
ENSORLP00000023464	ENSGACP00000004158
ENSORLP00000005768	ENSGACP00000008860
ENSORLP00000005703	ENSGACP00000008793
ENSORLP00000013368	ENSGACP00000014088
ENSORLP00000008698	ENSGACP00000007631
ENSORLP00000008751	ENSGACP00000007675
ENSORLP00000024259	ENSGACP00000022301
ENSORLP00000016610	ENSGACP00000012140
ENSORLP00000017862	ENSGACP00000010485
ENSORLP00000021008	ENSGACP00000026537
ENSORLP00000002290	ENSGACP00000024079
ENSORLP00000020877	ENSGACP00000016910
ENSORLP00000019267	ENSGACP00000014334
ENSORLP00000019468	ENSGACP00000000585
ENSORLP00000010821	ENSGACP00000014939
ENSORLP00000008799	ENSGACP00000009268
ENSORLP00000021779	ENSGACP00000009266
ENSORLP00000010805	ENSGACP00000014933
ENSORLP00000009208	ENSGACP00000024369
ENSORLP00000013714	ENSGACP00000014267
ENSORLP00000009668	ENSGACP00000010035
ENSORLP00000009663	ENSGACP00000010036
ENSORLP00000000729	ENSGACP00000021621
ENSORLP00000013705	ENSGACP00000014263
ENSORLP00000007616	ENSGACP00000025664
ENSORLP00000011972	ENSGACP00000003293
ENSORLP00000007015	ENSGACP00000012814
ENSORLP00000007026	ENSGACP00000012809
ENSORLP00000018069	ENSGACP00000024282
ENSORLP00000007625	ENSGACP00000025663
ENSORLP00000023723	ENSGACP00000017749
ENSORLP00000001137	ENSGACP00000005060
ENSORLP00000004939	ENSGACP00000023626
ENSORLP00000002192	ENSGACP00000005519
ENSORLP00000002239	ENSGACP00000005538
ENSORLP00000024158	ENSGACP00000017179
ENSORLP00000014571	ENSGACP00000019983
ENSORLP00000008598	ENSGACP00000012669
ENSORLP00000001797	ENSGACP00000003417
ENSORLP00000007860	ENSGACP00000010092
ENSORLP00000013871	ENSGACP00000016932
ENSORLP00000017748	ENSGACP00000024360
ENSORLP00000004795	ENSGACP00000023605
ENSORLP00000007441	ENSGACP00000023843
ENSORLP00000004735	ENSGACP00000026309
ENSORLP00000018332	ENSGACP00000016659
ENSORLP00000011075	ENSGACP00000022526
ENSORLP00000002150	ENSGACP00000022400
ENSORLP00000001842	ENSGACP00000014501
ENSORLP00000019681	ENSGACP00000017798
ENSORLP00000003921	ENSGACP00000005108
ENSORLP00000019706	ENSGACP00000017844
ENSORLP00000025760	ENSGACP00000019249
ENSORLP00000015673	ENSGACP00000012715
ENSORLP00000012071	ENSGACP00000024700
ENSORLP00000007152	ENSGACP00000011156
ENSORLP00000013575	ENSGACP00000010644
ENSORLP00000004777	ENSGACP00000021941
ENSORLP00000022520	ENSGACP00000005960
ENSORLP00000005672	ENSGACP00000017082
ENSORLP00000002227	ENSGACP00000006218
ENSORLP00000000853	ENSGACP00000017232
ENSORLP00000011336	ENSGACP00000024939
ENSORLP00000015163	ENSGACP00000018608
ENSORLP00000009745	ENSGACP00000003527
ENSORLP00000023914	ENSGACP00000014745
ENSORLP00000008310	ENSGACP00000020605
ENSORLP00000006019	ENSGACP00000013033
ENSORLP00000015751	ENSGACP00000025423
ENSORLP00000005311	ENSGACP00000011254
ENSORLP00000010629	ENSGACP00000002776
ENSORLP00000022163	ENSGACP00000022818
ENSORLP00000002057	ENSGACP00000000895
ENSORLP00000009336	ENSGACP00000011804
ENSORLP00000011272	ENSGACP00000004384
ENSORLP00000001595	ENSGACP00000022920
ENSORLP00000015132	ENSGACP00000013235
ENSORLP00000013835	ENSGACP00000007648
ENSORLP00000006845	ENSGACP00000026563
ENSORLP00000006727	ENSGACP00000013892
ENSORLP00000019030	ENSGACP00000027563
ENSORLP00000007682	ENSGACP00000009969
ENSORLP00000015043	ENSGACP00000014941
ENSORLP00000000569	ENSGACP00000020542
ENSORLP00000020129	ENSGACP00000008574
ENSORLP00000010226	ENSGACP00000014912
ENSORLP00000024457	ENSGACP00000022067
ENSORLP00000007047	ENSGACP00000002605
ENSORLP00000010265	ENSGACP00000011131
ENSORLP00000017692	ENSGACP00000024571
ENSORLP00000016676	ENSGACP00000018933
ENSORLP00000010065	ENSGACP00000012370
ENSORLP00000011457	ENSGACP00000025281
ENSORLP00000008214	ENSGACP00000007087
ENSORLP00000020855	ENSGACP00000014101
ENSORLP00000017081	ENSGACP00000004562
ENSORLP00000021568	ENSGACP00000007133
ENSORLP00000019814	ENSGACP00000018191
ENSORLP00000001875	ENSGACP00000018119
ENSORLP00000021727	ENSGACP00000006020
ENSORLP00000004638	ENSGACP00000012813
ENSORLP00000008388	ENSGACP00000025573
ENSORLP00000025267	ENSGACP00000013578
ENSORLP00000006736	ENSGACP00000013182
ENSORLP00000007849	ENSGACP00000010513
ENSORLP00000011502	ENSGACP00000009043
ENSORLP00000025083	ENSGACP00000024665
ENSORLP00000018384	ENSGACP00000019228
ENSORLP00000000838	ENSGACP00000017443
ENSORLP00000004559	ENSGACP00000023896
ENSORLP00000009659	ENSGACP00000003221
ENSORLP00000012078	ENSGACP00000021085
ENSORLP00000021398	ENSGACP00000001448
ENSORLP00000001288	ENSGACP00000004861
ENSORLP00000001805	ENSGACP00000003424
ENSORLP00000015845	ENSGACP00000024193
ENSORLP00000020611	ENSGACP00000004604
ENSORLP00000012787	ENSGACP00000008008
ENSORLP00000022192	ENSGACP00000009988
ENSORLP00000015240	ENSGACP00000005931
ENSORLP00000001188	ENSGACP00000025909
ENSORLP00000005201	ENSGACP00000016470
ENSORLP00000007525	ENSGACP00000013123
ENSORLP00000000793	ENSGACP00000018457
ENSORLP00000006534	ENSGACP00000021217
ENSORLP00000014722	ENSGACP00000009891
ENSORLP00000003972	ENSGACP00000016205
ENSORLP00000018232	ENSGACP00000012393
ENSORLP00000000511	ENSGACP00000017822
ENSORLP00000013301	ENSGACP00000021284
ENSORLP00000022569	ENSGACP00000017087
ENSORLP00000020944	ENSGACP00000007803
ENSORLP00000000144	ENSGACP00000000842
ENSORLP00000018297	ENSGACP00000018672
ENSORLP00000024011	ENSGACP00000003077
ENSORLP00000024509	ENSGACP00000002570
ENSORLP00000001634	ENSGACP00000018077
ENSORLP00000010938	ENSGACP00000012916
ENSORLP00000011018	ENSGACP00000012950
ENSORLP00000008984	ENSGACP00000024310
ENSORLP00000004029	ENSGACP00000025622
ENSORLP00000025664	ENSGACP00000007317
ENSORLP00000006004	ENSGACP00000018555
ENSORLP00000022191	ENSGACP00000022743
ENSORLP00000013096	ENSGACP00000016571
ENSORLP00000001750	ENSGACP00000019174
ENSORLP00000023168	ENSGACP00000007249
ENSORLP00000010003	ENSGACP00000014796
ENSORLP00000022326	ENSGACP00000022607
ENSORLP00000014329	ENSGACP00000005656
ENSORLP00000006195	ENSGACP00000013698
ENSORLP00000010609	ENSGACP00000010205
ENSORLP00000021038	ENSGACP00000013844
ENSORLP00000006469	ENSGACP00000009536
ENSORLP00000009463	ENSGACP00000006324
ENSORLP00000011420	ENSGACP00000025277
ENSORLP00000020116	ENSGACP00000017906
ENSORLP00000009354	ENSGACP00000020754
ENSORLP00000020290	ENSGACP00000015009
ENSORLP00000006397	ENSGACP00000018473
ENSORLP00000009036	ENSGACP00000024329
ENSORLP00000018161	ENSGACP00000016543
ENSORLP00000015176	ENSGACP00000024046
ENSORLP00000018153	ENSGACP00000016538
ENSORLP00000003124	ENSGACP00000006368
ENSORLP00000017655	ENSGACP00000010143
ENSORLP00000024816	ENSGACP00000005432
ENSORLP00000020099	ENSGACP00000000869
ENSORLP00000002475	ENSGACP00000027034
ENSORLP00000014832	ENSGACP00000001020
ENSORLP00000014918	ENSGACP00000026776
ENSORLP00000005970	ENSGACP00000018594
ENSORLP00000012784	ENSGACP00000025849
ENSORLP00000019774	ENSGACP00000017731
ENSORLP00000012354	ENSGACP00000007102
ENSORLP00000018582	ENSGACP00000027476
ENSORLP00000018270	ENSGACP00000009728
ENSORLP00000017195	ENSGACP00000025316
ENSORLP00000007868	ENSGACP00000011047
ENSORLP00000012725	ENSGACP00000005238
ENSORLP00000011528	ENSGACP00000015576
ENSORLP00000001338	ENSGACP00000017076
ENSORLP00000025441	ENSGACP00000001955
ENSORLP00000025087	ENSGACP00000008897
ENSORLP00000003796	ENSGACP00000025953
ENSORLP00000003051	ENSGACP00000000213
ENSORLP00000012213	ENSGACP00000016240
ENSORLP00000002992	ENSGACP00000004855
ENSORLP00000013932	ENSGACP00000025067
ENSORLP00000017197	ENSGACP00000025985
ENSORLP00000011063	ENSGACP00000013404
ENSORLP00000024350	ENSGACP00000011987
ENSORLP00000010199	ENSGACP00000012718
ENSORLP00000007400	ENSGACP00000008090
ENSORLP00000015060	ENSGACP00000014425
ENSORLP00000015670	ENSGACP00000013330
ENSORLP00000015860	ENSGACP00000026678
ENSORLP00000022852	ENSGACP00000010081
ENSORLP00000009577	ENSGACP00000012025
ENSORLP00000015061	ENSGACP00000004960
ENSORLP00000022015	ENSGACP00000023036
ENSORLP00000011311	ENSGACP00000004336
ENSORLP00000024187	ENSGACP00000017572
ENSORLP00000018996	ENSGACP00000027566
ENSORLP00000024750	ENSGACP00000009725
ENSORLP00000003751	ENSGACP00000015816
ENSORLP00000007131	ENSGACP00000019644
ENSORLP00000014982	ENSGACP00000003747
ENSORLP00000002401	ENSGACP00000006844
ENSORLP00000007467	ENSGACP00000007659
ENSORLP00000012663	ENSGACP00000022961
ENSORLP00000010894	ENSGACP00000010526
ENSORLP00000017303	ENSGACP00000005590
ENSORLP00000000369	ENSGACP00000025551
ENSORLP00000002560	ENSGACP00000014673
ENSORLP00000013445	ENSGACP00000026512
ENSORLP00000014171	ENSGACP00000002437
ENSORLP00000006807	ENSGACP00000021282
ENSORLP00000010352	ENSGACP00000014314
ENSORLP00000015820	ENSGACP00000021761
ENSORLP00000019165	ENSGACP00000017282
ENSORLP00000009153	ENSGACP00000010635
ENSORLP00000014427	ENSGACP00000004574
ENSORLP00000018749	ENSGACP00000020221
ENSORLP00000019076	ENSGACP00000019001
ENSORLP00000007219	ENSGACP00000021823
ENSORLP00000007435	ENSGACP00000026264
ENSORLP00000003585	ENSGACP00000000016
ENSORLP00000011852	ENSGACP00000016811
ENSORLP00000004070	ENSGACP00000007737
ENSORLP00000018852	ENSGACP00000026145
ENSORLP00000011874	ENSGACP00000016790
ENSORLP00000004145	ENSGACP00000007785
ENSORLP00000011924	ENSGACP00000016782
ENSORLP00000018019	ENSGACP00000015864
ENSORLP00000017782	ENSGACP00000016183
ENSORLP00000020123	ENSGACP00000026364
ENSORLP00000003495	ENSGACP00000007525
ENSORLP00000012893	ENSGACP00000000096
ENSORLP00000003371	ENSGACP00000023950
ENSORLP00000009078	ENSGACP00000003271
ENSORLP00000000437	ENSGACP00000006514
ENSORLP00000004868	ENSGACP00000001615
ENSORLP00000013974	ENSGACP00000000108
ENSORLP00000014580	ENSGACP00000025131
ENSORLP00000020090	ENSGACP00000018281
ENSORLP00000022489	ENSGACP00000006044
ENSORLP00000007669	ENSGACP00000020491
ENSORLP00000013712	ENSGACP00000005349
ENSORLP00000023396	ENSGACP00000005357
ENSORLP00000024716	ENSGACP00000018929
ENSORLP00000022750	ENSGACP00000006582
ENSORLP00000019967	ENSGACP00000008748
ENSORLP00000008343	ENSGACP00000007254
ENSORLP00000005604	ENSGACP00000001352
ENSORLP00000016177	ENSGACP00000019126
ENSORLP00000011203	ENSGACP00000024980
ENSORLP00000016950	ENSGACP00000021961
ENSORLP00000011004	ENSGACP00000003022
ENSORLP00000008320	ENSGACP00000020838
ENSORLP00000011951	ENSGACP00000007331
ENSORLP00000020772	ENSGACP00000017854
ENSORLP00000024012	ENSGACP00000024256
ENSORLP00000021358	ENSGACP00000019456
ENSORLP00000003346	ENSGACP00000022137
ENSORLP00000000509	ENSGACP00000003166
ENSORLP00000016484	ENSGACP00000012146
ENSORLP00000008394	ENSGACP00000007308
ENSORLP00000012565	ENSGACP00000019212
ENSORLP00000018568	ENSGACP00000003298
ENSORLP00000019012	ENSGACP00000000738
ENSORLP00000005547	ENSGACP00000020113
ENSORLP00000010918	ENSGACP00000003994
ENSORLP00000024271	ENSGACP00000000134
ENSORLP00000010450	ENSGACP00000024499
ENSORLP00000000992	ENSGACP00000006122
ENSORLP00000010383	ENSGACP00000003737
ENSORLP00000006985	ENSGACP00000007910
ENSORLP00000003688	ENSGACP00000022104
ENSORLP00000009021	ENSGACP00000006220
ENSORLP00000013135	ENSGACP00000015419
ENSORLP00000004235	ENSGACP00000015517
ENSORLP00000005549	ENSGACP00000027217
ENSORLP00000021692	ENSGACP00000009152
ENSORLP00000002163	ENSGACP00000022784
ENSORLP00000007338	ENSGACP00000019605
ENSORLP00000003791	ENSGACP00000018245
ENSORLP00000011529	ENSGACP00000008833
ENSORLP00000017762	ENSGACP00000000332
ENSORLP00000000122	ENSGACP00000019896
ENSORLP00000004712	ENSGACP00000023916
ENSORLP00000024493	ENSGACP00000022047
ENSORLP00000017343	ENSGACP00000013226
ENSORLP00000020916	ENSGACP00000007677
ENSORLP00000009460	ENSGACP00000011892
ENSORLP00000020893	ENSGACP00000007685
ENSORLP00000009480	ENSGACP00000011925
ENSORLP00000003236	ENSGACP00000015273
ENSORLP00000007003	ENSGACP00000010308
ENSORLP00000009817	ENSGACP00000022291
ENSORLP00000016593	ENSGACP00000011774
ENSORLP00000014875	ENSGACP00000020014
ENSORLP00000015116	ENSGACP00000013257
ENSORLP00000022723	ENSGACP00000006823
ENSORLP00000011495	ENSGACP00000026892
ENSORLP00000013458	ENSGACP00000006904
ENSORLP00000010127	ENSGACP00000007188
ENSORLP00000023403	ENSGACP00000001569
ENSORLP00000015802	ENSGACP00000012750
ENSORLP00000013242	ENSGACP00000007722
ENSORLP00000012558	ENSGACP00000003512
ENSORLP00000002148	ENSGACP00000016625
ENSORLP00000022261	ENSGACP00000017630
ENSORLP00000022265	ENSGACP00000017625
ENSORLP00000008553	ENSGACP00000010431
ENSORLP00000016215	ENSGACP00000013973
ENSORLP00000021677	ENSGACP00000013473
ENSORLP00000013822	ENSGACP00000021370
ENSORLP00000002821	ENSGACP00000022419
ENSORLP00000015416	ENSGACP00000003958
ENSORLP00000005355	ENSGACP00000019691
ENSORLP00000003999	ENSGACP00000011994
ENSORLP00000005748	ENSGACP00000008431
ENSORLP00000000398	ENSGACP00000023135
ENSORLP00000021558	ENSGACP00000008911
ENSORLP00000017556	ENSGACP00000010185
ENSORLP00000005491	ENSGACP00000009621
ENSORLP00000001564	ENSGACP00000022930
ENSORLP00000004525	ENSGACP00000023562
ENSORLP00000018931	ENSGACP00000017112
ENSORLP00000009586	ENSGACP00000022253
ENSORLP00000004291	ENSGACP00000027169
ENSORLP00000010592	ENSGACP00000012947
ENSORLP00000007509	ENSGACP00000020465
ENSORLP00000013408	ENSGACP00000006948
ENSORLP00000017840	ENSGACP00000024634
ENSORLP00000012765	ENSGACP00000003575
ENSORLP00000013664	ENSGACP00000007358
ENSORLP00000008886	ENSGACP00000010631
ENSORLP00000004879	ENSGACP00000008098
ENSORLP00000021824	ENSGACP00000006371
ENSORLP00000018065	ENSGACP00000020323
ENSORLP00000019634	ENSGACP00000014548
ENSORLP00000009045	ENSGACP00000012355
ENSORLP00000006453	ENSGACP00000014203
ENSORLP00000019040	ENSGACP00000016555
ENSORLP00000009056	ENSGACP00000012336
ENSORLP00000022251	ENSGACP00000000064
ENSORLP00000014431	ENSGACP00000023488
ENSORLP00000006553	ENSGACP00000023888
ENSORLP00000025047	ENSGACP00000021953
ENSORLP00000001312	ENSGACP00000027607
ENSORLP00000007617	ENSGACP00000007738
ENSORLP00000002895	ENSGACP00000017328
ENSORLP00000008317	ENSGACP00000010183
ENSORLP00000010944	ENSGACP00000004011
ENSORLP00000010937	ENSGACP00000004003
ENSORLP00000007650	ENSGACP00000024090
ENSORLP00000012577	ENSGACP00000024604
ENSORLP00000002416	ENSGACP00000005966
ENSORLP00000012265	ENSGACP00000022834
ENSORLP00000002929	ENSGACP00000022187
ENSORLP00000000370	ENSGACP00000018723
ENSORLP00000005432	ENSGACP00000014877
ENSORLP00000025316	ENSGACP00000026735
ENSORLP00000012246	ENSGACP00000007178
ENSORLP00000002572	ENSGACP00000027043
ENSORLP00000004445	ENSGACP00000026344
ENSORLP00000012797	ENSGACP00000026849
ENSORLP00000020041	ENSGACP00000018370
ENSORLP00000013766	ENSGACP00000002537
ENSORLP00000007140	ENSGACP00000019626
ENSORLP00000012885	ENSGACP00000003643
ENSORLP00000024335	ENSGACP00000004644
ENSORLP00000019103	ENSGACP00000011764
ENSORLP00000003693	ENSGACP00000004937
ENSORLP00000003299	ENSGACP00000004789
ENSORLP00000022259	ENSGACP00000000232
ENSORLP00000025797	ENSGACP00000001891
ENSORLP00000019694	ENSGACP00000018239
ENSORLP00000019813	ENSGACP00000026294
ENSORLP00000000362	ENSGACP00000018730
ENSORLP00000008416	ENSGACP00000010527
ENSORLP00000024965	ENSGACP00000000899
ENSORLP00000000629	ENSGACP00000001282
ENSORLP00000001396	ENSGACP00000027604
ENSORLP00000010761	ENSGACP00000024805
ENSORLP00000014685	ENSGACP00000021505
ENSORLP00000014719	ENSGACP00000019944
ENSORLP00000021575	ENSGACP00000021735
ENSORLP00000015927	ENSGACP00000006567
ENSORLP00000022814	ENSGACP00000021061
ENSORLP00000016713	ENSGACP00000002220
ENSORLP00000011696	ENSGACP00000004341
ENSORLP00000017686	ENSGACP00000012160
ENSORLP00000014916	ENSGACP00000003739
ENSORLP00000007825	ENSGACP00000013350
ENSORLP00000021296	ENSGACP00000017573
ENSORLP00000012231	ENSGACP00000008519
ENSORLP00000009038	ENSGACP00000003248
ENSORLP00000017271	ENSGACP00000024464
ENSORLP00000019037	ENSGACP00000009269
ENSORLP00000025770	ENSGACP00000024653
ENSORLP00000005786	ENSGACP00000009510
ENSORLP00000020560	ENSGACP00000018049
ENSORLP00000020710	ENSGACP00000015770
ENSORLP00000003594	ENSGACP00000001753
ENSORLP00000016080	ENSGACP00000005546
ENSORLP00000025509	ENSGACP00000021772
ENSORLP00000003808	ENSGACP00000020936
ENSORLP00000011238	ENSGACP00000003015
ENSORLP00000012371	ENSGACP00000008354
ENSORLP00000013080	ENSGACP00000021242
ENSORLP00000025293	ENSGACP00000023331
ENSORLP00000007726	ENSGACP00000023653
ENSORLP00000020084	ENSGACP00000017992
ENSORLP00000017887	ENSGACP00000016440
ENSORLP00000008303	ENSGACP00000024225
ENSORLP00000014239	ENSGACP00000014599
ENSORLP00000011124	ENSGACP00000022545
ENSORLP00000008965	ENSGACP00000012421
ENSORLP00000019391	ENSGACP00000011511
ENSORLP00000015592	ENSGACP00000014131
ENSORLP00000002900	ENSGACP00000004366
ENSORLP00000013040	ENSGACP00000021377
ENSORLP00000017900	ENSGACP00000004409
ENSORLP00000017893	ENSGACP00000024468
ENSORLP00000006801	ENSGACP00000010201
ENSORLP00000021356	ENSGACP00000014888
ENSORLP00000015090	ENSGACP00000001182
ENSORLP00000008819	ENSGACP00000012471
ENSORLP00000025146	ENSGACP00000005195
ENSORLP00000001980	ENSGACP00000019392
ENSORLP00000015111	ENSGACP00000015109
ENSORLP00000001176	ENSGACP00000022614
ENSORLP00000010877	ENSGACP00000020580
ENSORLP00000010879	ENSGACP00000024837
ENSORLP00000009773	ENSGACP00000009950
ENSORLP00000016893	ENSGACP00000011642
ENSORLP00000024362	ENSGACP00000004056
ENSORLP00000016829	ENSGACP00000003483
ENSORLP00000024280	ENSGACP00000005584
ENSORLP00000011538	ENSGACP00000001730
ENSORLP00000011544	ENSGACP00000001724
ENSORLP00000011206	ENSGACP00000025960
ENSORLP00000014811	ENSGACP00000003683
ENSORLP00000005928	ENSGACP00000019858
ENSORLP00000016362	ENSGACP00000007119
ENSORLP00000022227	ENSGACP00000022701
ENSORLP00000005606	ENSGACP00000019740
ENSORLP00000014962	ENSGACP00000016961
ENSORLP00000011730	ENSGACP00000004382
ENSORLP00000022250	ENSGACP00000022698
ENSORLP00000016315	ENSGACP00000007143
ENSORLP00000023740	ENSGACP00000002397
ENSORLP00000007394	ENSGACP00000023187
ENSORLP00000020808	ENSGACP00000015575
ENSORLP00000016491	ENSGACP00000019543
ENSORLP00000008889	ENSGACP00000013926
ENSORLP00000009481	ENSGACP00000012006
ENSORLP00000022048	ENSGACP00000022983
ENSORLP00000016165	ENSGACP00000005644
ENSORLP00000022689	ENSGACP00000010410
ENSORLP00000022040	ENSGACP00000022998
ENSORLP00000007099	ENSGACP00000009402
ENSORLP00000005202	ENSGACP00000008326
ENSORLP00000018105	ENSGACP00000003115
ENSORLP00000000113	ENSGACP00000019688
ENSORLP00000001291	ENSGACP00000006278
ENSORLP00000007912	ENSGACP00000007747
ENSORLP00000021387	ENSGACP00000006978
ENSORLP00000000394	ENSGACP00000023138
ENSORLP00000000033	ENSGACP00000019779
ENSORLP00000012480	ENSGACP00000004733
ENSORLP00000014489	ENSGACP00000017180
ENSORLP00000016980	ENSGACP00000003108
ENSORLP00000001667	ENSGACP00000019125
ENSORLP00000019763	ENSGACP00000011125
ENSORLP00000015580	ENSGACP00000004043
ENSORLP00000021935	ENSGACP00000023742
ENSORLP00000003454	ENSGACP00000012618
ENSORLP00000007365	ENSGACP00000013093
ENSORLP00000011992	ENSGACP00000021831
ENSORLP00000007540	ENSGACP00000013132
ENSORLP00000017221	ENSGACP00000005419
ENSORLP00000005206	ENSGACP00000011285
ENSORLP00000021027	ENSGACP00000017649
ENSORLP00000018936	ENSGACP00000015570
ENSORLP00000025630	ENSGACP00000007007
ENSORLP00000009990	ENSGACP00000003367
ENSORLP00000017580	ENSGACP00000003351
ENSORLP00000021364	ENSGACP00000005949
ENSORLP00000011316	ENSGACP00000021214
ENSORLP00000014678	ENSGACP00000014489
ENSORLP00000020901	ENSGACP00000007845
ENSORLP00000003604	ENSGACP00000015836
ENSORLP00000020751	ENSGACP00000017871
ENSORLP00000015139	ENSGACP00000013706
ENSORLP00000007710	ENSGACP00000002577
ENSORLP00000023359	ENSGACP00000007021
ENSORLP00000003003	ENSGACP00000005851
ENSORLP00000010799	ENSGACP00000024797
ENSORLP00000001571	ENSGACP00000020458
ENSORLP00000009959	ENSGACP00000025182
ENSORLP00000016248	ENSGACP00000018859
ENSORLP00000023752	ENSGACP00000016717
ENSORLP00000021317	ENSGACP00000007424
ENSORLP00000009951	ENSGACP00000012410
ENSORLP00000009961	ENSGACP00000012416
ENSORLP00000015495	ENSGACP00000005174
ENSORLP00000021319	ENSGACP00000007426
ENSORLP00000021953	ENSGACP00000006007
ENSORLP00000001659	ENSGACP00000015747
ENSORLP00000006332	ENSGACP00000009408
ENSORLP00000009978	ENSGACP00000012427
ENSORLP00000021329	ENSGACP00000007429
ENSORLP00000025197	ENSGACP00000005536
ENSORLP00000006427	ENSGACP00000002390
ENSORLP00000016617	ENSGACP00000003770
ENSORLP00000009780	ENSGACP00000020809
ENSORLP00000004620	ENSGACP00000007940
ENSORLP00000001467	ENSGACP00000004898
ENSORLP00000020109	ENSGACP00000010078
ENSORLP00000008005	ENSGACP00000010743
ENSORLP00000023766	ENSGACP00000025156
ENSORLP00000001160	ENSGACP00000012721
ENSORLP00000008620	ENSGACP00000021957
ENSORLP00000011640	ENSGACP00000025314
ENSORLP00000017566	ENSGACP00000013503
ENSORLP00000018042	ENSGACP00000026039
ENSORLP00000013590	ENSGACP00000015730
ENSORLP00000007643	ENSGACP00000025662
ENSORLP00000018061	ENSGACP00000024287
ENSORLP00000010259	ENSGACP00000011455
ENSORLP00000016134	ENSGACP00000014011
ENSORLP00000014607	ENSGACP00000004656
ENSORLP00000009937	ENSGACP00000012322
ENSORLP00000016070	ENSGACP00000005442
ENSORLP00000005932	ENSGACP00000008588
ENSORLP00000010023	ENSGACP00000022429
ENSORLP00000012021	ENSGACP00000003324
ENSORLP00000001738	ENSGACP00000001102
ENSORLP00000015984	ENSGACP00000015621
ENSORLP00000022737	ENSGACP00000006739
ENSORLP00000004621	ENSGACP00000021005
ENSORLP00000022034	ENSGACP00000014161
ENSORLP00000003988	ENSGACP00000005148
ENSORLP00000020321	ENSGACP00000017373
ENSORLP00000012485	ENSGACP00000013526
ENSORLP00000006141	ENSGACP00000020180
ENSORLP00000014603	ENSGACP00000010054
ENSORLP00000016456	ENSGACP00000015788
ENSORLP00000011021	ENSGACP00000011945
ENSORLP00000015726	ENSGACP00000006427
ENSORLP00000009633	ENSGACP00000003207
ENSORLP00000009119	ENSGACP00000003282
ENSORLP00000001825	ENSGACP00000009330
ENSORLP00000001917	ENSGACP00000013640
ENSORLP00000002111	ENSGACP00000024039
ENSORLP00000005399	ENSGACP00000021064
ENSORLP00000010749	ENSGACP00000022184
ENSORLP00000010769	ENSGACP00000022175
ENSORLP00000012388	ENSGACP00000016504
ENSORLP00000023834	ENSGACP00000013841
ENSORLP00000005651	ENSGACP00000027223
ENSORLP00000013532	ENSGACP00000010660
ENSORLP00000017768	ENSGACP00000015392
ENSORLP00000002312	ENSGACP00000027027
ENSORLP00000021124	ENSGACP00000012749
ENSORLP00000001669	ENSGACP00000001043
ENSORLP00000008046	ENSGACP00000024174
ENSORLP00000022283	ENSGACP00000005215
ENSORLP00000008319	ENSGACP00000019235
ENSORLP00000007641	ENSGACP00000027315
ENSORLP00000015952	ENSGACP00000027657
ENSORLP00000012386	ENSGACP00000004710
ENSORLP00000022563	ENSGACP00000008520
ENSORLP00000007134	ENSGACP00000011087
ENSORLP00000002584	ENSGACP00000014689
ENSORLP00000001511	ENSGACP00000027600
ENSORLP00000001412	ENSGACP00000027602
ENSORLP00000001521	ENSGACP00000027598
ENSORLP00000001456	ENSGACP00000027599
ENSORLP00000017631	ENSGACP00000015320
ENSORLP00000016931	ENSGACP00000011615
ENSORLP00000018570	ENSGACP00000026109
ENSORLP00000011027	ENSGACP00000003074
ENSORLP00000022637	ENSGACP00000003092
ENSORLP00000020206	ENSGACP00000017611
ENSORLP00000011501	ENSGACP00000025288
ENSORLP00000015663	ENSGACP00000009401
ENSORLP00000011768	ENSGACP00000008857
ENSORLP00000017571	ENSGACP00000005887
ENSORLP00000002926	ENSGACP00000005451
ENSORLP00000007597	ENSGACP00000025674
ENSORLP00000016471	ENSGACP00000004871
ENSORLP00000004531	ENSGACP00000001703
ENSORLP00000019010	ENSGACP00000026153
ENSORLP00000012036	ENSGACP00000016708
ENSORLP00000025439	ENSGACP00000007794
ENSORLP00000011460	ENSGACP00000011383
ENSORLP00000019980	ENSGACP00000017870
ENSORLP00000007209	ENSGACP00000009552
