ENSCAFP00000014731	ENSLOCP00000009128
ENSCAFP00000012165	ENSLOCP00000021648
ENSCAFP00000016765	ENSLOCP00000017860
ENSCAFP00000029015	ENSLOCP00000003270
ENSCAFP00000021797	ENSLOCP00000008235
ENSCAFP00000001430	ENSLOCP00000012239
ENSCAFP00000005831	ENSLOCP00000020521
ENSCAFP00000004694	ENSLOCP00000015867
ENSCAFP00000006077	ENSLOCP00000016107
ENSCAFP00000007974	ENSLOCP00000011802
ENSCAFP00000018122	ENSLOCP00000009763
ENSCAFP00000002389	ENSLOCP00000013889
ENSCAFP00000002385	ENSLOCP00000013902
ENSCAFP00000015128	ENSLOCP00000011305
ENSCAFP00000024935	ENSLOCP00000011809
ENSCAFP00000024323	ENSLOCP00000015409
ENSCAFP00000010316	ENSLOCP00000019250
ENSCAFP00000040751	ENSLOCP00000002351
ENSCAFP00000039587	ENSLOCP00000020576
ENSCAFP00000015339	ENSLOCP00000002301
ENSCAFP00000040740	ENSLOCP00000011787
ENSCAFP00000025716	ENSLOCP00000000918
ENSCAFP00000038872	ENSLOCP00000018946
ENSCAFP00000019145	ENSLOCP00000009480
ENSCAFP00000025579	ENSLOCP00000011279
ENSCAFP00000009355	ENSLOCP00000002107
ENSCAFP00000025193	ENSLOCP00000009525
ENSCAFP00000019795	ENSLOCP00000005247
ENSCAFP00000030937	ENSLOCP00000019260
ENSCAFP00000021531	ENSLOCP00000022139
ENSCAFP00000015948	ENSLOCP00000022355
ENSCAFP00000025460	ENSLOCP00000011558
ENSCAFP00000009109	ENSLOCP00000002949
ENSCAFP00000012820	ENSLOCP00000019834
ENSCAFP00000011506	ENSLOCP00000021523
ENSCAFP00000019638	ENSLOCP00000022382
ENSCAFP00000007567	ENSLOCP00000015404
ENSCAFP00000013501	ENSLOCP00000001076
ENSCAFP00000037129	ENSLOCP00000022162
ENSCAFP00000017975	ENSLOCP00000005844
ENSCAFP00000041333	ENSLOCP00000021654
ENSCAFP00000026975	ENSLOCP00000021576
ENSCAFP00000040421	ENSLOCP00000021511
ENSCAFP00000024110	ENSLOCP00000010062
ENSCAFP00000032748	ENSLOCP00000003983
ENSCAFP00000038725	ENSLOCP00000010666
ENSCAFP00000037328	ENSLOCP00000017564
ENSCAFP00000013518	ENSLOCP00000019017
ENSCAFP00000013735	ENSLOCP00000010913
ENSCAFP00000012314	ENSLOCP00000002482
ENSCAFP00000022517	ENSLOCP00000002675
ENSCAFP00000028380	ENSLOCP00000007695
ENSCAFP00000028375	ENSLOCP00000007668
ENSCAFP00000011583	ENSLOCP00000008395
ENSCAFP00000006464	ENSLOCP00000017286
ENSCAFP00000025196	ENSLOCP00000010149
ENSCAFP00000009541	ENSLOCP00000014242
ENSCAFP00000020422	ENSLOCP00000005611
ENSCAFP00000015398	ENSLOCP00000003346
ENSCAFP00000030246	ENSLOCP00000004158
ENSCAFP00000029520	ENSLOCP00000007724
ENSCAFP00000012386	ENSLOCP00000010201
ENSCAFP00000041864	ENSLOCP00000017129
ENSCAFP00000012417	ENSLOCP00000010170
ENSCAFP00000020634	ENSLOCP00000012902
ENSCAFP00000029907	ENSLOCP00000001380
ENSCAFP00000026447	ENSLOCP00000008933
ENSCAFP00000043006	ENSLOCP00000019697
ENSCAFP00000010234	ENSLOCP00000009052
ENSCAFP00000000993	ENSLOCP00000003727
ENSCAFP00000012670	ENSLOCP00000020852
ENSCAFP00000021176	ENSLOCP00000012301
ENSCAFP00000031996	ENSLOCP00000006753
ENSCAFP00000027734	ENSLOCP00000007988
ENSCAFP00000021113	ENSLOCP00000002783
ENSCAFP00000011185	ENSLOCP00000002184
ENSCAFP00000030247	ENSLOCP00000005956
ENSCAFP00000016491	ENSLOCP00000000163
ENSCAFP00000041280	ENSLOCP00000012378
ENSCAFP00000010379	ENSLOCP00000007945
ENSCAFP00000037840	ENSLOCP00000014688
ENSCAFP00000024344	ENSLOCP00000016744
ENSCAFP00000002821	ENSLOCP00000018525
ENSCAFP00000000320	ENSLOCP00000020005
ENSCAFP00000039766	ENSLOCP00000013420
ENSCAFP00000014498	ENSLOCP00000005960
ENSCAFP00000013848	ENSLOCP00000008528
ENSCAFP00000015764	ENSLOCP00000010849
ENSCAFP00000026902	ENSLOCP00000013661
ENSCAFP00000023190	ENSLOCP00000021013
ENSCAFP00000028381	ENSLOCP00000017964
ENSCAFP00000006683	ENSLOCP00000016712
ENSCAFP00000002073	ENSLOCP00000015258
ENSCAFP00000029542	ENSLOCP00000005115
ENSCAFP00000013810	ENSLOCP00000002292
ENSCAFP00000012058	ENSLOCP00000004267
ENSCAFP00000002095	ENSLOCP00000002492
ENSCAFP00000019847	ENSLOCP00000018027
ENSCAFP00000001601	ENSLOCP00000021369
ENSCAFP00000041578	ENSLOCP00000004928
ENSCAFP00000027413	ENSLOCP00000003641
ENSCAFP00000027775	ENSLOCP00000017558
ENSCAFP00000008365	ENSLOCP00000004190
ENSCAFP00000019154	ENSLOCP00000007666
ENSCAFP00000007253	ENSLOCP00000002280
ENSCAFP00000004213	ENSLOCP00000006229
ENSCAFP00000007275	ENSLOCP00000002224
ENSCAFP00000017623	ENSLOCP00000003704
ENSCAFP00000040598	ENSLOCP00000003560
ENSCAFP00000034327	ENSLOCP00000014112
ENSCAFP00000000631	ENSLOCP00000022016
ENSCAFP00000020206	ENSLOCP00000012595
ENSCAFP00000009870	ENSLOCP00000004868
ENSCAFP00000029844	ENSLOCP00000002983
ENSCAFP00000016379	ENSLOCP00000014346
ENSCAFP00000018733	ENSLOCP00000010317
ENSCAFP00000006677	ENSLOCP00000012846
ENSCAFP00000021150	ENSLOCP00000016481
ENSCAFP00000019672	ENSLOCP00000012965
ENSCAFP00000038904	ENSLOCP00000003920
ENSCAFP00000023540	ENSLOCP00000020557
ENSCAFP00000012094	ENSLOCP00000017477
ENSCAFP00000040666	ENSLOCP00000010177
ENSCAFP00000024465	ENSLOCP00000003951
ENSCAFP00000025090	ENSLOCP00000015060
ENSCAFP00000007909	ENSLOCP00000021886
ENSCAFP00000038145	ENSLOCP00000021882
ENSCAFP00000006354	ENSLOCP00000019687
ENSCAFP00000028091	ENSLOCP00000021603
ENSCAFP00000007899	ENSLOCP00000021881
ENSCAFP00000037263	ENSLOCP00000021604
ENSCAFP00000021310	ENSLOCP00000021489
ENSCAFP00000005960	ENSLOCP00000020904
ENSCAFP00000010988	ENSLOCP00000017071
ENSCAFP00000040209	ENSLOCP00000000428
ENSCAFP00000029623	ENSLOCP00000009734
ENSCAFP00000021988	ENSLOCP00000012754
ENSCAFP00000010055	ENSLOCP00000005147
ENSCAFP00000013747	ENSLOCP00000012874
ENSCAFP00000019266	ENSLOCP00000001415
ENSCAFP00000042081	ENSLOCP00000006150
ENSCAFP00000022625	ENSLOCP00000016390
ENSCAFP00000015428	ENSLOCP00000004738
ENSCAFP00000000344	ENSLOCP00000019989
ENSCAFP00000010803	ENSLOCP00000005799
ENSCAFP00000013605	ENSLOCP00000006911
ENSCAFP00000031635	ENSLOCP00000007976
ENSCAFP00000004678	ENSLOCP00000015910
ENSCAFP00000038470	ENSLOCP00000006056
ENSCAFP00000027434	ENSLOCP00000008378
ENSCAFP00000021999	ENSLOCP00000002298
ENSCAFP00000010555	ENSLOCP00000009308
ENSCAFP00000006342	ENSLOCP00000019685
ENSCAFP00000023406	ENSLOCP00000022022
ENSCAFP00000024224	ENSLOCP00000015727
ENSCAFP00000005165	ENSLOCP00000021131
ENSCAFP00000038630	ENSLOCP00000014645
ENSCAFP00000029018	ENSLOCP00000008167
ENSCAFP00000042809	ENSLOCP00000006588
ENSCAFP00000015924	ENSLOCP00000003202
ENSCAFP00000041935	ENSLOCP00000004642
ENSCAFP00000021401	ENSLOCP00000000256
ENSCAFP00000016420	ENSLOCP00000014876
ENSCAFP00000038581	ENSLOCP00000016950
ENSCAFP00000037553	ENSLOCP00000015092
ENSCAFP00000005420	ENSLOCP00000010183
ENSCAFP00000036961	ENSLOCP00000002171
ENSCAFP00000031763	ENSLOCP00000020955
ENSCAFP00000034297	ENSLOCP00000022392
ENSCAFP00000016302	ENSLOCP00000021893
ENSCAFP00000016306	ENSLOCP00000021894
ENSCAFP00000035919	ENSLOCP00000022420
ENSCAFP00000014115	ENSLOCP00000018371
ENSCAFP00000025061	ENSLOCP00000018124
ENSCAFP00000021146	ENSLOCP00000016470
ENSCAFP00000039515	ENSLOCP00000009548
ENSCAFP00000012112	ENSLOCP00000014970
ENSCAFP00000033869	ENSLOCP00000022113
ENSCAFP00000005338	ENSLOCP00000020438
ENSCAFP00000012930	ENSLOCP00000011090
ENSCAFP00000004975	ENSLOCP00000003798
ENSCAFP00000017493	ENSLOCP00000002350
ENSCAFP00000021868	ENSLOCP00000008463
ENSCAFP00000027400	ENSLOCP00000017895
ENSCAFP00000037189	ENSLOCP00000022148
ENSCAFP00000025466	ENSLOCP00000021593
ENSCAFP00000037233	ENSLOCP00000021592
ENSCAFP00000006603	ENSLOCP00000022150
ENSCAFP00000008673	ENSLOCP00000021878
ENSCAFP00000014683	ENSLOCP00000013530
ENSCAFP00000004433	ENSLOCP00000020045
ENSCAFP00000036063	ENSLOCP00000002928
ENSCAFP00000025480	ENSLOCP00000021594
ENSCAFP00000037334	ENSLOCP00000022383
ENSCAFP00000021398	ENSLOCP00000002786
ENSCAFP00000022507	ENSLOCP00000012970
ENSCAFP00000008396	ENSLOCP00000022318
ENSCAFP00000008395	ENSLOCP00000022076
ENSCAFP00000020897	ENSLOCP00000021492
ENSCAFP00000012574	ENSLOCP00000002346
ENSCAFP00000008247	ENSLOCP00000021888
ENSCAFP00000039988	ENSLOCP00000021482
ENSCAFP00000026178	ENSLOCP00000006098
ENSCAFP00000013573	ENSLOCP00000009221
ENSCAFP00000018167	ENSLOCP00000018576
ENSCAFP00000026494	ENSLOCP00000017996
ENSCAFP00000028300	ENSLOCP00000004688
ENSCAFP00000014726	ENSLOCP00000015633
ENSCAFP00000002868	ENSLOCP00000014716
ENSCAFP00000002850	ENSLOCP00000014725
ENSCAFP00000026084	ENSLOCP00000018856
ENSCAFP00000017777	ENSLOCP00000009372
ENSCAFP00000028625	ENSLOCP00000007345
ENSCAFP00000013421	ENSLOCP00000004625
ENSCAFP00000025409	ENSLOCP00000013134
ENSCAFP00000002776	ENSLOCP00000014310
ENSCAFP00000040250	ENSLOCP00000010136
ENSCAFP00000012663	ENSLOCP00000009940
ENSCAFP00000026269	ENSLOCP00000018870
ENSCAFP00000017441	ENSLOCP00000012318
ENSCAFP00000011700	ENSLOCP00000016779
ENSCAFP00000026303	ENSLOCP00000014304
ENSCAFP00000041644	ENSLOCP00000012153
ENSCAFP00000029179	ENSLOCP00000008615
ENSCAFP00000020500	ENSLOCP00000009933
ENSCAFP00000003651	ENSLOCP00000004443
ENSCAFP00000023753	ENSLOCP00000017051
ENSCAFP00000022091	ENSLOCP00000008884
ENSCAFP00000025674	ENSLOCP00000010711
ENSCAFP00000010732	ENSLOCP00000004233
ENSCAFP00000020366	ENSLOCP00000022265
ENSCAFP00000008001	ENSLOCP00000011481
ENSCAFP00000016716	ENSLOCP00000009171
ENSCAFP00000027498	ENSLOCP00000011029
ENSCAFP00000010370	ENSLOCP00000003989
ENSCAFP00000005871	ENSLOCP00000020614
ENSCAFP00000029251	ENSLOCP00000014111
ENSCAFP00000018310	ENSLOCP00000000881
ENSCAFP00000007600	ENSLOCP00000001045
ENSCAFP00000040673	ENSLOCP00000021980
ENSCAFP00000030641	ENSLOCP00000014753
ENSCAFP00000041961	ENSLOCP00000022074
ENSCAFP00000034355	ENSLOCP00000021622
ENSCAFP00000009573	ENSLOCP00000022235
ENSCAFP00000022197	ENSLOCP00000015815
ENSCAFP00000041327	ENSLOCP00000012106
ENSCAFP00000006013	ENSLOCP00000020983
ENSCAFP00000032995	ENSLOCP00000006077
ENSCAFP00000037264	ENSLOCP00000004676
ENSCAFP00000015117	ENSLOCP00000014424
ENSCAFP00000042136	ENSLOCP00000020460
ENSCAFP00000002762	ENSLOCP00000015255
ENSCAFP00000028267	ENSLOCP00000016975
ENSCAFP00000014768	ENSLOCP00000010119
ENSCAFP00000002767	ENSLOCP00000015248
ENSCAFP00000025386	ENSLOCP00000013107
ENSCAFP00000025398	ENSLOCP00000013119
ENSCAFP00000033560	ENSLOCP00000015235
ENSCAFP00000013217	ENSLOCP00000018071
ENSCAFP00000016050	ENSLOCP00000003061
ENSCAFP00000019674	ENSLOCP00000020379
ENSCAFP00000017993	ENSLOCP00000009879
ENSCAFP00000028256	ENSLOCP00000007867
ENSCAFP00000021649	ENSLOCP00000014773
ENSCAFP00000016954	ENSLOCP00000014477
ENSCAFP00000025247	ENSLOCP00000013025
ENSCAFP00000023305	ENSLOCP00000012625
ENSCAFP00000013553	ENSLOCP00000006932
ENSCAFP00000010883	ENSLOCP00000005384
ENSCAFP00000005906	ENSLOCP00000006685
ENSCAFP00000024499	ENSLOCP00000018074
ENSCAFP00000022343	ENSLOCP00000017633
ENSCAFP00000016037	ENSLOCP00000001840
ENSCAFP00000021140	ENSLOCP00000010774
ENSCAFP00000024468	ENSLOCP00000014679
ENSCAFP00000019449	ENSLOCP00000008660
ENSCAFP00000001313	ENSLOCP00000021184
ENSCAFP00000027493	ENSLOCP00000008104
ENSCAFP00000003158	ENSLOCP00000009997
ENSCAFP00000024305	ENSLOCP00000000451
ENSCAFP00000016839	ENSLOCP00000017879
ENSCAFP00000020903	ENSLOCP00000007875
ENSCAFP00000021616	ENSLOCP00000008241
ENSCAFP00000006951	ENSLOCP00000012836
ENSCAFP00000020854	ENSLOCP00000016352
ENSCAFP00000024419	ENSLOCP00000004151
ENSCAFP00000028612	ENSLOCP00000004063
ENSCAFP00000000074	ENSLOCP00000005983
ENSCAFP00000019213	ENSLOCP00000009194
ENSCAFP00000025006	ENSLOCP00000016426
ENSCAFP00000025770	ENSLOCP00000017211
ENSCAFP00000016696	ENSLOCP00000007679
ENSCAFP00000027208	ENSLOCP00000008347
ENSCAFP00000002145	ENSLOCP00000014342
ENSCAFP00000025772	ENSLOCP00000006475
ENSCAFP00000019389	ENSLOCP00000011663
ENSCAFP00000040583	ENSLOCP00000004759
ENSCAFP00000013751	ENSLOCP00000014785
ENSCAFP00000004848	ENSLOCP00000018882
ENSCAFP00000041450	ENSLOCP00000007600
ENSCAFP00000027792	ENSLOCP00000014901
ENSCAFP00000011405	ENSLOCP00000004974
ENSCAFP00000018690	ENSLOCP00000007162
ENSCAFP00000018235	ENSLOCP00000018968
ENSCAFP00000008108	ENSLOCP00000013281
ENSCAFP00000009991	ENSLOCP00000006530
ENSCAFP00000018308	ENSLOCP00000016267
ENSCAFP00000011341	ENSLOCP00000008195
ENSCAFP00000016109	ENSLOCP00000014250
ENSCAFP00000028976	ENSLOCP00000007202
ENSCAFP00000001896	ENSLOCP00000013937
ENSCAFP00000025229	ENSLOCP00000013105
ENSCAFP00000012596	ENSLOCP00000017425
ENSCAFP00000016146	ENSLOCP00000020536
ENSCAFP00000043222	ENSLOCP00000016896
ENSCAFP00000016154	ENSLOCP00000005636
ENSCAFP00000020469	ENSLOCP00000005290
ENSCAFP00000015904	ENSLOCP00000003754
ENSCAFP00000014669	ENSLOCP00000021473
ENSCAFP00000022772	ENSLOCP00000021718
ENSCAFP00000032974	ENSLOCP00000021814
ENSCAFP00000004995	ENSLOCP00000022021
ENSCAFP00000013535	ENSLOCP00000006683
ENSCAFP00000032854	ENSLOCP00000017161
ENSCAFP00000026824	ENSLOCP00000004377
ENSCAFP00000016319	ENSLOCP00000015315
ENSCAFP00000016615	ENSLOCP00000012427
ENSCAFP00000013492	ENSLOCP00000007054
ENSCAFP00000021901	ENSLOCP00000015287
ENSCAFP00000042004	ENSLOCP00000020079
ENSCAFP00000024112	ENSLOCP00000010488
ENSCAFP00000003450	ENSLOCP00000016312
ENSCAFP00000030168	ENSLOCP00000010302
ENSCAFP00000012769	ENSLOCP00000007294
ENSCAFP00000039742	ENSLOCP00000006232
ENSCAFP00000016093	ENSLOCP00000018601
ENSCAFP00000000416	ENSLOCP00000000482
ENSCAFP00000019125	ENSLOCP00000004604
ENSCAFP00000011004	ENSLOCP00000017046
ENSCAFP00000031395	ENSLOCP00000004467
ENSCAFP00000016726	ENSLOCP00000022101
ENSCAFP00000012269	ENSLOCP00000022321
ENSCAFP00000017193	ENSLOCP00000012197
ENSCAFP00000030804	ENSLOCP00000017758
ENSCAFP00000001151	ENSLOCP00000020409
ENSCAFP00000011712	ENSLOCP00000007066
ENSCAFP00000026963	ENSLOCP00000014990
ENSCAFP00000024683	ENSLOCP00000015073
ENSCAFP00000008536	ENSLOCP00000009290
ENSCAFP00000008036	ENSLOCP00000017997
ENSCAFP00000019377	ENSLOCP00000009082
ENSCAFP00000033861	ENSLOCP00000011707
ENSCAFP00000019767	ENSLOCP00000002939
ENSCAFP00000024529	ENSLOCP00000017311
ENSCAFP00000017003	ENSLOCP00000018991
ENSCAFP00000005842	ENSLOCP00000019865
ENSCAFP00000010290	ENSLOCP00000006740
ENSCAFP00000010472	ENSLOCP00000021919
ENSCAFP00000004664	ENSLOCP00000020957
ENSCAFP00000020807	ENSLOCP00000008019
ENSCAFP00000013128	ENSLOCP00000012756
ENSCAFP00000011799	ENSLOCP00000009409
ENSCAFP00000012558	ENSLOCP00000007370
ENSCAFP00000030466	ENSLOCP00000001468
ENSCAFP00000022211	ENSLOCP00000001357
ENSCAFP00000009861	ENSLOCP00000007472
ENSCAFP00000039467	ENSLOCP00000017458
ENSCAFP00000003038	ENSLOCP00000017446
ENSCAFP00000010018	ENSLOCP00000005152
ENSCAFP00000024312	ENSLOCP00000008541
ENSCAFP00000024307	ENSLOCP00000015131
ENSCAFP00000010012	ENSLOCP00000005239
ENSCAFP00000003064	ENSLOCP00000017473
ENSCAFP00000000712	ENSLOCP00000014783
ENSCAFP00000011628	ENSLOCP00000010548
ENSCAFP00000026864	ENSLOCP00000017085
ENSCAFP00000009346	ENSLOCP00000010215
ENSCAFP00000026845	ENSLOCP00000013681
ENSCAFP00000022369	ENSLOCP00000015478
ENSCAFP00000016269	ENSLOCP00000013310
ENSCAFP00000010959	ENSLOCP00000012689
ENSCAFP00000030160	ENSLOCP00000008056
ENSCAFP00000038945	ENSLOCP00000005749
ENSCAFP00000007134	ENSLOCP00000019345
ENSCAFP00000028378	ENSLOCP00000017979
ENSCAFP00000017531	ENSLOCP00000013962
ENSCAFP00000037739	ENSLOCP00000021243
ENSCAFP00000012582	ENSLOCP00000005804
ENSCAFP00000029680	ENSLOCP00000000583
ENSCAFP00000016307	ENSLOCP00000012551
ENSCAFP00000003829	ENSLOCP00000019403
ENSCAFP00000043023	ENSLOCP00000020342
ENSCAFP00000001510	ENSLOCP00000012260
ENSCAFP00000010352	ENSLOCP00000008005
ENSCAFP00000013032	ENSLOCP00000011192
ENSCAFP00000005029	ENSLOCP00000003673
ENSCAFP00000016281	ENSLOCP00000009901
ENSCAFP00000030204	ENSLOCP00000010018
ENSCAFP00000013057	ENSLOCP00000001372
ENSCAFP00000002760	ENSLOCP00000019020
ENSCAFP00000014767	ENSLOCP00000015611
ENSCAFP00000027471	ENSLOCP00000013790
ENSCAFP00000028038	ENSLOCP00000018665
ENSCAFP00000017368	ENSLOCP00000001012
ENSCAFP00000014790	ENSLOCP00000008006
ENSCAFP00000013798	ENSLOCP00000020293
ENSCAFP00000010300	ENSLOCP00000018709
ENSCAFP00000009748	ENSLOCP00000008025
ENSCAFP00000022703	ENSLOCP00000003576
ENSCAFP00000018979	ENSLOCP00000010982
ENSCAFP00000010116	ENSLOCP00000005046
ENSCAFP00000003006	ENSLOCP00000017417
ENSCAFP00000020395	ENSLOCP00000015799
ENSCAFP00000002165	ENSLOCP00000016324
ENSCAFP00000035257	ENSLOCP00000016358
ENSCAFP00000003573	ENSLOCP00000013952
ENSCAFP00000041248	ENSLOCP00000018348
ENSCAFP00000036438	ENSLOCP00000011632
ENSCAFP00000005258	ENSLOCP00000020452
ENSCAFP00000003819	ENSLOCP00000020188
ENSCAFP00000023100	ENSLOCP00000012421
ENSCAFP00000018025	ENSLOCP00000012786
ENSCAFP00000032632	ENSLOCP00000004283
ENSCAFP00000029392	ENSLOCP00000005549
ENSCAFP00000018408	ENSLOCP00000004575
ENSCAFP00000026768	ENSLOCP00000007557
ENSCAFP00000035608	ENSLOCP00000012043
ENSCAFP00000032892	ENSLOCP00000009866
ENSCAFP00000010411	ENSLOCP00000009266
ENSCAFP00000022020	ENSLOCP00000002265
ENSCAFP00000027554	ENSLOCP00000003144
ENSCAFP00000037722	ENSLOCP00000004131
ENSCAFP00000036940	ENSLOCP00000020154
ENSCAFP00000028667	ENSLOCP00000002071
ENSCAFP00000006847	ENSLOCP00000013665
ENSCAFP00000019946	ENSLOCP00000002210
ENSCAFP00000002612	ENSLOCP00000015906
ENSCAFP00000016165	ENSLOCP00000002965
ENSCAFP00000013069	ENSLOCP00000004586
ENSCAFP00000009888	ENSLOCP00000004948
ENSCAFP00000029305	ENSLOCP00000014360
ENSCAFP00000008953	ENSLOCP00000020176
ENSCAFP00000002523	ENSLOCP00000020524
ENSCAFP00000029607	ENSLOCP00000004770
ENSCAFP00000022090	ENSLOCP00000002196
ENSCAFP00000015170	ENSLOCP00000002992
ENSCAFP00000014692	ENSLOCP00000005894
ENSCAFP00000042024	ENSLOCP00000003058
ENSCAFP00000014613	ENSLOCP00000005919
ENSCAFP00000019797	ENSLOCP00000004172
ENSCAFP00000021366	ENSLOCP00000014928
ENSCAFP00000003400	ENSLOCP00000013811
ENSCAFP00000005898	ENSLOCP00000003214
ENSCAFP00000003719	ENSLOCP00000006548
ENSCAFP00000008873	ENSLOCP00000007317
ENSCAFP00000000164	ENSLOCP00000005528
ENSCAFP00000018833	ENSLOCP00000008047
ENSCAFP00000017398	ENSLOCP00000016139
ENSCAFP00000040299	ENSLOCP00000003937
ENSCAFP00000010845	ENSLOCP00000007247
ENSCAFP00000009960	ENSLOCP00000014994
ENSCAFP00000013508	ENSLOCP00000006909
ENSCAFP00000039334	ENSLOCP00000001029
ENSCAFP00000015051	ENSLOCP00000003076
ENSCAFP00000014417	ENSLOCP00000005940
ENSCAFP00000015804	ENSLOCP00000021864
ENSCAFP00000002016	ENSLOCP00000021952
ENSCAFP00000027352	ENSLOCP00000022191
ENSCAFP00000018358	ENSLOCP00000006596
ENSCAFP00000001202	ENSLOCP00000020793
ENSCAFP00000025598	ENSLOCP00000018514
ENSCAFP00000015054	ENSLOCP00000021963
ENSCAFP00000014422	ENSLOCP00000022294
ENSCAFP00000032858	ENSLOCP00000016090
ENSCAFP00000033242	ENSLOCP00000002338
ENSCAFP00000028723	ENSLOCP00000001333
ENSCAFP00000016805	ENSLOCP00000015062
ENSCAFP00000015096	ENSLOCP00000017792
ENSCAFP00000001281	ENSLOCP00000018562
ENSCAFP00000005827	ENSLOCP00000009014
ENSCAFP00000021285	ENSLOCP00000014320
ENSCAFP00000018177	ENSLOCP00000012611
ENSCAFP00000024081	ENSLOCP00000017435
ENSCAFP00000021257	ENSLOCP00000016163
ENSCAFP00000021243	ENSLOCP00000002407
ENSCAFP00000029029	ENSLOCP00000016943
ENSCAFP00000019662	ENSLOCP00000001680
ENSCAFP00000023569	ENSLOCP00000016858
ENSCAFP00000027438	ENSLOCP00000003526
ENSCAFP00000001572	ENSLOCP00000021373
ENSCAFP00000021382	ENSLOCP00000000289
ENSCAFP00000021511	ENSLOCP00000004028
ENSCAFP00000017044	ENSLOCP00000008792
ENSCAFP00000020492	ENSLOCP00000017319
ENSCAFP00000023923	ENSLOCP00000004791
ENSCAFP00000041083	ENSLOCP00000012633
ENSCAFP00000010111	ENSLOCP00000017241
ENSCAFP00000024593	ENSLOCP00000018085
ENSCAFP00000007571	ENSLOCP00000018334
ENSCAFP00000018020	ENSLOCP00000019044
ENSCAFP00000005418	ENSLOCP00000006653
ENSCAFP00000037555	ENSLOCP00000008155
ENSCAFP00000017258	ENSLOCP00000004092
ENSCAFP00000006449	ENSLOCP00000017259
ENSCAFP00000006892	ENSLOCP00000007108
ENSCAFP00000025704	ENSLOCP00000016387
ENSCAFP00000012675	ENSLOCP00000011007
ENSCAFP00000005222	ENSLOCP00000021117
ENSCAFP00000017081	ENSLOCP00000013174
ENSCAFP00000017120	ENSLOCP00000016161
ENSCAFP00000002672	ENSLOCP00000022167
ENSCAFP00000010916	ENSLOCP00000002284
ENSCAFP00000036862	ENSLOCP00000007631
ENSCAFP00000007234	ENSLOCP00000007763
ENSCAFP00000007178	ENSLOCP00000022300
ENSCAFP00000006778	ENSLOCP00000021889
ENSCAFP00000010857	ENSLOCP00000016243
ENSCAFP00000036780	ENSLOCP00000009929
ENSCAFP00000014922	ENSLOCP00000004209
ENSCAFP00000028093	ENSLOCP00000013891
ENSCAFP00000024355	ENSLOCP00000016772
ENSCAFP00000027075	ENSLOCP00000011445
ENSCAFP00000021425	ENSLOCP00000012544
ENSCAFP00000016985	ENSLOCP00000016010
ENSCAFP00000010747	ENSLOCP00000002451
ENSCAFP00000005381	ENSLOCP00000010239
ENSCAFP00000023779	ENSLOCP00000009573
ENSCAFP00000020701	ENSLOCP00000016375
ENSCAFP00000020507	ENSLOCP00000006258
ENSCAFP00000015180	ENSLOCP00000010418
ENSCAFP00000008402	ENSLOCP00000002890
ENSCAFP00000012777	ENSLOCP00000018919
ENSCAFP00000004359	ENSLOCP00000014194
ENSCAFP00000020983	ENSLOCP00000014872
ENSCAFP00000023108	ENSLOCP00000011275
ENSCAFP00000006927	ENSLOCP00000012566
ENSCAFP00000000460	ENSLOCP00000017925
ENSCAFP00000008349	ENSLOCP00000016503
ENSCAFP00000001300	ENSLOCP00000021171
ENSCAFP00000028447	ENSLOCP00000004765
ENSCAFP00000011028	ENSLOCP00000012984
ENSCAFP00000022652	ENSLOCP00000002320
ENSCAFP00000025107	ENSLOCP00000018469
ENSCAFP00000036987	ENSLOCP00000010549
ENSCAFP00000019634	ENSLOCP00000001553
ENSCAFP00000036707	ENSLOCP00000001420
ENSCAFP00000029999	ENSLOCP00000006329
ENSCAFP00000016688	ENSLOCP00000009232
ENSCAFP00000013426	ENSLOCP00000010116
ENSCAFP00000018765	ENSLOCP00000004624
ENSCAFP00000029157	ENSLOCP00000011274
ENSCAFP00000027248	ENSLOCP00000008259
ENSCAFP00000042246	ENSLOCP00000018107
ENSCAFP00000030074	ENSLOCP00000003521
ENSCAFP00000030256	ENSLOCP00000004088
ENSCAFP00000013337	ENSLOCP00000008098
ENSCAFP00000029292	ENSLOCP00000014376
ENSCAFP00000000699	ENSLOCP00000020044
ENSCAFP00000020125	ENSLOCP00000012687
ENSCAFP00000023070	ENSLOCP00000017877
ENSCAFP00000022540	ENSLOCP00000022012
ENSCAFP00000029266	ENSLOCP00000022170
ENSCAFP00000042120	ENSLOCP00000022168
ENSCAFP00000041422	ENSLOCP00000011035
ENSCAFP00000036157	ENSLOCP00000006007
ENSCAFP00000014262	ENSLOCP00000008754
ENSCAFP00000033127	ENSLOCP00000017084
ENSCAFP00000009230	ENSLOCP00000020241
ENSCAFP00000028297	ENSLOCP00000019097
ENSCAFP00000025534	ENSLOCP00000021804
ENSCAFP00000034288	ENSLOCP00000021465
ENSCAFP00000001323	ENSLOCP00000021191
ENSCAFP00000013913	ENSLOCP00000014918
ENSCAFP00000009219	ENSLOCP00000020240
ENSCAFP00000009210	ENSLOCP00000020238
ENSCAFP00000013916	ENSLOCP00000014933
ENSCAFP00000003349	ENSLOCP00000017089
ENSCAFP00000028295	ENSLOCP00000007468
ENSCAFP00000007631	ENSLOCP00000019286
ENSCAFP00000025516	ENSLOCP00000013546
ENSCAFP00000027430	ENSLOCP00000003548
ENSCAFP00000013658	ENSLOCP00000001614
ENSCAFP00000001573	ENSLOCP00000021370
