ENSACAP00000005936	ENSMUSP00000034074
ENSACAP00000015510	ENSMUSP00000110520
ENSACAP00000006779	ENSMUSP00000087327
ENSACAP00000020514	ENSMUSP00000033820
ENSACAP00000005628	ENSMUSP00000132226
ENSACAP00000014356	ENSMUSP00000033477
ENSACAP00000000176	ENSMUSP00000033822
ENSACAP00000003746	ENSMUSP00000028681
ENSACAP00000004048	ENSMUSP00000037616
ENSACAP00000023081	ENSMUSP00000103923
ENSACAP00000009792	ENSMUSP00000051546
ENSACAP00000002423	ENSMUSP00000047573
ENSACAP00000007175	ENSMUSP00000027706
ENSACAP00000005085	ENSMUSP00000043818
ENSACAP00000020123	ENSMUSP00000037096
ENSACAP00000011248	ENSMUSP00000059050
ENSACAP00000010490	ENSMUSP00000130423
ENSACAP00000000690	ENSMUSP00000130984
ENSACAP00000011819	ENSMUSP00000053123
ENSACAP00000018101	ENSMUSP00000006020
ENSACAP00000011945	ENSMUSP00000027288
ENSACAP00000006477	ENSMUSP00000084464
ENSACAP00000011044	ENSMUSP00000033187
ENSACAP00000009986	ENSMUSP00000100064
ENSACAP00000002573	ENSMUSP00000040548
ENSACAP00000017681	ENSMUSP00000102986
ENSACAP00000000018	ENSMUSP00000049206
ENSACAP00000020223	ENSMUSP00000047705
ENSACAP00000001459	ENSMUSP00000077563
ENSACAP00000015887	ENSMUSP00000046864
ENSACAP00000007016	ENSMUSP00000034889
ENSACAP00000013675	ENSMUSP00000097113
ENSACAP00000011040	ENSMUSP00000006991
ENSACAP00000009856	ENSMUSP00000092130
ENSACAP00000017071	ENSMUSP00000047567
ENSACAP00000012622	ENSMUSP00000072583
ENSACAP00000017700	ENSMUSP00000027035
ENSACAP00000006295	ENSMUSP00000062759
ENSACAP00000002379	ENSMUSP00000127396
ENSACAP00000021099	ENSMUSP00000137203
ENSACAP00000011142	ENSMUSP00000078070
ENSACAP00000005969	ENSMUSP00000025003
ENSACAP00000015004	ENSMUSP00000039466
ENSACAP00000008573	ENSMUSP00000000579
ENSACAP00000009270	ENSMUSP00000021603
ENSACAP00000009247	ENSMUSP00000064719
ENSACAP00000003876	ENSMUSP00000020759
ENSACAP00000002050	ENSMUSP00000074340
ENSACAP00000012455	ENSMUSP00000048334
ENSACAP00000014380	ENSMUSP00000054583
ENSACAP00000015557	ENSMUSP00000130131
ENSACAP00000002011	ENSMUSP00000038366
ENSACAP00000009631	ENSMUSP00000102340
ENSACAP00000017481	ENSMUSP00000030897
ENSACAP00000002537	ENSMUSP00000080214
ENSACAP00000016291	ENSMUSP00000105883
ENSACAP00000003792	ENSMUSP00000037536
ENSACAP00000018709	ENSMUSP00000031384
ENSACAP00000012869	ENSMUSP00000130840
ENSACAP00000005590	ENSMUSP00000060247
ENSACAP00000018311	ENSMUSP00000092277
ENSACAP00000007465	ENSMUSP00000126157
ENSACAP00000008079	ENSMUSP00000046118
ENSACAP00000001478	ENSMUSP00000107965
ENSACAP00000007163	ENSMUSP00000058363
ENSACAP00000003271	ENSMUSP00000089295
ENSACAP00000003255	ENSMUSP00000089346
ENSACAP00000013447	ENSMUSP00000135113
ENSACAP00000020332	ENSMUSP00000136147
ENSACAP00000020802	ENSMUSP00000052088
ENSACAP00000009425	ENSMUSP00000124738
ENSACAP00000003345	ENSMUSP00000104056
ENSACAP00000003350	ENSMUSP00000135115
ENSACAP00000020710	ENSMUSP00000113806
ENSACAP00000014778	ENSMUSP00000088774
ENSACAP00000008388	ENSMUSP00000096257
ENSACAP00000001808	ENSMUSP00000113424
ENSACAP00000013930	ENSMUSP00000108683
ENSACAP00000000603	ENSMUSP00000099468
ENSACAP00000013382	ENSMUSP00000034396
ENSACAP00000021533	ENSMUSP00000015358
ENSACAP00000002172	ENSMUSP00000022563
ENSACAP00000006281	ENSMUSP00000043851
ENSACAP00000002657	ENSMUSP00000032736
ENSACAP00000007704	ENSMUSP00000041227
ENSACAP00000020998	ENSMUSP00000062341
ENSACAP00000008996	ENSMUSP00000033058
ENSACAP00000007238	ENSMUSP00000118107
ENSACAP00000012927	ENSMUSP00000045856
ENSACAP00000001513	ENSMUSP00000123924
ENSACAP00000004820	ENSMUSP00000080751
ENSACAP00000004547	ENSMUSP00000138958
ENSACAP00000004011	ENSMUSP00000098235
ENSACAP00000004916	ENSMUSP00000133468
ENSACAP00000008154	ENSMUSP00000064048
ENSACAP00000013915	ENSMUSP00000039368
ENSACAP00000002212	ENSMUSP00000022264
ENSACAP00000006380	ENSMUSP00000138350
ENSACAP00000003239	ENSMUSP00000045603
ENSACAP00000010467	ENSMUSP00000126279
ENSACAP00000001414	ENSMUSP00000030741
ENSACAP00000010624	ENSMUSP00000051003
ENSACAP00000010103	ENSMUSP00000040920
ENSACAP00000007113	ENSMUSP00000122582
ENSACAP00000010636	ENSMUSP00000001701
ENSACAP00000017636	ENSMUSP00000062412
ENSACAP00000020621	ENSMUSP00000120276
ENSACAP00000007125	ENSMUSP00000046939
ENSACAP00000006259	ENSMUSP00000000010
ENSACAP00000010675	ENSMUSP00000001706
ENSACAP00000010093	ENSMUSP00000039170
ENSACAP00000006249	ENSMUSP00000056315
ENSACAP00000017639	ENSMUSP00000001872
ENSACAP00000010617	ENSMUSP00000001700
ENSACAP00000006611	ENSMUSP00000032988
ENSACAP00000013429	ENSMUSP00000029941
ENSACAP00000005865	ENSMUSP00000047173
ENSACAP00000014246	ENSMUSP00000022327
ENSACAP00000003645	ENSMUSP00000083709
ENSACAP00000006006	ENSMUSP00000068529
ENSACAP00000006725	ENSMUSP00000025601
ENSACAP00000006941	ENSMUSP00000112972
ENSACAP00000001998	ENSMUSP00000103839
ENSACAP00000016775	ENSMUSP00000040150
ENSACAP00000005292	ENSMUSP00000025254
ENSACAP00000019249	ENSMUSP00000126779
ENSACAP00000008059	ENSMUSP00000101944
ENSACAP00000012460	ENSMUSP00000032908
ENSACAP00000001630	ENSMUSP00000038611
ENSACAP00000016057	ENSMUSP00000027931
ENSACAP00000016619	ENSMUSP00000049056
ENSACAP00000014639	ENSMUSP00000049723
ENSACAP00000013590	ENSMUSP00000108249
ENSACAP00000015559	ENSMUSP00000034065
ENSACAP00000016549	ENSMUSP00000126705
ENSACAP00000016541	ENSMUSP00000106358
ENSACAP00000000520	ENSMUSP00000106151
ENSACAP00000002282	ENSMUSP00000130343
ENSACAP00000007804	ENSMUSP00000037978
ENSACAP00000008379	ENSMUSP00000114931
ENSACAP00000001483	ENSMUSP00000108617
ENSACAP00000017523	ENSMUSP00000101501
ENSACAP00000013549	ENSMUSP00000128509
ENSACAP00000007041	ENSMUSP00000103432
ENSACAP00000010076	ENSMUSP00000055564
ENSACAP00000007808	ENSMUSP00000061754
ENSACAP00000008135	ENSMUSP00000022182
ENSACAP00000011583	ENSMUSP00000021729
ENSACAP00000013117	ENSMUSP00000074581
ENSACAP00000009602	ENSMUSP00000105693
ENSACAP00000009228	ENSMUSP00000104324
ENSACAP00000017391	ENSMUSP00000099671
ENSACAP00000007024	ENSMUSP00000087756
ENSACAP00000016238	ENSMUSP00000016771
ENSACAP00000007686	ENSMUSP00000127539
ENSACAP00000008053	ENSMUSP00000090672
ENSACAP00000015477	ENSMUSP00000103902
ENSACAP00000008070	ENSMUSP00000037113
ENSACAP00000000345	ENSMUSP00000026432
ENSACAP00000016023	ENSMUSP00000042199
ENSACAP00000015886	ENSMUSP00000074632
ENSACAP00000011286	ENSMUSP00000052078
ENSACAP00000009732	ENSMUSP00000052055
ENSACAP00000001168	ENSMUSP00000066015
ENSACAP00000017850	ENSMUSP00000113603
ENSACAP00000021352	ENSMUSP00000108327
ENSACAP00000014960	ENSMUSP00000074681
ENSACAP00000014801	ENSMUSP00000117326
ENSACAP00000015688	ENSMUSP00000130851
ENSACAP00000015857	ENSMUSP00000057956
ENSACAP00000010996	ENSMUSP00000101659
ENSACAP00000007014	ENSMUSP00000066005
ENSACAP00000012848	ENSMUSP00000108321
ENSACAP00000012543	ENSMUSP00000092210
ENSACAP00000000694	ENSMUSP00000034339
ENSACAP00000015374	ENSMUSP00000038675
ENSACAP00000016424	ENSMUSP00000028059
ENSACAP00000016421	ENSMUSP00000109048
ENSACAP00000009784	ENSMUSP00000040847
ENSACAP00000000249	ENSMUSP00000080162
ENSACAP00000015141	ENSMUSP00000062256
ENSACAP00000015524	ENSMUSP00000027560
ENSACAP00000011994	ENSMUSP00000038170
ENSACAP00000008547	ENSMUSP00000101428
ENSACAP00000014728	ENSMUSP00000021932
ENSACAP00000010669	ENSMUSP00000039691
ENSACAP00000010368	ENSMUSP00000078137
ENSACAP00000010372	ENSMUSP00000090329
ENSACAP00000010365	ENSMUSP00000049527
ENSACAP00000016747	ENSMUSP00000005620
ENSACAP00000013901	ENSMUSP00000081712
ENSACAP00000006329	ENSMUSP00000059074
ENSACAP00000016435	ENSMUSP00000113414
ENSACAP00000005667	ENSMUSP00000056592
ENSACAP00000013275	ENSMUSP00000080796
ENSACAP00000023452	ENSMUSP00000049414
ENSACAP00000004305	ENSMUSP00000098419
ENSACAP00000011637	ENSMUSP00000020118
ENSACAP00000008975	ENSMUSP00000019701
ENSACAP00000011877	ENSMUSP00000042625
ENSACAP00000014978	ENSMUSP00000025025
ENSACAP00000002500	ENSMUSP00000033930
ENSACAP00000015719	ENSMUSP00000028846
ENSACAP00000010532	ENSMUSP00000136377
ENSACAP00000014780	ENSMUSP00000112919
ENSACAP00000012107	ENSMUSP00000131684
ENSACAP00000001824	ENSMUSP00000027929
ENSACAP00000022168	ENSMUSP00000082017
ENSACAP00000017534	ENSMUSP00000082862
ENSACAP00000001525	ENSMUSP00000121032
ENSACAP00000006399	ENSMUSP00000038761
ENSACAP00000017572	ENSMUSP00000024839
ENSACAP00000000907	ENSMUSP00000099636
ENSACAP00000015761	ENSMUSP00000022947
ENSACAP00000009641	ENSMUSP00000026068
ENSACAP00000014596	ENSMUSP00000128127
ENSACAP00000019287	ENSMUSP00000040405
ENSACAP00000005138	ENSMUSP00000071662
ENSACAP00000005672	ENSMUSP00000104484
ENSACAP00000007973	ENSMUSP00000024880
ENSACAP00000006605	ENSMUSP00000047627
ENSACAP00000006523	ENSMUSP00000079832
ENSACAP00000012327	ENSMUSP00000039121
ENSACAP00000013257	ENSMUSP00000063542
ENSACAP00000015111	ENSMUSP00000022338
ENSACAP00000014023	ENSMUSP00000032471
ENSACAP00000008716	ENSMUSP00000079289
ENSACAP00000012416	ENSMUSP00000033771
ENSACAP00000014195	ENSMUSP00000022331
ENSACAP00000003346	ENSMUSP00000027809
ENSACAP00000010763	ENSMUSP00000000964
ENSACAP00000023285	ENSMUSP00000019117
ENSACAP00000010237	ENSMUSP00000014848
ENSACAP00000011716	ENSMUSP00000098092
ENSACAP00000010220	ENSMUSP00000110077
ENSACAP00000006361	ENSMUSP00000091476
ENSACAP00000017628	ENSMUSP00000051355
ENSACAP00000003214	ENSMUSP00000082729
ENSACAP00000019724	ENSMUSP00000036625
ENSACAP00000004691	ENSMUSP00000051158
ENSACAP00000012637	ENSMUSP00000043587
ENSACAP00000007108	ENSMUSP00000031787
ENSACAP00000017640	ENSMUSP00000134131
ENSACAP00000015879	ENSMUSP00000009143
ENSACAP00000002900	ENSMUSP00000126999
ENSACAP00000016548	ENSMUSP00000012281
ENSACAP00000010474	ENSMUSP00000038301
ENSACAP00000023138	ENSMUSP00000062884
ENSACAP00000005591	ENSMUSP00000048079
ENSACAP00000022523	ENSMUSP00000073720
ENSACAP00000003024	ENSMUSP00000028836
ENSACAP00000014642	ENSMUSP00000036755
ENSACAP00000017448	ENSMUSP00000127973
ENSACAP00000013866	ENSMUSP00000025110
ENSACAP00000002889	ENSMUSP00000103129
ENSACAP00000001184	ENSMUSP00000080284
ENSACAP00000013394	ENSMUSP00000055237
ENSACAP00000003806	ENSMUSP00000112438
ENSACAP00000013720	ENSMUSP00000100912
ENSACAP00000016860	ENSMUSP00000070322
ENSACAP00000009325	ENSMUSP00000113545
ENSACAP00000012002	ENSMUSP00000029441
ENSACAP00000002497	ENSMUSP00000088196
ENSACAP00000005794	ENSMUSP00000073164
ENSACAP00000012045	ENSMUSP00000112432
ENSACAP00000000239	ENSMUSP00000020904
ENSACAP00000008028	ENSMUSP00000069549
ENSACAP00000003953	ENSMUSP00000032568
ENSACAP00000000310	ENSMUSP00000042565
ENSACAP00000018803	ENSMUSP00000025681
ENSACAP00000007898	ENSMUSP00000028119
ENSACAP00000006703	ENSMUSP00000132078
ENSACAP00000012717	ENSMUSP00000079380
ENSACAP00000015818	ENSMUSP00000036384
ENSACAP00000013782	ENSMUSP00000102536
ENSACAP00000015867	ENSMUSP00000059498
ENSACAP00000011517	ENSMUSP00000031106
ENSACAP00000003339	ENSMUSP00000041411
ENSACAP00000002778	ENSMUSP00000038915
ENSACAP00000010849	ENSMUSP00000065095
ENSACAP00000010683	ENSMUSP00000068147
ENSACAP00000020238	ENSMUSP00000083023
ENSACAP00000021518	ENSMUSP00000059233
ENSACAP00000001422	ENSMUSP00000020024
ENSACAP00000015184	ENSMUSP00000005019
ENSACAP00000013118	ENSMUSP00000023820
ENSACAP00000013360	ENSMUSP00000029041
ENSACAP00000013314	ENSMUSP00000029034
ENSACAP00000012902	ENSMUSP00000030848
ENSACAP00000003392	ENSMUSP00000035029
ENSACAP00000014389	ENSMUSP00000023610
ENSACAP00000003868	ENSMUSP00000006570
ENSACAP00000017444	ENSMUSP00000069644
ENSACAP00000017454	ENSMUSP00000067022
ENSACAP00000000822	ENSMUSP00000126498
ENSACAP00000002964	ENSMUSP00000036330
ENSACAP00000014234	ENSMUSP00000023611
ENSACAP00000000565	ENSMUSP00000079041
ENSACAP00000001341	ENSMUSP00000084905
ENSACAP00000013273	ENSMUSP00000132219
ENSACAP00000016258	ENSMUSP00000040171
ENSACAP00000008428	ENSMUSP00000090143
ENSACAP00000009703	ENSMUSP00000095984
ENSACAP00000001461	ENSMUSP00000050535
ENSACAP00000017502	ENSMUSP00000101094
ENSACAP00000012419	ENSMUSP00000079210
ENSACAP00000016639	ENSMUSP00000099826
ENSACAP00000004752	ENSMUSP00000030372
ENSACAP00000012084	ENSMUSP00000125069
ENSACAP00000008134	ENSMUSP00000110899
ENSACAP00000005291	ENSMUSP00000128718
ENSACAP00000012140	ENSMUSP00000035802
ENSACAP00000011093	ENSMUSP00000022508
ENSACAP00000005902	ENSMUSP00000027302
ENSACAP00000000140	ENSMUSP00000029433
ENSACAP00000006989	ENSMUSP00000004377
ENSACAP00000003707	ENSMUSP00000029053
ENSACAP00000013159	ENSMUSP00000112675
ENSACAP00000011427	ENSMUSP00000064046
ENSACAP00000013412	ENSMUSP00000027404
ENSACAP00000005956	ENSMUSP00000095051
ENSACAP00000013042	ENSMUSP00000082197
ENSACAP00000022100	ENSMUSP00000089793
ENSACAP00000013987	ENSMUSP00000043816
ENSACAP00000007585	ENSMUSP00000028280
ENSACAP00000003337	ENSMUSP00000084772
ENSACAP00000006225	ENSMUSP00000023123
ENSACAP00000015231	ENSMUSP00000085192
ENSACAP00000005181	ENSMUSP00000001547
ENSACAP00000013343	ENSMUSP00000031668
ENSACAP00000014773	ENSMUSP00000083620
ENSACAP00000012057	ENSMUSP00000098765
ENSACAP00000013906	ENSMUSP00000033899
ENSACAP00000000670	ENSMUSP00000107701
ENSACAP00000012357	ENSMUSP00000108553
ENSACAP00000014209	ENSMUSP00000033898
ENSACAP00000014758	ENSMUSP00000046525
ENSACAP00000008239	ENSMUSP00000043220
ENSACAP00000002245	ENSMUSP00000107658
ENSACAP00000005029	ENSMUSP00000084141
ENSACAP00000004709	ENSMUSP00000001181
ENSACAP00000004705	ENSMUSP00000001147
ENSACAP00000002442	ENSMUSP00000112472
ENSACAP00000004412	ENSMUSP00000137585
ENSACAP00000019119	ENSMUSP00000111199
ENSACAP00000004676	ENSMUSP00000023509
ENSACAP00000012135	ENSMUSP00000041363
ENSACAP00000004697	ENSMUSP00000053023
ENSACAP00000016765	ENSMUSP00000050219
ENSACAP00000009090	ENSMUSP00000038783
ENSACAP00000014425	ENSMUSP00000089707
ENSACAP00000010916	ENSMUSP00000050183
ENSACAP00000009533	ENSMUSP00000022985
ENSACAP00000011175	ENSMUSP00000020958
ENSACAP00000009238	ENSMUSP00000109960
ENSACAP00000007151	ENSMUSP00000132930
ENSACAP00000005867	ENSMUSP00000024774
ENSACAP00000005885	ENSMUSP00000060027
ENSACAP00000015619	ENSMUSP00000104964
ENSACAP00000001175	ENSMUSP00000084656
ENSACAP00000011946	ENSMUSP00000125142
ENSACAP00000001651	ENSMUSP00000072145
ENSACAP00000002381	ENSMUSP00000051487
ENSACAP00000012335	ENSMUSP00000071756
ENSACAP00000008705	ENSMUSP00000087611
ENSACAP00000009070	ENSMUSP00000081048
ENSACAP00000000730	ENSMUSP00000065213
ENSACAP00000003391	ENSMUSP00000011400
ENSACAP00000009308	ENSMUSP00000105861
ENSACAP00000003661	ENSMUSP00000071798
ENSACAP00000015578	ENSMUSP00000036203
ENSACAP00000000094	ENSMUSP00000099473
ENSACAP00000006243	ENSMUSP00000124570
ENSACAP00000013452	ENSMUSP00000063136
ENSACAP00000004679	ENSMUSP00000139389
ENSACAP00000000401	ENSMUSP00000086052
ENSACAP00000010761	ENSMUSP00000038884
ENSACAP00000009840	ENSMUSP00000086731
ENSACAP00000009884	ENSMUSP00000083583
ENSACAP00000010283	ENSMUSP00000069114
ENSACAP00000007191	ENSMUSP00000100882
ENSACAP00000013037	ENSMUSP00000001652
ENSACAP00000004690	ENSMUSP00000086592
ENSACAP00000017506	ENSMUSP00000079172
ENSACAP00000017159	ENSMUSP00000081556
ENSACAP00000013535	ENSMUSP00000029603
ENSACAP00000003666	ENSMUSP00000129247
ENSACAP00000016905	ENSMUSP00000057406
ENSACAP00000021608	ENSMUSP00000022660
ENSACAP00000003246	ENSMUSP00000125803
ENSACAP00000008669	ENSMUSP00000000707
ENSACAP00000003935	ENSMUSP00000048357
ENSACAP00000004095	ENSMUSP00000045572
ENSACAP00000002155	ENSMUSP00000023450
ENSACAP00000014427	ENSMUSP00000000769
ENSACAP00000007015	ENSMUSP00000023994
ENSACAP00000012864	ENSMUSP00000011492
ENSACAP00000008182	ENSMUSP00000003907
ENSACAP00000000727	ENSMUSP00000043424
ENSACAP00000010520	ENSMUSP00000027153
ENSACAP00000003142	ENSMUSP00000031524
ENSACAP00000010983	ENSMUSP00000072483
ENSACAP00000015416	ENSMUSP00000039472
ENSACAP00000006520	ENSMUSP00000034003
ENSACAP00000015388	ENSMUSP00000037018
ENSACAP00000012854	ENSMUSP00000027885
ENSACAP00000004592	ENSMUSP00000004208
ENSACAP00000003673	ENSMUSP00000035784
ENSACAP00000006202	ENSMUSP00000046131
ENSACAP00000010868	ENSMUSP00000028955
ENSACAP00000009977	ENSMUSP00000022921
ENSACAP00000008997	ENSMUSP00000033846
ENSACAP00000015631	ENSMUSP00000054499
ENSACAP00000018729	ENSMUSP00000030280
ENSACAP00000014790	ENSMUSP00000039452
ENSACAP00000003647	ENSMUSP00000103000
ENSACAP00000014743	ENSMUSP00000107298
ENSACAP00000014006	ENSMUSP00000127487
ENSACAP00000015390	ENSMUSP00000133117
ENSACAP00000012154	ENSMUSP00000069752
ENSACAP00000013727	ENSMUSP00000042150
ENSACAP00000003776	ENSMUSP00000035045
ENSACAP00000014669	ENSMUSP00000026572
ENSACAP00000002315	ENSMUSP00000034351
ENSACAP00000001453	ENSMUSP00000127199
ENSACAP00000003553	ENSMUSP00000103939
ENSACAP00000005312	ENSMUSP00000000369
ENSACAP00000003960	ENSMUSP00000004565
ENSACAP00000017330	ENSMUSP00000009003
ENSACAP00000009079	ENSMUSP00000031411
ENSACAP00000009573	ENSMUSP00000015278
ENSACAP00000014515	ENSMUSP00000034723
ENSACAP00000015573	ENSMUSP00000020497
ENSACAP00000010013	ENSMUSP00000038878
ENSACAP00000013207	ENSMUSP00000028004
ENSACAP00000016046	ENSMUSP00000082288
ENSACAP00000015255	ENSMUSP00000058699
ENSACAP00000004757	ENSMUSP00000033414
ENSACAP00000016568	ENSMUSP00000072709
ENSACAP00000015051	ENSMUSP00000025520
ENSACAP00000020731	ENSMUSP00000032200
ENSACAP00000000034	ENSMUSP00000066779
ENSACAP00000008762	ENSMUSP00000110109
ENSACAP00000013252	ENSMUSP00000032185
ENSACAP00000016413	ENSMUSP00000110349
ENSACAP00000014251	ENSMUSP00000122962
ENSACAP00000016521	ENSMUSP00000105043
ENSACAP00000012916	ENSMUSP00000085826
ENSACAP00000002035	ENSMUSP00000081514
ENSACAP00000015285	ENSMUSP00000115136
ENSACAP00000014152	ENSMUSP00000055122
ENSACAP00000003862	ENSMUSP00000030739
ENSACAP00000009678	ENSMUSP00000079098
ENSACAP00000014473	ENSMUSP00000057103
ENSACAP00000016163	ENSMUSP00000026635
ENSACAP00000001291	ENSMUSP00000112725
ENSACAP00000003929	ENSMUSP00000058966
ENSACAP00000006816	ENSMUSP00000030142
ENSACAP00000017857	ENSMUSP00000067614
ENSACAP00000000546	ENSMUSP00000130685
ENSACAP00000015713	ENSMUSP00000099837
ENSACAP00000007546	ENSMUSP00000050388
ENSACAP00000016614	ENSMUSP00000059715
ENSACAP00000021446	ENSMUSP00000026580
ENSACAP00000009793	ENSMUSP00000094893
ENSACAP00000017449	ENSMUSP00000132865
ENSACAP00000004477	ENSMUSP00000073502
ENSACAP00000012491	ENSMUSP00000035076
ENSACAP00000011356	ENSMUSP00000041199
ENSACAP00000020153	ENSMUSP00000108825
ENSACAP00000015457	ENSMUSP00000099555
ENSACAP00000004360	ENSMUSP00000108438
ENSACAP00000007425	ENSMUSP00000107228
ENSACAP00000010840	ENSMUSP00000063882
ENSACAP00000017188	ENSMUSP00000061828
ENSACAP00000010479	ENSMUSP00000061906
ENSACAP00000001573	ENSMUSP00000028337
ENSACAP00000001879	ENSMUSP00000127615
ENSACAP00000018620	ENSMUSP00000066857
ENSACAP00000012582	ENSMUSP00000025993
ENSACAP00000009698	ENSMUSP00000041499
ENSACAP00000000290	ENSMUSP00000097897
ENSACAP00000006292	ENSMUSP00000038569
ENSACAP00000009263	ENSMUSP00000064443
ENSACAP00000004303	ENSMUSP00000077492
ENSACAP00000017337	ENSMUSP00000088561
ENSACAP00000016660	ENSMUSP00000003017
ENSACAP00000001477	ENSMUSP00000092966
ENSACAP00000007044	ENSMUSP00000028177
ENSACAP00000002977	ENSMUSP00000060985
ENSACAP00000005812	ENSMUSP00000114029
ENSACAP00000002404	ENSMUSP00000029440
ENSACAP00000001216	ENSMUSP00000047291
ENSACAP00000000011	ENSMUSP00000058761
ENSACAP00000000334	ENSMUSP00000086112
ENSACAP00000002822	ENSMUSP00000038005
ENSACAP00000016812	ENSMUSP00000020165
ENSACAP00000016486	ENSMUSP00000096800
ENSACAP00000007668	ENSMUSP00000124068
ENSACAP00000003185	ENSMUSP00000099715
ENSACAP00000009476	ENSMUSP00000046601
ENSACAP00000014614	ENSMUSP00000023132
ENSACAP00000010881	ENSMUSP00000102521
ENSACAP00000009075	ENSMUSP00000113488
ENSACAP00000006268	ENSMUSP00000052716
ENSACAP00000019616	ENSMUSP00000032094
ENSACAP00000017241	ENSMUSP00000099432
ENSACAP00000010328	ENSMUSP00000042219
ENSACAP00000000271	ENSMUSP00000061305
ENSACAP00000011513	ENSMUSP00000048562
ENSACAP00000013851	ENSMUSP00000026256
ENSACAP00000003710	ENSMUSP00000001975
ENSACAP00000009647	ENSMUSP00000110342
ENSACAP00000010457	ENSMUSP00000130439
ENSACAP00000015143	ENSMUSP00000125253
ENSACAP00000004594	ENSMUSP00000108783
ENSACAP00000010973	ENSMUSP00000057515
ENSACAP00000008390	ENSMUSP00000057466
ENSACAP00000011042	ENSMUSP00000112778
ENSACAP00000004597	ENSMUSP00000092645
ENSACAP00000009923	ENSMUSP00000026062
ENSACAP00000012644	ENSMUSP00000029626
ENSACAP00000006831	ENSMUSP00000031895
ENSACAP00000015721	ENSMUSP00000030747
ENSACAP00000014098	ENSMUSP00000061742
ENSACAP00000013664	ENSMUSP00000088264
ENSACAP00000013667	ENSMUSP00000049532
ENSACAP00000010364	ENSMUSP00000022693
ENSACAP00000014907	ENSMUSP00000113516
ENSACAP00000002124	ENSMUSP00000035630
ENSACAP00000006719	ENSMUSP00000104421
ENSACAP00000004565	ENSMUSP00000015498
ENSACAP00000001067	ENSMUSP00000087742
ENSACAP00000002291	ENSMUSP00000055246
ENSACAP00000013208	ENSMUSP00000046755
ENSACAP00000013210	ENSMUSP00000045325
ENSACAP00000019494	ENSMUSP00000101127
ENSACAP00000002113	ENSMUSP00000072107
ENSACAP00000017100	ENSMUSP00000030676
ENSACAP00000003088	ENSMUSP00000110515
ENSACAP00000002069	ENSMUSP00000044009
ENSACAP00000016503	ENSMUSP00000074787
ENSACAP00000011596	ENSMUSP00000027020
ENSACAP00000002429	ENSMUSP00000075687
ENSACAP00000011706	ENSMUSP00000104836
ENSACAP00000017915	ENSMUSP00000042327
ENSACAP00000000793	ENSMUSP00000053986
ENSACAP00000006074	ENSMUSP00000132511
ENSACAP00000015228	ENSMUSP00000109108
ENSACAP00000005293	ENSMUSP00000063670
ENSACAP00000017821	ENSMUSP00000052404
ENSACAP00000007997	ENSMUSP00000029462
ENSACAP00000003811	ENSMUSP00000034991
ENSACAP00000001008	ENSMUSP00000128247
ENSACAP00000007326	ENSMUSP00000052591
ENSACAP00000000832	ENSMUSP00000113032
ENSACAP00000017357	ENSMUSP00000070925
ENSACAP00000008397	ENSMUSP00000037401
ENSACAP00000010513	ENSMUSP00000027859
ENSACAP00000010059	ENSMUSP00000055697
ENSACAP00000021919	ENSMUSP00000029326
ENSACAP00000011020	ENSMUSP00000029331
ENSACAP00000014766	ENSMUSP00000091579
ENSACAP00000000944	ENSMUSP00000103682
ENSACAP00000005017	ENSMUSP00000018407
ENSACAP00000000615	ENSMUSP00000018748
ENSACAP00000004424	ENSMUSP00000079733
ENSACAP00000014343	ENSMUSP00000034863
ENSACAP00000014136	ENSMUSP00000035358
ENSACAP00000006418	ENSMUSP00000071836
ENSACAP00000008312	ENSMUSP00000033617
ENSACAP00000012091	ENSMUSP00000107884
ENSACAP00000003742	ENSMUSP00000020664
ENSACAP00000015075	ENSMUSP00000020366
ENSACAP00000014406	ENSMUSP00000138151
ENSACAP00000019030	ENSMUSP00000024035
ENSACAP00000009108	ENSMUSP00000109980
ENSACAP00000014981	ENSMUSP00000007797
ENSACAP00000006681	ENSMUSP00000031122
ENSACAP00000011536	ENSMUSP00000038051
ENSACAP00000016547	ENSMUSP00000029654
ENSACAP00000014298	ENSMUSP00000018739
ENSACAP00000010415	ENSMUSP00000060827
ENSACAP00000005543	ENSMUSP00000000275
ENSACAP00000009578	ENSMUSP00000099777
ENSACAP00000010656	ENSMUSP00000063352
ENSACAP00000007587	ENSMUSP00000030826
ENSACAP00000011321	ENSMUSP00000032476
ENSACAP00000022462	ENSMUSP00000018710
ENSACAP00000015859	ENSMUSP00000029240
ENSACAP00000008805	ENSMUSP00000096514
ENSACAP00000013761	ENSMUSP00000062677
ENSACAP00000013839	ENSMUSP00000138255
ENSACAP00000009412	ENSMUSP00000127580
ENSACAP00000015059	ENSMUSP00000011623
ENSACAP00000013766	ENSMUSP00000063986
ENSACAP00000009771	ENSMUSP00000077067
ENSACAP00000010923	ENSMUSP00000045367
ENSACAP00000004570	ENSMUSP00000138462
ENSACAP00000020224	ENSMUSP00000052444
ENSACAP00000016849	ENSMUSP00000137518
ENSACAP00000000687	ENSMUSP00000053489
ENSACAP00000013878	ENSMUSP00000060776
ENSACAP00000010252	ENSMUSP00000095029
ENSACAP00000019440	ENSMUSP00000137144
ENSACAP00000015840	ENSMUSP00000099423
ENSACAP00000013578	ENSMUSP00000062588
ENSACAP00000000733	ENSMUSP00000075507
