ENSACAP00000008923	ENSORLP00000011382
ENSACAP00000000520	ENSORLP00000011161
ENSACAP00000007804	ENSORLP00000006162
ENSACAP00000001249	ENSORLP00000022270
ENSACAP00000013549	ENSORLP00000014853
ENSACAP00000010076	ENSORLP00000011345
ENSACAP00000007808	ENSORLP00000012252
ENSACAP00000008135	ENSORLP00000002716
ENSACAP00000008135	ENSORLP00000012243
ENSACAP00000018375	ENSORLP00000013679
ENSACAP00000011583	ENSORLP00000022742
ENSACAP00000015348	ENSORLP00000013719
ENSACAP00000007024	ENSORLP00000016974
ENSACAP00000007024	ENSORLP00000000960
ENSACAP00000016238	ENSORLP00000020299
ENSACAP00000016238	ENSORLP00000000607
ENSACAP00000015886	ENSORLP00000017257
ENSACAP00000011286	ENSORLP00000016927
ENSACAP00000009732	ENSORLP00000004771
ENSACAP00000001168	ENSORLP00000002819
ENSACAP00000017850	ENSORLP00000002833
ENSACAP00000003643	ENSORLP00000000986
ENSACAP00000003643	ENSORLP00000005308
ENSACAP00000014801	ENSORLP00000019032
ENSACAP00000015688	ENSORLP00000017280
ENSACAP00000015857	ENSORLP00000003404
ENSACAP00000010996	ENSORLP00000013950
ENSACAP00000007014	ENSORLP00000015499
ENSACAP00000007014	ENSORLP00000020410
ENSACAP00000012848	ENSORLP00000010236
ENSACAP00000012848	ENSORLP00000015827
ENSACAP00000012543	ENSORLP00000015798
ENSACAP00000000694	ENSORLP00000001587
ENSACAP00000016424	ENSORLP00000024625
ENSACAP00000016421	ENSORLP00000012353
ENSACAP00000009784	ENSORLP00000006043
ENSACAP00000015524	ENSORLP00000014103
ENSACAP00000011994	ENSORLP00000004946
ENSACAP00000011994	ENSORLP00000012703
ENSACAP00000008547	ENSORLP00000000922
ENSACAP00000014728	ENSORLP00000009158
ENSACAP00000014728	ENSORLP00000002082
ENSACAP00000016747	ENSORLP00000018652
ENSACAP00000016747	ENSORLP00000008782
ENSACAP00000006323	ENSORLP00000004459
ENSACAP00000013901	ENSORLP00000010782
ENSACAP00000006329	ENSORLP00000011351
ENSACAP00000016435	ENSORLP00000008622
ENSACAP00000001451	ENSORLP00000012772
ENSACAP00000011238	ENSORLP00000005306
ENSACAP00000011238	ENSORLP00000013310
ENSACAP00000013275	ENSORLP00000020170
ENSACAP00000002012	ENSORLP00000015091
ENSACAP00000018748	ENSORLP00000013339
ENSACAP00000006727	ENSORLP00000005992
ENSACAP00000006727	ENSORLP00000014596
ENSACAP00000011637	ENSORLP00000024653
ENSACAP00000011877	ENSORLP00000017433
ENSACAP00000014978	ENSORLP00000008234
ENSACAP00000002500	ENSORLP00000014226
ENSACAP00000015719	ENSORLP00000003800
ENSACAP00000005829	ENSORLP00000019024
ENSACAP00000009053	ENSORLP00000000071
ENSACAP00000010532	ENSORLP00000004994
ENSACAP00000010532	ENSORLP00000018514
ENSACAP00000014780	ENSORLP00000004543
ENSACAP00000014780	ENSORLP00000006984
ENSACAP00000012107	ENSORLP00000007222
ENSACAP00000001824	ENSORLP00000008952
ENSACAP00000001824	ENSORLP00000001329
ENSACAP00000022168	ENSORLP00000022431
ENSACAP00000017534	ENSORLP00000002001
ENSACAP00000017534	ENSORLP00000000548
ENSACAP00000001525	ENSORLP00000019801
ENSACAP00000006399	ENSORLP00000009359
ENSACAP00000017572	ENSORLP00000011053
ENSACAP00000000907	ENSORLP00000014001
ENSACAP00000012102	ENSORLP00000023324
ENSACAP00000009641	ENSORLP00000006096
ENSACAP00000014596	ENSORLP00000013282
ENSACAP00000019287	ENSORLP00000000934
ENSACAP00000007973	ENSORLP00000015345
ENSACAP00000013257	ENSORLP00000019586
ENSACAP00000019226	ENSORLP00000012710
ENSACAP00000020520	ENSORLP00000021556
ENSACAP00000015394	ENSORLP00000018327
ENSACAP00000015394	ENSORLP00000011943
ENSACAP00000007936	ENSORLP00000025867
ENSACAP00000015111	ENSORLP00000008699
ENSACAP00000008716	ENSORLP00000024036
ENSACAP00000005696	ENSORLP00000000683
ENSACAP00000013346	ENSORLP00000009851
ENSACAP00000013346	ENSORLP00000006938
ENSACAP00000003346	ENSORLP00000001014
ENSACAP00000002393	ENSORLP00000015692
ENSACAP00000010763	ENSORLP00000006278
ENSACAP00000023285	ENSORLP00000021337
ENSACAP00000023285	ENSORLP00000015484
ENSACAP00000010237	ENSORLP00000006289
ENSACAP00000011716	ENSORLP00000021335
ENSACAP00000010220	ENSORLP00000006298
ENSACAP00000006361	ENSORLP00000021331
ENSACAP00000017628	ENSORLP00000021951
ENSACAP00000003214	ENSORLP00000011009
ENSACAP00000004691	ENSORLP00000014856
ENSACAP00000012637	ENSORLP00000020903
ENSACAP00000007108	ENSORLP00000006363
ENSACAP00000017640	ENSORLP00000021937
ENSACAP00000002834	ENSORLP00000008937
ENSACAP00000015879	ENSORLP00000014690
ENSACAP00000002900	ENSORLP00000008204
ENSACAP00000016548	ENSORLP00000012427
ENSACAP00000023138	ENSORLP00000025626
ENSACAP00000023138	ENSORLP00000009855
ENSACAP00000005591	ENSORLP00000003714
ENSACAP00000022523	ENSORLP00000016673
ENSACAP00000003024	ENSORLP00000012259
ENSACAP00000014642	ENSORLP00000023441
ENSACAP00000017448	ENSORLP00000008121
ENSACAP00000017448	ENSORLP00000007958
ENSACAP00000013866	ENSORLP00000005130
ENSACAP00000013394	ENSORLP00000002193
ENSACAP00000003806	ENSORLP00000008979
ENSACAP00000003806	ENSORLP00000016719
ENSACAP00000013720	ENSORLP00000020459
ENSACAP00000009325	ENSORLP00000000554
ENSACAP00000012002	ENSORLP00000020512
ENSACAP00000002497	ENSORLP00000020110
ENSACAP00000005794	ENSORLP00000015341
ENSACAP00000005794	ENSORLP00000012143
ENSACAP00000012045	ENSORLP00000002410
ENSACAP00000012184	ENSORLP00000012006
ENSACAP00000003953	ENSORLP00000006421
ENSACAP00000000310	ENSORLP00000022741
ENSACAP00000006706	ENSORLP00000020131
ENSACAP00000007898	ENSORLP00000016083
ENSACAP00000006703	ENSORLP00000022058
ENSACAP00000002598	ENSORLP00000016529
ENSACAP00000003500	ENSORLP00000020049
ENSACAP00000003500	ENSORLP00000011397
ENSACAP00000010005	ENSORLP00000003336
ENSACAP00000013782	ENSORLP00000017316
ENSACAP00000004089	ENSORLP00000001759
ENSACAP00000011517	ENSORLP00000007155
ENSACAP00000003339	ENSORLP00000022584
ENSACAP00000003339	ENSORLP00000020948
ENSACAP00000002778	ENSORLP00000013398
ENSACAP00000002778	ENSORLP00000000075
ENSACAP00000001588	ENSORLP00000012638
ENSACAP00000001422	ENSORLP00000013510
ENSACAP00000001422	ENSORLP00000016901
ENSACAP00000015184	ENSORLP00000012881
ENSACAP00000015184	ENSORLP00000003323
ENSACAP00000013118	ENSORLP00000024239
ENSACAP00000013118	ENSORLP00000005193
ENSACAP00000012902	ENSORLP00000004433
ENSACAP00000012902	ENSORLP00000006654
ENSACAP00000003392	ENSORLP00000019526
ENSACAP00000007370	ENSORLP00000015487
ENSACAP00000014389	ENSORLP00000006294
ENSACAP00000017454	ENSORLP00000019045
ENSACAP00000017454	ENSORLP00000009505
ENSACAP00000000822	ENSORLP00000010146
ENSACAP00000002964	ENSORLP00000003979
ENSACAP00000014234	ENSORLP00000006260
ENSACAP00000000565	ENSORLP00000006517
ENSACAP00000001341	ENSORLP00000011481
ENSACAP00000016258	ENSORLP00000016353
ENSACAP00000008428	ENSORLP00000011290
ENSACAP00000017502	ENSORLP00000001317
ENSACAP00000012419	ENSORLP00000006212
ENSACAP00000004752	ENSORLP00000006774
ENSACAP00000012084	ENSORLP00000016761
ENSACAP00000005291	ENSORLP00000014936
ENSACAP00000012140	ENSORLP00000006718
ENSACAP00000005902	ENSORLP00000022990
ENSACAP00000011347	ENSORLP00000000761
ENSACAP00000003707	ENSORLP00000018836
ENSACAP00000013412	ENSORLP00000002121
ENSACAP00000013412	ENSORLP00000020182
ENSACAP00000005956	ENSORLP00000018693
ENSACAP00000013042	ENSORLP00000016258
ENSACAP00000022100	ENSORLP00000007122
ENSACAP00000004346	ENSORLP00000007335
ENSACAP00000004346	ENSORLP00000011963
ENSACAP00000013987	ENSORLP00000000961
ENSACAP00000013987	ENSORLP00000005696
ENSACAP00000007585	ENSORLP00000004477
ENSACAP00000003337	ENSORLP00000008190
ENSACAP00000006225	ENSORLP00000006441
ENSACAP00000006225	ENSORLP00000015981
ENSACAP00000014773	ENSORLP00000018383
ENSACAP00000014773	ENSORLP00000000110
ENSACAP00000013906	ENSORLP00000022601
ENSACAP00000000670	ENSORLP00000001508
ENSACAP00000012357	ENSORLP00000011806
ENSACAP00000014209	ENSORLP00000022564
ENSACAP00000014758	ENSORLP00000022253
ENSACAP00000008239	ENSORLP00000022387
ENSACAP00000008239	ENSORLP00000013829
ENSACAP00000002245	ENSORLP00000009251
ENSACAP00000002245	ENSORLP00000006226
ENSACAP00000004709	ENSORLP00000014515
ENSACAP00000004709	ENSORLP00000020575
ENSACAP00000004705	ENSORLP00000014595
ENSACAP00000004412	ENSORLP00000010295
ENSACAP00000019119	ENSORLP00000020463
ENSACAP00000019119	ENSORLP00000012874
ENSACAP00000021513	ENSORLP00000021450
ENSACAP00000004676	ENSORLP00000019802
ENSACAP00000004697	ENSORLP00000022358
ENSACAP00000016765	ENSORLP00000021516
ENSACAP00000009090	ENSORLP00000004087
ENSACAP00000006401	ENSORLP00000001356
ENSACAP00000010916	ENSORLP00000013047
ENSACAP00000009533	ENSORLP00000007123
ENSACAP00000009533	ENSORLP00000015501
ENSACAP00000011175	ENSORLP00000012581
ENSACAP00000014824	ENSORLP00000010072
ENSACAP00000009238	ENSORLP00000016874
ENSACAP00000007151	ENSORLP00000002374
ENSACAP00000007151	ENSORLP00000011518
ENSACAP00000005867	ENSORLP00000016751
ENSACAP00000002082	ENSORLP00000019893
ENSACAP00000007784	ENSORLP00000017305
ENSACAP00000007784	ENSORLP00000003590
ENSACAP00000015619	ENSORLP00000004912
ENSACAP00000015619	ENSORLP00000012728
ENSACAP00000001175	ENSORLP00000005974
ENSACAP00000002381	ENSORLP00000017079
ENSACAP00000008705	ENSORLP00000003226
ENSACAP00000008705	ENSORLP00000003572
ENSACAP00000015717	ENSORLP00000014514
ENSACAP00000015717	ENSORLP00000007495
ENSACAP00000009070	ENSORLP00000021844
ENSACAP00000017190	ENSORLP00000011894
ENSACAP00000000730	ENSORLP00000007213
ENSACAP00000000730	ENSORLP00000012318
ENSACAP00000003391	ENSORLP00000009292
ENSACAP00000009308	ENSORLP00000015317
ENSACAP00000003661	ENSORLP00000003781
ENSACAP00000015578	ENSORLP00000019201
ENSACAP00000015578	ENSORLP00000007439
ENSACAP00000006170	ENSORLP00000000119
ENSACAP00000000094	ENSORLP00000007612
ENSACAP00000006243	ENSORLP00000015226
ENSACAP00000006243	ENSORLP00000015330
ENSACAP00000022999	ENSORLP00000004476
ENSACAP00000013452	ENSORLP00000019866
ENSACAP00000004679	ENSORLP00000021634
ENSACAP00000004679	ENSORLP00000018729
ENSACAP00000000401	ENSORLP00000018282
ENSACAP00000010761	ENSORLP00000013034
ENSACAP00000009884	ENSORLP00000018573
ENSACAP00000010283	ENSORLP00000022367
ENSACAP00000004690	ENSORLP00000010534
ENSACAP00000006796	ENSORLP00000012595
ENSACAP00000001001	ENSORLP00000014877
ENSACAP00000009470	ENSORLP00000013425
ENSACAP00000003666	ENSORLP00000011747
ENSACAP00000016905	ENSORLP00000016320
ENSACAP00000021608	ENSORLP00000020272
ENSACAP00000021608	ENSORLP00000021033
ENSACAP00000003246	ENSORLP00000009599
ENSACAP00000003246	ENSORLP00000014330
ENSACAP00000008669	ENSORLP00000022775
ENSACAP00000003935	ENSORLP00000020052
ENSACAP00000003935	ENSORLP00000022770
ENSACAP00000002155	ENSORLP00000002789
ENSACAP00000014427	ENSORLP00000016867
ENSACAP00000007015	ENSORLP00000007436
ENSACAP00000013768	ENSORLP00000019384
ENSACAP00000012864	ENSORLP00000016555
ENSACAP00000017211	ENSORLP00000011968
ENSACAP00000010520	ENSORLP00000003042
ENSACAP00000022806	ENSORLP00000023041
ENSACAP00000003142	ENSORLP00000001354
ENSACAP00000000796	ENSORLP00000006575
ENSACAP00000010983	ENSORLP00000003949
ENSACAP00000015416	ENSORLP00000003101
ENSACAP00000015388	ENSORLP00000010363
ENSACAP00000012854	ENSORLP00000012714
ENSACAP00000012854	ENSORLP00000018329
ENSACAP00000003673	ENSORLP00000007102
ENSACAP00000005694	ENSORLP00000001678
ENSACAP00000006202	ENSORLP00000016505
ENSACAP00000000507	ENSORLP00000000616
ENSACAP00000011186	ENSORLP00000000779
ENSACAP00000011186	ENSORLP00000021664
ENSACAP00000010868	ENSORLP00000025204
ENSACAP00000009977	ENSORLP00000012823
ENSACAP00000012903	ENSORLP00000006800
ENSACAP00000008997	ENSORLP00000012075
ENSACAP00000015631	ENSORLP00000025502
ENSACAP00000015631	ENSORLP00000004821
ENSACAP00000012558	ENSORLP00000007023
ENSACAP00000014790	ENSORLP00000020341
ENSACAP00000014743	ENSORLP00000020365
ENSACAP00000014006	ENSORLP00000001328
ENSACAP00000014006	ENSORLP00000008675
ENSACAP00000015097	ENSORLP00000021107
ENSACAP00000013727	ENSORLP00000021609
ENSACAP00000002315	ENSORLP00000006814
ENSACAP00000003553	ENSORLP00000011160
ENSACAP00000003960	ENSORLP00000025320
ENSACAP00000014515	ENSORLP00000010444
ENSACAP00000015573	ENSORLP00000014932
ENSACAP00000010013	ENSORLP00000020703
ENSACAP00000002927	ENSORLP00000007243
ENSACAP00000015255	ENSORLP00000001073
ENSACAP00000014384	ENSORLP00000015682
ENSACAP00000011704	ENSORLP00000017469
ENSACAP00000016568	ENSORLP00000017075
ENSACAP00000003387	ENSORLP00000010486
ENSACAP00000009809	ENSORLP00000005835
ENSACAP00000010011	ENSORLP00000005782
ENSACAP00000010011	ENSORLP00000014553
ENSACAP00000008762	ENSORLP00000023265
ENSACAP00000013006	ENSORLP00000011428
ENSACAP00000013252	ENSORLP00000012690
ENSACAP00000013252	ENSORLP00000012013
ENSACAP00000016413	ENSORLP00000023159
ENSACAP00000014251	ENSORLP00000009891
ENSACAP00000012916	ENSORLP00000024671
ENSACAP00000012987	ENSORLP00000009836
ENSACAP00000012987	ENSORLP00000016077
ENSACAP00000002035	ENSORLP00000006410
ENSACAP00000015285	ENSORLP00000010167
ENSACAP00000015285	ENSORLP00000015659
ENSACAP00000014152	ENSORLP00000021472
ENSACAP00000003862	ENSORLP00000013598
ENSACAP00000003862	ENSORLP00000008613
ENSACAP00000014473	ENSORLP00000004060
ENSACAP00000016163	ENSORLP00000008006
ENSACAP00000016163	ENSORLP00000022111
ENSACAP00000001291	ENSORLP00000002678
ENSACAP00000003929	ENSORLP00000025820
ENSACAP00000006816	ENSORLP00000011276
ENSACAP00000017857	ENSORLP00000025817
ENSACAP00000006931	ENSORLP00000011328
ENSACAP00000000546	ENSORLP00000013926
ENSACAP00000008081	ENSORLP00000010220
ENSACAP00000021446	ENSORLP00000007907
ENSACAP00000017449	ENSORLP00000007963
ENSACAP00000004477	ENSORLP00000020607
ENSACAP00000003379	ENSORLP00000004138
ENSACAP00000011356	ENSORLP00000002976
ENSACAP00000011356	ENSORLP00000011313
ENSACAP00000015457	ENSORLP00000012591
ENSACAP00000002114	ENSORLP00000015293
ENSACAP00000010840	ENSORLP00000017530
ENSACAP00000010840	ENSORLP00000000900
ENSACAP00000017188	ENSORLP00000011044
ENSACAP00000010479	ENSORLP00000015649
ENSACAP00000010479	ENSORLP00000003069
ENSACAP00000001879	ENSORLP00000007229
ENSACAP00000018620	ENSORLP00000000409
ENSACAP00000009698	ENSORLP00000005820
ENSACAP00000000290	ENSORLP00000005788
ENSACAP00000009263	ENSORLP00000010733
ENSACAP00000004303	ENSORLP00000005802
ENSACAP00000017337	ENSORLP00000015145
ENSACAP00000017337	ENSORLP00000017633
ENSACAP00000016660	ENSORLP00000020200
ENSACAP00000001477	ENSORLP00000010254
ENSACAP00000007044	ENSORLP00000022101
ENSACAP00000007044	ENSORLP00000004520
ENSACAP00000002977	ENSORLP00000007069
ENSACAP00000002977	ENSORLP00000024437
ENSACAP00000004390	ENSORLP00000007282
ENSACAP00000002404	ENSORLP00000018742
ENSACAP00000002404	ENSORLP00000020102
ENSACAP00000001216	ENSORLP00000020852
ENSACAP00000001216	ENSORLP00000017379
ENSACAP00000000011	ENSORLP00000020665
ENSACAP00000016812	ENSORLP00000020761
ENSACAP00000016486	ENSORLP00000010764
ENSACAP00000007668	ENSORLP00000002823
ENSACAP00000003185	ENSORLP00000017334
ENSACAP00000009476	ENSORLP00000022278
ENSACAP00000014614	ENSORLP00000006202
ENSACAP00000008777	ENSORLP00000006849
ENSACAP00000010881	ENSORLP00000012295
ENSACAP00000010881	ENSORLP00000012919
ENSACAP00000009075	ENSORLP00000005844
ENSACAP00000019616	ENSORLP00000017203
ENSACAP00000017241	ENSORLP00000004324
ENSACAP00000013444	ENSORLP00000014782
ENSACAP00000010328	ENSORLP00000002757
ENSACAP00000002185	ENSORLP00000019574
ENSACAP00000006659	ENSORLP00000004938
ENSACAP00000011513	ENSORLP00000023953
ENSACAP00000013851	ENSORLP00000011671
ENSACAP00000003710	ENSORLP00000013858
ENSACAP00000009647	ENSORLP00000008537
ENSACAP00000015143	ENSORLP00000017660
ENSACAP00000004594	ENSORLP00000016699
ENSACAP00000007798	ENSORLP00000023987
ENSACAP00000010973	ENSORLP00000002400
ENSACAP00000008390	ENSORLP00000008611
ENSACAP00000008390	ENSORLP00000011158
ENSACAP00000009923	ENSORLP00000005993
ENSACAP00000006831	ENSORLP00000015114
ENSACAP00000015721	ENSORLP00000003208
ENSACAP00000013664	ENSORLP00000022435
ENSACAP00000013667	ENSORLP00000022438
ENSACAP00000003714	ENSORLP00000009730
ENSACAP00000013496	ENSORLP00000018913
ENSACAP00000013496	ENSORLP00000012327
ENSACAP00000010364	ENSORLP00000013996
ENSACAP00000010364	ENSORLP00000011251
ENSACAP00000000299	ENSORLP00000010047
ENSACAP00000014907	ENSORLP00000008192
ENSACAP00000014907	ENSORLP00000011896
ENSACAP00000014049	ENSORLP00000002731
ENSACAP00000014049	ENSORLP00000022643
ENSACAP00000001890	ENSORLP00000019632
ENSACAP00000004565	ENSORLP00000012783
ENSACAP00000001067	ENSORLP00000016535
ENSACAP00000011094	ENSORLP00000011296
ENSACAP00000011094	ENSORLP00000010787
ENSACAP00000002291	ENSORLP00000005486
ENSACAP00000019494	ENSORLP00000005034
ENSACAP00000019494	ENSORLP00000016139
ENSACAP00000002113	ENSORLP00000004178
ENSACAP00000002113	ENSORLP00000005573
ENSACAP00000017100	ENSORLP00000018120
ENSACAP00000003445	ENSORLP00000016770
ENSACAP00000003445	ENSORLP00000001415
ENSACAP00000003088	ENSORLP00000009517
ENSACAP00000011626	ENSORLP00000021094
ENSACAP00000011626	ENSORLP00000004884
ENSACAP00000009459	ENSORLP00000009669
ENSACAP00000011596	ENSORLP00000013286
ENSACAP00000011596	ENSORLP00000018639
ENSACAP00000002429	ENSORLP00000008175
ENSACAP00000002429	ENSORLP00000010869
ENSACAP00000017915	ENSORLP00000003758
ENSACAP00000017915	ENSORLP00000010446
ENSACAP00000000793	ENSORLP00000012926
ENSACAP00000015228	ENSORLP00000012912
ENSACAP00000017821	ENSORLP00000014030
ENSACAP00000013831	ENSORLP00000019977
ENSACAP00000007997	ENSORLP00000010637
ENSACAP00000003811	ENSORLP00000013026
ENSACAP00000001008	ENSORLP00000013007
ENSACAP00000007326	ENSORLP00000020962
ENSACAP00000017357	ENSORLP00000015749
ENSACAP00000003399	ENSORLP00000014116
ENSACAP00000010513	ENSORLP00000001523
ENSACAP00000010059	ENSORLP00000012964
ENSACAP00000011020	ENSORLP00000007398
ENSACAP00000018676	ENSORLP00000007045
ENSACAP00000014766	ENSORLP00000007878
ENSACAP00000000944	ENSORLP00000018562
ENSACAP00000000615	ENSORLP00000009174
ENSACAP00000004424	ENSORLP00000011554
ENSACAP00000006772	ENSORLP00000024444
ENSACAP00000014343	ENSORLP00000006130
ENSACAP00000014343	ENSORLP00000018026
ENSACAP00000014136	ENSORLP00000000276
ENSACAP00000006418	ENSORLP00000003479
ENSACAP00000008312	ENSORLP00000001032
ENSACAP00000004189	ENSORLP00000009739
ENSACAP00000014406	ENSORLP00000022386
ENSACAP00000014406	ENSORLP00000018473
ENSACAP00000009108	ENSORLP00000008048
ENSACAP00000009108	ENSORLP00000002919
ENSACAP00000014981	ENSORLP00000023690
ENSACAP00000014981	ENSORLP00000007227
ENSACAP00000006681	ENSORLP00000022650
ENSACAP00000013494	ENSORLP00000012945
ENSACAP00000016547	ENSORLP00000018599
ENSACAP00000016547	ENSORLP00000025233
ENSACAP00000014298	ENSORLP00000001065
ENSACAP00000014298	ENSORLP00000012104
ENSACAP00000010415	ENSORLP00000022309
ENSACAP00000005543	ENSORLP00000025210
ENSACAP00000009578	ENSORLP00000014361
ENSACAP00000010656	ENSORLP00000010422
ENSACAP00000007587	ENSORLP00000007185
ENSACAP00000011321	ENSORLP00000014838
ENSACAP00000011321	ENSORLP00000007658
ENSACAP00000022462	ENSORLP00000007968
ENSACAP00000015859	ENSORLP00000014509
ENSACAP00000008805	ENSORLP00000025808
ENSACAP00000017394	ENSORLP00000006420
ENSACAP00000013839	ENSORLP00000020837
ENSACAP00000009412	ENSORLP00000010975
ENSACAP00000015059	ENSORLP00000014282
ENSACAP00000009771	ENSORLP00000008688
ENSACAP00000002811	ENSORLP00000000778
ENSACAP00000016849	ENSORLP00000003081
ENSACAP00000000687	ENSORLP00000025392
ENSACAP00000000687	ENSORLP00000014200
ENSACAP00000010252	ENSORLP00000025240
ENSACAP00000010252	ENSORLP00000022325
ENSACAP00000019440	ENSORLP00000009610
ENSACAP00000019440	ENSORLP00000015574
ENSACAP00000015840	ENSORLP00000003262
ENSACAP00000000733	ENSORLP00000012852
ENSACAP00000000733	ENSORLP00000022425
ENSACAP00000005877	ENSORLP00000000783
ENSACAP00000012053	ENSORLP00000022525
ENSACAP00000006311	ENSORLP00000006214
ENSACAP00000006311	ENSORLP00000008857
ENSACAP00000013728	ENSORLP00000008663
ENSACAP00000004347	ENSORLP00000023959
ENSACAP00000011966	ENSORLP00000015460
ENSACAP00000013509	ENSORLP00000021189
ENSACAP00000008281	ENSORLP00000001044
ENSACAP00000019228	ENSORLP00000022657
ENSACAP00000013709	ENSORLP00000013039
ENSACAP00000006858	ENSORLP00000011899
ENSACAP00000014753	ENSORLP00000023654
ENSACAP00000014844	ENSORLP00000023667
ENSACAP00000006739	ENSORLP00000011834
ENSACAP00000003462	ENSORLP00000025367
ENSACAP00000006105	ENSORLP00000009754
ENSACAP00000006105	ENSORLP00000019379
ENSACAP00000014430	ENSORLP00000023196
ENSACAP00000016930	ENSORLP00000021438
ENSACAP00000008690	ENSORLP00000013246
ENSACAP00000008690	ENSORLP00000013029
ENSACAP00000016338	ENSORLP00000004855
ENSACAP00000016338	ENSORLP00000019271
ENSACAP00000017607	ENSORLP00000004861
ENSACAP00000010024	ENSORLP00000025514
ENSACAP00000016805	ENSORLP00000011452
ENSACAP00000016805	ENSORLP00000020759
ENSACAP00000007671	ENSORLP00000013322
ENSACAP00000006106	ENSORLP00000018192
ENSACAP00000015597	ENSORLP00000022554
ENSACAP00000015597	ENSORLP00000022182
ENSACAP00000007843	ENSORLP00000020881
ENSACAP00000007843	ENSORLP00000000058
ENSACAP00000008845	ENSORLP00000010966
ENSACAP00000016537	ENSORLP00000019478
ENSACAP00000016537	ENSORLP00000019138
ENSACAP00000013470	ENSORLP00000003304
ENSACAP00000009410	ENSORLP00000011941
ENSACAP00000009410	ENSORLP00000010323
ENSACAP00000003608	ENSORLP00000009438
ENSACAP00000010758	ENSORLP00000007326
ENSACAP00000015703	ENSORLP00000014478
ENSACAP00000013674	ENSORLP00000007059
ENSACAP00000006829	ENSORLP00000008481
ENSACAP00000023062	ENSORLP00000020012
ENSACAP00000023062	ENSORLP00000020251
ENSACAP00000018534	ENSORLP00000016175
ENSACAP00000012295	ENSORLP00000018947
ENSACAP00000012295	ENSORLP00000013617
ENSACAP00000008521	ENSORLP00000021511
ENSACAP00000013707	ENSORLP00000019323
ENSACAP00000008167	ENSORLP00000012786
ENSACAP00000001049	ENSORLP00000015124
ENSACAP00000008063	ENSORLP00000018466
ENSACAP00000008063	ENSORLP00000010716
ENSACAP00000014799	ENSORLP00000020338
ENSACAP00000001066	ENSORLP00000006595
ENSACAP00000001066	ENSORLP00000005833
ENSACAP00000008942	ENSORLP00000013363
ENSACAP00000009567	ENSORLP00000013981
ENSACAP00000001799	ENSORLP00000017711
ENSACAP00000016340	ENSORLP00000010458
ENSACAP00000011082	ENSORLP00000002048
ENSACAP00000010091	ENSORLP00000006168
ENSACAP00000005550	ENSORLP00000005279
ENSACAP00000010924	ENSORLP00000002247
ENSACAP00000010924	ENSORLP00000023573
ENSACAP00000014759	ENSORLP00000012855
ENSACAP00000003950	ENSORLP00000002399
ENSACAP00000004209	ENSORLP00000005795
ENSACAP00000017367	ENSORLP00000015712
ENSACAP00000017367	ENSORLP00000009211
ENSACAP00000002090	ENSORLP00000003838
ENSACAP00000002090	ENSORLP00000011408
ENSACAP00000002689	ENSORLP00000022625
ENSACAP00000011521	ENSORLP00000007840
ENSACAP00000001036	ENSORLP00000007127
ENSACAP00000011599	ENSORLP00000022550
ENSACAP00000014962	ENSORLP00000022197
ENSACAP00000005012	ENSORLP00000002993
ENSACAP00000017234	ENSORLP00000010386
ENSACAP00000017234	ENSORLP00000005628
ENSACAP00000013432	ENSORLP00000016826
ENSACAP00000009620	ENSORLP00000001215
ENSACAP00000000082	ENSORLP00000018677
ENSACAP00000000082	ENSORLP00000010494
ENSACAP00000012689	ENSORLP00000024363
ENSACAP00000012689	ENSORLP00000014568
ENSACAP00000017080	ENSORLP00000008706
ENSACAP00000017080	ENSORLP00000023854
ENSACAP00000009750	ENSORLP00000009314
ENSACAP00000009750	ENSORLP00000013457
ENSACAP00000007397	ENSORLP00000013388
ENSACAP00000013193	ENSORLP00000021248
ENSACAP00000013193	ENSORLP00000018227
ENSACAP00000011927	ENSORLP00000017938
ENSACAP00000004212	ENSORLP00000010602
ENSACAP00000014313	ENSORLP00000017544
ENSACAP00000002564	ENSORLP00000009451
ENSACAP00000008639	ENSORLP00000009423
ENSACAP00000009700	ENSORLP00000011570
ENSACAP00000014816	ENSORLP00000024111
ENSACAP00000003526	ENSORLP00000006604
ENSACAP00000020202	ENSORLP00000022333
ENSACAP00000020202	ENSORLP00000021109
ENSACAP00000011833	ENSORLP00000020136
ENSACAP00000011833	ENSORLP00000013517
ENSACAP00000010016	ENSORLP00000005724
ENSACAP00000013101	ENSORLP00000004677
ENSACAP00000013121	ENSORLP00000006950
ENSACAP00000000344	ENSORLP00000025575
ENSACAP00000016606	ENSORLP00000002981
ENSACAP00000006219	ENSORLP00000022773
ENSACAP00000013954	ENSORLP00000005500
ENSACAP00000017081	ENSORLP00000014016
ENSACAP00000010615	ENSORLP00000018820
ENSACAP00000010615	ENSORLP00000008434
ENSACAP00000014203	ENSORLP00000005327
ENSACAP00000014203	ENSORLP00000006036
ENSACAP00000011003	ENSORLP00000008474
ENSACAP00000006403	ENSORLP00000008147
ENSACAP00000009099	ENSORLP00000002197
ENSACAP00000009099	ENSORLP00000002147
ENSACAP00000008228	ENSORLP00000011742
ENSACAP00000001660	ENSORLP00000010277
ENSACAP00000020761	ENSORLP00000019663
ENSACAP00000014787	ENSORLP00000016852
ENSACAP00000003347	ENSORLP00000014230
ENSACAP00000007118	ENSORLP00000006480
ENSACAP00000001148	ENSORLP00000012384
ENSACAP00000012866	ENSORLP00000008405
ENSACAP00000006168	ENSORLP00000021833
ENSACAP00000006168	ENSORLP00000018072
