ENSGACP00000003450	ENSGALP00000006197
ENSGACP00000014384	ENSGALP00000004719
ENSGACP00000023851	ENSGALP00000011922
ENSGACP00000011599	ENSGALP00000007454
ENSGACP00000014698	ENSGALP00000008056
ENSGACP00000003284	ENSGALP00000015708
ENSGACP00000004998	ENSGALP00000019106
ENSGACP00000019494	ENSGALP00000004548
ENSGACP00000008227	ENSGALP00000015482
ENSGACP00000014076	ENSGALP00000002364
ENSGACP00000024704	ENSGALP00000015057
ENSGACP00000022264	ENSGALP00000015063
ENSGACP00000021458	ENSGALP00000006813
ENSGACP00000019262	ENSGALP00000006813
ENSGACP00000024917	ENSGALP00000013507
ENSGACP00000006476	ENSGALP00000034387
ENSGACP00000012556	ENSGALP00000026741
ENSGACP00000013453	ENSGALP00000026741
ENSGACP00000003984	ENSGALP00000025868
ENSGACP00000008664	ENSGALP00000026291
ENSGACP00000010250	ENSGALP00000005653
ENSGACP00000020003	ENSGALP00000005653
ENSGACP00000027286	ENSGALP00000035639
ENSGACP00000018168	ENSGALP00000040839
ENSGACP00000018162	ENSGALP00000042383
ENSGACP00000014986	ENSGALP00000011140
ENSGACP00000020291	ENSGALP00000008237
ENSGACP00000012038	ENSGALP00000025664
ENSGACP00000005625	ENSGALP00000038582
ENSGACP00000020889	ENSGALP00000033786
ENSGACP00000014589	ENSGALP00000022601
ENSGACP00000013120	ENSGALP00000013377
ENSGACP00000022580	ENSGALP00000006201
ENSGACP00000019073	ENSGALP00000037723
ENSGACP00000008195	ENSGALP00000006742
ENSGACP00000021974	ENSGALP00000005627
ENSGACP00000026936	ENSGALP00000041202
ENSGACP00000009605	ENSGALP00000007775
ENSGACP00000009664	ENSGALP00000007859
ENSGACP00000020006	ENSGALP00000007859
ENSGACP00000026099	ENSGALP00000021160
ENSGACP00000003585	ENSGALP00000010357
ENSGACP00000000655	ENSGALP00000000778
ENSGACP00000021030	ENSGALP00000041824
ENSGACP00000020829	ENSGALP00000009114
ENSGACP00000003567	ENSGALP00000035875
ENSGACP00000003558	ENSGALP00000035874
ENSGACP00000019145	ENSGALP00000035874
ENSGACP00000009995	ENSGALP00000020515
ENSGACP00000014400	ENSGALP00000037394
ENSGACP00000021711	ENSGALP00000037394
ENSGACP00000017376	ENSGALP00000022646
ENSGACP00000001866	ENSGALP00000002021
ENSGACP00000010451	ENSGALP00000002021
ENSGACP00000024718	ENSGALP00000039206
ENSGACP00000006124	ENSGALP00000009285
ENSGACP00000010327	ENSGALP00000018929
ENSGACP00000012115	ENSGALP00000036272
ENSGACP00000010344	ENSGALP00000018910
ENSGACP00000012137	ENSGALP00000030359
ENSGACP00000019370	ENSGALP00000009304
ENSGACP00000018942	ENSGALP00000037374
ENSGACP00000007286	ENSGALP00000022986
ENSGACP00000007213	ENSGALP00000028881
ENSGACP00000017876	ENSGALP00000016197
ENSGACP00000001389	ENSGALP00000022141
ENSGACP00000017787	ENSGALP00000008460
ENSGACP00000007515	ENSGALP00000009944
ENSGACP00000009308	ENSGALP00000009944
ENSGACP00000024488	ENSGALP00000014318
ENSGACP00000005109	ENSGALP00000031997
ENSGACP00000006186	ENSGALP00000012267
ENSGACP00000010745	ENSGALP00000027397
ENSGACP00000005920	ENSGALP00000006510
ENSGACP00000016781	ENSGALP00000006510
ENSGACP00000026022	ENSGALP00000041980
ENSGACP00000011223	ENSGALP00000041980
ENSGACP00000013398	ENSGALP00000008665
ENSGACP00000006183	ENSGALP00000042409
ENSGACP00000022548	ENSGALP00000042409
ENSGACP00000021373	ENSGALP00000036529
ENSGACP00000021673	ENSGALP00000002963
ENSGACP00000019822	ENSGALP00000042946
ENSGACP00000005347	ENSGALP00000042946
ENSGACP00000019818	ENSGALP00000027275
ENSGACP00000019413	ENSGALP00000042419
ENSGACP00000024800	ENSGALP00000011703
ENSGACP00000019820	ENSGALP00000027274
ENSGACP00000025847	ENSGALP00000014955
ENSGACP00000009566	ENSGALP00000041905
ENSGACP00000013104	ENSGALP00000041905
ENSGACP00000017599	ENSGALP00000020843
ENSGACP00000014134	ENSGALP00000003955
ENSGACP00000021001	ENSGALP00000003955
ENSGACP00000002633	ENSGALP00000008340
ENSGACP00000022070	ENSGALP00000008340
ENSGACP00000021492	ENSGALP00000033262
ENSGACP00000004418	ENSGALP00000041660
ENSGACP00000000691	ENSGALP00000003021
ENSGACP00000014815	ENSGALP00000003021
ENSGACP00000015497	ENSGALP00000004192
ENSGACP00000019603	ENSGALP00000004192
ENSGACP00000004674	ENSGALP00000001568
ENSGACP00000022106	ENSGALP00000030701
ENSGACP00000001880	ENSGALP00000026036
ENSGACP00000014641	ENSGALP00000022555
ENSGACP00000003898	ENSGALP00000024969
ENSGACP00000020798	ENSGALP00000037794
ENSGACP00000010793	ENSGALP00000014423
ENSGACP00000022683	ENSGALP00000019935
ENSGACP00000009240	ENSGALP00000041167
ENSGACP00000009620	ENSGALP00000018052
ENSGACP00000021419	ENSGALP00000018052
ENSGACP00000009526	ENSGALP00000023705
ENSGACP00000011769	ENSGALP00000002570
ENSGACP00000007244	ENSGALP00000019508
ENSGACP00000006574	ENSGALP00000024934
ENSGACP00000008988	ENSGALP00000000364
ENSGACP00000000647	ENSGALP00000003842
ENSGACP00000003170	ENSGALP00000009102
ENSGACP00000027362	ENSGALP00000024300
ENSGACP00000021902	ENSGALP00000002649
ENSGACP00000017893	ENSGALP00000007304
ENSGACP00000015896	ENSGALP00000037868
ENSGACP00000017643	ENSGALP00000001875
ENSGACP00000008661	ENSGALP00000014503
ENSGACP00000022402	ENSGALP00000042835
ENSGACP00000023055	ENSGALP00000019870
ENSGACP00000013740	ENSGALP00000029853
ENSGACP00000007379	ENSGALP00000002083
ENSGACP00000018066	ENSGALP00000043215
ENSGACP00000002893	ENSGALP00000043215
ENSGACP00000004809	ENSGALP00000024929
ENSGACP00000015466	ENSGALP00000024929
ENSGACP00000004806	ENSGALP00000036053
ENSGACP00000003511	ENSGALP00000022274
ENSGACP00000019150	ENSGALP00000022274
ENSGACP00000019665	ENSGALP00000006464
ENSGACP00000016563	ENSGALP00000006464
ENSGACP00000022409	ENSGALP00000015567
ENSGACP00000024209	ENSGALP00000008876
ENSGACP00000026865	ENSGALP00000008876
ENSGACP00000018867	ENSGALP00000018300
ENSGACP00000003107	ENSGALP00000018300
ENSGACP00000004933	ENSGALP00000004122
ENSGACP00000022204	ENSGALP00000017469
ENSGACP00000007456	ENSGALP00000015989
ENSGACP00000013760	ENSGALP00000015989
ENSGACP00000018664	ENSGALP00000024847
ENSGACP00000012495	ENSGALP00000024847
ENSGACP00000015585	ENSGALP00000025484
ENSGACP00000027219	ENSGALP00000025484
ENSGACP00000018295	ENSGALP00000003269
ENSGACP00000011973	ENSGALP00000041189
ENSGACP00000017195	ENSGALP00000001774
ENSGACP00000001606	ENSGALP00000001774
ENSGACP00000009772	ENSGALP00000016913
ENSGACP00000024435	ENSGALP00000006483
ENSGACP00000010770	ENSGALP00000027694
ENSGACP00000027480	ENSGALP00000027694
ENSGACP00000024200	ENSGALP00000013849
ENSGACP00000026920	ENSGALP00000013849
ENSGACP00000024554	ENSGALP00000006553
ENSGACP00000024559	ENSGALP00000006561
ENSGACP00000002451	ENSGALP00000027220
ENSGACP00000014878	ENSGALP00000002610
ENSGACP00000007402	ENSGALP00000040988
ENSGACP00000016797	ENSGALP00000019818
ENSGACP00000024549	ENSGALP00000006528
ENSGACP00000012761	ENSGALP00000001132
ENSGACP00000006962	ENSGALP00000018703
ENSGACP00000022689	ENSGALP00000006922
ENSGACP00000010846	ENSGALP00000027948
ENSGACP00000013543	ENSGALP00000016856
ENSGACP00000013551	ENSGALP00000016845
ENSGACP00000017934	ENSGALP00000008462
ENSGACP00000022159	ENSGALP00000013415
ENSGACP00000021012	ENSGALP00000013565
ENSGACP00000020422	ENSGALP00000000358
ENSGACP00000012933	ENSGALP00000002008
ENSGACP00000019367	ENSGALP00000002008
ENSGACP00000014158	ENSGALP00000001050
ENSGACP00000001372	ENSGALP00000034586
ENSGACP00000024568	ENSGALP00000022818
ENSGACP00000024570	ENSGALP00000022821
ENSGACP00000023098	ENSGALP00000007936
ENSGACP00000024423	ENSGALP00000003368
ENSGACP00000007242	ENSGALP00000001956
ENSGACP00000016137	ENSGALP00000025399
ENSGACP00000012147	ENSGALP00000025399
ENSGACP00000027332	ENSGALP00000023243
ENSGACP00000002155	ENSGALP00000023243
ENSGACP00000027425	ENSGALP00000002581
ENSGACP00000024006	ENSGALP00000002581
ENSGACP00000017392	ENSGALP00000022923
ENSGACP00000026814	ENSGALP00000011732
ENSGACP00000021429	ENSGALP00000015289
ENSGACP00000021861	ENSGALP00000015289
ENSGACP00000023089	ENSGALP00000007885
ENSGACP00000026855	ENSGALP00000007885
ENSGACP00000005153	ENSGALP00000026696
ENSGACP00000021438	ENSGALP00000017513
ENSGACP00000022259	ENSGALP00000033861
ENSGACP00000012062	ENSGALP00000031420
ENSGACP00000009963	ENSGALP00000003884
ENSGACP00000012474	ENSGALP00000037763
ENSGACP00000001922	ENSGALP00000009742
ENSGACP00000013859	ENSGALP00000036432
ENSGACP00000002597	ENSGALP00000036432
ENSGACP00000006419	ENSGALP00000007795
ENSGACP00000016691	ENSGALP00000007795
ENSGACP00000014542	ENSGALP00000015129
ENSGACP00000025971	ENSGALP00000024286
ENSGACP00000020681	ENSGALP00000009367
ENSGACP00000022687	ENSGALP00000019144
ENSGACP00000015532	ENSGALP00000019144
ENSGACP00000024195	ENSGALP00000001738
ENSGACP00000010484	ENSGALP00000003510
ENSGACP00000020657	ENSGALP00000009521
ENSGACP00000005878	ENSGALP00000003163
ENSGACP00000016232	ENSGALP00000042818
ENSGACP00000009641	ENSGALP00000020157
ENSGACP00000016367	ENSGALP00000020157
ENSGACP00000018230	ENSGALP00000031194
ENSGACP00000017510	ENSGALP00000031194
ENSGACP00000003192	ENSGALP00000019246
ENSGACP00000006372	ENSGALP00000019246
ENSGACP00000023930	ENSGALP00000042198
ENSGACP00000005003	ENSGALP00000019109
ENSGACP00000022476	ENSGALP00000019109
ENSGACP00000003218	ENSGALP00000008174
ENSGACP00000003765	ENSGALP00000038872
ENSGACP00000023214	ENSGALP00000036486
ENSGACP00000008371	ENSGALP00000042300
ENSGACP00000018508	ENSGALP00000039457
ENSGACP00000010858	ENSGALP00000039457
ENSGACP00000010487	ENSGALP00000016484
ENSGACP00000003360	ENSGALP00000032532
ENSGACP00000008166	ENSGALP00000039634
ENSGACP00000008169	ENSGALP00000039634
ENSGACP00000003935	ENSGALP00000041426
ENSGACP00000026611	ENSGALP00000022934
ENSGACP00000026813	ENSGALP00000011765
ENSGACP00000024729	ENSGALP00000022932
ENSGACP00000027424	ENSGALP00000002598
ENSGACP00000024732	ENSGALP00000022926
ENSGACP00000022592	ENSGALP00000013486
ENSGACP00000012292	ENSGALP00000040865
ENSGACP00000000806	ENSGALP00000040865
ENSGACP00000000775	ENSGALP00000018818
ENSGACP00000006952	ENSGALP00000017630
ENSGACP00000023416	ENSGALP00000037133
ENSGACP00000017603	ENSGALP00000037133
ENSGACP00000009055	ENSGALP00000017370
ENSGACP00000021384	ENSGALP00000017370
ENSGACP00000018617	ENSGALP00000020214
ENSGACP00000021776	ENSGALP00000019824
ENSGACP00000013963	ENSGALP00000016869
ENSGACP00000010001	ENSGALP00000016869
ENSGACP00000011507	ENSGALP00000042556
ENSGACP00000000274	ENSGALP00000019234
ENSGACP00000009971	ENSGALP00000019234
ENSGACP00000007725	ENSGALP00000020451
ENSGACP00000011928	ENSGALP00000022048
ENSGACP00000016086	ENSGALP00000027736
ENSGACP00000026869	ENSGALP00000007301
ENSGACP00000024489	ENSGALP00000007301
ENSGACP00000022713	ENSGALP00000016283
ENSGACP00000009680	ENSGALP00000042548
ENSGACP00000006719	ENSGALP00000033049
ENSGACP00000010332	ENSGALP00000036855
ENSGACP00000024246	ENSGALP00000029335
ENSGACP00000016962	ENSGALP00000014686
ENSGACP00000011618	ENSGALP00000014021
ENSGACP00000009368	ENSGALP00000017932
ENSGACP00000024672	ENSGALP00000024493
ENSGACP00000024106	ENSGALP00000025318
ENSGACP00000019455	ENSGALP00000011384
ENSGACP00000017416	ENSGALP00000011384
ENSGACP00000017390	ENSGALP00000021606
ENSGACP00000010114	ENSGALP00000020539
ENSGACP00000021397	ENSGALP00000020539
ENSGACP00000002667	ENSGALP00000014591
ENSGACP00000007085	ENSGALP00000019958
ENSGACP00000000330	ENSGALP00000004173
ENSGACP00000011565	ENSGALP00000014220
ENSGACP00000022387	ENSGALP00000012982
ENSGACP00000010642	ENSGALP00000012982
ENSGACP00000006039	ENSGALP00000023991
ENSGACP00000021414	ENSGALP00000023976
ENSGACP00000005362	ENSGALP00000001994
ENSGACP00000014307	ENSGALP00000001994
ENSGACP00000012074	ENSGALP00000009572
ENSGACP00000015560	ENSGALP00000009572
ENSGACP00000014302	ENSGALP00000016217
ENSGACP00000007521	ENSGALP00000009890
ENSGACP00000021661	ENSGALP00000018112
ENSGACP00000017541	ENSGALP00000000183
ENSGACP00000008372	ENSGALP00000012034
ENSGACP00000008462	ENSGALP00000024172
ENSGACP00000002665	ENSGALP00000042665
ENSGACP00000005867	ENSGALP00000038918
ENSGACP00000011556	ENSGALP00000021444
ENSGACP00000002446	ENSGALP00000027908
ENSGACP00000004882	ENSGALP00000043329
ENSGACP00000019585	ENSGALP00000039883
ENSGACP00000004617	ENSGALP00000039883
ENSGACP00000011193	ENSGALP00000017914
ENSGACP00000000856	ENSGALP00000017914
ENSGACP00000011776	ENSGALP00000001033
ENSGACP00000015426	ENSGALP00000001033
ENSGACP00000022164	ENSGALP00000008367
ENSGACP00000007051	ENSGALP00000012318
ENSGACP00000007920	ENSGALP00000035486
ENSGACP00000002098	ENSGALP00000035486
ENSGACP00000026026	ENSGALP00000021230
ENSGACP00000010704	ENSGALP00000027400
ENSGACP00000012208	ENSGALP00000012437
ENSGACP00000012073	ENSGALP00000012625
ENSGACP00000004268	ENSGALP00000040947
ENSGACP00000011797	ENSGALP00000008142
ENSGACP00000013365	ENSGALP00000017509
ENSGACP00000010506	ENSGALP00000015685
ENSGACP00000007983	ENSGALP00000015685
ENSGACP00000026355	ENSGALP00000020999
ENSGACP00000015757	ENSGALP00000020999
ENSGACP00000020243	ENSGALP00000013605
ENSGACP00000009721	ENSGALP00000007873
ENSGACP00000012834	ENSGALP00000006654
ENSGACP00000020342	ENSGALP00000010135
ENSGACP00000020040	ENSGALP00000026779
ENSGACP00000002089	ENSGALP00000019587
ENSGACP00000020819	ENSGALP00000037820
ENSGACP00000011247	ENSGALP00000018862
ENSGACP00000011219	ENSGALP00000004930
ENSGACP00000025768	ENSGALP00000018445
ENSGACP00000020992	ENSGALP00000018445
ENSGACP00000012565	ENSGALP00000014437
ENSGACP00000016275	ENSGALP00000004032
ENSGACP00000022793	ENSGALP00000010309
ENSGACP00000027016	ENSGALP00000010309
ENSGACP00000017910	ENSGALP00000036714
ENSGACP00000027331	ENSGALP00000026589
ENSGACP00000022288	ENSGALP00000043092
ENSGACP00000005259	ENSGALP00000035830
ENSGACP00000012342	ENSGALP00000001118
ENSGACP00000006944	ENSGALP00000018787
ENSGACP00000005854	ENSGALP00000014983
ENSGACP00000008914	ENSGALP00000010688
ENSGACP00000022884	ENSGALP00000032161
ENSGACP00000006340	ENSGALP00000015199
ENSGACP00000020317	ENSGALP00000015199
ENSGACP00000015023	ENSGALP00000027964
ENSGACP00000015944	ENSGALP00000018501
ENSGACP00000016043	ENSGALP00000019976
ENSGACP00000013741	ENSGALP00000017905
ENSGACP00000025456	ENSGALP00000020950
ENSGACP00000008918	ENSGALP00000041729
ENSGACP00000004181	ENSGALP00000041729
ENSGACP00000000129	ENSGALP00000024805
ENSGACP00000002608	ENSGALP00000025101
ENSGACP00000008264	ENSGALP00000025101
ENSGACP00000024320	ENSGALP00000009583
ENSGACP00000002779	ENSGALP00000025571
ENSGACP00000022830	ENSGALP00000025571
ENSGACP00000002547	ENSGALP00000002915
ENSGACP00000018847	ENSGALP00000001487
ENSGACP00000018298	ENSGALP00000001487
ENSGACP00000021042	ENSGALP00000022531
ENSGACP00000018837	ENSGALP00000009175
ENSGACP00000023788	ENSGALP00000009178
ENSGACP00000005985	ENSGALP00000001710
ENSGACP00000027500	ENSGALP00000025286
ENSGACP00000004312	ENSGALP00000040331
ENSGACP00000022613	ENSGALP00000012356
ENSGACP00000004028	ENSGALP00000027556
ENSGACP00000018862	ENSGALP00000022522
ENSGACP00000024222	ENSGALP00000009174
ENSGACP00000022702	ENSGALP00000016290
ENSGACP00000027378	ENSGALP00000012962
ENSGACP00000027643	ENSGALP00000009006
ENSGACP00000003791	ENSGALP00000008145
ENSGACP00000014406	ENSGALP00000008145
ENSGACP00000015878	ENSGALP00000034774
ENSGACP00000013996	ENSGALP00000034774
ENSGACP00000017983	ENSGALP00000024483
ENSGACP00000004094	ENSGALP00000002511
ENSGACP00000007391	ENSGALP00000019665
ENSGACP00000015019	ENSGALP00000002009
ENSGACP00000015335	ENSGALP00000002009
ENSGACP00000000326	ENSGALP00000027441
ENSGACP00000011048	ENSGALP00000030955
ENSGACP00000020093	ENSGALP00000026866
ENSGACP00000016297	ENSGALP00000015508
ENSGACP00000016406	ENSGALP00000036105
ENSGACP00000006748	ENSGALP00000026263
ENSGACP00000018190	ENSGALP00000040176
ENSGACP00000023155	ENSGALP00000039376
ENSGACP00000010771	ENSGALP00000038446
ENSGACP00000008327	ENSGALP00000038446
ENSGACP00000011154	ENSGALP00000019155
ENSGACP00000013888	ENSGALP00000019155
ENSGACP00000005202	ENSGALP00000020639
ENSGACP00000001370	ENSGALP00000000960
ENSGACP00000021019	ENSGALP00000023897
ENSGACP00000022707	ENSGALP00000010580
ENSGACP00000027039	ENSGALP00000010580
ENSGACP00000003766	ENSGALP00000027129
ENSGACP00000019658	ENSGALP00000027129
ENSGACP00000002696	ENSGALP00000014211
ENSGACP00000007786	ENSGALP00000005939
ENSGACP00000020503	ENSGALP00000005939
ENSGACP00000024873	ENSGALP00000015678
ENSGACP00000025786	ENSGALP00000018946
ENSGACP00000018642	ENSGALP00000006793
ENSGACP00000007772	ENSGALP00000006793
ENSGACP00000004996	ENSGALP00000018747
ENSGACP00000025365	ENSGALP00000036469
ENSGACP00000017397	ENSGALP00000036469
ENSGACP00000004059	ENSGALP00000027564
ENSGACP00000018815	ENSGALP00000022552
ENSGACP00000022593	ENSGALP00000012469
ENSGACP00000016467	ENSGALP00000010303
ENSGACP00000025773	ENSGALP00000041845
ENSGACP00000004159	ENSGALP00000017768
ENSGACP00000002505	ENSGALP00000021819
ENSGACP00000018687	ENSGALP00000024893
ENSGACP00000012519	ENSGALP00000024893
ENSGACP00000015093	ENSGALP00000016234
ENSGACP00000026877	ENSGALP00000014735
ENSGACP00000021040	ENSGALP00000036747
ENSGACP00000003194	ENSGALP00000008620
ENSGACP00000015458	ENSGALP00000028462
ENSGACP00000020607	ENSGALP00000033025
ENSGACP00000020795	ENSGALP00000024131
ENSGACP00000017408	ENSGALP00000024384
ENSGACP00000018221	ENSGALP00000008794
ENSGACP00000019902	ENSGALP00000008166
ENSGACP00000013184	ENSGALP00000008166
ENSGACP00000017426	ENSGALP00000024371
ENSGACP00000003829	ENSGALP00000024371
ENSGACP00000004739	ENSGALP00000017177
ENSGACP00000009553	ENSGALP00000023703
ENSGACP00000021965	ENSGALP00000041910
ENSGACP00000022270	ENSGALP00000041790
ENSGACP00000014914	ENSGALP00000041790
ENSGACP00000009509	ENSGALP00000036002
ENSGACP00000014846	ENSGALP00000039626
ENSGACP00000007403	ENSGALP00000039626
ENSGACP00000020096	ENSGALP00000042150
ENSGACP00000022029	ENSGALP00000036658
ENSGACP00000002593	ENSGALP00000026898
ENSGACP00000012204	ENSGALP00000042765
ENSGACP00000009218	ENSGALP00000041053
ENSGACP00000012606	ENSGALP00000041112
ENSGACP00000006761	ENSGALP00000005255
ENSGACP00000014166	ENSGALP00000031663
ENSGACP00000022326	ENSGALP00000031663
ENSGACP00000021721	ENSGALP00000040726
ENSGACP00000010102	ENSGALP00000042848
ENSGACP00000008711	ENSGALP00000001745
ENSGACP00000019105	ENSGALP00000009251
ENSGACP00000004894	ENSGALP00000001801
ENSGACP00000016920	ENSGALP00000030567
ENSGACP00000022094	ENSGALP00000019282
ENSGACP00000011953	ENSGALP00000030342
ENSGACP00000010707	ENSGALP00000018290
ENSGACP00000011655	ENSGALP00000012967
ENSGACP00000000626	ENSGALP00000023054
ENSGACP00000014349	ENSGALP00000023054
ENSGACP00000004782	ENSGALP00000040238
ENSGACP00000013121	ENSGALP00000040238
ENSGACP00000002132	ENSGALP00000019635
ENSGACP00000021199	ENSGALP00000019635
ENSGACP00000016973	ENSGALP00000018629
ENSGACP00000023435	ENSGALP00000018629
ENSGACP00000007736	ENSGALP00000020449
ENSGACP00000008701	ENSGALP00000001788
ENSGACP00000027494	ENSGALP00000025820
ENSGACP00000019060	ENSGALP00000006967
ENSGACP00000014480	ENSGALP00000006967
ENSGACP00000009693	ENSGALP00000019985
ENSGACP00000021134	ENSGALP00000019985
ENSGACP00000011289	ENSGALP00000007506
ENSGACP00000017159	ENSGALP00000007506
ENSGACP00000021164	ENSGALP00000018680
ENSGACP00000016938	ENSGALP00000026406
ENSGACP00000024513	ENSGALP00000011476
ENSGACP00000014949	ENSGALP00000017378
ENSGACP00000008706	ENSGALP00000001765
ENSGACP00000027597	ENSGALP00000025821
ENSGACP00000019061	ENSGALP00000006963
ENSGACP00000014604	ENSGALP00000032081
ENSGACP00000001441	ENSGALP00000042246
ENSGACP00000015720	ENSGALP00000016979
ENSGACP00000010202	ENSGALP00000006100
ENSGACP00000000505	ENSGALP00000001295
ENSGACP00000003715	ENSGALP00000001295
ENSGACP00000012959	ENSGALP00000003578
ENSGACP00000001064	ENSGALP00000003578
ENSGACP00000008338	ENSGALP00000007550
ENSGACP00000019198	ENSGALP00000024070
ENSGACP00000020396	ENSGALP00000038056
ENSGACP00000025536	ENSGALP00000022903
ENSGACP00000002195	ENSGALP00000011969
ENSGACP00000012589	ENSGALP00000003758
ENSGACP00000009149	ENSGALP00000003758
ENSGACP00000019801	ENSGALP00000013664
ENSGACP00000010466	ENSGALP00000013664
ENSGACP00000002456	ENSGALP00000015593
ENSGACP00000011258	ENSGALP00000015593
ENSGACP00000013133	ENSGALP00000004310
ENSGACP00000000597	ENSGALP00000004310
ENSGACP00000010886	ENSGALP00000026115
ENSGACP00000026817	ENSGALP00000008114
ENSGACP00000022628	ENSGALP00000009329
ENSGACP00000008453	ENSGALP00000005606
ENSGACP00000017316	ENSGALP00000022662
ENSGACP00000017947	ENSGALP00000007292
ENSGACP00000009482	ENSGALP00000015400
ENSGACP00000019836	ENSGALP00000035828
ENSGACP00000010196	ENSGALP00000041861
ENSGACP00000000289	ENSGALP00000008232
ENSGACP00000000316	ENSGALP00000027435
ENSGACP00000023829	ENSGALP00000022258
ENSGACP00000027518	ENSGALP00000002905
ENSGACP00000019675	ENSGALP00000024868
ENSGACP00000021327	ENSGALP00000018038
ENSGACP00000022177	ENSGALP00000002234
ENSGACP00000018481	ENSGALP00000001468
ENSGACP00000024922	ENSGALP00000020930
ENSGACP00000015901	ENSGALP00000027829
ENSGACP00000018507	ENSGALP00000010141
ENSGACP00000010868	ENSGALP00000010141
ENSGACP00000025621	ENSGALP00000028052
ENSGACP00000009132	ENSGALP00000028052
ENSGACP00000015615	ENSGALP00000025448
ENSGACP00000001136	ENSGALP00000006016
ENSGACP00000025112	ENSGALP00000015877
ENSGACP00000005471	ENSGALP00000011018
ENSGACP00000024151	ENSGALP00000015665
ENSGACP00000017464	ENSGALP00000024361
ENSGACP00000017686	ENSGALP00000027863
ENSGACP00000009120	ENSGALP00000027376
ENSGACP00000003635	ENSGALP00000011504
ENSGACP00000005222	ENSGALP00000011504
ENSGACP00000007171	ENSGALP00000020422
ENSGACP00000001842	ENSGALP00000024139
ENSGACP00000015044	ENSGALP00000036979
ENSGACP00000006165	ENSGALP00000004270
ENSGACP00000020879	ENSGALP00000006724
ENSGACP00000024406	ENSGALP00000004401
ENSGACP00000027045	ENSGALP00000004401
ENSGACP00000001249	ENSGALP00000025042
ENSGACP00000004910	ENSGALP00000040897
ENSGACP00000011065	ENSGALP00000040897
ENSGACP00000009396	ENSGALP00000019306
ENSGACP00000004024	ENSGALP00000019306
ENSGACP00000019746	ENSGALP00000041324
ENSGACP00000013664	ENSGALP00000023626
ENSGACP00000001521	ENSGALP00000005750
ENSGACP00000005049	ENSGALP00000011857
ENSGACP00000000854	ENSGALP00000013705
ENSGACP00000007433	ENSGALP00000018095
ENSGACP00000018323	ENSGALP00000018095
ENSGACP00000004163	ENSGALP00000018580
ENSGACP00000018024	ENSGALP00000021968
ENSGACP00000019098	ENSGALP00000018925
ENSGACP00000020938	ENSGALP00000018925
ENSGACP00000009315	ENSGALP00000041211
ENSGACP00000012717	ENSGALP00000041211
ENSGACP00000003267	ENSGALP00000018280
ENSGACP00000006171	ENSGALP00000041970
ENSGACP00000005916	ENSGALP00000025756
ENSGACP00000023141	ENSGALP00000025756
ENSGACP00000006580	ENSGALP00000004472
ENSGACP00000004367	ENSGALP00000004472
ENSGACP00000003990	ENSGALP00000013560
ENSGACP00000003476	ENSGALP00000013560
ENSGACP00000001166	ENSGALP00000006085
ENSGACP00000013792	ENSGALP00000006085
ENSGACP00000015341	ENSGALP00000020068
ENSGACP00000015408	ENSGALP00000020068
ENSGACP00000008386	ENSGALP00000034590
ENSGACP00000010049	ENSGALP00000002498
ENSGACP00000020738	ENSGALP00000023734
ENSGACP00000020752	ENSGALP00000023753
ENSGACP00000018553	ENSGALP00000013375
ENSGACP00000019013	ENSGALP00000002359
ENSGACP00000008811	ENSGALP00000020168
ENSGACP00000009579	ENSGALP00000003455
ENSGACP00000008516	ENSGALP00000007768
ENSGACP00000015447	ENSGALP00000005401
ENSGACP00000015894	ENSGALP00000001374
ENSGACP00000024230	ENSGALP00000001374
ENSGACP00000004625	ENSGALP00000001691
ENSGACP00000010472	ENSGALP00000003475
ENSGACP00000021907	ENSGALP00000002660
ENSGACP00000014357	ENSGALP00000035074
ENSGACP00000005080	ENSGALP00000043151
ENSGACP00000022915	ENSGALP00000002055
ENSGACP00000015920	ENSGALP00000018523
ENSGACP00000007663	ENSGALP00000010023
ENSGACP00000010478	ENSGALP00000000544
ENSGACP00000025703	ENSGALP00000016570
ENSGACP00000005674	ENSGALP00000027881
ENSGACP00000012987	ENSGALP00000039829
ENSGACP00000006912	ENSGALP00000039829
ENSGACP00000000763	ENSGALP00000036471
ENSGACP00000012982	ENSGALP00000000597
ENSGACP00000006902	ENSGALP00000000597
ENSGACP00000005811	ENSGALP00000023295
ENSGACP00000022042	ENSGALP00000005892
ENSGACP00000019669	ENSGALP00000024904
ENSGACP00000005337	ENSGALP00000007507
ENSGACP00000026179	ENSGALP00000018373
ENSGACP00000005327	ENSGALP00000007468
ENSGACP00000017255	ENSGALP00000017210
ENSGACP00000006619	ENSGALP00000017210
ENSGACP00000006032	ENSGALP00000014168
ENSGACP00000003718	ENSGALP00000005598
ENSGACP00000000517	ENSGALP00000005598
ENSGACP00000026182	ENSGALP00000018370
ENSGACP00000026183	ENSGALP00000018369
ENSGACP00000000511	ENSGALP00000005607
ENSGACP00000004390	ENSGALP00000017309
ENSGACP00000012600	ENSGALP00000002688
ENSGACP00000026553	ENSGALP00000015080
ENSGACP00000020119	ENSGALP00000004659
ENSGACP00000006373	ENSGALP00000019511
ENSGACP00000008033	ENSGALP00000001451
ENSGACP00000012154	ENSGALP00000002052
ENSGACP00000015416	ENSGALP00000024665
ENSGACP00000018436	ENSGALP00000000947
ENSGACP00000019772	ENSGALP00000005545
ENSGACP00000021294	ENSGALP00000028876
