ENSTNIP00000006282	ENSLOCP00000011371
ENSTNIP00000003797	ENSLOCP00000002492
ENSTNIP00000022448	ENSLOCP00000018027
ENSTNIP00000000152	ENSLOCP00000018027
ENSTNIP00000013882	ENSLOCP00000021369
ENSTNIP00000001892	ENSLOCP00000004928
ENSTNIP00000021627	ENSLOCP00000004928
ENSTNIP00000010151	ENSLOCP00000001676
ENSTNIP00000011780	ENSLOCP00000001676
ENSTNIP00000014179	ENSLOCP00000017558
ENSTNIP00000000597	ENSLOCP00000004190
ENSTNIP00000003854	ENSLOCP00000007666
ENSTNIP00000002028	ENSLOCP00000002280
ENSTNIP00000000311	ENSLOCP00000006229
ENSTNIP00000010378	ENSLOCP00000002224
ENSTNIP00000021535	ENSLOCP00000006176
ENSTNIP00000011395	ENSLOCP00000003560
ENSTNIP00000018421	ENSLOCP00000009093
ENSTNIP00000009633	ENSLOCP00000011072
ENSTNIP00000014733	ENSLOCP00000016810
ENSTNIP00000017913	ENSLOCP00000003341
ENSTNIP00000011184	ENSLOCP00000022016
ENSTNIP00000022069	ENSLOCP00000012595
ENSTNIP00000007376	ENSLOCP00000000419
ENSTNIP00000008699	ENSLOCP00000004868
ENSTNIP00000010014	ENSLOCP00000002983
ENSTNIP00000005152	ENSLOCP00000014346
ENSTNIP00000014143	ENSLOCP00000010317
ENSTNIP00000012947	ENSLOCP00000016795
ENSTNIP00000005765	ENSLOCP00000016481
ENSTNIP00000015168	ENSLOCP00000003920
ENSTNIP00000009288	ENSLOCP00000003920
ENSTNIP00000010389	ENSLOCP00000020557
ENSTNIP00000007140	ENSLOCP00000020557
ENSTNIP00000018062	ENSLOCP00000017477
ENSTNIP00000010780	ENSLOCP00000010177
ENSTNIP00000005953	ENSLOCP00000010177
ENSTNIP00000011251	ENSLOCP00000022062
ENSTNIP00000007824	ENSLOCP00000022062
ENSTNIP00000007852	ENSLOCP00000003951
ENSTNIP00000018796	ENSLOCP00000015060
ENSTNIP00000008253	ENSLOCP00000015772
ENSTNIP00000016976	ENSLOCP00000021886
ENSTNIP00000002971	ENSLOCP00000021882
ENSTNIP00000009523	ENSLOCP00000010703
ENSTNIP00000013012	ENSLOCP00000021603
ENSTNIP00000008815	ENSLOCP00000021604
ENSTNIP00000022986	ENSLOCP00000021489
ENSTNIP00000020334	ENSLOCP00000021489
ENSTNIP00000003085	ENSLOCP00000005230
ENSTNIP00000001643	ENSLOCP00000020904
ENSTNIP00000009926	ENSLOCP00000017071
ENSTNIP00000011027	ENSLOCP00000022271
ENSTNIP00000005452	ENSLOCP00000000428
ENSTNIP00000005782	ENSLOCP00000000428
ENSTNIP00000022147	ENSLOCP00000009734
ENSTNIP00000017918	ENSLOCP00000009734
ENSTNIP00000021735	ENSLOCP00000008746
ENSTNIP00000005204	ENSLOCP00000012754
ENSTNIP00000010686	ENSLOCP00000012754
ENSTNIP00000021417	ENSLOCP00000012874
ENSTNIP00000015380	ENSLOCP00000012874
ENSTNIP00000013599	ENSLOCP00000001415
ENSTNIP00000005536	ENSLOCP00000006150
ENSTNIP00000020560	ENSLOCP00000013071
ENSTNIP00000012394	ENSLOCP00000016390
ENSTNIP00000010603	ENSLOCP00000002520
ENSTNIP00000020990	ENSLOCP00000002530
ENSTNIP00000019412	ENSLOCP00000019989
ENSTNIP00000016474	ENSLOCP00000006911
ENSTNIP00000012361	ENSLOCP00000015983
ENSTNIP00000022945	ENSLOCP00000007976
ENSTNIP00000007960	ENSLOCP00000015910
ENSTNIP00000021810	ENSLOCP00000015910
ENSTNIP00000017864	ENSLOCP00000006056
ENSTNIP00000021281	ENSLOCP00000008378
ENSTNIP00000010675	ENSLOCP00000008378
ENSTNIP00000014008	ENSLOCP00000002298
ENSTNIP00000013094	ENSLOCP00000002298
ENSTNIP00000020741	ENSLOCP00000009308
ENSTNIP00000000783	ENSLOCP00000019685
ENSTNIP00000014667	ENSLOCP00000015727
ENSTNIP00000020094	ENSLOCP00000003183
ENSTNIP00000006574	ENSLOCP00000021131
ENSTNIP00000011666	ENSLOCP00000007533
ENSTNIP00000019777	ENSLOCP00000011178
ENSTNIP00000022604	ENSLOCP00000006588
ENSTNIP00000012934	ENSLOCP00000003202
ENSTNIP00000008946	ENSLOCP00000004642
ENSTNIP00000008785	ENSLOCP00000004642
ENSTNIP00000000611	ENSLOCP00000000256
ENSTNIP00000014384	ENSLOCP00000003419
ENSTNIP00000022078	ENSLOCP00000014876
ENSTNIP00000009934	ENSLOCP00000016950
ENSTNIP00000010722	ENSLOCP00000013183
ENSTNIP00000001216	ENSLOCP00000013195
ENSTNIP00000021186	ENSLOCP00000015092
ENSTNIP00000010874	ENSLOCP00000010183
ENSTNIP00000013855	ENSLOCP00000002171
ENSTNIP00000016604	ENSLOCP00000018552
ENSTNIP00000012088	ENSLOCP00000002005
ENSTNIP00000008875	ENSLOCP00000022392
ENSTNIP00000008438	ENSLOCP00000022392
ENSTNIP00000004604	ENSLOCP00000021893
ENSTNIP00000012746	ENSLOCP00000021893
ENSTNIP00000016942	ENSLOCP00000021894
ENSTNIP00000010995	ENSLOCP00000016796
ENSTNIP00000009097	ENSLOCP00000016796
ENSTNIP00000014849	ENSLOCP00000006471
ENSTNIP00000021117	ENSLOCP00000006471
ENSTNIP00000013746	ENSLOCP00000018371
ENSTNIP00000011959	ENSLOCP00000018371
ENSTNIP00000009936	ENSLOCP00000004163
ENSTNIP00000014779	ENSLOCP00000018124
ENSTNIP00000002565	ENSLOCP00000021909
ENSTNIP00000013246	ENSLOCP00000021909
ENSTNIP00000008027	ENSLOCP00000021615
ENSTNIP00000011319	ENSLOCP00000022229
ENSTNIP00000011740	ENSLOCP00000011306
ENSTNIP00000017363	ENSLOCP00000007826
ENSTNIP00000013703	ENSLOCP00000016470
ENSTNIP00000015739	ENSLOCP00000009548
ENSTNIP00000001681	ENSLOCP00000003831
ENSTNIP00000005988	ENSLOCP00000022047
ENSTNIP00000004029	ENSLOCP00000021542
ENSTNIP00000020372	ENSLOCP00000014970
ENSTNIP00000014756	ENSLOCP00000017470
ENSTNIP00000017346	ENSLOCP00000017470
ENSTNIP00000015824	ENSLOCP00000021625
ENSTNIP00000022390	ENSLOCP00000022113
ENSTNIP00000020017	ENSLOCP00000022375
ENSTNIP00000012086	ENSLOCP00000022372
ENSTNIP00000011778	ENSLOCP00000022372
ENSTNIP00000007618	ENSLOCP00000020438
ENSTNIP00000015271	ENSLOCP00000020438
ENSTNIP00000022213	ENSLOCP00000011090
ENSTNIP00000000911	ENSLOCP00000011090
ENSTNIP00000015153	ENSLOCP00000003798
ENSTNIP00000007992	ENSLOCP00000005577
ENSTNIP00000008066	ENSLOCP00000005577
ENSTNIP00000010606	ENSLOCP00000002350
ENSTNIP00000008731	ENSLOCP00000006874
ENSTNIP00000017812	ENSLOCP00000006874
ENSTNIP00000008848	ENSLOCP00000010195
ENSTNIP00000020729	ENSLOCP00000015889
ENSTNIP00000007056	ENSLOCP00000009928
ENSTNIP00000020185	ENSLOCP00000011996
ENSTNIP00000010481	ENSLOCP00000011996
ENSTNIP00000004867	ENSLOCP00000008463
ENSTNIP00000011832	ENSLOCP00000017895
ENSTNIP00000014748	ENSLOCP00000017895
ENSTNIP00000022227	ENSLOCP00000022148
ENSTNIP00000014739	ENSLOCP00000022148
ENSTNIP00000005522	ENSLOCP00000021593
ENSTNIP00000005523	ENSLOCP00000021592
ENSTNIP00000016770	ENSLOCP00000021502
ENSTNIP00000015743	ENSLOCP00000014291
ENSTNIP00000003352	ENSLOCP00000021877
ENSTNIP00000018031	ENSLOCP00000021878
ENSTNIP00000018735	ENSLOCP00000013530
ENSTNIP00000012570	ENSLOCP00000020045
ENSTNIP00000019983	ENSLOCP00000018456
ENSTNIP00000007826	ENSLOCP00000002928
ENSTNIP00000022929	ENSLOCP00000021594
ENSTNIP00000020395	ENSLOCP00000022383
ENSTNIP00000019880	ENSLOCP00000002786
ENSTNIP00000008338	ENSLOCP00000004587
ENSTNIP00000019718	ENSLOCP00000020413
ENSTNIP00000009360	ENSLOCP00000012970
ENSTNIP00000019948	ENSLOCP00000021599
ENSTNIP00000013194	ENSLOCP00000022318
ENSTNIP00000013191	ENSLOCP00000022076
ENSTNIP00000010496	ENSLOCP00000021662
ENSTNIP00000010514	ENSLOCP00000002346
ENSTNIP00000016248	ENSLOCP00000021888
ENSTNIP00000010511	ENSLOCP00000021482
ENSTNIP00000014434	ENSLOCP00000007916
ENSTNIP00000017411	ENSLOCP00000006098
ENSTNIP00000011892	ENSLOCP00000009237
ENSTNIP00000017412	ENSLOCP00000006114
ENSTNIP00000011891	ENSLOCP00000009221
ENSTNIP00000012162	ENSLOCP00000018576
ENSTNIP00000016232	ENSLOCP00000012810
ENSTNIP00000019135	ENSLOCP00000017996
ENSTNIP00000014890	ENSLOCP00000017996
ENSTNIP00000018577	ENSLOCP00000004688
ENSTNIP00000004768	ENSLOCP00000015633
ENSTNIP00000001849	ENSLOCP00000018856
ENSTNIP00000005810	ENSLOCP00000012035
ENSTNIP00000013844	ENSLOCP00000007345
ENSTNIP00000012909	ENSLOCP00000004625
ENSTNIP00000011556	ENSLOCP00000004625
ENSTNIP00000020218	ENSLOCP00000008899
ENSTNIP00000011789	ENSLOCP00000013134
ENSTNIP00000011788	ENSLOCP00000013134
ENSTNIP00000013707	ENSLOCP00000016966
ENSTNIP00000016014	ENSLOCP00000009940
ENSTNIP00000018829	ENSLOCP00000018870
ENSTNIP00000014786	ENSLOCP00000018870
ENSTNIP00000016964	ENSLOCP00000012318
ENSTNIP00000017119	ENSLOCP00000016779
ENSTNIP00000015934	ENSLOCP00000014304
ENSTNIP00000013142	ENSLOCP00000022038
ENSTNIP00000014040	ENSLOCP00000012153
ENSTNIP00000000462	ENSLOCP00000004554
ENSTNIP00000017752	ENSLOCP00000008140
ENSTNIP00000002460	ENSLOCP00000012629
ENSTNIP00000004372	ENSLOCP00000008171
ENSTNIP00000016827	ENSLOCP00000009933
ENSTNIP00000021354	ENSLOCP00000009933
ENSTNIP00000021470	ENSLOCP00000004443
ENSTNIP00000005858	ENSLOCP00000004443
ENSTNIP00000013036	ENSLOCP00000017051
ENSTNIP00000009441	ENSLOCP00000008884
ENSTNIP00000009987	ENSLOCP00000013673
ENSTNIP00000004918	ENSLOCP00000017053
ENSTNIP00000011260	ENSLOCP00000017053
ENSTNIP00000015088	ENSLOCP00000018580
ENSTNIP00000001279	ENSLOCP00000004233
ENSTNIP00000022318	ENSLOCP00000000990
ENSTNIP00000008658	ENSLOCP00000006354
ENSTNIP00000013075	ENSLOCP00000009171
ENSTNIP00000003998	ENSLOCP00000011029
ENSTNIP00000012243	ENSLOCP00000003989
ENSTNIP00000013811	ENSLOCP00000012818
ENSTNIP00000019388	ENSLOCP00000000881
ENSTNIP00000011739	ENSLOCP00000021939
ENSTNIP00000003206	ENSLOCP00000011201
ENSTNIP00000011150	ENSLOCP00000011201
ENSTNIP00000003765	ENSLOCP00000001045
ENSTNIP00000010726	ENSLOCP00000001045
ENSTNIP00000007450	ENSLOCP00000021980
ENSTNIP00000005644	ENSLOCP00000014753
ENSTNIP00000016669	ENSLOCP00000014753
ENSTNIP00000000091	ENSLOCP00000022235
ENSTNIP00000004647	ENSLOCP00000022235
ENSTNIP00000017244	ENSLOCP00000013486
ENSTNIP00000006318	ENSLOCP00000004030
ENSTNIP00000020213	ENSLOCP00000022337
ENSTNIP00000003257	ENSLOCP00000012106
ENSTNIP00000007836	ENSLOCP00000020983
ENSTNIP00000021170	ENSLOCP00000006077
ENSTNIP00000009654	ENSLOCP00000013247
ENSTNIP00000021767	ENSLOCP00000004676
ENSTNIP00000015763	ENSLOCP00000004676
ENSTNIP00000021768	ENSLOCP00000004715
ENSTNIP00000022923	ENSLOCP00000014424
ENSTNIP00000014891	ENSLOCP00000018011
ENSTNIP00000020596	ENSLOCP00000021815
ENSTNIP00000004470	ENSLOCP00000020460
ENSTNIP00000002581	ENSLOCP00000013097
ENSTNIP00000007520	ENSLOCP00000015255
ENSTNIP00000005495	ENSLOCP00000015255
ENSTNIP00000013565	ENSLOCP00000010102
ENSTNIP00000017422	ENSLOCP00000010102
ENSTNIP00000013708	ENSLOCP00000016975
ENSTNIP00000006841	ENSLOCP00000015248
ENSTNIP00000021361	ENSLOCP00000013107
ENSTNIP00000021360	ENSLOCP00000013119
ENSTNIP00000000790	ENSLOCP00000015235
ENSTNIP00000012483	ENSLOCP00000018071
ENSTNIP00000018108	ENSLOCP00000007384
ENSTNIP00000017586	ENSLOCP00000007384
ENSTNIP00000007426	ENSLOCP00000003061
ENSTNIP00000005946	ENSLOCP00000020379
ENSTNIP00000007101	ENSLOCP00000009879
ENSTNIP00000022105	ENSLOCP00000014312
ENSTNIP00000003112	ENSLOCP00000015408
ENSTNIP00000021260	ENSLOCP00000007867
ENSTNIP00000010670	ENSLOCP00000007867
ENSTNIP00000007186	ENSLOCP00000009478
ENSTNIP00000012959	ENSLOCP00000003147
ENSTNIP00000019767	ENSLOCP00000019472
ENSTNIP00000007399	ENSLOCP00000019472
ENSTNIP00000000598	ENSLOCP00000014773
ENSTNIP00000016005	ENSLOCP00000014477
ENSTNIP00000019448	ENSLOCP00000013025
ENSTNIP00000020553	ENSLOCP00000013025
ENSTNIP00000020863	ENSLOCP00000019780
ENSTNIP00000015350	ENSLOCP00000012625
ENSTNIP00000005636	ENSLOCP00000012625
ENSTNIP00000019583	ENSLOCP00000006932
ENSTNIP00000021548	ENSLOCP00000006467
ENSTNIP00000009884	ENSLOCP00000005384
ENSTNIP00000015485	ENSLOCP00000005384
ENSTNIP00000002483	ENSLOCP00000006685
ENSTNIP00000014780	ENSLOCP00000018074
ENSTNIP00000018864	ENSLOCP00000018074
ENSTNIP00000011800	ENSLOCP00000012883
ENSTNIP00000021375	ENSLOCP00000012883
ENSTNIP00000005790	ENSLOCP00000017633
ENSTNIP00000019680	ENSLOCP00000021073
ENSTNIP00000010619	ENSLOCP00000005457
ENSTNIP00000002832	ENSLOCP00000010774
ENSTNIP00000016453	ENSLOCP00000018611
ENSTNIP00000002292	ENSLOCP00000015950
ENSTNIP00000011846	ENSLOCP00000014679
ENSTNIP00000003330	ENSLOCP00000002366
ENSTNIP00000016156	ENSLOCP00000008660
ENSTNIP00000009736	ENSLOCP00000008660
ENSTNIP00000019858	ENSLOCP00000002804
ENSTNIP00000020461	ENSLOCP00000018139
ENSTNIP00000021270	ENSLOCP00000008104
ENSTNIP00000005174	ENSLOCP00000003123
ENSTNIP00000014880	ENSLOCP00000017791
ENSTNIP00000022427	ENSLOCP00000017791
ENSTNIP00000002029	ENSLOCP00000005036
ENSTNIP00000017949	ENSLOCP00000005036
ENSTNIP00000013205	ENSLOCP00000000451
ENSTNIP00000018873	ENSLOCP00000002703
ENSTNIP00000010362	ENSLOCP00000002703
ENSTNIP00000014870	ENSLOCP00000017879
ENSTNIP00000006123	ENSLOCP00000007875
ENSTNIP00000022592	ENSLOCP00000008241
ENSTNIP00000015499	ENSLOCP00000005843
ENSTNIP00000007021	ENSLOCP00000005843
ENSTNIP00000003907	ENSLOCP00000012836
ENSTNIP00000017862	ENSLOCP00000005983
ENSTNIP00000003664	ENSLOCP00000016426
ENSTNIP00000015830	ENSLOCP00000016426
ENSTNIP00000012433	ENSLOCP00000017211
ENSTNIP00000005229	ENSLOCP00000017211
ENSTNIP00000022710	ENSLOCP00000007679
ENSTNIP00000019024	ENSLOCP00000008347
ENSTNIP00000010360	ENSLOCP00000008291
ENSTNIP00000007677	ENSLOCP00000018292
ENSTNIP00000018146	ENSLOCP00000018292
ENSTNIP00000017655	ENSLOCP00000011967
ENSTNIP00000017772	ENSLOCP00000011967
ENSTNIP00000011209	ENSLOCP00000020987
ENSTNIP00000021904	ENSLOCP00000020987
ENSTNIP00000003493	ENSLOCP00000015008
ENSTNIP00000015913	ENSLOCP00000014342
ENSTNIP00000000171	ENSLOCP00000016234
ENSTNIP00000006694	ENSLOCP00000016234
ENSTNIP00000000154	ENSLOCP00000006475
ENSTNIP00000021162	ENSLOCP00000006475
ENSTNIP00000005130	ENSLOCP00000011663
ENSTNIP00000003779	ENSLOCP00000004759
ENSTNIP00000010340	ENSLOCP00000014785
ENSTNIP00000010408	ENSLOCP00000012307
ENSTNIP00000014373	ENSLOCP00000018882
ENSTNIP00000018254	ENSLOCP00000016056
ENSTNIP00000009846	ENSLOCP00000007600
ENSTNIP00000007945	ENSLOCP00000020993
ENSTNIP00000016512	ENSLOCP00000014901
ENSTNIP00000003444	ENSLOCP00000018968
ENSTNIP00000019119	ENSLOCP00000018968
ENSTNIP00000003692	ENSLOCP00000013281
ENSTNIP00000021848	ENSLOCP00000006530
ENSTNIP00000008546	ENSLOCP00000017702
ENSTNIP00000015669	ENSLOCP00000017702
ENSTNIP00000002990	ENSLOCP00000012124
ENSTNIP00000001759	ENSLOCP00000016267
ENSTNIP00000000434	ENSLOCP00000016267
ENSTNIP00000016259	ENSLOCP00000010150
ENSTNIP00000018160	ENSLOCP00000008195
ENSTNIP00000018136	ENSLOCP00000014250
ENSTNIP00000011124	ENSLOCP00000014250
ENSTNIP00000009661	ENSLOCP00000007202
ENSTNIP00000008140	ENSLOCP00000007202
ENSTNIP00000022002	ENSLOCP00000013937
ENSTNIP00000015604	ENSLOCP00000013937
ENSTNIP00000009659	ENSLOCP00000013105
ENSTNIP00000014981	ENSLOCP00000017425
ENSTNIP00000017711	ENSLOCP00000017425
ENSTNIP00000010392	ENSLOCP00000020536
ENSTNIP00000021796	ENSLOCP00000016896
ENSTNIP00000010598	ENSLOCP00000005290
ENSTNIP00000003193	ENSLOCP00000006857
ENSTNIP00000015701	ENSLOCP00000003754
ENSTNIP00000020151	ENSLOCP00000021473
ENSTNIP00000015179	ENSLOCP00000021814
ENSTNIP00000020585	ENSLOCP00000021814
ENSTNIP00000014342	ENSLOCP00000022021
ENSTNIP00000015093	ENSLOCP00000022021
ENSTNIP00000017489	ENSLOCP00000006683
ENSTNIP00000017847	ENSLOCP00000017161
ENSTNIP00000020788	ENSLOCP00000007745
ENSTNIP00000018280	ENSLOCP00000007745
ENSTNIP00000015839	ENSLOCP00000015315
ENSTNIP00000021110	ENSLOCP00000020719
ENSTNIP00000012288	ENSLOCP00000005693
ENSTNIP00000017508	ENSLOCP00000012427
ENSTNIP00000017236	ENSLOCP00000013699
ENSTNIP00000001062	ENSLOCP00000016177
ENSTNIP00000004393	ENSLOCP00000007054
ENSTNIP00000002657	ENSLOCP00000012760
ENSTNIP00000010959	ENSLOCP00000016512
ENSTNIP00000000286	ENSLOCP00000016512
ENSTNIP00000014644	ENSLOCP00000015287
ENSTNIP00000006779	ENSLOCP00000010782
ENSTNIP00000012581	ENSLOCP00000010782
ENSTNIP00000019699	ENSLOCP00000020079
ENSTNIP00000012896	ENSLOCP00000020079
ENSTNIP00000021719	ENSLOCP00000010488
ENSTNIP00000014256	ENSLOCP00000016312
ENSTNIP00000007808	ENSLOCP00000016312
ENSTNIP00000008890	ENSLOCP00000010285
ENSTNIP00000000617	ENSLOCP00000010302
ENSTNIP00000013027	ENSLOCP00000007294
ENSTNIP00000013030	ENSLOCP00000007196
ENSTNIP00000006609	ENSLOCP00000007511
ENSTNIP00000013502	ENSLOCP00000006232
ENSTNIP00000019961	ENSLOCP00000018601
ENSTNIP00000002924	ENSLOCP00000000482
ENSTNIP00000016620	ENSLOCP00000004604
ENSTNIP00000012908	ENSLOCP00000004604
ENSTNIP00000009925	ENSLOCP00000017046
ENSTNIP00000005681	ENSLOCP00000022321
ENSTNIP00000008926	ENSLOCP00000009707
ENSTNIP00000017225	ENSLOCP00000015894
ENSTNIP00000016967	ENSLOCP00000012197
ENSTNIP00000018058	ENSLOCP00000017493
ENSTNIP00000008571	ENSLOCP00000022236
ENSTNIP00000004074	ENSLOCP00000016568
ENSTNIP00000019719	ENSLOCP00000020409
ENSTNIP00000020083	ENSLOCP00000008390
ENSTNIP00000023104	ENSLOCP00000008390
ENSTNIP00000021593	ENSLOCP00000014413
ENSTNIP00000022094	ENSLOCP00000007066
ENSTNIP00000003199	ENSLOCP00000007066
ENSTNIP00000009080	ENSLOCP00000014990
ENSTNIP00000011995	ENSLOCP00000015073
ENSTNIP00000007905	ENSLOCP00000009290
ENSTNIP00000009128	ENSLOCP00000018974
ENSTNIP00000019120	ENSLOCP00000018974
ENSTNIP00000012249	ENSLOCP00000003722
ENSTNIP00000010555	ENSLOCP00000017997
ENSTNIP00000020065	ENSLOCP00000009082
ENSTNIP00000014032	ENSLOCP00000009082
ENSTNIP00000019340	ENSLOCP00000011707
ENSTNIP00000013614	ENSLOCP00000003973
ENSTNIP00000006496	ENSLOCP00000002939
ENSTNIP00000022551	ENSLOCP00000017311
ENSTNIP00000020131	ENSLOCP00000018991
ENSTNIP00000000196	ENSLOCP00000017715
ENSTNIP00000015593	ENSLOCP00000017235
ENSTNIP00000010036	ENSLOCP00000019865
ENSTNIP00000014789	ENSLOCP00000005736
ENSTNIP00000017869	ENSLOCP00000006740
ENSTNIP00000015557	ENSLOCP00000006740
ENSTNIP00000019560	ENSLOCP00000011972
ENSTNIP00000008281	ENSLOCP00000020957
ENSTNIP00000009907	ENSLOCP00000008019
ENSTNIP00000003582	ENSLOCP00000008019
ENSTNIP00000002277	ENSLOCP00000012756
ENSTNIP00000017882	ENSLOCP00000012756
ENSTNIP00000005399	ENSLOCP00000009409
ENSTNIP00000013026	ENSLOCP00000007370
ENSTNIP00000011670	ENSLOCP00000007370
ENSTNIP00000008477	ENSLOCP00000001282
ENSTNIP00000005870	ENSLOCP00000001340
ENSTNIP00000008252	ENSLOCP00000008609
ENSTNIP00000017239	ENSLOCP00000013625
ENSTNIP00000003543	ENSLOCP00000017458
ENSTNIP00000006719	ENSLOCP00000017458
ENSTNIP00000001318	ENSLOCP00000017446
ENSTNIP00000017238	ENSLOCP00000013637
ENSTNIP00000010424	ENSLOCP00000013637
ENSTNIP00000015681	ENSLOCP00000005152
ENSTNIP00000002998	ENSLOCP00000008541
ENSTNIP00000010448	ENSLOCP00000015131
ENSTNIP00000022035	ENSLOCP00000018460
ENSTNIP00000016409	ENSLOCP00000010662
ENSTNIP00000016066	ENSLOCP00000014134
ENSTNIP00000019939	ENSLOCP00000018728
ENSTNIP00000015679	ENSLOCP00000005239
ENSTNIP00000020805	ENSLOCP00000017473
ENSTNIP00000011840	ENSLOCP00000014783
ENSTNIP00000020883	ENSLOCP00000010548
ENSTNIP00000012945	ENSLOCP00000017085
ENSTNIP00000019361	ENSLOCP00000010215
ENSTNIP00000012816	ENSLOCP00000010215
ENSTNIP00000022976	ENSLOCP00000016170
ENSTNIP00000010420	ENSLOCP00000013681
ENSTNIP00000016565	ENSLOCP00000018828
ENSTNIP00000022892	ENSLOCP00000015478
ENSTNIP00000010266	ENSLOCP00000015478
ENSTNIP00000010139	ENSLOCP00000013310
ENSTNIP00000002228	ENSLOCP00000013310
ENSTNIP00000018070	ENSLOCP00000017655
ENSTNIP00000004954	ENSLOCP00000001920
ENSTNIP00000007374	ENSLOCP00000008056
ENSTNIP00000020101	ENSLOCP00000005749
ENSTNIP00000008617	ENSLOCP00000013962
ENSTNIP00000013860	ENSLOCP00000012692
ENSTNIP00000017320	ENSLOCP00000004838
ENSTNIP00000015200	ENSLOCP00000021243
ENSTNIP00000013591	ENSLOCP00000005804
ENSTNIP00000005154	ENSLOCP00000005928
ENSTNIP00000018700	ENSLOCP00000003629
ENSTNIP00000015071	ENSLOCP00000000583
ENSTNIP00000017518	ENSLOCP00000012551
ENSTNIP00000021845	ENSLOCP00000017472
ENSTNIP00000016651	ENSLOCP00000016540
ENSTNIP00000005510	ENSLOCP00000010380
ENSTNIP00000015791	ENSLOCP00000019403
ENSTNIP00000013639	ENSLOCP00000020342
ENSTNIP00000012052	ENSLOCP00000012260
ENSTNIP00000006176	ENSLOCP00000008005
ENSTNIP00000012836	ENSLOCP00000011192
ENSTNIP00000015156	ENSLOCP00000003673
ENSTNIP00000021583	ENSLOCP00000009901
ENSTNIP00000013117	ENSLOCP00000010018
ENSTNIP00000021889	ENSLOCP00000001372
ENSTNIP00000014962	ENSLOCP00000001372
ENSTNIP00000018724	ENSLOCP00000006600
ENSTNIP00000009352	ENSLOCP00000006600
ENSTNIP00000022320	ENSLOCP00000000851
ENSTNIP00000002479	ENSLOCP00000009210
ENSTNIP00000000167	ENSLOCP00000015775
ENSTNIP00000019064	ENSLOCP00000019020
ENSTNIP00000017678	ENSLOCP00000015611
ENSTNIP00000004067	ENSLOCP00000016131
ENSTNIP00000009529	ENSLOCP00000010709
ENSTNIP00000010300	ENSLOCP00000013790
ENSTNIP00000003834	ENSLOCP00000018665
ENSTNIP00000009082	ENSLOCP00000018665
ENSTNIP00000016869	ENSLOCP00000011205
ENSTNIP00000001001	ENSLOCP00000011205
ENSTNIP00000004909	ENSLOCP00000001012
ENSTNIP00000016682	ENSLOCP00000008006
ENSTNIP00000021655	ENSLOCP00000020293
ENSTNIP00000009167	ENSLOCP00000008025
ENSTNIP00000016681	ENSLOCP00000008025
ENSTNIP00000000732	ENSLOCP00000001292
ENSTNIP00000010612	ENSLOCP00000003860
ENSTNIP00000006228	ENSLOCP00000003576
ENSTNIP00000013989	ENSLOCP00000003576
ENSTNIP00000013829	ENSLOCP00000009037
ENSTNIP00000009687	ENSLOCP00000021084
ENSTNIP00000000923	ENSLOCP00000021084
ENSTNIP00000007428	ENSLOCP00000006213
ENSTNIP00000015685	ENSLOCP00000005046
ENSTNIP00000020809	ENSLOCP00000017417
ENSTNIP00000023053	ENSLOCP00000018737
ENSTNIP00000003866	ENSLOCP00000015799
ENSTNIP00000011572	ENSLOCP00000000819
ENSTNIP00000000516	ENSLOCP00000000819
ENSTNIP00000014257	ENSLOCP00000016324
ENSTNIP00000008590	ENSLOCP00000012164
ENSTNIP00000011599	ENSLOCP00000016358
ENSTNIP00000010574	ENSLOCP00000018348
ENSTNIP00000011426	ENSLOCP00000006091
ENSTNIP00000023099	ENSLOCP00000020452
ENSTNIP00000015273	ENSLOCP00000020452
ENSTNIP00000023088	ENSLOCP00000020188
ENSTNIP00000002184	ENSLOCP00000020188
ENSTNIP00000009587	ENSLOCP00000017675
ENSTNIP00000014776	ENSLOCP00000018179
ENSTNIP00000003682	ENSLOCP00000017312
ENSTNIP00000006718	ENSLOCP00000017312
ENSTNIP00000015106	ENSLOCP00000018740
ENSTNIP00000002550	ENSLOCP00000004790
ENSTNIP00000006983	ENSLOCP00000007955
ENSTNIP00000009888	ENSLOCP00000005111
ENSTNIP00000006034	ENSLOCP00000009720
ENSTNIP00000016476	ENSLOCP00000006827
ENSTNIP00000020701	ENSLOCP00000008643
ENSTNIP00000020706	ENSLOCP00000008622
ENSTNIP00000009011	ENSLOCP00000008289
ENSTNIP00000015584	ENSLOCP00000004283
ENSTNIP00000012283	ENSLOCP00000005549
ENSTNIP00000015578	ENSLOCP00000004575
ENSTNIP00000009889	ENSLOCP00000004575
ENSTNIP00000018274	ENSLOCP00000007557
ENSTNIP00000013384	ENSLOCP00000007557
ENSTNIP00000008230	ENSLOCP00000012043
ENSTNIP00000020740	ENSLOCP00000009266
ENSTNIP00000013092	ENSLOCP00000002265
ENSTNIP00000014009	ENSLOCP00000002265
ENSTNIP00000017901	ENSLOCP00000003144
ENSTNIP00000005771	ENSLOCP00000018084
ENSTNIP00000017939	ENSLOCP00000004131
ENSTNIP00000000266	ENSLOCP00000004131
ENSTNIP00000022327	ENSLOCP00000020154
ENSTNIP00000003912	ENSLOCP00000015273
ENSTNIP00000019511	ENSLOCP00000015273
ENSTNIP00000012642	ENSLOCP00000002071
ENSTNIP00000006068	ENSLOCP00000002071
ENSTNIP00000010983	ENSLOCP00000002210
ENSTNIP00000008304	ENSLOCP00000009382
