ENSTGUP00000008915	ENSACAP00000005936
ENSTGUP00000011404	ENSACAP00000017620
ENSTGUP00000007522	ENSACAP00000006143
ENSTGUP00000009008	ENSACAP00000020936
ENSTGUP00000001734	ENSACAP00000013135
ENSTGUP00000016812	ENSACAP00000000289
ENSTGUP00000000532	ENSACAP00000020462
ENSTGUP00000006506	ENSACAP00000018682
ENSTGUP00000004160	ENSACAP00000001523
ENSTGUP00000009898	ENSACAP00000002887
ENSTGUP00000011532	ENSACAP00000022380
ENSTGUP00000009240	ENSACAP00000021780
ENSTGUP00000012518	ENSACAP00000018808
ENSTGUP00000011584	ENSACAP00000001432
ENSTGUP00000010178	ENSACAP00000013408
ENSTGUP00000008682	ENSACAP00000017347
ENSTGUP00000012024	ENSACAP00000022580
ENSTGUP00000002509	ENSACAP00000016621
ENSTGUP00000008596	ENSACAP00000005536
ENSTGUP00000010850	ENSACAP00000021961
ENSTGUP00000010002	ENSACAP00000004524
ENSTGUP00000016737	ENSACAP00000020655
ENSTGUP00000007586	ENSACAP00000021784
ENSTGUP00000002500	ENSACAP00000022513
ENSTGUP00000009560	ENSACAP00000019405
ENSTGUP00000017657	ENSACAP00000003669
ENSTGUP00000005071	ENSACAP00000011587
ENSTGUP00000002604	ENSACAP00000022664
ENSTGUP00000006135	ENSACAP00000002756
ENSTGUP00000005374	ENSACAP00000021729
ENSTGUP00000016913	ENSACAP00000011077
ENSTGUP00000016717	ENSACAP00000020391
ENSTGUP00000002742	ENSACAP00000008870
ENSTGUP00000013646	ENSACAP00000022926
ENSTGUP00000015187	ENSACAP00000010486
ENSTGUP00000012850	ENSACAP00000020955
ENSTGUP00000005181	ENSACAP00000019985
ENSTGUP00000006299	ENSACAP00000019148
ENSTGUP00000009089	ENSACAP00000018449
ENSTGUP00000014695	ENSACAP00000009818
ENSTGUP00000014511	ENSACAP00000006140
ENSTGUP00000013913	ENSACAP00000009505
ENSTGUP00000008040	ENSACAP00000014983
ENSTGUP00000008245	ENSACAP00000022114
ENSTGUP00000006721	ENSACAP00000018107
ENSTGUP00000014006	ENSACAP00000022509
ENSTGUP00000002300	ENSACAP00000012421
ENSTGUP00000013810	ENSACAP00000009842
ENSTGUP00000009022	ENSACAP00000022428
ENSTGUP00000003606	ENSACAP00000018162
ENSTGUP00000000231	ENSACAP00000022196
ENSTGUP00000007071	ENSACAP00000017965
ENSTGUP00000014351	ENSACAP00000015139
ENSTGUP00000015611	ENSACAP00000021357
ENSTGUP00000018108	ENSACAP00000018699
ENSTGUP00000015014	ENSACAP00000020864
ENSTGUP00000017902	ENSACAP00000017969
ENSTGUP00000008845	ENSACAP00000008829
ENSTGUP00000009492	ENSACAP00000021175
ENSTGUP00000015781	ENSACAP00000012110
ENSTGUP00000007859	ENSACAP00000009643
ENSTGUP00000003719	ENSACAP00000019239
ENSTGUP00000009989	ENSACAP00000020396
ENSTGUP00000005430	ENSACAP00000003313
ENSTGUP00000009585	ENSACAP00000008738
ENSTGUP00000001550	ENSACAP00000016923
ENSTGUP00000012439	ENSACAP00000015863
ENSTGUP00000004751	ENSACAP00000004127
ENSTGUP00000009095	ENSACAP00000006782
ENSTGUP00000009099	ENSACAP00000006788
ENSTGUP00000012397	ENSACAP00000015641
ENSTGUP00000005439	ENSACAP00000005671
ENSTGUP00000006857	ENSACAP00000005797
ENSTGUP00000010362	ENSACAP00000007052
ENSTGUP00000012599	ENSACAP00000016738
ENSTGUP00000005749	ENSACAP00000012729
ENSTGUP00000006952	ENSACAP00000007246
ENSTGUP00000001225	ENSACAP00000005189
ENSTGUP00000012797	ENSACAP00000014538
ENSTGUP00000008719	ENSACAP00000015678
ENSTGUP00000002030	ENSACAP00000007758
ENSTGUP00000011914	ENSACAP00000003012
ENSTGUP00000000991	ENSACAP00000017557
ENSTGUP00000012438	ENSACAP00000020030
ENSTGUP00000006697	ENSACAP00000012639
ENSTGUP00000001344	ENSACAP00000001087
ENSTGUP00000005169	ENSACAP00000002981
ENSTGUP00000000471	ENSACAP00000016247
ENSTGUP00000001774	ENSACAP00000012089
ENSTGUP00000017787	ENSACAP00000012587
ENSTGUP00000007164	ENSACAP00000004501
ENSTGUP00000000190	ENSACAP00000001380
ENSTGUP00000005471	ENSACAP00000005779
ENSTGUP00000009734	ENSACAP00000009222
ENSTGUP00000017751	ENSACAP00000007721
ENSTGUP00000000894	ENSACAP00000012842
ENSTGUP00000017717	ENSACAP00000018786
ENSTGUP00000006574	ENSACAP00000017500
ENSTGUP00000007523	ENSACAP00000002815
ENSTGUP00000013587	ENSACAP00000001219
ENSTGUP00000000386	ENSACAP00000006347
ENSTGUP00000012440	ENSACAP00000012192
ENSTGUP00000002937	ENSACAP00000015551
ENSTGUP00000006577	ENSACAP00000003627
ENSTGUP00000005690	ENSACAP00000006269
ENSTGUP00000012893	ENSACAP00000000874
ENSTGUP00000010334	ENSACAP00000009453
ENSTGUP00000000929	ENSACAP00000001126
ENSTGUP00000005694	ENSACAP00000006250
ENSTGUP00000012897	ENSACAP00000001700
ENSTGUP00000009325	ENSACAP00000007161
ENSTGUP00000013428	ENSACAP00000000124
ENSTGUP00000005620	ENSACAP00000003002
ENSTGUP00000012488	ENSACAP00000008991
ENSTGUP00000009001	ENSACAP00000016579
ENSTGUP00000008965	ENSACAP00000016793
ENSTGUP00000015987	ENSACAP00000000554
ENSTGUP00000006656	ENSACAP00000002757
ENSTGUP00000004628	ENSACAP00000011158
ENSTGUP00000010771	ENSACAP00000008913
ENSTGUP00000004615	ENSACAP00000011090
ENSTGUP00000001343	ENSACAP00000005090
ENSTGUP00000006248	ENSACAP00000013655
ENSTGUP00000016230	ENSACAP00000015488
ENSTGUP00000012509	ENSACAP00000009201
ENSTGUP00000001485	ENSACAP00000015496
ENSTGUP00000002231	ENSACAP00000012274
ENSTGUP00000010466	ENSACAP00000005043
ENSTGUP00000000931	ENSACAP00000001050
ENSTGUP00000010380	ENSACAP00000009583
ENSTGUP00000004944	ENSACAP00000014030
ENSTGUP00000013301	ENSACAP00000002633
ENSTGUP00000011664	ENSACAP00000002971
ENSTGUP00000005786	ENSACAP00000017399
ENSTGUP00000009351	ENSACAP00000012064
ENSTGUP00000004157	ENSACAP00000001924
ENSTGUP00000001924	ENSACAP00000023331
ENSTGUP00000005339	ENSACAP00000015499
ENSTGUP00000009873	ENSACAP00000003003
ENSTGUP00000009320	ENSACAP00000011744
ENSTGUP00000004795	ENSACAP00000004571
ENSTGUP00000015319	ENSACAP00000004495
ENSTGUP00000006471	ENSACAP00000013810
ENSTGUP00000004402	ENSACAP00000017991
ENSTGUP00000001291	ENSACAP00000005771
ENSTGUP00000007627	ENSACAP00000014248
ENSTGUP00000013444	ENSACAP00000008341
ENSTGUP00000008603	ENSACAP00000001866
ENSTGUP00000013026	ENSACAP00000012769
ENSTGUP00000012473	ENSACAP00000016062
ENSTGUP00000005287	ENSACAP00000013458
ENSTGUP00000007398	ENSACAP00000005586
ENSTGUP00000006720	ENSACAP00000006950
ENSTGUP00000004901	ENSACAP00000015450
ENSTGUP00000006391	ENSACAP00000003422
ENSTGUP00000004574	ENSACAP00000006129
ENSTGUP00000002498	ENSACAP00000000467
ENSTGUP00000002459	ENSACAP00000013451
ENSTGUP00000012835	ENSACAP00000004788
ENSTGUP00000012478	ENSACAP00000012638
ENSTGUP00000015139	ENSACAP00000008860
ENSTGUP00000002158	ENSACAP00000016216
ENSTGUP00000002574	ENSACAP00000002260
ENSTGUP00000013402	ENSACAP00000021700
ENSTGUP00000010919	ENSACAP00000003593
ENSTGUP00000006475	ENSACAP00000019438
ENSTGUP00000005221	ENSACAP00000019737
ENSTGUP00000002109	ENSACAP00000005038
ENSTGUP00000004494	ENSACAP00000001251
ENSTGUP00000004036	ENSACAP00000003900
ENSTGUP00000013368	ENSACAP00000006356
ENSTGUP00000011303	ENSACAP00000015732
ENSTGUP00000001901	ENSACAP00000011751
ENSTGUP00000004132	ENSACAP00000007534
ENSTGUP00000004255	ENSACAP00000008205
ENSTGUP00000007991	ENSACAP00000009989
ENSTGUP00000008814	ENSACAP00000013999
ENSTGUP00000012901	ENSACAP00000010472
ENSTGUP00000007377	ENSACAP00000007882
ENSTGUP00000008272	ENSACAP00000004077
ENSTGUP00000005510	ENSACAP00000016732
ENSTGUP00000013040	ENSACAP00000010864
ENSTGUP00000013455	ENSACAP00000011065
ENSTGUP00000009835	ENSACAP00000010166
ENSTGUP00000002458	ENSACAP00000013268
ENSTGUP00000001892	ENSACAP00000014200
ENSTGUP00000001397	ENSACAP00000017258
ENSTGUP00000008863	ENSACAP00000004410
ENSTGUP00000005282	ENSACAP00000011766
ENSTGUP00000012437	ENSACAP00000016286
ENSTGUP00000001312	ENSACAP00000002571
ENSTGUP00000006825	ENSACAP00000011887
ENSTGUP00000003686	ENSACAP00000022600
ENSTGUP00000006426	ENSACAP00000005336
ENSTGUP00000000727	ENSACAP00000004158
ENSTGUP00000006402	ENSACAP00000020028
ENSTGUP00000017135	ENSACAP00000007675
ENSTGUP00000000623	ENSACAP00000013913
ENSTGUP00000012514	ENSACAP00000012259
ENSTGUP00000008307	ENSACAP00000006759
ENSTGUP00000010301	ENSACAP00000001408
ENSTGUP00000011817	ENSACAP00000005171
ENSTGUP00000004801	ENSACAP00000007138
ENSTGUP00000007519	ENSACAP00000002579
ENSTGUP00000008776	ENSACAP00000002227
ENSTGUP00000003216	ENSACAP00000007574
ENSTGUP00000017618	ENSACAP00000004874
ENSTGUP00000017620	ENSACAP00000004866
ENSTGUP00000017303	ENSACAP00000007033
ENSTGUP00000017249	ENSACAP00000008270
ENSTGUP00000011348	ENSACAP00000017694
ENSTGUP00000011526	ENSACAP00000005414
ENSTGUP00000013638	ENSACAP00000007284
ENSTGUP00000007088	ENSACAP00000009324
ENSTGUP00000010755	ENSACAP00000008010
ENSTGUP00000013585	ENSACAP00000008173
ENSTGUP00000012719	ENSACAP00000003509
ENSTGUP00000017527	ENSACAP00000014651
ENSTGUP00000013891	ENSACAP00000001694
ENSTGUP00000004876	ENSACAP00000012766
ENSTGUP00000007981	ENSACAP00000005184
ENSTGUP00000005474	ENSACAP00000004816
ENSTGUP00000011429	ENSACAP00000007548
ENSTGUP00000008860	ENSACAP00000004479
ENSTGUP00000007371	ENSACAP00000014976
ENSTGUP00000014612	ENSACAP00000016274
ENSTGUP00000004280	ENSACAP00000021397
ENSTGUP00000002193	ENSACAP00000003914
ENSTGUP00000004281	ENSACAP00000021621
ENSTGUP00000011200	ENSACAP00000007290
ENSTGUP00000001615	ENSACAP00000015668
ENSTGUP00000006007	ENSACAP00000013000
ENSTGUP00000013740	ENSACAP00000007634
ENSTGUP00000000534	ENSACAP00000004907
ENSTGUP00000013590	ENSACAP00000013537
ENSTGUP00000000709	ENSACAP00000001951
ENSTGUP00000011264	ENSACAP00000004900
ENSTGUP00000008051	ENSACAP00000011362
ENSTGUP00000011335	ENSACAP00000014655
ENSTGUP00000004722	ENSACAP00000006982
ENSTGUP00000017729	ENSACAP00000003051
ENSTGUP00000005518	ENSACAP00000015755
ENSTGUP00000002005	ENSACAP00000012424
ENSTGUP00000009258	ENSACAP00000014539
ENSTGUP00000012307	ENSACAP00000003936
ENSTGUP00000010306	ENSACAP00000014876
ENSTGUP00000013176	ENSACAP00000013259
ENSTGUP00000017775	ENSACAP00000013947
ENSTGUP00000004293	ENSACAP00000006923
ENSTGUP00000006627	ENSACAP00000007305
ENSTGUP00000009414	ENSACAP00000004747
ENSTGUP00000009407	ENSACAP00000004782
ENSTGUP00000013938	ENSACAP00000002023
ENSTGUP00000010363	ENSACAP00000001648
ENSTGUP00000017771	ENSACAP00000013579
ENSTGUP00000010057	ENSACAP00000015244
ENSTGUP00000013560	ENSACAP00000009168
ENSTGUP00000007379	ENSACAP00000007017
ENSTGUP00000000982	ENSACAP00000003344
ENSTGUP00000012272	ENSACAP00000002029
ENSTGUP00000009564	ENSACAP00000009764
ENSTGUP00000008424	ENSACAP00000021826
ENSTGUP00000008037	ENSACAP00000017210
ENSTGUP00000003992	ENSACAP00000001490
ENSTGUP00000014154	ENSACAP00000002380
ENSTGUP00000012160	ENSACAP00000004720
ENSTGUP00000001790	ENSACAP00000022004
ENSTGUP00000003445	ENSACAP00000011193
ENSTGUP00000005503	ENSACAP00000015648
ENSTGUP00000017389	ENSACAP00000013307
ENSTGUP00000000987	ENSACAP00000003240
ENSTGUP00000009262	ENSACAP00000012155
ENSTGUP00000006913	ENSACAP00000011118
ENSTGUP00000000055	ENSACAP00000017712
ENSTGUP00000006626	ENSACAP00000021962
ENSTGUP00000007574	ENSACAP00000000877
ENSTGUP00000013438	ENSACAP00000002620
ENSTGUP00000007839	ENSACAP00000005522
ENSTGUP00000012996	ENSACAP00000004853
ENSTGUP00000004618	ENSACAP00000011640
ENSTGUP00000001192	ENSACAP00000008307
ENSTGUP00000008294	ENSACAP00000016665
ENSTGUP00000006569	ENSACAP00000002922
ENSTGUP00000007494	ENSACAP00000014034
ENSTGUP00000006456	ENSACAP00000002534
ENSTGUP00000012734	ENSACAP00000017339
ENSTGUP00000003017	ENSACAP00000011775
ENSTGUP00000011644	ENSACAP00000004224
ENSTGUP00000005703	ENSACAP00000002595
ENSTGUP00000014817	ENSACAP00000007172
ENSTGUP00000000402	ENSACAP00000005163
ENSTGUP00000005284	ENSACAP00000004807
ENSTGUP00000006365	ENSACAP00000004807
ENSTGUP00000010341	ENSACAP00000010968
ENSTGUP00000003844	ENSACAP00000000602
ENSTGUP00000000583	ENSACAP00000015905
ENSTGUP00000000497	ENSACAP00000004799
ENSTGUP00000010822	ENSACAP00000009072
ENSTGUP00000003249	ENSACAP00000007684
ENSTGUP00000002639	ENSACAP00000017677
ENSTGUP00000010260	ENSACAP00000010822
ENSTGUP00000000345	ENSACAP00000014746
ENSTGUP00000000718	ENSACAP00000010981
ENSTGUP00000005857	ENSACAP00000005059
ENSTGUP00000001689	ENSACAP00000014423
ENSTGUP00000008626	ENSACAP00000015892
ENSTGUP00000008628	ENSACAP00000015883
ENSTGUP00000001696	ENSACAP00000014450
ENSTGUP00000012321	ENSACAP00000012195
ENSTGUP00000007631	ENSACAP00000019963
ENSTGUP00000004898	ENSACAP00000016682
ENSTGUP00000017671	ENSACAP00000012000
ENSTGUP00000010488	ENSACAP00000008523
ENSTGUP00000005101	ENSACAP00000011762
ENSTGUP00000012372	ENSACAP00000011520
ENSTGUP00000006771	ENSACAP00000008770
ENSTGUP00000011433	ENSACAP00000017713
ENSTGUP00000013694	ENSACAP00000011257
ENSTGUP00000005956	ENSACAP00000003083
ENSTGUP00000001506	ENSACAP00000003395
ENSTGUP00000000832	ENSACAP00000000505
ENSTGUP00000007310	ENSACAP00000000514
ENSTGUP00000009064	ENSACAP00000006642
ENSTGUP00000008528	ENSACAP00000014564
ENSTGUP00000008324	ENSACAP00000011710
ENSTGUP00000006225	ENSACAP00000006699
ENSTGUP00000011106	ENSACAP00000017605
ENSTGUP00000013234	ENSACAP00000008221
ENSTGUP00000012672	ENSACAP00000002080
ENSTGUP00000007488	ENSACAP00000007241
ENSTGUP00000000017	ENSACAP00000020694
ENSTGUP00000007665	ENSACAP00000016448
ENSTGUP00000013061	ENSACAP00000002343
ENSTGUP00000016894	ENSACAP00000015961
ENSTGUP00000013306	ENSACAP00000004973
ENSTGUP00000006460	ENSACAP00000012681
ENSTGUP00000005841	ENSACAP00000005100
ENSTGUP00000007016	ENSACAP00000008918
ENSTGUP00000009828	ENSACAP00000009034
ENSTGUP00000008492	ENSACAP00000007386
ENSTGUP00000005577	ENSACAP00000016031
ENSTGUP00000013584	ENSACAP00000001604
ENSTGUP00000002133	ENSACAP00000006255
ENSTGUP00000007333	ENSACAP00000010635
ENSTGUP00000010319	ENSACAP00000015378
ENSTGUP00000007692	ENSACAP00000023485
ENSTGUP00000017677	ENSACAP00000012832
ENSTGUP00000010272	ENSACAP00000001308
ENSTGUP00000013529	ENSACAP00000011037
ENSTGUP00000007183	ENSACAP00000009748
ENSTGUP00000012316	ENSACAP00000012242
ENSTGUP00000013839	ENSACAP00000010750
ENSTGUP00000017516	ENSACAP00000014660
ENSTGUP00000011799	ENSACAP00000003101
ENSTGUP00000005615	ENSACAP00000002352
ENSTGUP00000010663	ENSACAP00000001850
ENSTGUP00000000392	ENSACAP00000001911
ENSTGUP00000007058	ENSACAP00000005944
ENSTGUP00000010987	ENSACAP00000015826
ENSTGUP00000018261	ENSACAP00000022178
ENSTGUP00000013458	ENSACAP00000017274
ENSTGUP00000000479	ENSACAP00000001833
ENSTGUP00000013035	ENSACAP00000020909
ENSTGUP00000007454	ENSACAP00000009488
ENSTGUP00000008252	ENSACAP00000009170
ENSTGUP00000016034	ENSACAP00000017838
ENSTGUP00000000356	ENSACAP00000016697
ENSTGUP00000006142	ENSACAP00000015047
ENSTGUP00000007528	ENSACAP00000015080
ENSTGUP00000002203	ENSACAP00000016139
ENSTGUP00000000236	ENSACAP00000005559
ENSTGUP00000004216	ENSACAP00000015353
ENSTGUP00000007672	ENSACAP00000005723
ENSTGUP00000010266	ENSACAP00000010749
ENSTGUP00000009106	ENSACAP00000005260
ENSTGUP00000014649	ENSACAP00000006920
ENSTGUP00000001202	ENSACAP00000008451
ENSTGUP00000012260	ENSACAP00000003044
ENSTGUP00000002681	ENSACAP00000003698
ENSTGUP00000013169	ENSACAP00000013658
ENSTGUP00000002836	ENSACAP00000009637
ENSTGUP00000005617	ENSACAP00000007260
ENSTGUP00000008690	ENSACAP00000000639
ENSTGUP00000008704	ENSACAP00000000643
ENSTGUP00000006348	ENSACAP00000001439
ENSTGUP00000005555	ENSACAP00000015616
ENSTGUP00000000815	ENSACAP00000011838
ENSTGUP00000003854	ENSACAP00000000583
ENSTGUP00000010069	ENSACAP00000004002
ENSTGUP00000003507	ENSACAP00000011873
ENSTGUP00000009817	ENSACAP00000001730
ENSTGUP00000001448	ENSACAP00000012779
ENSTGUP00000000831	ENSACAP00000010469
ENSTGUP00000001993	ENSACAP00000012693
ENSTGUP00000006543	ENSACAP00000004396
ENSTGUP00000003934	ENSACAP00000009624
ENSTGUP00000000724	ENSACAP00000013131
ENSTGUP00000012515	ENSACAP00000005853
ENSTGUP00000005446	ENSACAP00000016570
ENSTGUP00000011955	ENSACAP00000013061
ENSTGUP00000010933	ENSACAP00000012023
ENSTGUP00000008644	ENSACAP00000012672
ENSTGUP00000006003	ENSACAP00000007838
ENSTGUP00000012804	ENSACAP00000000680
ENSTGUP00000002533	ENSACAP00000001965
ENSTGUP00000001235	ENSACAP00000004058
ENSTGUP00000010369	ENSACAP00000022602
ENSTGUP00000017797	ENSACAP00000013980
ENSTGUP00000008882	ENSACAP00000013399
ENSTGUP00000000940	ENSACAP00000016295
ENSTGUP00000012138	ENSACAP00000004586
ENSTGUP00000001834	ENSACAP00000015510
ENSTGUP00000013655	ENSACAP00000007352
ENSTGUP00000007736	ENSACAP00000005628
ENSTGUP00000002242	ENSACAP00000014356
ENSTGUP00000009408	ENSACAP00000000176
ENSTGUP00000010918	ENSACAP00000003746
ENSTGUP00000013632	ENSACAP00000009792
ENSTGUP00000002588	ENSACAP00000002423
ENSTGUP00000017763	ENSACAP00000007175
ENSTGUP00000005746	ENSACAP00000005085
ENSTGUP00000010534	ENSACAP00000020123
ENSTGUP00000003809	ENSACAP00000011248
ENSTGUP00000001446	ENSACAP00000010490
ENSTGUP00000010472	ENSACAP00000000690
ENSTGUP00000006605	ENSACAP00000018101
ENSTGUP00000010601	ENSACAP00000011945
ENSTGUP00000008416	ENSACAP00000006477
ENSTGUP00000012141	ENSACAP00000009986
ENSTGUP00000003315	ENSACAP00000000018
ENSTGUP00000007174	ENSACAP00000013702
ENSTGUP00000003309	ENSACAP00000001459
ENSTGUP00000013356	ENSACAP00000015887
ENSTGUP00000004244	ENSACAP00000007016
ENSTGUP00000000628	ENSACAP00000013675
ENSTGUP00000002416	ENSACAP00000011040
ENSTGUP00000003021	ENSACAP00000009856
ENSTGUP00000012106	ENSACAP00000017071
ENSTGUP00000008806	ENSACAP00000012622
ENSTGUP00000011374	ENSACAP00000017700
ENSTGUP00000007479	ENSACAP00000006295
ENSTGUP00000011549	ENSACAP00000002379
ENSTGUP00000013372	ENSACAP00000011142
ENSTGUP00000007053	ENSACAP00000005969
ENSTGUP00000010801	ENSACAP00000015004
ENSTGUP00000002966	ENSACAP00000008573
ENSTGUP00000007100	ENSACAP00000003876
ENSTGUP00000003792	ENSACAP00000002050
ENSTGUP00000012183	ENSACAP00000014380
ENSTGUP00000012383	ENSACAP00000015557
ENSTGUP00000001809	ENSACAP00000002011
ENSTGUP00000008559	ENSACAP00000009631
ENSTGUP00000002877	ENSACAP00000017481
ENSTGUP00000009278	ENSACAP00000009073
ENSTGUP00000012510	ENSACAP00000016291
ENSTGUP00000006339	ENSACAP00000018709
ENSTGUP00000006893	ENSACAP00000012869
ENSTGUP00000010085	ENSACAP00000000889
ENSTGUP00000002286	ENSACAP00000005590
ENSTGUP00000010827	ENSACAP00000007465
ENSTGUP00000006678	ENSACAP00000010592
ENSTGUP00000004300	ENSACAP00000008079
ENSTGUP00000007771	ENSACAP00000001478
ENSTGUP00000011496	ENSACAP00000007163
ENSTGUP00000013932	ENSACAP00000013447
ENSTGUP00000013908	ENSACAP00000009425
ENSTGUP00000011579	ENSACAP00000020710
ENSTGUP00000017663	ENSACAP00000001099
ENSTGUP00000006004	ENSACAP00000008388
ENSTGUP00000010127	ENSACAP00000013930
ENSTGUP00000008071	ENSACAP00000010781
ENSTGUP00000003452	ENSACAP00000000603
ENSTGUP00000013187	ENSACAP00000013382
ENSTGUP00000004762	ENSACAP00000021533
ENSTGUP00000005744	ENSACAP00000002885
ENSTGUP00000011823	ENSACAP00000002172
ENSTGUP00000007449	ENSACAP00000006281
ENSTGUP00000005728	ENSACAP00000002657
ENSTGUP00000001964	ENSACAP00000007704
ENSTGUP00000008348	ENSACAP00000008996
ENSTGUP00000013701	ENSACAP00000010875
ENSTGUP00000001459	ENSACAP00000004364
ENSTGUP00000001337	ENSACAP00000012927
ENSTGUP00000017333	ENSACAP00000001513
ENSTGUP00000013292	ENSACAP00000004820
ENSTGUP00000001799	ENSACAP00000004547
ENSTGUP00000012652	ENSACAP00000004011
ENSTGUP00000005003	ENSACAP00000004916
ENSTGUP00000000789	ENSACAP00000008154
ENSTGUP00000007630	ENSACAP00000013915
ENSTGUP00000004738	ENSACAP00000006778
ENSTGUP00000009614	ENSACAP00000002212
ENSTGUP00000004461	ENSACAP00000006380
ENSTGUP00000010269	ENSACAP00000009984
ENSTGUP00000004545	ENSACAP00000013550
ENSTGUP00000012110	ENSACAP00000010467
ENSTGUP00000000813	ENSACAP00000001414
ENSTGUP00000003010	ENSACAP00000010103
ENSTGUP00000009203	ENSACAP00000007113
ENSTGUP00000009215	ENSACAP00000017636
ENSTGUP00000003008	ENSACAP00000020621
ENSTGUP00000009219	ENSACAP00000017633
ENSTGUP00000003007	ENSACAP00000007125
ENSTGUP00000003546	ENSACAP00000006259
ENSTGUP00000014681	ENSACAP00000010675
ENSTGUP00000009197	ENSACAP00000017639
ENSTGUP00000017241	ENSACAP00000010617
ENSTGUP00000003253	ENSACAP00000013429
ENSTGUP00000000418	ENSACAP00000005865
ENSTGUP00000005867	ENSACAP00000014246
ENSTGUP00000009794	ENSACAP00000003645
ENSTGUP00000007328	ENSACAP00000006725
ENSTGUP00000002947	ENSACAP00000009000
ENSTGUP00000010051	ENSACAP00000010255
ENSTGUP00000012679	ENSACAP00000001998
ENSTGUP00000001509	ENSACAP00000016775
ENSTGUP00000007863	ENSACAP00000005292
ENSTGUP00000008604	ENSACAP00000001361
ENSTGUP00000005292	ENSACAP00000017358
ENSTGUP00000010043	ENSACAP00000007240
ENSTGUP00000009995	ENSACAP00000003797
ENSTGUP00000004113	ENSACAP00000008059
ENSTGUP00000010335	ENSACAP00000011299
ENSTGUP00000004317	ENSACAP00000001630
ENSTGUP00000003256	ENSACAP00000016057
ENSTGUP00000012577	ENSACAP00000016619
ENSTGUP00000004503	ENSACAP00000014271
ENSTGUP00000007319	ENSACAP00000014639
ENSTGUP00000017268	ENSACAP00000013590
ENSTGUP00000006319	ENSACAP00000015559
ENSTGUP00000012424	ENSACAP00000016549
ENSTGUP00000012417	ENSACAP00000016541
ENSTGUP00000013533	ENSACAP00000000520
ENSTGUP00000010199	ENSACAP00000002282
ENSTGUP00000001382	ENSACAP00000007804
ENSTGUP00000006486	ENSACAP00000008379
ENSTGUP00000008609	ENSACAP00000001249
ENSTGUP00000011621	ENSACAP00000016416
ENSTGUP00000001093	ENSACAP00000017523
ENSTGUP00000012477	ENSACAP00000013549
ENSTGUP00000011511	ENSACAP00000007041
ENSTGUP00000004225	ENSACAP00000008135
ENSTGUP00000011053	ENSACAP00000018375
ENSTGUP00000013303	ENSACAP00000011583
ENSTGUP00000012762	ENSACAP00000013117
ENSTGUP00000012896	ENSACAP00000009602
ENSTGUP00000007676	ENSACAP00000009228
ENSTGUP00000005804	ENSACAP00000017391
ENSTGUP00000005692	ENSACAP00000007024
ENSTGUP00000011137	ENSACAP00000016238
ENSTGUP00000014011	ENSACAP00000007686
ENSTGUP00000004363	ENSACAP00000008053
ENSTGUP00000005033	ENSACAP00000002829
ENSTGUP00000002010	ENSACAP00000008070
ENSTGUP00000001995	ENSACAP00000000345
ENSTGUP00000001989	ENSACAP00000016023
ENSTGUP00000001981	ENSACAP00000015886
ENSTGUP00000002041	ENSACAP00000011286
ENSTGUP00000006390	ENSACAP00000001168
ENSTGUP00000006385	ENSACAP00000017850
ENSTGUP00000004350	ENSACAP00000003643
ENSTGUP00000006395	ENSACAP00000021352
ENSTGUP00000010213	ENSACAP00000014960
ENSTGUP00000009652	ENSACAP00000014801
ENSTGUP00000007477	ENSACAP00000015688
ENSTGUP00000003019	ENSACAP00000015857
ENSTGUP00000009721	ENSACAP00000012848
ENSTGUP00000009676	ENSACAP00000012543
ENSTGUP00000010147	ENSACAP00000000694
ENSTGUP00000010650	ENSACAP00000013632
ENSTGUP00000001360	ENSACAP00000016424
ENSTGUP00000013233	ENSACAP00000016421
ENSTGUP00000000568	ENSACAP00000011994
ENSTGUP00000011208	ENSACAP00000008223
ENSTGUP00000000346	ENSACAP00000014728
ENSTGUP00000010218	ENSACAP00000010669
ENSTGUP00000008822	ENSACAP00000007589
ENSTGUP00000011952	ENSACAP00000010365
ENSTGUP00000007027	ENSACAP00000006323
ENSTGUP00000001813	ENSACAP00000013901
ENSTGUP00000013865	ENSACAP00000006329
ENSTGUP00000007364	ENSACAP00000006696
ENSTGUP00000011612	ENSACAP00000016435
ENSTGUP00000005760	ENSACAP00000001451
ENSTGUP00000000737	ENSACAP00000011238
ENSTGUP00000006121	ENSACAP00000013275
ENSTGUP00000002782	ENSACAP00000002012
ENSTGUP00000009745	ENSACAP00000023452
ENSTGUP00000013084	ENSACAP00000004305
ENSTGUP00000006196	ENSACAP00000006727
ENSTGUP00000008299	ENSACAP00000011637
ENSTGUP00000006642	ENSACAP00000011877
ENSTGUP00000007207	ENSACAP00000011085
ENSTGUP00000000302	ENSACAP00000014978
ENSTGUP00000004965	ENSACAP00000002500
ENSTGUP00000010936	ENSACAP00000005829
ENSTGUP00000009785	ENSACAP00000009053
ENSTGUP00000002344	ENSACAP00000010532
ENSTGUP00000003957	ENSACAP00000014780
ENSTGUP00000002820	ENSACAP00000001824
ENSTGUP00000013241	ENSACAP00000022168
ENSTGUP00000000162	ENSACAP00000001525
ENSTGUP00000000816	ENSACAP00000000907
ENSTGUP00000012362	ENSACAP00000015761
ENSTGUP00000012197	ENSACAP00000014596
ENSTGUP00000003200	ENSACAP00000019287
ENSTGUP00000013027	ENSACAP00000005138
ENSTGUP00000008944	ENSACAP00000007973
