ENSCAFP00000014731	ENSORLP00000017023
ENSCAFP00000001388	ENSORLP00000011158
ENSCAFP00000016420	ENSORLP00000005993
ENSCAFP00000038581	ENSORLP00000010793
ENSCAFP00000038581	ENSORLP00000010095
ENSCAFP00000005420	ENSORLP00000015114
ENSCAFP00000036961	ENSORLP00000003208
ENSCAFP00000034297	ENSORLP00000018476
ENSCAFP00000034297	ENSORLP00000009625
ENSCAFP00000016302	ENSORLP00000022435
ENSCAFP00000016306	ENSORLP00000022438
ENSCAFP00000014115	ENSORLP00000013996
ENSCAFP00000014115	ENSORLP00000011251
ENSCAFP00000025061	ENSORLP00000008192
ENSCAFP00000025061	ENSORLP00000011896
ENSCAFP00000021146	ENSORLP00000012895
ENSCAFP00000021146	ENSORLP00000008693
ENSCAFP00000039515	ENSORLP00000012783
ENSCAFP00000012112	ENSORLP00000016535
ENSCAFP00000005338	ENSORLP00000005034
ENSCAFP00000005338	ENSORLP00000016139
ENSCAFP00000012930	ENSORLP00000004178
ENSCAFP00000012930	ENSORLP00000005573
ENSCAFP00000004975	ENSORLP00000018120
ENSCAFP00000017493	ENSORLP00000009517
ENSCAFP00000021868	ENSORLP00000013286
ENSCAFP00000021868	ENSORLP00000018639
ENSCAFP00000027400	ENSORLP00000008175
ENSCAFP00000027400	ENSORLP00000010869
ENSCAFP00000037189	ENSORLP00000003758
ENSCAFP00000037189	ENSORLP00000010446
ENSCAFP00000025466	ENSORLP00000012926
ENSCAFP00000037233	ENSORLP00000012912
ENSCAFP00000008673	ENSORLP00000014030
ENSCAFP00000014683	ENSORLP00000010637
ENSCAFP00000004433	ENSORLP00000013026
ENSCAFP00000036063	ENSORLP00000020962
ENSCAFP00000037334	ENSORLP00000015749
ENSCAFP00000021398	ENSORLP00000019109
ENSCAFP00000022507	ENSORLP00000001523
ENSCAFP00000008396	ENSORLP00000012908
ENSCAFP00000008395	ENSORLP00000012964
ENSCAFP00000008247	ENSORLP00000004425
ENSCAFP00000039988	ENSORLP00000007398
ENSCAFP00000025169	ENSORLP00000007878
ENSCAFP00000026178	ENSORLP00000018562
ENSCAFP00000013573	ENSORLP00000009174
ENSCAFP00000018167	ENSORLP00000011554
ENSCAFP00000026494	ENSORLP00000006130
ENSCAFP00000026494	ENSORLP00000018026
ENSCAFP00000028300	ENSORLP00000021787
ENSCAFP00000014726	ENSORLP00000000276
ENSCAFP00000002868	ENSORLP00000003479
ENSCAFP00000002850	ENSORLP00000003427
ENSCAFP00000026084	ENSORLP00000001032
ENSCAFP00000039258	ENSORLP00000022386
ENSCAFP00000039258	ENSORLP00000018473
ENSCAFP00000013421	ENSORLP00000008048
ENSCAFP00000013421	ENSORLP00000002919
ENSCAFP00000025409	ENSORLP00000023690
ENSCAFP00000025409	ENSORLP00000007227
ENSCAFP00000002776	ENSORLP00000022650
ENSCAFP00000012663	ENSORLP00000018599
ENSCAFP00000012663	ENSORLP00000025233
ENSCAFP00000026269	ENSORLP00000001065
ENSCAFP00000026269	ENSORLP00000012104
ENSCAFP00000017441	ENSORLP00000022309
ENSCAFP00000011700	ENSORLP00000025210
ENSCAFP00000026303	ENSORLP00000014361
ENSCAFP00000041644	ENSORLP00000010422
ENSCAFP00000029179	ENSORLP00000007185
ENSCAFP00000020500	ENSORLP00000014838
ENSCAFP00000020500	ENSORLP00000007658
ENSCAFP00000003651	ENSORLP00000009373
ENSCAFP00000003651	ENSORLP00000023799
ENSCAFP00000023753	ENSORLP00000007968
ENSCAFP00000022091	ENSORLP00000014509
ENSCAFP00000025674	ENSORLP00000025808
ENSCAFP00000010732	ENSORLP00000008836
ENSCAFP00000020366	ENSORLP00000020837
ENSCAFP00000016716	ENSORLP00000010975
ENSCAFP00000027498	ENSORLP00000014282
ENSCAFP00000010370	ENSORLP00000008688
ENSCAFP00000018310	ENSORLP00000003081
ENSCAFP00000007600	ENSORLP00000025392
ENSCAFP00000007600	ENSORLP00000014200
ENSCAFP00000040673	ENSORLP00000025240
ENSCAFP00000040673	ENSORLP00000022325
ENSCAFP00000030641	ENSORLP00000009610
ENSCAFP00000030641	ENSORLP00000015574
ENSCAFP00000041961	ENSORLP00000003262
ENSCAFP00000009573	ENSORLP00000012852
ENSCAFP00000009573	ENSORLP00000022425
ENSCAFP00000006013	ENSORLP00000022525
ENSCAFP00000032995	ENSORLP00000003889
ENSCAFP00000032995	ENSORLP00000011567
ENSCAFP00000037264	ENSORLP00000006214
ENSCAFP00000037264	ENSORLP00000008857
ENSCAFP00000001018	ENSORLP00000008663
ENSCAFP00000015117	ENSORLP00000023959
ENSCAFP00000042136	ENSORLP00000001044
ENSCAFP00000002762	ENSORLP00000022657
ENSCAFP00000028267	ENSORLP00000013039
ENSCAFP00000002767	ENSORLP00000011899
ENSCAFP00000025386	ENSORLP00000023654
ENSCAFP00000025398	ENSORLP00000023667
ENSCAFP00000033560	ENSORLP00000011834
ENSCAFP00000013217	ENSORLP00000025367
ENSCAFP00000016050	ENSORLP00000023196
ENSCAFP00000017993	ENSORLP00000021438
ENSCAFP00000028256	ENSORLP00000013246
ENSCAFP00000028256	ENSORLP00000013029
ENSCAFP00000021649	ENSORLP00000004861
ENSCAFP00000016954	ENSORLP00000025514
ENSCAFP00000025247	ENSORLP00000011452
ENSCAFP00000025247	ENSORLP00000020759
ENSCAFP00000021334	ENSORLP00000013322
ENSCAFP00000023305	ENSORLP00000022554
ENSCAFP00000023305	ENSORLP00000022182
ENSCAFP00000013553	ENSORLP00000020881
ENSCAFP00000013553	ENSORLP00000000058
ENSCAFP00000010883	ENSORLP00000019478
ENSCAFP00000010883	ENSORLP00000019138
ENSCAFP00000005906	ENSORLP00000003304
ENSCAFP00000024499	ENSORLP00000011941
ENSCAFP00000024499	ENSORLP00000010323
ENSCAFP00000022343	ENSORLP00000007326
ENSCAFP00000021140	ENSORLP00000014478
ENSCAFP00000024468	ENSORLP00000008481
ENSCAFP00000000658	ENSORLP00000016175
ENSCAFP00000019449	ENSORLP00000018947
ENSCAFP00000019449	ENSORLP00000013617
ENSCAFP00000027493	ENSORLP00000012786
ENSCAFP00000024305	ENSORLP00000020338
ENSCAFP00000016839	ENSORLP00000023354
ENSCAFP00000016839	ENSORLP00000018307
ENSCAFP00000020903	ENSORLP00000013363
ENSCAFP00000021616	ENSORLP00000017711
ENSCAFP00000006951	ENSORLP00000010458
ENSCAFP00000024419	ENSORLP00000002048
ENSCAFP00000000074	ENSORLP00000006168
ENSCAFP00000025006	ENSORLP00000005279
ENSCAFP00000025770	ENSORLP00000002247
ENSCAFP00000025770	ENSORLP00000023573
ENSCAFP00000016696	ENSORLP00000012855
ENSCAFP00000027208	ENSORLP00000002399
ENSCAFP00000025772	ENSORLP00000003838
ENSCAFP00000025772	ENSORLP00000011408
ENSCAFP00000019389	ENSORLP00000022625
ENSCAFP00000040583	ENSORLP00000002968
ENSCAFP00000013751	ENSORLP00000007840
ENSCAFP00000004848	ENSORLP00000019441
ENSCAFP00000041450	ENSORLP00000007127
ENSCAFP00000027792	ENSORLP00000004321
ENSCAFP00000018690	ENSORLP00000002993
ENSCAFP00000018235	ENSORLP00000010386
ENSCAFP00000018235	ENSORLP00000005628
ENSCAFP00000008108	ENSORLP00000016826
ENSCAFP00000009991	ENSORLP00000001215
ENSCAFP00000018308	ENSORLP00000024363
ENSCAFP00000018308	ENSORLP00000014568
ENSCAFP00000011341	ENSORLP00000008706
ENSCAFP00000011341	ENSORLP00000023854
ENSCAFP00000016109	ENSORLP00000009314
ENSCAFP00000016109	ENSORLP00000013457
ENSCAFP00000028976	ENSORLP00000015880
ENSCAFP00000028976	ENSORLP00000010812
ENSCAFP00000001896	ENSORLP00000013388
ENSCAFP00000023378	ENSORLP00000021248
ENSCAFP00000023378	ENSORLP00000018227
ENSCAFP00000012596	ENSORLP00000004220
ENSCAFP00000012596	ENSORLP00000003230
ENSCAFP00000016146	ENSORLP00000017938
ENSCAFP00000043222	ENSORLP00000010602
ENSCAFP00000016154	ENSORLP00000009451
ENSCAFP00000020469	ENSORLP00000009423
ENSCAFP00000015904	ENSORLP00000011570
ENSCAFP00000014669	ENSORLP00000006604
ENSCAFP00000032974	ENSORLP00000022333
ENSCAFP00000032974	ENSORLP00000021109
ENSCAFP00000004995	ENSORLP00000020136
ENSCAFP00000004995	ENSORLP00000013517
ENSCAFP00000032854	ENSORLP00000005724
ENSCAFP00000016319	ENSORLP00000004677
ENSCAFP00000016615	ENSORLP00000025575
ENSCAFP00000013492	ENSORLP00000002981
ENSCAFP00000021901	ENSORLP00000005500
ENSCAFP00000024112	ENSORLP00000018820
ENSCAFP00000024112	ENSORLP00000008434
ENSCAFP00000003450	ENSORLP00000005327
ENSCAFP00000003450	ENSORLP00000006036
ENSCAFP00000030168	ENSORLP00000008147
ENSCAFP00000016093	ENSORLP00000002197
ENSCAFP00000016093	ENSORLP00000002147
ENSCAFP00000000416	ENSORLP00000011742
ENSCAFP00000011004	ENSORLP00000010277
ENSCAFP00000012269	ENSORLP00000003159
ENSCAFP00000031505	ENSORLP00000022276
ENSCAFP00000001151	ENSORLP00000014230
ENSCAFP00000011712	ENSORLP00000006480
ENSCAFP00000024683	ENSORLP00000012384
ENSCAFP00000008036	ENSORLP00000008405
ENSCAFP00000019377	ENSORLP00000021833
ENSCAFP00000019377	ENSORLP00000018072
ENSCAFP00000033861	ENSORLP00000005213
ENSCAFP00000019767	ENSORLP00000013970
ENSCAFP00000024529	ENSORLP00000011854
ENSCAFP00000005842	ENSORLP00000012350
ENSCAFP00000010290	ENSORLP00000006485
ENSCAFP00000010290	ENSORLP00000016089
ENSCAFP00000004664	ENSORLP00000022458
ENSCAFP00000020807	ENSORLP00000015527
ENSCAFP00000020807	ENSORLP00000023580
ENSCAFP00000013128	ENSORLP00000007510
ENSCAFP00000013128	ENSORLP00000022158
ENSCAFP00000011799	ENSORLP00000003680
ENSCAFP00000012558	ENSORLP00000019295
ENSCAFP00000012558	ENSORLP00000019563
ENSCAFP00000016472	ENSORLP00000015212
ENSCAFP00000016472	ENSORLP00000009176
ENSCAFP00000028515	ENSORLP00000008275
ENSCAFP00000039467	ENSORLP00000000707
ENSCAFP00000003038	ENSORLP00000024620
ENSCAFP00000024312	ENSORLP00000022507
ENSCAFP00000024307	ENSORLP00000017514
ENSCAFP00000010012	ENSORLP00000010960
ENSCAFP00000003064	ENSORLP00000000727
ENSCAFP00000000712	ENSORLP00000008282
ENSCAFP00000011628	ENSORLP00000009536
ENSCAFP00000009346	ENSORLP00000004577
ENSCAFP00000009346	ENSORLP00000004902
ENSCAFP00000026845	ENSORLP00000016108
ENSCAFP00000022369	ENSORLP00000013394
ENSCAFP00000022369	ENSORLP00000005224
ENSCAFP00000016269	ENSORLP00000017929
ENSCAFP00000016269	ENSORLP00000004377
ENSCAFP00000030160	ENSORLP00000016030
ENSCAFP00000038945	ENSORLP00000014507
ENSCAFP00000017531	ENSORLP00000020316
ENSCAFP00000017531	ENSORLP00000012876
ENSCAFP00000037739	ENSORLP00000014400
ENSCAFP00000012582	ENSORLP00000011110
ENSCAFP00000029680	ENSORLP00000012951
ENSCAFP00000016307	ENSORLP00000025570
ENSCAFP00000003829	ENSORLP00000009428
ENSCAFP00000043023	ENSORLP00000012572
ENSCAFP00000001510	ENSORLP00000015436
ENSCAFP00000010352	ENSORLP00000025466
ENSCAFP00000013032	ENSORLP00000005474
ENSCAFP00000005029	ENSORLP00000018197
ENSCAFP00000008192	ENSORLP00000012641
ENSCAFP00000016281	ENSORLP00000010080
ENSCAFP00000030204	ENSORLP00000023187
ENSCAFP00000013057	ENSORLP00000020764
ENSCAFP00000013057	ENSORLP00000004901
ENSCAFP00000002760	ENSORLP00000003647
ENSCAFP00000014767	ENSORLP00000000284
ENSCAFP00000027471	ENSORLP00000004715
ENSCAFP00000028038	ENSORLP00000002014
ENSCAFP00000028038	ENSORLP00000002529
ENSCAFP00000017368	ENSORLP00000000060
ENSCAFP00000014790	ENSORLP00000007355
ENSCAFP00000014790	ENSORLP00000007817
ENSCAFP00000013798	ENSORLP00000016875
ENSCAFP00000009748	ENSORLP00000007382
ENSCAFP00000022703	ENSORLP00000011107
ENSCAFP00000022703	ENSORLP00000010946
ENSCAFP00000018979	ENSORLP00000025733
ENSCAFP00000010116	ENSORLP00000011028
ENSCAFP00000003006	ENSORLP00000000605
ENSCAFP00000020395	ENSORLP00000025377
ENSCAFP00000002165	ENSORLP00000005372
ENSCAFP00000035257	ENSORLP00000006693
ENSCAFP00000036438	ENSORLP00000022628
ENSCAFP00000005258	ENSORLP00000016081
ENSCAFP00000039580	ENSORLP00000013228
ENSCAFP00000029392	ENSORLP00000007083
ENSCAFP00000018408	ENSORLP00000014867
ENSCAFP00000018408	ENSORLP00000017002
ENSCAFP00000026768	ENSORLP00000021380
ENSCAFP00000026768	ENSORLP00000000094
ENSCAFP00000035608	ENSORLP00000004207
ENSCAFP00000010411	ENSORLP00000005863
ENSCAFP00000022020	ENSORLP00000010514
ENSCAFP00000022020	ENSORLP00000006885
ENSCAFP00000027554	ENSORLP00000004873
ENSCAFP00000037722	ENSORLP00000022571
ENSCAFP00000037722	ENSORLP00000021325
ENSCAFP00000036940	ENSORLP00000022066
ENSCAFP00000019946	ENSORLP00000009337
ENSCAFP00000002612	ENSORLP00000024886
ENSCAFP00000016165	ENSORLP00000013627
ENSCAFP00000013069	ENSORLP00000009226
ENSCAFP00000009888	ENSORLP00000011329
ENSCAFP00000029305	ENSORLP00000007786
ENSCAFP00000008953	ENSORLP00000003317
ENSCAFP00000022090	ENSORLP00000016854
ENSCAFP00000017556	ENSORLP00000022546
ENSCAFP00000015170	ENSORLP00000016938
ENSCAFP00000042024	ENSORLP00000016983
ENSCAFP00000021366	ENSORLP00000014922
ENSCAFP00000003400	ENSORLP00000020799
ENSCAFP00000003719	ENSORLP00000011032
ENSCAFP00000008873	ENSORLP00000009178
ENSCAFP00000000164	ENSORLP00000018385
ENSCAFP00000000164	ENSORLP00000019332
ENSCAFP00000018833	ENSORLP00000006805
ENSCAFP00000017398	ENSORLP00000006307
ENSCAFP00000009960	ENSORLP00000014208
ENSCAFP00000013508	ENSORLP00000020876
ENSCAFP00000039334	ENSORLP00000003050
ENSCAFP00000015051	ENSORLP00000017050
ENSCAFP00000014417	ENSORLP00000017670
ENSCAFP00000015804	ENSORLP00000017360
ENSCAFP00000002016	ENSORLP00000018318
ENSCAFP00000002016	ENSORLP00000005092
ENSCAFP00000027352	ENSORLP00000010256
ENSCAFP00000027352	ENSORLP00000014409
ENSCAFP00000018358	ENSORLP00000018054
ENSCAFP00000001202	ENSORLP00000012525
ENSCAFP00000025598	ENSORLP00000010672
ENSCAFP00000015054	ENSORLP00000018907
ENSCAFP00000015054	ENSORLP00000016999
ENSCAFP00000014422	ENSORLP00000017837
ENSCAFP00000032858	ENSORLP00000017364
ENSCAFP00000036689	ENSORLP00000021390
ENSCAFP00000028723	ENSORLP00000011321
ENSCAFP00000016805	ENSORLP00000019719
ENSCAFP00000015096	ENSORLP00000016665
ENSCAFP00000015096	ENSORLP00000001594
ENSCAFP00000012876	ENSORLP00000004523
ENSCAFP00000001281	ENSORLP00000016179
ENSCAFP00000005827	ENSORLP00000005754
ENSCAFP00000021285	ENSORLP00000003483
ENSCAFP00000021285	ENSORLP00000006821
ENSCAFP00000018177	ENSORLP00000000022
ENSCAFP00000018177	ENSORLP00000010540
ENSCAFP00000024081	ENSORLP00000022660
ENSCAFP00000024081	ENSORLP00000014772
ENSCAFP00000021257	ENSORLP00000005421
ENSCAFP00000021257	ENSORLP00000023362
ENSCAFP00000021243	ENSORLP00000017137
ENSCAFP00000029029	ENSORLP00000012923
ENSCAFP00000023569	ENSORLP00000008601
ENSCAFP00000023569	ENSORLP00000024906
ENSCAFP00000027438	ENSORLP00000024515
ENSCAFP00000001572	ENSORLP00000022647
ENSCAFP00000021382	ENSORLP00000017641
ENSCAFP00000021511	ENSORLP00000015492
ENSCAFP00000017044	ENSORLP00000005892
ENSCAFP00000020492	ENSORLP00000013125
ENSCAFP00000023923	ENSORLP00000011683
ENSCAFP00000041083	ENSORLP00000012629
ENSCAFP00000010111	ENSORLP00000007492
ENSCAFP00000013671	ENSORLP00000015722
ENSCAFP00000007571	ENSORLP00000008671
ENSCAFP00000018020	ENSORLP00000013608
ENSCAFP00000005418	ENSORLP00000009283
ENSCAFP00000017258	ENSORLP00000010380
ENSCAFP00000005887	ENSORLP00000020682
ENSCAFP00000005887	ENSORLP00000016466
ENSCAFP00000006892	ENSORLP00000003565
ENSCAFP00000025704	ENSORLP00000004012
ENSCAFP00000025704	ENSORLP00000019104
ENSCAFP00000012675	ENSORLP00000004146
ENSCAFP00000005222	ENSORLP00000002700
ENSCAFP00000017081	ENSORLP00000001238
ENSCAFP00000022125	ENSORLP00000023454
ENSCAFP00000017120	ENSORLP00000002094
ENSCAFP00000036862	ENSORLP00000021261
ENSCAFP00000007234	ENSORLP00000000756
ENSCAFP00000006778	ENSORLP00000019395
ENSCAFP00000010857	ENSORLP00000012875
ENSCAFP00000036780	ENSORLP00000015920
ENSCAFP00000016238	ENSORLP00000010801
ENSCAFP00000014922	ENSORLP00000021262
ENSCAFP00000028093	ENSORLP00000002318
ENSCAFP00000024355	ENSORLP00000010348
ENSCAFP00000027075	ENSORLP00000009514
ENSCAFP00000027075	ENSORLP00000002727
ENSCAFP00000021425	ENSORLP00000024773
ENSCAFP00000016985	ENSORLP00000016427
ENSCAFP00000016985	ENSORLP00000009148
ENSCAFP00000016587	ENSORLP00000009189
ENSCAFP00000005381	ENSORLP00000015182
ENSCAFP00000020701	ENSORLP00000008336
ENSCAFP00000020507	ENSORLP00000019533
ENSCAFP00000011459	ENSORLP00000024189
ENSCAFP00000015180	ENSORLP00000021081
ENSCAFP00000015180	ENSORLP00000003504
ENSCAFP00000008402	ENSORLP00000021304
ENSCAFP00000008402	ENSORLP00000002969
ENSCAFP00000012777	ENSORLP00000020100
ENSCAFP00000012777	ENSORLP00000001529
ENSCAFP00000004359	ENSORLP00000024829
ENSCAFP00000004359	ENSORLP00000003833
ENSCAFP00000020983	ENSORLP00000006917
ENSCAFP00000020983	ENSORLP00000003182
ENSCAFP00000006927	ENSORLP00000015229
ENSCAFP00000006927	ENSORLP00000008672
ENSCAFP00000000460	ENSORLP00000017876
ENSCAFP00000000460	ENSORLP00000024869
ENSCAFP00000008349	ENSORLP00000013642
ENSCAFP00000008349	ENSORLP00000012377
ENSCAFP00000001300	ENSORLP00000003140
ENSCAFP00000001300	ENSORLP00000021171
ENSCAFP00000029003	ENSORLP00000004947
ENSCAFP00000028447	ENSORLP00000005292
ENSCAFP00000011028	ENSORLP00000002495
ENSCAFP00000022652	ENSORLP00000024726
ENSCAFP00000025107	ENSORLP00000002123
ENSCAFP00000036987	ENSORLP00000021394
ENSCAFP00000019634	ENSORLP00000020908
ENSCAFP00000036707	ENSORLP00000016672
ENSCAFP00000029999	ENSORLP00000020614
ENSCAFP00000016688	ENSORLP00000010999
ENSCAFP00000013426	ENSORLP00000002550
ENSCAFP00000018765	ENSORLP00000008409
ENSCAFP00000029157	ENSORLP00000021711
ENSCAFP00000042246	ENSORLP00000015476
ENSCAFP00000042246	ENSORLP00000009843
ENSCAFP00000030074	ENSORLP00000012486
ENSCAFP00000030256	ENSORLP00000004997
ENSCAFP00000013337	ENSORLP00000007445
ENSCAFP00000029292	ENSORLP00000007743
ENSCAFP00000023070	ENSORLP00000022955
ENSCAFP00000022540	ENSORLP00000004652
ENSCAFP00000022540	ENSORLP00000025727
ENSCAFP00000029266	ENSORLP00000010656
ENSCAFP00000029266	ENSORLP00000008061
ENSCAFP00000005716	ENSORLP00000008694
ENSCAFP00000005716	ENSORLP00000001968
ENSCAFP00000042120	ENSORLP00000010645
ENSCAFP00000042120	ENSORLP00000008055
ENSCAFP00000041422	ENSORLP00000018273
ENSCAFP00000036157	ENSORLP00000021515
ENSCAFP00000008408	ENSORLP00000015149
ENSCAFP00000014262	ENSORLP00000017318
ENSCAFP00000033127	ENSORLP00000024684
ENSCAFP00000009230	ENSORLP00000019171
ENSCAFP00000028297	ENSORLP00000010932
ENSCAFP00000025534	ENSORLP00000013784
ENSCAFP00000025534	ENSORLP00000019881
ENSCAFP00000021716	ENSORLP00000003165
ENSCAFP00000021716	ENSORLP00000013541
ENSCAFP00000013913	ENSORLP00000023944
ENSCAFP00000013913	ENSORLP00000019665
ENSCAFP00000009219	ENSORLP00000019181
ENSCAFP00000009210	ENSORLP00000019190
ENSCAFP00000028295	ENSORLP00000017877
ENSCAFP00000012910	ENSORLP00000009794
ENSCAFP00000007631	ENSORLP00000021157
ENSCAFP00000025516	ENSORLP00000018415
ENSCAFP00000001579	ENSORLP00000003118
ENSCAFP00000013658	ENSORLP00000004378
ENSCAFP00000021453	ENSORLP00000016478
ENSCAFP00000023802	ENSORLP00000006878
ENSCAFP00000023800	ENSORLP00000003841
ENSCAFP00000001586	ENSORLP00000000268
ENSCAFP00000013009	ENSORLP00000009995
ENSCAFP00000028608	ENSORLP00000006955
ENSCAFP00000019632	ENSORLP00000009587
ENSCAFP00000026217	ENSORLP00000004762
ENSCAFP00000012688	ENSORLP00000020048
ENSCAFP00000023932	ENSORLP00000018800
ENSCAFP00000028075	ENSORLP00000001979
ENSCAFP00000001317	ENSORLP00000008217
ENSCAFP00000023971	ENSORLP00000020907
ENSCAFP00000005802	ENSORLP00000001963
ENSCAFP00000013241	ENSORLP00000024047
ENSCAFP00000029114	ENSORLP00000009413
ENSCAFP00000019781	ENSORLP00000009344
ENSCAFP00000023942	ENSORLP00000008435
ENSCAFP00000028484	ENSORLP00000020387
ENSCAFP00000028484	ENSORLP00000020063
ENSCAFP00000009326	ENSORLP00000025376
ENSCAFP00000008494	ENSORLP00000014151
ENSCAFP00000007121	ENSORLP00000021907
ENSCAFP00000005006	ENSORLP00000018982
ENSCAFP00000019558	ENSORLP00000018037
ENSCAFP00000036400	ENSORLP00000020778
ENSCAFP00000036400	ENSORLP00000019095
ENSCAFP00000029503	ENSORLP00000011875
ENSCAFP00000023730	ENSORLP00000011317
ENSCAFP00000007529	ENSORLP00000001568
ENSCAFP00000038348	ENSORLP00000013803
ENSCAFP00000023412	ENSORLP00000007165
ENSCAFP00000023412	ENSORLP00000005501
ENSCAFP00000005643	ENSORLP00000005941
ENSCAFP00000005643	ENSORLP00000002501
ENSCAFP00000019551	ENSORLP00000025823
ENSCAFP00000019551	ENSORLP00000006802
ENSCAFP00000013555	ENSORLP00000014794
ENSCAFP00000022424	ENSORLP00000016804
ENSCAFP00000018885	ENSORLP00000020495
ENSCAFP00000018885	ENSORLP00000004463
ENSCAFP00000017002	ENSORLP00000001898
ENSCAFP00000017002	ENSORLP00000002852
ENSCAFP00000012448	ENSORLP00000012418
ENSCAFP00000016500	ENSORLP00000002314
ENSCAFP00000008251	ENSORLP00000013655
ENSCAFP00000008251	ENSORLP00000009695
ENSCAFP00000002173	ENSORLP00000013594
ENSCAFP00000002173	ENSORLP00000001746
ENSCAFP00000023159	ENSORLP00000018419
ENSCAFP00000023844	ENSORLP00000018029
ENSCAFP00000023844	ENSORLP00000023259
ENSCAFP00000028309	ENSORLP00000009626
ENSCAFP00000000301	ENSORLP00000006227
ENSCAFP00000025753	ENSORLP00000022951
ENSCAFP00000003630	ENSORLP00000006709
ENSCAFP00000019236	ENSORLP00000014225
ENSCAFP00000008682	ENSORLP00000008684
ENSCAFP00000000179	ENSORLP00000007519
ENSCAFP00000012929	ENSORLP00000006490
ENSCAFP00000030034	ENSORLP00000018958
ENSCAFP00000022329	ENSORLP00000017106
ENSCAFP00000015710	ENSORLP00000019301
ENSCAFP00000024966	ENSORLP00000020857
ENSCAFP00000031506	ENSORLP00000006071
ENSCAFP00000043002	ENSORLP00000021275
ENSCAFP00000023004	ENSORLP00000003111
ENSCAFP00000037907	ENSORLP00000024072
ENSCAFP00000023056	ENSORLP00000010362
ENSCAFP00000043140	ENSORLP00000006492
ENSCAFP00000031317	ENSORLP00000019065
ENSCAFP00000041800	ENSORLP00000002649
ENSCAFP00000015386	ENSORLP00000017146
ENSCAFP00000029099	ENSORLP00000000682
ENSCAFP00000013299	ENSORLP00000005410
ENSCAFP00000019103	ENSORLP00000007880
ENSCAFP00000019103	ENSORLP00000011547
ENSCAFP00000028292	ENSORLP00000012080
ENSCAFP00000028292	ENSORLP00000006382
ENSCAFP00000004807	ENSORLP00000018090
ENSCAFP00000027583	ENSORLP00000001470
ENSCAFP00000025151	ENSORLP00000001906
ENSCAFP00000016528	ENSORLP00000014075
ENSCAFP00000016528	ENSORLP00000015628
ENSCAFP00000005102	ENSORLP00000010986
ENSCAFP00000029356	ENSORLP00000007582
ENSCAFP00000020136	ENSORLP00000012126
ENSCAFP00000013634	ENSORLP00000011103
ENSCAFP00000029355	ENSORLP00000007558
ENSCAFP00000015846	ENSORLP00000023702
ENSCAFP00000028446	ENSORLP00000007128
ENSCAFP00000014021	ENSORLP00000010369
ENSCAFP00000008132	ENSORLP00000022219
ENSCAFP00000025351	ENSORLP00000025690
ENSCAFP00000020301	ENSORLP00000017703
ENSCAFP00000020301	ENSORLP00000005737
ENSCAFP00000007499	ENSORLP00000022705
ENSCAFP00000033671	ENSORLP00000002927
ENSCAFP00000019241	ENSORLP00000017657
ENSCAFP00000000362	ENSORLP00000022142
ENSCAFP00000016996	ENSORLP00000020241
ENSCAFP00000029574	ENSORLP00000019789
ENSCAFP00000014170	ENSORLP00000024891
ENSCAFP00000000715	ENSORLP00000003496
ENSCAFP00000005187	ENSORLP00000015911
ENSCAFP00000002985	ENSORLP00000018702
ENSCAFP00000002985	ENSORLP00000018669
ENSCAFP00000017978	ENSORLP00000018689
ENSCAFP00000017978	ENSORLP00000009662
ENSCAFP00000030208	ENSORLP00000023205
ENSCAFP00000016048	ENSORLP00000011453
ENSCAFP00000016847	ENSORLP00000011959
ENSCAFP00000021779	ENSORLP00000020073
ENSCAFP00000000587	ENSORLP00000021696
ENSCAFP00000016800	ENSORLP00000019731
ENSCAFP00000008098	ENSORLP00000004246
ENSCAFP00000014403	ENSORLP00000006824
ENSCAFP00000006003	ENSORLP00000020125
ENSCAFP00000010754	ENSORLP00000015420
ENSCAFP00000010754	ENSORLP00000012217
ENSCAFP00000017745	ENSORLP00000024513
ENSCAFP00000024188	ENSORLP00000014855
ENSCAFP00000015829	ENSORLP00000022710
ENSCAFP00000015829	ENSORLP00000015525
ENSCAFP00000020396	ENSORLP00000010389
ENSCAFP00000018681	ENSORLP00000019680
ENSCAFP00000004428	ENSORLP00000008812
ENSCAFP00000015494	ENSORLP00000007684
ENSCAFP00000015494	ENSORLP00000002963
ENSCAFP00000014624	ENSORLP00000001389
ENSCAFP00000014624	ENSORLP00000010232
ENSCAFP00000021311	ENSORLP00000011370
ENSCAFP00000020961	ENSORLP00000014584
ENSCAFP00000008802	ENSORLP00000002478
ENSCAFP00000023157	ENSORLP00000010011
ENSCAFP00000000665	ENSORLP00000021747
ENSCAFP00000022762	ENSORLP00000018747
ENSCAFP00000014049	ENSORLP00000001609
ENSCAFP00000014049	ENSORLP00000008141
ENSCAFP00000000096	ENSORLP00000019088
ENSCAFP00000006062	ENSORLP00000002851
ENSCAFP00000006062	ENSORLP00000005443
ENSCAFP00000015964	ENSORLP00000022293
ENSCAFP00000020560	ENSORLP00000013097
ENSCAFP00000015115	ENSORLP00000024151
ENSCAFP00000024481	ENSORLP00000008976
ENSCAFP00000023345	ENSORLP00000004257
ENSCAFP00000022153	ENSORLP00000021202
ENSCAFP00000010713	ENSORLP00000002857
ENSCAFP00000006307	ENSORLP00000022070
ENSCAFP00000028037	ENSORLP00000016130
ENSCAFP00000011543	ENSORLP00000009408
ENSCAFP00000015232	ENSORLP00000010802
