ENSDARP00000122973	ENSACAP00000008923
ENSDARP00000105880	ENSACAP00000009664
ENSDARP00000127671	ENSACAP00000016758
ENSDARP00000108511	ENSACAP00000015641
ENSDARP00000113218	ENSACAP00000005671
ENSDARP00000109202	ENSACAP00000011417
ENSDARP00000124416	ENSACAP00000006247
ENSDARP00000122421	ENSACAP00000021429
ENSDARP00000094116	ENSACAP00000016738
ENSDARP00000103885	ENSACAP00000012729
ENSDARP00000103027	ENSACAP00000007246
ENSDARP00000058472	ENSACAP00000005189
ENSDARP00000007647	ENSACAP00000014538
ENSDARP00000088561	ENSACAP00000015678
ENSDARP00000027547	ENSACAP00000007758
ENSDARP00000071699	ENSACAP00000012860
ENSDARP00000126429	ENSACAP00000003012
ENSDARP00000053119	ENSACAP00000002565
ENSDARP00000079506	ENSACAP00000002565
ENSDARP00000112534	ENSACAP00000017209
ENSDARP00000108379	ENSACAP00000001087
ENSDARP00000053105	ENSACAP00000004049
ENSDARP00000062632	ENSACAP00000002981
ENSDARP00000109541	ENSACAP00000016247
ENSDARP00000069198	ENSACAP00000004501
ENSDARP00000003409	ENSACAP00000001380
ENSDARP00000074872	ENSACAP00000009222
ENSDARP00000061335	ENSACAP00000007721
ENSDARP00000075481	ENSACAP00000011541
ENSDARP00000053774	ENSACAP00000008084
ENSDARP00000008099	ENSACAP00000006347
ENSDARP00000028911	ENSACAP00000006347
ENSDARP00000066229	ENSACAP00000004128
ENSDARP00000071659	ENSACAP00000003439
ENSDARP00000089895	ENSACAP00000005504
ENSDARP00000024581	ENSACAP00000003784
ENSDARP00000013210	ENSACAP00000012192
ENSDARP00000107078	ENSACAP00000015551
ENSDARP00000056654	ENSACAP00000022882
ENSDARP00000097662	ENSACAP00000003627
ENSDARP00000020778	ENSACAP00000008186
ENSDARP00000125727	ENSACAP00000006269
ENSDARP00000083836	ENSACAP00000000874
ENSDARP00000012722	ENSACAP00000000874
ENSDARP00000095092	ENSACAP00000009453
ENSDARP00000103603	ENSACAP00000009453
ENSDARP00000037789	ENSACAP00000001126
ENSDARP00000080163	ENSACAP00000006250
ENSDARP00000118429	ENSACAP00000001700
ENSDARP00000019229	ENSACAP00000001700
ENSDARP00000015473	ENSACAP00000007161
ENSDARP00000119308	ENSACAP00000000124
ENSDARP00000112617	ENSACAP00000000124
ENSDARP00000089244	ENSACAP00000000813
ENSDARP00000081884	ENSACAP00000003002
ENSDARP00000112329	ENSACAP00000012113
ENSDARP00000110885	ENSACAP00000005412
ENSDARP00000111426	ENSACAP00000006673
ENSDARP00000110025	ENSACAP00000000495
ENSDARP00000023214	ENSACAP00000019828
ENSDARP00000088299	ENSACAP00000013949
ENSDARP00000107440	ENSACAP00000016793
ENSDARP00000126293	ENSACAP00000016793
ENSDARP00000110200	ENSACAP00000000554
ENSDARP00000074706	ENSACAP00000011158
ENSDARP00000017029	ENSACAP00000011090
ENSDARP00000114456	ENSACAP00000011090
ENSDARP00000075079	ENSACAP00000004593
ENSDARP00000016261	ENSACAP00000005090
ENSDARP00000088880	ENSACAP00000005090
ENSDARP00000029607	ENSACAP00000007452
ENSDARP00000065355	ENSACAP00000013655
ENSDARP00000075994	ENSACAP00000013655
ENSDARP00000129087	ENSACAP00000015488
ENSDARP00000084982	ENSACAP00000010597
ENSDARP00000108442	ENSACAP00000010597
ENSDARP00000062702	ENSACAP00000009201
ENSDARP00000111678	ENSACAP00000015496
ENSDARP00000071107	ENSACAP00000012274
ENSDARP00000106912	ENSACAP00000005043
ENSDARP00000038430	ENSACAP00000005043
ENSDARP00000056304	ENSACAP00000001050
ENSDARP00000066834	ENSACAP00000001050
ENSDARP00000036600	ENSACAP00000009583
ENSDARP00000089291	ENSACAP00000014030
ENSDARP00000098559	ENSACAP00000002633
ENSDARP00000106921	ENSACAP00000012064
ENSDARP00000030957	ENSACAP00000001924
ENSDARP00000093275	ENSACAP00000015499
ENSDARP00000056995	ENSACAP00000003003
ENSDARP00000074898	ENSACAP00000002529
ENSDARP00000128187	ENSACAP00000004571
ENSDARP00000114963	ENSACAP00000004495
ENSDARP00000110412	ENSACAP00000004495
ENSDARP00000048217	ENSACAP00000013810
ENSDARP00000040379	ENSACAP00000011834
ENSDARP00000008333	ENSACAP00000005727
ENSDARP00000103022	ENSACAP00000008737
ENSDARP00000052568	ENSACAP00000017991
ENSDARP00000062802	ENSACAP00000005771
ENSDARP00000093314	ENSACAP00000014248
ENSDARP00000027542	ENSACAP00000001866
ENSDARP00000027577	ENSACAP00000001866
ENSDARP00000076522	ENSACAP00000012769
ENSDARP00000073224	ENSACAP00000013458
ENSDARP00000113809	ENSACAP00000011666
ENSDARP00000071182	ENSACAP00000005586
ENSDARP00000050914	ENSACAP00000012708
ENSDARP00000107755	ENSACAP00000015522
ENSDARP00000111188	ENSACAP00000014774
ENSDARP00000103034	ENSACAP00000014083
ENSDARP00000022797	ENSACAP00000015450
ENSDARP00000092178	ENSACAP00000003422
ENSDARP00000084055	ENSACAP00000006129
ENSDARP00000102594	ENSACAP00000000467
ENSDARP00000122854	ENSACAP00000004788
ENSDARP00000098048	ENSACAP00000012009
ENSDARP00000024319	ENSACAP00000012638
ENSDARP00000099869	ENSACAP00000008860
ENSDARP00000102181	ENSACAP00000016216
ENSDARP00000077930	ENSACAP00000016216
ENSDARP00000036164	ENSACAP00000002260
ENSDARP00000126741	ENSACAP00000021700
ENSDARP00000023227	ENSACAP00000021700
ENSDARP00000116904	ENSACAP00000019438
ENSDARP00000113609	ENSACAP00000019438
ENSDARP00000004843	ENSACAP00000021356
ENSDARP00000098167	ENSACAP00000019737
ENSDARP00000046252	ENSACAP00000005038
ENSDARP00000081054	ENSACAP00000001251
ENSDARP00000123279	ENSACAP00000016228
ENSDARP00000123235	ENSACAP00000016669
ENSDARP00000085450	ENSACAP00000016669
ENSDARP00000083790	ENSACAP00000001517
ENSDARP00000100346	ENSACAP00000001517
ENSDARP00000005309	ENSACAP00000015732
ENSDARP00000054509	ENSACAP00000011751
ENSDARP00000078699	ENSACAP00000009989
ENSDARP00000107915	ENSACAP00000013999
ENSDARP00000106300	ENSACAP00000016127
ENSDARP00000091804	ENSACAP00000016127
ENSDARP00000082256	ENSACAP00000010472
ENSDARP00000073517	ENSACAP00000011684
ENSDARP00000105472	ENSACAP00000016693
ENSDARP00000093232	ENSACAP00000016732
ENSDARP00000121543	ENSACAP00000010864
ENSDARP00000033462	ENSACAP00000009768
ENSDARP00000113061	ENSACAP00000005469
ENSDARP00000109090	ENSACAP00000011065
ENSDARP00000072900	ENSACAP00000010166
ENSDARP00000058170	ENSACAP00000010166
ENSDARP00000022287	ENSACAP00000014200
ENSDARP00000030680	ENSACAP00000016683
ENSDARP00000114220	ENSACAP00000017258
ENSDARP00000116684	ENSACAP00000004410
ENSDARP00000015866	ENSACAP00000011766
ENSDARP00000065469	ENSACAP00000016414
ENSDARP00000060058	ENSACAP00000016414
ENSDARP00000008860	ENSACAP00000011887
ENSDARP00000064859	ENSACAP00000011887
ENSDARP00000111938	ENSACAP00000022600
ENSDARP00000099683	ENSACAP00000005336
ENSDARP00000119502	ENSACAP00000020028
ENSDARP00000087595	ENSACAP00000013913
ENSDARP00000104352	ENSACAP00000012259
ENSDARP00000116122	ENSACAP00000006759
ENSDARP00000023613	ENSACAP00000001408
ENSDARP00000129313	ENSACAP00000005171
ENSDARP00000036450	ENSACAP00000007138
ENSDARP00000007473	ENSACAP00000011767
ENSDARP00000087814	ENSACAP00000002579
ENSDARP00000017934	ENSACAP00000006355
ENSDARP00000120903	ENSACAP00000002227
ENSDARP00000093238	ENSACAP00000004874
ENSDARP00000108854	ENSACAP00000007033
ENSDARP00000052418	ENSACAP00000017931
ENSDARP00000050870	ENSACAP00000001014
ENSDARP00000110022	ENSACAP00000017694
ENSDARP00000109302	ENSACAP00000006197
ENSDARP00000107036	ENSACAP00000005414
ENSDARP00000044917	ENSACAP00000006222
ENSDARP00000011069	ENSACAP00000006222
ENSDARP00000111570	ENSACAP00000009324
ENSDARP00000050394	ENSACAP00000008010
ENSDARP00000040208	ENSACAP00000008010
ENSDARP00000074926	ENSACAP00000008173
ENSDARP00000093563	ENSACAP00000003509
ENSDARP00000041799	ENSACAP00000014651
ENSDARP00000021706	ENSACAP00000001694
ENSDARP00000075583	ENSACAP00000012766
ENSDARP00000123962	ENSACAP00000005184
ENSDARP00000003161	ENSACAP00000005184
ENSDARP00000110247	ENSACAP00000004479
ENSDARP00000102620	ENSACAP00000004479
ENSDARP00000098640	ENSACAP00000016274
ENSDARP00000111294	ENSACAP00000005526
ENSDARP00000101979	ENSACAP00000005526
ENSDARP00000027106	ENSACAP00000021621
ENSDARP00000023342	ENSACAP00000022424
ENSDARP00000085869	ENSACAP00000009340
ENSDARP00000054557	ENSACAP00000019721
ENSDARP00000107660	ENSACAP00000007871
ENSDARP00000002213	ENSACAP00000001204
ENSDARP00000006410	ENSACAP00000007694
ENSDARP00000106663	ENSACAP00000000712
ENSDARP00000013946	ENSACAP00000007634
ENSDARP00000000087	ENSACAP00000004907
ENSDARP00000110546	ENSACAP00000016102
ENSDARP00000022975	ENSACAP00000004900
ENSDARP00000098730	ENSACAP00000011362
ENSDARP00000070953	ENSACAP00000014655
ENSDARP00000051867	ENSACAP00000015755
ENSDARP00000020968	ENSACAP00000004316
ENSDARP00000034974	ENSACAP00000003936
ENSDARP00000105003	ENSACAP00000006049
ENSDARP00000063356	ENSACAP00000016149
ENSDARP00000109380	ENSACAP00000016149
ENSDARP00000055034	ENSACAP00000014876
ENSDARP00000095724	ENSACAP00000014876
ENSDARP00000089410	ENSACAP00000013259
ENSDARP00000116014	ENSACAP00000016093
ENSDARP00000000486	ENSACAP00000013947
ENSDARP00000076784	ENSACAP00000007305
ENSDARP00000059192	ENSACAP00000007305
ENSDARP00000102130	ENSACAP00000004747
ENSDARP00000101419	ENSACAP00000004782
ENSDARP00000100059	ENSACAP00000000399
ENSDARP00000109563	ENSACAP00000000399
ENSDARP00000104939	ENSACAP00000000006
ENSDARP00000008916	ENSACAP00000000006
ENSDARP00000027377	ENSACAP00000000366
ENSDARP00000121175	ENSACAP00000011606
ENSDARP00000094506	ENSACAP00000011606
ENSDARP00000116141	ENSACAP00000001648
ENSDARP00000103349	ENSACAP00000001648
ENSDARP00000094016	ENSACAP00000004824
ENSDARP00000040499	ENSACAP00000009168
ENSDARP00000067189	ENSACAP00000009168
ENSDARP00000007110	ENSACAP00000003344
ENSDARP00000041941	ENSACAP00000003344
ENSDARP00000026201	ENSACAP00000002029
ENSDARP00000116547	ENSACAP00000002029
ENSDARP00000052382	ENSACAP00000009764
ENSDARP00000036831	ENSACAP00000009764
ENSDARP00000114616	ENSACAP00000014212
ENSDARP00000122179	ENSACAP00000014212
ENSDARP00000122014	ENSACAP00000016528
ENSDARP00000018562	ENSACAP00000016528
ENSDARP00000128793	ENSACAP00000021826
ENSDARP00000108690	ENSACAP00000017199
ENSDARP00000102939	ENSACAP00000001490
ENSDARP00000126275	ENSACAP00000011258
ENSDARP00000093932	ENSACAP00000006765
ENSDARP00000052545	ENSACAP00000006765
ENSDARP00000111644	ENSACAP00000002380
ENSDARP00000073792	ENSACAP00000002380
ENSDARP00000039949	ENSACAP00000013155
ENSDARP00000042466	ENSACAP00000004720
ENSDARP00000104933	ENSACAP00000002780
ENSDARP00000112360	ENSACAP00000011193
ENSDARP00000124002	ENSACAP00000004116
ENSDARP00000106236	ENSACAP00000015648
ENSDARP00000108778	ENSACAP00000002908
ENSDARP00000125655	ENSACAP00000013307
ENSDARP00000063213	ENSACAP00000013307
ENSDARP00000064039	ENSACAP00000003240
ENSDARP00000061793	ENSACAP00000012155
ENSDARP00000082470	ENSACAP00000011118
ENSDARP00000045538	ENSACAP00000022283
ENSDARP00000082475	ENSACAP00000021962
ENSDARP00000126286	ENSACAP00000021962
ENSDARP00000117317	ENSACAP00000000877
ENSDARP00000083378	ENSACAP00000002620
ENSDARP00000022330	ENSACAP00000002620
ENSDARP00000115391	ENSACAP00000005522
ENSDARP00000113698	ENSACAP00000005522
ENSDARP00000083234	ENSACAP00000004853
ENSDARP00000112958	ENSACAP00000004853
ENSDARP00000039809	ENSACAP00000011640
ENSDARP00000032580	ENSACAP00000011640
ENSDARP00000089334	ENSACAP00000001454
ENSDARP00000105237	ENSACAP00000014034
ENSDARP00000073797	ENSACAP00000004224
ENSDARP00000075187	ENSACAP00000002595
ENSDARP00000093449	ENSACAP00000007172
ENSDARP00000074236	ENSACAP00000007172
ENSDARP00000046097	ENSACAP00000005163
ENSDARP00000117474	ENSACAP00000005163
ENSDARP00000093436	ENSACAP00000004807
ENSDARP00000045350	ENSACAP00000010968
ENSDARP00000014797	ENSACAP00000000602
ENSDARP00000120269	ENSACAP00000015905
ENSDARP00000090755	ENSACAP00000004799
ENSDARP00000115360	ENSACAP00000009072
ENSDARP00000102306	ENSACAP00000007684
ENSDARP00000085109	ENSACAP00000017677
ENSDARP00000012308	ENSACAP00000010822
ENSDARP00000108802	ENSACAP00000018943
ENSDARP00000004972	ENSACAP00000010172
ENSDARP00000052235	ENSACAP00000010981
ENSDARP00000061715	ENSACAP00000005059
ENSDARP00000100110	ENSACAP00000005059
ENSDARP00000093553	ENSACAP00000014423
ENSDARP00000122639	ENSACAP00000004995
ENSDARP00000096665	ENSACAP00000004995
ENSDARP00000011033	ENSACAP00000015892
ENSDARP00000022291	ENSACAP00000005005
ENSDARP00000103004	ENSACAP00000015883
ENSDARP00000100492	ENSACAP00000014450
ENSDARP00000034214	ENSACAP00000012195
ENSDARP00000078382	ENSACAP00000006014
ENSDARP00000115096	ENSACAP00000006014
ENSDARP00000129737	ENSACAP00000019963
ENSDARP00000017269	ENSACAP00000016682
ENSDARP00000041696	ENSACAP00000012000
ENSDARP00000121344	ENSACAP00000001018
ENSDARP00000123888	ENSACAP00000011520
ENSDARP00000115909	ENSACAP00000008770
ENSDARP00000120039	ENSACAP00000011257
ENSDARP00000060977	ENSACAP00000003680
ENSDARP00000089117	ENSACAP00000003395
ENSDARP00000068184	ENSACAP00000003395
ENSDARP00000109528	ENSACAP00000021861
ENSDARP00000038728	ENSACAP00000000505
ENSDARP00000122687	ENSACAP00000000514
ENSDARP00000116595	ENSACAP00000014564
ENSDARP00000026057	ENSACAP00000011710
ENSDARP00000099551	ENSACAP00000006699
ENSDARP00000066586	ENSACAP00000017605
ENSDARP00000111671	ENSACAP00000008221
ENSDARP00000023457	ENSACAP00000002080
ENSDARP00000025618	ENSACAP00000007241
ENSDARP00000112236	ENSACAP00000004796
ENSDARP00000088726	ENSACAP00000020694
ENSDARP00000072406	ENSACAP00000020694
ENSDARP00000099083	ENSACAP00000016448
ENSDARP00000014696	ENSACAP00000002343
ENSDARP00000076788	ENSACAP00000004973
ENSDARP00000121373	ENSACAP00000012681
ENSDARP00000041348	ENSACAP00000002141
ENSDARP00000105491	ENSACAP00000002141
ENSDARP00000007921	ENSACAP00000009034
ENSDARP00000000665	ENSACAP00000016645
ENSDARP00000126052	ENSACAP00000016645
ENSDARP00000107084	ENSACAP00000003538
ENSDARP00000118941	ENSACAP00000016031
ENSDARP00000079754	ENSACAP00000001604
ENSDARP00000108779	ENSACAP00000012832
ENSDARP00000112670	ENSACAP00000001308
ENSDARP00000059000	ENSACAP00000003978
ENSDARP00000040270	ENSACAP00000011037
ENSDARP00000070796	ENSACAP00000009408
ENSDARP00000069601	ENSACAP00000009748
ENSDARP00000085454	ENSACAP00000012242
ENSDARP00000080725	ENSACAP00000003515
ENSDARP00000129340	ENSACAP00000010750
ENSDARP00000093755	ENSACAP00000010750
ENSDARP00000110640	ENSACAP00000014660
ENSDARP00000078363	ENSACAP00000003124
ENSDARP00000116485	ENSACAP00000007217
ENSDARP00000076378	ENSACAP00000007217
ENSDARP00000110799	ENSACAP00000003101
ENSDARP00000104009	ENSACAP00000011860
ENSDARP00000120463	ENSACAP00000001850
ENSDARP00000073031	ENSACAP00000001911
ENSDARP00000055439	ENSACAP00000015826
ENSDARP00000013553	ENSACAP00000015826
ENSDARP00000123096	ENSACAP00000001833
ENSDARP00000080009	ENSACAP00000020909
ENSDARP00000124896	ENSACAP00000009488
ENSDARP00000121803	ENSACAP00000009488
ENSDARP00000097560	ENSACAP00000009170
ENSDARP00000099768	ENSACAP00000016697
ENSDARP00000044970	ENSACAP00000000689
ENSDARP00000052538	ENSACAP00000015047
ENSDARP00000126580	ENSACAP00000008821
ENSDARP00000053510	ENSACAP00000008821
ENSDARP00000083447	ENSACAP00000015080
ENSDARP00000099263	ENSACAP00000015080
ENSDARP00000052417	ENSACAP00000008561
ENSDARP00000069164	ENSACAP00000005559
ENSDARP00000050036	ENSACAP00000005559
ENSDARP00000041624	ENSACAP00000015353
ENSDARP00000106839	ENSACAP00000005723
ENSDARP00000038141	ENSACAP00000005486
ENSDARP00000110378	ENSACAP00000010749
ENSDARP00000116514	ENSACAP00000014570
ENSDARP00000016537	ENSACAP00000010870
ENSDARP00000021860	ENSACAP00000005260
ENSDARP00000027417	ENSACAP00000006920
ENSDARP00000128728	ENSACAP00000007321
ENSDARP00000121964	ENSACAP00000007321
ENSDARP00000117165	ENSACAP00000003044
ENSDARP00000050139	ENSACAP00000006534
ENSDARP00000129871	ENSACAP00000012846
ENSDARP00000110192	ENSACAP00000012846
ENSDARP00000122140	ENSACAP00000007178
ENSDARP00000100587	ENSACAP00000003698
ENSDARP00000009077	ENSACAP00000013658
ENSDARP00000069063	ENSACAP00000007260
ENSDARP00000003666	ENSACAP00000007509
ENSDARP00000109559	ENSACAP00000000639
ENSDARP00000023816	ENSACAP00000000639
ENSDARP00000027643	ENSACAP00000000643
ENSDARP00000105058	ENSACAP00000001439
ENSDARP00000057288	ENSACAP00000015616
ENSDARP00000011243	ENSACAP00000015616
ENSDARP00000126089	ENSACAP00000000583
ENSDARP00000044056	ENSACAP00000004002
ENSDARP00000121708	ENSACAP00000011873
ENSDARP00000096118	ENSACAP00000010469
ENSDARP00000092551	ENSACAP00000004396
ENSDARP00000124670	ENSACAP00000004396
ENSDARP00000117628	ENSACAP00000009624
ENSDARP00000013086	ENSACAP00000006201
ENSDARP00000064973	ENSACAP00000006201
ENSDARP00000116750	ENSACAP00000013131
ENSDARP00000040768	ENSACAP00000014390
ENSDARP00000111061	ENSACAP00000011687
ENSDARP00000013317	ENSACAP00000005853
ENSDARP00000112924	ENSACAP00000016570
ENSDARP00000120982	ENSACAP00000013061
ENSDARP00000026313	ENSACAP00000014116
ENSDARP00000107308	ENSACAP00000012023
ENSDARP00000015784	ENSACAP00000021759
ENSDARP00000104696	ENSACAP00000021759
ENSDARP00000104454	ENSACAP00000007838
ENSDARP00000124484	ENSACAP00000004058
ENSDARP00000068397	ENSACAP00000022602
ENSDARP00000093624	ENSACAP00000013980
ENSDARP00000098027	ENSACAP00000004617
ENSDARP00000105877	ENSACAP00000016295
ENSDARP00000050482	ENSACAP00000015510
ENSDARP00000090275	ENSACAP00000006779
ENSDARP00000126755	ENSACAP00000020514
ENSDARP00000091102	ENSACAP00000014356
ENSDARP00000022674	ENSACAP00000014356
ENSDARP00000106731	ENSACAP00000006865
ENSDARP00000052324	ENSACAP00000003746
ENSDARP00000038014	ENSACAP00000004048
ENSDARP00000111665	ENSACAP00000023081
ENSDARP00000084665	ENSACAP00000007175
ENSDARP00000107141	ENSACAP00000005085
ENSDARP00000078824	ENSACAP00000020123
ENSDARP00000099034	ENSACAP00000004589
ENSDARP00000124225	ENSACAP00000011248
ENSDARP00000052112	ENSACAP00000011248
ENSDARP00000103690	ENSACAP00000010490
ENSDARP00000093055	ENSACAP00000010490
ENSDARP00000012462	ENSACAP00000000690
ENSDARP00000126055	ENSACAP00000011819
ENSDARP00000025492	ENSACAP00000011819
ENSDARP00000079201	ENSACAP00000018101
ENSDARP00000022566	ENSACAP00000011945
ENSDARP00000125099	ENSACAP00000011945
ENSDARP00000013158	ENSACAP00000006477
ENSDARP00000115254	ENSACAP00000006477
ENSDARP00000091701	ENSACAP00000011044
ENSDARP00000085243	ENSACAP00000000018
ENSDARP00000094308	ENSACAP00000015887
ENSDARP00000091095	ENSACAP00000015887
ENSDARP00000122248	ENSACAP00000007016
ENSDARP00000082682	ENSACAP00000007016
ENSDARP00000103443	ENSACAP00000011040
ENSDARP00000124730	ENSACAP00000012622
ENSDARP00000113837	ENSACAP00000006295
ENSDARP00000115489	ENSACAP00000007995
ENSDARP00000100237	ENSACAP00000015004
ENSDARP00000006945	ENSACAP00000008573
ENSDARP00000111576	ENSACAP00000008573
ENSDARP00000057381	ENSACAP00000009270
ENSDARP00000076579	ENSACAP00000003876
ENSDARP00000101038	ENSACAP00000003876
ENSDARP00000005919	ENSACAP00000002050
ENSDARP00000100955	ENSACAP00000012455
ENSDARP00000099126	ENSACAP00000014380
ENSDARP00000104678	ENSACAP00000013058
ENSDARP00000093653	ENSACAP00000002011
ENSDARP00000054365	ENSACAP00000009631
ENSDARP00000100705	ENSACAP00000017481
ENSDARP00000073916	ENSACAP00000009073
ENSDARP00000048106	ENSACAP00000002537
ENSDARP00000113598	ENSACAP00000012869
ENSDARP00000056168	ENSACAP00000000889
ENSDARP00000068710	ENSACAP00000005590
ENSDARP00000122566	ENSACAP00000005590
ENSDARP00000119009	ENSACAP00000018311
ENSDARP00000117098	ENSACAP00000007465
ENSDARP00000123385	ENSACAP00000007465
ENSDARP00000115481	ENSACAP00000010592
ENSDARP00000062533	ENSACAP00000008079
ENSDARP00000100407	ENSACAP00000001478
ENSDARP00000112824	ENSACAP00000003255
ENSDARP00000087462	ENSACAP00000007128
ENSDARP00000076317	ENSACAP00000013447
ENSDARP00000087682	ENSACAP00000020332
ENSDARP00000103478	ENSACAP00000020332
ENSDARP00000111302	ENSACAP00000012027
ENSDARP00000117781	ENSACAP00000009425
ENSDARP00000049322	ENSACAP00000003345
ENSDARP00000118189	ENSACAP00000003345
ENSDARP00000044802	ENSACAP00000003350
ENSDARP00000082618	ENSACAP00000020710
ENSDARP00000061835	ENSACAP00000020710
ENSDARP00000101376	ENSACAP00000001099
ENSDARP00000100403	ENSACAP00000014778
ENSDARP00000087059	ENSACAP00000001808
ENSDARP00000107301	ENSACAP00000000603
ENSDARP00000007407	ENSACAP00000013382
ENSDARP00000124812	ENSACAP00000021533
ENSDARP00000037012	ENSACAP00000021533
ENSDARP00000007263	ENSACAP00000002885
ENSDARP00000027394	ENSACAP00000002172
ENSDARP00000053924	ENSACAP00000006281
ENSDARP00000108523	ENSACAP00000006281
ENSDARP00000109082	ENSACAP00000002657
ENSDARP00000077996	ENSACAP00000007704
ENSDARP00000092529	ENSACAP00000020998
ENSDARP00000126910	ENSACAP00000010875
ENSDARP00000110380	ENSACAP00000004364
ENSDARP00000071352	ENSACAP00000012927
ENSDARP00000059169	ENSACAP00000004820
ENSDARP00000001284	ENSACAP00000004547
ENSDARP00000070258	ENSACAP00000004011
ENSDARP00000004218	ENSACAP00000004011
ENSDARP00000077743	ENSACAP00000008154
ENSDARP00000050550	ENSACAP00000008154
ENSDARP00000096384	ENSACAP00000006380
ENSDARP00000117401	ENSACAP00000010467
ENSDARP00000115841	ENSACAP00000001414
ENSDARP00000093921	ENSACAP00000010624
ENSDARP00000067695	ENSACAP00000010624
ENSDARP00000005174	ENSACAP00000010103
ENSDARP00000094573	ENSACAP00000010103
ENSDARP00000076780	ENSACAP00000007113
ENSDARP00000109229	ENSACAP00000017636
ENSDARP00000073839	ENSACAP00000007125
ENSDARP00000007852	ENSACAP00000006259
ENSDARP00000105244	ENSACAP00000010675
ENSDARP00000003928	ENSACAP00000010093
ENSDARP00000052661	ENSACAP00000010093
ENSDARP00000072890	ENSACAP00000006249
ENSDARP00000076768	ENSACAP00000017639
ENSDARP00000093923	ENSACAP00000010617
ENSDARP00000104963	ENSACAP00000010617
ENSDARP00000035494	ENSACAP00000013429
ENSDARP00000090718	ENSACAP00000013429
ENSDARP00000044908	ENSACAP00000005865
ENSDARP00000080428	ENSACAP00000003645
ENSDARP00000114803	ENSACAP00000006725
ENSDARP00000096545	ENSACAP00000009000
ENSDARP00000073643	ENSACAP00000009000
ENSDARP00000014011	ENSACAP00000001998
ENSDARP00000048280	ENSACAP00000008059
ENSDARP00000073546	ENSACAP00000012460
ENSDARP00000115167	ENSACAP00000001630
ENSDARP00000054061	ENSACAP00000014308
ENSDARP00000020452	ENSACAP00000016057
ENSDARP00000073991	ENSACAP00000014271
ENSDARP00000109162	ENSACAP00000013590
ENSDARP00000030937	ENSACAP00000015559
ENSDARP00000102461	ENSACAP00000016549
ENSDARP00000076241	ENSACAP00000016541
ENSDARP00000058727	ENSACAP00000007323
ENSDARP00000048738	ENSACAP00000000520
ENSDARP00000023810	ENSACAP00000002282
ENSDARP00000085610	ENSACAP00000007804
ENSDARP00000120509	ENSACAP00000008379
ENSDARP00000079688	ENSACAP00000001249
ENSDARP00000013495	ENSACAP00000013549
ENSDARP00000056771	ENSACAP00000007041
ENSDARP00000011133	ENSACAP00000006677
ENSDARP00000060521	ENSACAP00000010083
ENSDARP00000110351	ENSACAP00000010076
ENSDARP00000078547	ENSACAP00000007808
ENSDARP00000103414	ENSACAP00000008135
ENSDARP00000108581	ENSACAP00000008135
ENSDARP00000072403	ENSACAP00000018375
ENSDARP00000063752	ENSACAP00000011583
ENSDARP00000030390	ENSACAP00000011583
ENSDARP00000126523	ENSACAP00000013117
ENSDARP00000070273	ENSACAP00000009602
ENSDARP00000125918	ENSACAP00000017391
ENSDARP00000047408	ENSACAP00000015348
ENSDARP00000041141	ENSACAP00000007024
ENSDARP00000125036	ENSACAP00000007024
ENSDARP00000114437	ENSACAP00000016238
ENSDARP00000124366	ENSACAP00000016238
ENSDARP00000126705	ENSACAP00000008053
ENSDARP00000101702	ENSACAP00000002829
ENSDARP00000114471	ENSACAP00000015886
ENSDARP00000081883	ENSACAP00000015886
ENSDARP00000126191	ENSACAP00000009732
ENSDARP00000077765	ENSACAP00000001168
ENSDARP00000077762	ENSACAP00000017850
ENSDARP00000113341	ENSACAP00000003643
ENSDARP00000120833	ENSACAP00000003643
ENSDARP00000006449	ENSACAP00000014960
ENSDARP00000054551	ENSACAP00000014801
ENSDARP00000088269	ENSACAP00000015688
ENSDARP00000026011	ENSACAP00000015688
ENSDARP00000104608	ENSACAP00000015857
ENSDARP00000102300	ENSACAP00000010996
ENSDARP00000100089	ENSACAP00000007014
ENSDARP00000102632	ENSACAP00000007014
ENSDARP00000111256	ENSACAP00000012848
ENSDARP00000055487	ENSACAP00000012848
ENSDARP00000103184	ENSACAP00000012543
ENSDARP00000104309	ENSACAP00000000694
ENSDARP00000016699	ENSACAP00000013632
ENSDARP00000106400	ENSACAP00000016424
ENSDARP00000028536	ENSACAP00000016421
ENSDARP00000083373	ENSACAP00000015524
ENSDARP00000074605	ENSACAP00000011994
ENSDARP00000115605	ENSACAP00000008547
ENSDARP00000096874	ENSACAP00000014728
ENSDARP00000056809	ENSACAP00000014728
ENSDARP00000121420	ENSACAP00000016747
ENSDARP00000022532	ENSACAP00000016747
ENSDARP00000056895	ENSACAP00000006323
ENSDARP00000115536	ENSACAP00000013901
ENSDARP00000114599	ENSACAP00000006329
ENSDARP00000129091	ENSACAP00000016435
ENSDARP00000110752	ENSACAP00000001451
ENSDARP00000111572	ENSACAP00000001451
ENSDARP00000110841	ENSACAP00000011238
ENSDARP00000108675	ENSACAP00000011238
ENSDARP00000093481	ENSACAP00000013275
ENSDARP00000068814	ENSACAP00000002012
ENSDARP00000101868	ENSACAP00000018748
ENSDARP00000108656	ENSACAP00000023452
ENSDARP00000057317	ENSACAP00000023452
ENSDARP00000099047	ENSACAP00000004305
ENSDARP00000105961	ENSACAP00000006727
ENSDARP00000095269	ENSACAP00000011637
ENSDARP00000112052	ENSACAP00000011877
