ENSMGAP00000004951	ENSTNIP00000004863
ENSMGAP00000005251	ENSTNIP00000002509
ENSMGAP00000005251	ENSTNIP00000022694
ENSMGAP00000015749	ENSTNIP00000016930
ENSMGAP00000003311	ENSTNIP00000020606
ENSMGAP00000011986	ENSTNIP00000000353
ENSMGAP00000000101	ENSTNIP00000018000
ENSMGAP00000000101	ENSTNIP00000013383
ENSMGAP00000003113	ENSTNIP00000010743
ENSMGAP00000003113	ENSTNIP00000015716
ENSMGAP00000006743	ENSTNIP00000016761
ENSMGAP00000000412	ENSTNIP00000009549
ENSMGAP00000007259	ENSTNIP00000001621
ENSMGAP00000011383	ENSTNIP00000014615
ENSMGAP00000003121	ENSTNIP00000014659
ENSMGAP00000009589	ENSTNIP00000016560
ENSMGAP00000016280	ENSTNIP00000002643
ENSMGAP00000004931	ENSTNIP00000015757
ENSMGAP00000009251	ENSTNIP00000012354
ENSMGAP00000009251	ENSTNIP00000020174
ENSMGAP00000006273	ENSTNIP00000014101
ENSMGAP00000006273	ENSTNIP00000015832
ENSMGAP00000010353	ENSTNIP00000015831
ENSMGAP00000014145	ENSTNIP00000007835
ENSMGAP00000006490	ENSTNIP00000004777
ENSMGAP00000005430	ENSTNIP00000011896
ENSMGAP00000002179	ENSTNIP00000018565
ENSMGAP00000010110	ENSTNIP00000021825
ENSMGAP00000015024	ENSTNIP00000019431
ENSMGAP00000017883	ENSTNIP00000001166
ENSMGAP00000005729	ENSTNIP00000013484
ENSMGAP00000005729	ENSTNIP00000016059
ENSMGAP00000001246	ENSTNIP00000014126
ENSMGAP00000000151	ENSTNIP00000020104
ENSMGAP00000006848	ENSTNIP00000012865
ENSMGAP00000011741	ENSTNIP00000001884
ENSMGAP00000001123	ENSTNIP00000017859
ENSMGAP00000004831	ENSTNIP00000012957
ENSMGAP00000011039	ENSTNIP00000011350
ENSMGAP00000014725	ENSTNIP00000019662
ENSMGAP00000015520	ENSTNIP00000007212
ENSMGAP00000002314	ENSTNIP00000012949
ENSMGAP00000007863	ENSTNIP00000014435
ENSMGAP00000000254	ENSTNIP00000010236
ENSMGAP00000000254	ENSTNIP00000010235
ENSMGAP00000014670	ENSTNIP00000015642
ENSMGAP00000014761	ENSTNIP00000020626
ENSMGAP00000019312	ENSTNIP00000014409
ENSMGAP00000019312	ENSTNIP00000007047
ENSMGAP00000018260	ENSTNIP00000014410
ENSMGAP00000006914	ENSTNIP00000016579
ENSMGAP00000018836	ENSTNIP00000016580
ENSMGAP00000003235	ENSTNIP00000020179
ENSMGAP00000017720	ENSTNIP00000016540
ENSMGAP00000017720	ENSTNIP00000002456
ENSMGAP00000008460	ENSTNIP00000000347
ENSMGAP00000000985	ENSTNIP00000013601
ENSMGAP00000006296	ENSTNIP00000019835
ENSMGAP00000014509	ENSTNIP00000022542
ENSMGAP00000007609	ENSTNIP00000007736
ENSMGAP00000008523	ENSTNIP00000016531
ENSMGAP00000002142	ENSTNIP00000013784
ENSMGAP00000017163	ENSTNIP00000014689
ENSMGAP00000004242	ENSTNIP00000020359
ENSMGAP00000014025	ENSTNIP00000013168
ENSMGAP00000006454	ENSTNIP00000001504
ENSMGAP00000006448	ENSTNIP00000002287
ENSMGAP00000018876	ENSTNIP00000009335
ENSMGAP00000002553	ENSTNIP00000011863
ENSMGAP00000010895	ENSTNIP00000018326
ENSMGAP00000010895	ENSTNIP00000010532
ENSMGAP00000016027	ENSTNIP00000015676
ENSMGAP00000013339	ENSTNIP00000020827
ENSMGAP00000001964	ENSTNIP00000010609
ENSMGAP00000013320	ENSTNIP00000009190
ENSMGAP00000013320	ENSTNIP00000022013
ENSMGAP00000005364	ENSTNIP00000018520
ENSMGAP00000014615	ENSTNIP00000001488
ENSMGAP00000014615	ENSTNIP00000019994
ENSMGAP00000003326	ENSTNIP00000008583
ENSMGAP00000004567	ENSTNIP00000014456
ENSMGAP00000004567	ENSTNIP00000011106
ENSMGAP00000008000	ENSTNIP00000011402
ENSMGAP00000017244	ENSTNIP00000000555
ENSMGAP00000004906	ENSTNIP00000014752
ENSMGAP00000006214	ENSTNIP00000018978
ENSMGAP00000006214	ENSTNIP00000011930
ENSMGAP00000007624	ENSTNIP00000014999
ENSMGAP00000019774	ENSTNIP00000000149
ENSMGAP00000006665	ENSTNIP00000021501
ENSMGAP00000006317	ENSTNIP00000006787
ENSMGAP00000003317	ENSTNIP00000000860
ENSMGAP00000008678	ENSTNIP00000018353
ENSMGAP00000008608	ENSTNIP00000008045
ENSMGAP00000010105	ENSTNIP00000020072
ENSMGAP00000010105	ENSTNIP00000012737
ENSMGAP00000011187	ENSTNIP00000003044
ENSMGAP00000018952	ENSTNIP00000008602
ENSMGAP00000018952	ENSTNIP00000008966
ENSMGAP00000013294	ENSTNIP00000005269
ENSMGAP00000008412	ENSTNIP00000009276
ENSMGAP00000008412	ENSTNIP00000017448
ENSMGAP00000009615	ENSTNIP00000021374
ENSMGAP00000003788	ENSTNIP00000020881
ENSMGAP00000016108	ENSTNIP00000022237
ENSMGAP00000012632	ENSTNIP00000014606
ENSMGAP00000001607	ENSTNIP00000005897
ENSMGAP00000000792	ENSTNIP00000016576
ENSMGAP00000000792	ENSTNIP00000001616
ENSMGAP00000000742	ENSTNIP00000019013
ENSMGAP00000003505	ENSTNIP00000010669
ENSMGAP00000004400	ENSTNIP00000006914
ENSMGAP00000004400	ENSTNIP00000011227
ENSMGAP00000003635	ENSTNIP00000014893
ENSMGAP00000012715	ENSTNIP00000006852
ENSMGAP00000007924	ENSTNIP00000018837
ENSMGAP00000015726	ENSTNIP00000003421
ENSMGAP00000006465	ENSTNIP00000011857
ENSMGAP00000000854	ENSTNIP00000011477
ENSMGAP00000001277	ENSTNIP00000011956
ENSMGAP00000018899	ENSTNIP00000007822
ENSMGAP00000003740	ENSTNIP00000015407
ENSMGAP00000012143	ENSTNIP00000010951
ENSMGAP00000010782	ENSTNIP00000021080
ENSMGAP00000011916	ENSTNIP00000019107
ENSMGAP00000006925	ENSTNIP00000009111
ENSMGAP00000003502	ENSTNIP00000006429
ENSMGAP00000010662	ENSTNIP00000014318
ENSMGAP00000002642	ENSTNIP00000010186
ENSMGAP00000002052	ENSTNIP00000000904
ENSMGAP00000014648	ENSTNIP00000009709
ENSMGAP00000002335	ENSTNIP00000021475
ENSMGAP00000002335	ENSTNIP00000002369
ENSMGAP00000014970	ENSTNIP00000010857
ENSMGAP00000014972	ENSTNIP00000010858
ENSMGAP00000001002	ENSTNIP00000003105
ENSMGAP00000003595	ENSTNIP00000003507
ENSMGAP00000003595	ENSTNIP00000019951
ENSMGAP00000011396	ENSTNIP00000009358
ENSMGAP00000016602	ENSTNIP00000010097
ENSMGAP00000016627	ENSTNIP00000021698
ENSMGAP00000002833	ENSTNIP00000011295
ENSMGAP00000002833	ENSTNIP00000012468
ENSMGAP00000001418	ENSTNIP00000018382
ENSMGAP00000001418	ENSTNIP00000007639
ENSMGAP00000018357	ENSTNIP00000007792
ENSMGAP00000018357	ENSTNIP00000008348
ENSMGAP00000016740	ENSTNIP00000012475
ENSMGAP00000005060	ENSTNIP00000013016
ENSMGAP00000005060	ENSTNIP00000014768
ENSMGAP00000015654	ENSTNIP00000017497
ENSMGAP00000012638	ENSTNIP00000005684
ENSMGAP00000012638	ENSTNIP00000013476
ENSMGAP00000003310	ENSTNIP00000006913
ENSMGAP00000003310	ENSTNIP00000011667
ENSMGAP00000011403	ENSTNIP00000020902
ENSMGAP00000001124	ENSTNIP00000011631
ENSMGAP00000014316	ENSTNIP00000019461
ENSMGAP00000014316	ENSTNIP00000015347
ENSMGAP00000001587	ENSTNIP00000014918
ENSMGAP00000001587	ENSTNIP00000016712
ENSMGAP00000019067	ENSTNIP00000010894
ENSMGAP00000019067	ENSTNIP00000008811
ENSMGAP00000006857	ENSTNIP00000012252
ENSMGAP00000006857	ENSTNIP00000004260
ENSMGAP00000006647	ENSTNIP00000014281
ENSMGAP00000015016	ENSTNIP00000019430
ENSMGAP00000005235	ENSTNIP00000012643
ENSMGAP00000013174	ENSTNIP00000013757
ENSMGAP00000013174	ENSTNIP00000007180
ENSMGAP00000006672	ENSTNIP00000010219
ENSMGAP00000013831	ENSTNIP00000009938
ENSMGAP00000001458	ENSTNIP00000002751
ENSMGAP00000000692	ENSTNIP00000021286
ENSMGAP00000005306	ENSTNIP00000003830
ENSMGAP00000014627	ENSTNIP00000017281
ENSMGAP00000014627	ENSTNIP00000002443
ENSMGAP00000014567	ENSTNIP00000006291
ENSMGAP00000005707	ENSTNIP00000015551
ENSMGAP00000006367	ENSTNIP00000002331
ENSMGAP00000019558	ENSTNIP00000017839
ENSMGAP00000013379	ENSTNIP00000020567
ENSMGAP00000000294	ENSTNIP00000008756
ENSMGAP00000008314	ENSTNIP00000015149
ENSMGAP00000016856	ENSTNIP00000007153
ENSMGAP00000016856	ENSTNIP00000012732
ENSMGAP00000016987	ENSTNIP00000023091
ENSMGAP00000016987	ENSTNIP00000010640
ENSMGAP00000016295	ENSTNIP00000015302
ENSMGAP00000016295	ENSTNIP00000010624
ENSMGAP00000012438	ENSTNIP00000011621
ENSMGAP00000015302	ENSTNIP00000019520
ENSMGAP00000012863	ENSTNIP00000020268
ENSMGAP00000015277	ENSTNIP00000016897
ENSMGAP00000001889	ENSTNIP00000001388
ENSMGAP00000002428	ENSTNIP00000008356
ENSMGAP00000006674	ENSTNIP00000019847
ENSMGAP00000016354	ENSTNIP00000019021
ENSMGAP00000010766	ENSTNIP00000012435
ENSMGAP00000001540	ENSTNIP00000011397
ENSMGAP00000019668	ENSTNIP00000007014
ENSMGAP00000008284	ENSTNIP00000002139
ENSMGAP00000016025	ENSTNIP00000008455
ENSMGAP00000012128	ENSTNIP00000006840
ENSMGAP00000004648	ENSTNIP00000012205
ENSMGAP00000015020	ENSTNIP00000019427
ENSMGAP00000004626	ENSTNIP00000003505
ENSMGAP00000017487	ENSTNIP00000016856
ENSMGAP00000014756	ENSTNIP00000016801
ENSMGAP00000004118	ENSTNIP00000012085
ENSMGAP00000013103	ENSTNIP00000022788
ENSMGAP00000013103	ENSTNIP00000022307
ENSMGAP00000007411	ENSTNIP00000017136
ENSMGAP00000013954	ENSTNIP00000005329
ENSMGAP00000012397	ENSTNIP00000002429
ENSMGAP00000012397	ENSTNIP00000016328
ENSMGAP00000017737	ENSTNIP00000012970
ENSMGAP00000017737	ENSTNIP00000002894
ENSMGAP00000005840	ENSTNIP00000006230
ENSMGAP00000013988	ENSTNIP00000001948
ENSMGAP00000002130	ENSTNIP00000012551
ENSMGAP00000002130	ENSTNIP00000001360
ENSMGAP00000009991	ENSTNIP00000004141
ENSMGAP00000009981	ENSTNIP00000020078
ENSMGAP00000009986	ENSTNIP00000004139
ENSMGAP00000018652	ENSTNIP00000004131
ENSMGAP00000018652	ENSTNIP00000000288
ENSMGAP00000018412	ENSTNIP00000001500
ENSMGAP00000009133	ENSTNIP00000013937
ENSMGAP00000009133	ENSTNIP00000007821
ENSMGAP00000010062	ENSTNIP00000007779
ENSMGAP00000003214	ENSTNIP00000019963
ENSMGAP00000015720	ENSTNIP00000012330
ENSMGAP00000005803	ENSTNIP00000000819
ENSMGAP00000006805	ENSTNIP00000012250
ENSMGAP00000010165	ENSTNIP00000013678
ENSMGAP00000018241	ENSTNIP00000002342
ENSMGAP00000015943	ENSTNIP00000022226
ENSMGAP00000014559	ENSTNIP00000022531
ENSMGAP00000012770	ENSTNIP00000022357
ENSMGAP00000017207	ENSTNIP00000005778
ENSMGAP00000008464	ENSTNIP00000016163
ENSMGAP00000015589	ENSTNIP00000016970
ENSMGAP00000016972	ENSTNIP00000016478
ENSMGAP00000019057	ENSTNIP00000018495
ENSMGAP00000016967	ENSTNIP00000016479
ENSMGAP00000015619	ENSTNIP00000001346
ENSMGAP00000016317	ENSTNIP00000020383
ENSMGAP00000007255	ENSTNIP00000001018
ENSMGAP00000013407	ENSTNIP00000006335
ENSMGAP00000013407	ENSTNIP00000017126
ENSMGAP00000002359	ENSTNIP00000010114
ENSMGAP00000002359	ENSTNIP00000008222
ENSMGAP00000009306	ENSTNIP00000011867
ENSMGAP00000005362	ENSTNIP00000015144
ENSMGAP00000004917	ENSTNIP00000011539
ENSMGAP00000008721	ENSTNIP00000016759
ENSMGAP00000016302	ENSTNIP00000016760
ENSMGAP00000004482	ENSTNIP00000018672
ENSMGAP00000004482	ENSTNIP00000021939
ENSMGAP00000006546	ENSTNIP00000012738
ENSMGAP00000006628	ENSTNIP00000013033
ENSMGAP00000005489	ENSTNIP00000015145
ENSMGAP00000009159	ENSTNIP00000016457
ENSMGAP00000012654	ENSTNIP00000021239
ENSMGAP00000008432	ENSTNIP00000009870
ENSMGAP00000008792	ENSTNIP00000016662
ENSMGAP00000008785	ENSTNIP00000016663
ENSMGAP00000006512	ENSTNIP00000012735
ENSMGAP00000008008	ENSTNIP00000007958
ENSMGAP00000013778	ENSTNIP00000016674
ENSMGAP00000014723	ENSTNIP00000019664
ENSMGAP00000011521	ENSTNIP00000022083
ENSMGAP00000002761	ENSTNIP00000009078
ENSMGAP00000016389	ENSTNIP00000016092
ENSMGAP00000016389	ENSTNIP00000013695
ENSMGAP00000005379	ENSTNIP00000013805
ENSMGAP00000016383	ENSTNIP00000021384
ENSMGAP00000009721	ENSTNIP00000008882
ENSMGAP00000002070	ENSTNIP00000018465
ENSMGAP00000016241	ENSTNIP00000014757
ENSMGAP00000011699	ENSTNIP00000007571
ENSMGAP00000009518	ENSTNIP00000021688
ENSMGAP00000005015	ENSTNIP00000021296
ENSMGAP00000005015	ENSTNIP00000015759
ENSMGAP00000011848	ENSTNIP00000019542
ENSMGAP00000009265	ENSTNIP00000019496
ENSMGAP00000008726	ENSTNIP00000009510
ENSMGAP00000014657	ENSTNIP00000005942
ENSMGAP00000000640	ENSTNIP00000017858
ENSMGAP00000000640	ENSTNIP00000015589
ENSMGAP00000011714	ENSTNIP00000019140
ENSMGAP00000009168	ENSTNIP00000019253
ENSMGAP00000003267	ENSTNIP00000011838
ENSMGAP00000009045	ENSTNIP00000016213
ENSMGAP00000011268	ENSTNIP00000013497
ENSMGAP00000008780	ENSTNIP00000014333
ENSMGAP00000008780	ENSTNIP00000005983
ENSMGAP00000003307	ENSTNIP00000019773
ENSMGAP00000003307	ENSTNIP00000007702
ENSMGAP00000011785	ENSTNIP00000009239
ENSMGAP00000011785	ENSTNIP00000012116
ENSMGAP00000001198	ENSTNIP00000010613
ENSMGAP00000009366	ENSTNIP00000011504
ENSMGAP00000014162	ENSTNIP00000015361
ENSMGAP00000002902	ENSTNIP00000009209
ENSMGAP00000015453	ENSTNIP00000016921
ENSMGAP00000000080	ENSTNIP00000020108
ENSMGAP00000014850	ENSTNIP00000005690
ENSMGAP00000011552	ENSTNIP00000022086
ENSMGAP00000013056	ENSTNIP00000007503
ENSMGAP00000002383	ENSTNIP00000013803
ENSMGAP00000002383	ENSTNIP00000017682
ENSMGAP00000011747	ENSTNIP00000019756
ENSMGAP00000007066	ENSTNIP00000011841
ENSMGAP00000010958	ENSTNIP00000006567
ENSMGAP00000011752	ENSTNIP00000019755
ENSMGAP00000011752	ENSTNIP00000007726
ENSMGAP00000001698	ENSTNIP00000011495
ENSMGAP00000012490	ENSTNIP00000000972
ENSMGAP00000005592	ENSTNIP00000011914
ENSMGAP00000005592	ENSTNIP00000018883
ENSMGAP00000012087	ENSTNIP00000005220
ENSMGAP00000015715	ENSTNIP00000000939
ENSMGAP00000011101	ENSTNIP00000001353
ENSMGAP00000002163	ENSTNIP00000005927
ENSMGAP00000002163	ENSTNIP00000012991
ENSMGAP00000011107	ENSTNIP00000004112
ENSMGAP00000002147	ENSTNIP00000004115
ENSMGAP00000016013	ENSTNIP00000015683
ENSMGAP00000019206	ENSTNIP00000017423
ENSMGAP00000010445	ENSTNIP00000007666
ENSMGAP00000011120	ENSTNIP00000001316
ENSMGAP00000005292	ENSTNIP00000009789
ENSMGAP00000009358	ENSTNIP00000015586
ENSMGAP00000003503	ENSTNIP00000023050
ENSMGAP00000014713	ENSTNIP00000019669
ENSMGAP00000000036	ENSTNIP00000014374
ENSMGAP00000000036	ENSTNIP00000011907
ENSMGAP00000008116	ENSTNIP00000007357
ENSMGAP00000007737	ENSTNIP00000017936
ENSMGAP00000004560	ENSTNIP00000008241
ENSMGAP00000006570	ENSTNIP00000013645
ENSMGAP00000004694	ENSTNIP00000012260
ENSMGAP00000004694	ENSTNIP00000019167
ENSMGAP00000001105	ENSTNIP00000005040
ENSMGAP00000000177	ENSTNIP00000014773
ENSMGAP00000002378	ENSTNIP00000008385
ENSMGAP00000001110	ENSTNIP00000009586
ENSMGAP00000001110	ENSTNIP00000015538
ENSMGAP00000011476	ENSTNIP00000015628
ENSMGAP00000014042	ENSTNIP00000015631
ENSMGAP00000004574	ENSTNIP00000015379
ENSMGAP00000005098	ENSTNIP00000010617
ENSMGAP00000005098	ENSTNIP00000016817
ENSMGAP00000017624	ENSTNIP00000005419
ENSMGAP00000014146	ENSTNIP00000007460
ENSMGAP00000006793	ENSTNIP00000016647
ENSMGAP00000013296	ENSTNIP00000022326
ENSMGAP00000016039	ENSTNIP00000018743
ENSMGAP00000009280	ENSTNIP00000014402
ENSMGAP00000013269	ENSTNIP00000022005
ENSMGAP00000016970	ENSTNIP00000009085
ENSMGAP00000006872	ENSTNIP00000010177
ENSMGAP00000010726	ENSTNIP00000020227
ENSMGAP00000016680	ENSTNIP00000007848
ENSMGAP00000011624	ENSTNIP00000013895
ENSMGAP00000011624	ENSTNIP00000020575
ENSMGAP00000012592	ENSTNIP00000020829
ENSMGAP00000012592	ENSTNIP00000004059
ENSMGAP00000000170	ENSTNIP00000020102
ENSMGAP00000014063	ENSTNIP00000005980
ENSMGAP00000014063	ENSTNIP00000020354
ENSMGAP00000001496	ENSTNIP00000010879
ENSMGAP00000001496	ENSTNIP00000020692
ENSMGAP00000011181	ENSTNIP00000015328
ENSMGAP00000004224	ENSTNIP00000017336
ENSMGAP00000014973	ENSTNIP00000010855
ENSMGAP00000015347	ENSTNIP00000000390
ENSMGAP00000000770	ENSTNIP00000017390
ENSMGAP00000000770	ENSTNIP00000014705
ENSMGAP00000009506	ENSTNIP00000014071
ENSMGAP00000009793	ENSTNIP00000019072
ENSMGAP00000015349	ENSTNIP00000017563
ENSMGAP00000006661	ENSTNIP00000014845
ENSMGAP00000018379	ENSTNIP00000016488
ENSMGAP00000001353	ENSTNIP00000013061
ENSMGAP00000007612	ENSTNIP00000007400
ENSMGAP00000005161	ENSTNIP00000016130
ENSMGAP00000004410	ENSTNIP00000007053
ENSMGAP00000005642	ENSTNIP00000009984
ENSMGAP00000007050	ENSTNIP00000012080
ENSMGAP00000013620	ENSTNIP00000007005
ENSMGAP00000006053	ENSTNIP00000015575
ENSMGAP00000004239	ENSTNIP00000012079
ENSMGAP00000005542	ENSTNIP00000015434
ENSMGAP00000006034	ENSTNIP00000021711
ENSMGAP00000003055	ENSTNIP00000013813
ENSMGAP00000009745	ENSTNIP00000015445
ENSMGAP00000017911	ENSTNIP00000020287
ENSMGAP00000017911	ENSTNIP00000019543
ENSMGAP00000002653	ENSTNIP00000011291
ENSMGAP00000006792	ENSTNIP00000022148
ENSMGAP00000006792	ENSTNIP00000004488
ENSMGAP00000009130	ENSTNIP00000000633
ENSMGAP00000003226	ENSTNIP00000018669
ENSMGAP00000003226	ENSTNIP00000021933
ENSMGAP00000007457	ENSTNIP00000003924
ENSMGAP00000003416	ENSTNIP00000010405
ENSMGAP00000004737	ENSTNIP00000001174
ENSMGAP00000004737	ENSTNIP00000001679
ENSMGAP00000006008	ENSTNIP00000000744
ENSMGAP00000006008	ENSTNIP00000013524
ENSMGAP00000005339	ENSTNIP00000014167
ENSMGAP00000015755	ENSTNIP00000002564
ENSMGAP00000007193	ENSTNIP00000017639
ENSMGAP00000014941	ENSTNIP00000015174
ENSMGAP00000010143	ENSTNIP00000021827
ENSMGAP00000010143	ENSTNIP00000020249
ENSMGAP00000011249	ENSTNIP00000021606
ENSMGAP00000011249	ENSTNIP00000012072
ENSMGAP00000001272	ENSTNIP00000010734
ENSMGAP00000001272	ENSTNIP00000019564
ENSMGAP00000001374	ENSTNIP00000010735
ENSMGAP00000018684	ENSTNIP00000021001
ENSMGAP00000010137	ENSTNIP00000000535
ENSMGAP00000010850	ENSTNIP00000020038
ENSMGAP00000010850	ENSTNIP00000016250
ENSMGAP00000000122	ENSTNIP00000018597
ENSMGAP00000000366	ENSTNIP00000018344
ENSMGAP00000000395	ENSTNIP00000016955
ENSMGAP00000010743	ENSTNIP00000020043
ENSMGAP00000017080	ENSTNIP00000007425
ENSMGAP00000000689	ENSTNIP00000015418
ENSMGAP00000005359	ENSTNIP00000009949
ENSMGAP00000016080	ENSTNIP00000013190
ENSMGAP00000013293	ENSTNIP00000022300
ENSMGAP00000014864	ENSTNIP00000013638
ENSMGAP00000009588	ENSTNIP00000014067
ENSMGAP00000012713	ENSTNIP00000011542
ENSMGAP00000007439	ENSTNIP00000017739
ENSMGAP00000007439	ENSTNIP00000008885
ENSMGAP00000001954	ENSTNIP00000015711
ENSMGAP00000001954	ENSTNIP00000010746
ENSMGAP00000004292	ENSTNIP00000015536
ENSMGAP00000002095	ENSTNIP00000005453
ENSMGAP00000004316	ENSTNIP00000017663
ENSMGAP00000015231	ENSTNIP00000009088
ENSMGAP00000015231	ENSTNIP00000005622
ENSMGAP00000005178	ENSTNIP00000016406
ENSMGAP00000001336	ENSTNIP00000016094
ENSMGAP00000001336	ENSTNIP00000013696
ENSMGAP00000013173	ENSTNIP00000014267
ENSMGAP00000005416	ENSTNIP00000017039
ENSMGAP00000012925	ENSTNIP00000016300
ENSMGAP00000012925	ENSTNIP00000012010
ENSMGAP00000002344	ENSTNIP00000008580
ENSMGAP00000012138	ENSTNIP00000022615
ENSMGAP00000012318	ENSTNIP00000016330
ENSMGAP00000012318	ENSTNIP00000001678
ENSMGAP00000004967	ENSTNIP00000001335
ENSMGAP00000001541	ENSTNIP00000006193
ENSMGAP00000001541	ENSTNIP00000014801
ENSMGAP00000016699	ENSTNIP00000013049
ENSMGAP00000016699	ENSTNIP00000015008
ENSMGAP00000016388	ENSTNIP00000006554
ENSMGAP00000002633	ENSTNIP00000010415
ENSMGAP00000002633	ENSTNIP00000007306
ENSMGAP00000013942	ENSTNIP00000006373
ENSMGAP00000003295	ENSTNIP00000020976
ENSMGAP00000008655	ENSTNIP00000016385
ENSMGAP00000017050	ENSTNIP00000019519
ENSMGAP00000004699	ENSTNIP00000015748
ENSMGAP00000017077	ENSTNIP00000016951
ENSMGAP00000016326	ENSTNIP00000001385
ENSMGAP00000016745	ENSTNIP00000018855
ENSMGAP00000016969	ENSTNIP00000015731
ENSMGAP00000003391	ENSTNIP00000011391
ENSMGAP00000001718	ENSTNIP00000021718
ENSMGAP00000000781	ENSTNIP00000022045
ENSMGAP00000000781	ENSTNIP00000013935
ENSMGAP00000009965	ENSTNIP00000011532
ENSMGAP00000009965	ENSTNIP00000017092
ENSMGAP00000010864	ENSTNIP00000013457
ENSMGAP00000013918	ENSTNIP00000020507
ENSMGAP00000013918	ENSTNIP00000007466
ENSMGAP00000000330	ENSTNIP00000018456
ENSMGAP00000009949	ENSTNIP00000007921
ENSMGAP00000003148	ENSTNIP00000020463
ENSMGAP00000005168	ENSTNIP00000010196
ENSMGAP00000012157	ENSTNIP00000009349
ENSMGAP00000003821	ENSTNIP00000011156
ENSMGAP00000009180	ENSTNIP00000020919
ENSMGAP00000008886	ENSTNIP00000016578
ENSMGAP00000001118	ENSTNIP00000019272
ENSMGAP00000018940	ENSTNIP00000005682
ENSMGAP00000000886	ENSTNIP00000009919
ENSMGAP00000018906	ENSTNIP00000010681
ENSMGAP00000018906	ENSTNIP00000013783
ENSMGAP00000006128	ENSTNIP00000021670
ENSMGAP00000004657	ENSTNIP00000008427
ENSMGAP00000014958	ENSTNIP00000019471
ENSMGAP00000008153	ENSTNIP00000007893
ENSMGAP00000013037	ENSTNIP00000020895
ENSMGAP00000014755	ENSTNIP00000019655
ENSMGAP00000003137	ENSTNIP00000020181
ENSMGAP00000003137	ENSTNIP00000012352
ENSMGAP00000016102	ENSTNIP00000012881
ENSMGAP00000017563	ENSTNIP00000018311
ENSMGAP00000001845	ENSTNIP00000000724
ENSMGAP00000009940	ENSTNIP00000021621
ENSMGAP00000016758	ENSTNIP00000020584
ENSMGAP00000014451	ENSTNIP00000015118
ENSMGAP00000006208	ENSTNIP00000012296
ENSMGAP00000013647	ENSTNIP00000005253
ENSMGAP00000013795	ENSTNIP00000019415
ENSMGAP00000009939	ENSTNIP00000003239
ENSMGAP00000001725	ENSTNIP00000002731
ENSMGAP00000010392	ENSTNIP00000003124
ENSMGAP00000006054	ENSTNIP00000007441
ENSMGAP00000006615	ENSTNIP00000018966
ENSMGAP00000011172	ENSTNIP00000014741
ENSMGAP00000004643	ENSTNIP00000017852
ENSMGAP00000004700	ENSTNIP00000015591
ENSMGAP00000008301	ENSTNIP00000008888
ENSMGAP00000008001	ENSTNIP00000021053
ENSMGAP00000008001	ENSTNIP00000008729
ENSMGAP00000001989	ENSTNIP00000006702
ENSMGAP00000007300	ENSTNIP00000012211
ENSMGAP00000012121	ENSTNIP00000011003
ENSMGAP00000017666	ENSTNIP00000011002
ENSMGAP00000017666	ENSTNIP00000002320
ENSMGAP00000018372	ENSTNIP00000003797
ENSMGAP00000010734	ENSTNIP00000022448
ENSMGAP00000010734	ENSTNIP00000000152
ENSMGAP00000013917	ENSTNIP00000013882
ENSMGAP00000009738	ENSTNIP00000001892
ENSMGAP00000009738	ENSTNIP00000021627
ENSMGAP00000002709	ENSTNIP00000014179
ENSMGAP00000003603	ENSTNIP00000003854
ENSMGAP00000012443	ENSTNIP00000002028
ENSMGAP00000006777	ENSTNIP00000000311
ENSMGAP00000012428	ENSTNIP00000010378
ENSMGAP00000006820	ENSTNIP00000021535
ENSMGAP00000001493	ENSTNIP00000011395
ENSMGAP00000000812	ENSTNIP00000018421
ENSMGAP00000009368	ENSTNIP00000019169
ENSMGAP00000016415	ENSTNIP00000011184
ENSMGAP00000007036	ENSTNIP00000007376
ENSMGAP00000016269	ENSTNIP00000008699
ENSMGAP00000001153	ENSTNIP00000010014
ENSMGAP00000012086	ENSTNIP00000005152
ENSMGAP00000008152	ENSTNIP00000014143
ENSMGAP00000005857	ENSTNIP00000015168
ENSMGAP00000005857	ENSTNIP00000009288
ENSMGAP00000014193	ENSTNIP00000010389
ENSMGAP00000014193	ENSTNIP00000007140
ENSMGAP00000006058	ENSTNIP00000018062
ENSMGAP00000002596	ENSTNIP00000011251
ENSMGAP00000002596	ENSTNIP00000007824
ENSMGAP00000013219	ENSTNIP00000007852
ENSMGAP00000001799	ENSTNIP00000018796
ENSMGAP00000004937	ENSTNIP00000016976
ENSMGAP00000016484	ENSTNIP00000002971
ENSMGAP00000014357	ENSTNIP00000009523
ENSMGAP00000016755	ENSTNIP00000013012
ENSMGAP00000016343	ENSTNIP00000008815
ENSMGAP00000010859	ENSTNIP00000022986
ENSMGAP00000010859	ENSTNIP00000020334
ENSMGAP00000013840	ENSTNIP00000001643
ENSMGAP00000011964	ENSTNIP00000009926
ENSMGAP00000007491	ENSTNIP00000005452
ENSMGAP00000007491	ENSTNIP00000005782
ENSMGAP00000006811	ENSTNIP00000022147
ENSMGAP00000006811	ENSTNIP00000017918
ENSMGAP00000003922	ENSTNIP00000005204
ENSMGAP00000003922	ENSTNIP00000010686
ENSMGAP00000005056	ENSTNIP00000013599
ENSMGAP00000008532	ENSTNIP00000005536
ENSMGAP00000006638	ENSTNIP00000012394
ENSMGAP00000013757	ENSTNIP00000019412
ENSMGAP00000004620	ENSTNIP00000016474
ENSMGAP00000012746	ENSTNIP00000022945
