ENSTGUP00000008915	ENSGACP00000003450
ENSTGUP00000007943	ENSGACP00000005867
ENSTGUP00000012698	ENSGACP00000011556
ENSTGUP00000013857	ENSGACP00000002446
ENSTGUP00000003375	ENSGACP00000019585
ENSTGUP00000003375	ENSGACP00000004617
ENSTGUP00000003476	ENSGACP00000011193
ENSTGUP00000003476	ENSGACP00000000856
ENSTGUP00000001207	ENSGACP00000011776
ENSTGUP00000001207	ENSGACP00000015426
ENSTGUP00000007215	ENSGACP00000022164
ENSTGUP00000009424	ENSGACP00000007051
ENSTGUP00000007125	ENSGACP00000007920
ENSTGUP00000007125	ENSGACP00000002098
ENSTGUP00000012617	ENSGACP00000010704
ENSTGUP00000010063	ENSGACP00000012208
ENSTGUP00000000268	ENSGACP00000012073
ENSTGUP00000013801	ENSGACP00000004268
ENSTGUP00000007381	ENSGACP00000011797
ENSTGUP00000010916	ENSGACP00000013365
ENSTGUP00000012007	ENSGACP00000010506
ENSTGUP00000012007	ENSGACP00000007983
ENSTGUP00000011897	ENSGACP00000026355
ENSTGUP00000011897	ENSGACP00000015757
ENSTGUP00000010967	ENSGACP00000020243
ENSTGUP00000004296	ENSGACP00000009721
ENSTGUP00000008002	ENSGACP00000020342
ENSTGUP00000008828	ENSGACP00000020040
ENSTGUP00000001894	ENSGACP00000002089
ENSTGUP00000003948	ENSGACP00000020819
ENSTGUP00000005001	ENSGACP00000011247
ENSTGUP00000002833	ENSGACP00000011219
ENSTGUP00000006958	ENSGACP00000012565
ENSTGUP00000004798	ENSGACP00000016275
ENSTGUP00000011307	ENSGACP00000017910
ENSTGUP00000007912	ENSGACP00000027331
ENSTGUP00000007089	ENSGACP00000022288
ENSTGUP00000008496	ENSGACP00000005259
ENSTGUP00000009728	ENSGACP00000006944
ENSTGUP00000009381	ENSGACP00000005854
ENSTGUP00000009024	ENSGACP00000008914
ENSTGUP00000013973	ENSGACP00000010240
ENSTGUP00000008928	ENSGACP00000006340
ENSTGUP00000008928	ENSGACP00000020317
ENSTGUP00000000609	ENSGACP00000015023
ENSTGUP00000011709	ENSGACP00000016043
ENSTGUP00000010518	ENSGACP00000013741
ENSTGUP00000011997	ENSGACP00000025456
ENSTGUP00000012740	ENSGACP00000002608
ENSTGUP00000012740	ENSGACP00000008264
ENSTGUP00000010654	ENSGACP00000024320
ENSTGUP00000012146	ENSGACP00000002779
ENSTGUP00000012146	ENSGACP00000022830
ENSTGUP00000003767	ENSGACP00000002547
ENSTGUP00000004922	ENSGACP00000018847
ENSTGUP00000004922	ENSGACP00000018298
ENSTGUP00000007975	ENSGACP00000021042
ENSTGUP00000008023	ENSGACP00000018837
ENSTGUP00000000985	ENSGACP00000023788
ENSTGUP00000010939	ENSGACP00000005985
ENSTGUP00000000448	ENSGACP00000027500
ENSTGUP00000005852	ENSGACP00000022613
ENSTGUP00000012008	ENSGACP00000004028
ENSTGUP00000007901	ENSGACP00000018862
ENSTGUP00000001030	ENSGACP00000024222
ENSTGUP00000002646	ENSGACP00000022702
ENSTGUP00000006366	ENSGACP00000027378
ENSTGUP00000000934	ENSGACP00000027643
ENSTGUP00000005209	ENSGACP00000015878
ENSTGUP00000005209	ENSGACP00000013996
ENSTGUP00000000903	ENSGACP00000017983
ENSTGUP00000005497	ENSGACP00000004094
ENSTGUP00000005860	ENSGACP00000007391
ENSTGUP00000001554	ENSGACP00000015019
ENSTGUP00000001554	ENSGACP00000015335
ENSTGUP00000012434	ENSGACP00000000326
ENSTGUP00000013519	ENSGACP00000011048
ENSTGUP00000016764	ENSGACP00000011623
ENSTGUP00000011074	ENSGACP00000020093
ENSTGUP00000011874	ENSGACP00000016297
ENSTGUP00000013479	ENSGACP00000016406
ENSTGUP00000012875	ENSGACP00000006748
ENSTGUP00000007468	ENSGACP00000021251
ENSTGUP00000011407	ENSGACP00000005202
ENSTGUP00000002252	ENSGACP00000021019
ENSTGUP00000002272	ENSGACP00000022707
ENSTGUP00000002272	ENSGACP00000027039
ENSTGUP00000010826	ENSGACP00000002696
ENSTGUP00000004695	ENSGACP00000007786
ENSTGUP00000004695	ENSGACP00000020503
ENSTGUP00000006228	ENSGACP00000024873
ENSTGUP00000009305	ENSGACP00000025786
ENSTGUP00000016232	ENSGACP00000007843
ENSTGUP00000006956	ENSGACP00000018642
ENSTGUP00000006956	ENSGACP00000007772
ENSTGUP00000003952	ENSGACP00000004996
ENSTGUP00000012310	ENSGACP00000025365
ENSTGUP00000012310	ENSGACP00000017397
ENSTGUP00000011953	ENSGACP00000004059
ENSTGUP00000008056	ENSGACP00000018815
ENSTGUP00000005893	ENSGACP00000022593
ENSTGUP00000004817	ENSGACP00000025773
ENSTGUP00000009007	ENSGACP00000002505
ENSTGUP00000012641	ENSGACP00000018687
ENSTGUP00000012641	ENSGACP00000012519
ENSTGUP00000004086	ENSGACP00000015093
ENSTGUP00000016307	ENSGACP00000003194
ENSTGUP00000004811	ENSGACP00000015458
ENSTGUP00000011603	ENSGACP00000020607
ENSTGUP00000004195	ENSGACP00000020795
ENSTGUP00000010994	ENSGACP00000017408
ENSTGUP00000004497	ENSGACP00000018221
ENSTGUP00000008215	ENSGACP00000019902
ENSTGUP00000008215	ENSGACP00000013184
ENSTGUP00000010977	ENSGACP00000017426
ENSTGUP00000010977	ENSGACP00000003829
ENSTGUP00000009155	ENSGACP00000004739
ENSTGUP00000002698	ENSGACP00000009553
ENSTGUP00000010205	ENSGACP00000021965
ENSTGUP00000000734	ENSGACP00000022270
ENSTGUP00000000734	ENSGACP00000014914
ENSTGUP00000006534	ENSGACP00000014846
ENSTGUP00000006534	ENSGACP00000007403
ENSTGUP00000013978	ENSGACP00000010326
ENSTGUP00000008870	ENSGACP00000022029
ENSTGUP00000011024	ENSGACP00000002593
ENSTGUP00000011567	ENSGACP00000012204
ENSTGUP00000008453	ENSGACP00000009218
ENSTGUP00000008140	ENSGACP00000012606
ENSTGUP00000017575	ENSGACP00000006761
ENSTGUP00000000137	ENSGACP00000014166
ENSTGUP00000000137	ENSGACP00000022326
ENSTGUP00000017764	ENSGACP00000021721
ENSTGUP00000000604	ENSGACP00000008711
ENSTGUP00000006257	ENSGACP00000019105
ENSTGUP00000003014	ENSGACP00000004894
ENSTGUP00000002587	ENSGACP00000016920
ENSTGUP00000002099	ENSGACP00000022094
ENSTGUP00000009069	ENSGACP00000011953
ENSTGUP00000003204	ENSGACP00000010707
ENSTGUP00000010937	ENSGACP00000011655
ENSTGUP00000014288	ENSGACP00000000626
ENSTGUP00000014288	ENSGACP00000014349
ENSTGUP00000005638	ENSGACP00000004782
ENSTGUP00000005638	ENSGACP00000013121
ENSTGUP00000001874	ENSGACP00000002132
ENSTGUP00000001874	ENSGACP00000021199
ENSTGUP00000005031	ENSGACP00000016973
ENSTGUP00000005031	ENSGACP00000023435
ENSTGUP00000015831	ENSGACP00000023343
ENSTGUP00000000594	ENSGACP00000008701
ENSTGUP00000005135	ENSGACP00000027494
ENSTGUP00000002964	ENSGACP00000019060
ENSTGUP00000002964	ENSGACP00000014480
ENSTGUP00000010735	ENSGACP00000009693
ENSTGUP00000010735	ENSGACP00000021134
ENSTGUP00000009821	ENSGACP00000021164
ENSTGUP00000007739	ENSGACP00000016938
ENSTGUP00000002595	ENSGACP00000024513
ENSTGUP00000000596	ENSGACP00000008706
ENSTGUP00000014524	ENSGACP00000025099
ENSTGUP00000014524	ENSGACP00000023405
ENSTGUP00000005136	ENSGACP00000027597
ENSTGUP00000016067	ENSGACP00000019061
ENSTGUP00000008936	ENSGACP00000014604
ENSTGUP00000012447	ENSGACP00000001441
ENSTGUP00000000284	ENSGACP00000010202
ENSTGUP00000004891	ENSGACP00000012959
ENSTGUP00000004891	ENSGACP00000001064
ENSTGUP00000006822	ENSGACP00000008338
ENSTGUP00000012366	ENSGACP00000025536
ENSTGUP00000001120	ENSGACP00000002195
ENSTGUP00000003055	ENSGACP00000012589
ENSTGUP00000003055	ENSGACP00000009149
ENSTGUP00000010562	ENSGACP00000019801
ENSTGUP00000010562	ENSGACP00000010466
ENSTGUP00000011928	ENSGACP00000002456
ENSTGUP00000011928	ENSGACP00000011258
ENSTGUP00000007054	ENSGACP00000026817
ENSTGUP00000007653	ENSGACP00000022628
ENSTGUP00000004688	ENSGACP00000008453
ENSTGUP00000012084	ENSGACP00000017316
ENSTGUP00000004201	ENSGACP00000017947
ENSTGUP00000011417	ENSGACP00000009482
ENSTGUP00000008570	ENSGACP00000019836
ENSTGUP00000008214	ENSGACP00000000289
ENSTGUP00000012461	ENSGACP00000000316
ENSTGUP00000007585	ENSGACP00000023829
ENSTGUP00000011536	ENSGACP00000019675
ENSTGUP00000010387	ENSGACP00000021327
ENSTGUP00000006859	ENSGACP00000022177
ENSTGUP00000012031	ENSGACP00000024922
ENSTGUP00000013327	ENSGACP00000015901
ENSTGUP00000006096	ENSGACP00000018507
ENSTGUP00000006096	ENSGACP00000010868
ENSTGUP00000005304	ENSGACP00000025621
ENSTGUP00000005304	ENSGACP00000009132
ENSTGUP00000012650	ENSGACP00000006620
ENSTGUP00000006881	ENSGACP00000001136
ENSTGUP00000006482	ENSGACP00000025112
ENSTGUP00000009112	ENSGACP00000005471
ENSTGUP00000005679	ENSGACP00000024151
ENSTGUP00000012918	ENSGACP00000020275
ENSTGUP00000010938	ENSGACP00000017464
ENSTGUP00000013404	ENSGACP00000017686
ENSTGUP00000009467	ENSGACP00000003635
ENSTGUP00000009467	ENSGACP00000005222
ENSTGUP00000007042	ENSGACP00000007171
ENSTGUP00000000295	ENSGACP00000015044
ENSTGUP00000000068	ENSGACP00000006165
ENSTGUP00000006311	ENSGACP00000020879
ENSTGUP00000000280	ENSGACP00000024406
ENSTGUP00000000280	ENSGACP00000027045
ENSTGUP00000010552	ENSGACP00000001249
ENSTGUP00000011298	ENSGACP00000004910
ENSTGUP00000011298	ENSGACP00000011065
ENSTGUP00000005199	ENSGACP00000009396
ENSTGUP00000005199	ENSGACP00000004024
ENSTGUP00000009897	ENSGACP00000019746
ENSTGUP00000013633	ENSGACP00000013664
ENSTGUP00000002130	ENSGACP00000001521
ENSTGUP00000009693	ENSGACP00000005049
ENSTGUP00000006990	ENSGACP00000007433
ENSTGUP00000006990	ENSGACP00000018323
ENSTGUP00000003651	ENSGACP00000004163
ENSTGUP00000017597	ENSGACP00000018024
ENSTGUP00000001680	ENSGACP00000019098
ENSTGUP00000001680	ENSGACP00000020938
ENSTGUP00000001955	ENSGACP00000009315
ENSTGUP00000001955	ENSGACP00000012717
ENSTGUP00000006519	ENSGACP00000003267
ENSTGUP00000000078	ENSGACP00000006171
ENSTGUP00000011342	ENSGACP00000005916
ENSTGUP00000011342	ENSGACP00000023141
ENSTGUP00000014214	ENSGACP00000015990
ENSTGUP00000014214	ENSGACP00000000379
ENSTGUP00000010708	ENSGACP00000003990
ENSTGUP00000010708	ENSGACP00000003476
ENSTGUP00000006783	ENSGACP00000001166
ENSTGUP00000006783	ENSGACP00000013792
ENSTGUP00000011095	ENSGACP00000015341
ENSTGUP00000011095	ENSGACP00000015408
ENSTGUP00000002674	ENSGACP00000008386
ENSTGUP00000003279	ENSGACP00000010049
ENSTGUP00000002876	ENSGACP00000020738
ENSTGUP00000002928	ENSGACP00000020752
ENSTGUP00000010719	ENSGACP00000018553
ENSTGUP00000008850	ENSGACP00000019013
ENSTGUP00000014617	ENSGACP00000009579
ENSTGUP00000017546	ENSGACP00000008516
ENSTGUP00000017593	ENSGACP00000015447
ENSTGUP00000007635	ENSGACP00000015894
ENSTGUP00000007635	ENSGACP00000024230
ENSTGUP00000007295	ENSGACP00000004625
ENSTGUP00000004492	ENSGACP00000010472
ENSTGUP00000006564	ENSGACP00000021907
ENSTGUP00000002446	ENSGACP00000005080
ENSTGUP00000003668	ENSGACP00000021666
ENSTGUP00000003668	ENSGACP00000013942
ENSTGUP00000006986	ENSGACP00000022915
ENSTGUP00000010741	ENSGACP00000015920
ENSTGUP00000009088	ENSGACP00000007663
ENSTGUP00000000905	ENSGACP00000010478
ENSTGUP00000007571	ENSGACP00000025703
ENSTGUP00000012318	ENSGACP00000005674
ENSTGUP00000000922	ENSGACP00000012987
ENSTGUP00000000922	ENSGACP00000006912
ENSTGUP00000018214	ENSGACP00000000763
ENSTGUP00000000880	ENSGACP00000012982
ENSTGUP00000000880	ENSGACP00000006902
ENSTGUP00000002728	ENSGACP00000005811
ENSTGUP00000007722	ENSGACP00000022042
ENSTGUP00000011560	ENSGACP00000019669
ENSTGUP00000005534	ENSGACP00000005337
ENSTGUP00000008448	ENSGACP00000026179
ENSTGUP00000012754	ENSGACP00000017255
ENSTGUP00000012754	ENSGACP00000006619
ENSTGUP00000002507	ENSGACP00000006032
ENSTGUP00000017737	ENSGACP00000003718
ENSTGUP00000017737	ENSGACP00000000517
ENSTGUP00000008423	ENSGACP00000026182
ENSTGUP00000008421	ENSGACP00000026183
ENSTGUP00000017742	ENSGACP00000000511
ENSTGUP00000009415	ENSGACP00000004390
ENSTGUP00000005683	ENSGACP00000012600
ENSTGUP00000002135	ENSGACP00000026553
ENSTGUP00000009692	ENSGACP00000020119
ENSTGUP00000010328	ENSGACP00000006373
ENSTGUP00000000777	ENSGACP00000012154
ENSTGUP00000012528	ENSGACP00000015416
ENSTGUP00000000845	ENSGACP00000018436
ENSTGUP00000017610	ENSGACP00000019772
ENSTGUP00000009286	ENSGACP00000021294
ENSTGUP00000002487	ENSGACP00000023385
ENSTGUP00000002347	ENSGACP00000021605
ENSTGUP00000001239	ENSGACP00000021726
ENSTGUP00000006089	ENSGACP00000022434
ENSTGUP00000004126	ENSGACP00000009760
ENSTGUP00000001287	ENSGACP00000015680
ENSTGUP00000013631	ENSGACP00000008618
ENSTGUP00000014851	ENSGACP00000025753
ENSTGUP00000011876	ENSGACP00000004162
ENSTGUP00000001862	ENSGACP00000019271
ENSTGUP00000004165	ENSGACP00000016096
ENSTGUP00000006489	ENSGACP00000021783
ENSTGUP00000006258	ENSGACP00000018646
ENSTGUP00000010175	ENSGACP00000015696
ENSTGUP00000003838	ENSGACP00000023672
ENSTGUP00000003885	ENSGACP00000011217
ENSTGUP00000003765	ENSGACP00000020297
ENSTGUP00000009333	ENSGACP00000012144
ENSTGUP00000015484	ENSGACP00000021580
ENSTGUP00000013974	ENSGACP00000010275
ENSTGUP00000000063	ENSGACP00000023716
ENSTGUP00000012898	ENSGACP00000006005
ENSTGUP00000013399	ENSGACP00000011835
ENSTGUP00000014737	ENSGACP00000023719
ENSTGUP00000004268	ENSGACP00000021057
ENSTGUP00000013528	ENSGACP00000013983
ENSTGUP00000007455	ENSGACP00000012164
ENSTGUP00000006177	ENSGACP00000011377
ENSTGUP00000008012	ENSGACP00000022007
ENSTGUP00000008258	ENSGACP00000019639
ENSTGUP00000005779	ENSGACP00000007243
ENSTGUP00000000143	ENSGACP00000024321
ENSTGUP00000000143	ENSGACP00000023415
ENSTGUP00000008970	ENSGACP00000021366
ENSTGUP00000008970	ENSGACP00000023703
ENSTGUP00000000113	ENSGACP00000027461
ENSTGUP00000000988	ENSGACP00000002234
ENSTGUP00000000988	ENSGACP00000002068
ENSTGUP00000010196	ENSGACP00000010299
ENSTGUP00000010196	ENSGACP00000019946
ENSTGUP00000014044	ENSGACP00000003652
ENSTGUP00000007989	ENSGACP00000018486
ENSTGUP00000007989	ENSGACP00000019903
ENSTGUP00000008535	ENSGACP00000009398
ENSTGUP00000008535	ENSGACP00000022269
ENSTGUP00000007051	ENSGACP00000013495
ENSTGUP00000009167	ENSGACP00000005634
ENSTGUP00000009132	ENSGACP00000015389
ENSTGUP00000006459	ENSGACP00000021671
ENSTGUP00000013033	ENSGACP00000026094
ENSTGUP00000003920	ENSGACP00000011880
ENSTGUP00000001374	ENSGACP00000009835
ENSTGUP00000018150	ENSGACP00000020268
ENSTGUP00000009903	ENSGACP00000010648
ENSTGUP00000001723	ENSGACP00000024261
ENSTGUP00000010806	ENSGACP00000014531
ENSTGUP00000006589	ENSGACP00000020910
ENSTGUP00000017772	ENSGACP00000021744
ENSTGUP00000003662	ENSGACP00000007777
ENSTGUP00000003662	ENSGACP00000006257
ENSTGUP00000008415	ENSGACP00000002848
ENSTGUP00000007875	ENSGACP00000010495
ENSTGUP00000015038	ENSGACP00000011629
ENSTGUP00000012519	ENSGACP00000007671
ENSTGUP00000008494	ENSGACP00000013907
ENSTGUP00000002667	ENSGACP00000014798
ENSTGUP00000011349	ENSGACP00000016737
ENSTGUP00000010240	ENSGACP00000012116
ENSTGUP00000002106	ENSGACP00000006991
ENSTGUP00000005992	ENSGACP00000014351
ENSTGUP00000001417	ENSGACP00000009932
ENSTGUP00000012001	ENSGACP00000004492
ENSTGUP00000006425	ENSGACP00000018433
ENSTGUP00000013844	ENSGACP00000027206
ENSTGUP00000011049	ENSGACP00000011058
ENSTGUP00000011049	ENSGACP00000022655
ENSTGUP00000005200	ENSGACP00000022954
ENSTGUP00000002738	ENSGACP00000022686
ENSTGUP00000004800	ENSGACP00000022504
ENSTGUP00000005498	ENSGACP00000025870
ENSTGUP00000011502	ENSGACP00000014743
ENSTGUP00000011502	ENSGACP00000012954
ENSTGUP00000013079	ENSGACP00000017344
ENSTGUP00000007052	ENSGACP00000017757
ENSTGUP00000003443	ENSGACP00000020931
ENSTGUP00000001170	ENSGACP00000010342
ENSTGUP00000006690	ENSGACP00000013922
ENSTGUP00000006690	ENSGACP00000001086
ENSTGUP00000010296	ENSGACP00000022779
ENSTGUP00000001164	ENSGACP00000010234
ENSTGUP00000003530	ENSGACP00000010461
ENSTGUP00000008291	ENSGACP00000022079
ENSTGUP00000009479	ENSGACP00000007835
ENSTGUP00000002173	ENSGACP00000005719
ENSTGUP00000002173	ENSGACP00000018706
ENSTGUP00000018092	ENSGACP00000002843
ENSTGUP00000005145	ENSGACP00000020548
ENSTGUP00000002017	ENSGACP00000012934
ENSTGUP00000000426	ENSGACP00000004607
ENSTGUP00000007868	ENSGACP00000007190
ENSTGUP00000011202	ENSGACP00000009628
ENSTGUP00000006846	ENSGACP00000011445
ENSTGUP00000008896	ENSGACP00000014654
ENSTGUP00000004465	ENSGACP00000018196
ENSTGUP00000012633	ENSGACP00000001233
ENSTGUP00000005194	ENSGACP00000000026
ENSTGUP00000013517	ENSGACP00000012925
ENSTGUP00000013453	ENSGACP00000012636
ENSTGUP00000000101	ENSGACP00000020543
ENSTGUP00000005530	ENSGACP00000023631
ENSTGUP00000005530	ENSGACP00000016923
ENSTGUP00000002615	ENSGACP00000024518
ENSTGUP00000000997	ENSGACP00000017981
ENSTGUP00000000997	ENSGACP00000002916
ENSTGUP00000005976	ENSGACP00000023159
ENSTGUP00000007040	ENSGACP00000003193
ENSTGUP00000002979	ENSGACP00000022829
ENSTGUP00000002979	ENSGACP00000027019
ENSTGUP00000010935	ENSGACP00000018270
ENSTGUP00000012618	ENSGACP00000018183
ENSTGUP00000006900	ENSGACP00000000924
ENSTGUP00000001119	ENSGACP00000000494
ENSTGUP00000005131	ENSGACP00000013799
ENSTGUP00000011747	ENSGACP00000017894
ENSTGUP00000005223	ENSGACP00000004365
ENSTGUP00000005223	ENSGACP00000021106
ENSTGUP00000001607	ENSGACP00000014858
ENSTGUP00000001607	ENSGACP00000010479
ENSTGUP00000010268	ENSGACP00000026120
ENSTGUP00000011447	ENSGACP00000006949
ENSTGUP00000011447	ENSGACP00000012988
ENSTGUP00000014935	ENSGACP00000025130
ENSTGUP00000010345	ENSGACP00000019924
ENSTGUP00000001210	ENSGACP00000018018
ENSTGUP00000001428	ENSGACP00000012773
ENSTGUP00000001428	ENSGACP00000006636
ENSTGUP00000011665	ENSGACP00000026273
ENSTGUP00000010727	ENSGACP00000012362
ENSTGUP00000010727	ENSGACP00000021514
ENSTGUP00000000298	ENSGACP00000027427
ENSTGUP00000006505	ENSGACP00000027133
ENSTGUP00000006505	ENSGACP00000014342
ENSTGUP00000009474	ENSGACP00000018804
ENSTGUP00000009474	ENSGACP00000022386
ENSTGUP00000013566	ENSGACP00000015677
ENSTGUP00000002097	ENSGACP00000016037
ENSTGUP00000003352	ENSGACP00000025958
ENSTGUP00000007971	ENSGACP00000017299
ENSTGUP00000007362	ENSGACP00000020727
ENSTGUP00000010078	ENSGACP00000022673
ENSTGUP00000010078	ENSGACP00000007114
ENSTGUP00000000071	ENSGACP00000009684
ENSTGUP00000003786	ENSGACP00000013850
ENSTGUP00000003786	ENSGACP00000021686
ENSTGUP00000001032	ENSGACP00000023279
ENSTGUP00000001032	ENSGACP00000001322
ENSTGUP00000003873	ENSGACP00000016221
ENSTGUP00000003390	ENSGACP00000023596
ENSTGUP00000006314	ENSGACP00000016391
ENSTGUP00000006698	ENSGACP00000004865
ENSTGUP00000001435	ENSGACP00000024084
ENSTGUP00000004871	ENSGACP00000018888
ENSTGUP00000012861	ENSGACP00000026304
ENSTGUP00000003265	ENSGACP00000013416
ENSTGUP00000016492	ENSGACP00000020762
ENSTGUP00000001231	ENSGACP00000010145
ENSTGUP00000002684	ENSGACP00000026810
ENSTGUP00000003032	ENSGACP00000014427
ENSTGUP00000002379	ENSGACP00000022909
ENSTGUP00000005027	ENSGACP00000010994
ENSTGUP00000008363	ENSGACP00000021024
ENSTGUP00000008268	ENSGACP00000004613
ENSTGUP00000007101	ENSGACP00000018873
ENSTGUP00000013553	ENSGACP00000016846
ENSTGUP00000001556	ENSGACP00000025918
ENSTGUP00000010017	ENSGACP00000020306
ENSTGUP00000009198	ENSGACP00000022452
ENSTGUP00000011522	ENSGACP00000019684
ENSTGUP00000002617	ENSGACP00000011530
ENSTGUP00000003370	ENSGACP00000006594
ENSTGUP00000012613	ENSGACP00000007576
ENSTGUP00000012299	ENSGACP00000005477
ENSTGUP00000008000	ENSGACP00000018514
ENSTGUP00000012376	ENSGACP00000014931
ENSTGUP00000007459	ENSGACP00000021255
ENSTGUP00000007853	ENSGACP00000011126
ENSTGUP00000006613	ENSGACP00000027545
ENSTGUP00000004986	ENSGACP00000009008
ENSTGUP00000011480	ENSGACP00000009136
ENSTGUP00000009626	ENSGACP00000021086
ENSTGUP00000017536	ENSGACP00000014575
ENSTGUP00000017583	ENSGACP00000001107
ENSTGUP00000006806	ENSGACP00000002844
ENSTGUP00000006806	ENSGACP00000008697
ENSTGUP00000013909	ENSGACP00000020488
ENSTGUP00000003031	ENSGACP00000008669
ENSTGUP00000005648	ENSGACP00000020802
ENSTGUP00000002221	ENSGACP00000006551
ENSTGUP00000002221	ENSGACP00000021729
ENSTGUP00000004239	ENSGACP00000021063
ENSTGUP00000002600	ENSGACP00000008485
ENSTGUP00000002600	ENSGACP00000021484
ENSTGUP00000000664	ENSGACP00000017712
ENSTGUP00000000657	ENSGACP00000023525
ENSTGUP00000007579	ENSGACP00000007364
ENSTGUP00000007579	ENSGACP00000014814
ENSTGUP00000006195	ENSGACP00000004616
ENSTGUP00000002387	ENSGACP00000016622
ENSTGUP00000005192	ENSGACP00000027115
ENSTGUP00000011605	ENSGACP00000019661
ENSTGUP00000002920	ENSGACP00000026871
ENSTGUP00000002920	ENSGACP00000024491
ENSTGUP00000002462	ENSGACP00000023382
ENSTGUP00000012851	ENSGACP00000020122
ENSTGUP00000012848	ENSGACP00000020127
ENSTGUP00000001547	ENSGACP00000024333
ENSTGUP00000001547	ENSGACP00000025920
ENSTGUP00000002394	ENSGACP00000023077
ENSTGUP00000012820	ENSGACP00000020141
ENSTGUP00000012820	ENSGACP00000005345
ENSTGUP00000001203	ENSGACP00000027539
ENSTGUP00000001203	ENSGACP00000023937
ENSTGUP00000002954	ENSGACP00000020678
ENSTGUP00000009292	ENSGACP00000005955
ENSTGUP00000005524	ENSGACP00000010070
ENSTGUP00000001548	ENSGACP00000022301
ENSTGUP00000012757	ENSGACP00000012140
ENSTGUP00000011933	ENSGACP00000026537
ENSTGUP00000009820	ENSGACP00000024079
ENSTGUP00000006218	ENSGACP00000011464
ENSTGUP00000012373	ENSGACP00000014939
ENSTGUP00000007753	ENSGACP00000009268
ENSTGUP00000007748	ENSGACP00000009266
ENSTGUP00000000325	ENSGACP00000024369
ENSTGUP00000009697	ENSGACP00000010035
ENSTGUP00000011723	ENSGACP00000003293
ENSTGUP00000011723	ENSGACP00000012814
ENSTGUP00000011726	ENSGACP00000012809
ENSTGUP00000012049	ENSGACP00000003701
ENSTGUP00000005406	ENSGACP00000014651
ENSTGUP00000002197	ENSGACP00000017749
ENSTGUP00000010349	ENSGACP00000005060
ENSTGUP00000015317	ENSGACP00000023626
ENSTGUP00000006341	ENSGACP00000005519
ENSTGUP00000006341	ENSGACP00000005538
ENSTGUP00000006187	ENSGACP00000019983
ENSTGUP00000002683	ENSGACP00000003417
ENSTGUP00000012865	ENSGACP00000003417
ENSTGUP00000007954	ENSGACP00000024360
ENSTGUP00000007954	ENSGACP00000023605
ENSTGUP00000009912	ENSGACP00000016659
ENSTGUP00000009912	ENSGACP00000022526
ENSTGUP00000000610	ENSGACP00000019249
ENSTGUP00000000977	ENSGACP00000011156
ENSTGUP00000000666	ENSGACP00000005960
ENSTGUP00000009490	ENSGACP00000003527
ENSTGUP00000008741	ENSGACP00000014745
ENSTGUP00000015306	ENSGACP00000020605
ENSTGUP00000015306	ENSGACP00000013033
ENSTGUP00000011923	ENSGACP00000019733
ENSTGUP00000006961	ENSGACP00000004384
ENSTGUP00000002364	ENSGACP00000022920
ENSTGUP00000011397	ENSGACP00000013235
ENSTGUP00000013350	ENSGACP00000026563
ENSTGUP00000013350	ENSGACP00000013892
ENSTGUP00000007578	ENSGACP00000027563
ENSTGUP00000007084	ENSGACP00000014941
ENSTGUP00000007084	ENSGACP00000020542
ENSTGUP00000005983	ENSGACP00000022067
ENSTGUP00000005983	ENSGACP00000002605
ENSTGUP00000000341	ENSGACP00000024571
ENSTGUP00000006421	ENSGACP00000025281
ENSTGUP00000009937	ENSGACP00000004562
ENSTGUP00000004005	ENSGACP00000007133
ENSTGUP00000004005	ENSGACP00000002859
ENSTGUP00000000917	ENSGACP00000010513
ENSTGUP00000000428	ENSGACP00000024665
ENSTGUP00000004735	ENSGACP00000021085
ENSTGUP00000002224	ENSGACP00000001448
ENSTGUP00000013140	ENSGACP00000008008
ENSTGUP00000013307	ENSGACP00000009988
ENSTGUP00000006280	ENSGACP00000005931
ENSTGUP00000006280	ENSGACP00000025909
ENSTGUP00000006342	ENSGACP00000018457
ENSTGUP00000006342	ENSGACP00000021217
ENSTGUP00000008560	ENSGACP00000009891
ENSTGUP00000009378	ENSGACP00000016205
ENSTGUP00000013159	ENSGACP00000012393
ENSTGUP00000011110	ENSGACP00000017087
ENSTGUP00000011110	ENSGACP00000007803
ENSTGUP00000004390	ENSGACP00000002570
ENSTGUP00000009317	ENSGACP00000003306
ENSTGUP00000009317	ENSGACP00000007317
ENSTGUP00000007062	ENSGACP00000025045
ENSTGUP00000007062	ENSGACP00000016571
ENSTGUP00000010986	ENSGACP00000019174
ENSTGUP00000011525	ENSGACP00000013698
ENSTGUP00000007524	ENSGACP00000013849
ENSTGUP00000003054	ENSGACP00000009536
ENSTGUP00000017806	ENSGACP00000006324
ENSTGUP00000006415	ENSGACP00000025277
ENSTGUP00000009920	ENSGACP00000012348
ENSTGUP00000012867	ENSGACP00000017906
ENSTGUP00000001784	ENSGACP00000015009
ENSTGUP00000018007	ENSGACP00000018473
ENSTGUP00000011265	ENSGACP00000023768
ENSTGUP00000015235	ENSGACP00000024329
ENSTGUP00000010311	ENSGACP00000006368
ENSTGUP00000010311	ENSGACP00000010143
ENSTGUP00000009255	ENSGACP00000005432
ENSTGUP00000006848	ENSGACP00000026776
ENSTGUP00000010354	ENSGACP00000017731
ENSTGUP00000009298	ENSGACP00000007102
ENSTGUP00000009298	ENSGACP00000027476
ENSTGUP00000011063	ENSGACP00000011047
