ENSDARP00000074624	ENSMODP00000016222
ENSDARP00000083373	ENSMODP00000006994
ENSDARP00000074605	ENSMODP00000006627
ENSDARP00000115605	ENSMODP00000008546
ENSDARP00000096874	ENSMODP00000031180
ENSDARP00000056809	ENSMODP00000031180
ENSDARP00000056895	ENSMODP00000026024
ENSDARP00000115536	ENSMODP00000035222
ENSDARP00000114599	ENSMODP00000009370
ENSDARP00000129091	ENSMODP00000010018
ENSDARP00000110752	ENSMODP00000019980
ENSDARP00000111572	ENSMODP00000019980
ENSDARP00000093481	ENSMODP00000019049
ENSDARP00000068814	ENSMODP00000005757
ENSDARP00000108656	ENSMODP00000024112
ENSDARP00000057317	ENSMODP00000024112
ENSDARP00000099047	ENSMODP00000022738
ENSDARP00000105961	ENSMODP00000014700
ENSDARP00000095269	ENSMODP00000025670
ENSDARP00000112052	ENSMODP00000012099
ENSDARP00000102987	ENSMODP00000012099
ENSDARP00000024037	ENSMODP00000007714
ENSDARP00000065663	ENSMODP00000023720
ENSDARP00000053130	ENSMODP00000010294
ENSDARP00000005408	ENSMODP00000035725
ENSDARP00000103503	ENSMODP00000025370
ENSDARP00000097778	ENSMODP00000025370
ENSDARP00000095098	ENSMODP00000019045
ENSDARP00000015526	ENSMODP00000005696
ENSDARP00000041292	ENSMODP00000016879
ENSDARP00000084386	ENSMODP00000018106
ENSDARP00000117964	ENSMODP00000018106
ENSDARP00000077468	ENSMODP00000026300
ENSDARP00000129610	ENSMODP00000029292
ENSDARP00000065680	ENSMODP00000029056
ENSDARP00000127116	ENSMODP00000012212
ENSDARP00000107804	ENSMODP00000021913
ENSDARP00000099327	ENSMODP00000008151
ENSDARP00000128902	ENSMODP00000023082
ENSDARP00000087592	ENSMODP00000019203
ENSDARP00000021281	ENSMODP00000023530
ENSDARP00000057760	ENSMODP00000036976
ENSDARP00000067159	ENSMODP00000018841
ENSDARP00000069184	ENSMODP00000008608
ENSDARP00000074910	ENSMODP00000000605
ENSDARP00000101854	ENSMODP00000015472
ENSDARP00000122259	ENSMODP00000015472
ENSDARP00000023072	ENSMODP00000000596
ENSDARP00000118498	ENSMODP00000015467
ENSDARP00000117324	ENSMODP00000032315
ENSDARP00000072928	ENSMODP00000032923
ENSDARP00000017531	ENSMODP00000011240
ENSDARP00000051832	ENSMODP00000011233
ENSDARP00000096438	ENSMODP00000018976
ENSDARP00000059953	ENSMODP00000002025
ENSDARP00000083051	ENSMODP00000002025
ENSDARP00000076765	ENSMODP00000011931
ENSDARP00000094030	ENSMODP00000022026
ENSDARP00000086646	ENSMODP00000020542
ENSDARP00000022649	ENSMODP00000012538
ENSDARP00000019985	ENSMODP00000023423
ENSDARP00000082925	ENSMODP00000014647
ENSDARP00000067101	ENSMODP00000014647
ENSDARP00000076657	ENSMODP00000002525
ENSDARP00000118202	ENSMODP00000039923
ENSDARP00000069999	ENSMODP00000008652
ENSDARP00000126187	ENSMODP00000008652
ENSDARP00000003126	ENSMODP00000002190
ENSDARP00000069635	ENSMODP00000016205
ENSDARP00000013686	ENSMODP00000004813
ENSDARP00000107417	ENSMODP00000004813
ENSDARP00000127117	ENSMODP00000003296
ENSDARP00000045478	ENSMODP00000000216
ENSDARP00000075119	ENSMODP00000021201
ENSDARP00000073004	ENSMODP00000021201
ENSDARP00000080338	ENSMODP00000007620
ENSDARP00000105517	ENSMODP00000009678
ENSDARP00000016769	ENSMODP00000000817
ENSDARP00000121161	ENSMODP00000000817
ENSDARP00000041860	ENSMODP00000025612
ENSDARP00000123473	ENSMODP00000023137
ENSDARP00000100090	ENSMODP00000000752
ENSDARP00000048364	ENSMODP00000000752
ENSDARP00000049991	ENSMODP00000007558
ENSDARP00000003622	ENSMODP00000007558
ENSDARP00000100713	ENSMODP00000031040
ENSDARP00000049436	ENSMODP00000016766
ENSDARP00000099367	ENSMODP00000007747
ENSDARP00000076092	ENSMODP00000007747
ENSDARP00000072407	ENSMODP00000010473
ENSDARP00000076387	ENSMODP00000020983
ENSDARP00000106947	ENSMODP00000000757
ENSDARP00000115172	ENSMODP00000037193
ENSDARP00000027635	ENSMODP00000032518
ENSDARP00000126762	ENSMODP00000032518
ENSDARP00000032142	ENSMODP00000001150
ENSDARP00000023215	ENSMODP00000011159
ENSDARP00000093421	ENSMODP00000035731
ENSDARP00000094132	ENSMODP00000000242
ENSDARP00000046359	ENSMODP00000011017
ENSDARP00000019782	ENSMODP00000011017
ENSDARP00000106826	ENSMODP00000037134
ENSDARP00000039143	ENSMODP00000021318
ENSDARP00000041228	ENSMODP00000022108
ENSDARP00000018865	ENSMODP00000022108
ENSDARP00000039596	ENSMODP00000020970
ENSDARP00000021241	ENSMODP00000023642
ENSDARP00000056576	ENSMODP00000023203
ENSDARP00000094267	ENSMODP00000003475
ENSDARP00000118064	ENSMODP00000003475
ENSDARP00000093236	ENSMODP00000023202
ENSDARP00000060938	ENSMODP00000026267
ENSDARP00000128297	ENSMODP00000006354
ENSDARP00000120003	ENSMODP00000006354
ENSDARP00000097538	ENSMODP00000003824
ENSDARP00000023956	ENSMODP00000010041
ENSDARP00000087089	ENSMODP00000001854
ENSDARP00000012936	ENSMODP00000024502
ENSDARP00000099288	ENSMODP00000004312
ENSDARP00000078846	ENSMODP00000023895
ENSDARP00000103386	ENSMODP00000011677
ENSDARP00000100609	ENSMODP00000011677
ENSDARP00000100355	ENSMODP00000038017
ENSDARP00000100254	ENSMODP00000015905
ENSDARP00000040378	ENSMODP00000015306
ENSDARP00000068841	ENSMODP00000025759
ENSDARP00000037624	ENSMODP00000021973
ENSDARP00000098905	ENSMODP00000001037
ENSDARP00000055138	ENSMODP00000020999
ENSDARP00000081152	ENSMODP00000029412
ENSDARP00000081777	ENSMODP00000000862
ENSDARP00000046950	ENSMODP00000020528
ENSDARP00000062692	ENSMODP00000020417
ENSDARP00000129596	ENSMODP00000036093
ENSDARP00000075984	ENSMODP00000036093
ENSDARP00000103749	ENSMODP00000011050
ENSDARP00000002692	ENSMODP00000004020
ENSDARP00000049588	ENSMODP00000004020
ENSDARP00000088068	ENSMODP00000004868
ENSDARP00000057303	ENSMODP00000004868
ENSDARP00000120854	ENSMODP00000016529
ENSDARP00000096532	ENSMODP00000017847
ENSDARP00000047843	ENSMODP00000002148
ENSDARP00000091007	ENSMODP00000002148
ENSDARP00000122378	ENSMODP00000014217
ENSDARP00000031878	ENSMODP00000014217
ENSDARP00000129072	ENSMODP00000035230
ENSDARP00000075954	ENSMODP00000005712
ENSDARP00000128470	ENSMODP00000016957
ENSDARP00000068317	ENSMODP00000014496
ENSDARP00000111488	ENSMODP00000036819
ENSDARP00000027281	ENSMODP00000019922
ENSDARP00000111997	ENSMODP00000026838
ENSDARP00000019894	ENSMODP00000018185
ENSDARP00000100904	ENSMODP00000018185
ENSDARP00000103794	ENSMODP00000020641
ENSDARP00000123601	ENSMODP00000009257
ENSDARP00000100078	ENSMODP00000040159
ENSDARP00000088904	ENSMODP00000016801
ENSDARP00000022485	ENSMODP00000016801
ENSDARP00000087460	ENSMODP00000008655
ENSDARP00000028820	ENSMODP00000028516
ENSDARP00000075626	ENSMODP00000032041
ENSDARP00000118742	ENSMODP00000037487
ENSDARP00000115156	ENSMODP00000000306
ENSDARP00000079774	ENSMODP00000018416
ENSDARP00000058940	ENSMODP00000002370
ENSDARP00000052077	ENSMODP00000002370
ENSDARP00000094847	ENSMODP00000004002
ENSDARP00000110552	ENSMODP00000026924
ENSDARP00000103717	ENSMODP00000018461
ENSDARP00000038002	ENSMODP00000009901
ENSDARP00000012991	ENSMODP00000016994
ENSDARP00000057021	ENSMODP00000016994
ENSDARP00000065566	ENSMODP00000022539
ENSDARP00000061785	ENSMODP00000008765
ENSDARP00000046953	ENSMODP00000008453
ENSDARP00000031510	ENSMODP00000008453
ENSDARP00000108189	ENSMODP00000008448
ENSDARP00000105265	ENSMODP00000009969
ENSDARP00000064580	ENSMODP00000009969
ENSDARP00000094282	ENSMODP00000020609
ENSDARP00000038816	ENSMODP00000018469
ENSDARP00000012565	ENSMODP00000021703
ENSDARP00000094833	ENSMODP00000007436
ENSDARP00000125940	ENSMODP00000007436
ENSDARP00000068525	ENSMODP00000001828
ENSDARP00000076769	ENSMODP00000001828
ENSDARP00000099354	ENSMODP00000013206
ENSDARP00000087985	ENSMODP00000010422
ENSDARP00000077690	ENSMODP00000005730
ENSDARP00000105508	ENSMODP00000021366
ENSDARP00000001187	ENSMODP00000003247
ENSDARP00000066470	ENSMODP00000003247
ENSDARP00000110714	ENSMODP00000010078
ENSDARP00000060088	ENSMODP00000010078
ENSDARP00000101388	ENSMODP00000004021
ENSDARP00000059868	ENSMODP00000012944
ENSDARP00000021131	ENSMODP00000009988
ENSDARP00000060350	ENSMODP00000009988
ENSDARP00000010895	ENSMODP00000019285
ENSDARP00000035603	ENSMODP00000020809
ENSDARP00000117062	ENSMODP00000020809
ENSDARP00000073989	ENSMODP00000008519
ENSDARP00000104607	ENSMODP00000008519
ENSDARP00000019694	ENSMODP00000029800
ENSDARP00000070593	ENSMODP00000029968
ENSDARP00000129450	ENSMODP00000032418
ENSDARP00000063664	ENSMODP00000028431
ENSDARP00000084847	ENSMODP00000028431
ENSDARP00000074526	ENSMODP00000035733
ENSDARP00000007507	ENSMODP00000015951
ENSDARP00000051531	ENSMODP00000006033
ENSDARP00000124668	ENSMODP00000035452
ENSDARP00000128626	ENSMODP00000035452
ENSDARP00000079977	ENSMODP00000017078
ENSDARP00000083086	ENSMODP00000023687
ENSDARP00000110708	ENSMODP00000016866
ENSDARP00000018477	ENSMODP00000012290
ENSDARP00000118755	ENSMODP00000027971
ENSDARP00000044962	ENSMODP00000004562
ENSDARP00000100065	ENSMODP00000004562
ENSDARP00000020541	ENSMODP00000002895
ENSDARP00000112167	ENSMODP00000022010
ENSDARP00000090939	ENSMODP00000013169
ENSDARP00000124022	ENSMODP00000012867
ENSDARP00000123643	ENSMODP00000012867
ENSDARP00000075304	ENSMODP00000025122
ENSDARP00000112435	ENSMODP00000000393
ENSDARP00000077445	ENSMODP00000010524
ENSDARP00000066777	ENSMODP00000014650
ENSDARP00000108139	ENSMODP00000019737
ENSDARP00000014757	ENSMODP00000003655
ENSDARP00000062568	ENSMODP00000006760
ENSDARP00000117024	ENSMODP00000038188
ENSDARP00000117492	ENSMODP00000015199
ENSDARP00000117174	ENSMODP00000015199
ENSDARP00000016228	ENSMODP00000001485
ENSDARP00000105685	ENSMODP00000023768
ENSDARP00000054229	ENSMODP00000001536
ENSDARP00000025335	ENSMODP00000007488
ENSDARP00000006394	ENSMODP00000007488
ENSDARP00000022066	ENSMODP00000006323
ENSDARP00000023829	ENSMODP00000021429
ENSDARP00000028352	ENSMODP00000013950
ENSDARP00000101081	ENSMODP00000024364
ENSDARP00000043712	ENSMODP00000006514
ENSDARP00000024418	ENSMODP00000015140
ENSDARP00000112231	ENSMODP00000019479
ENSDARP00000094530	ENSMODP00000019479
ENSDARP00000125731	ENSMODP00000000663
ENSDARP00000117939	ENSMODP00000001833
ENSDARP00000071646	ENSMODP00000036422
ENSDARP00000010406	ENSMODP00000006791
ENSDARP00000012374	ENSMODP00000018678
ENSDARP00000052655	ENSMODP00000040473
ENSDARP00000014099	ENSMODP00000017025
ENSDARP00000116362	ENSMODP00000023162
ENSDARP00000022638	ENSMODP00000020698
ENSDARP00000068225	ENSMODP00000028231
ENSDARP00000100974	ENSMODP00000006419
ENSDARP00000048035	ENSMODP00000009115
ENSDARP00000005231	ENSMODP00000024329
ENSDARP00000070001	ENSMODP00000010751
ENSDARP00000093667	ENSMODP00000002524
ENSDARP00000099570	ENSMODP00000002528
ENSDARP00000053398	ENSMODP00000021839
ENSDARP00000108190	ENSMODP00000001192
ENSDARP00000070002	ENSMODP00000007978
ENSDARP00000042219	ENSMODP00000005377
ENSDARP00000071929	ENSMODP00000037665
ENSDARP00000081336	ENSMODP00000012373
ENSDARP00000081315	ENSMODP00000005245
ENSDARP00000008096	ENSMODP00000001631
ENSDARP00000111850	ENSMODP00000001627
ENSDARP00000088027	ENSMODP00000022928
ENSDARP00000106807	ENSMODP00000006939
ENSDARP00000005281	ENSMODP00000007406
ENSDARP00000110030	ENSMODP00000007406
ENSDARP00000038666	ENSMODP00000010279
ENSDARP00000064081	ENSMODP00000009009
ENSDARP00000041793	ENSMODP00000009009
ENSDARP00000067661	ENSMODP00000016841
ENSDARP00000110563	ENSMODP00000005801
ENSDARP00000116687	ENSMODP00000020273
ENSDARP00000117953	ENSMODP00000008550
ENSDARP00000119968	ENSMODP00000008550
ENSDARP00000102943	ENSMODP00000008535
ENSDARP00000110385	ENSMODP00000008535
ENSDARP00000078195	ENSMODP00000010729
ENSDARP00000100646	ENSMODP00000022116
ENSDARP00000104250	ENSMODP00000022116
ENSDARP00000079716	ENSMODP00000029462
ENSDARP00000129408	ENSMODP00000013825
ENSDARP00000039745	ENSMODP00000013825
ENSDARP00000098469	ENSMODP00000019131
ENSDARP00000122496	ENSMODP00000019131
ENSDARP00000102148	ENSMODP00000010535
ENSDARP00000129410	ENSMODP00000020026
ENSDARP00000058626	ENSMODP00000016657
ENSDARP00000092043	ENSMODP00000040351
ENSDARP00000124276	ENSMODP00000004034
ENSDARP00000000854	ENSMODP00000000389
ENSDARP00000000192	ENSMODP00000000389
ENSDARP00000118507	ENSMODP00000004070
ENSDARP00000085090	ENSMODP00000010672
ENSDARP00000118093	ENSMODP00000011604
ENSDARP00000026328	ENSMODP00000006569
ENSDARP00000122836	ENSMODP00000018737
ENSDARP00000087440	ENSMODP00000025478
ENSDARP00000067072	ENSMODP00000037146
ENSDARP00000106491	ENSMODP00000000680
ENSDARP00000096455	ENSMODP00000004425
ENSDARP00000126821	ENSMODP00000002821
ENSDARP00000099731	ENSMODP00000002821
ENSDARP00000080204	ENSMODP00000005657
ENSDARP00000102822	ENSMODP00000022296
ENSDARP00000125877	ENSMODP00000022934
ENSDARP00000101690	ENSMODP00000039959
ENSDARP00000106520	ENSMODP00000015501
ENSDARP00000103681	ENSMODP00000015501
ENSDARP00000116703	ENSMODP00000022969
ENSDARP00000129244	ENSMODP00000022969
ENSDARP00000066456	ENSMODP00000015552
ENSDARP00000026343	ENSMODP00000000881
ENSDARP00000112770	ENSMODP00000008886
ENSDARP00000097956	ENSMODP00000012219
ENSDARP00000097720	ENSMODP00000012219
ENSDARP00000098441	ENSMODP00000036505
ENSDARP00000055316	ENSMODP00000021468
ENSDARP00000022100	ENSMODP00000037356
ENSDARP00000111867	ENSMODP00000012432
ENSDARP00000104112	ENSMODP00000020334
ENSDARP00000113605	ENSMODP00000020334
ENSDARP00000121308	ENSMODP00000017156
ENSDARP00000008954	ENSMODP00000016542
ENSDARP00000117426	ENSMODP00000016542
ENSDARP00000096531	ENSMODP00000004096
ENSDARP00000057237	ENSMODP00000004096
ENSDARP00000126863	ENSMODP00000005854
ENSDARP00000028581	ENSMODP00000004648
ENSDARP00000084869	ENSMODP00000007537
ENSDARP00000084034	ENSMODP00000000770
ENSDARP00000083130	ENSMODP00000000770
ENSDARP00000123342	ENSMODP00000001186
ENSDARP00000113441	ENSMODP00000001186
ENSDARP00000078874	ENSMODP00000024653
ENSDARP00000124840	ENSMODP00000033851
ENSDARP00000107119	ENSMODP00000010102
ENSDARP00000087771	ENSMODP00000024642
ENSDARP00000080637	ENSMODP00000013092
ENSDARP00000088259	ENSMODP00000016604
ENSDARP00000067654	ENSMODP00000016604
ENSDARP00000030741	ENSMODP00000001277
ENSDARP00000122498	ENSMODP00000003986
ENSDARP00000095067	ENSMODP00000003986
ENSDARP00000013442	ENSMODP00000024412
ENSDARP00000067321	ENSMODP00000022961
ENSDARP00000100443	ENSMODP00000015932
ENSDARP00000122173	ENSMODP00000022592
ENSDARP00000084255	ENSMODP00000004206
ENSDARP00000080759	ENSMODP00000020911
ENSDARP00000112101	ENSMODP00000014117
ENSDARP00000026694	ENSMODP00000022670
ENSDARP00000101084	ENSMODP00000021891
ENSDARP00000062628	ENSMODP00000005211
ENSDARP00000116712	ENSMODP00000024701
ENSDARP00000043396	ENSMODP00000030396
ENSDARP00000024683	ENSMODP00000017693
ENSDARP00000015726	ENSMODP00000017693
ENSDARP00000067599	ENSMODP00000030484
ENSDARP00000127315	ENSMODP00000012376
ENSDARP00000105801	ENSMODP00000001598
ENSDARP00000047019	ENSMODP00000031781
ENSDARP00000104936	ENSMODP00000023364
ENSDARP00000091879	ENSMODP00000023364
ENSDARP00000116072	ENSMODP00000028958
ENSDARP00000026053	ENSMODP00000028958
ENSDARP00000084476	ENSMODP00000016097
ENSDARP00000086783	ENSMODP00000016097
ENSDARP00000112455	ENSMODP00000011921
ENSDARP00000059794	ENSMODP00000011921
ENSDARP00000054471	ENSMODP00000002962
ENSDARP00000124413	ENSMODP00000005404
ENSDARP00000051538	ENSMODP00000005404
ENSDARP00000102358	ENSMODP00000027822
ENSDARP00000110048	ENSMODP00000005539
ENSDARP00000068296	ENSMODP00000005539
ENSDARP00000040110	ENSMODP00000026549
ENSDARP00000072417	ENSMODP00000026549
ENSDARP00000124664	ENSMODP00000027369
ENSDARP00000071464	ENSMODP00000024117
ENSDARP00000095009	ENSMODP00000001684
ENSDARP00000088855	ENSMODP00000001684
ENSDARP00000104801	ENSMODP00000029795
ENSDARP00000101999	ENSMODP00000022522
ENSDARP00000106841	ENSMODP00000022522
ENSDARP00000038211	ENSMODP00000026240
ENSDARP00000118019	ENSMODP00000026240
ENSDARP00000099134	ENSMODP00000022196
ENSDARP00000128785	ENSMODP00000016371
ENSDARP00000116997	ENSMODP00000013819
ENSDARP00000010256	ENSMODP00000011093
ENSDARP00000044734	ENSMODP00000011093
ENSDARP00000054598	ENSMODP00000018433
ENSDARP00000024670	ENSMODP00000018433
ENSDARP00000043179	ENSMODP00000018762
ENSDARP00000049290	ENSMODP00000018762
ENSDARP00000085057	ENSMODP00000013985
ENSDARP00000091856	ENSMODP00000013985
ENSDARP00000113964	ENSMODP00000005186
ENSDARP00000111258	ENSMODP00000009684
ENSDARP00000067835	ENSMODP00000036016
ENSDARP00000027181	ENSMODP00000006557
ENSDARP00000110832	ENSMODP00000022894
ENSDARP00000111502	ENSMODP00000005244
ENSDARP00000089658	ENSMODP00000000091
ENSDARP00000102929	ENSMODP00000027592
ENSDARP00000128308	ENSMODP00000032054
ENSDARP00000118808	ENSMODP00000026468
ENSDARP00000129298	ENSMODP00000007838
ENSDARP00000103376	ENSMODP00000003559
ENSDARP00000045017	ENSMODP00000005850
ENSDARP00000062479	ENSMODP00000032578
ENSDARP00000127574	ENSMODP00000010666
ENSDARP00000102031	ENSMODP00000019750
ENSDARP00000015108	ENSMODP00000019570
ENSDARP00000010616	ENSMODP00000017777
ENSDARP00000025722	ENSMODP00000015108
ENSDARP00000006235	ENSMODP00000024272
ENSDARP00000124066	ENSMODP00000001679
ENSDARP00000104189	ENSMODP00000000763
ENSDARP00000106254	ENSMODP00000025804
ENSDARP00000092779	ENSMODP00000025797
ENSDARP00000027383	ENSMODP00000014600
ENSDARP00000069305	ENSMODP00000008379
ENSDARP00000115099	ENSMODP00000025732
ENSDARP00000003360	ENSMODP00000022794
ENSDARP00000021833	ENSMODP00000022794
ENSDARP00000048429	ENSMODP00000037991
ENSDARP00000127470	ENSMODP00000037991
ENSDARP00000003530	ENSMODP00000009774
ENSDARP00000104215	ENSMODP00000009774
ENSDARP00000097944	ENSMODP00000025784
ENSDARP00000081734	ENSMODP00000001077
ENSDARP00000064717	ENSMODP00000007322
ENSDARP00000093565	ENSMODP00000002131
ENSDARP00000069171	ENSMODP00000002131
ENSDARP00000030826	ENSMODP00000031431
ENSDARP00000026925	ENSMODP00000031431
ENSDARP00000066191	ENSMODP00000021578
ENSDARP00000012434	ENSMODP00000004466
ENSDARP00000066196	ENSMODP00000011170
ENSDARP00000113142	ENSMODP00000011662
ENSDARP00000008780	ENSMODP00000022418
ENSDARP00000120492	ENSMODP00000022418
ENSDARP00000012264	ENSMODP00000021398
ENSDARP00000022579	ENSMODP00000021398
ENSDARP00000073100	ENSMODP00000020004
ENSDARP00000077899	ENSMODP00000021628
ENSDARP00000100985	ENSMODP00000005132
ENSDARP00000060544	ENSMODP00000009681
ENSDARP00000069429	ENSMODP00000032628
ENSDARP00000055335	ENSMODP00000024635
ENSDARP00000096391	ENSMODP00000015917
ENSDARP00000120303	ENSMODP00000002496
ENSDARP00000054367	ENSMODP00000009339
ENSDARP00000121096	ENSMODP00000000415
ENSDARP00000010091	ENSMODP00000016711
ENSDARP00000061498	ENSMODP00000001310
ENSDARP00000074800	ENSMODP00000001310
ENSDARP00000106824	ENSMODP00000007616
ENSDARP00000056883	ENSMODP00000007616
ENSDARP00000071978	ENSMODP00000014255
ENSDARP00000118528	ENSMODP00000016494
ENSDARP00000058702	ENSMODP00000032599
ENSDARP00000116973	ENSMODP00000032599
ENSDARP00000077475	ENSMODP00000008529
ENSDARP00000059832	ENSMODP00000018696
ENSDARP00000043155	ENSMODP00000014021
ENSDARP00000051564	ENSMODP00000002733
ENSDARP00000090643	ENSMODP00000010550
ENSDARP00000073990	ENSMODP00000025760
ENSDARP00000104664	ENSMODP00000007299
ENSDARP00000094910	ENSMODP00000001000
ENSDARP00000044677	ENSMODP00000025764
ENSDARP00000090772	ENSMODP00000009595
ENSDARP00000109146	ENSMODP00000009659
ENSDARP00000005716	ENSMODP00000025776
ENSDARP00000109475	ENSMODP00000024825
ENSDARP00000087554	ENSMODP00000022743
ENSDARP00000108215	ENSMODP00000009960
ENSDARP00000093330	ENSMODP00000000529
ENSDARP00000046296	ENSMODP00000007833
ENSDARP00000128493	ENSMODP00000016547
ENSDARP00000119933	ENSMODP00000016547
ENSDARP00000111809	ENSMODP00000036954
ENSDARP00000008527	ENSMODP00000006916
ENSDARP00000024987	ENSMODP00000020873
ENSDARP00000041299	ENSMODP00000011536
ENSDARP00000110930	ENSMODP00000011536
ENSDARP00000100256	ENSMODP00000005293
ENSDARP00000065384	ENSMODP00000005293
ENSDARP00000072712	ENSMODP00000015839
ENSDARP00000109370	ENSMODP00000000609
ENSDARP00000088795	ENSMODP00000015542
ENSDARP00000104593	ENSMODP00000000987
ENSDARP00000109225	ENSMODP00000021907
ENSDARP00000102269	ENSMODP00000010893
ENSDARP00000117015	ENSMODP00000016391
ENSDARP00000118424	ENSMODP00000024041
ENSDARP00000112161	ENSMODP00000024041
ENSDARP00000106720	ENSMODP00000006219
ENSDARP00000102505	ENSMODP00000019788
ENSDARP00000124159	ENSMODP00000001377
ENSDARP00000123523	ENSMODP00000001377
ENSDARP00000124055	ENSMODP00000019385
ENSDARP00000061546	ENSMODP00000000128
ENSDARP00000118327	ENSMODP00000041218
ENSDARP00000118145	ENSMODP00000037259
ENSDARP00000101065	ENSMODP00000024012
ENSDARP00000046541	ENSMODP00000015969
ENSDARP00000017066	ENSMODP00000015969
ENSDARP00000106635	ENSMODP00000020848
ENSDARP00000078225	ENSMODP00000035172
ENSDARP00000116694	ENSMODP00000035172
ENSDARP00000086160	ENSMODP00000035165
ENSDARP00000086161	ENSMODP00000035165
ENSDARP00000081397	ENSMODP00000012995
ENSDARP00000045474	ENSMODP00000016638
ENSDARP00000044313	ENSMODP00000013342
ENSDARP00000059037	ENSMODP00000012596
ENSDARP00000013339	ENSMODP00000014402
ENSDARP00000065639	ENSMODP00000036144
ENSDARP00000055262	ENSMODP00000032838
ENSDARP00000096662	ENSMODP00000032838
ENSDARP00000052388	ENSMODP00000011761
ENSDARP00000127550	ENSMODP00000011761
ENSDARP00000120150	ENSMODP00000028950
ENSDARP00000118073	ENSMODP00000024269
ENSDARP00000107979	ENSMODP00000024269
ENSDARP00000097940	ENSMODP00000000583
ENSDARP00000088873	ENSMODP00000031958
ENSDARP00000056126	ENSMODP00000031958
ENSDARP00000099577	ENSMODP00000034806
ENSDARP00000081131	ENSMODP00000021968
ENSDARP00000098064	ENSMODP00000002765
ENSDARP00000012969	ENSMODP00000002765
ENSDARP00000082939	ENSMODP00000014639
ENSDARP00000069525	ENSMODP00000020723
ENSDARP00000108727	ENSMODP00000026770
ENSDARP00000099049	ENSMODP00000020952
ENSDARP00000120042	ENSMODP00000008742
ENSDARP00000115216	ENSMODP00000023067
ENSDARP00000077535	ENSMODP00000016511
ENSDARP00000020823	ENSMODP00000016511
ENSDARP00000044156	ENSMODP00000012176
ENSDARP00000097312	ENSMODP00000012176
ENSDARP00000062405	ENSMODP00000035907
ENSDARP00000096673	ENSMODP00000035907
ENSDARP00000127548	ENSMODP00000021125
ENSDARP00000094387	ENSMODP00000021125
ENSDARP00000120313	ENSMODP00000011239
ENSDARP00000106730	ENSMODP00000027428
ENSDARP00000041563	ENSMODP00000012386
ENSDARP00000022597	ENSMODP00000012386
ENSDARP00000084389	ENSMODP00000015703
ENSDARP00000116425	ENSMODP00000022989
ENSDARP00000095341	ENSMODP00000013435
ENSDARP00000003786	ENSMODP00000017747
ENSDARP00000123971	ENSMODP00000017747
ENSDARP00000109548	ENSMODP00000022661
ENSDARP00000006774	ENSMODP00000002206
ENSDARP00000051973	ENSMODP00000002206
ENSDARP00000096103	ENSMODP00000034980
ENSDARP00000129862	ENSMODP00000034980
ENSDARP00000129085	ENSMODP00000033722
ENSDARP00000006023	ENSMODP00000033722
ENSDARP00000072421	ENSMODP00000034137
ENSDARP00000043683	ENSMODP00000034137
ENSDARP00000052167	ENSMODP00000015965
ENSDARP00000085856	ENSMODP00000005427
ENSDARP00000100653	ENSMODP00000006543
ENSDARP00000122633	ENSMODP00000024625
ENSDARP00000129322	ENSMODP00000018781
ENSDARP00000086388	ENSMODP00000001571
ENSDARP00000036302	ENSMODP00000002957
ENSDARP00000115933	ENSMODP00000025921
ENSDARP00000014501	ENSMODP00000001087
ENSDARP00000101005	ENSMODP00000017533
ENSDARP00000119614	ENSMODP00000024646
ENSDARP00000106655	ENSMODP00000017622
ENSDARP00000121957	ENSMODP00000017622
ENSDARP00000109070	ENSMODP00000029356
ENSDARP00000107322	ENSMODP00000021319
ENSDARP00000109092	ENSMODP00000021319
ENSDARP00000014779	ENSMODP00000005984
ENSDARP00000110559	ENSMODP00000036364
ENSDARP00000100221	ENSMODP00000021626
ENSDARP00000027138	ENSMODP00000007888
ENSDARP00000087859	ENSMODP00000012161
ENSDARP00000097279	ENSMODP00000007282
ENSDARP00000000392	ENSMODP00000012371
ENSDARP00000123023	ENSMODP00000007377
ENSDARP00000082742	ENSMODP00000009423
ENSDARP00000093598	ENSMODP00000011395
ENSDARP00000125869	ENSMODP00000011395
ENSDARP00000073983	ENSMODP00000023167
ENSDARP00000106543	ENSMODP00000012058
ENSDARP00000057184	ENSMODP00000008866
ENSDARP00000097982	ENSMODP00000010636
ENSDARP00000048390	ENSMODP00000034042
ENSDARP00000092499	ENSMODP00000036274
ENSDARP00000009152	ENSMODP00000022656
ENSDARP00000116976	ENSMODP00000024762
ENSDARP00000071747	ENSMODP00000024762
ENSDARP00000121807	ENSMODP00000009883
ENSDARP00000047398	ENSMODP00000002254
ENSDARP00000004149	ENSMODP00000017595
ENSDARP00000068174	ENSMODP00000017595
ENSDARP00000044263	ENSMODP00000006509
ENSDARP00000019511	ENSMODP00000006509
ENSDARP00000067446	ENSMODP00000000745
ENSDARP00000075824	ENSMODP00000020563
ENSDARP00000126081	ENSMODP00000020563
ENSDARP00000098785	ENSMODP00000019439
ENSDARP00000099069	ENSMODP00000035939
ENSDARP00000044029	ENSMODP00000035939
ENSDARP00000028652	ENSMODP00000012168
ENSDARP00000075800	ENSMODP00000033356
ENSDARP00000011898	ENSMODP00000005261
ENSDARP00000091059	ENSMODP00000006035
ENSDARP00000007209	ENSMODP00000026063
ENSDARP00000002466	ENSMODP00000011380
ENSDARP00000049203	ENSMODP00000025863
ENSDARP00000112456	ENSMODP00000004800
