ENSTNIP00000006282	ENSGACP00000024945
ENSTNIP00000021552	ENSGACP00000011869
ENSTNIP00000020840	ENSGACP00000021355
ENSTNIP00000013436	ENSGACP00000007100
ENSTNIP00000009434	ENSGACP00000015941
ENSTNIP00000018150	ENSGACP00000011354
ENSTNIP00000019608	ENSGACP00000007164
ENSTNIP00000020120	ENSGACP00000007762
ENSTNIP00000007819	ENSGACP00000007782
ENSTNIP00000011066	ENSGACP00000007628
ENSTNIP00000009734	ENSGACP00000021276
ENSTNIP00000004031	ENSGACP00000007593
ENSTNIP00000015305	ENSGACP00000007723
ENSTNIP00000009731	ENSGACP00000021268
ENSTNIP00000001623	ENSGACP00000014041
ENSTNIP00000021923	ENSGACP00000021948
ENSTNIP00000021814	ENSGACP00000022637
ENSTNIP00000020261	ENSGACP00000005661
ENSTNIP00000014279	ENSGACP00000013863
ENSTNIP00000020133	ENSGACP00000013703
ENSTNIP00000003246	ENSGACP00000021266
ENSTNIP00000015306	ENSGACP00000007715
ENSTNIP00000009730	ENSGACP00000021262
ENSTNIP00000013836	ENSGACP00000007049
ENSTNIP00000017792	ENSGACP00000016204
ENSTNIP00000015167	ENSGACP00000005936
ENSTNIP00000009289	ENSGACP00000016833
ENSTNIP00000021243	ENSGACP00000008636
ENSTNIP00000010634	ENSGACP00000021212
ENSTNIP00000012140	ENSGACP00000013847
ENSTNIP00000012936	ENSGACP00000027366
ENSTNIP00000020887	ENSGACP00000003532
ENSTNIP00000010054	ENSGACP00000008293
ENSTNIP00000010189	ENSGACP00000014543
ENSTNIP00000019516	ENSGACP00000008942
ENSTNIP00000000757	ENSGACP00000020287
ENSTNIP00000005288	ENSGACP00000008970
ENSTNIP00000007490	ENSGACP00000023535
ENSTNIP00000017330	ENSGACP00000000128
ENSTNIP00000018408	ENSGACP00000020284
ENSTNIP00000008778	ENSGACP00000020294
ENSTNIP00000015121	ENSGACP00000015395
ENSTNIP00000007171	ENSGACP00000003336
ENSTNIP00000008335	ENSGACP00000023957
ENSTNIP00000005977	ENSGACP00000023955
ENSTNIP00000019552	ENSGACP00000008343
ENSTNIP00000008710	ENSGACP00000000940
ENSTNIP00000005735	ENSGACP00000020053
ENSTNIP00000011831	ENSGACP00000024181
ENSTNIP00000014747	ENSGACP00000026924
ENSTNIP00000013722	ENSGACP00000002672
ENSTNIP00000006810	ENSGACP00000026335
ENSTNIP00000013700	ENSGACP00000026851
ENSTNIP00000003463	ENSGACP00000006623
ENSTNIP00000011366	ENSGACP00000021738
ENSTNIP00000017337	ENSGACP00000007448
ENSTNIP00000013279	ENSGACP00000003477
ENSTNIP00000020187	ENSGACP00000024424
ENSTNIP00000013973	ENSGACP00000022973
ENSTNIP00000011228	ENSGACP00000014154
ENSTNIP00000018894	ENSGACP00000010559
ENSTNIP00000016428	ENSGACP00000020903
ENSTNIP00000018517	ENSGACP00000015336
ENSTNIP00000021265	ENSGACP00000009188
ENSTNIP00000020747	ENSGACP00000009404
ENSTNIP00000020008	ENSGACP00000009253
ENSTNIP00000005139	ENSGACP00000005676
ENSTNIP00000022181	ENSGACP00000016679
ENSTNIP00000005926	ENSGACP00000009353
ENSTNIP00000010503	ENSGACP00000013631
ENSTNIP00000006129	ENSGACP00000013657
ENSTNIP00000001013	ENSGACP00000013688
ENSTNIP00000001221	ENSGACP00000013697
ENSTNIP00000012927	ENSGACP00000027355
ENSTNIP00000001918	ENSGACP00000014938
ENSTNIP00000020847	ENSGACP00000021396
ENSTNIP00000019402	ENSGACP00000014897
ENSTNIP00000018561	ENSGACP00000014649
ENSTNIP00000022928	ENSGACP00000003985
ENSTNIP00000017943	ENSGACP00000022318
ENSTNIP00000012625	ENSGACP00000014979
ENSTNIP00000017104	ENSGACP00000024808
ENSTNIP00000015172	ENSGACP00000010110
ENSTNIP00000007502	ENSGACP00000001672
ENSTNIP00000019378	ENSGACP00000017243
ENSTNIP00000019906	ENSGACP00000023273
ENSTNIP00000013878	ENSGACP00000017429
ENSTNIP00000017209	ENSGACP00000018714
ENSTNIP00000011658	ENSGACP00000018226
ENSTNIP00000014354	ENSGACP00000026302
ENSTNIP00000017677	ENSGACP00000001369
ENSTNIP00000019038	ENSGACP00000006235
ENSTNIP00000012813	ENSGACP00000027180
ENSTNIP00000016027	ENSGACP00000022010
ENSTNIP00000008944	ENSGACP00000016588
ENSTNIP00000015950	ENSGACP00000023441
ENSTNIP00000007880	ENSGACP00000023800
ENSTNIP00000010152	ENSGACP00000015520
ENSTNIP00000003590	ENSGACP00000009248
ENSTNIP00000000568	ENSGACP00000015557
ENSTNIP00000018238	ENSGACP00000009312
ENSTNIP00000022239	ENSGACP00000016171
ENSTNIP00000019080	ENSGACP00000005431
ENSTNIP00000021682	ENSGACP00000024951
ENSTNIP00000008868	ENSGACP00000015171
ENSTNIP00000012449	ENSGACP00000022494
ENSTNIP00000017207	ENSGACP00000024170
ENSTNIP00000012187	ENSGACP00000020917
ENSTNIP00000016707	ENSGACP00000008050
ENSTNIP00000020886	ENSGACP00000021836
ENSTNIP00000012271	ENSGACP00000020506
ENSTNIP00000021683	ENSGACP00000024962
ENSTNIP00000019343	ENSGACP00000015054
ENSTNIP00000002162	ENSGACP00000026836
ENSTNIP00000019270	ENSGACP00000013970
ENSTNIP00000013689	ENSGACP00000026834
ENSTNIP00000018138	ENSGACP00000011663
ENSTNIP00000018239	ENSGACP00000009288
ENSTNIP00000010154	ENSGACP00000015533
ENSTNIP00000008869	ENSGACP00000015156
ENSTNIP00000015523	ENSGACP00000004620
ENSTNIP00000013505	ENSGACP00000004805
ENSTNIP00000000856	ENSGACP00000007061
ENSTNIP00000022459	ENSGACP00000017961
ENSTNIP00000015644	ENSGACP00000026493
ENSTNIP00000018072	ENSGACP00000013011
ENSTNIP00000000099	ENSGACP00000006934
ENSTNIP00000015659	ENSGACP00000026527
ENSTNIP00000022423	ENSGACP00000017364
ENSTNIP00000007664	ENSGACP00000016718
ENSTNIP00000016678	ENSGACP00000007711
ENSTNIP00000000641	ENSGACP00000025722
ENSTNIP00000002169	ENSGACP00000006891
ENSTNIP00000019128	ENSGACP00000013088
ENSTNIP00000015794	ENSGACP00000012026
ENSTNIP00000005940	ENSGACP00000004944
ENSTNIP00000014097	ENSGACP00000008658
ENSTNIP00000012683	ENSGACP00000010586
ENSTNIP00000021339	ENSGACP00000010593
ENSTNIP00000018102	ENSGACP00000012356
ENSTNIP00000004400	ENSGACP00000000789
ENSTNIP00000002381	ENSGACP00000007020
ENSTNIP00000001258	ENSGACP00000002175
ENSTNIP00000009007	ENSGACP00000004875
ENSTNIP00000008983	ENSGACP00000025066
ENSTNIP00000018167	ENSGACP00000010980
ENSTNIP00000017591	ENSGACP00000000793
ENSTNIP00000018103	ENSGACP00000012345
ENSTNIP00000012684	ENSGACP00000010577
ENSTNIP00000017712	ENSGACP00000015289
ENSTNIP00000018401	ENSGACP00000020235
ENSTNIP00000013605	ENSGACP00000016239
ENSTNIP00000021515	ENSGACP00000016191
ENSTNIP00000011225	ENSGACP00000014125
ENSTNIP00000012464	ENSGACP00000022670
ENSTNIP00000009831	ENSGACP00000010579
ENSTNIP00000008258	ENSGACP00000006291
ENSTNIP00000015108	ENSGACP00000015551
ENSTNIP00000013132	ENSGACP00000021810
ENSTNIP00000016708	ENSGACP00000008003
ENSTNIP00000013541	ENSGACP00000016884
ENSTNIP00000003753	ENSGACP00000017808
ENSTNIP00000000264	ENSGACP00000007959
ENSTNIP00000019576	ENSGACP00000007867
ENSTNIP00000010824	ENSGACP00000023791
ENSTNIP00000002895	ENSGACP00000017544
ENSTNIP00000006312	ENSGACP00000027487
ENSTNIP00000016769	ENSGACP00000004992
ENSTNIP00000010712	ENSGACP00000021714
ENSTNIP00000020440	ENSGACP00000011978
ENSTNIP00000005379	ENSGACP00000015553
ENSTNIP00000014643	ENSGACP00000011208
ENSTNIP00000012452	ENSGACP00000022462
ENSTNIP00000002509	ENSGACP00000013909
ENSTNIP00000022694	ENSGACP00000022353
ENSTNIP00000016930	ENSGACP00000004686
ENSTNIP00000016639	ENSGACP00000006822
ENSTNIP00000020046	ENSGACP00000006695
ENSTNIP00000012741	ENSGACP00000015642
ENSTNIP00000013646	ENSGACP00000016522
ENSTNIP00000005119	ENSGACP00000026117
ENSTNIP00000020606	ENSGACP00000008493
ENSTNIP00000013648	ENSGACP00000016558
ENSTNIP00000003915	ENSGACP00000013217
ENSTNIP00000000709	ENSGACP00000017189
ENSTNIP00000017813	ENSGACP00000001589
ENSTNIP00000006126	ENSGACP00000013709
ENSTNIP00000000353	ENSGACP00000020124
ENSTNIP00000018000	ENSGACP00000012434
ENSTNIP00000013383	ENSGACP00000020164
ENSTNIP00000010743	ENSGACP00000016865
ENSTNIP00000015716	ENSGACP00000004577
ENSTNIP00000008103	ENSGACP00000023974
ENSTNIP00000016761	ENSGACP00000005730
ENSTNIP00000008783	ENSGACP00000000204
ENSTNIP00000022571	ENSGACP00000024178
ENSTNIP00000016035	ENSGACP00000022038
ENSTNIP00000009507	ENSGACP00000014853
ENSTNIP00000009549	ENSGACP00000008765
ENSTNIP00000011444	ENSGACP00000026582
ENSTNIP00000001621	ENSGACP00000011920
ENSTNIP00000014615	ENSGACP00000017219
ENSTNIP00000020899	ENSGACP00000009258
ENSTNIP00000014659	ENSGACP00000011410
ENSTNIP00000000660	ENSGACP00000003759
ENSTNIP00000013930	ENSGACP00000010962
ENSTNIP00000021385	ENSGACP00000027390
ENSTNIP00000000019	ENSGACP00000008964
ENSTNIP00000013490	ENSGACP00000024683
ENSTNIP00000001177	ENSGACP00000025404
ENSTNIP00000002643	ENSGACP00000012789
ENSTNIP00000011336	ENSGACP00000023721
ENSTNIP00000016590	ENSGACP00000001100
ENSTNIP00000015757	ENSGACP00000005157
ENSTNIP00000012354	ENSGACP00000019990
ENSTNIP00000020913	ENSGACP00000008989
ENSTNIP00000014101	ENSGACP00000006762
ENSTNIP00000015832	ENSGACP00000013050
ENSTNIP00000020057	ENSGACP00000006516
ENSTNIP00000014100	ENSGACP00000006755
ENSTNIP00000015831	ENSGACP00000013056
ENSTNIP00000020058	ENSGACP00000006506
ENSTNIP00000020912	ENSGACP00000008997
ENSTNIP00000007835	ENSGACP00000008369
ENSTNIP00000004778	ENSGACP00000013611
ENSTNIP00000004777	ENSGACP00000013602
ENSTNIP00000011896	ENSGACP00000022183
ENSTNIP00000018565	ENSGACP00000014545
ENSTNIP00000020251	ENSGACP00000005466
ENSTNIP00000022752	ENSGACP00000014999
ENSTNIP00000021436	ENSGACP00000007343
ENSTNIP00000020109	ENSGACP00000007617
ENSTNIP00000008433	ENSGACP00000008549
ENSTNIP00000020756	ENSGACP00000018983
ENSTNIP00000019431	ENSGACP00000014297
ENSTNIP00000001166	ENSGACP00000009577
ENSTNIP00000006425	ENSGACP00000024036
ENSTNIP00000009069	ENSGACP00000026187
ENSTNIP00000013484	ENSGACP00000023621
ENSTNIP00000016059	ENSGACP00000022178
ENSTNIP00000014126	ENSGACP00000001831
ENSTNIP00000020104	ENSGACP00000007514
ENSTNIP00000012865	ENSGACP00000027259
ENSTNIP00000021128	ENSGACP00000011144
ENSTNIP00000000721	ENSGACP00000027091
ENSTNIP00000001884	ENSGACP00000012308
ENSTNIP00000017859	ENSGACP00000009297
ENSTNIP00000012957	ENSGACP00000011366
ENSTNIP00000011350	ENSGACP00000023657
ENSTNIP00000019662	ENSGACP00000008423
ENSTNIP00000006354	ENSGACP00000002742
ENSTNIP00000007212	ENSGACP00000016807
ENSTNIP00000018738	ENSGACP00000001868
ENSTNIP00000012949	ENSGACP00000027386
ENSTNIP00000014435	ENSGACP00000016457
ENSTNIP00000010236	ENSGACP00000025042
ENSTNIP00000010235	ENSGACP00000025039
ENSTNIP00000016624	ENSGACP00000007220
ENSTNIP00000015642	ENSGACP00000026487
ENSTNIP00000020626	ENSGACP00000008933
ENSTNIP00000013310	ENSGACP00000011657
ENSTNIP00000022088	ENSGACP00000008738
ENSTNIP00000014409	ENSGACP00000016831
ENSTNIP00000007047	ENSGACP00000011418
ENSTNIP00000014410	ENSGACP00000016855
ENSTNIP00000015318	ENSGACP00000024379
ENSTNIP00000016101	ENSGACP00000023602
ENSTNIP00000019220	ENSGACP00000027079
ENSTNIP00000016102	ENSGACP00000023591
ENSTNIP00000020179	ENSGACP00000010147
ENSTNIP00000016540	ENSGACP00000023909
ENSTNIP00000002456	ENSGACP00000022033
ENSTNIP00000007417	ENSGACP00000022838
ENSTNIP00000000575	ENSGACP00000011474
ENSTNIP00000008073	ENSGACP00000007874
ENSTNIP00000014504	ENSGACP00000011613
ENSTNIP00000017485	ENSGACP00000019063
ENSTNIP00000002063	ENSGACP00000007886
ENSTNIP00000017484	ENSGACP00000019068
ENSTNIP00000014495	ENSGACP00000011479
ENSTNIP00000018663	ENSGACP00000018445
ENSTNIP00000014496	ENSGACP00000011493
ENSTNIP00000003785	ENSGACP00000018637
ENSTNIP00000001989	ENSGACP00000024988
ENSTNIP00000010753	ENSGACP00000018589
ENSTNIP00000001646	ENSGACP00000006299
ENSTNIP00000014469	ENSGACP00000006802
ENSTNIP00000021802	ENSGACP00000022710
ENSTNIP00000011513	ENSGACP00000010498
ENSTNIP00000001953	ENSGACP00000024547
ENSTNIP00000011410	ENSGACP00000026711
ENSTNIP00000011411	ENSGACP00000026706
ENSTNIP00000003461	ENSGACP00000007894
ENSTNIP00000001070	ENSGACP00000018682
ENSTNIP00000014826	ENSGACP00000019080
ENSTNIP00000012668	ENSGACP00000014520
ENSTNIP00000015026	ENSGACP00000025304
ENSTNIP00000013601	ENSGACP00000016331
ENSTNIP00000006506	ENSGACP00000017351
ENSTNIP00000010319	ENSGACP00000021147
ENSTNIP00000019835	ENSGACP00000019508
ENSTNIP00000022542	ENSGACP00000015610
ENSTNIP00000007736	ENSGACP00000026443
ENSTNIP00000016531	ENSGACP00000000474
ENSTNIP00000022445	ENSGACP00000014370
ENSTNIP00000000219	ENSGACP00000021731
ENSTNIP00000007703	ENSGACP00000024190
ENSTNIP00000013784	ENSGACP00000019246
ENSTNIP00000011935	ENSGACP00000022424
ENSTNIP00000018950	ENSGACP00000011585
ENSTNIP00000014689	ENSGACP00000008825
ENSTNIP00000021340	ENSGACP00000012326
ENSTNIP00000010238	ENSGACP00000025072
ENSTNIP00000015322	ENSGACP00000024355
ENSTNIP00000000165	ENSGACP00000020261
ENSTNIP00000020359	ENSGACP00000013516
ENSTNIP00000012077	ENSGACP00000009598
ENSTNIP00000013168	ENSGACP00000018957
ENSTNIP00000001504	ENSGACP00000004654
ENSTNIP00000011863	ENSGACP00000023971
ENSTNIP00000018326	ENSGACP00000018283
ENSTNIP00000010532	ENSGACP00000013237
ENSTNIP00000015676	ENSGACP00000003987
ENSTNIP00000021967	ENSGACP00000022969
ENSTNIP00000015109	ENSGACP00000015531
ENSTNIP00000010609	ENSGACP00000011917
ENSTNIP00000009190	ENSGACP00000010592
ENSTNIP00000022013	ENSGACP00000000062
ENSTNIP00000018520	ENSGACP00000015314
ENSTNIP00000008384	ENSGACP00000006942
ENSTNIP00000019994	ENSGACP00000009002
ENSTNIP00000021620	ENSGACP00000010542
ENSTNIP00000014456	ENSGACP00000018817
ENSTNIP00000011106	ENSGACP00000021954
ENSTNIP00000011402	ENSGACP00000026751
ENSTNIP00000020172	ENSGACP00000010057
ENSTNIP00000005506	ENSGACP00000004212
ENSTNIP00000012204	ENSGACP00000020856
ENSTNIP00000014752	ENSGACP00000026915
ENSTNIP00000018978	ENSGACP00000012155
ENSTNIP00000011930	ENSGACP00000022398
ENSTNIP00000014999	ENSGACP00000024319
ENSTNIP00000000149	ENSGACP00000021887
ENSTNIP00000015001	ENSGACP00000024307
ENSTNIP00000021501	ENSGACP00000016017
ENSTNIP00000022729	ENSGACP00000014065
ENSTNIP00000006787	ENSGACP00000006142
ENSTNIP00000000860	ENSGACP00000021875
ENSTNIP00000015000	ENSGACP00000024315
ENSTNIP00000016126	ENSGACP00000023421
ENSTNIP00000008624	ENSGACP00000026349
ENSTNIP00000008625	ENSGACP00000026351
ENSTNIP00000018353	ENSGACP00000019898
ENSTNIP00000014726	ENSGACP00000026955
ENSTNIP00000020072	ENSGACP00000006154
ENSTNIP00000012737	ENSGACP00000015736
ENSTNIP00000003044	ENSGACP00000010799
ENSTNIP00000020073	ENSGACP00000006114
ENSTNIP00000011133	ENSGACP00000018765
ENSTNIP00000004428	ENSGACP00000007072
ENSTNIP00000018289	ENSGACP00000017713
ENSTNIP00000008602	ENSGACP00000012401
ENSTNIP00000008966	ENSGACP00000020182
ENSTNIP00000005269	ENSGACP00000011361
ENSTNIP00000001819	ENSGACP00000008553
ENSTNIP00000009276	ENSGACP00000019534
ENSTNIP00000017448	ENSGACP00000004526
ENSTNIP00000011617	ENSGACP00000001316
ENSTNIP00000010791	ENSGACP00000023263
ENSTNIP00000021374	ENSGACP00000027402
ENSTNIP00000020881	ENSGACP00000022722
ENSTNIP00000022237	ENSGACP00000016097
ENSTNIP00000012879	ENSGACP00000027288
ENSTNIP00000000828	ENSGACP00000026866
ENSTNIP00000014606	ENSGACP00000017109
ENSTNIP00000005897	ENSGACP00000027094
ENSTNIP00000008537	ENSGACP00000011606
ENSTNIP00000001616	ENSGACP00000007329
ENSTNIP00000019013	ENSGACP00000007354
ENSTNIP00000010669	ENSGACP00000020744
ENSTNIP00000010709	ENSGACP00000021690
ENSTNIP00000006914	ENSGACP00000023251
ENSTNIP00000011227	ENSGACP00000014144
ENSTNIP00000020891	ENSGACP00000003580
ENSTNIP00000017212	ENSGACP00000015266
ENSTNIP00000007911	ENSGACP00000023793
ENSTNIP00000014893	ENSGACP00000016273
ENSTNIP00000006852	ENSGACP00000021102
ENSTNIP00000018837	ENSGACP00000023061
ENSTNIP00000003421	ENSGACP00000008796
ENSTNIP00000021364	ENSGACP00000027417
ENSTNIP00000011793	ENSGACP00000024028
ENSTNIP00000011857	ENSGACP00000024291
ENSTNIP00000006923	ENSGACP00000022583
ENSTNIP00000016026	ENSGACP00000021999
ENSTNIP00000011477	ENSGACP00000011614
ENSTNIP00000011956	ENSGACP00000022557
ENSTNIP00000019823	ENSGACP00000001563
ENSTNIP00000016199	ENSGACP00000023104
ENSTNIP00000013081	ENSGACP00000010296
ENSTNIP00000013991	ENSGACP00000020557
ENSTNIP00000006778	ENSGACP00000013730
ENSTNIP00000013200	ENSGACP00000017441
ENSTNIP00000007822	ENSGACP00000022535
ENSTNIP00000015249	ENSGACP00000011813
ENSTNIP00000015407	ENSGACP00000015205
ENSTNIP00000010951	ENSGACP00000003161
ENSTNIP00000021080	ENSGACP00000003869
ENSTNIP00000019107	ENSGACP00000013443
ENSTNIP00000002720	ENSGACP00000000123
ENSTNIP00000021618	ENSGACP00000010576
ENSTNIP00000009111	ENSGACP00000024043
ENSTNIP00000006429	ENSGACP00000015459
ENSTNIP00000018834	ENSGACP00000023074
ENSTNIP00000015313	ENSGACP00000024418
ENSTNIP00000017262	ENSGACP00000025934
ENSTNIP00000005591	ENSGACP00000015436
ENSTNIP00000014318	ENSGACP00000015139
ENSTNIP00000010186	ENSGACP00000014514
ENSTNIP00000009699	ENSGACP00000025315
ENSTNIP00000002973	ENSGACP00000001052
ENSTNIP00000000904	ENSGACP00000012977
ENSTNIP00000009709	ENSGACP00000025286
ENSTNIP00000021475	ENSGACP00000006489
ENSTNIP00000002369	ENSGACP00000004314
ENSTNIP00000010858	ENSGACP00000013420
ENSTNIP00000009365	ENSGACP00000020411
ENSTNIP00000009364	ENSGACP00000020413
ENSTNIP00000003105	ENSGACP00000020803
ENSTNIP00000003507	ENSGACP00000027041
ENSTNIP00000019951	ENSGACP00000022719
ENSTNIP00000009363	ENSGACP00000020433
ENSTNIP00000009358	ENSGACP00000020379
ENSTNIP00000008165	ENSGACP00000011044
ENSTNIP00000006344	ENSGACP00000017732
ENSTNIP00000019284	ENSGACP00000014280
ENSTNIP00000009785	ENSGACP00000016430
ENSTNIP00000013659	ENSGACP00000016651
ENSTNIP00000011757	ENSGACP00000017009
ENSTNIP00000007555	ENSGACP00000016257
ENSTNIP00000006680	ENSGACP00000026086
ENSTNIP00000010097	ENSGACP00000000528
ENSTNIP00000021698	ENSGACP00000025020
ENSTNIP00000010145	ENSGACP00000015760
ENSTNIP00000017581	ENSGACP00000000828
ENSTNIP00000000622	ENSGACP00000001055
ENSTNIP00000011295	ENSGACP00000004528
ENSTNIP00000012468	ENSGACP00000022657
ENSTNIP00000018382	ENSGACP00000020136
ENSTNIP00000007639	ENSGACP00000016719
ENSTNIP00000007792	ENSGACP00000021745
ENSTNIP00000008348	ENSGACP00000007348
ENSTNIP00000008924	ENSGACP00000017709
ENSTNIP00000012020	ENSGACP00000005116
ENSTNIP00000012475	ENSGACP00000022623
ENSTNIP00000005200	ENSGACP00000017828
ENSTNIP00000015762	ENSGACP00000010849
ENSTNIP00000013950	ENSGACP00000026158
ENSTNIP00000014768	ENSGACP00000026884
ENSTNIP00000005684	ENSGACP00000000401
ENSTNIP00000013476	ENSGACP00000023649
ENSTNIP00000008239	ENSGACP00000002781
ENSTNIP00000011610	ENSGACP00000002769
ENSTNIP00000006913	ENSGACP00000023240
ENSTNIP00000011667	ENSGACP00000018292
ENSTNIP00000014661	ENSGACP00000011423
ENSTNIP00000020902	ENSGACP00000009216
ENSTNIP00000016263	ENSGACP00000018380
ENSTNIP00000019600	ENSGACP00000007280
ENSTNIP00000011631	ENSGACP00000001384
ENSTNIP00000017979	ENSGACP00000012967
ENSTNIP00000022118	ENSGACP00000009419
ENSTNIP00000007734	ENSGACP00000025879
ENSTNIP00000010261	ENSGACP00000014478
ENSTNIP00000019461	ENSGACP00000013670
ENSTNIP00000018742	ENSGACP00000001828
ENSTNIP00000014918	ENSGACP00000021905
ENSTNIP00000013558	ENSGACP00000017139
ENSTNIP00000018377	ENSGACP00000020085
ENSTNIP00000010894	ENSGACP00000015385
ENSTNIP00000008811	ENSGACP00000005681
ENSTNIP00000004042	ENSGACP00000014460
ENSTNIP00000009725	ENSGACP00000025225
ENSTNIP00000012252	ENSGACP00000020618
ENSTNIP00000004260	ENSGACP00000008812
ENSTNIP00000020263	ENSGACP00000005723
ENSTNIP00000014281	ENSGACP00000013884
ENSTNIP00000019430	ENSGACP00000014301
ENSTNIP00000016871	ENSGACP00000003777
ENSTNIP00000015161	ENSGACP00000019606
ENSTNIP00000006579	ENSGACP00000008072
ENSTNIP00000012494	ENSGACP00000008753
ENSTNIP00000012130	ENSGACP00000011944
ENSTNIP00000012643	ENSGACP00000014822
ENSTNIP00000010214	ENSGACP00000007421
ENSTNIP00000013757	ENSGACP00000009698
ENSTNIP00000007180	ENSGACP00000021137
ENSTNIP00000010219	ENSGACP00000007493
ENSTNIP00000009938	ENSGACP00000016211
ENSTNIP00000005687	ENSGACP00000022551
ENSTNIP00000002751	ENSGACP00000010706
ENSTNIP00000016408	ENSGACP00000015933
ENSTNIP00000021286	ENSGACP00000009750
ENSTNIP00000003830	ENSGACP00000000084
ENSTNIP00000017281	ENSGACP00000004829
ENSTNIP00000002443	ENSGACP00000025074
ENSTNIP00000006291	ENSGACP00000025546
ENSTNIP00000015551	ENSGACP00000004252
ENSTNIP00000002331	ENSGACP00000020668
ENSTNIP00000017839	ENSGACP00000002201
ENSTNIP00000012951	ENSGACP00000027388
ENSTNIP00000020567	ENSGACP00000007687
ENSTNIP00000008756	ENSGACP00000018437
ENSTNIP00000015149	ENSGACP00000011879
ENSTNIP00000013851	ENSGACP00000007307
ENSTNIP00000012732	ENSGACP00000015837
ENSTNIP00000023091	ENSGACP00000002699
ENSTNIP00000010640	ENSGACP00000021193
ENSTNIP00000021079	ENSGACP00000003843
ENSTNIP00000001723	ENSGACP00000026253
ENSTNIP00000005485	ENSGACP00000017656
ENSTNIP00000015302	ENSGACP00000007771
ENSTNIP00000010624	ENSGACP00000021254
ENSTNIP00000021881	ENSGACP00000007091
ENSTNIP00000016256	ENSGACP00000018394
ENSTNIP00000014465	ENSGACP00000006729
ENSTNIP00000021382	ENSGACP00000027393
ENSTNIP00000012338	ENSGACP00000020121
ENSTNIP00000019520	ENSGACP00000008887
ENSTNIP00000018849	ENSGACP00000024514
ENSTNIP00000019394	ENSGACP00000017644
ENSTNIP00000003843	ENSGACP00000003916
ENSTNIP00000006051	ENSGACP00000018109
ENSTNIP00000007678	ENSGACP00000018072
ENSTNIP00000015496	ENSGACP00000014454
ENSTNIP00000020268	ENSGACP00000005842
ENSTNIP00000016897	ENSGACP00000004127
ENSTNIP00000010826	ENSGACP00000012497
ENSTNIP00000009786	ENSGACP00000002556
ENSTNIP00000001388	ENSGACP00000027590
ENSTNIP00000016405	ENSGACP00000016020
ENSTNIP00000008356	ENSGACP00000019284
ENSTNIP00000019847	ENSGACP00000019410
ENSTNIP00000010885	ENSGACP00000015516
ENSTNIP00000021959	ENSGACP00000023035
ENSTNIP00000019021	ENSGACP00000005958
ENSTNIP00000012435	ENSGACP00000022396
ENSTNIP00000004431	ENSGACP00000025952
ENSTNIP00000011397	ENSGACP00000026741
ENSTNIP00000014401	ENSGACP00000017883
ENSTNIP00000007014	ENSGACP00000026933
ENSTNIP00000002139	ENSGACP00000000969
ENSTNIP00000008455	ENSGACP00000003150
ENSTNIP00000006840	ENSGACP00000024591
ENSTNIP00000012205	ENSGACP00000020848
ENSTNIP00000006562	ENSGACP00000020701
ENSTNIP00000008614	ENSGACP00000025602
ENSTNIP00000019427	ENSGACP00000014380
ENSTNIP00000003505	ENSGACP00000009606
ENSTNIP00000015553	ENSGACP00000004247
ENSTNIP00000010924	ENSGACP00000014119
ENSTNIP00000016856	ENSGACP00000025329
ENSTNIP00000016801	ENSGACP00000021184
ENSTNIP00000012085	ENSGACP00000009810
ENSTNIP00000022788	ENSGACP00000005199
ENSTNIP00000022307	ENSGACP00000008358
ENSTNIP00000015435	ENSGACP00000014578
ENSTNIP00000017136	ENSGACP00000024479
ENSTNIP00000005329	ENSGACP00000011937
ENSTNIP00000002429	ENSGACP00000003485
ENSTNIP00000016328	ENSGACP00000012668
ENSTNIP00000014261	ENSGACP00000025817
ENSTNIP00000006714	ENSGACP00000021013
ENSTNIP00000012970	ENSGACP00000011607
ENSTNIP00000002894	ENSGACP00000020265
ENSTNIP00000018446	ENSGACP00000003930
ENSTNIP00000017930	ENSGACP00000022208
ENSTNIP00000003673	ENSGACP00000011397
ENSTNIP00000013619	ENSGACP00000025383
ENSTNIP00000022653	ENSGACP00000001786
ENSTNIP00000006230	ENSGACP00000010411
ENSTNIP00000017912	ENSGACP00000022018
ENSTNIP00000001948	ENSGACP00000010710
ENSTNIP00000012551	ENSGACP00000009809
ENSTNIP00000001360	ENSGACP00000010321
ENSTNIP00000004141	ENSGACP00000006035
ENSTNIP00000004137	ENSGACP00000012376
ENSTNIP00000003617	ENSGACP00000010970
ENSTNIP00000004129	ENSGACP00000009442
ENSTNIP00000020078	ENSGACP00000006030
ENSTNIP00000004136	ENSGACP00000012382
ENSTNIP00000004139	ENSGACP00000006022
ENSTNIP00000004128	ENSGACP00000009439
ENSTNIP00000004144	ENSGACP00000010981
ENSTNIP00000004143	ENSGACP00000015743
ENSTNIP00000004131	ENSGACP00000010987
ENSTNIP00000000288	ENSGACP00000009434
ENSTNIP00000004124	ENSGACP00000012392
ENSTNIP00000020079	ENSGACP00000006017
ENSTNIP00000012067	ENSGACP00000009457
ENSTNIP00000004145	ENSGACP00000010963
ENSTNIP00000004138	ENSGACP00000012375
ENSTNIP00000011913	ENSGACP00000022300
ENSTNIP00000018884	ENSGACP00000010302
ENSTNIP00000001500	ENSGACP00000024255
ENSTNIP00000021865	ENSGACP00000015255
ENSTNIP00000013937	ENSGACP00000011341
ENSTNIP00000007821	ENSGACP00000016891
