ENSGACP00000003450	ENSMUSP00000034074
ENSGACP00000021283	ENSMUSP00000129624
ENSGACP00000016962	ENSMUSP00000083840
ENSGACP00000011618	ENSMUSP00000028759
ENSGACP00000009368	ENSMUSP00000048171
ENSGACP00000024672	ENSMUSP00000021918
ENSGACP00000024106	ENSMUSP00000095665
ENSGACP00000017390	ENSMUSP00000029712
ENSGACP00000002644	ENSMUSP00000037909
ENSGACP00000019520	ENSMUSP00000037909
ENSGACP00000002667	ENSMUSP00000099718
ENSGACP00000000330	ENSMUSP00000028499
ENSGACP00000011565	ENSMUSP00000028106
ENSGACP00000024001	ENSMUSP00000101913
ENSGACP00000009259	ENSMUSP00000096712
ENSGACP00000019553	ENSMUSP00000001548
ENSGACP00000022387	ENSMUSP00000034774
ENSGACP00000010642	ENSMUSP00000034774
ENSGACP00000015637	ENSMUSP00000029744
ENSGACP00000006039	ENSMUSP00000053891
ENSGACP00000006078	ENSMUSP00000052181
ENSGACP00000012074	ENSMUSP00000102050
ENSGACP00000015560	ENSMUSP00000102050
ENSGACP00000014302	ENSMUSP00000106353
ENSGACP00000007521	ENSMUSP00000107587
ENSGACP00000021661	ENSMUSP00000092138
ENSGACP00000017541	ENSMUSP00000109267
ENSGACP00000008372	ENSMUSP00000016399
ENSGACP00000008462	ENSMUSP00000019991
ENSGACP00000002665	ENSMUSP00000001513
ENSGACP00000005867	ENSMUSP00000045023
ENSGACP00000011556	ENSMUSP00000032362
ENSGACP00000002446	ENSMUSP00000102703
ENSGACP00000004882	ENSMUSP00000035148
ENSGACP00000019585	ENSMUSP00000021056
ENSGACP00000004617	ENSMUSP00000021056
ENSGACP00000011193	ENSMUSP00000080842
ENSGACP00000000856	ENSMUSP00000080842
ENSGACP00000011776	ENSMUSP00000107695
ENSGACP00000015426	ENSMUSP00000107695
ENSGACP00000022164	ENSMUSP00000077586
ENSGACP00000007051	ENSMUSP00000098127
ENSGACP00000010019	ENSMUSP00000042405
ENSGACP00000001030	ENSMUSP00000111391
ENSGACP00000016027	ENSMUSP00000111391
ENSGACP00000007920	ENSMUSP00000107869
ENSGACP00000002098	ENSMUSP00000107869
ENSGACP00000026026	ENSMUSP00000108413
ENSGACP00000010704	ENSMUSP00000047774
ENSGACP00000012208	ENSMUSP00000027431
ENSGACP00000012073	ENSMUSP00000075170
ENSGACP00000004268	ENSMUSP00000023390
ENSGACP00000011797	ENSMUSP00000026569
ENSGACP00000013365	ENSMUSP00000055579
ENSGACP00000010506	ENSMUSP00000097185
ENSGACP00000007983	ENSMUSP00000097185
ENSGACP00000026355	ENSMUSP00000130874
ENSGACP00000015757	ENSMUSP00000130874
ENSGACP00000020243	ENSMUSP00000130000
ENSGACP00000009721	ENSMUSP00000086383
ENSGACP00000012834	ENSMUSP00000020928
ENSGACP00000020819	ENSMUSP00000088964
ENSGACP00000011219	ENSMUSP00000099398
ENSGACP00000024822	ENSMUSP00000075240
ENSGACP00000013565	ENSMUSP00000075240
ENSGACP00000025768	ENSMUSP00000072336
ENSGACP00000020992	ENSMUSP00000072336
ENSGACP00000012565	ENSMUSP00000041939
ENSGACP00000022793	ENSMUSP00000094165
ENSGACP00000027016	ENSMUSP00000094165
ENSGACP00000017910	ENSMUSP00000043055
ENSGACP00000027331	ENSMUSP00000108019
ENSGACP00000022288	ENSMUSP00000034056
ENSGACP00000024681	ENSMUSP00000029623
ENSGACP00000005236	ENSMUSP00000107793
ENSGACP00000005259	ENSMUSP00000061853
ENSGACP00000006944	ENSMUSP00000086485
ENSGACP00000008914	ENSMUSP00000025956
ENSGACP00000022195	ENSMUSP00000025468
ENSGACP00000022884	ENSMUSP00000031456
ENSGACP00000010240	ENSMUSP00000131553
ENSGACP00000012905	ENSMUSP00000103978
ENSGACP00000006340	ENSMUSP00000088334
ENSGACP00000020317	ENSMUSP00000088334
ENSGACP00000015023	ENSMUSP00000033182
ENSGACP00000026465	ENSMUSP00000004156
ENSGACP00000016043	ENSMUSP00000041819
ENSGACP00000013741	ENSMUSP00000034316
ENSGACP00000025456	ENSMUSP00000002487
ENSGACP00000008918	ENSMUSP00000023812
ENSGACP00000004181	ENSMUSP00000023812
ENSGACP00000000129	ENSMUSP00000100789
ENSGACP00000002608	ENSMUSP00000040307
ENSGACP00000008264	ENSMUSP00000040307
ENSGACP00000024320	ENSMUSP00000000924
ENSGACP00000002779	ENSMUSP00000029881
ENSGACP00000022830	ENSMUSP00000029881
ENSGACP00000002547	ENSMUSP00000029141
ENSGACP00000018847	ENSMUSP00000034243
ENSGACP00000018298	ENSMUSP00000034243
ENSGACP00000018580	ENSMUSP00000087119
ENSGACP00000025382	ENSMUSP00000087119
ENSGACP00000010393	ENSMUSP00000024696
ENSGACP00000021042	ENSMUSP00000005815
ENSGACP00000018837	ENSMUSP00000127173
ENSGACP00000005985	ENSMUSP00000133064
ENSGACP00000027500	ENSMUSP00000005452
ENSGACP00000004028	ENSMUSP00000031653
ENSGACP00000018862	ENSMUSP00000109144
ENSGACP00000024222	ENSMUSP00000020617
ENSGACP00000022702	ENSMUSP00000029719
ENSGACP00000027378	ENSMUSP00000033642
ENSGACP00000015328	ENSMUSP00000050034
ENSGACP00000027182	ENSMUSP00000050034
ENSGACP00000027643	ENSMUSP00000099952
ENSGACP00000003791	ENSMUSP00000071720
ENSGACP00000014406	ENSMUSP00000071720
ENSGACP00000015878	ENSMUSP00000040430
ENSGACP00000013996	ENSMUSP00000040430
ENSGACP00000004094	ENSMUSP00000061700
ENSGACP00000007391	ENSMUSP00000107510
ENSGACP00000015019	ENSMUSP00000016323
ENSGACP00000015335	ENSMUSP00000016323
ENSGACP00000011048	ENSMUSP00000020947
ENSGACP00000020093	ENSMUSP00000076472
ENSGACP00000011224	ENSMUSP00000008579
ENSGACP00000016406	ENSMUSP00000020922
ENSGACP00000006748	ENSMUSP00000068834
ENSGACP00000005654	ENSMUSP00000041747
ENSGACP00000018190	ENSMUSP00000111990
ENSGACP00000025011	ENSMUSP00000091331
ENSGACP00000023155	ENSMUSP00000014927
ENSGACP00000010771	ENSMUSP00000040546
ENSGACP00000008327	ENSMUSP00000040546
ENSGACP00000005202	ENSMUSP00000020220
ENSGACP00000001370	ENSMUSP00000072039
ENSGACP00000021019	ENSMUSP00000063166
ENSGACP00000022707	ENSMUSP00000099070
ENSGACP00000027039	ENSMUSP00000099070
ENSGACP00000007786	ENSMUSP00000046884
ENSGACP00000020503	ENSMUSP00000046884
ENSGACP00000024873	ENSMUSP00000071770
ENSGACP00000025786	ENSMUSP00000043478
ENSGACP00000018642	ENSMUSP00000067689
ENSGACP00000007772	ENSMUSP00000067689
ENSGACP00000010349	ENSMUSP00000091157
ENSGACP00000020563	ENSMUSP00000091157
ENSGACP00000005929	ENSMUSP00000050495
ENSGACP00000004059	ENSMUSP00000016664
ENSGACP00000018815	ENSMUSP00000084405
ENSGACP00000016467	ENSMUSP00000001792
ENSGACP00000025773	ENSMUSP00000099894
ENSGACP00000002505	ENSMUSP00000022059
ENSGACP00000012522	ENSMUSP00000002053
ENSGACP00000018687	ENSMUSP00000020071
ENSGACP00000012519	ENSMUSP00000020071
ENSGACP00000015093	ENSMUSP00000024954
ENSGACP00000017437	ENSMUSP00000104132
ENSGACP00000015458	ENSMUSP00000099810
ENSGACP00000020607	ENSMUSP00000047968
ENSGACP00000020795	ENSMUSP00000022186
ENSGACP00000019937	ENSMUSP00000048829
ENSGACP00000020371	ENSMUSP00000034443
ENSGACP00000019902	ENSMUSP00000000314
ENSGACP00000013184	ENSMUSP00000000314
ENSGACP00000017426	ENSMUSP00000025166
ENSGACP00000003829	ENSMUSP00000025166
ENSGACP00000004739	ENSMUSP00000102261
ENSGACP00000008552	ENSMUSP00000113322
ENSGACP00000009553	ENSMUSP00000132945
ENSGACP00000010810	ENSMUSP00000105719
ENSGACP00000020463	ENSMUSP00000105719
ENSGACP00000021965	ENSMUSP00000128645
ENSGACP00000001014	ENSMUSP00000025804
ENSGACP00000022270	ENSMUSP00000003121
ENSGACP00000014914	ENSMUSP00000003121
ENSGACP00000009509	ENSMUSP00000021001
ENSGACP00000007901	ENSMUSP00000021459
ENSGACP00000010260	ENSMUSP00000021459
ENSGACP00000014846	ENSMUSP00000046089
ENSGACP00000007403	ENSMUSP00000046089
ENSGACP00000020096	ENSMUSP00000021076
ENSGACP00000022029	ENSMUSP00000012664
ENSGACP00000012204	ENSMUSP00000029422
ENSGACP00000009218	ENSMUSP00000064107
ENSGACP00000012606	ENSMUSP00000129230
ENSGACP00000006761	ENSMUSP00000027878
ENSGACP00000010102	ENSMUSP00000070878
ENSGACP00000008711	ENSMUSP00000016231
ENSGACP00000019105	ENSMUSP00000078551
ENSGACP00000004894	ENSMUSP00000129261
ENSGACP00000016920	ENSMUSP00000093442
ENSGACP00000011953	ENSMUSP00000030029
ENSGACP00000010707	ENSMUSP00000014640
ENSGACP00000011655	ENSMUSP00000137616
ENSGACP00000000626	ENSMUSP00000014642
ENSGACP00000014349	ENSMUSP00000014642
ENSGACP00000004782	ENSMUSP00000138326
ENSGACP00000013121	ENSMUSP00000138326
ENSGACP00000002132	ENSMUSP00000043765
ENSGACP00000021199	ENSMUSP00000043765
ENSGACP00000016973	ENSMUSP00000033929
ENSGACP00000023435	ENSMUSP00000033929
ENSGACP00000007736	ENSMUSP00000063329
ENSGACP00000023343	ENSMUSP00000060110
ENSGACP00000008701	ENSMUSP00000034533
ENSGACP00000027494	ENSMUSP00000097108
ENSGACP00000019060	ENSMUSP00000037192
ENSGACP00000014480	ENSMUSP00000037192
ENSGACP00000015357	ENSMUSP00000071829
ENSGACP00000009693	ENSMUSP00000094075
ENSGACP00000021134	ENSMUSP00000094075
ENSGACP00000011289	ENSMUSP00000041696
ENSGACP00000017159	ENSMUSP00000041696
ENSGACP00000012601	ENSMUSP00000101514
ENSGACP00000021164	ENSMUSP00000024575
ENSGACP00000024513	ENSMUSP00000080694
ENSGACP00000008706	ENSMUSP00000131625
ENSGACP00000025099	ENSMUSP00000054356
ENSGACP00000023405	ENSMUSP00000054356
ENSGACP00000027597	ENSMUSP00000109493
ENSGACP00000019061	ENSMUSP00000136382
ENSGACP00000014604	ENSMUSP00000136002
ENSGACP00000001441	ENSMUSP00000032374
ENSGACP00000015720	ENSMUSP00000102123
ENSGACP00000010202	ENSMUSP00000003433
ENSGACP00000000505	ENSMUSP00000016672
ENSGACP00000003715	ENSMUSP00000016672
ENSGACP00000012959	ENSMUSP00000035194
ENSGACP00000001064	ENSMUSP00000035194
ENSGACP00000008338	ENSMUSP00000031410
ENSGACP00000020396	ENSMUSP00000000755
ENSGACP00000025536	ENSMUSP00000080973
ENSGACP00000002195	ENSMUSP00000111535
ENSGACP00000012589	ENSMUSP00000102786
ENSGACP00000009149	ENSMUSP00000102786
ENSGACP00000019801	ENSMUSP00000109914
ENSGACP00000010466	ENSMUSP00000109914
ENSGACP00000002456	ENSMUSP00000080683
ENSGACP00000011258	ENSMUSP00000080683
ENSGACP00000013133	ENSMUSP00000017458
ENSGACP00000000597	ENSMUSP00000017458
ENSGACP00000010886	ENSMUSP00000111096
ENSGACP00000026817	ENSMUSP00000033775
ENSGACP00000027364	ENSMUSP00000018700
ENSGACP00000001506	ENSMUSP00000018700
ENSGACP00000008453	ENSMUSP00000130349
ENSGACP00000017316	ENSMUSP00000044834
ENSGACP00000017947	ENSMUSP00000068971
ENSGACP00000009482	ENSMUSP00000029423
ENSGACP00000019836	ENSMUSP00000033721
ENSGACP00000000928	ENSMUSP00000039586
ENSGACP00000000289	ENSMUSP00000027467
ENSGACP00000000316	ENSMUSP00000125769
ENSGACP00000023829	ENSMUSP00000132812
ENSGACP00000012612	ENSMUSP00000090727
ENSGACP00000021327	ENSMUSP00000113886
ENSGACP00000022177	ENSMUSP00000028238
ENSGACP00000024922	ENSMUSP00000031986
ENSGACP00000015901	ENSMUSP00000032879
ENSGACP00000025621	ENSMUSP00000021288
ENSGACP00000009132	ENSMUSP00000021288
ENSGACP00000015615	ENSMUSP00000026710
ENSGACP00000006620	ENSMUSP00000067109
ENSGACP00000001136	ENSMUSP00000035237
ENSGACP00000000603	ENSMUSP00000033383
ENSGACP00000005471	ENSMUSP00000006854
ENSGACP00000024151	ENSMUSP00000108191
ENSGACP00000017464	ENSMUSP00000128070
ENSGACP00000017686	ENSMUSP00000060557
ENSGACP00000020160	ENSMUSP00000059107
ENSGACP00000009120	ENSMUSP00000061734
ENSGACP00000003635	ENSMUSP00000129059
ENSGACP00000005222	ENSMUSP00000129059
ENSGACP00000007171	ENSMUSP00000022064
ENSGACP00000001842	ENSMUSP00000002926
ENSGACP00000015044	ENSMUSP00000015712
ENSGACP00000006165	ENSMUSP00000066536
ENSGACP00000020879	ENSMUSP00000034731
ENSGACP00000024406	ENSMUSP00000041243
ENSGACP00000027045	ENSMUSP00000041243
ENSGACP00000001249	ENSMUSP00000123525
ENSGACP00000004910	ENSMUSP00000078336
ENSGACP00000011065	ENSMUSP00000078336
ENSGACP00000019746	ENSMUSP00000047623
ENSGACP00000013664	ENSMUSP00000126622
ENSGACP00000001521	ENSMUSP00000006381
ENSGACP00000025577	ENSMUSP00000024119
ENSGACP00000005049	ENSMUSP00000036304
ENSGACP00000000854	ENSMUSP00000023776
ENSGACP00000007433	ENSMUSP00000108099
ENSGACP00000018323	ENSMUSP00000108099
ENSGACP00000004163	ENSMUSP00000058313
ENSGACP00000018024	ENSMUSP00000041007
ENSGACP00000019098	ENSMUSP00000121744
ENSGACP00000020938	ENSMUSP00000121744
ENSGACP00000009315	ENSMUSP00000006749
ENSGACP00000012717	ENSMUSP00000006749
ENSGACP00000003267	ENSMUSP00000116747
ENSGACP00000006171	ENSMUSP00000078972
ENSGACP00000015990	ENSMUSP00000130728
ENSGACP00000000379	ENSMUSP00000130728
ENSGACP00000003990	ENSMUSP00000133957
ENSGACP00000003476	ENSMUSP00000133957
ENSGACP00000008386	ENSMUSP00000030792
ENSGACP00000010049	ENSMUSP00000030949
ENSGACP00000020752	ENSMUSP00000022226
ENSGACP00000019013	ENSMUSP00000111386
ENSGACP00000009579	ENSMUSP00000034947
ENSGACP00000015447	ENSMUSP00000028003
ENSGACP00000015894	ENSMUSP00000043616
ENSGACP00000024230	ENSMUSP00000043616
ENSGACP00000004625	ENSMUSP00000000253
ENSGACP00000010472	ENSMUSP00000107657
ENSGACP00000021907	ENSMUSP00000028302
ENSGACP00000014357	ENSMUSP00000027740
ENSGACP00000005080	ENSMUSP00000044879
ENSGACP00000021666	ENSMUSP00000034869
ENSGACP00000013942	ENSMUSP00000034869
ENSGACP00000022915	ENSMUSP00000108584
ENSGACP00000015920	ENSMUSP00000136047
ENSGACP00000007592	ENSMUSP00000103540
ENSGACP00000010684	ENSMUSP00000103540
ENSGACP00000007663	ENSMUSP00000124938
ENSGACP00000010478	ENSMUSP00000009617
ENSGACP00000025703	ENSMUSP00000089814
ENSGACP00000005674	ENSMUSP00000055225
ENSGACP00000012987	ENSMUSP00000041702
ENSGACP00000006912	ENSMUSP00000041702
ENSGACP00000000763	ENSMUSP00000055673
ENSGACP00000012982	ENSMUSP00000088118
ENSGACP00000006902	ENSMUSP00000088118
ENSGACP00000024649	ENSMUSP00000024627
ENSGACP00000005811	ENSMUSP00000030775
ENSGACP00000018622	ENSMUSP00000087184
ENSGACP00000022042	ENSMUSP00000046356
ENSGACP00000019669	ENSMUSP00000059079
ENSGACP00000005337	ENSMUSP00000021820
ENSGACP00000026179	ENSMUSP00000100924
ENSGACP00000013333	ENSMUSP00000033741
ENSGACP00000017255	ENSMUSP00000062171
ENSGACP00000006619	ENSMUSP00000062171
ENSGACP00000006032	ENSMUSP00000105684
ENSGACP00000022351	ENSMUSP00000109010
ENSGACP00000026791	ENSMUSP00000109010
ENSGACP00000003718	ENSMUSP00000035489
ENSGACP00000000517	ENSMUSP00000035489
ENSGACP00000026182	ENSMUSP00000040877
ENSGACP00000026183	ENSMUSP00000100923
ENSGACP00000000511	ENSMUSP00000048803
ENSGACP00000004390	ENSMUSP00000102320
ENSGACP00000012600	ENSMUSP00000056744
ENSGACP00000026553	ENSMUSP00000040575
ENSGACP00000020119	ENSMUSP00000103485
ENSGACP00000006373	ENSMUSP00000023029
ENSGACP00000001484	ENSMUSP00000094892
ENSGACP00000008033	ENSMUSP00000044038
ENSGACP00000019772	ENSMUSP00000107238
ENSGACP00000021294	ENSMUSP00000098752
ENSGACP00000023385	ENSMUSP00000108997
ENSGACP00000021605	ENSMUSP00000031254
ENSGACP00000021726	ENSMUSP00000089173
ENSGACP00000022434	ENSMUSP00000034017
ENSGACP00000009760	ENSMUSP00000101194
ENSGACP00000025753	ENSMUSP00000131029
ENSGACP00000021783	ENSMUSP00000034026
ENSGACP00000002411	ENSMUSP00000038069
ENSGACP00000013939	ENSMUSP00000026289
ENSGACP00000019385	ENSMUSP00000103381
ENSGACP00000016499	ENSMUSP00000027381
ENSGACP00000011217	ENSMUSP00000045621
ENSGACP00000012144	ENSMUSP00000061501
ENSGACP00000025566	ENSMUSP00000001631
ENSGACP00000010439	ENSMUSP00000101209
ENSGACP00000014868	ENSMUSP00000101209
ENSGACP00000021580	ENSMUSP00000035662
ENSGACP00000010275	ENSMUSP00000102624
ENSGACP00000023716	ENSMUSP00000024123
ENSGACP00000006005	ENSMUSP00000134825
ENSGACP00000011835	ENSMUSP00000063217
ENSGACP00000015552	ENSMUSP00000043466
ENSGACP00000000769	ENSMUSP00000043466
ENSGACP00000021057	ENSMUSP00000137662
ENSGACP00000022007	ENSMUSP00000072616
ENSGACP00000019639	ENSMUSP00000038351
ENSGACP00000007243	ENSMUSP00000107857
ENSGACP00000021366	ENSMUSP00000031108
ENSGACP00000023703	ENSMUSP00000031108
ENSGACP00000002234	ENSMUSP00000026917
ENSGACP00000002068	ENSMUSP00000026917
ENSGACP00000010299	ENSMUSP00000109794
ENSGACP00000019946	ENSMUSP00000109794
ENSGACP00000003652	ENSMUSP00000039915
ENSGACP00000018486	ENSMUSP00000033650
ENSGACP00000019903	ENSMUSP00000033650
ENSGACP00000009398	ENSMUSP00000032825
ENSGACP00000022269	ENSMUSP00000032825
ENSGACP00000013495	ENSMUSP00000080462
ENSGACP00000005634	ENSMUSP00000096677
ENSGACP00000003964	ENSMUSP00000101909
ENSGACP00000014584	ENSMUSP00000101909
ENSGACP00000019172	ENSMUSP00000042698
ENSGACP00000026094	ENSMUSP00000038653
ENSGACP00000016083	ENSMUSP00000127249
ENSGACP00000011880	ENSMUSP00000023157
ENSGACP00000009835	ENSMUSP00000038816
ENSGACP00000010648	ENSMUSP00000034775
ENSGACP00000002514	ENSMUSP00000081665
ENSGACP00000004509	ENSMUSP00000097904
ENSGACP00000024261	ENSMUSP00000123270
ENSGACP00000020910	ENSMUSP00000034740
ENSGACP00000021744	ENSMUSP00000132838
ENSGACP00000002420	ENSMUSP00000103881
ENSGACP00000002848	ENSMUSP00000132224
ENSGACP00000010495	ENSMUSP00000082827
ENSGACP00000020039	ENSMUSP00000084942
ENSGACP00000002183	ENSMUSP00000084942
ENSGACP00000011629	ENSMUSP00000026292
ENSGACP00000007671	ENSMUSP00000048780
ENSGACP00000013907	ENSMUSP00000091831
ENSGACP00000008319	ENSMUSP00000133152
ENSGACP00000022367	ENSMUSP00000127746
ENSGACP00000014798	ENSMUSP00000067521
ENSGACP00000012116	ENSMUSP00000092429
ENSGACP00000006991	ENSMUSP00000006377
ENSGACP00000021228	ENSMUSP00000136507
ENSGACP00000000040	ENSMUSP00000110877
ENSGACP00000005617	ENSMUSP00000087656
ENSGACP00000009932	ENSMUSP00000058157
ENSGACP00000004492	ENSMUSP00000119386
ENSGACP00000018433	ENSMUSP00000119485
ENSGACP00000027206	ENSMUSP00000113308
ENSGACP00000011058	ENSMUSP00000046625
ENSGACP00000022655	ENSMUSP00000046625
ENSGACP00000007292	ENSMUSP00000006286
ENSGACP00000027258	ENSMUSP00000006286
ENSGACP00000018316	ENSMUSP00000092375
ENSGACP00000022954	ENSMUSP00000001202
ENSGACP00000014743	ENSMUSP00000028740
ENSGACP00000012954	ENSMUSP00000028740
ENSGACP00000020931	ENSMUSP00000002275
ENSGACP00000010342	ENSMUSP00000000001
ENSGACP00000013922	ENSMUSP00000057543
ENSGACP00000001086	ENSMUSP00000057543
ENSGACP00000022779	ENSMUSP00000036087
ENSGACP00000018466	ENSMUSP00000114144
ENSGACP00000020950	ENSMUSP00000114144
ENSGACP00000010234	ENSMUSP00000053818
ENSGACP00000016355	ENSMUSP00000010205
ENSGACP00000010461	ENSMUSP00000025541
ENSGACP00000009848	ENSMUSP00000026208
ENSGACP00000005448	ENSMUSP00000042186
ENSGACP00000007835	ENSMUSP00000021231
ENSGACP00000005719	ENSMUSP00000021324
ENSGACP00000018706	ENSMUSP00000021324
ENSGACP00000002843	ENSMUSP00000056254
ENSGACP00000012934	ENSMUSP00000002044
ENSGACP00000007190	ENSMUSP00000033665
ENSGACP00000009628	ENSMUSP00000093485
ENSGACP00000014654	ENSMUSP00000104815
ENSGACP00000018196	ENSMUSP00000056552
ENSGACP00000001233	ENSMUSP00000022967
ENSGACP00000000026	ENSMUSP00000038901
ENSGACP00000004608	ENSMUSP00000072645
ENSGACP00000012925	ENSMUSP00000060706
ENSGACP00000012636	ENSMUSP00000131480
ENSGACP00000023631	ENSMUSP00000055091
ENSGACP00000016923	ENSMUSP00000055091
ENSGACP00000017981	ENSMUSP00000030669
ENSGACP00000002916	ENSMUSP00000030669
ENSGACP00000023159	ENSMUSP00000072893
ENSGACP00000003193	ENSMUSP00000038142
ENSGACP00000003358	ENSMUSP00000044185
ENSGACP00000018270	ENSMUSP00000072274
ENSGACP00000000924	ENSMUSP00000004281
ENSGACP00000000494	ENSMUSP00000016670
ENSGACP00000005511	ENSMUSP00000083064
ENSGACP00000013799	ENSMUSP00000113660
ENSGACP00000017894	ENSMUSP00000124133
ENSGACP00000004365	ENSMUSP00000028600
ENSGACP00000021106	ENSMUSP00000028600
ENSGACP00000026120	ENSMUSP00000090717
ENSGACP00000006949	ENSMUSP00000028749
ENSGACP00000012988	ENSMUSP00000028749
ENSGACP00000025130	ENSMUSP00000025891
ENSGACP00000019924	ENSMUSP00000027488
ENSGACP00000027377	ENSMUSP00000084573
ENSGACP00000010822	ENSMUSP00000130127
ENSGACP00000012362	ENSMUSP00000049977
ENSGACP00000021514	ENSMUSP00000049977
ENSGACP00000018804	ENSMUSP00000107609
ENSGACP00000022386	ENSMUSP00000107609
ENSGACP00000015677	ENSMUSP00000106199
ENSGACP00000001057	ENSMUSP00000025897
ENSGACP00000017421	ENSMUSP00000082995
ENSGACP00000026958	ENSMUSP00000072091
ENSGACP00000017299	ENSMUSP00000058572
ENSGACP00000020727	ENSMUSP00000064392
ENSGACP00000026143	ENSMUSP00000032501
ENSGACP00000022673	ENSMUSP00000101622
ENSGACP00000007114	ENSMUSP00000101622
ENSGACP00000014246	ENSMUSP00000100862
ENSGACP00000023279	ENSMUSP00000025083
ENSGACP00000001322	ENSMUSP00000025083
ENSGACP00000016221	ENSMUSP00000057938
ENSGACP00000021248	ENSMUSP00000047029
ENSGACP00000023596	ENSMUSP00000029800
ENSGACP00000024308	ENSMUSP00000026993
ENSGACP00000016391	ENSMUSP00000035263
ENSGACP00000006120	ENSMUSP00000030539
ENSGACP00000004865	ENSMUSP00000028977
ENSGACP00000009478	ENSMUSP00000020999
ENSGACP00000015034	ENSMUSP00000020999
ENSGACP00000024084	ENSMUSP00000112782
ENSGACP00000018888	ENSMUSP00000124093
ENSGACP00000020762	ENSMUSP00000102264
ENSGACP00000025159	ENSMUSP00000085985
ENSGACP00000012712	ENSMUSP00000085985
ENSGACP00000010145	ENSMUSP00000074661
ENSGACP00000014427	ENSMUSP00000041883
ENSGACP00000022909	ENSMUSP00000084838
ENSGACP00000001503	ENSMUSP00000092538
ENSGACP00000010994	ENSMUSP00000035490
ENSGACP00000021024	ENSMUSP00000061806
ENSGACP00000004613	ENSMUSP00000030455
ENSGACP00000025335	ENSMUSP00000022787
ENSGACP00000004202	ENSMUSP00000041557
ENSGACP00000018873	ENSMUSP00000034378
ENSGACP00000025418	ENSMUSP00000000984
ENSGACP00000016846	ENSMUSP00000093548
ENSGACP00000025918	ENSMUSP00000029297
ENSGACP00000020306	ENSMUSP00000052136
ENSGACP00000022452	ENSMUSP00000113400
ENSGACP00000019684	ENSMUSP00000063511
ENSGACP00000015612	ENSMUSP00000036983
ENSGACP00000006079	ENSMUSP00000071786
ENSGACP00000011530	ENSMUSP00000099407
ENSGACP00000006594	ENSMUSP00000000724
ENSGACP00000007576	ENSMUSP00000108169
ENSGACP00000020092	ENSMUSP00000044359
ENSGACP00000005477	ENSMUSP00000133478
ENSGACP00000018514	ENSMUSP00000004994
ENSGACP00000014931	ENSMUSP00000117928
ENSGACP00000026154	ENSMUSP00000031718
ENSGACP00000022114	ENSMUSP00000028355
ENSGACP00000021255	ENSMUSP00000014174
ENSGACP00000011126	ENSMUSP00000134661
ENSGACP00000027545	ENSMUSP00000054219
ENSGACP00000009008	ENSMUSP00000062045
ENSGACP00000009136	ENSMUSP00000126169
ENSGACP00000021086	ENSMUSP00000023154
ENSGACP00000014575	ENSMUSP00000081334
ENSGACP00000001107	ENSMUSP00000046794
ENSGACP00000002844	ENSMUSP00000073534
ENSGACP00000008697	ENSMUSP00000073534
ENSGACP00000020488	ENSMUSP00000083155
ENSGACP00000008669	ENSMUSP00000102790
ENSGACP00000020802	ENSMUSP00000057690
ENSGACP00000015391	ENSMUSP00000028384
ENSGACP00000010795	ENSMUSP00000028384
ENSGACP00000006551	ENSMUSP00000093603
ENSGACP00000021729	ENSMUSP00000093603
ENSGACP00000021576	ENSMUSP00000065719
ENSGACP00000001516	ENSMUSP00000065719
ENSGACP00000017712	ENSMUSP00000089979
ENSGACP00000023525	ENSMUSP00000075966
ENSGACP00000025708	ENSMUSP00000038616
ENSGACP00000008476	ENSMUSP00000038616
ENSGACP00000022475	ENSMUSP00000010673
ENSGACP00000004321	ENSMUSP00000055605
ENSGACP00000014155	ENSMUSP00000055605
ENSGACP00000007364	ENSMUSP00000051959
ENSGACP00000014814	ENSMUSP00000051959
ENSGACP00000011329	ENSMUSP00000048453
ENSGACP00000005435	ENSMUSP00000024811
ENSGACP00000019837	ENSMUSP00000027493
ENSGACP00000004616	ENSMUSP00000047403
ENSGACP00000016622	ENSMUSP00000089079
ENSGACP00000010912	ENSMUSP00000113785
ENSGACP00000000664	ENSMUSP00000113785
ENSGACP00000019661	ENSMUSP00000000590
ENSGACP00000026871	ENSMUSP00000113071
ENSGACP00000024491	ENSMUSP00000113071
ENSGACP00000023382	ENSMUSP00000052340
ENSGACP00000020122	ENSMUSP00000070935
ENSGACP00000020127	ENSMUSP00000054774
ENSGACP00000025510	ENSMUSP00000092376
ENSGACP00000024333	ENSMUSP00000039245
ENSGACP00000025920	ENSMUSP00000039245
ENSGACP00000021591	ENSMUSP00000025311
ENSGACP00000023077	ENSMUSP00000116886
ENSGACP00000020141	ENSMUSP00000071325
ENSGACP00000005345	ENSMUSP00000071325
ENSGACP00000010070	ENSMUSP00000034368
ENSGACP00000008793	ENSMUSP00000039879
ENSGACP00000022301	ENSMUSP00000057859
ENSGACP00000012140	ENSMUSP00000074290
ENSGACP00000026537	ENSMUSP00000099071
ENSGACP00000024079	ENSMUSP00000103526
ENSGACP00000014939	ENSMUSP00000001536
ENSGACP00000009268	ENSMUSP00000066690
ENSGACP00000009266	ENSMUSP00000069666
ENSGACP00000014933	ENSMUSP00000072425
ENSGACP00000024369	ENSMUSP00000015723
ENSGACP00000014267	ENSMUSP00000049898
ENSGACP00000010035	ENSMUSP00000050933
ENSGACP00000021621	ENSMUSP00000051990
ENSGACP00000014263	ENSMUSP00000022646
