ENSP00000371994	ENSMUSP00000129557
ENSP00000462701	ENSMUSP00000117326
ENSP00000425093	ENSMUSP00000130851
ENSP00000426632	ENSMUSP00000057956
ENSP00000035383	ENSMUSP00000101659
ENSP00000361336	ENSMUSP00000066864
ENSP00000380517	ENSMUSP00000066005
ENSP00000381058	ENSMUSP00000108321
ENSP00000262150	ENSMUSP00000092210
ENSP00000344115	ENSMUSP00000034339
ENSP00000405987	ENSMUSP00000038675
ENSP00000349486	ENSMUSP00000002603
ENSP00000359925	ENSMUSP00000109048
ENSP00000358301	ENSMUSP00000040847
ENSP00000343782	ENSMUSP00000080162
ENSP00000305372	ENSMUSP00000062256
ENSP00000353915	ENSMUSP00000027560
ENSP00000366506	ENSMUSP00000038170
ENSP00000289753	ENSMUSP00000101428
ENSP00000377353	ENSMUSP00000021932
ENSP00000306129	ENSMUSP00000039691
ENSP00000356908	ENSMUSP00000078137
ENSP00000258034	ENSMUSP00000090329
ENSP00000275198	ENSMUSP00000097603
ENSP00000424607	ENSMUSP00000043552
ENSP00000275216	ENSMUSP00000049527
ENSP00000359799	ENSMUSP00000114356
ENSP00000404079	ENSMUSP00000081712
ENSP00000344431	ENSMUSP00000059074
ENSP00000296097	ENSMUSP00000064587
ENSP00000276570	ENSMUSP00000113414
ENSP00000417418	ENSMUSP00000056592
ENSP00000307197	ENSMUSP00000100712
ENSP00000338019	ENSMUSP00000080796
ENSP00000355866	ENSMUSP00000045838
ENSP00000417183	ENSMUSP00000126984
ENSP00000279488	ENSMUSP00000020118
ENSP00000345853	ENSMUSP00000019701
ENSP00000312081	ENSMUSP00000047718
ENSP00000269033	ENSMUSP00000042625
ENSP00000315713	ENSMUSP00000124312
ENSP00000239223	ENSMUSP00000025025
ENSP00000240100	ENSMUSP00000033930
ENSP00000288943	ENSMUSP00000028846
ENSP00000310649	ENSMUSP00000039517
ENSP00000420849	ENSMUSP00000136377
ENSP00000296088	ENSMUSP00000112919
ENSP00000385751	ENSMUSP00000131684
ENSP00000355884	ENSMUSP00000027929
ENSP00000411397	ENSMUSP00000082017
ENSP00000262891	ENSMUSP00000082862
ENSP00000292055	ENSMUSP00000121032
ENSP00000305976	ENSMUSP00000038761
ENSP00000270162	ENSMUSP00000024839
ENSP00000362870	ENSMUSP00000099636
ENSP00000383894	ENSMUSP00000020899
ENSP00000440328	ENSMUSP00000099392
ENSP00000430487	ENSMUSP00000022947
ENSP00000473752	ENSMUSP00000026068
ENSP00000379862	ENSMUSP00000128127
ENSP00000417185	ENSMUSP00000040405
ENSP00000297848	ENSMUSP00000105850
ENSP00000325146	ENSMUSP00000071662
ENSP00000351767	ENSMUSP00000104484
ENSP00000368544	ENSMUSP00000024880
ENSP00000410446	ENSMUSP00000114896
ENSP00000397073	ENSMUSP00000057928
ENSP00000365884	ENSMUSP00000133953
ENSP00000365924	ENSMUSP00000077535
ENSP00000320869	ENSMUSP00000037055
ENSP00000332152	ENSMUSP00000022708
ENSP00000453177	ENSMUSP00000047627
ENSP00000312675	ENSMUSP00000079832
ENSP00000301924	ENSMUSP00000022623
ENSP00000291416	ENSMUSP00000039121
ENSP00000360255	ENSMUSP00000063542
ENSP00000314992	ENSMUSP00000132360
ENSP00000352427	ENSMUSP00000022338
ENSP00000296271	ENSMUSP00000032471
ENSP00000249389	ENSMUSP00000079289
ENSP00000361141	ENSMUSP00000022331
ENSP00000355512	ENSMUSP00000027809
ENSP00000343246	ENSMUSP00000000964
ENSP00000355140	ENSMUSP00000019117
ENSP00000328598	ENSMUSP00000043078
ENSP00000222718	ENSMUSP00000014848
ENSP00000331741	ENSMUSP00000098092
ENSP00000379640	ENSMUSP00000110077
ENSP00000417207	ENSMUSP00000091476
ENSP00000424734	ENSMUSP00000051355
ENSP00000370421	ENSMUSP00000082729
ENSP00000304331	ENSMUSP00000069728
ENSP00000319118	ENSMUSP00000036625
ENSP00000321684	ENSMUSP00000051158
ENSP00000262041	ENSMUSP00000043587
ENSP00000419266	ENSMUSP00000031787
ENSP00000312385	ENSMUSP00000134131
ENSP00000379204	ENSMUSP00000009143
ENSP00000283147	ENSMUSP00000126999
ENSP00000359866	ENSMUSP00000012281
ENSP00000295379	ENSMUSP00000032125
ENSP00000249598	ENSMUSP00000098286
ENSP00000247005	ENSMUSP00000128325
ENSP00000331745	ENSMUSP00000032211
ENSP00000272224	ENSMUSP00000038301
ENSP00000287020	ENSMUSP00000062884
ENSP00000363492	ENSMUSP00000048079
ENSP00000245451	ENSMUSP00000073720
ENSP00000368104	ENSMUSP00000028836
ENSP00000298642	ENSMUSP00000060325
ENSP00000285600	ENSMUSP00000052079
ENSP00000319511	ENSMUSP00000051755
ENSP00000333184	ENSMUSP00000097199
ENSP00000327525	ENSMUSP00000097197
ENSP00000422581	ENSMUSP00000132971
ENSP00000444201	ENSMUSP00000127973
ENSP00000255224	ENSMUSP00000025110
ENSP00000357307	ENSMUSP00000103129
ENSP00000347538	ENSMUSP00000080284
ENSP00000377520	ENSMUSP00000055237
ENSP00000356236	ENSMUSP00000112438
ENSP00000261205	ENSMUSP00000100912
ENSP00000346265	ENSMUSP00000070322
ENSP00000371394	ENSMUSP00000113545
ENSP00000228567	ENSMUSP00000029441
ENSP00000477344	ENSMUSP00000088196
ENSP00000324419	ENSMUSP00000073164
ENSP00000340914	ENSMUSP00000112432
ENSP00000373684	ENSMUSP00000001675
ENSP00000317985	ENSMUSP00000020904
ENSP00000382697	ENSMUSP00000069549
ENSP00000345997	ENSMUSP00000032568
ENSP00000355237	ENSMUSP00000042565
ENSP00000355731	ENSMUSP00000106746
ENSP00000345133	ENSMUSP00000025681
ENSP00000365107	ENSMUSP00000028119
ENSP00000437550	ENSMUSP00000132078
ENSP00000372035	ENSMUSP00000022531
ENSP00000376306	ENSMUSP00000062049
ENSP00000380165	ENSMUSP00000110989
ENSP00000302222	ENSMUSP00000123810
ENSP00000292928	ENSMUSP00000096196
ENSP00000379208	ENSMUSP00000068807
ENSP00000304283	ENSMUSP00000018156
ENSP00000249071	ENSMUSP00000036384
ENSP00000339467	ENSMUSP00000102536
ENSP00000316729	ENSMUSP00000059498
ENSP00000371219	ENSMUSP00000031106
ENSP00000220507	ENSMUSP00000041411
ENSP00000355652	ENSMUSP00000038915
ENSP00000338671	ENSMUSP00000065095
ENSP00000348033	ENSMUSP00000068147
ENSP00000304846	ENSMUSP00000095864
ENSP00000330384	ENSMUSP00000091656
ENSP00000304807	ENSMUSP00000083023
ENSP00000334721	ENSMUSP00000052426
ENSP00000386151	ENSMUSP00000059233
ENSP00000357429	ENSMUSP00000020024
ENSP00000357205	ENSMUSP00000005019
ENSP00000299529	ENSMUSP00000034830
ENSP00000274024	ENSMUSP00000023820
ENSP00000256104	ENSMUSP00000029041
ENSP00000256103	ENSMUSP00000029034
ENSP00000368362	ENSMUSP00000029038
ENSP00000353650	ENSMUSP00000029043
ENSP00000232219	ENSMUSP00000059749
ENSP00000294435	ENSMUSP00000030848
ENSP00000232217	ENSMUSP00000035029
ENSP00000284984	ENSMUSP00000023610
ENSP00000356975	ENSMUSP00000006570
ENSP00000257359	ENSMUSP00000069644
ENSP00000299164	ENSMUSP00000067022
ENSP00000418735	ENSMUSP00000126498
ENSP00000374071	ENSMUSP00000036330
ENSP00000284987	ENSMUSP00000023611
ENSP00000282849	ENSMUSP00000090801
ENSP00000274181	ENSMUSP00000079041
ENSP00000370443	ENSMUSP00000064570
ENSP00000270328	ENSMUSP00000084905
ENSP00000286657	ENSMUSP00000132219
ENSP00000251582	ENSMUSP00000040171
ENSP00000362304	ENSMUSP00000090143
ENSP00000268070	ENSMUSP00000095984
ENSP00000274487	ENSMUSP00000050535
ENSP00000381949	ENSMUSP00000101094
ENSP00000382083	ENSMUSP00000079210
ENSP00000375069	ENSMUSP00000099826
ENSP00000361834	ENSMUSP00000030372
ENSP00000303153	ENSMUSP00000125069
ENSP00000316030	ENSMUSP00000110899
ENSP00000349790	ENSMUSP00000051579
ENSP00000341640	ENSMUSP00000128718
ENSP00000362776	ENSMUSP00000035802
ENSP00000175756	ENSMUSP00000027302
ENSP00000352833	ENSMUSP00000029433
ENSP00000391592	ENSMUSP00000004377
ENSP00000340944	ENSMUSP00000058757
ENSP00000360683	ENSMUSP00000029053
ENSP00000311857	ENSMUSP00000112675
ENSP00000374069	ENSMUSP00000064046
ENSP00000295718	ENSMUSP00000027404
ENSP00000303554	ENSMUSP00000034832
ENSP00000355923	ENSMUSP00000095051
ENSP00000452414	ENSMUSP00000082197
ENSP00000359114	ENSMUSP00000089793
ENSP00000264828	ENSMUSP00000004201
ENSP00000359603	ENSMUSP00000029848
ENSP00000348385	ENSMUSP00000043816
ENSP00000360882	ENSMUSP00000028280
ENSP00000363840	ENSMUSP00000084772
ENSP00000369889	ENSMUSP00000023123
ENSP00000304408	ENSMUSP00000085192
ENSP00000225964	ENSMUSP00000001547
ENSP00000297268	ENSMUSP00000031668
ENSP00000364000	ENSMUSP00000083620
ENSP00000361290	ENSMUSP00000098765
ENSP00000379866	ENSMUSP00000084282
ENSP00000353654	ENSMUSP00000033899
ENSP00000379823	ENSMUSP00000109084
ENSP00000332371	ENSMUSP00000107701
ENSP00000331902	ENSMUSP00000108553
ENSP00000364979	ENSMUSP00000033898
ENSP00000301904	ENSMUSP00000046525
ENSP00000383115	ENSMUSP00000043220
ENSP00000373298	ENSMUSP00000107658
ENSP00000340937	ENSMUSP00000084141
ENSP00000300527	ENSMUSP00000001181
ENSP00000355180	ENSMUSP00000001147
ENSP00000351310	ENSMUSP00000096040
ENSP00000265379	ENSMUSP00000131146
ENSP00000295550	ENSMUSP00000137585
ENSP00000382356	ENSMUSP00000111199
ENSP00000395012	ENSMUSP00000023509
ENSP00000438526	ENSMUSP00000041363
ENSP00000341342	ENSMUSP00000053023
ENSP00000376419	ENSMUSP00000050219
ENSP00000306356	ENSMUSP00000038783
ENSP00000336800	ENSMUSP00000089707
ENSP00000366886	ENSMUSP00000095380
ENSP00000386389	ENSMUSP00000027533
ENSP00000436262	ENSMUSP00000050183
ENSP00000321475	ENSMUSP00000022985
ENSP00000420659	ENSMUSP00000020958
ENSP00000401878	ENSMUSP00000032107
ENSP00000302586	ENSMUSP00000109960
ENSP00000368797	ENSMUSP00000060768
ENSP00000368799	ENSMUSP00000097929
ENSP00000385957	ENSMUSP00000132930
ENSP00000287777	ENSMUSP00000095873
ENSP00000284669	ENSMUSP00000097627
ENSP00000230361	ENSMUSP00000024774
ENSP00000377784	ENSMUSP00000060027
ENSP00000361475	ENSMUSP00000000199
ENSP00000395323	ENSMUSP00000104964
ENSP00000371587	ENSMUSP00000084656
ENSP00000420040	ENSMUSP00000125142
ENSP00000295225	ENSMUSP00000099504
ENSP00000384719	ENSMUSP00000072145
ENSP00000361935	ENSMUSP00000051487
ENSP00000371184	ENSMUSP00000071756
ENSP00000362566	ENSMUSP00000112145
ENSP00000379256	ENSMUSP00000087611
ENSP00000226193	ENSMUSP00000021290
ENSP00000308082	ENSMUSP00000040207
ENSP00000419119	ENSMUSP00000058929
ENSP00000369157	ENSMUSP00000095741
ENSP00000419446	ENSMUSP00000081048
ENSP00000474385	ENSMUSP00000008582
ENSP00000352177	ENSMUSP00000054292
ENSP00000358407	ENSMUSP00000060505
ENSP00000357668	ENSMUSP00000065213
ENSP00000257527	ENSMUSP00000011400
ENSP00000348912	ENSMUSP00000105861
ENSP00000349436	ENSMUSP00000029676
ENSP00000453302	ENSMUSP00000101684
ENSP00000265769	ENSMUSP00000022642
ENSP00000175238	ENSMUSP00000022640
ENSP00000387281	ENSMUSP00000071798
ENSP00000386069	ENSMUSP00000059705
ENSP00000280155	ENSMUSP00000036203
ENSP00000306662	ENSMUSP00000070200
ENSP00000368766	ENSMUSP00000099473
ENSP00000369960	ENSMUSP00000124570
ENSP00000337949	ENSMUSP00000126847
ENSP00000322924	ENSMUSP00000063136
ENSP00000358963	ENSMUSP00000139389
ENSP00000363748	ENSMUSP00000086052
ENSP00000316244	ENSMUSP00000022235
ENSP00000287907	ENSMUSP00000038884
ENSP00000284311	ENSMUSP00000086731
ENSP00000301917	ENSMUSP00000083583
ENSP00000475344	ENSMUSP00000053638
ENSP00000272928	ENSMUSP00000069114
ENSP00000300098	ENSMUSP00000100882
ENSP00000328708	ENSMUSP00000062741
ENSP00000357301	ENSMUSP00000058732
ENSP00000216629	ENSMUSP00000045335
ENSP00000307713	ENSMUSP00000001652
ENSP00000360973	ENSMUSP00000086592
ENSP00000323280	ENSMUSP00000079172
ENSP00000275560	ENSMUSP00000106782
ENSP00000357905	ENSMUSP00000081556
ENSP00000357156	ENSMUSP00000015998
ENSP00000352071	ENSMUSP00000108160
ENSP00000374274	ENSMUSP00000052126
ENSP00000296498	ENSMUSP00000029603
ENSP00000231004	ENSMUSP00000129247
ENSP00000261921	ENSMUSP00000057406
ENSP00000373783	ENSMUSP00000022660
ENSP00000260702	ENSMUSP00000125803
ENSP00000264094	ENSMUSP00000000707
ENSP00000476136	ENSMUSP00000088287
ENSP00000289316	ENSMUSP00000106102
ENSP00000352442	ENSMUSP00000077290
ENSP00000376809	ENSMUSP00000048357
ENSP00000342109	ENSMUSP00000045572
ENSP00000215727	ENSMUSP00000023450
ENSP00000254722	ENSMUSP00000000769
ENSP00000321853	ENSMUSP00000048704
ENSP00000278407	ENSMUSP00000023994
ENSP00000342850	ENSMUSP00000044033
ENSP00000333203	ENSMUSP00000021495
ENSP00000329374	ENSMUSP00000033626
ENSP00000337133	ENSMUSP00000058535
ENSP00000335024	ENSMUSP00000074258
ENSP00000418397	ENSMUSP00000028807
ENSP00000312618	ENSMUSP00000011492
ENSP00000438689	ENSMUSP00000099634
ENSP00000222214	ENSMUSP00000003907
ENSP00000264990	ENSMUSP00000043424
ENSP00000233710	ENSMUSP00000027153
ENSP00000242592	ENSMUSP00000031524
ENSP00000281182	ENSMUSP00000054370
ENSP00000409612	ENSMUSP00000072483
ENSP00000361413	ENSMUSP00000028188
ENSP00000306099	ENSMUSP00000039472
ENSP00000381133	ENSMUSP00000034003
ENSP00000336829	ENSMUSP00000037018
ENSP00000234816	ENSMUSP00000027885
ENSP00000362524	ENSMUSP00000004208
ENSP00000253109	ENSMUSP00000035784
ENSP00000248598	ENSMUSP00000046131
ENSP00000371347	ENSMUSP00000028955
ENSP00000428340	ENSMUSP00000022921
ENSP00000314897	ENSMUSP00000033846
ENSP00000346839	ENSMUSP00000054499
ENSP00000301455	ENSMUSP00000002360
ENSP00000360170	ENSMUSP00000030280
ENSP00000239462	ENSMUSP00000039452
ENSP00000265131	ENSMUSP00000103000
ENSP00000356646	ENSMUSP00000107298
ENSP00000407685	ENSMUSP00000127487
ENSP00000306361	ENSMUSP00000133117
ENSP00000256196	ENSMUSP00000069752
ENSP00000246792	ENSMUSP00000042150
ENSP00000289104	ENSMUSP00000035045
ENSP00000407586	ENSMUSP00000026572
ENSP00000339136	ENSMUSP00000033500
ENSP00000299759	ENSMUSP00000034351
ENSP00000267396	ENSMUSP00000127199
ENSP00000297596	ENSMUSP00000103939
ENSP00000201979	ENSMUSP00000000369
ENSP00000272519	ENSMUSP00000004565
ENSP00000005257	ENSMUSP00000009003
ENSP00000366927	ENSMUSP00000041260
ENSP00000332256	ENSMUSP00000015278
ENSP00000249750	ENSMUSP00000034723
ENSP00000258494	ENSMUSP00000020497
ENSP00000265605	ENSMUSP00000038878
ENSP00000346827	ENSMUSP00000028004
ENSP00000387123	ENSMUSP00000065089
ENSP00000450436	ENSMUSP00000082288
ENSP00000434364	ENSMUSP00000058699
ENSP00000360967	ENSMUSP00000033414
ENSP00000353791	ENSMUSP00000030269
ENSP00000385822	ENSMUSP00000104039
ENSP00000219833	ENSMUSP00000072709
ENSP00000270349	ENSMUSP00000022100
ENSP00000230671	ENSMUSP00000025520
ENSP00000388184	ENSMUSP00000032200
ENSP00000339260	ENSMUSP00000066779
ENSP00000287766	ENSMUSP00000032454
ENSP00000253122	ENSMUSP00000110109
ENSP00000398063	ENSMUSP00000032185
ENSP00000339155	ENSMUSP00000024724
ENSP00000338276	ENSMUSP00000110997
ENSP00000362778	ENSMUSP00000110349
ENSP00000266659	ENSMUSP00000123990
ENSP00000310770	ENSMUSP00000073302
ENSP00000448248	ENSMUSP00000020434
ENSP00000262424	ENSMUSP00000122962
ENSP00000217043	ENSMUSP00000105043
ENSP00000260113	ENSMUSP00000085826
ENSP00000303508	ENSMUSP00000081514
ENSP00000403067	ENSMUSP00000115136
ENSP00000338481	ENSMUSP00000055122
ENSP00000345259	ENSMUSP00000030739
ENSP00000343158	ENSMUSP00000079098
ENSP00000337168	ENSMUSP00000099426
ENSP00000298542	ENSMUSP00000057103
ENSP00000322926	ENSMUSP00000026635
ENSP00000264042	ENSMUSP00000112725
ENSP00000263713	ENSMUSP00000058966
ENSP00000363694	ENSMUSP00000030142
ENSP00000263708	ENSMUSP00000067614
ENSP00000363667	ENSMUSP00000075063
ENSP00000334068	ENSMUSP00000055721
ENSP00000363913	ENSMUSP00000103297
ENSP00000305055	ENSMUSP00000062002
ENSP00000334452	ENSMUSP00000092700
ENSP00000367219	ENSMUSP00000103494
ENSP00000443824	ENSMUSP00000105493
ENSP00000463069	ENSMUSP00000130685
ENSP00000371800	ENSMUSP00000003677
ENSP00000295317	ENSMUSP00000050388
ENSP00000255499	ENSMUSP00000108649
ENSP00000388207	ENSMUSP00000100592
ENSP00000344489	ENSMUSP00000066906
ENSP00000262482	ENSMUSP00000036472
ENSP00000222033	ENSMUSP00000059715
ENSP00000337797	ENSMUSP00000026580
ENSP00000372959	ENSMUSP00000094893
ENSP00000367315	ENSMUSP00000132865
ENSP00000355166	ENSMUSP00000073502
ENSP00000379241	ENSMUSP00000035076
ENSP00000363275	ENSMUSP00000041199
ENSP00000322937	ENSMUSP00000108825
ENSP00000326817	ENSMUSP00000099555
ENSP00000334375	ENSMUSP00000023491
ENSP00000374447	ENSMUSP00000086363
ENSP00000325091	ENSMUSP00000108438
ENSP00000284287	ENSMUSP00000100468
ENSP00000325381	ENSMUSP00000058372
ENSP00000348449	ENSMUSP00000083228
ENSP00000330280	ENSMUSP00000083229
ENSP00000294818	ENSMUSP00000047213
ENSP00000365253	ENSMUSP00000053597
ENSP00000419542	ENSMUSP00000107228
ENSP00000446278	ENSMUSP00000063882
ENSP00000273286	ENSMUSP00000061828
ENSP00000434849	ENSMUSP00000061906
ENSP00000249842	ENSMUSP00000045142
ENSP00000355402	ENSMUSP00000130879
ENSP00000360597	ENSMUSP00000028337
ENSP00000422591	ENSMUSP00000127615
ENSP00000430333	ENSMUSP00000066857
ENSP00000266058	ENSMUSP00000025993
ENSP00000366283	ENSMUSP00000041499
ENSP00000366288	ENSMUSP00000097897
ENSP00000344242	ENSMUSP00000038569
ENSP00000269703	ENSMUSP00000003413
ENSP00000360968	ENSMUSP00000059545
ENSP00000360991	ENSMUSP00000099768
ENSP00000371198	ENSMUSP00000064443
ENSP00000383143	ENSMUSP00000077492
ENSP00000359521	ENSMUSP00000130057
ENSP00000420091	ENSMUSP00000088561
ENSP00000389414	ENSMUSP00000003017
ENSP00000368079	ENSMUSP00000092966
ENSP00000363344	ENSMUSP00000070463
ENSP00000470008	ENSMUSP00000072079
ENSP00000354453	ENSMUSP00000112079
ENSP00000344828	ENSMUSP00000089063
ENSP00000320347	ENSMUSP00000054020
ENSP00000221327	ENSMUSP00000064611
ENSP00000343617	ENSMUSP00000096421
ENSP00000410198	ENSMUSP00000042321
ENSP00000313582	ENSMUSP00000070216
ENSP00000418897	ENSMUSP00000061524
ENSP00000252854	ENSMUSP00000028177
ENSP00000359121	ENSMUSP00000060985
ENSP00000264833	ENSMUSP00000034692
ENSP00000037502	ENSMUSP00000028020
ENSP00000332511	ENSMUSP00000114029
ENSP00000322273	ENSMUSP00000029440
ENSP00000294794	ENSMUSP00000047291
ENSP00000362682	ENSMUSP00000058761
ENSP00000219022	ENSMUSP00000086112
ENSP00000335196	ENSMUSP00000056080
ENSP00000324064	ENSMUSP00000104763
ENSP00000292579	ENSMUSP00000041575
ENSP00000379168	ENSMUSP00000114531
ENSP00000326249	ENSMUSP00000129125
ENSP00000460547	ENSMUSP00000034382
ENSP00000414887	ENSMUSP00000104762
ENSP00000327143	ENSMUSP00000104752
ENSP00000337122	ENSMUSP00000099827
ENSP00000388502	ENSMUSP00000053935
ENSP00000431265	ENSMUSP00000079647
ENSP00000343581	ENSMUSP00000032803
ENSP00000270001	ENSMUSP00000076960
ENSP00000291539	ENSMUSP00000038005
ENSP00000310661	ENSMUSP00000020165
ENSP00000264917	ENSMUSP00000124068
ENSP00000311453	ENSMUSP00000026672
ENSP00000410309	ENSMUSP00000099715
ENSP00000379496	ENSMUSP00000046601
ENSP00000243052	ENSMUSP00000023132
ENSP00000270474	ENSMUSP00000037025
ENSP00000332116	ENSMUSP00000102521
ENSP00000347689	ENSMUSP00000034307
ENSP00000345502	ENSMUSP00000113488
ENSP00000321927	ENSMUSP00000052716
ENSP00000344855	ENSMUSP00000032094
ENSP00000264658	ENSMUSP00000099432
ENSP00000417601	ENSMUSP00000035090
ENSP00000358247	ENSMUSP00000042219
ENSP00000423630	ENSMUSP00000061305
ENSP00000387318	ENSMUSP00000063248
ENSP00000437464	ENSMUSP00000024761
ENSP00000380746	ENSMUSP00000048562
ENSP00000224862	ENSMUSP00000026256
ENSP00000352671	ENSMUSP00000041306
ENSP00000359940	ENSMUSP00000033442
ENSP00000439454	ENSMUSP00000069745
ENSP00000308782	ENSMUSP00000104231
ENSP00000291890	ENSMUSP00000006792
ENSP00000292431	ENSMUSP00000001975
ENSP00000419153	ENSMUSP00000110342
ENSP00000469089	ENSMUSP00000130439
ENSP00000360818	ENSMUSP00000109796
ENSP00000356674	ENSMUSP00000125253
ENSP00000362551	ENSMUSP00000108783
ENSP00000362760	ENSMUSP00000070071
ENSP00000362763	ENSMUSP00000108554
ENSP00000407545	ENSMUSP00000057466
ENSP00000378503	ENSMUSP00000112778
ENSP00000362563	ENSMUSP00000092645
ENSP00000358327	ENSMUSP00000026062
ENSP00000311032	ENSMUSP00000091238
ENSP00000351273	ENSMUSP00000027189
ENSP00000265164	ENSMUSP00000029626
ENSP00000312664	ENSMUSP00000031895
ENSP00000393417	ENSMUSP00000005488
ENSP00000400592	ENSMUSP00000086048
ENSP00000427128	ENSMUSP00000027009
ENSP00000330237	ENSMUSP00000030747
ENSP00000358358	ENSMUSP00000061742
ENSP00000271348	ENSMUSP00000088264
ENSP00000240986	ENSMUSP00000049532
ENSP00000241125	ENSMUSP00000059587
ENSP00000313088	ENSMUSP00000057340
ENSP00000305714	ENSMUSP00000022693
ENSP00000061240	ENSMUSP00000070560
ENSP00000350630	ENSMUSP00000025986
ENSP00000363134	ENSMUSP00000113516
ENSP00000372295	ENSMUSP00000054343
ENSP00000348521	ENSMUSP00000035630
ENSP00000411528	ENSMUSP00000102690
ENSP00000355675	ENSMUSP00000104421
ENSP00000367064	ENSMUSP00000089009
ENSP00000223061	ENSMUSP00000031731
ENSP00000295992	ENSMUSP00000015498
ENSP00000360381	ENSMUSP00000061401
ENSP00000290374	ENSMUSP00000087742
ENSP00000463752	ENSMUSP00000055246
ENSP00000362464	ENSMUSP00000046755
ENSP00000340811	ENSMUSP00000045325
ENSP00000345868	ENSMUSP00000101696
ENSP00000397026	ENSMUSP00000101127
ENSP00000382791	ENSMUSP00000072107
ENSP00000362183	ENSMUSP00000030676
ENSP00000262895	ENSMUSP00000003468
ENSP00000435648	ENSMUSP00000110515
ENSP00000330148	ENSMUSP00000044009
ENSP00000296526	ENSMUSP00000074787
ENSP00000282499	ENSMUSP00000027020
ENSP00000264357	ENSMUSP00000075687
ENSP00000327738	ENSMUSP00000050267
ENSP00000366404	ENSMUSP00000021761
ENSP00000300747	ENSMUSP00000080813
ENSP00000284551	ENSMUSP00000090749
ENSP00000355658	ENSMUSP00000074639
ENSP00000274773	ENSMUSP00000104836
ENSP00000421142	ENSMUSP00000040299
ENSP00000365844	ENSMUSP00000109336
ENSP00000254436	ENSMUSP00000033264
ENSP00000369440	ENSMUSP00000095782
ENSP00000355437	ENSMUSP00000074594
ENSP00000367691	ENSMUSP00000042327
ENSP00000408205	ENSMUSP00000053986
ENSP00000327875	ENSMUSP00000132511
ENSP00000362401	ENSMUSP00000109108
ENSP00000282018	ENSMUSP00000040715
ENSP00000442982	ENSMUSP00000063670
ENSP00000365596	ENSMUSP00000052404
ENSP00000207157	ENSMUSP00000029462
ENSP00000358677	ENSMUSP00000034991
ENSP00000362390	ENSMUSP00000128247
ENSP00000386170	ENSMUSP00000052591
ENSP00000171757	ENSMUSP00000061296
ENSP00000276077	ENSMUSP00000113032
ENSP00000362965	ENSMUSP00000070925
ENSP00000331791	ENSMUSP00000009241
ENSP00000335191	ENSMUSP00000037401
ENSP00000296946	ENSMUSP00000074236
ENSP00000356795	ENSMUSP00000027859
ENSP00000363643	ENSMUSP00000055869
ENSP00000310305	ENSMUSP00000036765
ENSP00000377215	ENSMUSP00000055697
ENSP00000355156	ENSMUSP00000029326
ENSP00000298440	ENSMUSP00000055137
ENSP00000304767	ENSMUSP00000029331
ENSP00000378650	ENSMUSP00000091579
ENSP00000240335	ENSMUSP00000103682
ENSP00000309913	ENSMUSP00000018407
ENSP00000240328	ENSMUSP00000000095
ENSP00000257566	ENSMUSP00000018748
ENSP00000331504	ENSMUSP00000079733
ENSP00000281092	ENSMUSP00000000129
ENSP00000220003	ENSMUSP00000034863
ENSP00000378485	ENSMUSP00000113221
ENSP00000356130	ENSMUSP00000035358
ENSP00000370912	ENSMUSP00000071836
ENSP00000264316	ENSMUSP00000129397
ENSP00000308176	ENSMUSP00000033617
ENSP00000350224	ENSMUSP00000107884
ENSP00000398655	ENSMUSP00000020664
ENSP00000430100	ENSMUSP00000020366
ENSP00000367848	ENSMUSP00000030925
ENSP00000412673	ENSMUSP00000138151
ENSP00000386029	ENSMUSP00000024035
ENSP00000420790	ENSMUSP00000109980
ENSP00000274547	ENSMUSP00000007797
ENSP00000295454	ENSMUSP00000031122
ENSP00000308725	ENSMUSP00000038051
ENSP00000359329	ENSMUSP00000033711
ENSP00000264428	ENSMUSP00000029654
ENSP00000361700	ENSMUSP00000018739
ENSP00000218075	ENSMUSP00000060827
ENSP00000274093	ENSMUSP00000000275
ENSP00000411593	ENSMUSP00000099777
ENSP00000264784	ENSMUSP00000063352
ENSP00000383698	ENSMUSP00000059106
ENSP00000366641	ENSMUSP00000030826
ENSP00000416293	ENSMUSP00000030398
ENSP00000320935	ENSMUSP00000018710
ENSP00000323568	ENSMUSP00000029240
ENSP00000262585	ENSMUSP00000046774
ENSP00000354597	ENSMUSP00000096514
ENSP00000473565	ENSMUSP00000039860
ENSP00000391167	ENSMUSP00000037915
ENSP00000328524	ENSMUSP00000079295
ENSP00000332659	ENSMUSP00000062677
ENSP00000326432	ENSMUSP00000038473
ENSP00000310405	ENSMUSP00000138255
ENSP00000416996	ENSMUSP00000050119
ENSP00000362727	ENSMUSP00000099848
ENSP00000356366	ENSMUSP00000127580
ENSP00000370889	ENSMUSP00000011623
ENSP00000351059	ENSMUSP00000063986
ENSP00000441600	ENSMUSP00000039107
ENSP00000349967	ENSMUSP00000107519
ENSP00000433528	ENSMUSP00000077067
ENSP00000275884	ENSMUSP00000045367
ENSP00000376955	ENSMUSP00000127187
ENSP00000350266	ENSMUSP00000138462
ENSP00000362795	ENSMUSP00000052444
ENSP00000292174	ENSMUSP00000137518
ENSP00000319635	ENSMUSP00000102512
ENSP00000295683	ENSMUSP00000049714
ENSP00000386884	ENSMUSP00000053489
ENSP00000395704	ENSMUSP00000060776
ENSP00000343952	ENSMUSP00000095029
ENSP00000350256	ENSMUSP00000137144
ENSP00000246657	ENSMUSP00000099423
