ENSGACP00000003450	ENSMODP00000016222
ENSGACP00000013011	ENSMODP00000005947
ENSGACP00000006934	ENSMODP00000005947
ENSGACP00000013069	ENSMODP00000024797
ENSGACP00000006891	ENSMODP00000002569
ENSGACP00000012026	ENSMODP00000020506
ENSGACP00000010586	ENSMODP00000018639
ENSGACP00000010593	ENSMODP00000018662
ENSGACP00000007020	ENSMODP00000016410
ENSGACP00000004875	ENSMODP00000009135
ENSGACP00000025066	ENSMODP00000009135
ENSGACP00000010980	ENSMODP00000017227
ENSGACP00000010577	ENSMODP00000018624
ENSGACP00000020235	ENSMODP00000005498
ENSGACP00000016239	ENSMODP00000005498
ENSGACP00000016191	ENSMODP00000005497
ENSGACP00000014125	ENSMODP00000014431
ENSGACP00000022670	ENSMODP00000024834
ENSGACP00000010579	ENSMODP00000039221
ENSGACP00000006291	ENSMODP00000039221
ENSGACP00000006523	ENSMODP00000005817
ENSGACP00000015551	ENSMODP00000006149
ENSGACP00000021810	ENSMODP00000033779
ENSGACP00000017808	ENSMODP00000004596
ENSGACP00000007959	ENSMODP00000002338
ENSGACP00000023791	ENSMODP00000004343
ENSGACP00000017544	ENSMODP00000006367
ENSGACP00000027487	ENSMODP00000006367
ENSGACP00000011978	ENSMODP00000023052
ENSGACP00000015553	ENSMODP00000023052
ENSGACP00000011208	ENSMODP00000018736
ENSGACP00000013909	ENSMODP00000018798
ENSGACP00000022353	ENSMODP00000018798
ENSGACP00000004686	ENSMODP00000006221
ENSGACP00000015642	ENSMODP00000005444
ENSGACP00000016522	ENSMODP00000005444
ENSGACP00000026117	ENSMODP00000008399
ENSGACP00000008493	ENSMODP00000000635
ENSGACP00000013709	ENSMODP00000034864
ENSGACP00000020124	ENSMODP00000019235
ENSGACP00000012434	ENSMODP00000032625
ENSGACP00000020164	ENSMODP00000032625
ENSGACP00000005730	ENSMODP00000015106
ENSGACP00000014853	ENSMODP00000010854
ENSGACP00000008765	ENSMODP00000005996
ENSGACP00000026582	ENSMODP00000016215
ENSGACP00000011920	ENSMODP00000015447
ENSGACP00000017219	ENSMODP00000018422
ENSGACP00000010962	ENSMODP00000001867
ENSGACP00000012789	ENSMODP00000020701
ENSGACP00000023721	ENSMODP00000033527
ENSGACP00000005157	ENSMODP00000033422
ENSGACP00000008989	ENSMODP00000020565
ENSGACP00000006762	ENSMODP00000015160
ENSGACP00000013050	ENSMODP00000015160
ENSGACP00000006516	ENSMODP00000011081
ENSGACP00000013056	ENSMODP00000015153
ENSGACP00000006506	ENSMODP00000011090
ENSGACP00000008997	ENSMODP00000020564
ENSGACP00000008369	ENSMODP00000022256
ENSGACP00000013611	ENSMODP00000021068
ENSGACP00000013602	ENSMODP00000021076
ENSGACP00000022183	ENSMODP00000015185
ENSGACP00000014545	ENSMODP00000007549
ENSGACP00000013499	ENSMODP00000022321
ENSGACP00000004798	ENSMODP00000024291
ENSGACP00000014297	ENSMODP00000015019
ENSGACP00000009577	ENSMODP00000021795
ENSGACP00000026187	ENSMODP00000008402
ENSGACP00000001831	ENSMODP00000013062
ENSGACP00000006023	ENSMODP00000009610
ENSGACP00000007514	ENSMODP00000021306
ENSGACP00000027259	ENSMODP00000023886
ENSGACP00000009842	ENSMODP00000026520
ENSGACP00000012308	ENSMODP00000012370
ENSGACP00000009297	ENSMODP00000014676
ENSGACP00000011366	ENSMODP00000004360
ENSGACP00000023657	ENSMODP00000013543
ENSGACP00000008423	ENSMODP00000023445
ENSGACP00000006541	ENSMODP00000022600
ENSGACP00000027386	ENSMODP00000040989
ENSGACP00000016457	ENSMODP00000017856
ENSGACP00000025042	ENSMODP00000008869
ENSGACP00000025039	ENSMODP00000008869
ENSGACP00000007220	ENSMODP00000037426
ENSGACP00000026487	ENSMODP00000018028
ENSGACP00000008933	ENSMODP00000028852
ENSGACP00000016831	ENSMODP00000013025
ENSGACP00000011418	ENSMODP00000013025
ENSGACP00000016855	ENSMODP00000013111
ENSGACP00000011441	ENSMODP00000024119
ENSGACP00000023909	ENSMODP00000005612
ENSGACP00000022033	ENSMODP00000005612
ENSGACP00000006802	ENSMODP00000009637
ENSGACP00000008461	ENSMODP00000008190
ENSGACP00000025304	ENSMODP00000008190
ENSGACP00000017351	ENSMODP00000017733
ENSGACP00000019508	ENSMODP00000015836
ENSGACP00000015610	ENSMODP00000014811
ENSGACP00000026443	ENSMODP00000010955
ENSGACP00000007871	ENSMODP00000025346
ENSGACP00000000474	ENSMODP00000025346
ENSGACP00000019246	ENSMODP00000007471
ENSGACP00000005716	ENSMODP00000035789
ENSGACP00000008825	ENSMODP00000011030
ENSGACP00000020261	ENSMODP00000009296
ENSGACP00000013516	ENSMODP00000022253
ENSGACP00000008157	ENSMODP00000022253
ENSGACP00000009598	ENSMODP00000022287
ENSGACP00000018957	ENSMODP00000002810
ENSGACP00000003642	ENSMODP00000002810
ENSGACP00000004654	ENSMODP00000020111
ENSGACP00000023971	ENSMODP00000009934
ENSGACP00000018283	ENSMODP00000020360
ENSGACP00000013237	ENSMODP00000020360
ENSGACP00000003987	ENSMODP00000010557
ENSGACP00000011917	ENSMODP00000016536
ENSGACP00000010592	ENSMODP00000000776
ENSGACP00000000062	ENSMODP00000000776
ENSGACP00000015314	ENSMODP00000018765
ENSGACP00000009002	ENSMODP00000023094
ENSGACP00000018817	ENSMODP00000037908
ENSGACP00000021954	ENSMODP00000037908
ENSGACP00000026751	ENSMODP00000034180
ENSGACP00000020856	ENSMODP00000011071
ENSGACP00000010136	ENSMODP00000038662
ENSGACP00000007200	ENSMODP00000012931
ENSGACP00000026915	ENSMODP00000012931
ENSGACP00000012155	ENSMODP00000005694
ENSGACP00000022398	ENSMODP00000005694
ENSGACP00000003068	ENSMODP00000027808
ENSGACP00000024319	ENSMODP00000012629
ENSGACP00000023418	ENSMODP00000012629
ENSGACP00000021887	ENSMODP00000014859
ENSGACP00000021862	ENSMODP00000014903
ENSGACP00000016017	ENSMODP00000021419
ENSGACP00000006142	ENSMODP00000021042
ENSGACP00000021875	ENSMODP00000014893
ENSGACP00000019898	ENSMODP00000003235
ENSGACP00000026955	ENSMODP00000006660
ENSGACP00000006154	ENSMODP00000011766
ENSGACP00000015736	ENSMODP00000011766
ENSGACP00000010799	ENSMODP00000019132
ENSGACP00000012401	ENSMODP00000015731
ENSGACP00000020182	ENSMODP00000015731
ENSGACP00000011361	ENSMODP00000003662
ENSGACP00000023263	ENSMODP00000009715
ENSGACP00000027402	ENSMODP00000031515
ENSGACP00000022722	ENSMODP00000036291
ENSGACP00000016097	ENSMODP00000000576
ENSGACP00000017109	ENSMODP00000026457
ENSGACP00000027094	ENSMODP00000018314
ENSGACP00000007354	ENSMODP00000012761
ENSGACP00000020744	ENSMODP00000020021
ENSGACP00000023251	ENSMODP00000014523
ENSGACP00000014144	ENSMODP00000014523
ENSGACP00000003580	ENSMODP00000023479
ENSGACP00000016273	ENSMODP00000002021
ENSGACP00000025638	ENSMODP00000002021
ENSGACP00000000646	ENSMODP00000007679
ENSGACP00000023061	ENSMODP00000012801
ENSGACP00000024291	ENSMODP00000011623
ENSGACP00000011614	ENSMODP00000036818
ENSGACP00000002962	ENSMODP00000036818
ENSGACP00000022557	ENSMODP00000014852
ENSGACP00000001563	ENSMODP00000026027
ENSGACP00000023104	ENSMODP00000026027
ENSGACP00000010296	ENSMODP00000018815
ENSGACP00000020557	ENSMODP00000018815
ENSGACP00000017494	ENSMODP00000016036
ENSGACP00000022535	ENSMODP00000002376
ENSGACP00000011813	ENSMODP00000022455
ENSGACP00000015205	ENSMODP00000020272
ENSGACP00000003161	ENSMODP00000008424
ENSGACP00000003869	ENSMODP00000008737
ENSGACP00000013443	ENSMODP00000010277
ENSGACP00000000123	ENSMODP00000017807
ENSGACP00000010576	ENSMODP00000017807
ENSGACP00000024043	ENSMODP00000016441
ENSGACP00000015459	ENSMODP00000001555
ENSGACP00000017038	ENSMODP00000018446
ENSGACP00000015436	ENSMODP00000000660
ENSGACP00000015139	ENSMODP00000034316
ENSGACP00000014514	ENSMODP00000002217
ENSGACP00000001052	ENSMODP00000013505
ENSGACP00000012977	ENSMODP00000016965
ENSGACP00000025286	ENSMODP00000022745
ENSGACP00000006489	ENSMODP00000017403
ENSGACP00000004314	ENSMODP00000017403
ENSGACP00000006353	ENSMODP00000010610
ENSGACP00000020803	ENSMODP00000023291
ENSGACP00000027041	ENSMODP00000017523
ENSGACP00000022719	ENSMODP00000017523
ENSGACP00000020433	ENSMODP00000004907
ENSGACP00000020379	ENSMODP00000034153
ENSGACP00000017732	ENSMODP00000017577
ENSGACP00000014280	ENSMODP00000016838
ENSGACP00000026086	ENSMODP00000009748
ENSGACP00000000528	ENSMODP00000035673
ENSGACP00000025020	ENSMODP00000019945
ENSGACP00000015760	ENSMODP00000034019
ENSGACP00000004528	ENSMODP00000038011
ENSGACP00000022657	ENSMODP00000038011
ENSGACP00000020136	ENSMODP00000005812
ENSGACP00000016719	ENSMODP00000005812
ENSGACP00000021745	ENSMODP00000037178
ENSGACP00000007348	ENSMODP00000037178
ENSGACP00000015150	ENSMODP00000034238
ENSGACP00000022623	ENSMODP00000034238
ENSGACP00000017828	ENSMODP00000026953
ENSGACP00000010849	ENSMODP00000026953
ENSGACP00000016699	ENSMODP00000018980
ENSGACP00000026158	ENSMODP00000018980
ENSGACP00000026884	ENSMODP00000037540
ENSGACP00000018154	ENSMODP00000001195
ENSGACP00000000401	ENSMODP00000035845
ENSGACP00000023649	ENSMODP00000035845
ENSGACP00000002781	ENSMODP00000023193
ENSGACP00000023240	ENSMODP00000019542
ENSGACP00000018292	ENSMODP00000019542
ENSGACP00000009216	ENSMODP00000018492
ENSGACP00000013670	ENSMODP00000011135
ENSGACP00000021905	ENSMODP00000012372
ENSGACP00000015385	ENSMODP00000021288
ENSGACP00000005681	ENSMODP00000021288
ENSGACP00000020618	ENSMODP00000008955
ENSGACP00000008812	ENSMODP00000008955
ENSGACP00000013884	ENSMODP00000038910
ENSGACP00000014301	ENSMODP00000011087
ENSGACP00000022691	ENSMODP00000017420
ENSGACP00000008072	ENSMODP00000026618
ENSGACP00000008753	ENSMODP00000014179
ENSGACP00000011944	ENSMODP00000014179
ENSGACP00000014822	ENSMODP00000021089
ENSGACP00000009698	ENSMODP00000023796
ENSGACP00000021137	ENSMODP00000023796
ENSGACP00000007493	ENSMODP00000008098
ENSGACP00000014793	ENSMODP00000008098
ENSGACP00000022551	ENSMODP00000011413
ENSGACP00000010706	ENSMODP00000002445
ENSGACP00000015933	ENSMODP00000015084
ENSGACP00000009750	ENSMODP00000014447
ENSGACP00000014780	ENSMODP00000010761
ENSGACP00000000084	ENSMODP00000010761
ENSGACP00000004829	ENSMODP00000009030
ENSGACP00000025074	ENSMODP00000009030
ENSGACP00000025546	ENSMODP00000008369
ENSGACP00000004252	ENSMODP00000017288
ENSGACP00000020668	ENSMODP00000009608
ENSGACP00000002201	ENSMODP00000026471
ENSGACP00000027388	ENSMODP00000012149
ENSGACP00000007687	ENSMODP00000007745
ENSGACP00000015837	ENSMODP00000028484
ENSGACP00000002699	ENSMODP00000035549
ENSGACP00000021193	ENSMODP00000035549
ENSGACP00000007771	ENSMODP00000036086
ENSGACP00000021254	ENSMODP00000036086
ENSGACP00000027393	ENSMODP00000012689
ENSGACP00000020121	ENSMODP00000001844
ENSGACP00000023125	ENSMODP00000021554
ENSGACP00000008887	ENSMODP00000021130
ENSGACP00000024514	ENSMODP00000017840
ENSGACP00000006561	ENSMODP00000029696
ENSGACP00000017644	ENSMODP00000029696
ENSGACP00000014454	ENSMODP00000027206
ENSGACP00000005842	ENSMODP00000032913
ENSGACP00000004127	ENSMODP00000003129
ENSGACP00000027590	ENSMODP00000016447
ENSGACP00000007034	ENSMODP00000008383
ENSGACP00000012159	ENSMODP00000008383
ENSGACP00000019284	ENSMODP00000036332
ENSGACP00000019410	ENSMODP00000016252
ENSGACP00000021249	ENSMODP00000011131
ENSGACP00000015516	ENSMODP00000023447
ENSGACP00000005958	ENSMODP00000025523
ENSGACP00000022396	ENSMODP00000014439
ENSGACP00000026741	ENSMODP00000018372
ENSGACP00000026933	ENSMODP00000000133
ENSGACP00000000969	ENSMODP00000007081
ENSGACP00000000973	ENSMODP00000007026
ENSGACP00000003150	ENSMODP00000010654
ENSGACP00000024591	ENSMODP00000023785
ENSGACP00000021747	ENSMODP00000023785
ENSGACP00000020848	ENSMODP00000014761
ENSGACP00000017423	ENSMODP00000023399
ENSGACP00000014380	ENSMODP00000011163
ENSGACP00000009606	ENSMODP00000021806
ENSGACP00000025329	ENSMODP00000004832
ENSGACP00000021184	ENSMODP00000017639
ENSGACP00000009810	ENSMODP00000017650
ENSGACP00000005199	ENSMODP00000005537
ENSGACP00000008358	ENSMODP00000005537
ENSGACP00000024478	ENSMODP00000005139
ENSGACP00000024479	ENSMODP00000005139
ENSGACP00000011937	ENSMODP00000006668
ENSGACP00000003485	ENSMODP00000038185
ENSGACP00000012668	ENSMODP00000038185
ENSGACP00000010411	ENSMODP00000016029
ENSGACP00000010710	ENSMODP00000022019
ENSGACP00000006035	ENSMODP00000011939
ENSGACP00000010970	ENSMODP00000000537
ENSGACP00000009442	ENSMODP00000000537
ENSGACP00000006030	ENSMODP00000011952
ENSGACP00000006022	ENSMODP00000011973
ENSGACP00000006017	ENSMODP00000011982
ENSGACP00000009457	ENSMODP00000000533
ENSGACP00000010963	ENSMODP00000000533
ENSGACP00000022300	ENSMODP00000024047
ENSGACP00000010302	ENSMODP00000024047
ENSGACP00000024255	ENSMODP00000031099
ENSGACP00000011341	ENSMODP00000030375
ENSGACP00000016891	ENSMODP00000030375
ENSGACP00000009578	ENSMODP00000037546
ENSGACP00000015346	ENSMODP00000025222
ENSGACP00000022817	ENSMODP00000013607
ENSGACP00000027018	ENSMODP00000013607
ENSGACP00000013542	ENSMODP00000022609
ENSGACP00000020147	ENSMODP00000003480
ENSGACP00000023102	ENSMODP00000025774
ENSGACP00000020621	ENSMODP00000009015
ENSGACP00000013100	ENSMODP00000003392
ENSGACP00000018610	ENSMODP00000003626
ENSGACP00000010571	ENSMODP00000041275
ENSGACP00000000402	ENSMODP00000014006
ENSGACP00000015871	ENSMODP00000032194
ENSGACP00000009116	ENSMODP00000011676
ENSGACP00000009793	ENSMODP00000019595
ENSGACP00000005995	ENSMODP00000021340
ENSGACP00000015873	ENSMODP00000021340
ENSGACP00000018989	ENSMODP00000001052
ENSGACP00000005298	ENSMODP00000021715
ENSGACP00000003699	ENSMODP00000033082
ENSGACP00000003223	ENSMODP00000017360
ENSGACP00000020793	ENSMODP00000016988
ENSGACP00000013383	ENSMODP00000016983
ENSGACP00000020791	ENSMODP00000016977
ENSGACP00000013380	ENSMODP00000016977
ENSGACP00000002567	ENSMODP00000000090
ENSGACP00000013980	ENSMODP00000032723
ENSGACP00000025345	ENSMODP00000035682
ENSGACP00000019741	ENSMODP00000035682
ENSGACP00000008034	ENSMODP00000001289
ENSGACP00000025512	ENSMODP00000001289
ENSGACP00000000314	ENSMODP00000003126
ENSGACP00000017762	ENSMODP00000023744
ENSGACP00000000760	ENSMODP00000004606
ENSGACP00000007355	ENSMODP00000006041
ENSGACP00000025760	ENSMODP00000018710
ENSGACP00000005742	ENSMODP00000015126
ENSGACP00000018556	ENSMODP00000008057
ENSGACP00000021165	ENSMODP00000008057
ENSGACP00000015727	ENSMODP00000008672
ENSGACP00000018926	ENSMODP00000009072
ENSGACP00000000756	ENSMODP00000004497
ENSGACP00000020963	ENSMODP00000024530
ENSGACP00000008206	ENSMODP00000000774
ENSGACP00000007980	ENSMODP00000029734
ENSGACP00000018814	ENSMODP00000006340
ENSGACP00000006441	ENSMODP00000026746
ENSGACP00000006435	ENSMODP00000026744
ENSGACP00000015775	ENSMODP00000028225
ENSGACP00000002156	ENSMODP00000012449
ENSGACP00000006250	ENSMODP00000011349
ENSGACP00000008398	ENSMODP00000023439
ENSGACP00000008698	ENSMODP00000012311
ENSGACP00000022205	ENSMODP00000006994
ENSGACP00000023630	ENSMODP00000006627
ENSGACP00000026843	ENSMODP00000006627
ENSGACP00000006041	ENSMODP00000008546
ENSGACP00000024349	ENSMODP00000031180
ENSGACP00000027391	ENSMODP00000031180
ENSGACP00000021885	ENSMODP00000026024
ENSGACP00000012840	ENSMODP00000035222
ENSGACP00000026904	ENSMODP00000009370
ENSGACP00000001990	ENSMODP00000010018
ENSGACP00000024973	ENSMODP00000019980
ENSGACP00000005437	ENSMODP00000019980
ENSGACP00000008481	ENSMODP00000019049
ENSGACP00000013288	ENSMODP00000005757
ENSGACP00000014613	ENSMODP00000024112
ENSGACP00000000798	ENSMODP00000022738
ENSGACP00000009316	ENSMODP00000014700
ENSGACP00000019976	ENSMODP00000014700
ENSGACP00000012313	ENSMODP00000025670
ENSGACP00000027129	ENSMODP00000012099
ENSGACP00000024216	ENSMODP00000007714
ENSGACP00000023438	ENSMODP00000023720
ENSGACP00000007815	ENSMODP00000010294
ENSGACP00000024739	ENSMODP00000035725
ENSGACP00000014887	ENSMODP00000013849
ENSGACP00000009033	ENSMODP00000025370
ENSGACP00000023694	ENSMODP00000025370
ENSGACP00000004987	ENSMODP00000019045
ENSGACP00000010954	ENSMODP00000019045
ENSGACP00000026216	ENSMODP00000010960
ENSGACP00000010714	ENSMODP00000005696
ENSGACP00000025892	ENSMODP00000005696
ENSGACP00000006259	ENSMODP00000016879
ENSGACP00000008104	ENSMODP00000017236
ENSGACP00000012128	ENSMODP00000018106
ENSGACP00000004530	ENSMODP00000026300
ENSGACP00000007577	ENSMODP00000029292
ENSGACP00000000030	ENSMODP00000029056
ENSGACP00000008726	ENSMODP00000012212
ENSGACP00000001667	ENSMODP00000021913
ENSGACP00000006058	ENSMODP00000008151
ENSGACP00000001401	ENSMODP00000008151
ENSGACP00000005834	ENSMODP00000019203
ENSGACP00000005592	ENSMODP00000023530
ENSGACP00000002544	ENSMODP00000036976
ENSGACP00000000941	ENSMODP00000018841
ENSGACP00000013628	ENSMODP00000037822
ENSGACP00000003906	ENSMODP00000008608
ENSGACP00000009383	ENSMODP00000000605
ENSGACP00000007437	ENSMODP00000015472
ENSGACP00000005168	ENSMODP00000015472
ENSGACP00000009390	ENSMODP00000000596
ENSGACP00000007434	ENSMODP00000015467
ENSGACP00000009399	ENSMODP00000032315
ENSGACP00000007432	ENSMODP00000032923
ENSGACP00000004052	ENSMODP00000011240
ENSGACP00000027352	ENSMODP00000011233
ENSGACP00000004881	ENSMODP00000018976
ENSGACP00000016838	ENSMODP00000002025
ENSGACP00000009465	ENSMODP00000000528
ENSGACP00000006040	ENSMODP00000011931
ENSGACP00000002581	ENSMODP00000022026
ENSGACP00000019950	ENSMODP00000020542
ENSGACP00000002999	ENSMODP00000012538
ENSGACP00000008281	ENSMODP00000023423
ENSGACP00000017543	ENSMODP00000014647
ENSGACP00000022261	ENSMODP00000014647
ENSGACP00000023812	ENSMODP00000002525
ENSGACP00000006984	ENSMODP00000008652
ENSGACP00000003014	ENSMODP00000008652
ENSGACP00000013699	ENSMODP00000016205
ENSGACP00000016506	ENSMODP00000004813
ENSGACP00000004141	ENSMODP00000003296
ENSGACP00000026267	ENSMODP00000000216
ENSGACP00000004108	ENSMODP00000021201
ENSGACP00000004565	ENSMODP00000009678
ENSGACP00000006625	ENSMODP00000000817
ENSGACP00000004397	ENSMODP00000000817
ENSGACP00000026445	ENSMODP00000025612
ENSGACP00000026464	ENSMODP00000023137
ENSGACP00000014807	ENSMODP00000000752
ENSGACP00000004401	ENSMODP00000007558
ENSGACP00000021097	ENSMODP00000007558
ENSGACP00000018110	ENSMODP00000016766
ENSGACP00000006209	ENSMODP00000007747
ENSGACP00000006718	ENSMODP00000010473
ENSGACP00000009527	ENSMODP00000020983
ENSGACP00000020295	ENSMODP00000003950
ENSGACP00000002196	ENSMODP00000000757
ENSGACP00000027630	ENSMODP00000032518
ENSGACP00000003377	ENSMODP00000001150
ENSGACP00000021365	ENSMODP00000035731
ENSGACP00000017157	ENSMODP00000000242
ENSGACP00000007830	ENSMODP00000000242
ENSGACP00000021293	ENSMODP00000011017
ENSGACP00000026071	ENSMODP00000011017
ENSGACP00000007410	ENSMODP00000021318
ENSGACP00000013437	ENSMODP00000022108
ENSGACP00000015625	ENSMODP00000020970
ENSGACP00000004317	ENSMODP00000020970
ENSGACP00000023513	ENSMODP00000023642
ENSGACP00000025749	ENSMODP00000023642
ENSGACP00000007417	ENSMODP00000023202
ENSGACP00000019886	ENSMODP00000026267
ENSGACP00000000045	ENSMODP00000006354
ENSGACP00000026992	ENSMODP00000006354
ENSGACP00000012306	ENSMODP00000003824
ENSGACP00000019882	ENSMODP00000026265
ENSGACP00000018936	ENSMODP00000010041
ENSGACP00000008677	ENSMODP00000001854
ENSGACP00000020731	ENSMODP00000024502
ENSGACP00000010156	ENSMODP00000004312
ENSGACP00000019109	ENSMODP00000023895
ENSGACP00000027650	ENSMODP00000011677
ENSGACP00000003026	ENSMODP00000038017
ENSGACP00000016575	ENSMODP00000015905
ENSGACP00000009746	ENSMODP00000021973
ENSGACP00000011767	ENSMODP00000001037
ENSGACP00000020048	ENSMODP00000020999
ENSGACP00000009724	ENSMODP00000029412
ENSGACP00000009446	ENSMODP00000039715
ENSGACP00000014580	ENSMODP00000000862
ENSGACP00000025977	ENSMODP00000021413
ENSGACP00000006377	ENSMODP00000020528
ENSGACP00000015646	ENSMODP00000020417
ENSGACP00000020538	ENSMODP00000036093
ENSGACP00000008467	ENSMODP00000036093
ENSGACP00000009875	ENSMODP00000011050
ENSGACP00000013364	ENSMODP00000003992
ENSGACP00000002652	ENSMODP00000004020
ENSGACP00000022086	ENSMODP00000004020
ENSGACP00000018527	ENSMODP00000004868
ENSGACP00000021201	ENSMODP00000004868
ENSGACP00000020995	ENSMODP00000016529
ENSGACP00000000126	ENSMODP00000017847
ENSGACP00000009069	ENSMODP00000002148
ENSGACP00000004090	ENSMODP00000002148
ENSGACP00000003252	ENSMODP00000014217
ENSGACP00000019695	ENSMODP00000014217
ENSGACP00000018398	ENSMODP00000035230
ENSGACP00000005866	ENSMODP00000035230
ENSGACP00000004638	ENSMODP00000005712
ENSGACP00000001081	ENSMODP00000016957
ENSGACP00000024821	ENSMODP00000014496
ENSGACP00000004661	ENSMODP00000036819
ENSGACP00000010129	ENSMODP00000019922
ENSGACP00000022533	ENSMODP00000026838
ENSGACP00000005387	ENSMODP00000026838
ENSGACP00000010736	ENSMODP00000018185
ENSGACP00000009342	ENSMODP00000018185
ENSGACP00000016665	ENSMODP00000020641
ENSGACP00000002111	ENSMODP00000009257
ENSGACP00000006898	ENSMODP00000040159
ENSGACP00000018442	ENSMODP00000040159
ENSGACP00000019848	ENSMODP00000016801
ENSGACP00000005019	ENSMODP00000028516
ENSGACP00000006788	ENSMODP00000010174
ENSGACP00000013800	ENSMODP00000032041
ENSGACP00000020964	ENSMODP00000037487
ENSGACP00000002621	ENSMODP00000035157
ENSGACP00000014800	ENSMODP00000000306
ENSGACP00000010832	ENSMODP00000018416
ENSGACP00000008191	ENSMODP00000002370
ENSGACP00000006790	ENSMODP00000002370
ENSGACP00000012361	ENSMODP00000004002
ENSGACP00000007347	ENSMODP00000026924
ENSGACP00000002253	ENSMODP00000018461
ENSGACP00000001969	ENSMODP00000009901
ENSGACP00000004425	ENSMODP00000016994
ENSGACP00000016953	ENSMODP00000016994
ENSGACP00000027631	ENSMODP00000022539
ENSGACP00000015874	ENSMODP00000022539
ENSGACP00000015981	ENSMODP00000008765
ENSGACP00000023624	ENSMODP00000008453
ENSGACP00000026845	ENSMODP00000008453
ENSGACP00000025829	ENSMODP00000008448
ENSGACP00000007549	ENSMODP00000009969
ENSGACP00000022594	ENSMODP00000009969
ENSGACP00000012230	ENSMODP00000020609
ENSGACP00000012704	ENSMODP00000018469
ENSGACP00000012218	ENSMODP00000021703
ENSGACP00000004816	ENSMODP00000007436
ENSGACP00000004843	ENSMODP00000007436
ENSGACP00000019115	ENSMODP00000001828
ENSGACP00000012696	ENSMODP00000013206
ENSGACP00000003447	ENSMODP00000013206
ENSGACP00000024384	ENSMODP00000010422
ENSGACP00000001118	ENSMODP00000005730
ENSGACP00000001138	ENSMODP00000021366
ENSGACP00000008955	ENSMODP00000003247
ENSGACP00000005491	ENSMODP00000003247
ENSGACP00000025665	ENSMODP00000004021
ENSGACP00000024280	ENSMODP00000004021
ENSGACP00000024697	ENSMODP00000012944
ENSGACP00000012544	ENSMODP00000012944
ENSGACP00000023966	ENSMODP00000009988
ENSGACP00000023770	ENSMODP00000019285
ENSGACP00000015047	ENSMODP00000020809
ENSGACP00000024011	ENSMODP00000020809
ENSGACP00000014549	ENSMODP00000008519
ENSGACP00000016238	ENSMODP00000029800
ENSGACP00000015503	ENSMODP00000029968
ENSGACP00000011992	ENSMODP00000029968
ENSGACP00000012369	ENSMODP00000032418
ENSGACP00000005068	ENSMODP00000006117
ENSGACP00000021500	ENSMODP00000035733
ENSGACP00000005152	ENSMODP00000033805
ENSGACP00000013989	ENSMODP00000015951
ENSGACP00000024507	ENSMODP00000006033
ENSGACP00000004815	ENSMODP00000035452
ENSGACP00000003012	ENSMODP00000025442
ENSGACP00000026736	ENSMODP00000017078
ENSGACP00000010034	ENSMODP00000009822
ENSGACP00000023808	ENSMODP00000023687
ENSGACP00000022693	ENSMODP00000016866
ENSGACP00000021846	ENSMODP00000012290
ENSGACP00000007199	ENSMODP00000027971
ENSGACP00000011150	ENSMODP00000027971
ENSGACP00000010131	ENSMODP00000004562
ENSGACP00000006475	ENSMODP00000035156
ENSGACP00000010699	ENSMODP00000002895
ENSGACP00000018052	ENSMODP00000002895
ENSGACP00000005614	ENSMODP00000022010
ENSGACP00000002471	ENSMODP00000013169
ENSGACP00000014384	ENSMODP00000012867
ENSGACP00000023851	ENSMODP00000025122
ENSGACP00000011599	ENSMODP00000000393
ENSGACP00000014698	ENSMODP00000010524
ENSGACP00000004998	ENSMODP00000014650
ENSGACP00000019494	ENSMODP00000019737
ENSGACP00000014076	ENSMODP00000006760
ENSGACP00000021809	ENSMODP00000038188
ENSGACP00000021009	ENSMODP00000015199
ENSGACP00000024704	ENSMODP00000001485
ENSGACP00000022264	ENSMODP00000001536
ENSGACP00000021458	ENSMODP00000007488
ENSGACP00000019262	ENSMODP00000007488
ENSGACP00000012998	ENSMODP00000006323
ENSGACP00000024917	ENSMODP00000021429
ENSGACP00000006476	ENSMODP00000013950
ENSGACP00000003984	ENSMODP00000006514
ENSGACP00000008664	ENSMODP00000015140
ENSGACP00000010250	ENSMODP00000019479
ENSGACP00000020003	ENSMODP00000019479
ENSGACP00000027286	ENSMODP00000000663
ENSGACP00000018168	ENSMODP00000036422
ENSGACP00000018162	ENSMODP00000006791
ENSGACP00000012862	ENSMODP00000018678
ENSGACP00000010501	ENSMODP00000018678
ENSGACP00000020635	ENSMODP00000040473
ENSGACP00000006406	ENSMODP00000017025
ENSGACP00000017051	ENSMODP00000020698
ENSGACP00000020291	ENSMODP00000028231
ENSGACP00000018833	ENSMODP00000006419
ENSGACP00000012038	ENSMODP00000009115
ENSGACP00000005625	ENSMODP00000024329
ENSGACP00000020889	ENSMODP00000010751
ENSGACP00000025552	ENSMODP00000002524
ENSGACP00000014952	ENSMODP00000002528
ENSGACP00000014589	ENSMODP00000021839
ENSGACP00000013120	ENSMODP00000001192
ENSGACP00000022580	ENSMODP00000011421
ENSGACP00000019073	ENSMODP00000037665
ENSGACP00000008195	ENSMODP00000012373
ENSGACP00000011974	ENSMODP00000005245
ENSGACP00000021974	ENSMODP00000001631
ENSGACP00000008751	ENSMODP00000001627
ENSGACP00000009605	ENSMODP00000006939
ENSGACP00000009664	ENSMODP00000007406
ENSGACP00000020006	ENSMODP00000007406
ENSGACP00000003585	ENSMODP00000009009
