ENSP00000262384	ENSTNIP00000004863
ENSP00000276198	ENSTNIP00000021796
ENSP00000354859	ENSTNIP00000010598
ENSP00000373169	ENSTNIP00000015701
ENSP00000255380	ENSTNIP00000020151
ENSP00000372750	ENSTNIP00000015179
ENSP00000372750	ENSTNIP00000020585
ENSP00000399745	ENSTNIP00000014342
ENSP00000399745	ENSTNIP00000015093
ENSP00000409378	ENSTNIP00000017489
ENSP00000380247	ENSTNIP00000017847
ENSP00000407193	ENSTNIP00000015839
ENSP00000217961	ENSTNIP00000017508
ENSP00000264914	ENSTNIP00000004393
ENSP00000264638	ENSTNIP00000014644
ENSP00000242786	ENSTNIP00000021719
ENSP00000422533	ENSTNIP00000014256
ENSP00000422533	ENSTNIP00000007808
ENSP00000359778	ENSTNIP00000000617
ENSP00000332900	ENSTNIP00000013027
ENSP00000335156	ENSTNIP00000013502
ENSP00000377699	ENSTNIP00000019961
ENSP00000356581	ENSTNIP00000002924
ENSP00000369198	ENSTNIP00000016620
ENSP00000369198	ENSTNIP00000012908
ENSP00000296795	ENSTNIP00000009925
ENSP00000260010	ENSTNIP00000005681
ENSP00000370034	ENSTNIP00000016967
ENSP00000438284	ENSTNIP00000019719
ENSP00000360502	ENSTNIP00000022094
ENSP00000360502	ENSTNIP00000003199
ENSP00000255266	ENSTNIP00000009080
ENSP00000420295	ENSTNIP00000011995
ENSP00000334910	ENSTNIP00000007905
ENSP00000253055	ENSTNIP00000010555
ENSP00000364361	ENSTNIP00000020065
ENSP00000364361	ENSTNIP00000014032
ENSP00000379975	ENSTNIP00000019340
ENSP00000309597	ENSTNIP00000006496
ENSP00000451263	ENSTNIP00000022551
ENSP00000355583	ENSTNIP00000020131
ENSP00000288602	ENSTNIP00000010036
ENSP00000448689	ENSTNIP00000017869
ENSP00000448689	ENSTNIP00000015557
ENSP00000358335	ENSTNIP00000008281
ENSP00000215743	ENSTNIP00000009907
ENSP00000215743	ENSTNIP00000003582
ENSP00000286614	ENSTNIP00000002277
ENSP00000286614	ENSTNIP00000017882
ENSP00000246186	ENSTNIP00000005399
ENSP00000219271	ENSTNIP00000013026
ENSP00000219271	ENSTNIP00000011670
ENSP00000308208	ENSTNIP00000010755
ENSP00000337816	ENSTNIP00000018257
ENSP00000288135	ENSTNIP00000003543
ENSP00000288135	ENSTNIP00000006719
ENSP00000257290	ENSTNIP00000001318
ENSP00000241453	ENSTNIP00000015681
ENSP00000339824	ENSTNIP00000002998
ENSP00000292408	ENSTNIP00000010448
ENSP00000282397	ENSTNIP00000015679
ENSP00000263923	ENSTNIP00000020805
ENSP00000261937	ENSTNIP00000011840
ENSP00000303887	ENSTNIP00000020883
ENSP00000337697	ENSTNIP00000012945
ENSP00000255448	ENSTNIP00000019361
ENSP00000255448	ENSTNIP00000012816
ENSP00000381412	ENSTNIP00000010420
ENSP00000319060	ENSTNIP00000022892
ENSP00000319060	ENSTNIP00000010266
ENSP00000419195	ENSTNIP00000010139
ENSP00000419195	ENSTNIP00000002228
ENSP00000276616	ENSTNIP00000016615
ENSP00000291041	ENSTNIP00000007374
ENSP00000394484	ENSTNIP00000020101
ENSP00000009105	ENSTNIP00000008617
ENSP00000411565	ENSTNIP00000013860
ENSP00000370648	ENSTNIP00000015200
ENSP00000457230	ENSTNIP00000015071
ENSP00000334113	ENSTNIP00000017518
ENSP00000391121	ENSTNIP00000015791
ENSP00000155926	ENSTNIP00000013639
ENSP00000312150	ENSTNIP00000012052
ENSP00000217233	ENSTNIP00000006176
ENSP00000270112	ENSTNIP00000012836
ENSP00000362221	ENSTNIP00000015156
ENSP00000298694	ENSTNIP00000010227
ENSP00000283426	ENSTNIP00000021583
ENSP00000353646	ENSTNIP00000013117
ENSP00000279024	ENSTNIP00000021889
ENSP00000279024	ENSTNIP00000014962
ENSP00000261402	ENSTNIP00000019064
ENSP00000356125	ENSTNIP00000017678
ENSP00000346148	ENSTNIP00000010300
ENSP00000430276	ENSTNIP00000003834
ENSP00000430276	ENSTNIP00000009082
ENSP00000328118	ENSTNIP00000004909
ENSP00000315371	ENSTNIP00000016682
ENSP00000409126	ENSTNIP00000021655
ENSP00000332788	ENSTNIP00000009167
ENSP00000332788	ENSTNIP00000016681
ENSP00000159087	ENSTNIP00000006228
ENSP00000159087	ENSTNIP00000013989
ENSP00000325929	ENSTNIP00000015685
ENSP00000263925	ENSTNIP00000020809
ENSP00000302935	ENSTNIP00000003866
ENSP00000439807	ENSTNIP00000014257
ENSP00000323816	ENSTNIP00000011599
ENSP00000469142	ENSTNIP00000010574
ENSP00000290399	ENSTNIP00000000711
ENSP00000358210	ENSTNIP00000023099
ENSP00000358210	ENSTNIP00000015273
ENSP00000263734	ENSTNIP00000023088
ENSP00000263734	ENSTNIP00000002184
ENSP00000366898	ENSTNIP00000009587
ENSP00000351407	ENSTNIP00000010888
ENSP00000320430	ENSTNIP00000016476
ENSP00000339390	ENSTNIP00000015584
ENSP00000289746	ENSTNIP00000012283
ENSP00000353656	ENSTNIP00000015578
ENSP00000353656	ENSTNIP00000009889
ENSP00000269141	ENSTNIP00000018274
ENSP00000269141	ENSTNIP00000013384
ENSP00000360718	ENSTNIP00000008230
ENSP00000282878	ENSTNIP00000020740
ENSP00000222256	ENSTNIP00000013092
ENSP00000222256	ENSTNIP00000014009
ENSP00000331748	ENSTNIP00000017901
ENSP00000300935	ENSTNIP00000017939
ENSP00000300935	ENSTNIP00000000266
ENSP00000264710	ENSTNIP00000022327
ENSP00000210187	ENSTNIP00000012642
ENSP00000210187	ENSTNIP00000006068
ENSP00000368332	ENSTNIP00000010983
ENSP00000226382	ENSTNIP00000016030
ENSP00000370990	ENSTNIP00000018020
ENSP00000370990	ENSTNIP00000007710
ENSP00000401653	ENSTNIP00000019631
ENSP00000358807	ENSTNIP00000018185
ENSP00000315417	ENSTNIP00000016723
ENSP00000239461	ENSTNIP00000008237
ENSP00000376436	ENSTNIP00000013225
ENSP00000295727	ENSTNIP00000020178
ENSP00000433488	ENSTNIP00000013224
ENSP00000306894	ENSTNIP00000017482
ENSP00000321835	ENSTNIP00000006751
ENSP00000405327	ENSTNIP00000014601
ENSP00000425658	ENSTNIP00000016048
ENSP00000262457	ENSTNIP00000021546
ENSP00000382379	ENSTNIP00000021608
ENSP00000267116	ENSTNIP00000000101
ENSP00000267116	ENSTNIP00000015489
ENSP00000280772	ENSTNIP00000017432
ENSP00000280772	ENSTNIP00000022654
ENSP00000349588	ENSTNIP00000007965
ENSP00000349588	ENSTNIP00000020964
ENSP00000311579	ENSTNIP00000022060
ENSP00000311579	ENSTNIP00000016215
ENSP00000295101	ENSTNIP00000019582
ENSP00000357067	ENSTNIP00000009102
ENSP00000477437	ENSTNIP00000010457
ENSP00000243457	ENSTNIP00000012673
ENSP00000375756	ENSTNIP00000010899
ENSP00000306497	ENSTNIP00000013758
ENSP00000306497	ENSTNIP00000007179
ENSP00000463778	ENSTNIP00000015820
ENSP00000463778	ENSTNIP00000014574
ENSP00000435412	ENSTNIP00000020404
ENSP00000427015	ENSTNIP00000016804
ENSP00000262752	ENSTNIP00000003913
ENSP00000376432	ENSTNIP00000006368
ENSP00000376432	ENSTNIP00000013223
ENSP00000357068	ENSTNIP00000010244
ENSP00000357068	ENSTNIP00000008976
ENSP00000331698	ENSTNIP00000003800
ENSP00000376438	ENSTNIP00000000824
ENSP00000345708	ENSTNIP00000009422
ENSP00000240662	ENSTNIP00000009249
ENSP00000361014	ENSTNIP00000009403
ENSP00000250896	ENSTNIP00000013064
ENSP00000356070	ENSTNIP00000010092
ENSP00000396467	ENSTNIP00000009898
ENSP00000449381	ENSTNIP00000019801
ENSP00000332565	ENSTNIP00000010053
ENSP00000337907	ENSTNIP00000011564
ENSP00000381425	ENSTNIP00000017992
ENSP00000381425	ENSTNIP00000022106
ENSP00000387278	ENSTNIP00000002870
ENSP00000261681	ENSTNIP00000015191
ENSP00000269095	ENSTNIP00000014089
ENSP00000358547	ENSTNIP00000013705
ENSP00000382428	ENSTNIP00000012935
ENSP00000382428	ENSTNIP00000007263
ENSP00000382428	ENSTNIP00000006375
ENSP00000362442	ENSTNIP00000009850
ENSP00000392660	ENSTNIP00000004047
ENSP00000357131	ENSTNIP00000013886
ENSP00000356671	ENSTNIP00000005796
ENSP00000295777	ENSTNIP00000021873
ENSP00000338967	ENSTNIP00000017574
ENSP00000223095	ENSTNIP00000005261
ENSP00000415786	ENSTNIP00000017318
ENSP00000428316	ENSTNIP00000018783
ENSP00000276297	ENSTNIP00000009195
ENSP00000370115	ENSTNIP00000011059
ENSP00000355651	ENSTNIP00000020835
ENSP00000362946	ENSTNIP00000011895
ENSP00000440167	ENSTNIP00000009428
ENSP00000440167	ENSTNIP00000021672
ENSP00000285199	ENSTNIP00000008175
ENSP00000334808	ENSTNIP00000022216
ENSP00000333376	ENSTNIP00000017289
ENSP00000265560	ENSTNIP00000017645
ENSP00000218348	ENSTNIP00000000693
ENSP00000401197	ENSTNIP00000007622
ENSP00000384367	ENSTNIP00000018276
ENSP00000328352	ENSTNIP00000000135
ENSP00000347188	ENSTNIP00000021060
ENSP00000327675	ENSTNIP00000012046
ENSP00000273371	ENSTNIP00000018740
ENSP00000309757	ENSTNIP00000018541
ENSP00000261292	ENSTNIP00000019032
ENSP00000348425	ENSTNIP00000012199
ENSP00000425394	ENSTNIP00000020191
ENSP00000425394	ENSTNIP00000021401
ENSP00000393511	ENSTNIP00000006505
ENSP00000277895	ENSTNIP00000016412
ENSP00000277895	ENSTNIP00000015779
ENSP00000466953	ENSTNIP00000013429
ENSP00000262713	ENSTNIP00000016844
ENSP00000324422	ENSTNIP00000010870
ENSP00000416387	ENSTNIP00000017693
ENSP00000200457	ENSTNIP00000005110
ENSP00000318089	ENSTNIP00000016774
ENSP00000405812	ENSTNIP00000017576
ENSP00000393066	ENSTNIP00000000730
ENSP00000393066	ENSTNIP00000016267
ENSP00000295736	ENSTNIP00000020726
ENSP00000366861	ENSTNIP00000022053
ENSP00000366861	ENSTNIP00000003525
ENSP00000393557	ENSTNIP00000018412
ENSP00000393557	ENSTNIP00000010295
ENSP00000262418	ENSTNIP00000022110
ENSP00000362867	ENSTNIP00000011718
ENSP00000419412	ENSTNIP00000020280
ENSP00000231188	ENSTNIP00000010135
ENSP00000231188	ENSTNIP00000004512
ENSP00000350348	ENSTNIP00000021044
ENSP00000331867	ENSTNIP00000014959
ENSP00000344411	ENSTNIP00000017833
ENSP00000261308	ENSTNIP00000016486
ENSP00000390427	ENSTNIP00000018417
ENSP00000300026	ENSTNIP00000011280
ENSP00000303057	ENSTNIP00000019854
ENSP00000340226	ENSTNIP00000005792
ENSP00000347684	ENSTNIP00000022167
ENSP00000362717	ENSTNIP00000013503
ENSP00000261731	ENSTNIP00000016484
ENSP00000360811	ENSTNIP00000021913
ENSP00000263726	ENSTNIP00000018572
ENSP00000290759	ENSTNIP00000014302
ENSP00000290759	ENSTNIP00000011216
ENSP00000377854	ENSTNIP00000003273
ENSP00000294638	ENSTNIP00000013616
ENSP00000434241	ENSTNIP00000006204
ENSP00000265969	ENSTNIP00000016677
ENSP00000358802	ENSTNIP00000018187
ENSP00000218176	ENSTNIP00000005116
ENSP00000371985	ENSTNIP00000019090
ENSP00000371985	ENSTNIP00000005043
ENSP00000433109	ENSTNIP00000018075
ENSP00000433109	ENSTNIP00000021456
ENSP00000252321	ENSTNIP00000002532
ENSP00000358786	ENSTNIP00000018076
ENSP00000358786	ENSTNIP00000021457
ENSP00000284049	ENSTNIP00000009902
ENSP00000262450	ENSTNIP00000006981
ENSP00000382863	ENSTNIP00000010752
ENSP00000457466	ENSTNIP00000022993
ENSP00000392028	ENSTNIP00000004261
ENSP00000052754	ENSTNIP00000013943
ENSP00000327336	ENSTNIP00000006677
ENSP00000398003	ENSTNIP00000003774
ENSP00000332879	ENSTNIP00000012592
ENSP00000367292	ENSTNIP00000019744
ENSP00000246841	ENSTNIP00000000955
ENSP00000246841	ENSTNIP00000001871
ENSP00000347041	ENSTNIP00000021068
ENSP00000347041	ENSTNIP00000010095
ENSP00000266718	ENSTNIP00000002080
ENSP00000266719	ENSTNIP00000013942
ENSP00000343924	ENSTNIP00000010094
ENSP00000308315	ENSTNIP00000021850
ENSP00000378235	ENSTNIP00000014056
ENSP00000355109	ENSTNIP00000015615
ENSP00000468304	ENSTNIP00000005731
ENSP00000216237	ENSTNIP00000015923
ENSP00000284898	ENSTNIP00000007020
ENSP00000402107	ENSTNIP00000014975
ENSP00000423897	ENSTNIP00000008306
ENSP00000362206	ENSTNIP00000019889
ENSP00000273963	ENSTNIP00000010344
ENSP00000312397	ENSTNIP00000010205
ENSP00000424198	ENSTNIP00000006930
ENSP00000343930	ENSTNIP00000018214
ENSP00000232766	ENSTNIP00000005642
ENSP00000171111	ENSTNIP00000007190
ENSP00000332756	ENSTNIP00000019949
ENSP00000296522	ENSTNIP00000017120
ENSP00000363794	ENSTNIP00000021344
ENSP00000168216	ENSTNIP00000015374
ENSP00000263278	ENSTNIP00000004861
ENSP00000220764	ENSTNIP00000008840
ENSP00000265322	ENSTNIP00000010729
ENSP00000219481	ENSTNIP00000015790
ENSP00000324287	ENSTNIP00000004278
ENSP00000158762	ENSTNIP00000013051
ENSP00000346733	ENSTNIP00000005133
ENSP00000239440	ENSTNIP00000005738
ENSP00000380413	ENSTNIP00000011339
ENSP00000350297	ENSTNIP00000020274
ENSP00000338769	ENSTNIP00000020403
ENSP00000449241	ENSTNIP00000005477
ENSP00000449241	ENSTNIP00000021405
ENSP00000262426	ENSTNIP00000012150
ENSP00000323880	ENSTNIP00000014248
ENSP00000312663	ENSTNIP00000007849
ENSP00000312663	ENSTNIP00000017222
ENSP00000265371	ENSTNIP00000011570
ENSP00000265371	ENSTNIP00000010796
ENSP00000353582	ENSTNIP00000002173
ENSP00000353582	ENSTNIP00000017555
ENSP00000321573	ENSTNIP00000005444
ENSP00000369320	ENSTNIP00000009138
ENSP00000369320	ENSTNIP00000012374
ENSP00000268150	ENSTNIP00000013299
ENSP00000268150	ENSTNIP00000012414
ENSP00000296591	ENSTNIP00000018505
ENSP00000360985	ENSTNIP00000007578
ENSP00000354398	ENSTNIP00000007479
ENSP00000354398	ENSTNIP00000012664
ENSP00000248901	ENSTNIP00000022004
ENSP00000248901	ENSTNIP00000014200
ENSP00000437554	ENSTNIP00000013968
ENSP00000379712	ENSTNIP00000015473
ENSP00000379712	ENSTNIP00000018001
ENSP00000304586	ENSTNIP00000015802
ENSP00000274457	ENSTNIP00000005775
ENSP00000307298	ENSTNIP00000005228
ENSP00000297837	ENSTNIP00000011600
ENSP00000387593	ENSTNIP00000017452
ENSP00000345530	ENSTNIP00000003613
ENSP00000383199	ENSTNIP00000010330
ENSP00000352069	ENSTNIP00000001641
ENSP00000260983	ENSTNIP00000016242
ENSP00000260983	ENSTNIP00000021008
ENSP00000348714	ENSTNIP00000020566
ENSP00000351539	ENSTNIP00000000809
ENSP00000409107	ENSTNIP00000003209
ENSP00000378286	ENSTNIP00000005969
ENSP00000366902	ENSTNIP00000015419
ENSP00000364895	ENSTNIP00000013832
ENSP00000307604	ENSTNIP00000020969
ENSP00000433457	ENSTNIP00000004328
ENSP00000387757	ENSTNIP00000003195
ENSP00000387462	ENSTNIP00000020936
ENSP00000360777	ENSTNIP00000022959
ENSP00000409667	ENSTNIP00000003369
ENSP00000384534	ENSTNIP00000018924
ENSP00000384534	ENSTNIP00000011969
ENSP00000413937	ENSTNIP00000003496
ENSP00000413937	ENSTNIP00000000416
ENSP00000360154	ENSTNIP00000018848
ENSP00000267890	ENSTNIP00000006263
ENSP00000469880	ENSTNIP00000012182
ENSP00000358867	ENSTNIP00000018195
ENSP00000312999	ENSTNIP00000017642
ENSP00000248996	ENSTNIP00000011986
ENSP00000251337	ENSTNIP00000018196
ENSP00000232461	ENSTNIP00000017786
ENSP00000262958	ENSTNIP00000018531
ENSP00000286548	ENSTNIP00000018891
ENSP00000359478	ENSTNIP00000019612
ENSP00000285238	ENSTNIP00000006792
ENSP00000365005	ENSTNIP00000010372
ENSP00000354927	ENSTNIP00000017981
ENSP00000345629	ENSTNIP00000016627
ENSP00000351908	ENSTNIP00000022322
ENSP00000360626	ENSTNIP00000015433
ENSP00000312129	ENSTNIP00000011652
ENSP00000307694	ENSTNIP00000007895
ENSP00000287042	ENSTNIP00000016289
ENSP00000385968	ENSTNIP00000006261
ENSP00000371514	ENSTNIP00000013229
ENSP00000371514	ENSTNIP00000003348
ENSP00000263980	ENSTNIP00000015070
ENSP00000263980	ENSTNIP00000003685
ENSP00000299798	ENSTNIP00000013116
ENSP00000264938	ENSTNIP00000005191
ENSP00000342105	ENSTNIP00000021896
ENSP00000356076	ENSTNIP00000010091
ENSP00000469863	ENSTNIP00000004650
ENSP00000381932	ENSTNIP00000008640
ENSP00000385571	ENSTNIP00000022455
ENSP00000304226	ENSTNIP00000016814
ENSP00000271971	ENSTNIP00000009062
ENSP00000355837	ENSTNIP00000019735
ENSP00000380349	ENSTNIP00000013441
ENSP00000380349	ENSTNIP00000001768
ENSP00000431984	ENSTNIP00000010246
ENSP00000375844	ENSTNIP00000018356
ENSP00000317214	ENSTNIP00000012944
ENSP00000262113	ENSTNIP00000022695
ENSP00000350332	ENSTNIP00000015760
ENSP00000358770	ENSTNIP00000016313
ENSP00000358770	ENSTNIP00000017171
ENSP00000376317	ENSTNIP00000003270
ENSP00000376317	ENSTNIP00000011928
ENSP00000013125	ENSTNIP00000022537
ENSP00000294066	ENSTNIP00000007483
ENSP00000347427	ENSTNIP00000014724
ENSP00000283228	ENSTNIP00000005049
ENSP00000380565	ENSTNIP00000012460
ENSP00000380565	ENSTNIP00000019161
ENSP00000447730	ENSTNIP00000015482
ENSP00000307078	ENSTNIP00000010790
ENSP00000307078	ENSTNIP00000011618
ENSP00000265148	ENSTNIP00000013183
ENSP00000362387	ENSTNIP00000016792
ENSP00000309036	ENSTNIP00000011860
ENSP00000396270	ENSTNIP00000016382
ENSP00000264712	ENSTNIP00000022328
ENSP00000264712	ENSTNIP00000022489
ENSP00000343535	ENSTNIP00000014569
ENSP00000339957	ENSTNIP00000006316
ENSP00000354878	ENSTNIP00000013398
ENSP00000354878	ENSTNIP00000009583
ENSP00000411831	ENSTNIP00000010062
ENSP00000362111	ENSTNIP00000019976
ENSP00000294383	ENSTNIP00000020769
ENSP00000324020	ENSTNIP00000003937
ENSP00000377934	ENSTNIP00000012160
ENSP00000361140	ENSTNIP00000013728
ENSP00000320378	ENSTNIP00000016851
ENSP00000320378	ENSTNIP00000010768
ENSP00000261622	ENSTNIP00000005099
ENSP00000455064	ENSTNIP00000013029
ENSP00000380666	ENSTNIP00000015988
ENSP00000023064	ENSTNIP00000007317
ENSP00000280612	ENSTNIP00000006154
ENSP00000345659	ENSTNIP00000012294
ENSP00000314407	ENSTNIP00000005959
ENSP00000358107	ENSTNIP00000010880
ENSP00000178638	ENSTNIP00000011246
ENSP00000225916	ENSTNIP00000014663
ENSP00000263754	ENSTNIP00000012057
ENSP00000376534	ENSTNIP00000012344
ENSP00000446880	ENSTNIP00000015568
ENSP00000375921	ENSTNIP00000017329
ENSP00000375921	ENSTNIP00000018338
ENSP00000339906	ENSTNIP00000013952
ENSP00000395498	ENSTNIP00000011885
ENSP00000350844	ENSTNIP00000006290
ENSP00000396259	ENSTNIP00000002409
ENSP00000385477	ENSTNIP00000016577
ENSP00000385477	ENSTNIP00000000605
ENSP00000441283	ENSTNIP00000007346
ENSP00000356133	ENSTNIP00000020000
ENSP00000356133	ENSTNIP00000005068
ENSP00000296387	ENSTNIP00000010190
ENSP00000361785	ENSTNIP00000019648
ENSP00000361785	ENSTNIP00000019649
ENSP00000340609	ENSTNIP00000019647
ENSP00000354483	ENSTNIP00000013160
ENSP00000226004	ENSTNIP00000017425
ENSP00000466299	ENSTNIP00000003423
ENSP00000385885	ENSTNIP00000005360
ENSP00000346160	ENSTNIP00000007004
ENSP00000346160	ENSTNIP00000014515
ENSP00000345281	ENSTNIP00000008054
ENSP00000360296	ENSTNIP00000010692
ENSP00000360296	ENSTNIP00000020767
ENSP00000364008	ENSTNIP00000006551
ENSP00000466898	ENSTNIP00000005198
ENSP00000325836	ENSTNIP00000020321
ENSP00000225688	ENSTNIP00000010212
ENSP00000225688	ENSTNIP00000012644
ENSP00000216101	ENSTNIP00000018936
ENSP00000362608	ENSTNIP00000004915
ENSP00000351475	ENSTNIP00000018343
ENSP00000349298	ENSTNIP00000007752
ENSP00000350032	ENSTNIP00000021122
ENSP00000392105	ENSTNIP00000018169
ENSP00000392105	ENSTNIP00000009873
ENSP00000384136	ENSTNIP00000017541
ENSP00000353408	ENSTNIP00000018863
ENSP00000442186	ENSTNIP00000012337
ENSP00000386653	ENSTNIP00000012336
ENSP00000441802	ENSTNIP00000009726
ENSP00000355082	ENSTNIP00000015341
ENSP00000355082	ENSTNIP00000009978
ENSP00000231484	ENSTNIP00000015947
ENSP00000362125	ENSTNIP00000018832
ENSP00000367151	ENSTNIP00000012332
ENSP00000367151	ENSTNIP00000016975
ENSP00000458537	ENSTNIP00000021646
ENSP00000365116	ENSTNIP00000014934
ENSP00000273814	ENSTNIP00000005248
ENSP00000288490	ENSTNIP00000015620
ENSP00000284061	ENSTNIP00000007259
ENSP00000345147	ENSTNIP00000020011
ENSP00000345147	ENSTNIP00000013631
ENSP00000366347	ENSTNIP00000020010
ENSP00000327758	ENSTNIP00000020207
ENSP00000320089	ENSTNIP00000020206
ENSP00000342828	ENSTNIP00000008548
ENSP00000371875	ENSTNIP00000018807
ENSP00000350549	ENSTNIP00000004607
ENSP00000350549	ENSTNIP00000016341
ENSP00000341108	ENSTNIP00000016340
ENSP00000429553	ENSTNIP00000009045
ENSP00000295886	ENSTNIP00000011865
ENSP00000296921	ENSTNIP00000016093
ENSP00000361636	ENSTNIP00000022924
ENSP00000232975	ENSTNIP00000015590
ENSP00000349467	ENSTNIP00000020232
ENSP00000293255	ENSTNIP00000018272
ENSP00000293255	ENSTNIP00000004934
ENSP00000294288	ENSTNIP00000015321
ENSP00000294288	ENSTNIP00000016100
ENSP00000324960	ENSTNIP00000007929
ENSP00000324960	ENSTNIP00000009820
ENSP00000317310	ENSTNIP00000004845
ENSP00000317310	ENSTNIP00000011939
ENSP00000419081	ENSTNIP00000012436
ENSP00000414904	ENSTNIP00000016008
ENSP00000332139	ENSTNIP00000009528
ENSP00000219197	ENSTNIP00000007644
ENSP00000269503	ENSTNIP00000010997
ENSP00000064571	ENSTNIP00000015425
ENSP00000253407	ENSTNIP00000014647
ENSP00000272520	ENSTNIP00000022255
ENSP00000395220	ENSTNIP00000022882
ENSP00000297239	ENSTNIP00000019501
ENSP00000440704	ENSTNIP00000020112
ENSP00000346576	ENSTNIP00000002868
ENSP00000346576	ENSTNIP00000019266
ENSP00000374036	ENSTNIP00000008035
ENSP00000272895	ENSTNIP00000019538
ENSP00000359245	ENSTNIP00000017917
ENSP00000363868	ENSTNIP00000001889
ENSP00000261187	ENSTNIP00000009708
ENSP00000463978	ENSTNIP00000017000
ENSP00000463978	ENSTNIP00000006385
ENSP00000390564	ENSTNIP00000014798
ENSP00000309751	ENSTNIP00000013050
ENSP00000358794	ENSTNIP00000008759
ENSP00000364883	ENSTNIP00000009904
ENSP00000360577	ENSTNIP00000013787
ENSP00000476295	ENSTNIP00000012142
ENSP00000328169	ENSTNIP00000015351
ENSP00000328169	ENSTNIP00000006867
ENSP00000254958	ENSTNIP00000019751
ENSP00000256646	ENSTNIP00000003914
ENSP00000263388	ENSTNIP00000021733
ENSP00000277541	ENSTNIP00000018664
ENSP00000277541	ENSTNIP00000004105
ENSP00000345229	ENSTNIP00000006352
ENSP00000349893	ENSTNIP00000016371
ENSP00000340292	ENSTNIP00000020420
ENSP00000356370	ENSTNIP00000013073
ENSP00000249749	ENSTNIP00000013899
ENSP00000249749	ENSTNIP00000020573
ENSP00000265162	ENSTNIP00000008081
ENSP00000296754	ENSTNIP00000002802
ENSP00000231368	ENSTNIP00000018471
ENSP00000261180	ENSTNIP00000021899
ENSP00000299727	ENSTNIP00000022261
ENSP00000293897	ENSTNIP00000017084
ENSP00000330138	ENSTNIP00000022007
ENSP00000350198	ENSTNIP00000010207
ENSP00000350198	ENSTNIP00000000325
ENSP00000394624	ENSTNIP00000020134
ENSP00000234961	ENSTNIP00000017043
ENSP00000234961	ENSTNIP00000012541
ENSP00000336764	ENSTNIP00000014277
ENSP00000302621	ENSTNIP00000002721
ENSP00000389128	ENSTNIP00000018613
ENSP00000319464	ENSTNIP00000010656
ENSP00000355396	ENSTNIP00000021465
ENSP00000326759	ENSTNIP00000009707
ENSP00000273261	ENSTNIP00000014068
ENSP00000416015	ENSTNIP00000000748
ENSP00000256194	ENSTNIP00000012227
ENSP00000256194	ENSTNIP00000011710
ENSP00000351664	ENSTNIP00000022648
ENSP00000416683	ENSTNIP00000003634
ENSP00000216241	ENSTNIP00000015922
ENSP00000216241	ENSTNIP00000007764
ENSP00000423812	ENSTNIP00000014795
ENSP00000312671	ENSTNIP00000021399
ENSP00000261503	ENSTNIP00000011380
ENSP00000373964	ENSTNIP00000017298
ENSP00000373964	ENSTNIP00000003864
ENSP00000351593	ENSTNIP00000018922
ENSP00000341032	ENSTNIP00000022251
ENSP00000341032	ENSTNIP00000009574
ENSP00000285018	ENSTNIP00000021096
ENSP00000380379	ENSTNIP00000021782
ENSP00000417310	ENSTNIP00000018060
ENSP00000222462	ENSTNIP00000006040
ENSP00000265441	ENSTNIP00000019151
ENSP00000358698	ENSTNIP00000018091
ENSP00000358698	ENSTNIP00000009835
ENSP00000290167	ENSTNIP00000010176
ENSP00000325526	ENSTNIP00000005592
ENSP00000293549	ENSTNIP00000004992
ENSP00000284523	ENSTNIP00000011324
ENSP00000333799	ENSTNIP00000013176
ENSP00000362937	ENSTNIP00000012542
ENSP00000359356	ENSTNIP00000016765
ENSP00000445905	ENSTNIP00000017133
ENSP00000386921	ENSTNIP00000023116
ENSP00000261439	ENSTNIP00000008357
ENSP00000306844	ENSTNIP00000019881
ENSP00000210633	ENSTNIP00000011508
ENSP00000210633	ENSTNIP00000017446
ENSP00000416523	ENSTNIP00000010322
ENSP00000350547	ENSTNIP00000006699
ENSP00000284136	ENSTNIP00000022398
ENSP00000303212	ENSTNIP00000022396
ENSP00000002829	ENSTNIP00000010140
ENSP00000002829	ENSTNIP00000017785
ENSP00000265361	ENSTNIP00000001303
ENSP00000385795	ENSTNIP00000005544
ENSP00000316426	ENSTNIP00000017157
ENSP00000307411	ENSTNIP00000010969
ENSP00000350267	ENSTNIP00000017811
ENSP00000373340	ENSTNIP00000021091
ENSP00000216267	ENSTNIP00000009563
ENSP00000216267	ENSTNIP00000013308
ENSP00000218343	ENSTNIP00000013572
ENSP00000226319	ENSTNIP00000015370
ENSP00000378451	ENSTNIP00000019187
ENSP00000363809	ENSTNIP00000021341
ENSP00000354689	ENSTNIP00000012276
ENSP00000366586	ENSTNIP00000020247
ENSP00000378310	ENSTNIP00000013452
ENSP00000377112	ENSTNIP00000019529
ENSP00000387694	ENSTNIP00000021440
ENSP00000386766	ENSTNIP00000011733
ENSP00000379822	ENSTNIP00000012401
ENSP00000386733	ENSTNIP00000014116
ENSP00000356297	ENSTNIP00000015259
ENSP00000216862	ENSTNIP00000021438
ENSP00000258415	ENSTNIP00000018717
ENSP00000361009	ENSTNIP00000013801
ENSP00000288368	ENSTNIP00000013009
ENSP00000261835	ENSTNIP00000012577
ENSP00000268053	ENSTNIP00000011253
ENSP00000250617	ENSTNIP00000019958
ENSP00000351905	ENSTNIP00000009242
ENSP00000351905	ENSTNIP00000016823
ENSP00000241416	ENSTNIP00000020303
ENSP00000340361	ENSTNIP00000017914
ENSP00000263640	ENSTNIP00000019588
