ENSMGAP00000004951	ENSACAP00000005936
ENSMGAP00000000075	ENSACAP00000007915
ENSMGAP00000003856	ENSACAP00000011871
ENSMGAP00000002235	ENSACAP00000009353
ENSMGAP00000006789	ENSACAP00000017686
ENSMGAP00000007705	ENSACAP00000000277
ENSMGAP00000019188	ENSACAP00000010444
ENSMGAP00000013130	ENSACAP00000002264
ENSMGAP00000014237	ENSACAP00000012062
ENSMGAP00000013194	ENSACAP00000001413
ENSMGAP00000002859	ENSACAP00000010375
ENSMGAP00000001041	ENSACAP00000002317
ENSMGAP00000017071	ENSACAP00000002278
ENSMGAP00000017063	ENSACAP00000017748
ENSMGAP00000001569	ENSACAP00000011275
ENSMGAP00000006936	ENSACAP00000011287
ENSMGAP00000005119	ENSACAP00000013863
ENSMGAP00000016800	ENSACAP00000005142
ENSMGAP00000007606	ENSACAP00000000619
ENSMGAP00000006920	ENSACAP00000007830
ENSMGAP00000001074	ENSACAP00000000725
ENSMGAP00000006060	ENSACAP00000008485
ENSMGAP00000018755	ENSACAP00000021965
ENSMGAP00000006062	ENSACAP00000008506
ENSMGAP00000015278	ENSACAP00000009455
ENSMGAP00000001860	ENSACAP00000004668
ENSMGAP00000017041	ENSACAP00000009577
ENSMGAP00000016446	ENSACAP00000014105
ENSMGAP00000000240	ENSACAP00000021915
ENSMGAP00000019742	ENSACAP00000006649
ENSMGAP00000004185	ENSACAP00000017431
ENSMGAP00000007569	ENSACAP00000005335
ENSMGAP00000007397	ENSACAP00000020895
ENSMGAP00000011201	ENSACAP00000006724
ENSMGAP00000011998	ENSACAP00000000172
ENSMGAP00000003771	ENSACAP00000014842
ENSMGAP00000010429	ENSACAP00000008750
ENSMGAP00000002703	ENSACAP00000005744
ENSMGAP00000007304	ENSACAP00000003819
ENSMGAP00000007320	ENSACAP00000023423
ENSMGAP00000003905	ENSACAP00000017155
ENSMGAP00000004423	ENSACAP00000021734
ENSMGAP00000010868	ENSACAP00000022883
ENSMGAP00000015794	ENSACAP00000000849
ENSMGAP00000011303	ENSACAP00000011017
ENSMGAP00000000160	ENSACAP00000017926
ENSMGAP00000017170	ENSACAP00000008424
ENSMGAP00000016904	ENSACAP00000000652
ENSMGAP00000013414	ENSACAP00000016320
ENSMGAP00000004250	ENSACAP00000004383
ENSMGAP00000016351	ENSACAP00000015904
ENSMGAP00000003767	ENSACAP00000020176
ENSMGAP00000007990	ENSACAP00000008806
ENSMGAP00000000269	ENSACAP00000016506
ENSMGAP00000003358	ENSACAP00000001908
ENSMGAP00000002625	ENSACAP00000003730
ENSMGAP00000004885	ENSACAP00000000700
ENSMGAP00000009807	ENSACAP00000015194
ENSMGAP00000010203	ENSACAP00000008734
ENSMGAP00000013595	ENSACAP00000004644
ENSMGAP00000016059	ENSACAP00000001223
ENSMGAP00000000172	ENSACAP00000003634
ENSMGAP00000004233	ENSACAP00000013499
ENSMGAP00000016498	ENSACAP00000004851
ENSMGAP00000015859	ENSACAP00000004839
ENSMGAP00000010929	ENSACAP00000002051
ENSMGAP00000000666	ENSACAP00000014084
ENSMGAP00000002331	ENSACAP00000013123
ENSMGAP00000015858	ENSACAP00000000452
ENSMGAP00000007896	ENSACAP00000016687
ENSMGAP00000008230	ENSACAP00000010205
ENSMGAP00000008211	ENSACAP00000010209
ENSMGAP00000008066	ENSACAP00000019739
ENSMGAP00000011072	ENSACAP00000012808
ENSMGAP00000009907	ENSACAP00000012073
ENSMGAP00000002223	ENSACAP00000001728
ENSMGAP00000001259	ENSACAP00000011835
ENSMGAP00000001071	ENSACAP00000005791
ENSMGAP00000010117	ENSACAP00000006031
ENSMGAP00000015876	ENSACAP00000001786
ENSMGAP00000018973	ENSACAP00000004400
ENSMGAP00000014019	ENSACAP00000011820
ENSMGAP00000008487	ENSACAP00000008978
ENSMGAP00000003256	ENSACAP00000008077
ENSMGAP00000003347	ENSACAP00000014860
ENSMGAP00000012161	ENSACAP00000017214
ENSMGAP00000012163	ENSACAP00000017215
ENSMGAP00000016282	ENSACAP00000020150
ENSMGAP00000003140	ENSACAP00000000843
ENSMGAP00000010569	ENSACAP00000010957
ENSMGAP00000000614	ENSACAP00000006774
ENSMGAP00000010818	ENSACAP00000004388
ENSMGAP00000013771	ENSACAP00000009964
ENSMGAP00000003741	ENSACAP00000009976
ENSMGAP00000006617	ENSACAP00000008299
ENSMGAP00000008865	ENSACAP00000003021
ENSMGAP00000010396	ENSACAP00000010061
ENSMGAP00000006268	ENSACAP00000013982
ENSMGAP00000017836	ENSACAP00000008624
ENSMGAP00000000322	ENSACAP00000008567
ENSMGAP00000006759	ENSACAP00000013128
ENSMGAP00000001099	ENSACAP00000016601
ENSMGAP00000001005	ENSACAP00000001022
ENSMGAP00000011001	ENSACAP00000015433
ENSMGAP00000016152	ENSACAP00000014926
ENSMGAP00000008490	ENSACAP00000003727
ENSMGAP00000009516	ENSACAP00000015674
ENSMGAP00000010502	ENSACAP00000013506
ENSMGAP00000014113	ENSACAP00000012700
ENSMGAP00000016884	ENSACAP00000016402
ENSMGAP00000015489	ENSACAP00000014552
ENSMGAP00000013583	ENSACAP00000004682
ENSMGAP00000016167	ENSACAP00000001885
ENSMGAP00000006957	ENSACAP00000011478
ENSMGAP00000007135	ENSACAP00000008344
ENSMGAP00000005627	ENSACAP00000002828
ENSMGAP00000003348	ENSACAP00000015245
ENSMGAP00000007898	ENSACAP00000005132
ENSMGAP00000007820	ENSACAP00000014493
ENSMGAP00000000563	ENSACAP00000007547
ENSMGAP00000010405	ENSACAP00000001398
ENSMGAP00000005013	ENSACAP00000017668
ENSMGAP00000009601	ENSACAP00000014855
ENSMGAP00000013183	ENSACAP00000008381
ENSMGAP00000005492	ENSACAP00000002481
ENSMGAP00000007159	ENSACAP00000001969
ENSMGAP00000009652	ENSACAP00000006041
ENSMGAP00000008616	ENSACAP00000008608
ENSMGAP00000002469	ENSACAP00000001559
ENSMGAP00000006003	ENSACAP00000005272
ENSMGAP00000001913	ENSACAP00000012561
ENSMGAP00000006664	ENSACAP00000022061
ENSMGAP00000011716	ENSACAP00000008278
ENSMGAP00000007689	ENSACAP00000009737
ENSMGAP00000003859	ENSACAP00000002646
ENSMGAP00000003834	ENSACAP00000013040
ENSMGAP00000006933	ENSACAP00000008652
ENSMGAP00000004373	ENSACAP00000016661
ENSMGAP00000003314	ENSACAP00000019585
ENSMGAP00000014251	ENSACAP00000009394
ENSMGAP00000006244	ENSACAP00000001765
ENSMGAP00000005966	ENSACAP00000005583
ENSMGAP00000011511	ENSACAP00000009413
ENSMGAP00000014085	ENSACAP00000013322
ENSMGAP00000005676	ENSACAP00000009323
ENSMGAP00000012818	ENSACAP00000002665
ENSMGAP00000011650	ENSACAP00000003406
ENSMGAP00000009185	ENSACAP00000007980
ENSMGAP00000011485	ENSACAP00000010382
ENSMGAP00000008196	ENSACAP00000012320
ENSMGAP00000007110	ENSACAP00000012036
ENSMGAP00000008181	ENSACAP00000022360
ENSMGAP00000003827	ENSACAP00000009538
ENSMGAP00000004111	ENSACAP00000007755
ENSMGAP00000013138	ENSACAP00000015170
ENSMGAP00000013266	ENSACAP00000015821
ENSMGAP00000011340	ENSACAP00000017691
ENSMGAP00000013438	ENSACAP00000005389
ENSMGAP00000001077	ENSACAP00000004993
ENSMGAP00000006644	ENSACAP00000006172
ENSMGAP00000016481	ENSACAP00000006149
ENSMGAP00000016774	ENSACAP00000017688
ENSMGAP00000002510	ENSACAP00000016279
ENSMGAP00000001300	ENSACAP00000019298
ENSMGAP00000011171	ENSACAP00000006976
ENSMGAP00000004599	ENSACAP00000017670
ENSMGAP00000010398	ENSACAP00000001502
ENSMGAP00000009581	ENSACAP00000002448
ENSMGAP00000014271	ENSACAP00000012363
ENSMGAP00000005609	ENSACAP00000004805
ENSMGAP00000018046	ENSACAP00000009191
ENSMGAP00000016543	ENSACAP00000003586
ENSMGAP00000016706	ENSACAP00000007623
ENSMGAP00000016538	ENSACAP00000017794
ENSMGAP00000016261	ENSACAP00000010466
ENSMGAP00000009381	ENSACAP00000005119
ENSMGAP00000004815	ENSACAP00000005673
ENSMGAP00000008161	ENSACAP00000003108
ENSMGAP00000009072	ENSACAP00000001740
ENSMGAP00000009934	ENSACAP00000007036
ENSMGAP00000013158	ENSACAP00000015087
ENSMGAP00000018677	ENSACAP00000009892
ENSMGAP00000014421	ENSACAP00000022130
ENSMGAP00000012376	ENSACAP00000002356
ENSMGAP00000004563	ENSACAP00000001533
ENSMGAP00000012605	ENSACAP00000023457
ENSMGAP00000018924	ENSACAP00000014163
ENSMGAP00000005337	ENSACAP00000012331
ENSMGAP00000014182	ENSACAP00000000021
ENSMGAP00000006059	ENSACAP00000017182
ENSMGAP00000008909	ENSACAP00000006834
ENSMGAP00000006855	ENSACAP00000012324
ENSMGAP00000016204	ENSACAP00000012525
ENSMGAP00000011906	ENSACAP00000014112
ENSMGAP00000018056	ENSACAP00000016403
ENSMGAP00000017736	ENSACAP00000006798
ENSMGAP00000015487	ENSACAP00000014416
ENSMGAP00000000109	ENSACAP00000019035
ENSMGAP00000009961	ENSACAP00000005031
ENSMGAP00000015917	ENSACAP00000003291
ENSMGAP00000015925	ENSACAP00000013732
ENSMGAP00000014530	ENSACAP00000017060
ENSMGAP00000008265	ENSACAP00000011381
ENSMGAP00000001610	ENSACAP00000014987
ENSMGAP00000008358	ENSACAP00000004356
ENSMGAP00000009281	ENSACAP00000004931
ENSMGAP00000018386	ENSACAP00000007573
ENSMGAP00000015839	ENSACAP00000020113
ENSMGAP00000013023	ENSACAP00000007150
ENSMGAP00000017775	ENSACAP00000009806
ENSMGAP00000010623	ENSACAP00000003837
ENSMGAP00000006653	ENSACAP00000016373
ENSMGAP00000002465	ENSACAP00000015594
ENSMGAP00000005229	ENSACAP00000016151
ENSMGAP00000004117	ENSACAP00000009267
ENSMGAP00000003557	ENSACAP00000012071
ENSMGAP00000005371	ENSACAP00000015935
ENSMGAP00000004026	ENSACAP00000008689
ENSMGAP00000005689	ENSACAP00000015486
ENSMGAP00000010200	ENSACAP00000013062
ENSMGAP00000007467	ENSACAP00000008979
ENSMGAP00000000252	ENSACAP00000016633
ENSMGAP00000008535	ENSACAP00000009930
ENSMGAP00000007949	ENSACAP00000009005
ENSMGAP00000015631	ENSACAP00000011825
ENSMGAP00000004710	ENSACAP00000006214
ENSMGAP00000008583	ENSACAP00000001817
ENSMGAP00000011095	ENSACAP00000002368
ENSMGAP00000007619	ENSACAP00000005382
ENSMGAP00000004451	ENSACAP00000010575
ENSMGAP00000011803	ENSACAP00000012554
ENSMGAP00000008819	ENSACAP00000007171
ENSMGAP00000018448	ENSACAP00000002707
ENSMGAP00000003997	ENSACAP00000009429
ENSMGAP00000007529	ENSACAP00000001796
ENSMGAP00000008531	ENSACAP00000010992
ENSMGAP00000009916	ENSACAP00000002491
ENSMGAP00000000545	ENSACAP00000007550
ENSMGAP00000004215	ENSACAP00000018579
ENSMGAP00000013330	ENSACAP00000006538
ENSMGAP00000011923	ENSACAP00000012577
ENSMGAP00000012290	ENSACAP00000009870
ENSMGAP00000016029	ENSACAP00000003203
ENSMGAP00000000422	ENSACAP00000004793
ENSMGAP00000005625	ENSACAP00000011814
ENSMGAP00000004533	ENSACAP00000015938
ENSMGAP00000017485	ENSACAP00000018122
ENSMGAP00000015362	ENSACAP00000020061
ENSMGAP00000013467	ENSACAP00000005148
ENSMGAP00000003512	ENSACAP00000009332
ENSMGAP00000015760	ENSACAP00000006192
ENSMGAP00000008360	ENSACAP00000004815
ENSMGAP00000012795	ENSACAP00000009759
ENSMGAP00000011643	ENSACAP00000014029
ENSMGAP00000013346	ENSACAP00000003417
ENSMGAP00000004236	ENSACAP00000008927
ENSMGAP00000013597	ENSACAP00000007502
ENSMGAP00000009400	ENSACAP00000016634
ENSMGAP00000013587	ENSACAP00000007561
ENSMGAP00000001585	ENSACAP00000009037
ENSMGAP00000017605	ENSACAP00000014455
ENSMGAP00000018644	ENSACAP00000013548
ENSMGAP00000013624	ENSACAP00000000134
ENSMGAP00000003791	ENSACAP00000019591
ENSMGAP00000017751	ENSACAP00000006437
ENSMGAP00000004819	ENSACAP00000017665
ENSMGAP00000001835	ENSACAP00000008136
ENSMGAP00000016581	ENSACAP00000010462
ENSMGAP00000017382	ENSACAP00000010922
ENSMGAP00000010999	ENSACAP00000001979
ENSMGAP00000010995	ENSACAP00000002006
ENSMGAP00000014384	ENSACAP00000022176
ENSMGAP00000011008	ENSACAP00000001958
ENSMGAP00000016320	ENSACAP00000013114
ENSMGAP00000009829	ENSACAP00000005747
ENSMGAP00000013404	ENSACAP00000003522
ENSMGAP00000003852	ENSACAP00000013219
ENSMGAP00000001789	ENSACAP00000019467
ENSMGAP00000013504	ENSACAP00000018456
ENSMGAP00000000774	ENSACAP00000016401
ENSMGAP00000001486	ENSACAP00000008982
ENSMGAP00000019776	ENSACAP00000006970
ENSMGAP00000001116	ENSACAP00000007780
ENSMGAP00000001387	ENSACAP00000016315
ENSMGAP00000000670	ENSACAP00000004432
ENSMGAP00000001247	ENSACAP00000015587
ENSMGAP00000013658	ENSACAP00000017151
ENSMGAP00000010812	ENSACAP00000013845
ENSMGAP00000010230	ENSACAP00000006135
ENSMGAP00000015427	ENSACAP00000005307
ENSMGAP00000003498	ENSACAP00000007360
ENSMGAP00000011979	ENSACAP00000001379
ENSMGAP00000003666	ENSACAP00000007291
ENSMGAP00000007533	ENSACAP00000010126
ENSMGAP00000007730	ENSACAP00000016472
ENSMGAP00000000508	ENSACAP00000004704
ENSMGAP00000001640	ENSACAP00000016145
ENSMGAP00000008866	ENSACAP00000011908
ENSMGAP00000013311	ENSACAP00000015872
ENSMGAP00000000611	ENSACAP00000017424
ENSMGAP00000015240	ENSACAP00000014927
ENSMGAP00000010725	ENSACAP00000019512
ENSMGAP00000010773	ENSACAP00000012964
ENSMGAP00000006023	ENSACAP00000008662
ENSMGAP00000012158	ENSACAP00000002861
ENSMGAP00000007342	ENSACAP00000015627
ENSMGAP00000003394	ENSACAP00000003230
ENSMGAP00000007460	ENSACAP00000014724
ENSMGAP00000015775	ENSACAP00000003192
ENSMGAP00000015777	ENSACAP00000008346
ENSMGAP00000003758	ENSACAP00000011568
ENSMGAP00000012884	ENSACAP00000008552
ENSMGAP00000019513	ENSACAP00000001237
ENSMGAP00000016646	ENSACAP00000016405
ENSMGAP00000007512	ENSACAP00000009932
ENSMGAP00000014680	ENSACAP00000009260
ENSMGAP00000018350	ENSACAP00000015792
ENSMGAP00000019214	ENSACAP00000014781
ENSMGAP00000004262	ENSACAP00000005847
ENSMGAP00000009208	ENSACAP00000012456
ENSMGAP00000006381	ENSACAP00000002840
ENSMGAP00000006571	ENSACAP00000003913
ENSMGAP00000004202	ENSACAP00000017435
ENSMGAP00000007466	ENSACAP00000005329
ENSMGAP00000014810	ENSACAP00000006427
ENSMGAP00000004745	ENSACAP00000004645
ENSMGAP00000014129	ENSACAP00000013881
ENSMGAP00000015926	ENSACAP00000013697
ENSMGAP00000010949	ENSACAP00000007158
ENSMGAP00000014542	ENSACAP00000017139
ENSMGAP00000003194	ENSACAP00000008440
ENSMGAP00000014733	ENSACAP00000008355
ENSMGAP00000007376	ENSACAP00000008838
ENSMGAP00000007742	ENSACAP00000000380
ENSMGAP00000003872	ENSACAP00000019013
ENSMGAP00000010120	ENSACAP00000013186
ENSMGAP00000011492	ENSACAP00000010026
ENSMGAP00000017983	ENSACAP00000013140
ENSMGAP00000019571	ENSACAP00000014950
ENSMGAP00000014718	ENSACAP00000016505
ENSMGAP00000019592	ENSACAP00000003256
ENSMGAP00000004297	ENSACAP00000009068
ENSMGAP00000003419	ENSACAP00000005464
ENSMGAP00000008064	ENSACAP00000019106
ENSMGAP00000001674	ENSACAP00000004982
ENSMGAP00000016268	ENSACAP00000007562
ENSMGAP00000018979	ENSACAP00000005002
ENSMGAP00000016395	ENSACAP00000015498
ENSMGAP00000017173	ENSACAP00000015310
ENSMGAP00000001779	ENSACAP00000020315
ENSMGAP00000016279	ENSACAP00000018618
ENSMGAP00000016717	ENSACAP00000013681
ENSMGAP00000011762	ENSACAP00000008509
ENSMGAP00000002997	ENSACAP00000009092
ENSMGAP00000005162	ENSACAP00000003456
ENSMGAP00000004503	ENSACAP00000001748
ENSMGAP00000010742	ENSACAP00000004406
ENSMGAP00000010207	ENSACAP00000014011
ENSMGAP00000015189	ENSACAP00000010732
ENSMGAP00000000302	ENSACAP00000000097
ENSMGAP00000013829	ENSACAP00000006529
ENSMGAP00000013580	ENSACAP00000011678
ENSMGAP00000003921	ENSACAP00000008260
ENSMGAP00000003904	ENSACAP00000008296
ENSMGAP00000000983	ENSACAP00000002427
ENSMGAP00000015034	ENSACAP00000021869
ENSMGAP00000015699	ENSACAP00000007258
ENSMGAP00000017370	ENSACAP00000007300
ENSMGAP00000015693	ENSACAP00000007348
ENSMGAP00000017757	ENSACAP00000007276
ENSMGAP00000007552	ENSACAP00000000788
ENSMGAP00000015511	ENSACAP00000007042
ENSMGAP00000015700	ENSACAP00000007224
ENSMGAP00000018948	ENSACAP00000006343
ENSMGAP00000012962	ENSACAP00000000908
ENSMGAP00000001602	ENSACAP00000006216
ENSMGAP00000005188	ENSACAP00000002174
ENSMGAP00000001280	ENSACAP00000005977
ENSMGAP00000001595	ENSACAP00000016714
ENSMGAP00000011032	ENSACAP00000001897
ENSMGAP00000005407	ENSACAP00000010491
ENSMGAP00000009828	ENSACAP00000001325
ENSMGAP00000002798	ENSACAP00000005627
ENSMGAP00000000490	ENSACAP00000017643
ENSMGAP00000002429	ENSACAP00000004707
ENSMGAP00000001447	ENSACAP00000003878
ENSMGAP00000004446	ENSACAP00000001103
ENSMGAP00000011009	ENSACAP00000016943
ENSMGAP00000008657	ENSACAP00000009802
ENSMGAP00000010989	ENSACAP00000018350
ENSMGAP00000007012	ENSACAP00000011228
ENSMGAP00000001345	ENSACAP00000003563
ENSMGAP00000004033	ENSACAP00000001553
ENSMGAP00000014355	ENSACAP00000014881
ENSMGAP00000011760	ENSACAP00000013922
ENSMGAP00000000423	ENSACAP00000017658
ENSMGAP00000008145	ENSACAP00000005430
ENSMGAP00000004616	ENSACAP00000017322
ENSMGAP00000006746	ENSACAP00000000630
ENSMGAP00000014814	ENSACAP00000006638
ENSMGAP00000001011	ENSACAP00000016649
ENSMGAP00000003902	ENSACAP00000017940
ENSMGAP00000013079	ENSACAP00000010228
ENSMGAP00000008362	ENSACAP00000001026
ENSMGAP00000005905	ENSACAP00000009469
ENSMGAP00000010379	ENSACAP00000016116
ENSMGAP00000015919	ENSACAP00000001536
ENSMGAP00000015008	ENSACAP00000006975
ENSMGAP00000005783	ENSACAP00000019881
ENSMGAP00000004864	ENSACAP00000006182
ENSMGAP00000002141	ENSACAP00000015542
ENSMGAP00000009342	ENSACAP00000005105
ENSMGAP00000006265	ENSACAP00000008577
ENSMGAP00000011243	ENSACAP00000017967
ENSMGAP00000002125	ENSACAP00000006270
ENSMGAP00000017014	ENSACAP00000010695
ENSMGAP00000002119	ENSACAP00000006336
ENSMGAP00000011113	ENSACAP00000017632
ENSMGAP00000019594	ENSACAP00000006175
ENSMGAP00000012378	ENSACAP00000009873
ENSMGAP00000002606	ENSACAP00000006480
ENSMGAP00000007562	ENSACAP00000007703
ENSMGAP00000008718	ENSACAP00000003934
ENSMGAP00000013679	ENSACAP00000015808
ENSMGAP00000002686	ENSACAP00000001522
ENSMGAP00000010953	ENSACAP00000004239
ENSMGAP00000014496	ENSACAP00000000640
ENSMGAP00000014502	ENSACAP00000001096
ENSMGAP00000000975	ENSACAP00000005263
ENSMGAP00000003449	ENSACAP00000005204
ENSMGAP00000009683	ENSACAP00000004157
ENSMGAP00000001776	ENSACAP00000000247
ENSMGAP00000001155	ENSACAP00000020529
ENSMGAP00000008075	ENSACAP00000000938
ENSMGAP00000002094	ENSACAP00000012641
ENSMGAP00000019357	ENSACAP00000001241
ENSMGAP00000006115	ENSACAP00000005241
ENSMGAP00000005410	ENSACAP00000004554
ENSMGAP00000007855	ENSACAP00000008776
ENSMGAP00000008679	ENSACAP00000011650
ENSMGAP00000000799	ENSACAP00000013905
ENSMGAP00000010947	ENSACAP00000004828
ENSMGAP00000005322	ENSACAP00000010424
ENSMGAP00000012394	ENSACAP00000010599
ENSMGAP00000009210	ENSACAP00000015159
ENSMGAP00000010688	ENSACAP00000001342
ENSMGAP00000010711	ENSACAP00000000406
ENSMGAP00000013223	ENSACAP00000007130
ENSMGAP00000007318	ENSACAP00000005856
ENSMGAP00000015577	ENSACAP00000001602
ENSMGAP00000007144	ENSACAP00000004498
ENSMGAP00000015129	ENSACAP00000003278
ENSMGAP00000003465	ENSACAP00000009987
ENSMGAP00000009170	ENSACAP00000012434
ENSMGAP00000009117	ENSACAP00000019006
ENSMGAP00000013081	ENSACAP00000003531
ENSMGAP00000013096	ENSACAP00000003545
ENSMGAP00000013063	ENSACAP00000003332
ENSMGAP00000014201	ENSACAP00000010768
ENSMGAP00000012882	ENSACAP00000009556
ENSMGAP00000012879	ENSACAP00000009552
ENSMGAP00000012897	ENSACAP00000009516
ENSMGAP00000013833	ENSACAP00000016560
ENSMGAP00000014647	ENSACAP00000004605
ENSMGAP00000013900	ENSACAP00000013107
ENSMGAP00000011123	ENSACAP00000001416
ENSMGAP00000006253	ENSACAP00000008848
ENSMGAP00000002695	ENSACAP00000012511
ENSMGAP00000011430	ENSACAP00000010222
ENSMGAP00000002806	ENSACAP00000008758
ENSMGAP00000005628	ENSACAP00000013097
ENSMGAP00000005093	ENSACAP00000002158
ENSMGAP00000003079	ENSACAP00000015023
ENSMGAP00000005744	ENSACAP00000008989
ENSMGAP00000004614	ENSACAP00000002999
ENSMGAP00000007544	ENSACAP00000003865
ENSMGAP00000006001	ENSACAP00000005188
ENSMGAP00000003839	ENSACAP00000008474
ENSMGAP00000002375	ENSACAP00000010017
ENSMGAP00000002795	ENSACAP00000020234
ENSMGAP00000006761	ENSACAP00000006892
ENSMGAP00000015904	ENSACAP00000016141
ENSMGAP00000011859	ENSACAP00000016020
ENSMGAP00000000360	ENSACAP00000001643
ENSMGAP00000000787	ENSACAP00000004229
ENSMGAP00000009499	ENSACAP00000011054
ENSMGAP00000018726	ENSACAP00000014508
ENSMGAP00000007192	ENSACAP00000005193
ENSMGAP00000019475	ENSACAP00000002729
ENSMGAP00000004965	ENSACAP00000017493
ENSMGAP00000015579	ENSACAP00000001564
ENSMGAP00000005964	ENSACAP00000008316
ENSMGAP00000001113	ENSACAP00000014851
ENSMGAP00000012439	ENSACAP00000008774
ENSMGAP00000007309	ENSACAP00000001613
ENSMGAP00000012171	ENSACAP00000000887
ENSMGAP00000000707	ENSACAP00000007947
ENSMGAP00000002500	ENSACAP00000015865
ENSMGAP00000009325	ENSACAP00000013800
ENSMGAP00000002505	ENSACAP00000007419
ENSMGAP00000006951	ENSACAP00000000044
ENSMGAP00000019813	ENSACAP00000003172
ENSMGAP00000017957	ENSACAP00000013119
ENSMGAP00000010212	ENSACAP00000004867
ENSMGAP00000014459	ENSACAP00000014629
ENSMGAP00000010147	ENSACAP00000001983
ENSMGAP00000011393	ENSACAP00000009272
ENSMGAP00000016034	ENSACAP00000002717
ENSMGAP00000006006	ENSACAP00000001339
ENSMGAP00000013480	ENSACAP00000016770
ENSMGAP00000017196	ENSACAP00000015165
ENSMGAP00000006304	ENSACAP00000004110
ENSMGAP00000012222	ENSACAP00000004032
ENSMGAP00000007379	ENSACAP00000014071
ENSMGAP00000018796	ENSACAP00000017518
ENSMGAP00000003443	ENSACAP00000023484
ENSMGAP00000012906	ENSACAP00000017302
ENSMGAP00000002793	ENSACAP00000004472
ENSMGAP00000003932	ENSACAP00000005533
ENSMGAP00000015756	ENSACAP00000013777
ENSMGAP00000011208	ENSACAP00000007263
ENSMGAP00000003066	ENSACAP00000017684
ENSMGAP00000011428	ENSACAP00000000016
ENSMGAP00000003131	ENSACAP00000005261
ENSMGAP00000009310	ENSACAP00000003626
ENSMGAP00000009150	ENSACAP00000014412
ENSMGAP00000001287	ENSACAP00000008619
ENSMGAP00000015897	ENSACAP00000006501
ENSMGAP00000015138	ENSACAP00000010538
ENSMGAP00000001764	ENSACAP00000009502
ENSMGAP00000009604	ENSACAP00000014812
ENSMGAP00000004701	ENSACAP00000009299
ENSMGAP00000006515	ENSACAP00000007336
ENSMGAP00000008031	ENSACAP00000010942
ENSMGAP00000011259	ENSACAP00000005831
ENSMGAP00000017035	ENSACAP00000010443
ENSMGAP00000010318	ENSACAP00000013347
ENSMGAP00000002033	ENSACAP00000011438
ENSMGAP00000003069	ENSACAP00000005395
ENSMGAP00000011091	ENSACAP00000006622
ENSMGAP00000011555	ENSACAP00000005481
ENSMGAP00000009142	ENSACAP00000004616
ENSMGAP00000002477	ENSACAP00000005570
ENSMGAP00000014261	ENSACAP00000007710
ENSMGAP00000006041	ENSACAP00000015359
ENSMGAP00000001119	ENSACAP00000001785
ENSMGAP00000009346	ENSACAP00000019279
ENSMGAP00000008565	ENSACAP00000011439
ENSMGAP00000012459	ENSACAP00000001903
ENSMGAP00000007064	ENSACAP00000004454
ENSMGAP00000008260	ENSACAP00000013372
ENSMGAP00000010309	ENSACAP00000004445
ENSMGAP00000015560	ENSACAP00000016782
ENSMGAP00000003263	ENSACAP00000009125
ENSMGAP00000013661	ENSACAP00000008304
ENSMGAP00000001294	ENSACAP00000005127
ENSMGAP00000001201	ENSACAP00000005233
ENSMGAP00000009662	ENSACAP00000009774
ENSMGAP00000005199	ENSACAP00000015465
ENSMGAP00000015824	ENSACAP00000015954
ENSMGAP00000003676	ENSACAP00000003812
ENSMGAP00000008518	ENSACAP00000001181
ENSMGAP00000010618	ENSACAP00000001092
ENSMGAP00000016324	ENSACAP00000010019
ENSMGAP00000014565	ENSACAP00000021524
ENSMGAP00000013006	ENSACAP00000000778
ENSMGAP00000009703	ENSACAP00000006379
ENSMGAP00000017611	ENSACAP00000005159
ENSMGAP00000013000	ENSACAP00000017185
ENSMGAP00000002437	ENSACAP00000003644
ENSMGAP00000014917	ENSACAP00000002509
ENSMGAP00000012412	ENSACAP00000008587
ENSMGAP00000002803	ENSACAP00000008443
ENSMGAP00000005183	ENSACAP00000003850
ENSMGAP00000013012	ENSACAP00000000424
ENSMGAP00000003664	ENSACAP00000011648
ENSMGAP00000006890	ENSACAP00000009627
ENSMGAP00000001451	ENSACAP00000004598
ENSMGAP00000003727	ENSACAP00000014878
ENSMGAP00000004738	ENSACAP00000007062
ENSMGAP00000015776	ENSACAP00000003252
ENSMGAP00000000621	ENSACAP00000009492
ENSMGAP00000006227	ENSACAP00000006839
ENSMGAP00000008717	ENSACAP00000011803
ENSMGAP00000004890	ENSACAP00000001633
ENSMGAP00000011573	ENSACAP00000012065
ENSMGAP00000011812	ENSACAP00000011501
ENSMGAP00000000638	ENSACAP00000016529
ENSMGAP00000012742	ENSACAP00000010116
ENSMGAP00000016262	ENSACAP00000010233
ENSMGAP00000016466	ENSACAP00000012119
ENSMGAP00000001850	ENSACAP00000003250
ENSMGAP00000014996	ENSACAP00000015361
ENSMGAP00000003215	ENSACAP00000017318
ENSMGAP00000006192	ENSACAP00000005680
ENSMGAP00000012754	ENSACAP00000009487
ENSMGAP00000004953	ENSACAP00000014626
ENSMGAP00000009124	ENSACAP00000019442
ENSMGAP00000019765	ENSACAP00000009130
ENSMGAP00000001568	ENSACAP00000014899
ENSMGAP00000012245	ENSACAP00000012256
ENSMGAP00000006103	ENSACAP00000005417
ENSMGAP00000014608	ENSACAP00000004553
ENSMGAP00000018815	ENSACAP00000002048
ENSMGAP00000013098	ENSACAP00000002277
ENSMGAP00000013471	ENSACAP00000012795
ENSMGAP00000002423	ENSACAP00000008930
ENSMGAP00000011103	ENSACAP00000001554
