ENSDARP00000074624	ENSMUSP00000034074
ENSDARP00000004843	ENSMUSP00000098591
ENSDARP00000098167	ENSMUSP00000088525
ENSDARP00000046252	ENSMUSP00000028118
ENSDARP00000081054	ENSMUSP00000062392
ENSDARP00000123279	ENSMUSP00000097874
ENSDARP00000123235	ENSMUSP00000116235
ENSDARP00000085450	ENSMUSP00000116235
ENSDARP00000083790	ENSMUSP00000039566
ENSDARP00000100346	ENSMUSP00000039566
ENSDARP00000103609	ENSMUSP00000041025
ENSDARP00000063591	ENSMUSP00000030922
ENSDARP00000054509	ENSMUSP00000050852
ENSDARP00000078699	ENSMUSP00000022013
ENSDARP00000107915	ENSMUSP00000130594
ENSDARP00000101956	ENSMUSP00000115406
ENSDARP00000082256	ENSMUSP00000023007
ENSDARP00000107181	ENSMUSP00000020706
ENSDARP00000073517	ENSMUSP00000022501
ENSDARP00000105472	ENSMUSP00000029635
ENSDARP00000093232	ENSMUSP00000048918
ENSDARP00000121543	ENSMUSP00000111398
ENSDARP00000033462	ENSMUSP00000068253
ENSDARP00000113061	ENSMUSP00000021259
ENSDARP00000089419	ENSMUSP00000044521
ENSDARP00000072900	ENSMUSP00000032338
ENSDARP00000058170	ENSMUSP00000032338
ENSDARP00000022287	ENSMUSP00000030191
ENSDARP00000030680	ENSMUSP00000003501
ENSDARP00000114220	ENSMUSP00000099863
ENSDARP00000116684	ENSMUSP00000102207
ENSDARP00000015866	ENSMUSP00000096701
ENSDARP00000119502	ENSMUSP00000096353
ENSDARP00000087595	ENSMUSP00000036240
ENSDARP00000104352	ENSMUSP00000108254
ENSDARP00000116122	ENSMUSP00000132142
ENSDARP00000129313	ENSMUSP00000021558
ENSDARP00000036450	ENSMUSP00000024858
ENSDARP00000007473	ENSMUSP00000056705
ENSDARP00000087814	ENSMUSP00000028378
ENSDARP00000017934	ENSMUSP00000125315
ENSDARP00000120903	ENSMUSP00000045721
ENSDARP00000108854	ENSMUSP00000027997
ENSDARP00000052418	ENSMUSP00000027603
ENSDARP00000110022	ENSMUSP00000113398
ENSDARP00000109302	ENSMUSP00000002532
ENSDARP00000044917	ENSMUSP00000006614
ENSDARP00000011069	ENSMUSP00000006614
ENSDARP00000043755	ENSMUSP00000101471
ENSDARP00000112928	ENSMUSP00000101471
ENSDARP00000111570	ENSMUSP00000035129
ENSDARP00000050394	ENSMUSP00000006112
ENSDARP00000040208	ENSMUSP00000006112
ENSDARP00000074926	ENSMUSP00000110380
ENSDARP00000111946	ENSMUSP00000106684
ENSDARP00000088414	ENSMUSP00000106684
ENSDARP00000093563	ENSMUSP00000029964
ENSDARP00000041799	ENSMUSP00000030420
ENSDARP00000021706	ENSMUSP00000066554
ENSDARP00000121462	ENSMUSP00000066734
ENSDARP00000075583	ENSMUSP00000060646
ENSDARP00000123962	ENSMUSP00000027451
ENSDARP00000003161	ENSMUSP00000027451
ENSDARP00000052988	ENSMUSP00000024099
ENSDARP00000098640	ENSMUSP00000074565
ENSDARP00000111294	ENSMUSP00000104274
ENSDARP00000101979	ENSMUSP00000104274
ENSDARP00000027106	ENSMUSP00000137732
ENSDARP00000089710	ENSMUSP00000053297
ENSDARP00000023342	ENSMUSP00000053641
ENSDARP00000085869	ENSMUSP00000050445
ENSDARP00000127024	ENSMUSP00000092715
ENSDARP00000105347	ENSMUSP00000096197
ENSDARP00000054557	ENSMUSP00000072687
ENSDARP00000107660	ENSMUSP00000084541
ENSDARP00000007827	ENSMUSP00000045918
ENSDARP00000002213	ENSMUSP00000041118
ENSDARP00000006410	ENSMUSP00000043173
ENSDARP00000013946	ENSMUSP00000069080
ENSDARP00000000087	ENSMUSP00000109635
ENSDARP00000110546	ENSMUSP00000023161
ENSDARP00000022975	ENSMUSP00000123238
ENSDARP00000098730	ENSMUSP00000098661
ENSDARP00000051867	ENSMUSP00000091495
ENSDARP00000105003	ENSMUSP00000111418
ENSDARP00000052540	ENSMUSP00000034742
ENSDARP00000055034	ENSMUSP00000032159
ENSDARP00000095724	ENSMUSP00000032159
ENSDARP00000089410	ENSMUSP00000124327
ENSDARP00000116014	ENSMUSP00000133063
ENSDARP00000000486	ENSMUSP00000083707
ENSDARP00000076784	ENSMUSP00000055815
ENSDARP00000059192	ENSMUSP00000055815
ENSDARP00000102130	ENSMUSP00000076878
ENSDARP00000101419	ENSMUSP00000034961
ENSDARP00000104939	ENSMUSP00000020939
ENSDARP00000008916	ENSMUSP00000020939
ENSDARP00000027377	ENSMUSP00000110690
ENSDARP00000121175	ENSMUSP00000099935
ENSDARP00000094506	ENSMUSP00000099935
ENSDARP00000116141	ENSMUSP00000063933
ENSDARP00000103349	ENSMUSP00000063933
ENSDARP00000040499	ENSMUSP00000107796
ENSDARP00000067189	ENSMUSP00000107796
ENSDARP00000007110	ENSMUSP00000029451
ENSDARP00000041941	ENSMUSP00000029451
ENSDARP00000026201	ENSMUSP00000032492
ENSDARP00000116547	ENSMUSP00000032492
ENSDARP00000052382	ENSMUSP00000043768
ENSDARP00000036831	ENSMUSP00000043768
ENSDARP00000114616	ENSMUSP00000106896
ENSDARP00000122179	ENSMUSP00000106896
ENSDARP00000128793	ENSMUSP00000030465
ENSDARP00000108690	ENSMUSP00000096061
ENSDARP00000102939	ENSMUSP00000137628
ENSDARP00000126275	ENSMUSP00000022304
ENSDARP00000093932	ENSMUSP00000048838
ENSDARP00000052545	ENSMUSP00000048838
ENSDARP00000111644	ENSMUSP00000069744
ENSDARP00000073792	ENSMUSP00000069744
ENSDARP00000104933	ENSMUSP00000069505
ENSDARP00000112360	ENSMUSP00000088031
ENSDARP00000124002	ENSMUSP00000029795
ENSDARP00000106236	ENSMUSP00000034766
ENSDARP00000108778	ENSMUSP00000106988
ENSDARP00000106185	ENSMUSP00000023504
ENSDARP00000125655	ENSMUSP00000023119
ENSDARP00000063213	ENSMUSP00000023119
ENSDARP00000064039	ENSMUSP00000052557
ENSDARP00000061793	ENSMUSP00000100933
ENSDARP00000082470	ENSMUSP00000116028
ENSDARP00000045538	ENSMUSP00000042229
ENSDARP00000117317	ENSMUSP00000106087
ENSDARP00000083378	ENSMUSP00000102745
ENSDARP00000022330	ENSMUSP00000102745
ENSDARP00000115391	ENSMUSP00000118046
ENSDARP00000113698	ENSMUSP00000118046
ENSDARP00000083234	ENSMUSP00000036181
ENSDARP00000112958	ENSMUSP00000036181
ENSDARP00000126333	ENSMUSP00000046044
ENSDARP00000101507	ENSMUSP00000129220
ENSDARP00000082473	ENSMUSP00000129220
ENSDARP00000099527	ENSMUSP00000049345
ENSDARP00000089334	ENSMUSP00000025912
ENSDARP00000105237	ENSMUSP00000099583
ENSDARP00000073797	ENSMUSP00000081122
ENSDARP00000075187	ENSMUSP00000027362
ENSDARP00000093449	ENSMUSP00000099366
ENSDARP00000074236	ENSMUSP00000099366
ENSDARP00000046097	ENSMUSP00000010804
ENSDARP00000117474	ENSMUSP00000010804
ENSDARP00000093436	ENSMUSP00000084005
ENSDARP00000014797	ENSMUSP00000021813
ENSDARP00000120269	ENSMUSP00000112314
ENSDARP00000090755	ENSMUSP00000068057
ENSDARP00000115360	ENSMUSP00000037854
ENSDARP00000102306	ENSMUSP00000046584
ENSDARP00000012308	ENSMUSP00000058354
ENSDARP00000114078	ENSMUSP00000133620
ENSDARP00000108802	ENSMUSP00000052778
ENSDARP00000096349	ENSMUSP00000085651
ENSDARP00000004972	ENSMUSP00000048508
ENSDARP00000052235	ENSMUSP00000129503
ENSDARP00000093553	ENSMUSP00000124204
ENSDARP00000122639	ENSMUSP00000021241
ENSDARP00000096665	ENSMUSP00000021241
ENSDARP00000011033	ENSMUSP00000042413
ENSDARP00000022291	ENSMUSP00000090443
ENSDARP00000103004	ENSMUSP00000024159
ENSDARP00000100492	ENSMUSP00000052559
ENSDARP00000034214	ENSMUSP00000130289
ENSDARP00000078382	ENSMUSP00000016511
ENSDARP00000115096	ENSMUSP00000016511
ENSDARP00000129737	ENSMUSP00000016498
ENSDARP00000017269	ENSMUSP00000075167
ENSDARP00000041696	ENSMUSP00000027888
ENSDARP00000123888	ENSMUSP00000097547
ENSDARP00000115909	ENSMUSP00000003370
ENSDARP00000120039	ENSMUSP00000014597
ENSDARP00000096251	ENSMUSP00000125777
ENSDARP00000060977	ENSMUSP00000091048
ENSDARP00000089117	ENSMUSP00000030117
ENSDARP00000068184	ENSMUSP00000030117
ENSDARP00000109528	ENSMUSP00000108815
ENSDARP00000122687	ENSMUSP00000099502
ENSDARP00000116595	ENSMUSP00000067102
ENSDARP00000065847	ENSMUSP00000108493
ENSDARP00000026057	ENSMUSP00000020113
ENSDARP00000099551	ENSMUSP00000072064
ENSDARP00000070477	ENSMUSP00000069077
ENSDARP00000066586	ENSMUSP00000113755
ENSDARP00000111671	ENSMUSP00000059643
ENSDARP00000039584	ENSMUSP00000034287
ENSDARP00000023457	ENSMUSP00000103853
ENSDARP00000025618	ENSMUSP00000109548
ENSDARP00000106872	ENSMUSP00000127227
ENSDARP00000088726	ENSMUSP00000129810
ENSDARP00000072406	ENSMUSP00000129810
ENSDARP00000099083	ENSMUSP00000084399
ENSDARP00000014696	ENSMUSP00000042558
ENSDARP00000076788	ENSMUSP00000068321
ENSDARP00000060534	ENSMUSP00000112618
ENSDARP00000070035	ENSMUSP00000107955
ENSDARP00000122750	ENSMUSP00000031286
ENSDARP00000121373	ENSMUSP00000077693
ENSDARP00000046171	ENSMUSP00000108004
ENSDARP00000041348	ENSMUSP00000035860
ENSDARP00000105491	ENSMUSP00000035860
ENSDARP00000097790	ENSMUSP00000063410
ENSDARP00000000665	ENSMUSP00000035726
ENSDARP00000126052	ENSMUSP00000035726
ENSDARP00000107084	ENSMUSP00000041082
ENSDARP00000118941	ENSMUSP00000097812
ENSDARP00000079754	ENSMUSP00000044866
ENSDARP00000112670	ENSMUSP00000051417
ENSDARP00000059000	ENSMUSP00000129972
ENSDARP00000040270	ENSMUSP00000048092
ENSDARP00000093208	ENSMUSP00000094062
ENSDARP00000085454	ENSMUSP00000101150
ENSDARP00000080725	ENSMUSP00000070270
ENSDARP00000129340	ENSMUSP00000086745
ENSDARP00000093755	ENSMUSP00000086745
ENSDARP00000104915	ENSMUSP00000036747
ENSDARP00000065547	ENSMUSP00000040246
ENSDARP00000110640	ENSMUSP00000048836
ENSDARP00000078363	ENSMUSP00000051652
ENSDARP00000116485	ENSMUSP00000057607
ENSDARP00000076378	ENSMUSP00000057607
ENSDARP00000110799	ENSMUSP00000025940
ENSDARP00000104009	ENSMUSP00000126974
ENSDARP00000120463	ENSMUSP00000107091
ENSDARP00000073031	ENSMUSP00000110466
ENSDARP00000080009	ENSMUSP00000091330
ENSDARP00000088095	ENSMUSP00000028233
ENSDARP00000124896	ENSMUSP00000071777
ENSDARP00000121803	ENSMUSP00000071777
ENSDARP00000097560	ENSMUSP00000091502
ENSDARP00000099768	ENSMUSP00000084887
ENSDARP00000052538	ENSMUSP00000034745
ENSDARP00000126580	ENSMUSP00000104069
ENSDARP00000053510	ENSMUSP00000104069
ENSDARP00000083447	ENSMUSP00000132905
ENSDARP00000099263	ENSMUSP00000132905
ENSDARP00000052417	ENSMUSP00000003459
ENSDARP00000069164	ENSMUSP00000052297
ENSDARP00000050036	ENSMUSP00000052297
ENSDARP00000002331	ENSMUSP00000091365
ENSDARP00000012677	ENSMUSP00000034854
ENSDARP00000041624	ENSMUSP00000029562
ENSDARP00000106839	ENSMUSP00000066338
ENSDARP00000125084	ENSMUSP00000034851
ENSDARP00000038141	ENSMUSP00000033882
ENSDARP00000110378	ENSMUSP00000027470
ENSDARP00000116514	ENSMUSP00000099616
ENSDARP00000016537	ENSMUSP00000072983
ENSDARP00000021860	ENSMUSP00000028515
ENSDARP00000027417	ENSMUSP00000035908
ENSDARP00000128728	ENSMUSP00000103227
ENSDARP00000121964	ENSMUSP00000103227
ENSDARP00000117165	ENSMUSP00000056461
ENSDARP00000050139	ENSMUSP00000066455
ENSDARP00000009077	ENSMUSP00000091419
ENSDARP00000003666	ENSMUSP00000018544
ENSDARP00000109559	ENSMUSP00000094750
ENSDARP00000023816	ENSMUSP00000094750
ENSDARP00000105058	ENSMUSP00000027495
ENSDARP00000070125	ENSMUSP00000102801
ENSDARP00000126089	ENSMUSP00000131062
ENSDARP00000044056	ENSMUSP00000023095
ENSDARP00000121708	ENSMUSP00000110894
ENSDARP00000096118	ENSMUSP00000104511
ENSDARP00000117628	ENSMUSP00000109305
ENSDARP00000013086	ENSMUSP00000031447
ENSDARP00000064973	ENSMUSP00000031447
ENSDARP00000059975	ENSMUSP00000032768
ENSDARP00000116750	ENSMUSP00000089036
ENSDARP00000111061	ENSMUSP00000034831
ENSDARP00000013317	ENSMUSP00000019938
ENSDARP00000112924	ENSMUSP00000018094
ENSDARP00000120982	ENSMUSP00000017832
ENSDARP00000107308	ENSMUSP00000109087
ENSDARP00000015784	ENSMUSP00000036585
ENSDARP00000104696	ENSMUSP00000036585
ENSDARP00000104454	ENSMUSP00000076491
ENSDARP00000003080	ENSMUSP00000015987
ENSDARP00000124484	ENSMUSP00000003135
ENSDARP00000068397	ENSMUSP00000087961
ENSDARP00000093624	ENSMUSP00000083743
ENSDARP00000098027	ENSMUSP00000009550
ENSDARP00000050482	ENSMUSP00000110520
ENSDARP00000116209	ENSMUSP00000049729
ENSDARP00000125025	ENSMUSP00000074436
ENSDARP00000090275	ENSMUSP00000087327
ENSDARP00000126755	ENSMUSP00000033820
ENSDARP00000091102	ENSMUSP00000033477
ENSDARP00000022674	ENSMUSP00000033477
ENSDARP00000052324	ENSMUSP00000028681
ENSDARP00000038014	ENSMUSP00000037616
ENSDARP00000111665	ENSMUSP00000103923
ENSDARP00000084665	ENSMUSP00000027706
ENSDARP00000107141	ENSMUSP00000043818
ENSDARP00000078824	ENSMUSP00000037096
ENSDARP00000124225	ENSMUSP00000059050
ENSDARP00000052112	ENSMUSP00000059050
ENSDARP00000088455	ENSMUSP00000054960
ENSDARP00000083466	ENSMUSP00000054960
ENSDARP00000103690	ENSMUSP00000130423
ENSDARP00000093055	ENSMUSP00000130423
ENSDARP00000012462	ENSMUSP00000130984
ENSDARP00000126055	ENSMUSP00000053123
ENSDARP00000025492	ENSMUSP00000053123
ENSDARP00000005494	ENSMUSP00000062158
ENSDARP00000122550	ENSMUSP00000062158
ENSDARP00000079201	ENSMUSP00000006020
ENSDARP00000022566	ENSMUSP00000027288
ENSDARP00000125099	ENSMUSP00000027288
ENSDARP00000013158	ENSMUSP00000084464
ENSDARP00000115254	ENSMUSP00000084464
ENSDARP00000091701	ENSMUSP00000033187
ENSDARP00000085243	ENSMUSP00000049206
ENSDARP00000094308	ENSMUSP00000046864
ENSDARP00000091095	ENSMUSP00000046864
ENSDARP00000122248	ENSMUSP00000034889
ENSDARP00000082682	ENSMUSP00000034889
ENSDARP00000103443	ENSMUSP00000006991
ENSDARP00000064731	ENSMUSP00000029686
ENSDARP00000125710	ENSMUSP00000029686
ENSDARP00000124730	ENSMUSP00000072583
ENSDARP00000113837	ENSMUSP00000062759
ENSDARP00000095305	ENSMUSP00000091310
ENSDARP00000070099	ENSMUSP00000115237
ENSDARP00000095266	ENSMUSP00000096755
ENSDARP00000100237	ENSMUSP00000039466
ENSDARP00000006945	ENSMUSP00000000579
ENSDARP00000111576	ENSMUSP00000000579
ENSDARP00000057381	ENSMUSP00000021603
ENSDARP00000076579	ENSMUSP00000020759
ENSDARP00000101038	ENSMUSP00000020759
ENSDARP00000102597	ENSMUSP00000109160
ENSDARP00000005919	ENSMUSP00000074340
ENSDARP00000100955	ENSMUSP00000048334
ENSDARP00000099126	ENSMUSP00000054583
ENSDARP00000093653	ENSMUSP00000038366
ENSDARP00000054365	ENSMUSP00000102340
ENSDARP00000100705	ENSMUSP00000030897
ENSDARP00000048106	ENSMUSP00000080214
ENSDARP00000113598	ENSMUSP00000130840
ENSDARP00000068710	ENSMUSP00000060247
ENSDARP00000122566	ENSMUSP00000060247
ENSDARP00000119009	ENSMUSP00000092277
ENSDARP00000117098	ENSMUSP00000126157
ENSDARP00000123385	ENSMUSP00000126157
ENSDARP00000062533	ENSMUSP00000046118
ENSDARP00000100407	ENSMUSP00000107965
ENSDARP00000129330	ENSMUSP00000100737
ENSDARP00000112824	ENSMUSP00000089346
ENSDARP00000124728	ENSMUSP00000025374
ENSDARP00000111629	ENSMUSP00000034115
ENSDARP00000007850	ENSMUSP00000060798
ENSDARP00000076317	ENSMUSP00000135113
ENSDARP00000087682	ENSMUSP00000136147
ENSDARP00000103478	ENSMUSP00000136147
ENSDARP00000105952	ENSMUSP00000114173
ENSDARP00000117781	ENSMUSP00000124738
ENSDARP00000049322	ENSMUSP00000104056
ENSDARP00000118189	ENSMUSP00000104056
ENSDARP00000044802	ENSMUSP00000135115
ENSDARP00000082618	ENSMUSP00000113806
ENSDARP00000061835	ENSMUSP00000113806
ENSDARP00000100403	ENSMUSP00000088774
ENSDARP00000087059	ENSMUSP00000113424
ENSDARP00000087992	ENSMUSP00000057796
ENSDARP00000107301	ENSMUSP00000099468
ENSDARP00000007407	ENSMUSP00000034396
ENSDARP00000124812	ENSMUSP00000015358
ENSDARP00000037012	ENSMUSP00000015358
ENSDARP00000125098	ENSMUSP00000125798
ENSDARP00000027394	ENSMUSP00000022563
ENSDARP00000053924	ENSMUSP00000043851
ENSDARP00000108523	ENSMUSP00000043851
ENSDARP00000109082	ENSMUSP00000032736
ENSDARP00000077996	ENSMUSP00000041227
ENSDARP00000092529	ENSMUSP00000062341
ENSDARP00000071352	ENSMUSP00000045856
ENSDARP00000059169	ENSMUSP00000080751
ENSDARP00000001284	ENSMUSP00000138958
ENSDARP00000070258	ENSMUSP00000098235
ENSDARP00000004218	ENSMUSP00000098235
ENSDARP00000109514	ENSMUSP00000076533
ENSDARP00000015855	ENSMUSP00000073616
ENSDARP00000005710	ENSMUSP00000073616
ENSDARP00000077743	ENSMUSP00000064048
ENSDARP00000050550	ENSMUSP00000064048
ENSDARP00000096384	ENSMUSP00000138350
ENSDARP00000117401	ENSMUSP00000126279
ENSDARP00000115841	ENSMUSP00000030741
ENSDARP00000076775	ENSMUSP00000001878
ENSDARP00000093921	ENSMUSP00000051003
ENSDARP00000067695	ENSMUSP00000051003
ENSDARP00000005174	ENSMUSP00000040920
ENSDARP00000094573	ENSMUSP00000040920
ENSDARP00000076780	ENSMUSP00000122582
ENSDARP00000109229	ENSMUSP00000062412
ENSDARP00000073839	ENSMUSP00000046939
ENSDARP00000007852	ENSMUSP00000000010
ENSDARP00000105244	ENSMUSP00000001706
ENSDARP00000076790	ENSMUSP00000058490
ENSDARP00000003928	ENSMUSP00000039170
ENSDARP00000052661	ENSMUSP00000039170
ENSDARP00000072890	ENSMUSP00000056315
ENSDARP00000076768	ENSMUSP00000001872
ENSDARP00000093923	ENSMUSP00000001700
ENSDARP00000104963	ENSMUSP00000001700
ENSDARP00000035494	ENSMUSP00000029941
ENSDARP00000090718	ENSMUSP00000029941
ENSDARP00000044908	ENSMUSP00000047173
ENSDARP00000080428	ENSMUSP00000083709
ENSDARP00000114803	ENSMUSP00000025601
ENSDARP00000014011	ENSMUSP00000103839
ENSDARP00000122978	ENSMUSP00000100970
ENSDARP00000048280	ENSMUSP00000101944
ENSDARP00000073546	ENSMUSP00000032908
ENSDARP00000115167	ENSMUSP00000038611
ENSDARP00000067094	ENSMUSP00000017549
ENSDARP00000020452	ENSMUSP00000027931
ENSDARP00000109162	ENSMUSP00000108249
ENSDARP00000030937	ENSMUSP00000034065
ENSDARP00000102461	ENSMUSP00000126705
ENSDARP00000076241	ENSMUSP00000106358
ENSDARP00000048738	ENSMUSP00000106151
ENSDARP00000023810	ENSMUSP00000130343
ENSDARP00000085610	ENSMUSP00000037978
ENSDARP00000075987	ENSMUSP00000036053
ENSDARP00000045890	ENSMUSP00000036053
ENSDARP00000120509	ENSMUSP00000114931
ENSDARP00000083574	ENSMUSP00000011733
ENSDARP00000013495	ENSMUSP00000128509
ENSDARP00000056771	ENSMUSP00000103432
ENSDARP00000110351	ENSMUSP00000055564
ENSDARP00000104375	ENSMUSP00000022185
ENSDARP00000090506	ENSMUSP00000022185
ENSDARP00000078547	ENSMUSP00000061754
ENSDARP00000103414	ENSMUSP00000022182
ENSDARP00000108581	ENSMUSP00000022182
ENSDARP00000063752	ENSMUSP00000021729
ENSDARP00000030390	ENSMUSP00000021729
ENSDARP00000126523	ENSMUSP00000074581
ENSDARP00000070273	ENSMUSP00000105693
ENSDARP00000129226	ENSMUSP00000061243
ENSDARP00000125918	ENSMUSP00000099671
ENSDARP00000041141	ENSMUSP00000087756
ENSDARP00000125036	ENSMUSP00000087756
ENSDARP00000114437	ENSMUSP00000016771
ENSDARP00000124366	ENSMUSP00000016771
ENSDARP00000126705	ENSMUSP00000090672
ENSDARP00000114471	ENSMUSP00000074632
ENSDARP00000081883	ENSMUSP00000074632
ENSDARP00000126191	ENSMUSP00000052055
ENSDARP00000077765	ENSMUSP00000066015
ENSDARP00000077762	ENSMUSP00000113603
ENSDARP00000006449	ENSMUSP00000074681
ENSDARP00000054551	ENSMUSP00000117326
ENSDARP00000088269	ENSMUSP00000130851
ENSDARP00000026011	ENSMUSP00000130851
ENSDARP00000104608	ENSMUSP00000057956
ENSDARP00000102300	ENSMUSP00000101659
ENSDARP00000104331	ENSMUSP00000066864
ENSDARP00000100089	ENSMUSP00000066005
ENSDARP00000102632	ENSMUSP00000066005
ENSDARP00000111256	ENSMUSP00000108321
ENSDARP00000055487	ENSMUSP00000108321
ENSDARP00000103184	ENSMUSP00000092210
ENSDARP00000104309	ENSMUSP00000034339
ENSDARP00000106400	ENSMUSP00000028059
ENSDARP00000068701	ENSMUSP00000002603
ENSDARP00000028536	ENSMUSP00000109048
ENSDARP00000083373	ENSMUSP00000027560
ENSDARP00000074605	ENSMUSP00000038170
ENSDARP00000115605	ENSMUSP00000101428
ENSDARP00000096874	ENSMUSP00000021932
ENSDARP00000056809	ENSMUSP00000021932
ENSDARP00000121420	ENSMUSP00000005620
ENSDARP00000022532	ENSMUSP00000005620
ENSDARP00000115536	ENSMUSP00000081712
ENSDARP00000114599	ENSMUSP00000059074
ENSDARP00000129091	ENSMUSP00000113414
ENSDARP00000093481	ENSMUSP00000080796
ENSDARP00000108656	ENSMUSP00000049414
ENSDARP00000057317	ENSMUSP00000049414
ENSDARP00000099047	ENSMUSP00000098419
ENSDARP00000095269	ENSMUSP00000020118
ENSDARP00000112052	ENSMUSP00000042625
ENSDARP00000102987	ENSMUSP00000042625
ENSDARP00000024037	ENSMUSP00000025025
ENSDARP00000065663	ENSMUSP00000033930
ENSDARP00000053130	ENSMUSP00000028846
ENSDARP00000103503	ENSMUSP00000136377
ENSDARP00000097778	ENSMUSP00000136377
ENSDARP00000095098	ENSMUSP00000112919
ENSDARP00000015526	ENSMUSP00000027929
ENSDARP00000041292	ENSMUSP00000082017
ENSDARP00000026653	ENSMUSP00000082862
ENSDARP00000081625	ENSMUSP00000082862
ENSDARP00000084386	ENSMUSP00000038761
ENSDARP00000117964	ENSMUSP00000038761
ENSDARP00000077468	ENSMUSP00000024839
ENSDARP00000129610	ENSMUSP00000099636
ENSDARP00000091428	ENSMUSP00000020899
ENSDARP00000091381	ENSMUSP00000020899
ENSDARP00000127116	ENSMUSP00000026068
ENSDARP00000107804	ENSMUSP00000128127
ENSDARP00000099327	ENSMUSP00000040405
ENSDARP00000128902	ENSMUSP00000071662
ENSDARP00000087592	ENSMUSP00000024880
ENSDARP00000021281	ENSMUSP00000063542
ENSDARP00000057760	ENSMUSP00000132360
ENSDARP00000071634	ENSMUSP00000022338
ENSDARP00000067159	ENSMUSP00000079289
ENSDARP00000069184	ENSMUSP00000027809
ENSDARP00000074910	ENSMUSP00000000964
ENSDARP00000101854	ENSMUSP00000019117
ENSDARP00000122259	ENSMUSP00000019117
ENSDARP00000023072	ENSMUSP00000014848
ENSDARP00000118498	ENSMUSP00000098092
ENSDARP00000117324	ENSMUSP00000110077
ENSDARP00000072928	ENSMUSP00000091476
ENSDARP00000093704	ENSMUSP00000051355
ENSDARP00000017531	ENSMUSP00000082729
ENSDARP00000051832	ENSMUSP00000069728
ENSDARP00000096438	ENSMUSP00000051158
ENSDARP00000059953	ENSMUSP00000043587
ENSDARP00000083051	ENSMUSP00000043587
ENSDARP00000076765	ENSMUSP00000134131
ENSDARP00000086646	ENSMUSP00000009143
ENSDARP00000022649	ENSMUSP00000126999
ENSDARP00000019985	ENSMUSP00000012281
ENSDARP00000082925	ENSMUSP00000032125
ENSDARP00000067101	ENSMUSP00000032125
ENSDARP00000076657	ENSMUSP00000098286
ENSDARP00000118202	ENSMUSP00000038301
ENSDARP00000069999	ENSMUSP00000062884
ENSDARP00000126187	ENSMUSP00000062884
ENSDARP00000003126	ENSMUSP00000048079
ENSDARP00000069635	ENSMUSP00000073720
ENSDARP00000013686	ENSMUSP00000028836
ENSDARP00000107417	ENSMUSP00000028836
ENSDARP00000127117	ENSMUSP00000036755
ENSDARP00000092005	ENSMUSP00000127973
ENSDARP00000087435	ENSMUSP00000127973
ENSDARP00000045478	ENSMUSP00000025110
ENSDARP00000075119	ENSMUSP00000103129
ENSDARP00000073004	ENSMUSP00000103129
ENSDARP00000080338	ENSMUSP00000080284
ENSDARP00000105517	ENSMUSP00000055237
ENSDARP00000016769	ENSMUSP00000112438
ENSDARP00000121161	ENSMUSP00000112438
ENSDARP00000041860	ENSMUSP00000100912
ENSDARP00000067036	ENSMUSP00000113545
ENSDARP00000123473	ENSMUSP00000029441
ENSDARP00000100090	ENSMUSP00000088196
ENSDARP00000048364	ENSMUSP00000088196
ENSDARP00000049991	ENSMUSP00000073164
ENSDARP00000003622	ENSMUSP00000073164
ENSDARP00000125697	ENSMUSP00000112432
ENSDARP00000100713	ENSMUSP00000032568
ENSDARP00000049436	ENSMUSP00000042565
ENSDARP00000072407	ENSMUSP00000028119
ENSDARP00000076387	ENSMUSP00000132078
ENSDARP00000106947	ENSMUSP00000036384
ENSDARP00000027635	ENSMUSP00000102536
ENSDARP00000126762	ENSMUSP00000102536
ENSDARP00000023215	ENSMUSP00000059498
ENSDARP00000093421	ENSMUSP00000031106
ENSDARP00000094132	ENSMUSP00000041411
ENSDARP00000046359	ENSMUSP00000038915
ENSDARP00000019782	ENSMUSP00000038915
ENSDARP00000106826	ENSMUSP00000065095
ENSDARP00000041228	ENSMUSP00000020024
ENSDARP00000018865	ENSMUSP00000020024
ENSDARP00000039596	ENSMUSP00000005019
ENSDARP00000021241	ENSMUSP00000023820
ENSDARP00000056576	ENSMUSP00000059749
ENSDARP00000094267	ENSMUSP00000030848
ENSDARP00000118064	ENSMUSP00000030848
ENSDARP00000093236	ENSMUSP00000035029
ENSDARP00000060938	ENSMUSP00000023610
ENSDARP00000128297	ENSMUSP00000067022
ENSDARP00000120003	ENSMUSP00000067022
ENSDARP00000097538	ENSMUSP00000126498
ENSDARP00000098307	ENSMUSP00000036330
ENSDARP00000023956	ENSMUSP00000090801
ENSDARP00000087089	ENSMUSP00000079041
ENSDARP00000012936	ENSMUSP00000064570
ENSDARP00000099288	ENSMUSP00000084905
ENSDARP00000078846	ENSMUSP00000132219
ENSDARP00000103386	ENSMUSP00000040171
ENSDARP00000100609	ENSMUSP00000040171
ENSDARP00000100355	ENSMUSP00000090143
ENSDARP00000100254	ENSMUSP00000095984
ENSDARP00000040378	ENSMUSP00000101094
ENSDARP00000068841	ENSMUSP00000079210
ENSDARP00000037624	ENSMUSP00000030372
ENSDARP00000098905	ENSMUSP00000125069
ENSDARP00000055138	ENSMUSP00000128718
ENSDARP00000081152	ENSMUSP00000035802
ENSDARP00000120732	ENSMUSP00000027302
ENSDARP00000081777	ENSMUSP00000029433
ENSDARP00000062692	ENSMUSP00000029053
