ENSMGAP00000004951	ENSMUSP00000034074
ENSMGAP00000008791	ENSMUSP00000020717
ENSMGAP00000014511	ENSMUSP00000055862
ENSMGAP00000010709	ENSMUSP00000026009
ENSMGAP00000007536	ENSMUSP00000069725
ENSMGAP00000004170	ENSMUSP00000069371
ENSMGAP00000005640	ENSMUSP00000064823
ENSMGAP00000005736	ENSMUSP00000000080
ENSMGAP00000015844	ENSMUSP00000094844
ENSMGAP00000014818	ENSMUSP00000020982
ENSMGAP00000004520	ENSMUSP00000067680
ENSMGAP00000012972	ENSMUSP00000073690
ENSMGAP00000007744	ENSMUSP00000109158
ENSMGAP00000010761	ENSMUSP00000026367
ENSMGAP00000010187	ENSMUSP00000099750
ENSMGAP00000018721	ENSMUSP00000001326
ENSMGAP00000008219	ENSMUSP00000103252
ENSMGAP00000000186	ENSMUSP00000136524
ENSMGAP00000000478	ENSMUSP00000022638
ENSMGAP00000000045	ENSMUSP00000064691
ENSMGAP00000009212	ENSMUSP00000049303
ENSMGAP00000013007	ENSMUSP00000022906
ENSMGAP00000016971	ENSMUSP00000091463
ENSMGAP00000008312	ENSMUSP00000109884
ENSMGAP00000005742	ENSMUSP00000039660
ENSMGAP00000017094	ENSMUSP00000067783
ENSMGAP00000001940	ENSMUSP00000114114
ENSMGAP00000000525	ENSMUSP00000053551
ENSMGAP00000016156	ENSMUSP00000049852
ENSMGAP00000012555	ENSMUSP00000002883
ENSMGAP00000000720	ENSMUSP00000029625
ENSMGAP00000001828	ENSMUSP00000033952
ENSMGAP00000010020	ENSMUSP00000018966
ENSMGAP00000008293	ENSMUSP00000011178
ENSMGAP00000012286	ENSMUSP00000020255
ENSMGAP00000001350	ENSMUSP00000047340
ENSMGAP00000019264	ENSMUSP00000110316
ENSMGAP00000006294	ENSMUSP00000033035
ENSMGAP00000011294	ENSMUSP00000099782
ENSMGAP00000005004	ENSMUSP00000054407
ENSMGAP00000017084	ENSMUSP00000109608
ENSMGAP00000011488	ENSMUSP00000047359
ENSMGAP00000007256	ENSMUSP00000026259
ENSMGAP00000011141	ENSMUSP00000134457
ENSMGAP00000007415	ENSMUSP00000012279
ENSMGAP00000011905	ENSMUSP00000118935
ENSMGAP00000004234	ENSMUSP00000061472
ENSMGAP00000006365	ENSMUSP00000081398
ENSMGAP00000001176	ENSMUSP00000028527
ENSMGAP00000002372	ENSMUSP00000055304
ENSMGAP00000015009	ENSMUSP00000098041
ENSMGAP00000005903	ENSMUSP00000044257
ENSMGAP00000004226	ENSMUSP00000039334
ENSMGAP00000015861	ENSMUSP00000129420
ENSMGAP00000013533	ENSMUSP00000047260
ENSMGAP00000011321	ENSMUSP00000046296
ENSMGAP00000014382	ENSMUSP00000082406
ENSMGAP00000012837	ENSMUSP00000099606
ENSMGAP00000006248	ENSMUSP00000106361
ENSMGAP00000014207	ENSMUSP00000098591
ENSMGAP00000004138	ENSMUSP00000088525
ENSMGAP00000003899	ENSMUSP00000028118
ENSMGAP00000000800	ENSMUSP00000107829
ENSMGAP00000007471	ENSMUSP00000062392
ENSMGAP00000006404	ENSMUSP00000070019
ENSMGAP00000010669	ENSMUSP00000094874
ENSMGAP00000014334	ENSMUSP00000021527
ENSMGAP00000017253	ENSMUSP00000039566
ENSMGAP00000004314	ENSMUSP00000041025
ENSMGAP00000001831	ENSMUSP00000030922
ENSMGAP00000011311	ENSMUSP00000050852
ENSMGAP00000011629	ENSMUSP00000069900
ENSMGAP00000006306	ENSMUSP00000022013
ENSMGAP00000004808	ENSMUSP00000130594
ENSMGAP00000014967	ENSMUSP00000115406
ENSMGAP00000013468	ENSMUSP00000023007
ENSMGAP00000000990	ENSMUSP00000029635
ENSMGAP00000000946	ENSMUSP00000048918
ENSMGAP00000016075	ENSMUSP00000111398
ENSMGAP00000012537	ENSMUSP00000032338
ENSMGAP00000004651	ENSMUSP00000030191
ENSMGAP00000011404	ENSMUSP00000102207
ENSMGAP00000003564	ENSMUSP00000096701
ENSMGAP00000005726	ENSMUSP00000065096
ENSMGAP00000006802	ENSMUSP00000096353
ENSMGAP00000013631	ENSMUSP00000108235
ENSMGAP00000004516	ENSMUSP00000036240
ENSMGAP00000013556	ENSMUSP00000108254
ENSMGAP00000006703	ENSMUSP00000132142
ENSMGAP00000012453	ENSMUSP00000021558
ENSMGAP00000005367	ENSMUSP00000024858
ENSMGAP00000011144	ENSMUSP00000056705
ENSMGAP00000011222	ENSMUSP00000028378
ENSMGAP00000016636	ENSMUSP00000125315
ENSMGAP00000007369	ENSMUSP00000045721
ENSMGAP00000011354	ENSMUSP00000022460
ENSMGAP00000003062	ENSMUSP00000027748
ENSMGAP00000005144	ENSMUSP00000027997
ENSMGAP00000005285	ENSMUSP00000115558
ENSMGAP00000005246	ENSMUSP00000139265
ENSMGAP00000005239	ENSMUSP00000027603
ENSMGAP00000011363	ENSMUSP00000113398
ENSMGAP00000006654	ENSMUSP00000002532
ENSMGAP00000005259	ENSMUSP00000130339
ENSMGAP00000004046	ENSMUSP00000073099
ENSMGAP00000006439	ENSMUSP00000101471
ENSMGAP00000002139	ENSMUSP00000035129
ENSMGAP00000009495	ENSMUSP00000006112
ENSMGAP00000015033	ENSMUSP00000110380
ENSMGAP00000014394	ENSMUSP00000029964
ENSMGAP00000006715	ENSMUSP00000030420
ENSMGAP00000015250	ENSMUSP00000066554
ENSMGAP00000015258	ENSMUSP00000066734
ENSMGAP00000010673	ENSMUSP00000060646
ENSMGAP00000004448	ENSMUSP00000027451
ENSMGAP00000006194	ENSMUSP00000028161
ENSMGAP00000010857	ENSMUSP00000029367
ENSMGAP00000008958	ENSMUSP00000066304
ENSMGAP00000019625	ENSMUSP00000074565
ENSMGAP00000009915	ENSMUSP00000037088
ENSMGAP00000007382	ENSMUSP00000096806
ENSMGAP00000013915	ENSMUSP00000065664
ENSMGAP00000001534	ENSMUSP00000058651
ENSMGAP00000011224	ENSMUSP00000050445
ENSMGAP00000014801	ENSMUSP00000069080
ENSMGAP00000011498	ENSMUSP00000099790
ENSMGAP00000009647	ENSMUSP00000023161
ENSMGAP00000013677	ENSMUSP00000123238
ENSMGAP00000015556	ENSMUSP00000098661
ENSMGAP00000006309	ENSMUSP00000126141
ENSMGAP00000010262	ENSMUSP00000091495
ENSMGAP00000014686	ENSMUSP00000000188
ENSMGAP00000007572	ENSMUSP00000040083
ENSMGAP00000011058	ENSMUSP00000029270
ENSMGAP00000005310	ENSMUSP00000103658
ENSMGAP00000010132	ENSMUSP00000111418
ENSMGAP00000005160	ENSMUSP00000034742
ENSMGAP00000010081	ENSMUSP00000032159
ENSMGAP00000010248	ENSMUSP00000086623
ENSMGAP00000016109	ENSMUSP00000124327
ENSMGAP00000009701	ENSMUSP00000133063
ENSMGAP00000000431	ENSMUSP00000083707
ENSMGAP00000005891	ENSMUSP00000055815
ENSMGAP00000009958	ENSMUSP00000076878
ENSMGAP00000009930	ENSMUSP00000034961
ENSMGAP00000013730	ENSMUSP00000020939
ENSMGAP00000000184	ENSMUSP00000110690
ENSMGAP00000015311	ENSMUSP00000023600
ENSMGAP00000010145	ENSMUSP00000063933
ENSMGAP00000009221	ENSMUSP00000026585
ENSMGAP00000014715	ENSMUSP00000107796
ENSMGAP00000011108	ENSMUSP00000049243
ENSMGAP00000005814	ENSMUSP00000029451
ENSMGAP00000018640	ENSMUSP00000032492
ENSMGAP00000008045	ENSMUSP00000043768
ENSMGAP00000010954	ENSMUSP00000106896
ENSMGAP00000011041	ENSMUSP00000030465
ENSMGAP00000010943	ENSMUSP00000028644
ENSMGAP00000009778	ENSMUSP00000137628
ENSMGAP00000007242	ENSMUSP00000099428
ENSMGAP00000018160	ENSMUSP00000022304
ENSMGAP00000019561	ENSMUSP00000067694
ENSMGAP00000005575	ENSMUSP00000002320
ENSMGAP00000011504	ENSMUSP00000088031
ENSMGAP00000004299	ENSMUSP00000034766
ENSMGAP00000011186	ENSMUSP00000106988
ENSMGAP00000004709	ENSMUSP00000023119
ENSMGAP00000012255	ENSMUSP00000100933
ENSMGAP00000019402	ENSMUSP00000116028
ENSMGAP00000006337	ENSMUSP00000042229
ENSMGAP00000005626	ENSMUSP00000106087
ENSMGAP00000016197	ENSMUSP00000102745
ENSMGAP00000000925	ENSMUSP00000118046
ENSMGAP00000014575	ENSMUSP00000036181
ENSMGAP00000003678	ENSMUSP00000046044
ENSMGAP00000005251	ENSMUSP00000129220
ENSMGAP00000015749	ENSMUSP00000049345
ENSMGAP00000007093	ENSMUSP00000046329
ENSMGAP00000010667	ENSMUSP00000055362
ENSMGAP00000003311	ENSMUSP00000099583
ENSMGAP00000006483	ENSMUSP00000105736
ENSMGAP00000014359	ENSMUSP00000032356
ENSMGAP00000001713	ENSMUSP00000101256
ENSMGAP00000011986	ENSMUSP00000027362
ENSMGAP00000000101	ENSMUSP00000099366
ENSMGAP00000003113	ENSMUSP00000010804
ENSMGAP00000006743	ENSMUSP00000084005
ENSMGAP00000000412	ENSMUSP00000112314
ENSMGAP00000007259	ENSMUSP00000037854
ENSMGAP00000011383	ENSMUSP00000046584
ENSMGAP00000003440	ENSMUSP00000021922
ENSMGAP00000016280	ENSMUSP00000052778
ENSMGAP00000004931	ENSMUSP00000129503
ENSMGAP00000006273	ENSMUSP00000021241
ENSMGAP00000010353	ENSMUSP00000090443
ENSMGAP00000014145	ENSMUSP00000130289
ENSMGAP00000006490	ENSMUSP00000016498
ENSMGAP00000005430	ENSMUSP00000075167
ENSMGAP00000002179	ENSMUSP00000027888
ENSMGAP00000010110	ENSMUSP00000072154
ENSMGAP00000019056	ENSMUSP00000090237
ENSMGAP00000002321	ENSMUSP00000030693
ENSMGAP00000014175	ENSMUSP00000097547
ENSMGAP00000007465	ENSMUSP00000003370
ENSMGAP00000015024	ENSMUSP00000014597
ENSMGAP00000017883	ENSMUSP00000125777
ENSMGAP00000002492	ENSMUSP00000097446
ENSMGAP00000005729	ENSMUSP00000030117
ENSMGAP00000001246	ENSMUSP00000108815
ENSMGAP00000006848	ENSMUSP00000099502
ENSMGAP00000005901	ENSMUSP00000067102
ENSMGAP00000011741	ENSMUSP00000020113
ENSMGAP00000001123	ENSMUSP00000072064
ENSMGAP00000004831	ENSMUSP00000069077
ENSMGAP00000011039	ENSMUSP00000113755
ENSMGAP00000014725	ENSMUSP00000059643
ENSMGAP00000007209	ENSMUSP00000034287
ENSMGAP00000014372	ENSMUSP00000103853
ENSMGAP00000015520	ENSMUSP00000109548
ENSMGAP00000007863	ENSMUSP00000127227
ENSMGAP00000000254	ENSMUSP00000129810
ENSMGAP00000014670	ENSMUSP00000042558
ENSMGAP00000000078	ENSMUSP00000100648
ENSMGAP00000014761	ENSMUSP00000068321
ENSMGAP00000009848	ENSMUSP00000136872
ENSMGAP00000019312	ENSMUSP00000112618
ENSMGAP00000018260	ENSMUSP00000107955
ENSMGAP00000006914	ENSMUSP00000031286
ENSMGAP00000010740	ENSMUSP00000077693
ENSMGAP00000018836	ENSMUSP00000108004
ENSMGAP00000003235	ENSMUSP00000006721
ENSMGAP00000017720	ENSMUSP00000035860
ENSMGAP00000002236	ENSMUSP00000043588
ENSMGAP00000001917	ENSMUSP00000034511
ENSMGAP00000004434	ENSMUSP00000021120
ENSMGAP00000006296	ENSMUSP00000097812
ENSMGAP00000014509	ENSMUSP00000044866
ENSMGAP00000008523	ENSMUSP00000096930
ENSMGAP00000012908	ENSMUSP00000034912
ENSMGAP00000016416	ENSMUSP00000036316
ENSMGAP00000017100	ENSMUSP00000051417
ENSMGAP00000017163	ENSMUSP00000129972
ENSMGAP00000014445	ENSMUSP00000048092
ENSMGAP00000004242	ENSMUSP00000101150
ENSMGAP00000014025	ENSMUSP00000086745
ENSMGAP00000006454	ENSMUSP00000036747
ENSMGAP00000006448	ENSMUSP00000040246
ENSMGAP00000018876	ENSMUSP00000048836
ENSMGAP00000002553	ENSMUSP00000051652
ENSMGAP00000010895	ENSMUSP00000057607
ENSMGAP00000016027	ENSMUSP00000025940
ENSMGAP00000003857	ENSMUSP00000023593
ENSMGAP00000013339	ENSMUSP00000126974
ENSMGAP00000001964	ENSMUSP00000110466
ENSMGAP00000014615	ENSMUSP00000091330
ENSMGAP00000003326	ENSMUSP00000028233
ENSMGAP00000017954	ENSMUSP00000069418
ENSMGAP00000004567	ENSMUSP00000071777
ENSMGAP00000008000	ENSMUSP00000091502
ENSMGAP00000009752	ENSMUSP00000018561
ENSMGAP00000017244	ENSMUSP00000084887
ENSMGAP00000004906	ENSMUSP00000104069
ENSMGAP00000006214	ENSMUSP00000132905
ENSMGAP00000011353	ENSMUSP00000037819
ENSMGAP00000018138	ENSMUSP00000003459
ENSMGAP00000007624	ENSMUSP00000052297
ENSMGAP00000019774	ENSMUSP00000091365
ENSMGAP00000003282	ENSMUSP00000034854
ENSMGAP00000006665	ENSMUSP00000029562
ENSMGAP00000014922	ENSMUSP00000022620
ENSMGAP00000006317	ENSMUSP00000066338
ENSMGAP00000003317	ENSMUSP00000034851
ENSMGAP00000008678	ENSMUSP00000027470
ENSMGAP00000008608	ENSMUSP00000072983
ENSMGAP00000010105	ENSMUSP00000028515
ENSMGAP00000011187	ENSMUSP00000035908
ENSMGAP00000007171	ENSMUSP00000122497
ENSMGAP00000018952	ENSMUSP00000103227
ENSMGAP00000013294	ENSMUSP00000056461
ENSMGAP00000009615	ENSMUSP00000095200
ENSMGAP00000016108	ENSMUSP00000091419
ENSMGAP00000011348	ENSMUSP00000033560
ENSMGAP00000001607	ENSMUSP00000018544
ENSMGAP00000000792	ENSMUSP00000094750
ENSMGAP00000003505	ENSMUSP00000027495
ENSMGAP00000013309	ENSMUSP00000065295
ENSMGAP00000017373	ENSMUSP00000034052
ENSMGAP00000005882	ENSMUSP00000025561
ENSMGAP00000003635	ENSMUSP00000091435
ENSMGAP00000009943	ENSMUSP00000131062
ENSMGAP00000012715	ENSMUSP00000023095
ENSMGAP00000007924	ENSMUSP00000110894
ENSMGAP00000009734	ENSMUSP00000074293
ENSMGAP00000006465	ENSMUSP00000104511
ENSMGAP00000008014	ENSMUSP00000022519
ENSMGAP00000011100	ENSMUSP00000029266
ENSMGAP00000006720	ENSMUSP00000098405
ENSMGAP00000001277	ENSMUSP00000109305
ENSMGAP00000018899	ENSMUSP00000034831
ENSMGAP00000003740	ENSMUSP00000018094
ENSMGAP00000012143	ENSMUSP00000017832
ENSMGAP00000010782	ENSMUSP00000109087
ENSMGAP00000011916	ENSMUSP00000100927
ENSMGAP00000006925	ENSMUSP00000076491
ENSMGAP00000003502	ENSMUSP00000015987
ENSMGAP00000015869	ENSMUSP00000046515
ENSMGAP00000010662	ENSMUSP00000087961
ENSMGAP00000010646	ENSMUSP00000126941
ENSMGAP00000002642	ENSMUSP00000083743
ENSMGAP00000014648	ENSMUSP00000079818
ENSMGAP00000002335	ENSMUSP00000110520
ENSMGAP00000018370	ENSMUSP00000049729
ENSMGAP00000007781	ENSMUSP00000087327
ENSMGAP00000001002	ENSMUSP00000132226
ENSMGAP00000003595	ENSMUSP00000033477
ENSMGAP00000015743	ENSMUSP00000033822
ENSMGAP00000011396	ENSMUSP00000028681
ENSMGAP00000014619	ENSMUSP00000051546
ENSMGAP00000010933	ENSMUSP00000047573
ENSMGAP00000016602	ENSMUSP00000027706
ENSMGAP00000016627	ENSMUSP00000043818
ENSMGAP00000002833	ENSMUSP00000059050
ENSMGAP00000001418	ENSMUSP00000054960
ENSMGAP00000018357	ENSMUSP00000130423
ENSMGAP00000016740	ENSMUSP00000130984
ENSMGAP00000005060	ENSMUSP00000006020
ENSMGAP00000015654	ENSMUSP00000027288
ENSMGAP00000012638	ENSMUSP00000084464
ENSMGAP00000012383	ENSMUSP00000100064
ENSMGAP00000011403	ENSMUSP00000049206
ENSMGAP00000010242	ENSMUSP00000077563
ENSMGAP00000014316	ENSMUSP00000046864
ENSMGAP00000001587	ENSMUSP00000034889
ENSMGAP00000002858	ENSMUSP00000097113
ENSMGAP00000019067	ENSMUSP00000029686
ENSMGAP00000002306	ENSMUSP00000092130
ENSMGAP00000014422	ENSMUSP00000047567
ENSMGAP00000006857	ENSMUSP00000072583
ENSMGAP00000006647	ENSMUSP00000062759
ENSMGAP00000005235	ENSMUSP00000025003
ENSMGAP00000013174	ENSMUSP00000039466
ENSMGAP00000006672	ENSMUSP00000000579
ENSMGAP00000013831	ENSMUSP00000021603
ENSMGAP00000001458	ENSMUSP00000020759
ENSMGAP00000000692	ENSMUSP00000074340
ENSMGAP00000005306	ENSMUSP00000048334
ENSMGAP00000014627	ENSMUSP00000054583
ENSMGAP00000014567	ENSMUSP00000130131
ENSMGAP00000005707	ENSMUSP00000038366
ENSMGAP00000006367	ENSMUSP00000102340
ENSMGAP00000019558	ENSMUSP00000030897
ENSMGAP00000013379	ENSMUSP00000105883
ENSMGAP00000016404	ENSMUSP00000031384
ENSMGAP00000000294	ENSMUSP00000130840
ENSMGAP00000016856	ENSMUSP00000060247
ENSMGAP00000016987	ENSMUSP00000126157
ENSMGAP00000016295	ENSMUSP00000046118
ENSMGAP00000016853	ENSMUSP00000107965
ENSMGAP00000010919	ENSMUSP00000058363
ENSMGAP00000017109	ENSMUSP00000109431
ENSMGAP00000015302	ENSMUSP00000135113
ENSMGAP00000002381	ENSMUSP00000137374
ENSMGAP00000012863	ENSMUSP00000114173
ENSMGAP00000015277	ENSMUSP00000124738
ENSMGAP00000001889	ENSMUSP00000135115
ENSMGAP00000012248	ENSMUSP00000113806
ENSMGAP00000006599	ENSMUSP00000099955
ENSMGAP00000006674	ENSMUSP00000088774
ENSMGAP00000004984	ENSMUSP00000096257
ENSMGAP00000016354	ENSMUSP00000057796
ENSMGAP00000010766	ENSMUSP00000108683
ENSMGAP00000001540	ENSMUSP00000099468
ENSMGAP00000010124	ENSMUSP00000105569
ENSMGAP00000019668	ENSMUSP00000034396
ENSMGAP00000008284	ENSMUSP00000015358
ENSMGAP00000008320	ENSMUSP00000125798
ENSMGAP00000016025	ENSMUSP00000022563
ENSMGAP00000012128	ENSMUSP00000043851
ENSMGAP00000004648	ENSMUSP00000032736
ENSMGAP00000010284	ENSMUSP00000041227
ENSMGAP00000017487	ENSMUSP00000045856
ENSMGAP00000005217	ENSMUSP00000123924
ENSMGAP00000003585	ENSMUSP00000027874
ENSMGAP00000014756	ENSMUSP00000080751
ENSMGAP00000004118	ENSMUSP00000138958
ENSMGAP00000013103	ENSMUSP00000098235
ENSMGAP00000007411	ENSMUSP00000000049
ENSMGAP00000013954	ENSMUSP00000076533
ENSMGAP00000012397	ENSMUSP00000073616
ENSMGAP00000005419	ENSMUSP00000133468
ENSMGAP00000017737	ENSMUSP00000064048
ENSMGAP00000010189	ENSMUSP00000039368
ENSMGAP00000009120	ENSMUSP00000022264
ENSMGAP00000005840	ENSMUSP00000138350
ENSMGAP00000013988	ENSMUSP00000126279
ENSMGAP00000002130	ENSMUSP00000030741
ENSMGAP00000009991	ENSMUSP00000001878
ENSMGAP00000009981	ENSMUSP00000122582
ENSMGAP00000009986	ENSMUSP00000062412
ENSMGAP00000017027	ENSMUSP00000120276
ENSMGAP00000018652	ENSMUSP00000046939
ENSMGAP00000016841	ENSMUSP00000001872
ENSMGAP00000018412	ENSMUSP00000047173
ENSMGAP00000002098	ENSMUSP00000022327
ENSMGAP00000009133	ENSMUSP00000083709
ENSMGAP00000010062	ENSMUSP00000025601
ENSMGAP00000000099	ENSMUSP00000100970
ENSMGAP00000002494	ENSMUSP00000040150
ENSMGAP00000000763	ENSMUSP00000025254
ENSMGAP00000005803	ENSMUSP00000101944
ENSMGAP00000006805	ENSMUSP00000032908
ENSMGAP00000011962	ENSMUSP00000038611
ENSMGAP00000010165	ENSMUSP00000027931
ENSMGAP00000013440	ENSMUSP00000049056
ENSMGAP00000008433	ENSMUSP00000049723
ENSMGAP00000011597	ENSMUSP00000108249
ENSMGAP00000018241	ENSMUSP00000034065
ENSMGAP00000015944	ENSMUSP00000126705
ENSMGAP00000015943	ENSMUSP00000106358
ENSMGAP00000014559	ENSMUSP00000106151
ENSMGAP00000012770	ENSMUSP00000130343
ENSMGAP00000017207	ENSMUSP00000037978
ENSMGAP00000007907	ENSMUSP00000114931
ENSMGAP00000008464	ENSMUSP00000011733
ENSMGAP00000001672	ENSMUSP00000108617
ENSMGAP00000002216	ENSMUSP00000101501
ENSMGAP00000016521	ENSMUSP00000128509
ENSMGAP00000016972	ENSMUSP00000022185
ENSMGAP00000019057	ENSMUSP00000061754
ENSMGAP00000016688	ENSMUSP00000054426
ENSMGAP00000016967	ENSMUSP00000022182
ENSMGAP00000016331	ENSMUSP00000021729
ENSMGAP00000016317	ENSMUSP00000074581
ENSMGAP00000001367	ENSMUSP00000104324
ENSMGAP00000019509	ENSMUSP00000099671
ENSMGAP00000007255	ENSMUSP00000087756
ENSMGAP00000013407	ENSMUSP00000016771
ENSMGAP00000015224	ENSMUSP00000127539
ENSMGAP00000002359	ENSMUSP00000090672
ENSMGAP00000011305	ENSMUSP00000025932
ENSMGAP00000010653	ENSMUSP00000103902
ENSMGAP00000019417	ENSMUSP00000037113
ENSMGAP00000005145	ENSMUSP00000026432
ENSMGAP00000005197	ENSMUSP00000042199
ENSMGAP00000005362	ENSMUSP00000074632
ENSMGAP00000004917	ENSMUSP00000052078
ENSMGAP00000008721	ENSMUSP00000066015
ENSMGAP00000016302	ENSMUSP00000113603
ENSMGAP00000008724	ENSMUSP00000108327
ENSMGAP00000006546	ENSMUSP00000074681
ENSMGAP00000006628	ENSMUSP00000117326
ENSMGAP00000005489	ENSMUSP00000130851
ENSMGAP00000009159	ENSMUSP00000057956
ENSMGAP00000012654	ENSMUSP00000101659
ENSMGAP00000008432	ENSMUSP00000066864
ENSMGAP00000008792	ENSMUSP00000108321
ENSMGAP00000008785	ENSMUSP00000092210
ENSMGAP00000006512	ENSMUSP00000034339
ENSMGAP00000008008	ENSMUSP00000028059
ENSMGAP00000013778	ENSMUSP00000002603
ENSMGAP00000014723	ENSMUSP00000109048
ENSMGAP00000011521	ENSMUSP00000040847
ENSMGAP00000018191	ENSMUSP00000080162
ENSMGAP00000002761	ENSMUSP00000027560
ENSMGAP00000016389	ENSMUSP00000038170
ENSMGAP00000005379	ENSMUSP00000101428
ENSMGAP00000016383	ENSMUSP00000021932
ENSMGAP00000013381	ENSMUSP00000039691
ENSMGAP00000016808	ENSMUSP00000078137
ENSMGAP00000016809	ENSMUSP00000090329
ENSMGAP00000016806	ENSMUSP00000049527
ENSMGAP00000002070	ENSMUSP00000081712
ENSMGAP00000016241	ENSMUSP00000059074
ENSMGAP00000011699	ENSMUSP00000113414
ENSMGAP00000011848	ENSMUSP00000080796
ENSMGAP00000008726	ENSMUSP00000049414
ENSMGAP00000014657	ENSMUSP00000098419
ENSMGAP00000011714	ENSMUSP00000020118
ENSMGAP00000005458	ENSMUSP00000047718
ENSMGAP00000009168	ENSMUSP00000042625
ENSMGAP00000003267	ENSMUSP00000025025
ENSMGAP00000009045	ENSMUSP00000033930
ENSMGAP00000003307	ENSMUSP00000136377
ENSMGAP00000011785	ENSMUSP00000112919
ENSMGAP00000009366	ENSMUSP00000027929
ENSMGAP00000014162	ENSMUSP00000082017
ENSMGAP00000002902	ENSMUSP00000121032
ENSMGAP00000000081	ENSMUSP00000038761
ENSMGAP00000015453	ENSMUSP00000024839
ENSMGAP00000000080	ENSMUSP00000099636
ENSMGAP00000014850	ENSMUSP00000020899
ENSMGAP00000012771	ENSMUSP00000022947
ENSMGAP00000011552	ENSMUSP00000026068
ENSMGAP00000013056	ENSMUSP00000128127
ENSMGAP00000002383	ENSMUSP00000040405
ENSMGAP00000013235	ENSMUSP00000105850
ENSMGAP00000014593	ENSMUSP00000071662
ENSMGAP00000006246	ENSMUSP00000104484
ENSMGAP00000011747	ENSMUSP00000024880
ENSMGAP00000000654	ENSMUSP00000066662
ENSMGAP00000014956	ENSMUSP00000022623
ENSMGAP00000007119	ENSMUSP00000039121
ENSMGAP00000015120	ENSMUSP00000063542
ENSMGAP00000011525	ENSMUSP00000132360
ENSMGAP00000001698	ENSMUSP00000022338
ENSMGAP00000010697	ENSMUSP00000032471
ENSMGAP00000018896	ENSMUSP00000022331
ENSMGAP00000012087	ENSMUSP00000027809
ENSMGAP00000011101	ENSMUSP00000000964
ENSMGAP00000002163	ENSMUSP00000019117
ENSMGAP00000011107	ENSMUSP00000110077
ENSMGAP00000002147	ENSMUSP00000091476
ENSMGAP00000016013	ENSMUSP00000082729
ENSMGAP00000019206	ENSMUSP00000051158
ENSMGAP00000010445	ENSMUSP00000043587
ENSMGAP00000011120	ENSMUSP00000031787
ENSMGAP00000009358	ENSMUSP00000009143
ENSMGAP00000003503	ENSMUSP00000126999
ENSMGAP00000014713	ENSMUSP00000012281
ENSMGAP00000000036	ENSMUSP00000032125
ENSMGAP00000008116	ENSMUSP00000098286
ENSMGAP00000001432	ENSMUSP00000048079
ENSMGAP00000006570	ENSMUSP00000028836
ENSMGAP00000001967	ENSMUSP00000036755
ENSMGAP00000004694	ENSMUSP00000127973
ENSMGAP00000001105	ENSMUSP00000025110
ENSMGAP00000000177	ENSMUSP00000103129
ENSMGAP00000008053	ENSMUSP00000080284
ENSMGAP00000002378	ENSMUSP00000055237
ENSMGAP00000001110	ENSMUSP00000112438
ENSMGAP00000011476	ENSMUSP00000100912
ENSMGAP00000008581	ENSMUSP00000113545
ENSMGAP00000014042	ENSMUSP00000029441
ENSMGAP00000004574	ENSMUSP00000088196
ENSMGAP00000005098	ENSMUSP00000073164
ENSMGAP00000014827	ENSMUSP00000020904
ENSMGAP00000010240	ENSMUSP00000069549
ENSMGAP00000014146	ENSMUSP00000042565
ENSMGAP00000006793	ENSMUSP00000028119
ENSMGAP00000013296	ENSMUSP00000132078
ENSMGAP00000008444	ENSMUSP00000079380
ENSMGAP00000013269	ENSMUSP00000036384
ENSMGAP00000016970	ENSMUSP00000102536
ENSMGAP00000014310	ENSMUSP00000059498
ENSMGAP00000016680	ENSMUSP00000031106
ENSMGAP00000011624	ENSMUSP00000041411
ENSMGAP00000012592	ENSMUSP00000038915
ENSMGAP00000002677	ENSMUSP00000065095
ENSMGAP00000014063	ENSMUSP00000020024
ENSMGAP00000001496	ENSMUSP00000005019
ENSMGAP00000003490	ENSMUSP00000034830
ENSMGAP00000011181	ENSMUSP00000023820
ENSMGAP00000012217	ENSMUSP00000029041
ENSMGAP00000012221	ENSMUSP00000029034
ENSMGAP00000017890	ENSMUSP00000059749
ENSMGAP00000004224	ENSMUSP00000035029
ENSMGAP00000015347	ENSMUSP00000023610
ENSMGAP00000000696	ENSMUSP00000069644
ENSMGAP00000000770	ENSMUSP00000067022
ENSMGAP00000009506	ENSMUSP00000126498
ENSMGAP00000009793	ENSMUSP00000036330
ENSMGAP00000015349	ENSMUSP00000023611
ENSMGAP00000006661	ENSMUSP00000090801
ENSMGAP00000018379	ENSMUSP00000064570
ENSMGAP00000001353	ENSMUSP00000084905
ENSMGAP00000010464	ENSMUSP00000132219
ENSMGAP00000007612	ENSMUSP00000040171
ENSMGAP00000005161	ENSMUSP00000090143
ENSMGAP00000006699	ENSMUSP00000050535
ENSMGAP00000004410	ENSMUSP00000101094
ENSMGAP00000005642	ENSMUSP00000079210
ENSMGAP00000007865	ENSMUSP00000099826
ENSMGAP00000007050	ENSMUSP00000030372
ENSMGAP00000013620	ENSMUSP00000125069
ENSMGAP00000014645	ENSMUSP00000051579
ENSMGAP00000006053	ENSMUSP00000128718
ENSMGAP00000004239	ENSMUSP00000035802
ENSMGAP00000005542	ENSMUSP00000029433
ENSMGAP00000014960	ENSMUSP00000004377
ENSMGAP00000009745	ENSMUSP00000029053
ENSMGAP00000008932	ENSMUSP00000112675
ENSMGAP00000005025	ENSMUSP00000064046
ENSMGAP00000017911	ENSMUSP00000027404
