ENSGALP00000006197	ENSCAFP00000014731
ENSGALP00000038251	ENSCAFP00000015948
ENSGALP00000002155	ENSCAFP00000025460
ENSGALP00000025693	ENSCAFP00000009109
ENSGALP00000000638	ENSCAFP00000012820
ENSGALP00000036052	ENSCAFP00000011506
ENSGALP00000001192	ENSCAFP00000019638
ENSGALP00000023727	ENSCAFP00000037035
ENSGALP00000010269	ENSCAFP00000007567
ENSGALP00000024372	ENSCAFP00000013501
ENSGALP00000028674	ENSCAFP00000040693
ENSGALP00000042614	ENSCAFP00000017975
ENSGALP00000043313	ENSCAFP00000036512
ENSGALP00000028046	ENSCAFP00000041333
ENSGALP00000031881	ENSCAFP00000039552
ENSGALP00000018030	ENSCAFP00000039055
ENSGALP00000009540	ENSCAFP00000026975
ENSGALP00000039673	ENSCAFP00000040421
ENSGALP00000019565	ENSCAFP00000032748
ENSGALP00000040869	ENSCAFP00000038725
ENSGALP00000042527	ENSCAFP00000037328
ENSGALP00000000547	ENSCAFP00000013518
ENSGALP00000021337	ENSCAFP00000013735
ENSGALP00000021613	ENSCAFP00000012314
ENSGALP00000041266	ENSCAFP00000026046
ENSGALP00000002121	ENSCAFP00000022517
ENSGALP00000004753	ENSCAFP00000028380
ENSGALP00000004719	ENSCAFP00000028375
ENSGALP00000011922	ENSCAFP00000011583
ENSGALP00000008056	ENSCAFP00000006464
ENSGALP00000019106	ENSCAFP00000009541
ENSGALP00000004548	ENSCAFP00000020422
ENSGALP00000011441	ENSCAFP00000015398
ENSGALP00000015057	ENSCAFP00000012386
ENSGALP00000022098	ENSCAFP00000041864
ENSGALP00000015063	ENSCAFP00000012417
ENSGALP00000006813	ENSCAFP00000020634
ENSGALP00000001360	ENSCAFP00000029907
ENSGALP00000013507	ENSCAFP00000043006
ENSGALP00000041591	ENSCAFP00000010234
ENSGALP00000025868	ENSCAFP00000000993
ENSGALP00000026291	ENSCAFP00000012670
ENSGALP00000005653	ENSCAFP00000021176
ENSGALP00000035639	ENSCAFP00000031996
ENSGALP00000000875	ENSCAFP00000027322
ENSGALP00000017863	ENSCAFP00000027734
ENSGALP00000011509	ENSCAFP00000036170
ENSGALP00000042383	ENSCAFP00000021113
ENSGALP00000015061	ENSCAFP00000012402
ENSGALP00000018902	ENSCAFP00000011185
ENSGALP00000022686	ENSCAFP00000009756
ENSGALP00000011140	ENSCAFP00000040726
ENSGALP00000008237	ENSCAFP00000030247
ENSGALP00000025664	ENSCAFP00000041280
ENSGALP00000038582	ENSCAFP00000010379
ENSGALP00000018974	ENSCAFP00000007237
ENSGALP00000020091	ENSCAFP00000037840
ENSGALP00000011537	ENSCAFP00000015693
ENSGALP00000033786	ENSCAFP00000024344
ENSGALP00000022601	ENSCAFP00000000320
ENSGALP00000005520	ENSCAFP00000019790
ENSGALP00000016585	ENSCAFP00000039766
ENSGALP00000006201	ENSCAFP00000014498
ENSGALP00000009566	ENSCAFP00000026978
ENSGALP00000005627	ENSCAFP00000013848
ENSGALP00000009080	ENSCAFP00000026902
ENSGALP00000021163	ENSCAFP00000023174
ENSGALP00000021166	ENSCAFP00000023190
ENSGALP00000010357	ENSCAFP00000006683
ENSGALP00000000778	ENSCAFP00000002073
ENSGALP00000009114	ENSCAFP00000029542
ENSGALP00000006839	ENSCAFP00000013810
ENSGALP00000035875	ENSCAFP00000012058
ENSGALP00000020515	ENSCAFP00000002095
ENSGALP00000037394	ENSCAFP00000019847
ENSGALP00000022646	ENSCAFP00000001601
ENSGALP00000002021	ENSCAFP00000041578
ENSGALP00000023784	ENSCAFP00000027413
ENSGALP00000039206	ENSCAFP00000027775
ENSGALP00000009285	ENSCAFP00000019154
ENSGALP00000018929	ENSCAFP00000007253
ENSGALP00000036272	ENSCAFP00000004213
ENSGALP00000018910	ENSCAFP00000007275
ENSGALP00000009304	ENSCAFP00000017623
ENSGALP00000001522	ENSCAFP00000040598
ENSGALP00000031614	ENSCAFP00000038311
ENSGALP00000009335	ENSCAFP00000034327
ENSGALP00000027039	ENSCAFP00000003199
ENSGALP00000022986	ENSCAFP00000013991
ENSGALP00000030305	ENSCAFP00000033220
ENSGALP00000028881	ENSCAFP00000035308
ENSGALP00000016197	ENSCAFP00000000631
ENSGALP00000022141	ENSCAFP00000020206
ENSGALP00000009944	ENSCAFP00000009870
ENSGALP00000014318	ENSCAFP00000029844
ENSGALP00000031997	ENSCAFP00000016379
ENSGALP00000012267	ENSCAFP00000018733
ENSGALP00000027397	ENSCAFP00000006677
ENSGALP00000009440	ENSCAFP00000026940
ENSGALP00000006510	ENSCAFP00000038904
ENSGALP00000042410	ENSCAFP00000038845
ENSGALP00000041980	ENSCAFP00000023540
ENSGALP00000008665	ENSCAFP00000012094
ENSGALP00000014456	ENSCAFP00000028847
ENSGALP00000036529	ENSCAFP00000024465
ENSGALP00000002963	ENSCAFP00000025090
ENSGALP00000042946	ENSCAFP00000007909
ENSGALP00000027275	ENSCAFP00000038145
ENSGALP00000013497	ENSCAFP00000006354
ENSGALP00000011703	ENSCAFP00000028091
ENSGALP00000027274	ENSCAFP00000007899
ENSGALP00000014955	ENSCAFP00000037263
ENSGALP00000041905	ENSCAFP00000021310
ENSGALP00000020843	ENSCAFP00000005960
ENSGALP00000022001	ENSCAFP00000010988
ENSGALP00000003955	ENSCAFP00000040209
ENSGALP00000008340	ENSCAFP00000029623
ENSGALP00000033262	ENSCAFP00000021988
ENSGALP00000041660	ENSCAFP00000010055
ENSGALP00000003021	ENSCAFP00000013747
ENSGALP00000004192	ENSCAFP00000019266
ENSGALP00000001568	ENSCAFP00000042081
ENSGALP00000027333	ENSCAFP00000034024
ENSGALP00000030701	ENSCAFP00000022625
ENSGALP00000026036	ENSCAFP00000015428
ENSGALP00000022555	ENSCAFP00000000344
ENSGALP00000024969	ENSCAFP00000010803
ENSGALP00000037794	ENSCAFP00000013605
ENSGALP00000014423	ENSCAFP00000031635
ENSGALP00000019935	ENSCAFP00000004678
ENSGALP00000041167	ENSCAFP00000038470
ENSGALP00000018052	ENSCAFP00000027434
ENSGALP00000023705	ENSCAFP00000010555
ENSGALP00000013494	ENSCAFP00000006342
ENSGALP00000002570	ENSCAFP00000024224
ENSGALP00000024934	ENSCAFP00000005165
ENSGALP00000043021	ENSCAFP00000038630
ENSGALP00000003842	ENSCAFP00000029018
ENSGALP00000009102	ENSCAFP00000042809
ENSGALP00000024300	ENSCAFP00000015924
ENSGALP00000002649	ENSCAFP00000041935
ENSGALP00000007304	ENSCAFP00000021401
ENSGALP00000037868	ENSCAFP00000029906
ENSGALP00000001874	ENSCAFP00000039698
ENSGALP00000001370	ENSCAFP00000029905
ENSGALP00000014503	ENSCAFP00000016420
ENSGALP00000042835	ENSCAFP00000038581
ENSGALP00000013591	ENSCAFP00000017899
ENSGALP00000013506	ENSCAFP00000017933
ENSGALP00000019870	ENSCAFP00000037553
ENSGALP00000029853	ENSCAFP00000005420
ENSGALP00000002083	ENSCAFP00000036961
ENSGALP00000025115	ENSCAFP00000031763
ENSGALP00000043215	ENSCAFP00000034297
ENSGALP00000024929	ENSCAFP00000016302
ENSGALP00000036053	ENSCAFP00000016306
ENSGALP00000027629	ENSCAFP00000035919
ENSGALP00000008876	ENSCAFP00000025061
ENSGALP00000027628	ENSCAFP00000038081
ENSGALP00000001471	ENSCAFP00000020776
ENSGALP00000004122	ENSCAFP00000039515
ENSGALP00000015989	ENSCAFP00000012112
ENSGALP00000042012	ENSCAFP00000005371
ENSGALP00000024847	ENSCAFP00000005338
ENSGALP00000025484	ENSCAFP00000012930
ENSGALP00000003269	ENSCAFP00000004975
ENSGALP00000041189	ENSCAFP00000017493
ENSGALP00000002910	ENSCAFP00000023480
ENSGALP00000015306	ENSCAFP00000012709
ENSGALP00000027694	ENSCAFP00000021868
ENSGALP00000013849	ENSCAFP00000027400
ENSGALP00000000148	ENSCAFP00000040764
ENSGALP00000006553	ENSCAFP00000025466
ENSGALP00000023296	ENSCAFP00000021791
ENSGALP00000006561	ENSCAFP00000037233
ENSGALP00000027411	ENSCAFP00000006603
ENSGALP00000003121	ENSCAFP00000039878
ENSGALP00000027220	ENSCAFP00000008673
ENSGALP00000023798	ENSCAFP00000014683
ENSGALP00000040988	ENSCAFP00000004433
ENSGALP00000019818	ENSCAFP00000036063
ENSGALP00000006528	ENSCAFP00000025480
ENSGALP00000001132	ENSCAFP00000037334
ENSGALP00000005682	ENSCAFP00000016574
ENSGALP00000024551	ENSCAFP00000022507
ENSGALP00000027949	ENSCAFP00000008396
ENSGALP00000027948	ENSCAFP00000008395
ENSGALP00000016856	ENSCAFP00000012574
ENSGALP00000016845	ENSCAFP00000039988
ENSGALP00000008462	ENSCAFP00000026178
ENSGALP00000013419	ENSCAFP00000013523
ENSGALP00000038419	ENSCAFP00000026180
ENSGALP00000013415	ENSCAFP00000013573
ENSGALP00000013565	ENSCAFP00000018167
ENSGALP00000002008	ENSCAFP00000026494
ENSGALP00000001050	ENSCAFP00000028300
ENSGALP00000034586	ENSCAFP00000014726
ENSGALP00000022818	ENSCAFP00000002868
ENSGALP00000022821	ENSCAFP00000002850
ENSGALP00000007936	ENSCAFP00000026084
ENSGALP00000026666	ENSCAFP00000017777
ENSGALP00000006120	ENSCAFP00000025891
ENSGALP00000003368	ENSCAFP00000024918
ENSGALP00000001956	ENSCAFP00000028625
ENSGALP00000025399	ENSCAFP00000039258
ENSGALP00000025397	ENSCAFP00000004611
ENSGALP00000023243	ENSCAFP00000013421
ENSGALP00000002581	ENSCAFP00000025409
ENSGALP00000022923	ENSCAFP00000002776
ENSGALP00000026977	ENSCAFP00000040250
ENSGALP00000015289	ENSCAFP00000012663
ENSGALP00000007885	ENSCAFP00000026269
ENSGALP00000026696	ENSCAFP00000017441
ENSGALP00000017513	ENSCAFP00000011700
ENSGALP00000033861	ENSCAFP00000026303
ENSGALP00000031420	ENSCAFP00000041644
ENSGALP00000003884	ENSCAFP00000029179
ENSGALP00000036432	ENSCAFP00000020500
ENSGALP00000007795	ENSCAFP00000003651
ENSGALP00000015129	ENSCAFP00000022091
ENSGALP00000012108	ENSCAFP00000025407
ENSGALP00000009367	ENSCAFP00000010732
ENSGALP00000019479	ENSCAFP00000006935
ENSGALP00000019144	ENSCAFP00000020366
ENSGALP00000008492	ENSCAFP00000008001
ENSGALP00000003510	ENSCAFP00000016716
ENSGALP00000019474	ENSCAFP00000042683
ENSGALP00000009521	ENSCAFP00000010370
ENSGALP00000020939	ENSCAFP00000005871
ENSGALP00000000209	ENSCAFP00000029251
ENSGALP00000042818	ENSCAFP00000018310
ENSGALP00000020157	ENSCAFP00000007600
ENSGALP00000031194	ENSCAFP00000040673
ENSGALP00000019246	ENSCAFP00000030641
ENSGALP00000042198	ENSCAFP00000041961
ENSGALP00000041415	ENSCAFP00000034355
ENSGALP00000019109	ENSCAFP00000009573
ENSGALP00000008174	ENSCAFP00000022197
ENSGALP00000019580	ENSCAFP00000018062
ENSGALP00000019573	ENSCAFP00000018146
ENSGALP00000036486	ENSCAFP00000041327
ENSGALP00000042300	ENSCAFP00000006013
ENSGALP00000039457	ENSCAFP00000037264
ENSGALP00000016484	ENSCAFP00000001018
ENSGALP00000032532	ENSCAFP00000015117
ENSGALP00000041426	ENSCAFP00000042136
ENSGALP00000022934	ENSCAFP00000002762
ENSGALP00000011765	ENSCAFP00000028267
ENSGALP00000026976	ENSCAFP00000014768
ENSGALP00000022932	ENSCAFP00000002767
ENSGALP00000002606	ENSCAFP00000025386
ENSGALP00000002598	ENSCAFP00000025398
ENSGALP00000022926	ENSCAFP00000033560
ENSGALP00000013486	ENSCAFP00000013217
ENSGALP00000011315	ENSCAFP00000016050
ENSGALP00000018818	ENSCAFP00000019674
ENSGALP00000017630	ENSCAFP00000017993
ENSGALP00000037133	ENSCAFP00000036398
ENSGALP00000016512	ENSCAFP00000033118
ENSGALP00000017370	ENSCAFP00000028256
ENSGALP00000017869	ENSCAFP00000016492
ENSGALP00000020214	ENSCAFP00000021649
ENSGALP00000019824	ENSCAFP00000016954
ENSGALP00000016869	ENSCAFP00000025247
ENSGALP00000015691	ENSCAFP00000015853
ENSGALP00000019234	ENSCAFP00000023305
ENSGALP00000020451	ENSCAFP00000013553
ENSGALP00000027736	ENSCAFP00000005906
ENSGALP00000007301	ENSCAFP00000024499
ENSGALP00000042548	ENSCAFP00000016037
ENSGALP00000026022	ENSCAFP00000003701
ENSGALP00000025992	ENSCAFP00000001808
ENSGALP00000033049	ENSCAFP00000021140
ENSGALP00000002444	ENSCAFP00000009421
ENSGALP00000029335	ENSCAFP00000024468
ENSGALP00000014686	ENSCAFP00000007913
ENSGALP00000036566	ENSCAFP00000001313
ENSGALP00000017932	ENSCAFP00000027493
ENSGALP00000024493	ENSCAFP00000003158
ENSGALP00000005655	ENSCAFP00000026853
ENSGALP00000021606	ENSCAFP00000024305
ENSGALP00000014591	ENSCAFP00000020903
ENSGALP00000004173	ENSCAFP00000021616
ENSGALP00000014220	ENSCAFP00000006951
ENSGALP00000040950	ENSCAFP00000020854
ENSGALP00000037814	ENSCAFP00000019213
ENSGALP00000012982	ENSCAFP00000025770
ENSGALP00000023991	ENSCAFP00000027208
ENSGALP00000042088	ENSCAFP00000040278
ENSGALP00000015959	ENSCAFP00000042500
ENSGALP00000009572	ENSCAFP00000025772
ENSGALP00000016217	ENSCAFP00000019389
ENSGALP00000009890	ENSCAFP00000040583
ENSGALP00000018112	ENSCAFP00000013751
ENSGALP00000000183	ENSCAFP00000004848
ENSGALP00000012034	ENSCAFP00000041450
ENSGALP00000013964	ENSCAFP00000028782
ENSGALP00000042665	ENSCAFP00000027792
ENSGALP00000025085	ENSCAFP00000011405
ENSGALP00000038918	ENSCAFP00000018690
ENSGALP00000021444	ENSCAFP00000018235
ENSGALP00000027908	ENSCAFP00000008108
ENSGALP00000043329	ENSCAFP00000009991
ENSGALP00000030644	ENSCAFP00000007532
ENSGALP00000038088	ENSCAFP00000011447
ENSGALP00000042115	ENSCAFP00000042808
ENSGALP00000039883	ENSCAFP00000018308
ENSGALP00000017912	ENSCAFP00000016416
ENSGALP00000017960	ENSCAFP00000016143
ENSGALP00000017788	ENSCAFP00000016982
ENSGALP00000017914	ENSCAFP00000011341
ENSGALP00000001033	ENSCAFP00000016109
ENSGALP00000008367	ENSCAFP00000028976
ENSGALP00000019769	ENSCAFP00000001896
ENSGALP00000012318	ENSCAFP00000025229
ENSGALP00000035486	ENSCAFP00000012596
ENSGALP00000021230	ENSCAFP00000016146
ENSGALP00000009390	ENSCAFP00000043222
ENSGALP00000012437	ENSCAFP00000016154
ENSGALP00000012625	ENSCAFP00000020469
ENSGALP00000040947	ENSCAFP00000015904
ENSGALP00000017509	ENSCAFP00000014669
ENSGALP00000015685	ENSCAFP00000032974
ENSGALP00000020999	ENSCAFP00000004995
ENSGALP00000013605	ENSCAFP00000013535
ENSGALP00000007873	ENSCAFP00000032854
ENSGALP00000008286	ENSCAFP00000018526
ENSGALP00000006654	ENSCAFP00000016319
ENSGALP00000015844	ENSCAFP00000000803
ENSGALP00000026779	ENSCAFP00000016615
ENSGALP00000008997	ENSCAFP00000026778
ENSGALP00000037820	ENSCAFP00000013492
ENSGALP00000004930	ENSCAFP00000021901
ENSGALP00000018445	ENSCAFP00000003450
ENSGALP00000037893	ENSCAFP00000030154
ENSGALP00000014437	ENSCAFP00000030168
ENSGALP00000001622	ENSCAFP00000012769
ENSGALP00000001725	ENSCAFP00000012793
ENSGALP00000001637	ENSCAFP00000039742
ENSGALP00000010309	ENSCAFP00000016093
ENSGALP00000036714	ENSCAFP00000000416
ENSGALP00000026589	ENSCAFP00000019125
ENSGALP00000043092	ENSCAFP00000011004
ENSGALP00000011319	ENSCAFP00000031395
ENSGALP00000037878	ENSCAFP00000011263
ENSGALP00000015286	ENSCAFP00000016726
ENSGALP00000035830	ENSCAFP00000017193
ENSGALP00000018787	ENSCAFP00000001151
ENSGALP00000010688	ENSCAFP00000011712
ENSGALP00000032161	ENSCAFP00000024683
ENSGALP00000019524	ENSCAFP00000034752
ENSGALP00000015199	ENSCAFP00000019377
ENSGALP00000027964	ENSCAFP00000033861
ENSGALP00000019976	ENSCAFP00000024529
ENSGALP00000017905	ENSCAFP00000017003
ENSGALP00000020950	ENSCAFP00000005842
ENSGALP00000013281	ENSCAFP00000014510
ENSGALP00000041729	ENSCAFP00000010290
ENSGALP00000010750	ENSCAFP00000019489
ENSGALP00000024805	ENSCAFP00000010472
ENSGALP00000025101	ENSCAFP00000004664
ENSGALP00000009583	ENSCAFP00000020807
ENSGALP00000025571	ENSCAFP00000013128
ENSGALP00000002915	ENSCAFP00000011799
ENSGALP00000001487	ENSCAFP00000012558
ENSGALP00000027710	ENSCAFP00000022174
ENSGALP00000003874	ENSCAFP00000009861
ENSGALP00000027709	ENSCAFP00000022199
ENSGALP00000022531	ENSCAFP00000039467
ENSGALP00000009175	ENSCAFP00000003038
ENSGALP00000027559	ENSCAFP00000010018
ENSGALP00000001710	ENSCAFP00000024312
ENSGALP00000025286	ENSCAFP00000024307
ENSGALP00000005237	ENSCAFP00000009012
ENSGALP00000037940	ENSCAFP00000009051
ENSGALP00000027556	ENSCAFP00000010012
ENSGALP00000022522	ENSCAFP00000003064
ENSGALP00000009174	ENSCAFP00000000712
ENSGALP00000016290	ENSCAFP00000011628
ENSGALP00000012962	ENSCAFP00000026864
ENSGALP00000019616	ENSCAFP00000017868
ENSGALP00000009006	ENSCAFP00000026845
ENSGALP00000008145	ENSCAFP00000022369
ENSGALP00000034774	ENSCAFP00000016269
ENSGALP00000000322	ENSCAFP00000010959
ENSGALP00000002511	ENSCAFP00000030160
ENSGALP00000019665	ENSCAFP00000038945
ENSGALP00000016024	ENSCAFP00000007134
ENSGALP00000010784	ENSCAFP00000007955
ENSGALP00000002009	ENSCAFP00000017531
ENSGALP00000030955	ENSCAFP00000037739
ENSGALP00000008618	ENSCAFP00000029680
ENSGALP00000026866	ENSCAFP00000016307
ENSGALP00000036105	ENSCAFP00000043023
ENSGALP00000026263	ENSCAFP00000001510
ENSGALP00000025548	ENSCAFP00000013032
ENSGALP00000040176	ENSCAFP00000005029
ENSGALP00000039376	ENSCAFP00000030204
ENSGALP00000038446	ENSCAFP00000013057
ENSGALP00000020639	ENSCAFP00000002760
ENSGALP00000000960	ENSCAFP00000014767
ENSGALP00000023897	ENSCAFP00000027471
ENSGALP00000010580	ENSCAFP00000028038
ENSGALP00000014211	ENSCAFP00000017368
ENSGALP00000005939	ENSCAFP00000014790
ENSGALP00000015678	ENSCAFP00000013798
ENSGALP00000018946	ENSCAFP00000010300
ENSGALP00000041245	ENSCAFP00000014915
ENSGALP00000006793	ENSCAFP00000009748
ENSGALP00000027564	ENSCAFP00000010116
ENSGALP00000022552	ENSCAFP00000003006
ENSGALP00000010303	ENSCAFP00000020395
ENSGALP00000011528	ENSCAFP00000005582
ENSGALP00000041845	ENSCAFP00000002165
ENSGALP00000021819	ENSCAFP00000035257
ENSGALP00000017595	ENSCAFP00000003573
ENSGALP00000043219	ENSCAFP00000036438
ENSGALP00000025802	ENSCAFP00000014237
ENSGALP00000024893	ENSCAFP00000005258
ENSGALP00000016234	ENSCAFP00000003819
ENSGALP00000019338	ENSCAFP00000023100
ENSGALP00000022780	ENSCAFP00000016353
ENSGALP00000028462	ENSCAFP00000039580
ENSGALP00000010386	ENSCAFP00000020531
ENSGALP00000041430	ENSCAFP00000025862
ENSGALP00000033025	ENSCAFP00000018025
ENSGALP00000014912	ENSCAFP00000019025
ENSGALP00000024387	ENSCAFP00000026681
ENSGALP00000000853	ENSCAFP00000030114
ENSGALP00000008166	ENSCAFP00000018408
ENSGALP00000024371	ENSCAFP00000026768
ENSGALP00000017177	ENSCAFP00000035608
ENSGALP00000023703	ENSCAFP00000010411
ENSGALP00000041910	ENSCAFP00000027554
ENSGALP00000041790	ENSCAFP00000037722
ENSGALP00000036002	ENSCAFP00000036940
ENSGALP00000039626	ENSCAFP00000028667
ENSGALP00000042150	ENSCAFP00000006847
ENSGALP00000042064	ENSCAFP00000019946
ENSGALP00000036658	ENSCAFP00000002612
ENSGALP00000026898	ENSCAFP00000016165
ENSGALP00000042765	ENSCAFP00000013069
ENSGALP00000041053	ENSCAFP00000009888
ENSGALP00000041364	ENSCAFP00000029305
ENSGALP00000041112	ENSCAFP00000008953
ENSGALP00000020477	ENSCAFP00000002523
ENSGALP00000041379	ENSCAFP00000040174
ENSGALP00000041949	ENSCAFP00000029607
ENSGALP00000005255	ENSCAFP00000022090
ENSGALP00000001717	ENSCAFP00000015170
ENSGALP00000025826	ENSCAFP00000014692
ENSGALP00000000943	ENSCAFP00000024230
ENSGALP00000042538	ENSCAFP00000024235
ENSGALP00000001745	ENSCAFP00000042024
ENSGALP00000029713	ENSCAFP00000014613
ENSGALP00000009251	ENSCAFP00000019797
ENSGALP00000001801	ENSCAFP00000021366
ENSGALP00000030567	ENSCAFP00000003400
ENSGALP00000019282	ENSCAFP00000005898
ENSGALP00000030342	ENSCAFP00000003719
ENSGALP00000018290	ENSCAFP00000008873
ENSGALP00000012967	ENSCAFP00000040804
ENSGALP00000023054	ENSCAFP00000000164
ENSGALP00000005673	ENSCAFP00000008529
ENSGALP00000040238	ENSCAFP00000018833
ENSGALP00000019635	ENSCAFP00000017398
ENSGALP00000002221	ENSCAFP00000022439
ENSGALP00000023517	ENSCAFP00000010845
ENSGALP00000018629	ENSCAFP00000009960
ENSGALP00000020449	ENSCAFP00000013508
ENSGALP00000001788	ENSCAFP00000015051
ENSGALP00000025820	ENSCAFP00000014417
ENSGALP00000006967	ENSCAFP00000015804
ENSGALP00000019985	ENSCAFP00000002016
ENSGALP00000007506	ENSCAFP00000027352
ENSGALP00000018680	ENSCAFP00000001202
ENSGALP00000011476	ENSCAFP00000025598
ENSGALP00000001765	ENSCAFP00000015054
ENSGALP00000025821	ENSCAFP00000014422
ENSGALP00000006963	ENSCAFP00000032858
ENSGALP00000032081	ENSCAFP00000033242
ENSGALP00000042246	ENSCAFP00000036689
ENSGALP00000006100	ENSCAFP00000028723
ENSGALP00000001295	ENSCAFP00000016805
ENSGALP00000003578	ENSCAFP00000015096
ENSGALP00000007550	ENSCAFP00000012876
ENSGALP00000021571	ENSCAFP00000017445
ENSGALP00000017229	ENSCAFP00000039802
ENSGALP00000019259	ENSCAFP00000004258
ENSGALP00000022903	ENSCAFP00000001281
ENSGALP00000011969	ENSCAFP00000005827
ENSGALP00000003758	ENSCAFP00000021285
ENSGALP00000013664	ENSCAFP00000018177
ENSGALP00000015593	ENSCAFP00000024081
ENSGALP00000004310	ENSCAFP00000021257
ENSGALP00000017877	ENSCAFP00000004166
ENSGALP00000026115	ENSCAFP00000021243
ENSGALP00000008114	ENSCAFP00000029029
ENSGALP00000011181	ENSCAFP00000019662
ENSGALP00000023759	ENSCAFP00000027438
ENSGALP00000022662	ENSCAFP00000001572
ENSGALP00000007292	ENSCAFP00000021382
ENSGALP00000020970	ENSCAFP00000033670
ENSGALP00000015400	ENSCAFP00000021511
ENSGALP00000035828	ENSCAFP00000017044
ENSGALP00000008232	ENSCAFP00000023923
ENSGALP00000027435	ENSCAFP00000041083
ENSGALP00000027514	ENSCAFP00000009481
ENSGALP00000022258	ENSCAFP00000010111
ENSGALP00000007270	ENSCAFP00000024593
ENSGALP00000020952	ENSCAFP00000000067
ENSGALP00000020954	ENSCAFP00000013671
ENSGALP00000012298	ENSCAFP00000025408
ENSGALP00000040834	ENSCAFP00000024805
ENSGALP00000018038	ENSCAFP00000018020
ENSGALP00000002234	ENSCAFP00000005418
ENSGALP00000027673	ENSCAFP00000037555
ENSGALP00000008024	ENSCAFP00000006449
ENSGALP00000020930	ENSCAFP00000005887
ENSGALP00000027829	ENSCAFP00000006892
ENSGALP00000028052	ENSCAFP00000025704
ENSGALP00000025448	ENSCAFP00000012675
ENSGALP00000006016	ENSCAFP00000017081
ENSGALP00000011018	ENSCAFP00000017120
ENSGALP00000020111	ENSCAFP00000009491
ENSGALP00000022959	ENSCAFP00000002672
ENSGALP00000007835	ENSCAFP00000010916
ENSGALP00000024361	ENSCAFP00000036862
ENSGALP00000027863	ENSCAFP00000007234
ENSGALP00000027865	ENSCAFP00000007178
ENSGALP00000027376	ENSCAFP00000006778
ENSGALP00000011504	ENSCAFP00000010857
ENSGALP00000020422	ENSCAFP00000036780
ENSGALP00000041922	ENSCAFP00000019522
ENSGALP00000025204	ENSCAFP00000011830
ENSGALP00000024139	ENSCAFP00000016238
ENSGALP00000036979	ENSCAFP00000014922
ENSGALP00000004270	ENSCAFP00000028093
ENSGALP00000006724	ENSCAFP00000024355
ENSGALP00000004401	ENSCAFP00000027075
ENSGALP00000025042	ENSCAFP00000021425
ENSGALP00000040897	ENSCAFP00000016985
ENSGALP00000041324	ENSCAFP00000010747
ENSGALP00000023626	ENSCAFP00000005381
ENSGALP00000005750	ENSCAFP00000023779
ENSGALP00000011857	ENSCAFP00000020507
ENSGALP00000013705	ENSCAFP00000011459
ENSGALP00000018095	ENSCAFP00000015180
ENSGALP00000018580	ENSCAFP00000008402
ENSGALP00000001557	ENSCAFP00000008598
ENSGALP00000021968	ENSCAFP00000012777
ENSGALP00000018925	ENSCAFP00000004359
ENSGALP00000041211	ENSCAFP00000020983
ENSGALP00000018280	ENSCAFP00000023108
ENSGALP00000041970	ENSCAFP00000006927
ENSGALP00000013560	ENSCAFP00000008349
ENSGALP00000010610	ENSCAFP00000002605
ENSGALP00000024029	ENSCAFP00000001300
ENSGALP00000034590	ENSCAFP00000029003
ENSGALP00000002498	ENSCAFP00000028447
ENSGALP00000023753	ENSCAFP00000011028
ENSGALP00000002359	ENSCAFP00000022652
ENSGALP00000003455	ENSCAFP00000025107
ENSGALP00000008558	ENSCAFP00000036987
ENSGALP00000005401	ENSCAFP00000019634
ENSGALP00000001374	ENSCAFP00000036707
ENSGALP00000001691	ENSCAFP00000029999
ENSGALP00000003475	ENSCAFP00000016688
ENSGALP00000008672	ENSCAFP00000026343
ENSGALP00000013502	ENSCAFP00000013426
ENSGALP00000002660	ENSCAFP00000018765
ENSGALP00000035074	ENSCAFP00000029157
ENSGALP00000043151	ENSCAFP00000027248
ENSGALP00000002055	ENSCAFP00000030074
ENSGALP00000018523	ENSCAFP00000030256
ENSGALP00000010023	ENSCAFP00000013337
ENSGALP00000000544	ENSCAFP00000029292
ENSGALP00000016570	ENSCAFP00000000699
ENSGALP00000002295	ENSCAFP00000020125
ENSGALP00000039827	ENSCAFP00000031052
ENSGALP00000027881	ENSCAFP00000022540
ENSGALP00000039829	ENSCAFP00000029266
ENSGALP00000036471	ENSCAFP00000037462
ENSGALP00000000597	ENSCAFP00000042120
ENSGALP00000023295	ENSCAFP00000036157
ENSGALP00000005892	ENSCAFP00000014262
ENSGALP00000007507	ENSCAFP00000033127
ENSGALP00000018373	ENSCAFP00000009230
ENSGALP00000017210	ENSCAFP00000025534
ENSGALP00000014168	ENSCAFP00000034288
ENSGALP00000023988	ENSCAFP00000001323
ENSGALP00000005598	ENSCAFP00000013913
ENSGALP00000018370	ENSCAFP00000009219
ENSGALP00000018369	ENSCAFP00000009210
ENSGALP00000005607	ENSCAFP00000013916
ENSGALP00000040631	ENSCAFP00000003349
ENSGALP00000017309	ENSCAFP00000028295
ENSGALP00000002688	ENSCAFP00000012910
ENSGALP00000015080	ENSCAFP00000007631
ENSGALP00000004659	ENSCAFP00000025516
ENSGALP00000019511	ENSCAFP00000001579
ENSGALP00000001451	ENSCAFP00000013658
ENSGALP00000022655	ENSCAFP00000001573
ENSGALP00000026636	ENSCAFP00000018840
ENSGALP00000005545	ENSCAFP00000021453
ENSGALP00000028876	ENSCAFP00000023802
ENSGALP00000011127	ENSCAFP00000023800
ENSGALP00000027277	ENSCAFP00000007394
