ENSCAFP00000018255	ENSP00000371994
ENSCAFP00000018488	ENSP00000355923
ENSCAFP00000025608	ENSP00000452414
ENSCAFP00000029616	ENSP00000359114
ENSCAFP00000026524	ENSP00000264828
ENSCAFP00000031041	ENSP00000359603
ENSCAFP00000004923	ENSP00000348385
ENSCAFP00000029402	ENSP00000360882
ENSCAFP00000001295	ENSP00000363840
ENSCAFP00000013330	ENSP00000369889
ENSCAFP00000021825	ENSP00000304408
ENSCAFP00000025056	ENSP00000225964
ENSCAFP00000029400	ENSP00000297268
ENSCAFP00000021860	ENSP00000364000
ENSCAFP00000026615	ENSP00000361290
ENSCAFP00000015315	ENSP00000379866
ENSCAFP00000009112	ENSP00000353654
ENSCAFP00000015319	ENSP00000379823
ENSCAFP00000018349	ENSP00000332371
ENSCAFP00000026629	ENSP00000331902
ENSCAFP00000009106	ENSP00000364979
ENSCAFP00000012344	ENSP00000301904
ENSCAFP00000027079	ENSP00000383115
ENSCAFP00000037321	ENSP00000340937
ENSCAFP00000017530	ENSP00000355180
ENSCAFP00000009041	ENSP00000351310
ENSCAFP00000009038	ENSP00000265379
ENSCAFP00000018017	ENSP00000295550
ENSCAFP00000036998	ENSP00000382356
ENSCAFP00000017471	ENSP00000395012
ENSCAFP00000008050	ENSP00000438526
ENSCAFP00000017408	ENSP00000341342
ENSCAFP00000018141	ENSP00000376419
ENSCAFP00000012165	ENSP00000306356
ENSCAFP00000016765	ENSP00000336800
ENSCAFP00000029015	ENSP00000366886
ENSCAFP00000018244	ENSP00000386389
ENSCAFP00000021797	ENSP00000436262
ENSCAFP00000001430	ENSP00000321475
ENSCAFP00000005831	ENSP00000420659
ENSCAFP00000009959	ENSP00000401878
ENSCAFP00000004694	ENSP00000302586
ENSCAFP00000007162	ENSP00000368799
ENSCAFP00000006077	ENSP00000385957
ENSCAFP00000007974	ENSP00000287777
ENSCAFP00000018122	ENSP00000284669
ENSCAFP00000002389	ENSP00000230361
ENSCAFP00000002385	ENSP00000377784
ENSCAFP00000015128	ENSP00000261047
ENSCAFP00000029561	ENSP00000361475
ENSCAFP00000024935	ENSP00000395323
ENSCAFP00000024323	ENSP00000371587
ENSCAFP00000014652	ENSP00000420040
ENSCAFP00000010316	ENSP00000295225
ENSCAFP00000040751	ENSP00000361935
ENSCAFP00000039587	ENSP00000371184
ENSCAFP00000015339	ENSP00000362566
ENSCAFP00000040740	ENSP00000379256
ENSCAFP00000025716	ENSP00000226193
ENSCAFP00000040548	ENSP00000311477
ENSCAFP00000017878	ENSP00000419119
ENSCAFP00000010218	ENSP00000312470
ENSCAFP00000009465	ENSP00000326718
ENSCAFP00000038872	ENSP00000419446
ENSCAFP00000024513	ENSP00000256389
ENSCAFP00000024506	ENSP00000474385
ENSCAFP00000033850	ENSP00000352177
ENSCAFP00000019145	ENSP00000357668
ENSCAFP00000025579	ENSP00000257527
ENSCAFP00000009355	ENSP00000348912
ENSCAFP00000025193	ENSP00000349436
ENSCAFP00000019795	ENSP00000453302
ENSCAFP00000013383	ENSP00000265769
ENSCAFP00000013324	ENSP00000175238
ENSCAFP00000030937	ENSP00000387281
ENSCAFP00000021531	ENSP00000386069
ENSCAFP00000015948	ENSP00000280155
ENSCAFP00000025460	ENSP00000306662
ENSCAFP00000009109	ENSP00000368766
ENSCAFP00000012820	ENSP00000369960
ENSCAFP00000010727	ENSP00000337949
ENSCAFP00000011506	ENSP00000322924
ENSCAFP00000019638	ENSP00000363748
ENSCAFP00000037035	ENSP00000316244
ENSCAFP00000007567	ENSP00000287907
ENSCAFP00000013501	ENSP00000284311
ENSCAFP00000037129	ENSP00000301917
ENSCAFP00000040693	ENSP00000475344
ENSCAFP00000017975	ENSP00000272928
ENSCAFP00000036512	ENSP00000300098
ENSCAFP00000041333	ENSP00000328708
ENSCAFP00000039552	ENSP00000216629
ENSCAFP00000039055	ENSP00000307713
ENSCAFP00000026975	ENSP00000360973
ENSCAFP00000040421	ENSP00000443186
ENSCAFP00000024110	ENSP00000323280
ENSCAFP00000018537	ENSP00000357905
ENSCAFP00000024202	ENSP00000357156
ENSCAFP00000020581	ENSP00000352071
ENSCAFP00000003744	ENSP00000374274
ENSCAFP00000032748	ENSP00000296498
ENSCAFP00000038725	ENSP00000231004
ENSCAFP00000037328	ENSP00000261921
ENSCAFP00000013518	ENSP00000373783
ENSCAFP00000013735	ENSP00000260702
ENSCAFP00000012314	ENSP00000264094
ENSCAFP00000036077	ENSP00000476136
ENSCAFP00000036635	ENSP00000321744
ENSCAFP00000041361	ENSP00000380100
ENSCAFP00000041084	ENSP00000352442
ENSCAFP00000037508	ENSP00000350580
ENSCAFP00000026046	ENSP00000342109
ENSCAFP00000022517	ENSP00000215727
ENSCAFP00000028380	ENSP00000254722
ENSCAFP00000028375	ENSP00000321853
ENSCAFP00000011583	ENSP00000278407
ENSCAFP00000026080	ENSP00000333203
ENSCAFP00000026086	ENSP00000450540
ENSCAFP00000026397	ENSP00000329374
ENSCAFP00000026043	ENSP00000337133
ENSCAFP00000026040	ENSP00000335024
ENSCAFP00000026067	ENSP00000450838
ENSCAFP00000013428	ENSP00000418397
ENSCAFP00000006464	ENSP00000312618
ENSCAFP00000023601	ENSP00000438689
ENSCAFP00000025196	ENSP00000222214
ENSCAFP00000018661	ENSP00000357873
ENSCAFP00000009541	ENSP00000264990
ENSCAFP00000020422	ENSP00000233710
ENSCAFP00000015398	ENSP00000242592
ENSCAFP00000014350	ENSP00000281182
ENSCAFP00000030246	ENSP00000409612
ENSCAFP00000029520	ENSP00000361413
ENSCAFP00000012386	ENSP00000306099
ENSCAFP00000038288	ENSP00000378957
ENSCAFP00000041864	ENSP00000381133
ENSCAFP00000012417	ENSP00000336829
ENSCAFP00000020634	ENSP00000234816
ENSCAFP00000029907	ENSP00000362524
ENSCAFP00000026447	ENSP00000253109
ENSCAFP00000043006	ENSP00000248598
ENSCAFP00000024545	ENSP00000366015
ENSCAFP00000010234	ENSP00000371347
ENSCAFP00000000993	ENSP00000428340
ENSCAFP00000012670	ENSP00000314897
ENSCAFP00000021176	ENSP00000346839
ENSCAFP00000031996	ENSP00000335255
ENSCAFP00000027322	ENSP00000301455
ENSCAFP00000027734	ENSP00000360170
ENSCAFP00000036170	ENSP00000265131
ENSCAFP00000021113	ENSP00000356646
ENSCAFP00000043117	ENSP00000407685
ENSCAFP00000012402	ENSP00000306361
ENSCAFP00000005370	ENSP00000246792
ENSCAFP00000011185	ENSP00000289104
ENSCAFP00000014016	ENSP00000358548
ENSCAFP00000040726	ENSP00000407586
ENSCAFP00000023006	ENSP00000339136
ENSCAFP00000030247	ENSP00000299759
ENSCAFP00000016491	ENSP00000267396
ENSCAFP00000041280	ENSP00000297596
ENSCAFP00000010379	ENSP00000201979
ENSCAFP00000007237	ENSP00000272519
ENSCAFP00000037840	ENSP00000005257
ENSCAFP00000003484	ENSP00000366927
ENSCAFP00000036367	ENSP00000297785
ENSCAFP00000015693	ENSP00000332256
ENSCAFP00000024344	ENSP00000249750
ENSCAFP00000002821	ENSP00000258494
ENSCAFP00000000320	ENSP00000265605
ENSCAFP00000019790	ENSP00000346827
ENSCAFP00000000826	ENSP00000387123
ENSCAFP00000039766	ENSP00000450436
ENSCAFP00000014498	ENSP00000434364
ENSCAFP00000026978	ENSP00000360967
ENSCAFP00000007209	ENSP00000353791
ENSCAFP00000028028	ENSP00000385822
ENSCAFP00000013848	ENSP00000219833
ENSCAFP00000015764	ENSP00000270349
ENSCAFP00000026902	ENSP00000230671
ENSCAFP00000023174	ENSP00000388184
ENSCAFP00000023190	ENSP00000339260
ENSCAFP00000007509	ENSP00000254488
ENSCAFP00000028381	ENSP00000253122
ENSCAFP00000006683	ENSP00000398063
ENSCAFP00000003132	ENSP00000339155
ENSCAFP00000036378	ENSP00000338276
ENSCAFP00000002073	ENSP00000362778
ENSCAFP00000000751	ENSP00000266659
ENSCAFP00000030838	ENSP00000310770
ENSCAFP00000039125	ENSP00000448248
ENSCAFP00000029542	ENSP00000262424
ENSCAFP00000013810	ENSP00000217043
ENSCAFP00000012058	ENSP00000260113
ENSCAFP00000012147	ENSP00000262207
ENSCAFP00000002095	ENSP00000303508
ENSCAFP00000019847	ENSP00000403067
ENSCAFP00000001601	ENSP00000338481
ENSCAFP00000041578	ENSP00000345259
ENSCAFP00000027413	ENSP00000343158
ENSCAFP00000012374	ENSP00000337168
ENSCAFP00000027775	ENSP00000298542
ENSCAFP00000008365	ENSP00000322926
ENSCAFP00000019154	ENSP00000264042
ENSCAFP00000007253	ENSP00000263713
ENSCAFP00000004213	ENSP00000363694
ENSCAFP00000007275	ENSP00000263708
ENSCAFP00000003920	ENSP00000334068
ENSCAFP00000003919	ENSP00000277216
ENSCAFP00000004426	ENSP00000305055
ENSCAFP00000003299	ENSP00000367219
ENSCAFP00000017623	ENSP00000443824
ENSCAFP00000040598	ENSP00000463069
ENSCAFP00000018665	ENSP00000371800
ENSCAFP00000038311	ENSP00000425840
ENSCAFP00000003199	ENSP00000295317
ENSCAFP00000026471	ENSP00000255499
ENSCAFP00000027758	ENSP00000222033
ENSCAFP00000012309	ENSP00000341361
ENSCAFP00000013991	ENSP00000337797
ENSCAFP00000033220	ENSP00000372959
ENSCAFP00000035308	ENSP00000367315
ENSCAFP00000000631	ENSP00000355166
ENSCAFP00000020206	ENSP00000379241
ENSCAFP00000029663	ENSP00000359157
ENSCAFP00000009870	ENSP00000363275
ENSCAFP00000029844	ENSP00000322937
ENSCAFP00000016379	ENSP00000326817
ENSCAFP00000018733	ENSP00000334375
ENSCAFP00000006677	ENSP00000374447
ENSCAFP00000026940	ENSP00000325091
ENSCAFP00000021150	ENSP00000309689
ENSCAFP00000031782	ENSP00000350022
ENSCAFP00000038272	ENSP00000350474
ENSCAFP00000016857	ENSP00000325381
ENSCAFP00000016546	ENSP00000348449
ENSCAFP00000016535	ENSP00000330280
ENSCAFP00000016532	ENSP00000307159
ENSCAFP00000019672	ENSP00000294818
ENSCAFP00000038904	ENSP00000365253
ENSCAFP00000038845	ENSP00000419542
ENSCAFP00000023540	ENSP00000446278
ENSCAFP00000012094	ENSP00000273286
ENSCAFP00000040666	ENSP00000434849
ENSCAFP00000026367	ENSP00000249842
ENSCAFP00000026361	ENSP00000355402
ENSCAFP00000028847	ENSP00000360597
ENSCAFP00000024465	ENSP00000422591
ENSCAFP00000025090	ENSP00000430333
ENSCAFP00000013226	ENSP00000266058
ENSCAFP00000007909	ENSP00000366283
ENSCAFP00000038145	ENSP00000366288
ENSCAFP00000006354	ENSP00000344242
ENSCAFP00000023479	ENSP00000269703
ENSCAFP00000006090	ENSP00000360968
ENSCAFP00000006095	ENSP00000360991
ENSCAFP00000028091	ENSP00000371198
ENSCAFP00000007899	ENSP00000383143
ENSCAFP00000037263	ENSP00000359521
ENSCAFP00000021310	ENSP00000420091
ENSCAFP00000005960	ENSP00000389414
ENSCAFP00000010988	ENSP00000368079
ENSCAFP00000042517	ENSP00000363344
ENSCAFP00000037384	ENSP00000470008
ENSCAFP00000038973	ENSP00000354453
ENSCAFP00000040556	ENSP00000328245
ENSCAFP00000037160	ENSP00000389841
ENSCAFP00000037944	ENSP00000296091
ENSCAFP00000042785	ENSP00000320347
ENSCAFP00000040989	ENSP00000221327
ENSCAFP00000037069	ENSP00000319305
ENSCAFP00000018932	ENSP00000410198
ENSCAFP00000040208	ENSP00000248211
ENSCAFP00000038658	ENSP00000313582
ENSCAFP00000039468	ENSP00000418897
ENSCAFP00000039025	ENSP00000444747
ENSCAFP00000040209	ENSP00000252854
ENSCAFP00000029623	ENSP00000359121
ENSCAFP00000026532	ENSP00000264833
ENSCAFP00000021988	ENSP00000037502
ENSCAFP00000010055	ENSP00000332511
ENSCAFP00000013747	ENSP00000322273
ENSCAFP00000019266	ENSP00000294794
ENSCAFP00000042081	ENSP00000362682
ENSCAFP00000034024	ENSP00000219022
ENSCAFP00000022625	ENSP00000335196
ENSCAFP00000042381	ENSP00000324064
ENSCAFP00000040988	ENSP00000383301
ENSCAFP00000037975	ENSP00000301310
ENSCAFP00000037002	ENSP00000420727
ENSCAFP00000042082	ENSP00000321132
ENSCAFP00000041159	ENSP00000341528
ENSCAFP00000042003	ENSP00000362446
ENSCAFP00000040075	ENSP00000292579
ENSCAFP00000026601	ENSP00000379168
ENSCAFP00000036135	ENSP00000326249
ENSCAFP00000041072	ENSP00000460547
ENSCAFP00000036614	ENSP00000414887
ENSCAFP00000040401	ENSP00000327143
ENSCAFP00000038226	ENSP00000244576
ENSCAFP00000039297	ENSP00000331540
ENSCAFP00000036037	ENSP00000388502
ENSCAFP00000040347	ENSP00000253144
ENSCAFP00000036865	ENSP00000431265
ENSCAFP00000036327	ENSP00000343581
ENSCAFP00000042561	ENSP00000270001
ENSCAFP00000041298	ENSP00000465578
ENSCAFP00000039819	ENSP00000349161
ENSCAFP00000038021	ENSP00000464871
ENSCAFP00000015428	ENSP00000291539
ENSCAFP00000000344	ENSP00000310661
ENSCAFP00000013605	ENSP00000264917
ENSCAFP00000019197	ENSP00000311453
ENSCAFP00000031635	ENSP00000410309
ENSCAFP00000004678	ENSP00000379496
ENSCAFP00000038470	ENSP00000243052
ENSCAFP00000026237	ENSP00000270474
ENSCAFP00000027434	ENSP00000332116
ENSCAFP00000021999	ENSP00000347689
ENSCAFP00000010555	ENSP00000345502
ENSCAFP00000006342	ENSP00000321927
ENSCAFP00000023406	ENSP00000344855
ENSCAFP00000024224	ENSP00000264658
ENSCAFP00000005165	ENSP00000358247
ENSCAFP00000038630	ENSP00000423630
ENSCAFP00000030214	ENSP00000388531
ENSCAFP00000029018	ENSP00000380746
ENSCAFP00000042809	ENSP00000224862
ENSCAFP00000032931	ENSP00000352671
ENSCAFP00000027740	ENSP00000359940
ENSCAFP00000031450	ENSP00000263100
ENSCAFP00000037411	ENSP00000308782
ENSCAFP00000003839	ENSP00000291890
ENSCAFP00000025120	ENSP00000292431
ENSCAFP00000015924	ENSP00000419153
ENSCAFP00000003414	ENSP00000469089
ENSCAFP00000041935	ENSP00000360818
ENSCAFP00000021401	ENSP00000356674
ENSCAFP00000029906	ENSP00000362551
ENSCAFP00000039698	ENSP00000362763
ENSCAFP00000001388	ENSP00000407545
ENSCAFP00000029905	ENSP00000362563
ENSCAFP00000016420	ENSP00000358327
ENSCAFP00000038581	ENSP00000311032
ENSCAFP00000017899	ENSP00000351273
ENSCAFP00000017933	ENSP00000286186
ENSCAFP00000037553	ENSP00000265164
ENSCAFP00000005420	ENSP00000312664
ENSCAFP00000023821	ENSP00000393417
ENSCAFP00000038749	ENSP00000400592
ENSCAFP00000038116	ENSP00000427128
ENSCAFP00000036961	ENSP00000330237
ENSCAFP00000031763	ENSP00000358358
ENSCAFP00000034297	ENSP00000350415
ENSCAFP00000034172	ENSP00000343676
ENSCAFP00000016302	ENSP00000271348
ENSCAFP00000016306	ENSP00000240986
ENSCAFP00000035919	ENSP00000241125
ENSCAFP00000000045	ENSP00000313088
ENSCAFP00000037507	ENSP00000455169
ENSCAFP00000014115	ENSP00000305714
ENSCAFP00000012707	ENSP00000350630
ENSCAFP00000025061	ENSP00000363134
ENSCAFP00000038081	ENSP00000372295
ENSCAFP00000010850	ENSP00000348521
ENSCAFP00000020776	ENSP00000411528
ENSCAFP00000006833	ENSP00000367064
ENSCAFP00000021146	ENSP00000223061
ENSCAFP00000039515	ENSP00000295992
ENSCAFP00000028117	ENSP00000360381
ENSCAFP00000012112	ENSP00000290374
ENSCAFP00000033869	ENSP00000435355
ENSCAFP00000005371	ENSP00000362464
ENSCAFP00000005377	ENSP00000340811
ENSCAFP00000005373	ENSP00000345868
ENSCAFP00000005338	ENSP00000397026
ENSCAFP00000012930	ENSP00000382791
ENSCAFP00000004975	ENSP00000362183
ENSCAFP00000007350	ENSP00000262895
ENSCAFP00000017493	ENSP00000435648
ENSCAFP00000023480	ENSP00000330148
ENSCAFP00000012709	ENSP00000296526
ENSCAFP00000026278	ENSP00000428994
ENSCAFP00000021868	ENSP00000282499
ENSCAFP00000027400	ENSP00000264357
ENSCAFP00000010738	ENSP00000327738
ENSCAFP00000017692	ENSP00000366404
ENSCAFP00000009118	ENSP00000300747
ENSCAFP00000001637	ENSP00000284551
ENSCAFP00000038371	ENSP00000355658
ENSCAFP00000021972	ENSP00000348216
ENSCAFP00000040764	ENSP00000274773
ENSCAFP00000000564	ENSP00000365844
ENSCAFP00000009023	ENSP00000254436
ENSCAFP00000009390	ENSP00000369299
ENSCAFP00000001759	ENSP00000355437
ENSCAFP00000037189	ENSP00000367691
ENSCAFP00000025466	ENSP00000408205
ENSCAFP00000021791	ENSP00000327875
ENSCAFP00000037233	ENSP00000362401
ENSCAFP00000006603	ENSP00000282018
ENSCAFP00000039878	ENSP00000442982
ENSCAFP00000008673	ENSP00000365596
ENSCAFP00000014683	ENSP00000207157
ENSCAFP00000004433	ENSP00000358677
ENSCAFP00000036063	ENSP00000386170
ENSCAFP00000025475	ENSP00000171757
ENSCAFP00000025480	ENSP00000276077
ENSCAFP00000037334	ENSP00000362965
ENSCAFP00000021398	ENSP00000331791
ENSCAFP00000016574	ENSP00000335191
ENSCAFP00000022507	ENSP00000356795
ENSCAFP00000008396	ENSP00000310305
ENSCAFP00000008395	ENSP00000377215
ENSCAFP00000012574	ENSP00000355156
ENSCAFP00000008247	ENSP00000298440
ENSCAFP00000039988	ENSP00000304767
ENSCAFP00000025169	ENSP00000378650
ENSCAFP00000026178	ENSP00000240335
ENSCAFP00000013523	ENSP00000309913
ENSCAFP00000026180	ENSP00000240328
ENSCAFP00000013573	ENSP00000257566
ENSCAFP00000018167	ENSP00000331504
ENSCAFP00000026494	ENSP00000220003
ENSCAFP00000028300	ENSP00000378485
ENSCAFP00000014726	ENSP00000356130
ENSCAFP00000002868	ENSP00000370912
ENSCAFP00000002850	ENSP00000264316
ENSCAFP00000026084	ENSP00000308176
ENSCAFP00000017777	ENSP00000350224
ENSCAFP00000025891	ENSP00000398655
ENSCAFP00000024918	ENSP00000430100
ENSCAFP00000028625	ENSP00000367848
ENSCAFP00000039258	ENSP00000412673
ENSCAFP00000004611	ENSP00000386029
ENSCAFP00000013421	ENSP00000420790
ENSCAFP00000025409	ENSP00000274547
ENSCAFP00000002776	ENSP00000295454
ENSCAFP00000040250	ENSP00000308725
ENSCAFP00000028269	ENSP00000359329
ENSCAFP00000012663	ENSP00000264428
ENSCAFP00000026269	ENSP00000361700
ENSCAFP00000017441	ENSP00000218075
ENSCAFP00000011700	ENSP00000274093
ENSCAFP00000026303	ENSP00000411593
ENSCAFP00000020770	ENSP00000381399
ENSCAFP00000041644	ENSP00000264784
ENSCAFP00000029179	ENSP00000366641
ENSCAFP00000003651	ENSP00000416293
ENSCAFP00000023753	ENSP00000320935
ENSCAFP00000022091	ENSP00000323568
ENSCAFP00000001758	ENSP00000262585
ENSCAFP00000025674	ENSP00000354597
ENSCAFP00000025407	ENSP00000391167
ENSCAFP00000010732	ENSP00000328524
ENSCAFP00000006935	ENSP00000332659
ENSCAFP00000039111	ENSP00000326432
ENSCAFP00000020366	ENSP00000310405
ENSCAFP00000008001	ENSP00000416996
ENSCAFP00000030000	ENSP00000362727
ENSCAFP00000016716	ENSP00000356366
ENSCAFP00000027498	ENSP00000370889
ENSCAFP00000042683	ENSP00000351059
ENSCAFP00000020344	ENSP00000441600
ENSCAFP00000020316	ENSP00000349967
ENSCAFP00000020334	ENSP00000292301
ENSCAFP00000020323	ENSP00000343985
ENSCAFP00000010370	ENSP00000433528
ENSCAFP00000005871	ENSP00000275884
ENSCAFP00000029251	ENSP00000350266
ENSCAFP00000025254	ENSP00000362795
ENSCAFP00000018310	ENSP00000292174
ENSCAFP00000007600	ENSP00000386884
ENSCAFP00000020442	ENSP00000395704
ENSCAFP00000040673	ENSP00000343952
ENSCAFP00000030641	ENSP00000350256
ENSCAFP00000041961	ENSP00000246657
ENSCAFP00000034355	ENSP00000332504
ENSCAFP00000009573	ENSP00000249887
ENSCAFP00000030439	ENSP00000261797
ENSCAFP00000018062	ENSP00000264363
ENSCAFP00000018146	ENSP00000296499
ENSCAFP00000041327	ENSP00000002596
ENSCAFP00000006013	ENSP00000427888
ENSCAFP00000032995	ENSP00000390354
ENSCAFP00000037264	ENSP00000261374
ENSCAFP00000001018	ENSP00000408860
ENSCAFP00000015117	ENSP00000358903
ENSCAFP00000026483	ENSP00000369050
ENSCAFP00000035314	ENSP00000342007
ENSCAFP00000042136	ENSP00000260630
ENSCAFP00000002762	ENSP00000295452
ENSCAFP00000014603	ENSP00000331912
ENSCAFP00000028258	ENSP00000359353
ENSCAFP00000028267	ENSP00000359337
ENSCAFP00000014768	ENSP00000335592
ENSCAFP00000002767	ENSP00000421828
ENSCAFP00000025386	ENSP00000393097
ENSCAFP00000025398	ENSP00000274545
ENSCAFP00000033560	ENSP00000264318
ENSCAFP00000013217	ENSP00000367888
ENSCAFP00000000266	ENSP00000243077
ENSCAFP00000008103	ENSP00000374135
ENSCAFP00000019674	ENSP00000261349
ENSCAFP00000017993	ENSP00000263816
ENSCAFP00000033118	ENSP00000371532
ENSCAFP00000028256	ENSP00000303634
ENSCAFP00000025841	ENSP00000454071
ENSCAFP00000016492	ENSP00000264187
ENSCAFP00000021649	ENSP00000216286
ENSCAFP00000016954	ENSP00000265171
ENSCAFP00000025247	ENSP00000370270
ENSCAFP00000015853	ENSP00000355904
ENSCAFP00000021334	ENSP00000384851
ENSCAFP00000000624	ENSP00000405330
ENSCAFP00000023305	ENSP00000343925
ENSCAFP00000013553	ENSP00000344479
ENSCAFP00000010883	ENSP00000353427
ENSCAFP00000005906	ENSP00000325120
ENSCAFP00000024499	ENSP00000363822
ENSCAFP00000011569	ENSP00000350815
ENSCAFP00000009468	ENSP00000231509
ENSCAFP00000022343	ENSP00000247153
ENSCAFP00000016037	ENSP00000362762
ENSCAFP00000003701	ENSP00000359630
ENSCAFP00000001808	ENSP00000430945
ENSCAFP00000021140	ENSP00000334329
ENSCAFP00000009421	ENSP00000385143
ENSCAFP00000002284	ENSP00000244565
ENSCAFP00000024468	ENSP00000332737
ENSCAFP00000004262	ENSP00000375678
ENSCAFP00000033419	ENSP00000366047
ENSCAFP00000004264	ENSP00000470555
ENSCAFP00000004293	ENSP00000337733
ENSCAFP00000004303	ENSP00000326159
ENSCAFP00000039593	ENSP00000311746
ENSCAFP00000004266	ENSP00000473047
ENSCAFP00000005689	ENSP00000446916
ENSCAFP00000005778	ENSP00000297767
ENSCAFP00000000658	ENSP00000365759
ENSCAFP00000019449	ENSP00000356899
ENSCAFP00000007913	ENSP00000373700
ENSCAFP00000001313	ENSP00000357494
ENSCAFP00000027493	ENSP00000360120
ENSCAFP00000003158	ENSP00000364860
ENSCAFP00000016006	ENSP00000268035
ENSCAFP00000026853	ENSP00000303830
ENSCAFP00000024471	ENSP00000357178
ENSCAFP00000024305	ENSP00000431418
ENSCAFP00000016839	ENSP00000354207
ENSCAFP00000020903	ENSP00000380227
ENSCAFP00000038306	ENSP00000264741
ENSCAFP00000021616	ENSP00000261023
ENSCAFP00000009742	ENSP00000293379
ENSCAFP00000006951	ENSP00000367316
ENSCAFP00000020854	ENSP00000262407
ENSCAFP00000024841	ENSP00000268296
ENSCAFP00000024840	ENSP00000441691
ENSCAFP00000024419	ENSP00000349252
ENSCAFP00000028612	ENSP00000263087
ENSCAFP00000000074	ENSP00000452120
ENSCAFP00000019213	ENSP00000386896
ENSCAFP00000025006	ENSP00000007722
ENSCAFP00000025770	ENSP00000327290
ENSCAFP00000016696	ENSP00000358310
ENSCAFP00000027208	ENSP00000296585
ENSCAFP00000027230	ENSP00000282588
ENSCAFP00000035114	ENSP00000299665
ENSCAFP00000020525	ENSP00000299663
ENSCAFP00000030430	ENSP00000386378
ENSCAFP00000005115	ENSP00000272367
ENSCAFP00000023524	ENSP00000370339
ENSCAFP00000023941	ENSP00000393719
ENSCAFP00000027045	ENSP00000327599
ENSCAFP00000040278	ENSP00000264072
ENSCAFP00000028697	ENSP00000359045
ENSCAFP00000008275	ENSP00000373347
ENSCAFP00000042500	ENSP00000347198
ENSCAFP00000002145	ENSP00000350018
ENSCAFP00000026386	ENSP00000368994
ENSCAFP00000025772	ENSP00000289968
ENSCAFP00000040583	ENSP00000412461
ENSCAFP00000013751	ENSP00000378611
ENSCAFP00000004848	ENSP00000386911
ENSCAFP00000013762	ENSP00000259818
ENSCAFP00000041450	ENSP00000217133
ENSCAFP00000027491	ENSP00000264071
ENSCAFP00000000649	ENSP00000339001
ENSCAFP00000029328	ENSP00000320295
ENSCAFP00000027792	ENSP00000318697
ENSCAFP00000011405	ENSP00000260126
ENSCAFP00000018690	ENSP00000217159
ENSCAFP00000011281	ENSP00000309741
ENSCAFP00000011282	ENSP00000421339
ENSCAFP00000018210	ENSP00000305974
ENSCAFP00000018235	ENSP00000370964
ENSCAFP00000008108	ENSP00000289575
ENSCAFP00000009991	ENSP00000311291
ENSCAFP00000016538	ENSP00000320634
ENSCAFP00000007532	ENSP00000410257
ENSCAFP00000011447	ENSP00000390600
ENSCAFP00000042808	ENSP00000307599
ENSCAFP00000018308	ENSP00000396320
ENSCAFP00000016416	ENSP00000349973
ENSCAFP00000016908	ENSP00000303540
ENSCAFP00000016143	ENSP00000283254
ENSCAFP00000016982	ENSP00000386306
ENSCAFP00000011341	ENSP00000346534
ENSCAFP00000016109	ENSP00000355192
ENSCAFP00000028976	ENSP00000334198
ENSCAFP00000001896	ENSP00000385019
ENSCAFP00000025229	ENSP00000352011
ENSCAFP00000017137	ENSP00000386796
ENSCAFP00000023378	ENSP00000365441
ENSCAFP00000012596	ENSP00000288139
ENSCAFP00000016146	ENSP00000266376
ENSCAFP00000043222	ENSP00000276198
ENSCAFP00000016154	ENSP00000258400
ENSCAFP00000020469	ENSP00000354859
ENSCAFP00000015904	ENSP00000373169
ENSCAFP00000014669	ENSP00000255380
ENSCAFP00000022772	ENSP00000306490
ENSCAFP00000032974	ENSP00000372750
ENSCAFP00000004995	ENSP00000399745
ENSCAFP00000013535	ENSP00000409378
ENSCAFP00000032854	ENSP00000380247
ENSCAFP00000018526	ENSP00000342560
ENSCAFP00000026824	ENSP00000256906
ENSCAFP00000016319	ENSP00000407193
ENSCAFP00000000803	ENSP00000216124
ENSCAFP00000016615	ENSP00000217961
ENSCAFP00000016400	ENSP00000370546
ENSCAFP00000016435	ENSP00000370522
ENSCAFP00000016437	ENSP00000370519
ENSCAFP00000036856	ENSP00000370526
ENSCAFP00000026778	ENSP00000333395
ENSCAFP00000017911	ENSP00000320219
ENSCAFP00000013492	ENSP00000264914
ENSCAFP00000029720	ENSP00000418741
ENSCAFP00000005191	ENSP00000354778
ENSCAFP00000021901	ENSP00000264638
ENSCAFP00000037589	ENSP00000265459
ENSCAFP00000024112	ENSP00000242786
ENSCAFP00000027403	ENSP00000311545
ENSCAFP00000023934	ENSP00000253673
ENSCAFP00000003450	ENSP00000422533
ENSCAFP00000024237	ENSP00000340688
ENSCAFP00000030154	ENSP00000322270
ENSCAFP00000030168	ENSP00000359778
ENSCAFP00000012769	ENSP00000332900
ENSCAFP00000012793	ENSP00000342981
ENSCAFP00000009954	ENSP00000261654
ENSCAFP00000039742	ENSP00000335156
ENSCAFP00000016093	ENSP00000377699
ENSCAFP00000000416	ENSP00000356581
ENSCAFP00000019125	ENSP00000369198
ENSCAFP00000011004	ENSP00000296795
ENSCAFP00000031395	ENSP00000363089
ENSCAFP00000011263	ENSP00000256447
ENSCAFP00000016726	ENSP00000440643
ENSCAFP00000012269	ENSP00000260010
ENSCAFP00000023836	ENSP00000389600
ENSCAFP00000032660	ENSP00000354932
ENSCAFP00000023840	ENSP00000308925
ENSCAFP00000031505	ENSP00000218032
ENSCAFP00000017193	ENSP00000370034
