ENSTNIP00000004863	ENSTGUP00000008915
ENSTNIP00000018565	ENSTGUP00000017671
ENSTNIP00000021825	ENSTGUP00000010488
ENSTNIP00000019431	ENSTGUP00000013694
ENSTNIP00000013484	ENSTGUP00000001506
ENSTNIP00000016059	ENSTGUP00000001506
ENSTNIP00000020104	ENSTGUP00000000832
ENSTNIP00000012865	ENSTGUP00000007310
ENSTNIP00000001884	ENSTGUP00000008324
ENSTNIP00000017859	ENSTGUP00000006225
ENSTNIP00000012957	ENSTGUP00000001091
ENSTNIP00000011350	ENSTGUP00000011106
ENSTNIP00000019662	ENSTGUP00000013234
ENSTNIP00000007212	ENSTGUP00000007488
ENSTNIP00000014435	ENSTGUP00000010496
ENSTNIP00000010236	ENSTGUP00000000017
ENSTNIP00000010235	ENSTGUP00000000017
ENSTNIP00000016624	ENSTGUP00000007665
ENSTNIP00000015642	ENSTGUP00000013061
ENSTNIP00000020626	ENSTGUP00000013306
ENSTNIP00000014410	ENSTGUP00000007776
ENSTNIP00000016579	ENSTGUP00000007995
ENSTNIP00000016580	ENSTGUP00000008014
ENSTNIP00000020179	ENSTGUP00000005841
ENSTNIP00000000347	ENSTGUP00000009828
ENSTNIP00000013601	ENSTGUP00000003990
ENSTNIP00000019835	ENSTGUP00000005577
ENSTNIP00000022542	ENSTGUP00000013584
ENSTNIP00000007736	ENSTGUP00000002133
ENSTNIP00000016531	ENSTGUP00000007333
ENSTNIP00000013784	ENSTGUP00000017677
ENSTNIP00000020359	ENSTGUP00000012316
ENSTNIP00000013168	ENSTGUP00000013839
ENSTNIP00000002287	ENSTGUP00000017515
ENSTNIP00000009335	ENSTGUP00000017516
ENSTNIP00000015676	ENSTGUP00000011799
ENSTNIP00000021967	ENSTGUP00000010663
ENSTNIP00000010609	ENSTGUP00000000392
ENSTNIP00000009190	ENSTGUP00000010987
ENSTNIP00000022013	ENSTGUP00000010987
ENSTNIP00000018520	ENSTGUP00000000479
ENSTNIP00000001488	ENSTGUP00000013035
ENSTNIP00000019994	ENSTGUP00000013035
ENSTNIP00000014456	ENSTGUP00000007454
ENSTNIP00000011106	ENSTGUP00000007454
ENSTNIP00000006692	ENSTGUP00000016145
ENSTNIP00000011402	ENSTGUP00000008252
ENSTNIP00000000555	ENSTGUP00000000356
ENSTNIP00000012204	ENSTGUP00000006142
ENSTNIP00000018978	ENSTGUP00000007528
ENSTNIP00000011930	ENSTGUP00000007528
ENSTNIP00000014999	ENSTGUP00000000236
ENSTNIP00000000149	ENSTGUP00000003566
ENSTNIP00000021501	ENSTGUP00000004216
ENSTNIP00000006787	ENSTGUP00000007672
ENSTNIP00000000860	ENSTGUP00000003582
ENSTNIP00000018353	ENSTGUP00000010266
ENSTNIP00000020072	ENSTGUP00000009106
ENSTNIP00000012737	ENSTGUP00000009106
ENSTNIP00000003044	ENSTGUP00000014649
ENSTNIP00000005269	ENSTGUP00000012260
ENSTNIP00000020881	ENSTGUP00000002681
ENSTNIP00000022237	ENSTGUP00000013169
ENSTNIP00000014606	ENSTGUP00000005617
ENSTNIP00000016576	ENSTGUP00000008690
ENSTNIP00000001616	ENSTGUP00000008690
ENSTNIP00000019013	ENSTGUP00000008704
ENSTNIP00000010669	ENSTGUP00000006348
ENSTNIP00000006914	ENSTGUP00000005555
ENSTNIP00000011227	ENSTGUP00000005555
ENSTNIP00000006852	ENSTGUP00000010069
ENSTNIP00000018837	ENSTGUP00000003507
ENSTNIP00000003421	ENSTGUP00000009817
ENSTNIP00000011857	ENSTGUP00000000831
ENSTNIP00000011477	ENSTGUP00000006543
ENSTNIP00000011956	ENSTGUP00000003934
ENSTNIP00000013081	ENSTGUP00000017409
ENSTNIP00000013991	ENSTGUP00000017409
ENSTNIP00000015249	ENSTGUP00000012515
ENSTNIP00000015407	ENSTGUP00000005446
ENSTNIP00000010951	ENSTGUP00000011955
ENSTNIP00000021080	ENSTGUP00000010933
ENSTNIP00000019107	ENSTGUP00000008644
ENSTNIP00000009111	ENSTGUP00000006003
ENSTNIP00000006429	ENSTGUP00000017592
ENSTNIP00000005591	ENSTGUP00000001235
ENSTNIP00000014318	ENSTGUP00000010369
ENSTNIP00000010186	ENSTGUP00000017797
ENSTNIP00000000904	ENSTGUP00000000940
ENSTNIP00000009709	ENSTGUP00000012138
ENSTNIP00000021475	ENSTGUP00000001834
ENSTNIP00000002369	ENSTGUP00000001834
ENSTNIP00000010857	ENSTGUP00000013660
ENSTNIP00000010858	ENSTGUP00000013655
ENSTNIP00000003105	ENSTGUP00000007736
ENSTNIP00000003507	ENSTGUP00000002242
ENSTNIP00000019951	ENSTGUP00000002242
ENSTNIP00000009358	ENSTGUP00000010918
ENSTNIP00000010097	ENSTGUP00000017763
ENSTNIP00000021698	ENSTGUP00000005746
ENSTNIP00000010145	ENSTGUP00000010534
ENSTNIP00000011295	ENSTGUP00000003809
ENSTNIP00000012468	ENSTGUP00000003809
ENSTNIP00000018382	ENSTGUP00000000327
ENSTNIP00000007639	ENSTGUP00000000327
ENSTNIP00000007792	ENSTGUP00000001446
ENSTNIP00000008348	ENSTGUP00000001446
ENSTNIP00000012475	ENSTGUP00000010472
ENSTNIP00000013016	ENSTGUP00000006605
ENSTNIP00000014768	ENSTGUP00000006605
ENSTNIP00000017497	ENSTGUP00000010601
ENSTNIP00000005684	ENSTGUP00000008416
ENSTNIP00000013476	ENSTGUP00000008416
ENSTNIP00000006913	ENSTGUP00000004975
ENSTNIP00000011667	ENSTGUP00000004975
ENSTNIP00000020902	ENSTGUP00000003315
ENSTNIP00000019461	ENSTGUP00000013356
ENSTNIP00000015347	ENSTGUP00000013356
ENSTNIP00000014918	ENSTGUP00000004244
ENSTNIP00000016712	ENSTGUP00000004244
ENSTNIP00000010337	ENSTGUP00000002416
ENSTNIP00000010894	ENSTGUP00000016869
ENSTNIP00000008811	ENSTGUP00000016869
ENSTNIP00000012252	ENSTGUP00000008806
ENSTNIP00000004260	ENSTGUP00000008806
ENSTNIP00000014281	ENSTGUP00000007479
ENSTNIP00000019430	ENSTGUP00000013705
ENSTNIP00000009133	ENSTGUP00000007018
ENSTNIP00000006579	ENSTGUP00000010882
ENSTNIP00000012643	ENSTGUP00000007053
ENSTNIP00000013757	ENSTGUP00000010801
ENSTNIP00000007180	ENSTGUP00000010801
ENSTNIP00000010219	ENSTGUP00000002966
ENSTNIP00000002751	ENSTGUP00000007100
ENSTNIP00000021286	ENSTGUP00000003792
ENSTNIP00000017281	ENSTGUP00000012183
ENSTNIP00000002443	ENSTGUP00000012183
ENSTNIP00000006291	ENSTGUP00000012383
ENSTNIP00000015551	ENSTGUP00000001809
ENSTNIP00000002331	ENSTGUP00000008559
ENSTNIP00000017839	ENSTGUP00000002877
ENSTNIP00000020567	ENSTGUP00000012510
ENSTNIP00000008756	ENSTGUP00000006893
ENSTNIP00000015149	ENSTGUP00000010085
ENSTNIP00000007153	ENSTGUP00000002286
ENSTNIP00000012732	ENSTGUP00000002286
ENSTNIP00000023091	ENSTGUP00000010827
ENSTNIP00000010640	ENSTGUP00000010827
ENSTNIP00000015302	ENSTGUP00000004300
ENSTNIP00000010624	ENSTGUP00000004300
ENSTNIP00000011592	ENSTGUP00000009644
ENSTNIP00000019520	ENSTGUP00000013932
ENSTNIP00000020268	ENSTGUP00000001915
ENSTNIP00000016897	ENSTGUP00000013908
ENSTNIP00000008356	ENSTGUP00000017663
ENSTNIP00000019021	ENSTGUP00000002001
ENSTNIP00000012435	ENSTGUP00000010127
ENSTNIP00000011397	ENSTGUP00000003452
ENSTNIP00000007014	ENSTGUP00000013187
ENSTNIP00000002139	ENSTGUP00000004762
ENSTNIP00000008455	ENSTGUP00000011823
ENSTNIP00000006840	ENSTGUP00000007449
ENSTNIP00000012205	ENSTGUP00000005728
ENSTNIP00000019427	ENSTGUP00000013701
ENSTNIP00000003505	ENSTGUP00000001459
ENSTNIP00000016856	ENSTGUP00000001337
ENSTNIP00000016801	ENSTGUP00000013292
ENSTNIP00000012085	ENSTGUP00000001799
ENSTNIP00000022788	ENSTGUP00000012652
ENSTNIP00000022307	ENSTGUP00000012652
ENSTNIP00000005329	ENSTGUP00000011308
ENSTNIP00000002429	ENSTGUP00000011937
ENSTNIP00000016328	ENSTGUP00000011937
ENSTNIP00000012970	ENSTGUP00000000789
ENSTNIP00000002894	ENSTGUP00000000789
ENSTNIP00000006230	ENSTGUP00000004461
ENSTNIP00000001948	ENSTGUP00000012110
ENSTNIP00000012551	ENSTGUP00000000813
ENSTNIP00000001360	ENSTGUP00000000813
ENSTNIP00000004141	ENSTGUP00000009200
ENSTNIP00000003617	ENSTGUP00000003010
ENSTNIP00000004129	ENSTGUP00000003010
ENSTNIP00000020078	ENSTGUP00000009203
ENSTNIP00000004139	ENSTGUP00000009215
ENSTNIP00000004143	ENSTGUP00000009219
ENSTNIP00000004131	ENSTGUP00000003007
ENSTNIP00000000288	ENSTGUP00000003007
ENSTNIP00000013750	ENSTGUP00000003546
ENSTNIP00000004124	ENSTGUP00000014681
ENSTNIP00000004138	ENSTGUP00000017241
ENSTNIP00000011913	ENSTGUP00000003253
ENSTNIP00000018884	ENSTGUP00000003253
ENSTNIP00000001500	ENSTGUP00000000418
ENSTNIP00000013937	ENSTGUP00000009794
ENSTNIP00000007821	ENSTGUP00000009794
ENSTNIP00000007779	ENSTGUP00000007328
ENSTNIP00000019963	ENSTGUP00000002947
ENSTNIP00000020360	ENSTGUP00000012679
ENSTNIP00000000819	ENSTGUP00000004113
ENSTNIP00000019322	ENSTGUP00000006362
ENSTNIP00000013678	ENSTGUP00000003256
ENSTNIP00000002342	ENSTGUP00000006319
ENSTNIP00000022226	ENSTGUP00000012417
ENSTNIP00000022531	ENSTGUP00000013533
ENSTNIP00000022357	ENSTGUP00000010199
ENSTNIP00000005778	ENSTGUP00000001382
ENSTNIP00000020702	ENSTGUP00000016967
ENSTNIP00000021494	ENSTGUP00000016967
ENSTNIP00000016970	ENSTGUP00000008609
ENSTNIP00000010525	ENSTGUP00000011511
ENSTNIP00000016478	ENSTGUP00000004196
ENSTNIP00000016479	ENSTGUP00000004225
ENSTNIP00000001346	ENSTGUP00000011053
ENSTNIP00000020383	ENSTGUP00000012762
ENSTNIP00000011754	ENSTGUP00000012896
ENSTNIP00000001018	ENSTGUP00000005692
ENSTNIP00000006335	ENSTGUP00000011137
ENSTNIP00000017126	ENSTGUP00000011137
ENSTNIP00000010114	ENSTGUP00000004363
ENSTNIP00000008222	ENSTGUP00000004363
ENSTNIP00000011867	ENSTGUP00000005033
ENSTNIP00000015144	ENSTGUP00000001981
ENSTNIP00000011539	ENSTGUP00000002041
ENSTNIP00000016759	ENSTGUP00000006390
ENSTNIP00000016760	ENSTGUP00000006385
ENSTNIP00000018672	ENSTGUP00000004350
ENSTNIP00000021939	ENSTGUP00000004350
ENSTNIP00000012738	ENSTGUP00000010213
ENSTNIP00000013033	ENSTGUP00000009652
ENSTNIP00000015145	ENSTGUP00000007477
ENSTNIP00000016457	ENSTGUP00000003019
ENSTNIP00000009870	ENSTGUP00000005977
ENSTNIP00000016662	ENSTGUP00000009721
ENSTNIP00000016663	ENSTGUP00000009676
ENSTNIP00000012735	ENSTGUP00000010147
ENSTNIP00000007958	ENSTGUP00000001360
ENSTNIP00000016674	ENSTGUP00000013174
ENSTNIP00000019664	ENSTGUP00000013233
ENSTNIP00000016092	ENSTGUP00000000568
ENSTNIP00000013695	ENSTGUP00000000568
ENSTNIP00000021384	ENSTGUP00000000346
ENSTNIP00000008882	ENSTGUP00000007027
ENSTNIP00000018465	ENSTGUP00000001813
ENSTNIP00000014757	ENSTGUP00000013865
ENSTNIP00000007571	ENSTGUP00000011612
ENSTNIP00000021688	ENSTGUP00000005760
ENSTNIP00000021296	ENSTGUP00000000737
ENSTNIP00000015759	ENSTGUP00000000737
ENSTNIP00000019542	ENSTGUP00000006121
ENSTNIP00000019496	ENSTGUP00000002782
ENSTNIP00000009510	ENSTGUP00000009745
ENSTNIP00000005942	ENSTGUP00000013084
ENSTNIP00000017858	ENSTGUP00000006196
ENSTNIP00000015589	ENSTGUP00000006196
ENSTNIP00000019140	ENSTGUP00000008299
ENSTNIP00000019253	ENSTGUP00000006642
ENSTNIP00000011838	ENSTGUP00000000302
ENSTNIP00000016213	ENSTGUP00000004965
ENSTNIP00000013497	ENSTGUP00000010936
ENSTNIP00000014333	ENSTGUP00000009785
ENSTNIP00000005983	ENSTGUP00000009785
ENSTNIP00000019773	ENSTGUP00000002344
ENSTNIP00000007702	ENSTGUP00000002344
ENSTNIP00000009239	ENSTGUP00000003957
ENSTNIP00000012116	ENSTGUP00000003957
ENSTNIP00000010613	ENSTGUP00000006077
ENSTNIP00000011504	ENSTGUP00000002820
ENSTNIP00000015361	ENSTGUP00000013241
ENSTNIP00000009209	ENSTGUP00000000162
ENSTNIP00000020108	ENSTGUP00000000816
ENSTNIP00000005690	ENSTGUP00000013537
ENSTNIP00000007503	ENSTGUP00000012197
ENSTNIP00000013803	ENSTGUP00000003200
ENSTNIP00000017682	ENSTGUP00000003200
ENSTNIP00000019756	ENSTGUP00000008944
ENSTNIP00000019755	ENSTGUP00000008912
ENSTNIP00000007726	ENSTGUP00000008912
ENSTNIP00000000972	ENSTGUP00000012050
ENSTNIP00000011914	ENSTGUP00000003247
ENSTNIP00000018883	ENSTGUP00000003247
ENSTNIP00000005220	ENSTGUP00000010969
ENSTNIP00000000939	ENSTGUP00000010015
ENSTNIP00000001353	ENSTGUP00000002982
ENSTNIP00000004111	ENSTGUP00000002984
ENSTNIP00000004112	ENSTGUP00000002987
ENSTNIP00000004115	ENSTGUP00000003527
ENSTNIP00000004125	ENSTGUP00000009239
ENSTNIP00000015683	ENSTGUP00000011957
ENSTNIP00000012924	ENSTGUP00000011956
ENSTNIP00000007666	ENSTGUP00000002612
ENSTNIP00000001316	ENSTGUP00000003013
ENSTNIP00000004184	ENSTGUP00000009194
ENSTNIP00000015586	ENSTGUP00000008623
ENSTNIP00000019669	ENSTGUP00000013211
ENSTNIP00000014374	ENSTGUP00000004108
ENSTNIP00000011907	ENSTGUP00000004108
ENSTNIP00000007357	ENSTGUP00000008303
ENSTNIP00000017936	ENSTGUP00000000102
ENSTNIP00000006862	ENSTGUP00000008460
ENSTNIP00000008241	ENSTGUP00000014472
ENSTNIP00000005396	ENSTGUP00000013556
ENSTNIP00000020368	ENSTGUP00000013486
ENSTNIP00000013645	ENSTGUP00000006614
ENSTNIP00000012260	ENSTGUP00000006740
ENSTNIP00000019167	ENSTGUP00000006740
ENSTNIP00000005040	ENSTGUP00000001670
ENSTNIP00000014773	ENSTGUP00000017690
ENSTNIP00000008385	ENSTGUP00000006916
ENSTNIP00000009586	ENSTGUP00000001345
ENSTNIP00000015538	ENSTGUP00000001345
ENSTNIP00000015628	ENSTGUP00000007815
ENSTNIP00000015631	ENSTGUP00000011875
ENSTNIP00000015379	ENSTGUP00000001064
ENSTNIP00000010617	ENSTGUP00000005303
ENSTNIP00000016817	ENSTGUP00000005303
ENSTNIP00000008938	ENSTGUP00000015497
ENSTNIP00000005419	ENSTGUP00000012543
ENSTNIP00000004396	ENSTGUP00000004563
ENSTNIP00000022326	ENSTGUP00000011693
ENSTNIP00000018743	ENSTGUP00000011720
ENSTNIP00000014402	ENSTGUP00000009623
ENSTNIP00000022005	ENSTGUP00000010983
ENSTNIP00000009085	ENSTGUP00000016079
ENSTNIP00000007848	ENSTGUP00000008976
ENSTNIP00000020829	ENSTGUP00000010393
ENSTNIP00000004059	ENSTGUP00000010393
ENSTNIP00000005980	ENSTGUP00000012184
ENSTNIP00000020354	ENSTGUP00000012184
ENSTNIP00000015328	ENSTGUP00000001952
ENSTNIP00000017336	ENSTGUP00000005320
ENSTNIP00000010855	ENSTGUP00000013653
ENSTNIP00000000390	ENSTGUP00000013883
ENSTNIP00000017390	ENSTGUP00000000732
ENSTNIP00000014705	ENSTGUP00000000732
ENSTNIP00000014071	ENSTGUP00000009839
ENSTNIP00000019072	ENSTGUP00000006081
ENSTNIP00000017563	ENSTGUP00000013885
ENSTNIP00000014845	ENSTGUP00000009471
ENSTNIP00000016488	ENSTGUP00000002907
ENSTNIP00000013061	ENSTGUP00000000352
ENSTNIP00000007400	ENSTGUP00000001149
ENSTNIP00000016130	ENSTGUP00000016958
ENSTNIP00000007053	ENSTGUP00000004210
ENSTNIP00000009984	ENSTGUP00000004205
ENSTNIP00000007005	ENSTGUP00000013002
ENSTNIP00000000551	ENSTGUP00000008321
ENSTNIP00000015434	ENSTGUP00000001628
ENSTNIP00000021711	ENSTGUP00000002808
ENSTNIP00000020287	ENSTGUP00000006162
ENSTNIP00000019543	ENSTGUP00000006162
ENSTNIP00000011291	ENSTGUP00000003864
ENSTNIP00000020381	ENSTGUP00000012777
ENSTNIP00000022148	ENSTGUP00000005148
ENSTNIP00000004488	ENSTGUP00000005148
ENSTNIP00000000633	ENSTGUP00000006581
ENSTNIP00000018669	ENSTGUP00000003594
ENSTNIP00000021933	ENSTGUP00000003594
ENSTNIP00000003924	ENSTGUP00000006159
ENSTNIP00000001174	ENSTGUP00000017107
ENSTNIP00000001679	ENSTGUP00000017107
ENSTNIP00000000744	ENSTGUP00000011323
ENSTNIP00000013524	ENSTGUP00000011323
ENSTNIP00000002564	ENSTGUP00000009053
ENSTNIP00000017639	ENSTGUP00000007987
ENSTNIP00000008202	ENSTGUP00000004391
ENSTNIP00000021827	ENSTGUP00000010520
ENSTNIP00000020249	ENSTGUP00000010520
ENSTNIP00000021606	ENSTGUP00000003132
ENSTNIP00000012072	ENSTGUP00000003132
ENSTNIP00000010734	ENSTGUP00000003518
ENSTNIP00000019564	ENSTGUP00000003518
ENSTNIP00000021001	ENSTGUP00000003869
ENSTNIP00000000535	ENSTGUP00000001718
ENSTNIP00000020038	ENSTGUP00000008055
ENSTNIP00000016250	ENSTGUP00000008055
ENSTNIP00000018597	ENSTGUP00000000067
ENSTNIP00000018344	ENSTGUP00000005723
ENSTNIP00000016955	ENSTGUP00000005739
ENSTNIP00000020043	ENSTGUP00000008175
ENSTNIP00000015418	ENSTGUP00000002658
ENSTNIP00000009949	ENSTGUP00000006747
ENSTNIP00000013190	ENSTGUP00000013044
ENSTNIP00000022300	ENSTGUP00000012806
ENSTNIP00000013638	ENSTGUP00000013568
ENSTNIP00000014067	ENSTGUP00000009924
ENSTNIP00000011542	ENSTGUP00000005370
ENSTNIP00000017739	ENSTGUP00000008227
ENSTNIP00000008885	ENSTGUP00000008227
ENSTNIP00000015711	ENSTGUP00000000274
ENSTNIP00000010746	ENSTGUP00000000274
ENSTNIP00000020040	ENSTGUP00000008098
ENSTNIP00000016249	ENSTGUP00000008098
ENSTNIP00000015536	ENSTGUP00000001527
ENSTNIP00000005453	ENSTGUP00000016280
ENSTNIP00000017663	ENSTGUP00000001523
ENSTNIP00000009088	ENSTGUP00000014004
ENSTNIP00000005622	ENSTGUP00000014004
ENSTNIP00000016406	ENSTGUP00000004754
ENSTNIP00000016094	ENSTGUP00000015263
ENSTNIP00000013696	ENSTGUP00000015263
ENSTNIP00000014267	ENSTGUP00000009859
ENSTNIP00000017039	ENSTGUP00000001300
ENSTNIP00000016300	ENSTGUP00000012452
ENSTNIP00000012010	ENSTGUP00000012452
ENSTNIP00000008580	ENSTGUP00000005220
ENSTNIP00000022615	ENSTGUP00000011701
ENSTNIP00000016330	ENSTGUP00000011861
ENSTNIP00000001678	ENSTGUP00000011861
ENSTNIP00000001335	ENSTGUP00000000639
ENSTNIP00000008935	ENSTGUP00000017020
ENSTNIP00000006193	ENSTGUP00000004920
ENSTNIP00000014801	ENSTGUP00000004920
ENSTNIP00000013049	ENSTGUP00000010644
ENSTNIP00000015008	ENSTGUP00000010644
ENSTNIP00000013492	ENSTGUP00000011033
ENSTNIP00000016322	ENSTGUP00000011033
ENSTNIP00000010415	ENSTGUP00000000209
ENSTNIP00000007306	ENSTGUP00000000209
ENSTNIP00000006373	ENSTGUP00000011268
ENSTNIP00000020976	ENSTGUP00000004282
ENSTNIP00000016385	ENSTGUP00000008643
ENSTNIP00000019519	ENSTGUP00000013931
ENSTNIP00000005381	ENSTGUP00000012981
ENSTNIP00000006646	ENSTGUP00000002855
ENSTNIP00000015748	ENSTGUP00000000700
ENSTNIP00000016951	ENSTGUP00000003745
ENSTNIP00000001385	ENSTGUP00000018189
ENSTNIP00000018855	ENSTGUP00000003187
ENSTNIP00000015731	ENSTGUP00000009102
ENSTNIP00000011391	ENSTGUP00000004678
ENSTNIP00000011973	ENSTGUP00000001181
ENSTNIP00000022045	ENSTGUP00000017563
ENSTNIP00000013935	ENSTGUP00000017563
ENSTNIP00000011532	ENSTGUP00000009861
ENSTNIP00000017092	ENSTGUP00000009861
ENSTNIP00000013457	ENSTGUP00000011383
ENSTNIP00000020507	ENSTGUP00000018172
ENSTNIP00000007466	ENSTGUP00000018172
ENSTNIP00000018456	ENSTGUP00000009056
ENSTNIP00000007921	ENSTGUP00000007198
ENSTNIP00000020463	ENSTGUP00000007531
ENSTNIP00000010196	ENSTGUP00000004071
ENSTNIP00000009349	ENSTGUP00000011722
ENSTNIP00000011156	ENSTGUP00000011759
ENSTNIP00000020919	ENSTGUP00000001562
ENSTNIP00000016578	ENSTGUP00000009944
ENSTNIP00000019272	ENSTGUP00000000659
ENSTNIP00000005682	ENSTGUP00000005421
ENSTNIP00000009919	ENSTGUP00000005441
ENSTNIP00000010681	ENSTGUP00000017680
ENSTNIP00000013783	ENSTGUP00000017680
ENSTNIP00000021670	ENSTGUP00000002824
ENSTNIP00000008427	ENSTGUP00000002327
ENSTNIP00000019471	ENSTGUP00000015435
ENSTNIP00000007893	ENSTGUP00000007056
ENSTNIP00000020895	ENSTGUP00000012576
ENSTNIP00000019655	ENSTGUP00000013276
ENSTNIP00000020181	ENSTGUP00000003174
ENSTNIP00000012352	ENSTGUP00000003174
ENSTNIP00000012881	ENSTGUP00000013143
ENSTNIP00000000724	ENSTGUP00000017705
ENSTNIP00000012296	ENSTGUP00000009994
ENSTNIP00000005253	ENSTGUP00000011458
ENSTNIP00000019415	ENSTGUP00000011870
ENSTNIP00000003239	ENSTGUP00000001372
ENSTNIP00000003124	ENSTGUP00000007814
ENSTNIP00000007441	ENSTGUP00000006711
ENSTNIP00000017852	ENSTGUP00000004414
ENSTNIP00000015591	ENSTGUP00000004339
ENSTNIP00000008888	ENSTGUP00000009142
ENSTNIP00000021053	ENSTGUP00000008616
ENSTNIP00000008729	ENSTGUP00000008616
ENSTNIP00000006702	ENSTGUP00000005904
ENSTNIP00000011003	ENSTGUP00000011929
ENSTNIP00000011002	ENSTGUP00000011936
ENSTNIP00000002320	ENSTGUP00000011936
ENSTNIP00000003797	ENSTGUP00000003307
ENSTNIP00000022448	ENSTGUP00000010251
ENSTNIP00000000152	ENSTGUP00000010251
ENSTNIP00000013882	ENSTGUP00000012056
ENSTNIP00000001892	ENSTGUP00000000769
ENSTNIP00000021627	ENSTGUP00000000769
ENSTNIP00000014179	ENSTGUP00000003118
ENSTNIP00000003854	ENSTGUP00000006317
ENSTNIP00000002028	ENSTGUP00000004807
ENSTNIP00000021535	ENSTGUP00000008394
ENSTNIP00000011395	ENSTGUP00000003408
ENSTNIP00000018421	ENSTGUP00000008757
ENSTNIP00000019169	ENSTGUP00000010130
ENSTNIP00000011184	ENSTGUP00000007156
ENSTNIP00000022069	ENSTGUP00000000504
ENSTNIP00000007376	ENSTGUP00000005392
ENSTNIP00000008699	ENSTGUP00000008446
ENSTNIP00000010014	ENSTGUP00000002747
ENSTNIP00000005152	ENSTGUP00000011468
ENSTNIP00000014143	ENSTGUP00000009967
ENSTNIP00000015168	ENSTGUP00000002571
ENSTNIP00000009288	ENSTGUP00000002571
ENSTNIP00000010389	ENSTGUP00000012958
ENSTNIP00000007140	ENSTGUP00000012958
ENSTNIP00000018062	ENSTGUP00000007210
ENSTNIP00000007852	ENSTGUP00000009917
ENSTNIP00000018796	ENSTGUP00000001570
ENSTNIP00000016976	ENSTGUP00000011587
ENSTNIP00000002971	ENSTGUP00000012968
ENSTNIP00000009523	ENSTGUP00000015970
ENSTNIP00000013012	ENSTGUP00000004902
ENSTNIP00000008815	ENSTGUP00000004897
ENSTNIP00000022986	ENSTGUP00000011431
ENSTNIP00000020334	ENSTGUP00000011431
ENSTNIP00000009926	ENSTGUP00000007142
ENSTNIP00000005452	ENSTGUP00000006176
ENSTNIP00000005782	ENSTGUP00000006176
ENSTNIP00000022147	ENSTGUP00000005168
ENSTNIP00000017918	ENSTGUP00000005168
ENSTNIP00000005204	ENSTGUP00000017566
ENSTNIP00000010686	ENSTGUP00000017566
ENSTNIP00000013599	ENSTGUP00000017358
ENSTNIP00000005536	ENSTGUP00000007400
ENSTNIP00000012394	ENSTGUP00000007159
ENSTNIP00000019412	ENSTGUP00000011157
ENSTNIP00000016474	ENSTGUP00000004131
ENSTNIP00000022945	ENSTGUP00000009849
ENSTNIP00000007960	ENSTGUP00000007119
ENSTNIP00000021810	ENSTGUP00000007119
ENSTNIP00000017864	ENSTGUP00000016793
ENSTNIP00000021281	ENSTGUP00000010419
ENSTNIP00000010675	ENSTGUP00000010419
ENSTNIP00000020741	ENSTGUP00000002739
ENSTNIP00000014667	ENSTGUP00000002271
ENSTNIP00000020094	ENSTGUP00000001814
ENSTNIP00000006574	ENSTGUP00000012658
ENSTNIP00000022604	ENSTGUP00000007822
ENSTNIP00000012934	ENSTGUP00000013800
ENSTNIP00000005856	ENSTGUP00000016981
ENSTNIP00000008946	ENSTGUP00000006572
ENSTNIP00000008785	ENSTGUP00000006572
ENSTNIP00000000611	ENSTGUP00000018295
ENSTNIP00000003827	ENSTGUP00000007641
ENSTNIP00000014384	ENSTGUP00000018121
ENSTNIP00000000549	ENSTGUP00000017553
ENSTNIP00000005184	ENSTGUP00000017553
ENSTNIP00000009934	ENSTGUP00000006879
ENSTNIP00000013855	ENSTGUP00000017449
ENSTNIP00000004604	ENSTGUP00000013927
ENSTNIP00000012746	ENSTGUP00000013927
ENSTNIP00000010995	ENSTGUP00000009480
ENSTNIP00000009097	ENSTGUP00000009480
ENSTNIP00000014849	ENSTGUP00000009074
ENSTNIP00000021117	ENSTGUP00000009074
ENSTNIP00000013746	ENSTGUP00000015603
ENSTNIP00000011959	ENSTGUP00000015603
ENSTNIP00000009936	ENSTGUP00000006163
ENSTNIP00000014779	ENSTGUP00000007332
ENSTNIP00000011319	ENSTGUP00000000247
ENSTNIP00000011740	ENSTGUP00000006398
ENSTNIP00000017363	ENSTGUP00000000395
ENSTNIP00000015739	ENSTGUP00000008938
ENSTNIP00000001681	ENSTGUP00000009681
ENSTNIP00000020372	ENSTGUP00000012151
ENSTNIP00000015824	ENSTGUP00000002375
ENSTNIP00000022390	ENSTGUP00000012832
ENSTNIP00000007618	ENSTGUP00000012624
ENSTNIP00000015271	ENSTGUP00000012624
ENSTNIP00000022213	ENSTGUP00000013858
ENSTNIP00000000911	ENSTGUP00000013858
ENSTNIP00000015153	ENSTGUP00000001636
ENSTNIP00000010606	ENSTGUP00000000447
ENSTNIP00000008731	ENSTGUP00000002998
ENSTNIP00000017812	ENSTGUP00000002998
ENSTNIP00000020729	ENSTGUP00000003214
ENSTNIP00000020185	ENSTGUP00000000757
ENSTNIP00000010481	ENSTGUP00000000757
ENSTNIP00000004867	ENSTGUP00000013063
ENSTNIP00000011832	ENSTGUP00000003783
ENSTNIP00000014748	ENSTGUP00000003783
ENSTNIP00000022227	ENSTGUP00000012585
ENSTNIP00000014739	ENSTGUP00000012585
ENSTNIP00000005522	ENSTGUP00000002659
ENSTNIP00000005523	ENSTGUP00000017868
ENSTNIP00000003352	ENSTGUP00000011295
ENSTNIP00000018031	ENSTGUP00000011299
ENSTNIP00000018735	ENSTGUP00000013747
