ENSORLP00000017023	ENSGALP00000006197
ENSORLP00000012714	ENSGALP00000006813
ENSORLP00000018329	ENSGALP00000006813
ENSORLP00000016505	ENSGALP00000013507
ENSORLP00000000616	ENSGALP00000034387
ENSORLP00000000779	ENSGALP00000026741
ENSORLP00000021664	ENSGALP00000026741
ENSORLP00000025204	ENSGALP00000041591
ENSORLP00000012823	ENSGALP00000025868
ENSORLP00000012075	ENSGALP00000026291
ENSORLP00000025502	ENSGALP00000005653
ENSORLP00000004821	ENSGALP00000005653
ENSORLP00000007023	ENSGALP00000035639
ENSORLP00000020341	ENSGALP00000040839
ENSORLP00000020365	ENSGALP00000042383
ENSORLP00000021107	ENSGALP00000042894
ENSORLP00000006814	ENSGALP00000008237
ENSORLP00000011160	ENSGALP00000025664
ENSORLP00000025320	ENSGALP00000018974
ENSORLP00000010444	ENSGALP00000033786
ENSORLP00000020703	ENSGALP00000022601
ENSORLP00000007243	ENSGALP00000013377
ENSORLP00000001073	ENSGALP00000006201
ENSORLP00000015682	ENSGALP00000037723
ENSORLP00000017469	ENSGALP00000006742
ENSORLP00000017075	ENSGALP00000005627
ENSORLP00000010486	ENSGALP00000041202
ENSORLP00000005835	ENSGALP00000007775
ENSORLP00000005782	ENSGALP00000007859
ENSORLP00000014553	ENSGALP00000007859
ENSORLP00000011428	ENSGALP00000041671
ENSORLP00000012690	ENSGALP00000010357
ENSORLP00000012013	ENSGALP00000010357
ENSORLP00000023159	ENSGALP00000000778
ENSORLP00000009891	ENSGALP00000009114
ENSORLP00000024671	ENSGALP00000035875
ENSORLP00000009836	ENSGALP00000035874
ENSORLP00000016077	ENSGALP00000035874
ENSORLP00000006410	ENSGALP00000020515
ENSORLP00000010167	ENSGALP00000037394
ENSORLP00000015659	ENSGALP00000037394
ENSORLP00000021472	ENSGALP00000022646
ENSORLP00000013598	ENSGALP00000002021
ENSORLP00000008613	ENSGALP00000002021
ENSORLP00000004060	ENSGALP00000039206
ENSORLP00000002678	ENSGALP00000009285
ENSORLP00000025820	ENSGALP00000018929
ENSORLP00000011276	ENSGALP00000036272
ENSORLP00000025817	ENSGALP00000018910
ENSORLP00000011328	ENSGALP00000030359
ENSORLP00000001490	ENSGALP00000009304
ENSORLP00000013926	ENSGALP00000001522
ENSORLP00000007907	ENSGALP00000022986
ENSORLP00000007963	ENSGALP00000028881
ENSORLP00000020607	ENSGALP00000016197
ENSORLP00000004138	ENSGALP00000008460
ENSORLP00000002976	ENSGALP00000009944
ENSORLP00000011313	ENSGALP00000009944
ENSORLP00000012591	ENSGALP00000031997
ENSORLP00000017483	ENSGALP00000027397
ENSORLP00000021399	ENSGALP00000006510
ENSORLP00000024708	ENSGALP00000006510
ENSORLP00000017530	ENSGALP00000041980
ENSORLP00000000900	ENSGALP00000041980
ENSORLP00000011044	ENSGALP00000008665
ENSORLP00000009070	ENSGALP00000042409
ENSORLP00000007229	ENSGALP00000036529
ENSORLP00000000409	ENSGALP00000002963
ENSORLP00000005820	ENSGALP00000042946
ENSORLP00000005788	ENSGALP00000027275
ENSORLP00000008102	ENSGALP00000042419
ENSORLP00000010733	ENSGALP00000011703
ENSORLP00000005802	ENSGALP00000027274
ENSORLP00000010709	ENSGALP00000014955
ENSORLP00000015145	ENSGALP00000041905
ENSORLP00000017633	ENSGALP00000041905
ENSORLP00000020200	ENSGALP00000020843
ENSORLP00000010254	ENSGALP00000022001
ENSORLP00000022101	ENSGALP00000003955
ENSORLP00000004520	ENSGALP00000003955
ENSORLP00000007069	ENSGALP00000008340
ENSORLP00000024437	ENSGALP00000008340
ENSORLP00000002383	ENSGALP00000033262
ENSORLP00000012531	ENSGALP00000033262
ENSORLP00000018742	ENSGALP00000003021
ENSORLP00000020102	ENSGALP00000003021
ENSORLP00000020852	ENSGALP00000004192
ENSORLP00000017379	ENSGALP00000004192
ENSORLP00000020665	ENSGALP00000001568
ENSORLP00000003633	ENSGALP00000030701
ENSORLP00000020761	ENSGALP00000022555
ENSORLP00000010764	ENSGALP00000024969
ENSORLP00000002823	ENSGALP00000037794
ENSORLP00000017334	ENSGALP00000014423
ENSORLP00000022278	ENSGALP00000019935
ENSORLP00000006202	ENSGALP00000041167
ENSORLP00000012295	ENSGALP00000018052
ENSORLP00000012919	ENSGALP00000018052
ENSORLP00000005844	ENSGALP00000023705
ENSORLP00000004324	ENSGALP00000002570
ENSORLP00000014782	ENSGALP00000019508
ENSORLP00000002757	ENSGALP00000024934
ENSORLP00000004938	ENSGALP00000000364
ENSORLP00000023953	ENSGALP00000003842
ENSORLP00000011671	ENSGALP00000009102
ENSORLP00000008537	ENSGALP00000024300
ENSORLP00000008296	ENSGALP00000002649
ENSORLP00000020834	ENSGALP00000002649
ENSORLP00000017660	ENSGALP00000007304
ENSORLP00000016699	ENSGALP00000037868
ENSORLP00000019654	ENSGALP00000001875
ENSORLP00000005993	ENSGALP00000014503
ENSORLP00000010793	ENSGALP00000042835
ENSORLP00000010095	ENSGALP00000042835
ENSORLP00000015114	ENSGALP00000029853
ENSORLP00000003208	ENSGALP00000002083
ENSORLP00000018476	ENSGALP00000043215
ENSORLP00000009625	ENSGALP00000043215
ENSORLP00000022435	ENSGALP00000024929
ENSORLP00000022438	ENSGALP00000036053
ENSORLP00000009730	ENSGALP00000022274
ENSORLP00000018913	ENSGALP00000006464
ENSORLP00000012327	ENSGALP00000006464
ENSORLP00000010047	ENSGALP00000015567
ENSORLP00000008192	ENSGALP00000008876
ENSORLP00000011896	ENSGALP00000008876
ENSORLP00000002731	ENSGALP00000018300
ENSORLP00000022643	ENSGALP00000018300
ENSORLP00000012783	ENSGALP00000004122
ENSORLP00000016535	ENSGALP00000015989
ENSORLP00000005034	ENSGALP00000024847
ENSORLP00000016139	ENSGALP00000024847
ENSORLP00000004178	ENSGALP00000025484
ENSORLP00000005573	ENSGALP00000025484
ENSORLP00000018120	ENSGALP00000003269
ENSORLP00000009517	ENSGALP00000041189
ENSORLP00000021094	ENSGALP00000001774
ENSORLP00000004884	ENSGALP00000001774
ENSORLP00000006144	ENSGALP00000016913
ENSORLP00000009669	ENSGALP00000006483
ENSORLP00000013286	ENSGALP00000027694
ENSORLP00000018639	ENSGALP00000027694
ENSORLP00000008175	ENSGALP00000013849
ENSORLP00000010869	ENSGALP00000013849
ENSORLP00000012926	ENSGALP00000006553
ENSORLP00000012912	ENSGALP00000006561
ENSORLP00000014030	ENSGALP00000027220
ENSORLP00000019977	ENSGALP00000002610
ENSORLP00000010637	ENSGALP00000023798
ENSORLP00000013026	ENSGALP00000040988
ENSORLP00000013007	ENSGALP00000039814
ENSORLP00000020962	ENSGALP00000019818
ENSORLP00000015749	ENSGALP00000001132
ENSORLP00000014116	ENSGALP00000018703
ENSORLP00000001523	ENSGALP00000024551
ENSORLP00000002219	ENSGALP00000006922
ENSORLP00000012908	ENSGALP00000027949
ENSORLP00000012964	ENSGALP00000027948
ENSORLP00000007398	ENSGALP00000016845
ENSORLP00000018562	ENSGALP00000008462
ENSORLP00000009174	ENSGALP00000013415
ENSORLP00000011554	ENSGALP00000013565
ENSORLP00000024444	ENSGALP00000000358
ENSORLP00000006130	ENSGALP00000002008
ENSORLP00000018026	ENSGALP00000002008
ENSORLP00000021787	ENSGALP00000001050
ENSORLP00000000276	ENSGALP00000034586
ENSORLP00000003479	ENSGALP00000022818
ENSORLP00000003427	ENSGALP00000022821
ENSORLP00000001032	ENSGALP00000007936
ENSORLP00000022386	ENSGALP00000025399
ENSORLP00000018473	ENSGALP00000025399
ENSORLP00000008048	ENSGALP00000023243
ENSORLP00000002919	ENSGALP00000023243
ENSORLP00000023690	ENSGALP00000002581
ENSORLP00000007227	ENSGALP00000002581
ENSORLP00000022650	ENSGALP00000022923
ENSORLP00000012945	ENSGALP00000011732
ENSORLP00000018599	ENSGALP00000015289
ENSORLP00000025233	ENSGALP00000015289
ENSORLP00000001065	ENSGALP00000007885
ENSORLP00000012104	ENSGALP00000007885
ENSORLP00000022309	ENSGALP00000026696
ENSORLP00000025210	ENSGALP00000017513
ENSORLP00000014361	ENSGALP00000033861
ENSORLP00000010422	ENSGALP00000031420
ENSORLP00000007185	ENSGALP00000003884
ENSORLP00000014838	ENSGALP00000036432
ENSORLP00000007658	ENSGALP00000036432
ENSORLP00000009373	ENSGALP00000007795
ENSORLP00000023799	ENSGALP00000007795
ENSORLP00000014509	ENSGALP00000015129
ENSORLP00000006420	ENSGALP00000024286
ENSORLP00000008836	ENSGALP00000009367
ENSORLP00000020837	ENSGALP00000019144
ENSORLP00000016448	ENSGALP00000001738
ENSORLP00000010975	ENSGALP00000003510
ENSORLP00000008688	ENSGALP00000009521
ENSORLP00000000778	ENSGALP00000003163
ENSORLP00000003081	ENSGALP00000042818
ENSORLP00000025392	ENSGALP00000020157
ENSORLP00000014200	ENSGALP00000020157
ENSORLP00000025240	ENSGALP00000031194
ENSORLP00000022325	ENSGALP00000031194
ENSORLP00000009610	ENSGALP00000019246
ENSORLP00000015574	ENSGALP00000019246
ENSORLP00000003262	ENSGALP00000042198
ENSORLP00000012852	ENSGALP00000019109
ENSORLP00000022425	ENSGALP00000019109
ENSORLP00000000783	ENSGALP00000038872
ENSORLP00000022525	ENSGALP00000042300
ENSORLP00000006214	ENSGALP00000039457
ENSORLP00000008857	ENSGALP00000039457
ENSORLP00000008663	ENSGALP00000016484
ENSORLP00000023959	ENSGALP00000032532
ENSORLP00000021189	ENSGALP00000039634
ENSORLP00000001044	ENSGALP00000041426
ENSORLP00000022657	ENSGALP00000022934
ENSORLP00000013039	ENSGALP00000011765
ENSORLP00000011899	ENSGALP00000022932
ENSORLP00000023654	ENSGALP00000002606
ENSORLP00000023667	ENSGALP00000002598
ENSORLP00000011834	ENSGALP00000022926
ENSORLP00000025367	ENSGALP00000013486
ENSORLP00000009754	ENSGALP00000040865
ENSORLP00000019379	ENSGALP00000040865
ENSORLP00000023196	ENSGALP00000011315
ENSORLP00000021438	ENSGALP00000017630
ENSORLP00000013246	ENSGALP00000017370
ENSORLP00000013029	ENSGALP00000017370
ENSORLP00000004861	ENSGALP00000020214
ENSORLP00000025514	ENSGALP00000019824
ENSORLP00000011452	ENSGALP00000016869
ENSORLP00000020759	ENSGALP00000016869
ENSORLP00000018192	ENSGALP00000042556
ENSORLP00000022554	ENSGALP00000019234
ENSORLP00000022182	ENSGALP00000019234
ENSORLP00000020881	ENSGALP00000020451
ENSORLP00000000058	ENSGALP00000020451
ENSORLP00000010966	ENSGALP00000022048
ENSORLP00000003304	ENSGALP00000027736
ENSORLP00000011941	ENSGALP00000007301
ENSORLP00000010323	ENSGALP00000007301
ENSORLP00000009438	ENSGALP00000016283
ENSORLP00000014478	ENSGALP00000033049
ENSORLP00000007059	ENSGALP00000036855
ENSORLP00000008481	ENSGALP00000029335
ENSORLP00000021511	ENSGALP00000014023
ENSORLP00000019323	ENSGALP00000014021
ENSORLP00000012786	ENSGALP00000017932
ENSORLP00000015124	ENSGALP00000025318
ENSORLP00000018466	ENSGALP00000011384
ENSORLP00000010716	ENSGALP00000011384
ENSORLP00000020338	ENSGALP00000021606
ENSORLP00000006595	ENSGALP00000020539
ENSORLP00000005833	ENSGALP00000020539
ENSORLP00000013363	ENSGALP00000014591
ENSORLP00000013981	ENSGALP00000019958
ENSORLP00000017711	ENSGALP00000004173
ENSORLP00000010458	ENSGALP00000014220
ENSORLP00000002247	ENSGALP00000012982
ENSORLP00000023573	ENSGALP00000012982
ENSORLP00000002399	ENSGALP00000023991
ENSORLP00000005795	ENSGALP00000023976
ENSORLP00000015712	ENSGALP00000001994
ENSORLP00000009211	ENSGALP00000001994
ENSORLP00000003838	ENSGALP00000009572
ENSORLP00000011408	ENSGALP00000009572
ENSORLP00000022625	ENSGALP00000016217
ENSORLP00000002968	ENSGALP00000009890
ENSORLP00000007840	ENSGALP00000018112
ENSORLP00000019441	ENSGALP00000000183
ENSORLP00000007127	ENSGALP00000012034
ENSORLP00000022550	ENSGALP00000024172
ENSORLP00000004321	ENSGALP00000042665
ENSORLP00000002993	ENSGALP00000038918
ENSORLP00000010386	ENSGALP00000021444
ENSORLP00000005628	ENSGALP00000021444
ENSORLP00000016826	ENSGALP00000027908
ENSORLP00000001215	ENSGALP00000043329
ENSORLP00000024363	ENSGALP00000039883
ENSORLP00000014568	ENSGALP00000039883
ENSORLP00000008706	ENSGALP00000017914
ENSORLP00000023854	ENSGALP00000017914
ENSORLP00000009314	ENSGALP00000001033
ENSORLP00000013457	ENSGALP00000001033
ENSORLP00000015880	ENSGALP00000008367
ENSORLP00000010812	ENSGALP00000008367
ENSORLP00000013388	ENSGALP00000019769
ENSORLP00000004220	ENSGALP00000035486
ENSORLP00000003230	ENSGALP00000035486
ENSORLP00000017938	ENSGALP00000021230
ENSORLP00000010602	ENSGALP00000009390
ENSORLP00000017544	ENSGALP00000027400
ENSORLP00000009451	ENSGALP00000012437
ENSORLP00000009423	ENSGALP00000012625
ENSORLP00000011570	ENSGALP00000040947
ENSORLP00000024111	ENSGALP00000008142
ENSORLP00000006604	ENSGALP00000017509
ENSORLP00000022333	ENSGALP00000015685
ENSORLP00000021109	ENSGALP00000015685
ENSORLP00000020136	ENSGALP00000020999
ENSORLP00000013517	ENSGALP00000020999
ENSORLP00000005724	ENSGALP00000007873
ENSORLP00000004677	ENSGALP00000006654
ENSORLP00000006950	ENSGALP00000010135
ENSORLP00000025575	ENSGALP00000026779
ENSORLP00000024736	ENSGALP00000019587
ENSORLP00000002981	ENSGALP00000037820
ENSORLP00000022773	ENSGALP00000018862
ENSORLP00000005500	ENSGALP00000004930
ENSORLP00000014016	ENSGALP00000017108
ENSORLP00000005327	ENSGALP00000018445
ENSORLP00000006036	ENSGALP00000018445
ENSORLP00000008147	ENSGALP00000014437
ENSORLP00000017312	ENSGALP00000004032
ENSORLP00000002197	ENSGALP00000010309
ENSORLP00000002147	ENSGALP00000010309
ENSORLP00000011742	ENSGALP00000036714
ENSORLP00000010277	ENSGALP00000043092
ENSORLP00000016852	ENSGALP00000001118
ENSORLP00000014230	ENSGALP00000018787
ENSORLP00000006480	ENSGALP00000010688
ENSORLP00000012384	ENSGALP00000032161
ENSORLP00000021833	ENSGALP00000015199
ENSORLP00000018072	ENSGALP00000015199
ENSORLP00000005213	ENSGALP00000027964
ENSORLP00000004965	ENSGALP00000018501
ENSORLP00000011854	ENSGALP00000019976
ENSORLP00000012350	ENSGALP00000020950
ENSORLP00000006485	ENSGALP00000041729
ENSORLP00000016089	ENSGALP00000041729
ENSORLP00000022458	ENSGALP00000025101
ENSORLP00000015527	ENSGALP00000009583
ENSORLP00000023580	ENSGALP00000009583
ENSORLP00000007510	ENSGALP00000025571
ENSORLP00000022158	ENSGALP00000025571
ENSORLP00000003680	ENSGALP00000002915
ENSORLP00000019295	ENSGALP00000001487
ENSORLP00000019563	ENSGALP00000001487
ENSORLP00000000707	ENSGALP00000022531
ENSORLP00000024620	ENSGALP00000009175
ENSORLP00000006025	ENSGALP00000009178
ENSORLP00000016066	ENSGALP00000009178
ENSORLP00000022507	ENSGALP00000001710
ENSORLP00000017514	ENSGALP00000025286
ENSORLP00000017508	ENSGALP00000040331
ENSORLP00000002414	ENSGALP00000012356
ENSORLP00000010960	ENSGALP00000027556
ENSORLP00000000727	ENSGALP00000022522
ENSORLP00000008282	ENSGALP00000009174
ENSORLP00000009536	ENSGALP00000016290
ENSORLP00000016108	ENSGALP00000009006
ENSORLP00000013394	ENSGALP00000008145
ENSORLP00000005224	ENSGALP00000008145
ENSORLP00000017929	ENSGALP00000034774
ENSORLP00000004377	ENSGALP00000034774
ENSORLP00000017485	ENSGALP00000024483
ENSORLP00000016030	ENSGALP00000002511
ENSORLP00000014507	ENSGALP00000019665
ENSORLP00000020316	ENSGALP00000002009
ENSORLP00000012876	ENSGALP00000002009
ENSORLP00000012792	ENSGALP00000027441
ENSORLP00000014400	ENSGALP00000030955
ENSORLP00000012951	ENSGALP00000008618
ENSORLP00000025570	ENSGALP00000026866
ENSORLP00000012383	ENSGALP00000015508
ENSORLP00000012572	ENSGALP00000036105
ENSORLP00000015436	ENSGALP00000026263
ENSORLP00000013036	ENSGALP00000043008
ENSORLP00000005474	ENSGALP00000025548
ENSORLP00000018197	ENSGALP00000040176
ENSORLP00000023187	ENSGALP00000039376
ENSORLP00000020764	ENSGALP00000038446
ENSORLP00000004901	ENSGALP00000038446
ENSORLP00000022804	ENSGALP00000019155
ENSORLP00000001837	ENSGALP00000019155
ENSORLP00000003647	ENSGALP00000020639
ENSORLP00000000284	ENSGALP00000000960
ENSORLP00000004715	ENSGALP00000023897
ENSORLP00000002014	ENSGALP00000010580
ENSORLP00000002529	ENSGALP00000010580
ENSORLP00000015054	ENSGALP00000027129
ENSORLP00000007088	ENSGALP00000027129
ENSORLP00000000060	ENSGALP00000014211
ENSORLP00000007355	ENSGALP00000005939
ENSORLP00000007817	ENSGALP00000005939
ENSORLP00000016875	ENSGALP00000015678
ENSORLP00000007382	ENSGALP00000006793
ENSORLP00000004532	ENSGALP00000018747
ENSORLP00000010765	ENSGALP00000036469
ENSORLP00000011028	ENSGALP00000027564
ENSORLP00000000605	ENSGALP00000022552
ENSORLP00000002456	ENSGALP00000012469
ENSORLP00000025377	ENSGALP00000010303
ENSORLP00000005372	ENSGALP00000041845
ENSORLP00000004453	ENSGALP00000017768
ENSORLP00000006693	ENSGALP00000021819
ENSORLP00000022628	ENSGALP00000043219
ENSORLP00000016081	ENSGALP00000024893
ENSORLP00000011820	ENSGALP00000014735
ENSORLP00000005653	ENSGALP00000036747
ENSORLP00000024120	ENSGALP00000008620
ENSORLP00000013228	ENSGALP00000028462
ENSORLP00000002753	ENSGALP00000024131
ENSORLP00000021406	ENSGALP00000024384
ENSORLP00000019734	ENSGALP00000008794
ENSORLP00000014867	ENSGALP00000008166
ENSORLP00000017002	ENSGALP00000008166
ENSORLP00000021380	ENSGALP00000024371
ENSORLP00000000094	ENSGALP00000024371
ENSORLP00000004207	ENSGALP00000017177
ENSORLP00000005863	ENSGALP00000023703
ENSORLP00000004873	ENSGALP00000041910
ENSORLP00000022571	ENSGALP00000041790
ENSORLP00000021325	ENSGALP00000041790
ENSORLP00000022066	ENSGALP00000036002
ENSORLP00000009337	ENSGALP00000042064
ENSORLP00000024886	ENSGALP00000036658
ENSORLP00000013627	ENSGALP00000026898
ENSORLP00000009226	ENSGALP00000042765
ENSORLP00000011329	ENSGALP00000041053
ENSORLP00000007786	ENSGALP00000041364
ENSORLP00000003317	ENSGALP00000041112
ENSORLP00000016854	ENSGALP00000005255
ENSORLP00000021758	ENSGALP00000031663
ENSORLP00000022547	ENSGALP00000031663
ENSORLP00000007573	ENSGALP00000040726
ENSORLP00000016938	ENSGALP00000001717
ENSORLP00000025445	ENSGALP00000042848
ENSORLP00000016983	ENSGALP00000001745
ENSORLP00000014922	ENSGALP00000001801
ENSORLP00000020799	ENSGALP00000030567
ENSORLP00000011032	ENSGALP00000030342
ENSORLP00000009178	ENSGALP00000018290
ENSORLP00000018385	ENSGALP00000023054
ENSORLP00000019332	ENSGALP00000023054
ENSORLP00000006805	ENSGALP00000040238
ENSORLP00000006307	ENSGALP00000019635
ENSORLP00000014208	ENSGALP00000018629
ENSORLP00000020876	ENSGALP00000020449
ENSORLP00000017050	ENSGALP00000001788
ENSORLP00000017670	ENSGALP00000025820
ENSORLP00000017360	ENSGALP00000006967
ENSORLP00000018318	ENSGALP00000019985
ENSORLP00000005092	ENSGALP00000019985
ENSORLP00000010256	ENSGALP00000007506
ENSORLP00000014409	ENSGALP00000007506
ENSORLP00000012525	ENSGALP00000018680
ENSORLP00000003184	ENSGALP00000026406
ENSORLP00000010672	ENSGALP00000011476
ENSORLP00000010872	ENSGALP00000017378
ENSORLP00000018907	ENSGALP00000001765
ENSORLP00000016999	ENSGALP00000001765
ENSORLP00000017837	ENSGALP00000025821
ENSORLP00000017364	ENSGALP00000006963
ENSORLP00000021390	ENSGALP00000042246
ENSORLP00000020747	ENSGALP00000016979
ENSORLP00000011321	ENSGALP00000006100
ENSORLP00000019719	ENSGALP00000001295
ENSORLP00000016665	ENSGALP00000003578
ENSORLP00000001594	ENSGALP00000003578
ENSORLP00000004523	ENSGALP00000007550
ENSORLP00000007258	ENSGALP00000038056
ENSORLP00000016179	ENSGALP00000022903
ENSORLP00000005754	ENSGALP00000011969
ENSORLP00000003483	ENSGALP00000003758
ENSORLP00000006821	ENSGALP00000003758
ENSORLP00000000022	ENSGALP00000013664
ENSORLP00000010540	ENSGALP00000013664
ENSORLP00000022660	ENSGALP00000015593
ENSORLP00000014772	ENSGALP00000015593
ENSORLP00000005421	ENSGALP00000004310
ENSORLP00000023362	ENSGALP00000004310
ENSORLP00000017137	ENSGALP00000026115
ENSORLP00000012923	ENSGALP00000008114
ENSORLP00000002385	ENSGALP00000009329
ENSORLP00000007061	ENSGALP00000005606
ENSORLP00000024515	ENSGALP00000023759
ENSORLP00000022647	ENSGALP00000022662
ENSORLP00000017641	ENSGALP00000007292
ENSORLP00000015492	ENSGALP00000015400
ENSORLP00000005892	ENSGALP00000035828
ENSORLP00000021158	ENSGALP00000041861
ENSORLP00000011683	ENSGALP00000008232
ENSORLP00000012629	ENSGALP00000027435
ENSORLP00000007492	ENSGALP00000022258
ENSORLP00000015722	ENSGALP00000020954
ENSORLP00000016847	ENSGALP00000024868
ENSORLP00000013608	ENSGALP00000018038
ENSORLP00000009283	ENSGALP00000002234
ENSORLP00000017678	ENSGALP00000001468
ENSORLP00000020682	ENSGALP00000020930
ENSORLP00000016466	ENSGALP00000020930
ENSORLP00000003565	ENSGALP00000027829
ENSORLP00000006234	ENSGALP00000010141
ENSORLP00000008873	ENSGALP00000010141
ENSORLP00000004012	ENSGALP00000028052
ENSORLP00000019104	ENSGALP00000028052
ENSORLP00000004146	ENSGALP00000025448
ENSORLP00000001238	ENSGALP00000006016
ENSORLP00000002094	ENSGALP00000011018
ENSORLP00000007855	ENSGALP00000015665
ENSORLP00000021261	ENSGALP00000024361
ENSORLP00000000756	ENSGALP00000027863
ENSORLP00000019395	ENSGALP00000027376
ENSORLP00000012875	ENSGALP00000011504
ENSORLP00000017649	ENSGALP00000004111
ENSORLP00000015920	ENSGALP00000020422
ENSORLP00000010801	ENSGALP00000024139
ENSORLP00000021262	ENSGALP00000036979
ENSORLP00000002318	ENSGALP00000004270
ENSORLP00000010348	ENSGALP00000006724
ENSORLP00000009514	ENSGALP00000004401
ENSORLP00000002727	ENSGALP00000004401
ENSORLP00000024773	ENSGALP00000025042
ENSORLP00000016427	ENSGALP00000040897
ENSORLP00000009148	ENSGALP00000040897
ENSORLP00000005761	ENSGALP00000019306
ENSORLP00000002756	ENSGALP00000019306
ENSORLP00000015182	ENSGALP00000023626
ENSORLP00000019533	ENSGALP00000011857
ENSORLP00000024189	ENSGALP00000013705
ENSORLP00000021081	ENSGALP00000018095
ENSORLP00000003504	ENSGALP00000018095
ENSORLP00000021304	ENSGALP00000018580
ENSORLP00000002969	ENSGALP00000018580
ENSORLP00000020100	ENSGALP00000021968
ENSORLP00000001529	ENSGALP00000021968
ENSORLP00000024829	ENSGALP00000018925
ENSORLP00000003833	ENSGALP00000018925
ENSORLP00000006917	ENSGALP00000041211
ENSORLP00000003182	ENSGALP00000041211
ENSORLP00000015229	ENSGALP00000041970
ENSORLP00000008672	ENSGALP00000041970
ENSORLP00000022526	ENSGALP00000025756
ENSORLP00000000889	ENSGALP00000025756
ENSORLP00000009079	ENSGALP00000004472
ENSORLP00000016623	ENSGALP00000004472
ENSORLP00000013642	ENSGALP00000013560
ENSORLP00000012377	ENSGALP00000013560
ENSORLP00000000937	ENSGALP00000006085
ENSORLP00000004139	ENSGALP00000006085
ENSORLP00000003140	ENSGALP00000024029
ENSORLP00000021171	ENSGALP00000024029
ENSORLP00000023504	ENSGALP00000020068
ENSORLP00000017804	ENSGALP00000020068
ENSORLP00000004947	ENSGALP00000034590
ENSORLP00000005292	ENSGALP00000002498
ENSORLP00000002481	ENSGALP00000023734
ENSORLP00000002495	ENSGALP00000023753
ENSORLP00000000979	ENSGALP00000013375
ENSORLP00000024726	ENSGALP00000002359
ENSORLP00000019173	ENSGALP00000020168
ENSORLP00000002123	ENSGALP00000003455
ENSORLP00000021394	ENSGALP00000008558
ENSORLP00000005249	ENSGALP00000007768
ENSORLP00000020908	ENSGALP00000005401
ENSORLP00000016672	ENSGALP00000001374
ENSORLP00000020614	ENSGALP00000001691
ENSORLP00000010999	ENSGALP00000003475
ENSORLP00000002550	ENSGALP00000013502
ENSORLP00000008409	ENSGALP00000002660
ENSORLP00000021711	ENSGALP00000035074
ENSORLP00000012486	ENSGALP00000002055
ENSORLP00000004997	ENSGALP00000018523
ENSORLP00000007445	ENSGALP00000010023
ENSORLP00000007743	ENSGALP00000000544
ENSORLP00000004652	ENSGALP00000027881
ENSORLP00000025727	ENSGALP00000027881
ENSORLP00000010656	ENSGALP00000039829
ENSORLP00000008061	ENSGALP00000039829
ENSORLP00000001592	ENSGALP00000019808
ENSORLP00000010645	ENSGALP00000000597
ENSORLP00000008055	ENSGALP00000000597
ENSORLP00000021515	ENSGALP00000023295
ENSORLP00000017318	ENSGALP00000005892
ENSORLP00000016920	ENSGALP00000024904
ENSORLP00000024684	ENSGALP00000007507
ENSORLP00000019171	ENSGALP00000018373
ENSORLP00000013784	ENSGALP00000017210
ENSORLP00000019881	ENSGALP00000017210
ENSORLP00000023944	ENSGALP00000005598
ENSORLP00000019665	ENSGALP00000005598
ENSORLP00000019181	ENSGALP00000018370
ENSORLP00000019190	ENSGALP00000018369
ENSORLP00000017877	ENSGALP00000017309
ENSORLP00000009794	ENSGALP00000002688
ENSORLP00000021157	ENSGALP00000015080
ENSORLP00000018415	ENSGALP00000004659
ENSORLP00000003118	ENSGALP00000019511
ENSORLP00000004378	ENSGALP00000001451
ENSORLP00000011418	ENSGALP00000002052
ENSORLP00000016478	ENSGALP00000005545
ENSORLP00000006878	ENSGALP00000028876
ENSORLP00000003841	ENSGALP00000011127
ENSORLP00000000268	ENSGALP00000010048
ENSORLP00000009995	ENSGALP00000015537
ENSORLP00000006955	ENSGALP00000003437
ENSORLP00000009587	ENSGALP00000008945
ENSORLP00000018814	ENSGALP00000000711
ENSORLP00000021428	ENSGALP00000020375
ENSORLP00000011342	ENSGALP00000027589
ENSORLP00000012042	ENSGALP00000004249
ENSORLP00000001979	ENSGALP00000010676
ENSORLP00000000440	ENSGALP00000015797
ENSORLP00000003856	ENSGALP00000012514
ENSORLP00000007707	ENSGALP00000020134
ENSORLP00000024047	ENSGALP00000025600
ENSORLP00000014336	ENSGALP00000018712
ENSORLP00000009413	ENSGALP00000004219
ENSORLP00000003314	ENSGALP00000004484
ENSORLP00000009344	ENSGALP00000011389
ENSORLP00000020387	ENSGALP00000002713
ENSORLP00000020063	ENSGALP00000002713
ENSORLP00000025376	ENSGALP00000004038
ENSORLP00000018982	ENSGALP00000026436
ENSORLP00000018037	ENSGALP00000043245
ENSORLP00000004044	ENSGALP00000040250
ENSORLP00000013442	ENSGALP00000015999
ENSORLP00000011875	ENSGALP00000009187
ENSORLP00000014582	ENSGALP00000023111
ENSORLP00000009507	ENSGALP00000008103
ENSORLP00000010181	ENSGALP00000005780
ENSORLP00000016283	ENSGALP00000002394
ENSORLP00000001187	ENSGALP00000002394
ENSORLP00000011317	ENSGALP00000007086
ENSORLP00000013803	ENSGALP00000014522
ENSORLP00000017907	ENSGALP00000024705
ENSORLP00000003993	ENSGALP00000024705
ENSORLP00000007165	ENSGALP00000023037
ENSORLP00000005501	ENSGALP00000023037
ENSORLP00000018339	ENSGALP00000011324
ENSORLP00000005941	ENSGALP00000011550
ENSORLP00000002501	ENSGALP00000011550
ENSORLP00000025823	ENSGALP00000014032
