ENSTNIP00000006282	ENSACAP00000008923
ENSTNIP00000019348	ENSACAP00000002226
ENSTNIP00000007849	ENSACAP00000011561
ENSTNIP00000017222	ENSACAP00000011561
ENSTNIP00000009963	ENSACAP00000009051
ENSTNIP00000011570	ENSACAP00000006623
ENSTNIP00000010796	ENSACAP00000006623
ENSTNIP00000002173	ENSACAP00000004269
ENSTNIP00000017555	ENSACAP00000004269
ENSTNIP00000005444	ENSACAP00000010831
ENSTNIP00000009138	ENSACAP00000011483
ENSTNIP00000012374	ENSACAP00000011483
ENSTNIP00000013299	ENSACAP00000000584
ENSTNIP00000012414	ENSACAP00000000584
ENSTNIP00000018505	ENSACAP00000011302
ENSTNIP00000007578	ENSACAP00000015868
ENSTNIP00000007479	ENSACAP00000016043
ENSTNIP00000012664	ENSACAP00000016043
ENSTNIP00000002813	ENSACAP00000012816
ENSTNIP00000022004	ENSACAP00000015758
ENSTNIP00000014200	ENSACAP00000015758
ENSTNIP00000010903	ENSACAP00000016487
ENSTNIP00000013968	ENSACAP00000000036
ENSTNIP00000015473	ENSACAP00000009405
ENSTNIP00000018001	ENSACAP00000009405
ENSTNIP00000015802	ENSACAP00000001109
ENSTNIP00000005775	ENSACAP00000007854
ENSTNIP00000005228	ENSACAP00000001259
ENSTNIP00000011600	ENSACAP00000002290
ENSTNIP00000017452	ENSACAP00000013093
ENSTNIP00000011850	ENSACAP00000013092
ENSTNIP00000020780	ENSACAP00000000270
ENSTNIP00000010330	ENSACAP00000009808
ENSTNIP00000021422	ENSACAP00000009140
ENSTNIP00000007717	ENSACAP00000009140
ENSTNIP00000011595	ENSACAP00000009558
ENSTNIP00000001641	ENSACAP00000003745
ENSTNIP00000016242	ENSACAP00000013937
ENSTNIP00000021008	ENSACAP00000013937
ENSTNIP00000020566	ENSACAP00000016365
ENSTNIP00000000809	ENSACAP00000004155
ENSTNIP00000003209	ENSACAP00000011182
ENSTNIP00000015419	ENSACAP00000006005
ENSTNIP00000007216	ENSACAP00000015436
ENSTNIP00000013832	ENSACAP00000013661
ENSTNIP00000020969	ENSACAP00000011705
ENSTNIP00000004328	ENSACAP00000017429
ENSTNIP00000001138	ENSACAP00000011510
ENSTNIP00000022959	ENSACAP00000015955
ENSTNIP00000018924	ENSACAP00000009973
ENSTNIP00000011969	ENSACAP00000009973
ENSTNIP00000018848	ENSACAP00000001330
ENSTNIP00000008305	ENSACAP00000015363
ENSTNIP00000012447	ENSACAP00000006909
ENSTNIP00000007731	ENSACAP00000004544
ENSTNIP00000006263	ENSACAP00000015556
ENSTNIP00000000896	ENSACAP00000013437
ENSTNIP00000016397	ENSACAP00000003901
ENSTNIP00000012182	ENSACAP00000015005
ENSTNIP00000018195	ENSACAP00000010978
ENSTNIP00000017642	ENSACAP00000009127
ENSTNIP00000011986	ENSACAP00000002136
ENSTNIP00000018196	ENSACAP00000011296
ENSTNIP00000017786	ENSACAP00000008933
ENSTNIP00000018531	ENSACAP00000017242
ENSTNIP00000018891	ENSACAP00000005917
ENSTNIP00000011109	ENSACAP00000008423
ENSTNIP00000019612	ENSACAP00000004024
ENSTNIP00000006792	ENSACAP00000001445
ENSTNIP00000011561	ENSACAP00000007404
ENSTNIP00000014811	ENSACAP00000016195
ENSTNIP00000014632	ENSACAP00000016195
ENSTNIP00000004963	ENSACAP00000009706
ENSTNIP00000017981	ENSACAP00000012477
ENSTNIP00000000727	ENSACAP00000005001
ENSTNIP00000016627	ENSACAP00000012240
ENSTNIP00000022322	ENSACAP00000016711
ENSTNIP00000017037	ENSACAP00000001150
ENSTNIP00000015433	ENSACAP00000003826
ENSTNIP00000011652	ENSACAP00000007886
ENSTNIP00000007895	ENSACAP00000012013
ENSTNIP00000016289	ENSACAP00000015861
ENSTNIP00000006261	ENSACAP00000001489
ENSTNIP00000013229	ENSACAP00000003056
ENSTNIP00000003348	ENSACAP00000003056
ENSTNIP00000015070	ENSACAP00000016530
ENSTNIP00000003685	ENSACAP00000016530
ENSTNIP00000005191	ENSACAP00000009305
ENSTNIP00000019964	ENSACAP00000012430
ENSTNIP00000021390	ENSACAP00000012430
ENSTNIP00000013570	ENSACAP00000011975
ENSTNIP00000011651	ENSACAP00000009366
ENSTNIP00000021896	ENSACAP00000003789
ENSTNIP00000010091	ENSACAP00000007630
ENSTNIP00000004650	ENSACAP00000016542
ENSTNIP00000008640	ENSACAP00000008956
ENSTNIP00000022455	ENSACAP00000016703
ENSTNIP00000016814	ENSACAP00000003036
ENSTNIP00000015382	ENSACAP00000002399
ENSTNIP00000005131	ENSACAP00000002399
ENSTNIP00000009062	ENSACAP00000001987
ENSTNIP00000019735	ENSACAP00000003082
ENSTNIP00000013441	ENSACAP00000015362
ENSTNIP00000001768	ENSACAP00000015362
ENSTNIP00000010246	ENSACAP00000016369
ENSTNIP00000018356	ENSACAP00000011043
ENSTNIP00000012944	ENSACAP00000013004
ENSTNIP00000008285	ENSACAP00000005501
ENSTNIP00000022695	ENSACAP00000004967
ENSTNIP00000015760	ENSACAP00000012249
ENSTNIP00000018088	ENSACAP00000004673
ENSTNIP00000008409	ENSACAP00000004673
ENSTNIP00000014359	ENSACAP00000016527
ENSTNIP00000016313	ENSACAP00000004999
ENSTNIP00000017171	ENSACAP00000004999
ENSTNIP00000017270	ENSACAP00000015120
ENSTNIP00000019287	ENSACAP00000012626
ENSTNIP00000003270	ENSACAP00000004310
ENSTNIP00000011928	ENSACAP00000004310
ENSTNIP00000022537	ENSACAP00000002105
ENSTNIP00000003994	ENSACAP00000006489
ENSTNIP00000014724	ENSACAP00000003063
ENSTNIP00000005049	ENSACAP00000017883
ENSTNIP00000023037	ENSACAP00000000066
ENSTNIP00000012460	ENSACAP00000015237
ENSTNIP00000019161	ENSACAP00000015237
ENSTNIP00000014363	ENSACAP00000019136
ENSTNIP00000015482	ENSACAP00000009778
ENSTNIP00000020734	ENSACAP00000009844
ENSTNIP00000011213	ENSACAP00000011410
ENSTNIP00000014304	ENSACAP00000011410
ENSTNIP00000010790	ENSACAP00000007080
ENSTNIP00000011618	ENSACAP00000007080
ENSTNIP00000009863	ENSACAP00000022871
ENSTNIP00000014963	ENSACAP00000022871
ENSTNIP00000016792	ENSACAP00000009064
ENSTNIP00000022054	ENSACAP00000005380
ENSTNIP00000010394	ENSACAP00000019087
ENSTNIP00000011860	ENSACAP00000006887
ENSTNIP00000016382	ENSACAP00000001440
ENSTNIP00000014569	ENSACAP00000005901
ENSTNIP00000014353	ENSACAP00000012151
ENSTNIP00000020353	ENSACAP00000009633
ENSTNIP00000006316	ENSACAP00000004927
ENSTNIP00000013398	ENSACAP00000007923
ENSTNIP00000009583	ENSACAP00000007923
ENSTNIP00000010062	ENSACAP00000009849
ENSTNIP00000020769	ENSACAP00000000168
ENSTNIP00000018017	ENSACAP00000017669
ENSTNIP00000003937	ENSACAP00000004261
ENSTNIP00000012160	ENSACAP00000008061
ENSTNIP00000002275	ENSACAP00000006498
ENSTNIP00000013728	ENSACAP00000014835
ENSTNIP00000016851	ENSACAP00000007204
ENSTNIP00000010768	ENSACAP00000007204
ENSTNIP00000013029	ENSACAP00000010253
ENSTNIP00000015988	ENSACAP00000001145
ENSTNIP00000010645	ENSACAP00000010186
ENSTNIP00000007317	ENSACAP00000007255
ENSTNIP00000011771	ENSACAP00000010458
ENSTNIP00000006154	ENSACAP00000001837
ENSTNIP00000018255	ENSACAP00000011878
ENSTNIP00000005959	ENSACAP00000005549
ENSTNIP00000010880	ENSACAP00000007915
ENSTNIP00000011246	ENSACAP00000011871
ENSTNIP00000014663	ENSACAP00000017686
ENSTNIP00000012057	ENSACAP00000000014
ENSTNIP00000012344	ENSACAP00000010444
ENSTNIP00000015568	ENSACAP00000016468
ENSTNIP00000017329	ENSACAP00000004925
ENSTNIP00000018338	ENSACAP00000004925
ENSTNIP00000006290	ENSACAP00000011597
ENSTNIP00000007346	ENSACAP00000013863
ENSTNIP00000020000	ENSACAP00000005142
ENSTNIP00000005068	ENSACAP00000005142
ENSTNIP00000010190	ENSACAP00000007830
ENSTNIP00000019650	ENSACAP00000022484
ENSTNIP00000016149	ENSACAP00000022484
ENSTNIP00000019648	ENSACAP00000008485
ENSTNIP00000019649	ENSACAP00000008485
ENSTNIP00000003407	ENSACAP00000021965
ENSTNIP00000019647	ENSACAP00000008506
ENSTNIP00000013160	ENSACAP00000009455
ENSTNIP00000017425	ENSACAP00000004668
ENSTNIP00000008892	ENSACAP00000009577
ENSTNIP00000003423	ENSACAP00000014105
ENSTNIP00000005360	ENSACAP00000021915
ENSTNIP00000007004	ENSACAP00000002518
ENSTNIP00000014515	ENSACAP00000002518
ENSTNIP00000008054	ENSACAP00000017431
ENSTNIP00000012148	ENSACAP00000005335
ENSTNIP00000010692	ENSACAP00000000172
ENSTNIP00000020767	ENSACAP00000000172
ENSTNIP00000008941	ENSACAP00000021998
ENSTNIP00000006551	ENSACAP00000017155
ENSTNIP00000005198	ENSACAP00000016599
ENSTNIP00000020321	ENSACAP00000008424
ENSTNIP00000010212	ENSACAP00000004383
ENSTNIP00000012644	ENSACAP00000004383
ENSTNIP00000004915	ENSACAP00000016506
ENSTNIP00000018343	ENSACAP00000001908
ENSTNIP00000007752	ENSACAP00000003730
ENSTNIP00000021122	ENSACAP00000000700
ENSTNIP00000010166	ENSACAP00000015194
ENSTNIP00000015532	ENSACAP00000015194
ENSTNIP00000018169	ENSACAP00000020756
ENSTNIP00000009873	ENSACAP00000020756
ENSTNIP00000017541	ENSACAP00000001223
ENSTNIP00000018863	ENSACAP00000003634
ENSTNIP00000019890	ENSACAP00000013499
ENSTNIP00000012337	ENSACAP00000004851
ENSTNIP00000012336	ENSACAP00000004839
ENSTNIP00000009726	ENSACAP00000002051
ENSTNIP00000015341	ENSACAP00000013123
ENSTNIP00000009978	ENSACAP00000013123
ENSTNIP00000012332	ENSACAP00000000452
ENSTNIP00000016975	ENSACAP00000000452
ENSTNIP00000010410	ENSACAP00000016687
ENSTNIP00000013422	ENSACAP00000016687
ENSTNIP00000016494	ENSACAP00000010205
ENSTNIP00000020080	ENSACAP00000012073
ENSTNIP00000021646	ENSACAP00000001728
ENSTNIP00000006272	ENSACAP00000006031
ENSTNIP00000005248	ENSACAP00000000263
ENSTNIP00000015620	ENSACAP00000011820
ENSTNIP00000007259	ENSACAP00000008978
ENSTNIP00000014492	ENSACAP00000008077
ENSTNIP00000015487	ENSACAP00000005569
ENSTNIP00000009883	ENSACAP00000005569
ENSTNIP00000020010	ENSACAP00000005571
ENSTNIP00000020207	ENSACAP00000014860
ENSTNIP00000004607	ENSACAP00000017214
ENSTNIP00000016341	ENSACAP00000017214
ENSTNIP00000016340	ENSACAP00000017215
ENSTNIP00000020220	ENSACAP00000020150
ENSTNIP00000009045	ENSACAP00000000843
ENSTNIP00000011865	ENSACAP00000005646
ENSTNIP00000016093	ENSACAP00000015336
ENSTNIP00000015590	ENSACAP00000006774
ENSTNIP00000020232	ENSACAP00000004388
ENSTNIP00000020232	ENSACAP00000009964
ENSTNIP00000018272	ENSACAP00000005725
ENSTNIP00000004934	ENSACAP00000005725
ENSTNIP00000015321	ENSACAP00000009976
ENSTNIP00000016100	ENSACAP00000009976
ENSTNIP00000007929	ENSACAP00000008299
ENSTNIP00000009820	ENSACAP00000008299
ENSTNIP00000004845	ENSACAP00000003021
ENSTNIP00000011939	ENSACAP00000003021
ENSTNIP00000012436	ENSACAP00000010061
ENSTNIP00000016008	ENSACAP00000016601
ENSTNIP00000002060	ENSACAP00000001022
ENSTNIP00000022751	ENSACAP00000014926
ENSTNIP00000007644	ENSACAP00000005981
ENSTNIP00000010997	ENSACAP00000003727
ENSTNIP00000015425	ENSACAP00000015674
ENSTNIP00000012255	ENSACAP00000013506
ENSTNIP00000019132	ENSACAP00000013506
ENSTNIP00000010027	ENSACAP00000012700
ENSTNIP00000022255	ENSACAP00000006256
ENSTNIP00000022882	ENSACAP00000014552
ENSTNIP00000019501	ENSACAP00000004682
ENSTNIP00000020112	ENSACAP00000017566
ENSTNIP00000002868	ENSACAP00000001885
ENSTNIP00000019266	ENSACAP00000001885
ENSTNIP00000013174	ENSACAP00000008344
ENSTNIP00000008035	ENSACAP00000002828
ENSTNIP00000019538	ENSACAP00000015245
ENSTNIP00000017917	ENSACAP00000005132
ENSTNIP00000001889	ENSACAP00000014493
ENSTNIP00000009708	ENSACAP00000001398
ENSTNIP00000015526	ENSACAP00000014855
ENSTNIP00000017000	ENSACAP00000002481
ENSTNIP00000006385	ENSACAP00000002481
ENSTNIP00000014798	ENSACAP00000006041
ENSTNIP00000013050	ENSACAP00000007373
ENSTNIP00000008759	ENSACAP00000012561
ENSTNIP00000009904	ENSACAP00000022061
ENSTNIP00000013787	ENSACAP00000008278
ENSTNIP00000005648	ENSACAP00000013040
ENSTNIP00000012142	ENSACAP00000008652
ENSTNIP00000015351	ENSACAP00000009394
ENSTNIP00000006867	ENSACAP00000009394
ENSTNIP00000010550	ENSACAP00000000341
ENSTNIP00000019751	ENSACAP00000001765
ENSTNIP00000021733	ENSACAP00000016977
ENSTNIP00000018664	ENSACAP00000011064
ENSTNIP00000004105	ENSACAP00000011064
ENSTNIP00000006352	ENSACAP00000005583
ENSTNIP00000016371	ENSACAP00000009413
ENSTNIP00000020420	ENSACAP00000013322
ENSTNIP00000013073	ENSACAP00000009323
ENSTNIP00000013899	ENSACAP00000003406
ENSTNIP00000020573	ENSACAP00000003406
ENSTNIP00000009054	ENSACAP00000007170
ENSTNIP00000008081	ENSACAP00000010382
ENSTNIP00000002802	ENSACAP00000012320
ENSTNIP00000018471	ENSACAP00000012036
ENSTNIP00000022261	ENSACAP00000022360
ENSTNIP00000013120	ENSACAP00000009538
ENSTNIP00000017084	ENSACAP00000005950
ENSTNIP00000022007	ENSACAP00000015821
ENSTNIP00000010207	ENSACAP00000014278
ENSTNIP00000000325	ENSACAP00000014278
ENSTNIP00000020134	ENSACAP00000005389
ENSTNIP00000017043	ENSACAP00000004993
ENSTNIP00000012541	ENSACAP00000004993
ENSTNIP00000014277	ENSACAP00000006172
ENSTNIP00000002721	ENSACAP00000016279
ENSTNIP00000018613	ENSACAP00000019298
ENSTNIP00000010656	ENSACAP00000004007
ENSTNIP00000003203	ENSACAP00000006976
ENSTNIP00000021465	ENSACAP00000017670
ENSTNIP00000009707	ENSACAP00000001502
ENSTNIP00000014068	ENSACAP00000002448
ENSTNIP00000000748	ENSACAP00000012363
ENSTNIP00000012227	ENSACAP00000004805
ENSTNIP00000011710	ENSACAP00000004805
ENSTNIP00000022648	ENSACAP00000009191
ENSTNIP00000003634	ENSACAP00000003586
ENSTNIP00000014795	ENSACAP00000005119
ENSTNIP00000014389	ENSACAP00000003108
ENSTNIP00000017298	ENSACAP00000001740
ENSTNIP00000003864	ENSACAP00000001740
ENSTNIP00000018922	ENSACAP00000009892
ENSTNIP00000012721	ENSACAP00000001533
ENSTNIP00000021842	ENSACAP00000023457
ENSTNIP00000022251	ENSACAP00000014163
ENSTNIP00000009574	ENSACAP00000014163
ENSTNIP00000021096	ENSACAP00000012331
ENSTNIP00000021782	ENSACAP00000000021
ENSTNIP00000018060	ENSACAP00000017182
ENSTNIP00000006040	ENSACAP00000006834
ENSTNIP00000018091	ENSACAP00000017652
ENSTNIP00000009835	ENSACAP00000017652
ENSTNIP00000010176	ENSACAP00000012324
ENSTNIP00000005592	ENSACAP00000012525
ENSTNIP00000004992	ENSACAP00000008042
ENSTNIP00000011324	ENSACAP00000006798
ENSTNIP00000013162	ENSACAP00000014416
ENSTNIP00000012542	ENSACAP00000005031
ENSTNIP00000022228	ENSACAP00000003291
ENSTNIP00000007606	ENSACAP00000011381
ENSTNIP00000016765	ENSACAP00000004356
ENSTNIP00000017133	ENSACAP00000004931
ENSTNIP00000018036	ENSACAP00000020113
ENSTNIP00000008357	ENSACAP00000007150
ENSTNIP00000020873	ENSACAP00000009806
ENSTNIP00000019881	ENSACAP00000006176
ENSTNIP00000011508	ENSACAP00000003837
ENSTNIP00000017446	ENSACAP00000003837
ENSTNIP00000010322	ENSACAP00000016373
ENSTNIP00000006699	ENSACAP00000001236
ENSTNIP00000007545	ENSACAP00000015594
ENSTNIP00000022398	ENSACAP00000016151
ENSTNIP00000007746	ENSACAP00000009267
ENSTNIP00000022396	ENSACAP00000015935
ENSTNIP00000010140	ENSACAP00000008689
ENSTNIP00000017785	ENSACAP00000008689
ENSTNIP00000005769	ENSACAP00000004719
ENSTNIP00000001303	ENSACAP00000015486
ENSTNIP00000005544	ENSACAP00000013062
ENSTNIP00000010969	ENSACAP00000008979
ENSTNIP00000017811	ENSACAP00000016633
ENSTNIP00000021091	ENSACAP00000009930
ENSTNIP00000009563	ENSACAP00000009005
ENSTNIP00000013308	ENSACAP00000009005
ENSTNIP00000013572	ENSACAP00000011825
ENSTNIP00000015370	ENSACAP00000006214
ENSTNIP00000019187	ENSACAP00000001817
ENSTNIP00000012276	ENSACAP00000002368
ENSTNIP00000020247	ENSACAP00000005382
ENSTNIP00000020684	ENSACAP00000018202
ENSTNIP00000018419	ENSACAP00000010575
ENSTNIP00000013452	ENSACAP00000012554
ENSTNIP00000021440	ENSACAP00000007171
ENSTNIP00000002284	ENSACAP00000008836
ENSTNIP00000011733	ENSACAP00000012098
ENSTNIP00000017310	ENSACAP00000010992
ENSTNIP00000007435	ENSACAP00000010992
ENSTNIP00000007915	ENSACAP00000007550
ENSTNIP00000014116	ENSACAP00000000318
ENSTNIP00000015259	ENSACAP00000006538
ENSTNIP00000018717	ENSACAP00000012577
ENSTNIP00000021409	ENSACAP00000012941
ENSTNIP00000015677	ENSACAP00000003203
ENSTNIP00000013801	ENSACAP00000015938
ENSTNIP00000013009	ENSACAP00000016007
ENSTNIP00000016690	ENSACAP00000018122
ENSTNIP00000012393	ENSACAP00000018122
ENSTNIP00000010892	ENSACAP00000004341
ENSTNIP00000019958	ENSACAP00000009332
ENSTNIP00000022591	ENSACAP00000009759
ENSTNIP00000009242	ENSACAP00000014029
ENSTNIP00000016823	ENSACAP00000014029
ENSTNIP00000020303	ENSACAP00000003417
ENSTNIP00000017914	ENSACAP00000008927
ENSTNIP00000019588	ENSACAP00000007502
ENSTNIP00000018124	ENSACAP00000016634
ENSTNIP00000019587	ENSACAP00000007561
ENSTNIP00000021866	ENSACAP00000014455
ENSTNIP00000018885	ENSACAP00000013548
ENSTNIP00000011912	ENSACAP00000013548
ENSTNIP00000010103	ENSACAP00000019591
ENSTNIP00000019499	ENSACAP00000006437
ENSTNIP00000013446	ENSACAP00000006437
ENSTNIP00000012585	ENSACAP00000014382
ENSTNIP00000004748	ENSACAP00000010462
ENSTNIP00000011948	ENSACAP00000010922
ENSTNIP00000019692	ENSACAP00000001015
ENSTNIP00000022177	ENSACAP00000003818
ENSTNIP00000008478	ENSACAP00000001979
ENSTNIP00000020382	ENSACAP00000013114
ENSTNIP00000018153	ENSACAP00000020819
ENSTNIP00000013267	ENSACAP00000003522
ENSTNIP00000014677	ENSACAP00000013219
ENSTNIP00000013146	ENSACAP00000013219
ENSTNIP00000019980	ENSACAP00000008982
ENSTNIP00000019870	ENSACAP00000007780
ENSTNIP00000004666	ENSACAP00000007153
ENSTNIP00000018080	ENSACAP00000004432
ENSTNIP00000000251	ENSACAP00000015587
ENSTNIP00000012582	ENSACAP00000017151
ENSTNIP00000002394	ENSACAP00000013845
ENSTNIP00000005474	ENSACAP00000013845
ENSTNIP00000005787	ENSACAP00000002559
ENSTNIP00000020064	ENSACAP00000006135
ENSTNIP00000014031	ENSACAP00000006135
ENSTNIP00000015500	ENSACAP00000014792
ENSTNIP00000010587	ENSACAP00000007360
ENSTNIP00000019282	ENSACAP00000008757
ENSTNIP00000010588	ENSACAP00000007291
ENSTNIP00000013415	ENSACAP00000016472
ENSTNIP00000016020	ENSACAP00000016145
ENSTNIP00000019179	ENSACAP00000011908
ENSTNIP00000022279	ENSACAP00000017554
ENSTNIP00000022015	ENSACAP00000015872
ENSTNIP00000019382	ENSACAP00000017424
ENSTNIP00000001876	ENSACAP00000017424
ENSTNIP00000015678	ENSACAP00000014927
ENSTNIP00000011806	ENSACAP00000008662
ENSTNIP00000006213	ENSACAP00000005996
ENSTNIP00000022564	ENSACAP00000005996
ENSTNIP00000017210	ENSACAP00000018405
ENSTNIP00000008623	ENSACAP00000003592
ENSTNIP00000013699	ENSACAP00000003592
ENSTNIP00000006737	ENSACAP00000001237
ENSTNIP00000019820	ENSACAP00000009932
ENSTNIP00000011660	ENSACAP00000009260
ENSTNIP00000014356	ENSACAP00000009260
ENSTNIP00000014326	ENSACAP00000014781
ENSTNIP00000017664	ENSACAP00000005847
ENSTNIP00000003863	ENSACAP00000012456
ENSTNIP00000015585	ENSACAP00000003913
ENSTNIP00000004386	ENSACAP00000017435
ENSTNIP00000011052	ENSACAP00000017435
ENSTNIP00000012149	ENSACAP00000005329
ENSTNIP00000015707	ENSACAP00000006427
ENSTNIP00000012139	ENSACAP00000004645
ENSTNIP00000016867	ENSACAP00000013697
ENSTNIP00000004932	ENSACAP00000017139
ENSTNIP00000013866	ENSACAP00000017139
ENSTNIP00000019660	ENSACAP00000008355
ENSTNIP00000020742	ENSACAP00000008785
ENSTNIP00000016004	ENSACAP00000010026
ENSTNIP00000010296	ENSACAP00000013140
ENSTNIP00000018411	ENSACAP00000013140
ENSTNIP00000019884	ENSACAP00000000259
ENSTNIP00000019667	ENSACAP00000016505
ENSTNIP00000016793	ENSACAP00000009068
ENSTNIP00000016586	ENSACAP00000005464
ENSTNIP00000022055	ENSACAP00000005464
ENSTNIP00000019653	ENSACAP00000007562
ENSTNIP00000014436	ENSACAP00000005929
ENSTNIP00000000126	ENSACAP00000005929
ENSTNIP00000000731	ENSACAP00000015498
ENSTNIP00000009922	ENSACAP00000015310
ENSTNIP00000011955	ENSACAP00000020315
ENSTNIP00000007743	ENSACAP00000003456
ENSTNIP00000012773	ENSACAP00000001748
ENSTNIP00000004858	ENSACAP00000017119
ENSTNIP00000014320	ENSACAP00000004406
ENSTNIP00000012477	ENSACAP00000004406
ENSTNIP00000013221	ENSACAP00000000097
ENSTNIP00000001298	ENSACAP00000006529
ENSTNIP00000008665	ENSACAP00000005749
ENSTNIP00000022804	ENSACAP00000007258
ENSTNIP00000018763	ENSACAP00000007348
ENSTNIP00000014163	ENSACAP00000000788
ENSTNIP00000003905	ENSACAP00000007224
ENSTNIP00000008990	ENSACAP00000006343
ENSTNIP00000021804	ENSACAP00000006343
ENSTNIP00000008283	ENSACAP00000000908
ENSTNIP00000010747	ENSACAP00000006503
ENSTNIP00000015708	ENSACAP00000006503
ENSTNIP00000003549	ENSACAP00000006216
ENSTNIP00000000807	ENSACAP00000006216
ENSTNIP00000011554	ENSACAP00000002174
ENSTNIP00000010806	ENSACAP00000002174
ENSTNIP00000009410	ENSACAP00000005977
ENSTNIP00000013346	ENSACAP00000010491
ENSTNIP00000015326	ENSACAP00000010491
ENSTNIP00000015795	ENSACAP00000001325
ENSTNIP00000001323	ENSACAP00000005627
ENSTNIP00000010375	ENSACAP00000010946
ENSTNIP00000003438	ENSACAP00000004707
ENSTNIP00000022116	ENSACAP00000003878
ENSTNIP00000020920	ENSACAP00000013020
ENSTNIP00000011722	ENSACAP00000001103
ENSTNIP00000013523	ENSACAP00000001103
ENSTNIP00000022889	ENSACAP00000009802
ENSTNIP00000007103	ENSACAP00000018350
ENSTNIP00000022966	ENSACAP00000011228
ENSTNIP00000005215	ENSACAP00000001553
ENSTNIP00000009653	ENSACAP00000016658
ENSTNIP00000020487	ENSACAP00000014881
ENSTNIP00000001932	ENSACAP00000011516
ENSTNIP00000011091	ENSACAP00000011516
ENSTNIP00000009956	ENSACAP00000005430
ENSTNIP00000018285	ENSACAP00000017322
ENSTNIP00000001211	ENSACAP00000017940
ENSTNIP00000015141	ENSACAP00000001026
ENSTNIP00000022230	ENSACAP00000001536
ENSTNIP00000002107	ENSACAP00000006975
ENSTNIP00000013834	ENSACAP00000008663
ENSTNIP00000005322	ENSACAP00000019881
ENSTNIP00000002578	ENSACAP00000015542
ENSTNIP00000003471	ENSACAP00000005105
ENSTNIP00000000989	ENSACAP00000008577
ENSTNIP00000004123	ENSACAP00000010686
ENSTNIP00000004122	ENSACAP00000010695
ENSTNIP00000004121	ENSACAP00000010719
ENSTNIP00000004114	ENSACAP00000010179
ENSTNIP00000004126	ENSACAP00000017632
ENSTNIP00000004113	ENSACAP00000010189
ENSTNIP00000004120	ENSACAP00000010731
ENSTNIP00000004116	ENSACAP00000006345
ENSTNIP00000013397	ENSACAP00000007703
ENSTNIP00000002792	ENSACAP00000007703
ENSTNIP00000021925	ENSACAP00000003934
ENSTNIP00000009700	ENSACAP00000015808
ENSTNIP00000007784	ENSACAP00000012208
ENSTNIP00000003816	ENSACAP00000012208
ENSTNIP00000010397	ENSACAP00000001522
ENSTNIP00000015096	ENSACAP00000001522
ENSTNIP00000021900	ENSACAP00000004239
ENSTNIP00000020384	ENSACAP00000000640
ENSTNIP00000020386	ENSACAP00000001096
ENSTNIP00000018985	ENSACAP00000005263
ENSTNIP00000016423	ENSACAP00000005204
ENSTNIP00000014526	ENSACAP00000004157
ENSTNIP00000006932	ENSACAP00000000247
ENSTNIP00000013449	ENSACAP00000000285
ENSTNIP00000016060	ENSACAP00000000285
ENSTNIP00000004757	ENSACAP00000012641
ENSTNIP00000012023	ENSACAP00000011177
ENSTNIP00000013208	ENSACAP00000011177
ENSTNIP00000018507	ENSACAP00000000878
ENSTNIP00000007585	ENSACAP00000004554
ENSTNIP00000021547	ENSACAP00000008776
ENSTNIP00000016665	ENSACAP00000011650
ENSTNIP00000010971	ENSACAP00000013905
ENSTNIP00000013295	ENSACAP00000004828
ENSTNIP00000017147	ENSACAP00000010424
ENSTNIP00000000771	ENSACAP00000010599
ENSTNIP00000008137	ENSACAP00000015159
ENSTNIP00000021113	ENSACAP00000000406
ENSTNIP00000011829	ENSACAP00000014042
ENSTNIP00000001570	ENSACAP00000001602
ENSTNIP00000004351	ENSACAP00000001602
ENSTNIP00000007735	ENSACAP00000004502
ENSTNIP00000021861	ENSACAP00000009987
ENSTNIP00000015214	ENSACAP00000010768
ENSTNIP00000013964	ENSACAP00000009236
ENSTNIP00000011737	ENSACAP00000009516
ENSTNIP00000000036	ENSACAP00000001416
ENSTNIP00000019643	ENSACAP00000008848
ENSTNIP00000014821	ENSACAP00000008848
ENSTNIP00000019002	ENSACAP00000012511
ENSTNIP00000003911	ENSACAP00000003302
ENSTNIP00000002869	ENSACAP00000020271
ENSTNIP00000017973	ENSACAP00000020271
ENSTNIP00000000145	ENSACAP00000003865
ENSTNIP00000002557	ENSACAP00000005188
ENSTNIP00000018250	ENSACAP00000012830
ENSTNIP00000017547	ENSACAP00000016141
ENSTNIP00000013008	ENSACAP00000016020
ENSTNIP00000001525	ENSACAP00000014508
ENSTNIP00000003762	ENSACAP00000005193
ENSTNIP00000019068	ENSACAP00000002729
ENSTNIP00000012484	ENSACAP00000015057
ENSTNIP00000002351	ENSACAP00000008316
ENSTNIP00000021274	ENSACAP00000008774
ENSTNIP00000009993	ENSACAP00000009357
ENSTNIP00000011715	ENSACAP00000000887
ENSTNIP00000011172	ENSACAP00000000887
ENSTNIP00000009219	ENSACAP00000007947
ENSTNIP00000001469	ENSACAP00000007947
ENSTNIP00000022245	ENSACAP00000013800
ENSTNIP00000008764	ENSACAP00000007419
ENSTNIP00000005672	ENSACAP00000000044
ENSTNIP00000017338	ENSACAP00000003172
ENSTNIP00000009567	ENSACAP00000004867
ENSTNIP00000010637	ENSACAP00000004867
ENSTNIP00000009686	ENSACAP00000014629
ENSTNIP00000010987	ENSACAP00000002717
ENSTNIP00000000815	ENSACAP00000002717
ENSTNIP00000011807	ENSACAP00000001339
