ENSORLP00000017023	ENSTGUP00000008915
ENSORLP00000013745	ENSTGUP00000010301
ENSORLP00000011030	ENSTGUP00000011817
ENSORLP00000021281	ENSTGUP00000007519
ENSORLP00000004237	ENSTGUP00000008776
ENSORLP00000005960	ENSTGUP00000003216
ENSORLP00000015410	ENSTGUP00000017618
ENSORLP00000015473	ENSTGUP00000017303
ENSORLP00000015354	ENSTGUP00000017249
ENSORLP00000022303	ENSTGUP00000011348
ENSORLP00000014352	ENSTGUP00000011348
ENSORLP00000006183	ENSTGUP00000011526
ENSORLP00000021392	ENSTGUP00000017513
ENSORLP00000024698	ENSTGUP00000017513
ENSORLP00000019993	ENSTGUP00000007088
ENSORLP00000009058	ENSTGUP00000010755
ENSORLP00000011300	ENSTGUP00000010755
ENSORLP00000014885	ENSTGUP00000013585
ENSORLP00000012526	ENSTGUP00000001574
ENSORLP00000022490	ENSTGUP00000012719
ENSORLP00000015533	ENSTGUP00000017527
ENSORLP00000019848	ENSTGUP00000013891
ENSORLP00000006757	ENSTGUP00000013896
ENSORLP00000019544	ENSTGUP00000013896
ENSORLP00000014749	ENSTGUP00000004876
ENSORLP00000011280	ENSTGUP00000007981
ENSORLP00000018422	ENSTGUP00000007981
ENSORLP00000018058	ENSTGUP00000014612
ENSORLP00000017405	ENSTGUP00000004281
ENSORLP00000025058	ENSTGUP00000005428
ENSORLP00000009494	ENSTGUP00000005560
ENSORLP00000021768	ENSTGUP00000007741
ENSORLP00000008386	ENSTGUP00000013740
ENSORLP00000013992	ENSTGUP00000000534
ENSORLP00000022230	ENSTGUP00000011264
ENSORLP00000020462	ENSTGUP00000008051
ENSORLP00000013073	ENSTGUP00000011335
ENSORLP00000000387	ENSTGUP00000005518
ENSORLP00000024918	ENSTGUP00000002005
ENSORLP00000019207	ENSTGUP00000012307
ENSORLP00000000759	ENSTGUP00000006153
ENSORLP00000013936	ENSTGUP00000010306
ENSORLP00000006402	ENSTGUP00000010306
ENSORLP00000003263	ENSTGUP00000013176
ENSORLP00000013236	ENSTGUP00000017775
ENSORLP00000010814	ENSTGUP00000006627
ENSORLP00000006770	ENSTGUP00000006627
ENSORLP00000006324	ENSTGUP00000010363
ENSORLP00000014073	ENSTGUP00000010363
ENSORLP00000020064	ENSTGUP00000013560
ENSORLP00000020776	ENSTGUP00000013560
ENSORLP00000008105	ENSTGUP00000000982
ENSORLP00000021622	ENSTGUP00000012272
ENSORLP00000010974	ENSTGUP00000012272
ENSORLP00000019483	ENSTGUP00000009564
ENSORLP00000007430	ENSTGUP00000009564
ENSORLP00000016677	ENSTGUP00000008424
ENSORLP00000009469	ENSTGUP00000003992
ENSORLP00000005480	ENSTGUP00000014154
ENSORLP00000002998	ENSTGUP00000012160
ENSORLP00000013916	ENSTGUP00000012160
ENSORLP00000008334	ENSTGUP00000001790
ENSORLP00000018665	ENSTGUP00000000271
ENSORLP00000004691	ENSTGUP00000000271
ENSORLP00000009581	ENSTGUP00000005503
ENSORLP00000020536	ENSTGUP00000017389
ENSORLP00000001310	ENSTGUP00000017389
ENSORLP00000014124	ENSTGUP00000009262
ENSORLP00000016118	ENSTGUP00000006913
ENSORLP00000022947	ENSTGUP00000000055
ENSORLP00000020819	ENSTGUP00000006626
ENSORLP00000017048	ENSTGUP00000006626
ENSORLP00000008027	ENSTGUP00000007574
ENSORLP00000002419	ENSTGUP00000013438
ENSORLP00000018859	ENSTGUP00000013438
ENSORLP00000019484	ENSTGUP00000007839
ENSORLP00000011733	ENSTGUP00000007839
ENSORLP00000018775	ENSTGUP00000012996
ENSORLP00000021648	ENSTGUP00000012996
ENSORLP00000002083	ENSTGUP00000004618
ENSORLP00000002086	ENSTGUP00000004618
ENSORLP00000022533	ENSTGUP00000000474
ENSORLP00000022515	ENSTGUP00000008942
ENSORLP00000012251	ENSTGUP00000006569
ENSORLP00000006975	ENSTGUP00000011644
ENSORLP00000025623	ENSTGUP00000005703
ENSORLP00000003606	ENSTGUP00000014817
ENSORLP00000023208	ENSTGUP00000014817
ENSORLP00000014881	ENSTGUP00000000402
ENSORLP00000012163	ENSTGUP00000000402
ENSORLP00000002843	ENSTGUP00000006365
ENSORLP00000016822	ENSTGUP00000000583
ENSORLP00000025864	ENSTGUP00000010822
ENSORLP00000020658	ENSTGUP00000003249
ENSORLP00000004874	ENSTGUP00000002639
ENSORLP00000020936	ENSTGUP00000010260
ENSORLP00000013224	ENSTGUP00000000718
ENSORLP00000004696	ENSTGUP00000005857
ENSORLP00000022855	ENSTGUP00000005857
ENSORLP00000005708	ENSTGUP00000001689
ENSORLP00000021716	ENSTGUP00000008626
ENSORLP00000021729	ENSTGUP00000008628
ENSORLP00000005733	ENSTGUP00000001696
ENSORLP00000022518	ENSTGUP00000012321
ENSORLP00000025138	ENSTGUP00000007631
ENSORLP00000009305	ENSTGUP00000004898
ENSORLP00000024174	ENSTGUP00000017671
ENSORLP00000016873	ENSTGUP00000012372
ENSORLP00000002943	ENSTGUP00000006771
ENSORLP00000020477	ENSTGUP00000013694
ENSORLP00000007896	ENSTGUP00000001506
ENSORLP00000013890	ENSTGUP00000001506
ENSORLP00000014457	ENSTGUP00000000832
ENSORLP00000006409	ENSTGUP00000007310
ENSORLP00000014775	ENSTGUP00000008528
ENSORLP00000024632	ENSTGUP00000008324
ENSORLP00000006013	ENSTGUP00000006225
ENSORLP00000009905	ENSTGUP00000001091
ENSORLP00000021797	ENSTGUP00000011106
ENSORLP00000012312	ENSTGUP00000013234
ENSORLP00000019337	ENSTGUP00000004376
ENSORLP00000002867	ENSTGUP00000012672
ENSORLP00000023170	ENSTGUP00000007488
ENSORLP00000017957	ENSTGUP00000010496
ENSORLP00000012498	ENSTGUP00000000017
ENSORLP00000012504	ENSTGUP00000000017
ENSORLP00000017645	ENSTGUP00000007665
ENSORLP00000020706	ENSTGUP00000013061
ENSORLP00000021429	ENSTGUP00000016894
ENSORLP00000018588	ENSTGUP00000007776
ENSORLP00000001366	ENSTGUP00000007995
ENSORLP00000010240	ENSTGUP00000006460
ENSORLP00000025456	ENSTGUP00000005841
ENSORLP00000020662	ENSTGUP00000003990
ENSORLP00000025580	ENSTGUP00000005577
ENSORLP00000011459	ENSTGUP00000013584
ENSORLP00000024711	ENSTGUP00000002133
ENSORLP00000003975	ENSTGUP00000007333
ENSORLP00000000930	ENSTGUP00000007333
ENSORLP00000018315	ENSTGUP00000017677
ENSORLP00000022046	ENSTGUP00000010272
ENSORLP00000014939	ENSTGUP00000007183
ENSORLP00000014950	ENSTGUP00000007183
ENSORLP00000016850	ENSTGUP00000012316
ENSORLP00000002450	ENSTGUP00000013839
ENSORLP00000014783	ENSTGUP00000013839
ENSORLP00000021595	ENSTGUP00000017515
ENSORLP00000024155	ENSTGUP00000017516
ENSORLP00000010884	ENSTGUP00000011799
ENSORLP00000022936	ENSTGUP00000010663
ENSORLP00000009576	ENSTGUP00000000392
ENSORLP00000013419	ENSTGUP00000010987
ENSORLP00000021017	ENSTGUP00000000479
ENSORLP00000021593	ENSTGUP00000013035
ENSORLP00000021629	ENSTGUP00000013035
ENSORLP00000016501	ENSTGUP00000007454
ENSORLP00000011568	ENSTGUP00000007454
ENSORLP00000014170	ENSTGUP00000008252
ENSORLP00000011525	ENSTGUP00000000356
ENSORLP00000010162	ENSTGUP00000006142
ENSORLP00000009503	ENSTGUP00000007528
ENSORLP00000010378	ENSTGUP00000007528
ENSORLP00000017919	ENSTGUP00000000236
ENSORLP00000004018	ENSTGUP00000000236
ENSORLP00000024913	ENSTGUP00000003566
ENSORLP00000012168	ENSTGUP00000004216
ENSORLP00000001058	ENSTGUP00000007672
ENSORLP00000016442	ENSTGUP00000003582
ENSORLP00000021899	ENSTGUP00000009106
ENSORLP00000001705	ENSTGUP00000009106
ENSORLP00000009331	ENSTGUP00000014649
ENSORLP00000010875	ENSTGUP00000012260
ENSORLP00000009431	ENSTGUP00000002681
ENSORLP00000003295	ENSTGUP00000013169
ENSORLP00000020496	ENSTGUP00000005617
ENSORLP00000001334	ENSTGUP00000008690
ENSORLP00000003327	ENSTGUP00000008704
ENSORLP00000006087	ENSTGUP00000006348
ENSORLP00000022995	ENSTGUP00000005555
ENSORLP00000009538	ENSTGUP00000005555
ENSORLP00000023984	ENSTGUP00000003854
ENSORLP00000005221	ENSTGUP00000010069
ENSORLP00000001234	ENSTGUP00000003507
ENSORLP00000019934	ENSTGUP00000009817
ENSORLP00000008863	ENSTGUP00000000831
ENSORLP00000008376	ENSTGUP00000006543
ENSORLP00000011129	ENSTGUP00000006543
ENSORLP00000011061	ENSTGUP00000003934
ENSORLP00000011183	ENSTGUP00000017409
ENSORLP00000010989	ENSTGUP00000017409
ENSORLP00000010585	ENSTGUP00000008858
ENSORLP00000016838	ENSTGUP00000012515
ENSORLP00000020509	ENSTGUP00000005446
ENSORLP00000008788	ENSTGUP00000011955
ENSORLP00000013643	ENSTGUP00000010933
ENSORLP00000005149	ENSTGUP00000008644
ENSORLP00000015206	ENSTGUP00000006003
ENSORLP00000020880	ENSTGUP00000017592
ENSORLP00000015019	ENSTGUP00000010369
ENSORLP00000015307	ENSTGUP00000017797
ENSORLP00000010636	ENSTGUP00000000940
ENSORLP00000011480	ENSTGUP00000012138
ENSORLP00000009134	ENSTGUP00000001834
ENSORLP00000015482	ENSTGUP00000013660
ENSORLP00000015463	ENSTGUP00000013655
ENSORLP00000008454	ENSTGUP00000007736
ENSORLP00000024648	ENSTGUP00000010918
ENSORLP00000019619	ENSTGUP00000017763
ENSORLP00000013302	ENSTGUP00000005746
ENSORLP00000002243	ENSTGUP00000003809
ENSORLP00000001390	ENSTGUP00000003809
ENSORLP00000019142	ENSTGUP00000000327
ENSORLP00000006340	ENSTGUP00000000327
ENSORLP00000000228	ENSTGUP00000001446
ENSORLP00000022062	ENSTGUP00000001446
ENSORLP00000015008	ENSTGUP00000010472
ENSORLP00000001206	ENSTGUP00000010472
ENSORLP00000011121	ENSTGUP00000006605
ENSORLP00000011601	ENSTGUP00000006605
ENSORLP00000025597	ENSTGUP00000010601
ENSORLP00000019723	ENSTGUP00000010601
ENSORLP00000023732	ENSTGUP00000008416
ENSORLP00000005975	ENSTGUP00000003315
ENSORLP00000021815	ENSTGUP00000013356
ENSORLP00000022585	ENSTGUP00000013356
ENSORLP00000016520	ENSTGUP00000004244
ENSORLP00000007672	ENSTGUP00000002416
ENSORLP00000013375	ENSTGUP00000016869
ENSORLP00000008419	ENSTGUP00000008806
ENSORLP00000001551	ENSTGUP00000008806
ENSORLP00000020931	ENSTGUP00000007479
ENSORLP00000020489	ENSTGUP00000013705
ENSORLP00000023552	ENSTGUP00000007018
ENSORLP00000002212	ENSTGUP00000006428
ENSORLP00000014647	ENSTGUP00000010882
ENSORLP00000010028	ENSTGUP00000007053
ENSORLP00000018288	ENSTGUP00000010801
ENSORLP00000023248	ENSTGUP00000002966
ENSORLP00000009985	ENSTGUP00000002966
ENSORLP00000008990	ENSTGUP00000007100
ENSORLP00000012044	ENSTGUP00000003792
ENSORLP00000002980	ENSTGUP00000012183
ENSORLP00000014022	ENSTGUP00000012183
ENSORLP00000014796	ENSTGUP00000012383
ENSORLP00000016405	ENSTGUP00000001809
ENSORLP00000008767	ENSTGUP00000008559
ENSORLP00000005469	ENSTGUP00000002877
ENSORLP00000015014	ENSTGUP00000011389
ENSORLP00000025211	ENSTGUP00000009278
ENSORLP00000020882	ENSTGUP00000012510
ENSORLP00000018753	ENSTGUP00000006893
ENSORLP00000008870	ENSTGUP00000010085
ENSORLP00000003547	ENSTGUP00000002286
ENSORLP00000003193	ENSTGUP00000002286
ENSORLP00000006689	ENSTGUP00000006678
ENSORLP00000000199	ENSTGUP00000009644
ENSORLP00000019265	ENSTGUP00000005572
ENSORLP00000013122	ENSTGUP00000002477
ENSORLP00000019874	ENSTGUP00000013932
ENSORLP00000014627	ENSTGUP00000001915
ENSORLP00000015919	ENSTGUP00000013908
ENSORLP00000016430	ENSTGUP00000011579
ENSORLP00000006796	ENSTGUP00000017663
ENSORLP00000002436	ENSTGUP00000002001
ENSORLP00000002165	ENSTGUP00000010127
ENSORLP00000014090	ENSTGUP00000003452
ENSORLP00000010693	ENSTGUP00000013187
ENSORLP00000013666	ENSTGUP00000004762
ENSORLP00000025535	ENSTGUP00000004789
ENSORLP00000008676	ENSTGUP00000011823
ENSORLP00000012633	ENSTGUP00000007449
ENSORLP00000010059	ENSTGUP00000005728
ENSORLP00000020533	ENSTGUP00000013701
ENSORLP00000021885	ENSTGUP00000001459
ENSORLP00000009462	ENSTGUP00000001337
ENSORLP00000012617	ENSTGUP00000013292
ENSORLP00000006921	ENSTGUP00000001799
ENSORLP00000004047	ENSTGUP00000012652
ENSORLP00000006872	ENSTGUP00000012652
ENSORLP00000010640	ENSTGUP00000011308
ENSORLP00000012465	ENSTGUP00000011937
ENSORLP00000007307	ENSTGUP00000011937
ENSORLP00000008535	ENSTGUP00000000789
ENSORLP00000018576	ENSTGUP00000000789
ENSORLP00000011060	ENSTGUP00000004461
ENSORLP00000014115	ENSTGUP00000012110
ENSORLP00000025714	ENSTGUP00000000813
ENSORLP00000010471	ENSTGUP00000000813
ENSORLP00000021938	ENSTGUP00000009200
ENSORLP00000009534	ENSTGUP00000003010
ENSORLP00000006348	ENSTGUP00000003010
ENSORLP00000021941	ENSTGUP00000009203
ENSORLP00000021943	ENSTGUP00000009215
ENSORLP00000001666	ENSTGUP00000009219
ENSORLP00000009549	ENSTGUP00000003007
ENSORLP00000021315	ENSTGUP00000003546
ENSORLP00000009904	ENSTGUP00000017241
ENSORLP00000009838	ENSTGUP00000003253
ENSORLP00000006969	ENSTGUP00000003253
ENSORLP00000008528	ENSTGUP00000000418
ENSORLP00000018629	ENSTGUP00000009794
ENSORLP00000020959	ENSTGUP00000007328
ENSORLP00000001938	ENSTGUP00000002947
ENSORLP00000002162	ENSTGUP00000002947
ENSORLP00000016842	ENSTGUP00000012679
ENSORLP00000008624	ENSTGUP00000004113
ENSORLP00000005550	ENSTGUP00000006362
ENSORLP00000015315	ENSTGUP00000003256
ENSORLP00000000545	ENSTGUP00000006319
ENSORLP00000010336	ENSTGUP00000012424
ENSORLP00000011161	ENSTGUP00000013533
ENSORLP00000006162	ENSTGUP00000001382
ENSORLP00000000639	ENSTGUP00000016967
ENSORLP00000012395	ENSTGUP00000016967
ENSORLP00000022270	ENSTGUP00000008609
ENSORLP00000014853	ENSTGUP00000012477
ENSORLP00000002728	ENSTGUP00000004196
ENSORLP00000002716	ENSTGUP00000004225
ENSORLP00000012243	ENSTGUP00000004225
ENSORLP00000013679	ENSTGUP00000011053
ENSORLP00000022742	ENSTGUP00000013303
ENSORLP00000016974	ENSTGUP00000005692
ENSORLP00000000960	ENSTGUP00000005692
ENSORLP00000020299	ENSTGUP00000011137
ENSORLP00000000607	ENSTGUP00000011137
ENSORLP00000017257	ENSTGUP00000001981
ENSORLP00000016927	ENSTGUP00000002041
ENSORLP00000002819	ENSTGUP00000006390
ENSORLP00000002833	ENSTGUP00000006385
ENSORLP00000000986	ENSTGUP00000004350
ENSORLP00000005308	ENSTGUP00000004350
ENSORLP00000019032	ENSTGUP00000009652
ENSORLP00000017280	ENSTGUP00000007477
ENSORLP00000003404	ENSTGUP00000003019
ENSORLP00000007699	ENSTGUP00000005977
ENSORLP00000010236	ENSTGUP00000009721
ENSORLP00000015827	ENSTGUP00000009721
ENSORLP00000015798	ENSTGUP00000009676
ENSORLP00000001587	ENSTGUP00000010147
ENSORLP00000024625	ENSTGUP00000001360
ENSORLP00000015402	ENSTGUP00000013174
ENSORLP00000012353	ENSTGUP00000013233
ENSORLP00000004946	ENSTGUP00000000568
ENSORLP00000012703	ENSTGUP00000000568
ENSORLP00000009158	ENSTGUP00000000346
ENSORLP00000002082	ENSTGUP00000000346
ENSORLP00000004459	ENSTGUP00000007027
ENSORLP00000010782	ENSTGUP00000001813
ENSORLP00000011351	ENSTGUP00000013865
ENSORLP00000008622	ENSTGUP00000011612
ENSORLP00000012772	ENSTGUP00000005760
ENSORLP00000005306	ENSTGUP00000000737
ENSORLP00000013310	ENSTGUP00000000737
ENSORLP00000020170	ENSTGUP00000006121
ENSORLP00000015091	ENSTGUP00000002782
ENSORLP00000005992	ENSTGUP00000006196
ENSORLP00000014596	ENSTGUP00000006196
ENSORLP00000024653	ENSTGUP00000008299
ENSORLP00000017433	ENSTGUP00000006642
ENSORLP00000008234	ENSTGUP00000000302
ENSORLP00000014226	ENSTGUP00000004965
ENSORLP00000019024	ENSTGUP00000010936
ENSORLP00000000071	ENSTGUP00000009785
ENSORLP00000004994	ENSTGUP00000002344
ENSORLP00000018514	ENSTGUP00000002344
ENSORLP00000004543	ENSTGUP00000003957
ENSORLP00000006984	ENSTGUP00000003957
ENSORLP00000015209	ENSTGUP00000006077
ENSORLP00000008952	ENSTGUP00000002820
ENSORLP00000001329	ENSTGUP00000002820
ENSORLP00000022431	ENSTGUP00000013241
ENSORLP00000019801	ENSTGUP00000000162
ENSORLP00000014001	ENSTGUP00000000816
ENSORLP00000015701	ENSTGUP00000013537
ENSORLP00000013282	ENSTGUP00000012197
ENSORLP00000000934	ENSTGUP00000003200
ENSORLP00000015345	ENSTGUP00000008944
ENSORLP00000019586	ENSTGUP00000013602
ENSORLP00000012710	ENSTGUP00000013648
ENSORLP00000025867	ENSTGUP00000008912
ENSORLP00000024036	ENSTGUP00000016495
ENSORLP00000000683	ENSTGUP00000012050
ENSORLP00000009851	ENSTGUP00000003247
ENSORLP00000006938	ENSTGUP00000003247
ENSORLP00000001014	ENSTGUP00000010969
ENSORLP00000015692	ENSTGUP00000010015
ENSORLP00000006278	ENSTGUP00000002982
ENSORLP00000006289	ENSTGUP00000002984
ENSORLP00000006298	ENSTGUP00000002987
ENSORLP00000021331	ENSTGUP00000003527
ENSORLP00000021951	ENSTGUP00000009239
ENSORLP00000011009	ENSTGUP00000011957
ENSORLP00000008364	ENSTGUP00000011956
ENSORLP00000020903	ENSTGUP00000002612
ENSORLP00000006363	ENSTGUP00000003013
ENSORLP00000021937	ENSTGUP00000009194
ENSORLP00000014690	ENSTGUP00000008623
ENSORLP00000012427	ENSTGUP00000013211
ENSORLP00000019448	ENSTGUP00000004108
ENSORLP00000009608	ENSTGUP00000004108
ENSORLP00000025156	ENSTGUP00000008303
ENSORLP00000022577	ENSTGUP00000000102
ENSORLP00000024865	ENSTGUP00000008460
ENSORLP00000012947	ENSTGUP00000014472
ENSORLP00000003714	ENSTGUP00000003699
ENSORLP00000016673	ENSTGUP00000013486
ENSORLP00000012259	ENSTGUP00000006614
ENSORLP00000023441	ENSTGUP00000005972
ENSORLP00000008121	ENSTGUP00000006740
ENSORLP00000007958	ENSTGUP00000006740
ENSORLP00000005130	ENSTGUP00000001670
ENSORLP00000002193	ENSTGUP00000006916
ENSORLP00000008979	ENSTGUP00000001345
ENSORLP00000016719	ENSTGUP00000001345
ENSORLP00000020459	ENSTGUP00000007815
ENSORLP00000000554	ENSTGUP00000009701
ENSORLP00000020512	ENSTGUP00000011875
ENSORLP00000020110	ENSTGUP00000001064
ENSORLP00000015341	ENSTGUP00000005303
ENSORLP00000012143	ENSTGUP00000005303
ENSORLP00000002410	ENSTGUP00000015497
ENSORLP00000012006	ENSTGUP00000012543
ENSORLP00000020131	ENSTGUP00000004563
ENSORLP00000022058	ENSTGUP00000011693
ENSORLP00000016529	ENSTGUP00000011720
ENSORLP00000020049	ENSTGUP00000009623
ENSORLP00000011397	ENSTGUP00000009623
ENSORLP00000003336	ENSTGUP00000003753
ENSORLP00000017316	ENSTGUP00000016079
ENSORLP00000007155	ENSTGUP00000008976
ENSORLP00000013398	ENSTGUP00000010393
ENSORLP00000000075	ENSTGUP00000010393
ENSORLP00000013510	ENSTGUP00000012184
ENSORLP00000016901	ENSTGUP00000012184
ENSORLP00000024239	ENSTGUP00000001952
ENSORLP00000005193	ENSTGUP00000001952
ENSORLP00000019526	ENSTGUP00000005320
ENSORLP00000015487	ENSTGUP00000013653
ENSORLP00000006294	ENSTGUP00000013883
ENSORLP00000019045	ENSTGUP00000000732
ENSORLP00000009505	ENSTGUP00000000732
ENSORLP00000010146	ENSTGUP00000009839
ENSORLP00000003979	ENSTGUP00000006081
ENSORLP00000006260	ENSTGUP00000013885
ENSORLP00000018985	ENSTGUP00000009471
ENSORLP00000002454	ENSTGUP00000002907
ENSORLP00000011481	ENSTGUP00000000352
ENSORLP00000016353	ENSTGUP00000001149
ENSORLP00000011290	ENSTGUP00000016958
ENSORLP00000005826	ENSTGUP00000014074
ENSORLP00000001317	ENSTGUP00000004210
ENSORLP00000006212	ENSTGUP00000004205
ENSORLP00000016761	ENSTGUP00000013002
ENSORLP00000024419	ENSTGUP00000017201
ENSORLP00000017033	ENSTGUP00000002808
ENSORLP00000002121	ENSTGUP00000006162
ENSORLP00000020182	ENSTGUP00000006162
ENSORLP00000002305	ENSTGUP00000003864
ENSORLP00000016258	ENSTGUP00000012777
ENSORLP00000007122	ENSTGUP00000005148
ENSORLP00000013569	ENSTGUP00000006581
ENSORLP00000000961	ENSTGUP00000003594
ENSORLP00000005696	ENSTGUP00000003594
ENSORLP00000004477	ENSTGUP00000006159
ENSORLP00000006441	ENSTGUP00000017107
ENSORLP00000015981	ENSTGUP00000017107
ENSORLP00000018383	ENSTGUP00000011323
ENSORLP00000000110	ENSTGUP00000011323
ENSORLP00000022601	ENSTGUP00000009053
ENSORLP00000001508	ENSTGUP00000007987
ENSORLP00000011806	ENSTGUP00000004391
ENSORLP00000022387	ENSTGUP00000010520
ENSORLP00000013829	ENSTGUP00000010520
ENSORLP00000009251	ENSTGUP00000003132
ENSORLP00000006226	ENSTGUP00000003132
ENSORLP00000014515	ENSTGUP00000003518
ENSORLP00000020575	ENSTGUP00000003518
ENSORLP00000010295	ENSTGUP00000003869
ENSORLP00000020463	ENSTGUP00000001718
ENSORLP00000012874	ENSTGUP00000001718
ENSORLP00000021450	ENSTGUP00000008055
ENSORLP00000006512	ENSTGUP00000000067
ENSORLP00000019802	ENSTGUP00000005723
ENSORLP00000022358	ENSTGUP00000005739
ENSORLP00000021516	ENSTGUP00000008175
ENSORLP00000006493	ENSTGUP00000000422
ENSORLP00000004087	ENSTGUP00000006108
ENSORLP00000024104	ENSTGUP00000002658
ENSORLP00000001356	ENSTGUP00000006747
ENSORLP00000013047	ENSTGUP00000013044
ENSORLP00000007123	ENSTGUP00000012806
ENSORLP00000015501	ENSTGUP00000012806
ENSORLP00000012581	ENSTGUP00000013568
ENSORLP00000010072	ENSTGUP00000009924
ENSORLP00000016874	ENSTGUP00000005370
ENSORLP00000002374	ENSTGUP00000008227
ENSORLP00000011518	ENSTGUP00000008227
ENSORLP00000011803	ENSTGUP00000000274
ENSORLP00000014943	ENSTGUP00000000274
ENSORLP00000021457	ENSTGUP00000008098
ENSORLP00000004415	ENSTGUP00000008098
ENSORLP00000016751	ENSTGUP00000001527
ENSORLP00000019893	ENSTGUP00000016280
ENSORLP00000017305	ENSTGUP00000014004
ENSORLP00000003590	ENSTGUP00000014004
ENSORLP00000016830	ENSTGUP00000004754
ENSORLP00000004912	ENSTGUP00000015263
ENSORLP00000012728	ENSTGUP00000015263
ENSORLP00000005974	ENSTGUP00000009859
ENSORLP00000017079	ENSTGUP00000001300
ENSORLP00000025856	ENSTGUP00000017629
ENSORLP00000003226	ENSTGUP00000012452
ENSORLP00000003572	ENSTGUP00000012452
ENSORLP00000021844	ENSTGUP00000005220
ENSORLP00000011894	ENSTGUP00000011701
ENSORLP00000007213	ENSTGUP00000011861
ENSORLP00000012318	ENSTGUP00000011861
ENSORLP00000009292	ENSTGUP00000000639
ENSORLP00000015317	ENSTGUP00000015749
ENSORLP00000021130	ENSTGUP00000017020
ENSORLP00000011652	ENSTGUP00000004920
ENSORLP00000015905	ENSTGUP00000004920
ENSORLP00000007613	ENSTGUP00000010644
ENSORLP00000018075	ENSTGUP00000010644
ENSORLP00000019201	ENSTGUP00000011033
ENSORLP00000007439	ENSTGUP00000011033
ENSORLP00000000866	ENSTGUP00000000209
ENSORLP00000006864	ENSTGUP00000000209
ENSORLP00000007612	ENSTGUP00000011268
ENSORLP00000015226	ENSTGUP00000004282
ENSORLP00000015330	ENSTGUP00000004282
ENSORLP00000004476	ENSTGUP00000008643
ENSORLP00000019866	ENSTGUP00000013931
ENSORLP00000021634	ENSTGUP00000012981
ENSORLP00000018729	ENSTGUP00000012981
ENSORLP00000018282	ENSTGUP00000001479
ENSORLP00000013034	ENSTGUP00000000700
ENSORLP00000022367	ENSTGUP00000003745
ENSORLP00000008208	ENSTGUP00000002003
ENSORLP00000016172	ENSTGUP00000018189
ENSORLP00000010534	ENSTGUP00000003187
ENSORLP00000012595	ENSTGUP00000009102
ENSORLP00000014877	ENSTGUP00000004678
ENSORLP00000013425	ENSTGUP00000007163
ENSORLP00000011747	ENSTGUP00000001181
ENSORLP00000020272	ENSTGUP00000017563
ENSORLP00000021033	ENSTGUP00000017563
ENSORLP00000009599	ENSTGUP00000009861
ENSORLP00000014330	ENSTGUP00000009861
ENSORLP00000022775	ENSTGUP00000011383
ENSORLP00000020052	ENSTGUP00000018172
ENSORLP00000022770	ENSTGUP00000018172
ENSORLP00000002789	ENSTGUP00000009056
ENSORLP00000016867	ENSTGUP00000005918
ENSORLP00000006091	ENSTGUP00000005899
ENSORLP00000007436	ENSTGUP00000007198
ENSORLP00000019384	ENSTGUP00000007531
ENSORLP00000016555	ENSTGUP00000004071
ENSORLP00000011968	ENSTGUP00000011722
ENSORLP00000003042	ENSTGUP00000011759
ENSORLP00000023041	ENSTGUP00000001562
ENSORLP00000001354	ENSTGUP00000009944
ENSORLP00000006575	ENSTGUP00000000659
ENSORLP00000003101	ENSTGUP00000005421
ENSORLP00000010363	ENSTGUP00000005441
ENSORLP00000012714	ENSTGUP00000017680
ENSORLP00000018329	ENSTGUP00000017680
ENSORLP00000016505	ENSTGUP00000002824
ENSORLP00000000616	ENSTGUP00000002327
ENSORLP00000000779	ENSTGUP00000015435
ENSORLP00000021664	ENSTGUP00000015435
ENSORLP00000025204	ENSTGUP00000007056
ENSORLP00000012823	ENSTGUP00000012576
ENSORLP00000012075	ENSTGUP00000013276
ENSORLP00000025502	ENSTGUP00000003174
ENSORLP00000004821	ENSTGUP00000003174
ENSORLP00000007023	ENSTGUP00000013143
ENSORLP00000020365	ENSTGUP00000017705
ENSORLP00000006814	ENSTGUP00000009994
ENSORLP00000011160	ENSTGUP00000012237
ENSORLP00000025320	ENSTGUP00000004759
ENSORLP00000010444	ENSTGUP00000006384
ENSORLP00000014932	ENSTGUP00000011458
ENSORLP00000020703	ENSTGUP00000011870
ENSORLP00000007243	ENSTGUP00000001372
ENSORLP00000015682	ENSTGUP00000007814
ENSORLP00000017469	ENSTGUP00000006711
ENSORLP00000017075	ENSTGUP00000007526
ENSORLP00000005835	ENSTGUP00000004414
ENSORLP00000005782	ENSTGUP00000004339
ENSORLP00000014553	ENSTGUP00000004339
ENSORLP00000011428	ENSTGUP00000009142
ENSORLP00000012690	ENSTGUP00000008616
ENSORLP00000012013	ENSTGUP00000008616
ENSORLP00000023159	ENSTGUP00000000956
ENSORLP00000024671	ENSTGUP00000011929
ENSORLP00000009836	ENSTGUP00000011936
ENSORLP00000016077	ENSTGUP00000011936
ENSORLP00000006410	ENSTGUP00000003307
ENSORLP00000010167	ENSTGUP00000010251
ENSORLP00000015659	ENSTGUP00000010251
ENSORLP00000021472	ENSTGUP00000012056
ENSORLP00000013598	ENSTGUP00000000769
ENSORLP00000008613	ENSTGUP00000000769
ENSORLP00000004060	ENSTGUP00000003118
ENSORLP00000002678	ENSTGUP00000006317
ENSORLP00000025820	ENSTGUP00000004807
ENSORLP00000011328	ENSTGUP00000008394
