ENSTNIP00000004863	ENSMODP00000016222
ENSTNIP00000013783	ENSMODP00000007488
ENSTNIP00000021737	ENSMODP00000006323
ENSTNIP00000021670	ENSMODP00000021429
ENSTNIP00000008427	ENSMODP00000013950
ENSTNIP00000007893	ENSMODP00000024364
ENSTNIP00000020895	ENSMODP00000006514
ENSTNIP00000019655	ENSMODP00000015140
ENSTNIP00000020181	ENSMODP00000019479
ENSTNIP00000012352	ENSMODP00000019479
ENSTNIP00000012881	ENSMODP00000000663
ENSTNIP00000018311	ENSMODP00000036422
ENSTNIP00000000724	ENSMODP00000006791
ENSTNIP00000021621	ENSMODP00000018678
ENSTNIP00000012247	ENSMODP00000040473
ENSTNIP00000004976	ENSMODP00000020698
ENSTNIP00000012296	ENSMODP00000028231
ENSTNIP00000005253	ENSMODP00000002524
ENSTNIP00000020637	ENSMODP00000002528
ENSTNIP00000019415	ENSMODP00000021839
ENSTNIP00000003239	ENSMODP00000001192
ENSTNIP00000002731	ENSMODP00000011421
ENSTNIP00000003124	ENSMODP00000037665
ENSTNIP00000007441	ENSMODP00000012373
ENSTNIP00000018966	ENSMODP00000005245
ENSTNIP00000010020	ENSMODP00000001627
ENSTNIP00000017852	ENSMODP00000006939
ENSTNIP00000015591	ENSMODP00000007406
ENSTNIP00000021053	ENSMODP00000009009
ENSTNIP00000008729	ENSMODP00000009009
ENSTNIP00000006702	ENSMODP00000028150
ENSTNIP00000012211	ENSMODP00000005801
ENSTNIP00000011003	ENSMODP00000008550
ENSTNIP00000011002	ENSMODP00000008535
ENSTNIP00000002320	ENSMODP00000008535
ENSTNIP00000003797	ENSMODP00000010729
ENSTNIP00000022448	ENSMODP00000022116
ENSTNIP00000000152	ENSMODP00000022116
ENSTNIP00000013882	ENSMODP00000029462
ENSTNIP00000001892	ENSMODP00000013825
ENSTNIP00000021627	ENSMODP00000013825
ENSTNIP00000014179	ENSMODP00000019131
ENSTNIP00000000597	ENSMODP00000010535
ENSTNIP00000003854	ENSMODP00000020026
ENSTNIP00000002028	ENSMODP00000040351
ENSTNIP00000000311	ENSMODP00000004034
ENSTNIP00000010378	ENSMODP00000000389
ENSTNIP00000021535	ENSMODP00000004070
ENSTNIP00000011395	ENSMODP00000018391
ENSTNIP00000018421	ENSMODP00000011604
ENSTNIP00000014733	ENSMODP00000006569
ENSTNIP00000019169	ENSMODP00000018737
ENSTNIP00000011184	ENSMODP00000037146
ENSTNIP00000022069	ENSMODP00000000680
ENSTNIP00000007376	ENSMODP00000004425
ENSTNIP00000008699	ENSMODP00000002821
ENSTNIP00000010014	ENSMODP00000005657
ENSTNIP00000005152	ENSMODP00000022296
ENSTNIP00000014143	ENSMODP00000022934
ENSTNIP00000005765	ENSMODP00000005606
ENSTNIP00000015168	ENSMODP00000015501
ENSTNIP00000009288	ENSMODP00000015501
ENSTNIP00000010389	ENSMODP00000022969
ENSTNIP00000007140	ENSMODP00000022969
ENSTNIP00000018062	ENSMODP00000015552
ENSTNIP00000010780	ENSMODP00000013894
ENSTNIP00000005953	ENSMODP00000013894
ENSTNIP00000007852	ENSMODP00000000881
ENSTNIP00000018796	ENSMODP00000008886
ENSTNIP00000016976	ENSMODP00000012219
ENSTNIP00000002971	ENSMODP00000036505
ENSTNIP00000013012	ENSMODP00000037356
ENSTNIP00000022986	ENSMODP00000020334
ENSTNIP00000020334	ENSMODP00000020334
ENSTNIP00000001643	ENSMODP00000017156
ENSTNIP00000005452	ENSMODP00000016542
ENSTNIP00000005782	ENSMODP00000016542
ENSTNIP00000022147	ENSMODP00000004096
ENSTNIP00000017918	ENSMODP00000004096
ENSTNIP00000011093	ENSMODP00000005854
ENSTNIP00000005204	ENSMODP00000004648
ENSTNIP00000010686	ENSMODP00000004648
ENSTNIP00000021417	ENSMODP00000000770
ENSTNIP00000015380	ENSMODP00000000770
ENSTNIP00000013599	ENSMODP00000001186
ENSTNIP00000005536	ENSMODP00000024653
ENSTNIP00000012394	ENSMODP00000033851
ENSTNIP00000019412	ENSMODP00000021793
ENSTNIP00000016474	ENSMODP00000024642
ENSTNIP00000022945	ENSMODP00000013092
ENSTNIP00000007960	ENSMODP00000016604
ENSTNIP00000021810	ENSMODP00000016604
ENSTNIP00000011076	ENSMODP00000007099
ENSTNIP00000021281	ENSMODP00000001277
ENSTNIP00000010675	ENSMODP00000001277
ENSTNIP00000014008	ENSMODP00000003986
ENSTNIP00000013094	ENSMODP00000003986
ENSTNIP00000020741	ENSMODP00000024412
ENSTNIP00000014667	ENSMODP00000015932
ENSTNIP00000006574	ENSMODP00000022592
ENSTNIP00000022604	ENSMODP00000014117
ENSTNIP00000012934	ENSMODP00000022670
ENSTNIP00000008946	ENSMODP00000021891
ENSTNIP00000008785	ENSMODP00000021891
ENSTNIP00000000611	ENSMODP00000005211
ENSTNIP00000003827	ENSMODP00000024701
ENSTNIP00000014384	ENSMODP00000030396
ENSTNIP00000000549	ENSMODP00000017693
ENSTNIP00000005184	ENSMODP00000017693
ENSTNIP00000022078	ENSMODP00000012376
ENSTNIP00000021186	ENSMODP00000007353
ENSTNIP00000010874	ENSMODP00000001598
ENSTNIP00000013855	ENSMODP00000031781
ENSTNIP00000004604	ENSMODP00000023364
ENSTNIP00000012746	ENSMODP00000023364
ENSTNIP00000016942	ENSMODP00000028958
ENSTNIP00000014849	ENSMODP00000016097
ENSTNIP00000021117	ENSMODP00000016097
ENSTNIP00000013746	ENSMODP00000011921
ENSTNIP00000011959	ENSMODP00000011921
ENSTNIP00000009936	ENSMODP00000002962
ENSTNIP00000014779	ENSMODP00000005404
ENSTNIP00000011319	ENSMODP00000027822
ENSTNIP00000013703	ENSMODP00000005539
ENSTNIP00000015739	ENSMODP00000026549
ENSTNIP00000001681	ENSMODP00000027369
ENSTNIP00000004029	ENSMODP00000024117
ENSTNIP00000020372	ENSMODP00000001684
ENSTNIP00000015824	ENSMODP00000016411
ENSTNIP00000022390	ENSMODP00000029795
ENSTNIP00000007618	ENSMODP00000022522
ENSTNIP00000015271	ENSMODP00000022522
ENSTNIP00000022213	ENSMODP00000026240
ENSTNIP00000000911	ENSMODP00000026240
ENSTNIP00000015153	ENSMODP00000022196
ENSTNIP00000010606	ENSMODP00000016371
ENSTNIP00000020729	ENSMODP00000013819
ENSTNIP00000020185	ENSMODP00000011093
ENSTNIP00000010481	ENSMODP00000011093
ENSTNIP00000004867	ENSMODP00000018433
ENSTNIP00000011832	ENSMODP00000018762
ENSTNIP00000014748	ENSMODP00000018762
ENSTNIP00000022227	ENSMODP00000013985
ENSTNIP00000014739	ENSMODP00000013985
ENSTNIP00000005522	ENSMODP00000027595
ENSTNIP00000005523	ENSMODP00000005186
ENSTNIP00000003352	ENSMODP00000009684
ENSTNIP00000018031	ENSMODP00000009790
ENSTNIP00000018735	ENSMODP00000006557
ENSTNIP00000012570	ENSMODP00000022894
ENSTNIP00000019983	ENSMODP00000005244
ENSTNIP00000007826	ENSMODP00000000091
ENSTNIP00000022929	ENSMODP00000027592
ENSTNIP00000020395	ENSMODP00000032054
ENSTNIP00000019880	ENSMODP00000026468
ENSTNIP00000019718	ENSMODP00000007838
ENSTNIP00000009360	ENSMODP00000003559
ENSTNIP00000019948	ENSMODP00000005850
ENSTNIP00000013194	ENSMODP00000009522
ENSTNIP00000013191	ENSMODP00000032578
ENSTNIP00000016248	ENSMODP00000010666
ENSTNIP00000010511	ENSMODP00000019750
ENSTNIP00000018270	ENSMODP00000019570
ENSTNIP00000017411	ENSMODP00000017777
ENSTNIP00000011891	ENSMODP00000015108
ENSTNIP00000012162	ENSMODP00000024272
ENSTNIP00000016232	ENSMODP00000001679
ENSTNIP00000019135	ENSMODP00000011633
ENSTNIP00000014890	ENSMODP00000011633
ENSTNIP00000018577	ENSMODP00000000763
ENSTNIP00000001849	ENSMODP00000014600
ENSTNIP00000020188	ENSMODP00000008379
ENSTNIP00000013844	ENSMODP00000025732
ENSTNIP00000020432	ENSMODP00000022794
ENSTNIP00000012909	ENSMODP00000037991
ENSTNIP00000011556	ENSMODP00000037991
ENSTNIP00000011789	ENSMODP00000009774
ENSTNIP00000011788	ENSMODP00000009774
ENSTNIP00000013707	ENSMODP00000007322
ENSTNIP00000016014	ENSMODP00000002131
ENSTNIP00000018829	ENSMODP00000031431
ENSTNIP00000014786	ENSMODP00000031431
ENSTNIP00000016964	ENSMODP00000021578
ENSTNIP00000017119	ENSMODP00000004466
ENSTNIP00000015934	ENSMODP00000011170
ENSTNIP00000014040	ENSMODP00000001758
ENSTNIP00000016827	ENSMODP00000022418
ENSTNIP00000021354	ENSMODP00000022418
ENSTNIP00000021470	ENSMODP00000021398
ENSTNIP00000005858	ENSMODP00000021398
ENSTNIP00000013036	ENSMODP00000008242
ENSTNIP00000009441	ENSMODP00000020004
ENSTNIP00000009987	ENSMODP00000005132
ENSTNIP00000001279	ENSMODP00000009681
ENSTNIP00000008658	ENSMODP00000024635
ENSTNIP00000013075	ENSMODP00000015917
ENSTNIP00000003998	ENSMODP00000002496
ENSTNIP00000012243	ENSMODP00000009339
ENSTNIP00000013811	ENSMODP00000000415
ENSTNIP00000019388	ENSMODP00000016711
ENSTNIP00000003765	ENSMODP00000001310
ENSTNIP00000010726	ENSMODP00000001310
ENSTNIP00000007450	ENSMODP00000007616
ENSTNIP00000005644	ENSMODP00000014255
ENSTNIP00000016669	ENSMODP00000014255
ENSTNIP00000000091	ENSMODP00000032599
ENSTNIP00000004647	ENSMODP00000032599
ENSTNIP00000007836	ENSMODP00000022261
ENSTNIP00000000670	ENSMODP00000019289
ENSTNIP00000021767	ENSMODP00000008529
ENSTNIP00000015763	ENSMODP00000008529
ENSTNIP00000021622	ENSMODP00000018696
ENSTNIP00000022923	ENSMODP00000014021
ENSTNIP00000004470	ENSMODP00000010550
ENSTNIP00000007520	ENSMODP00000025760
ENSTNIP00000005495	ENSMODP00000025760
ENSTNIP00000013708	ENSMODP00000007299
ENSTNIP00000006841	ENSMODP00000025764
ENSTNIP00000021361	ENSMODP00000009595
ENSTNIP00000021360	ENSMODP00000009659
ENSTNIP00000000790	ENSMODP00000025776
ENSTNIP00000012483	ENSMODP00000024825
ENSTNIP00000005946	ENSMODP00000022743
ENSTNIP00000007101	ENSMODP00000009960
ENSTNIP00000021260	ENSMODP00000000529
ENSTNIP00000010670	ENSMODP00000000529
ENSTNIP00000007186	ENSMODP00000007833
ENSTNIP00000000598	ENSMODP00000016547
ENSTNIP00000016005	ENSMODP00000036954
ENSTNIP00000019448	ENSMODP00000006916
ENSTNIP00000020553	ENSMODP00000006916
ENSTNIP00000015231	ENSMODP00000020873
ENSTNIP00000015350	ENSMODP00000011536
ENSTNIP00000005636	ENSMODP00000011536
ENSTNIP00000019583	ENSMODP00000005293
ENSTNIP00000021548	ENSMODP00000015839
ENSTNIP00000002483	ENSMODP00000000609
ENSTNIP00000014780	ENSMODP00000015542
ENSTNIP00000018864	ENSMODP00000015542
ENSTNIP00000005790	ENSMODP00000013517
ENSTNIP00000000773	ENSMODP00000021907
ENSTNIP00000002832	ENSMODP00000010893
ENSTNIP00000002292	ENSMODP00000024041
ENSTNIP00000011846	ENSMODP00000006219
ENSTNIP00000010838	ENSMODP00000019788
ENSTNIP00000016156	ENSMODP00000001377
ENSTNIP00000009736	ENSMODP00000001377
ENSTNIP00000011762	ENSMODP00000019385
ENSTNIP00000020461	ENSMODP00000000128
ENSTNIP00000021270	ENSMODP00000037259
ENSTNIP00000014880	ENSMODP00000015969
ENSTNIP00000022427	ENSMODP00000015969
ENSTNIP00000013205	ENSMODP00000020848
ENSTNIP00000018873	ENSMODP00000035172
ENSTNIP00000010362	ENSMODP00000035172
ENSTNIP00000014870	ENSMODP00000035165
ENSTNIP00000006123	ENSMODP00000012995
ENSTNIP00000022592	ENSMODP00000013342
ENSTNIP00000003907	ENSMODP00000012596
ENSTNIP00000003664	ENSMODP00000032838
ENSTNIP00000015830	ENSMODP00000032838
ENSTNIP00000012433	ENSMODP00000011761
ENSTNIP00000005229	ENSMODP00000011761
ENSTNIP00000022710	ENSMODP00000028950
ENSTNIP00000019024	ENSMODP00000024269
ENSTNIP00000015913	ENSMODP00000000583
ENSTNIP00000000171	ENSMODP00000031958
ENSTNIP00000006694	ENSMODP00000031958
ENSTNIP00000000154	ENSMODP00000034806
ENSTNIP00000021162	ENSMODP00000034806
ENSTNIP00000005130	ENSMODP00000021968
ENSTNIP00000003779	ENSMODP00000002765
ENSTNIP00000014373	ENSMODP00000014639
ENSTNIP00000009846	ENSMODP00000020723
ENSTNIP00000007945	ENSMODP00000022299
ENSTNIP00000016512	ENSMODP00000026770
ENSTNIP00000003692	ENSMODP00000008742
ENSTNIP00000021848	ENSMODP00000023067
ENSTNIP00000008546	ENSMODP00000016511
ENSTNIP00000015669	ENSMODP00000016511
ENSTNIP00000001759	ENSMODP00000012176
ENSTNIP00000000434	ENSMODP00000012176
ENSTNIP00000018136	ENSMODP00000035907
ENSTNIP00000011124	ENSMODP00000035907
ENSTNIP00000009661	ENSMODP00000021125
ENSTNIP00000008140	ENSMODP00000021125
ENSTNIP00000022002	ENSMODP00000011239
ENSTNIP00000015604	ENSMODP00000011239
ENSTNIP00000009659	ENSMODP00000027428
ENSTNIP00000017186	ENSMODP00000012386
ENSTNIP00000015468	ENSMODP00000012386
ENSTNIP00000014981	ENSMODP00000015703
ENSTNIP00000017711	ENSMODP00000015703
ENSTNIP00000010392	ENSMODP00000022989
ENSTNIP00000021796	ENSMODP00000006204
ENSTNIP00000010598	ENSMODP00000017747
ENSTNIP00000015701	ENSMODP00000022661
ENSTNIP00000020151	ENSMODP00000034980
ENSTNIP00000015179	ENSMODP00000033722
ENSTNIP00000020585	ENSMODP00000033722
ENSTNIP00000014342	ENSMODP00000034137
ENSTNIP00000015093	ENSMODP00000034137
ENSTNIP00000015839	ENSMODP00000005427
ENSTNIP00000001062	ENSMODP00000006543
ENSTNIP00000004393	ENSMODP00000024625
ENSTNIP00000014644	ENSMODP00000018781
ENSTNIP00000012896	ENSMODP00000001571
ENSTNIP00000004375	ENSMODP00000001882
ENSTNIP00000021719	ENSMODP00000002957
ENSTNIP00000014256	ENSMODP00000025921
ENSTNIP00000007808	ENSMODP00000025921
ENSTNIP00000000617	ENSMODP00000001087
ENSTNIP00000013027	ENSMODP00000017533
ENSTNIP00000013502	ENSMODP00000024646
ENSTNIP00000019961	ENSMODP00000017622
ENSTNIP00000002924	ENSMODP00000029356
ENSTNIP00000016620	ENSMODP00000021319
ENSTNIP00000012908	ENSMODP00000021319
ENSTNIP00000009925	ENSMODP00000005984
ENSTNIP00000005681	ENSMODP00000036364
ENSTNIP00000019719	ENSMODP00000007888
ENSTNIP00000020083	ENSMODP00000012161
ENSTNIP00000023104	ENSMODP00000012161
ENSTNIP00000022094	ENSMODP00000007282
ENSTNIP00000003199	ENSMODP00000007282
ENSTNIP00000009080	ENSMODP00000012371
ENSTNIP00000011995	ENSMODP00000007377
ENSTNIP00000007905	ENSMODP00000009787
ENSTNIP00000010555	ENSMODP00000009423
ENSTNIP00000020065	ENSMODP00000011395
ENSTNIP00000014032	ENSMODP00000011395
ENSTNIP00000019340	ENSMODP00000023167
ENSTNIP00000006496	ENSMODP00000012058
ENSTNIP00000022551	ENSMODP00000008866
ENSTNIP00000020131	ENSMODP00000010636
ENSTNIP00000010036	ENSMODP00000034042
ENSTNIP00000008281	ENSMODP00000022656
ENSTNIP00000009907	ENSMODP00000024762
ENSTNIP00000003582	ENSMODP00000024762
ENSTNIP00000002277	ENSMODP00000009883
ENSTNIP00000017882	ENSMODP00000009883
ENSTNIP00000005399	ENSMODP00000002254
ENSTNIP00000013026	ENSMODP00000017595
ENSTNIP00000011670	ENSMODP00000017595
ENSTNIP00000010755	ENSMODP00000006509
ENSTNIP00000018257	ENSMODP00000020563
ENSTNIP00000003543	ENSMODP00000035939
ENSTNIP00000006719	ENSMODP00000035939
ENSTNIP00000001318	ENSMODP00000025859
ENSTNIP00000017238	ENSMODP00000012168
ENSTNIP00000010424	ENSMODP00000012168
ENSTNIP00000015681	ENSMODP00000033356
ENSTNIP00000002998	ENSMODP00000005261
ENSTNIP00000010448	ENSMODP00000006035
ENSTNIP00000019939	ENSMODP00000026063
ENSTNIP00000015679	ENSMODP00000011380
ENSTNIP00000020805	ENSMODP00000025863
ENSTNIP00000011840	ENSMODP00000004800
ENSTNIP00000020883	ENSMODP00000001035
ENSTNIP00000012945	ENSMODP00000015800
ENSTNIP00000019361	ENSMODP00000012455
ENSTNIP00000012816	ENSMODP00000012455
ENSTNIP00000010420	ENSMODP00000012064
ENSTNIP00000022892	ENSMODP00000000649
ENSTNIP00000010266	ENSMODP00000000649
ENSTNIP00000010139	ENSMODP00000015470
ENSTNIP00000002228	ENSMODP00000015470
ENSTNIP00000016615	ENSMODP00000010137
ENSTNIP00000007374	ENSMODP00000006736
ENSTNIP00000020101	ENSMODP00000002711
ENSTNIP00000008617	ENSMODP00000002983
ENSTNIP00000015200	ENSMODP00000026145
ENSTNIP00000013591	ENSMODP00000006166
ENSTNIP00000015071	ENSMODP00000010114
ENSTNIP00000017518	ENSMODP00000000069
ENSTNIP00000013639	ENSMODP00000012999
ENSTNIP00000012052	ENSMODP00000002132
ENSTNIP00000006176	ENSMODP00000024339
ENSTNIP00000012836	ENSMODP00000026358
ENSTNIP00000015156	ENSMODP00000022225
ENSTNIP00000010227	ENSMODP00000008257
ENSTNIP00000021583	ENSMODP00000038416
ENSTNIP00000013117	ENSMODP00000028259
ENSTNIP00000021889	ENSMODP00000000228
ENSTNIP00000014962	ENSMODP00000000228
ENSTNIP00000004704	ENSMODP00000039211
ENSTNIP00000018724	ENSMODP00000036810
ENSTNIP00000009352	ENSMODP00000036810
ENSTNIP00000000167	ENSMODP00000037411
ENSTNIP00000019064	ENSMODP00000002351
ENSTNIP00000017678	ENSMODP00000002163
ENSTNIP00000010300	ENSMODP00000025398
ENSTNIP00000003834	ENSMODP00000037382
ENSTNIP00000009082	ENSMODP00000037382
ENSTNIP00000004909	ENSMODP00000026612
ENSTNIP00000016682	ENSMODP00000011594
ENSTNIP00000000732	ENSMODP00000019041
ENSTNIP00000006228	ENSMODP00000018868
ENSTNIP00000013989	ENSMODP00000018868
ENSTNIP00000013829	ENSMODP00000003987
ENSTNIP00000015685	ENSMODP00000011208
ENSTNIP00000020809	ENSMODP00000025847
ENSTNIP00000003866	ENSMODP00000024196
ENSTNIP00000014257	ENSMODP00000027786
ENSTNIP00000011599	ENSMODP00000000760
ENSTNIP00000010574	ENSMODP00000011291
ENSTNIP00000000711	ENSMODP00000037952
ENSTNIP00000023099	ENSMODP00000022550
ENSTNIP00000015273	ENSMODP00000022550
ENSTNIP00000023088	ENSMODP00000001136
ENSTNIP00000002184	ENSMODP00000001136
ENSTNIP00000014776	ENSMODP00000007175
ENSTNIP00000003682	ENSMODP00000025868
ENSTNIP00000006718	ENSMODP00000025868
ENSTNIP00000002550	ENSMODP00000034561
ENSTNIP00000010888	ENSMODP00000023467
ENSTNIP00000016476	ENSMODP00000024649
ENSTNIP00000015584	ENSMODP00000020751
ENSTNIP00000012283	ENSMODP00000004710
ENSTNIP00000015578	ENSMODP00000020815
ENSTNIP00000009889	ENSMODP00000020815
ENSTNIP00000018274	ENSMODP00000026883
ENSTNIP00000013384	ENSMODP00000026883
ENSTNIP00000008230	ENSMODP00000000946
ENSTNIP00000020740	ENSMODP00000024409
ENSTNIP00000013092	ENSMODP00000003912
ENSTNIP00000014009	ENSMODP00000003912
ENSTNIP00000017901	ENSMODP00000026803
ENSTNIP00000005771	ENSMODP00000004091
ENSTNIP00000017939	ENSMODP00000018619
ENSTNIP00000000266	ENSMODP00000018619
ENSTNIP00000022327	ENSMODP00000019740
ENSTNIP00000003912	ENSMODP00000012095
ENSTNIP00000019511	ENSMODP00000012095
ENSTNIP00000021485	ENSMODP00000021576
ENSTNIP00000012642	ENSMODP00000019905
ENSTNIP00000006068	ENSMODP00000019905
ENSTNIP00000010983	ENSMODP00000009070
ENSTNIP00000008304	ENSMODP00000009803
ENSTNIP00000016030	ENSMODP00000040419
ENSTNIP00000018020	ENSMODP00000000138
ENSTNIP00000007710	ENSMODP00000000138
ENSTNIP00000019631	ENSMODP00000002855
ENSTNIP00000018185	ENSMODP00000002147
ENSTNIP00000016723	ENSMODP00000025643
ENSTNIP00000008237	ENSMODP00000004378
ENSTNIP00000010334	ENSMODP00000039692
ENSTNIP00000013225	ENSMODP00000005828
ENSTNIP00000020178	ENSMODP00000019172
ENSTNIP00000013224	ENSMODP00000033603
ENSTNIP00000017482	ENSMODP00000016600
ENSTNIP00000006751	ENSMODP00000018974
ENSTNIP00000014601	ENSMODP00000032200
ENSTNIP00000016048	ENSMODP00000023562
ENSTNIP00000021546	ENSMODP00000015806
ENSTNIP00000021608	ENSMODP00000032552
ENSTNIP00000004254	ENSMODP00000015327
ENSTNIP00000017432	ENSMODP00000021315
ENSTNIP00000022654	ENSMODP00000021315
ENSTNIP00000007965	ENSMODP00000006984
ENSTNIP00000020964	ENSMODP00000006984
ENSTNIP00000022060	ENSMODP00000023736
ENSTNIP00000016215	ENSMODP00000023736
ENSTNIP00000019582	ENSMODP00000005222
ENSTNIP00000009102	ENSMODP00000012505
ENSTNIP00000010457	ENSMODP00000026245
ENSTNIP00000012673	ENSMODP00000032292
ENSTNIP00000013758	ENSMODP00000021264
ENSTNIP00000007179	ENSMODP00000021264
ENSTNIP00000015820	ENSMODP00000001663
ENSTNIP00000014574	ENSMODP00000001663
ENSTNIP00000020404	ENSMODP00000017846
ENSTNIP00000016804	ENSMODP00000007740
ENSTNIP00000003913	ENSMODP00000017877
ENSTNIP00000006368	ENSMODP00000005872
ENSTNIP00000013223	ENSMODP00000005872
ENSTNIP00000010244	ENSMODP00000034705
ENSTNIP00000008976	ENSMODP00000034705
ENSTNIP00000003800	ENSMODP00000038084
ENSTNIP00000000824	ENSMODP00000032291
ENSTNIP00000009422	ENSMODP00000008683
ENSTNIP00000009249	ENSMODP00000022169
ENSTNIP00000009403	ENSMODP00000002378
ENSTNIP00000013064	ENSMODP00000005624
ENSTNIP00000010092	ENSMODP00000002541
ENSTNIP00000009898	ENSMODP00000014998
ENSTNIP00000019801	ENSMODP00000015223
ENSTNIP00000008471	ENSMODP00000006411
ENSTNIP00000010053	ENSMODP00000007737
ENSTNIP00000011564	ENSMODP00000010188
ENSTNIP00000017992	ENSMODP00000019004
ENSTNIP00000022106	ENSMODP00000019004
ENSTNIP00000002870	ENSMODP00000019113
ENSTNIP00000015191	ENSMODP00000012377
ENSTNIP00000014089	ENSMODP00000014867
ENSTNIP00000013705	ENSMODP00000011577
ENSTNIP00000012935	ENSMODP00000007980
ENSTNIP00000007263	ENSMODP00000007980
ENSTNIP00000006375	ENSMODP00000007980
ENSTNIP00000019941	ENSMODP00000006111
ENSTNIP00000009850	ENSMODP00000030697
ENSTNIP00000004047	ENSMODP00000035312
ENSTNIP00000013886	ENSMODP00000021984
ENSTNIP00000005796	ENSMODP00000005185
ENSTNIP00000021873	ENSMODP00000020279
ENSTNIP00000017574	ENSMODP00000021683
ENSTNIP00000005261	ENSMODP00000006045
ENSTNIP00000017318	ENSMODP00000026497
ENSTNIP00000018783	ENSMODP00000039040
ENSTNIP00000009195	ENSMODP00000023804
ENSTNIP00000010435	ENSMODP00000009038
ENSTNIP00000011059	ENSMODP00000007054
ENSTNIP00000006059	ENSMODP00000010639
ENSTNIP00000010571	ENSMODP00000009869
ENSTNIP00000020835	ENSMODP00000038779
ENSTNIP00000011895	ENSMODP00000030330
ENSTNIP00000012695	ENSMODP00000032039
ENSTNIP00000009428	ENSMODP00000017076
ENSTNIP00000021672	ENSMODP00000017076
ENSTNIP00000005624	ENSMODP00000005562
ENSTNIP00000021766	ENSMODP00000008521
ENSTNIP00000015764	ENSMODP00000008521
ENSTNIP00000008175	ENSMODP00000010378
ENSTNIP00000017289	ENSMODP00000022565
ENSTNIP00000000693	ENSMODP00000013443
ENSTNIP00000007622	ENSMODP00000027866
ENSTNIP00000012302	ENSMODP00000001351
ENSTNIP00000018276	ENSMODP00000026877
ENSTNIP00000021060	ENSMODP00000002922
ENSTNIP00000010456	ENSMODP00000028764
ENSTNIP00000012046	ENSMODP00000000716
ENSTNIP00000018740	ENSMODP00000022698
ENSTNIP00000018541	ENSMODP00000012379
ENSTNIP00000019032	ENSMODP00000004353
ENSTNIP00000012199	ENSMODP00000010816
ENSTNIP00000020191	ENSMODP00000007069
ENSTNIP00000021401	ENSMODP00000007069
ENSTNIP00000006505	ENSMODP00000003727
ENSTNIP00000016412	ENSMODP00000012187
ENSTNIP00000015779	ENSMODP00000012187
ENSTNIP00000012523	ENSMODP00000014155
ENSTNIP00000013429	ENSMODP00000014938
ENSTNIP00000017693	ENSMODP00000031807
ENSTNIP00000005110	ENSMODP00000005955
ENSTNIP00000016774	ENSMODP00000018816
ENSTNIP00000000730	ENSMODP00000035876
ENSTNIP00000016267	ENSMODP00000035876
ENSTNIP00000020726	ENSMODP00000032437
ENSTNIP00000022053	ENSMODP00000027953
ENSTNIP00000003525	ENSMODP00000027953
ENSTNIP00000018412	ENSMODP00000037734
ENSTNIP00000010295	ENSMODP00000037734
ENSTNIP00000022110	ENSMODP00000014534
ENSTNIP00000011718	ENSMODP00000018809
ENSTNIP00000020280	ENSMODP00000005213
ENSTNIP00000010135	ENSMODP00000017465
ENSTNIP00000004512	ENSMODP00000017465
ENSTNIP00000021044	ENSMODP00000005676
ENSTNIP00000014959	ENSMODP00000007404
ENSTNIP00000017833	ENSMODP00000007849
ENSTNIP00000016487	ENSMODP00000024496
ENSTNIP00000016486	ENSMODP00000024511
ENSTNIP00000017742	ENSMODP00000016893
ENSTNIP00000018417	ENSMODP00000017942
ENSTNIP00000005264	ENSMODP00000021002
ENSTNIP00000011280	ENSMODP00000013555
ENSTNIP00000019854	ENSMODP00000016791
ENSTNIP00000014950	ENSMODP00000021488
ENSTNIP00000005792	ENSMODP00000001527
ENSTNIP00000022167	ENSMODP00000024700
ENSTNIP00000013503	ENSMODP00000024639
ENSTNIP00000016484	ENSMODP00000004363
ENSTNIP00000021913	ENSMODP00000021892
ENSTNIP00000018572	ENSMODP00000007905
ENSTNIP00000014302	ENSMODP00000015014
ENSTNIP00000011216	ENSMODP00000015014
ENSTNIP00000003273	ENSMODP00000024558
ENSTNIP00000013616	ENSMODP00000023822
ENSTNIP00000016677	ENSMODP00000008346
ENSTNIP00000018187	ENSMODP00000002108
ENSTNIP00000005116	ENSMODP00000012565
ENSTNIP00000019090	ENSMODP00000035895
ENSTNIP00000005043	ENSMODP00000035895
ENSTNIP00000018075	ENSMODP00000029051
ENSTNIP00000021456	ENSMODP00000029051
ENSTNIP00000002532	ENSMODP00000035893
ENSTNIP00000012461	ENSMODP00000011896
ENSTNIP00000009350	ENSMODP00000017226
ENSTNIP00000018076	ENSMODP00000029052
ENSTNIP00000021457	ENSMODP00000029052
ENSTNIP00000009902	ENSMODP00000024049
ENSTNIP00000006981	ENSMODP00000007809
ENSTNIP00000010752	ENSMODP00000007713
ENSTNIP00000004261	ENSMODP00000010556
ENSTNIP00000013943	ENSMODP00000012070
ENSTNIP00000003774	ENSMODP00000010025
ENSTNIP00000012592	ENSMODP00000032688
ENSTNIP00000019744	ENSMODP00000006519
ENSTNIP00000021068	ENSMODP00000001303
ENSTNIP00000010095	ENSMODP00000001303
ENSTNIP00000002080	ENSMODP00000012084
ENSTNIP00000013942	ENSMODP00000012087
ENSTNIP00000010094	ENSMODP00000001313
ENSTNIP00000014056	ENSMODP00000013510
ENSTNIP00000015615	ENSMODP00000020816
ENSTNIP00000005731	ENSMODP00000015732
ENSTNIP00000015923	ENSMODP00000016374
ENSTNIP00000007020	ENSMODP00000026808
