ENSP00000262384	ENSORLP00000017023
ENSP00000294794	ENSORLP00000020852
ENSP00000294794	ENSORLP00000017379
ENSP00000362682	ENSORLP00000020665
ENSP00000335196	ENSORLP00000003633
ENSP00000310661	ENSORLP00000020761
ENSP00000264917	ENSORLP00000002823
ENSP00000410309	ENSORLP00000017334
ENSP00000379496	ENSORLP00000022278
ENSP00000243052	ENSORLP00000006202
ENSP00000270474	ENSORLP00000012529
ENSP00000332116	ENSORLP00000012295
ENSP00000332116	ENSORLP00000012919
ENSP00000347689	ENSORLP00000010475
ENSP00000345502	ENSORLP00000005844
ENSP00000344855	ENSORLP00000017203
ENSP00000264658	ENSORLP00000004324
ENSP00000358247	ENSORLP00000002757
ENSP00000380746	ENSORLP00000023953
ENSP00000224862	ENSORLP00000011671
ENSP00000292431	ENSORLP00000013858
ENSP00000419153	ENSORLP00000008537
ENSP00000360818	ENSORLP00000008296
ENSP00000360818	ENSORLP00000020834
ENSP00000356674	ENSORLP00000017660
ENSP00000362551	ENSORLP00000016699
ENSP00000362760	ENSORLP00000019654
ENSP00000407545	ENSORLP00000008611
ENSP00000407545	ENSORLP00000011158
ENSP00000358327	ENSORLP00000005993
ENSP00000311032	ENSORLP00000010793
ENSP00000311032	ENSORLP00000010095
ENSP00000312664	ENSORLP00000015114
ENSP00000330237	ENSORLP00000003208
ENSP00000350415	ENSORLP00000018476
ENSP00000350415	ENSORLP00000009625
ENSP00000271348	ENSORLP00000022435
ENSP00000240986	ENSORLP00000022438
ENSP00000305714	ENSORLP00000013996
ENSP00000305714	ENSORLP00000011251
ENSP00000363134	ENSORLP00000008192
ENSP00000363134	ENSORLP00000011896
ENSP00000223061	ENSORLP00000012895
ENSP00000223061	ENSORLP00000008693
ENSP00000295992	ENSORLP00000012783
ENSP00000290374	ENSORLP00000016535
ENSP00000463752	ENSORLP00000005486
ENSP00000397026	ENSORLP00000005034
ENSP00000397026	ENSORLP00000016139
ENSP00000382791	ENSORLP00000004178
ENSP00000382791	ENSORLP00000005573
ENSP00000362183	ENSORLP00000018120
ENSP00000435648	ENSORLP00000009517
ENSP00000282499	ENSORLP00000013286
ENSP00000282499	ENSORLP00000018639
ENSP00000264357	ENSORLP00000008175
ENSP00000264357	ENSORLP00000010869
ENSP00000367691	ENSORLP00000003758
ENSP00000367691	ENSORLP00000010446
ENSP00000408205	ENSORLP00000012926
ENSP00000362401	ENSORLP00000012912
ENSP00000365596	ENSORLP00000014030
ENSP00000207157	ENSORLP00000010637
ENSP00000358677	ENSORLP00000013026
ENSP00000362390	ENSORLP00000013007
ENSP00000386170	ENSORLP00000020962
ENSP00000362965	ENSORLP00000015749
ENSP00000331791	ENSORLP00000019109
ENSP00000356795	ENSORLP00000001523
ENSP00000363643	ENSORLP00000002219
ENSP00000310305	ENSORLP00000012908
ENSP00000377215	ENSORLP00000012964
ENSP00000298440	ENSORLP00000004425
ENSP00000304767	ENSORLP00000007398
ENSP00000378650	ENSORLP00000007878
ENSP00000240335	ENSORLP00000018562
ENSP00000257566	ENSORLP00000009174
ENSP00000331504	ENSORLP00000011554
ENSP00000220003	ENSORLP00000006130
ENSP00000220003	ENSORLP00000018026
ENSP00000378485	ENSORLP00000021787
ENSP00000356130	ENSORLP00000000276
ENSP00000370912	ENSORLP00000003479
ENSP00000264316	ENSORLP00000003427
ENSP00000308176	ENSORLP00000001032
ENSP00000412673	ENSORLP00000022386
ENSP00000412673	ENSORLP00000018473
ENSP00000420790	ENSORLP00000008048
ENSP00000420790	ENSORLP00000002919
ENSP00000274547	ENSORLP00000023690
ENSP00000274547	ENSORLP00000007227
ENSP00000295454	ENSORLP00000022650
ENSP00000264428	ENSORLP00000018599
ENSP00000264428	ENSORLP00000025233
ENSP00000361700	ENSORLP00000001065
ENSP00000361700	ENSORLP00000012104
ENSP00000218075	ENSORLP00000022309
ENSP00000274093	ENSORLP00000025210
ENSP00000411593	ENSORLP00000014361
ENSP00000264784	ENSORLP00000010422
ENSP00000366641	ENSORLP00000007185
ENSP00000416293	ENSORLP00000009373
ENSP00000416293	ENSORLP00000023799
ENSP00000320935	ENSORLP00000007968
ENSP00000323568	ENSORLP00000014509
ENSP00000354597	ENSORLP00000025808
ENSP00000328524	ENSORLP00000008836
ENSP00000310405	ENSORLP00000020837
ENSP00000356366	ENSORLP00000010975
ENSP00000370889	ENSORLP00000014282
ENSP00000433528	ENSORLP00000008688
ENSP00000292174	ENSORLP00000003081
ENSP00000386884	ENSORLP00000025392
ENSP00000386884	ENSORLP00000014200
ENSP00000343952	ENSORLP00000025240
ENSP00000343952	ENSORLP00000022325
ENSP00000350256	ENSORLP00000009610
ENSP00000350256	ENSORLP00000015574
ENSP00000246657	ENSORLP00000003262
ENSP00000249887	ENSORLP00000012852
ENSP00000249887	ENSORLP00000022425
ENSP00000427888	ENSORLP00000022525
ENSP00000390354	ENSORLP00000003889
ENSP00000390354	ENSORLP00000011567
ENSP00000261374	ENSORLP00000006214
ENSP00000261374	ENSORLP00000008857
ENSP00000408860	ENSORLP00000008663
ENSP00000358903	ENSORLP00000023959
ENSP00000260630	ENSORLP00000001044
ENSP00000295452	ENSORLP00000022657
ENSP00000359337	ENSORLP00000013039
ENSP00000421828	ENSORLP00000011899
ENSP00000393097	ENSORLP00000023654
ENSP00000274545	ENSORLP00000023667
ENSP00000264318	ENSORLP00000011834
ENSP00000367888	ENSORLP00000025367
ENSP00000263816	ENSORLP00000021438
ENSP00000303634	ENSORLP00000013246
ENSP00000303634	ENSORLP00000013029
ENSP00000216286	ENSORLP00000004861
ENSP00000265171	ENSORLP00000025514
ENSP00000370270	ENSORLP00000011452
ENSP00000370270	ENSORLP00000020759
ENSP00000384851	ENSORLP00000013322
ENSP00000343925	ENSORLP00000022554
ENSP00000343925	ENSORLP00000022182
ENSP00000344479	ENSORLP00000020881
ENSP00000344479	ENSORLP00000000058
ENSP00000333122	ENSORLP00000010966
ENSP00000353427	ENSORLP00000019478
ENSP00000353427	ENSORLP00000019138
ENSP00000325120	ENSORLP00000003304
ENSP00000363822	ENSORLP00000011941
ENSP00000363822	ENSORLP00000010323
ENSP00000247153	ENSORLP00000007326
ENSP00000334329	ENSORLP00000014478
ENSP00000332737	ENSORLP00000008481
ENSP00000365759	ENSORLP00000016175
ENSP00000356899	ENSORLP00000018947
ENSP00000356899	ENSORLP00000013617
ENSP00000263800	ENSORLP00000019323
ENSP00000360120	ENSORLP00000012786
ENSP00000363571	ENSORLP00000015124
ENSP00000431418	ENSORLP00000020338
ENSP00000354207	ENSORLP00000023354
ENSP00000354207	ENSORLP00000018307
ENSP00000380227	ENSORLP00000013363
ENSP00000261023	ENSORLP00000017711
ENSP00000367316	ENSORLP00000010458
ENSP00000349252	ENSORLP00000002048
ENSP00000452120	ENSORLP00000006168
ENSP00000007722	ENSORLP00000005279
ENSP00000327290	ENSORLP00000002247
ENSP00000327290	ENSORLP00000023573
ENSP00000358310	ENSORLP00000012855
ENSP00000296585	ENSORLP00000002399
ENSP00000289968	ENSORLP00000003838
ENSP00000289968	ENSORLP00000011408
ENSP00000412461	ENSORLP00000002968
ENSP00000378611	ENSORLP00000007840
ENSP00000386911	ENSORLP00000019441
ENSP00000217133	ENSORLP00000007127
ENSP00000357651	ENSORLP00000022550
ENSP00000318697	ENSORLP00000004321
ENSP00000217159	ENSORLP00000002993
ENSP00000370964	ENSORLP00000010386
ENSP00000370964	ENSORLP00000005628
ENSP00000289575	ENSORLP00000016826
ENSP00000311291	ENSORLP00000001215
ENSP00000396320	ENSORLP00000024363
ENSP00000396320	ENSORLP00000014568
ENSP00000346534	ENSORLP00000008706
ENSP00000346534	ENSORLP00000023854
ENSP00000355192	ENSORLP00000009314
ENSP00000355192	ENSORLP00000013457
ENSP00000334198	ENSORLP00000015880
ENSP00000334198	ENSORLP00000010812
ENSP00000385019	ENSORLP00000013388
ENSP00000365441	ENSORLP00000021248
ENSP00000365441	ENSORLP00000018227
ENSP00000288139	ENSORLP00000004220
ENSP00000288139	ENSORLP00000003230
ENSP00000266376	ENSORLP00000017938
ENSP00000276198	ENSORLP00000010602
ENSP00000367959	ENSORLP00000017544
ENSP00000258400	ENSORLP00000009451
ENSP00000354859	ENSORLP00000009423
ENSP00000373169	ENSORLP00000011570
ENSP00000176183	ENSORLP00000024111
ENSP00000255380	ENSORLP00000006604
ENSP00000372750	ENSORLP00000022333
ENSP00000372750	ENSORLP00000021109
ENSP00000399745	ENSORLP00000020136
ENSP00000399745	ENSORLP00000013517
ENSP00000380247	ENSORLP00000005724
ENSP00000407193	ENSORLP00000004677
ENSP00000217961	ENSORLP00000025575
ENSP00000264914	ENSORLP00000002981
ENSP00000264638	ENSORLP00000005500
ENSP00000242786	ENSORLP00000018820
ENSP00000242786	ENSORLP00000008434
ENSP00000422533	ENSORLP00000005327
ENSP00000422533	ENSORLP00000006036
ENSP00000359778	ENSORLP00000008147
ENSP00000377699	ENSORLP00000002197
ENSP00000377699	ENSORLP00000002147
ENSP00000356581	ENSORLP00000011742
ENSP00000296795	ENSORLP00000010277
ENSP00000260010	ENSORLP00000003159
ENSP00000218032	ENSORLP00000022276
ENSP00000438284	ENSORLP00000014230
ENSP00000360502	ENSORLP00000006480
ENSP00000420295	ENSORLP00000012384
ENSP00000253055	ENSORLP00000008405
ENSP00000364361	ENSORLP00000021833
ENSP00000364361	ENSORLP00000018072
ENSP00000379975	ENSORLP00000005213
ENSP00000309597	ENSORLP00000013970
ENSP00000451263	ENSORLP00000011854
ENSP00000288602	ENSORLP00000012350
ENSP00000448689	ENSORLP00000006485
ENSP00000448689	ENSORLP00000016089
ENSP00000358335	ENSORLP00000022458
ENSP00000215743	ENSORLP00000015527
ENSP00000215743	ENSORLP00000023580
ENSP00000286614	ENSORLP00000007510
ENSP00000286614	ENSORLP00000022158
ENSP00000246186	ENSORLP00000003680
ENSP00000219271	ENSORLP00000019295
ENSP00000219271	ENSORLP00000019563
ENSP00000308208	ENSORLP00000015212
ENSP00000308208	ENSORLP00000009176
ENSP00000337816	ENSORLP00000008275
ENSP00000288135	ENSORLP00000000707
ENSP00000257290	ENSORLP00000024620
ENSP00000339824	ENSORLP00000022507
ENSP00000292408	ENSORLP00000017514
ENSP00000282397	ENSORLP00000010960
ENSP00000263923	ENSORLP00000000727
ENSP00000261937	ENSORLP00000008282
ENSP00000303887	ENSORLP00000009536
ENSP00000255448	ENSORLP00000004577
ENSP00000255448	ENSORLP00000004902
ENSP00000381412	ENSORLP00000016108
ENSP00000319060	ENSORLP00000013394
ENSP00000319060	ENSORLP00000005224
ENSP00000419195	ENSORLP00000017929
ENSP00000419195	ENSORLP00000004377
ENSP00000291041	ENSORLP00000016030
ENSP00000394484	ENSORLP00000014507
ENSP00000009105	ENSORLP00000020316
ENSP00000009105	ENSORLP00000012876
ENSP00000376663	ENSORLP00000000194
ENSP00000476824	ENSORLP00000001068
ENSP00000411565	ENSORLP00000012792
ENSP00000370648	ENSORLP00000014400
ENSP00000457230	ENSORLP00000012951
ENSP00000334113	ENSORLP00000025570
ENSP00000391121	ENSORLP00000009428
ENSP00000155926	ENSORLP00000012572
ENSP00000312150	ENSORLP00000015436
ENSP00000217233	ENSORLP00000025466
ENSP00000270112	ENSORLP00000005474
ENSP00000362221	ENSORLP00000018197
ENSP00000298694	ENSORLP00000012641
ENSP00000283426	ENSORLP00000010080
ENSP00000353646	ENSORLP00000023187
ENSP00000279024	ENSORLP00000020764
ENSP00000279024	ENSORLP00000004901
ENSP00000261402	ENSORLP00000003647
ENSP00000356125	ENSORLP00000000284
ENSP00000346148	ENSORLP00000004715
ENSP00000430276	ENSORLP00000002014
ENSP00000430276	ENSORLP00000002529
ENSP00000328118	ENSORLP00000000060
ENSP00000315371	ENSORLP00000007355
ENSP00000315371	ENSORLP00000007817
ENSP00000409126	ENSORLP00000016875
ENSP00000332788	ENSORLP00000007382
ENSP00000159087	ENSORLP00000011107
ENSP00000159087	ENSORLP00000010946
ENSP00000274979	ENSORLP00000025733
ENSP00000325929	ENSORLP00000011028
ENSP00000263925	ENSORLP00000000605
ENSP00000302935	ENSORLP00000025377
ENSP00000439807	ENSORLP00000005372
ENSP00000323816	ENSORLP00000006693
ENSP00000348460	ENSORLP00000022628
ENSP00000358210	ENSORLP00000016081
ENSP00000366898	ENSORLP00000002500
ENSP00000351407	ENSORLP00000013228
ENSP00000320430	ENSORLP00000002753
ENSP00000289746	ENSORLP00000007083
ENSP00000353656	ENSORLP00000014867
ENSP00000353656	ENSORLP00000017002
ENSP00000269141	ENSORLP00000021380
ENSP00000269141	ENSORLP00000000094
ENSP00000360718	ENSORLP00000004207
ENSP00000282878	ENSORLP00000005863
ENSP00000222256	ENSORLP00000010514
ENSP00000222256	ENSORLP00000006885
ENSP00000331748	ENSORLP00000004873
ENSP00000300935	ENSORLP00000022571
ENSP00000300935	ENSORLP00000021325
ENSP00000264710	ENSORLP00000022066
ENSP00000368332	ENSORLP00000009337
ENSP00000226382	ENSORLP00000024886
ENSP00000370990	ENSORLP00000013627
ENSP00000374240	ENSORLP00000009226
ENSP00000401653	ENSORLP00000011329
ENSP00000358807	ENSORLP00000007786
ENSP00000315417	ENSORLP00000003317
ENSP00000239461	ENSORLP00000016854
ENSP00000395259	ENSORLP00000022546
ENSP00000376436	ENSORLP00000016938
ENSP00000295727	ENSORLP00000025445
ENSP00000433488	ENSORLP00000016983
ENSP00000321835	ENSORLP00000014922
ENSP00000405327	ENSORLP00000020799
ENSP00000262457	ENSORLP00000011032
ENSP00000382379	ENSORLP00000009178
ENSP00000267116	ENSORLP00000018385
ENSP00000267116	ENSORLP00000019332
ENSP00000280772	ENSORLP00000006805
ENSP00000349588	ENSORLP00000006307
ENSP00000311579	ENSORLP00000014208
ENSP00000295101	ENSORLP00000020876
ENSP00000357067	ENSORLP00000003050
ENSP00000433295	ENSORLP00000017050
ENSP00000477437	ENSORLP00000017670
ENSP00000243457	ENSORLP00000017360
ENSP00000375756	ENSORLP00000013423
ENSP00000306497	ENSORLP00000018318
ENSP00000306497	ENSORLP00000005092
ENSP00000463778	ENSORLP00000010256
ENSP00000463778	ENSORLP00000014409
ENSP00000435412	ENSORLP00000018054
ENSP00000427015	ENSORLP00000012525
ENSP00000262752	ENSORLP00000010672
ENSP00000376432	ENSORLP00000018907
ENSP00000376432	ENSORLP00000016999
ENSP00000357068	ENSORLP00000003386
ENSP00000331698	ENSORLP00000017837
ENSP00000376438	ENSORLP00000017364
ENSP00000240662	ENSORLP00000021390
ENSP00000361014	ENSORLP00000020747
ENSP00000250896	ENSORLP00000011321
ENSP00000356070	ENSORLP00000019719
ENSP00000396467	ENSORLP00000016665
ENSP00000396467	ENSORLP00000001594
ENSP00000449381	ENSORLP00000004523
ENSP00000332565	ENSORLP00000016179
ENSP00000337907	ENSORLP00000005754
ENSP00000381425	ENSORLP00000003483
ENSP00000381425	ENSORLP00000006821
ENSP00000387278	ENSORLP00000000022
ENSP00000387278	ENSORLP00000010540
ENSP00000261681	ENSORLP00000022660
ENSP00000261681	ENSORLP00000014772
ENSP00000269095	ENSORLP00000005421
ENSP00000269095	ENSORLP00000023362
ENSP00000367408	ENSORLP00000017137
ENSP00000358547	ENSORLP00000012923
ENSP00000382428	ENSORLP00000008601
ENSP00000382428	ENSORLP00000024906
ENSP00000362442	ENSORLP00000007061
ENSP00000392660	ENSORLP00000024515
ENSP00000357131	ENSORLP00000022647
ENSP00000356671	ENSORLP00000017641
ENSP00000295777	ENSORLP00000015492
ENSP00000338967	ENSORLP00000005892
ENSP00000223095	ENSORLP00000013125
ENSP00000415786	ENSORLP00000011683
ENSP00000428316	ENSORLP00000012629
ENSP00000276297	ENSORLP00000007492
ENSP00000370115	ENSORLP00000015722
ENSP00000355651	ENSORLP00000013608
ENSP00000362946	ENSORLP00000009283
ENSP00000440167	ENSORLP00000020682
ENSP00000440167	ENSORLP00000016466
ENSP00000285199	ENSORLP00000004012
ENSP00000285199	ENSORLP00000019104
ENSP00000334808	ENSORLP00000004146
ENSP00000333376	ENSORLP00000002700
ENSP00000265560	ENSORLP00000001238
ENSP00000218348	ENSORLP00000023454
ENSP00000401197	ENSORLP00000002094
ENSP00000384367	ENSORLP00000021261
ENSP00000316482	ENSORLP00000000756
ENSP00000385144	ENSORLP00000019395
ENSP00000347188	ENSORLP00000012875
ENSP00000327675	ENSORLP00000015920
ENSP00000273371	ENSORLP00000010801
ENSP00000309757	ENSORLP00000021262
ENSP00000261292	ENSORLP00000002318
ENSP00000348425	ENSORLP00000010348
ENSP00000425394	ENSORLP00000009514
ENSP00000425394	ENSORLP00000002727
ENSP00000393511	ENSORLP00000024773
ENSP00000277895	ENSORLP00000016427
ENSP00000277895	ENSORLP00000009148
ENSP00000262713	ENSORLP00000009189
ENSP00000324422	ENSORLP00000015182
ENSP00000200457	ENSORLP00000008336
ENSP00000318089	ENSORLP00000019533
ENSP00000405812	ENSORLP00000024189
ENSP00000393066	ENSORLP00000021081
ENSP00000393066	ENSORLP00000003504
ENSP00000295736	ENSORLP00000021304
ENSP00000295736	ENSORLP00000002969
ENSP00000366861	ENSORLP00000020100
ENSP00000366861	ENSORLP00000001529
ENSP00000393557	ENSORLP00000024829
ENSP00000393557	ENSORLP00000003833
ENSP00000262418	ENSORLP00000006917
ENSP00000262418	ENSORLP00000003182
ENSP00000419412	ENSORLP00000015229
ENSP00000419412	ENSORLP00000008672
ENSP00000231188	ENSORLP00000017876
ENSP00000231188	ENSORLP00000024869
ENSP00000350348	ENSORLP00000013642
ENSP00000350348	ENSORLP00000012377
ENSP00000331867	ENSORLP00000004947
ENSP00000344411	ENSORLP00000005292
ENSP00000261308	ENSORLP00000002495
ENSP00000390427	ENSORLP00000024726
ENSP00000300026	ENSORLP00000002123
ENSP00000303057	ENSORLP00000021394
ENSP00000340226	ENSORLP00000020908
ENSP00000347684	ENSORLP00000016672
ENSP00000362717	ENSORLP00000020614
ENSP00000356357	ENSORLP00000010999
ENSP00000261731	ENSORLP00000002550
ENSP00000360811	ENSORLP00000008409
ENSP00000263726	ENSORLP00000021711
ENSP00000290759	ENSORLP00000015476
ENSP00000290759	ENSORLP00000009843
ENSP00000377854	ENSORLP00000012486
ENSP00000294638	ENSORLP00000004997
ENSP00000434241	ENSORLP00000008691
ENSP00000265969	ENSORLP00000007445
ENSP00000358802	ENSORLP00000007743
ENSP00000218176	ENSORLP00000022955
ENSP00000371985	ENSORLP00000004652
ENSP00000371985	ENSORLP00000025727
ENSP00000433109	ENSORLP00000010656
ENSP00000433109	ENSORLP00000008061
ENSP00000358786	ENSORLP00000010645
ENSP00000358786	ENSORLP00000008055
ENSP00000284049	ENSORLP00000018273
ENSP00000262450	ENSORLP00000021515
ENSP00000382863	ENSORLP00000015149
ENSP00000457466	ENSORLP00000017318
ENSP00000392028	ENSORLP00000016920
ENSP00000364694	ENSORLP00000024684
ENSP00000052754	ENSORLP00000019171
ENSP00000327336	ENSORLP00000010932
ENSP00000398003	ENSORLP00000010902
ENSP00000332879	ENSORLP00000013784
ENSP00000332879	ENSORLP00000019881
ENSP00000246841	ENSORLP00000003165
ENSP00000246841	ENSORLP00000013541
ENSP00000347041	ENSORLP00000023944
ENSP00000347041	ENSORLP00000019665
ENSP00000266718	ENSORLP00000019181
ENSP00000266719	ENSORLP00000019190
ENSP00000308315	ENSORLP00000017877
ENSP00000378235	ENSORLP00000009794
ENSP00000355109	ENSORLP00000021157
ENSP00000468304	ENSORLP00000018415
ENSP00000216237	ENSORLP00000003118
ENSP00000402107	ENSORLP00000004378
ENSP00000209884	ENSORLP00000016478
ENSP00000423897	ENSORLP00000006878
ENSP00000362206	ENSORLP00000003841
ENSP00000312397	ENSORLP00000000268
ENSP00000424198	ENSORLP00000009995
ENSP00000343930	ENSORLP00000006955
ENSP00000232766	ENSORLP00000009587
ENSP00000171111	ENSORLP00000004762
ENSP00000333326	ENSORLP00000018800
ENSP00000332756	ENSORLP00000001979
ENSP00000363794	ENSORLP00000008217
ENSP00000168216	ENSORLP00000020907
ENSP00000263278	ENSORLP00000001963
ENSP00000220764	ENSORLP00000024047
ENSP00000265322	ENSORLP00000014336
ENSP00000219481	ENSORLP00000009413
ENSP00000324287	ENSORLP00000009344
ENSP00000158762	ENSORLP00000008435
ENSP00000346733	ENSORLP00000020387
ENSP00000346733	ENSORLP00000020063
ENSP00000239440	ENSORLP00000025376
ENSP00000377233	ENSORLP00000014151
ENSP00000380413	ENSORLP00000021907
ENSP00000281419	ENSORLP00000018982
ENSP00000338769	ENSORLP00000018037
ENSP00000449241	ENSORLP00000020778
ENSP00000449241	ENSORLP00000019095
ENSP00000262426	ENSORLP00000011875
ENSP00000328720	ENSORLP00000011317
ENSP00000323880	ENSORLP00000001568
ENSP00000312663	ENSORLP00000007165
ENSP00000312663	ENSORLP00000005501
ENSP00000265371	ENSORLP00000005941
ENSP00000265371	ENSORLP00000002501
ENSP00000353582	ENSORLP00000025823
ENSP00000353582	ENSORLP00000006802
ENSP00000321573	ENSORLP00000014794
ENSP00000356771	ENSORLP00000016804
ENSP00000369320	ENSORLP00000020495
ENSP00000369320	ENSORLP00000004463
ENSP00000268150	ENSORLP00000001898
ENSP00000268150	ENSORLP00000002852
ENSP00000296591	ENSORLP00000012418
ENSP00000360985	ENSORLP00000002314
ENSP00000354398	ENSORLP00000013655
ENSP00000354398	ENSORLP00000009695
ENSP00000248901	ENSORLP00000013594
ENSP00000248901	ENSORLP00000001746
ENSP00000437554	ENSORLP00000018419
ENSP00000379712	ENSORLP00000018029
ENSP00000379712	ENSORLP00000023259
ENSP00000304586	ENSORLP00000009626
ENSP00000274457	ENSORLP00000006227
ENSP00000307298	ENSORLP00000022951
ENSP00000297837	ENSORLP00000006709
ENSP00000387593	ENSORLP00000014225
ENSP00000383199	ENSORLP00000007519
ENSP00000352069	ENSORLP00000018958
ENSP00000354621	ENSORLP00000017106
ENSP00000260983	ENSORLP00000019301
ENSP00000340648	ENSORLP00000009128
ENSP00000348714	ENSORLP00000020857
ENSP00000351539	ENSORLP00000006071
ENSP00000409107	ENSORLP00000021275
ENSP00000378286	ENSORLP00000003111
ENSP00000366902	ENSORLP00000024072
ENSP00000338807	ENSORLP00000010362
ENSP00000307604	ENSORLP00000006492
ENSP00000433457	ENSORLP00000019065
ENSP00000387757	ENSORLP00000002649
ENSP00000360777	ENSORLP00000000682
ENSP00000409667	ENSORLP00000005410
ENSP00000384534	ENSORLP00000007880
ENSP00000384534	ENSORLP00000011547
ENSP00000413937	ENSORLP00000012080
ENSP00000413937	ENSORLP00000006382
ENSP00000362115	ENSORLP00000018090
ENSP00000360154	ENSORLP00000001470
ENSP00000267890	ENSORLP00000014075
ENSP00000267890	ENSORLP00000015628
ENSP00000469880	ENSORLP00000010986
ENSP00000358867	ENSORLP00000007582
ENSP00000248996	ENSORLP00000012126
ENSP00000262494	ENSORLP00000017230
ENSP00000251337	ENSORLP00000007558
ENSP00000232461	ENSORLP00000023702
ENSP00000286548	ENSORLP00000007128
ENSP00000359478	ENSORLP00000010369
ENSP00000366084	ENSORLP00000022219
ENSP00000285238	ENSORLP00000025690
ENSP00000365005	ENSORLP00000022705
ENSP00000354927	ENSORLP00000002927
ENSP00000345629	ENSORLP00000017657
ENSP00000351908	ENSORLP00000022142
ENSP00000360626	ENSORLP00000020241
ENSP00000312129	ENSORLP00000019789
ENSP00000307694	ENSORLP00000024891
ENSP00000287042	ENSORLP00000003496
ENSP00000385968	ENSORLP00000015655
ENSP00000295082	ENSORLP00000015911
ENSP00000371514	ENSORLP00000018702
ENSP00000371514	ENSORLP00000018669
ENSP00000263980	ENSORLP00000018689
ENSP00000263980	ENSORLP00000009662
ENSP00000299798	ENSORLP00000023205
ENSP00000264938	ENSORLP00000011453
ENSP00000416418	ENSORLP00000011959
ENSP00000342105	ENSORLP00000021696
ENSP00000356076	ENSORLP00000019731
ENSP00000469863	ENSORLP00000004246
ENSP00000381932	ENSORLP00000006824
ENSP00000385571	ENSORLP00000020125
ENSP00000304226	ENSORLP00000015420
ENSP00000304226	ENSORLP00000012217
ENSP00000271971	ENSORLP00000024513
ENSP00000355837	ENSORLP00000014855
ENSP00000380349	ENSORLP00000022710
ENSP00000380349	ENSORLP00000015525
ENSP00000431984	ENSORLP00000010389
ENSP00000375844	ENSORLP00000019680
ENSP00000350332	ENSORLP00000008812
ENSP00000358770	ENSORLP00000007684
ENSP00000358770	ENSORLP00000002963
ENSP00000376317	ENSORLP00000001389
ENSP00000376317	ENSORLP00000010232
ENSP00000013125	ENSORLP00000011370
ENSP00000294066	ENSORLP00000014584
ENSP00000465039	ENSORLP00000002478
ENSP00000347427	ENSORLP00000010011
ENSP00000283228	ENSORLP00000021747
ENSP00000380565	ENSORLP00000001609
ENSP00000380565	ENSORLP00000008141
ENSP00000447730	ENSORLP00000019088
ENSP00000307078	ENSORLP00000002851
ENSP00000307078	ENSORLP00000005443
ENSP00000265148	ENSORLP00000022293
ENSP00000362387	ENSORLP00000013097
ENSP00000307701	ENSORLP00000024151
ENSP00000309036	ENSORLP00000008976
ENSP00000396270	ENSORLP00000004257
ENSP00000247986	ENSORLP00000021202
ENSP00000364864	ENSORLP00000002857
ENSP00000264712	ENSORLP00000022070
ENSP00000343535	ENSORLP00000016130
ENSP00000339957	ENSORLP00000009408
ENSP00000354878	ENSORLP00000010802
ENSP00000354878	ENSORLP00000001127
ENSP00000411831	ENSORLP00000020144
ENSP00000331620	ENSORLP00000009397
ENSP00000362111	ENSORLP00000001660
ENSP00000294383	ENSORLP00000002090
ENSP00000324020	ENSORLP00000019880
ENSP00000377934	ENSORLP00000011669
ENSP00000361140	ENSORLP00000017962
ENSP00000320378	ENSORLP00000009402
ENSP00000261622	ENSORLP00000015810
ENSP00000455064	ENSORLP00000019216
ENSP00000380666	ENSORLP00000009096
ENSP00000023064	ENSORLP00000014785
ENSP00000280612	ENSORLP00000025336
ENSP00000314407	ENSORLP00000016815
ENSP00000358107	ENSORLP00000012894
ENSP00000178638	ENSORLP00000009193
ENSP00000366654	ENSORLP00000007106
ENSP00000225916	ENSORLP00000004829
ENSP00000263754	ENSORLP00000015316
ENSP00000376534	ENSORLP00000005333
ENSP00000446880	ENSORLP00000015292
ENSP00000353458	ENSORLP00000012999
ENSP00000375921	ENSORLP00000011326
ENSP00000375921	ENSORLP00000019947
ENSP00000339906	ENSORLP00000019017
ENSP00000395498	ENSORLP00000009059
ENSP00000350844	ENSORLP00000006713
ENSP00000385477	ENSORLP00000001336
ENSP00000385477	ENSORLP00000003334
ENSP00000441283	ENSORLP00000019225
ENSP00000356133	ENSORLP00000021675
ENSP00000356133	ENSORLP00000022796
ENSP00000295522	ENSORLP00000005747
ENSP00000296387	ENSORLP00000015539
ENSP00000256261	ENSORLP00000001779
ENSP00000361785	ENSORLP00000011910
ENSP00000340609	ENSORLP00000010767
ENSP00000354483	ENSORLP00000002028
ENSP00000226004	ENSORLP00000021187
ENSP00000466299	ENSORLP00000005658
ENSP00000385885	ENSORLP00000008464
ENSP00000346160	ENSORLP00000024197
ENSP00000346160	ENSORLP00000017293
ENSP00000345281	ENSORLP00000015945
ENSP00000345281	ENSORLP00000021570
ENSP00000360296	ENSORLP00000012264
ENSP00000360296	ENSORLP00000002137
ENSP00000264775	ENSORLP00000006882
ENSP00000364008	ENSORLP00000014636
ENSP00000466898	ENSORLP00000004457
ENSP00000466898	ENSORLP00000020680
ENSP00000325836	ENSORLP00000016573
ENSP00000325836	ENSORLP00000015652
ENSP00000225688	ENSORLP00000024683
ENSP00000225688	ENSORLP00000010017
ENSP00000216101	ENSORLP00000008291
ENSP00000362608	ENSORLP00000002054
ENSP00000351475	ENSORLP00000019807
ENSP00000349298	ENSORLP00000016381
ENSP00000350032	ENSORLP00000012267
ENSP00000392105	ENSORLP00000008265
