ENSACAP00000008923	ENSGACP00000024945
ENSACAP00000003834	ENSGACP00000019937
ENSACAP00000016723	ENSGACP00000020371
ENSACAP00000015991	ENSGACP00000019902
ENSACAP00000015991	ENSGACP00000013184
ENSACAP00000010934	ENSGACP00000017426
ENSACAP00000010934	ENSGACP00000003829
ENSACAP00000021775	ENSGACP00000004739
ENSACAP00000016540	ENSGACP00000008552
ENSACAP00000009115	ENSGACP00000009553
ENSACAP00000003270	ENSGACP00000021965
ENSACAP00000000817	ENSGACP00000017724
ENSACAP00000013442	ENSGACP00000009509
ENSACAP00000008843	ENSGACP00000007901
ENSACAP00000008843	ENSGACP00000010260
ENSACAP00000000474	ENSGACP00000014846
ENSACAP00000000474	ENSGACP00000007403
ENSACAP00000005304	ENSGACP00000020096
ENSACAP00000013588	ENSGACP00000010383
ENSACAP00000011810	ENSGACP00000022029
ENSACAP00000005933	ENSGACP00000002593
ENSACAP00000006643	ENSGACP00000012204
ENSACAP00000011412	ENSGACP00000009218
ENSACAP00000010899	ENSGACP00000012606
ENSACAP00000007431	ENSGACP00000021721
ENSACAP00000016038	ENSGACP00000008711
ENSACAP00000005353	ENSGACP00000016309
ENSACAP00000007986	ENSGACP00000019105
ENSACAP00000004735	ENSGACP00000004894
ENSACAP00000012970	ENSGACP00000016920
ENSACAP00000005340	ENSGACP00000016315
ENSACAP00000011176	ENSGACP00000002790
ENSACAP00000011477	ENSGACP00000022094
ENSACAP00000008707	ENSGACP00000011953
ENSACAP00000002599	ENSGACP00000010707
ENSACAP00000013524	ENSGACP00000011655
ENSACAP00000007363	ENSGACP00000000626
ENSACAP00000007363	ENSGACP00000014349
ENSACAP00000001474	ENSGACP00000004782
ENSACAP00000001474	ENSGACP00000013121
ENSACAP00000011203	ENSGACP00000002132
ENSACAP00000011203	ENSGACP00000021199
ENSACAP00000002746	ENSGACP00000016973
ENSACAP00000002746	ENSGACP00000023435
ENSACAP00000012161	ENSGACP00000007736
ENSACAP00000015853	ENSGACP00000023343
ENSACAP00000019964	ENSGACP00000008701
ENSACAP00000008972	ENSGACP00000027494
ENSACAP00000011864	ENSGACP00000019060
ENSACAP00000011864	ENSGACP00000014480
ENSACAP00000016493	ENSGACP00000015357
ENSACAP00000008083	ENSGACP00000009693
ENSACAP00000008083	ENSGACP00000021134
ENSACAP00000001733	ENSGACP00000011289
ENSACAP00000001733	ENSGACP00000017159
ENSACAP00000015284	ENSGACP00000021164
ENSACAP00000012759	ENSGACP00000016938
ENSACAP00000015425	ENSGACP00000026789
ENSACAP00000009834	ENSGACP00000014949
ENSACAP00000015978	ENSGACP00000008706
ENSACAP00000008983	ENSGACP00000027597
ENSACAP00000011872	ENSGACP00000019061
ENSACAP00000000046	ENSGACP00000014604
ENSACAP00000016855	ENSGACP00000001441
ENSACAP00000001815	ENSGACP00000015720
ENSACAP00000000324	ENSGACP00000010202
ENSACAP00000007702	ENSGACP00000000505
ENSACAP00000007702	ENSGACP00000003715
ENSACAP00000007073	ENSGACP00000012959
ENSACAP00000007073	ENSGACP00000001064
ENSACAP00000009150	ENSGACP00000008338
ENSACAP00000016887	ENSGACP00000020396
ENSACAP00000015962	ENSGACP00000025536
ENSACAP00000007606	ENSGACP00000002195
ENSACAP00000004635	ENSGACP00000012589
ENSACAP00000004635	ENSGACP00000009149
ENSACAP00000006056	ENSGACP00000002456
ENSACAP00000006056	ENSGACP00000011258
ENSACAP00000004890	ENSGACP00000013133
ENSACAP00000004890	ENSGACP00000000597
ENSACAP00000022545	ENSGACP00000010886
ENSACAP00000015312	ENSGACP00000026817
ENSACAP00000014731	ENSGACP00000022628
ENSACAP00000013867	ENSGACP00000008453
ENSACAP00000013852	ENSGACP00000017316
ENSACAP00000015125	ENSGACP00000017947
ENSACAP00000017618	ENSGACP00000009482
ENSACAP00000001299	ENSGACP00000019836
ENSACAP00000015590	ENSGACP00000010196
ENSACAP00000001243	ENSGACP00000000928
ENSACAP00000004313	ENSGACP00000000289
ENSACAP00000021633	ENSGACP00000000316
ENSACAP00000008634	ENSGACP00000023829
ENSACAP00000004986	ENSGACP00000027518
ENSACAP00000005617	ENSGACP00000019675
ENSACAP00000013431	ENSGACP00000012612
ENSACAP00000000704	ENSGACP00000021327
ENSACAP00000008147	ENSGACP00000022177
ENSACAP00000001017	ENSGACP00000015901
ENSACAP00000014624	ENSGACP00000018507
ENSACAP00000014624	ENSGACP00000010868
ENSACAP00000017377	ENSGACP00000025621
ENSACAP00000017377	ENSGACP00000009132
ENSACAP00000001669	ENSGACP00000015615
ENSACAP00000010211	ENSGACP00000006620
ENSACAP00000008111	ENSGACP00000001136
ENSACAP00000001315	ENSGACP00000025112
ENSACAP00000004936	ENSGACP00000000603
ENSACAP00000013100	ENSGACP00000005471
ENSACAP00000006278	ENSGACP00000024151
ENSACAP00000020143	ENSGACP00000020275
ENSACAP00000002039	ENSGACP00000017464
ENSACAP00000006963	ENSGACP00000017686
ENSACAP00000006373	ENSGACP00000009120
ENSACAP00000011403	ENSGACP00000003635
ENSACAP00000011403	ENSGACP00000005222
ENSACAP00000002493	ENSGACP00000007171
ENSACAP00000003437	ENSGACP00000001842
ENSACAP00000013797	ENSGACP00000015044
ENSACAP00000017721	ENSGACP00000006165
ENSACAP00000014702	ENSGACP00000020879
ENSACAP00000015265	ENSGACP00000024406
ENSACAP00000015265	ENSGACP00000027045
ENSACAP00000011528	ENSGACP00000001249
ENSACAP00000009518	ENSGACP00000004910
ENSACAP00000009518	ENSGACP00000011065
ENSACAP00000001417	ENSGACP00000009396
ENSACAP00000001417	ENSGACP00000004024
ENSACAP00000007045	ENSGACP00000013664
ENSACAP00000002817	ENSGACP00000005049
ENSACAP00000014462	ENSGACP00000007433
ENSACAP00000014462	ENSGACP00000018323
ENSACAP00000013918	ENSGACP00000004163
ENSACAP00000006093	ENSGACP00000018024
ENSACAP00000013029	ENSGACP00000019098
ENSACAP00000013029	ENSGACP00000020938
ENSACAP00000017010	ENSGACP00000009315
ENSACAP00000017010	ENSGACP00000012717
ENSACAP00000014316	ENSGACP00000003267
ENSACAP00000005492	ENSGACP00000006171
ENSACAP00000003847	ENSGACP00000005916
ENSACAP00000003847	ENSGACP00000023141
ENSACAP00000015759	ENSGACP00000006580
ENSACAP00000015759	ENSGACP00000004367
ENSACAP00000006472	ENSGACP00000015990
ENSACAP00000006472	ENSGACP00000000379
ENSACAP00000009783	ENSGACP00000003990
ENSACAP00000009783	ENSGACP00000003476
ENSACAP00000011212	ENSGACP00000001166
ENSACAP00000011212	ENSGACP00000013792
ENSACAP00000007211	ENSGACP00000015341
ENSACAP00000007211	ENSGACP00000015408
ENSACAP00000011243	ENSGACP00000008386
ENSACAP00000013686	ENSGACP00000010049
ENSACAP00000015385	ENSGACP00000020738
ENSACAP00000015532	ENSGACP00000020752
ENSACAP00000016755	ENSGACP00000018553
ENSACAP00000010401	ENSGACP00000001954
ENSACAP00000001278	ENSGACP00000019013
ENSACAP00000006818	ENSGACP00000008811
ENSACAP00000006825	ENSGACP00000009579
ENSACAP00000005819	ENSGACP00000015447
ENSACAP00000001809	ENSGACP00000015894
ENSACAP00000001809	ENSGACP00000024230
ENSACAP00000004484	ENSGACP00000013406
ENSACAP00000014652	ENSGACP00000004625
ENSACAP00000014320	ENSGACP00000010472
ENSACAP00000015386	ENSGACP00000021907
ENSACAP00000000836	ENSGACP00000014357
ENSACAP00000022970	ENSGACP00000005080
ENSACAP00000011113	ENSGACP00000015920
ENSACAP00000020201	ENSGACP00000007592
ENSACAP00000020201	ENSGACP00000010684
ENSACAP00000000054	ENSGACP00000007663
ENSACAP00000012473	ENSGACP00000010478
ENSACAP00000018772	ENSGACP00000025703
ENSACAP00000015151	ENSGACP00000005674
ENSACAP00000017921	ENSGACP00000012987
ENSACAP00000017921	ENSGACP00000006912
ENSACAP00000015148	ENSGACP00000000763
ENSACAP00000013069	ENSGACP00000010690
ENSACAP00000013069	ENSGACP00000019388
ENSACAP00000015708	ENSGACP00000012982
ENSACAP00000015708	ENSGACP00000006902
ENSACAP00000002593	ENSGACP00000005811
ENSACAP00000004315	ENSGACP00000025482
ENSACAP00000003074	ENSGACP00000018622
ENSACAP00000015977	ENSGACP00000022042
ENSACAP00000005858	ENSGACP00000019669
ENSACAP00000008953	ENSGACP00000005337
ENSACAP00000012156	ENSGACP00000026179
ENSACAP00000009551	ENSGACP00000013333
ENSACAP00000009564	ENSGACP00000013303
ENSACAP00000008912	ENSGACP00000005327
ENSACAP00000007487	ENSGACP00000017255
ENSACAP00000007487	ENSGACP00000006619
ENSACAP00000016623	ENSGACP00000006032
ENSACAP00000000223	ENSGACP00000022351
ENSACAP00000000223	ENSGACP00000026791
ENSACAP00000002079	ENSGACP00000003718
ENSACAP00000002079	ENSGACP00000000517
ENSACAP00000012105	ENSGACP00000026182
ENSACAP00000012099	ENSGACP00000026183
ENSACAP00000002044	ENSGACP00000000511
ENSACAP00000019346	ENSGACP00000004390
ENSACAP00000008187	ENSGACP00000012600
ENSACAP00000004940	ENSGACP00000026553
ENSACAP00000002305	ENSGACP00000020119
ENSACAP00000005013	ENSGACP00000006373
ENSACAP00000002137	ENSGACP00000008033
ENSACAP00000005670	ENSGACP00000015416
ENSACAP00000016698	ENSGACP00000018436
ENSACAP00000015201	ENSGACP00000019772
ENSACAP00000007331	ENSGACP00000021294
ENSACAP00000011273	ENSGACP00000023385
ENSACAP00000012100	ENSGACP00000021605
ENSACAP00000016907	ENSGACP00000021726
ENSACAP00000000569	ENSGACP00000022434
ENSACAP00000001479	ENSGACP00000009760
ENSACAP00000004959	ENSGACP00000015680
ENSACAP00000003858	ENSGACP00000008618
ENSACAP00000008820	ENSGACP00000025753
ENSACAP00000012631	ENSGACP00000019271
ENSACAP00000011247	ENSGACP00000016096
ENSACAP00000007237	ENSGACP00000008100
ENSACAP00000005508	ENSGACP00000021783
ENSACAP00000015671	ENSGACP00000018646
ENSACAP00000009138	ENSGACP00000013939
ENSACAP00000022525	ENSGACP00000015696
ENSACAP00000009613	ENSGACP00000016499
ENSACAP00000016600	ENSGACP00000011217
ENSACAP00000007956	ENSGACP00000025373
ENSACAP00000009981	ENSGACP00000020297
ENSACAP00000011393	ENSGACP00000021580
ENSACAP00000014764	ENSGACP00000010275
ENSACAP00000010390	ENSGACP00000006005
ENSACAP00000002143	ENSGACP00000011835
ENSACAP00000013191	ENSGACP00000015552
ENSACAP00000013191	ENSGACP00000000769
ENSACAP00000011070	ENSGACP00000013983
ENSACAP00000011504	ENSGACP00000012164
ENSACAP00000011953	ENSGACP00000011377
ENSACAP00000017062	ENSGACP00000020036
ENSACAP00000017062	ENSGACP00000019051
ENSACAP00000017277	ENSGACP00000022007
ENSACAP00000007954	ENSGACP00000019639
ENSACAP00000004740	ENSGACP00000005877
ENSACAP00000013970	ENSGACP00000007243
ENSACAP00000005368	ENSGACP00000024321
ENSACAP00000005368	ENSGACP00000023415
ENSACAP00000008793	ENSGACP00000004404
ENSACAP00000008793	ENSGACP00000015824
ENSACAP00000002226	ENSGACP00000002417
ENSACAP00000002226	ENSGACP00000015095
ENSACAP00000011561	ENSGACP00000021366
ENSACAP00000011561	ENSGACP00000023703
ENSACAP00000009051	ENSGACP00000027461
ENSACAP00000006623	ENSGACP00000002234
ENSACAP00000006623	ENSGACP00000002068
ENSACAP00000004269	ENSGACP00000010299
ENSACAP00000004269	ENSGACP00000019946
ENSACAP00000010831	ENSGACP00000003652
ENSACAP00000011483	ENSGACP00000018486
ENSACAP00000011483	ENSGACP00000019903
ENSACAP00000000584	ENSGACP00000009398
ENSACAP00000000584	ENSGACP00000022269
ENSACAP00000011302	ENSGACP00000013495
ENSACAP00000015868	ENSGACP00000005634
ENSACAP00000016043	ENSGACP00000003964
ENSACAP00000016043	ENSGACP00000014584
ENSACAP00000012816	ENSGACP00000015389
ENSACAP00000015758	ENSGACP00000019172
ENSACAP00000016487	ENSGACP00000015251
ENSACAP00000005422	ENSGACP00000021671
ENSACAP00000000036	ENSGACP00000026094
ENSACAP00000009405	ENSGACP00000016083
ENSACAP00000001109	ENSGACP00000011880
ENSACAP00000007854	ENSGACP00000009835
ENSACAP00000001259	ENSGACP00000010648
ENSACAP00000002290	ENSGACP00000002514
ENSACAP00000013093	ENSGACP00000004509
ENSACAP00000013092	ENSGACP00000024261
ENSACAP00000000270	ENSGACP00000014531
ENSACAP00000009808	ENSGACP00000021744
ENSACAP00000009140	ENSGACP00000007777
ENSACAP00000009140	ENSGACP00000006257
ENSACAP00000009558	ENSGACP00000002420
ENSACAP00000003745	ENSGACP00000002848
ENSACAP00000011659	ENSGACP00000010495
ENSACAP00000013937	ENSGACP00000020039
ENSACAP00000013937	ENSGACP00000002183
ENSACAP00000004464	ENSGACP00000011629
ENSACAP00000016365	ENSGACP00000007671
ENSACAP00000004155	ENSGACP00000013907
ENSACAP00000011182	ENSGACP00000008319
ENSACAP00000006005	ENSGACP00000014798
ENSACAP00000015436	ENSGACP00000016737
ENSACAP00000010772	ENSGACP00000012116
ENSACAP00000013661	ENSGACP00000006991
ENSACAP00000011705	ENSGACP00000021228
ENSACAP00000017429	ENSGACP00000000040
ENSACAP00000011510	ENSGACP00000014351
ENSACAP00000015955	ENSGACP00000018433
ENSACAP00000009973	ENSGACP00000011058
ENSACAP00000009973	ENSGACP00000022655
ENSACAP00000016898	ENSGACP00000018316
ENSACAP00000001330	ENSGACP00000022954
ENSACAP00000015363	ENSGACP00000010341
ENSACAP00000006909	ENSGACP00000022504
ENSACAP00000004544	ENSGACP00000025870
ENSACAP00000015556	ENSGACP00000014743
ENSACAP00000015556	ENSGACP00000012954
ENSACAP00000013437	ENSGACP00000017344
ENSACAP00000003901	ENSGACP00000017757
ENSACAP00000015005	ENSGACP00000020931
ENSACAP00000010978	ENSGACP00000010342
ENSACAP00000009127	ENSGACP00000013922
ENSACAP00000009127	ENSGACP00000001086
ENSACAP00000002136	ENSGACP00000022779
ENSACAP00000011296	ENSGACP00000010234
ENSACAP00000008933	ENSGACP00000016355
ENSACAP00000005917	ENSGACP00000010461
ENSACAP00000008423	ENSGACP00000022079
ENSACAP00000004024	ENSGACP00000009848
ENSACAP00000001445	ENSGACP00000007835
ENSACAP00000016958	ENSGACP00000001432
ENSACAP00000007404	ENSGACP00000002163
ENSACAP00000016195	ENSGACP00000005719
ENSACAP00000016195	ENSGACP00000018706
ENSACAP00000009706	ENSGACP00000020548
ENSACAP00000012477	ENSGACP00000012934
ENSACAP00000005001	ENSGACP00000004607
ENSACAP00000012240	ENSGACP00000007190
ENSACAP00000016711	ENSGACP00000009628
ENSACAP00000001150	ENSGACP00000011445
ENSACAP00000003826	ENSGACP00000014654
ENSACAP00000007886	ENSGACP00000018196
ENSACAP00000002463	ENSGACP00000001233
ENSACAP00000012013	ENSGACP00000000026
ENSACAP00000015861	ENSGACP00000004608
ENSACAP00000001489	ENSGACP00000012925
ENSACAP00000012831	ENSGACP00000012636
ENSACAP00000003056	ENSGACP00000023631
ENSACAP00000003056	ENSGACP00000016923
ENSACAP00000014401	ENSGACP00000024518
ENSACAP00000016530	ENSGACP00000017981
ENSACAP00000016530	ENSGACP00000002916
ENSACAP00000009305	ENSGACP00000003193
ENSACAP00000012430	ENSGACP00000022829
ENSACAP00000012430	ENSGACP00000027019
ENSACAP00000011975	ENSGACP00000018270
ENSACAP00000009366	ENSGACP00000018183
ENSACAP00000003789	ENSGACP00000000924
ENSACAP00000007630	ENSGACP00000000494
ENSACAP00000016542	ENSGACP00000005511
ENSACAP00000008956	ENSGACP00000013799
ENSACAP00000016703	ENSGACP00000017894
ENSACAP00000003036	ENSGACP00000004365
ENSACAP00000003036	ENSGACP00000021106
ENSACAP00000002399	ENSGACP00000014858
ENSACAP00000002399	ENSGACP00000010479
ENSACAP00000001987	ENSGACP00000026120
ENSACAP00000015362	ENSGACP00000006949
ENSACAP00000015362	ENSGACP00000012988
ENSACAP00000016369	ENSGACP00000025130
ENSACAP00000011043	ENSGACP00000019924
ENSACAP00000013004	ENSGACP00000027377
ENSACAP00000005501	ENSGACP00000018018
ENSACAP00000012249	ENSGACP00000010822
ENSACAP00000004673	ENSGACP00000012773
ENSACAP00000004673	ENSGACP00000006636
ENSACAP00000016527	ENSGACP00000026273
ENSACAP00000004999	ENSGACP00000012362
ENSACAP00000004999	ENSGACP00000021514
ENSACAP00000015120	ENSGACP00000027427
ENSACAP00000012626	ENSGACP00000027133
ENSACAP00000012626	ENSGACP00000014342
ENSACAP00000004310	ENSGACP00000018804
ENSACAP00000004310	ENSGACP00000022386
ENSACAP00000002105	ENSGACP00000015677
ENSACAP00000006489	ENSGACP00000016037
ENSACAP00000002303	ENSGACP00000017421
ENSACAP00000002651	ENSGACP00000025958
ENSACAP00000003063	ENSGACP00000026958
ENSACAP00000014139	ENSGACP00000017299
ENSACAP00000017883	ENSGACP00000020727
ENSACAP00000000066	ENSGACP00000014625
ENSACAP00000015237	ENSGACP00000022673
ENSACAP00000015237	ENSGACP00000007114
ENSACAP00000019136	ENSGACP00000026241
ENSACAP00000009778	ENSGACP00000014246
ENSACAP00000009844	ENSGACP00000009684
ENSACAP00000011410	ENSGACP00000013850
ENSACAP00000011410	ENSGACP00000021686
ENSACAP00000007080	ENSGACP00000023279
ENSACAP00000007080	ENSGACP00000001322
ENSACAP00000022871	ENSGACP00000008709
ENSACAP00000022871	ENSGACP00000008312
ENSACAP00000009064	ENSGACP00000021248
ENSACAP00000005380	ENSGACP00000018015
ENSACAP00000019087	ENSGACP00000026033
ENSACAP00000013893	ENSGACP00000023596
ENSACAP00000006887	ENSGACP00000024308
ENSACAP00000001440	ENSGACP00000016391
ENSACAP00000003722	ENSGACP00000006120
ENSACAP00000008455	ENSGACP00000004865
ENSACAP00000012609	ENSGACP00000024084
ENSACAP00000005901	ENSGACP00000018888
ENSACAP00000012151	ENSGACP00000026304
ENSACAP00000009633	ENSGACP00000013416
ENSACAP00000004927	ENSGACP00000020762
ENSACAP00000007923	ENSGACP00000025159
ENSACAP00000007923	ENSGACP00000012712
ENSACAP00000009849	ENSGACP00000010145
ENSACAP00000014832	ENSGACP00000014427
ENSACAP00000000168	ENSGACP00000001503
ENSACAP00000017669	ENSGACP00000002638
ENSACAP00000004261	ENSGACP00000010994
ENSACAP00000008061	ENSGACP00000021024
ENSACAP00000006498	ENSGACP00000014726
ENSACAP00000014835	ENSGACP00000004613
ENSACAP00000000835	ENSGACP00000000607
ENSACAP00000007204	ENSGACP00000025335
ENSACAP00000010253	ENSGACP00000018873
ENSACAP00000001145	ENSGACP00000025418
ENSACAP00000010186	ENSGACP00000021161
ENSACAP00000010458	ENSGACP00000016846
ENSACAP00000001837	ENSGACP00000025918
ENSACAP00000011878	ENSGACP00000010460
ENSACAP00000011878	ENSGACP00000010446
ENSACAP00000002669	ENSGACP00000022452
ENSACAP00000005549	ENSGACP00000019684
ENSACAP00000007915	ENSGACP00000015612
ENSACAP00000011871	ENSGACP00000006079
ENSACAP00000017686	ENSGACP00000011530
ENSACAP00000000014	ENSGACP00000006594
ENSACAP00000010444	ENSGACP00000007576
ENSACAP00000016468	ENSGACP00000020092
ENSACAP00000002264	ENSGACP00000005477
ENSACAP00000004925	ENSGACP00000018514
ENSACAP00000001413	ENSGACP00000014931
ENSACAP00000011597	ENSGACP00000021255
ENSACAP00000013863	ENSGACP00000027545
ENSACAP00000012497	ENSGACP00000009008
ENSACAP00000005142	ENSGACP00000009136
ENSACAP00000000619	ENSGACP00000021086
ENSACAP00000007830	ENSGACP00000014575
ENSACAP00000022484	ENSGACP00000008679
ENSACAP00000000725	ENSGACP00000001107
ENSACAP00000008506	ENSGACP00000002844
ENSACAP00000008506	ENSGACP00000008697
ENSACAP00000009455	ENSGACP00000020488
ENSACAP00000004668	ENSGACP00000008669
ENSACAP00000009577	ENSGACP00000014809
ENSACAP00000021915	ENSGACP00000020802
ENSACAP00000002518	ENSGACP00000015391
ENSACAP00000002518	ENSGACP00000010795
ENSACAP00000017431	ENSGACP00000006551
ENSACAP00000017431	ENSGACP00000021729
ENSACAP00000005335	ENSGACP00000021063
ENSACAP00000000172	ENSGACP00000021576
ENSACAP00000000172	ENSGACP00000001516
ENSACAP00000021998	ENSGACP00000013598
ENSACAP00000021998	ENSGACP00000024838
ENSACAP00000005744	ENSGACP00000017712
ENSACAP00000017155	ENSGACP00000023525
ENSACAP00000016599	ENSGACP00000025708
ENSACAP00000016599	ENSGACP00000008476
ENSACAP00000008424	ENSGACP00000004321
ENSACAP00000008424	ENSGACP00000014155
ENSACAP00000004383	ENSGACP00000007364
ENSACAP00000004383	ENSGACP00000014814
ENSACAP00000016506	ENSGACP00000005435
ENSACAP00000001908	ENSGACP00000019837
ENSACAP00000003730	ENSGACP00000004616
ENSACAP00000000700	ENSGACP00000016622
ENSACAP00000015194	ENSGACP00000015733
ENSACAP00000015194	ENSGACP00000004489
ENSACAP00000020756	ENSGACP00000010912
ENSACAP00000020756	ENSGACP00000000664
ENSACAP00000001223	ENSGACP00000019661
ENSACAP00000003634	ENSGACP00000026871
ENSACAP00000003634	ENSGACP00000024491
ENSACAP00000013499	ENSGACP00000023382
ENSACAP00000004851	ENSGACP00000020122
ENSACAP00000004839	ENSGACP00000020127
ENSACAP00000002051	ENSGACP00000025510
ENSACAP00000013123	ENSGACP00000024333
ENSACAP00000013123	ENSGACP00000025920
ENSACAP00000000452	ENSGACP00000020141
ENSACAP00000000452	ENSGACP00000005345
ENSACAP00000016687	ENSGACP00000027539
ENSACAP00000016687	ENSGACP00000023937
ENSACAP00000010205	ENSGACP00000020678
ENSACAP00000012073	ENSGACP00000005955
ENSACAP00000006632	ENSGACP00000023369
ENSACAP00000001728	ENSGACP00000010070
ENSACAP00000000263	ENSGACP00000022301
ENSACAP00000001786	ENSGACP00000012140
ENSACAP00000011820	ENSGACP00000026537
ENSACAP00000008978	ENSGACP00000024079
ENSACAP00000008077	ENSGACP00000011464
ENSACAP00000005569	ENSGACP00000014334
ENSACAP00000005569	ENSGACP00000000585
ENSACAP00000001443	ENSGACP00000014939
ENSACAP00000005571	ENSGACP00000009266
ENSACAP00000014860	ENSGACP00000024369
ENSACAP00000018384	ENSGACP00000014263
ENSACAP00000017214	ENSGACP00000003293
ENSACAP00000017214	ENSGACP00000012814
ENSACAP00000017215	ENSGACP00000012809
ENSACAP00000020150	ENSGACP00000003701
ENSACAP00000000843	ENSGACP00000014651
ENSACAP00000005646	ENSGACP00000017749
ENSACAP00000010957	ENSGACP00000005060
ENSACAP00000015336	ENSGACP00000023626
ENSACAP00000006774	ENSGACP00000019983
ENSACAP00000004388	ENSGACP00000003417
ENSACAP00000009964	ENSGACP00000003417
ENSACAP00000005725	ENSGACP00000010092
ENSACAP00000005725	ENSGACP00000016932
ENSACAP00000009976	ENSGACP00000024360
ENSACAP00000009976	ENSGACP00000023605
ENSACAP00000008299	ENSGACP00000023843
ENSACAP00000008299	ENSGACP00000026309
ENSACAP00000003021	ENSGACP00000016659
ENSACAP00000003021	ENSGACP00000022526
ENSACAP00000010061	ENSGACP00000022400
ENSACAP00000013128	ENSGACP00000019249
ENSACAP00000001022	ENSGACP00000011156
ENSACAP00000014926	ENSGACP00000010644
ENSACAP00000003727	ENSGACP00000003527
ENSACAP00000015674	ENSGACP00000014745
ENSACAP00000013506	ENSGACP00000020605
ENSACAP00000013506	ENSGACP00000013033
ENSACAP00000012700	ENSGACP00000025423
ENSACAP00000006256	ENSGACP00000019733
ENSACAP00000014552	ENSGACP00000004384
ENSACAP00000004682	ENSGACP00000013235
ENSACAP00000017566	ENSGACP00000007648
ENSACAP00000001885	ENSGACP00000026563
ENSACAP00000001885	ENSGACP00000013892
ENSACAP00000008344	ENSGACP00000027563
ENSACAP00000002828	ENSGACP00000014941
ENSACAP00000002828	ENSGACP00000020542
ENSACAP00000015245	ENSGACP00000008574
ENSACAP00000005132	ENSGACP00000022067
ENSACAP00000005132	ENSGACP00000002605
ENSACAP00000014493	ENSGACP00000024571
ENSACAP00000001398	ENSGACP00000025281
ENSACAP00000014855	ENSGACP00000004562
ENSACAP00000002481	ENSGACP00000007133
ENSACAP00000002481	ENSGACP00000002859
ENSACAP00000007373	ENSGACP00000025573
ENSACAP00000012561	ENSGACP00000010513
ENSACAP00000022061	ENSGACP00000024665
ENSACAP00000008278	ENSGACP00000019228
ENSACAP00000009737	ENSGACP00000017443
ENSACAP00000013040	ENSGACP00000003221
ENSACAP00000008652	ENSGACP00000021085
ENSACAP00000016661	ENSGACP00000001448
ENSACAP00000019585	ENSGACP00000004861
ENSACAP00000009394	ENSGACP00000009988
ENSACAP00000000341	ENSGACP00000012983
ENSACAP00000001765	ENSGACP00000005931
ENSACAP00000001765	ENSGACP00000025909
ENSACAP00000016977	ENSGACP00000013123
ENSACAP00000011064	ENSGACP00000018457
ENSACAP00000011064	ENSGACP00000021217
ENSACAP00000005583	ENSGACP00000009891
ENSACAP00000009413	ENSGACP00000016205
ENSACAP00000013322	ENSGACP00000012393
ENSACAP00000000757	ENSGACP00000017822
ENSACAP00000003406	ENSGACP00000017087
ENSACAP00000003406	ENSGACP00000007803
ENSACAP00000007170	ENSGACP00000000842
ENSACAP00000010382	ENSGACP00000002570
ENSACAP00000012320	ENSGACP00000018077
ENSACAP00000012036	ENSGACP00000012950
ENSACAP00000022360	ENSGACP00000003306
ENSACAP00000022360	ENSGACP00000007317
ENSACAP00000005950	ENSGACP00000025045
ENSACAP00000005950	ENSGACP00000016571
ENSACAP00000015821	ENSGACP00000019174
ENSACAP00000014278	ENSGACP00000007249
ENSACAP00000014278	ENSGACP00000014796
ENSACAP00000005389	ENSGACP00000013698
ENSACAP00000004993	ENSGACP00000010205
ENSACAP00000004993	ENSGACP00000009687
ENSACAP00000006172	ENSGACP00000013849
ENSACAP00000006976	ENSGACP00000009536
ENSACAP00000017670	ENSGACP00000006324
ENSACAP00000001502	ENSGACP00000025277
ENSACAP00000002448	ENSGACP00000012348
ENSACAP00000012363	ENSGACP00000017906
ENSACAP00000004805	ENSGACP00000020754
ENSACAP00000004805	ENSGACP00000004519
ENSACAP00000009191	ENSGACP00000015009
ENSACAP00000003586	ENSGACP00000018473
ENSACAP00000007623	ENSGACP00000023768
ENSACAP00000015934	ENSGACP00000024329
ENSACAP00000005119	ENSGACP00000005432
ENSACAP00000003108	ENSGACP00000017731
ENSACAP00000001740	ENSGACP00000007102
ENSACAP00000001740	ENSGACP00000027476
ENSACAP00000009892	ENSGACP00000011047
ENSACAP00000009832	ENSGACP00000017076
ENSACAP00000001533	ENSGACP00000000213
ENSACAP00000023457	ENSGACP00000016240
ENSACAP00000014163	ENSGACP00000004855
ENSACAP00000014163	ENSGACP00000025067
ENSACAP00000012331	ENSGACP00000014829
ENSACAP00000000021	ENSGACP00000025985
ENSACAP00000017182	ENSGACP00000013404
ENSACAP00000006834	ENSGACP00000000844
ENSACAP00000017652	ENSGACP00000012718
ENSACAP00000017652	ENSGACP00000008090
ENSACAP00000012324	ENSGACP00000014425
ENSACAP00000012525	ENSGACP00000026678
ENSACAP00000008042	ENSGACP00000012025
ENSACAP00000006798	ENSGACP00000023036
ENSACAP00000014416	ENSGACP00000020519
ENSACAP00000014416	ENSGACP00000004336
ENSACAP00000005031	ENSGACP00000009725
ENSACAP00000003291	ENSGACP00000015816
ENSACAP00000011381	ENSGACP00000022961
ENSACAP00000004356	ENSGACP00000005590
ENSACAP00000004931	ENSGACP00000025551
ENSACAP00000020113	ENSGACP00000002437
ENSACAP00000007150	ENSGACP00000021282
ENSACAP00000006176	ENSGACP00000017282
ENSACAP00000003837	ENSGACP00000010635
ENSACAP00000003837	ENSGACP00000004574
ENSACAP00000016373	ENSGACP00000021823
ENSACAP00000001236	ENSGACP00000026264
ENSACAP00000015594	ENSGACP00000000016
