ENSDARP00000074624	ENSMGAP00000004951
ENSDARP00000092178	ENSMGAP00000002372
ENSDARP00000129145	ENSMGAP00000015009
ENSDARP00000058857	ENSMGAP00000015009
ENSDARP00000084055	ENSMGAP00000005903
ENSDARP00000102594	ENSMGAP00000004129
ENSDARP00000122854	ENSMGAP00000015861
ENSDARP00000024319	ENSMGAP00000013533
ENSDARP00000102181	ENSMGAP00000011321
ENSDARP00000077930	ENSMGAP00000011321
ENSDARP00000036164	ENSMGAP00000010979
ENSDARP00000126741	ENSMGAP00000014382
ENSDARP00000023227	ENSMGAP00000014382
ENSDARP00000116904	ENSMGAP00000006248
ENSDARP00000113609	ENSMGAP00000006248
ENSDARP00000004843	ENSMGAP00000014207
ENSDARP00000098167	ENSMGAP00000004138
ENSDARP00000046252	ENSMGAP00000003899
ENSDARP00000081054	ENSMGAP00000007471
ENSDARP00000083790	ENSMGAP00000017253
ENSDARP00000100346	ENSMGAP00000017253
ENSDARP00000103609	ENSMGAP00000004314
ENSDARP00000005309	ENSMGAP00000010603
ENSDARP00000063591	ENSMGAP00000001831
ENSDARP00000054509	ENSMGAP00000011311
ENSDARP00000078699	ENSMGAP00000006306
ENSDARP00000107915	ENSMGAP00000004808
ENSDARP00000101956	ENSMGAP00000014967
ENSDARP00000106300	ENSMGAP00000017457
ENSDARP00000091804	ENSMGAP00000017457
ENSDARP00000082256	ENSMGAP00000013468
ENSDARP00000105472	ENSMGAP00000000990
ENSDARP00000093232	ENSMGAP00000000946
ENSDARP00000121543	ENSMGAP00000016075
ENSDARP00000109090	ENSMGAP00000016201
ENSDARP00000072900	ENSMGAP00000012537
ENSDARP00000058170	ENSMGAP00000012537
ENSDARP00000022287	ENSMGAP00000004651
ENSDARP00000110047	ENSMGAP00000000413
ENSDARP00000120506	ENSMGAP00000000413
ENSDARP00000116684	ENSMGAP00000011404
ENSDARP00000015866	ENSMGAP00000003564
ENSDARP00000008860	ENSMGAP00000011553
ENSDARP00000064859	ENSMGAP00000011553
ENSDARP00000111938	ENSMGAP00000011623
ENSDARP00000099683	ENSMGAP00000006871
ENSDARP00000119502	ENSMGAP00000006802
ENSDARP00000087595	ENSMGAP00000004516
ENSDARP00000104352	ENSMGAP00000013556
ENSDARP00000116122	ENSMGAP00000006703
ENSDARP00000129313	ENSMGAP00000012453
ENSDARP00000036450	ENSMGAP00000005367
ENSDARP00000007473	ENSMGAP00000011144
ENSDARP00000087814	ENSMGAP00000011222
ENSDARP00000017934	ENSMGAP00000016636
ENSDARP00000120903	ENSMGAP00000007369
ENSDARP00000093238	ENSMGAP00000003070
ENSDARP00000108854	ENSMGAP00000005144
ENSDARP00000052418	ENSMGAP00000005239
ENSDARP00000119720	ENSMGAP00000001488
ENSDARP00000110022	ENSMGAP00000011363
ENSDARP00000109302	ENSMGAP00000006654
ENSDARP00000107036	ENSMGAP00000013435
ENSDARP00000043755	ENSMGAP00000006439
ENSDARP00000112928	ENSMGAP00000006439
ENSDARP00000111570	ENSMGAP00000002139
ENSDARP00000050394	ENSMGAP00000009495
ENSDARP00000040208	ENSMGAP00000009495
ENSDARP00000074926	ENSMGAP00000015033
ENSDARP00000093563	ENSMGAP00000014394
ENSDARP00000041799	ENSMGAP00000006715
ENSDARP00000021706	ENSMGAP00000015250
ENSDARP00000121462	ENSMGAP00000015258
ENSDARP00000075583	ENSMGAP00000010673
ENSDARP00000123962	ENSMGAP00000004448
ENSDARP00000003161	ENSMGAP00000004448
ENSDARP00000110247	ENSMGAP00000015603
ENSDARP00000102620	ENSMGAP00000015603
ENSDARP00000098640	ENSMGAP00000019625
ENSDARP00000085869	ENSMGAP00000011224
ENSDARP00000013946	ENSMGAP00000014801
ENSDARP00000110546	ENSMGAP00000009647
ENSDARP00000022975	ENSMGAP00000013677
ENSDARP00000098730	ENSMGAP00000015556
ENSDARP00000070953	ENSMGAP00000011891
ENSDARP00000051867	ENSMGAP00000010262
ENSDARP00000020968	ENSMGAP00000015969
ENSDARP00000034974	ENSMGAP00000012702
ENSDARP00000105003	ENSMGAP00000010132
ENSDARP00000052540	ENSMGAP00000005160
ENSDARP00000055034	ENSMGAP00000010081
ENSDARP00000095724	ENSMGAP00000010081
ENSDARP00000089410	ENSMGAP00000016109
ENSDARP00000116014	ENSMGAP00000009701
ENSDARP00000000486	ENSMGAP00000000431
ENSDARP00000076784	ENSMGAP00000005891
ENSDARP00000059192	ENSMGAP00000005891
ENSDARP00000102130	ENSMGAP00000009958
ENSDARP00000101419	ENSMGAP00000009930
ENSDARP00000104939	ENSMGAP00000013730
ENSDARP00000008916	ENSMGAP00000013730
ENSDARP00000027377	ENSMGAP00000000184
ENSDARP00000116141	ENSMGAP00000010145
ENSDARP00000103349	ENSMGAP00000010145
ENSDARP00000040499	ENSMGAP00000014715
ENSDARP00000067189	ENSMGAP00000014715
ENSDARP00000007110	ENSMGAP00000005814
ENSDARP00000041941	ENSMGAP00000005814
ENSDARP00000026201	ENSMGAP00000018640
ENSDARP00000116547	ENSMGAP00000018640
ENSDARP00000052382	ENSMGAP00000008045
ENSDARP00000036831	ENSMGAP00000008045
ENSDARP00000114616	ENSMGAP00000010954
ENSDARP00000122179	ENSMGAP00000010954
ENSDARP00000128793	ENSMGAP00000011041
ENSDARP00000102939	ENSMGAP00000009778
ENSDARP00000126275	ENSMGAP00000018160
ENSDARP00000042466	ENSMGAP00000014635
ENSDARP00000112360	ENSMGAP00000011504
ENSDARP00000105771	ENSMGAP00000001793
ENSDARP00000091257	ENSMGAP00000001793
ENSDARP00000106236	ENSMGAP00000004299
ENSDARP00000108778	ENSMGAP00000011186
ENSDARP00000125655	ENSMGAP00000004709
ENSDARP00000063213	ENSMGAP00000004709
ENSDARP00000061793	ENSMGAP00000012255
ENSDARP00000082470	ENSMGAP00000019402
ENSDARP00000082975	ENSMGAP00000007870
ENSDARP00000045538	ENSMGAP00000006337
ENSDARP00000082475	ENSMGAP00000011664
ENSDARP00000126286	ENSMGAP00000011664
ENSDARP00000117317	ENSMGAP00000005626
ENSDARP00000083378	ENSMGAP00000016197
ENSDARP00000022330	ENSMGAP00000016197
ENSDARP00000115391	ENSMGAP00000000925
ENSDARP00000113698	ENSMGAP00000000925
ENSDARP00000083234	ENSMGAP00000014575
ENSDARP00000112958	ENSMGAP00000014575
ENSDARP00000126333	ENSMGAP00000003678
ENSDARP00000039809	ENSMGAP00000001062
ENSDARP00000032580	ENSMGAP00000001062
ENSDARP00000101507	ENSMGAP00000005251
ENSDARP00000082473	ENSMGAP00000005251
ENSDARP00000099527	ENSMGAP00000015749
ENSDARP00000105237	ENSMGAP00000003311
ENSDARP00000075187	ENSMGAP00000011986
ENSDARP00000093449	ENSMGAP00000000101
ENSDARP00000074236	ENSMGAP00000000101
ENSDARP00000046097	ENSMGAP00000003113
ENSDARP00000117474	ENSMGAP00000003113
ENSDARP00000093436	ENSMGAP00000006743
ENSDARP00000120269	ENSMGAP00000000412
ENSDARP00000115360	ENSMGAP00000007259
ENSDARP00000102306	ENSMGAP00000011383
ENSDARP00000085109	ENSMGAP00000003121
ENSDARP00000108802	ENSMGAP00000016280
ENSDARP00000052235	ENSMGAP00000004931
ENSDARP00000061715	ENSMGAP00000009251
ENSDARP00000100110	ENSMGAP00000009251
ENSDARP00000122639	ENSMGAP00000006273
ENSDARP00000096665	ENSMGAP00000006273
ENSDARP00000022291	ENSMGAP00000010353
ENSDARP00000034214	ENSMGAP00000014145
ENSDARP00000129737	ENSMGAP00000006490
ENSDARP00000017269	ENSMGAP00000005430
ENSDARP00000041696	ENSMGAP00000002179
ENSDARP00000123888	ENSMGAP00000014175
ENSDARP00000115909	ENSMGAP00000007465
ENSDARP00000120039	ENSMGAP00000015024
ENSDARP00000096251	ENSMGAP00000017883
ENSDARP00000089117	ENSMGAP00000005729
ENSDARP00000068184	ENSMGAP00000005729
ENSDARP00000109528	ENSMGAP00000001246
ENSDARP00000038728	ENSMGAP00000000151
ENSDARP00000122687	ENSMGAP00000006848
ENSDARP00000116595	ENSMGAP00000005901
ENSDARP00000026057	ENSMGAP00000011741
ENSDARP00000099551	ENSMGAP00000001123
ENSDARP00000070477	ENSMGAP00000004831
ENSDARP00000066586	ENSMGAP00000011039
ENSDARP00000111671	ENSMGAP00000014725
ENSDARP00000039584	ENSMGAP00000007209
ENSDARP00000023457	ENSMGAP00000014372
ENSDARP00000025618	ENSMGAP00000015520
ENSDARP00000112236	ENSMGAP00000002314
ENSDARP00000106872	ENSMGAP00000007863
ENSDARP00000088726	ENSMGAP00000000254
ENSDARP00000072406	ENSMGAP00000000254
ENSDARP00000014696	ENSMGAP00000014670
ENSDARP00000076788	ENSMGAP00000014761
ENSDARP00000060534	ENSMGAP00000019312
ENSDARP00000070035	ENSMGAP00000018260
ENSDARP00000122750	ENSMGAP00000006914
ENSDARP00000121373	ENSMGAP00000010740
ENSDARP00000046171	ENSMGAP00000018836
ENSDARP00000041348	ENSMGAP00000017720
ENSDARP00000105491	ENSMGAP00000017720
ENSDARP00000007921	ENSMGAP00000008460
ENSDARP00000120417	ENSMGAP00000000985
ENSDARP00000118941	ENSMGAP00000006296
ENSDARP00000079754	ENSMGAP00000014509
ENSDARP00000108779	ENSMGAP00000002142
ENSDARP00000112670	ENSMGAP00000017100
ENSDARP00000059000	ENSMGAP00000017163
ENSDARP00000040270	ENSMGAP00000014445
ENSDARP00000069601	ENSMGAP00000003681
ENSDARP00000085454	ENSMGAP00000004242
ENSDARP00000129340	ENSMGAP00000014025
ENSDARP00000093755	ENSMGAP00000014025
ENSDARP00000104915	ENSMGAP00000006454
ENSDARP00000065547	ENSMGAP00000006448
ENSDARP00000110640	ENSMGAP00000018876
ENSDARP00000078363	ENSMGAP00000002553
ENSDARP00000116485	ENSMGAP00000010895
ENSDARP00000076378	ENSMGAP00000010895
ENSDARP00000110799	ENSMGAP00000016027
ENSDARP00000104009	ENSMGAP00000013339
ENSDARP00000073031	ENSMGAP00000001964
ENSDARP00000055439	ENSMGAP00000013320
ENSDARP00000013553	ENSMGAP00000013320
ENSDARP00000123096	ENSMGAP00000005364
ENSDARP00000080009	ENSMGAP00000014615
ENSDARP00000088095	ENSMGAP00000003326
ENSDARP00000031658	ENSMGAP00000015953
ENSDARP00000124896	ENSMGAP00000004567
ENSDARP00000121803	ENSMGAP00000004567
ENSDARP00000097560	ENSMGAP00000008000
ENSDARP00000099768	ENSMGAP00000017244
ENSDARP00000126580	ENSMGAP00000004906
ENSDARP00000053510	ENSMGAP00000004906
ENSDARP00000083447	ENSMGAP00000006214
ENSDARP00000099263	ENSMGAP00000006214
ENSDARP00000052417	ENSMGAP00000018138
ENSDARP00000069164	ENSMGAP00000007624
ENSDARP00000050036	ENSMGAP00000007624
ENSDARP00000002331	ENSMGAP00000019774
ENSDARP00000012677	ENSMGAP00000003282
ENSDARP00000041624	ENSMGAP00000006665
ENSDARP00000106839	ENSMGAP00000006317
ENSDARP00000125084	ENSMGAP00000003317
ENSDARP00000110378	ENSMGAP00000008678
ENSDARP00000016537	ENSMGAP00000008608
ENSDARP00000021860	ENSMGAP00000010105
ENSDARP00000027417	ENSMGAP00000011187
ENSDARP00000128728	ENSMGAP00000018952
ENSDARP00000121964	ENSMGAP00000018952
ENSDARP00000117165	ENSMGAP00000013294
ENSDARP00000129871	ENSMGAP00000008412
ENSDARP00000110192	ENSMGAP00000008412
ENSDARP00000100587	ENSMGAP00000003788
ENSDARP00000009077	ENSMGAP00000016108
ENSDARP00000069063	ENSMGAP00000012632
ENSDARP00000003666	ENSMGAP00000001607
ENSDARP00000109559	ENSMGAP00000000792
ENSDARP00000023816	ENSMGAP00000000792
ENSDARP00000027643	ENSMGAP00000000742
ENSDARP00000105058	ENSMGAP00000003505
ENSDARP00000057288	ENSMGAP00000004400
ENSDARP00000011243	ENSMGAP00000004400
ENSDARP00000126089	ENSMGAP00000009943
ENSDARP00000044056	ENSMGAP00000012715
ENSDARP00000121708	ENSMGAP00000007924
ENSDARP00000096118	ENSMGAP00000006465
ENSDARP00000092551	ENSMGAP00000000854
ENSDARP00000124670	ENSMGAP00000000854
ENSDARP00000117628	ENSMGAP00000001277
ENSDARP00000111061	ENSMGAP00000018899
ENSDARP00000112924	ENSMGAP00000003740
ENSDARP00000120982	ENSMGAP00000012143
ENSDARP00000026313	ENSMGAP00000019549
ENSDARP00000107308	ENSMGAP00000010782
ENSDARP00000104454	ENSMGAP00000006925
ENSDARP00000003080	ENSMGAP00000003502
ENSDARP00000068397	ENSMGAP00000010662
ENSDARP00000093624	ENSMGAP00000002642
ENSDARP00000105877	ENSMGAP00000002052
ENSDARP00000050482	ENSMGAP00000002335
ENSDARP00000116209	ENSMGAP00000018370
ENSDARP00000090275	ENSMGAP00000007781
ENSDARP00000091102	ENSMGAP00000003595
ENSDARP00000022674	ENSMGAP00000003595
ENSDARP00000026821	ENSMGAP00000000966
ENSDARP00000052324	ENSMGAP00000011396
ENSDARP00000084665	ENSMGAP00000016602
ENSDARP00000107141	ENSMGAP00000016627
ENSDARP00000124225	ENSMGAP00000002833
ENSDARP00000052112	ENSMGAP00000002833
ENSDARP00000088455	ENSMGAP00000001418
ENSDARP00000083466	ENSMGAP00000001418
ENSDARP00000103690	ENSMGAP00000018357
ENSDARP00000093055	ENSMGAP00000018357
ENSDARP00000012462	ENSMGAP00000016740
ENSDARP00000079201	ENSMGAP00000005060
ENSDARP00000022566	ENSMGAP00000015654
ENSDARP00000125099	ENSMGAP00000015654
ENSDARP00000013158	ENSMGAP00000012638
ENSDARP00000115254	ENSMGAP00000012638
ENSDARP00000089356	ENSMGAP00000003310
ENSDARP00000128601	ENSMGAP00000003310
ENSDARP00000085243	ENSMGAP00000011403
ENSDARP00000078673	ENSMGAP00000001124
ENSDARP00000009558	ENSMGAP00000001124
ENSDARP00000094308	ENSMGAP00000014316
ENSDARP00000091095	ENSMGAP00000014316
ENSDARP00000122248	ENSMGAP00000001587
ENSDARP00000082682	ENSMGAP00000001587
ENSDARP00000064731	ENSMGAP00000019067
ENSDARP00000125710	ENSMGAP00000019067
ENSDARP00000124730	ENSMGAP00000006857
ENSDARP00000113837	ENSMGAP00000006647
ENSDARP00000108471	ENSMGAP00000015016
ENSDARP00000100237	ENSMGAP00000013174
ENSDARP00000006945	ENSMGAP00000006672
ENSDARP00000111576	ENSMGAP00000006672
ENSDARP00000057381	ENSMGAP00000013831
ENSDARP00000076579	ENSMGAP00000001458
ENSDARP00000101038	ENSMGAP00000001458
ENSDARP00000005919	ENSMGAP00000000692
ENSDARP00000100955	ENSMGAP00000005306
ENSDARP00000099126	ENSMGAP00000014627
ENSDARP00000093653	ENSMGAP00000005707
ENSDARP00000054365	ENSMGAP00000006367
ENSDARP00000100705	ENSMGAP00000019558
ENSDARP00000066736	ENSMGAP00000010778
ENSDARP00000073916	ENSMGAP00000011575
ENSDARP00000113598	ENSMGAP00000000294
ENSDARP00000056168	ENSMGAP00000008314
ENSDARP00000068710	ENSMGAP00000016856
ENSDARP00000122566	ENSMGAP00000016856
ENSDARP00000117098	ENSMGAP00000016987
ENSDARP00000123385	ENSMGAP00000016987
ENSDARP00000115481	ENSMGAP00000003037
ENSDARP00000062533	ENSMGAP00000016295
ENSDARP00000100407	ENSMGAP00000016853
ENSDARP00000113307	ENSMGAP00000012438
ENSDARP00000127943	ENSMGAP00000012434
ENSDARP00000065816	ENSMGAP00000000113
ENSDARP00000076317	ENSMGAP00000015302
ENSDARP00000105952	ENSMGAP00000012863
ENSDARP00000117781	ENSMGAP00000015277
ENSDARP00000044802	ENSMGAP00000001889
ENSDARP00000082618	ENSMGAP00000012248
ENSDARP00000061835	ENSMGAP00000012248
ENSDARP00000101376	ENSMGAP00000002428
ENSDARP00000100403	ENSMGAP00000006674
ENSDARP00000087992	ENSMGAP00000016354
ENSDARP00000107301	ENSMGAP00000001540
ENSDARP00000007407	ENSMGAP00000019668
ENSDARP00000124812	ENSMGAP00000008284
ENSDARP00000037012	ENSMGAP00000008284
ENSDARP00000125098	ENSMGAP00000008320
ENSDARP00000007263	ENSMGAP00000017755
ENSDARP00000027394	ENSMGAP00000016025
ENSDARP00000053924	ENSMGAP00000012128
ENSDARP00000108523	ENSMGAP00000012128
ENSDARP00000109082	ENSMGAP00000004648
ENSDARP00000077996	ENSMGAP00000010284
ENSDARP00000126910	ENSMGAP00000015020
ENSDARP00000110380	ENSMGAP00000004626
ENSDARP00000071352	ENSMGAP00000017487
ENSDARP00000059169	ENSMGAP00000014756
ENSDARP00000001284	ENSMGAP00000004118
ENSDARP00000070258	ENSMGAP00000013103
ENSDARP00000004218	ENSMGAP00000013103
ENSDARP00000109514	ENSMGAP00000013954
ENSDARP00000015855	ENSMGAP00000012397
ENSDARP00000005710	ENSMGAP00000012397
ENSDARP00000077743	ENSMGAP00000017737
ENSDARP00000050550	ENSMGAP00000017737
ENSDARP00000096384	ENSMGAP00000005840
ENSDARP00000117401	ENSMGAP00000013988
ENSDARP00000115841	ENSMGAP00000002130
ENSDARP00000076775	ENSMGAP00000009991
ENSDARP00000076780	ENSMGAP00000009981
ENSDARP00000109229	ENSMGAP00000009986
ENSDARP00000073839	ENSMGAP00000018652
ENSDARP00000076768	ENSMGAP00000016841
ENSDARP00000044908	ENSMGAP00000018412
ENSDARP00000080428	ENSMGAP00000009133
ENSDARP00000114803	ENSMGAP00000010062
ENSDARP00000096545	ENSMGAP00000003214
ENSDARP00000073643	ENSMGAP00000003214
ENSDARP00000122978	ENSMGAP00000000099
ENSDARP00000048280	ENSMGAP00000005803
ENSDARP00000073546	ENSMGAP00000006805
ENSDARP00000115167	ENSMGAP00000011962
ENSDARP00000020452	ENSMGAP00000010165
ENSDARP00000073991	ENSMGAP00000005782
ENSDARP00000109162	ENSMGAP00000011597
ENSDARP00000030937	ENSMGAP00000018241
ENSDARP00000102461	ENSMGAP00000015944
ENSDARP00000076241	ENSMGAP00000015943
ENSDARP00000058727	ENSMGAP00000000542
ENSDARP00000048738	ENSMGAP00000014559
ENSDARP00000023810	ENSMGAP00000012770
ENSDARP00000085610	ENSMGAP00000017207
ENSDARP00000120509	ENSMGAP00000007907
ENSDARP00000083574	ENSMGAP00000008464
ENSDARP00000079688	ENSMGAP00000015589
ENSDARP00000013495	ENSMGAP00000016521
ENSDARP00000104375	ENSMGAP00000016972
ENSDARP00000090506	ENSMGAP00000016972
ENSDARP00000078547	ENSMGAP00000019057
ENSDARP00000103414	ENSMGAP00000016967
ENSDARP00000108581	ENSMGAP00000016967
ENSDARP00000072403	ENSMGAP00000015619
ENSDARP00000063752	ENSMGAP00000016331
ENSDARP00000030390	ENSMGAP00000016331
ENSDARP00000126523	ENSMGAP00000016317
ENSDARP00000125918	ENSMGAP00000019509
ENSDARP00000041141	ENSMGAP00000007255
ENSDARP00000125036	ENSMGAP00000007255
ENSDARP00000114437	ENSMGAP00000013407
ENSDARP00000124366	ENSMGAP00000013407
ENSDARP00000126705	ENSMGAP00000002359
ENSDARP00000108118	ENSMGAP00000009395
ENSDARP00000101702	ENSMGAP00000009306
ENSDARP00000114471	ENSMGAP00000005362
ENSDARP00000081883	ENSMGAP00000005362
ENSDARP00000077765	ENSMGAP00000008721
ENSDARP00000077762	ENSMGAP00000016302
ENSDARP00000113341	ENSMGAP00000004482
ENSDARP00000120833	ENSMGAP00000004482
ENSDARP00000006449	ENSMGAP00000006546
ENSDARP00000054551	ENSMGAP00000006628
ENSDARP00000088269	ENSMGAP00000005489
ENSDARP00000026011	ENSMGAP00000005489
ENSDARP00000104608	ENSMGAP00000009159
ENSDARP00000102300	ENSMGAP00000012654
ENSDARP00000104331	ENSMGAP00000008432
ENSDARP00000111256	ENSMGAP00000008792
ENSDARP00000055487	ENSMGAP00000008792
ENSDARP00000103184	ENSMGAP00000008785
ENSDARP00000104309	ENSMGAP00000006512
ENSDARP00000016699	ENSMGAP00000012672
ENSDARP00000106400	ENSMGAP00000008008
ENSDARP00000068701	ENSMGAP00000013778
ENSDARP00000028536	ENSMGAP00000014723
ENSDARP00000083373	ENSMGAP00000002761
ENSDARP00000074605	ENSMGAP00000016389
ENSDARP00000115605	ENSMGAP00000005379
ENSDARP00000096874	ENSMGAP00000016383
ENSDARP00000056809	ENSMGAP00000016383
ENSDARP00000056895	ENSMGAP00000009721
ENSDARP00000115536	ENSMGAP00000002070
ENSDARP00000114599	ENSMGAP00000016241
ENSDARP00000129091	ENSMGAP00000011699
ENSDARP00000110752	ENSMGAP00000009518
ENSDARP00000111572	ENSMGAP00000009518
ENSDARP00000110841	ENSMGAP00000005015
ENSDARP00000108675	ENSMGAP00000005015
ENSDARP00000093481	ENSMGAP00000011848
ENSDARP00000068814	ENSMGAP00000009265
ENSDARP00000108656	ENSMGAP00000008726
ENSDARP00000057317	ENSMGAP00000008726
ENSDARP00000099047	ENSMGAP00000014657
ENSDARP00000105961	ENSMGAP00000000640
ENSDARP00000095269	ENSMGAP00000011714
ENSDARP00000112052	ENSMGAP00000009168
ENSDARP00000102987	ENSMGAP00000009168
ENSDARP00000024037	ENSMGAP00000003267
ENSDARP00000065663	ENSMGAP00000009045
ENSDARP00000005408	ENSMGAP00000011268
ENSDARP00000103503	ENSMGAP00000003307
ENSDARP00000097778	ENSMGAP00000003307
ENSDARP00000095098	ENSMGAP00000011785
ENSDARP00000109664	ENSMGAP00000001198
ENSDARP00000015526	ENSMGAP00000009366
ENSDARP00000041292	ENSMGAP00000014162
ENSDARP00000084386	ENSMGAP00000000081
ENSDARP00000117964	ENSMGAP00000000081
ENSDARP00000077468	ENSMGAP00000015453
ENSDARP00000129610	ENSMGAP00000000080
ENSDARP00000091428	ENSMGAP00000014850
ENSDARP00000091381	ENSMGAP00000014850
ENSDARP00000127116	ENSMGAP00000011552
ENSDARP00000107804	ENSMGAP00000013056
ENSDARP00000099327	ENSMGAP00000002383
ENSDARP00000128902	ENSMGAP00000014593
ENSDARP00000087592	ENSMGAP00000011747
ENSDARP00000074697	ENSMGAP00000007066
ENSDARP00000021281	ENSMGAP00000015120
ENSDARP00000098720	ENSMGAP00000015082
ENSDARP00000031910	ENSMGAP00000010958
ENSDARP00000093088	ENSMGAP00000011752
ENSDARP00000057760	ENSMGAP00000011525
ENSDARP00000071634	ENSMGAP00000001698
ENSDARP00000123655	ENSMGAP00000005592
ENSDARP00000069184	ENSMGAP00000012087
ENSDARP00000129008	ENSMGAP00000015715
ENSDARP00000030023	ENSMGAP00000015715
ENSDARP00000074910	ENSMGAP00000011101
ENSDARP00000101854	ENSMGAP00000002163
ENSDARP00000122259	ENSMGAP00000002163
ENSDARP00000117324	ENSMGAP00000011107
ENSDARP00000072928	ENSMGAP00000002147
ENSDARP00000017531	ENSMGAP00000016013
ENSDARP00000096438	ENSMGAP00000019206
ENSDARP00000059953	ENSMGAP00000010445
ENSDARP00000083051	ENSMGAP00000010445
ENSDARP00000094030	ENSMGAP00000005292
ENSDARP00000086646	ENSMGAP00000009358
ENSDARP00000022649	ENSMGAP00000003503
ENSDARP00000019985	ENSMGAP00000014713
ENSDARP00000082925	ENSMGAP00000000036
ENSDARP00000067101	ENSMGAP00000000036
ENSDARP00000076657	ENSMGAP00000008116
ENSDARP00000037833	ENSMGAP00000007737
ENSDARP00000055378	ENSMGAP00000004560
ENSDARP00000003126	ENSMGAP00000001432
ENSDARP00000013686	ENSMGAP00000006570
ENSDARP00000107417	ENSMGAP00000006570
ENSDARP00000127117	ENSMGAP00000001967
ENSDARP00000092005	ENSMGAP00000004694
ENSDARP00000087435	ENSMGAP00000004694
ENSDARP00000045478	ENSMGAP00000001105
ENSDARP00000075119	ENSMGAP00000000177
ENSDARP00000073004	ENSMGAP00000000177
ENSDARP00000080338	ENSMGAP00000008053
ENSDARP00000105517	ENSMGAP00000002378
ENSDARP00000016769	ENSMGAP00000001110
ENSDARP00000121161	ENSMGAP00000001110
ENSDARP00000041860	ENSMGAP00000011476
ENSDARP00000067036	ENSMGAP00000008581
ENSDARP00000123473	ENSMGAP00000014042
ENSDARP00000100090	ENSMGAP00000004574
ENSDARP00000048364	ENSMGAP00000004574
ENSDARP00000049991	ENSMGAP00000005098
ENSDARP00000003622	ENSMGAP00000005098
ENSDARP00000119740	ENSMGAP00000017624
ENSDARP00000049436	ENSMGAP00000014146
ENSDARP00000072407	ENSMGAP00000006793
ENSDARP00000076387	ENSMGAP00000013296
ENSDARP00000102587	ENSMGAP00000016039
ENSDARP00000105868	ENSMGAP00000009280
ENSDARP00000108825	ENSMGAP00000009280
ENSDARP00000106947	ENSMGAP00000013269
ENSDARP00000115172	ENSMGAP00000016661
ENSDARP00000027635	ENSMGAP00000016970
ENSDARP00000126762	ENSMGAP00000016970
ENSDARP00000032142	ENSMGAP00000010726
ENSDARP00000023215	ENSMGAP00000014310
ENSDARP00000093421	ENSMGAP00000016680
ENSDARP00000094132	ENSMGAP00000011624
ENSDARP00000046359	ENSMGAP00000012592
ENSDARP00000019782	ENSMGAP00000012592
ENSDARP00000106826	ENSMGAP00000002677
ENSDARP00000039143	ENSMGAP00000000170
ENSDARP00000041228	ENSMGAP00000014063
ENSDARP00000018865	ENSMGAP00000014063
ENSDARP00000039596	ENSMGAP00000001496
ENSDARP00000021241	ENSMGAP00000011181
ENSDARP00000056576	ENSMGAP00000017890
ENSDARP00000093236	ENSMGAP00000004224
ENSDARP00000023327	ENSMGAP00000014973
ENSDARP00000060938	ENSMGAP00000015347
ENSDARP00000128297	ENSMGAP00000000770
ENSDARP00000120003	ENSMGAP00000000770
ENSDARP00000097538	ENSMGAP00000009506
ENSDARP00000098307	ENSMGAP00000009793
ENSDARP00000023956	ENSMGAP00000006661
ENSDARP00000012936	ENSMGAP00000018379
ENSDARP00000099288	ENSMGAP00000001353
ENSDARP00000078846	ENSMGAP00000010464
ENSDARP00000103386	ENSMGAP00000007612
ENSDARP00000100609	ENSMGAP00000007612
ENSDARP00000100355	ENSMGAP00000005161
ENSDARP00000040378	ENSMGAP00000004410
ENSDARP00000068841	ENSMGAP00000005642
ENSDARP00000037624	ENSMGAP00000007050
ENSDARP00000098905	ENSMGAP00000013620
ENSDARP00000055138	ENSMGAP00000006053
ENSDARP00000081152	ENSMGAP00000004239
ENSDARP00000081777	ENSMGAP00000005542
ENSDARP00000046950	ENSMGAP00000003055
ENSDARP00000062692	ENSMGAP00000009745
ENSDARP00000129596	ENSMGAP00000017911
ENSDARP00000075984	ENSMGAP00000017911
ENSDARP00000103749	ENSMGAP00000002653
ENSDARP00000002692	ENSMGAP00000006792
ENSDARP00000049588	ENSMGAP00000006792
ENSDARP00000088068	ENSMGAP00000003226
ENSDARP00000057303	ENSMGAP00000003226
ENSDARP00000128073	ENSMGAP00000002623
ENSDARP00000119893	ENSMGAP00000002623
ENSDARP00000120854	ENSMGAP00000007457
ENSDARP00000047843	ENSMGAP00000004737
ENSDARP00000091007	ENSMGAP00000004737
ENSDARP00000122378	ENSMGAP00000006008
ENSDARP00000031878	ENSMGAP00000006008
ENSDARP00000129072	ENSMGAP00000005339
ENSDARP00000075954	ENSMGAP00000015755
ENSDARP00000128470	ENSMGAP00000007193
ENSDARP00000027281	ENSMGAP00000014941
ENSDARP00000111997	ENSMGAP00000010143
ENSDARP00000019894	ENSMGAP00000011249
ENSDARP00000100904	ENSMGAP00000011249
ENSDARP00000082031	ENSMGAP00000001272
ENSDARP00000103794	ENSMGAP00000001374
ENSDARP00000123601	ENSMGAP00000018684
ENSDARP00000106805	ENSMGAP00000010137
ENSDARP00000102543	ENSMGAP00000010137
ENSDARP00000100078	ENSMGAP00000010850
ENSDARP00000103323	ENSMGAP00000000122
ENSDARP00000088904	ENSMGAP00000000366
ENSDARP00000022485	ENSMGAP00000000366
ENSDARP00000087460	ENSMGAP00000016227
ENSDARP00000028820	ENSMGAP00000000395
