ENSLOCP00000009128	ENSMUSP00000034074
ENSLOCP00000006530	ENSMUSP00000035148
ENSLOCP00000016267	ENSMUSP00000021056
ENSLOCP00000008195	ENSMUSP00000080842
ENSLOCP00000014250	ENSMUSP00000107695
ENSLOCP00000007202	ENSMUSP00000077586
ENSLOCP00000013937	ENSMUSP00000125063
ENSLOCP00000013105	ENSMUSP00000098127
ENSLOCP00000017425	ENSMUSP00000107869
ENSLOCP00000020536	ENSMUSP00000108413
ENSLOCP00000016896	ENSMUSP00000094021
ENSLOCP00000012791	ENSMUSP00000047774
ENSLOCP00000005636	ENSMUSP00000027431
ENSLOCP00000005290	ENSMUSP00000075170
ENSLOCP00000003754	ENSMUSP00000023390
ENSLOCP00000002748	ENSMUSP00000026569
ENSLOCP00000021473	ENSMUSP00000055579
ENSLOCP00000021718	ENSMUSP00000126103
ENSLOCP00000021814	ENSMUSP00000097185
ENSLOCP00000022021	ENSMUSP00000130874
ENSLOCP00000006683	ENSMUSP00000130000
ENSLOCP00000017161	ENSMUSP00000086383
ENSLOCP00000004377	ENSMUSP00000041061
ENSLOCP00000015315	ENSMUSP00000020928
ENSLOCP00000007054	ENSMUSP00000088964
ENSLOCP00000015287	ENSMUSP00000099398
ENSLOCP00000010488	ENSMUSP00000075240
ENSLOCP00000016312	ENSMUSP00000072336
ENSLOCP00000010302	ENSMUSP00000041939
ENSLOCP00000007294	ENSMUSP00000051079
ENSLOCP00000018601	ENSMUSP00000094165
ENSLOCP00000000482	ENSMUSP00000043055
ENSLOCP00000004604	ENSMUSP00000108019
ENSLOCP00000017046	ENSMUSP00000034056
ENSLOCP00000004467	ENSMUSP00000045770
ENSLOCP00000022101	ENSMUSP00000106625
ENSLOCP00000022321	ENSMUSP00000029623
ENSLOCP00000012197	ENSMUSP00000061853
ENSLOCP00000017758	ENSMUSP00000082207
ENSLOCP00000019310	ENSMUSP00000043101
ENSLOCP00000020409	ENSMUSP00000086485
ENSLOCP00000007066	ENSMUSP00000025956
ENSLOCP00000014990	ENSMUSP00000025468
ENSLOCP00000015073	ENSMUSP00000031456
ENSLOCP00000009290	ENSMUSP00000131553
ENSLOCP00000017997	ENSMUSP00000103978
ENSLOCP00000009082	ENSMUSP00000088334
ENSLOCP00000011707	ENSMUSP00000033182
ENSLOCP00000002939	ENSMUSP00000004156
ENSLOCP00000017311	ENSMUSP00000041819
ENSLOCP00000018991	ENSMUSP00000034316
ENSLOCP00000019865	ENSMUSP00000002487
ENSLOCP00000006740	ENSMUSP00000023812
ENSLOCP00000021919	ENSMUSP00000100789
ENSLOCP00000020957	ENSMUSP00000040307
ENSLOCP00000008019	ENSMUSP00000000924
ENSLOCP00000012756	ENSMUSP00000029881
ENSLOCP00000009409	ENSMUSP00000029141
ENSLOCP00000007370	ENSMUSP00000034243
ENSLOCP00000001468	ENSMUSP00000018767
ENSLOCP00000001357	ENSMUSP00000034487
ENSLOCP00000007472	ENSMUSP00000031390
ENSLOCP00000017458	ENSMUSP00000005815
ENSLOCP00000017446	ENSMUSP00000127173
ENSLOCP00000005152	ENSMUSP00000039041
ENSLOCP00000008541	ENSMUSP00000133064
ENSLOCP00000015131	ENSMUSP00000005452
ENSLOCP00000005239	ENSMUSP00000031653
ENSLOCP00000017473	ENSMUSP00000109144
ENSLOCP00000014783	ENSMUSP00000020617
ENSLOCP00000010548	ENSMUSP00000029719
ENSLOCP00000017085	ENSMUSP00000033642
ENSLOCP00000010215	ENSMUSP00000050034
ENSLOCP00000013681	ENSMUSP00000099952
ENSLOCP00000015478	ENSMUSP00000071720
ENSLOCP00000013310	ENSMUSP00000040430
ENSLOCP00000012689	ENSMUSP00000046539
ENSLOCP00000008056	ENSMUSP00000061700
ENSLOCP00000005749	ENSMUSP00000107510
ENSLOCP00000019345	ENSMUSP00000037028
ENSLOCP00000017979	ENSMUSP00000002087
ENSLOCP00000013962	ENSMUSP00000016323
ENSLOCP00000021243	ENSMUSP00000020947
ENSLOCP00000000583	ENSMUSP00000004756
ENSLOCP00000012551	ENSMUSP00000076472
ENSLOCP00000019403	ENSMUSP00000008579
ENSLOCP00000020342	ENSMUSP00000020922
ENSLOCP00000012260	ENSMUSP00000068834
ENSLOCP00000008005	ENSMUSP00000041747
ENSLOCP00000011192	ENSMUSP00000068007
ENSLOCP00000003673	ENSMUSP00000111990
ENSLOCP00000010018	ENSMUSP00000014927
ENSLOCP00000001372	ENSMUSP00000040546
ENSLOCP00000019020	ENSMUSP00000020220
ENSLOCP00000015611	ENSMUSP00000072039
ENSLOCP00000013790	ENSMUSP00000063166
ENSLOCP00000018665	ENSMUSP00000099070
ENSLOCP00000008006	ENSMUSP00000046884
ENSLOCP00000020293	ENSMUSP00000071770
ENSLOCP00000018709	ENSMUSP00000043478
ENSLOCP00000008025	ENSMUSP00000067689
ENSLOCP00000003576	ENSMUSP00000091157
ENSLOCP00000010982	ENSMUSP00000050495
ENSLOCP00000005046	ENSMUSP00000016664
ENSLOCP00000017417	ENSMUSP00000084405
ENSLOCP00000015799	ENSMUSP00000001792
ENSLOCP00000016324	ENSMUSP00000099894
ENSLOCP00000016358	ENSMUSP00000022059
ENSLOCP00000013952	ENSMUSP00000112137
ENSLOCP00000018348	ENSMUSP00000002053
ENSLOCP00000011632	ENSMUSP00000098975
ENSLOCP00000020452	ENSMUSP00000020071
ENSLOCP00000020188	ENSMUSP00000024954
ENSLOCP00000012421	ENSMUSP00000021530
ENSLOCP00000017675	ENSMUSP00000104132
ENSLOCP00000012786	ENSMUSP00000047968
ENSLOCP00000006827	ENSMUSP00000022186
ENSLOCP00000004283	ENSMUSP00000048829
ENSLOCP00000005549	ENSMUSP00000034443
ENSLOCP00000004575	ENSMUSP00000000314
ENSLOCP00000007557	ENSMUSP00000025166
ENSLOCP00000012043	ENSMUSP00000102261
ENSLOCP00000009866	ENSMUSP00000113322
ENSLOCP00000009266	ENSMUSP00000132945
ENSLOCP00000002265	ENSMUSP00000105719
ENSLOCP00000003144	ENSMUSP00000128645
ENSLOCP00000001971	ENSMUSP00000025804
ENSLOCP00000004131	ENSMUSP00000003121
ENSLOCP00000020154	ENSMUSP00000021001
ENSLOCP00000015273	ENSMUSP00000021459
ENSLOCP00000002071	ENSMUSP00000046089
ENSLOCP00000013665	ENSMUSP00000021076
ENSLOCP00000002210	ENSMUSP00000049039
ENSLOCP00000015906	ENSMUSP00000012664
ENSLOCP00000004586	ENSMUSP00000029422
ENSLOCP00000004948	ENSMUSP00000064107
ENSLOCP00000014360	ENSMUSP00000014747
ENSLOCP00000020176	ENSMUSP00000129230
ENSLOCP00000020524	ENSMUSP00000034034
ENSLOCP00000004770	ENSMUSP00000040332
ENSLOCP00000002196	ENSMUSP00000027878
ENSLOCP00000002992	ENSMUSP00000034534
ENSLOCP00000005894	ENSMUSP00000023612
ENSLOCP00000006518	ENSMUSP00000070878
ENSLOCP00000003058	ENSMUSP00000016231
ENSLOCP00000005919	ENSMUSP00000109477
ENSLOCP00000004172	ENSMUSP00000078551
ENSLOCP00000014928	ENSMUSP00000129261
ENSLOCP00000013811	ENSMUSP00000093442
ENSLOCP00000006548	ENSMUSP00000030029
ENSLOCP00000007317	ENSMUSP00000014640
ENSLOCP00000005528	ENSMUSP00000014642
ENSLOCP00000008047	ENSMUSP00000138326
ENSLOCP00000016139	ENSMUSP00000043765
ENSLOCP00000007247	ENSMUSP00000025729
ENSLOCP00000014994	ENSMUSP00000033929
ENSLOCP00000006909	ENSMUSP00000063329
ENSLOCP00000001029	ENSMUSP00000060110
ENSLOCP00000003076	ENSMUSP00000034533
ENSLOCP00000005940	ENSMUSP00000097108
ENSLOCP00000021864	ENSMUSP00000037192
ENSLOCP00000021952	ENSMUSP00000094075
ENSLOCP00000022191	ENSMUSP00000041696
ENSLOCP00000006596	ENSMUSP00000101514
ENSLOCP00000020793	ENSMUSP00000024575
ENSLOCP00000018514	ENSMUSP00000080694
ENSLOCP00000021963	ENSMUSP00000131625
ENSLOCP00000022294	ENSMUSP00000109493
ENSLOCP00000016090	ENSMUSP00000136382
ENSLOCP00000002338	ENSMUSP00000136002
ENSLOCP00000004784	ENSMUSP00000102123
ENSLOCP00000001333	ENSMUSP00000003433
ENSLOCP00000015062	ENSMUSP00000016672
ENSLOCP00000017792	ENSMUSP00000035194
ENSLOCP00000005259	ENSMUSP00000000755
ENSLOCP00000018562	ENSMUSP00000080973
ENSLOCP00000009014	ENSMUSP00000111535
ENSLOCP00000014320	ENSMUSP00000102786
ENSLOCP00000012611	ENSMUSP00000109914
ENSLOCP00000017435	ENSMUSP00000080683
ENSLOCP00000016163	ENSMUSP00000017458
ENSLOCP00000002407	ENSMUSP00000111096
ENSLOCP00000016943	ENSMUSP00000033775
ENSLOCP00000001680	ENSMUSP00000064280
ENSLOCP00000016858	ENSMUSP00000018700
ENSLOCP00000007714	ENSMUSP00000130349
ENSLOCP00000003526	ENSMUSP00000024840
ENSLOCP00000021373	ENSMUSP00000044834
ENSLOCP00000000289	ENSMUSP00000068971
ENSLOCP00000004028	ENSMUSP00000029423
ENSLOCP00000008792	ENSMUSP00000033721
ENSLOCP00000017319	ENSMUSP00000039586
ENSLOCP00000004791	ENSMUSP00000027467
ENSLOCP00000012633	ENSMUSP00000125769
ENSLOCP00000017241	ENSMUSP00000132812
ENSLOCP00000018085	ENSMUSP00000044491
ENSLOCP00000018334	ENSMUSP00000090727
ENSLOCP00000019044	ENSMUSP00000113886
ENSLOCP00000006653	ENSMUSP00000028238
ENSLOCP00000008155	ENSMUSP00000063804
ENSLOCP00000017259	ENSMUSP00000077716
ENSLOCP00000007108	ENSMUSP00000032879
ENSLOCP00000016387	ENSMUSP00000021288
ENSLOCP00000011007	ENSMUSP00000026710
ENSLOCP00000021117	ENSMUSP00000067109
ENSLOCP00000013174	ENSMUSP00000035237
ENSLOCP00000016161	ENSMUSP00000006854
ENSLOCP00000018296	ENSMUSP00000108191
ENSLOCP00000022167	ENSMUSP00000055326
ENSLOCP00000002284	ENSMUSP00000032709
ENSLOCP00000007631	ENSMUSP00000128070
ENSLOCP00000007763	ENSMUSP00000060557
ENSLOCP00000021663	ENSMUSP00000059107
ENSLOCP00000022300	ENSMUSP00000051316
ENSLOCP00000021889	ENSMUSP00000061734
ENSLOCP00000016243	ENSMUSP00000129059
ENSLOCP00000001617	ENSMUSP00000044568
ENSLOCP00000009929	ENSMUSP00000022064
ENSLOCP00000004209	ENSMUSP00000015712
ENSLOCP00000013891	ENSMUSP00000066536
ENSLOCP00000016772	ENSMUSP00000034731
ENSLOCP00000011445	ENSMUSP00000041243
ENSLOCP00000012544	ENSMUSP00000123525
ENSLOCP00000016010	ENSMUSP00000078336
ENSLOCP00000002451	ENSMUSP00000047623
ENSLOCP00000010239	ENSMUSP00000126622
ENSLOCP00000009573	ENSMUSP00000006381
ENSLOCP00000016375	ENSMUSP00000024119
ENSLOCP00000006258	ENSMUSP00000036304
ENSLOCP00000010418	ENSMUSP00000108099
ENSLOCP00000002890	ENSMUSP00000058313
ENSLOCP00000018919	ENSMUSP00000041007
ENSLOCP00000014194	ENSMUSP00000121744
ENSLOCP00000014872	ENSMUSP00000006749
ENSLOCP00000011275	ENSMUSP00000116747
ENSLOCP00000012566	ENSMUSP00000078972
ENSLOCP00000017925	ENSMUSP00000130728
ENSLOCP00000016503	ENSMUSP00000133957
ENSLOCP00000021171	ENSMUSP00000020062
ENSLOCP00000004765	ENSMUSP00000030949
ENSLOCP00000012984	ENSMUSP00000022226
ENSLOCP00000002320	ENSMUSP00000111386
ENSLOCP00000018469	ENSMUSP00000034947
ENSLOCP00000010549	ENSMUSP00000025419
ENSLOCP00000001553	ENSMUSP00000028003
ENSLOCP00000001420	ENSMUSP00000043616
ENSLOCP00000006329	ENSMUSP00000000253
ENSLOCP00000009232	ENSMUSP00000107657
ENSLOCP00000010116	ENSMUSP00000031591
ENSLOCP00000004624	ENSMUSP00000028302
ENSLOCP00000011274	ENSMUSP00000027740
ENSLOCP00000008259	ENSMUSP00000044879
ENSLOCP00000018107	ENSMUSP00000034869
ENSLOCP00000003521	ENSMUSP00000108584
ENSLOCP00000004088	ENSMUSP00000136047
ENSLOCP00000008262	ENSMUSP00000103540
ENSLOCP00000008098	ENSMUSP00000124938
ENSLOCP00000014376	ENSMUSP00000009617
ENSLOCP00000020044	ENSMUSP00000089814
ENSLOCP00000012687	ENSMUSP00000113436
ENSLOCP00000017877	ENSMUSP00000009875
ENSLOCP00000022012	ENSMUSP00000055225
ENSLOCP00000022170	ENSMUSP00000041702
ENSLOCP00000022168	ENSMUSP00000088118
ENSLOCP00000011035	ENSMUSP00000024627
ENSLOCP00000006007	ENSMUSP00000030775
ENSLOCP00000008754	ENSMUSP00000046356
ENSLOCP00000006095	ENSMUSP00000059079
ENSLOCP00000017084	ENSMUSP00000021820
ENSLOCP00000020241	ENSMUSP00000100924
ENSLOCP00000019097	ENSMUSP00000033741
ENSLOCP00000021804	ENSMUSP00000062171
ENSLOCP00000021465	ENSMUSP00000105684
ENSLOCP00000021191	ENSMUSP00000070130
ENSLOCP00000014918	ENSMUSP00000035489
ENSLOCP00000020240	ENSMUSP00000040877
ENSLOCP00000020238	ENSMUSP00000100923
ENSLOCP00000014933	ENSMUSP00000048803
ENSLOCP00000017089	ENSMUSP00000065706
ENSLOCP00000007468	ENSMUSP00000102320
ENSLOCP00000019286	ENSMUSP00000040575
ENSLOCP00000013546	ENSMUSP00000103485
ENSLOCP00000003548	ENSMUSP00000094892
ENSLOCP00000001614	ENSMUSP00000044038
ENSLOCP00000021370	ENSMUSP00000037619
ENSLOCP00000011204	ENSMUSP00000107238
ENSLOCP00000016077	ENSMUSP00000098752
ENSLOCP00000017128	ENSMUSP00000108997
ENSLOCP00000013847	ENSMUSP00000022666
ENSLOCP00000004943	ENSMUSP00000031254
ENSLOCP00000014923	ENSMUSP00000089173
ENSLOCP00000009594	ENSMUSP00000034017
ENSLOCP00000008776	ENSMUSP00000101194
ENSLOCP00000012481	ENSMUSP00000069674
ENSLOCP00000009375	ENSMUSP00000131029
ENSLOCP00000015579	ENSMUSP00000001599
ENSLOCP00000011141	ENSMUSP00000088779
ENSLOCP00000018679	ENSMUSP00000099066
ENSLOCP00000016767	ENSMUSP00000034026
ENSLOCP00000012574	ENSMUSP00000029877
ENSLOCP00000011915	ENSMUSP00000027381
ENSLOCP00000003865	ENSMUSP00000045621
ENSLOCP00000005664	ENSMUSP00000061501
ENSLOCP00000016413	ENSMUSP00000001631
ENSLOCP00000002682	ENSMUSP00000101209
ENSLOCP00000014176	ENSMUSP00000035662
ENSLOCP00000009316	ENSMUSP00000102624
ENSLOCP00000011438	ENSMUSP00000024123
ENSLOCP00000013807	ENSMUSP00000134825
ENSLOCP00000020791	ENSMUSP00000063217
ENSLOCP00000006564	ENSMUSP00000041899
ENSLOCP00000004753	ENSMUSP00000043466
ENSLOCP00000010635	ENSMUSP00000137099
ENSLOCP00000015997	ENSMUSP00000036952
ENSLOCP00000001171	ENSMUSP00000137662
ENSLOCP00000013772	ENSMUSP00000038351
ENSLOCP00000010941	ENSMUSP00000135082
ENSLOCP00000020106	ENSMUSP00000107857
ENSLOCP00000015973	ENSMUSP00000031108
ENSLOCP00000000887	ENSMUSP00000026917
ENSLOCP00000013564	ENSMUSP00000109794
ENSLOCP00000011526	ENSMUSP00000039915
ENSLOCP00000021186	ENSMUSP00000068203
ENSLOCP00000001972	ENSMUSP00000083204
ENSLOCP00000009148	ENSMUSP00000033650
ENSLOCP00000017524	ENSMUSP00000032825
ENSLOCP00000002279	ENSMUSP00000080462
ENSLOCP00000003631	ENSMUSP00000096677
ENSLOCP00000015661	ENSMUSP00000101909
ENSLOCP00000013975	ENSMUSP00000042698
ENSLOCP00000020847	ENSMUSP00000038653
ENSLOCP00000017292	ENSMUSP00000098710
ENSLOCP00000018034	ENSMUSP00000127249
ENSLOCP00000004198	ENSMUSP00000023157
ENSLOCP00000020781	ENSMUSP00000063999
ENSLOCP00000010897	ENSMUSP00000038816
ENSLOCP00000017194	ENSMUSP00000034775
ENSLOCP00000016367	ENSMUSP00000081665
ENSLOCP00000009491	ENSMUSP00000069013
ENSLOCP00000015209	ENSMUSP00000097904
ENSLOCP00000015381	ENSMUSP00000123270
ENSLOCP00000016641	ENSMUSP00000034740
ENSLOCP00000014577	ENSMUSP00000132838
ENSLOCP00000012670	ENSMUSP00000103881
ENSLOCP00000003647	ENSMUSP00000132224
ENSLOCP00000005553	ENSMUSP00000082827
ENSLOCP00000006266	ENSMUSP00000084942
ENSLOCP00000018265	ENSMUSP00000026292
ENSLOCP00000013160	ENSMUSP00000048780
ENSLOCP00000021454	ENSMUSP00000091831
ENSLOCP00000015698	ENSMUSP00000133152
ENSLOCP00000001508	ENSMUSP00000127746
ENSLOCP00000012193	ENSMUSP00000092429
ENSLOCP00000009625	ENSMUSP00000006377
ENSLOCP00000015823	ENSMUSP00000136507
ENSLOCP00000004977	ENSMUSP00000110877
ENSLOCP00000002521	ENSMUSP00000087656
ENSLOCP00000000349	ENSMUSP00000058157
ENSLOCP00000003290	ENSMUSP00000119386
ENSLOCP00000004133	ENSMUSP00000119485
ENSLOCP00000011266	ENSMUSP00000113308
ENSLOCP00000009537	ENSMUSP00000046625
ENSLOCP00000000949	ENSMUSP00000006286
ENSLOCP00000003894	ENSMUSP00000092375
ENSLOCP00000018796	ENSMUSP00000001202
ENSLOCP00000010473	ENSMUSP00000070259
ENSLOCP00000014380	ENSMUSP00000113341
ENSLOCP00000016688	ENSMUSP00000028740
ENSLOCP00000008388	ENSMUSP00000002275
ENSLOCP00000019729	ENSMUSP00000074259
ENSLOCP00000015193	ENSMUSP00000000001
ENSLOCP00000013235	ENSMUSP00000057543
ENSLOCP00000003310	ENSMUSP00000036087
ENSLOCP00000015200	ENSMUSP00000053818
ENSLOCP00000013414	ENSMUSP00000010205
ENSLOCP00000007750	ENSMUSP00000049175
ENSLOCP00000012058	ENSMUSP00000025541
ENSLOCP00000012047	ENSMUSP00000025602
ENSLOCP00000015739	ENSMUSP00000026208
ENSLOCP00000005982	ENSMUSP00000042186
ENSLOCP00000013417	ENSMUSP00000021231
ENSLOCP00000002380	ENSMUSP00000033123
ENSLOCP00000015083	ENSMUSP00000021324
ENSLOCP00000013427	ENSMUSP00000104890
ENSLOCP00000002020	ENSMUSP00000056254
ENSLOCP00000014419	ENSMUSP00000002044
ENSLOCP00000004195	ENSMUSP00000033665
ENSLOCP00000021036	ENSMUSP00000093485
ENSLOCP00000002759	ENSMUSP00000104815
ENSLOCP00000002678	ENSMUSP00000056552
ENSLOCP00000020335	ENSMUSP00000054910
ENSLOCP00000007173	ENSMUSP00000022967
ENSLOCP00000009198	ENSMUSP00000038901
ENSLOCP00000022442	ENSMUSP00000072645
ENSLOCP00000021244	ENSMUSP00000060706
ENSLOCP00000022105	ENSMUSP00000131480
ENSLOCP00000015425	ENSMUSP00000055091
ENSLOCP00000006733	ENSMUSP00000030669
ENSLOCP00000010042	ENSMUSP00000072893
ENSLOCP00000005682	ENSMUSP00000044185
ENSLOCP00000009474	ENSMUSP00000033463
ENSLOCP00000009877	ENSMUSP00000072274
ENSLOCP00000019930	ENSMUSP00000004281
ENSLOCP00000015054	ENSMUSP00000016670
ENSLOCP00000005635	ENSMUSP00000083064
ENSLOCP00000005955	ENSMUSP00000113660
ENSLOCP00000020917	ENSMUSP00000124133
ENSLOCP00000005238	ENSMUSP00000028600
ENSLOCP00000018238	ENSMUSP00000103990
ENSLOCP00000019012	ENSMUSP00000090717
ENSLOCP00000019274	ENSMUSP00000047164
ENSLOCP00000016596	ENSMUSP00000028749
ENSLOCP00000001700	ENSMUSP00000025891
ENSLOCP00000006984	ENSMUSP00000027488
ENSLOCP00000017080	ENSMUSP00000084573
ENSLOCP00000012102	ENSMUSP00000129680
ENSLOCP00000020826	ENSMUSP00000033842
ENSLOCP00000007606	ENSMUSP00000127070
ENSLOCP00000000857	ENSMUSP00000130127
ENSLOCP00000014689	ENSMUSP00000049977
ENSLOCP00000003902	ENSMUSP00000107609
ENSLOCP00000014598	ENSMUSP00000106199
ENSLOCP00000017663	ENSMUSP00000082995
ENSLOCP00000013094	ENSMUSP00000129796
ENSLOCP00000016635	ENSMUSP00000072091
ENSLOCP00000020116	ENSMUSP00000058572
ENSLOCP00000020009	ENSMUSP00000064392
ENSLOCP00000015358	ENSMUSP00000045803
ENSLOCP00000020002	ENSMUSP00000089805
ENSLOCP00000020821	ENSMUSP00000032501
ENSLOCP00000005285	ENSMUSP00000100862
ENSLOCP00000008695	ENSMUSP00000025083
ENSLOCP00000008253	ENSMUSP00000057938
ENSLOCP00000011254	ENSMUSP00000047029
ENSLOCP00000015663	ENSMUSP00000029800
ENSLOCP00000014542	ENSMUSP00000026993
ENSLOCP00000015911	ENSMUSP00000035263
ENSLOCP00000004353	ENSMUSP00000030539
ENSLOCP00000007005	ENSMUSP00000028977
ENSLOCP00000020149	ENSMUSP00000020999
ENSLOCP00000012753	ENSMUSP00000112782
ENSLOCP00000007541	ENSMUSP00000124093
ENSLOCP00000004946	ENSMUSP00000102264
ENSLOCP00000019830	ENSMUSP00000085985
ENSLOCP00000013760	ENSMUSP00000074661
ENSLOCP00000016037	ENSMUSP00000041883
ENSLOCP00000018816	ENSMUSP00000084838
ENSLOCP00000010667	ENSMUSP00000092538
ENSLOCP00000002550	ENSMUSP00000035490
ENSLOCP00000017900	ENSMUSP00000061806
ENSLOCP00000002591	ENSMUSP00000043304
ENSLOCP00000007233	ENSMUSP00000030455
ENSLOCP00000001523	ENSMUSP00000022787
ENSLOCP00000004234	ENSMUSP00000041557
ENSLOCP00000007255	ENSMUSP00000034378
ENSLOCP00000001981	ENSMUSP00000032703
ENSLOCP00000021258	ENSMUSP00000093548
ENSLOCP00000012975	ENSMUSP00000029297
ENSLOCP00000006021	ENSMUSP00000052136
ENSLOCP00000005981	ENSMUSP00000113400
ENSLOCP00000006207	ENSMUSP00000063511
ENSLOCP00000007779	ENSMUSP00000036983
ENSLOCP00000018327	ENSMUSP00000071786
ENSLOCP00000008630	ENSMUSP00000030817
ENSLOCP00000009036	ENSMUSP00000030183
ENSLOCP00000015484	ENSMUSP00000099407
ENSLOCP00000008022	ENSMUSP00000000724
ENSLOCP00000007276	ENSMUSP00000108169
ENSLOCP00000008820	ENSMUSP00000044359
ENSLOCP00000011546	ENSMUSP00000133478
ENSLOCP00000005002	ENSMUSP00000004994
ENSLOCP00000017249	ENSMUSP00000117928
ENSLOCP00000019121	ENSMUSP00000031718
ENSLOCP00000018780	ENSMUSP00000028355
ENSLOCP00000015787	ENSMUSP00000014174
ENSLOCP00000006627	ENSMUSP00000134661
ENSLOCP00000022240	ENSMUSP00000041925
ENSLOCP00000021591	ENSMUSP00000054219
ENSLOCP00000021521	ENSMUSP00000062045
ENSLOCP00000006154	ENSMUSP00000023154
ENSLOCP00000000997	ENSMUSP00000081334
ENSLOCP00000018639	ENSMUSP00000046794
ENSLOCP00000005460	ENSMUSP00000113305
ENSLOCP00000005443	ENSMUSP00000073534
ENSLOCP00000011840	ENSMUSP00000083155
ENSLOCP00000014904	ENSMUSP00000102790
ENSLOCP00000021544	ENSMUSP00000018792
ENSLOCP00000011146	ENSMUSP00000057690
ENSLOCP00000008013	ENSMUSP00000028384
ENSLOCP00000016029	ENSMUSP00000093603
ENSLOCP00000010697	ENSMUSP00000065719
ENSLOCP00000002049	ENSMUSP00000089979
ENSLOCP00000010084	ENSMUSP00000052306
ENSLOCP00000003289	ENSMUSP00000075966
ENSLOCP00000009951	ENSMUSP00000038616
ENSLOCP00000018535	ENSMUSP00000010673
ENSLOCP00000004287	ENSMUSP00000056433
ENSLOCP00000021483	ENSMUSP00000038841
ENSLOCP00000021731	ENSMUSP00000055605
ENSLOCP00000021640	ENSMUSP00000055416
ENSLOCP00000002157	ENSMUSP00000051959
ENSLOCP00000002010	ENSMUSP00000132696
ENSLOCP00000013554	ENSMUSP00000024811
ENSLOCP00000007259	ENSMUSP00000027493
ENSLOCP00000010096	ENSMUSP00000047403
ENSLOCP00000020676	ENSMUSP00000089079
ENSLOCP00000012538	ENSMUSP00000113785
ENSLOCP00000013162	ENSMUSP00000000590
ENSLOCP00000018025	ENSMUSP00000113071
ENSLOCP00000017145	ENSMUSP00000052340
ENSLOCP00000005543	ENSMUSP00000070935
ENSLOCP00000021885	ENSMUSP00000054774
ENSLOCP00000011828	ENSMUSP00000092376
ENSLOCP00000012982	ENSMUSP00000039245
ENSLOCP00000014022	ENSMUSP00000025311
ENSLOCP00000018885	ENSMUSP00000116886
ENSLOCP00000006309	ENSMUSP00000071325
ENSLOCP00000004878	ENSMUSP00000034368
ENSLOCP00000014903	ENSMUSP00000057859
ENSLOCP00000007018	ENSMUSP00000074290
ENSLOCP00000021147	ENSMUSP00000099071
ENSLOCP00000017073	ENSMUSP00000103526
ENSLOCP00000017254	ENSMUSP00000001536
ENSLOCP00000020858	ENSMUSP00000066690
ENSLOCP00000020856	ENSMUSP00000069666
ENSLOCP00000017252	ENSMUSP00000072425
ENSLOCP00000011169	ENSMUSP00000015723
ENSLOCP00000011023	ENSMUSP00000050933
ENSLOCP00000012087	ENSMUSP00000051990
ENSLOCP00000018485	ENSMUSP00000022646
ENSLOCP00000012688	ENSMUSP00000084958
ENSLOCP00000009957	ENSMUSP00000039018
ENSLOCP00000009942	ENSMUSP00000058205
ENSLOCP00000018502	ENSMUSP00000071517
ENSLOCP00000014936	ENSMUSP00000042716
ENSLOCP00000014302	ENSMUSP00000026236
ENSLOCP00000011819	ENSMUSP00000047457
ENSLOCP00000017010	ENSMUSP00000131991
ENSLOCP00000009669	ENSMUSP00000125255
ENSLOCP00000008311	ENSMUSP00000025761
ENSLOCP00000003424	ENSMUSP00000031519
ENSLOCP00000017186	ENSMUSP00000034777
ENSLOCP00000009992	ENSMUSP00000029649
ENSLOCP00000002211	ENSMUSP00000112481
ENSLOCP00000017618	ENSMUSP00000034915
ENSLOCP00000006168	ENSMUSP00000056836
ENSLOCP00000015197	ENSMUSP00000044512
ENSLOCP00000009113	ENSMUSP00000034076
ENSLOCP00000004128	ENSMUSP00000113695
ENSLOCP00000003027	ENSMUSP00000085263
ENSLOCP00000014698	ENSMUSP00000050469
ENSLOCP00000012849	ENSMUSP00000056188
ENSLOCP00000003810	ENSMUSP00000037257
ENSLOCP00000009561	ENSMUSP00000064826
ENSLOCP00000020218	ENSMUSP00000095041
ENSLOCP00000005734	ENSMUSP00000030674
ENSLOCP00000006436	ENSMUSP00000095912
ENSLOCP00000008422	ENSMUSP00000025806
ENSLOCP00000009269	ENSMUSP00000078198
ENSLOCP00000005326	ENSMUSP00000084523
ENSLOCP00000009769	ENSMUSP00000013995
ENSLOCP00000014155	ENSMUSP00000030010
ENSLOCP00000020437	ENSMUSP00000065433
ENSLOCP00000014325	ENSMUSP00000040522
ENSLOCP00000015140	ENSMUSP00000125846
ENSLOCP00000015323	ENSMUSP00000065628
ENSLOCP00000013194	ENSMUSP00000090102
ENSLOCP00000016393	ENSMUSP00000053218
ENSLOCP00000009912	ENSMUSP00000027422
ENSLOCP00000014388	ENSMUSP00000029502
ENSLOCP00000009963	ENSMUSP00000021913
ENSLOCP00000012944	ENSMUSP00000051268
ENSLOCP00000000670	ENSMUSP00000104730
ENSLOCP00000006587	ENSMUSP00000050832
ENSLOCP00000006385	ENSMUSP00000058007
ENSLOCP00000012677	ENSMUSP00000075224
ENSLOCP00000019657	ENSMUSP00000028735
ENSLOCP00000012524	ENSMUSP00000078741
ENSLOCP00000008636	ENSMUSP00000085016
ENSLOCP00000004070	ENSMUSP00000028288
ENSLOCP00000009989	ENSMUSP00000042927
ENSLOCP00000020658	ENSMUSP00000058470
ENSLOCP00000014224	ENSMUSP00000063104
