ENSGALP00000006197	ENSMUSP00000034074
ENSGALP00000030528	ENSMUSP00000088031
ENSGALP00000024399	ENSMUSP00000047597
ENSGALP00000042497	ENSMUSP00000029795
ENSGALP00000005957	ENSMUSP00000034766
ENSGALP00000013341	ENSMUSP00000106988
ENSGALP00000043376	ENSMUSP00000005820
ENSGALP00000043420	ENSMUSP00000023119
ENSGALP00000003395	ENSMUSP00000052557
ENSGALP00000018906	ENSMUSP00000100933
ENSGALP00000038276	ENSMUSP00000116028
ENSGALP00000007381	ENSMUSP00000042229
ENSGALP00000021097	ENSMUSP00000106087
ENSGALP00000001044	ENSMUSP00000102745
ENSGALP00000002990	ENSMUSP00000118046
ENSGALP00000025573	ENSMUSP00000036181
ENSGALP00000039053	ENSMUSP00000046044
ENSGALP00000040101	ENSMUSP00000129220
ENSGALP00000027141	ENSMUSP00000049345
ENSGALP00000012361	ENSMUSP00000046329
ENSGALP00000015632	ENSMUSP00000055362
ENSGALP00000014404	ENSMUSP00000105743
ENSGALP00000007635	ENSMUSP00000099583
ENSGALP00000014465	ENSMUSP00000105736
ENSGALP00000021386	ENSMUSP00000032356
ENSGALP00000001828	ENSMUSP00000101256
ENSGALP00000016765	ENSMUSP00000081122
ENSGALP00000043203	ENSMUSP00000027362
ENSGALP00000041708	ENSMUSP00000099366
ENSGALP00000009307	ENSMUSP00000010804
ENSGALP00000008226	ENSMUSP00000021813
ENSGALP00000001812	ENSMUSP00000112314
ENSGALP00000010513	ENSMUSP00000068057
ENSGALP00000013154	ENSMUSP00000037854
ENSGALP00000018326	ENSMUSP00000046584
ENSGALP00000024163	ENSMUSP00000058354
ENSGALP00000040969	ENSMUSP00000021922
ENSGALP00000043304	ENSMUSP00000133620
ENSGALP00000037865	ENSMUSP00000052778
ENSGALP00000041607	ENSMUSP00000085651
ENSGALP00000021739	ENSMUSP00000048508
ENSGALP00000010375	ENSMUSP00000129503
ENSGALP00000041960	ENSMUSP00000124204
ENSGALP00000037211	ENSMUSP00000021241
ENSGALP00000006636	ENSMUSP00000042413
ENSGALP00000043061	ENSMUSP00000090443
ENSGALP00000014846	ENSMUSP00000052559
ENSGALP00000024119	ENSMUSP00000130289
ENSGALP00000009389	ENSMUSP00000016498
ENSGALP00000006154	ENSMUSP00000075167
ENSGALP00000006688	ENSMUSP00000027888
ENSGALP00000023934	ENSMUSP00000072154
ENSGALP00000006117	ENSMUSP00000090237
ENSGALP00000007628	ENSMUSP00000030693
ENSGALP00000024180	ENSMUSP00000097547
ENSGALP00000010524	ENSMUSP00000003370
ENSGALP00000029288	ENSMUSP00000038838
ENSGALP00000026839	ENSMUSP00000014597
ENSGALP00000000634	ENSMUSP00000125777
ENSGALP00000007012	ENSMUSP00000097446
ENSGALP00000003130	ENSMUSP00000030117
ENSGALP00000002472	ENSMUSP00000108815
ENSGALP00000007463	ENSMUSP00000099502
ENSGALP00000004727	ENSMUSP00000067102
ENSGALP00000018266	ENSMUSP00000020113
ENSGALP00000002194	ENSMUSP00000072064
ENSGALP00000024458	ENSMUSP00000113755
ENSGALP00000026260	ENSMUSP00000059643
ENSGALP00000009051	ENSMUSP00000034287
ENSGALP00000024971	ENSMUSP00000103853
ENSGALP00000026313	ENSMUSP00000109548
ENSGALP00000010351	ENSMUSP00000127227
ENSGALP00000041292	ENSMUSP00000129810
ENSGALP00000026386	ENSMUSP00000084399
ENSGALP00000027898	ENSMUSP00000042558
ENSGALP00000000572	ENSMUSP00000100648
ENSGALP00000036161	ENSMUSP00000068321
ENSGALP00000011855	ENSMUSP00000136872
ENSGALP00000037858	ENSMUSP00000112618
ENSGALP00000037856	ENSMUSP00000107955
ENSGALP00000009017	ENSMUSP00000031286
ENSGALP00000006416	ENSMUSP00000077693
ENSGALP00000009025	ENSMUSP00000108004
ENSGALP00000018502	ENSMUSP00000006721
ENSGALP00000009972	ENSMUSP00000035860
ENSGALP00000032870	ENSMUSP00000043588
ENSGALP00000010860	ENSMUSP00000034511
ENSGALP00000042798	ENSMUSP00000021120
ENSGALP00000005387	ENSMUSP00000097812
ENSGALP00000020023	ENSMUSP00000044866
ENSGALP00000025104	ENSMUSP00000096930
ENSGALP00000013428	ENSMUSP00000034912
ENSGALP00000013967	ENSMUSP00000051417
ENSGALP00000021731	ENSMUSP00000129972
ENSGALP00000021561	ENSMUSP00000048092
ENSGALP00000030873	ENSMUSP00000048358
ENSGALP00000024087	ENSMUSP00000101150
ENSGALP00000003607	ENSMUSP00000070270
ENSGALP00000024565	ENSMUSP00000086745
ENSGALP00000007597	ENSMUSP00000040246
ENSGALP00000007596	ENSMUSP00000048836
ENSGALP00000043025	ENSMUSP00000051652
ENSGALP00000042580	ENSMUSP00000057607
ENSGALP00000027601	ENSMUSP00000025940
ENSGALP00000008899	ENSMUSP00000023593
ENSGALP00000023383	ENSMUSP00000126974
ENSGALP00000013100	ENSMUSP00000107091
ENSGALP00000010906	ENSMUSP00000110466
ENSGALP00000025597	ENSMUSP00000091330
ENSGALP00000002377	ENSMUSP00000028233
ENSGALP00000041242	ENSMUSP00000069418
ENSGALP00000007959	ENSMUSP00000071777
ENSGALP00000038375	ENSMUSP00000091502
ENSGALP00000012482	ENSMUSP00000018561
ENSGALP00000002385	ENSMUSP00000084887
ENSGALP00000006589	ENSMUSP00000034745
ENSGALP00000004265	ENSMUSP00000104069
ENSGALP00000008213	ENSMUSP00000132905
ENSGALP00000000954	ENSMUSP00000037819
ENSGALP00000009037	ENSMUSP00000003459
ENSGALP00000024774	ENSMUSP00000052297
ENSGALP00000004767	ENSMUSP00000091365
ENSGALP00000039014	ENSMUSP00000034854
ENSGALP00000004261	ENSMUSP00000029562
ENSGALP00000026687	ENSMUSP00000022620
ENSGALP00000009302	ENSMUSP00000066338
ENSGALP00000004750	ENSMUSP00000034851
ENSGALP00000036997	ENSMUSP00000033882
ENSGALP00000012818	ENSMUSP00000027470
ENSGALP00000012809	ENSMUSP00000072983
ENSGALP00000015122	ENSMUSP00000028515
ENSGALP00000018177	ENSMUSP00000035908
ENSGALP00000041309	ENSMUSP00000122497
ENSGALP00000041273	ENSMUSP00000103227
ENSGALP00000037032	ENSMUSP00000056461
ENSGALP00000011921	ENSMUSP00000095200
ENSGALP00000027741	ENSMUSP00000091419
ENSGALP00000007289	ENSMUSP00000033560
ENSGALP00000041732	ENSMUSP00000018544
ENSGALP00000001632	ENSMUSP00000094750
ENSGALP00000009314	ENSMUSP00000027495
ENSGALP00000041172	ENSMUSP00000065295
ENSGALP00000015584	ENSMUSP00000034052
ENSGALP00000032184	ENSMUSP00000025561
ENSGALP00000002525	ENSMUSP00000091435
ENSGALP00000038670	ENSMUSP00000131062
ENSGALP00000019412	ENSMUSP00000023095
ENSGALP00000029589	ENSMUSP00000110894
ENSGALP00000018689	ENSMUSP00000074293
ENSGALP00000006939	ENSMUSP00000104511
ENSGALP00000009563	ENSMUSP00000022519
ENSGALP00000019365	ENSMUSP00000029266
ENSGALP00000008485	ENSMUSP00000098405
ENSGALP00000013359	ENSMUSP00000109305
ENSGALP00000011318	ENSMUSP00000032768
ENSGALP00000033285	ENSMUSP00000089036
ENSGALP00000003259	ENSMUSP00000034831
ENSGALP00000036481	ENSMUSP00000019938
ENSGALP00000006799	ENSMUSP00000018094
ENSGALP00000025225	ENSMUSP00000017832
ENSGALP00000013860	ENSMUSP00000109087
ENSGALP00000018458	ENSMUSP00000100927
ENSGALP00000004130	ENSMUSP00000076491
ENSGALP00000005377	ENSMUSP00000015987
ENSGALP00000027340	ENSMUSP00000046515
ENSGALP00000000871	ENSMUSP00000003135
ENSGALP00000012673	ENSMUSP00000087961
ENSGALP00000012657	ENSMUSP00000126941
ENSGALP00000000992	ENSMUSP00000083743
ENSGALP00000036503	ENSMUSP00000079818
ENSGALP00000004409	ENSMUSP00000110520
ENSGALP00000004756	ENSMUSP00000049729
ENSGALP00000011986	ENSMUSP00000087327
ENSGALP00000027125	ENSMUSP00000033820
ENSGALP00000002742	ENSMUSP00000132226
ENSGALP00000010511	ENSMUSP00000033477
ENSGALP00000027123	ENSMUSP00000033822
ENSGALP00000013544	ENSMUSP00000028681
ENSGALP00000042757	ENSMUSP00000037616
ENSGALP00000020403	ENSMUSP00000051546
ENSGALP00000016312	ENSMUSP00000047573
ENSGALP00000000909	ENSMUSP00000027706
ENSGALP00000015433	ENSMUSP00000043818
ENSGALP00000013457	ENSMUSP00000037096
ENSGALP00000004263	ENSMUSP00000059050
ENSGALP00000001166	ENSMUSP00000054960
ENSGALP00000002898	ENSMUSP00000130423
ENSGALP00000012895	ENSMUSP00000130984
ENSGALP00000042721	ENSMUSP00000062158
ENSGALP00000011783	ENSMUSP00000006020
ENSGALP00000041391	ENSMUSP00000027288
ENSGALP00000022830	ENSMUSP00000084464
ENSGALP00000035597	ENSMUSP00000033187
ENSGALP00000035848	ENSMUSP00000100064
ENSGALP00000018358	ENSMUSP00000049206
ENSGALP00000016040	ENSMUSP00000077563
ENSGALP00000019319	ENSMUSP00000046864
ENSGALP00000002705	ENSMUSP00000034889
ENSGALP00000002046	ENSMUSP00000097113
ENSGALP00000023952	ENSMUSP00000006991
ENSGALP00000038157	ENSMUSP00000029686
ENSGALP00000000812	ENSMUSP00000092130
ENSGALP00000021536	ENSMUSP00000047567
ENSGALP00000009790	ENSMUSP00000072583
ENSGALP00000040921	ENSMUSP00000062759
ENSGALP00000028003	ENSMUSP00000091310
ENSGALP00000014363	ENSMUSP00000096755
ENSGALP00000036139	ENSMUSP00000078070
ENSGALP00000008435	ENSMUSP00000025003
ENSGALP00000020056	ENSMUSP00000039466
ENSGALP00000037718	ENSMUSP00000000579
ENSGALP00000017464	ENSMUSP00000021603
ENSGALP00000012820	ENSMUSP00000020759
ENSGALP00000008240	ENSMUSP00000074340
ENSGALP00000008208	ENSMUSP00000048334
ENSGALP00000022972	ENSMUSP00000054583
ENSGALP00000022891	ENSMUSP00000130131
ENSGALP00000004206	ENSMUSP00000038366
ENSGALP00000009466	ENSMUSP00000102340
ENSGALP00000001542	ENSMUSP00000030897
ENSGALP00000016671	ENSMUSP00000105883
ENSGALP00000040779	ENSMUSP00000031384
ENSGALP00000033790	ENSMUSP00000130840
ENSGALP00000014498	ENSMUSP00000060247
ENSGALP00000014231	ENSMUSP00000126157
ENSGALP00000003897	ENSMUSP00000046118
ENSGALP00000017762	ENSMUSP00000107965
ENSGALP00000015509	ENSMUSP00000058363
ENSGALP00000025934	ENSMUSP00000109431
ENSGALP00000040613	ENSMUSP00000102062
ENSGALP00000036048	ENSMUSP00000135113
ENSGALP00000036653	ENSMUSP00000114173
ENSGALP00000029768	ENSMUSP00000124738
ENSGALP00000010779	ENSMUSP00000135115
ENSGALP00000015140	ENSMUSP00000113806
ENSGALP00000004783	ENSMUSP00000099955
ENSGALP00000004660	ENSMUSP00000088774
ENSGALP00000006491	ENSMUSP00000096257
ENSGALP00000005210	ENSMUSP00000057796
ENSGALP00000013251	ENSMUSP00000108683
ENSGALP00000001554	ENSMUSP00000099468
ENSGALP00000013048	ENSMUSP00000105569
ENSGALP00000042583	ENSMUSP00000034396
ENSGALP00000014766	ENSMUSP00000015358
ENSGALP00000014791	ENSMUSP00000125798
ENSGALP00000027596	ENSMUSP00000022563
ENSGALP00000022149	ENSMUSP00000043851
ENSGALP00000006169	ENSMUSP00000032736
ENSGALP00000005009	ENSMUSP00000041227
ENSGALP00000021747	ENSMUSP00000062341
ENSGALP00000009156	ENSMUSP00000033058
ENSGALP00000025304	ENSMUSP00000045856
ENSGALP00000004154	ENSMUSP00000123924
ENSGALP00000005366	ENSMUSP00000027874
ENSGALP00000026309	ENSMUSP00000080751
ENSGALP00000004083	ENSMUSP00000138958
ENSGALP00000025911	ENSMUSP00000098235
ENSGALP00000006298	ENSMUSP00000000049
ENSGALP00000015955	ENSMUSP00000076533
ENSGALP00000015954	ENSMUSP00000073616
ENSGALP00000024246	ENSMUSP00000133468
ENSGALP00000006433	ENSMUSP00000064048
ENSGALP00000016318	ENSMUSP00000039368
ENSGALP00000011605	ENSMUSP00000022264
ENSGALP00000003423	ENSMUSP00000138350
ENSGALP00000023810	ENSMUSP00000126279
ENSGALP00000002193	ENSMUSP00000030741
ENSGALP00000015070	ENSMUSP00000001878
ENSGALP00000042568	ENSMUSP00000051003
ENSGALP00000042845	ENSMUSP00000040920
ENSGALP00000015069	ENSMUSP00000122582
ENSGALP00000040776	ENSMUSP00000001701
ENSGALP00000037896	ENSMUSP00000062412
ENSGALP00000001945	ENSMUSP00000000010
ENSGALP00000041973	ENSMUSP00000001706
ENSGALP00000029264	ENSMUSP00000058490
ENSGALP00000002343	ENSMUSP00000056315
ENSGALP00000015076	ENSMUSP00000001872
ENSGALP00000036868	ENSMUSP00000029941
ENSGALP00000042621	ENSMUSP00000047173
ENSGALP00000003075	ENSMUSP00000022327
ENSGALP00000011713	ENSMUSP00000083709
ENSGALP00000032039	ENSMUSP00000025601
ENSGALP00000025060	ENSMUSP00000103839
ENSGALP00000000619	ENSMUSP00000100970
ENSGALP00000002304	ENSMUSP00000040150
ENSGALP00000003098	ENSMUSP00000025254
ENSGALP00000041133	ENSMUSP00000101944
ENSGALP00000009731	ENSMUSP00000032908
ENSGALP00000018912	ENSMUSP00000038611
ENSGALP00000016000	ENSMUSP00000027931
ENSGALP00000016773	ENSMUSP00000049056
ENSGALP00000001685	ENSMUSP00000049723
ENSGALP00000018451	ENSMUSP00000108249
ENSGALP00000037901	ENSMUSP00000034065
ENSGALP00000027454	ENSMUSP00000126705
ENSGALP00000027455	ENSMUSP00000106358
ENSGALP00000020171	ENSMUSP00000106151
ENSGALP00000018169	ENSMUSP00000130343
ENSGALP00000013322	ENSMUSP00000037978
ENSGALP00000024860	ENSMUSP00000114931
ENSGALP00000041852	ENSMUSP00000011733
ENSGALP00000006123	ENSMUSP00000108617
ENSGALP00000015194	ENSMUSP00000101501
ENSGALP00000027426	ENSMUSP00000128509
ENSGALP00000038403	ENSMUSP00000103432
ENSGALP00000024125	ENSMUSP00000022185
ENSGALP00000024124	ENSMUSP00000061754
ENSGALP00000034361	ENSMUSP00000054426
ENSGALP00000037768	ENSMUSP00000022182
ENSGALP00000041537	ENSMUSP00000021729
ENSGALP00000017224	ENSMUSP00000074581
ENSGALP00000017399	ENSMUSP00000105693
ENSGALP00000001182	ENSMUSP00000104324
ENSGALP00000023352	ENSMUSP00000099671
ENSGALP00000010520	ENSMUSP00000087756
ENSGALP00000020445	ENSMUSP00000016771
ENSGALP00000036100	ENSMUSP00000127539
ENSGALP00000012485	ENSMUSP00000090672
ENSGALP00000014251	ENSMUSP00000025932
ENSGALP00000015291	ENSMUSP00000103902
ENSGALP00000030382	ENSMUSP00000037113
ENSGALP00000021049	ENSMUSP00000026432
ENSGALP00000021052	ENSMUSP00000042199
ENSGALP00000021076	ENSMUSP00000074632
ENSGALP00000021013	ENSMUSP00000052078
ENSGALP00000009947	ENSMUSP00000066015
ENSGALP00000032704	ENSMUSP00000113603
ENSGALP00000009943	ENSMUSP00000108327
ENSGALP00000008451	ENSMUSP00000074681
ENSGALP00000008511	ENSMUSP00000117326
ENSGALP00000021078	ENSMUSP00000130851
ENSGALP00000023789	ENSMUSP00000057956
ENSGALP00000018388	ENSMUSP00000101659
ENSGALP00000011656	ENSMUSP00000066864
ENSGALP00000022341	ENSMUSP00000108321
ENSGALP00000036136	ENSMUSP00000092210
ENSGALP00000008445	ENSMUSP00000034339
ENSGALP00000014173	ENSMUSP00000028059
ENSGALP00000000102	ENSMUSP00000002603
ENSGALP00000026254	ENSMUSP00000109048
ENSGALP00000014538	ENSMUSP00000040847
ENSGALP00000029364	ENSMUSP00000080162
ENSGALP00000002103	ENSMUSP00000027560
ENSGALP00000040049	ENSMUSP00000038170
ENSGALP00000006458	ENSMUSP00000101428
ENSGALP00000040195	ENSMUSP00000021932
ENSGALP00000036478	ENSMUSP00000039691
ENSGALP00000036660	ENSMUSP00000078137
ENSGALP00000022636	ENSMUSP00000090329
ENSGALP00000022634	ENSMUSP00000049527
ENSGALP00000002967	ENSMUSP00000081712
ENSGALP00000027933	ENSMUSP00000059074
ENSGALP00000042663	ENSMUSP00000113414
ENSGALP00000043446	ENSMUSP00000056592
ENSGALP00000040870	ENSMUSP00000080796
ENSGALP00000010737	ENSMUSP00000049414
ENSGALP00000043261	ENSMUSP00000098419
ENSGALP00000037562	ENSMUSP00000020118
ENSGALP00000034265	ENSMUSP00000042625
ENSGALP00000005865	ENSMUSP00000025025
ENSGALP00000037153	ENSMUSP00000033930
ENSGALP00000023935	ENSMUSP00000136377
ENSGALP00000018757	ENSMUSP00000112919
ENSGALP00000015425	ENSMUSP00000027929
ENSGALP00000018736	ENSMUSP00000082017
ENSGALP00000000416	ENSMUSP00000038761
ENSGALP00000026069	ENSMUSP00000024839
ENSGALP00000000760	ENSMUSP00000099636
ENSGALP00000036079	ENSMUSP00000020899
ENSGALP00000023393	ENSMUSP00000022947
ENSGALP00000014593	ENSMUSP00000026068
ENSGALP00000016113	ENSMUSP00000128127
ENSGALP00000002319	ENSMUSP00000040405
ENSGALP00000026419	ENSMUSP00000105850
ENSGALP00000025593	ENSMUSP00000071662
ENSGALP00000009298	ENSMUSP00000104484
ENSGALP00000017204	ENSMUSP00000024880
ENSGALP00000001268	ENSMUSP00000066662
ENSGALP00000026735	ENSMUSP00000022623
ENSGALP00000041446	ENSMUSP00000039121
ENSGALP00000026938	ENSMUSP00000063542
ENSGALP00000019862	ENSMUSP00000132360
ENSGALP00000003608	ENSMUSP00000022338
ENSGALP00000032596	ENSMUSP00000032471
ENSGALP00000002985	ENSMUSP00000022331
ENSGALP00000017480	ENSMUSP00000027809
ENSGALP00000041535	ENSMUSP00000000964
ENSGALP00000021895	ENSMUSP00000019117
ENSGALP00000017982	ENSMUSP00000014848
ENSGALP00000043067	ENSMUSP00000098092
ENSGALP00000041773	ENSMUSP00000091476
ENSGALP00000037900	ENSMUSP00000051355
ENSGALP00000035668	ENSMUSP00000082729
ENSGALP00000001804	ENSMUSP00000051158
ENSGALP00000017534	ENSMUSP00000043587
ENSGALP00000042003	ENSMUSP00000031787
ENSGALP00000032639	ENSMUSP00000134131
ENSGALP00000012416	ENSMUSP00000009143
ENSGALP00000020833	ENSMUSP00000126999
ENSGALP00000026226	ENSMUSP00000012281
ENSGALP00000000168	ENSMUSP00000032125
ENSGALP00000009606	ENSMUSP00000098286
ENSGALP00000002750	ENSMUSP00000048079
ENSGALP00000020289	ENSMUSP00000073720
ENSGALP00000014334	ENSMUSP00000028836
ENSGALP00000003177	ENSMUSP00000036755
ENSGALP00000021682	ENSMUSP00000127973
ENSGALP00000030727	ENSMUSP00000025110
ENSGALP00000023561	ENSMUSP00000103129
ENSGALP00000011063	ENSMUSP00000080284
ENSGALP00000006848	ENSMUSP00000055237
ENSGALP00000042075	ENSMUSP00000112438
ENSGALP00000042359	ENSMUSP00000100912
ENSGALP00000010643	ENSMUSP00000113545
ENSGALP00000021026	ENSMUSP00000029441
ENSGALP00000003054	ENSMUSP00000088196
ENSGALP00000008437	ENSMUSP00000073164
ENSGALP00000026490	ENSMUSP00000020904
ENSGALP00000036056	ENSMUSP00000069549
ENSGALP00000018621	ENSMUSP00000042565
ENSGALP00000012119	ENSMUSP00000028119
ENSGALP00000020194	ENSMUSP00000132078
ENSGALP00000011538	ENSMUSP00000079380
ENSGALP00000037001	ENSMUSP00000036384
ENSGALP00000043362	ENSMUSP00000102536
ENSGALP00000019314	ENSMUSP00000059498
ENSGALP00000023048	ENSMUSP00000031106
ENSGALP00000042743	ENSMUSP00000041411
ENSGALP00000042335	ENSMUSP00000038915
ENSGALP00000004845	ENSMUSP00000065095
ENSGALP00000000210	ENSMUSP00000091656
ENSGALP00000023941	ENSMUSP00000020024
ENSGALP00000042960	ENSMUSP00000005019
ENSGALP00000033996	ENSMUSP00000034830
ENSGALP00000019528	ENSMUSP00000023820
ENSGALP00000025381	ENSMUSP00000029041
ENSGALP00000025382	ENSMUSP00000029034
ENSGALP00000042314	ENSMUSP00000059749
ENSGALP00000004144	ENSMUSP00000030848
ENSGALP00000008533	ENSMUSP00000035029
ENSGALP00000025419	ENSMUSP00000023610
ENSGALP00000002088	ENSMUSP00000069644
ENSGALP00000002138	ENSMUSP00000067022
ENSGALP00000011941	ENSMUSP00000126498
ENSGALP00000015577	ENSMUSP00000036330
ENSGALP00000025424	ENSMUSP00000023611
ENSGALP00000008559	ENSMUSP00000090801
ENSGALP00000023740	ENSMUSP00000064570
ENSGALP00000002345	ENSMUSP00000084905
ENSGALP00000018965	ENSMUSP00000132219
ENSGALP00000009639	ENSMUSP00000040171
ENSGALP00000007126	ENSMUSP00000090143
ENSGALP00000011434	ENSMUSP00000095984
ENSGALP00000000206	ENSMUSP00000050535
ENSGALP00000006805	ENSMUSP00000101094
ENSGALP00000017065	ENSMUSP00000079210
ENSGALP00000010837	ENSMUSP00000099826
ENSGALP00000042507	ENSMUSP00000030372
ENSGALP00000026061	ENSMUSP00000125069
ENSGALP00000026012	ENSMUSP00000110899
ENSGALP00000036264	ENSMUSP00000051579
ENSGALP00000009015	ENSMUSP00000128718
ENSGALP00000043411	ENSMUSP00000035802
ENSGALP00000039205	ENSMUSP00000022508
ENSGALP00000039315	ENSMUSP00000029433
ENSGALP00000023439	ENSMUSP00000004377
ENSGALP00000032803	ENSMUSP00000029053
ENSGALP00000022449	ENSMUSP00000112675
ENSGALP00000010486	ENSMUSP00000064046
ENSGALP00000041653	ENSMUSP00000027404
ENSGALP00000002547	ENSMUSP00000034832
ENSGALP00000036849	ENSMUSP00000082197
ENSGALP00000008307	ENSMUSP00000089793
ENSGALP00000011096	ENSMUSP00000029848
ENSGALP00000004011	ENSMUSP00000028280
ENSGALP00000035064	ENSMUSP00000023123
ENSGALP00000015687	ENSMUSP00000031668
ENSGALP00000043268	ENSMUSP00000083620
ENSGALP00000013432	ENSMUSP00000098765
ENSGALP00000027157	ENSMUSP00000033899
ENSGALP00000009317	ENSMUSP00000107701
ENSGALP00000013202	ENSMUSP00000108553
ENSGALP00000042245	ENSMUSP00000046525
ENSGALP00000030293	ENSMUSP00000043220
ENSGALP00000018243	ENSMUSP00000107658
ENSGALP00000038357	ENSMUSP00000084141
ENSGALP00000042596	ENSMUSP00000001181
ENSGALP00000038878	ENSMUSP00000001147
ENSGALP00000018843	ENSMUSP00000112472
ENSGALP00000006240	ENSMUSP00000137585
ENSGALP00000017302	ENSMUSP00000111199
ENSGALP00000003563	ENSMUSP00000023509
ENSGALP00000003540	ENSMUSP00000053023
ENSGALP00000015775	ENSMUSP00000050219
ENSGALP00000024036	ENSMUSP00000038783
ENSGALP00000011021	ENSMUSP00000089707
ENSGALP00000000899	ENSMUSP00000095380
ENSGALP00000043444	ENSMUSP00000050183
ENSGALP00000026353	ENSMUSP00000022985
ENSGALP00000026557	ENSMUSP00000020958
ENSGALP00000019897	ENSMUSP00000109960
ENSGALP00000009588	ENSMUSP00000132930
ENSGALP00000008470	ENSMUSP00000095873
ENSGALP00000034499	ENSMUSP00000024774
ENSGALP00000028327	ENSMUSP00000060027
ENSGALP00000020720	ENSMUSP00000000199
ENSGALP00000003327	ENSMUSP00000104964
ENSGALP00000036540	ENSMUSP00000084656
ENSGALP00000012413	ENSMUSP00000125142
ENSGALP00000026514	ENSMUSP00000072145
ENSGALP00000006059	ENSMUSP00000051487
ENSGALP00000005647	ENSMUSP00000112145
ENSGALP00000021767	ENSMUSP00000087611
ENSGALP00000005363	ENSMUSP00000081048
ENSGALP00000043249	ENSMUSP00000065213
ENSGALP00000005930	ENSMUSP00000011400
ENSGALP00000042547	ENSMUSP00000105861
ENSGALP00000005435	ENSMUSP00000101684
ENSGALP00000025121	ENSMUSP00000059705
ENSGALP00000038251	ENSMUSP00000036203
ENSGALP00000002155	ENSMUSP00000070200
ENSGALP00000025693	ENSMUSP00000099473
ENSGALP00000000638	ENSMUSP00000124570
ENSGALP00000036052	ENSMUSP00000063136
ENSGALP00000025570	ENSMUSP00000139389
ENSGALP00000001192	ENSMUSP00000086052
ENSGALP00000023727	ENSMUSP00000022235
ENSGALP00000010269	ENSMUSP00000038884
ENSGALP00000024372	ENSMUSP00000086731
ENSGALP00000028674	ENSMUSP00000053638
ENSGALP00000042614	ENSMUSP00000069114
ENSGALP00000043313	ENSMUSP00000100882
ENSGALP00000028046	ENSMUSP00000062741
ENSGALP00000031881	ENSMUSP00000045335
ENSGALP00000018030	ENSMUSP00000001652
ENSGALP00000009540	ENSMUSP00000086592
ENSGALP00000019565	ENSMUSP00000029603
ENSGALP00000040869	ENSMUSP00000129247
ENSGALP00000042527	ENSMUSP00000057406
ENSGALP00000000547	ENSMUSP00000022660
ENSGALP00000021337	ENSMUSP00000125803
ENSGALP00000021613	ENSMUSP00000000707
ENSGALP00000017847	ENSMUSP00000048357
ENSGALP00000041266	ENSMUSP00000045572
ENSGALP00000002121	ENSMUSP00000023450
ENSGALP00000004753	ENSMUSP00000000769
ENSGALP00000004719	ENSMUSP00000048704
ENSGALP00000011922	ENSMUSP00000023994
ENSGALP00000008056	ENSMUSP00000011492
ENSGALP00000019106	ENSMUSP00000043424
ENSGALP00000004548	ENSMUSP00000027153
ENSGALP00000011441	ENSMUSP00000031524
ENSGALP00000015057	ENSMUSP00000039472
ENSGALP00000022098	ENSMUSP00000034003
ENSGALP00000015063	ENSMUSP00000037018
ENSGALP00000006813	ENSMUSP00000027885
ENSGALP00000001360	ENSMUSP00000004208
ENSGALP00000013507	ENSMUSP00000046131
ENSGALP00000041591	ENSMUSP00000028955
ENSGALP00000025868	ENSMUSP00000022921
ENSGALP00000026291	ENSMUSP00000033846
ENSGALP00000005653	ENSMUSP00000054499
ENSGALP00000000875	ENSMUSP00000002360
ENSGALP00000017863	ENSMUSP00000030280
ENSGALP00000040839	ENSMUSP00000039452
ENSGALP00000011509	ENSMUSP00000103000
ENSGALP00000042383	ENSMUSP00000107298
ENSGALP00000015061	ENSMUSP00000133117
ENSGALP00000009635	ENSMUSP00000069752
ENSGALP00000018902	ENSMUSP00000035045
ENSGALP00000011140	ENSMUSP00000026572
ENSGALP00000008237	ENSMUSP00000034351
ENSGALP00000025664	ENSMUSP00000103939
ENSGALP00000038582	ENSMUSP00000000369
ENSGALP00000018974	ENSMUSP00000004565
ENSGALP00000020091	ENSMUSP00000009003
ENSGALP00000007511	ENSMUSP00000031411
ENSGALP00000011537	ENSMUSP00000015278
ENSGALP00000033786	ENSMUSP00000034723
ENSGALP00000022601	ENSMUSP00000038878
ENSGALP00000005520	ENSMUSP00000028004
ENSGALP00000016585	ENSMUSP00000082288
ENSGALP00000006201	ENSMUSP00000058699
ENSGALP00000009566	ENSMUSP00000033414
ENSGALP00000005627	ENSMUSP00000072709
ENSGALP00000009080	ENSMUSP00000025520
ENSGALP00000021163	ENSMUSP00000032200
ENSGALP00000021166	ENSMUSP00000066779
ENSGALP00000010357	ENSMUSP00000032185
ENSGALP00000000778	ENSMUSP00000110349
ENSGALP00000009114	ENSMUSP00000122962
ENSGALP00000006839	ENSMUSP00000105043
ENSGALP00000035875	ENSMUSP00000085826
ENSGALP00000020515	ENSMUSP00000081514
ENSGALP00000037394	ENSMUSP00000115136
ENSGALP00000022646	ENSMUSP00000055122
ENSGALP00000002021	ENSMUSP00000030739
ENSGALP00000023784	ENSMUSP00000079098
ENSGALP00000039206	ENSMUSP00000057103
ENSGALP00000009285	ENSMUSP00000112725
ENSGALP00000018929	ENSMUSP00000058966
ENSGALP00000036272	ENSMUSP00000030142
ENSGALP00000018910	ENSMUSP00000067614
ENSGALP00000009304	ENSMUSP00000105493
ENSGALP00000001522	ENSMUSP00000130685
ENSGALP00000009335	ENSMUSP00000099837
ENSGALP00000027039	ENSMUSP00000050388
