ENSMGAP00000004951	ENSMODP00000016222
ENSMGAP00000018472	ENSMODP00000025868
ENSMGAP00000014523	ENSMODP00000035178
ENSMGAP00000005391	ENSMODP00000034561
ENSMGAP00000017815	ENSMODP00000023467
ENSMGAP00000008461	ENSMODP00000024227
ENSMGAP00000004752	ENSMODP00000021713
ENSMGAP00000004753	ENSMODP00000034118
ENSMGAP00000010308	ENSMODP00000021678
ENSMGAP00000006099	ENSMODP00000023607
ENSMGAP00000010904	ENSMODP00000013697
ENSMGAP00000007067	ENSMODP00000018823
ENSMGAP00000008767	ENSMODP00000004010
ENSMGAP00000005143	ENSMODP00000020815
ENSMGAP00000010843	ENSMODP00000026883
ENSMGAP00000011581	ENSMODP00000000946
ENSMGAP00000009482	ENSMODP00000026803
ENSMGAP00000004472	ENSMODP00000004085
ENSMGAP00000003953	ENSMODP00000013835
ENSMGAP00000014904	ENSMODP00000019740
ENSMGAP00000006039	ENSMODP00000019905
ENSMGAP00000009465	ENSMODP00000008480
ENSMGAP00000008296	ENSMODP00000002855
ENSMGAP00000001834	ENSMODP00000002147
ENSMGAP00000013455	ENSMODP00000001499
ENSMGAP00000004881	ENSMODP00000008388
ENSMGAP00000003824	ENSMODP00000004378
ENSMGAP00000000358	ENSMODP00000005828
ENSMGAP00000006007	ENSMODP00000020796
ENSMGAP00000002970	ENSMODP00000019172
ENSMGAP00000000386	ENSMODP00000033603
ENSMGAP00000015411	ENSMODP00000026244
ENSMGAP00000003180	ENSMODP00000016600
ENSMGAP00000001885	ENSMODP00000018974
ENSMGAP00000010372	ENSMODP00000032200
ENSMGAP00000010952	ENSMODP00000023562
ENSMGAP00000007822	ENSMODP00000015806
ENSMGAP00000011319	ENSMODP00000032552
ENSMGAP00000007090	ENSMODP00000015327
ENSMGAP00000003091	ENSMODP00000013080
ENSMGAP00000002562	ENSMODP00000021315
ENSMGAP00000011397	ENSMODP00000006984
ENSMGAP00000012061	ENSMODP00000004061
ENSMGAP00000002410	ENSMODP00000025742
ENSMGAP00000018095	ENSMODP00000008352
ENSMGAP00000009105	ENSMODP00000023736
ENSMGAP00000013560	ENSMODP00000005222
ENSMGAP00000000389	ENSMODP00000005889
ENSMGAP00000015410	ENSMODP00000026245
ENSMGAP00000006675	ENSMODP00000032292
ENSMGAP00000013119	ENSMODP00000021264
ENSMGAP00000016483	ENSMODP00000001663
ENSMGAP00000012973	ENSMODP00000007740
ENSMGAP00000004637	ENSMODP00000017877
ENSMGAP00000016621	ENSMODP00000005872
ENSMGAP00000017113	ENSMODP00000034705
ENSMGAP00000017108	ENSMODP00000038084
ENSMGAP00000006679	ENSMODP00000032291
ENSMGAP00000007031	ENSMODP00000008683
ENSMGAP00000014430	ENSMODP00000022169
ENSMGAP00000011150	ENSMODP00000002378
ENSMGAP00000001706	ENSMODP00000005624
ENSMGAP00000003499	ENSMODP00000002541
ENSMGAP00000001620	ENSMODP00000014998
ENSMGAP00000005328	ENSMODP00000015223
ENSMGAP00000011782	ENSMODP00000019084
ENSMGAP00000008247	ENSMODP00000006411
ENSMGAP00000014572	ENSMODP00000007737
ENSMGAP00000006663	ENSMODP00000010188
ENSMGAP00000001823	ENSMODP00000019004
ENSMGAP00000008192	ENSMODP00000019113
ENSMGAP00000012603	ENSMODP00000012377
ENSMGAP00000004296	ENSMODP00000014867
ENSMGAP00000011003	ENSMODP00000032282
ENSMGAP00000015476	ENSMODP00000026374
ENSMGAP00000009517	ENSMODP00000011577
ENSMGAP00000002009	ENSMODP00000006111
ENSMGAP00000002585	ENSMODP00000030697
ENSMGAP00000009697	ENSMODP00000035312
ENSMGAP00000013931	ENSMODP00000021984
ENSMGAP00000001542	ENSMODP00000005185
ENSMGAP00000004541	ENSMODP00000006530
ENSMGAP00000010793	ENSMODP00000020279
ENSMGAP00000004888	ENSMODP00000019219
ENSMGAP00000015585	ENSMODP00000021683
ENSMGAP00000018441	ENSMODP00000026497
ENSMGAP00000015936	ENSMODP00000039040
ENSMGAP00000015981	ENSMODP00000012118
ENSMGAP00000012205	ENSMODP00000023804
ENSMGAP00000001863	ENSMODP00000009038
ENSMGAP00000000580	ENSMODP00000014633
ENSMGAP00000004172	ENSMODP00000006741
ENSMGAP00000004153	ENSMODP00000007054
ENSMGAP00000011569	ENSMODP00000010639
ENSMGAP00000000213	ENSMODP00000002555
ENSMGAP00000012600	ENSMODP00000038779
ENSMGAP00000007920	ENSMODP00000030330
ENSMGAP00000016760	ENSMODP00000020597
ENSMGAP00000005021	ENSMODP00000010446
ENSMGAP00000013944	ENSMODP00000017076
ENSMGAP00000016160	ENSMODP00000005562
ENSMGAP00000006813	ENSMODP00000008521
ENSMGAP00000002757	ENSMODP00000010378
ENSMGAP00000008268	ENSMODP00000027866
ENSMGAP00000015928	ENSMODP00000013515
ENSMGAP00000009669	ENSMODP00000031493
ENSMGAP00000012737	ENSMODP00000005640
ENSMGAP00000005956	ENSMODP00000030141
ENSMGAP00000010770	ENSMODP00000026877
ENSMGAP00000016185	ENSMODP00000032757
ENSMGAP00000018690	ENSMODP00000032762
ENSMGAP00000016501	ENSMODP00000036327
ENSMGAP00000008976	ENSMODP00000002922
ENSMGAP00000001455	ENSMODP00000000716
ENSMGAP00000001914	ENSMODP00000003334
ENSMGAP00000015122	ENSMODP00000022698
ENSMGAP00000017430	ENSMODP00000012379
ENSMGAP00000000766	ENSMODP00000004353
ENSMGAP00000005389	ENSMODP00000010816
ENSMGAP00000003100	ENSMODP00000007069
ENSMGAP00000013565	ENSMODP00000003727
ENSMGAP00000011607	ENSMODP00000012187
ENSMGAP00000012165	ENSMODP00000014155
ENSMGAP00000006086	ENSMODP00000014938
ENSMGAP00000007775	ENSMODP00000031807
ENSMGAP00000007716	ENSMODP00000018816
ENSMGAP00000011502	ENSMODP00000035876
ENSMGAP00000000568	ENSMODP00000040128
ENSMGAP00000010795	ENSMODP00000027953
ENSMGAP00000010383	ENSMODP00000037734
ENSMGAP00000007091	ENSMODP00000014534
ENSMGAP00000011690	ENSMODP00000018809
ENSMGAP00000001013	ENSMODP00000005213
ENSMGAP00000010455	ENSMODP00000005676
ENSMGAP00000005080	ENSMODP00000021158
ENSMGAP00000016822	ENSMODP00000022215
ENSMGAP00000000727	ENSMODP00000007404
ENSMGAP00000002669	ENSMODP00000007849
ENSMGAP00000004150	ENSMODP00000024511
ENSMGAP00000007780	ENSMODP00000018799
ENSMGAP00000019787	ENSMODP00000017942
ENSMGAP00000013272	ENSMODP00000021002
ENSMGAP00000000704	ENSMODP00000013555
ENSMGAP00000009315	ENSMODP00000016791
ENSMGAP00000003381	ENSMODP00000001527
ENSMGAP00000008853	ENSMODP00000024700
ENSMGAP00000008397	ENSMODP00000024639
ENSMGAP00000005747	ENSMODP00000015947
ENSMGAP00000010479	ENSMODP00000004363
ENSMGAP00000002739	ENSMODP00000021892
ENSMGAP00000002563	ENSMODP00000007905
ENSMGAP00000018235	ENSMODP00000024558
ENSMGAP00000012762	ENSMODP00000023822
ENSMGAP00000007311	ENSMODP00000008346
ENSMGAP00000001285	ENSMODP00000002108
ENSMGAP00000011245	ENSMODP00000025573
ENSMGAP00000004542	ENSMODP00000001544
ENSMGAP00000016600	ENSMODP00000002003
ENSMGAP00000016964	ENSMODP00000022456
ENSMGAP00000014693	ENSMODP00000035895
ENSMGAP00000016599	ENSMODP00000029051
ENSMGAP00000016594	ENSMODP00000029052
ENSMGAP00000009319	ENSMODP00000016479
ENSMGAP00000000587	ENSMODP00000007809
ENSMGAP00000014906	ENSMODP00000022561
ENSMGAP00000011615	ENSMODP00000010556
ENSMGAP00000000593	ENSMODP00000000865
ENSMGAP00000004248	ENSMODP00000020268
ENSMGAP00000011807	ENSMODP00000012070
ENSMGAP00000016314	ENSMODP00000032688
ENSMGAP00000016842	ENSMODP00000006519
ENSMGAP00000014105	ENSMODP00000022192
ENSMGAP00000009680	ENSMODP00000001303
ENSMGAP00000011788	ENSMODP00000012084
ENSMGAP00000011811	ENSMODP00000012087
ENSMGAP00000009670	ENSMODP00000001313
ENSMGAP00000000203	ENSMODP00000013510
ENSMGAP00000003994	ENSMODP00000020816
ENSMGAP00000008738	ENSMODP00000015732
ENSMGAP00000012831	ENSMODP00000016374
ENSMGAP00000000230	ENSMODP00000004493
ENSMGAP00000013926	ENSMODP00000021977
ENSMGAP00000014278	ENSMODP00000022462
ENSMGAP00000000306	ENSMODP00000021638
ENSMGAP00000015548	ENSMODP00000021393
ENSMGAP00000018510	ENSMODP00000005084
ENSMGAP00000012998	ENSMODP00000025693
ENSMGAP00000004301	ENSMODP00000026469
ENSMGAP00000015856	ENSMODP00000000134
ENSMGAP00000007772	ENSMODP00000025940
ENSMGAP00000008122	ENSMODP00000018764
ENSMGAP00000018618	ENSMODP00000002849
ENSMGAP00000002594	ENSMODP00000017603
ENSMGAP00000014610	ENSMODP00000009317
ENSMGAP00000002794	ENSMODP00000018369
ENSMGAP00000017782	ENSMODP00000016966
ENSMGAP00000002760	ENSMODP00000018268
ENSMGAP00000002646	ENSMODP00000016959
ENSMGAP00000016023	ENSMODP00000010797
ENSMGAP00000012783	ENSMODP00000025745
ENSMGAP00000004935	ENSMODP00000034000
ENSMGAP00000009895	ENSMODP00000017496
ENSMGAP00000015747	ENSMODP00000005173
ENSMGAP00000003813	ENSMODP00000017494
ENSMGAP00000007006	ENSMODP00000004436
ENSMGAP00000002297	ENSMODP00000003465
ENSMGAP00000011902	ENSMODP00000025844
ENSMGAP00000012477	ENSMODP00000009490
ENSMGAP00000009913	ENSMODP00000020811
ENSMGAP00000007043	ENSMODP00000024722
ENSMGAP00000002774	ENSMODP00000038831
ENSMGAP00000001511	ENSMODP00000013200
ENSMGAP00000013420	ENSMODP00000001853
ENSMGAP00000014802	ENSMODP00000001858
ENSMGAP00000019752	ENSMODP00000036576
ENSMGAP00000007445	ENSMODP00000005599
ENSMGAP00000014742	ENSMODP00000022414
ENSMGAP00000005681	ENSMODP00000024031
ENSMGAP00000003481	ENSMODP00000008970
ENSMGAP00000002985	ENSMODP00000001029
ENSMGAP00000004028	ENSMODP00000010321
ENSMGAP00000013744	ENSMODP00000003646
ENSMGAP00000004942	ENSMODP00000001402
ENSMGAP00000005048	ENSMODP00000011117
ENSMGAP00000012858	ENSMODP00000025719
ENSMGAP00000002592	ENSMODP00000017702
ENSMGAP00000006089	ENSMODP00000009242
ENSMGAP00000019818	ENSMODP00000020036
ENSMGAP00000015191	ENSMODP00000002875
ENSMGAP00000014112	ENSMODP00000022197
ENSMGAP00000015177	ENSMODP00000036640
ENSMGAP00000009485	ENSMODP00000038032
ENSMGAP00000015546	ENSMODP00000021383
ENSMGAP00000008902	ENSMODP00000035196
ENSMGAP00000018878	ENSMODP00000025324
ENSMGAP00000004662	ENSMODP00000020335
ENSMGAP00000018493	ENSMODP00000002425
ENSMGAP00000008502	ENSMODP00000010012
ENSMGAP00000008511	ENSMODP00000000744
ENSMGAP00000006948	ENSMODP00000004381
ENSMGAP00000014133	ENSMODP00000022914
ENSMGAP00000005202	ENSMODP00000010587
ENSMGAP00000009849	ENSMODP00000007866
ENSMGAP00000014795	ENSMODP00000018321
ENSMGAP00000006168	ENSMODP00000032626
ENSMGAP00000010419	ENSMODP00000011769
ENSMGAP00000007333	ENSMODP00000015978
ENSMGAP00000000948	ENSMODP00000012651
ENSMGAP00000013651	ENSMODP00000006061
ENSMGAP00000010544	ENSMODP00000023906
ENSMGAP00000005847	ENSMODP00000010094
ENSMGAP00000000465	ENSMODP00000025569
ENSMGAP00000012342	ENSMODP00000039790
ENSMGAP00000008975	ENSMODP00000003223
ENSMGAP00000003802	ENSMODP00000001283
ENSMGAP00000012957	ENSMODP00000002801
ENSMGAP00000006887	ENSMODP00000015243
ENSMGAP00000013384	ENSMODP00000007685
ENSMGAP00000012002	ENSMODP00000035053
ENSMGAP00000016330	ENSMODP00000017132
ENSMGAP00000000714	ENSMODP00000000297
ENSMGAP00000010680	ENSMODP00000020132
ENSMGAP00000013389	ENSMODP00000001845
ENSMGAP00000005052	ENSMODP00000004151
ENSMGAP00000000342	ENSMODP00000022018
ENSMGAP00000005286	ENSMODP00000028701
ENSMGAP00000004802	ENSMODP00000021751
ENSMGAP00000004812	ENSMODP00000021747
ENSMGAP00000006868	ENSMODP00000021235
ENSMGAP00000012186	ENSMODP00000008165
ENSMGAP00000007721	ENSMODP00000021922
ENSMGAP00000015375	ENSMODP00000026351
ENSMGAP00000013550	ENSMODP00000009664
ENSMGAP00000009616	ENSMODP00000039041
ENSMGAP00000004943	ENSMODP00000012941
ENSMGAP00000002698	ENSMODP00000029496
ENSMGAP00000001121	ENSMODP00000028657
ENSMGAP00000001748	ENSMODP00000005583
ENSMGAP00000000667	ENSMODP00000013540
ENSMGAP00000013117	ENSMODP00000023349
ENSMGAP00000012131	ENSMODP00000022275
ENSMGAP00000013987	ENSMODP00000031766
ENSMGAP00000010516	ENSMODP00000015672
ENSMGAP00000005826	ENSMODP00000021359
ENSMGAP00000008251	ENSMODP00000012568
ENSMGAP00000000326	ENSMODP00000016703
ENSMGAP00000004075	ENSMODP00000015374
ENSMGAP00000005886	ENSMODP00000021323
ENSMGAP00000012563	ENSMODP00000023891
ENSMGAP00000002608	ENSMODP00000000226
ENSMGAP00000007165	ENSMODP00000005358
ENSMGAP00000009780	ENSMODP00000004154
ENSMGAP00000015801	ENSMODP00000011638
ENSMGAP00000017777	ENSMODP00000035712
ENSMGAP00000014440	ENSMODP00000036084
ENSMGAP00000007162	ENSMODP00000008676
ENSMGAP00000006548	ENSMODP00000009900
ENSMGAP00000011346	ENSMODP00000040651
ENSMGAP00000010853	ENSMODP00000024354
ENSMGAP00000016902	ENSMODP00000000938
ENSMGAP00000001209	ENSMODP00000012500
ENSMGAP00000015541	ENSMODP00000011245
ENSMGAP00000013731	ENSMODP00000029397
ENSMGAP00000001717	ENSMODP00000015023
ENSMGAP00000009654	ENSMODP00000020445
ENSMGAP00000007085	ENSMODP00000005974
ENSMGAP00000017444	ENSMODP00000000417
ENSMGAP00000013094	ENSMODP00000005815
ENSMGAP00000003237	ENSMODP00000020238
ENSMGAP00000016803	ENSMODP00000008089
ENSMGAP00000016561	ENSMODP00000005009
ENSMGAP00000016901	ENSMODP00000018533
ENSMGAP00000004731	ENSMODP00000020367
ENSMGAP00000019551	ENSMODP00000004445
ENSMGAP00000015702	ENSMODP00000002960
ENSMGAP00000015703	ENSMODP00000002941
ENSMGAP00000000927	ENSMODP00000018043
ENSMGAP00000001505	ENSMODP00000007451
ENSMGAP00000001449	ENSMODP00000000812
ENSMGAP00000015637	ENSMODP00000000565
ENSMGAP00000003439	ENSMODP00000002533
ENSMGAP00000015408	ENSMODP00000026246
ENSMGAP00000013846	ENSMODP00000017168
ENSMGAP00000000719	ENSMODP00000012226
ENSMGAP00000012748	ENSMODP00000011537
ENSMGAP00000008800	ENSMODP00000006154
ENSMGAP00000012038	ENSMODP00000033355
ENSMGAP00000017221	ENSMODP00000006272
ENSMGAP00000005348	ENSMODP00000028933
ENSMGAP00000005510	ENSMODP00000019363
ENSMGAP00000009020	ENSMODP00000003278
ENSMGAP00000006504	ENSMODP00000006456
ENSMGAP00000016199	ENSMODP00000006403
ENSMGAP00000014759	ENSMODP00000017715
ENSMGAP00000011168	ENSMODP00000024836
ENSMGAP00000010998	ENSMODP00000013754
ENSMGAP00000003204	ENSMODP00000031196
ENSMGAP00000005913	ENSMODP00000024124
ENSMGAP00000009441	ENSMODP00000019156
ENSMGAP00000014528	ENSMODP00000014756
ENSMGAP00000015692	ENSMODP00000002743
ENSMGAP00000008103	ENSMODP00000003497
ENSMGAP00000000617	ENSMODP00000000735
ENSMGAP00000007738	ENSMODP00000034017
ENSMGAP00000011568	ENSMODP00000025624
ENSMGAP00000011089	ENSMODP00000025509
ENSMGAP00000007663	ENSMODP00000007850
ENSMGAP00000000505	ENSMODP00000000715
ENSMGAP00000011064	ENSMODP00000025507
ENSMGAP00000014325	ENSMODP00000022366
ENSMGAP00000002982	ENSMODP00000015157
ENSMGAP00000006311	ENSMODP00000009641
ENSMGAP00000011909	ENSMODP00000037257
ENSMGAP00000004439	ENSMODP00000015324
ENSMGAP00000011658	ENSMODP00000025916
ENSMGAP00000000374	ENSMODP00000001899
ENSMGAP00000007642	ENSMODP00000032298
ENSMGAP00000007677	ENSMODP00000024278
ENSMGAP00000014903	ENSMODP00000019744
ENSMGAP00000009410	ENSMODP00000017417
ENSMGAP00000008765	ENSMODP00000007075
ENSMGAP00000001895	ENSMODP00000009619
ENSMGAP00000005728	ENSMODP00000010561
ENSMGAP00000007489	ENSMODP00000035281
ENSMGAP00000000466	ENSMODP00000035924
ENSMGAP00000001061	ENSMODP00000005988
ENSMGAP00000006413	ENSMODP00000003274
ENSMGAP00000011992	ENSMODP00000004672
ENSMGAP00000015480	ENSMODP00000026378
ENSMGAP00000001026	ENSMODP00000003339
ENSMGAP00000012260	ENSMODP00000014050
ENSMGAP00000008641	ENSMODP00000024385
ENSMGAP00000006255	ENSMODP00000035142
ENSMGAP00000010865	ENSMODP00000002869
ENSMGAP00000005895	ENSMODP00000015275
ENSMGAP00000003550	ENSMODP00000006253
ENSMGAP00000012444	ENSMODP00000009569
ENSMGAP00000005611	ENSMODP00000015349
ENSMGAP00000014855	ENSMODP00000012217
ENSMGAP00000002391	ENSMODP00000000052
ENSMGAP00000006266	ENSMODP00000008440
ENSMGAP00000007330	ENSMODP00000012572
ENSMGAP00000011564	ENSMODP00000010658
ENSMGAP00000000075	ENSMODP00000023412
ENSMGAP00000003856	ENSMODP00000013813
ENSMGAP00000003473	ENSMODP00000011731
ENSMGAP00000002235	ENSMODP00000009292
ENSMGAP00000006789	ENSMODP00000018493
ENSMGAP00000007705	ENSMODP00000004239
ENSMGAP00000019188	ENSMODP00000006157
ENSMGAP00000013130	ENSMODP00000016198
ENSMGAP00000014237	ENSMODP00000023004
ENSMGAP00000013194	ENSMODP00000015865
ENSMGAP00000002859	ENSMODP00000007678
ENSMGAP00000001041	ENSMODP00000034398
ENSMGAP00000007391	ENSMODP00000024149
ENSMGAP00000017071	ENSMODP00000036789
ENSMGAP00000017063	ENSMODP00000037943
ENSMGAP00000001569	ENSMODP00000028480
ENSMGAP00000005119	ENSMODP00000002737
ENSMGAP00000016800	ENSMODP00000029250
ENSMGAP00000007606	ENSMODP00000018856
ENSMGAP00000006920	ENSMODP00000021427
ENSMGAP00000001074	ENSMODP00000013839
ENSMGAP00000006060	ENSMODP00000000911
ENSMGAP00000018755	ENSMODP00000001022
ENSMGAP00000006062	ENSMODP00000000896
ENSMGAP00000015278	ENSMODP00000003055
ENSMGAP00000001860	ENSMODP00000018991
ENSMGAP00000017041	ENSMODP00000011861
ENSMGAP00000016446	ENSMODP00000034129
ENSMGAP00000000240	ENSMODP00000016830
ENSMGAP00000019742	ENSMODP00000038977
ENSMGAP00000004185	ENSMODP00000010425
ENSMGAP00000007397	ENSMODP00000024304
ENSMGAP00000011201	ENSMODP00000011323
ENSMGAP00000011998	ENSMODP00000004408
ENSMGAP00000010429	ENSMODP00000008133
ENSMGAP00000002703	ENSMODP00000007760
ENSMGAP00000007304	ENSMODP00000004774
ENSMGAP00000007320	ENSMODP00000004861
ENSMGAP00000003905	ENSMODP00000017995
ENSMGAP00000015794	ENSMODP00000010624
ENSMGAP00000011303	ENSMODP00000010629
ENSMGAP00000000160	ENSMODP00000021194
ENSMGAP00000017170	ENSMODP00000032221
ENSMGAP00000016904	ENSMODP00000038168
ENSMGAP00000013414	ENSMODP00000001349
ENSMGAP00000004250	ENSMODP00000005871
ENSMGAP00000003767	ENSMODP00000023870
ENSMGAP00000007990	ENSMODP00000019702
ENSMGAP00000000269	ENSMODP00000016825
ENSMGAP00000003358	ENSMODP00000019969
ENSMGAP00000002625	ENSMODP00000013541
ENSMGAP00000004885	ENSMODP00000021106
ENSMGAP00000004092	ENSMODP00000008229
ENSMGAP00000010203	ENSMODP00000011100
ENSMGAP00000000172	ENSMODP00000037871
ENSMGAP00000004233	ENSMODP00000039082
ENSMGAP00000016498	ENSMODP00000000009
ENSMGAP00000015859	ENSMODP00000007789
ENSMGAP00000010929	ENSMODP00000000032
ENSMGAP00000000666	ENSMODP00000013125
ENSMGAP00000002331	ENSMODP00000000038
ENSMGAP00000000690	ENSMODP00000013090
ENSMGAP00000004121	ENSMODP00000011232
ENSMGAP00000015858	ENSMODP00000007948
ENSMGAP00000007896	ENSMODP00000005194
ENSMGAP00000008230	ENSMODP00000014913
ENSMGAP00000002223	ENSMODP00000006721
ENSMGAP00000005598	ENSMODP00000031777
ENSMGAP00000006204	ENSMODP00000004464
ENSMGAP00000010117	ENSMODP00000013946
ENSMGAP00000015876	ENSMODP00000036353
ENSMGAP00000018973	ENSMODP00000018807
ENSMGAP00000014019	ENSMODP00000017380
ENSMGAP00000008487	ENSMODP00000018534
ENSMGAP00000003256	ENSMODP00000028524
ENSMGAP00000013191	ENSMODP00000015866
ENSMGAP00000003347	ENSMODP00000007627
ENSMGAP00000012161	ENSMODP00000009369
ENSMGAP00000012163	ENSMODP00000009363
ENSMGAP00000016282	ENSMODP00000021778
ENSMGAP00000003140	ENSMODP00000013086
ENSMGAP00000010569	ENSMODP00000014916
ENSMGAP00000000095	ENSMODP00000006027
ENSMGAP00000008329	ENSMODP00000017093
ENSMGAP00000000614	ENSMODP00000014312
ENSMGAP00000013771	ENSMODP00000003270
ENSMGAP00000003741	ENSMODP00000026669
ENSMGAP00000006617	ENSMODP00000009288
ENSMGAP00000008865	ENSMODP00000003705
ENSMGAP00000010396	ENSMODP00000011783
ENSMGAP00000017836	ENSMODP00000023461
ENSMGAP00000000322	ENSMODP00000023458
ENSMGAP00000001099	ENSMODP00000002069
ENSMGAP00000011001	ENSMODP00000024260
ENSMGAP00000003995	ENSMODP00000008115
ENSMGAP00000003644	ENSMODP00000024296
ENSMGAP00000008490	ENSMODP00000015546
ENSMGAP00000009516	ENSMODP00000020499
ENSMGAP00000001661	ENSMODP00000025515
ENSMGAP00000010502	ENSMODP00000012349
ENSMGAP00000016884	ENSMODP00000012456
ENSMGAP00000015489	ENSMODP00000026390
ENSMGAP00000013583	ENSMODP00000029244
ENSMGAP00000016167	ENSMODP00000005368
ENSMGAP00000006957	ENSMODP00000039059
ENSMGAP00000005627	ENSMODP00000031577
ENSMGAP00000003348	ENSMODP00000019506
ENSMGAP00000007898	ENSMODP00000005823
ENSMGAP00000007820	ENSMODP00000020336
ENSMGAP00000000563	ENSMODP00000021580
ENSMGAP00000010405	ENSMODP00000017795
ENSMGAP00000005013	ENSMODP00000001108
ENSMGAP00000013183	ENSMODP00000025737
ENSMGAP00000005492	ENSMODP00000004338
ENSMGAP00000007159	ENSMODP00000005393
ENSMGAP00000009652	ENSMODP00000008889
ENSMGAP00000008616	ENSMODP00000009120
ENSMGAP00000006003	ENSMODP00000026531
ENSMGAP00000001913	ENSMODP00000002086
ENSMGAP00000001354	ENSMODP00000013134
ENSMGAP00000006664	ENSMODP00000024018
ENSMGAP00000011716	ENSMODP00000000651
ENSMGAP00000007689	ENSMODP00000016474
ENSMGAP00000003859	ENSMODP00000012229
ENSMGAP00000003834	ENSMODP00000012255
ENSMGAP00000006933	ENSMODP00000010195
ENSMGAP00000004373	ENSMODP00000020935
ENSMGAP00000003314	ENSMODP00000034659
ENSMGAP00000008373	ENSMODP00000024632
ENSMGAP00000014251	ENSMODP00000018384
ENSMGAP00000006244	ENSMODP00000006044
ENSMGAP00000004585	ENSMODP00000028978
ENSMGAP00000011511	ENSMODP00000023672
ENSMGAP00000014085	ENSMODP00000016481
ENSMGAP00000005676	ENSMODP00000015882
ENSMGAP00000012818	ENSMODP00000006944
ENSMGAP00000011650	ENSMODP00000000233
ENSMGAP00000011485	ENSMODP00000007232
ENSMGAP00000008196	ENSMODP00000025082
ENSMGAP00000007110	ENSMODP00000019400
ENSMGAP00000011241	ENSMODP00000025553
ENSMGAP00000008181	ENSMODP00000015376
ENSMGAP00000013209	ENSMODP00000015047
ENSMGAP00000011340	ENSMODP00000011879
ENSMGAP00000013438	ENSMODP00000010416
ENSMGAP00000001077	ENSMODP00000013797
ENSMGAP00000006644	ENSMODP00000021294
ENSMGAP00000016481	ENSMODP00000021296
ENSMGAP00000016774	ENSMODP00000011963
ENSMGAP00000002510	ENSMODP00000001213
ENSMGAP00000001300	ENSMODP00000027026
ENSMGAP00000004599	ENSMODP00000001083
ENSMGAP00000010398	ENSMODP00000005959
ENSMGAP00000009581	ENSMODP00000003985
ENSMGAP00000014271	ENSMODP00000023020
ENSMGAP00000005609	ENSMODP00000010644
ENSMGAP00000018046	ENSMODP00000022405
ENSMGAP00000016543	ENSMODP00000020115
ENSMGAP00000016706	ENSMODP00000027981
ENSMGAP00000016538	ENSMODP00000020807
ENSMGAP00000016261	ENSMODP00000021518
ENSMGAP00000009381	ENSMODP00000026135
ENSMGAP00000004815	ENSMODP00000003627
ENSMGAP00000006203	ENSMODP00000013873
ENSMGAP00000002107	ENSMODP00000011010
ENSMGAP00000008161	ENSMODP00000004880
ENSMGAP00000009934	ENSMODP00000025120
ENSMGAP00000013158	ENSMODP00000023800
ENSMGAP00000002365	ENSMODP00000000132
ENSMGAP00000014421	ENSMODP00000014699
ENSMGAP00000012376	ENSMODP00000034917
ENSMGAP00000018924	ENSMODP00000009090
ENSMGAP00000005337	ENSMODP00000010773
ENSMGAP00000014182	ENSMODP00000022963
ENSMGAP00000006059	ENSMODP00000015530
ENSMGAP00000008909	ENSMODP00000019318
ENSMGAP00000009122	ENSMODP00000019704
ENSMGAP00000006855	ENSMODP00000020080
ENSMGAP00000016204	ENSMODP00000006849
ENSMGAP00000011906	ENSMODP00000019182
ENSMGAP00000018056	ENSMODP00000013832
ENSMGAP00000017736	ENSMODP00000017263
ENSMGAP00000015487	ENSMODP00000026387
ENSMGAP00000001909	ENSMODP00000008581
ENSMGAP00000009961	ENSMODP00000013651
ENSMGAP00000015917	ENSMODP00000013942
ENSMGAP00000015925	ENSMODP00000013600
ENSMGAP00000014530	ENSMODP00000022948
ENSMGAP00000008265	ENSMODP00000024627
ENSMGAP00000001610	ENSMODP00000005370
ENSMGAP00000008358	ENSMODP00000014766
ENSMGAP00000009281	ENSMODP00000018729
ENSMGAP00000013023	ENSMODP00000025684
ENSMGAP00000010889	ENSMODP00000024345
ENSMGAP00000010623	ENSMODP00000015026
ENSMGAP00000006653	ENSMODP00000016693
ENSMGAP00000005229	ENSMODP00000021179
ENSMGAP00000004117	ENSMODP00000015268
ENSMGAP00000003557	ENSMODP00000014345
ENSMGAP00000005371	ENSMODP00000021197
ENSMGAP00000004026	ENSMODP00000015378
ENSMGAP00000005689	ENSMODP00000021304
ENSMGAP00000010200	ENSMODP00000032225
ENSMGAP00000007467	ENSMODP00000011404
ENSMGAP00000000252	ENSMODP00000031361
ENSMGAP00000008535	ENSMODP00000006260
ENSMGAP00000007949	ENSMODP00000019681
ENSMGAP00000015631	ENSMODP00000000531
ENSMGAP00000004710	ENSMODP00000025962
ENSMGAP00000008583	ENSMODP00000032063
ENSMGAP00000011095	ENSMODP00000024838
ENSMGAP00000007619	ENSMODP00000012046
ENSMGAP00000011803	ENSMODP00000025862
ENSMGAP00000012756	ENSMODP00000022906
ENSMGAP00000008819	ENSMODP00000017332
ENSMGAP00000003997	ENSMODP00000028267
ENSMGAP00000007529	ENSMODP00000000564
ENSMGAP00000009916	ENSMODP00000038166
ENSMGAP00000006959	ENSMODP00000003299
ENSMGAP00000013330	ENSMODP00000020937
ENSMGAP00000009567	ENSMODP00000020489
ENSMGAP00000011923	ENSMODP00000019193
ENSMGAP00000012290	ENSMODP00000023310
ENSMGAP00000000422	ENSMODP00000023234
ENSMGAP00000005625	ENSMODP00000026066
