ENSMGAP00000004951	ENSORLP00000017023
ENSMGAP00000018906	ENSORLP00000012714
ENSMGAP00000018906	ENSORLP00000018329
ENSMGAP00000006128	ENSORLP00000016505
ENSMGAP00000004657	ENSORLP00000000616
ENSMGAP00000014958	ENSORLP00000000779
ENSMGAP00000014958	ENSORLP00000021664
ENSMGAP00000008153	ENSORLP00000025204
ENSMGAP00000013037	ENSORLP00000012823
ENSMGAP00000014755	ENSORLP00000012075
ENSMGAP00000003137	ENSORLP00000025502
ENSMGAP00000003137	ENSORLP00000004821
ENSMGAP00000016102	ENSORLP00000007023
ENSMGAP00000017563	ENSORLP00000020341
ENSMGAP00000001845	ENSORLP00000020365
ENSMGAP00000009940	ENSORLP00000001328
ENSMGAP00000009940	ENSORLP00000008675
ENSMGAP00000016758	ENSORLP00000021107
ENSMGAP00000014451	ENSORLP00000014318
ENSMGAP00000006208	ENSORLP00000006814
ENSMGAP00000012619	ENSORLP00000011160
ENSMGAP00000019084	ENSORLP00000010444
ENSMGAP00000013647	ENSORLP00000014932
ENSMGAP00000013795	ENSORLP00000020703
ENSMGAP00000009939	ENSORLP00000007243
ENSMGAP00000001725	ENSORLP00000001073
ENSMGAP00000010392	ENSORLP00000015682
ENSMGAP00000006054	ENSORLP00000017469
ENSMGAP00000006615	ENSORLP00000009072
ENSMGAP00000004084	ENSORLP00000017075
ENSMGAP00000011172	ENSORLP00000010486
ENSMGAP00000004643	ENSORLP00000005835
ENSMGAP00000004700	ENSORLP00000005782
ENSMGAP00000004700	ENSORLP00000014553
ENSMGAP00000008301	ENSORLP00000011428
ENSMGAP00000008001	ENSORLP00000012690
ENSMGAP00000008001	ENSORLP00000012013
ENSMGAP00000002171	ENSORLP00000023159
ENSMGAP00000007300	ENSORLP00000009891
ENSMGAP00000012121	ENSORLP00000024671
ENSMGAP00000017666	ENSORLP00000009836
ENSMGAP00000017666	ENSORLP00000016077
ENSMGAP00000018372	ENSORLP00000006410
ENSMGAP00000010734	ENSORLP00000010167
ENSMGAP00000010734	ENSORLP00000015659
ENSMGAP00000013917	ENSORLP00000021472
ENSMGAP00000009738	ENSORLP00000013598
ENSMGAP00000009738	ENSORLP00000008613
ENSMGAP00000002709	ENSORLP00000004060
ENSMGAP00000003603	ENSORLP00000002678
ENSMGAP00000012443	ENSORLP00000025820
ENSMGAP00000006777	ENSORLP00000011276
ENSMGAP00000012428	ENSORLP00000025817
ENSMGAP00000006820	ENSORLP00000011328
ENSMGAP00000007292	ENSORLP00000001490
ENSMGAP00000001493	ENSORLP00000013926
ENSMGAP00000009368	ENSORLP00000007907
ENSMGAP00000004698	ENSORLP00000007963
ENSMGAP00000016415	ENSORLP00000020607
ENSMGAP00000007036	ENSORLP00000004138
ENSMGAP00000016269	ENSORLP00000002976
ENSMGAP00000016269	ENSORLP00000011313
ENSMGAP00000012086	ENSORLP00000012591
ENSMGAP00000015929	ENSORLP00000017483
ENSMGAP00000005857	ENSORLP00000021399
ENSMGAP00000005857	ENSORLP00000024708
ENSMGAP00000014193	ENSORLP00000017530
ENSMGAP00000014193	ENSORLP00000000900
ENSMGAP00000006058	ENSORLP00000011044
ENSMGAP00000002596	ENSORLP00000009070
ENSMGAP00000013219	ENSORLP00000007229
ENSMGAP00000001799	ENSORLP00000000409
ENSMGAP00000004937	ENSORLP00000005820
ENSMGAP00000016484	ENSORLP00000005788
ENSMGAP00000014357	ENSORLP00000008102
ENSMGAP00000016755	ENSORLP00000010733
ENSMGAP00000015817	ENSORLP00000005802
ENSMGAP00000016343	ENSORLP00000010709
ENSMGAP00000010859	ENSORLP00000015145
ENSMGAP00000010859	ENSORLP00000017633
ENSMGAP00000013840	ENSORLP00000020200
ENSMGAP00000011964	ENSORLP00000010254
ENSMGAP00000007491	ENSORLP00000022101
ENSMGAP00000007491	ENSORLP00000004520
ENSMGAP00000006811	ENSORLP00000007069
ENSMGAP00000006811	ENSORLP00000024437
ENSMGAP00000003922	ENSORLP00000002383
ENSMGAP00000003922	ENSORLP00000012531
ENSMGAP00000005056	ENSORLP00000020852
ENSMGAP00000005056	ENSORLP00000017379
ENSMGAP00000008532	ENSORLP00000020665
ENSMGAP00000006638	ENSORLP00000003633
ENSMGAP00000013757	ENSORLP00000020761
ENSMGAP00000011688	ENSORLP00000010764
ENSMGAP00000004620	ENSORLP00000002823
ENSMGAP00000012746	ENSORLP00000017334
ENSMGAP00000012741	ENSORLP00000022278
ENSMGAP00000019108	ENSORLP00000006202
ENSMGAP00000012472	ENSORLP00000012295
ENSMGAP00000012472	ENSORLP00000012919
ENSMGAP00000006416	ENSORLP00000010475
ENSMGAP00000003887	ENSORLP00000005844
ENSMGAP00000005172	ENSORLP00000004324
ENSMGAP00000012392	ENSORLP00000014782
ENSMGAP00000014338	ENSORLP00000002757
ENSMGAP00000010093	ENSORLP00000023953
ENSMGAP00000007082	ENSORLP00000011671
ENSMGAP00000015150	ENSORLP00000008537
ENSMGAP00000002755	ENSORLP00000008296
ENSMGAP00000002755	ENSORLP00000020834
ENSMGAP00000001498	ENSORLP00000017660
ENSMGAP00000016726	ENSORLP00000016699
ENSMGAP00000011487	ENSORLP00000005993
ENSMGAP00000006347	ENSORLP00000010793
ENSMGAP00000006347	ENSORLP00000010095
ENSMGAP00000014986	ENSORLP00000015114
ENSMGAP00000005527	ENSORLP00000003208
ENSMGAP00000017654	ENSORLP00000018476
ENSMGAP00000017654	ENSORLP00000009625
ENSMGAP00000015294	ENSORLP00000022435
ENSMGAP00000015297	ENSORLP00000022438
ENSMGAP00000008485	ENSORLP00000009730
ENSMGAP00000005067	ENSORLP00000018913
ENSMGAP00000005067	ENSORLP00000012327
ENSMGAP00000019293	ENSORLP00000010047
ENSMGAP00000017203	ENSORLP00000008192
ENSMGAP00000017203	ENSORLP00000011896
ENSMGAP00000016858	ENSORLP00000002731
ENSMGAP00000016858	ENSORLP00000022643
ENSMGAP00000001957	ENSORLP00000019632
ENSMGAP00000006553	ENSORLP00000012783
ENSMGAP00000016296	ENSORLP00000016535
ENSMGAP00000003221	ENSORLP00000005034
ENSMGAP00000003221	ENSORLP00000016139
ENSMGAP00000015360	ENSORLP00000004178
ENSMGAP00000015360	ENSORLP00000005573
ENSMGAP00000003224	ENSORLP00000018120
ENSMGAP00000001715	ENSORLP00000009517
ENSMGAP00000001677	ENSORLP00000021094
ENSMGAP00000001677	ENSORLP00000004884
ENSMGAP00000005446	ENSORLP00000006144
ENSMGAP00000005894	ENSORLP00000009669
ENSMGAP00000015774	ENSORLP00000013286
ENSMGAP00000015774	ENSORLP00000018639
ENSMGAP00000019088	ENSORLP00000008175
ENSMGAP00000019088	ENSORLP00000010869
ENSMGAP00000018904	ENSORLP00000003758
ENSMGAP00000018904	ENSORLP00000010446
ENSMGAP00000016737	ENSORLP00000012926
ENSMGAP00000016732	ENSORLP00000012912
ENSMGAP00000018321	ENSORLP00000014030
ENSMGAP00000015055	ENSORLP00000010637
ENSMGAP00000014495	ENSORLP00000013026
ENSMGAP00000001188	ENSORLP00000013007
ENSMGAP00000012642	ENSORLP00000020962
ENSMGAP00000016640	ENSORLP00000015749
ENSMGAP00000012983	ENSORLP00000014116
ENSMGAP00000015811	ENSORLP00000001523
ENSMGAP00000016730	ENSORLP00000002219
ENSMGAP00000017623	ENSORLP00000012964
ENSMGAP00000017025	ENSORLP00000007398
ENSMGAP00000007766	ENSORLP00000018562
ENSMGAP00000010434	ENSORLP00000009174
ENSMGAP00000010870	ENSORLP00000011554
ENSMGAP00000017366	ENSORLP00000006130
ENSMGAP00000017366	ENSORLP00000018026
ENSMGAP00000000304	ENSORLP00000021787
ENSMGAP00000000533	ENSORLP00000000276
ENSMGAP00000018730	ENSORLP00000003479
ENSMGAP00000012626	ENSORLP00000003427
ENSMGAP00000009784	ENSORLP00000001032
ENSMGAP00000014435	ENSORLP00000022386
ENSMGAP00000014435	ENSORLP00000018473
ENSMGAP00000015270	ENSORLP00000008048
ENSMGAP00000015270	ENSORLP00000002919
ENSMGAP00000017259	ENSORLP00000023690
ENSMGAP00000017259	ENSORLP00000007227
ENSMGAP00000012671	ENSORLP00000022650
ENSMGAP00000005002	ENSORLP00000012945
ENSMGAP00000001189	ENSORLP00000018599
ENSMGAP00000001189	ENSORLP00000025233
ENSMGAP00000009824	ENSORLP00000001065
ENSMGAP00000009824	ENSORLP00000012104
ENSMGAP00000015573	ENSORLP00000022309
ENSMGAP00000007060	ENSORLP00000025210
ENSMGAP00000005916	ENSORLP00000014361
ENSMGAP00000013380	ENSORLP00000010422
ENSMGAP00000003611	ENSORLP00000007185
ENSMGAP00000014746	ENSORLP00000014838
ENSMGAP00000014746	ENSORLP00000007658
ENSMGAP00000007170	ENSORLP00000009373
ENSMGAP00000007170	ENSORLP00000023799
ENSMGAP00000010552	ENSORLP00000014509
ENSMGAP00000005586	ENSORLP00000006420
ENSMGAP00000006315	ENSORLP00000008836
ENSMGAP00000017067	ENSORLP00000020837
ENSMGAP00000005735	ENSORLP00000010975
ENSMGAP00000019627	ENSORLP00000000778
ENSMGAP00000016914	ENSORLP00000025392
ENSMGAP00000016914	ENSORLP00000014200
ENSMGAP00000016783	ENSORLP00000025240
ENSMGAP00000016783	ENSORLP00000022325
ENSMGAP00000017423	ENSORLP00000003262
ENSMGAP00000017062	ENSORLP00000012852
ENSMGAP00000017062	ENSORLP00000022425
ENSMGAP00000016275	ENSORLP00000000783
ENSMGAP00000014151	ENSORLP00000022525
ENSMGAP00000006826	ENSORLP00000006214
ENSMGAP00000006826	ENSORLP00000008857
ENSMGAP00000009959	ENSORLP00000008663
ENSMGAP00000010784	ENSORLP00000023959
ENSMGAP00000011661	ENSORLP00000001044
ENSMGAP00000012720	ENSORLP00000022657
ENSMGAP00000005042	ENSORLP00000013039
ENSMGAP00000012695	ENSORLP00000011899
ENSMGAP00000002358	ENSORLP00000023654
ENSMGAP00000002373	ENSORLP00000023667
ENSMGAP00000012687	ENSORLP00000011834
ENSMGAP00000011323	ENSORLP00000025367
ENSMGAP00000009617	ENSORLP00000023196
ENSMGAP00000010982	ENSORLP00000021438
ENSMGAP00000011804	ENSORLP00000013246
ENSMGAP00000011804	ENSORLP00000013029
ENSMGAP00000014574	ENSORLP00000004861
ENSMGAP00000011515	ENSORLP00000025514
ENSMGAP00000013500	ENSORLP00000011452
ENSMGAP00000013500	ENSORLP00000020759
ENSMGAP00000013378	ENSORLP00000018192
ENSMGAP00000014282	ENSORLP00000022554
ENSMGAP00000014282	ENSORLP00000022182
ENSMGAP00000013564	ENSORLP00000020881
ENSMGAP00000013564	ENSORLP00000000058
ENSMGAP00000007931	ENSORLP00000010966
ENSMGAP00000016105	ENSORLP00000003304
ENSMGAP00000011364	ENSORLP00000011941
ENSMGAP00000011364	ENSORLP00000010323
ENSMGAP00000003822	ENSORLP00000009438
ENSMGAP00000004993	ENSORLP00000014478
ENSMGAP00000017558	ENSORLP00000007059
ENSMGAP00000004405	ENSORLP00000008481
ENSMGAP00000004999	ENSORLP00000018947
ENSMGAP00000004999	ENSORLP00000013617
ENSMGAP00000001719	ENSORLP00000021511
ENSMGAP00000011717	ENSORLP00000019323
ENSMGAP00000012360	ENSORLP00000012786
ENSMGAP00000008827	ENSORLP00000015124
ENSMGAP00000009540	ENSORLP00000018466
ENSMGAP00000009540	ENSORLP00000010716
ENSMGAP00000014990	ENSORLP00000020338
ENSMGAP00000006432	ENSORLP00000006595
ENSMGAP00000006432	ENSORLP00000005833
ENSMGAP00000009492	ENSORLP00000013363
ENSMGAP00000017808	ENSORLP00000013981
ENSMGAP00000004371	ENSORLP00000017711
ENSMGAP00000010672	ENSORLP00000010458
ENSMGAP00000010482	ENSORLP00000002247
ENSMGAP00000010482	ENSORLP00000023573
ENSMGAP00000003568	ENSORLP00000002399
ENSMGAP00000003574	ENSORLP00000005795
ENSMGAP00000002792	ENSORLP00000015712
ENSMGAP00000002792	ENSORLP00000009211
ENSMGAP00000006356	ENSORLP00000003838
ENSMGAP00000006356	ENSORLP00000011408
ENSMGAP00000013097	ENSORLP00000022625
ENSMGAP00000008242	ENSORLP00000002968
ENSMGAP00000008035	ENSORLP00000007840
ENSMGAP00000018333	ENSORLP00000019441
ENSMGAP00000008978	ENSORLP00000007127
ENSMGAP00000014170	ENSORLP00000022550
ENSMGAP00000009077	ENSORLP00000004321
ENSMGAP00000018187	ENSORLP00000002993
ENSMGAP00000014381	ENSORLP00000010386
ENSMGAP00000014381	ENSORLP00000005628
ENSMGAP00000016248	ENSORLP00000016826
ENSMGAP00000002716	ENSORLP00000001215
ENSMGAP00000009000	ENSORLP00000024363
ENSMGAP00000009000	ENSORLP00000014568
ENSMGAP00000017127	ENSORLP00000008706
ENSMGAP00000017127	ENSORLP00000023854
ENSMGAP00000000349	ENSORLP00000009314
ENSMGAP00000000349	ENSORLP00000013457
ENSMGAP00000005209	ENSORLP00000015880
ENSMGAP00000005209	ENSORLP00000010812
ENSMGAP00000013029	ENSORLP00000013388
ENSMGAP00000005954	ENSORLP00000004220
ENSMGAP00000005954	ENSORLP00000003230
ENSMGAP00000014213	ENSORLP00000017938
ENSMGAP00000002134	ENSORLP00000010602
ENSMGAP00000015911	ENSORLP00000017544
ENSMGAP00000008272	ENSORLP00000009451
ENSMGAP00000004037	ENSORLP00000009423
ENSMGAP00000015151	ENSORLP00000011570
ENSMGAP00000003491	ENSORLP00000024111
ENSMGAP00000017323	ENSORLP00000006604
ENSMGAP00000016289	ENSORLP00000022333
ENSMGAP00000016289	ENSORLP00000021109
ENSMGAP00000016910	ENSORLP00000020136
ENSMGAP00000016910	ENSORLP00000013517
ENSMGAP00000004704	ENSORLP00000005724
ENSMGAP00000007137	ENSORLP00000004677
ENSMGAP00000007823	ENSORLP00000006950
ENSMGAP00000015467	ENSORLP00000025575
ENSMGAP00000011314	ENSORLP00000024736
ENSMGAP00000012350	ENSORLP00000022773
ENSMGAP00000003632	ENSORLP00000005500
ENSMGAP00000008659	ENSORLP00000005327
ENSMGAP00000008659	ENSORLP00000006036
ENSMGAP00000009650	ENSORLP00000008147
ENSMGAP00000001825	ENSORLP00000017312
ENSMGAP00000003249	ENSORLP00000002197
ENSMGAP00000003249	ENSORLP00000002147
ENSMGAP00000013657	ENSORLP00000011742
ENSMGAP00000011951	ENSORLP00000010277
ENSMGAP00000016520	ENSORLP00000016852
ENSMGAP00000012987	ENSORLP00000014230
ENSMGAP00000018077	ENSORLP00000006480
ENSMGAP00000007483	ENSORLP00000012384
ENSMGAP00000010210	ENSORLP00000021833
ENSMGAP00000010210	ENSORLP00000018072
ENSMGAP00000016210	ENSORLP00000005213
ENSMGAP00000012744	ENSORLP00000004965
ENSMGAP00000012346	ENSORLP00000011854
ENSMGAP00000013971	ENSORLP00000012350
ENSMGAP00000019812	ENSORLP00000006485
ENSMGAP00000019812	ENSORLP00000016089
ENSMGAP00000014401	ENSORLP00000022458
ENSMGAP00000007449	ENSORLP00000015527
ENSMGAP00000007449	ENSORLP00000023580
ENSMGAP00000012421	ENSORLP00000007510
ENSMGAP00000012421	ENSORLP00000022158
ENSMGAP00000001565	ENSORLP00000003680
ENSMGAP00000003127	ENSORLP00000019295
ENSMGAP00000003127	ENSORLP00000019563
ENSMGAP00000012432	ENSORLP00000000707
ENSMGAP00000012455	ENSORLP00000024620
ENSMGAP00000006912	ENSORLP00000006025
ENSMGAP00000006912	ENSORLP00000016066
ENSMGAP00000001513	ENSORLP00000022507
ENSMGAP00000001792	ENSORLP00000017514
ENSMGAP00000000565	ENSORLP00000017508
ENSMGAP00000005719	ENSORLP00000002414
ENSMGAP00000016009	ENSORLP00000010960
ENSMGAP00000012374	ENSORLP00000000727
ENSMGAP00000007169	ENSORLP00000008282
ENSMGAP00000003896	ENSORLP00000009536
ENSMGAP00000006833	ENSORLP00000016108
ENSMGAP00000002426	ENSORLP00000017929
ENSMGAP00000002426	ENSORLP00000004377
ENSMGAP00000003787	ENSORLP00000017485
ENSMGAP00000002234	ENSORLP00000016030
ENSMGAP00000012516	ENSORLP00000014507
ENSMGAP00000004146	ENSORLP00000020316
ENSMGAP00000004146	ENSORLP00000012876
ENSMGAP00000015933	ENSORLP00000012792
ENSMGAP00000018393	ENSORLP00000011110
ENSMGAP00000006737	ENSORLP00000012951
ENSMGAP00000015616	ENSORLP00000025570
ENSMGAP00000012558	ENSORLP00000012383
ENSMGAP00000014832	ENSORLP00000012572
ENSMGAP00000013391	ENSORLP00000015436
ENSMGAP00000014492	ENSORLP00000013036
ENSMGAP00000015366	ENSORLP00000005474
ENSMGAP00000003332	ENSORLP00000018197
ENSMGAP00000001550	ENSORLP00000023187
ENSMGAP00000008005	ENSORLP00000020764
ENSMGAP00000008005	ENSORLP00000004901
ENSMGAP00000012714	ENSORLP00000022804
ENSMGAP00000012714	ENSORLP00000001837
ENSMGAP00000009434	ENSORLP00000006690
ENSMGAP00000013591	ENSORLP00000003647
ENSMGAP00000002582	ENSORLP00000000284
ENSMGAP00000009308	ENSORLP00000004715
ENSMGAP00000003705	ENSORLP00000002014
ENSMGAP00000003705	ENSORLP00000002529
ENSMGAP00000015746	ENSORLP00000015054
ENSMGAP00000015746	ENSORLP00000007088
ENSMGAP00000009789	ENSORLP00000000060
ENSMGAP00000018347	ENSORLP00000007355
ENSMGAP00000018347	ENSORLP00000007817
ENSMGAP00000009964	ENSORLP00000016875
ENSMGAP00000002334	ENSORLP00000007382
ENSMGAP00000011779	ENSORLP00000004532
ENSMGAP00000003071	ENSORLP00000011107
ENSMGAP00000003071	ENSORLP00000010946
ENSMGAP00000014698	ENSORLP00000010765
ENSMGAP00000016017	ENSORLP00000011028
ENSMGAP00000012464	ENSORLP00000000605
ENSMGAP00000005862	ENSORLP00000002456
ENSMGAP00000008252	ENSORLP00000025377
ENSMGAP00000012234	ENSORLP00000004453
ENSMGAP00000007717	ENSORLP00000006693
ENSMGAP00000013110	ENSORLP00000022628
ENSMGAP00000014326	ENSORLP00000016081
ENSMGAP00000008214	ENSORLP00000011820
ENSMGAP00000018472	ENSORLP00000005653
ENSMGAP00000005391	ENSORLP00000024120
ENSMGAP00000017815	ENSORLP00000013228
ENSMGAP00000010885	ENSORLP00000021406
ENSMGAP00000007067	ENSORLP00000019734
ENSMGAP00000005143	ENSORLP00000014867
ENSMGAP00000005143	ENSORLP00000017002
ENSMGAP00000010843	ENSORLP00000021380
ENSMGAP00000010843	ENSORLP00000000094
ENSMGAP00000011581	ENSORLP00000004207
ENSMGAP00000009482	ENSORLP00000004873
ENSMGAP00000014904	ENSORLP00000022066
ENSMGAP00000008296	ENSORLP00000011329
ENSMGAP00000001834	ENSORLP00000007786
ENSMGAP00000003824	ENSORLP00000016854
ENSMGAP00000000308	ENSORLP00000021758
ENSMGAP00000000308	ENSORLP00000022547
ENSMGAP00000000358	ENSORLP00000016938
ENSMGAP00000002970	ENSORLP00000025445
ENSMGAP00000000386	ENSORLP00000016983
ENSMGAP00000001885	ENSORLP00000014922
ENSMGAP00000010372	ENSORLP00000020799
ENSMGAP00000007822	ENSORLP00000011032
ENSMGAP00000011319	ENSORLP00000009178
ENSMGAP00000001052	ENSORLP00000018385
ENSMGAP00000001052	ENSORLP00000019332
ENSMGAP00000002562	ENSORLP00000006805
ENSMGAP00000011397	ENSORLP00000006307
ENSMGAP00000009105	ENSORLP00000014208
ENSMGAP00000013560	ENSORLP00000020876
ENSMGAP00000000389	ENSORLP00000017050
ENSMGAP00000015410	ENSORLP00000017670
ENSMGAP00000006675	ENSORLP00000017360
ENSMGAP00000013119	ENSORLP00000018318
ENSMGAP00000013119	ENSORLP00000005092
ENSMGAP00000016483	ENSORLP00000010256
ENSMGAP00000016483	ENSORLP00000014409
ENSMGAP00000012973	ENSORLP00000012525
ENSMGAP00000015535	ENSORLP00000003184
ENSMGAP00000004637	ENSORLP00000010672
ENSMGAP00000018137	ENSORLP00000010872
ENSMGAP00000016621	ENSORLP00000018907
ENSMGAP00000016621	ENSORLP00000016999
ENSMGAP00000017113	ENSORLP00000003386
ENSMGAP00000017108	ENSORLP00000017837
ENSMGAP00000006679	ENSORLP00000017364
ENSMGAP00000014430	ENSORLP00000021390
ENSMGAP00000011150	ENSORLP00000020747
ENSMGAP00000001706	ENSORLP00000011321
ENSMGAP00000003499	ENSORLP00000019719
ENSMGAP00000001620	ENSORLP00000016665
ENSMGAP00000001620	ENSORLP00000001594
ENSMGAP00000005328	ENSORLP00000004523
ENSMGAP00000008247	ENSORLP00000007258
ENSMGAP00000014572	ENSORLP00000016179
ENSMGAP00000006663	ENSORLP00000005754
ENSMGAP00000001823	ENSORLP00000003483
ENSMGAP00000001823	ENSORLP00000006821
ENSMGAP00000008192	ENSORLP00000000022
ENSMGAP00000008192	ENSORLP00000010540
ENSMGAP00000012603	ENSORLP00000022660
ENSMGAP00000012603	ENSORLP00000014772
ENSMGAP00000004296	ENSORLP00000005421
ENSMGAP00000004296	ENSORLP00000023362
ENSMGAP00000015476	ENSORLP00000017137
ENSMGAP00000009517	ENSORLP00000012923
ENSMGAP00000002009	ENSORLP00000002385
ENSMGAP00000002585	ENSORLP00000007061
ENSMGAP00000009697	ENSORLP00000024515
ENSMGAP00000013931	ENSORLP00000022647
ENSMGAP00000001542	ENSORLP00000017641
ENSMGAP00000010793	ENSORLP00000015492
ENSMGAP00000015585	ENSORLP00000005892
ENSMGAP00000012870	ENSORLP00000021158
ENSMGAP00000018441	ENSORLP00000011683
ENSMGAP00000015936	ENSORLP00000012629
ENSMGAP00000012205	ENSORLP00000007492
ENSMGAP00000004153	ENSORLP00000015722
ENSMGAP00000011569	ENSORLP00000016847
ENSMGAP00000000213	ENSORLP00000017474
ENSMGAP00000012600	ENSORLP00000013608
ENSMGAP00000007920	ENSORLP00000009283
ENSMGAP00000013944	ENSORLP00000020682
ENSMGAP00000013944	ENSORLP00000016466
ENSMGAP00000016160	ENSORLP00000003565
ENSMGAP00000006813	ENSORLP00000006234
ENSMGAP00000006813	ENSORLP00000008873
ENSMGAP00000002757	ENSORLP00000004012
ENSMGAP00000002757	ENSORLP00000019104
ENSMGAP00000015355	ENSORLP00000004146
ENSMGAP00000002043	ENSORLP00000001238
ENSMGAP00000008268	ENSORLP00000002094
ENSMGAP00000005477	ENSORLP00000007855
ENSMGAP00000010770	ENSORLP00000021261
ENSMGAP00000016185	ENSORLP00000000756
ENSMGAP00000016501	ENSORLP00000019395
ENSMGAP00000008976	ENSORLP00000012875
ENSMGAP00000001455	ENSORLP00000015920
ENSMGAP00000015122	ENSORLP00000010801
ENSMGAP00000017430	ENSORLP00000021262
ENSMGAP00000000766	ENSORLP00000002318
ENSMGAP00000005389	ENSORLP00000010348
ENSMGAP00000003100	ENSORLP00000009514
ENSMGAP00000003100	ENSORLP00000002727
ENSMGAP00000013565	ENSORLP00000024773
ENSMGAP00000011607	ENSORLP00000016427
ENSMGAP00000011607	ENSORLP00000009148
ENSMGAP00000012165	ENSORLP00000005761
ENSMGAP00000012165	ENSORLP00000002756
ENSMGAP00000015004	ENSORLP00000015182
ENSMGAP00000007716	ENSORLP00000019533
ENSMGAP00000011142	ENSORLP00000024189
ENSMGAP00000011502	ENSORLP00000021081
ENSMGAP00000011502	ENSORLP00000003504
ENSMGAP00000010795	ENSORLP00000020100
ENSMGAP00000010795	ENSORLP00000001529
ENSMGAP00000010383	ENSORLP00000024829
ENSMGAP00000010383	ENSORLP00000003833
ENSMGAP00000007091	ENSORLP00000006917
ENSMGAP00000007091	ENSORLP00000003182
ENSMGAP00000001013	ENSORLP00000015229
ENSMGAP00000001013	ENSORLP00000008672
ENSMGAP00000013982	ENSORLP00000022526
ENSMGAP00000013982	ENSORLP00000000889
ENSMGAP00000006110	ENSORLP00000009079
ENSMGAP00000006110	ENSORLP00000016623
ENSMGAP00000010455	ENSORLP00000013642
ENSMGAP00000010455	ENSORLP00000012377
ENSMGAP00000003058	ENSORLP00000000937
ENSMGAP00000003058	ENSORLP00000004139
ENSMGAP00000016822	ENSORLP00000003140
ENSMGAP00000016822	ENSORLP00000021171
ENSMGAP00000000727	ENSORLP00000004947
ENSMGAP00000002669	ENSORLP00000005292
ENSMGAP00000004150	ENSORLP00000002495
ENSMGAP00000007780	ENSORLP00000000979
ENSMGAP00000019787	ENSORLP00000024726
ENSMGAP00000013272	ENSORLP00000019173
ENSMGAP00000000704	ENSORLP00000002123
ENSMGAP00000009315	ENSORLP00000021394
ENSMGAP00000003381	ENSORLP00000020908
ENSMGAP00000008853	ENSORLP00000016672
ENSMGAP00000002081	ENSORLP00000008271
ENSMGAP00000008397	ENSORLP00000020614
ENSMGAP00000005747	ENSORLP00000010999
ENSMGAP00000010479	ENSORLP00000002550
ENSMGAP00000002739	ENSORLP00000008409
ENSMGAP00000002563	ENSORLP00000021711
ENSMGAP00000018235	ENSORLP00000012486
ENSMGAP00000012762	ENSORLP00000004997
ENSMGAP00000007311	ENSORLP00000007445
ENSMGAP00000001285	ENSORLP00000007743
ENSMGAP00000014693	ENSORLP00000004652
ENSMGAP00000014693	ENSORLP00000025727
ENSMGAP00000016599	ENSORLP00000010656
ENSMGAP00000016599	ENSORLP00000008061
ENSMGAP00000016594	ENSORLP00000010645
ENSMGAP00000016594	ENSORLP00000008055
ENSMGAP00000000587	ENSORLP00000021515
ENSMGAP00000004498	ENSORLP00000017318
ENSMGAP00000011615	ENSORLP00000016920
ENSMGAP00000004248	ENSORLP00000024684
ENSMGAP00000011807	ENSORLP00000019171
ENSMGAP00000016314	ENSORLP00000013784
ENSMGAP00000016314	ENSORLP00000019881
ENSMGAP00000009680	ENSORLP00000023944
ENSMGAP00000009680	ENSORLP00000019665
ENSMGAP00000011788	ENSORLP00000019181
ENSMGAP00000011811	ENSORLP00000019190
ENSMGAP00000019468	ENSORLP00000017877
ENSMGAP00000000203	ENSORLP00000009794
ENSMGAP00000003994	ENSORLP00000021157
ENSMGAP00000008738	ENSORLP00000018415
ENSMGAP00000012831	ENSORLP00000003118
ENSMGAP00000000230	ENSORLP00000004378
ENSMGAP00000001962	ENSORLP00000011418
ENSMGAP00000018510	ENSORLP00000016478
ENSMGAP00000012998	ENSORLP00000006878
ENSMGAP00000004301	ENSORLP00000003841
ENSMGAP00000008122	ENSORLP00000000268
ENSMGAP00000018618	ENSORLP00000009995
ENSMGAP00000003210	ENSORLP00000006955
ENSMGAP00000002594	ENSORLP00000009587
ENSMGAP00000000813	ENSORLP00000018814
ENSMGAP00000014610	ENSORLP00000021428
ENSMGAP00000011858	ENSORLP00000020048
ENSMGAP00000016023	ENSORLP00000011342
ENSMGAP00000004935	ENSORLP00000012042
ENSMGAP00000003813	ENSORLP00000001979
ENSMGAP00000002297	ENSORLP00000000440
ENSMGAP00000009845	ENSORLP00000003856
ENSMGAP00000011902	ENSORLP00000007707
ENSMGAP00000012477	ENSORLP00000024047
ENSMGAP00000012251	ENSORLP00000014336
ENSMGAP00000009913	ENSORLP00000009413
ENSMGAP00000005128	ENSORLP00000003314
ENSMGAP00000007043	ENSORLP00000009344
ENSMGAP00000002774	ENSORLP00000020387
ENSMGAP00000002774	ENSORLP00000020063
ENSMGAP00000001511	ENSORLP00000025376
ENSMGAP00000014802	ENSORLP00000018982
ENSMGAP00000000942	ENSORLP00000018037
ENSMGAP00000019752	ENSORLP00000004044
ENSMGAP00000007445	ENSORLP00000011875
ENSMGAP00000014742	ENSORLP00000014582
ENSMGAP00000006109	ENSORLP00000009507
ENSMGAP00000005681	ENSORLP00000010181
ENSMGAP00000003481	ENSORLP00000016283
ENSMGAP00000003481	ENSORLP00000001187
ENSMGAP00000002985	ENSORLP00000011317
ENSMGAP00000004028	ENSORLP00000001568
ENSMGAP00000004942	ENSORLP00000013803
ENSMGAP00000018666	ENSORLP00000017907
ENSMGAP00000018666	ENSORLP00000003993
