ENSDARP00000074624	ENSP00000262384
ENSDARP00000069525	ENSP00000217133
ENSDARP00000108727	ENSP00000318697
ENSDARP00000099049	ENSP00000217159
ENSDARP00000039385	ENSP00000370964
ENSDARP00000120042	ENSP00000289575
ENSDARP00000115216	ENSP00000311291
ENSDARP00000044156	ENSP00000396320
ENSDARP00000097312	ENSP00000396320
ENSDARP00000024690	ENSP00000346534
ENSDARP00000126281	ENSP00000346534
ENSDARP00000062405	ENSP00000355192
ENSDARP00000096673	ENSP00000355192
ENSDARP00000127548	ENSP00000334198
ENSDARP00000094387	ENSP00000334198
ENSDARP00000120313	ENSP00000385019
ENSDARP00000106730	ENSP00000352011
ENSDARP00000041563	ENSP00000365441
ENSDARP00000022597	ENSP00000365441
ENSDARP00000084389	ENSP00000288139
ENSDARP00000116425	ENSP00000266376
ENSDARP00000095341	ENSP00000258400
ENSDARP00000003786	ENSP00000354859
ENSDARP00000123971	ENSP00000354859
ENSDARP00000109548	ENSP00000373169
ENSDARP00000006774	ENSP00000176183
ENSDARP00000051973	ENSP00000176183
ENSDARP00000096103	ENSP00000255380
ENSDARP00000129862	ENSP00000255380
ENSDARP00000129085	ENSP00000372750
ENSDARP00000006023	ENSP00000372750
ENSDARP00000072421	ENSP00000399745
ENSDARP00000043683	ENSP00000399745
ENSDARP00000091412	ENSP00000409378
ENSDARP00000068772	ENSP00000380247
ENSDARP00000085856	ENSP00000407193
ENSDARP00000069736	ENSP00000217961
ENSDARP00000122633	ENSP00000264914
ENSDARP00000129322	ENSP00000264638
ENSDARP00000036302	ENSP00000242786
ENSDARP00000115933	ENSP00000422533
ENSDARP00000014501	ENSP00000359778
ENSDARP00000101005	ENSP00000332900
ENSDARP00000119614	ENSP00000335156
ENSDARP00000106655	ENSP00000377699
ENSDARP00000121957	ENSP00000377699
ENSDARP00000109070	ENSP00000356581
ENSDARP00000107322	ENSP00000369198
ENSDARP00000109092	ENSP00000369198
ENSDARP00000014779	ENSP00000296795
ENSDARP00000110559	ENSP00000260010
ENSDARP00000100221	ENSP00000218032
ENSDARP00000105671	ENSP00000370034
ENSDARP00000027138	ENSP00000438284
ENSDARP00000097279	ENSP00000360502
ENSDARP00000000392	ENSP00000255266
ENSDARP00000123023	ENSP00000420295
ENSDARP00000082742	ENSP00000253055
ENSDARP00000093598	ENSP00000364361
ENSDARP00000125869	ENSP00000364361
ENSDARP00000073983	ENSP00000379975
ENSDARP00000106543	ENSP00000309597
ENSDARP00000057184	ENSP00000451263
ENSDARP00000097982	ENSP00000355583
ENSDARP00000048390	ENSP00000288602
ENSDARP00000062431	ENSP00000448689
ENSDARP00000092499	ENSP00000310722
ENSDARP00000009152	ENSP00000358335
ENSDARP00000116976	ENSP00000215743
ENSDARP00000071747	ENSP00000215743
ENSDARP00000121807	ENSP00000286614
ENSDARP00000047398	ENSP00000246186
ENSDARP00000004149	ENSP00000219271
ENSDARP00000068174	ENSP00000219271
ENSDARP00000044263	ENSP00000308208
ENSDARP00000019511	ENSP00000308208
ENSDARP00000067446	ENSP00000260227
ENSDARP00000075824	ENSP00000337816
ENSDARP00000126081	ENSP00000337816
ENSDARP00000098785	ENSP00000353767
ENSDARP00000099069	ENSP00000288135
ENSDARP00000044029	ENSP00000288135
ENSDARP00000075800	ENSP00000241453
ENSDARP00000011898	ENSP00000339824
ENSDARP00000091059	ENSP00000292408
ENSDARP00000002466	ENSP00000282397
ENSDARP00000049203	ENSP00000263923
ENSDARP00000112456	ENSP00000261937
ENSDARP00000106639	ENSP00000255448
ENSDARP00000121156	ENSP00000255448
ENSDARP00000039570	ENSP00000381412
ENSDARP00000096291	ENSP00000319060
ENSDARP00000073113	ENSP00000319060
ENSDARP00000108125	ENSP00000419195
ENSDARP00000037116	ENSP00000419195
ENSDARP00000108452	ENSP00000282356
ENSDARP00000129758	ENSP00000276616
ENSDARP00000073709	ENSP00000291041
ENSDARP00000115462	ENSP00000394484
ENSDARP00000064089	ENSP00000405950
ENSDARP00000011264	ENSP00000009105
ENSDARP00000065379	ENSP00000009105
ENSDARP00000041991	ENSP00000411565
ENSDARP00000057420	ENSP00000370648
ENSDARP00000014422	ENSP00000370648
ENSDARP00000020652	ENSP00000457230
ENSDARP00000100957	ENSP00000334113
ENSDARP00000089195	ENSP00000155926
ENSDARP00000101435	ENSP00000312150
ENSDARP00000036401	ENSP00000217233
ENSDARP00000106262	ENSP00000270112
ENSDARP00000110808	ENSP00000362221
ENSDARP00000099409	ENSP00000298694
ENSDARP00000100386	ENSP00000353646
ENSDARP00000127685	ENSP00000279024
ENSDARP00000128635	ENSP00000279024
ENSDARP00000029561	ENSP00000261402
ENSDARP00000025528	ENSP00000261402
ENSDARP00000116197	ENSP00000356125
ENSDARP00000079966	ENSP00000346148
ENSDARP00000029313	ENSP00000430276
ENSDARP00000083822	ENSP00000430276
ENSDARP00000100489	ENSP00000328118
ENSDARP00000044452	ENSP00000315371
ENSDARP00000118028	ENSP00000315371
ENSDARP00000082268	ENSP00000409126
ENSDARP00000102413	ENSP00000332788
ENSDARP00000098054	ENSP00000332788
ENSDARP00000099800	ENSP00000159087
ENSDARP00000117153	ENSP00000159087
ENSDARP00000128198	ENSP00000274979
ENSDARP00000046210	ENSP00000325929
ENSDARP00000118247	ENSP00000263925
ENSDARP00000058341	ENSP00000302935
ENSDARP00000068999	ENSP00000323816
ENSDARP00000049829	ENSP00000242057
ENSDARP00000092285	ENSP00000469142
ENSDARP00000016823	ENSP00000348460
ENSDARP00000014024	ENSP00000290399
ENSDARP00000033085	ENSP00000358210
ENSDARP00000003984	ENSP00000358210
ENSDARP00000021260	ENSP00000263734
ENSDARP00000074832	ENSP00000263734
ENSDARP00000004329	ENSP00000437955
ENSDARP00000010923	ENSP00000366898
ENSDARP00000110017	ENSP00000351407
ENSDARP00000074756	ENSP00000291700
ENSDARP00000056560	ENSP00000320430
ENSDARP00000118440	ENSP00000339390
ENSDARP00000104658	ENSP00000289746
ENSDARP00000088707	ENSP00000353656
ENSDARP00000003949	ENSP00000269141
ENSDARP00000062819	ENSP00000360718
ENSDARP00000114513	ENSP00000282878
ENSDARP00000095064	ENSP00000222256
ENSDARP00000073298	ENSP00000222256
ENSDARP00000110018	ENSP00000331748
ENSDARP00000073437	ENSP00000310226
ENSDARP00000055809	ENSP00000310226
ENSDARP00000080761	ENSP00000300935
ENSDARP00000089021	ENSP00000376390
ENSDARP00000075256	ENSP00000368332
ENSDARP00000102311	ENSP00000368332
ENSDARP00000033713	ENSP00000370990
ENSDARP00000018280	ENSP00000374240
ENSDARP00000118357	ENSP00000401653
ENSDARP00000107941	ENSP00000358807
ENSDARP00000123391	ENSP00000315417
ENSDARP00000061587	ENSP00000239461
ENSDARP00000041364	ENSP00000239461
ENSDARP00000109869	ENSP00000328017
ENSDARP00000087775	ENSP00000295727
ENSDARP00000071331	ENSP00000433488
ENSDARP00000102806	ENSP00000414150
ENSDARP00000107613	ENSP00000306894
ENSDARP00000108566	ENSP00000306894
ENSDARP00000016969	ENSP00000321835
ENSDARP00000005313	ENSP00000405327
ENSDARP00000014904	ENSP00000262457
ENSDARP00000020838	ENSP00000382379
ENSDARP00000087454	ENSP00000267116
ENSDARP00000030948	ENSP00000267116
ENSDARP00000082533	ENSP00000280772
ENSDARP00000082539	ENSP00000280772
ENSDARP00000114785	ENSP00000349588
ENSDARP00000006703	ENSP00000349588
ENSDARP00000105228	ENSP00000445688
ENSDARP00000113095	ENSP00000357067
ENSDARP00000125863	ENSP00000433295
ENSDARP00000076416	ENSP00000477437
ENSDARP00000020190	ENSP00000243457
ENSDARP00000107515	ENSP00000243457
ENSDARP00000099559	ENSP00000375756
ENSDARP00000089083	ENSP00000306497
ENSDARP00000078026	ENSP00000463778
ENSDARP00000116442	ENSP00000463778
ENSDARP00000044377	ENSP00000435412
ENSDARP00000044704	ENSP00000427015
ENSDARP00000021899	ENSP00000376432
ENSDARP00000106306	ENSP00000357068
ENSDARP00000024344	ENSP00000357068
ENSDARP00000090879	ENSP00000331698
ENSDARP00000103816	ENSP00000376438
ENSDARP00000068078	ENSP00000345708
ENSDARP00000067030	ENSP00000240662
ENSDARP00000112016	ENSP00000361014
ENSDARP00000019044	ENSP00000250896
ENSDARP00000008879	ENSP00000250896
ENSDARP00000020470	ENSP00000356070
ENSDARP00000016454	ENSP00000356070
ENSDARP00000106495	ENSP00000396467
ENSDARP00000113922	ENSP00000449381
ENSDARP00000086006	ENSP00000332565
ENSDARP00000072380	ENSP00000337907
ENSDARP00000129002	ENSP00000381425
ENSDARP00000085294	ENSP00000381425
ENSDARP00000075492	ENSP00000387278
ENSDARP00000078936	ENSP00000261681
ENSDARP00000022809	ENSP00000261681
ENSDARP00000109525	ENSP00000269095
ENSDARP00000112307	ENSP00000269095
ENSDARP00000091622	ENSP00000367408
ENSDARP00000077989	ENSP00000367408
ENSDARP00000104711	ENSP00000358547
ENSDARP00000036537	ENSP00000345731
ENSDARP00000048431	ENSP00000382428
ENSDARP00000042429	ENSP00000382428
ENSDARP00000104315	ENSP00000362442
ENSDARP00000110155	ENSP00000392660
ENSDARP00000100615	ENSP00000357131
ENSDARP00000062617	ENSP00000356671
ENSDARP00000089071	ENSP00000295777
ENSDARP00000073803	ENSP00000223095
ENSDARP00000041676	ENSP00000415786
ENSDARP00000119846	ENSP00000428316
ENSDARP00000103088	ENSP00000276297
ENSDARP00000107691	ENSP00000363727
ENSDARP00000012097	ENSP00000355651
ENSDARP00000076952	ENSP00000319781
ENSDARP00000080189	ENSP00000440167
ENSDARP00000080104	ENSP00000285199
ENSDARP00000106880	ENSP00000285199
ENSDARP00000080080	ENSP00000334808
ENSDARP00000101998	ENSP00000333376
ENSDARP00000039867	ENSP00000265560
ENSDARP00000070106	ENSP00000218348
ENSDARP00000116060	ENSP00000401197
ENSDARP00000106333	ENSP00000353129
ENSDARP00000122151	ENSP00000384367
ENSDARP00000087528	ENSP00000316482
ENSDARP00000090220	ENSP00000385144
ENSDARP00000034172	ENSP00000347188
ENSDARP00000063273	ENSP00000347188
ENSDARP00000080475	ENSP00000327675
ENSDARP00000109505	ENSP00000309757
ENSDARP00000109101	ENSP00000309757
ENSDARP00000089620	ENSP00000261292
ENSDARP00000069990	ENSP00000348425
ENSDARP00000127095	ENSP00000393511
ENSDARP00000078851	ENSP00000277895
ENSDARP00000127435	ENSP00000277895
ENSDARP00000087671	ENSP00000466953
ENSDARP00000100146	ENSP00000262713
ENSDARP00000113371	ENSP00000324422
ENSDARP00000112948	ENSP00000416387
ENSDARP00000091571	ENSP00000200457
ENSDARP00000113831	ENSP00000318089
ENSDARP00000047415	ENSP00000405812
ENSDARP00000079241	ENSP00000393066
ENSDARP00000086356	ENSP00000393066
ENSDARP00000099401	ENSP00000295736
ENSDARP00000042001	ENSP00000366861
ENSDARP00000005272	ENSP00000366861
ENSDARP00000041502	ENSP00000393557
ENSDARP00000048398	ENSP00000393557
ENSDARP00000072959	ENSP00000262418
ENSDARP00000110238	ENSP00000262418
ENSDARP00000070226	ENSP00000362867
ENSDARP00000111832	ENSP00000419412
ENSDARP00000041318	ENSP00000419412
ENSDARP00000101460	ENSP00000231188
ENSDARP00000026900	ENSP00000231188
ENSDARP00000094989	ENSP00000331867
ENSDARP00000016755	ENSP00000344411
ENSDARP00000086480	ENSP00000261308
ENSDARP00000051662	ENSP00000390427
ENSDARP00000069300	ENSP00000300026
ENSDARP00000055578	ENSP00000303057
ENSDARP00000006532	ENSP00000340226
ENSDARP00000104973	ENSP00000347684
ENSDARP00000112221	ENSP00000347684
ENSDARP00000123264	ENSP00000362717
ENSDARP00000054806	ENSP00000356357
ENSDARP00000075139	ENSP00000261731
ENSDARP00000087936	ENSP00000360811
ENSDARP00000057643	ENSP00000263726
ENSDARP00000012903	ENSP00000230658
ENSDARP00000055935	ENSP00000290759
ENSDARP00000020636	ENSP00000290759
ENSDARP00000017657	ENSP00000377854
ENSDARP00000028001	ENSP00000294638
ENSDARP00000072711	ENSP00000434241
ENSDARP00000055280	ENSP00000434241
ENSDARP00000068409	ENSP00000265969
ENSDARP00000090707	ENSP00000265969
ENSDARP00000081727	ENSP00000358802
ENSDARP00000099912	ENSP00000449253
ENSDARP00000105369	ENSP00000319591
ENSDARP00000120299	ENSP00000218176
ENSDARP00000124631	ENSP00000371985
ENSDARP00000011986	ENSP00000371985
ENSDARP00000109228	ENSP00000433109
ENSDARP00000007629	ENSP00000433109
ENSDARP00000082910	ENSP00000252321
ENSDARP00000098262	ENSP00000358786
ENSDARP00000078348	ENSP00000358786
ENSDARP00000080162	ENSP00000284049
ENSDARP00000122217	ENSP00000382863
ENSDARP00000014936	ENSP00000457466
ENSDARP00000114372	ENSP00000392028
ENSDARP00000064797	ENSP00000364694
ENSDARP00000112310	ENSP00000052754
ENSDARP00000049835	ENSP00000327336
ENSDARP00000017536	ENSP00000327336
ENSDARP00000084860	ENSP00000398003
ENSDARP00000095158	ENSP00000398003
ENSDARP00000128755	ENSP00000332879
ENSDARP00000126632	ENSP00000332879
ENSDARP00000120607	ENSP00000367292
ENSDARP00000098497	ENSP00000246841
ENSDARP00000098930	ENSP00000246841
ENSDARP00000007698	ENSP00000347041
ENSDARP00000065984	ENSP00000347041
ENSDARP00000119600	ENSP00000266718
ENSDARP00000073976	ENSP00000266719
ENSDARP00000094622	ENSP00000343924
ENSDARP00000120226	ENSP00000364700
ENSDARP00000021410	ENSP00000308315
ENSDARP00000041724	ENSP00000378235
ENSDARP00000114062	ENSP00000355109
ENSDARP00000080522	ENSP00000468304
ENSDARP00000072956	ENSP00000216237
ENSDARP00000113204	ENSP00000284898
ENSDARP00000013376	ENSP00000402107
ENSDARP00000047307	ENSP00000431962
ENSDARP00000056665	ENSP00000209884
ENSDARP00000083875	ENSP00000423897
ENSDARP00000011409	ENSP00000273963
ENSDARP00000073620	ENSP00000312397
ENSDARP00000128705	ENSP00000424198
ENSDARP00000119330	ENSP00000343930
ENSDARP00000106554	ENSP00000232766
ENSDARP00000124228	ENSP00000171111
ENSDARP00000124793	ENSP00000420387
ENSDARP00000052937	ENSP00000332756
ENSDARP00000015036	ENSP00000296522
ENSDARP00000001459	ENSP00000363794
ENSDARP00000017597	ENSP00000168216
ENSDARP00000071579	ENSP00000263278
ENSDARP00000120922	ENSP00000220764
ENSDARP00000072849	ENSP00000265322
ENSDARP00000066557	ENSP00000219481
ENSDARP00000080366	ENSP00000324287
ENSDARP00000121563	ENSP00000324287
ENSDARP00000112503	ENSP00000158762
ENSDARP00000047528	ENSP00000346733
ENSDARP00000042623	ENSP00000239440
ENSDARP00000120481	ENSP00000350297
ENSDARP00000028698	ENSP00000350297
ENSDARP00000024796	ENSP00000281419
ENSDARP00000105792	ENSP00000338769
ENSDARP00000081247	ENSP00000449241
ENSDARP00000022888	ENSP00000262426
ENSDARP00000055200	ENSP00000328720
ENSDARP00000077301	ENSP00000323880
ENSDARP00000121332	ENSP00000312663
ENSDARP00000076380	ENSP00000312663
ENSDARP00000105696	ENSP00000265371
ENSDARP00000089039	ENSP00000265371
ENSDARP00000056102	ENSP00000353582
ENSDARP00000094545	ENSP00000353582
ENSDARP00000122427	ENSP00000321573
ENSDARP00000020932	ENSP00000296955
ENSDARP00000072528	ENSP00000356771
ENSDARP00000011213	ENSP00000353393
ENSDARP00000034534	ENSP00000369320
ENSDARP00000067323	ENSP00000268150
ENSDARP00000022108	ENSP00000268150
ENSDARP00000120470	ENSP00000296591
ENSDARP00000101022	ENSP00000360985
ENSDARP00000029832	ENSP00000354398
ENSDARP00000109272	ENSP00000354398
ENSDARP00000020044	ENSP00000248901
ENSDARP00000055407	ENSP00000248901
ENSDARP00000103861	ENSP00000437554
ENSDARP00000120846	ENSP00000437554
ENSDARP00000119031	ENSP00000379712
ENSDARP00000123123	ENSP00000304586
ENSDARP00000007949	ENSP00000274457
ENSDARP00000085236	ENSP00000307298
ENSDARP00000057961	ENSP00000357682
ENSDARP00000104209	ENSP00000387593
ENSDARP00000100290	ENSP00000387593
ENSDARP00000058160	ENSP00000345530
ENSDARP00000078496	ENSP00000383199
ENSDARP00000112571	ENSP00000352069
ENSDARP00000003721	ENSP00000354621
ENSDARP00000084719	ENSP00000260983
ENSDARP00000002767	ENSP00000340648
ENSDARP00000110059	ENSP00000348714
ENSDARP00000118751	ENSP00000351539
ENSDARP00000100704	ENSP00000409107
ENSDARP00000057363	ENSP00000366902
ENSDARP00000105538	ENSP00000338807
ENSDARP00000102422	ENSP00000364895
ENSDARP00000128160	ENSP00000433457
ENSDARP00000067137	ENSP00000387757
ENSDARP00000097547	ENSP00000387462
ENSDARP00000121456	ENSP00000360777
ENSDARP00000042828	ENSP00000409667
ENSDARP00000117136	ENSP00000384534
ENSDARP00000101335	ENSP00000384534
ENSDARP00000097592	ENSP00000413937
ENSDARP00000103261	ENSP00000413937
ENSDARP00000061705	ENSP00000362115
ENSDARP00000025178	ENSP00000267890
ENSDARP00000115574	ENSP00000267890
ENSDARP00000112831	ENSP00000469880
ENSDARP00000047527	ENSP00000358867
ENSDARP00000128354	ENSP00000312999
ENSDARP00000106050	ENSP00000312999
ENSDARP00000062362	ENSP00000251337
ENSDARP00000064895	ENSP00000232461
ENSDARP00000020119	ENSP00000286548
ENSDARP00000025026	ENSP00000359478
ENSDARP00000065499	ENSP00000366084
ENSDARP00000099145	ENSP00000285238
ENSDARP00000110235	ENSP00000382423
ENSDARP00000119307	ENSP00000365005
ENSDARP00000079367	ENSP00000354927
ENSDARP00000012804	ENSP00000345629
ENSDARP00000046640	ENSP00000351908
ENSDARP00000092118	ENSP00000360626
ENSDARP00000121290	ENSP00000312129
ENSDARP00000068090	ENSP00000312129
ENSDARP00000093366	ENSP00000435954
ENSDARP00000028545	ENSP00000307694
ENSDARP00000023216	ENSP00000385968
ENSDARP00000044936	ENSP00000385968
ENSDARP00000034538	ENSP00000295082
ENSDARP00000127146	ENSP00000295082
ENSDARP00000115784	ENSP00000371514
ENSDARP00000085905	ENSP00000371514
ENSDARP00000088401	ENSP00000263980
ENSDARP00000075781	ENSP00000299798
ENSDARP00000027230	ENSP00000416418
ENSDARP00000122944	ENSP00000342105
ENSDARP00000106736	ENSP00000356076
ENSDARP00000030868	ENSP00000469863
ENSDARP00000127860	ENSP00000381932
ENSDARP00000090845	ENSP00000381932
ENSDARP00000062342	ENSP00000385571
ENSDARP00000117279	ENSP00000304226
ENSDARP00000083736	ENSP00000304226
ENSDARP00000016353	ENSP00000271971
ENSDARP00000072574	ENSP00000355837
ENSDARP00000094244	ENSP00000380349
ENSDARP00000121284	ENSP00000380349
ENSDARP00000102675	ENSP00000431984
ENSDARP00000127756	ENSP00000431984
ENSDARP00000097691	ENSP00000375844
ENSDARP00000109857	ENSP00000262113
ENSDARP00000120798	ENSP00000442795
ENSDARP00000107798	ENSP00000350332
ENSDARP00000096449	ENSP00000350332
ENSDARP00000082219	ENSP00000358770
ENSDARP00000015688	ENSP00000358770
ENSDARP00000080378	ENSP00000376317
ENSDARP00000113257	ENSP00000376317
ENSDARP00000034684	ENSP00000013125
ENSDARP00000091124	ENSP00000294066
ENSDARP00000042301	ENSP00000465039
ENSDARP00000117775	ENSP00000314363
ENSDARP00000051235	ENSP00000347427
ENSDARP00000115431	ENSP00000266688
ENSDARP00000110554	ENSP00000283228
ENSDARP00000127604	ENSP00000380565
ENSDARP00000055842	ENSP00000380565
ENSDARP00000031764	ENSP00000447730
ENSDARP00000104118	ENSP00000307078
ENSDARP00000079237	ENSP00000307078
ENSDARP00000099552	ENSP00000265148
ENSDARP00000057640	ENSP00000362387
ENSDARP00000108910	ENSP00000307701
ENSDARP00000091906	ENSP00000309036
ENSDARP00000093003	ENSP00000396270
ENSDARP00000108705	ENSP00000247986
ENSDARP00000105893	ENSP00000364864
ENSDARP00000020512	ENSP00000264712
ENSDARP00000110576	ENSP00000264712
ENSDARP00000002502	ENSP00000343535
ENSDARP00000106575	ENSP00000339957
ENSDARP00000081177	ENSP00000354878
ENSDARP00000014740	ENSP00000354878
ENSDARP00000087540	ENSP00000411831
ENSDARP00000065804	ENSP00000331620
ENSDARP00000018978	ENSP00000362111
ENSDARP00000090639	ENSP00000324020
ENSDARP00000041576	ENSP00000377934
ENSDARP00000119785	ENSP00000361140
ENSDARP00000012295	ENSP00000320378
ENSDARP00000070995	ENSP00000320378
ENSDARP00000068085	ENSP00000261622
ENSDARP00000124849	ENSP00000455064
ENSDARP00000072012	ENSP00000380666
ENSDARP00000128688	ENSP00000023064
ENSDARP00000066379	ENSP00000345659
ENSDARP00000116974	ENSP00000314407
ENSDARP00000123924	ENSP00000358107
ENSDARP00000094353	ENSP00000178638
ENSDARP00000073464	ENSP00000366654
ENSDARP00000037588	ENSP00000367608
ENSDARP00000011795	ENSP00000225916
ENSDARP00000085190	ENSP00000263754
ENSDARP00000126215	ENSP00000376534
ENSDARP00000076212	ENSP00000446880
ENSDARP00000019112	ENSP00000375921
ENSDARP00000037761	ENSP00000375921
ENSDARP00000070415	ENSP00000355245
ENSDARP00000013792	ENSP00000339906
ENSDARP00000033414	ENSP00000395498
ENSDARP00000071454	ENSP00000350844
ENSDARP00000071460	ENSP00000396259
ENSDARP00000043209	ENSP00000396259
ENSDARP00000116125	ENSP00000385477
ENSDARP00000064196	ENSP00000385477
ENSDARP00000065182	ENSP00000441283
ENSDARP00000104086	ENSP00000356133
ENSDARP00000088312	ENSP00000356133
ENSDARP00000065460	ENSP00000296387
ENSDARP00000117839	ENSP00000361785
ENSDARP00000106948	ENSP00000361785
ENSDARP00000107352	ENSP00000354483
ENSDARP00000081638	ENSP00000226004
ENSDARP00000078867	ENSP00000226004
ENSDARP00000074788	ENSP00000466299
ENSDARP00000077695	ENSP00000385885
ENSDARP00000066449	ENSP00000346160
ENSDARP00000059260	ENSP00000346160
ENSDARP00000058288	ENSP00000345281
ENSDARP00000078333	ENSP00000360296
ENSDARP00000069895	ENSP00000264775
ENSDARP00000128115	ENSP00000352962
ENSDARP00000010229	ENSP00000364008
ENSDARP00000065506	ENSP00000466898
ENSDARP00000023968	ENSP00000466898
ENSDARP00000058966	ENSP00000319096
ENSDARP00000025540	ENSP00000325836
ENSDARP00000038292	ENSP00000325836
ENSDARP00000108967	ENSP00000364919
ENSDARP00000015776	ENSP00000225688
ENSDARP00000084401	ENSP00000216101
ENSDARP00000076561	ENSP00000362608
ENSDARP00000129270	ENSP00000351475
ENSDARP00000012386	ENSP00000349298
ENSDARP00000071903	ENSP00000349298
ENSDARP00000087563	ENSP00000350032
ENSDARP00000103134	ENSP00000392105
ENSDARP00000082173	ENSP00000392105
ENSDARP00000017246	ENSP00000353408
ENSDARP00000106981	ENSP00000353408
ENSDARP00000052443	ENSP00000264360
ENSDARP00000070915	ENSP00000264360
ENSDARP00000086722	ENSP00000442186
ENSDARP00000052911	ENSP00000386653
ENSDARP00000080047	ENSP00000441802
ENSDARP00000108171	ENSP00000355082
ENSDARP00000068851	ENSP00000355082
ENSDARP00000099198	ENSP00000231484
ENSDARP00000111466	ENSP00000367151
ENSDARP00000061480	ENSP00000365116
ENSDARP00000121164	ENSP00000365116
ENSDARP00000108228	ENSP00000273814
ENSDARP00000003788	ENSP00000337572
ENSDARP00000087437	ENSP00000288490
ENSDARP00000077804	ENSP00000284061
ENSDARP00000025546	ENSP00000346879
ENSDARP00000117693	ENSP00000366347
ENSDARP00000068914	ENSP00000258829
ENSDARP00000016308	ENSP00000327758
ENSDARP00000057093	ENSP00000342828
ENSDARP00000054821	ENSP00000371875
ENSDARP00000115852	ENSP00000370253
ENSDARP00000095383	ENSP00000350549
ENSDARP00000108860	ENSP00000341108
ENSDARP00000107903	ENSP00000429553
ENSDARP00000035373	ENSP00000295886
ENSDARP00000003103	ENSP00000359215
ENSDARP00000009156	ENSP00000296921
ENSDARP00000008694	ENSP00000296921
ENSDARP00000123181	ENSP00000361636
ENSDARP00000095111	ENSP00000361636
ENSDARP00000025541	ENSP00000232975
ENSDARP00000010393	ENSP00000349467
ENSDARP00000018820	ENSP00000349467
ENSDARP00000009247	ENSP00000293255
ENSDARP00000043800	ENSP00000293255
ENSDARP00000068232	ENSP00000294288
ENSDARP00000068588	ENSP00000294288
ENSDARP00000016061	ENSP00000324960
ENSDARP00000016102	ENSP00000317310
ENSDARP00000106456	ENSP00000317310
ENSDARP00000098981	ENSP00000419081
ENSDARP00000069272	ENSP00000414904
ENSDARP00000112297	ENSP00000310832
ENSDARP00000060244	ENSP00000220166
ENSDARP00000057824	ENSP00000332139
ENSDARP00000116647	ENSP00000219197
ENSDARP00000117813	ENSP00000269503
ENSDARP00000099489	ENSP00000269503
ENSDARP00000081582	ENSP00000064571
ENSDARP00000126158	ENSP00000253407
ENSDARP00000042409	ENSP00000253407
ENSDARP00000019910	ENSP00000298943
ENSDARP00000012862	ENSP00000272520
ENSDARP00000083921	ENSP00000395220
ENSDARP00000114735	ENSP00000297239
ENSDARP00000093359	ENSP00000440704
ENSDARP00000083406	ENSP00000346576
ENSDARP00000126784	ENSP00000346576
ENSDARP00000087106	ENSP00000374036
ENSDARP00000087116	ENSP00000374036
ENSDARP00000120698	ENSP00000272895
ENSDARP00000085193	ENSP00000359245
ENSDARP00000123162	ENSP00000359245
ENSDARP00000051555	ENSP00000363868
ENSDARP00000114226	ENSP00000363868
ENSDARP00000085176	ENSP00000344155
ENSDARP00000106962	ENSP00000261187
ENSDARP00000072787	ENSP00000321735
ENSDARP00000127291	ENSP00000390564
ENSDARP00000128227	ENSP00000390564
ENSDARP00000052903	ENSP00000309751
ENSDARP00000124983	ENSP00000358794
ENSDARP00000063092	ENSP00000364883
ENSDARP00000009555	ENSP00000360577
ENSDARP00000065254	ENSP00000308893
ENSDARP00000026847	ENSP00000328169
ENSDARP00000010799	ENSP00000328169
ENSDARP00000008197	ENSP00000254958
ENSDARP00000121170	ENSP00000254958
ENSDARP00000112112	ENSP00000256646
ENSDARP00000068420	ENSP00000263388
ENSDARP00000050854	ENSP00000277541
ENSDARP00000046632	ENSP00000277541
ENSDARP00000081011	ENSP00000345229
ENSDARP00000100834	ENSP00000349893
ENSDARP00000084207	ENSP00000356370
ENSDARP00000094097	ENSP00000249749
ENSDARP00000127930	ENSP00000265162
ENSDARP00000005344	ENSP00000231368
ENSDARP00000122793	ENSP00000299727
ENSDARP00000025567	ENSP00000329684
ENSDARP00000061673	ENSP00000293897
ENSDARP00000097945	ENSP00000330138
ENSDARP00000107317	ENSP00000330138
ENSDARP00000076547	ENSP00000350198
ENSDARP00000092663	ENSP00000350198
ENSDARP00000026052	ENSP00000267377
ENSDARP00000057610	ENSP00000394624
ENSDARP00000122239	ENSP00000234961
ENSDARP00000054036	ENSP00000234961
ENSDARP00000095906	ENSP00000336764
ENSDARP00000042819	ENSP00000302621
ENSDARP00000084365	ENSP00000383931
ENSDARP00000095023	ENSP00000389128
ENSDARP00000087356	ENSP00000319464
ENSDARP00000120738	ENSP00000355396
ENSDARP00000099511	ENSP00000326759
ENSDARP00000098283	ENSP00000273261
ENSDARP00000122943	ENSP00000416015
ENSDARP00000119970	ENSP00000256194
ENSDARP00000121526	ENSP00000351664
ENSDARP00000122885	ENSP00000416683
ENSDARP00000117976	ENSP00000295057
ENSDARP00000127208	ENSP00000216241
ENSDARP00000129006	ENSP00000216241
ENSDARP00000066263	ENSP00000423812
ENSDARP00000083638	ENSP00000312671
ENSDARP00000083644	ENSP00000312671
ENSDARP00000064066	ENSP00000263991
ENSDARP00000120977	ENSP00000261503
ENSDARP00000116548	ENSP00000351593
ENSDARP00000128646	ENSP00000341032
ENSDARP00000011793	ENSP00000341032
ENSDARP00000065888	ENSP00000285018
ENSDARP00000076260	ENSP00000285018
ENSDARP00000106303	ENSP00000380379
ENSDARP00000106938	ENSP00000417310
ENSDARP00000122572	ENSP00000222462
