ENSGACP00000003450	ENSMGAP00000004951
ENSGACP00000018556	ENSMGAP00000004482
ENSGACP00000021165	ENSMGAP00000004482
ENSGACP00000015727	ENSMGAP00000006546
ENSGACP00000018926	ENSMGAP00000006628
ENSGACP00000000756	ENSMGAP00000005489
ENSGACP00000020963	ENSMGAP00000009159
ENSGACP00000008206	ENSMGAP00000012654
ENSGACP00000007980	ENSMGAP00000008432
ENSGACP00000006441	ENSMGAP00000008792
ENSGACP00000006435	ENSMGAP00000008785
ENSGACP00000015775	ENSMGAP00000006512
ENSGACP00000002156	ENSMGAP00000008008
ENSGACP00000006250	ENSMGAP00000013778
ENSGACP00000008398	ENSMGAP00000014723
ENSGACP00000008698	ENSMGAP00000011521
ENSGACP00000022205	ENSMGAP00000002761
ENSGACP00000023630	ENSMGAP00000016389
ENSGACP00000026843	ENSMGAP00000016389
ENSGACP00000006041	ENSMGAP00000005379
ENSGACP00000024349	ENSMGAP00000016383
ENSGACP00000027391	ENSMGAP00000016383
ENSGACP00000021885	ENSMGAP00000009721
ENSGACP00000012840	ENSMGAP00000002070
ENSGACP00000026904	ENSMGAP00000016241
ENSGACP00000001990	ENSMGAP00000011699
ENSGACP00000024973	ENSMGAP00000009518
ENSGACP00000005437	ENSMGAP00000009518
ENSGACP00000019589	ENSMGAP00000005015
ENSGACP00000005180	ENSMGAP00000005015
ENSGACP00000008481	ENSMGAP00000011848
ENSGACP00000013288	ENSMGAP00000009265
ENSGACP00000014613	ENSMGAP00000008726
ENSGACP00000000798	ENSMGAP00000014657
ENSGACP00000009316	ENSMGAP00000000640
ENSGACP00000019976	ENSMGAP00000000640
ENSGACP00000012313	ENSMGAP00000011714
ENSGACP00000027129	ENSMGAP00000009168
ENSGACP00000024216	ENSMGAP00000003267
ENSGACP00000023438	ENSMGAP00000009045
ENSGACP00000024739	ENSMGAP00000011268
ENSGACP00000014887	ENSMGAP00000008780
ENSGACP00000009033	ENSMGAP00000003307
ENSGACP00000023694	ENSMGAP00000003307
ENSGACP00000004987	ENSMGAP00000011785
ENSGACP00000010954	ENSMGAP00000011785
ENSGACP00000004292	ENSMGAP00000001198
ENSGACP00000010714	ENSMGAP00000009366
ENSGACP00000025892	ENSMGAP00000009366
ENSGACP00000006259	ENSMGAP00000014162
ENSGACP00000008104	ENSMGAP00000002902
ENSGACP00000012128	ENSMGAP00000000081
ENSGACP00000004530	ENSMGAP00000015453
ENSGACP00000007577	ENSMGAP00000000080
ENSGACP00000017142	ENSMGAP00000014850
ENSGACP00000012812	ENSMGAP00000014850
ENSGACP00000008726	ENSMGAP00000011552
ENSGACP00000001667	ENSMGAP00000013056
ENSGACP00000006058	ENSMGAP00000002383
ENSGACP00000001401	ENSMGAP00000002383
ENSGACP00000005834	ENSMGAP00000011747
ENSGACP00000005592	ENSMGAP00000015120
ENSGACP00000016305	ENSMGAP00000015082
ENSGACP00000017182	ENSMGAP00000010958
ENSGACP00000005847	ENSMGAP00000011752
ENSGACP00000026420	ENSMGAP00000011752
ENSGACP00000002544	ENSMGAP00000011525
ENSGACP00000011006	ENSMGAP00000001698
ENSGACP00000003708	ENSMGAP00000012490
ENSGACP00000022302	ENSMGAP00000005592
ENSGACP00000010288	ENSMGAP00000005592
ENSGACP00000003906	ENSMGAP00000012087
ENSGACP00000004017	ENSMGAP00000015715
ENSGACP00000009383	ENSMGAP00000011101
ENSGACP00000007437	ENSMGAP00000002163
ENSGACP00000005168	ENSMGAP00000002163
ENSGACP00000009399	ENSMGAP00000011107
ENSGACP00000007432	ENSMGAP00000002147
ENSGACP00000004052	ENSMGAP00000016013
ENSGACP00000004881	ENSMGAP00000019206
ENSGACP00000016838	ENSMGAP00000010445
ENSGACP00000009465	ENSMGAP00000011120
ENSGACP00000002581	ENSMGAP00000005292
ENSGACP00000019950	ENSMGAP00000009358
ENSGACP00000002999	ENSMGAP00000003503
ENSGACP00000008281	ENSMGAP00000014713
ENSGACP00000017543	ENSMGAP00000000036
ENSGACP00000022261	ENSMGAP00000000036
ENSGACP00000023812	ENSMGAP00000008116
ENSGACP00000022244	ENSMGAP00000007737
ENSGACP00000002765	ENSMGAP00000004560
ENSGACP00000016506	ENSMGAP00000006570
ENSGACP00000004141	ENSMGAP00000001967
ENSGACP00000007231	ENSMGAP00000004694
ENSGACP00000026267	ENSMGAP00000001105
ENSGACP00000004108	ENSMGAP00000000177
ENSGACP00000004565	ENSMGAP00000002378
ENSGACP00000006625	ENSMGAP00000001110
ENSGACP00000004397	ENSMGAP00000001110
ENSGACP00000026445	ENSMGAP00000011476
ENSGACP00000010986	ENSMGAP00000008581
ENSGACP00000026464	ENSMGAP00000014042
ENSGACP00000014807	ENSMGAP00000004574
ENSGACP00000004401	ENSMGAP00000005098
ENSGACP00000021097	ENSMGAP00000005098
ENSGACP00000025818	ENSMGAP00000017624
ENSGACP00000018110	ENSMGAP00000014146
ENSGACP00000006718	ENSMGAP00000006793
ENSGACP00000009527	ENSMGAP00000013296
ENSGACP00000001820	ENSMGAP00000016039
ENSGACP00000017892	ENSMGAP00000009280
ENSGACP00000011409	ENSMGAP00000009280
ENSGACP00000020295	ENSMGAP00000005147
ENSGACP00000002196	ENSMGAP00000013269
ENSGACP00000027630	ENSMGAP00000016970
ENSGACP00000014444	ENSMGAP00000006872
ENSGACP00000003377	ENSMGAP00000010726
ENSGACP00000021365	ENSMGAP00000016680
ENSGACP00000017157	ENSMGAP00000011624
ENSGACP00000007830	ENSMGAP00000011624
ENSGACP00000021293	ENSMGAP00000012592
ENSGACP00000026071	ENSMGAP00000012592
ENSGACP00000007410	ENSMGAP00000000170
ENSGACP00000013437	ENSMGAP00000014063
ENSGACP00000015625	ENSMGAP00000001496
ENSGACP00000004317	ENSMGAP00000001496
ENSGACP00000023513	ENSMGAP00000011181
ENSGACP00000025749	ENSMGAP00000011181
ENSGACP00000007417	ENSMGAP00000004224
ENSGACP00000013368	ENSMGAP00000014973
ENSGACP00000019886	ENSMGAP00000015347
ENSGACP00000000045	ENSMGAP00000000770
ENSGACP00000026992	ENSMGAP00000000770
ENSGACP00000012306	ENSMGAP00000009506
ENSGACP00000005356	ENSMGAP00000009793
ENSGACP00000019882	ENSMGAP00000015349
ENSGACP00000018936	ENSMGAP00000006661
ENSGACP00000020731	ENSMGAP00000018379
ENSGACP00000010156	ENSMGAP00000001353
ENSGACP00000019109	ENSMGAP00000010464
ENSGACP00000027650	ENSMGAP00000007612
ENSGACP00000003026	ENSMGAP00000005161
ENSGACP00000009746	ENSMGAP00000007050
ENSGACP00000011767	ENSMGAP00000013620
ENSGACP00000020048	ENSMGAP00000006053
ENSGACP00000009724	ENSMGAP00000004239
ENSGACP00000014580	ENSMGAP00000005542
ENSGACP00000025977	ENSMGAP00000006034
ENSGACP00000006377	ENSMGAP00000003055
ENSGACP00000015646	ENSMGAP00000009745
ENSGACP00000020538	ENSMGAP00000017911
ENSGACP00000008467	ENSMGAP00000017911
ENSGACP00000009875	ENSMGAP00000002653
ENSGACP00000002652	ENSMGAP00000006792
ENSGACP00000022086	ENSMGAP00000006792
ENSGACP00000008849	ENSMGAP00000009130
ENSGACP00000018527	ENSMGAP00000003226
ENSGACP00000021201	ENSMGAP00000003226
ENSGACP00000023877	ENSMGAP00000002623
ENSGACP00000020995	ENSMGAP00000007457
ENSGACP00000009069	ENSMGAP00000004737
ENSGACP00000004090	ENSMGAP00000004737
ENSGACP00000003252	ENSMGAP00000006008
ENSGACP00000019695	ENSMGAP00000006008
ENSGACP00000018398	ENSMGAP00000005339
ENSGACP00000005866	ENSMGAP00000005339
ENSGACP00000004638	ENSMGAP00000015755
ENSGACP00000001081	ENSMGAP00000007193
ENSGACP00000010129	ENSMGAP00000014941
ENSGACP00000022533	ENSMGAP00000010143
ENSGACP00000005387	ENSMGAP00000010143
ENSGACP00000010736	ENSMGAP00000011249
ENSGACP00000009342	ENSMGAP00000011249
ENSGACP00000016617	ENSMGAP00000001272
ENSGACP00000008107	ENSMGAP00000001272
ENSGACP00000016665	ENSMGAP00000001374
ENSGACP00000002111	ENSMGAP00000018684
ENSGACP00000017079	ENSMGAP00000010137
ENSGACP00000000111	ENSMGAP00000010137
ENSGACP00000006898	ENSMGAP00000010850
ENSGACP00000018442	ENSMGAP00000010850
ENSGACP00000019848	ENSMGAP00000000366
ENSGACP00000005019	ENSMGAP00000000395
ENSGACP00000006788	ENSMGAP00000010743
ENSGACP00000002621	ENSMGAP00000017080
ENSGACP00000014800	ENSMGAP00000000689
ENSGACP00000004810	ENSMGAP00000005359
ENSGACP00000010832	ENSMGAP00000016080
ENSGACP00000008191	ENSMGAP00000013293
ENSGACP00000006790	ENSMGAP00000013293
ENSGACP00000016393	ENSMGAP00000014864
ENSGACP00000012361	ENSMGAP00000009588
ENSGACP00000007347	ENSMGAP00000012713
ENSGACP00000001969	ENSMGAP00000007439
ENSGACP00000004425	ENSMGAP00000001954
ENSGACP00000016953	ENSMGAP00000001954
ENSGACP00000004424	ENSMGAP00000004292
ENSGACP00000026404	ENSMGAP00000002095
ENSGACP00000027631	ENSMGAP00000015231
ENSGACP00000015874	ENSMGAP00000015231
ENSGACP00000015981	ENSMGAP00000005178
ENSGACP00000023624	ENSMGAP00000001336
ENSGACP00000026845	ENSMGAP00000001336
ENSGACP00000025829	ENSMGAP00000013173
ENSGACP00000012230	ENSMGAP00000005416
ENSGACP00000004816	ENSMGAP00000012925
ENSGACP00000004843	ENSMGAP00000012925
ENSGACP00000001421	ENSMGAP00000002344
ENSGACP00000003255	ENSMGAP00000012138
ENSGACP00000012696	ENSMGAP00000012318
ENSGACP00000003447	ENSMGAP00000012318
ENSGACP00000024384	ENSMGAP00000004967
ENSGACP00000001118	ENSMGAP00000014031
ENSGACP00000008955	ENSMGAP00000001541
ENSGACP00000005491	ENSMGAP00000001541
ENSGACP00000025665	ENSMGAP00000016699
ENSGACP00000024280	ENSMGAP00000016699
ENSGACP00000022783	ENSMGAP00000016388
ENSGACP00000023832	ENSMGAP00000016388
ENSGACP00000023966	ENSMGAP00000002633
ENSGACP00000023770	ENSMGAP00000013942
ENSGACP00000015047	ENSMGAP00000003295
ENSGACP00000024011	ENSMGAP00000003295
ENSGACP00000014549	ENSMGAP00000008655
ENSGACP00000008893	ENSMGAP00000017050
ENSGACP00000016238	ENSMGAP00000016866
ENSGACP00000012369	ENSMGAP00000016643
ENSGACP00000005068	ENSMGAP00000004699
ENSGACP00000013989	ENSMGAP00000016326
ENSGACP00000024507	ENSMGAP00000016745
ENSGACP00000004815	ENSMGAP00000016969
ENSGACP00000026736	ENSMGAP00000003391
ENSGACP00000003798	ENSMGAP00000017422
ENSGACP00000003234	ENSMGAP00000017422
ENSGACP00000023808	ENSMGAP00000011273
ENSGACP00000021846	ENSMGAP00000001718
ENSGACP00000007199	ENSMGAP00000000781
ENSGACP00000011150	ENSMGAP00000000781
ENSGACP00000010131	ENSMGAP00000009965
ENSGACP00000006475	ENSMGAP00000010864
ENSGACP00000010699	ENSMGAP00000013918
ENSGACP00000018052	ENSMGAP00000013918
ENSGACP00000005614	ENSMGAP00000000330
ENSGACP00000002471	ENSMGAP00000005175
ENSGACP00000014384	ENSMGAP00000005136
ENSGACP00000023851	ENSMGAP00000009949
ENSGACP00000011599	ENSMGAP00000003148
ENSGACP00000014698	ENSMGAP00000005168
ENSGACP00000003284	ENSMGAP00000012157
ENSGACP00000004998	ENSMGAP00000012037
ENSGACP00000019494	ENSMGAP00000003821
ENSGACP00000008227	ENSMGAP00000009180
ENSGACP00000014076	ENSMGAP00000001118
ENSGACP00000024704	ENSMGAP00000018940
ENSGACP00000022264	ENSMGAP00000000886
ENSGACP00000021458	ENSMGAP00000018906
ENSGACP00000019262	ENSMGAP00000018906
ENSGACP00000024917	ENSMGAP00000006128
ENSGACP00000006476	ENSMGAP00000004657
ENSGACP00000012556	ENSMGAP00000014958
ENSGACP00000013453	ENSMGAP00000014958
ENSGACP00000003984	ENSMGAP00000013037
ENSGACP00000008664	ENSMGAP00000014755
ENSGACP00000010250	ENSMGAP00000003137
ENSGACP00000020003	ENSMGAP00000003137
ENSGACP00000027286	ENSMGAP00000016102
ENSGACP00000018168	ENSMGAP00000017563
ENSGACP00000018162	ENSMGAP00000001845
ENSGACP00000012862	ENSMGAP00000009940
ENSGACP00000010501	ENSMGAP00000009940
ENSGACP00000015443	ENSMGAP00000014451
ENSGACP00000020291	ENSMGAP00000006208
ENSGACP00000012038	ENSMGAP00000012619
ENSGACP00000005625	ENSMGAP00000007172
ENSGACP00000020889	ENSMGAP00000019084
ENSGACP00000025552	ENSMGAP00000013647
ENSGACP00000014589	ENSMGAP00000013795
ENSGACP00000013120	ENSMGAP00000009939
ENSGACP00000022580	ENSMGAP00000001725
ENSGACP00000019073	ENSMGAP00000010392
ENSGACP00000008195	ENSMGAP00000006054
ENSGACP00000011974	ENSMGAP00000006615
ENSGACP00000021974	ENSMGAP00000004084
ENSGACP00000026936	ENSMGAP00000011172
ENSGACP00000009605	ENSMGAP00000004643
ENSGACP00000009664	ENSMGAP00000004700
ENSGACP00000020006	ENSMGAP00000004700
ENSGACP00000026099	ENSMGAP00000014142
ENSGACP00000003585	ENSMGAP00000008001
ENSGACP00000000655	ENSMGAP00000002171
ENSGACP00000021030	ENSMGAP00000001989
ENSGACP00000020829	ENSMGAP00000007300
ENSGACP00000003567	ENSMGAP00000012121
ENSGACP00000003558	ENSMGAP00000017666
ENSGACP00000019145	ENSMGAP00000017666
ENSGACP00000009995	ENSMGAP00000018372
ENSGACP00000014400	ENSMGAP00000010734
ENSGACP00000021711	ENSMGAP00000010734
ENSGACP00000017376	ENSMGAP00000013917
ENSGACP00000001866	ENSMGAP00000009738
ENSGACP00000010451	ENSMGAP00000009738
ENSGACP00000024718	ENSMGAP00000002709
ENSGACP00000006124	ENSMGAP00000003603
ENSGACP00000010327	ENSMGAP00000012443
ENSGACP00000012115	ENSMGAP00000006777
ENSGACP00000010344	ENSMGAP00000012428
ENSGACP00000012137	ENSMGAP00000006820
ENSGACP00000019370	ENSMGAP00000007292
ENSGACP00000018942	ENSMGAP00000000812
ENSGACP00000007286	ENSMGAP00000009368
ENSGACP00000007213	ENSMGAP00000004698
ENSGACP00000017876	ENSMGAP00000016415
ENSGACP00000017787	ENSMGAP00000007036
ENSGACP00000007515	ENSMGAP00000016269
ENSGACP00000009308	ENSMGAP00000016269
ENSGACP00000024488	ENSMGAP00000001153
ENSGACP00000005109	ENSMGAP00000012086
ENSGACP00000006186	ENSMGAP00000008152
ENSGACP00000010745	ENSMGAP00000015929
ENSGACP00000005920	ENSMGAP00000005857
ENSGACP00000016781	ENSMGAP00000005857
ENSGACP00000026022	ENSMGAP00000014193
ENSGACP00000011223	ENSMGAP00000014193
ENSGACP00000013398	ENSMGAP00000006058
ENSGACP00000006183	ENSMGAP00000002596
ENSGACP00000022548	ENSMGAP00000002596
ENSGACP00000021373	ENSMGAP00000013219
ENSGACP00000021673	ENSMGAP00000001799
ENSGACP00000019822	ENSMGAP00000004937
ENSGACP00000005347	ENSMGAP00000004937
ENSGACP00000019818	ENSMGAP00000016484
ENSGACP00000019413	ENSMGAP00000014357
ENSGACP00000024800	ENSMGAP00000016755
ENSGACP00000019820	ENSMGAP00000015817
ENSGACP00000025847	ENSMGAP00000016343
ENSGACP00000009566	ENSMGAP00000010859
ENSGACP00000013104	ENSMGAP00000010859
ENSGACP00000017599	ENSMGAP00000013840
ENSGACP00000014134	ENSMGAP00000007491
ENSGACP00000021001	ENSMGAP00000007491
ENSGACP00000002633	ENSMGAP00000006811
ENSGACP00000022070	ENSMGAP00000006811
ENSGACP00000021492	ENSMGAP00000003922
ENSGACP00000004418	ENSMGAP00000005105
ENSGACP00000015497	ENSMGAP00000005056
ENSGACP00000019603	ENSMGAP00000005056
ENSGACP00000004674	ENSMGAP00000008532
ENSGACP00000022106	ENSMGAP00000006638
ENSGACP00000001880	ENSMGAP00000015439
ENSGACP00000014641	ENSMGAP00000013757
ENSGACP00000003898	ENSMGAP00000011688
ENSGACP00000020798	ENSMGAP00000004620
ENSGACP00000010793	ENSMGAP00000012746
ENSGACP00000022683	ENSMGAP00000012741
ENSGACP00000009240	ENSMGAP00000019108
ENSGACP00000009620	ENSMGAP00000012472
ENSGACP00000021419	ENSMGAP00000012472
ENSGACP00000020467	ENSMGAP00000006416
ENSGACP00000010833	ENSMGAP00000006416
ENSGACP00000009526	ENSMGAP00000003887
ENSGACP00000011769	ENSMGAP00000005172
ENSGACP00000007244	ENSMGAP00000012392
ENSGACP00000006574	ENSMGAP00000014338
ENSGACP00000000647	ENSMGAP00000010093
ENSGACP00000003170	ENSMGAP00000007082
ENSGACP00000027362	ENSMGAP00000015150
ENSGACP00000021902	ENSMGAP00000002755
ENSGACP00000017893	ENSMGAP00000001498
ENSGACP00000015896	ENSMGAP00000016726
ENSGACP00000008661	ENSMGAP00000011487
ENSGACP00000022402	ENSMGAP00000006347
ENSGACP00000023055	ENSMGAP00000011557
ENSGACP00000013740	ENSMGAP00000014986
ENSGACP00000007379	ENSMGAP00000005527
ENSGACP00000018066	ENSMGAP00000017654
ENSGACP00000002893	ENSMGAP00000017654
ENSGACP00000004809	ENSMGAP00000015294
ENSGACP00000015466	ENSMGAP00000015294
ENSGACP00000004806	ENSMGAP00000015297
ENSGACP00000003511	ENSMGAP00000008485
ENSGACP00000019150	ENSMGAP00000008485
ENSGACP00000019665	ENSMGAP00000005067
ENSGACP00000016563	ENSMGAP00000005067
ENSGACP00000022409	ENSMGAP00000019293
ENSGACP00000024209	ENSMGAP00000017203
ENSGACP00000026865	ENSMGAP00000017203
ENSGACP00000018867	ENSMGAP00000016858
ENSGACP00000003107	ENSMGAP00000016858
ENSGACP00000007875	ENSMGAP00000001957
ENSGACP00000004933	ENSMGAP00000006553
ENSGACP00000022204	ENSMGAP00000011868
ENSGACP00000007456	ENSMGAP00000016296
ENSGACP00000013760	ENSMGAP00000016296
ENSGACP00000018664	ENSMGAP00000003221
ENSGACP00000012495	ENSMGAP00000003221
ENSGACP00000015585	ENSMGAP00000015360
ENSGACP00000027219	ENSMGAP00000015360
ENSGACP00000018295	ENSMGAP00000003224
ENSGACP00000011973	ENSMGAP00000001715
ENSGACP00000017195	ENSMGAP00000001677
ENSGACP00000001606	ENSMGAP00000001677
ENSGACP00000002282	ENSMGAP00000018524
ENSGACP00000009772	ENSMGAP00000005446
ENSGACP00000024435	ENSMGAP00000005894
ENSGACP00000010770	ENSMGAP00000015774
ENSGACP00000027480	ENSMGAP00000015774
ENSGACP00000024200	ENSMGAP00000019088
ENSGACP00000026920	ENSMGAP00000019088
ENSGACP00000015806	ENSMGAP00000018904
ENSGACP00000026938	ENSMGAP00000018904
ENSGACP00000024554	ENSMGAP00000016737
ENSGACP00000024559	ENSMGAP00000016732
ENSGACP00000002451	ENSMGAP00000018321
ENSGACP00000007402	ENSMGAP00000014495
ENSGACP00000016797	ENSMGAP00000012642
ENSGACP00000024549	ENSMGAP00000016741
ENSGACP00000012761	ENSMGAP00000016640
ENSGACP00000006962	ENSMGAP00000012983
ENSGACP00000022689	ENSMGAP00000016730
ENSGACP00000010846	ENSMGAP00000017623
ENSGACP00000013543	ENSMGAP00000011332
ENSGACP00000013551	ENSMGAP00000017025
ENSGACP00000017934	ENSMGAP00000007766
ENSGACP00000022159	ENSMGAP00000010434
ENSGACP00000021012	ENSMGAP00000010870
ENSGACP00000012933	ENSMGAP00000017366
ENSGACP00000019367	ENSMGAP00000017366
ENSGACP00000014158	ENSMGAP00000000304
ENSGACP00000001372	ENSMGAP00000000533
ENSGACP00000024568	ENSMGAP00000018730
ENSGACP00000024570	ENSMGAP00000012626
ENSGACP00000023098	ENSMGAP00000009784
ENSGACP00000024423	ENSMGAP00000001417
ENSGACP00000007242	ENSMGAP00000001869
ENSGACP00000016137	ENSMGAP00000014435
ENSGACP00000012147	ENSMGAP00000014435
ENSGACP00000027332	ENSMGAP00000015270
ENSGACP00000002155	ENSMGAP00000015270
ENSGACP00000027425	ENSMGAP00000017259
ENSGACP00000024006	ENSMGAP00000017259
ENSGACP00000017392	ENSMGAP00000012671
ENSGACP00000026814	ENSMGAP00000005002
ENSGACP00000021429	ENSMGAP00000001189
ENSGACP00000021861	ENSMGAP00000001189
ENSGACP00000023089	ENSMGAP00000009824
ENSGACP00000026855	ENSMGAP00000009824
ENSGACP00000005153	ENSMGAP00000015573
ENSGACP00000021438	ENSMGAP00000007060
ENSGACP00000022259	ENSMGAP00000005916
ENSGACP00000012062	ENSMGAP00000013380
ENSGACP00000009963	ENSMGAP00000003611
ENSGACP00000012474	ENSMGAP00000007220
ENSGACP00000001922	ENSMGAP00000007561
ENSGACP00000013859	ENSMGAP00000014746
ENSGACP00000002597	ENSMGAP00000014746
ENSGACP00000006419	ENSMGAP00000007170
ENSGACP00000016691	ENSMGAP00000007170
ENSGACP00000014542	ENSMGAP00000010552
ENSGACP00000025971	ENSMGAP00000005586
ENSGACP00000020681	ENSMGAP00000006315
ENSGACP00000022687	ENSMGAP00000017067
ENSGACP00000015532	ENSMGAP00000017067
ENSGACP00000010484	ENSMGAP00000005735
ENSGACP00000005878	ENSMGAP00000019627
ENSGACP00000009641	ENSMGAP00000016914
ENSGACP00000016367	ENSMGAP00000016914
ENSGACP00000018230	ENSMGAP00000016783
ENSGACP00000017510	ENSMGAP00000016783
ENSGACP00000023930	ENSMGAP00000017423
ENSGACP00000005003	ENSMGAP00000017062
ENSGACP00000022476	ENSMGAP00000017062
ENSGACP00000003218	ENSMGAP00000006482
ENSGACP00000003765	ENSMGAP00000016275
ENSGACP00000023214	ENSMGAP00000017748
ENSGACP00000008371	ENSMGAP00000014151
ENSGACP00000018508	ENSMGAP00000006826
ENSGACP00000010858	ENSMGAP00000006826
ENSGACP00000010487	ENSMGAP00000009959
ENSGACP00000003360	ENSMGAP00000010784
ENSGACP00000003935	ENSMGAP00000011661
ENSGACP00000026611	ENSMGAP00000012720
ENSGACP00000026813	ENSMGAP00000005042
ENSGACP00000024729	ENSMGAP00000012695
ENSGACP00000027424	ENSMGAP00000002373
ENSGACP00000024732	ENSMGAP00000012687
ENSGACP00000022592	ENSMGAP00000011323
ENSGACP00000000775	ENSMGAP00000014652
ENSGACP00000006952	ENSMGAP00000010982
ENSGACP00000023416	ENSMGAP00000009559
ENSGACP00000017603	ENSMGAP00000009559
ENSGACP00000009055	ENSMGAP00000011804
ENSGACP00000021384	ENSMGAP00000011804
ENSGACP00000018617	ENSMGAP00000014574
ENSGACP00000021776	ENSMGAP00000011515
ENSGACP00000013963	ENSMGAP00000013500
ENSGACP00000010001	ENSMGAP00000013500
ENSGACP00000011507	ENSMGAP00000013378
ENSGACP00000000274	ENSMGAP00000014282
ENSGACP00000009971	ENSMGAP00000014282
ENSGACP00000007725	ENSMGAP00000013564
ENSGACP00000011928	ENSMGAP00000007931
ENSGACP00000016086	ENSMGAP00000016105
ENSGACP00000026869	ENSMGAP00000011364
ENSGACP00000024489	ENSMGAP00000011364
ENSGACP00000022713	ENSMGAP00000003822
ENSGACP00000009680	ENSMGAP00000004329
ENSGACP00000006719	ENSMGAP00000004993
ENSGACP00000010332	ENSMGAP00000017558
ENSGACP00000024246	ENSMGAP00000004405
ENSGACP00000019077	ENSMGAP00000004999
ENSGACP00000021283	ENSMGAP00000004999
ENSGACP00000016962	ENSMGAP00000005260
ENSGACP00000011618	ENSMGAP00000011717
ENSGACP00000009368	ENSMGAP00000012360
ENSGACP00000024672	ENSMGAP00000018689
ENSGACP00000024106	ENSMGAP00000008827
ENSGACP00000019455	ENSMGAP00000009540
ENSGACP00000017416	ENSMGAP00000009540
ENSGACP00000017390	ENSMGAP00000014990
ENSGACP00000010114	ENSMGAP00000006432
ENSGACP00000021397	ENSMGAP00000006432
ENSGACP00000002667	ENSMGAP00000009492
ENSGACP00000007085	ENSMGAP00000017808
ENSGACP00000000330	ENSMGAP00000004371
ENSGACP00000011565	ENSMGAP00000010672
ENSGACP00000022387	ENSMGAP00000010482
ENSGACP00000010642	ENSMGAP00000010482
ENSGACP00000006039	ENSMGAP00000003568
ENSGACP00000021414	ENSMGAP00000003574
ENSGACP00000006078	ENSMGAP00000013264
ENSGACP00000005362	ENSMGAP00000002792
ENSGACP00000014307	ENSMGAP00000002792
ENSGACP00000012074	ENSMGAP00000006356
ENSGACP00000015560	ENSMGAP00000006356
ENSGACP00000014302	ENSMGAP00000013097
ENSGACP00000007521	ENSMGAP00000008242
ENSGACP00000021661	ENSMGAP00000008035
ENSGACP00000017541	ENSMGAP00000018333
ENSGACP00000008372	ENSMGAP00000008978
ENSGACP00000008462	ENSMGAP00000014170
ENSGACP00000002665	ENSMGAP00000009077
ENSGACP00000005867	ENSMGAP00000018187
ENSGACP00000011556	ENSMGAP00000014381
ENSGACP00000002446	ENSMGAP00000016248
ENSGACP00000004882	ENSMGAP00000002716
ENSGACP00000019585	ENSMGAP00000009000
ENSGACP00000004617	ENSMGAP00000009000
ENSGACP00000011193	ENSMGAP00000017127
ENSGACP00000000856	ENSMGAP00000017127
ENSGACP00000011776	ENSMGAP00000000349
ENSGACP00000015426	ENSMGAP00000000349
ENSGACP00000022164	ENSMGAP00000005209
ENSGACP00000007051	ENSMGAP00000009246
ENSGACP00000007920	ENSMGAP00000005954
ENSGACP00000002098	ENSMGAP00000005954
ENSGACP00000026026	ENSMGAP00000014213
ENSGACP00000010704	ENSMGAP00000015911
ENSGACP00000012208	ENSMGAP00000008272
ENSGACP00000012073	ENSMGAP00000004037
ENSGACP00000004268	ENSMGAP00000015151
ENSGACP00000011797	ENSMGAP00000003491
ENSGACP00000013365	ENSMGAP00000017323
ENSGACP00000010506	ENSMGAP00000016289
ENSGACP00000007983	ENSMGAP00000016289
ENSGACP00000026355	ENSMGAP00000016910
ENSGACP00000015757	ENSMGAP00000016910
ENSGACP00000020243	ENSMGAP00000016746
ENSGACP00000009721	ENSMGAP00000004704
ENSGACP00000012834	ENSMGAP00000007137
ENSGACP00000020342	ENSMGAP00000007823
ENSGACP00000020040	ENSMGAP00000015467
ENSGACP00000002089	ENSMGAP00000011314
ENSGACP00000011247	ENSMGAP00000012350
ENSGACP00000011219	ENSMGAP00000003632
ENSGACP00000025768	ENSMGAP00000008659
ENSGACP00000020992	ENSMGAP00000008659
ENSGACP00000012565	ENSMGAP00000009650
ENSGACP00000016275	ENSMGAP00000001825
ENSGACP00000022793	ENSMGAP00000003249
ENSGACP00000027016	ENSMGAP00000003249
ENSGACP00000017910	ENSMGAP00000013657
ENSGACP00000027331	ENSMGAP00000015543
ENSGACP00000022288	ENSMGAP00000011951
ENSGACP00000005259	ENSMGAP00000019405
ENSGACP00000012342	ENSMGAP00000016520
ENSGACP00000006944	ENSMGAP00000012987
ENSGACP00000005854	ENSMGAP00000009954
ENSGACP00000008914	ENSMGAP00000018077
ENSGACP00000022884	ENSMGAP00000007483
ENSGACP00000006340	ENSMGAP00000010210
ENSGACP00000020317	ENSMGAP00000010210
ENSGACP00000015023	ENSMGAP00000016210
ENSGACP00000015944	ENSMGAP00000012744
ENSGACP00000016043	ENSMGAP00000012346
ENSGACP00000013741	ENSMGAP00000018351
ENSGACP00000025456	ENSMGAP00000013971
ENSGACP00000008918	ENSMGAP00000019812
ENSGACP00000004181	ENSMGAP00000019812
ENSGACP00000000129	ENSMGAP00000011467
ENSGACP00000002608	ENSMGAP00000014401
ENSGACP00000008264	ENSMGAP00000014401
ENSGACP00000024320	ENSMGAP00000007449
ENSGACP00000002779	ENSMGAP00000012421
ENSGACP00000022830	ENSMGAP00000012421
ENSGACP00000002547	ENSMGAP00000001565
ENSGACP00000018847	ENSMGAP00000003127
ENSGACP00000018298	ENSMGAP00000003127
ENSGACP00000021042	ENSMGAP00000012432
