ENSGALP00000006197	ENSDARP00000074624
ENSGALP00000014754	ENSDARP00000036450
ENSGALP00000010768	ENSDARP00000007473
ENSGALP00000017818	ENSDARP00000087814
ENSGALP00000021525	ENSDARP00000120903
ENSGALP00000042229	ENSDARP00000093238
ENSGALP00000042833	ENSDARP00000108854
ENSGALP00000003996	ENSDARP00000052418
ENSGALP00000014417	ENSDARP00000119720
ENSGALP00000041794	ENSDARP00000110022
ENSGALP00000033269	ENSDARP00000109302
ENSGALP00000043022	ENSDARP00000107036
ENSGALP00000029850	ENSDARP00000044917
ENSGALP00000029850	ENSDARP00000011069
ENSGALP00000007541	ENSDARP00000043755
ENSGALP00000007541	ENSDARP00000112928
ENSGALP00000010654	ENSDARP00000111570
ENSGALP00000038993	ENSDARP00000050394
ENSGALP00000038993	ENSDARP00000040208
ENSGALP00000023737	ENSDARP00000074926
ENSGALP00000025098	ENSDARP00000093563
ENSGALP00000007542	ENSDARP00000041799
ENSGALP00000024798	ENSDARP00000021706
ENSGALP00000024824	ENSDARP00000121462
ENSGALP00000037020	ENSDARP00000075583
ENSGALP00000008426	ENSDARP00000123962
ENSGALP00000008426	ENSDARP00000003161
ENSGALP00000026790	ENSDARP00000110247
ENSGALP00000026790	ENSDARP00000102620
ENSGALP00000043141	ENSDARP00000098640
ENSGALP00000033127	ENSDARP00000089710
ENSGALP00000041809	ENSDARP00000085869
ENSGALP00000042022	ENSDARP00000127024
ENSGALP00000041925	ENSDARP00000105347
ENSGALP00000040916	ENSDARP00000054557
ENSGALP00000023230	ENSDARP00000013946
ENSGALP00000025741	ENSDARP00000000087
ENSGALP00000038763	ENSDARP00000110546
ENSGALP00000031142	ENSDARP00000022975
ENSGALP00000026645	ENSDARP00000098730
ENSGALP00000014539	ENSDARP00000070953
ENSGALP00000012203	ENSDARP00000051867
ENSGALP00000027497	ENSDARP00000020968
ENSGALP00000025714	ENSDARP00000034974
ENSGALP00000041819	ENSDARP00000105003
ENSGALP00000006605	ENSDARP00000052540
ENSGALP00000012746	ENSDARP00000055034
ENSGALP00000012746	ENSDARP00000095724
ENSGALP00000027744	ENSDARP00000089410
ENSGALP00000038042	ENSDARP00000116014
ENSGALP00000000926	ENSDARP00000000486
ENSGALP00000006943	ENSDARP00000076784
ENSGALP00000006943	ENSDARP00000059192
ENSGALP00000011972	ENSDARP00000102130
ENSGALP00000037602	ENSDARP00000101419
ENSGALP00000015476	ENSDARP00000104939
ENSGALP00000015476	ENSDARP00000008916
ENSGALP00000001377	ENSDARP00000027377
ENSGALP00000012826	ENSDARP00000116141
ENSGALP00000012826	ENSDARP00000103349
ENSGALP00000023131	ENSDARP00000040499
ENSGALP00000023131	ENSDARP00000067189
ENSGALP00000004028	ENSDARP00000007110
ENSGALP00000004028	ENSDARP00000041941
ENSGALP00000029405	ENSDARP00000026201
ENSGALP00000029405	ENSDARP00000116547
ENSGALP00000010560	ENSDARP00000052382
ENSGALP00000010560	ENSDARP00000036831
ENSGALP00000022745	ENSDARP00000114616
ENSGALP00000022745	ENSDARP00000122179
ENSGALP00000016821	ENSDARP00000128793
ENSGALP00000012708	ENSDARP00000102939
ENSGALP00000018401	ENSDARP00000126275
ENSGALP00000009016	ENSDARP00000111644
ENSGALP00000009016	ENSDARP00000073792
ENSGALP00000036515	ENSDARP00000042466
ENSGALP00000030528	ENSDARP00000112360
ENSGALP00000001531	ENSDARP00000105771
ENSGALP00000001531	ENSDARP00000091257
ENSGALP00000042497	ENSDARP00000124002
ENSGALP00000005957	ENSDARP00000106236
ENSGALP00000013341	ENSDARP00000108778
ENSGALP00000043420	ENSDARP00000125655
ENSGALP00000043420	ENSDARP00000063213
ENSGALP00000003395	ENSDARP00000064039
ENSGALP00000018906	ENSDARP00000061793
ENSGALP00000038276	ENSDARP00000082470
ENSGALP00000021156	ENSDARP00000082975
ENSGALP00000007381	ENSDARP00000045538
ENSGALP00000018192	ENSDARP00000082475
ENSGALP00000018192	ENSDARP00000126286
ENSGALP00000021097	ENSDARP00000117317
ENSGALP00000001044	ENSDARP00000083378
ENSGALP00000001044	ENSDARP00000022330
ENSGALP00000002990	ENSDARP00000115391
ENSGALP00000002990	ENSDARP00000113698
ENSGALP00000025573	ENSDARP00000083234
ENSGALP00000025573	ENSDARP00000112958
ENSGALP00000039053	ENSDARP00000126333
ENSGALP00000003229	ENSDARP00000039809
ENSGALP00000003229	ENSDARP00000032580
ENSGALP00000040101	ENSDARP00000101507
ENSGALP00000040101	ENSDARP00000082473
ENSGALP00000027141	ENSDARP00000099527
ENSGALP00000007635	ENSDARP00000105237
ENSGALP00000016765	ENSDARP00000073797
ENSGALP00000043203	ENSDARP00000075187
ENSGALP00000041708	ENSDARP00000093449
ENSGALP00000041708	ENSDARP00000074236
ENSGALP00000009307	ENSDARP00000046097
ENSGALP00000009307	ENSDARP00000117474
ENSGALP00000008226	ENSDARP00000014797
ENSGALP00000001812	ENSDARP00000120269
ENSGALP00000010513	ENSDARP00000090755
ENSGALP00000013154	ENSDARP00000115360
ENSGALP00000018326	ENSDARP00000102306
ENSGALP00000005284	ENSDARP00000085109
ENSGALP00000024163	ENSDARP00000012308
ENSGALP00000043304	ENSDARP00000114078
ENSGALP00000037865	ENSDARP00000108802
ENSGALP00000041607	ENSDARP00000096349
ENSGALP00000021739	ENSDARP00000004972
ENSGALP00000010375	ENSDARP00000052235
ENSGALP00000018495	ENSDARP00000061715
ENSGALP00000018495	ENSDARP00000100110
ENSGALP00000041960	ENSDARP00000093553
ENSGALP00000037211	ENSDARP00000122639
ENSGALP00000037211	ENSDARP00000096665
ENSGALP00000006636	ENSDARP00000011033
ENSGALP00000043061	ENSDARP00000022291
ENSGALP00000014846	ENSDARP00000100492
ENSGALP00000024119	ENSDARP00000034214
ENSGALP00000009389	ENSDARP00000129737
ENSGALP00000006154	ENSDARP00000017269
ENSGALP00000006688	ENSDARP00000041696
ENSGALP00000024180	ENSDARP00000123888
ENSGALP00000010524	ENSDARP00000115909
ENSGALP00000026839	ENSDARP00000120039
ENSGALP00000000634	ENSDARP00000096251
ENSGALP00000003130	ENSDARP00000089117
ENSGALP00000003130	ENSDARP00000068184
ENSGALP00000002472	ENSDARP00000109528
ENSGALP00000040424	ENSDARP00000038728
ENSGALP00000007463	ENSDARP00000122687
ENSGALP00000004727	ENSDARP00000116595
ENSGALP00000018266	ENSDARP00000026057
ENSGALP00000002194	ENSDARP00000099551
ENSGALP00000024458	ENSDARP00000066586
ENSGALP00000026260	ENSDARP00000111671
ENSGALP00000009051	ENSDARP00000039584
ENSGALP00000024971	ENSDARP00000023457
ENSGALP00000026313	ENSDARP00000025618
ENSGALP00000009607	ENSDARP00000112236
ENSGALP00000010351	ENSDARP00000106872
ENSGALP00000041292	ENSDARP00000088726
ENSGALP00000041292	ENSDARP00000072406
ENSGALP00000026386	ENSDARP00000099083
ENSGALP00000027898	ENSDARP00000014696
ENSGALP00000036161	ENSDARP00000076788
ENSGALP00000037858	ENSDARP00000060534
ENSGALP00000037856	ENSDARP00000070035
ENSGALP00000009017	ENSDARP00000122750
ENSGALP00000006416	ENSDARP00000121373
ENSGALP00000009025	ENSDARP00000046171
ENSGALP00000009972	ENSDARP00000041348
ENSGALP00000009972	ENSDARP00000105491
ENSGALP00000004962	ENSDARP00000007921
ENSGALP00000007518	ENSDARP00000120417
ENSGALP00000005387	ENSDARP00000118941
ENSGALP00000020023	ENSDARP00000079754
ENSGALP00000006783	ENSDARP00000108779
ENSGALP00000013967	ENSDARP00000112670
ENSGALP00000021731	ENSDARP00000059000
ENSGALP00000021561	ENSDARP00000040270
ENSGALP00000039761	ENSDARP00000069601
ENSGALP00000024087	ENSDARP00000085454
ENSGALP00000003607	ENSDARP00000080725
ENSGALP00000024565	ENSDARP00000129340
ENSGALP00000024565	ENSDARP00000093755
ENSGALP00000007597	ENSDARP00000065547
ENSGALP00000007596	ENSDARP00000110640
ENSGALP00000043025	ENSDARP00000078363
ENSGALP00000042580	ENSDARP00000116485
ENSGALP00000042580	ENSDARP00000076378
ENSGALP00000027601	ENSDARP00000110799
ENSGALP00000023383	ENSDARP00000104009
ENSGALP00000013100	ENSDARP00000120463
ENSGALP00000010906	ENSDARP00000073031
ENSGALP00000043283	ENSDARP00000055439
ENSGALP00000043283	ENSDARP00000013553
ENSGALP00000005928	ENSDARP00000123096
ENSGALP00000025597	ENSDARP00000080009
ENSGALP00000002377	ENSDARP00000088095
ENSGALP00000027479	ENSDARP00000031658
ENSGALP00000007959	ENSDARP00000124896
ENSGALP00000007959	ENSDARP00000121803
ENSGALP00000038375	ENSDARP00000097560
ENSGALP00000002385	ENSDARP00000099768
ENSGALP00000006589	ENSDARP00000052538
ENSGALP00000004265	ENSDARP00000126580
ENSGALP00000004265	ENSDARP00000053510
ENSGALP00000008213	ENSDARP00000083447
ENSGALP00000008213	ENSDARP00000099263
ENSGALP00000009037	ENSDARP00000052417
ENSGALP00000024774	ENSDARP00000069164
ENSGALP00000024774	ENSDARP00000050036
ENSGALP00000004767	ENSDARP00000002331
ENSGALP00000039014	ENSDARP00000012677
ENSGALP00000004261	ENSDARP00000041624
ENSGALP00000009302	ENSDARP00000106839
ENSGALP00000004750	ENSDARP00000125084
ENSGALP00000036997	ENSDARP00000038141
ENSGALP00000012818	ENSDARP00000110378
ENSGALP00000012809	ENSDARP00000016537
ENSGALP00000015122	ENSDARP00000021860
ENSGALP00000018177	ENSDARP00000027417
ENSGALP00000041273	ENSDARP00000128728
ENSGALP00000041273	ENSDARP00000121964
ENSGALP00000037032	ENSDARP00000117165
ENSGALP00000041990	ENSDARP00000129871
ENSGALP00000041990	ENSDARP00000110192
ENSGALP00000011728	ENSDARP00000122140
ENSGALP00000016274	ENSDARP00000100587
ENSGALP00000027741	ENSDARP00000009077
ENSGALP00000019801	ENSDARP00000069063
ENSGALP00000041732	ENSDARP00000003666
ENSGALP00000001632	ENSDARP00000109559
ENSGALP00000001632	ENSDARP00000023816
ENSGALP00000002520	ENSDARP00000027643
ENSGALP00000009314	ENSDARP00000105058
ENSGALP00000005971	ENSDARP00000057288
ENSGALP00000005971	ENSDARP00000011243
ENSGALP00000038670	ENSDARP00000126089
ENSGALP00000019412	ENSDARP00000044056
ENSGALP00000029589	ENSDARP00000121708
ENSGALP00000006939	ENSDARP00000096118
ENSGALP00000004186	ENSDARP00000092551
ENSGALP00000004186	ENSDARP00000124670
ENSGALP00000013359	ENSDARP00000117628
ENSGALP00000023584	ENSDARP00000111987
ENSGALP00000023584	ENSDARP00000009513
ENSGALP00000011318	ENSDARP00000059975
ENSGALP00000033285	ENSDARP00000116750
ENSGALP00000003259	ENSDARP00000111061
ENSGALP00000036481	ENSDARP00000013317
ENSGALP00000006799	ENSDARP00000112924
ENSGALP00000025225	ENSDARP00000120982
ENSGALP00000038239	ENSDARP00000026313
ENSGALP00000013860	ENSDARP00000107308
ENSGALP00000004130	ENSDARP00000104454
ENSGALP00000005377	ENSDARP00000003080
ENSGALP00000000871	ENSDARP00000124484
ENSGALP00000012673	ENSDARP00000068397
ENSGALP00000000992	ENSDARP00000093624
ENSGALP00000000688	ENSDARP00000105877
ENSGALP00000004409	ENSDARP00000050482
ENSGALP00000004756	ENSDARP00000116209
ENSGALP00000011986	ENSDARP00000090275
ENSGALP00000027125	ENSDARP00000126755
ENSGALP00000010511	ENSDARP00000091102
ENSGALP00000010511	ENSDARP00000022674
ENSGALP00000042191	ENSDARP00000106731
ENSGALP00000013544	ENSDARP00000052324
ENSGALP00000042757	ENSDARP00000038014
ENSGALP00000000909	ENSDARP00000084665
ENSGALP00000015433	ENSDARP00000107141
ENSGALP00000013457	ENSDARP00000078824
ENSGALP00000004263	ENSDARP00000124225
ENSGALP00000004263	ENSDARP00000052112
ENSGALP00000001166	ENSDARP00000088455
ENSGALP00000001166	ENSDARP00000083466
ENSGALP00000002898	ENSDARP00000103690
ENSGALP00000002898	ENSDARP00000093055
ENSGALP00000012895	ENSDARP00000012462
ENSGALP00000042721	ENSDARP00000005494
ENSGALP00000042721	ENSDARP00000122550
ENSGALP00000011783	ENSDARP00000079201
ENSGALP00000041391	ENSDARP00000022566
ENSGALP00000041391	ENSDARP00000125099
ENSGALP00000022830	ENSDARP00000013158
ENSGALP00000022830	ENSDARP00000115254
ENSGALP00000035597	ENSDARP00000091701
ENSGALP00000001491	ENSDARP00000089356
ENSGALP00000001491	ENSDARP00000128601
ENSGALP00000018358	ENSDARP00000085243
ENSGALP00000042427	ENSDARP00000078673
ENSGALP00000042427	ENSDARP00000009558
ENSGALP00000019319	ENSDARP00000094308
ENSGALP00000019319	ENSDARP00000091095
ENSGALP00000002705	ENSDARP00000122248
ENSGALP00000002705	ENSDARP00000082682
ENSGALP00000023952	ENSDARP00000103443
ENSGALP00000038157	ENSDARP00000064731
ENSGALP00000038157	ENSDARP00000125710
ENSGALP00000009790	ENSDARP00000124730
ENSGALP00000040921	ENSDARP00000113837
ENSGALP00000042133	ENSDARP00000108471
ENSGALP00000028003	ENSDARP00000095305
ENSGALP00000014363	ENSDARP00000095266
ENSGALP00000020056	ENSDARP00000100237
ENSGALP00000037718	ENSDARP00000006945
ENSGALP00000037718	ENSDARP00000111576
ENSGALP00000017464	ENSDARP00000057381
ENSGALP00000012820	ENSDARP00000076579
ENSGALP00000012820	ENSDARP00000101038
ENSGALP00000008240	ENSDARP00000005919
ENSGALP00000008208	ENSDARP00000100955
ENSGALP00000022972	ENSDARP00000099126
ENSGALP00000004206	ENSDARP00000093653
ENSGALP00000009466	ENSDARP00000054365
ENSGALP00000001542	ENSDARP00000100705
ENSGALP00000016993	ENSDARP00000073916
ENSGALP00000033790	ENSDARP00000113598
ENSGALP00000012464	ENSDARP00000056168
ENSGALP00000014498	ENSDARP00000068710
ENSGALP00000014498	ENSDARP00000122566
ENSGALP00000014231	ENSDARP00000117098
ENSGALP00000014231	ENSDARP00000123385
ENSGALP00000038121	ENSDARP00000115481
ENSGALP00000003897	ENSDARP00000062533
ENSGALP00000017762	ENSDARP00000100407
ENSGALP00000031320	ENSDARP00000087462
ENSGALP00000040771	ENSDARP00000089753
ENSGALP00000041494	ENSDARP00000065158
ENSGALP00000041055	ENSDARP00000065816
ENSGALP00000036048	ENSDARP00000076317
ENSGALP00000036653	ENSDARP00000105952
ENSGALP00000029768	ENSDARP00000117781
ENSGALP00000010779	ENSDARP00000044802
ENSGALP00000015140	ENSDARP00000082618
ENSGALP00000015140	ENSDARP00000061835
ENSGALP00000006411	ENSDARP00000101376
ENSGALP00000004660	ENSDARP00000100403
ENSGALP00000005210	ENSDARP00000087992
ENSGALP00000001554	ENSDARP00000107301
ENSGALP00000042583	ENSDARP00000007407
ENSGALP00000014766	ENSDARP00000124812
ENSGALP00000014766	ENSDARP00000037012
ENSGALP00000014791	ENSDARP00000125098
ENSGALP00000012257	ENSDARP00000007263
ENSGALP00000027596	ENSDARP00000027394
ENSGALP00000022149	ENSDARP00000053924
ENSGALP00000022149	ENSDARP00000108523
ENSGALP00000006169	ENSDARP00000109082
ENSGALP00000005009	ENSDARP00000077996
ENSGALP00000021747	ENSDARP00000092529
ENSGALP00000026824	ENSDARP00000126910
ENSGALP00000005240	ENSDARP00000110380
ENSGALP00000025304	ENSDARP00000071352
ENSGALP00000026309	ENSDARP00000059169
ENSGALP00000004083	ENSDARP00000001284
ENSGALP00000025911	ENSDARP00000070258
ENSGALP00000025911	ENSDARP00000004218
ENSGALP00000015955	ENSDARP00000109514
ENSGALP00000015954	ENSDARP00000015855
ENSGALP00000015954	ENSDARP00000005710
ENSGALP00000006433	ENSDARP00000077743
ENSGALP00000006433	ENSDARP00000050550
ENSGALP00000003423	ENSDARP00000096384
ENSGALP00000023810	ENSDARP00000117401
ENSGALP00000002193	ENSDARP00000115841
ENSGALP00000015070	ENSDARP00000076775
ENSGALP00000042568	ENSDARP00000093921
ENSGALP00000042568	ENSDARP00000067695
ENSGALP00000042845	ENSDARP00000005174
ENSGALP00000042845	ENSDARP00000094573
ENSGALP00000015069	ENSDARP00000076780
ENSGALP00000037896	ENSDARP00000109229
ENSGALP00000001945	ENSDARP00000007852
ENSGALP00000041973	ENSDARP00000105244
ENSGALP00000029264	ENSDARP00000076790
ENSGALP00000002343	ENSDARP00000072890
ENSGALP00000015076	ENSDARP00000076768
ENSGALP00000036868	ENSDARP00000035494
ENSGALP00000036868	ENSDARP00000090718
ENSGALP00000042621	ENSDARP00000044908
ENSGALP00000011713	ENSDARP00000080428
ENSGALP00000032039	ENSDARP00000114803
ENSGALP00000009974	ENSDARP00000096545
ENSGALP00000009974	ENSDARP00000073643
ENSGALP00000025060	ENSDARP00000014011
ENSGALP00000000619	ENSDARP00000122978
ENSGALP00000041133	ENSDARP00000048280
ENSGALP00000009731	ENSDARP00000073546
ENSGALP00000018912	ENSDARP00000115167
ENSGALP00000016000	ENSDARP00000020452
ENSGALP00000039459	ENSDARP00000073991
ENSGALP00000018451	ENSDARP00000109162
ENSGALP00000037901	ENSDARP00000030937
ENSGALP00000027454	ENSDARP00000102461
ENSGALP00000027455	ENSDARP00000076241
ENSGALP00000002557	ENSDARP00000058727
ENSGALP00000020171	ENSDARP00000048738
ENSGALP00000018169	ENSDARP00000023810
ENSGALP00000013322	ENSDARP00000085610
ENSGALP00000024860	ENSDARP00000120509
ENSGALP00000041852	ENSDARP00000083574
ENSGALP00000029644	ENSDARP00000079688
ENSGALP00000027426	ENSDARP00000013495
ENSGALP00000038403	ENSDARP00000056771
ENSGALP00000024125	ENSDARP00000104375
ENSGALP00000024125	ENSDARP00000090506
ENSGALP00000024124	ENSDARP00000078547
ENSGALP00000037768	ENSDARP00000103414
ENSGALP00000037768	ENSDARP00000108581
ENSGALP00000026875	ENSDARP00000072403
ENSGALP00000041537	ENSDARP00000063752
ENSGALP00000041537	ENSDARP00000030390
ENSGALP00000017224	ENSDARP00000126523
ENSGALP00000017399	ENSDARP00000070273
ENSGALP00000023352	ENSDARP00000125918
ENSGALP00000010520	ENSDARP00000041141
ENSGALP00000010520	ENSDARP00000125036
ENSGALP00000020445	ENSDARP00000114437
ENSGALP00000020445	ENSDARP00000124366
ENSGALP00000012485	ENSDARP00000126705
ENSGALP00000023094	ENSDARP00000108118
ENSGALP00000018639	ENSDARP00000101702
ENSGALP00000021076	ENSDARP00000114471
ENSGALP00000021076	ENSDARP00000081883
ENSGALP00000009947	ENSDARP00000077765
ENSGALP00000032704	ENSDARP00000077762
ENSGALP00000007267	ENSDARP00000113341
ENSGALP00000007267	ENSDARP00000120833
ENSGALP00000008451	ENSDARP00000006449
ENSGALP00000008511	ENSDARP00000054551
ENSGALP00000021078	ENSDARP00000088269
ENSGALP00000021078	ENSDARP00000026011
ENSGALP00000023789	ENSDARP00000104608
ENSGALP00000018388	ENSDARP00000102300
ENSGALP00000011656	ENSDARP00000104331
ENSGALP00000022341	ENSDARP00000111256
ENSGALP00000022341	ENSDARP00000055487
ENSGALP00000036136	ENSDARP00000103184
ENSGALP00000008445	ENSDARP00000104309
ENSGALP00000018412	ENSDARP00000016699
ENSGALP00000014173	ENSDARP00000106400
ENSGALP00000000102	ENSDARP00000068701
ENSGALP00000026254	ENSDARP00000028536
ENSGALP00000002103	ENSDARP00000083373
ENSGALP00000040049	ENSDARP00000074605
ENSGALP00000006458	ENSDARP00000115605
ENSGALP00000040195	ENSDARP00000096874
ENSGALP00000040195	ENSDARP00000056809
ENSGALP00000014481	ENSDARP00000056895
ENSGALP00000002967	ENSDARP00000115536
ENSGALP00000027933	ENSDARP00000114599
ENSGALP00000042663	ENSDARP00000129091
ENSGALP00000041358	ENSDARP00000110752
ENSGALP00000041358	ENSDARP00000111572
ENSGALP00000010453	ENSDARP00000110841
ENSGALP00000010453	ENSDARP00000108675
ENSGALP00000040870	ENSDARP00000093481
ENSGALP00000015365	ENSDARP00000068814
ENSGALP00000010737	ENSDARP00000108656
ENSGALP00000010737	ENSDARP00000057317
ENSGALP00000043261	ENSDARP00000099047
ENSGALP00000042653	ENSDARP00000105961
ENSGALP00000037562	ENSDARP00000095269
ENSGALP00000034265	ENSDARP00000112052
ENSGALP00000034265	ENSDARP00000102987
ENSGALP00000005865	ENSDARP00000024037
ENSGALP00000037153	ENSDARP00000065663
ENSGALP00000013956	ENSDARP00000005408
ENSGALP00000023935	ENSDARP00000103503
ENSGALP00000023935	ENSDARP00000097778
ENSGALP00000018757	ENSDARP00000095098
ENSGALP00000015425	ENSDARP00000015526
ENSGALP00000018736	ENSDARP00000041292
ENSGALP00000000416	ENSDARP00000084386
ENSGALP00000000416	ENSDARP00000117964
ENSGALP00000026069	ENSDARP00000077468
ENSGALP00000000760	ENSDARP00000129610
ENSGALP00000036079	ENSDARP00000091428
ENSGALP00000036079	ENSDARP00000091381
ENSGALP00000006403	ENSDARP00000065680
ENSGALP00000014593	ENSDARP00000127116
ENSGALP00000016113	ENSDARP00000107804
ENSGALP00000002319	ENSDARP00000099327
ENSGALP00000025593	ENSDARP00000128902
ENSGALP00000017204	ENSDARP00000087592
ENSGALP00000033698	ENSDARP00000074697
ENSGALP00000026938	ENSDARP00000021281
ENSGALP00000030898	ENSDARP00000098720
ENSGALP00000024408	ENSDARP00000031910
ENSGALP00000043233	ENSDARP00000093088
ENSGALP00000019862	ENSDARP00000057760
ENSGALP00000003608	ENSDARP00000071634
ENSGALP00000042892	ENSDARP00000123655
ENSGALP00000017480	ENSDARP00000069184
ENSGALP00000027074	ENSDARP00000129008
ENSGALP00000027074	ENSDARP00000030023
ENSGALP00000041535	ENSDARP00000074910
ENSGALP00000021895	ENSDARP00000101854
ENSGALP00000021895	ENSDARP00000122259
ENSGALP00000017982	ENSDARP00000023072
ENSGALP00000043067	ENSDARP00000118498
ENSGALP00000041773	ENSDARP00000072928
ENSGALP00000037900	ENSDARP00000093704
ENSGALP00000035668	ENSDARP00000017531
ENSGALP00000001804	ENSDARP00000096438
ENSGALP00000017534	ENSDARP00000059953
ENSGALP00000017534	ENSDARP00000083051
ENSGALP00000032639	ENSDARP00000076765
ENSGALP00000039809	ENSDARP00000094030
ENSGALP00000012416	ENSDARP00000086646
ENSGALP00000020833	ENSDARP00000022649
ENSGALP00000026226	ENSDARP00000019985
ENSGALP00000000168	ENSDARP00000082925
ENSGALP00000000168	ENSDARP00000067101
ENSGALP00000009606	ENSDARP00000076657
ENSGALP00000042491	ENSDARP00000037833
ENSGALP00000010076	ENSDARP00000061859
ENSGALP00000004992	ENSDARP00000055378
ENSGALP00000002750	ENSDARP00000003126
ENSGALP00000020289	ENSDARP00000069635
ENSGALP00000014334	ENSDARP00000013686
ENSGALP00000014334	ENSDARP00000107417
ENSGALP00000003177	ENSDARP00000127117
ENSGALP00000021682	ENSDARP00000092005
ENSGALP00000021682	ENSDARP00000087435
ENSGALP00000030727	ENSDARP00000045478
ENSGALP00000023561	ENSDARP00000075119
ENSGALP00000023561	ENSDARP00000073004
ENSGALP00000011063	ENSDARP00000080338
ENSGALP00000006848	ENSDARP00000105517
ENSGALP00000042075	ENSDARP00000016769
ENSGALP00000042075	ENSDARP00000121161
ENSGALP00000042359	ENSDARP00000041860
ENSGALP00000010643	ENSDARP00000067036
ENSGALP00000021026	ENSDARP00000123473
ENSGALP00000003054	ENSDARP00000100090
ENSGALP00000003054	ENSDARP00000048364
ENSGALP00000008437	ENSDARP00000049991
ENSGALP00000008437	ENSDARP00000003622
ENSGALP00000022778	ENSDARP00000119740
ENSGALP00000018621	ENSDARP00000049436
ENSGALP00000038574	ENSDARP00000099367
ENSGALP00000038574	ENSDARP00000076092
ENSGALP00000012119	ENSDARP00000072407
ENSGALP00000020194	ENSDARP00000076387
ENSGALP00000027620	ENSDARP00000102587
ENSGALP00000011881	ENSDARP00000105868
ENSGALP00000011881	ENSDARP00000108825
ENSGALP00000037001	ENSDARP00000106947
ENSGALP00000008781	ENSDARP00000115172
ENSGALP00000043362	ENSDARP00000027635
ENSGALP00000043362	ENSDARP00000126762
ENSGALP00000016241	ENSDARP00000032142
ENSGALP00000019314	ENSDARP00000023215
ENSGALP00000023048	ENSDARP00000093421
ENSGALP00000042743	ENSDARP00000094132
ENSGALP00000042335	ENSDARP00000046359
ENSGALP00000042335	ENSDARP00000019782
ENSGALP00000004845	ENSDARP00000106826
ENSGALP00000000876	ENSDARP00000039143
ENSGALP00000023941	ENSDARP00000041228
ENSGALP00000023941	ENSDARP00000018865
ENSGALP00000042960	ENSDARP00000039596
ENSGALP00000019528	ENSDARP00000021241
ENSGALP00000042314	ENSDARP00000056576
ENSGALP00000004144	ENSDARP00000094267
ENSGALP00000004144	ENSDARP00000118064
ENSGALP00000008533	ENSDARP00000093236
ENSGALP00000023586	ENSDARP00000023327
ENSGALP00000025419	ENSDARP00000060938
ENSGALP00000002138	ENSDARP00000128297
ENSGALP00000002138	ENSDARP00000120003
ENSGALP00000011941	ENSDARP00000097538
ENSGALP00000015577	ENSDARP00000098307
ENSGALP00000008559	ENSDARP00000023956
ENSGALP00000023740	ENSDARP00000012936
ENSGALP00000002345	ENSDARP00000099288
ENSGALP00000018965	ENSDARP00000078846
ENSGALP00000009639	ENSDARP00000103386
ENSGALP00000009639	ENSDARP00000100609
ENSGALP00000007126	ENSDARP00000100355
ENSGALP00000011434	ENSDARP00000100254
ENSGALP00000042509	ENSDARP00000081780
ENSGALP00000006805	ENSDARP00000040378
ENSGALP00000017065	ENSDARP00000068841
ENSGALP00000042507	ENSDARP00000037624
ENSGALP00000026061	ENSDARP00000098905
ENSGALP00000009015	ENSDARP00000055138
ENSGALP00000043411	ENSDARP00000081152
ENSGALP00000039315	ENSDARP00000081777
ENSGALP00000003116	ENSDARP00000046950
ENSGALP00000032803	ENSDARP00000062692
ENSGALP00000041653	ENSDARP00000129596
ENSGALP00000041653	ENSDARP00000075984
ENSGALP00000002547	ENSDARP00000103749
ENSGALP00000036849	ENSDARP00000115700
ENSGALP00000008307	ENSDARP00000002692
ENSGALP00000008307	ENSDARP00000049588
ENSGALP00000004011	ENSDARP00000120854
ENSGALP00000035064	ENSDARP00000047843
ENSGALP00000035064	ENSDARP00000091007
ENSGALP00000043268	ENSDARP00000122378
ENSGALP00000043268	ENSDARP00000031878
ENSGALP00000007904	ENSDARP00000129072
ENSGALP00000027157	ENSDARP00000075954
ENSGALP00000009317	ENSDARP00000128470
ENSGALP00000013202	ENSDARP00000068317
ENSGALP00000042245	ENSDARP00000027281
ENSGALP00000030293	ENSDARP00000111997
ENSGALP00000018243	ENSDARP00000019894
ENSGALP00000018243	ENSDARP00000100904
ENSGALP00000042596	ENSDARP00000082031
ENSGALP00000038878	ENSDARP00000103794
ENSGALP00000006240	ENSDARP00000123601
ENSGALP00000017302	ENSDARP00000106805
ENSGALP00000017302	ENSDARP00000102543
ENSGALP00000017321	ENSDARP00000100078
ENSGALP00000000554	ENSDARP00000103323
ENSGALP00000003563	ENSDARP00000088904
ENSGALP00000003563	ENSDARP00000022485
ENSGALP00000003540	ENSDARP00000028820
ENSGALP00000043413	ENSDARP00000075626
ENSGALP00000024036	ENSDARP00000118742
ENSGALP00000000899	ENSDARP00000115156
ENSGALP00000010104	ENSDARP00000128127
ENSGALP00000043444	ENSDARP00000079774
ENSGALP00000026353	ENSDARP00000058940
ENSGALP00000026353	ENSDARP00000052077
ENSGALP00000026557	ENSDARP00000109305
ENSGALP00000026557	ENSDARP00000030003
ENSGALP00000012225	ENSDARP00000094847
ENSGALP00000019897	ENSDARP00000110552
ENSGALP00000009588	ENSDARP00000038002
ENSGALP00000008470	ENSDARP00000012991
ENSGALP00000008470	ENSDARP00000057021
ENSGALP00000034499	ENSDARP00000019977
ENSGALP00000042558	ENSDARP00000020242
ENSGALP00000029794	ENSDARP00000065566
ENSGALP00000020720	ENSDARP00000061785
ENSGALP00000003327	ENSDARP00000046953
