ENSORLP00000017023	ENSMUSP00000034074
ENSORLP00000014647	ENSMUSP00000096755
ENSORLP00000006304	ENSMUSP00000100013
ENSORLP00000010028	ENSMUSP00000025003
ENSORLP00000018288	ENSMUSP00000039466
ENSORLP00000023248	ENSMUSP00000000579
ENSORLP00000009985	ENSMUSP00000000579
ENSORLP00000012169	ENSMUSP00000021603
ENSORLP00000002502	ENSMUSP00000064719
ENSORLP00000008990	ENSMUSP00000020759
ENSORLP00000012044	ENSMUSP00000074340
ENSORLP00000016216	ENSMUSP00000048334
ENSORLP00000014162	ENSMUSP00000048334
ENSORLP00000002980	ENSMUSP00000054583
ENSORLP00000014022	ENSMUSP00000054583
ENSORLP00000014796	ENSMUSP00000130131
ENSORLP00000016405	ENSMUSP00000038366
ENSORLP00000008767	ENSMUSP00000102340
ENSORLP00000005469	ENSMUSP00000030897
ENSORLP00000009080	ENSMUSP00000080214
ENSORLP00000020882	ENSMUSP00000105883
ENSORLP00000000411	ENSMUSP00000037536
ENSORLP00000018753	ENSMUSP00000130840
ENSORLP00000003547	ENSMUSP00000060247
ENSORLP00000003193	ENSMUSP00000060247
ENSORLP00000002685	ENSMUSP00000092277
ENSORLP00000000186	ENSMUSP00000100737
ENSORLP00000002056	ENSMUSP00000025374
ENSORLP00000005583	ENSMUSP00000060798
ENSORLP00000019874	ENSMUSP00000135113
ENSORLP00000013261	ENSMUSP00000077354
ENSORLP00000002763	ENSMUSP00000136147
ENSORLP00000014627	ENSMUSP00000114173
ENSORLP00000015919	ENSMUSP00000124738
ENSORLP00000016575	ENSMUSP00000104056
ENSORLP00000008856	ENSMUSP00000104056
ENSORLP00000017880	ENSMUSP00000135115
ENSORLP00000016430	ENSMUSP00000113806
ENSORLP00000021242	ENSMUSP00000088774
ENSORLP00000013061	ENSMUSP00000113424
ENSORLP00000002436	ENSMUSP00000057796
ENSORLP00000002165	ENSMUSP00000108683
ENSORLP00000014090	ENSMUSP00000099468
ENSORLP00000010693	ENSMUSP00000034396
ENSORLP00000013666	ENSMUSP00000015358
ENSORLP00000025535	ENSMUSP00000125798
ENSORLP00000008676	ENSMUSP00000022563
ENSORLP00000012633	ENSMUSP00000043851
ENSORLP00000010059	ENSMUSP00000032736
ENSORLP00000020382	ENSMUSP00000062341
ENSORLP00000009462	ENSMUSP00000045856
ENSORLP00000012617	ENSMUSP00000080751
ENSORLP00000006921	ENSMUSP00000138958
ENSORLP00000004047	ENSMUSP00000098235
ENSORLP00000006872	ENSMUSP00000098235
ENSORLP00000017331	ENSMUSP00000000049
ENSORLP00000017341	ENSMUSP00000000049
ENSORLP00000010640	ENSMUSP00000076533
ENSORLP00000012465	ENSMUSP00000073616
ENSORLP00000007307	ENSMUSP00000073616
ENSORLP00000008535	ENSMUSP00000064048
ENSORLP00000018576	ENSMUSP00000064048
ENSORLP00000011060	ENSMUSP00000138350
ENSORLP00000014115	ENSMUSP00000126279
ENSORLP00000025714	ENSMUSP00000030741
ENSORLP00000010471	ENSMUSP00000030741
ENSORLP00000021938	ENSMUSP00000001878
ENSORLP00000009912	ENSMUSP00000051003
ENSORLP00000009534	ENSMUSP00000040920
ENSORLP00000006348	ENSMUSP00000040920
ENSORLP00000021941	ENSMUSP00000122582
ENSORLP00000021943	ENSMUSP00000062412
ENSORLP00000009549	ENSMUSP00000046939
ENSORLP00000021315	ENSMUSP00000000010
ENSORLP00000021948	ENSMUSP00000058490
ENSORLP00000006355	ENSMUSP00000039170
ENSORLP00000009523	ENSMUSP00000039170
ENSORLP00000021307	ENSMUSP00000056315
ENSORLP00000009904	ENSMUSP00000001700
ENSORLP00000009838	ENSMUSP00000029941
ENSORLP00000006969	ENSMUSP00000029941
ENSORLP00000008528	ENSMUSP00000047173
ENSORLP00000018629	ENSMUSP00000083709
ENSORLP00000007259	ENSMUSP00000068529
ENSORLP00000020959	ENSMUSP00000025601
ENSORLP00000016842	ENSMUSP00000103839
ENSORLP00000008624	ENSMUSP00000101944
ENSORLP00000008458	ENSMUSP00000032908
ENSORLP00000005550	ENSMUSP00000017549
ENSORLP00000015315	ENSMUSP00000027931
ENSORLP00000000545	ENSMUSP00000034065
ENSORLP00000010336	ENSMUSP00000126705
ENSORLP00000011161	ENSMUSP00000106151
ENSORLP00000006162	ENSMUSP00000037978
ENSORLP00000000639	ENSMUSP00000036053
ENSORLP00000012395	ENSMUSP00000036053
ENSORLP00000019107	ENSMUSP00000011733
ENSORLP00000014853	ENSMUSP00000128509
ENSORLP00000011345	ENSMUSP00000055564
ENSORLP00000002728	ENSMUSP00000022185
ENSORLP00000012252	ENSMUSP00000061754
ENSORLP00000002716	ENSMUSP00000022182
ENSORLP00000012243	ENSMUSP00000022182
ENSORLP00000022742	ENSMUSP00000021729
ENSORLP00000001770	ENSMUSP00000061243
ENSORLP00000016974	ENSMUSP00000087756
ENSORLP00000000960	ENSMUSP00000087756
ENSORLP00000020299	ENSMUSP00000016771
ENSORLP00000000607	ENSMUSP00000016771
ENSORLP00000017257	ENSMUSP00000074632
ENSORLP00000016927	ENSMUSP00000052078
ENSORLP00000004771	ENSMUSP00000052055
ENSORLP00000002819	ENSMUSP00000066015
ENSORLP00000002833	ENSMUSP00000113603
ENSORLP00000019032	ENSMUSP00000117326
ENSORLP00000017280	ENSMUSP00000130851
ENSORLP00000003404	ENSMUSP00000057956
ENSORLP00000013950	ENSMUSP00000101659
ENSORLP00000007699	ENSMUSP00000066864
ENSORLP00000015499	ENSMUSP00000066005
ENSORLP00000020410	ENSMUSP00000066005
ENSORLP00000010236	ENSMUSP00000108321
ENSORLP00000015827	ENSMUSP00000108321
ENSORLP00000015798	ENSMUSP00000092210
ENSORLP00000001587	ENSMUSP00000034339
ENSORLP00000024625	ENSMUSP00000028059
ENSORLP00000015402	ENSMUSP00000002603
ENSORLP00000012353	ENSMUSP00000109048
ENSORLP00000006043	ENSMUSP00000040847
ENSORLP00000014103	ENSMUSP00000027560
ENSORLP00000004946	ENSMUSP00000038170
ENSORLP00000012703	ENSMUSP00000038170
ENSORLP00000000922	ENSMUSP00000101428
ENSORLP00000009158	ENSMUSP00000021932
ENSORLP00000002082	ENSMUSP00000021932
ENSORLP00000018652	ENSMUSP00000005620
ENSORLP00000008782	ENSMUSP00000005620
ENSORLP00000010782	ENSMUSP00000081712
ENSORLP00000011351	ENSMUSP00000059074
ENSORLP00000008622	ENSMUSP00000113414
ENSORLP00000020170	ENSMUSP00000080796
ENSORLP00000024653	ENSMUSP00000020118
ENSORLP00000017433	ENSMUSP00000042625
ENSORLP00000008234	ENSMUSP00000025025
ENSORLP00000014226	ENSMUSP00000033930
ENSORLP00000003800	ENSMUSP00000028846
ENSORLP00000004994	ENSMUSP00000136377
ENSORLP00000018514	ENSMUSP00000136377
ENSORLP00000004543	ENSMUSP00000112919
ENSORLP00000006984	ENSMUSP00000112919
ENSORLP00000007222	ENSMUSP00000131684
ENSORLP00000008952	ENSMUSP00000027929
ENSORLP00000001329	ENSMUSP00000027929
ENSORLP00000022431	ENSMUSP00000082017
ENSORLP00000002001	ENSMUSP00000082862
ENSORLP00000000548	ENSMUSP00000082862
ENSORLP00000019801	ENSMUSP00000121032
ENSORLP00000009359	ENSMUSP00000038761
ENSORLP00000011053	ENSMUSP00000024839
ENSORLP00000014001	ENSMUSP00000099636
ENSORLP00000015701	ENSMUSP00000020899
ENSORLP00000006096	ENSMUSP00000026068
ENSORLP00000013282	ENSMUSP00000128127
ENSORLP00000000934	ENSMUSP00000040405
ENSORLP00000015345	ENSMUSP00000024880
ENSORLP00000019586	ENSMUSP00000063542
ENSORLP00000008699	ENSMUSP00000022338
ENSORLP00000024036	ENSMUSP00000079289
ENSORLP00000001014	ENSMUSP00000027809
ENSORLP00000006278	ENSMUSP00000000964
ENSORLP00000021337	ENSMUSP00000019117
ENSORLP00000015484	ENSMUSP00000019117
ENSORLP00000006289	ENSMUSP00000014848
ENSORLP00000021335	ENSMUSP00000098092
ENSORLP00000006298	ENSMUSP00000110077
ENSORLP00000021331	ENSMUSP00000091476
ENSORLP00000021951	ENSMUSP00000051355
ENSORLP00000011009	ENSMUSP00000082729
ENSORLP00000008364	ENSMUSP00000069728
ENSORLP00000014856	ENSMUSP00000051158
ENSORLP00000020903	ENSMUSP00000043587
ENSORLP00000006363	ENSMUSP00000031787
ENSORLP00000021937	ENSMUSP00000134131
ENSORLP00000014690	ENSMUSP00000009143
ENSORLP00000008204	ENSMUSP00000126999
ENSORLP00000012427	ENSMUSP00000012281
ENSORLP00000019448	ENSMUSP00000032125
ENSORLP00000009608	ENSMUSP00000032125
ENSORLP00000025156	ENSMUSP00000098286
ENSORLP00000025626	ENSMUSP00000062884
ENSORLP00000009855	ENSMUSP00000062884
ENSORLP00000003714	ENSMUSP00000048079
ENSORLP00000016673	ENSMUSP00000073720
ENSORLP00000012259	ENSMUSP00000028836
ENSORLP00000023441	ENSMUSP00000036755
ENSORLP00000008121	ENSMUSP00000127973
ENSORLP00000007958	ENSMUSP00000127973
ENSORLP00000005130	ENSMUSP00000025110
ENSORLP00000002193	ENSMUSP00000055237
ENSORLP00000008979	ENSMUSP00000112438
ENSORLP00000016719	ENSMUSP00000112438
ENSORLP00000020459	ENSMUSP00000100912
ENSORLP00000000554	ENSMUSP00000113545
ENSORLP00000020512	ENSMUSP00000029441
ENSORLP00000020110	ENSMUSP00000088196
ENSORLP00000015341	ENSMUSP00000073164
ENSORLP00000012143	ENSMUSP00000073164
ENSORLP00000002410	ENSMUSP00000112432
ENSORLP00000006421	ENSMUSP00000032568
ENSORLP00000022741	ENSMUSP00000042565
ENSORLP00000016083	ENSMUSP00000028119
ENSORLP00000022058	ENSMUSP00000132078
ENSORLP00000017316	ENSMUSP00000102536
ENSORLP00000007155	ENSMUSP00000031106
ENSORLP00000022584	ENSMUSP00000041411
ENSORLP00000020948	ENSMUSP00000041411
ENSORLP00000013398	ENSMUSP00000038915
ENSORLP00000000075	ENSMUSP00000038915
ENSORLP00000013510	ENSMUSP00000020024
ENSORLP00000016901	ENSMUSP00000020024
ENSORLP00000012881	ENSMUSP00000005019
ENSORLP00000003323	ENSMUSP00000005019
ENSORLP00000024239	ENSMUSP00000023820
ENSORLP00000005193	ENSMUSP00000023820
ENSORLP00000004433	ENSMUSP00000030848
ENSORLP00000006654	ENSMUSP00000030848
ENSORLP00000019526	ENSMUSP00000035029
ENSORLP00000006294	ENSMUSP00000023610
ENSORLP00000019045	ENSMUSP00000067022
ENSORLP00000009505	ENSMUSP00000067022
ENSORLP00000010146	ENSMUSP00000126498
ENSORLP00000003979	ENSMUSP00000036330
ENSORLP00000006260	ENSMUSP00000023611
ENSORLP00000018985	ENSMUSP00000090801
ENSORLP00000006517	ENSMUSP00000079041
ENSORLP00000002454	ENSMUSP00000064570
ENSORLP00000011481	ENSMUSP00000084905
ENSORLP00000016353	ENSMUSP00000040171
ENSORLP00000011290	ENSMUSP00000090143
ENSORLP00000001317	ENSMUSP00000101094
ENSORLP00000006212	ENSMUSP00000079210
ENSORLP00000006774	ENSMUSP00000030372
ENSORLP00000016761	ENSMUSP00000125069
ENSORLP00000014936	ENSMUSP00000128718
ENSORLP00000006718	ENSMUSP00000035802
ENSORLP00000022990	ENSMUSP00000027302
ENSORLP00000018836	ENSMUSP00000029053
ENSORLP00000002121	ENSMUSP00000027404
ENSORLP00000020182	ENSMUSP00000027404
ENSORLP00000002305	ENSMUSP00000034832
ENSORLP00000018693	ENSMUSP00000095051
ENSORLP00000016258	ENSMUSP00000082197
ENSORLP00000007122	ENSMUSP00000089793
ENSORLP00000013569	ENSMUSP00000029848
ENSORLP00000000961	ENSMUSP00000043816
ENSORLP00000005696	ENSMUSP00000043816
ENSORLP00000004477	ENSMUSP00000028280
ENSORLP00000008190	ENSMUSP00000084772
ENSORLP00000006441	ENSMUSP00000023123
ENSORLP00000015981	ENSMUSP00000023123
ENSORLP00000018383	ENSMUSP00000083620
ENSORLP00000000110	ENSMUSP00000083620
ENSORLP00000022601	ENSMUSP00000033899
ENSORLP00000001508	ENSMUSP00000107701
ENSORLP00000011806	ENSMUSP00000108553
ENSORLP00000022564	ENSMUSP00000033898
ENSORLP00000022253	ENSMUSP00000046525
ENSORLP00000022387	ENSMUSP00000043220
ENSORLP00000013829	ENSMUSP00000043220
ENSORLP00000009251	ENSMUSP00000107658
ENSORLP00000006226	ENSMUSP00000107658
ENSORLP00000014515	ENSMUSP00000001181
ENSORLP00000020575	ENSMUSP00000001181
ENSORLP00000014595	ENSMUSP00000001147
ENSORLP00000010295	ENSMUSP00000137585
ENSORLP00000020463	ENSMUSP00000111199
ENSORLP00000012874	ENSMUSP00000111199
ENSORLP00000019802	ENSMUSP00000023509
ENSORLP00000022358	ENSMUSP00000053023
ENSORLP00000021516	ENSMUSP00000050219
ENSORLP00000004087	ENSMUSP00000038783
ENSORLP00000024104	ENSMUSP00000095380
ENSORLP00000013047	ENSMUSP00000050183
ENSORLP00000007123	ENSMUSP00000022985
ENSORLP00000015501	ENSMUSP00000022985
ENSORLP00000012581	ENSMUSP00000020958
ENSORLP00000016874	ENSMUSP00000109960
ENSORLP00000002374	ENSMUSP00000132930
ENSORLP00000011518	ENSMUSP00000132930
ENSORLP00000011803	ENSMUSP00000095873
ENSORLP00000014943	ENSMUSP00000095873
ENSORLP00000021457	ENSMUSP00000097627
ENSORLP00000004415	ENSMUSP00000097627
ENSORLP00000016751	ENSMUSP00000024774
ENSORLP00000016830	ENSMUSP00000000199
ENSORLP00000004912	ENSMUSP00000104964
ENSORLP00000012728	ENSMUSP00000104964
ENSORLP00000005974	ENSMUSP00000084656
ENSORLP00000003656	ENSMUSP00000099504
ENSORLP00000011320	ENSMUSP00000099504
ENSORLP00000017079	ENSMUSP00000051487
ENSORLP00000025856	ENSMUSP00000112145
ENSORLP00000003226	ENSMUSP00000087611
ENSORLP00000003572	ENSMUSP00000087611
ENSORLP00000001626	ENSMUSP00000021290
ENSORLP00000021844	ENSMUSP00000081048
ENSORLP00000007213	ENSMUSP00000065213
ENSORLP00000012318	ENSMUSP00000065213
ENSORLP00000009292	ENSMUSP00000011400
ENSORLP00000015317	ENSMUSP00000105861
ENSORLP00000021130	ENSMUSP00000029676
ENSORLP00000011652	ENSMUSP00000101684
ENSORLP00000015905	ENSMUSP00000101684
ENSORLP00000003781	ENSMUSP00000071798
ENSORLP00000007613	ENSMUSP00000059705
ENSORLP00000018075	ENSMUSP00000059705
ENSORLP00000019201	ENSMUSP00000036203
ENSORLP00000007439	ENSMUSP00000036203
ENSORLP00000000866	ENSMUSP00000070200
ENSORLP00000006864	ENSMUSP00000070200
ENSORLP00000007612	ENSMUSP00000099473
ENSORLP00000015226	ENSMUSP00000124570
ENSORLP00000015330	ENSMUSP00000124570
ENSORLP00000019866	ENSMUSP00000063136
ENSORLP00000021634	ENSMUSP00000139389
ENSORLP00000018729	ENSMUSP00000139389
ENSORLP00000018282	ENSMUSP00000086052
ENSORLP00000013034	ENSMUSP00000038884
ENSORLP00000018573	ENSMUSP00000083583
ENSORLP00000022367	ENSMUSP00000069114
ENSORLP00000008208	ENSMUSP00000062741
ENSORLP00000004002	ENSMUSP00000058732
ENSORLP00000016172	ENSMUSP00000045335
ENSORLP00000010534	ENSMUSP00000086592
ENSORLP00000011747	ENSMUSP00000129247
ENSORLP00000016320	ENSMUSP00000057406
ENSORLP00000020272	ENSMUSP00000022660
ENSORLP00000021033	ENSMUSP00000022660
ENSORLP00000009599	ENSMUSP00000125803
ENSORLP00000014330	ENSMUSP00000125803
ENSORLP00000022775	ENSMUSP00000000707
ENSORLP00000020052	ENSMUSP00000048357
ENSORLP00000022770	ENSMUSP00000048357
ENSORLP00000002789	ENSMUSP00000023450
ENSORLP00000016867	ENSMUSP00000000769
ENSORLP00000006091	ENSMUSP00000048704
ENSORLP00000007436	ENSMUSP00000023994
ENSORLP00000016555	ENSMUSP00000011492
ENSORLP00000003042	ENSMUSP00000027153
ENSORLP00000001354	ENSMUSP00000031524
ENSORLP00000003949	ENSMUSP00000072483
ENSORLP00000004642	ENSMUSP00000028188
ENSORLP00000003101	ENSMUSP00000039472
ENSORLP00000010363	ENSMUSP00000037018
ENSORLP00000012714	ENSMUSP00000027885
ENSORLP00000018329	ENSMUSP00000027885
ENSORLP00000007102	ENSMUSP00000035784
ENSORLP00000016505	ENSMUSP00000046131
ENSORLP00000025204	ENSMUSP00000028955
ENSORLP00000012823	ENSMUSP00000022921
ENSORLP00000012075	ENSMUSP00000033846
ENSORLP00000025502	ENSMUSP00000054499
ENSORLP00000004821	ENSMUSP00000054499
ENSORLP00000020341	ENSMUSP00000039452
ENSORLP00000020365	ENSMUSP00000107298
ENSORLP00000001328	ENSMUSP00000127487
ENSORLP00000008675	ENSMUSP00000127487
ENSORLP00000021609	ENSMUSP00000042150
ENSORLP00000006814	ENSMUSP00000034351
ENSORLP00000011160	ENSMUSP00000103939
ENSORLP00000025320	ENSMUSP00000004565
ENSORLP00000010444	ENSMUSP00000034723
ENSORLP00000014932	ENSMUSP00000020497
ENSORLP00000020703	ENSMUSP00000038878
ENSORLP00000001073	ENSMUSP00000058699
ENSORLP00000017075	ENSMUSP00000072709
ENSORLP00000006408	ENSMUSP00000022100
ENSORLP00000023265	ENSMUSP00000110109
ENSORLP00000012690	ENSMUSP00000032185
ENSORLP00000012013	ENSMUSP00000032185
ENSORLP00000023159	ENSMUSP00000110349
ENSORLP00000009891	ENSMUSP00000122962
ENSORLP00000024671	ENSMUSP00000085826
ENSORLP00000006410	ENSMUSP00000081514
ENSORLP00000010167	ENSMUSP00000115136
ENSORLP00000015659	ENSMUSP00000115136
ENSORLP00000021472	ENSMUSP00000055122
ENSORLP00000013598	ENSMUSP00000030739
ENSORLP00000008613	ENSMUSP00000030739
ENSORLP00000004060	ENSMUSP00000057103
ENSORLP00000008006	ENSMUSP00000026635
ENSORLP00000022111	ENSMUSP00000026635
ENSORLP00000002678	ENSMUSP00000112725
ENSORLP00000025820	ENSMUSP00000058966
ENSORLP00000011276	ENSMUSP00000030142
ENSORLP00000025817	ENSMUSP00000067614
ENSORLP00000001490	ENSMUSP00000105493
ENSORLP00000013926	ENSMUSP00000130685
ENSORLP00000007907	ENSMUSP00000026580
ENSORLP00000007963	ENSMUSP00000132865
ENSORLP00000020607	ENSMUSP00000073502
ENSORLP00000002976	ENSMUSP00000041199
ENSORLP00000011313	ENSMUSP00000041199
ENSORLP00000012591	ENSMUSP00000099555
ENSORLP00000017483	ENSMUSP00000086363
ENSORLP00000021399	ENSMUSP00000053597
ENSORLP00000024708	ENSMUSP00000053597
ENSORLP00000017530	ENSMUSP00000063882
ENSORLP00000000900	ENSMUSP00000063882
ENSORLP00000011044	ENSMUSP00000061828
ENSORLP00000015649	ENSMUSP00000061906
ENSORLP00000003069	ENSMUSP00000061906
ENSORLP00000007229	ENSMUSP00000127615
ENSORLP00000000409	ENSMUSP00000066857
ENSORLP00000005820	ENSMUSP00000041499
ENSORLP00000005788	ENSMUSP00000097897
ENSORLP00000010733	ENSMUSP00000064443
ENSORLP00000005802	ENSMUSP00000077492
ENSORLP00000010709	ENSMUSP00000130057
ENSORLP00000015145	ENSMUSP00000088561
ENSORLP00000017633	ENSMUSP00000088561
ENSORLP00000020200	ENSMUSP00000003017
ENSORLP00000010254	ENSMUSP00000092966
ENSORLP00000022101	ENSMUSP00000028177
ENSORLP00000004520	ENSMUSP00000028177
ENSORLP00000007069	ENSMUSP00000060985
ENSORLP00000024437	ENSMUSP00000060985
ENSORLP00000011887	ENSMUSP00000034692
ENSORLP00000002383	ENSMUSP00000028020
ENSORLP00000012531	ENSMUSP00000028020
ENSORLP00000018742	ENSMUSP00000029440
ENSORLP00000020102	ENSMUSP00000029440
ENSORLP00000020852	ENSMUSP00000047291
ENSORLP00000017379	ENSMUSP00000047291
ENSORLP00000020665	ENSMUSP00000058761
ENSORLP00000003633	ENSMUSP00000056080
ENSORLP00000020761	ENSMUSP00000020165
ENSORLP00000010764	ENSMUSP00000096800
ENSORLP00000002823	ENSMUSP00000124068
ENSORLP00000017334	ENSMUSP00000099715
ENSORLP00000022278	ENSMUSP00000046601
ENSORLP00000006202	ENSMUSP00000023132
ENSORLP00000012529	ENSMUSP00000037025
ENSORLP00000012295	ENSMUSP00000102521
ENSORLP00000012919	ENSMUSP00000102521
ENSORLP00000010475	ENSMUSP00000034307
ENSORLP00000005844	ENSMUSP00000113488
ENSORLP00000017203	ENSMUSP00000032094
ENSORLP00000004324	ENSMUSP00000099432
ENSORLP00000002757	ENSMUSP00000042219
ENSORLP00000023953	ENSMUSP00000048562
ENSORLP00000011671	ENSMUSP00000026256
ENSORLP00000013858	ENSMUSP00000001975
ENSORLP00000008537	ENSMUSP00000110342
ENSORLP00000008296	ENSMUSP00000109796
ENSORLP00000020834	ENSMUSP00000109796
ENSORLP00000017660	ENSMUSP00000125253
ENSORLP00000016699	ENSMUSP00000108783
ENSORLP00000019654	ENSMUSP00000070071
ENSORLP00000002400	ENSMUSP00000057515
ENSORLP00000008611	ENSMUSP00000057466
ENSORLP00000011158	ENSMUSP00000057466
ENSORLP00000005993	ENSMUSP00000026062
ENSORLP00000010793	ENSMUSP00000091238
ENSORLP00000010095	ENSMUSP00000091238
ENSORLP00000015114	ENSMUSP00000031895
ENSORLP00000003208	ENSMUSP00000030747
ENSORLP00000022435	ENSMUSP00000088264
ENSORLP00000022438	ENSMUSP00000049532
ENSORLP00000013996	ENSMUSP00000022693
ENSORLP00000011251	ENSMUSP00000022693
ENSORLP00000008192	ENSMUSP00000113516
ENSORLP00000011896	ENSMUSP00000113516
ENSORLP00000012895	ENSMUSP00000031731
ENSORLP00000008693	ENSMUSP00000031731
ENSORLP00000012783	ENSMUSP00000015498
ENSORLP00000016535	ENSMUSP00000087742
ENSORLP00000005486	ENSMUSP00000055246
ENSORLP00000005034	ENSMUSP00000101127
ENSORLP00000016139	ENSMUSP00000101127
ENSORLP00000004178	ENSMUSP00000072107
ENSORLP00000005573	ENSMUSP00000072107
ENSORLP00000018120	ENSMUSP00000030676
ENSORLP00000009517	ENSMUSP00000110515
ENSORLP00000013286	ENSMUSP00000027020
ENSORLP00000018639	ENSMUSP00000027020
ENSORLP00000008175	ENSMUSP00000075687
ENSORLP00000010869	ENSMUSP00000075687
ENSORLP00000003758	ENSMUSP00000042327
ENSORLP00000010446	ENSMUSP00000042327
ENSORLP00000012926	ENSMUSP00000053986
ENSORLP00000012912	ENSMUSP00000109108
ENSORLP00000014030	ENSMUSP00000052404
ENSORLP00000010637	ENSMUSP00000029462
ENSORLP00000013026	ENSMUSP00000034991
ENSORLP00000013007	ENSMUSP00000128247
ENSORLP00000020962	ENSMUSP00000052591
ENSORLP00000015749	ENSMUSP00000070925
ENSORLP00000019109	ENSMUSP00000009241
ENSORLP00000001523	ENSMUSP00000027859
ENSORLP00000002219	ENSMUSP00000055869
ENSORLP00000012908	ENSMUSP00000036765
ENSORLP00000012964	ENSMUSP00000055697
ENSORLP00000004425	ENSMUSP00000055137
ENSORLP00000007398	ENSMUSP00000029331
ENSORLP00000007878	ENSMUSP00000091579
ENSORLP00000018562	ENSMUSP00000103682
ENSORLP00000009174	ENSMUSP00000018748
ENSORLP00000011554	ENSMUSP00000079733
ENSORLP00000006130	ENSMUSP00000034863
ENSORLP00000018026	ENSMUSP00000034863
ENSORLP00000021787	ENSMUSP00000113221
ENSORLP00000000276	ENSMUSP00000035358
ENSORLP00000003479	ENSMUSP00000071836
ENSORLP00000003427	ENSMUSP00000129397
ENSORLP00000001032	ENSMUSP00000033617
ENSORLP00000022386	ENSMUSP00000138151
ENSORLP00000018473	ENSMUSP00000138151
ENSORLP00000008048	ENSMUSP00000109980
ENSORLP00000002919	ENSMUSP00000109980
ENSORLP00000023690	ENSMUSP00000007797
ENSORLP00000007227	ENSMUSP00000007797
ENSORLP00000022650	ENSMUSP00000031122
ENSORLP00000018599	ENSMUSP00000029654
ENSORLP00000025233	ENSMUSP00000029654
ENSORLP00000001065	ENSMUSP00000018739
ENSORLP00000012104	ENSMUSP00000018739
ENSORLP00000022309	ENSMUSP00000060827
ENSORLP00000025210	ENSMUSP00000000275
ENSORLP00000014361	ENSMUSP00000099777
ENSORLP00000010422	ENSMUSP00000063352
ENSORLP00000007185	ENSMUSP00000030826
ENSORLP00000014838	ENSMUSP00000032476
ENSORLP00000007658	ENSMUSP00000032476
ENSORLP00000009373	ENSMUSP00000030398
ENSORLP00000023799	ENSMUSP00000030398
ENSORLP00000007968	ENSMUSP00000018710
ENSORLP00000014509	ENSMUSP00000029240
ENSORLP00000025808	ENSMUSP00000096514
ENSORLP00000008836	ENSMUSP00000079295
ENSORLP00000020837	ENSMUSP00000138255
ENSORLP00000010975	ENSMUSP00000127580
ENSORLP00000014282	ENSMUSP00000011623
ENSORLP00000008688	ENSMUSP00000077067
ENSORLP00000003081	ENSMUSP00000137518
ENSORLP00000025392	ENSMUSP00000053489
ENSORLP00000014200	ENSMUSP00000053489
ENSORLP00000025240	ENSMUSP00000095029
ENSORLP00000022325	ENSMUSP00000095029
ENSORLP00000009610	ENSMUSP00000137144
ENSORLP00000015574	ENSMUSP00000137144
ENSORLP00000003262	ENSMUSP00000099423
ENSORLP00000012852	ENSMUSP00000075507
ENSORLP00000022425	ENSMUSP00000075507
ENSORLP00000022525	ENSMUSP00000060229
ENSORLP00000003889	ENSMUSP00000040919
ENSORLP00000011567	ENSMUSP00000040919
ENSORLP00000006214	ENSMUSP00000081678
ENSORLP00000008857	ENSMUSP00000081678
ENSORLP00000008663	ENSMUSP00000025223
ENSORLP00000023959	ENSMUSP00000026012
ENSORLP00000001044	ENSMUSP00000024894
ENSORLP00000022657	ENSMUSP00000031119
ENSORLP00000013039	ENSMUSP00000062638
ENSORLP00000011899	ENSMUSP00000000572
ENSORLP00000023654	ENSMUSP00000020707
ENSORLP00000023667	ENSMUSP00000126114
ENSORLP00000011834	ENSMUSP00000031121
ENSORLP00000025367	ENSMUSP00000028689
ENSORLP00000021438	ENSMUSP00000079752
ENSORLP00000013246	ENSMUSP00000102343
ENSORLP00000013029	ENSMUSP00000102343
ENSORLP00000004861	ENSMUSP00000022340
ENSORLP00000025514	ENSMUSP00000029653
ENSORLP00000011452	ENSMUSP00000105833
ENSORLP00000020759	ENSMUSP00000105833
ENSORLP00000013322	ENSMUSP00000025906
ENSORLP00000022554	ENSMUSP00000098849
ENSORLP00000022182	ENSMUSP00000098849
ENSORLP00000020881	ENSMUSP00000028166
ENSORLP00000000058	ENSMUSP00000028166
ENSORLP00000010966	ENSMUSP00000030025
ENSORLP00000019478	ENSMUSP00000023779
ENSORLP00000019138	ENSMUSP00000023779
ENSORLP00000003304	ENSMUSP00000063562
ENSORLP00000011941	ENSMUSP00000052648
ENSORLP00000010323	ENSMUSP00000052648
ENSORLP00000007326	ENSMUSP00000001156
ENSORLP00000014478	ENSMUSP00000077080
ENSORLP00000008481	ENSMUSP00000026994
ENSORLP00000016175	ENSMUSP00000112570
ENSORLP00000018947	ENSMUSP00000129624
ENSORLP00000013617	ENSMUSP00000129624
ENSORLP00000019323	ENSMUSP00000028759
ENSORLP00000012786	ENSMUSP00000048171
ENSORLP00000015124	ENSMUSP00000095665
ENSORLP00000020338	ENSMUSP00000029712
ENSORLP00000023354	ENSMUSP00000037909
ENSORLP00000018307	ENSMUSP00000037909
ENSORLP00000013363	ENSMUSP00000099718
ENSORLP00000017711	ENSMUSP00000028499
ENSORLP00000010458	ENSMUSP00000028106
ENSORLP00000002048	ENSMUSP00000101913
ENSORLP00000006168	ENSMUSP00000096712
ENSORLP00000005279	ENSMUSP00000001548
ENSORLP00000002247	ENSMUSP00000034774
ENSORLP00000023573	ENSMUSP00000034774
ENSORLP00000012855	ENSMUSP00000029744
