ENSTGUP00000008915	ENSGALP00000006197
ENSTGUP00000000006	ENSGALP00000042357
ENSTGUP00000017787	ENSGALP00000001138
ENSTGUP00000007164	ENSGALP00000016252
ENSTGUP00000000190	ENSGALP00000011801
ENSTGUP00000005471	ENSGALP00000025948
ENSTGUP00000009734	ENSGALP00000010662
ENSTGUP00000017751	ENSGALP00000000756
ENSTGUP00000000894	ENSGALP00000000593
ENSTGUP00000017717	ENSGALP00000042906
ENSTGUP00000006574	ENSGALP00000034609
ENSTGUP00000007523	ENSGALP00000009007
ENSTGUP00000013587	ENSGALP00000041604
ENSTGUP00000000386	ENSGALP00000004944
ENSTGUP00000010506	ENSGALP00000013046
ENSTGUP00000012440	ENSGALP00000020407
ENSTGUP00000002937	ENSGALP00000023768
ENSTGUP00000000710	ENSGALP00000006265
ENSTGUP00000006577	ENSGALP00000041546
ENSTGUP00000005690	ENSGALP00000012227
ENSTGUP00000012893	ENSGALP00000027313
ENSTGUP00000010334	ENSGALP00000013833
ENSTGUP00000012897	ENSGALP00000035726
ENSTGUP00000009325	ENSGALP00000000232
ENSTGUP00000013428	ENSGALP00000026472
ENSTGUP00000005620	ENSGALP00000042616
ENSTGUP00000012488	ENSGALP00000025831
ENSTGUP00000008462	ENSGALP00000010084
ENSTGUP00000009001	ENSGALP00000040954
ENSTGUP00000008965	ENSGALP00000015174
ENSTGUP00000015987	ENSGALP00000040813
ENSTGUP00000000054	ENSGALP00000000639
ENSTGUP00000006656	ENSGALP00000023635
ENSTGUP00000008022	ENSGALP00000009801
ENSTGUP00000004628	ENSGALP00000000422
ENSTGUP00000010771	ENSGALP00000013107
ENSTGUP00000010591	ENSGALP00000041638
ENSTGUP00000004615	ENSGALP00000000419
ENSTGUP00000001343	ENSGALP00000014107
ENSTGUP00000006248	ENSGALP00000018424
ENSTGUP00000012509	ENSGALP00000025843
ENSTGUP00000001485	ENSGALP00000014736
ENSTGUP00000002231	ENSGALP00000034947
ENSTGUP00000010466	ENSGALP00000030969
ENSTGUP00000000931	ENSGALP00000040857
ENSTGUP00000004944	ENSGALP00000038896
ENSTGUP00000013301	ENSGALP00000027820
ENSTGUP00000011664	ENSGALP00000004354
ENSTGUP00000005786	ENSGALP00000019697
ENSTGUP00000009351	ENSGALP00000011238
ENSTGUP00000004157	ENSGALP00000014058
ENSTGUP00000001924	ENSGALP00000039562
ENSTGUP00000005339	ENSGALP00000015022
ENSTGUP00000005323	ENSGALP00000005489
ENSTGUP00000009873	ENSGALP00000012135
ENSTGUP00000010289	ENSGALP00000010870
ENSTGUP00000009320	ENSGALP00000018978
ENSTGUP00000004795	ENSGALP00000021691
ENSTGUP00000015319	ENSGALP00000041549
ENSTGUP00000006471	ENSGALP00000009534
ENSTGUP00000000466	ENSGALP00000042586
ENSTGUP00000004402	ENSGALP00000042989
ENSTGUP00000001291	ENSGALP00000009413
ENSTGUP00000007627	ENSGALP00000008994
ENSTGUP00000013444	ENSGALP00000042928
ENSTGUP00000008603	ENSGALP00000032474
ENSTGUP00000013026	ENSGALP00000017857
ENSTGUP00000012473	ENSGALP00000016587
ENSTGUP00000005287	ENSGALP00000043363
ENSTGUP00000008581	ENSGALP00000040207
ENSTGUP00000007398	ENSGALP00000008823
ENSTGUP00000004901	ENSGALP00000019833
ENSTGUP00000006391	ENSGALP00000020675
ENSTGUP00000013714	ENSGALP00000026812
ENSTGUP00000004574	ENSGALP00000003403
ENSTGUP00000002498	ENSGALP00000014179
ENSTGUP00000002459	ENSGALP00000011055
ENSTGUP00000012835	ENSGALP00000027326
ENSTGUP00000012478	ENSGALP00000036957
ENSTGUP00000002158	ENSGALP00000039954
ENSTGUP00000002574	ENSGALP00000037454
ENSTGUP00000013402	ENSGALP00000019582
ENSTGUP00000010919	ENSGALP00000017505
ENSTGUP00000012088	ENSGALP00000015810
ENSTGUP00000006475	ENSGALP00000039589
ENSTGUP00000005221	ENSGALP00000016417
ENSTGUP00000002109	ENSGALP00000039316
ENSTGUP00000006406	ENSGALP00000009662
ENSTGUP00000004036	ENSGALP00000016228
ENSTGUP00000013368	ENSGALP00000019373
ENSTGUP00000004259	ENSGALP00000007458
ENSTGUP00000011303	ENSGALP00000038526
ENSTGUP00000003047	ENSGALP00000001936
ENSTGUP00000001901	ENSGALP00000019585
ENSTGUP00000004569	ENSGALP00000019241
ENSTGUP00000004142	ENSGALP00000003694
ENSTGUP00000004132	ENSGALP00000016631
ENSTGUP00000004012	ENSGALP00000028845
ENSTGUP00000007991	ENSGALP00000021289
ENSTGUP00000008814	ENSGALP00000006080
ENSTGUP00000012901	ENSGALP00000026243
ENSTGUP00000008272	ENSGALP00000008123
ENSTGUP00000005510	ENSGALP00000015217
ENSTGUP00000013040	ENSGALP00000027685
ENSTGUP00000013455	ENSGALP00000001168
ENSTGUP00000009835	ENSGALP00000019294
ENSTGUP00000001892	ENSGALP00000041745
ENSTGUP00000001348	ENSGALP00000025359
ENSTGUP00000000121	ENSGALP00000043090
ENSTGUP00000001397	ENSGALP00000040915
ENSTGUP00000008863	ENSGALP00000025429
ENSTGUP00000005282	ENSGALP00000006555
ENSTGUP00000012437	ENSGALP00000023288
ENSTGUP00000001312	ENSGALP00000006018
ENSTGUP00000006825	ENSGALP00000018124
ENSTGUP00000003686	ENSGALP00000036897
ENSTGUP00000006426	ENSGALP00000017461
ENSTGUP00000000727	ENSGALP00000006412
ENSTGUP00000006402	ENSGALP00000017438
ENSTGUP00000017135	ENSGALP00000020461
ENSTGUP00000000623	ENSGALP00000010060
ENSTGUP00000012514	ENSGALP00000020448
ENSTGUP00000008307	ENSGALP00000021411
ENSTGUP00000010301	ENSGALP00000018070
ENSTGUP00000011817	ENSGALP00000015367
ENSTGUP00000004801	ENSGALP00000014754
ENSTGUP00000007519	ENSGALP00000017818
ENSTGUP00000008776	ENSGALP00000021525
ENSTGUP00000003216	ENSGALP00000018302
ENSTGUP00000017618	ENSGALP00000042229
ENSTGUP00000017620	ENSGALP00000041139
ENSTGUP00000017303	ENSGALP00000042833
ENSTGUP00000017249	ENSGALP00000003997
ENSTGUP00000017269	ENSGALP00000004041
ENSTGUP00000011348	ENSGALP00000041794
ENSTGUP00000011526	ENSGALP00000043022
ENSTGUP00000013638	ENSGALP00000023625
ENSTGUP00000017513	ENSGALP00000007541
ENSTGUP00000007088	ENSGALP00000010654
ENSTGUP00000010755	ENSGALP00000038993
ENSTGUP00000013585	ENSGALP00000023737
ENSTGUP00000001574	ENSGALP00000002952
ENSTGUP00000012719	ENSGALP00000025098
ENSTGUP00000017527	ENSGALP00000007542
ENSTGUP00000013891	ENSGALP00000024798
ENSTGUP00000013896	ENSGALP00000024824
ENSTGUP00000004876	ENSGALP00000037020
ENSTGUP00000007981	ENSGALP00000008426
ENSTGUP00000005474	ENSGALP00000005487
ENSTGUP00000011429	ENSGALP00000041827
ENSTGUP00000008860	ENSGALP00000026790
ENSTGUP00000007371	ENSGALP00000042418
ENSTGUP00000014612	ENSGALP00000043141
ENSTGUP00000003096	ENSGALP00000021713
ENSTGUP00000015013	ENSGALP00000040418
ENSTGUP00000004280	ENSGALP00000036339
ENSTGUP00000005428	ENSGALP00000033127
ENSTGUP00000011200	ENSGALP00000036331
ENSTGUP00000001615	ENSGALP00000003279
ENSTGUP00000005560	ENSGALP00000041925
ENSTGUP00000013740	ENSGALP00000023230
ENSTGUP00000000534	ENSGALP00000025741
ENSTGUP00000013590	ENSGALP00000026573
ENSTGUP00000000709	ENSGALP00000006220
ENSTGUP00000011264	ENSGALP00000031142
ENSTGUP00000008051	ENSGALP00000026645
ENSTGUP00000011335	ENSGALP00000014539
ENSTGUP00000004722	ENSGALP00000014768
ENSTGUP00000017729	ENSGALP00000005503
ENSTGUP00000005518	ENSGALP00000012203
ENSTGUP00000002005	ENSGALP00000019361
ENSTGUP00000009258	ENSGALP00000007147
ENSTGUP00000012307	ENSGALP00000025714
ENSTGUP00000006153	ENSGALP00000006605
ENSTGUP00000010306	ENSGALP00000012746
ENSTGUP00000013176	ENSGALP00000027744
ENSTGUP00000017775	ENSGALP00000000926
ENSTGUP00000004293	ENSGALP00000034118
ENSTGUP00000006627	ENSGALP00000006943
ENSTGUP00000009414	ENSGALP00000011972
ENSTGUP00000009407	ENSGALP00000037602
ENSTGUP00000013938	ENSGALP00000024963
ENSTGUP00000010363	ENSGALP00000012826
ENSTGUP00000010057	ENSGALP00000011048
ENSTGUP00000013560	ENSGALP00000023131
ENSTGUP00000007379	ENSGALP00000016483
ENSTGUP00000000982	ENSGALP00000004028
ENSTGUP00000012272	ENSGALP00000029405
ENSTGUP00000009564	ENSGALP00000010560
ENSTGUP00000008424	ENSGALP00000016821
ENSTGUP00000010597	ENSGALP00000013037
ENSTGUP00000008037	ENSGALP00000008260
ENSTGUP00000003992	ENSGALP00000012708
ENSTGUP00000014154	ENSGALP00000009016
ENSTGUP00000004204	ENSGALP00000007962
ENSTGUP00000012160	ENSGALP00000036515
ENSTGUP00000001790	ENSGALP00000004067
ENSTGUP00000003445	ENSGALP00000030528
ENSTGUP00000000804	ENSGALP00000024399
ENSTGUP00000000271	ENSGALP00000001531
ENSTGUP00000005503	ENSGALP00000005957
ENSTGUP00000017389	ENSGALP00000043420
ENSTGUP00000000987	ENSGALP00000003395
ENSTGUP00000009262	ENSGALP00000018906
ENSTGUP00000006913	ENSGALP00000038276
ENSTGUP00000006626	ENSGALP00000018192
ENSTGUP00000007574	ENSGALP00000021097
ENSTGUP00000013438	ENSGALP00000001044
ENSTGUP00000007839	ENSGALP00000002990
ENSTGUP00000012996	ENSGALP00000025573
ENSTGUP00000004618	ENSGALP00000003229
ENSTGUP00000000474	ENSGALP00000040101
ENSTGUP00000008942	ENSGALP00000027141
ENSTGUP00000001192	ENSGALP00000012361
ENSTGUP00000008294	ENSGALP00000015632
ENSTGUP00000006569	ENSGALP00000014404
ENSTGUP00000007494	ENSGALP00000007635
ENSTGUP00000006456	ENSGALP00000014465
ENSTGUP00000012734	ENSGALP00000021386
ENSTGUP00000003017	ENSGALP00000001828
ENSTGUP00000011644	ENSGALP00000016765
ENSTGUP00000005703	ENSGALP00000043203
ENSTGUP00000014817	ENSGALP00000041708
ENSTGUP00000000402	ENSGALP00000009307
ENSTGUP00000003844	ENSGALP00000008226
ENSTGUP00000000583	ENSGALP00000001812
ENSTGUP00000000497	ENSGALP00000010513
ENSTGUP00000010822	ENSGALP00000013154
ENSTGUP00000003249	ENSGALP00000018326
ENSTGUP00000002639	ENSGALP00000005284
ENSTGUP00000009364	ENSGALP00000041814
ENSTGUP00000010260	ENSGALP00000024163
ENSTGUP00000000345	ENSGALP00000040969
ENSTGUP00000000718	ENSGALP00000010375
ENSTGUP00000005857	ENSGALP00000018495
ENSTGUP00000001689	ENSGALP00000041960
ENSTGUP00000008626	ENSGALP00000006636
ENSTGUP00000001696	ENSGALP00000014846
ENSTGUP00000012321	ENSGALP00000024119
ENSTGUP00000007631	ENSGALP00000009389
ENSTGUP00000004898	ENSGALP00000006154
ENSTGUP00000017671	ENSGALP00000006688
ENSTGUP00000010488	ENSGALP00000023934
ENSTGUP00000005101	ENSGALP00000006117
ENSTGUP00000000986	ENSGALP00000007628
ENSTGUP00000012372	ENSGALP00000024180
ENSTGUP00000006771	ENSGALP00000010524
ENSTGUP00000011433	ENSGALP00000029288
ENSTGUP00000013694	ENSGALP00000026839
ENSTGUP00000005956	ENSGALP00000004180
ENSTGUP00000001506	ENSGALP00000003130
ENSTGUP00000000832	ENSGALP00000040424
ENSTGUP00000007310	ENSGALP00000007463
ENSTGUP00000009064	ENSGALP00000009354
ENSTGUP00000008528	ENSGALP00000004727
ENSTGUP00000008324	ENSGALP00000018266
ENSTGUP00000006225	ENSGALP00000002194
ENSTGUP00000017985	ENSGALP00000033376
ENSTGUP00000011106	ENSGALP00000024458
ENSTGUP00000013234	ENSGALP00000026260
ENSTGUP00000004376	ENSGALP00000009051
ENSTGUP00000012672	ENSGALP00000024971
ENSTGUP00000007488	ENSGALP00000026313
ENSTGUP00000010496	ENSGALP00000010351
ENSTGUP00000000017	ENSGALP00000041292
ENSTGUP00000007665	ENSGALP00000026386
ENSTGUP00000013061	ENSGALP00000027898
ENSTGUP00000016894	ENSGALP00000000572
ENSTGUP00000013306	ENSGALP00000036161
ENSTGUP00000007776	ENSGALP00000037856
ENSTGUP00000007995	ENSGALP00000009017
ENSTGUP00000006460	ENSGALP00000006416
ENSTGUP00000008014	ENSGALP00000009025
ENSTGUP00000005841	ENSGALP00000018502
ENSTGUP00000007016	ENSGALP00000032870
ENSTGUP00000009828	ENSGALP00000004962
ENSTGUP00000008492	ENSGALP00000042798
ENSTGUP00000003990	ENSGALP00000007518
ENSTGUP00000005577	ENSGALP00000005387
ENSTGUP00000013584	ENSGALP00000020023
ENSTGUP00000002133	ENSGALP00000021567
ENSTGUP00000007333	ENSGALP00000025104
ENSTGUP00000010319	ENSGALP00000013428
ENSTGUP00000007692	ENSGALP00000001328
ENSTGUP00000017677	ENSGALP00000006783
ENSTGUP00000010272	ENSGALP00000013967
ENSTGUP00000013529	ENSGALP00000021561
ENSTGUP00000007183	ENSGALP00000039761
ENSTGUP00000012316	ENSGALP00000024087
ENSTGUP00000013839	ENSGALP00000024565
ENSTGUP00000017515	ENSGALP00000007597
ENSTGUP00000017516	ENSGALP00000007596
ENSTGUP00000011799	ENSGALP00000027601
ENSTGUP00000005615	ENSGALP00000008899
ENSTGUP00000010663	ENSGALP00000013100
ENSTGUP00000000392	ENSGALP00000010906
ENSTGUP00000007058	ENSGALP00000008423
ENSTGUP00000010987	ENSGALP00000043283
ENSTGUP00000013488	ENSGALP00000036406
ENSTGUP00000018261	ENSGALP00000019434
ENSTGUP00000013458	ENSGALP00000036402
ENSTGUP00000000479	ENSGALP00000005928
ENSTGUP00000013035	ENSGALP00000025597
ENSTGUP00000017144	ENSGALP00000042399
ENSTGUP00000012343	ENSGALP00000027479
ENSTGUP00000007454	ENSGALP00000007959
ENSTGUP00000008252	ENSGALP00000038375
ENSTGUP00000016034	ENSGALP00000007526
ENSTGUP00000000356	ENSGALP00000002385
ENSTGUP00000006142	ENSGALP00000006589
ENSTGUP00000007528	ENSGALP00000008213
ENSTGUP00000002203	ENSGALP00000000954
ENSTGUP00000000236	ENSGALP00000024774
ENSTGUP00000003566	ENSGALP00000004767
ENSTGUP00000004216	ENSGALP00000004261
ENSTGUP00000007672	ENSGALP00000009302
ENSTGUP00000003582	ENSGALP00000004750
ENSTGUP00000010266	ENSGALP00000012818
ENSTGUP00000009106	ENSGALP00000015122
ENSTGUP00000014649	ENSGALP00000018177
ENSTGUP00000009136	ENSGALP00000041721
ENSTGUP00000001202	ENSGALP00000041309
ENSTGUP00000012260	ENSGALP00000037032
ENSTGUP00000002681	ENSGALP00000016274
ENSTGUP00000013169	ENSGALP00000027741
ENSTGUP00000002836	ENSGALP00000007289
ENSTGUP00000005617	ENSGALP00000019801
ENSTGUP00000008690	ENSGALP00000001632
ENSTGUP00000008704	ENSGALP00000002520
ENSTGUP00000006348	ENSGALP00000009314
ENSTGUP00000006216	ENSGALP00000015584
ENSTGUP00000005555	ENSGALP00000005971
ENSTGUP00000000815	ENSGALP00000032184
ENSTGUP00000003854	ENSGALP00000038670
ENSTGUP00000010069	ENSGALP00000019412
ENSTGUP00000003507	ENSGALP00000029589
ENSTGUP00000009817	ENSGALP00000027091
ENSTGUP00000001448	ENSGALP00000011164
ENSTGUP00000000831	ENSGALP00000006939
ENSTGUP00000001993	ENSGALP00000019365
ENSTGUP00000006543	ENSGALP00000004186
ENSTGUP00000003934	ENSGALP00000013359
ENSTGUP00000017409	ENSGALP00000023584
ENSTGUP00000008858	ENSGALP00000011318
ENSTGUP00000000724	ENSGALP00000033285
ENSTGUP00000012515	ENSGALP00000036481
ENSTGUP00000005446	ENSGALP00000006799
ENSTGUP00000011955	ENSGALP00000025225
ENSTGUP00000010933	ENSGALP00000013860
ENSTGUP00000008644	ENSGALP00000018458
ENSTGUP00000006003	ENSGALP00000004130
ENSTGUP00000017592	ENSGALP00000005377
ENSTGUP00000012804	ENSGALP00000027340
ENSTGUP00000002533	ENSGALP00000015878
ENSTGUP00000001235	ENSGALP00000000871
ENSTGUP00000010369	ENSGALP00000012673
ENSTGUP00000017797	ENSGALP00000000992
ENSTGUP00000008882	ENSGALP00000018626
ENSTGUP00000000940	ENSGALP00000000688
ENSTGUP00000012138	ENSGALP00000036503
ENSTGUP00000001834	ENSGALP00000004409
ENSTGUP00000013660	ENSGALP00000023499
ENSTGUP00000003347	ENSGALP00000004756
ENSTGUP00000013655	ENSGALP00000023583
ENSTGUP00000007736	ENSGALP00000002742
ENSTGUP00000002242	ENSGALP00000010511
ENSTGUP00000009408	ENSGALP00000027123
ENSTGUP00000010918	ENSGALP00000013544
ENSTGUP00000013632	ENSGALP00000020403
ENSTGUP00000002588	ENSGALP00000016312
ENSTGUP00000017763	ENSGALP00000000909
ENSTGUP00000005746	ENSGALP00000015433
ENSTGUP00000010534	ENSGALP00000013457
ENSTGUP00000003809	ENSGALP00000004263
ENSTGUP00000000327	ENSGALP00000001166
ENSTGUP00000001446	ENSGALP00000002898
ENSTGUP00000010472	ENSGALP00000012895
ENSTGUP00000006605	ENSGALP00000011783
ENSTGUP00000010601	ENSGALP00000041391
ENSTGUP00000008416	ENSGALP00000022830
ENSTGUP00000012141	ENSGALP00000035848
ENSTGUP00000004975	ENSGALP00000001491
ENSTGUP00000003315	ENSGALP00000018358
ENSTGUP00000002028	ENSGALP00000030828
ENSTGUP00000007174	ENSGALP00000018034
ENSTGUP00000003309	ENSGALP00000016040
ENSTGUP00000013356	ENSGALP00000019319
ENSTGUP00000004244	ENSGALP00000002705
ENSTGUP00000000628	ENSGALP00000002046
ENSTGUP00000002416	ENSGALP00000023952
ENSTGUP00000016869	ENSGALP00000038157
ENSTGUP00000003021	ENSGALP00000000812
ENSTGUP00000012106	ENSGALP00000021536
ENSTGUP00000008806	ENSGALP00000009790
ENSTGUP00000007479	ENSGALP00000040921
ENSTGUP00000013705	ENSGALP00000042133
ENSTGUP00000007018	ENSGALP00000028003
ENSTGUP00000010882	ENSGALP00000014363
ENSTGUP00000013372	ENSGALP00000036139
ENSTGUP00000007053	ENSGALP00000008435
ENSTGUP00000010801	ENSGALP00000020056
ENSTGUP00000002966	ENSGALP00000037718
ENSTGUP00000007100	ENSGALP00000012820
ENSTGUP00000003792	ENSGALP00000008240
ENSTGUP00000012183	ENSGALP00000022972
ENSTGUP00000012383	ENSGALP00000022891
ENSTGUP00000001809	ENSGALP00000004206
ENSTGUP00000008559	ENSGALP00000009466
ENSTGUP00000002877	ENSGALP00000001542
ENSTGUP00000009278	ENSGALP00000016993
ENSTGUP00000012510	ENSGALP00000016671
ENSTGUP00000006339	ENSGALP00000040779
ENSTGUP00000006893	ENSGALP00000033790
ENSTGUP00000010085	ENSGALP00000012464
ENSTGUP00000002286	ENSGALP00000014498
ENSTGUP00000010827	ENSGALP00000014231
ENSTGUP00000006678	ENSGALP00000038121
ENSTGUP00000004300	ENSGALP00000003897
ENSTGUP00000007771	ENSGALP00000017762
ENSTGUP00000011496	ENSGALP00000015509
ENSTGUP00000005288	ENSGALP00000025934
ENSTGUP00000009644	ENSGALP00000042290
ENSTGUP00000004328	ENSGALP00000040771
ENSTGUP00000005572	ENSGALP00000041494
ENSTGUP00000002477	ENSGALP00000041055
ENSTGUP00000013932	ENSGALP00000036048
ENSTGUP00000001915	ENSGALP00000036653
ENSTGUP00000013908	ENSGALP00000029768
ENSTGUP00000011579	ENSGALP00000015140
ENSTGUP00000005716	ENSGALP00000004783
ENSTGUP00000017663	ENSGALP00000006411
ENSTGUP00000006004	ENSGALP00000006491
ENSTGUP00000002001	ENSGALP00000005210
ENSTGUP00000010127	ENSGALP00000013251
ENSTGUP00000008071	ENSGALP00000009840
ENSTGUP00000003452	ENSGALP00000001554
ENSTGUP00000010857	ENSGALP00000013048
ENSTGUP00000013187	ENSGALP00000042583
ENSTGUP00000004762	ENSGALP00000014766
ENSTGUP00000004789	ENSGALP00000014791
ENSTGUP00000005744	ENSGALP00000012257
ENSTGUP00000011823	ENSGALP00000027596
ENSTGUP00000007449	ENSGALP00000022149
ENSTGUP00000005728	ENSGALP00000006169
ENSTGUP00000001964	ENSGALP00000005009
ENSTGUP00000008348	ENSGALP00000009156
ENSTGUP00000013701	ENSGALP00000026824
ENSTGUP00000001459	ENSGALP00000005240
ENSTGUP00000001337	ENSGALP00000025304
ENSTGUP00000017333	ENSGALP00000004154
ENSTGUP00000013292	ENSGALP00000026309
ENSTGUP00000001799	ENSGALP00000004083
ENSTGUP00000012652	ENSGALP00000025911
ENSTGUP00000014801	ENSGALP00000041629
ENSTGUP00000001074	ENSGALP00000039538
ENSTGUP00000011308	ENSGALP00000015955
ENSTGUP00000011937	ENSGALP00000015954
ENSTGUP00000005003	ENSGALP00000024246
ENSTGUP00000000789	ENSGALP00000006433
ENSTGUP00000007630	ENSGALP00000016318
ENSTGUP00000004738	ENSGALP00000014565
ENSTGUP00000009614	ENSGALP00000011605
ENSTGUP00000004461	ENSGALP00000003423
ENSTGUP00000010269	ENSGALP00000022500
ENSTGUP00000004545	ENSGALP00000005398
ENSTGUP00000012110	ENSGALP00000023810
ENSTGUP00000000813	ENSGALP00000002193
ENSTGUP00000009200	ENSGALP00000015070
ENSTGUP00000003010	ENSGALP00000042845
ENSTGUP00000009203	ENSGALP00000015069
ENSTGUP00000009215	ENSGALP00000037896
ENSTGUP00000003546	ENSGALP00000001945
ENSTGUP00000014681	ENSGALP00000041973
ENSTGUP00000009197	ENSGALP00000015076
ENSTGUP00000003253	ENSGALP00000036868
ENSTGUP00000000418	ENSGALP00000042621
ENSTGUP00000005867	ENSGALP00000003075
ENSTGUP00000009794	ENSGALP00000011713
ENSTGUP00000007328	ENSGALP00000032039
ENSTGUP00000002947	ENSGALP00000009974
ENSTGUP00000010051	ENSGALP00000027068
ENSTGUP00000012679	ENSGALP00000025060
ENSTGUP00000000060	ENSGALP00000000619
ENSTGUP00000001509	ENSGALP00000002304
ENSTGUP00000007863	ENSGALP00000003098
ENSTGUP00000008636	ENSGALP00000006228
ENSTGUP00000013652	ENSGALP00000026885
ENSTGUP00000017228	ENSGALP00000018598
ENSTGUP00000009995	ENSGALP00000019386
ENSTGUP00000004113	ENSGALP00000041133
ENSTGUP00000010300	ENSGALP00000013145
ENSTGUP00000017392	ENSGALP00000013083
ENSTGUP00000010302	ENSGALP00000013290
ENSTGUP00000010335	ENSGALP00000013465
ENSTGUP00000004317	ENSGALP00000018912
ENSTGUP00000003256	ENSGALP00000016000
ENSTGUP00000012577	ENSGALP00000016773
ENSTGUP00000004503	ENSGALP00000039459
ENSTGUP00000007319	ENSGALP00000001685
ENSTGUP00000017268	ENSGALP00000018451
ENSTGUP00000006319	ENSGALP00000037901
ENSTGUP00000012424	ENSGALP00000027454
ENSTGUP00000012417	ENSGALP00000027455
ENSTGUP00000013533	ENSGALP00000020171
ENSTGUP00000010199	ENSGALP00000018169
ENSTGUP00000001382	ENSGALP00000013322
ENSTGUP00000006486	ENSGALP00000024860
ENSTGUP00000008609	ENSGALP00000029644
ENSTGUP00000011621	ENSGALP00000024977
ENSTGUP00000001093	ENSGALP00000015194
ENSTGUP00000012477	ENSGALP00000027426
ENSTGUP00000011511	ENSGALP00000038403
ENSTGUP00000004196	ENSGALP00000024125
ENSTGUP00000015417	ENSGALP00000004047
ENSTGUP00000000480	ENSGALP00000034361
ENSTGUP00000004225	ENSGALP00000037768
ENSTGUP00000011053	ENSGALP00000026875
ENSTGUP00000013303	ENSGALP00000041537
ENSTGUP00000012762	ENSGALP00000017224
ENSTGUP00000012896	ENSGALP00000017399
ENSTGUP00000006396	ENSGALP00000001422
ENSTGUP00000007676	ENSGALP00000001182
ENSTGUP00000005804	ENSGALP00000023352
ENSTGUP00000005692	ENSGALP00000010520
ENSTGUP00000011137	ENSGALP00000020445
ENSTGUP00000014011	ENSGALP00000036100
ENSTGUP00000004363	ENSGALP00000012485
ENSTGUP00000011028	ENSGALP00000014251
ENSTGUP00000010149	ENSGALP00000023094
ENSTGUP00000005033	ENSGALP00000018639
ENSTGUP00000002010	ENSGALP00000030382
ENSTGUP00000001995	ENSGALP00000021049
ENSTGUP00000001989	ENSGALP00000021052
ENSTGUP00000001981	ENSGALP00000021076
ENSTGUP00000002041	ENSGALP00000021013
ENSTGUP00000006390	ENSGALP00000009947
ENSTGUP00000006385	ENSGALP00000032704
ENSTGUP00000004350	ENSGALP00000007267
ENSTGUP00000006395	ENSGALP00000009943
ENSTGUP00000010213	ENSGALP00000008451
ENSTGUP00000009652	ENSGALP00000008511
ENSTGUP00000007477	ENSGALP00000021078
ENSTGUP00000003019	ENSGALP00000023789
ENSTGUP00000005977	ENSGALP00000011656
ENSTGUP00000009721	ENSGALP00000022341
ENSTGUP00000009676	ENSGALP00000036136
ENSTGUP00000010147	ENSGALP00000008445
ENSTGUP00000010650	ENSGALP00000018412
ENSTGUP00000001360	ENSGALP00000014173
ENSTGUP00000013174	ENSGALP00000000102
ENSTGUP00000013233	ENSGALP00000026254
ENSTGUP00000000568	ENSGALP00000040049
ENSTGUP00000011208	ENSGALP00000025663
ENSTGUP00000000346	ENSGALP00000040195
ENSTGUP00000010218	ENSGALP00000036478
ENSTGUP00000008822	ENSGALP00000010550
ENSTGUP00000011952	ENSGALP00000022634
ENSTGUP00000007027	ENSGALP00000014481
ENSTGUP00000001813	ENSGALP00000002967
ENSTGUP00000013865	ENSGALP00000027933
ENSTGUP00000007364	ENSGALP00000009725
ENSTGUP00000011612	ENSGALP00000042663
ENSTGUP00000005760	ENSGALP00000041358
ENSTGUP00000000737	ENSGALP00000010453
ENSTGUP00000006121	ENSGALP00000040870
ENSTGUP00000002782	ENSGALP00000015365
ENSTGUP00000009745	ENSGALP00000010737
ENSTGUP00000013084	ENSGALP00000043261
ENSTGUP00000006196	ENSGALP00000042653
ENSTGUP00000008299	ENSGALP00000037562
ENSTGUP00000006642	ENSGALP00000034265
ENSTGUP00000007207	ENSGALP00000007869
ENSTGUP00000000302	ENSGALP00000005865
ENSTGUP00000004965	ENSGALP00000037153
ENSTGUP00000010936	ENSGALP00000013956
ENSTGUP00000009785	ENSGALP00000043146
ENSTGUP00000002344	ENSGALP00000023935
ENSTGUP00000003957	ENSGALP00000018757
ENSTGUP00000002820	ENSGALP00000015425
ENSTGUP00000013241	ENSGALP00000018736
ENSTGUP00000000816	ENSGALP00000000760
ENSTGUP00000013537	ENSGALP00000036079
ENSTGUP00000012362	ENSGALP00000023393
ENSTGUP00000012197	ENSGALP00000016113
ENSTGUP00000003200	ENSGALP00000002319
ENSTGUP00000012758	ENSGALP00000026419
ENSTGUP00000013027	ENSGALP00000025593
ENSTGUP00000008944	ENSGALP00000017204
ENSTGUP00000014546	ENSGALP00000041446
ENSTGUP00000013602	ENSGALP00000026938
ENSTGUP00000013648	ENSGALP00000030898
ENSTGUP00000008912	ENSGALP00000043233
ENSTGUP00000001845	ENSGALP00000004483
ENSTGUP00000010860	ENSGALP00000032596
ENSTGUP00000007602	ENSGALP00000007864
ENSTGUP00000012050	ENSGALP00000017099
ENSTGUP00000005854	ENSGALP00000002985
ENSTGUP00000003247	ENSGALP00000042892
ENSTGUP00000010969	ENSGALP00000017480
ENSTGUP00000010015	ENSGALP00000027074
ENSTGUP00000002982	ENSGALP00000041535
ENSTGUP00000002984	ENSGALP00000017982
ENSTGUP00000003527	ENSGALP00000041773
ENSTGUP00000009239	ENSGALP00000037900
ENSTGUP00000011957	ENSGALP00000035668
ENSTGUP00000002612	ENSGALP00000017534
ENSTGUP00000003013	ENSGALP00000042003
ENSTGUP00000009194	ENSGALP00000032639
