ENSLOCP00000011371	ENSDARP00000122973
ENSLOCP00000013546	ENSDARP00000080522
ENSLOCP00000003548	ENSDARP00000113204
ENSLOCP00000001614	ENSDARP00000013376
ENSLOCP00000021370	ENSDARP00000047307
ENSLOCP00000020496	ENSDARP00000115766
ENSLOCP00000003550	ENSDARP00000101239
ENSLOCP00000009205	ENSDARP00000016700
ENSLOCP00000011204	ENSDARP00000056665
ENSLOCP00000016077	ENSDARP00000083875
ENSLOCP00000004943	ENSDARP00000011409
ENSLOCP00000014923	ENSDARP00000073620
ENSLOCP00000009594	ENSDARP00000128705
ENSLOCP00000008776	ENSDARP00000119330
ENSLOCP00000012481	ENSDARP00000106554
ENSLOCP00000012425	ENSDARP00000043814
ENSLOCP00000013841	ENSDARP00000087169
ENSLOCP00000009375	ENSDARP00000124228
ENSLOCP00000006802	ENSDARP00000045762
ENSLOCP00000016790	ENSDARP00000095029
ENSLOCP00000013092	ENSDARP00000040203
ENSLOCP00000001536	ENSDARP00000098004
ENSLOCP00000012405	ENSDARP00000062670
ENSLOCP00000004911	ENSDARP00000127990
ENSLOCP00000015329	ENSDARP00000086058
ENSLOCP00000005418	ENSDARP00000099353
ENSLOCP00000005418	ENSDARP00000115577
ENSLOCP00000009144	ENSDARP00000103591
ENSLOCP00000016182	ENSDARP00000126868
ENSLOCP00000000784	ENSDARP00000070629
ENSLOCP00000011141	ENSDARP00000124793
ENSLOCP00000018679	ENSDARP00000052937
ENSLOCP00000015327	ENSDARP00000120430
ENSLOCP00000016767	ENSDARP00000015036
ENSLOCP00000016108	ENSDARP00000010074
ENSLOCP00000012279	ENSDARP00000070003
ENSLOCP00000014790	ENSDARP00000069085
ENSLOCP00000012574	ENSDARP00000120922
ENSLOCP00000011915	ENSDARP00000072849
ENSLOCP00000003865	ENSDARP00000066557
ENSLOCP00000000549	ENSDARP00000106922
ENSLOCP00000015222	ENSDARP00000019859
ENSLOCP00000003744	ENSDARP00000050862
ENSLOCP00000005664	ENSDARP00000080366
ENSLOCP00000005664	ENSDARP00000121563
ENSLOCP00000016413	ENSDARP00000112503
ENSLOCP00000002682	ENSDARP00000047528
ENSLOCP00000011048	ENSDARP00000080361
ENSLOCP00000014176	ENSDARP00000042623
ENSLOCP00000018703	ENSDARP00000110614
ENSLOCP00000005742	ENSDARP00000083878
ENSLOCP00000007842	ENSDARP00000094283
ENSLOCP00000013807	ENSDARP00000120481
ENSLOCP00000013807	ENSDARP00000028698
ENSLOCP00000020791	ENSDARP00000024796
ENSLOCP00000006564	ENSDARP00000105792
ENSLOCP00000004753	ENSDARP00000081247
ENSLOCP00000010635	ENSDARP00000108269
ENSLOCP00000021459	ENSDARP00000020080
ENSLOCP00000021459	ENSDARP00000100243
ENSLOCP00000021807	ENSDARP00000094979
ENSLOCP00000021828	ENSDARP00000113187
ENSLOCP00000001171	ENSDARP00000022888
ENSLOCP00000015992	ENSDARP00000015671
ENSLOCP00000015992	ENSDARP00000094009
ENSLOCP00000009916	ENSDARP00000074846
ENSLOCP00000001809	ENSDARP00000102208
ENSLOCP00000010885	ENSDARP00000127073
ENSLOCP00000006623	ENSDARP00000005855
ENSLOCP00000015012	ENSDARP00000045070
ENSLOCP00000015012	ENSDARP00000016330
ENSLOCP00000013772	ENSDARP00000077301
ENSLOCP00000009271	ENSDARP00000107064
ENSLOCP00000010941	ENSDARP00000126371
ENSLOCP00000000976	ENSDARP00000112620
ENSLOCP00000003781	ENSDARP00000013603
ENSLOCP00000015749	ENSDARP00000108882
ENSLOCP00000015749	ENSDARP00000047810
ENSLOCP00000008208	ENSDARP00000120968
ENSLOCP00000009777	ENSDARP00000007234
ENSLOCP00000009777	ENSDARP00000127070
ENSLOCP00000015973	ENSDARP00000121332
ENSLOCP00000015973	ENSDARP00000076380
ENSLOCP00000005503	ENSDARP00000082892
ENSLOCP00000013740	ENSDARP00000128822
ENSLOCP00000010363	ENSDARP00000011366
ENSLOCP00000000887	ENSDARP00000105696
ENSLOCP00000000887	ENSDARP00000089039
ENSLOCP00000013564	ENSDARP00000056102
ENSLOCP00000013564	ENSDARP00000094545
ENSLOCP00000011526	ENSDARP00000122427
ENSLOCP00000021186	ENSDARP00000020932
ENSLOCP00000001972	ENSDARP00000072528
ENSLOCP00000009148	ENSDARP00000034534
ENSLOCP00000017524	ENSDARP00000067323
ENSLOCP00000017524	ENSDARP00000022108
ENSLOCP00000002279	ENSDARP00000120470
ENSLOCP00000003631	ENSDARP00000101022
ENSLOCP00000005359	ENSDARP00000087215
ENSLOCP00000015661	ENSDARP00000029832
ENSLOCP00000015661	ENSDARP00000109272
ENSLOCP00000010243	ENSDARP00000010190
ENSLOCP00000013975	ENSDARP00000020044
ENSLOCP00000013975	ENSDARP00000055407
ENSLOCP00000016753	ENSDARP00000106998
ENSLOCP00000020847	ENSDARP00000103861
ENSLOCP00000020847	ENSDARP00000120846
ENSLOCP00000018034	ENSDARP00000119031
ENSLOCP00000004198	ENSDARP00000123123
ENSLOCP00000010897	ENSDARP00000007949
ENSLOCP00000021729	ENSDARP00000110111
ENSLOCP00000017194	ENSDARP00000085236
ENSLOCP00000009491	ENSDARP00000057961
ENSLOCP00000015209	ENSDARP00000104209
ENSLOCP00000015209	ENSDARP00000100290
ENSLOCP00000007230	ENSDARP00000101215
ENSLOCP00000015381	ENSDARP00000121740
ENSLOCP00000001734	ENSDARP00000006025
ENSLOCP00000016641	ENSDARP00000058160
ENSLOCP00000014577	ENSDARP00000078496
ENSLOCP00000001036	ENSDARP00000100164
ENSLOCP00000001036	ENSDARP00000081768
ENSLOCP00000012670	ENSDARP00000128654
ENSLOCP00000003647	ENSDARP00000112571
ENSLOCP00000016721	ENSDARP00000055490
ENSLOCP00000005553	ENSDARP00000003721
ENSLOCP00000006266	ENSDARP00000084719
ENSLOCP00000018265	ENSDARP00000002767
ENSLOCP00000013160	ENSDARP00000110059
ENSLOCP00000012118	ENSDARP00000122396
ENSLOCP00000021454	ENSDARP00000118751
ENSLOCP00000015698	ENSDARP00000100704
ENSLOCP00000008621	ENSDARP00000016471
ENSLOCP00000012193	ENSDARP00000105538
ENSLOCP00000009625	ENSDARP00000102422
ENSLOCP00000004977	ENSDARP00000128160
ENSLOCP00000007822	ENSDARP00000072319
ENSLOCP00000000349	ENSDARP00000094186
ENSLOCP00000006175	ENSDARP00000117285
ENSLOCP00000003290	ENSDARP00000097547
ENSLOCP00000004133	ENSDARP00000121456
ENSLOCP00000011266	ENSDARP00000042828
ENSLOCP00000009537	ENSDARP00000117136
ENSLOCP00000009537	ENSDARP00000101335
ENSLOCP00000000949	ENSDARP00000097592
ENSLOCP00000000949	ENSDARP00000103261
ENSLOCP00000003894	ENSDARP00000061705
ENSLOCP00000018684	ENSDARP00000096523
ENSLOCP00000009411	ENSDARP00000041896
ENSLOCP00000006450	ENSDARP00000104271
ENSLOCP00000018468	ENSDARP00000047418
ENSLOCP00000019208	ENSDARP00000008788
ENSLOCP00000019208	ENSDARP00000103096
ENSLOCP00000016688	ENSDARP00000025178
ENSLOCP00000016688	ENSDARP00000115574
ENSLOCP00000010543	ENSDARP00000045990
ENSLOCP00000019886	ENSDARP00000038349
ENSLOCP00000008388	ENSDARP00000112831
ENSLOCP00000015193	ENSDARP00000047527
ENSLOCP00000013235	ENSDARP00000128354
ENSLOCP00000013235	ENSDARP00000106050
ENSLOCP00000015200	ENSDARP00000062362
ENSLOCP00000013414	ENSDARP00000064895
ENSLOCP00000015456	ENSDARP00000117834
ENSLOCP00000007726	ENSDARP00000123118
ENSLOCP00000007726	ENSDARP00000044410
ENSLOCP00000012058	ENSDARP00000020119
ENSLOCP00000005126	ENSDARP00000050331
ENSLOCP00000015340	ENSDARP00000102226
ENSLOCP00000015739	ENSDARP00000025026
ENSLOCP00000011763	ENSDARP00000084947
ENSLOCP00000005982	ENSDARP00000065499
ENSLOCP00000013417	ENSDARP00000099145
ENSLOCP00000008735	ENSDARP00000078094
ENSLOCP00000008692	ENSDARP00000065432
ENSLOCP00000018926	ENSDARP00000014386
ENSLOCP00000010273	ENSDARP00000081504
ENSLOCP00000006376	ENSDARP00000123782
ENSLOCP00000008927	ENSDARP00000082752
ENSLOCP00000015083	ENSDARP00000073556
ENSLOCP00000015083	ENSDARP00000125811
ENSLOCP00000013427	ENSDARP00000110235
ENSLOCP00000002020	ENSDARP00000119307
ENSLOCP00000013405	ENSDARP00000085803
ENSLOCP00000014419	ENSDARP00000079367
ENSLOCP00000004195	ENSDARP00000012804
ENSLOCP00000021036	ENSDARP00000046640
ENSLOCP00000003426	ENSDARP00000092959
ENSLOCP00000010276	ENSDARP00000094423
ENSLOCP00000002759	ENSDARP00000092118
ENSLOCP00000002678	ENSDARP00000121290
ENSLOCP00000002678	ENSDARP00000068090
ENSLOCP00000007173	ENSDARP00000093366
ENSLOCP00000009198	ENSDARP00000028545
ENSLOCP00000021244	ENSDARP00000023216
ENSLOCP00000021244	ENSDARP00000044936
ENSLOCP00000022105	ENSDARP00000034538
ENSLOCP00000022105	ENSDARP00000127146
ENSLOCP00000004555	ENSDARP00000107363
ENSLOCP00000003161	ENSDARP00000052064
ENSLOCP00000015425	ENSDARP00000115784
ENSLOCP00000015425	ENSDARP00000085905
ENSLOCP00000010538	ENSDARP00000076157
ENSLOCP00000006733	ENSDARP00000088401
ENSLOCP00000010042	ENSDARP00000075781
ENSLOCP00000005682	ENSDARP00000027230
ENSLOCP00000009877	ENSDARP00000113673
ENSLOCP00000020581	ENSDARP00000094915
ENSLOCP00000019930	ENSDARP00000122944
ENSLOCP00000015054	ENSDARP00000106736
ENSLOCP00000005635	ENSDARP00000030868
ENSLOCP00000005955	ENSDARP00000127860
ENSLOCP00000005955	ENSDARP00000090845
ENSLOCP00000020917	ENSDARP00000062342
ENSLOCP00000005238	ENSDARP00000117279
ENSLOCP00000005238	ENSDARP00000083736
ENSLOCP00000012891	ENSDARP00000087493
ENSLOCP00000012891	ENSDARP00000087484
ENSLOCP00000019012	ENSDARP00000016353
ENSLOCP00000019274	ENSDARP00000072574
ENSLOCP00000016596	ENSDARP00000094244
ENSLOCP00000016596	ENSDARP00000121284
ENSLOCP00000018173	ENSDARP00000119693
ENSLOCP00000019258	ENSDARP00000046065
ENSLOCP00000001700	ENSDARP00000102675
ENSLOCP00000001700	ENSDARP00000127756
ENSLOCP00000006984	ENSDARP00000097691
ENSLOCP00000017650	ENSDARP00000104720
ENSLOCP00000018023	ENSDARP00000106290
ENSLOCP00000008083	ENSDARP00000092508
ENSLOCP00000017271	ENSDARP00000083119
ENSLOCP00000020826	ENSDARP00000109857
ENSLOCP00000013677	ENSDARP00000081533
ENSLOCP00000013677	ENSDARP00000117418
ENSLOCP00000007606	ENSDARP00000120798
ENSLOCP00000000857	ENSDARP00000107798
ENSLOCP00000000857	ENSDARP00000096449
ENSLOCP00000011928	ENSDARP00000125046
ENSLOCP00000011928	ENSDARP00000110377
ENSLOCP00000018692	ENSDARP00000009148
ENSLOCP00000014689	ENSDARP00000082219
ENSLOCP00000014689	ENSDARP00000015688
ENSLOCP00000013210	ENSDARP00000103060
ENSLOCP00000019238	ENSDARP00000110791
ENSLOCP00000003902	ENSDARP00000080378
ENSLOCP00000003902	ENSDARP00000113257
ENSLOCP00000014598	ENSDARP00000034684
ENSLOCP00000019401	ENSDARP00000128186
ENSLOCP00000019401	ENSDARP00000092441
ENSLOCP00000017663	ENSDARP00000042301
ENSLOCP00000013094	ENSDARP00000117775
ENSLOCP00000016635	ENSDARP00000051235
ENSLOCP00000020116	ENSDARP00000115431
ENSLOCP00000005625	ENSDARP00000065585
ENSLOCP00000020009	ENSDARP00000110554
ENSLOCP00000001808	ENSDARP00000100744
ENSLOCP00000020345	ENSDARP00000107745
ENSLOCP00000020821	ENSDARP00000021661
ENSLOCP00000005285	ENSDARP00000031764
ENSLOCP00000015798	ENSDARP00000032359
ENSLOCP00000000296	ENSDARP00000113012
ENSLOCP00000018075	ENSDARP00000110074
ENSLOCP00000018075	ENSDARP00000070082
ENSLOCP00000008695	ENSDARP00000104118
ENSLOCP00000008695	ENSDARP00000079237
ENSLOCP00000001736	ENSDARP00000078002
ENSLOCP00000007022	ENSDARP00000085067
ENSLOCP00000007022	ENSDARP00000102535
ENSLOCP00000008253	ENSDARP00000099552
ENSLOCP00000011254	ENSDARP00000057640
ENSLOCP00000018914	ENSDARP00000051514
ENSLOCP00000019666	ENSDARP00000007865
ENSLOCP00000020814	ENSDARP00000061847
ENSLOCP00000015663	ENSDARP00000108910
ENSLOCP00000014542	ENSDARP00000091906
ENSLOCP00000015911	ENSDARP00000093003
ENSLOCP00000004353	ENSDARP00000108705
ENSLOCP00000007005	ENSDARP00000105893
ENSLOCP00000020149	ENSDARP00000020512
ENSLOCP00000020149	ENSDARP00000110576
ENSLOCP00000007541	ENSDARP00000002502
ENSLOCP00000020459	ENSDARP00000104564
ENSLOCP00000001982	ENSDARP00000111894
ENSLOCP00000012373	ENSDARP00000095869
ENSLOCP00000004946	ENSDARP00000106575
ENSLOCP00000019830	ENSDARP00000081177
ENSLOCP00000019830	ENSDARP00000014740
ENSLOCP00000013760	ENSDARP00000087540
ENSLOCP00000017056	ENSDARP00000012856
ENSLOCP00000016037	ENSDARP00000065804
ENSLOCP00000018816	ENSDARP00000018978
ENSLOCP00000009643	ENSDARP00000018179
ENSLOCP00000019852	ENSDARP00000105164
ENSLOCP00000002550	ENSDARP00000090639
ENSLOCP00000017900	ENSDARP00000041576
ENSLOCP00000008576	ENSDARP00000006884
ENSLOCP00000007233	ENSDARP00000119785
ENSLOCP00000007922	ENSDARP00000051081
ENSLOCP00000003314	ENSDARP00000042774
ENSLOCP00000001523	ENSDARP00000012295
ENSLOCP00000001523	ENSDARP00000070995
ENSLOCP00000002188	ENSDARP00000067889
ENSLOCP00000002188	ENSDARP00000070263
ENSLOCP00000004234	ENSDARP00000068085
ENSLOCP00000007255	ENSDARP00000124849
ENSLOCP00000005588	ENSDARP00000111087
ENSLOCP00000001981	ENSDARP00000128688
ENSLOCP00000021258	ENSDARP00000108261
ENSLOCP00000020473	ENSDARP00000059439
ENSLOCP00000015769	ENSDARP00000022592
ENSLOCP00000015769	ENSDARP00000034327
ENSLOCP00000004262	ENSDARP00000102315
ENSLOCP00000006021	ENSDARP00000066379
ENSLOCP00000003663	ENSDARP00000064011
ENSLOCP00000003663	ENSDARP00000062023
ENSLOCP00000006433	ENSDARP00000065361
ENSLOCP00000005981	ENSDARP00000117733
ENSLOCP00000006207	ENSDARP00000116974
ENSLOCP00000007779	ENSDARP00000123924
ENSLOCP00000018327	ENSDARP00000094353
ENSLOCP00000008630	ENSDARP00000073464
ENSLOCP00000009036	ENSDARP00000037588
ENSLOCP00000015484	ENSDARP00000011795
ENSLOCP00000008022	ENSDARP00000085190
ENSLOCP00000001105	ENSDARP00000104660
ENSLOCP00000007276	ENSDARP00000126215
ENSLOCP00000008820	ENSDARP00000076212
ENSLOCP00000020479	ENSDARP00000100992
ENSLOCP00000005002	ENSDARP00000019112
ENSLOCP00000005002	ENSDARP00000037761
ENSLOCP00000017249	ENSDARP00000070415
ENSLOCP00000020855	ENSDARP00000023546
ENSLOCP00000005483	ENSDARP00000115545
ENSLOCP00000019121	ENSDARP00000013792
ENSLOCP00000018780	ENSDARP00000033414
ENSLOCP00000015787	ENSDARP00000071454
ENSLOCP00000006627	ENSDARP00000071460
ENSLOCP00000006627	ENSDARP00000043209
ENSLOCP00000011118	ENSDARP00000070266
ENSLOCP00000021540	ENSDARP00000076279
ENSLOCP00000021538	ENSDARP00000118625
ENSLOCP00000021871	ENSDARP00000062115
ENSLOCP00000022240	ENSDARP00000116125
ENSLOCP00000022240	ENSDARP00000064196
ENSLOCP00000022388	ENSDARP00000032545
ENSLOCP00000005151	ENSDARP00000063319
ENSLOCP00000021535	ENSDARP00000104885
ENSLOCP00000021532	ENSDARP00000091985
ENSLOCP00000021533	ENSDARP00000002797
ENSLOCP00000021591	ENSDARP00000065182
ENSLOCP00000017004	ENSDARP00000052843
ENSLOCP00000000997	ENSDARP00000065460
ENSLOCP00000005478	ENSDARP00000110099
ENSLOCP00000005460	ENSDARP00000117839
ENSLOCP00000005460	ENSDARP00000106948
ENSLOCP00000011840	ENSDARP00000107352
ENSLOCP00000014904	ENSDARP00000081638
ENSLOCP00000014904	ENSDARP00000078867
ENSLOCP00000011113	ENSDARP00000098678
ENSLOCP00000011113	ENSDARP00000109134
ENSLOCP00000022257	ENSDARP00000088022
ENSLOCP00000021544	ENSDARP00000074788
ENSLOCP00000011146	ENSDARP00000077695
ENSLOCP00000014854	ENSDARP00000028338
ENSLOCP00000008013	ENSDARP00000066449
ENSLOCP00000008013	ENSDARP00000059260
ENSLOCP00000016029	ENSDARP00000058288
ENSLOCP00000001110	ENSDARP00000073347
ENSLOCP00000003006	ENSDARP00000110874
ENSLOCP00000010697	ENSDARP00000078333
ENSLOCP00000010768	ENSDARP00000092978
ENSLOCP00000012485	ENSDARP00000048497
ENSLOCP00000007663	ENSDARP00000122861
ENSLOCP00000002049	ENSDARP00000128115
ENSLOCP00000003289	ENSDARP00000010229
ENSLOCP00000009951	ENSDARP00000065506
ENSLOCP00000009951	ENSDARP00000023968
ENSLOCP00000019943	ENSDARP00000114387
ENSLOCP00000018535	ENSDARP00000022612
ENSLOCP00000021483	ENSDARP00000058966
ENSLOCP00000021731	ENSDARP00000025540
ENSLOCP00000021731	ENSDARP00000038292
ENSLOCP00000021640	ENSDARP00000108967
ENSLOCP00000002157	ENSDARP00000015776
ENSLOCP00000017214	ENSDARP00000126789
ENSLOCP00000017214	ENSDARP00000113585
ENSLOCP00000022205	ENSDARP00000046506
ENSLOCP00000013554	ENSDARP00000076561
ENSLOCP00000007259	ENSDARP00000129270
ENSLOCP00000017942	ENSDARP00000076422
ENSLOCP00000010096	ENSDARP00000012386
ENSLOCP00000010096	ENSDARP00000071903
ENSLOCP00000020676	ENSDARP00000087563
ENSLOCP00000012322	ENSDARP00000127557
ENSLOCP00000012322	ENSDARP00000078808
ENSLOCP00000012538	ENSDARP00000103134
ENSLOCP00000012538	ENSDARP00000082173
ENSLOCP00000004886	ENSDARP00000112172
ENSLOCP00000004329	ENSDARP00000120670
ENSLOCP00000020216	ENSDARP00000073352
ENSLOCP00000018025	ENSDARP00000017246
ENSLOCP00000018025	ENSDARP00000106981
ENSLOCP00000013860	ENSDARP00000119339
ENSLOCP00000017145	ENSDARP00000101477
ENSLOCP00000005543	ENSDARP00000086722
ENSLOCP00000018244	ENSDARP00000074976
ENSLOCP00000021885	ENSDARP00000052911
ENSLOCP00000011828	ENSDARP00000080047
ENSLOCP00000014137	ENSDARP00000096365
ENSLOCP00000012982	ENSDARP00000108171
ENSLOCP00000012982	ENSDARP00000068851
ENSLOCP00000014022	ENSDARP00000099198
ENSLOCP00000006309	ENSDARP00000111466
ENSLOCP00000006352	ENSDARP00000112237
ENSLOCP00000011941	ENSDARP00000089179
ENSLOCP00000011941	ENSDARP00000124217
ENSLOCP00000013165	ENSDARP00000111731
ENSLOCP00000013153	ENSDARP00000005968
ENSLOCP00000008459	ENSDARP00000112646
ENSLOCP00000007823	ENSDARP00000053266
ENSLOCP00000007823	ENSDARP00000076883
ENSLOCP00000009863	ENSDARP00000058066
ENSLOCP00000015872	ENSDARP00000069834
ENSLOCP00000012074	ENSDARP00000112795
ENSLOCP00000005566	ENSDARP00000014849
ENSLOCP00000017627	ENSDARP00000049884
ENSLOCP00000014903	ENSDARP00000108228
ENSLOCP00000007018	ENSDARP00000003788
ENSLOCP00000006744	ENSDARP00000098240
ENSLOCP00000006744	ENSDARP00000087441
ENSLOCP00000021147	ENSDARP00000087437
ENSLOCP00000017073	ENSDARP00000077804
ENSLOCP00000013832	ENSDARP00000129287
ENSLOCP00000005429	ENSDARP00000080077
ENSLOCP00000005429	ENSDARP00000016117
ENSLOCP00000017254	ENSDARP00000025546
ENSLOCP00000020856	ENSDARP00000117693
ENSLOCP00000017252	ENSDARP00000068914
ENSLOCP00000011169	ENSDARP00000016308
ENSLOCP00000018486	ENSDARP00000004716
ENSLOCP00000011023	ENSDARP00000057093
ENSLOCP00000011004	ENSDARP00000107444
ENSLOCP00000012087	ENSDARP00000054821
ENSLOCP00000018485	ENSDARP00000115852
ENSLOCP00000012688	ENSDARP00000102248
ENSLOCP00000009957	ENSDARP00000095383
ENSLOCP00000009942	ENSDARP00000108860
ENSLOCP00000012684	ENSDARP00000010904
ENSLOCP00000008975	ENSDARP00000106735
ENSLOCP00000018502	ENSDARP00000107903
ENSLOCP00000014936	ENSDARP00000035373
ENSLOCP00000014302	ENSDARP00000003103
ENSLOCP00000011819	ENSDARP00000009156
ENSLOCP00000011819	ENSDARP00000008694
ENSLOCP00000002277	ENSDARP00000009610
ENSLOCP00000019106	ENSDARP00000054663
ENSLOCP00000011034	ENSDARP00000035027
ENSLOCP00000020135	ENSDARP00000010393
ENSLOCP00000020135	ENSDARP00000018820
ENSLOCP00000009669	ENSDARP00000068232
ENSLOCP00000009669	ENSDARP00000068588
ENSLOCP00000008311	ENSDARP00000016061
ENSLOCP00000003424	ENSDARP00000016102
ENSLOCP00000003424	ENSDARP00000106456
ENSLOCP00000017186	ENSDARP00000098981
ENSLOCP00000001707	ENSDARP00000062748
ENSLOCP00000009676	ENSDARP00000007535
ENSLOCP00000009657	ENSDARP00000053637
ENSLOCP00000014051	ENSDARP00000106602
ENSLOCP00000009992	ENSDARP00000069272
ENSLOCP00000002211	ENSDARP00000112297
ENSLOCP00000005779	ENSDARP00000017469
ENSLOCP00000017618	ENSDARP00000060244
ENSLOCP00000008654	ENSDARP00000012986
ENSLOCP00000007538	ENSDARP00000063250
ENSLOCP00000006168	ENSDARP00000057824
ENSLOCP00000006038	ENSDARP00000096188
ENSLOCP00000006478	ENSDARP00000096259
ENSLOCP00000009113	ENSDARP00000116647
ENSLOCP00000004128	ENSDARP00000117813
ENSLOCP00000004128	ENSDARP00000099489
ENSLOCP00000003027	ENSDARP00000081582
ENSLOCP00000003388	ENSDARP00000106234
ENSLOCP00000003388	ENSDARP00000089659
ENSLOCP00000018583	ENSDARP00000040707
ENSLOCP00000016720	ENSDARP00000063763
ENSLOCP00000014698	ENSDARP00000126158
ENSLOCP00000014698	ENSDARP00000042409
ENSLOCP00000012849	ENSDARP00000019910
ENSLOCP00000003810	ENSDARP00000012862
ENSLOCP00000008054	ENSDARP00000067062
ENSLOCP00000009561	ENSDARP00000083921
ENSLOCP00000018812	ENSDARP00000023263
ENSLOCP00000020218	ENSDARP00000114735
ENSLOCP00000005734	ENSDARP00000093359
ENSLOCP00000006436	ENSDARP00000083406
ENSLOCP00000006436	ENSDARP00000126784
ENSLOCP00000021336	ENSDARP00000052438
ENSLOCP00000002327	ENSDARP00000111593
ENSLOCP00000008422	ENSDARP00000113372
ENSLOCP00000009269	ENSDARP00000087106
ENSLOCP00000009269	ENSDARP00000087116
ENSLOCP00000005326	ENSDARP00000120698
ENSLOCP00000003026	ENSDARP00000100867
ENSLOCP00000003026	ENSDARP00000104324
ENSLOCP00000009769	ENSDARP00000085193
ENSLOCP00000009769	ENSDARP00000123162
ENSLOCP00000016297	ENSDARP00000111621
ENSLOCP00000014155	ENSDARP00000051555
ENSLOCP00000014155	ENSDARP00000114226
ENSLOCP00000015884	ENSDARP00000111554
ENSLOCP00000019774	ENSDARP00000114137
ENSLOCP00000020437	ENSDARP00000106962
ENSLOCP00000012563	ENSDARP00000123786
ENSLOCP00000012459	ENSDARP00000017993
ENSLOCP00000014325	ENSDARP00000072787
ENSLOCP00000002698	ENSDARP00000107530
ENSLOCP00000015323	ENSDARP00000079124
ENSLOCP00000015323	ENSDARP00000102511
ENSLOCP00000013194	ENSDARP00000127291
ENSLOCP00000013194	ENSDARP00000128227
ENSLOCP00000016393	ENSDARP00000052903
ENSLOCP00000000025	ENSDARP00000115335
ENSLOCP00000014388	ENSDARP00000124983
ENSLOCP00000005101	ENSDARP00000001565
ENSLOCP00000009963	ENSDARP00000063092
ENSLOCP00000012944	ENSDARP00000009555
ENSLOCP00000016316	ENSDARP00000116324
ENSLOCP00000014921	ENSDARP00000126346
ENSLOCP00000014301	ENSDARP00000073586
ENSLOCP00000006587	ENSDARP00000065254
ENSLOCP00000020130	ENSDARP00000108281
ENSLOCP00000021062	ENSDARP00000098315
ENSLOCP00000012677	ENSDARP00000026847
ENSLOCP00000012677	ENSDARP00000010799
ENSLOCP00000018035	ENSDARP00000089069
ENSLOCP00000019657	ENSDARP00000008197
ENSLOCP00000019657	ENSDARP00000121170
ENSLOCP00000012524	ENSDARP00000112112
ENSLOCP00000008636	ENSDARP00000068420
ENSLOCP00000004070	ENSDARP00000050854
ENSLOCP00000004070	ENSDARP00000046632
ENSLOCP00000009989	ENSDARP00000081011
ENSLOCP00000020658	ENSDARP00000100834
ENSLOCP00000009133	ENSDARP00000084207
ENSLOCP00000015123	ENSDARP00000094097
ENSLOCP00000016980	ENSDARP00000122475
ENSLOCP00000017812	ENSDARP00000060195
ENSLOCP00000014450	ENSDARP00000127930
ENSLOCP00000007706	ENSDARP00000103712
ENSLOCP00000007632	ENSDARP00000005344
ENSLOCP00000014561	ENSDARP00000052439
ENSLOCP00000004638	ENSDARP00000122793
ENSLOCP00000009852	ENSDARP00000111929
ENSLOCP00000016094	ENSDARP00000025567
ENSLOCP00000001326	ENSDARP00000128014
ENSLOCP00000002832	ENSDARP00000088021
ENSLOCP00000003036	ENSDARP00000107676
ENSLOCP00000022194	ENSDARP00000061673
ENSLOCP00000013985	ENSDARP00000097945
ENSLOCP00000013985	ENSDARP00000107317
ENSLOCP00000021859	ENSDARP00000076547
ENSLOCP00000021859	ENSDARP00000092663
ENSLOCP00000021711	ENSDARP00000088654
ENSLOCP00000021806	ENSDARP00000026052
ENSLOCP00000006965	ENSDARP00000022783
ENSLOCP00000019001	ENSDARP00000057610
ENSLOCP00000004379	ENSDARP00000122239
ENSLOCP00000004379	ENSDARP00000054036
ENSLOCP00000006388	ENSDARP00000095906
ENSLOCP00000006347	ENSDARP00000044732
ENSLOCP00000022106	ENSDARP00000042819
ENSLOCP00000021499	ENSDARP00000084365
ENSLOCP00000005980	ENSDARP00000095023
ENSLOCP00000021501	ENSDARP00000065100
ENSLOCP00000021500	ENSDARP00000087356
ENSLOCP00000019599	ENSDARP00000127173
ENSLOCP00000021825	ENSDARP00000091442
ENSLOCP00000013476	ENSDARP00000120738
ENSLOCP00000020432	ENSDARP00000099511
ENSLOCP00000012507	ENSDARP00000098283
ENSLOCP00000020805	ENSDARP00000122943
ENSLOCP00000004909	ENSDARP00000119970
ENSLOCP00000014313	ENSDARP00000121526
ENSLOCP00000004174	ENSDARP00000122885
ENSLOCP00000022277	ENSDARP00000117976
ENSLOCP00000019846	ENSDARP00000077281
ENSLOCP00000019846	ENSDARP00000097998
ENSLOCP00000019850	ENSDARP00000100212
ENSLOCP00000019850	ENSDARP00000101739
ENSLOCP00000013243	ENSDARP00000066263
ENSLOCP00000019809	ENSDARP00000064066
ENSLOCP00000004220	ENSDARP00000120977
ENSLOCP00000001417	ENSDARP00000113499
ENSLOCP00000008373	ENSDARP00000060478
ENSLOCP00000014517	ENSDARP00000098869
ENSLOCP00000010398	ENSDARP00000116548
ENSLOCP00000004979	ENSDARP00000049686
ENSLOCP00000014488	ENSDARP00000100661
ENSLOCP00000020813	ENSDARP00000053874
ENSLOCP00000019770	ENSDARP00000072362
ENSLOCP00000017456	ENSDARP00000080154
ENSLOCP00000021042	ENSDARP00000128646
ENSLOCP00000021042	ENSDARP00000011793
ENSLOCP00000017313	ENSDARP00000065888
ENSLOCP00000017313	ENSDARP00000076260
ENSLOCP00000020564	ENSDARP00000106303
ENSLOCP00000017481	ENSDARP00000106938
