ENSGALP00000006197	ENSACAP00000005936
ENSGALP00000002905	ENSACAP00000004986
ENSGALP00000007270	ENSACAP00000007756
ENSGALP00000041146	ENSACAP00000001566
ENSGALP00000020952	ENSACAP00000020293
ENSGALP00000020969	ENSACAP00000017359
ENSGALP00000024868	ENSACAP00000005617
ENSGALP00000012298	ENSACAP00000004393
ENSGALP00000018038	ENSACAP00000000704
ENSGALP00000002234	ENSACAP00000008147
ENSGALP00000027673	ENSACAP00000006110
ENSGALP00000008024	ENSACAP00000012886
ENSGALP00000027829	ENSACAP00000001017
ENSGALP00000010141	ENSACAP00000014624
ENSGALP00000028052	ENSACAP00000017377
ENSGALP00000025448	ENSACAP00000001669
ENSGALP00000006016	ENSACAP00000008111
ENSGALP00000015877	ENSACAP00000001315
ENSGALP00000008566	ENSACAP00000014965
ENSGALP00000011018	ENSACAP00000013100
ENSGALP00000029498	ENSACAP00000013546
ENSGALP00000015665	ENSACAP00000006278
ENSGALP00000007835	ENSACAP00000013290
ENSGALP00000024361	ENSACAP00000002039
ENSGALP00000027863	ENSACAP00000006963
ENSGALP00000027865	ENSACAP00000012206
ENSGALP00000027376	ENSACAP00000006373
ENSGALP00000011504	ENSACAP00000011403
ENSGALP00000020422	ENSACAP00000002493
ENSGALP00000025204	ENSACAP00000000396
ENSGALP00000024139	ENSACAP00000003437
ENSGALP00000036979	ENSACAP00000013797
ENSGALP00000004270	ENSACAP00000017721
ENSGALP00000006724	ENSACAP00000014702
ENSGALP00000015009	ENSACAP00000009850
ENSGALP00000042420	ENSACAP00000000890
ENSGALP00000004401	ENSACAP00000015265
ENSGALP00000025042	ENSACAP00000011528
ENSGALP00000040897	ENSACAP00000009518
ENSGALP00000019306	ENSACAP00000001417
ENSGALP00000023626	ENSACAP00000007045
ENSGALP00000011857	ENSACAP00000002817
ENSGALP00000018095	ENSACAP00000014462
ENSGALP00000018580	ENSACAP00000013918
ENSGALP00000001557	ENSACAP00000013271
ENSGALP00000021968	ENSACAP00000006093
ENSGALP00000018925	ENSACAP00000013029
ENSGALP00000041211	ENSACAP00000017010
ENSGALP00000018280	ENSACAP00000014316
ENSGALP00000041970	ENSACAP00000005492
ENSGALP00000025756	ENSACAP00000003847
ENSGALP00000004472	ENSACAP00000015759
ENSGALP00000013560	ENSACAP00000009783
ENSGALP00000006085	ENSACAP00000011212
ENSGALP00000010610	ENSACAP00000016187
ENSGALP00000024029	ENSACAP00000013900
ENSGALP00000027813	ENSACAP00000014861
ENSGALP00000020068	ENSACAP00000007211
ENSGALP00000034590	ENSACAP00000011243
ENSGALP00000002498	ENSACAP00000013686
ENSGALP00000023734	ENSACAP00000015385
ENSGALP00000023753	ENSACAP00000015532
ENSGALP00000013375	ENSACAP00000016755
ENSGALP00000002359	ENSACAP00000001278
ENSGALP00000020168	ENSACAP00000006818
ENSGALP00000003455	ENSACAP00000006825
ENSGALP00000008558	ENSACAP00000003328
ENSGALP00000005401	ENSACAP00000005819
ENSGALP00000001374	ENSACAP00000001809
ENSGALP00000001691	ENSACAP00000014652
ENSGALP00000003475	ENSACAP00000014320
ENSGALP00000008672	ENSACAP00000002454
ENSGALP00000013502	ENSACAP00000004932
ENSGALP00000002660	ENSACAP00000015386
ENSGALP00000035074	ENSACAP00000000836
ENSGALP00000043151	ENSACAP00000022970
ENSGALP00000018523	ENSACAP00000011113
ENSGALP00000010023	ENSACAP00000000054
ENSGALP00000000544	ENSACAP00000012473
ENSGALP00000016570	ENSACAP00000018772
ENSGALP00000014738	ENSACAP00000007034
ENSGALP00000039827	ENSACAP00000012900
ENSGALP00000027881	ENSACAP00000015151
ENSGALP00000039829	ENSACAP00000017921
ENSGALP00000036471	ENSACAP00000015148
ENSGALP00000019808	ENSACAP00000001834
ENSGALP00000000597	ENSACAP00000015708
ENSGALP00000023295	ENSACAP00000002593
ENSGALP00000023294	ENSACAP00000006236
ENSGALP00000005892	ENSACAP00000015977
ENSGALP00000024904	ENSACAP00000005858
ENSGALP00000002028	ENSACAP00000006684
ENSGALP00000007507	ENSACAP00000008953
ENSGALP00000018373	ENSACAP00000012156
ENSGALP00000007468	ENSACAP00000008912
ENSGALP00000017210	ENSACAP00000007487
ENSGALP00000014168	ENSACAP00000016623
ENSGALP00000023988	ENSACAP00000014041
ENSGALP00000005598	ENSACAP00000002079
ENSGALP00000018370	ENSACAP00000012105
ENSGALP00000018369	ENSACAP00000012099
ENSGALP00000005607	ENSACAP00000002044
ENSGALP00000040631	ENSACAP00000008958
ENSGALP00000017309	ENSACAP00000019346
ENSGALP00000002688	ENSACAP00000008187
ENSGALP00000015080	ENSACAP00000004940
ENSGALP00000004659	ENSACAP00000002305
ENSGALP00000019511	ENSACAP00000005013
ENSGALP00000001451	ENSACAP00000002137
ENSGALP00000022655	ENSACAP00000013938
ENSGALP00000024665	ENSACAP00000005670
ENSGALP00000000947	ENSACAP00000016698
ENSGALP00000026636	ENSACAP00000011431
ENSGALP00000005545	ENSACAP00000015201
ENSGALP00000028876	ENSACAP00000007331
ENSGALP00000011127	ENSACAP00000011273
ENSGALP00000027277	ENSACAP00000004953
ENSGALP00000017930	ENSACAP00000012100
ENSGALP00000010048	ENSACAP00000016907
ENSGALP00000015537	ENSACAP00000000569
ENSGALP00000003437	ENSACAP00000001479
ENSGALP00000008945	ENSACAP00000005467
ENSGALP00000000711	ENSACAP00000004959
ENSGALP00000020375	ENSACAP00000003858
ENSGALP00000005725	ENSACAP00000011618
ENSGALP00000006093	ENSACAP00000017591
ENSGALP00000006098	ENSACAP00000022284
ENSGALP00000006097	ENSACAP00000017590
ENSGALP00000039436	ENSACAP00000017323
ENSGALP00000036688	ENSACAP00000012163
ENSGALP00000036691	ENSACAP00000012187
ENSGALP00000016978	ENSACAP00000002467
ENSGALP00000022980	ENSACAP00000007354
ENSGALP00000015054	ENSACAP00000012631
ENSGALP00000004249	ENSACAP00000011247
ENSGALP00000039013	ENSACAP00000009666
ENSGALP00000038847	ENSACAP00000007237
ENSGALP00000027136	ENSACAP00000006546
ENSGALP00000010676	ENSACAP00000005983
ENSGALP00000031565	ENSACAP00000005508
ENSGALP00000015797	ENSACAP00000015671
ENSGALP00000012514	ENSACAP00000022525
ENSGALP00000025600	ENSACAP00000010305
ENSGALP00000018712	ENSACAP00000009613
ENSGALP00000004219	ENSACAP00000016600
ENSGALP00000004484	ENSACAP00000009981
ENSGALP00000004038	ENSACAP00000011393
ENSGALP00000026250	ENSACAP00000010390
ENSGALP00000026436	ENSACAP00000002143
ENSGALP00000043245	ENSACAP00000004898
ENSGALP00000015999	ENSACAP00000015784
ENSGALP00000023111	ENSACAP00000011070
ENSGALP00000008103	ENSACAP00000011504
ENSGALP00000005780	ENSACAP00000011953
ENSGALP00000002394	ENSACAP00000017062
ENSGALP00000007086	ENSACAP00000017277
ENSGALP00000017332	ENSACAP00000012541
ENSGALP00000014522	ENSACAP00000013970
ENSGALP00000024705	ENSACAP00000005368
ENSGALP00000006509	ENSACAP00000008326
ENSGALP00000023037	ENSACAP00000011561
ENSGALP00000011324	ENSACAP00000009051
ENSGALP00000011550	ENSACAP00000006623
ENSGALP00000014032	ENSACAP00000004269
ENSGALP00000024578	ENSACAP00000010831
ENSGALP00000023996	ENSACAP00000014003
ENSGALP00000024492	ENSACAP00000010317
ENSGALP00000031772	ENSACAP00000000786
ENSGALP00000026614	ENSACAP00000011483
ENSGALP00000010820	ENSACAP00000000584
ENSGALP00000025153	ENSACAP00000011302
ENSGALP00000007416	ENSACAP00000015868
ENSGALP00000025029	ENSACAP00000016109
ENSGALP00000011471	ENSACAP00000016043
ENSGALP00000011564	ENSACAP00000012816
ENSGALP00000020330	ENSACAP00000015758
ENSGALP00000017484	ENSACAP00000005422
ENSGALP00000021140	ENSACAP00000000036
ENSGALP00000008067	ENSACAP00000012738
ENSGALP00000000913	ENSACAP00000001109
ENSGALP00000026414	ENSACAP00000002447
ENSGALP00000013346	ENSACAP00000007854
ENSGALP00000042401	ENSACAP00000001259
ENSGALP00000021524	ENSACAP00000002290
ENSGALP00000000647	ENSACAP00000013093
ENSGALP00000020498	ENSACAP00000010346
ENSGALP00000042428	ENSACAP00000013092
ENSGALP00000019000	ENSACAP00000011111
ENSGALP00000024201	ENSACAP00000000270
ENSGALP00000004596	ENSACAP00000009808
ENSGALP00000003023	ENSACAP00000009140
ENSGALP00000035851	ENSACAP00000009558
ENSGALP00000000989	ENSACAP00000003745
ENSGALP00000007405	ENSACAP00000011659
ENSGALP00000020143	ENSACAP00000017230
ENSGALP00000012889	ENSACAP00000013937
ENSGALP00000016685	ENSACAP00000016365
ENSGALP00000017393	ENSACAP00000004155
ENSGALP00000036650	ENSACAP00000011182
ENSGALP00000000907	ENSACAP00000006005
ENSGALP00000015312	ENSACAP00000015436
ENSGALP00000024158	ENSACAP00000010772
ENSGALP00000039023	ENSACAP00000013661
ENSGALP00000002045	ENSACAP00000017429
ENSGALP00000040837	ENSACAP00000011510
ENSGALP00000005397	ENSACAP00000004722
ENSGALP00000009765	ENSACAP00000003533
ENSGALP00000003041	ENSACAP00000015955
ENSGALP00000022272	ENSACAP00000004881
ENSGALP00000037431	ENSACAP00000009973
ENSGALP00000002441	ENSACAP00000016898
ENSGALP00000039750	ENSACAP00000001330
ENSGALP00000002409	ENSACAP00000006062
ENSGALP00000039481	ENSACAP00000000655
ENSGALP00000003568	ENSACAP00000006909
ENSGALP00000002080	ENSACAP00000015420
ENSGALP00000029961	ENSACAP00000008166
ENSGALP00000038166	ENSACAP00000002445
ENSGALP00000014039	ENSACAP00000004544
ENSGALP00000014934	ENSACAP00000015556
ENSGALP00000018087	ENSACAP00000013437
ENSGALP00000012794	ENSACAP00000003901
ENSGALP00000014939	ENSACAP00000015005
ENSGALP00000013640	ENSACAP00000015866
ENSGALP00000000054	ENSACAP00000010978
ENSGALP00000007379	ENSACAP00000009127
ENSGALP00000010857	ENSACAP00000002136
ENSGALP00000004997	ENSACAP00000007078
ENSGALP00000041418	ENSACAP00000011296
ENSGALP00000043257	ENSACAP00000008933
ENSGALP00000013713	ENSACAP00000015750
ENSGALP00000024446	ENSACAP00000005917
ENSGALP00000005115	ENSACAP00000018798
ENSGALP00000024445	ENSACAP00000018523
ENSGALP00000006958	ENSACAP00000008423
ENSGALP00000041749	ENSACAP00000001821
ENSGALP00000011951	ENSACAP00000004024
ENSGALP00000025231	ENSACAP00000000915
ENSGALP00000012150	ENSACAP00000001445
ENSGALP00000010735	ENSACAP00000005565
ENSGALP00000039234	ENSACAP00000003575
ENSGALP00000021593	ENSACAP00000016958
ENSGALP00000009950	ENSACAP00000000047
ENSGALP00000011883	ENSACAP00000007404
ENSGALP00000000966	ENSACAP00000016195
ENSGALP00000023686	ENSACAP00000014475
ENSGALP00000018719	ENSACAP00000009706
ENSGALP00000039708	ENSACAP00000012477
ENSGALP00000009443	ENSACAP00000005001
ENSGALP00000026448	ENSACAP00000012240
ENSGALP00000022482	ENSACAP00000016711
ENSGALP00000020617	ENSACAP00000001150
ENSGALP00000012943	ENSACAP00000003826
ENSGALP00000033115	ENSACAP00000007886
ENSGALP00000016112	ENSACAP00000014182
ENSGALP00000025903	ENSACAP00000002463
ENSGALP00000006470	ENSACAP00000012013
ENSGALP00000028328	ENSACAP00000015861
ENSGALP00000026523	ENSACAP00000001489
ENSGALP00000026488	ENSACAP00000012831
ENSGALP00000035889	ENSACAP00000020747
ENSGALP00000016520	ENSACAP00000003056
ENSGALP00000011518	ENSACAP00000014401
ENSGALP00000027059	ENSACAP00000007176
ENSGALP00000001353	ENSACAP00000016530
ENSGALP00000020419	ENSACAP00000009305
ENSGALP00000009962	ENSACAP00000012430
ENSGALP00000026953	ENSACAP00000011975
ENSGALP00000016084	ENSACAP00000003789
ENSGALP00000001263	ENSACAP00000007630
ENSGALP00000025819	ENSACAP00000008956
ENSGALP00000020844	ENSACAP00000016703
ENSGALP00000019093	ENSACAP00000003036
ENSGALP00000002998	ENSACAP00000002399
ENSGALP00000018130	ENSACAP00000001987
ENSGALP00000015272	ENSACAP00000003082
ENSGALP00000031999	ENSACAP00000015362
ENSGALP00000015229	ENSACAP00000003532
ENSGALP00000016538	ENSACAP00000001318
ENSGALP00000014743	ENSACAP00000007247
ENSGALP00000012981	ENSACAP00000013004
ENSGALP00000000385	ENSACAP00000003390
ENSGALP00000006594	ENSACAP00000005501
ENSGALP00000026310	ENSACAP00000004967
ENSGALP00000023918	ENSACAP00000009350
ENSGALP00000032013	ENSACAP00000002655
ENSGALP00000039903	ENSACAP00000004673
ENSGALP00000036825	ENSACAP00000016527
ENSGALP00000013524	ENSACAP00000004999
ENSGALP00000004442	ENSACAP00000015120
ENSGALP00000006481	ENSACAP00000012626
ENSGALP00000011954	ENSACAP00000004310
ENSGALP00000020106	ENSACAP00000002105
ENSGALP00000021572	ENSACAP00000006489
ENSGALP00000008090	ENSACAP00000007495
ENSGALP00000014575	ENSACAP00000002651
ENSGALP00000015110	ENSACAP00000015941
ENSGALP00000000814	ENSACAP00000004272
ENSGALP00000042231	ENSACAP00000000067
ENSGALP00000017773	ENSACAP00000014139
ENSGALP00000016479	ENSACAP00000017883
ENSGALP00000010279	ENSACAP00000000066
ENSGALP00000000837	ENSACAP00000004268
ENSGALP00000016311	ENSACAP00000001782
ENSGALP00000036664	ENSACAP00000013923
ENSGALP00000038261	ENSACAP00000015237
ENSGALP00000008014	ENSACAP00000019136
ENSGALP00000033985	ENSACAP00000001857
ENSGALP00000004371	ENSACAP00000011410
ENSGALP00000011666	ENSACAP00000007080
ENSGALP00000020339	ENSACAP00000003224
ENSGALP00000006760	ENSACAP00000009064
ENSGALP00000028686	ENSACAP00000005380
ENSGALP00000019941	ENSACAP00000013893
ENSGALP00000003793	ENSACAP00000001440
ENSGALP00000041170	ENSACAP00000008455
ENSGALP00000011091	ENSACAP00000012609
ENSGALP00000039011	ENSACAP00000005901
ENSGALP00000021279	ENSACAP00000012151
ENSGALP00000022836	ENSACAP00000001032
ENSGALP00000006720	ENSACAP00000009633
ENSGALP00000008918	ENSACAP00000004927
ENSGALP00000011479	ENSACAP00000007923
ENSGALP00000000880	ENSACAP00000009849
ENSGALP00000007191	ENSACAP00000014832
ENSGALP00000026159	ENSACAP00000014324
ENSGALP00000017547	ENSACAP00000000168
ENSGALP00000026130	ENSACAP00000017669
ENSGALP00000007080	ENSACAP00000002718
ENSGALP00000019398	ENSACAP00000004261
ENSGALP00000010660	ENSACAP00000008061
ENSGALP00000020526	ENSACAP00000001719
ENSGALP00000010967	ENSACAP00000006498
ENSGALP00000021315	ENSACAP00000011580
ENSGALP00000020904	ENSACAP00000013228
ENSGALP00000016630	ENSACAP00000014835
ENSGALP00000007520	ENSACAP00000002687
ENSGALP00000001257	ENSACAP00000010253
ENSGALP00000025584	ENSACAP00000010186
ENSGALP00000007521	ENSACAP00000007255
ENSGALP00000026542	ENSACAP00000010458
ENSGALP00000030215	ENSACAP00000013704
ENSGALP00000015861	ENSACAP00000001837
ENSGALP00000020919	ENSACAP00000013087
ENSGALP00000025458	ENSACAP00000013908
ENSGALP00000025525	ENSACAP00000019949
ENSGALP00000008591	ENSACAP00000014902
ENSGALP00000009475	ENSACAP00000002669
ENSGALP00000024873	ENSACAP00000005549
ENSGALP00000043137	ENSACAP00000007915
ENSGALP00000038838	ENSACAP00000011871
ENSGALP00000033774	ENSACAP00000009353
ENSGALP00000005317	ENSACAP00000017686
ENSGALP00000005731	ENSACAP00000000277
ENSGALP00000020513	ENSACAP00000010444
ENSGALP00000041002	ENSACAP00000016468
ENSGALP00000016270	ENSACAP00000002264
ENSGALP00000021247	ENSACAP00000012062
ENSGALP00000008414	ENSACAP00000004925
ENSGALP00000037011	ENSACAP00000001413
ENSGALP00000041207	ENSACAP00000010375
ENSGALP00000019778	ENSACAP00000002317
ENSGALP00000026458	ENSACAP00000011597
ENSGALP00000025494	ENSACAP00000002278
ENSGALP00000043160	ENSACAP00000011275
ENSGALP00000041235	ENSACAP00000011287
ENSGALP00000011818	ENSACAP00000013863
ENSGALP00000035953	ENSACAP00000012497
ENSGALP00000043237	ENSACAP00000005142
ENSGALP00000043047	ENSACAP00000000619
ENSGALP00000038424	ENSACAP00000007830
ENSGALP00000002492	ENSACAP00000000725
ENSGALP00000008020	ENSACAP00000008485
ENSGALP00000008004	ENSACAP00000021965
ENSGALP00000008022	ENSACAP00000008506
ENSGALP00000024871	ENSACAP00000009455
ENSGALP00000043348	ENSACAP00000004668
ENSGALP00000012577	ENSACAP00000009577
ENSGALP00000041996	ENSACAP00000014105
ENSGALP00000000543	ENSACAP00000021915
ENSGALP00000004244	ENSACAP00000002518
ENSGALP00000043327	ENSACAP00000017431
ENSGALP00000009226	ENSACAP00000005335
ENSGALP00000010393	ENSACAP00000020895
ENSGALP00000017568	ENSACAP00000000172
ENSGALP00000042778	ENSACAP00000008750
ENSGALP00000003056	ENSACAP00000005744
ENSGALP00000042938	ENSACAP00000003819
ENSGALP00000008774	ENSACAP00000023423
ENSGALP00000025008	ENSACAP00000017155
ENSGALP00000002236	ENSACAP00000021734
ENSGALP00000016120	ENSACAP00000022883
ENSGALP00000027241	ENSACAP00000000849
ENSGALP00000030795	ENSACAP00000017926
ENSGALP00000042334	ENSACAP00000013837
ENSGALP00000043130	ENSACAP00000008424
ENSGALP00000008525	ENSACAP00000000652
ENSGALP00000020458	ENSACAP00000016320
ENSGALP00000007751	ENSACAP00000004383
ENSGALP00000034226	ENSACAP00000015904
ENSGALP00000003249	ENSACAP00000020176
ENSGALP00000038411	ENSACAP00000008806
ENSGALP00000001057	ENSACAP00000016506
ENSGALP00000009666	ENSACAP00000001908
ENSGALP00000020713	ENSACAP00000003730
ENSGALP00000010751	ENSACAP00000000700
ENSGALP00000023532	ENSACAP00000015194
ENSGALP00000040725	ENSACAP00000020756
ENSGALP00000032938	ENSACAP00000008734
ENSGALP00000022293	ENSACAP00000004644
ENSGALP00000021028	ENSACAP00000001223
ENSGALP00000007490	ENSACAP00000003634
ENSGALP00000011069	ENSACAP00000013499
ENSGALP00000027278	ENSACAP00000004851
ENSGALP00000027323	ENSACAP00000004839
ENSGALP00000023135	ENSACAP00000002051
ENSGALP00000040446	ENSACAP00000014084
ENSGALP00000015825	ENSACAP00000013123
ENSGALP00000027332	ENSACAP00000000452
ENSGALP00000023188	ENSACAP00000016687
ENSGALP00000018212	ENSACAP00000010205
ENSGALP00000037222	ENSACAP00000010209
ENSGALP00000009933	ENSACAP00000019739
ENSGALP00000017954	ENSACAP00000012808
ENSGALP00000037924	ENSACAP00000012073
ENSGALP00000007757	ENSACAP00000011835
ENSGALP00000002651	ENSACAP00000005791
ENSGALP00000006087	ENSACAP00000006031
ENSGALP00000003352	ENSACAP00000000263
ENSGALP00000035716	ENSACAP00000001786
ENSGALP00000037579	ENSACAP00000004400
ENSGALP00000020990	ENSACAP00000011820
ENSGALP00000004941	ENSACAP00000008978
ENSGALP00000009166	ENSACAP00000008077
ENSGALP00000017521	ENSACAP00000012802
ENSGALP00000031938	ENSACAP00000001443
ENSGALP00000004542	ENSACAP00000014860
ENSGALP00000011796	ENSACAP00000017214
ENSGALP00000037883	ENSACAP00000017215
ENSGALP00000018279	ENSACAP00000020150
ENSGALP00000017079	ENSACAP00000000843
ENSGALP00000012693	ENSACAP00000010957
ENSGALP00000003422	ENSACAP00000015336
ENSGALP00000039444	ENSACAP00000019608
ENSGALP00000002212	ENSACAP00000006774
ENSGALP00000016260	ENSACAP00000004388
ENSGALP00000042446	ENSACAP00000009964
ENSGALP00000008374	ENSACAP00000009976
ENSGALP00000041169	ENSACAP00000008299
ENSGALP00000011515	ENSACAP00000003021
ENSGALP00000012941	ENSACAP00000010061
ENSGALP00000006754	ENSACAP00000013982
ENSGALP00000043433	ENSACAP00000008624
ENSGALP00000001120	ENSACAP00000008567
ENSGALP00000020559	ENSACAP00000013128
ENSGALP00000015254	ENSACAP00000016601
ENSGALP00000027816	ENSACAP00000014926
ENSGALP00000006181	ENSACAP00000005981
ENSGALP00000042961	ENSACAP00000003727
ENSGALP00000012597	ENSACAP00000015674
ENSGALP00000021996	ENSACAP00000013506
ENSGALP00000021086	ENSACAP00000012700
ENSGALP00000026167	ENSACAP00000014552
ENSGALP00000022291	ENSACAP00000004682
ENSGALP00000022754	ENSACAP00000001885
ENSGALP00000013538	ENSACAP00000011478
ENSGALP00000007850	ENSACAP00000008344
ENSGALP00000007715	ENSACAP00000002828
ENSGALP00000005610	ENSACAP00000015245
ENSGALP00000009224	ENSACAP00000005132
ENSGALP00000036964	ENSACAP00000014493
ENSGALP00000039710	ENSACAP00000007547
ENSGALP00000015862	ENSACAP00000001398
ENSGALP00000002631	ENSACAP00000017668
ENSGALP00000012273	ENSACAP00000014855
ENSGALP00000020054	ENSACAP00000008381
ENSGALP00000004297	ENSACAP00000002481
ENSGALP00000006606	ENSACAP00000001969
ENSGALP00000012905	ENSACAP00000006041
ENSGALP00000020906	ENSACAP00000007373
ENSGALP00000010348	ENSACAP00000008608
ENSGALP00000005024	ENSACAP00000001559
ENSGALP00000004563	ENSACAP00000005272
ENSGALP00000000569	ENSACAP00000012561
ENSGALP00000034660	ENSACAP00000022061
ENSGALP00000017301	ENSACAP00000008278
ENSGALP00000043059	ENSACAP00000009737
ENSGALP00000020867	ENSACAP00000002646
ENSGALP00000020866	ENSACAP00000013040
ENSGALP00000021146	ENSACAP00000008652
ENSGALP00000010799	ENSACAP00000016661
ENSGALP00000009711	ENSACAP00000019585
ENSGALP00000021520	ENSACAP00000009394
ENSGALP00000014662	ENSACAP00000001765
ENSGALP00000003746	ENSACAP00000011064
ENSGALP00000004669	ENSACAP00000005583
ENSGALP00000016898	ENSACAP00000009413
ENSGALP00000018320	ENSACAP00000013322
ENSGALP00000003589	ENSACAP00000009323
ENSGALP00000036909	ENSACAP00000002665
ENSGALP00000013851	ENSACAP00000003406
ENSGALP00000040682	ENSACAP00000000718
ENSGALP00000003642	ENSACAP00000007980
ENSGALP00000019752	ENSACAP00000010382
ENSGALP00000023617	ENSACAP00000012320
ENSGALP00000024648	ENSACAP00000012036
ENSGALP00000041025	ENSACAP00000022360
ENSGALP00000005404	ENSACAP00000009538
ENSGALP00000002895	ENSACAP00000007755
ENSGALP00000020087	ENSACAP00000015170
ENSGALP00000008428	ENSACAP00000005950
ENSGALP00000020334	ENSACAP00000015821
ENSGALP00000037713	ENSACAP00000014278
ENSGALP00000024600	ENSACAP00000017691
ENSGALP00000022114	ENSACAP00000005389
ENSGALP00000040847	ENSACAP00000004993
ENSGALP00000040637	ENSACAP00000006172
ENSGALP00000041135	ENSACAP00000006149
ENSGALP00000024584	ENSACAP00000017688
ENSGALP00000041118	ENSACAP00000016279
ENSGALP00000011493	ENSACAP00000019298
ENSGALP00000040959	ENSACAP00000004007
ENSGALP00000037008	ENSACAP00000006976
ENSGALP00000002658	ENSACAP00000017670
ENSGALP00000015856	ENSACAP00000001502
ENSGALP00000035449	ENSACAP00000002448
ENSGALP00000021257	ENSACAP00000012363
ENSGALP00000008874	ENSACAP00000004805
ENSGALP00000030734	ENSACAP00000009191
ENSGALP00000038622	ENSACAP00000003586
ENSGALP00000025682	ENSACAP00000007623
ENSGALP00000003863	ENSACAP00000015934
ENSGALP00000000645	ENSACAP00000017794
ENSGALP00000033454	ENSACAP00000010466
ENSGALP00000030752	ENSACAP00000005119
ENSGALP00000014463	ENSACAP00000005673
ENSGALP00000033238	ENSACAP00000003108
ENSGALP00000009778	ENSACAP00000001740
ENSGALP00000041381	ENSACAP00000007036
ENSGALP00000020006	ENSACAP00000015087
ENSGALP00000037432	ENSACAP00000009892
ENSGALP00000036506	ENSACAP00000022130
ENSGALP00000006727	ENSACAP00000002356
ENSGALP00000043097	ENSACAP00000001533
ENSGALP00000015533	ENSACAP00000023457
ENSGALP00000041983	ENSACAP00000014163
ENSGALP00000008215	ENSACAP00000012331
ENSGALP00000021197	ENSACAP00000000021
ENSGALP00000008673	ENSACAP00000017182
ENSGALP00000043204	ENSACAP00000006834
ENSGALP00000034485	ENSACAP00000017652
ENSGALP00000007633	ENSACAP00000012324
ENSGALP00000042987	ENSACAP00000012525
ENSGALP00000037444	ENSACAP00000014112
ENSGALP00000001613	ENSACAP00000016403
ENSGALP00000030668	ENSACAP00000006798
ENSGALP00000026161	ENSACAP00000014416
ENSGALP00000039872	ENSACAP00000019035
ENSGALP00000042317	ENSACAP00000005031
ENSGALP00000027410	ENSACAP00000003291
ENSGALP00000027421	ENSACAP00000013732
ENSGALP00000025528	ENSACAP00000017060
ENSGALP00000010058	ENSACAP00000022046
ENSGALP00000001856	ENSACAP00000011381
ENSGALP00000007275	ENSACAP00000014987
ENSGALP00000009538	ENSACAP00000004356
ENSGALP00000023280	ENSACAP00000004931
ENSGALP00000010548	ENSACAP00000007573
ENSGALP00000027310	ENSACAP00000020113
ENSGALP00000021981	ENSACAP00000007150
ENSGALP00000041132	ENSACAP00000003837
ENSGALP00000037144	ENSACAP00000016373
ENSGALP00000005064	ENSACAP00000015594
ENSGALP00000010582	ENSACAP00000016151
ENSGALP00000035090	ENSACAP00000009267
ENSGALP00000007115	ENSACAP00000012071
ENSGALP00000013846	ENSACAP00000015935
ENSGALP00000034996	ENSACAP00000008689
ENSGALP00000013762	ENSACAP00000015486
ENSGALP00000017413	ENSACAP00000013062
ENSGALP00000012858	ENSACAP00000008979
ENSGALP00000001121	ENSACAP00000016633
ENSGALP00000010712	ENSACAP00000009930
ENSGALP00000013880	ENSACAP00000009005
ENSGALP00000026941	ENSACAP00000011825
ENSGALP00000016588	ENSACAP00000006214
ENSGALP00000010354	ENSACAP00000001817
ENSGALP00000013168	ENSACAP00000002368
ENSGALP00000013992	ENSACAP00000005382
ENSGALP00000041046	ENSACAP00000010575
ENSGALP00000020070	ENSACAP00000012554
ENSGALP00000011213	ENSACAP00000007171
ENSGALP00000036575	ENSACAP00000002707
ENSGALP00000005587	ENSACAP00000009429
ENSGALP00000021545	ENSACAP00000001796
ENSGALP00000043034	ENSACAP00000010992
ENSGALP00000036922	ENSACAP00000002491
ENSGALP00000004663	ENSACAP00000007550
ENSGALP00000041001	ENSACAP00000018579
ENSGALP00000036794	ENSACAP00000006538
ENSGALP00000003890	ENSACAP00000012577
ENSGALP00000018780	ENSACAP00000009870
ENSGALP00000029456	ENSACAP00000003203
ENSGALP00000003426	ENSACAP00000004793
ENSGALP00000012289	ENSACAP00000011814
ENSGALP00000007346	ENSACAP00000015938
ENSGALP00000025048	ENSACAP00000016007
ENSGALP00000038215	ENSACAP00000018122
ENSGALP00000025495	ENSACAP00000020061
ENSGALP00000010376	ENSACAP00000009332
ENSGALP00000027173	ENSACAP00000006192
ENSGALP00000013771	ENSACAP00000004815
ENSGALP00000019666	ENSACAP00000009759
ENSGALP00000018634	ENSACAP00000014029
ENSGALP00000037012	ENSACAP00000003417
ENSGALP00000009931	ENSACAP00000008927
ENSGALP00000020469	ENSACAP00000007502
ENSGALP00000035213	ENSACAP00000016634
ENSGALP00000020464	ENSACAP00000007561
ENSGALP00000020465	ENSACAP00000016598
ENSGALP00000020569	ENSACAP00000009037
ENSGALP00000003114	ENSACAP00000014455
ENSGALP00000019925	ENSACAP00000013548
ENSGALP00000026055	ENSACAP00000000134
ENSGALP00000006588	ENSACAP00000019591
ENSGALP00000041576	ENSACAP00000006437
ENSGALP00000017342	ENSACAP00000014382
ENSGALP00000014555	ENSACAP00000013802
ENSGALP00000002383	ENSACAP00000017665
ENSGALP00000033584	ENSACAP00000008136
ENSGALP00000026544	ENSACAP00000010462
ENSGALP00000038437	ENSACAP00000010922
ENSGALP00000017899	ENSACAP00000001015
ENSGALP00000016349	ENSACAP00000001979
ENSGALP00000016346	ENSACAP00000002006
ENSGALP00000036554	ENSACAP00000022176
