ENSTGUP00000008915	ENSMUSP00000034074
ENSTGUP00000000987	ENSMUSP00000052557
ENSTGUP00000009262	ENSMUSP00000100933
ENSTGUP00000006913	ENSMUSP00000116028
ENSTGUP00000000055	ENSMUSP00000073790
ENSTGUP00000007574	ENSMUSP00000106087
ENSTGUP00000013438	ENSMUSP00000102745
ENSTGUP00000007839	ENSMUSP00000118046
ENSTGUP00000012996	ENSMUSP00000036181
ENSTGUP00000000474	ENSMUSP00000129220
ENSTGUP00000008942	ENSMUSP00000049345
ENSTGUP00000001192	ENSMUSP00000046329
ENSTGUP00000008294	ENSMUSP00000055362
ENSTGUP00000006569	ENSMUSP00000105743
ENSTGUP00000007494	ENSMUSP00000099583
ENSTGUP00000006456	ENSMUSP00000105736
ENSTGUP00000012734	ENSMUSP00000032356
ENSTGUP00000003017	ENSMUSP00000101256
ENSTGUP00000011644	ENSMUSP00000081122
ENSTGUP00000005703	ENSMUSP00000027362
ENSTGUP00000014817	ENSMUSP00000099366
ENSTGUP00000000402	ENSMUSP00000010804
ENSTGUP00000005284	ENSMUSP00000053147
ENSTGUP00000006365	ENSMUSP00000084005
ENSTGUP00000003844	ENSMUSP00000021813
ENSTGUP00000000583	ENSMUSP00000112314
ENSTGUP00000000497	ENSMUSP00000068057
ENSTGUP00000010822	ENSMUSP00000037854
ENSTGUP00000003249	ENSMUSP00000046584
ENSTGUP00000010260	ENSMUSP00000058354
ENSTGUP00000000345	ENSMUSP00000021922
ENSTGUP00000000718	ENSMUSP00000129503
ENSTGUP00000001689	ENSMUSP00000124204
ENSTGUP00000008626	ENSMUSP00000042413
ENSTGUP00000008628	ENSMUSP00000024159
ENSTGUP00000001696	ENSMUSP00000052559
ENSTGUP00000012321	ENSMUSP00000130289
ENSTGUP00000007631	ENSMUSP00000016498
ENSTGUP00000004898	ENSMUSP00000075167
ENSTGUP00000017671	ENSMUSP00000027888
ENSTGUP00000010488	ENSMUSP00000072154
ENSTGUP00000005101	ENSMUSP00000090237
ENSTGUP00000000986	ENSMUSP00000030693
ENSTGUP00000012372	ENSMUSP00000097547
ENSTGUP00000006771	ENSMUSP00000003370
ENSTGUP00000011433	ENSMUSP00000038838
ENSTGUP00000013694	ENSMUSP00000014597
ENSTGUP00000001506	ENSMUSP00000030117
ENSTGUP00000007310	ENSMUSP00000099502
ENSTGUP00000008528	ENSMUSP00000067102
ENSTGUP00000008324	ENSMUSP00000020113
ENSTGUP00000006225	ENSMUSP00000072064
ENSTGUP00000001091	ENSMUSP00000069077
ENSTGUP00000011106	ENSMUSP00000113755
ENSTGUP00000013234	ENSMUSP00000059643
ENSTGUP00000004376	ENSMUSP00000034287
ENSTGUP00000012672	ENSMUSP00000103853
ENSTGUP00000007488	ENSMUSP00000109548
ENSTGUP00000010496	ENSMUSP00000127227
ENSTGUP00000000017	ENSMUSP00000129810
ENSTGUP00000007665	ENSMUSP00000084399
ENSTGUP00000013061	ENSMUSP00000042558
ENSTGUP00000016894	ENSMUSP00000100648
ENSTGUP00000013306	ENSMUSP00000068321
ENSTGUP00000007776	ENSMUSP00000107955
ENSTGUP00000007995	ENSMUSP00000031286
ENSTGUP00000006460	ENSMUSP00000077693
ENSTGUP00000008014	ENSMUSP00000108004
ENSTGUP00000005841	ENSMUSP00000006721
ENSTGUP00000007016	ENSMUSP00000043588
ENSTGUP00000008492	ENSMUSP00000021120
ENSTGUP00000005577	ENSMUSP00000097812
ENSTGUP00000013584	ENSMUSP00000044866
ENSTGUP00000007333	ENSMUSP00000096930
ENSTGUP00000010319	ENSMUSP00000034912
ENSTGUP00000010272	ENSMUSP00000051417
ENSTGUP00000013529	ENSMUSP00000048092
ENSTGUP00000012316	ENSMUSP00000101150
ENSTGUP00000013839	ENSMUSP00000086745
ENSTGUP00000017515	ENSMUSP00000040246
ENSTGUP00000017516	ENSMUSP00000048836
ENSTGUP00000011799	ENSMUSP00000025940
ENSTGUP00000005615	ENSMUSP00000023593
ENSTGUP00000010663	ENSMUSP00000107091
ENSTGUP00000000392	ENSMUSP00000110466
ENSTGUP00000013035	ENSMUSP00000091330
ENSTGUP00000007454	ENSMUSP00000071777
ENSTGUP00000008252	ENSMUSP00000091502
ENSTGUP00000000356	ENSMUSP00000084887
ENSTGUP00000006142	ENSMUSP00000034745
ENSTGUP00000007528	ENSMUSP00000132905
ENSTGUP00000002203	ENSMUSP00000037819
ENSTGUP00000000236	ENSMUSP00000052297
ENSTGUP00000003566	ENSMUSP00000091365
ENSTGUP00000004216	ENSMUSP00000029562
ENSTGUP00000007672	ENSMUSP00000066338
ENSTGUP00000003582	ENSMUSP00000034851
ENSTGUP00000010266	ENSMUSP00000027470
ENSTGUP00000009106	ENSMUSP00000028515
ENSTGUP00000014649	ENSMUSP00000035908
ENSTGUP00000001202	ENSMUSP00000122497
ENSTGUP00000012260	ENSMUSP00000056461
ENSTGUP00000013169	ENSMUSP00000091419
ENSTGUP00000002836	ENSMUSP00000033560
ENSTGUP00000008690	ENSMUSP00000094750
ENSTGUP00000006348	ENSMUSP00000027495
ENSTGUP00000006216	ENSMUSP00000034052
ENSTGUP00000000815	ENSMUSP00000025561
ENSTGUP00000003854	ENSMUSP00000131062
ENSTGUP00000010069	ENSMUSP00000023095
ENSTGUP00000003507	ENSMUSP00000110894
ENSTGUP00000000831	ENSMUSP00000104511
ENSTGUP00000001993	ENSMUSP00000029266
ENSTGUP00000003934	ENSMUSP00000109305
ENSTGUP00000008858	ENSMUSP00000032768
ENSTGUP00000000724	ENSMUSP00000089036
ENSTGUP00000012515	ENSMUSP00000019938
ENSTGUP00000005446	ENSMUSP00000018094
ENSTGUP00000011955	ENSMUSP00000017832
ENSTGUP00000010933	ENSMUSP00000109087
ENSTGUP00000008644	ENSMUSP00000100927
ENSTGUP00000006003	ENSMUSP00000076491
ENSTGUP00000017592	ENSMUSP00000015987
ENSTGUP00000012804	ENSMUSP00000046515
ENSTGUP00000001235	ENSMUSP00000003135
ENSTGUP00000010369	ENSMUSP00000087961
ENSTGUP00000017797	ENSMUSP00000083743
ENSTGUP00000012138	ENSMUSP00000079818
ENSTGUP00000001834	ENSMUSP00000110520
ENSTGUP00000003347	ENSMUSP00000049729
ENSTGUP00000007736	ENSMUSP00000132226
ENSTGUP00000002242	ENSMUSP00000033477
ENSTGUP00000009408	ENSMUSP00000033822
ENSTGUP00000010918	ENSMUSP00000028681
ENSTGUP00000013632	ENSMUSP00000051546
ENSTGUP00000002588	ENSMUSP00000047573
ENSTGUP00000017763	ENSMUSP00000027706
ENSTGUP00000005746	ENSMUSP00000043818
ENSTGUP00000010534	ENSMUSP00000037096
ENSTGUP00000003809	ENSMUSP00000059050
ENSTGUP00000000327	ENSMUSP00000054960
ENSTGUP00000001446	ENSMUSP00000130423
ENSTGUP00000010472	ENSMUSP00000130984
ENSTGUP00000006605	ENSMUSP00000006020
ENSTGUP00000010601	ENSMUSP00000027288
ENSTGUP00000008416	ENSMUSP00000084464
ENSTGUP00000012141	ENSMUSP00000100064
ENSTGUP00000003315	ENSMUSP00000049206
ENSTGUP00000003309	ENSMUSP00000077563
ENSTGUP00000013356	ENSMUSP00000046864
ENSTGUP00000004244	ENSMUSP00000034889
ENSTGUP00000000628	ENSMUSP00000097113
ENSTGUP00000002416	ENSMUSP00000006991
ENSTGUP00000016869	ENSMUSP00000029686
ENSTGUP00000003021	ENSMUSP00000092130
ENSTGUP00000012106	ENSMUSP00000047567
ENSTGUP00000008806	ENSMUSP00000072583
ENSTGUP00000011374	ENSMUSP00000027035
ENSTGUP00000007479	ENSMUSP00000062759
ENSTGUP00000011549	ENSMUSP00000127396
ENSTGUP00000007018	ENSMUSP00000091310
ENSTGUP00000006428	ENSMUSP00000115237
ENSTGUP00000010882	ENSMUSP00000096755
ENSTGUP00000013372	ENSMUSP00000078070
ENSTGUP00000007053	ENSMUSP00000025003
ENSTGUP00000010801	ENSMUSP00000039466
ENSTGUP00000002966	ENSMUSP00000000579
ENSTGUP00000007100	ENSMUSP00000020759
ENSTGUP00000003792	ENSMUSP00000074340
ENSTGUP00000012183	ENSMUSP00000054583
ENSTGUP00000012383	ENSMUSP00000130131
ENSTGUP00000001809	ENSMUSP00000038366
ENSTGUP00000008559	ENSMUSP00000102340
ENSTGUP00000002877	ENSMUSP00000030897
ENSTGUP00000012510	ENSMUSP00000105883
ENSTGUP00000006339	ENSMUSP00000031384
ENSTGUP00000006893	ENSMUSP00000130840
ENSTGUP00000002286	ENSMUSP00000060247
ENSTGUP00000010827	ENSMUSP00000126157
ENSTGUP00000004300	ENSMUSP00000046118
ENSTGUP00000007771	ENSMUSP00000107965
ENSTGUP00000011496	ENSMUSP00000058363
ENSTGUP00000005288	ENSMUSP00000109431
ENSTGUP00000009659	ENSMUSP00000074994
ENSTGUP00000009582	ENSMUSP00000135215
ENSTGUP00000002711	ENSMUSP00000034115
ENSTGUP00000013932	ENSMUSP00000135113
ENSTGUP00000001915	ENSMUSP00000114173
ENSTGUP00000013908	ENSMUSP00000124738
ENSTGUP00000011579	ENSMUSP00000113806
ENSTGUP00000005716	ENSMUSP00000099955
ENSTGUP00000006004	ENSMUSP00000096257
ENSTGUP00000002001	ENSMUSP00000057796
ENSTGUP00000010127	ENSMUSP00000108683
ENSTGUP00000003452	ENSMUSP00000099468
ENSTGUP00000010857	ENSMUSP00000105569
ENSTGUP00000013187	ENSMUSP00000034396
ENSTGUP00000004762	ENSMUSP00000015358
ENSTGUP00000004789	ENSMUSP00000125798
ENSTGUP00000011823	ENSMUSP00000022563
ENSTGUP00000007449	ENSMUSP00000043851
ENSTGUP00000005728	ENSMUSP00000032736
ENSTGUP00000001964	ENSMUSP00000041227
ENSTGUP00000008348	ENSMUSP00000033058
ENSTGUP00000001337	ENSMUSP00000045856
ENSTGUP00000017333	ENSMUSP00000123924
ENSTGUP00000013292	ENSMUSP00000080751
ENSTGUP00000001799	ENSMUSP00000138958
ENSTGUP00000012652	ENSMUSP00000098235
ENSTGUP00000011308	ENSMUSP00000076533
ENSTGUP00000011937	ENSMUSP00000073616
ENSTGUP00000005003	ENSMUSP00000133468
ENSTGUP00000000789	ENSMUSP00000064048
ENSTGUP00000007630	ENSMUSP00000039368
ENSTGUP00000009614	ENSMUSP00000022264
ENSTGUP00000004461	ENSMUSP00000138350
ENSTGUP00000012110	ENSMUSP00000126279
ENSTGUP00000000813	ENSMUSP00000030741
ENSTGUP00000009200	ENSMUSP00000001878
ENSTGUP00000003010	ENSMUSP00000040920
ENSTGUP00000009203	ENSMUSP00000122582
ENSTGUP00000009215	ENSMUSP00000062412
ENSTGUP00000003008	ENSMUSP00000120276
ENSTGUP00000003007	ENSMUSP00000046939
ENSTGUP00000003546	ENSMUSP00000000010
ENSTGUP00000014681	ENSMUSP00000001706
ENSTGUP00000009197	ENSMUSP00000001872
ENSTGUP00000017241	ENSMUSP00000001700
ENSTGUP00000003253	ENSMUSP00000029941
ENSTGUP00000000418	ENSMUSP00000047173
ENSTGUP00000005867	ENSMUSP00000022327
ENSTGUP00000009794	ENSMUSP00000083709
ENSTGUP00000007328	ENSMUSP00000025601
ENSTGUP00000016747	ENSMUSP00000008280
ENSTGUP00000012679	ENSMUSP00000103839
ENSTGUP00000000060	ENSMUSP00000100970
ENSTGUP00000001509	ENSMUSP00000040150
ENSTGUP00000007863	ENSMUSP00000025254
ENSTGUP00000004113	ENSMUSP00000101944
ENSTGUP00000004317	ENSMUSP00000038611
ENSTGUP00000006362	ENSMUSP00000017549
ENSTGUP00000003256	ENSMUSP00000027931
ENSTGUP00000012577	ENSMUSP00000049056
ENSTGUP00000007319	ENSMUSP00000049723
ENSTGUP00000017268	ENSMUSP00000108249
ENSTGUP00000006319	ENSMUSP00000034065
ENSTGUP00000012424	ENSMUSP00000126705
ENSTGUP00000012417	ENSMUSP00000106358
ENSTGUP00000013533	ENSMUSP00000106151
ENSTGUP00000010199	ENSMUSP00000130343
ENSTGUP00000001382	ENSMUSP00000037978
ENSTGUP00000016967	ENSMUSP00000036053
ENSTGUP00000006486	ENSMUSP00000114931
ENSTGUP00000001093	ENSMUSP00000101501
ENSTGUP00000012477	ENSMUSP00000128509
ENSTGUP00000011511	ENSMUSP00000103432
ENSTGUP00000004196	ENSMUSP00000022185
ENSTGUP00000000480	ENSMUSP00000054426
ENSTGUP00000004225	ENSMUSP00000022182
ENSTGUP00000013303	ENSMUSP00000021729
ENSTGUP00000012762	ENSMUSP00000074581
ENSTGUP00000012896	ENSMUSP00000105693
ENSTGUP00000007676	ENSMUSP00000104324
ENSTGUP00000006062	ENSMUSP00000104329
ENSTGUP00000005804	ENSMUSP00000099671
ENSTGUP00000005692	ENSMUSP00000087756
ENSTGUP00000011137	ENSMUSP00000016771
ENSTGUP00000014011	ENSMUSP00000127539
ENSTGUP00000004363	ENSMUSP00000090672
ENSTGUP00000011028	ENSMUSP00000025932
ENSTGUP00000002010	ENSMUSP00000037113
ENSTGUP00000001995	ENSMUSP00000026432
ENSTGUP00000001989	ENSMUSP00000042199
ENSTGUP00000001981	ENSMUSP00000074632
ENSTGUP00000002041	ENSMUSP00000052078
ENSTGUP00000006390	ENSMUSP00000066015
ENSTGUP00000006385	ENSMUSP00000113603
ENSTGUP00000006395	ENSMUSP00000108327
ENSTGUP00000010213	ENSMUSP00000074681
ENSTGUP00000009652	ENSMUSP00000117326
ENSTGUP00000007477	ENSMUSP00000130851
ENSTGUP00000003019	ENSMUSP00000057956
ENSTGUP00000005977	ENSMUSP00000066864
ENSTGUP00000009721	ENSMUSP00000108321
ENSTGUP00000009676	ENSMUSP00000092210
ENSTGUP00000010147	ENSMUSP00000034339
ENSTGUP00000001360	ENSMUSP00000028059
ENSTGUP00000013174	ENSMUSP00000002603
ENSTGUP00000013233	ENSMUSP00000109048
ENSTGUP00000000568	ENSMUSP00000038170
ENSTGUP00000000346	ENSMUSP00000021932
ENSTGUP00000010218	ENSMUSP00000039691
ENSTGUP00000011952	ENSMUSP00000049527
ENSTGUP00000001813	ENSMUSP00000081712
ENSTGUP00000013865	ENSMUSP00000059074
ENSTGUP00000015223	ENSMUSP00000064587
ENSTGUP00000011612	ENSMUSP00000113414
ENSTGUP00000006121	ENSMUSP00000080796
ENSTGUP00000009745	ENSMUSP00000049414
ENSTGUP00000013084	ENSMUSP00000098419
ENSTGUP00000008299	ENSMUSP00000020118
ENSTGUP00000006642	ENSMUSP00000042625
ENSTGUP00000000302	ENSMUSP00000025025
ENSTGUP00000004965	ENSMUSP00000033930
ENSTGUP00000002344	ENSMUSP00000136377
ENSTGUP00000003957	ENSMUSP00000112919
ENSTGUP00000002820	ENSMUSP00000027929
ENSTGUP00000013241	ENSMUSP00000082017
ENSTGUP00000000162	ENSMUSP00000121032
ENSTGUP00000000816	ENSMUSP00000099636
ENSTGUP00000013537	ENSMUSP00000020899
ENSTGUP00000012362	ENSMUSP00000022947
ENSTGUP00000012197	ENSMUSP00000128127
ENSTGUP00000003200	ENSMUSP00000040405
ENSTGUP00000012758	ENSMUSP00000105850
ENSTGUP00000013027	ENSMUSP00000071662
ENSTGUP00000008944	ENSMUSP00000024880
ENSTGUP00000014546	ENSMUSP00000039121
ENSTGUP00000013602	ENSMUSP00000063542
ENSTGUP00000010860	ENSMUSP00000032471
ENSTGUP00000016495	ENSMUSP00000079289
ENSTGUP00000005854	ENSMUSP00000022331
ENSTGUP00000010969	ENSMUSP00000027809
ENSTGUP00000002982	ENSMUSP00000000964
ENSTGUP00000002984	ENSMUSP00000014848
ENSTGUP00000002987	ENSMUSP00000110077
ENSTGUP00000003527	ENSMUSP00000091476
ENSTGUP00000009239	ENSMUSP00000051355
ENSTGUP00000011957	ENSMUSP00000082729
ENSTGUP00000011956	ENSMUSP00000069728
ENSTGUP00000008026	ENSMUSP00000036625
ENSTGUP00000002612	ENSMUSP00000043587
ENSTGUP00000003013	ENSMUSP00000031787
ENSTGUP00000009194	ENSMUSP00000134131
ENSTGUP00000008623	ENSMUSP00000009143
ENSTGUP00000013211	ENSMUSP00000012281
ENSTGUP00000004108	ENSMUSP00000032125
ENSTGUP00000008303	ENSMUSP00000098286
ENSTGUP00000013556	ENSMUSP00000038301
ENSTGUP00000003699	ENSMUSP00000048079
ENSTGUP00000013486	ENSMUSP00000073720
ENSTGUP00000006614	ENSMUSP00000028836
ENSTGUP00000005972	ENSMUSP00000036755
ENSTGUP00000006740	ENSMUSP00000127973
ENSTGUP00000001670	ENSMUSP00000025110
ENSTGUP00000017690	ENSMUSP00000103129
ENSTGUP00000009727	ENSMUSP00000080284
ENSTGUP00000006916	ENSMUSP00000055237
ENSTGUP00000001345	ENSMUSP00000112438
ENSTGUP00000007815	ENSMUSP00000100912
ENSTGUP00000009701	ENSMUSP00000113545
ENSTGUP00000011875	ENSMUSP00000029441
ENSTGUP00000001064	ENSMUSP00000088196
ENSTGUP00000005303	ENSMUSP00000073164
ENSTGUP00000015497	ENSMUSP00000112432
ENSTGUP00000013462	ENSMUSP00000020904
ENSTGUP00000011693	ENSMUSP00000132078
ENSTGUP00000009137	ENSMUSP00000079380
ENSTGUP00000010983	ENSMUSP00000036384
ENSTGUP00000016079	ENSMUSP00000102536
ENSTGUP00000008976	ENSMUSP00000031106
ENSTGUP00000010393	ENSMUSP00000038915
ENSTGUP00000005477	ENSMUSP00000065095
ENSTGUP00000012184	ENSMUSP00000020024
ENSTGUP00000003429	ENSMUSP00000034830
ENSTGUP00000001952	ENSMUSP00000023820
ENSTGUP00000012023	ENSMUSP00000029041
ENSTGUP00000012022	ENSMUSP00000029034
ENSTGUP00000005299	ENSMUSP00000059749
ENSTGUP00000005320	ENSMUSP00000035029
ENSTGUP00000013883	ENSMUSP00000023610
ENSTGUP00000000743	ENSMUSP00000069644
ENSTGUP00000000732	ENSMUSP00000067022
ENSTGUP00000009839	ENSMUSP00000126498
ENSTGUP00000006081	ENSMUSP00000036330
ENSTGUP00000013885	ENSMUSP00000023611
ENSTGUP00000009471	ENSMUSP00000090801
ENSTGUP00000002907	ENSMUSP00000064570
ENSTGUP00000000352	ENSMUSP00000084905
ENSTGUP00000001149	ENSMUSP00000040171
ENSTGUP00000016958	ENSMUSP00000090143
ENSTGUP00000009067	ENSMUSP00000095984
ENSTGUP00000000384	ENSMUSP00000050535
ENSTGUP00000004210	ENSMUSP00000101094
ENSTGUP00000004205	ENSMUSP00000079210
ENSTGUP00000013002	ENSMUSP00000125069
ENSTGUP00000013114	ENSMUSP00000110899
ENSTGUP00000013113	ENSMUSP00000051579
ENSTGUP00000008321	ENSMUSP00000022508
ENSTGUP00000001628	ENSMUSP00000029433
ENSTGUP00000013670	ENSMUSP00000004377
ENSTGUP00000009856	ENSMUSP00000112675
ENSTGUP00000000746	ENSMUSP00000064046
ENSTGUP00000006162	ENSMUSP00000027404
ENSTGUP00000003864	ENSMUSP00000034832
ENSTGUP00000012777	ENSMUSP00000082197
ENSTGUP00000005148	ENSMUSP00000089793
ENSTGUP00000006581	ENSMUSP00000029848
ENSTGUP00000003594	ENSMUSP00000043816
ENSTGUP00000006159	ENSMUSP00000028280
ENSTGUP00000017107	ENSMUSP00000023123
ENSTGUP00000011400	ENSMUSP00000085192
ENSTGUP00000001601	ENSMUSP00000031668
ENSTGUP00000011323	ENSMUSP00000083620
ENSTGUP00000004257	ENSMUSP00000098765
ENSTGUP00000009053	ENSMUSP00000033899
ENSTGUP00000007987	ENSMUSP00000107701
ENSTGUP00000004391	ENSMUSP00000108553
ENSTGUP00000010520	ENSMUSP00000043220
ENSTGUP00000003132	ENSMUSP00000107658
ENSTGUP00000010744	ENSMUSP00000084141
ENSTGUP00000003518	ENSMUSP00000001181
ENSTGUP00000004137	ENSMUSP00000112472
ENSTGUP00000003869	ENSMUSP00000137585
ENSTGUP00000001718	ENSMUSP00000111199
ENSTGUP00000005723	ENSMUSP00000023509
ENSTGUP00000005739	ENSMUSP00000053023
ENSTGUP00000008175	ENSMUSP00000050219
ENSTGUP00000006108	ENSMUSP00000038783
ENSTGUP00000002658	ENSMUSP00000095380
ENSTGUP00000013044	ENSMUSP00000050183
ENSTGUP00000012806	ENSMUSP00000022985
ENSTGUP00000013568	ENSMUSP00000020958
ENSTGUP00000005370	ENSMUSP00000109960
ENSTGUP00000008227	ENSMUSP00000132930
ENSTGUP00000000274	ENSMUSP00000095873
ENSTGUP00000008098	ENSMUSP00000097627
ENSTGUP00000001527	ENSMUSP00000024774
ENSTGUP00000001523	ENSMUSP00000060027
ENSTGUP00000004754	ENSMUSP00000000199
ENSTGUP00000015263	ENSMUSP00000104964
ENSTGUP00000009859	ENSMUSP00000084656
ENSTGUP00000010250	ENSMUSP00000125142
ENSTGUP00000013499	ENSMUSP00000072145
ENSTGUP00000001300	ENSMUSP00000051487
ENSTGUP00000017629	ENSMUSP00000112145
ENSTGUP00000012452	ENSMUSP00000087611
ENSTGUP00000005220	ENSMUSP00000081048
ENSTGUP00000011861	ENSMUSP00000065213
ENSTGUP00000000639	ENSMUSP00000011400
ENSTGUP00000015749	ENSMUSP00000105861
ENSTGUP00000017020	ENSMUSP00000029676
ENSTGUP00000004920	ENSMUSP00000101684
ENSTGUP00000010644	ENSMUSP00000059705
ENSTGUP00000011033	ENSMUSP00000036203
ENSTGUP00000000209	ENSMUSP00000070200
ENSTGUP00000011268	ENSMUSP00000099473
ENSTGUP00000004282	ENSMUSP00000124570
ENSTGUP00000013931	ENSMUSP00000063136
ENSTGUP00000012981	ENSMUSP00000139389
ENSTGUP00000001479	ENSMUSP00000086052
ENSTGUP00000002855	ENSMUSP00000022235
ENSTGUP00000011963	ENSMUSP00000057212
ENSTGUP00000000700	ENSMUSP00000038884
ENSTGUP00000018242	ENSMUSP00000086731
ENSTGUP00000003745	ENSMUSP00000069114
ENSTGUP00000015973	ENSMUSP00000100882
ENSTGUP00000002003	ENSMUSP00000062741
ENSTGUP00000018189	ENSMUSP00000045335
ENSTGUP00000013048	ENSMUSP00000001652
ENSTGUP00000003187	ENSMUSP00000086592
ENSTGUP00000001921	ENSMUSP00000029603
ENSTGUP00000001181	ENSMUSP00000129247
ENSTGUP00000017563	ENSMUSP00000022660
ENSTGUP00000009861	ENSMUSP00000125803
ENSTGUP00000011383	ENSMUSP00000000707
ENSTGUP00000018172	ENSMUSP00000048357
ENSTGUP00000009056	ENSMUSP00000023450
ENSTGUP00000005918	ENSMUSP00000000769
ENSTGUP00000005899	ENSMUSP00000048704
ENSTGUP00000007198	ENSMUSP00000023994
ENSTGUP00000004071	ENSMUSP00000011492
ENSTGUP00000004549	ENSMUSP00000043424
ENSTGUP00000011759	ENSMUSP00000027153
ENSTGUP00000009944	ENSMUSP00000031524
ENSTGUP00000005421	ENSMUSP00000039472
ENSTGUP00000007347	ENSMUSP00000034003
ENSTGUP00000005441	ENSMUSP00000037018
ENSTGUP00000017680	ENSMUSP00000027885
ENSTGUP00000007699	ENSMUSP00000004208
ENSTGUP00000002824	ENSMUSP00000046131
ENSTGUP00000007056	ENSMUSP00000028955
ENSTGUP00000012576	ENSMUSP00000022921
ENSTGUP00000013276	ENSMUSP00000033846
ENSTGUP00000003174	ENSMUSP00000054499
ENSTGUP00000000086	ENSMUSP00000002360
ENSTGUP00000003351	ENSMUSP00000103000
ENSTGUP00000017705	ENSMUSP00000107298
ENSTGUP00000004877	ENSMUSP00000035045
ENSTGUP00000010191	ENSMUSP00000026572
ENSTGUP00000009994	ENSMUSP00000034351
ENSTGUP00000012237	ENSMUSP00000103939
ENSTGUP00000006907	ENSMUSP00000000369
ENSTGUP00000004759	ENSMUSP00000004565
ENSTGUP00000001912	ENSMUSP00000009003
ENSTGUP00000006805	ENSMUSP00000031411
ENSTGUP00000009166	ENSMUSP00000015278
ENSTGUP00000006384	ENSMUSP00000034723
ENSTGUP00000011458	ENSMUSP00000020497
ENSTGUP00000011870	ENSMUSP00000038878
ENSTGUP00000017604	ENSMUSP00000028004
ENSTGUP00000014518	ENSMUSP00000082288
ENSTGUP00000003209	ENSMUSP00000033414
ENSTGUP00000007526	ENSMUSP00000072709
ENSTGUP00000000960	ENSMUSP00000025520
ENSTGUP00000013022	ENSMUSP00000066779
ENSTGUP00000008616	ENSMUSP00000032185
ENSTGUP00000000956	ENSMUSP00000110349
ENSTGUP00000005465	ENSMUSP00000105043
ENSTGUP00000011929	ENSMUSP00000085826
ENSTGUP00000003307	ENSMUSP00000081514
ENSTGUP00000010251	ENSMUSP00000115136
ENSTGUP00000012056	ENSMUSP00000055122
ENSTGUP00000000769	ENSMUSP00000030739
ENSTGUP00000010326	ENSMUSP00000079098
ENSTGUP00000016792	ENSMUSP00000099426
ENSTGUP00000003118	ENSMUSP00000057103
ENSTGUP00000006317	ENSMUSP00000112725
ENSTGUP00000004807	ENSMUSP00000058966
ENSTGUP00000003408	ENSMUSP00000130685
ENSTGUP00000001034	ENSMUSP00000099837
ENSTGUP00000010263	ENSMUSP00000050388
ENSTGUP00000010130	ENSMUSP00000026580
ENSTGUP00000010273	ENSMUSP00000094893
ENSTGUP00000006704	ENSMUSP00000132865
ENSTGUP00000007156	ENSMUSP00000073502
ENSTGUP00000000504	ENSMUSP00000035076
ENSTGUP00000008446	ENSMUSP00000041199
ENSTGUP00000002747	ENSMUSP00000108825
ENSTGUP00000011468	ENSMUSP00000099555
ENSTGUP00000009967	ENSMUSP00000023491
ENSTGUP00000012642	ENSMUSP00000086363
ENSTGUP00000007711	ENSMUSP00000108438
ENSTGUP00000002571	ENSMUSP00000053597
ENSTGUP00000012958	ENSMUSP00000063882
ENSTGUP00000007210	ENSMUSP00000061828
ENSTGUP00000009917	ENSMUSP00000127615
ENSTGUP00000001570	ENSMUSP00000066857
ENSTGUP00000011587	ENSMUSP00000041499
ENSTGUP00000012968	ENSMUSP00000097897
ENSTGUP00000004902	ENSMUSP00000064443
ENSTGUP00000012970	ENSMUSP00000077492
ENSTGUP00000004897	ENSMUSP00000130057
ENSTGUP00000011431	ENSMUSP00000088561
ENSTGUP00000007142	ENSMUSP00000092966
ENSTGUP00000006176	ENSMUSP00000028177
ENSTGUP00000005168	ENSMUSP00000060985
ENSTGUP00000017566	ENSMUSP00000028020
ENSTGUP00000005306	ENSMUSP00000114029
ENSTGUP00000017358	ENSMUSP00000047291
ENSTGUP00000007400	ENSMUSP00000058761
ENSTGUP00000012818	ENSMUSP00000086112
ENSTGUP00000007159	ENSMUSP00000056080
ENSTGUP00000011157	ENSMUSP00000020165
ENSTGUP00000011609	ENSMUSP00000096800
ENSTGUP00000004131	ENSMUSP00000124068
ENSTGUP00000009849	ENSMUSP00000099715
ENSTGUP00000007119	ENSMUSP00000046601
ENSTGUP00000016793	ENSMUSP00000023132
ENSTGUP00000010419	ENSMUSP00000102521
ENSTGUP00000002739	ENSMUSP00000113488
ENSTGUP00000002271	ENSMUSP00000099432
ENSTGUP00000012658	ENSMUSP00000042219
ENSTGUP00000007618	ENSMUSP00000061305
ENSTGUP00000003710	ENSMUSP00000048562
ENSTGUP00000007822	ENSMUSP00000026256
ENSTGUP00000013800	ENSMUSP00000110342
ENSTGUP00000016981	ENSMUSP00000130439
ENSTGUP00000006572	ENSMUSP00000109796
ENSTGUP00000018295	ENSMUSP00000125253
ENSTGUP00000007641	ENSMUSP00000108783
ENSTGUP00000018121	ENSMUSP00000070071
ENSTGUP00000007128	ENSMUSP00000108554
ENSTGUP00000017553	ENSMUSP00000057466
ENSTGUP00000007637	ENSMUSP00000092645
ENSTGUP00000006879	ENSMUSP00000091238
ENSTGUP00000010625	ENSMUSP00000027189
ENSTGUP00000017449	ENSMUSP00000030747
ENSTGUP00000013927	ENSMUSP00000088264
ENSTGUP00000011655	ENSMUSP00000059587
ENSTGUP00000015603	ENSMUSP00000022693
ENSTGUP00000007332	ENSMUSP00000113516
ENSTGUP00000011657	ENSMUSP00000054343
