ENSMODP00000016222	ENSTGUP00000008915
ENSMODP00000021678	ENSTGUP00000017701
ENSMODP00000024649	ENSTGUP00000004195
ENSMODP00000003527	ENSTGUP00000010414
ENSMODP00000013697	ENSTGUP00000011031
ENSMODP00000018823	ENSTGUP00000004497
ENSMODP00000020815	ENSTGUP00000008215
ENSMODP00000026883	ENSTGUP00000010977
ENSMODP00000000946	ENSTGUP00000009155
ENSMODP00000024409	ENSTGUP00000002698
ENSMODP00000026803	ENSTGUP00000010205
ENSMODP00000004085	ENSTGUP00000002400
ENSMODP00000018619	ENSTGUP00000000734
ENSMODP00000013835	ENSTGUP00000018162
ENSMODP00000019905	ENSTGUP00000006534
ENSMODP00000009070	ENSTGUP00000007302
ENSMODP00000009803	ENSTGUP00000013978
ENSMODP00000040419	ENSTGUP00000008870
ENSMODP00000000138	ENSTGUP00000011024
ENSMODP00000040545	ENSTGUP00000011567
ENSMODP00000002855	ENSTGUP00000008453
ENSMODP00000002147	ENSTGUP00000000879
ENSMODP00000025643	ENSTGUP00000008140
ENSMODP00000008388	ENSTGUP00000004561
ENSMODP00000004378	ENSTGUP00000017575
ENSMODP00000039692	ENSTGUP00000017764
ENSMODP00000005828	ENSTGUP00000000611
ENSMODP00000020796	ENSTGUP00000017681
ENSMODP00000026277	ENSTGUP00000013957
ENSMODP00000033603	ENSTGUP00000000604
ENSMODP00000026244	ENSTGUP00000005166
ENSMODP00000016600	ENSTGUP00000006257
ENSMODP00000018974	ENSTGUP00000003014
ENSMODP00000032200	ENSTGUP00000002587
ENSMODP00000023562	ENSTGUP00000002099
ENSMODP00000015806	ENSTGUP00000009069
ENSMODP00000032552	ENSTGUP00000003204
ENSMODP00000015327	ENSTGUP00000010937
ENSMODP00000013080	ENSTGUP00000005529
ENSMODP00000021315	ENSTGUP00000005638
ENSMODP00000006984	ENSTGUP00000001874
ENSMODP00000004061	ENSTGUP00000009983
ENSMODP00000025742	ENSTGUP00000004124
ENSMODP00000008352	ENSTGUP00000008819
ENSMODP00000023736	ENSTGUP00000005031
ENSMODP00000012505	ENSTGUP00000015831
ENSMODP00000005889	ENSTGUP00000000594
ENSMODP00000026245	ENSTGUP00000005135
ENSMODP00000032292	ENSTGUP00000002964
ENSMODP00000021264	ENSTGUP00000010735
ENSMODP00000007740	ENSTGUP00000009821
ENSMODP00000017877	ENSTGUP00000002595
ENSMODP00000005872	ENSTGUP00000000596
ENSMODP00000034705	ENSTGUP00000014524
ENSMODP00000038084	ENSTGUP00000005136
ENSMODP00000032291	ENSTGUP00000016067
ENSMODP00000008683	ENSTGUP00000008936
ENSMODP00000022169	ENSTGUP00000012447
ENSMODP00000005624	ENSTGUP00000000284
ENSMODP00000014998	ENSTGUP00000004891
ENSMODP00000015223	ENSTGUP00000006822
ENSMODP00000007737	ENSTGUP00000012366
ENSMODP00000010188	ENSTGUP00000001120
ENSMODP00000019004	ENSTGUP00000003055
ENSMODP00000019113	ENSTGUP00000010562
ENSMODP00000012377	ENSTGUP00000011928
ENSMODP00000032282	ENSTGUP00000002901
ENSMODP00000011577	ENSTGUP00000007054
ENSMODP00000027346	ENSTGUP00000009227
ENSMODP00000007980	ENSTGUP00000014884
ENSMODP00000006111	ENSTGUP00000007653
ENSMODP00000030697	ENSTGUP00000004688
ENSMODP00000035312	ENSTGUP00000010285
ENSMODP00000021984	ENSTGUP00000012084
ENSMODP00000005185	ENSTGUP00000004201
ENSMODP00000006530	ENSTGUP00000002126
ENSMODP00000020279	ENSTGUP00000011417
ENSMODP00000019219	ENSTGUP00000005469
ENSMODP00000021683	ENSTGUP00000008570
ENSMODP00000026497	ENSTGUP00000008214
ENSMODP00000039040	ENSTGUP00000012461
ENSMODP00000012118	ENSTGUP00000012169
ENSMODP00000023804	ENSTGUP00000007585
ENSMODP00000014633	ENSTGUP00000002804
ENSMODP00000007054	ENSTGUP00000002180
ENSMODP00000010639	ENSTGUP00000011536
ENSMODP00000012261	ENSTGUP00000009574
ENSMODP00000004707	ENSTGUP00000000085
ENSMODP00000021152	ENSTGUP00000003781
ENSMODP00000038779	ENSTGUP00000010387
ENSMODP00000030330	ENSTGUP00000006859
ENSMODP00000020597	ENSTGUP00000004144
ENSMODP00000010446	ENSTGUP00000004092
ENSMODP00000017076	ENSTGUP00000012031
ENSMODP00000005562	ENSTGUP00000013327
ENSMODP00000008521	ENSTGUP00000006096
ENSMODP00000010378	ENSTGUP00000005304
ENSMODP00000022565	ENSTGUP00000012650
ENSMODP00000027866	ENSTGUP00000009112
ENSMODP00000013515	ENSTGUP00000012475
ENSMODP00000001351	ENSTGUP00000012918
ENSMODP00000031493	ENSTGUP00000000128
ENSMODP00000005640	ENSTGUP00000008721
ENSMODP00000030141	ENSTGUP00000009804
ENSMODP00000026877	ENSTGUP00000010938
ENSMODP00000032757	ENSTGUP00000013404
ENSMODP00000032762	ENSTGUP00000013398
ENSMODP00000002922	ENSTGUP00000009467
ENSMODP00000028764	ENSTGUP00000005521
ENSMODP00000000716	ENSTGUP00000007042
ENSMODP00000003334	ENSTGUP00000007147
ENSMODP00000012379	ENSTGUP00000000295
ENSMODP00000004353	ENSTGUP00000000068
ENSMODP00000010816	ENSTGUP00000006311
ENSMODP00000007069	ENSTGUP00000000280
ENSMODP00000003727	ENSTGUP00000010552
ENSMODP00000012187	ENSTGUP00000011298
ENSMODP00000014155	ENSTGUP00000005199
ENSMODP00000014938	ENSTGUP00000009897
ENSMODP00000031807	ENSTGUP00000002130
ENSMODP00000018816	ENSTGUP00000009693
ENSMODP00000035876	ENSTGUP00000006990
ENSMODP00000032437	ENSTGUP00000003651
ENSMODP00000040128	ENSTGUP00000001702
ENSMODP00000027953	ENSTGUP00000017597
ENSMODP00000037734	ENSTGUP00000001680
ENSMODP00000014534	ENSTGUP00000001955
ENSMODP00000018809	ENSTGUP00000006519
ENSMODP00000005213	ENSTGUP00000000078
ENSMODP00000017465	ENSTGUP00000014214
ENSMODP00000005676	ENSTGUP00000010708
ENSMODP00000021158	ENSTGUP00000002471
ENSMODP00000022215	ENSTGUP00000012286
ENSMODP00000007404	ENSTGUP00000002674
ENSMODP00000007849	ENSTGUP00000003279
ENSMODP00000024496	ENSTGUP00000002876
ENSMODP00000024511	ENSTGUP00000002928
ENSMODP00000018799	ENSTGUP00000010719
ENSMODP00000017942	ENSTGUP00000008850
ENSMODP00000013555	ENSTGUP00000014617
ENSMODP00000016791	ENSTGUP00000001152
ENSMODP00000021488	ENSTGUP00000017546
ENSMODP00000001527	ENSTGUP00000017593
ENSMODP00000024700	ENSTGUP00000007635
ENSMODP00000024639	ENSTGUP00000007295
ENSMODP00000015947	ENSTGUP00000004492
ENSMODP00000021892	ENSTGUP00000006564
ENSMODP00000038070	ENSTGUP00000002446
ENSMODP00000015014	ENSTGUP00000003668
ENSMODP00000024558	ENSTGUP00000006986
ENSMODP00000023822	ENSTGUP00000010741
ENSMODP00000008346	ENSTGUP00000009088
ENSMODP00000002108	ENSTGUP00000000905
ENSMODP00000025573	ENSTGUP00000007571
ENSMODP00000001544	ENSTGUP00000014058
ENSMODP00000002003	ENSTGUP00000000925
ENSMODP00000035895	ENSTGUP00000012318
ENSMODP00000029051	ENSTGUP00000000922
ENSMODP00000035893	ENSTGUP00000018214
ENSMODP00000011896	ENSTGUP00000004911
ENSMODP00000029052	ENSTGUP00000000880
ENSMODP00000016479	ENSTGUP00000008846
ENSMODP00000007809	ENSTGUP00000002728
ENSMODP00000022561	ENSTGUP00000013727
ENSMODP00000010556	ENSTGUP00000011560
ENSMODP00000000865	ENSTGUP00000003324
ENSMODP00000020268	ENSTGUP00000005534
ENSMODP00000012070	ENSTGUP00000008448
ENSMODP00000032688	ENSTGUP00000012754
ENSMODP00000006519	ENSTGUP00000002507
ENSMODP00000022192	ENSTGUP00000012259
ENSMODP00000001303	ENSTGUP00000017737
ENSMODP00000012084	ENSTGUP00000008423
ENSMODP00000012087	ENSTGUP00000008421
ENSMODP00000001313	ENSTGUP00000017742
ENSMODP00000013510	ENSTGUP00000005683
ENSMODP00000020816	ENSTGUP00000002135
ENSMODP00000015732	ENSTGUP00000009692
ENSMODP00000016374	ENSTGUP00000010328
ENSMODP00000021977	ENSTGUP00000012073
ENSMODP00000022462	ENSTGUP00000012528
ENSMODP00000021638	ENSTGUP00000000845
ENSMODP00000021393	ENSTGUP00000008015
ENSMODP00000005084	ENSTGUP00000017610
ENSMODP00000025693	ENSTGUP00000009286
ENSMODP00000026469	ENSTGUP00000002487
ENSMODP00000000134	ENSTGUP00000012855
ENSMODP00000025940	ENSTGUP00000002347
ENSMODP00000018764	ENSTGUP00000001239
ENSMODP00000002849	ENSTGUP00000006089
ENSMODP00000017603	ENSTGUP00000000157
ENSMODP00000009317	ENSTGUP00000013631
ENSMODP00000007119	ENSTGUP00000014851
ENSMODP00000018369	ENSTGUP00000014234
ENSMODP00000016959	ENSTGUP00000002448
ENSMODP00000010797	ENSTGUP00000011876
ENSMODP00000025745	ENSTGUP00000008833
ENSMODP00000034000	ENSTGUP00000004165
ENSMODP00000025580	ENSTGUP00000017774
ENSMODP00000005173	ENSTGUP00000009285
ENSMODP00000017494	ENSTGUP00000002312
ENSMODP00000004436	ENSTGUP00000006489
ENSMODP00000003465	ENSTGUP00000006258
ENSMODP00000025844	ENSTGUP00000003838
ENSMODP00000009490	ENSTGUP00000012181
ENSMODP00000020811	ENSTGUP00000003885
ENSMODP00000024722	ENSTGUP00000009333
ENSMODP00000013200	ENSTGUP00000015484
ENSMODP00000009694	ENSTGUP00000013974
ENSMODP00000005349	ENSTGUP00000000063
ENSMODP00000001853	ENSTGUP00000012898
ENSMODP00000001858	ENSTGUP00000013399
ENSMODP00000036576	ENSTGUP00000008785
ENSMODP00000005599	ENSTGUP00000004268
ENSMODP00000010322	ENSTGUP00000002195
ENSMODP00000022414	ENSTGUP00000013528
ENSMODP00000024031	ENSTGUP00000006177
ENSMODP00000004666	ENSTGUP00000007879
ENSMODP00000001029	ENSTGUP00000008012
ENSMODP00000010321	ENSTGUP00000008258
ENSMODP00000003646	ENSTGUP00000012803
ENSMODP00000001402	ENSTGUP00000005779
ENSMODP00000011117	ENSTGUP00000006046
ENSMODP00000025719	ENSTGUP00000008970
ENSMODP00000017702	ENSTGUP00000000113
ENSMODP00000009242	ENSTGUP00000000988
ENSMODP00000020036	ENSTGUP00000010196
ENSMODP00000002875	ENSTGUP00000014044
ENSMODP00000022197	ENSTGUP00000012267
ENSMODP00000038032	ENSTGUP00000007114
ENSMODP00000021383	ENSTGUP00000007989
ENSMODP00000035196	ENSTGUP00000008535
ENSMODP00000025324	ENSTGUP00000007051
ENSMODP00000020335	ENSTGUP00000009167
ENSMODP00000009653	ENSTGUP00000016239
ENSMODP00000010012	ENSTGUP00000009132
ENSMODP00000004381	ENSTGUP00000006459
ENSMODP00000022914	ENSTGUP00000013033
ENSMODP00000010587	ENSTGUP00000004011
ENSMODP00000007866	ENSTGUP00000003920
ENSMODP00000018321	ENSTGUP00000013388
ENSMODP00000019612	ENSTGUP00000001374
ENSMODP00000032626	ENSTGUP00000018150
ENSMODP00000011769	ENSTGUP00000009903
ENSMODP00000006061	ENSTGUP00000012586
ENSMODP00000014513	ENSTGUP00000001723
ENSMODP00000023906	ENSTGUP00000001635
ENSMODP00000010094	ENSTGUP00000006589
ENSMODP00000025569	ENSTGUP00000017772
ENSMODP00000003223	ENSTGUP00000008415
ENSMODP00000001283	ENSTGUP00000007875
ENSMODP00000002801	ENSTGUP00000001878
ENSMODP00000026121	ENSTGUP00000015038
ENSMODP00000007685	ENSTGUP00000012519
ENSMODP00000007389	ENSTGUP00000012479
ENSMODP00000035053	ENSTGUP00000008494
ENSMODP00000000297	ENSTGUP00000002667
ENSMODP00000020132	ENSTGUP00000011349
ENSMODP00000001845	ENSTGUP00000010240
ENSMODP00000004151	ENSTGUP00000002106
ENSMODP00000022018	ENSTGUP00000008954
ENSMODP00000028701	ENSTGUP00000005992
ENSMODP00000021751	ENSTGUP00000001417
ENSMODP00000021747	ENSTGUP00000001415
ENSMODP00000021235	ENSTGUP00000007335
ENSMODP00000008165	ENSTGUP00000012001
ENSMODP00000021922	ENSTGUP00000006425
ENSMODP00000026351	ENSTGUP00000013844
ENSMODP00000009664	ENSTGUP00000011435
ENSMODP00000039041	ENSTGUP00000011049
ENSMODP00000028657	ENSTGUP00000007604
ENSMODP00000005583	ENSTGUP00000014579
ENSMODP00000013540	ENSTGUP00000004800
ENSMODP00000023349	ENSTGUP00000010745
ENSMODP00000022275	ENSTGUP00000011502
ENSMODP00000031766	ENSTGUP00000013079
ENSMODP00000015672	ENSTGUP00000003443
ENSMODP00000021359	ENSTGUP00000002744
ENSMODP00000002408	ENSTGUP00000001170
ENSMODP00000021195	ENSTGUP00000006690
ENSMODP00000012568	ENSTGUP00000010296
ENSMODP00000016703	ENSTGUP00000006858
ENSMODP00000002356	ENSTGUP00000001164
ENSMODP00000021323	ENSTGUP00000002724
ENSMODP00000016195	ENSTGUP00000003530
ENSMODP00000023891	ENSTGUP00000000559
ENSMODP00000000226	ENSTGUP00000008291
ENSMODP00000035712	ENSTGUP00000005830
ENSMODP00000008676	ENSTGUP00000009003
ENSMODP00000040651	ENSTGUP00000002173
ENSMODP00000024354	ENSTGUP00000002666
ENSMODP00000000938	ENSTGUP00000018092
ENSMODP00000012500	ENSTGUP00000002017
ENSMODP00000011245	ENSTGUP00000007868
ENSMODP00000029397	ENSTGUP00000011202
ENSMODP00000015023	ENSTGUP00000006846
ENSMODP00000020445	ENSTGUP00000008896
ENSMODP00000005974	ENSTGUP00000004465
ENSMODP00000000417	ENSTGUP00000003541
ENSMODP00000005815	ENSTGUP00000012633
ENSMODP00000020238	ENSTGUP00000005194
ENSMODP00000005009	ENSTGUP00000013517
ENSMODP00000018533	ENSTGUP00000013453
ENSMODP00000020367	ENSTGUP00000009040
ENSMODP00000004445	ENSTGUP00000005530
ENSMODP00000002960	ENSTGUP00000010131
ENSMODP00000018043	ENSTGUP00000000997
ENSMODP00000007451	ENSTGUP00000005976
ENSMODP00000000812	ENSTGUP00000007040
ENSMODP00000000565	ENSTGUP00000010935
ENSMODP00000002533	ENSTGUP00000001119
ENSMODP00000026246	ENSTGUP00000005131
ENSMODP00000017168	ENSTGUP00000011747
ENSMODP00000012226	ENSTGUP00000005223
ENSMODP00000011537	ENSTGUP00000010268
ENSMODP00000006154	ENSTGUP00000002717
ENSMODP00000033355	ENSTGUP00000011447
ENSMODP00000032871	ENSTGUP00000014935
ENSMODP00000028933	ENSTGUP00000004827
ENSMODP00000019363	ENSTGUP00000004755
ENSMODP00000003278	ENSTGUP00000010345
ENSMODP00000006403	ENSTGUP00000013445
ENSMODP00000017715	ENSTGUP00000013305
ENSMODP00000024836	ENSTGUP00000010777
ENSMODP00000013754	ENSTGUP00000010727
ENSMODP00000031196	ENSTGUP00000000298
ENSMODP00000024124	ENSTGUP00000006505
ENSMODP00000019156	ENSTGUP00000009474
ENSMODP00000014756	ENSTGUP00000013566
ENSMODP00000002743	ENSTGUP00000010249
ENSMODP00000003497	ENSTGUP00000003352
ENSMODP00000019974	ENSTGUP00000011251
ENSMODP00000000735	ENSTGUP00000001258
ENSMODP00000034017	ENSTGUP00000009306
ENSMODP00000025624	ENSTGUP00000007971
ENSMODP00000025509	ENSTGUP00000007362
ENSMODP00000000715	ENSTGUP00000001248
ENSMODP00000025507	ENSTGUP00000007323
ENSMODP00000022366	ENSTGUP00000012783
ENSMODP00000004646	ENSTGUP00000000071
ENSMODP00000015157	ENSTGUP00000003786
ENSMODP00000009641	ENSTGUP00000001032
ENSMODP00000037257	ENSTGUP00000003873
ENSMODP00000025916	ENSTGUP00000003390
ENSMODP00000001899	ENSTGUP00000006314
ENSMODP00000024278	ENSTGUP00000006698
ENSMODP00000017417	ENSTGUP00000001435
ENSMODP00000007075	ENSTGUP00000004871
ENSMODP00000009619	ENSTGUP00000003265
ENSMODP00000010561	ENSTGUP00000016492
ENSMODP00000023032	ENSTGUP00000016497
ENSMODP00000035924	ENSTGUP00000001231
ENSMODP00000005988	ENSTGUP00000002684
ENSMODP00000003274	ENSTGUP00000003032
ENSMODP00000003339	ENSTGUP00000006852
ENSMODP00000014050	ENSTGUP00000005027
ENSMODP00000024385	ENSTGUP00000008363
ENSMODP00000035142	ENSTGUP00000003251
ENSMODP00000002869	ENSTGUP00000008268
ENSMODP00000006253	ENSTGUP00000007101
ENSMODP00000015349	ENSTGUP00000009533
ENSMODP00000012217	ENSTGUP00000013553
ENSMODP00000000052	ENSTGUP00000001556
ENSMODP00000007331	ENSTGUP00000012083
ENSMODP00000008440	ENSTGUP00000010017
ENSMODP00000012572	ENSTGUP00000009198
ENSMODP00000010658	ENSTGUP00000011522
ENSMODP00000011731	ENSTGUP00000003983
ENSMODP00000009292	ENSTGUP00000001938
ENSMODP00000018493	ENSTGUP00000002617
ENSMODP00000032522	ENSTGUP00000003370
ENSMODP00000017203	ENSTGUP00000016179
ENSMODP00000006157	ENSTGUP00000012613
ENSMODP00000016198	ENSTGUP00000012299
ENSMODP00000023004	ENSTGUP00000012885
ENSMODP00000026484	ENSTGUP00000008000
ENSMODP00000015865	ENSTGUP00000012376
ENSMODP00000007678	ENSTGUP00000007745
ENSMODP00000034398	ENSTGUP00000004998
ENSMODP00000003304	ENSTGUP00000007459
ENSMODP00000024149	ENSTGUP00000007853
ENSMODP00000037943	ENSTGUP00000013859
ENSMODP00000028480	ENSTGUP00000003455
ENSMODP00000002737	ENSTGUP00000006613
ENSMODP00000037956	ENSTGUP00000004986
ENSMODP00000029250	ENSTGUP00000011480
ENSMODP00000018856	ENSTGUP00000009626
ENSMODP00000021427	ENSTGUP00000017536
ENSMODP00000013839	ENSTGUP00000017583
ENSMODP00000000911	ENSTGUP00000006802
ENSMODP00000001022	ENSTGUP00000006786
ENSMODP00000000896	ENSTGUP00000006806
ENSMODP00000003055	ENSTGUP00000013909
ENSMODP00000018991	ENSTGUP00000003031
ENSMODP00000034129	ENSTGUP00000008507
ENSMODP00000016830	ENSTGUP00000005648
ENSMODP00000038977	ENSTGUP00000013492
ENSMODP00000010425	ENSTGUP00000002221
ENSMODP00000024304	ENSTGUP00000006785
ENSMODP00000024325	ENSTGUP00000002600
ENSMODP00000008133	ENSTGUP00000000603
ENSMODP00000007760	ENSTGUP00000000664
ENSMODP00000004774	ENSTGUP00000005612
ENSMODP00000004861	ENSTGUP00000005626
ENSMODP00000017995	ENSTGUP00000000657
ENSMODP00000010624	ENSTGUP00000011443
ENSMODP00000021194	ENSTGUP00000017689
ENSMODP00000037111	ENSTGUP00000001672
ENSMODP00000038168	ENSTGUP00000000439
ENSMODP00000001349	ENSTGUP00000011160
ENSMODP00000005871	ENSTGUP00000007579
ENSMODP00000023870	ENSTGUP00000004900
ENSMODP00000019702	ENSTGUP00000004016
ENSMODP00000013541	ENSTGUP00000006195
ENSMODP00000021106	ENSTGUP00000002387
ENSMODP00000008229	ENSTGUP00000005192
ENSMODP00000037871	ENSTGUP00000002920
ENSMODP00000039082	ENSTGUP00000002462
ENSMODP00000000009	ENSTGUP00000012851
ENSMODP00000007789	ENSTGUP00000012848
ENSMODP00000013125	ENSTGUP00000015036
ENSMODP00000000038	ENSTGUP00000001547
ENSMODP00000011232	ENSTGUP00000002394
ENSMODP00000007948	ENSTGUP00000012820
ENSMODP00000005194	ENSTGUP00000001203
ENSMODP00000014913	ENSTGUP00000002954
ENSMODP00000000721	ENSTGUP00000002958
ENSMODP00000006721	ENSTGUP00000005524
ENSMODP00000004464	ENSTGUP00000002469
ENSMODP00000013946	ENSTGUP00000005050
ENSMODP00000005521	ENSTGUP00000001548
ENSMODP00000036353	ENSTGUP00000012757
ENSMODP00000018807	ENSTGUP00000010996
ENSMODP00000017380	ENSTGUP00000011933
ENSMODP00000018534	ENSTGUP00000009820
ENSMODP00000028524	ENSTGUP00000006218
ENSMODP00000039578	ENSTGUP00000002607
ENSMODP00000015878	ENSTGUP00000012373
ENSMODP00000007645	ENSTGUP00000007753
ENSMODP00000007650	ENSTGUP00000007748
ENSMODP00000007627	ENSTGUP00000000325
ENSMODP00000004308	ENSTGUP00000009697
ENSMODP00000009369	ENSTGUP00000011723
ENSMODP00000009363	ENSTGUP00000011726
ENSMODP00000039183	ENSTGUP00000010640
ENSMODP00000021778	ENSTGUP00000012049
ENSMODP00000013086	ENSTGUP00000005406
ENSMODP00000025990	ENSTGUP00000002197
ENSMODP00000014916	ENSTGUP00000010349
ENSMODP00000008076	ENSTGUP00000015317
ENSMODP00000017093	ENSTGUP00000006341
ENSMODP00000014312	ENSTGUP00000006187
ENSMODP00000003270	ENSTGUP00000012865
ENSMODP00000026669	ENSTGUP00000007954
ENSMODP00000003705	ENSTGUP00000009912
ENSMODP00000023461	ENSTGUP00000005834
ENSMODP00000023458	ENSTGUP00000017656
ENSMODP00000024260	ENSTGUP00000010292
ENSMODP00000024296	ENSTGUP00000002528
ENSMODP00000015546	ENSTGUP00000009490
ENSMODP00000020499	ENSTGUP00000008741
ENSMODP00000025515	ENSTGUP00000002012
ENSMODP00000012349	ENSTGUP00000015306
ENSMODP00000012456	ENSTGUP00000001364
ENSMODP00000000501	ENSTGUP00000011923
ENSMODP00000005170	ENSTGUP00000017103
ENSMODP00000026390	ENSTGUP00000006961
ENSMODP00000029244	ENSTGUP00000011397
ENSMODP00000005368	ENSTGUP00000013350
ENSMODP00000039059	ENSTGUP00000004177
ENSMODP00000031577	ENSTGUP00000007084
ENSMODP00000005823	ENSTGUP00000005983
ENSMODP00000006922	ENSTGUP00000014282
ENSMODP00000020336	ENSTGUP00000000341
ENSMODP00000021580	ENSTGUP00000002475
ENSMODP00000017795	ENSTGUP00000006421
ENSMODP00000001108	ENSTGUP00000017807
ENSMODP00000004338	ENSTGUP00000004005
ENSMODP00000005393	ENSTGUP00000004261
ENSMODP00000008889	ENSTGUP00000009005
ENSMODP00000009120	ENSTGUP00000008607
ENSMODP00000026531	ENSTGUP00000008621
ENSMODP00000002086	ENSTGUP00000000917
ENSMODP00000013134	ENSTGUP00000004973
ENSMODP00000024018	ENSTGUP00000000428
ENSMODP00000012229	ENSTGUP00000002311
ENSMODP00000010195	ENSTGUP00000004735
ENSMODP00000020935	ENSTGUP00000002224
ENSMODP00000024632	ENSTGUP00000007218
ENSMODP00000018384	ENSTGUP00000013307
ENSMODP00000006044	ENSTGUP00000006280
ENSMODP00000021946	ENSTGUP00000006342
ENSMODP00000023672	ENSTGUP00000009378
ENSMODP00000016481	ENSTGUP00000013159
ENSMODP00000015882	ENSTGUP00000004439
ENSMODP00000006944	ENSTGUP00000010098
ENSMODP00000000233	ENSTGUP00000011110
ENSMODP00000024368	ENSTGUP00000014700
ENSMODP00000007232	ENSTGUP00000004390
ENSMODP00000015376	ENSTGUP00000009317
ENSMODP00000021090	ENSTGUP00000007062
ENSMODP00000015047	ENSTGUP00000012384
ENSMODP00000011879	ENSTGUP00000011329
ENSMODP00000010416	ENSTGUP00000011525
ENSMODP00000021294	ENSTGUP00000007524
ENSMODP00000021296	ENSTGUP00000007527
ENSMODP00000027026	ENSTGUP00000009402
ENSMODP00000001083	ENSTGUP00000017806
ENSMODP00000005959	ENSTGUP00000006415
ENSMODP00000003985	ENSTGUP00000009920
ENSMODP00000023020	ENSTGUP00000012867
ENSMODP00000022405	ENSTGUP00000001784
ENSMODP00000020115	ENSTGUP00000018007
ENSMODP00000027981	ENSTGUP00000011265
ENSMODP00000015105	ENSTGUP00000015235
ENSMODP00000020807	ENSTGUP00000004274
ENSMODP00000021518	ENSTGUP00000003555
ENSMODP00000026135	ENSTGUP00000009255
ENSMODP00000003627	ENSTGUP00000002297
ENSMODP00000013873	ENSTGUP00000006848
ENSMODP00000004880	ENSTGUP00000010354
ENSMODP00000023800	ENSTGUP00000010813
ENSMODP00000000132	ENSTGUP00000008379
ENSMODP00000014699	ENSTGUP00000013465
ENSMODP00000034917	ENSTGUP00000010725
ENSMODP00000009090	ENSTGUP00000012166
ENSMODP00000010773	ENSTGUP00000003861
ENSMODP00000022963	ENSTGUP00000012967
ENSMODP00000015530	ENSTGUP00000007217
ENSMODP00000019318	ENSTGUP00000004769
ENSMODP00000019704	ENSTGUP00000005189
ENSMODP00000001433	ENSTGUP00000017826
ENSMODP00000020080	ENSTGUP00000017529
ENSMODP00000019182	ENSTGUP00000005832
ENSMODP00000019602	ENSTGUP00000015294
ENSMODP00000013832	ENSTGUP00000002078
ENSMODP00000017263	ENSTGUP00000000232
ENSMODP00000026387	ENSTGUP00000006917
ENSMODP00000008581	ENSTGUP00000003911
ENSMODP00000013942	ENSTGUP00000012567
ENSMODP00000013600	ENSTGUP00000012516
ENSMODP00000022948	ENSTGUP00000012938
ENSMODP00000008334	ENSTGUP00000009098
ENSMODP00000005370	ENSTGUP00000003456
ENSMODP00000014766	ENSTGUP00000006220
ENSMODP00000003573	ENSTGUP00000010434
ENSMODP00000025684	ENSTGUP00000009379
ENSMODP00000021119	ENSTGUP00000003845
ENSMODP00000024345	ENSTGUP00000010340
ENSMODP00000015026	ENSTGUP00000010408
ENSMODP00000016693	ENSTGUP00000000446
ENSMODP00000021179	ENSTGUP00000002513
ENSMODP00000015268	ENSTGUP00000006746
ENSMODP00000014345	ENSTGUP00000006507
ENSMODP00000021197	ENSTGUP00000002582
ENSMODP00000015378	ENSTGUP00000006672
ENSMODP00000021304	ENSTGUP00000002688
ENSMODP00000032225	ENSTGUP00000002466
ENSMODP00000011404	ENSTGUP00000001253
ENSMODP00000031361	ENSTGUP00000001669
ENSMODP00000006260	ENSTGUP00000008888
ENSMODP00000019681	ENSTGUP00000003959
ENSMODP00000000531	ENSTGUP00000010952
ENSMODP00000025862	ENSTGUP00000003692
ENSMODP00000022906	ENSTGUP00000004149
ENSMODP00000017332	ENSTGUP00000006128
ENSMODP00000028267	ENSTGUP00000007425
ENSMODP00000000564	ENSTGUP00000008883
ENSMODP00000038166	ENSTGUP00000006819
ENSMODP00000003299	ENSTGUP00000007412
ENSMODP00000020937	ENSTGUP00000011666
ENSMODP00000019193	ENSTGUP00000005816
ENSMODP00000023310	ENSTGUP00000005053
ENSMODP00000026066	ENSTGUP00000005805
ENSMODP00000029097	ENSTGUP00000009199
ENSMODP00000009427	ENSTGUP00000011766
ENSMODP00000012114	ENSTGUP00000016684
ENSMODP00000037826	ENSTGUP00000013860
ENSMODP00000017597	ENSTGUP00000002199
ENSMODP00000005523	ENSTGUP00000009169
ENSMODP00000020362	ENSTGUP00000010438
ENSMODP00000018937	ENSTGUP00000003689
ENSMODP00000004027	ENSTGUP00000012287
ENSMODP00000011076	ENSTGUP00000000561
ENSMODP00000005457	ENSTGUP00000012554
ENSMODP00000015863	ENSTGUP00000006937
ENSMODP00000024044	ENSTGUP00000003297
ENSMODP00000000915	ENSTGUP00000013006
ENSMODP00000020251	ENSTGUP00000005338
ENSMODP00000001170	ENSTGUP00000017813
ENSMODP00000009657	ENSTGUP00000006140
ENSMODP00000015173	ENSTGUP00000006251
ENSMODP00000010621	ENSTGUP00000010524
ENSMODP00000038815	ENSTGUP00000013407
ENSMODP00000016478	ENSTGUP00000007949
ENSMODP00000004090	ENSTGUP00000012767
ENSMODP00000004067	ENSTGUP00000002993
ENSMODP00000036064	ENSTGUP00000012353
ENSMODP00000018920	ENSTGUP00000002949
ENSMODP00000020349	ENSTGUP00000015735
ENSMODP00000007348	ENSTGUP00000005922
ENSMODP00000009938	ENSTGUP00000011449
ENSMODP00000018008	ENSTGUP00000001017
ENSMODP00000025129	ENSTGUP00000007237
ENSMODP00000030295	ENSTGUP00000008538
ENSMODP00000002406	ENSTGUP00000005777
ENSMODP00000025525	ENSTGUP00000007410
ENSMODP00000011803	ENSTGUP00000004861
